Orthogroup	DPER.longest_only	DSER.longest_only
OG0005688	LOC6600945|XP_002026016.1|DPER	LOC110189501|XP_020815264.1|DSER
OG0005689	LOC6596860|XP_002022064.2|DPER	LOC110184554|XP_020808788.1|DSER, LOC110179531|XP_020802770.1|DSER
OG0005690	LOC6588373|XP_002013420.1|DPER	LOC110188132|XP_020813378.1|DSER
OG0005691	LOC6592137|XP_002016818.1|DPER	LOC110186229|XP_020810955.1|DSER
OG0005692	LOC6589593|XP_002014566.1|DPER	LOC110178170|XP_020800862.1|DSER
OG0005693	LOC6600304|XP_026849058.1|DPER	LOC110176184|XP_020798093.1|DSER
OG0005694	LOC6594655|XP_026850369.1|DPER	LOC110187871|XP_020813014.1|DSER
OG0005695	LOC6591606|XP_002017101.1|DPER	LOC110188246|XP_020813569.1|DSER
OG0005696	LOC6591605|XP_002017100.1|DPER	LOC110188653|XP_020814090.1|DSER
OG0005697	LOC6591604|XP_026843645.1|DPER	LOC110188728|XP_020814201.1|DSER
OG0005698	LOC6592647|XP_002017983.1|DPER	LOC110188972|XP_020814578.1|DSER
OG0005699	LOC6594646|XP_002019651.1|DPER	LOC110186279|XP_020811052.1|DSER
OG0005700	LOC6604138|XP_026845091.1|DPER	LOC110179424|XP_020802612.1|DSER
OG0005701	LOC6595637|XP_002020680.1|DPER	LOC110185801|XP_020810464.1|DSER
OG0005702	LOC6602768|XP_002027772.1|DPER	LOC110183066|XP_020806911.1|DSER
OG0005703	LOC6600814|XP_002025881.1|DPER	LOC110179226|XP_020802322.1|DSER
OG0005704	LOC6602898|XP_026849670.1|DPER	LOC110180166|XP_020803483.1|DSER
OG0005705	LOC6603013|XP_002028034.1|DPER	LOC110190562|XP_020816786.1|DSER
OG0005706	LOC6594814|XP_002020009.1|DPER	LOC110191870|XP_020818512.1|DSER
OG0005707	LOC6597624|XP_026848914.1|DPER	LOC110187033|XP_020812055.1|DSER
OG0005708	LOC6596741|XP_026846003.1|DPER	LOC110178865|XP_020801797.1|DSER
OG0005709	LOC6587645|XP_002013651.1|DPER	LOC110177309|XP_020799633.1|DSER
OG0005710	LOC6594421|XP_002019753.1|DPER	LOC110190244|XP_020816270.1|DSER
OG0005711	LOC6602293|XP_026848532.1|DPER	LOC110178939|XP_020801896.1|DSER
OG0005712	LOC6589059|XP_002014547.1|DPER	LOC110176986|XP_020799154.1|DSER
OG0005713	LOC6591501|XP_002016885.2|DPER	LOC110186184|XP_020810902.1|DSER
OG0005714	LOC6595268|XP_002020207.2|DPER	LOC110191018|XP_020817394.1|DSER
OG0005715	LOC6592061|XP_026840489.1|DPER	LOC110188123|XP_020813365.1|DSER
OG0005716	LOC6588113|XP_002014109.2|DPER	LOC110187920|XP_020813090.1|DSER
OG0005717	LOC6591373|XP_026845965.1|DPER	LOC110188726|XP_020814199.1|DSER
OG0005718	LOC6591558|XP_002017107.1|DPER	LOC110187867|XP_020813011.1|DSER
OG0005719	LOC6591494|XP_026850681.1|DPER	LOC110186159|XP_020810869.1|DSER
OG0005720	LOC6594082|XP_002019788.1|DPER	LOC110191008|XP_020817384.1|DSER
OG0005721	LOC6591500|XP_026850820.1|DPER	LOC110186166|XP_020810878.1|DSER
OG0005722	LOC6594196|XP_026850654.1|DPER	LOC110188374|XP_020813748.1|DSER
OG0005723	LOC6591539|XP_002017183.1|DPER	LOC110177167|XP_020799412.1|DSER
OG0005724	LOC6593171|XP_002018185.1|DPER	LOC110179545|XP_020802786.1|DSER
OG0005725	LOC6591471|XP_002017462.2|DPER	LOC110187731|XP_020812845.1|DSER
OG0005726	LOC6599407|XP_026847093.1|DPER	LOC110175998|XP_020797852.1|DSER
OG0005727	LOC6594507|XP_026843853.1|DPER	LOC110191814|XP_020818433.1|DSER
OG0005728	LOC6591625|XP_002017192.1|DPER	LOC110185414|XP_020809886.1|DSER
OG0005729	LOC6591546|XP_026851170.1|DPER	LOC110184911|XP_020809219.1|DSER
OG0005730	LOC6591542|XP_002017186.1|DPER	LOC110191734|XP_020818318.1|DSER
OG0005731	LOC6591543|XP_002017187.1|DPER	LOC110191733|XP_020818317.1|DSER
OG0005732	LOC6591690|XP_002017327.1|DPER	LOC110176650|XP_020798740.1|DSER
OG0005733	LOC6591691|XP_026851096.1|DPER	LOC110176648|XP_020798736.1|DSER
OG0005734	LOC6594618|XP_002019841.2|DPER	LOC110186871|XP_020811825.1|DSER
OG0005735	LOC6591963|XP_026848013.1|DPER	LOC110187893|XP_020813039.1|DSER
OG0005736	LOC6588253|XP_026850865.1|DPER	LOC110187643|XP_020812711.1|DSER
OG0005737	LOC113566386|XP_026847531.1|DPER	LOC110187918|XP_020813088.1|DSER
OG0005738	LOC6594314|XP_026850487.1|DPER	LOC110188324|XP_020813691.1|DSER, LOC110188232|XP_020813545.1|DSER
OG0005739	LOC6594594|XP_026841211.1|DPER	LOC110186991|XP_020812007.1|DSER
OG0005740	LOC6587489|XP_002013657.1|DPER	LOC110177364|XP_020799716.1|DSER
OG0005741	LOC6588412|XP_002014154.2|DPER	LOC110186517|XP_020811377.1|DSER
OG0005742	LOC6594187|XP_026850431.1|DPER	LOC110187685|XP_020812776.1|DSER
OG0005743	LOC6591706|XP_002017407.1|DPER	LOC110177148|XP_020799385.1|DSER
OG0005744	LOC6594700|XP_002019627.1|DPER	LOC110186336|XP_020811142.1|DSER
OG0005745	LOC6591770|XP_026840566.1|DPER	LOC110177122|XP_020799328.1|DSER
OG0005746	LOC6591767|XP_002017223.1|DPER	LOC110177177|XP_020799426.1|DSER
OG0005747	LOC6591541|XP_002017185.1|DPER	LOC110177138|XP_020799371.1|DSER
OG0005748	LOC113567253|XP_026850254.1|DPER	LOC110189767|XP_020815648.1|DSER
OG0005749	LOC6597021|XP_026845449.1|DPER	LOC110180647|XP_020804000.1|DSER
OG0005750	LOC6588287|XP_002014143.1|DPER	LOC110187640|XP_020812706.1|DSER
OG0005751	LOC6599764|XP_002024884.1|DPER	LOC110177543|XP_020799971.1|DSER
OG0005752	LOC6593122|XP_002017621.1|DPER	LOC110188949|XP_020814548.1|DSER
OG0005753	LOC6595359|XP_002020832.2|DPER, LOC113565827|XP_026844912.1|DPER	LOC110183337|XP_020807246.1|DSER
OG0005754	LOC6590045|XP_002016439.1|DPER	LOC110182561|XP_020806273.1|DSER
OG0005755	LOC6590983|XP_002016548.1|DPER	LOC110191483|XP_020818006.1|DSER
OG0005756	LOC6591431|XP_002017489.2|DPER	LOC110186283|XP_020811059.1|DSER
OG0005757	LOC6591707|XP_002017408.1|DPER	LOC110177150|XP_020799386.1|DSER
OG0005758	LOC6591815|XP_002017236.1|DPER	LOC110188725|XP_020814197.1|DSER
OG0005759	LOC6591516|XP_026851150.1|DPER	LOC110188737|XP_020814229.1|DSER
OG0005760	LOC6594723|XP_002019408.2|DPER	LOC110188566|XP_020813984.1|DSER
OG0005761	LOC6594645|XP_026850411.1|DPER	LOC110188253|XP_020813585.1|DSER
OG0005762	LOC6594298|XP_002019946.1|DPER	LOC110190169|XP_020816169.1|DSER
OG0005763	LOC6590401|XP_002015494.1|DPER	LOC110189225|XP_020814865.1|DSER
OG0005764	LOC6587989|XP_002014148.1|DPER	LOC110185225|XP_020809619.1|DSER
OG0005765	LOC6588318|XP_026850550.1|DPER	LOC110185122|XP_020809477.1|DSER
OG0005766	LOC6594248|XP_026850359.1|DPER	LOC110190861|XP_020817170.1|DSER
OG0005767	LOC6595071|XP_026841047.1|DPER	LOC110188220|XP_020813522.1|DSER
OG0005768	LOC6599940|XP_026849145.1|DPER	LOC110179629|XP_020802898.1|DSER
OG0005769	LOC6588184|XP_002014120.2|DPER	LOC110187665|XP_020812742.1|DSER
OG0005770	LOC6587770|XP_002012762.1|DPER	LOC110191719|XP_020818295.1|DSER
OG0005771	LOC6588603|XP_002013211.1|DPER	LOC110176519|XP_020798555.1|DSER
OG0005772	LOC6587244|XP_002013519.1|DPER	LOC110186534|XP_020811394.1|DSER
OG0005773	LOC6594218|XP_002019453.1|DPER	LOC110191828|XP_020818452.1|DSER
OG0005774	LOC6594546|XP_026848092.1|DPER	LOC110186602|XP_020811492.1|DSER
OG0005775	LOC6602300|XP_026848506.1|DPER	LOC110178992|XP_020801968.1|DSER
OG0005776	LOC6601969|XP_002027016.2|DPER	LOC110182781|XP_020806565.1|DSER
OG0005777	LOC6593980|XP_002019022.1|DPER	LOC110183863|XP_020807875.1|DSER
OG0005779	LOC6587833|XP_002014061.2|DPER	LOC110191751|XP_020818346.1|DSER
OG0005780	LOC6602321|XP_026848512.1|DPER	LOC110178907|XP_020801842.1|DSER
OG0005781	LOC6598969|XP_002024057.2|DPER	LOC110190298|XP_020816342.1|DSER
OG0005782	LOC6598973|XP_002024061.1|DPER	LOC110190249|XP_020816272.1|DSER
OG0005783	LOC6592830|XP_002017682.1|DPER	LOC110189296|XP_020814986.1|DSER
OG0005784	LOC6591332|XP_026843771.1|DPER	LOC110176423|XP_020798427.1|DSER
OG0005785	LOC6591331|XP_002016929.2|DPER	LOC110176479|XP_020798500.1|DSER
OG0005786	LOC6592155|XP_002017341.1|DPER	LOC110176603|XP_020798684.1|DSER
OG0005787	LOC6591981|XP_002017025.1|DPER	LOC110187671|XP_020812751.1|DSER
OG0005788	LOC6600892|XP_002025956.1|DPER	LOC110189229|XP_020814871.1|DSER
OG0005789	LOC6594367|XP_002019335.1|DPER	LOC110185347|XP_020809783.1|DSER
OG0005790	LOC6588531|XP_002013213.1|DPER	LOC110176521|XP_020798557.1|DSER
OG0005791	LOC6594519|XP_026840759.1|DPER	LOC110188555|XP_020813972.1|DSER
OG0005792	LOC6594518|XP_002019460.1|DPER	LOC110188556|XP_020813974.1|DSER
OG0005793	LOC6594222|XP_026849994.1|DPER	LOC110191799|XP_020818408.1|DSER
OG0005794	LOC113565071|XP_026841205.1|DPER	LOC110179304|XP_020802449.1|DSER
OG0005795	LOC6591833|XP_002017201.1|DPER	LOC110177415|XP_020799791.1|DSER
OG0005796	LOC6602299|XP_026848515.1|DPER	LOC110178908|XP_020801843.1|DSER
OG0005797	LOC6602777|XP_002027834.1|DPER	LOC110190703|XP_020816974.1|DSER
OG0005798	LOC6592145|XP_002017281.1|DPER	LOC110184577|XP_020808821.1|DSER
OG0005799	LOC6592019|XP_026850886.1|DPER	LOC110191084|XP_020817482.1|DSER
OG0005800	LOC6592069|XP_002017518.1|DPER	LOC110191063|XP_020817452.1|DSER
OG0005801	LOC6592022|XP_002017517.1|DPER	LOC110191062|XP_020817451.1|DSER
OG0005802	LOC6592023|XP_026848482.1|DPER	LOC110191847|XP_020818481.1|DSER
OG0005803	LOC6591965|XP_026840421.1|DPER	LOC110186472|XP_020811321.1|DSER
OG0005804	LOC6594083|XP_002019789.1|DPER	LOC110191209|XP_020817636.1|DSER
OG0005805	LOC6601303|XP_026842854.1|DPER	LOC110176903|XP_020799053.1|DSER
OG0005806	LOC6592117|XP_002016843.1|DPER	LOC110186189|XP_020810906.1|DSER
OG0005807	LOC6592124|XP_026845254.1|DPER	LOC110186149|XP_020810859.1|DSER
OG0005808	LOC6602890|XP_026845134.1|DPER	LOC110187133|XP_020812206.1|DSER
OG0005809	LOC6600633|XP_002025627.1|DPER	LOC110191334|XP_020817828.1|DSER
OG0005810	LOC6592017|XP_002017512.1|DPER	LOC110191088|XP_020817492.1|DSER
OG0005811	LOC6592016|XP_002017511.1|DPER	LOC110191089|XP_020817493.1|DSER
OG0005812	LOC6592103|XP_026851135.1|DPER	LOC110184541|XP_020808778.1|DSER
OG0005813	LOC6598623|XP_002023835.1|DPER	LOC110188755|XP_020814256.1|DSER
OG0005814	LOC6588274|XP_026850779.1|DPER	LOC110187688|XP_020812779.1|DSER
OG0005815	LOC6600808|XP_002025979.1|DPER	LOC110189222|XP_020814860.1|DSER
OG0005816	LOC6588525|XP_026849519.1|DPER	LOC110186250|XP_020810986.1|DSER
OG0005817	LOC6587477|XP_002013520.2|DPER	LOC110186373|XP_020811182.1|DSER
OG0005818	LOC6591895|XP_002016913.2|DPER	LOC110176503|XP_020798536.1|DSER
OG0005819	LOC6594389|XP_002019481.1|DPER	LOC110191850|XP_020818485.1|DSER
OG0005820	LOC6594390|XP_002019482.1|DPER	LOC110191851|XP_020818486.1|DSER
OG0005821	LOC6594291|XP_002019939.1|DPER	LOC110177193|XP_020799447.1|DSER
OG0005822	LOC6593420|XP_026843342.1|DPER	LOC110185699|XP_020810327.1|DSER
OG0005823	LOC6602622|XP_002027649.1|DPER	LOC110181739|XP_020805258.1|DSER
OG0005824	LOC6588245|XP_002012923.1|DPER	LOC110188093|XP_020813308.1|DSER
OG0005825	LOC6598903|XP_002024005.1|DPER	LOC110181270|XP_020804639.1|DSER
OG0005826	LOC6594374|XP_002019342.2|DPER	LOC110184515|XP_020808742.1|DSER
OG0005827	LOC6592006|XP_002017434.1|DPER	LOC110187009|XP_020812031.1|DSER
OG0005828	LOC6599463|XP_002024612.1|DPER	LOC110184682|XP_020808954.1|DSER
OG0005829	LOC6594337|XP_026848414.1|DPER	LOC110188294|XP_020813655.1|DSER
OG0005830	LOC6601881|XP_002026930.2|DPER	LOC110183706|XP_020807711.1|DSER
OG0005831	LOC6601885|XP_026849374.1|DPER	LOC110183701|XP_020807699.1|DSER
OG0005832	LOC6601886|XP_026849324.1|DPER	LOC110183617|XP_020807594.1|DSER
OG0005833	LOC6601895|XP_026849378.1|DPER	LOC110183614|XP_020807592.1|DSER
OG0005834	LOC113566707|XP_026849322.1|DPER	LOC110183720|XP_020807728.1|DSER
OG0005835	LOC6601902|XP_002026951.1|DPER	LOC110183569|XP_020807535.1|DSER
OG0005836	LOC6601402|XP_026847871.1|DPER	LOC110190316|XP_020816364.1|DSER
OG0005837	LOC6592118|XP_026840133.1|DPER	LOC110186138|XP_020810847.1|DSER
OG0005838	LOC6594532|XP_002019424.1|DPER	LOC110177307|XP_020799631.1|DSER
OG0005839	LOC6596490|XP_002021564.1|DPER	LOC110182319|XP_020806008.1|DSER
OG0005840	LOC6594189|XP_026850232.1|DPER	LOC110187678|XP_020812768.1|DSER
OG0005841	LOC6594116|XP_026851011.1|DPER	LOC110188307|XP_020813674.1|DSER
OG0005842	LOC6600027|XP_002025106.1|DPER	LOC110182481|XP_020806187.1|DSER
OG0005843	LOC6597102|XP_002022291.2|DPER	LOC110182787|XP_020806572.1|DSER
OG0005844	LOC6595815|XP_026845563.1|DPER	LOC110185223|XP_020809613.1|DSER
OG0005845	LOC6591813|XP_002017234.2|DPER	LOC110188528|XP_020813932.1|DSER
OG0005846	LOC6591785|XP_026843032.1|DPER	LOC110191808|XP_020818419.1|DSER
OG0005847	LOC6594696|XP_026840370.1|DPER	LOC110186918|XP_020811899.1|DSER
OG0005848	LOC6603322|XP_026845804.1|DPER, LOC113566066|XP_026845786.1|DPER	LOC110179538|XP_020802777.1|DSER
OG0005849	LOC6600077|XP_026845092.1|DPER	LOC110181498|XP_020804925.1|DSER
OG0005850	LOC6599447|XP_026847192.1|DPER	LOC110179498|XP_020802732.1|DSER
OG0005851	LOC6593732|XP_002019110.1|DPER	LOC110185861|XP_020810528.1|DSER
OG0005852	LOC6594577|XP_002019828.1|DPER	LOC110191027|XP_020817405.1|DSER
OG0005853	LOC6597570|XP_002022787.1|DPER	LOC110181584|XP_020805036.1|DSER
OG0005854	LOC6592018|XP_002017513.1|DPER	LOC110191087|XP_020817491.1|DSER
OG0005855	LOC6597277|XP_026846551.1|DPER	LOC110180619|XP_020803961.1|DSER
OG0005856	LOC6604080|XP_026845789.1|DPER	LOC110184479|XP_020808682.1|DSER
OG0005857	LOC6594522|XP_002019464.2|DPER	LOC110188235|XP_020813552.1|DSER
OG0005858	LOC6592153|XP_002017339.1|DPER	LOC110176600|XP_020798677.1|DSER
OG0005859	LOC113565744|XP_026844582.1|DPER	LOC110184893|XP_020809199.1|DSER
OG0005860	LOC6594510|XP_026840363.1|DPER	LOC110188734|XP_020814209.1|DSER
OG0005861	LOC6587536|XP_026850496.1|DPER	LOC110186384|XP_020811200.1|DSER
OG0005862	LOC6589989|XP_026841040.1|DPER	LOC110176089|XP_020797992.1|DSER
OG0005863	LOC6592426|XP_002018238.1|DPER	LOC110181124|XP_020804455.1|DSER
OG0005864	LOC6591791|XP_002017391.1|DPER	LOC110191735|XP_020818320.1|DSER
OG0005865	LOC6592104|XP_002017287.1|DPER	LOC110186372|XP_020811185.1|DSER
OG0005866	LOC6600942|XP_002026044.1|DPER	LOC110180265|XP_020803579.1|DSER
OG0005867	LOC6595470|XP_002020903.1|DPER	LOC110181198|XP_020804537.1|DSER
OG0005868	LOC113565042|XP_026840931.1|DPER	LOC110190909|XP_020817232.1|DSER
OG0005869	LOC6597550|XP_002022799.1|DPER	LOC110183258|XP_020807143.1|DSER
OG0005870	LOC6600433|XP_026848413.1|DPER	LOC110184173|XP_020808242.1|DSER
OG0005871	LOC6600065|XP_002025189.2|DPER	LOC110184238|XP_020808353.1|DSER
OG0005872	LOC6588551|XP_002013218.1|DPER	LOC110190590|XP_020816845.1|DSER
OG0005873	LOC6591795|XP_002017395.1|DPER	LOC110186569|XP_020811437.1|DSER
OG0005874	LOC6603208|XP_026845784.1|DPER	LOC110175968|XP_020797822.1|DSER
OG0005875	LOC6592792|XP_002017823.1|DPER	LOC110178664|XP_020801522.1|DSER
OG0005876	LOC6596918|XP_026845481.1|DPER	LOC110181659|XP_020805124.1|DSER
OG0005877	LOC6603522|XP_002028501.1|DPER	LOC110181742|XP_020805260.1|DSER
OG0005878	LOC6596933|XP_026845251.1|DPER	LOC110180650|XP_020804004.1|DSER
OG0005879	LOC6599265|XP_026848252.1|DPER	LOC110184321|XP_020808472.1|DSER
OG0005880	LOC6603411|XP_002028387.2|DPER	LOC110189899|XP_020815818.1|DSER
OG0005881	LOC6597111|XP_002022268.1|DPER	LOC110176200|XP_020798120.1|DSER
OG0005882	LOC6599363|XP_002024486.1|DPER	LOC110191982|XP_020818668.1|DSER
OG0005883	LOC6601105|XP_002026070.1|DPER	LOC110178714|XP_020801577.1|DSER
OG0005884	LOC6597105|XP_026845240.1|DPER	LOC110189932|XP_020815875.1|DSER
OG0005885	LOC6602272|XP_002027321.1|DPER	LOC110190883|XP_020817200.1|DSER
OG0005886	LOC6599078|XP_026849005.1|DPER	LOC110189947|XP_020815893.1|DSER
OG0005887	LOC6597109|XP_026845196.1|DPER	LOC110176306|XP_020798286.1|DSER
OG0005888	LOC6596149|XP_026845257.1|DPER	LOC110190389|XP_020816497.1|DSER
OG0005889	LOC6599068|XP_026849024.1|DPER	LOC110177529|XP_020799947.1|DSER
OG0005890	LOC6597829|XP_026846426.1|DPER	LOC110187058|XP_020812102.1|DSER
OG0005891	LOC6602830|XP_002027864.2|DPER	LOC110181226|XP_020804580.1|DSER
OG0005892	LOC6602797|XP_002027848.1|DPER	LOC110178910|XP_020801848.1|DSER
OG0005893	LOC6596936|XP_002022218.1|DPER	LOC110176128|XP_020798023.1|DSER
OG0005894	LOC6597056|XP_002022215.2|DPER	LOC110176129|XP_020798024.1|DSER
OG0005895	LOC6597057|XP_002022216.1|DPER	LOC110176130|XP_020798025.1|DSER
OG0005896	LOC6601841|XP_002026872.1|DPER	LOC110184668|XP_020808935.1|DSER
OG0005897	LOC6600497|XP_026847642.1|DPER	LOC110189965|XP_020815913.1|DSER
OG0005898	LOC6597580|XP_002022767.1|DPER	LOC110187017|XP_020812038.1|DSER
OG0005899	LOC6590651|XP_002016409.1|DPER	LOC110189641|XP_020815446.1|DSER
OG0005900	LOC6589590|XP_002014563.1|DPER	LOC110178181|XP_020800872.1|DSER
OG0005901	LOC6590362|XP_002015842.1|DPER	LOC110177713|XP_020800212.1|DSER
OG0005902	LOC6600888|XP_002025952.2|DPER	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER
OG0005903	LOC6594484|XP_002019750.2|DPER	LOC110188140|XP_020813395.1|DSER
OG0005904	LOC6587803|XP_002013689.2|DPER	LOC110186424|XP_020811269.1|DSER
OG0005905	LOC6599071|XP_026848993.1|DPER	LOC110189922|XP_020815856.1|DSER
OG0005906	LOC6602341|XP_026848528.1|DPER	LOC110189867|XP_020815747.1|DSER
OG0005907	LOC113566489|XP_026848087.1|DPER	LOC110190284|XP_020816319.1|DSER
OG0005908	LOC6601866|XP_002026915.1|DPER	LOC110189863|XP_020815741.1|DSER
OG0005909	LOC6595773|XP_002021353.2|DPER	LOC110179829|XP_020803094.1|DSER
OG0005910	LOC6590003|XP_002016053.1|DPER	LOC110176351|XP_020798339.1|DSER
OG0005911	LOC6590002|XP_002016052.1|DPER	LOC110176342|XP_020798330.1|DSER
OG0005912	LOC6590517|XP_002016085.1|DPER	LOC110176338|XP_020798319.1|DSER
OG0005913	LOC113565375|XP_026842948.1|DPER	LOC110177347|XP_020799698.1|DSER
OG0005914	LOC6592246|XP_002017632.2|DPER	LOC110179279|XP_020802427.1|DSER
OG0005915	LOC6592247|XP_002017633.1|DPER	LOC110179282|XP_020802429.1|DSER
OG0005916	LOC6600865|XP_002025900.1|DPER	LOC110179205|XP_020802282.1|DSER
OG0005917	LOC6592455|XP_002018305.1|DPER	LOC110177852|XP_020800457.1|DSER
OG0005918	LOC6597613|XP_002022751.1|DPER	LOC110184531|XP_020808766.1|DSER
OG0005919	LOC6592692|XP_002017729.2|DPER	LOC110191802|XP_020818415.1|DSER
OG0005920	LOC6603155|XP_002028170.1|DPER	LOC110178361|XP_020801152.1|DSER
OG0005921	LOC6601119|XP_002026194.1|DPER	LOC110177578|XP_020800016.1|DSER
OG0005922	LOC6598374|XP_026846130.1|DPER	LOC110179527|XP_020802766.1|DSER
OG0005923	LOC6595990|XP_002021011.1|DPER	LOC110178999|XP_020801988.1|DSER
OG0005924	LOC6595992|XP_002021013.1|DPER	LOC110178556|XP_020801385.1|DSER
OG0005925	LOC6599066|XP_002024182.2|DPER	LOC110177484|XP_020799892.1|DSER
OG0005926	LOC6598160|XP_002023447.2|DPER	LOC110179715|XP_020802988.1|DSER
OG0005927	LOC6588220|XP_026844538.1|DPER	LOC110187761|XP_020812884.1|DSER
OG0005928	LOC6602676|XP_026845820.1|DPER	LOC110179382|XP_020802555.1|DSER
OG0005929	LOC6600507|XP_002025614.1|DPER	LOC110177553|XP_020799985.1|DSER
OG0005930	LOC6600919|XP_002026047.1|DPER	LOC110180261|XP_020803576.1|DSER
OG0005931	LOC6601295|XP_002026333.2|DPER	LOC110189411|XP_020815125.1|DSER
OG0005932	LOC6593213|XP_026840798.1|DPER	LOC110177752|XP_020800271.1|DSER
OG0005933	LOC6590861|XP_002016619.1|DPER	LOC110178398|XP_020801195.1|DSER
OG0005934	LOC6591208|XP_002016198.2|DPER	LOC110178819|XP_020801747.1|DSER
OG0005935	LOC6596189|XP_026845693.1|DPER	LOC110190240|XP_020816259.1|DSER
OG0005936	LOC6593432|XP_002019117.1|DPER	LOC110185694|XP_020810320.1|DSER
OG0005937	LOC6603410|XP_026848199.1|DPER	LOC110190242|XP_020816265.1|DSER
OG0005938	LOC6590349|XP_026841957.1|DPER	LOC110191511|XP_020818041.1|DSER
OG0005939	LOC6598197|XP_002023532.1|DPER	LOC110175948|XP_020797795.1|DSER
OG0005940	LOC6590456|XP_026842593.1|DPER	LOC110177933|XP_020800572.1|DSER
OG0005941	LOC6590670|XP_026842319.1|DPER	LOC110191469|XP_020817981.1|DSER
OG0005942	LOC113565068|XP_026841191.1|DPER	LOC110189471|XP_020815208.1|DSER
OG0005943	LOC6601256|XP_026842597.1|DPER	LOC110189754|XP_020815624.1|DSER
OG0005944	LOC6601260|XP_026840699.1|DPER	LOC110189283|XP_020814966.1|DSER
OG0005945	LOC6592829|XP_026841888.1|DPER	LOC110189293|XP_020814983.1|DSER
OG0005946	LOC6590802|XP_026841300.1|DPER	LOC110177984|XP_020800640.1|DSER
OG0005947	LOC6601606|XP_026841036.1|DPER	LOC110185803|XP_020810506.1|DSER
OG0005948	LOC6602377|XP_002027381.1|DPER	LOC110189868|XP_020815748.1|DSER
OG0005949	LOC113566008|XP_026845472.1|DPER	LOC110179823|XP_020803087.1|DSER
OG0005950	LOC6589728|XP_002015121.1|DPER	LOC110183163|XP_020807014.1|DSER
OG0005951	LOC6600246|XP_002025411.2|DPER	LOC110190606|XP_020816858.1|DSER
OG0005952	LOC6589727|XP_026844836.1|DPER	LOC110183162|XP_020807012.1|DSER
OG0005953	LOC6593398|XP_002018609.1|DPER	LOC110187423|XP_020812472.1|DSER
OG0005954	LOC6593402|XP_002018613.1|DPER	LOC110187448|XP_020812496.1|DSER
OG0005955	LOC6591951|XP_002017495.1|DPER	LOC110184223|XP_020808340.1|DSER
OG0005956	LOC6592495|XP_002018397.2|DPER	LOC110190976|XP_020817343.1|DSER
OG0005957	LOC6594257|XP_002019980.1|DPER	LOC110184471|XP_020808679.1|DSER
OG0005958	LOC6591330|XP_002016928.1|DPER	LOC110176434|XP_020798443.1|DSER
OG0005959	LOC6588672|XP_002014467.1|DPER	LOC110183445|XP_020807384.1|DSER
OG0005960	LOC6603073|XP_002028115.1|DPER	LOC110179562|XP_020802802.1|DSER
OG0005961	LOC6590502|XP_002016089.1|DPER	LOC110176335|XP_020798316.1|DSER
OG0005962	LOC6592349|XP_002018296.1|DPER	LOC110182872|XP_020806673.1|DSER
OG0005963	LOC6589858|XP_002015163.2|DPER	LOC110184010|XP_020808035.1|DSER
OG0005964	LOC6592731|XP_002018098.1|DPER	LOC110177777|XP_020800303.1|DSER
OG0005965	LOC6600973|XP_002026011.2|DPER	LOC110189451|XP_020815182.1|DSER
OG0005966	LOC6590585|XP_002016524.2|DPER	LOC110178284|XP_020801015.1|DSER
OG0005967	LOC6593165|XP_002018179.1|DPER	LOC110181981|XP_020805588.1|DSER
OG0005968	LOC6593172|XP_026841225.1|DPER	LOC110175933|XP_020797775.1|DSER
OG0005969	LOC6590499|XP_026841484.1|DPER	LOC110191474|XP_020817993.1|DSER
OG0005970	LOC6600509|XP_002025616.1|DPER	LOC110178594|XP_020801439.1|DSER
OG0005971	LOC6592638|XP_002017859.1|DPER	LOC110189723|XP_020815572.1|DSER
OG0005972	LOC6603352|XP_026848101.1|DPER	LOC110184623|XP_020808875.1|DSER
OG0005973	LOC6599081|XP_002024214.1|DPER	LOC110178903|XP_020801839.1|DSER
OG0005974	LOC6595982|XP_002021048.1|DPER	LOC110184618|XP_020808870.1|DSER
OG0005975	LOC6603353|XP_002028334.1|DPER	LOC110184660|XP_020808922.1|DSER
OG0005976	LOC6591335|XP_002016933.1|DPER	LOC110187732|XP_020812847.1|DSER
OG0005977	LOC6592486|XP_002017928.1|DPER	LOC110179084|XP_020802132.1|DSER
OG0005978	LOC6592396|XP_002017581.2|DPER	LOC110179661|XP_020802931.1|DSER
OG0005979	LOC6593256|XP_002018377.2|DPER	LOC110179212|XP_020802305.1|DSER
OG0005980	LOC6589972|XP_002015608.1|DPER	LOC110189429|XP_020815158.1|DSER
OG0005981	LOC6598354|XP_026846118.1|DPER	LOC110179616|XP_020802877.1|DSER
OG0005982	LOC6590650|XP_002016408.1|DPER	LOC110189387|XP_020815096.1|DSER
OG0005983	LOC6599103|XP_002024404.1|DPER	LOC110180149|XP_020803458.1|DSER
OG0005984	LOC6600685|XP_026848627.1|DPER	LOC110179708|XP_020802977.1|DSER
OG0005985	LOC6602878|XP_026849654.1|DPER	LOC110181640|XP_020805106.1|DSER
OG0005986	LOC6597573|XP_002022790.1|DPER	LOC110181504|XP_020804933.1|DSER
OG0005987	LOC6599932|XP_026849226.1|DPER	LOC110181879|XP_020805465.1|DSER
OG0005988	LOC6600928|XP_026841516.1|DPER	LOC110178009|XP_020800681.1|DSER
OG0005989	LOC6592430|XP_002018003.2|DPER	LOC110189488|XP_020815236.1|DSER
