Orthogroup	DPER.longest_only	DSEC.longest_only
OG0004247	LOC6600135|XP_002025252.1|DPER	LOC6616129|XP_002040494.1|DSEC
OG0004248	LOC6593241|XP_002018362.1|DPER	LOC6610084|XP_002034700.1|DSEC
OG0004249	LOC6601053|XP_002026108.1|DPER	LOC6610136|XP_002034745.1|DSEC
OG0004250	LOC6593586|XP_002018877.2|DPER	LOC6617852|XP_032578589.1|DSEC
OG0004251	LOC6602753|XP_026847723.1|DPER	LOC6615875|XP_032582570.1|DSEC
OG0004252	LOC6592144|XP_002017280.2|DPER	LOC6607100|XP_002031888.1|DSEC
OG0004253	LOC6594341|XP_026850566.1|DPER	LOC6607204|XP_002031988.1|DSEC
OG0004254	LOC6602895|XP_002027918.1|DPER	LOC6615028|XP_002039445.1|DSEC
OG0004256	LOC6601625|XP_026842585.1|DPER	LOC6609471|XP_002034156.1|DSEC
OG0004257	LOC6595011|XP_002020468.1|DPER	LOC6612779|XP_032579056.1|DSEC
OG0004258	LOC6594672|XP_026850223.1|DPER	LOC6619680|XP_032577202.1|DSEC
OG0004259	LOC6601628|XP_002026631.1|DPER	LOC6609468|XP_032570881.1|DSEC
OG0004260	LOC6591958|XP_026850815.1|DPER	LOC6613856|XP_032576188.1|DSEC
OG0004261	LOC6591341|XP_026842028.1|DPER	LOC6613956|XP_002038420.1|DSEC
OG0004262	LOC6592138|XP_002016819.1|DPER	LOC6607762|XP_002032525.1|DSEC
OG0004263	LOC6594106|XP_026850370.1|DPER	LOC6619086|XP_002043326.1|DSEC
OG0004264	LOC6594159|XP_002019568.2|DPER	LOC6614300|XP_032578747.1|DSEC
OG0004265	LOC6594191|XP_002019499.1|DPER	LOC6614223|XP_002038668.1|DSEC
OG0004266	LOC6594216|XP_002019451.1|DPER	LOC6606169|XP_032578816.1|DSEC
OG0004267	LOC6594317|XP_026851274.1|DPER	LOC6607068|XP_002031856.1|DSEC
OG0004268	LOC6600936|XP_026842226.1|DPER	LOC6608710|XP_032571249.1|DSEC
OG0004269	LOC6593246|XP_002018367.1|DPER	LOC6609403|XP_002034088.1|DSEC
OG0004270	LOC113565124|XP_026841728.1|DPER	LOC116800675|XP_032572861.1|DSEC
OG0004271	LOC6590538|XP_002016407.1|DPER	LOC6608967|XP_002033681.1|DSEC
OG0004272	LOC6594578|XP_002019829.1|DPER	LOC6606832|XP_002031629.1|DSEC
OG0004273	LOC6598729|XP_002023876.1|DPER	LOC6606668|XP_002031468.1|DSEC
OG0004274	LOC6600051|XP_002025066.1|DPER	LOC6617549|XP_002041863.1|DSEC
OG0004275	LOC6599974|XP_002025163.1|DPER	LOC6619885|XP_002044097.1|DSEC
OG0004276	LOC6599853|XP_002025002.2|DPER	LOC6604797|XP_002029648.1|DSEC
OG0004277	LOC6600482|XP_002025673.1|DPER	LOC6605325|XP_032574192.1|DSEC
OG0004278	LOC6599313|XP_002024434.1|DPER	LOC6618642|XP_002042901.1|DSEC
OG0004279	LOC6589105|XP_002015038.1|DPER	LOC6617300|XP_002041627.1|DSEC
OG0004280	LOC6597508|XP_026849287.1|DPER	LOC6612412|XP_032582421.1|DSEC
OG0004281	LOC6591068|XP_002015698.1|DPER	LOC6608136|XP_002032882.1|DSEC
OG0004282	LOC6592700|XP_002018503.1|DPER	LOC6609504|XP_002034188.1|DSEC
OG0004283	LOC6592701|XP_002018504.1|DPER	LOC6609505|XP_002034189.1|DSEC
OG0004284	LOC113565576|XP_026843806.1|DPER	LOC116800655|XP_032572691.1|DSEC
OG0004285	LOC6587371|XP_002013486.1|DPER	LOC6607649|XP_002032414.1|DSEC
OG0004286	LOC6602800|XP_002027851.2|DPER	LOC6605320|XP_002030157.1|DSEC
OG0004287	LOC6602801|XP_026847791.1|DPER	LOC6605319|XP_032575602.1|DSEC
OG0004288	LOC6602826|XP_002027860.1|DPER	LOC6605311|XP_002030149.1|DSEC
OG0004289	LOC6602401|XP_026848518.1|DPER	LOC6619393|XP_032575539.1|DSEC
OG0004290	LOC6600891|XP_002025955.2|DPER	LOC6609114|XP_002033816.1|DSEC
OG0004291	LOC6590941|XP_002016174.1|DPER	LOC6609169|XP_002033871.1|DSEC
OG0004292	LOC113566606|XP_026848806.1|DPER	LOC116801063|XP_032574407.1|DSEC
OG0004293	LOC6596044|XP_002021228.1|DPER	LOC6605838|XP_002030652.1|DSEC
OG0004294	LOC6596997|XP_026845706.1|DPER	LOC6605723|XP_002030539.1|DSEC
OG0004295	LOC6596998|XP_002022245.2|DPER	LOC6605722|XP_032574285.1|DSEC
OG0004296	LOC6597001|XP_002022248.1|DPER	LOC6605720|XP_002030536.1|DSEC
OG0004297	LOC6601318|XP_002026369.1|DPER	LOC6618791|XP_002043041.1|DSEC
OG0004298	LOC6590429|XP_026842444.1|DPER	LOC6608211|XP_002032956.1|DSEC
OG0004299	LOC6592336|XP_026840869.1|DPER	LOC6609065|XP_032570394.1|DSEC
OG0004300	LOC6593243|XP_002018364.1|DPER	LOC6610086|XP_002034702.1|DSEC
OG0004301	LOC6602958|XP_002027969.2|DPER	LOC6611126|XP_002035683.1|DSEC
OG0004302	LOC6590516|XP_002016084.1|DPER	LOC6609392|XP_032571931.1|DSEC
OG0004303	LOC6593089|XP_002017722.2|DPER	LOC6608390|XP_002033124.1|DSEC
OG0004304	LOC6590026|XP_026842043.1|DPER	LOC6609626|XP_032572256.1|DSEC
OG0004305	LOC6590695|XP_026842196.1|DPER	LOC6608993|XP_032573102.1|DSEC
OG0004306	LOC6592774|XP_002018016.2|DPER	LOC6608760|XP_002033483.1|DSEC
OG0004307	LOC6602098|XP_002027143.1|DPER	LOC6609072|XP_002033775.2|DSEC
OG0004308	LOC6590492|XP_026842074.1|DPER	LOC6615810|XP_032572829.1|DSEC
OG0004309	LOC6600582|XP_002025637.1|DPER	LOC6604958|XP_002029801.1|DSEC
OG0004310	LOC6592212|XP_026840772.1|DPER	LOC6608241|XP_032572511.1|DSEC
OG0004311	LOC6596031|XP_002021030.1|DPER	LOC6616257|XP_002040621.1|DSEC
OG0004312	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER	LOC6613036|XP_032572288.1|DSEC
OG0004313	LOC6601355|XP_026841452.1|DPER	LOC6619187|XP_032570355.1|DSEC
OG0004314	LOC6590459|XP_002015850.2|DPER	LOC6615406|XP_002039788.1|DSEC
OG0004315	LOC6601291|XP_002026363.1|DPER	LOC6618798|XP_002043047.1|DSEC
OG0004316	LOC6600972|XP_002026010.1|DPER	LOC6608420|XP_032571509.1|DSEC
OG0004317	LOC6591067|XP_026841735.1|DPER	LOC6608135|XP_002032881.1|DSEC
OG0004318	LOC6601331|XP_026841384.1|DPER	LOC6613044|XP_002037527.2|DSEC
OG0004319	LOC6590801|XP_002015425.1|DPER	LOC6608883|XP_032572138.1|DSEC
OG0004320	LOC6587370|XP_026850773.1|DPER	LOC6607431|XP_002032200.2|DSEC
OG0004321	LOC6593795|XP_002018715.1|DPER	LOC6611689|XP_002036223.1|DSEC
OG0004322	LOC6588415|XP_002013813.1|DPER	LOC6613763|XP_032578093.1|DSEC
OG0004323	LOC6599519|XP_002024647.1|DPER	LOC6610334|XP_002034920.2|DSEC
OG0004324	LOC6593667|XP_002018614.1|DPER	LOC6618252|XP_002042526.1|DSEC
OG0004325	LOC6603194|XP_002028180.1|DPER	LOC6615628|XP_002040002.1|DSEC
OG0004326	LOC6603195|XP_026842119.1|DPER	LOC6615629|XP_002040003.2|DSEC
OG0004327	LOC6603701|XP_026846747.1|DPER	LOC6620724|XP_002044928.1|DSEC
OG0004328	LOC6592427|XP_002018239.1|DPER	LOC6615737|XP_002040108.1|DSEC
OG0004329	LOC6590407|XP_026841678.1|DPER	LOC6613020|XP_032570954.1|DSEC
OG0004330	LOC6592497|XP_002018399.1|DPER	LOC6609639|XP_002034316.1|DSEC
OG0004331	LOC6600946|XP_002026017.1|DPER	LOC6621150|XP_002045329.2|DSEC
OG0004332	LOC6588671|XP_026844354.1|DPER	LOC6611865|XP_002036387.1|DSEC
OG0004333	LOC6589756|XP_002014729.1|DPER	LOC6614435|XP_002038868.1|DSEC
OG0004334	LOC6588906|XP_002014612.2|DPER	LOC6611547|XP_002036086.1|DSEC
OG0004335	LOC6600807|XP_002025978.1|DPER	LOC6607866|XP_002032620.1|DSEC
OG0004336	LOC6592348|XP_002018295.1|DPER	LOC6610049|XP_002034665.1|DSEC
OG0004337	LOC6588884|XP_002014853.1|DPER	LOC6611635|XP_002036171.1|DSEC
OG0004338	LOC6599634|XP_002024744.1|DPER	LOC6605028|XP_002029871.1|DSEC
OG0004339	LOC6590870|XP_002016162.1|DPER	LOC6609156|XP_032570532.1|DSEC
OG0004340	LOC6590300|XP_002016161.1|DPER	LOC6609155|XP_002033857.1|DSEC
OG0004341	LOC6590461|XP_002015852.1|DPER	LOC6615692|XP_002040063.1|DSEC
OG0004342	LOC6592503|XP_026841924.1|DPER	LOC6618931|XP_002043176.1|DSEC
OG0004343	LOC6592499|XP_026841925.1|DPER	LOC6618927|XP_032571497.1|DSEC
OG0004344	LOC6592538|XP_002018313.1|DPER	LOC6618923|XP_002043171.1|DSEC
OG0004345	LOC6593947|XP_002019011.1|DPER	LOC6619310|XP_032583593.1|DSEC
OG0004346	LOC6601313|XP_026842479.1|DPER	LOC6618796|XP_032570596.1|DSEC
OG0004347	LOC6601315|XP_002026367.1|DPER	LOC6618792|XP_002043042.1|DSEC
OG0004348	LOC113565251|XP_026842852.1|DPER	LOC6615817|XP_032572832.1|DSEC
OG0004349	LOC6589961|XP_026840714.1|DPER	LOC6615805|XP_032571666.1|DSEC
OG0004350	LOC6592747|XP_002017809.1|DPER	LOC6607984|XP_002032732.1|DSEC
OG0004351	LOC6592637|XP_002017858.1|DPER	LOC6621144|XP_032570433.1|DSEC
OG0004352	LOC113567472|XP_026851276.1|DPER	LOC116801602|XP_032578082.1|DSEC
OG0004353	LOC6594923|XP_002020021.1|DPER	LOC6618722|XP_002042981.1|DSEC
OG0004354	LOC6594820|XP_026842299.1|DPER	LOC6606273|XP_002031078.1|DSEC
OG0004355	LOC6591970|XP_026842405.1|DPER	LOC6614106|XP_032579249.1|DSEC
OG0004356	LOC6593255|XP_026841142.1|DPER	LOC6608948|XP_032572270.1|DSEC
OG0004357	LOC6589970|XP_026842515.1|DPER	LOC6607990|XP_002032738.1|DSEC
OG0004358	LOC6590452|XP_002016378.1|DPER	LOC6608746|XP_002033469.1|DSEC
OG0004359	LOC6592454|XP_026840948.1|DPER	LOC6609900|XP_032570153.1|DSEC
OG0004360	LOC6595816|XP_026845518.1|DPER	LOC6618355|XP_032575691.1|DSEC
OG0004361	LOC6594144|XP_002019770.1|DPER	LOC6606854|XP_002031651.1|DSEC
OG0004362	LOC6602794|XP_002027845.1|DPER	LOC6610236|XP_002034831.1|DSEC
OG0004363	LOC6599309|XP_026847162.1|DPER	LOC6618637|XP_002042896.2|DSEC
OG0004364	LOC6590531|XP_026841829.1|DPER	LOC6608960|XP_002033674.1|DSEC
OG0004365	LOC6600864|XP_002025899.1|DPER	LOC6615305|XP_002039709.2|DSEC
OG0004366	LOC6589107|XP_002015040.1|DPER	LOC6617302|XP_002041629.1|DSEC
OG0004367	LOC6603340|XP_026848058.1|DPER	LOC6616303|XP_002040667.2|DSEC
OG0004368	LOC6596169|XP_002021146.1|DPER	LOC6616609|XP_002040966.1|DSEC
OG0004369	LOC6591082|XP_026841910.1|DPER	LOC6608140|XP_032572835.1|DSEC
OG0004370	LOC6592702|XP_026840616.1|DPER	LOC6609506|XP_032572109.1|DSEC
OG0004371	LOC6596897|XP_002021858.1|DPER	LOC6617593|XP_002041906.1|DSEC
OG0004372	LOC6601320|XP_026841642.1|DPER	LOC6618787|XP_032571771.1|DSEC
OG0004373	LOC6590887|XP_002015428.1|DPER	LOC6606590|XP_032576229.1|DSEC
OG0004374	LOC6590637|XP_026841260.1|DPER	LOC6609618|XP_032572543.1|DSEC
OG0004375	LOC6602951|XP_002027962.1|DPER	LOC6611120|XP_002035677.1|DSEC
OG0004376	LOC6595748|XP_002021365.2|DPER	LOC6620572|XP_002044776.1|DSEC
OG0004377	LOC6600243|XP_002025408.1|DPER	LOC6605126|XP_002029967.1|DSEC
OG0004378	LOC6592955|XP_026841480.1|DPER	LOC6609246|XP_032570301.1|DSEC
OG0004379	LOC6600862|XP_002025897.1|DPER	LOC6615307|XP_002039711.1|DSEC
OG0004380	LOC6592213|XP_002017773.1|DPER	LOC6608240|XP_002032984.1|DSEC
OG0004381	LOC6587318|XP_002014189.2|DPER	LOC6616810|XP_032577113.1|DSEC
OG0004382	LOC6590688|XP_002015825.1|DPER	LOC6608781|XP_032571582.1|DSEC
OG0004383	LOC6591247|XP_002015790.1|DPER	LOC6609093|XP_002033796.1|DSEC
OG0004384	LOC6591245|XP_002015788.1|DPER	LOC6609091|XP_002033794.1|DSEC
OG0004385	LOC6600933|XP_002026036.1|DPER	LOC6608711|XP_002033435.1|DSEC
OG0004386	LOC6592798|XP_002017829.1|DPER	LOC6608755|XP_002033478.2|DSEC
OG0004387	LOC6602206|XP_002027214.1|DPER	LOC6605587|XP_032573874.1|DSEC
OG0004388	LOC6590682|XP_026841898.1|DPER	LOC6608788|XP_002033507.2|DSEC
OG0004389	LOC6601877|XP_026849331.1|DPER	LOC6610718|XP_032575969.1|DSEC
OG0004390	LOC6596043|XP_026845476.1|DPER	LOC116801188|XP_032575177.1|DSEC
OG0004391	LOC6590239|XP_026842233.1|DPER	LOC6609972|XP_032572421.1|DSEC
OG0004392	LOC6601867|XP_002026916.2|DPER	LOC6605844|XP_002030658.1|DSEC
OG0004393	LOC6591132|XP_002015926.2|DPER	LOC6609831|XP_002034483.1|DSEC
OG0004394	LOC6590141|XP_026842864.1|DPER	LOC6609461|XP_032570146.1|DSEC
OG0004395	LOC6592378|XP_002018000.1|DPER	LOC6609047|XP_002033750.1|DSEC
OG0004396	LOC6592906|XP_026842373.1|DPER	LOC6619149|XP_032572945.1|DSEC
OG0004397	LOC6590536|XP_002016405.1|DPER	LOC6608965|XP_002033679.1|DSEC
OG0004398	LOC6590535|XP_002016404.1|DPER	LOC6608964|XP_002033678.1|DSEC
OG0004399	LOC6593064|XP_002018287.1|DPER	LOC6609337|XP_002034026.1|DSEC
OG0004400	LOC6594563|XP_002019582.1|DPER	LOC6607223|XP_002032007.1|DSEC
OG0004401	LOC6590672|XP_002015413.1|DPER	LOC6615776|XP_002040147.2|DSEC
OG0004402	LOC6590675|XP_002015416.1|DPER	LOC116800315|XP_032570290.1|DSEC
OG0004403	LOC6590872|XP_026840908.1|DPER	LOC6609157|XP_002033859.1|DSEC
OG0004404	LOC6601552|XP_026841153.1|DPER	LOC6619157|XP_032570764.1|DSEC
OG0004405	LOC6596038|XP_026845628.1|DPER	LOC6616264|XP_032575524.1|DSEC
OG0004406	LOC6600612|XP_026847657.1|DPER	LOC6605592|XP_032573510.1|DSEC
OG0004407	LOC6590860|XP_002016618.1|DPER	LOC6608253|XP_002032997.1|DSEC
OG0004408	LOC6602269|XP_002027318.2|DPER	LOC6605578|XP_032573937.1|DSEC
OG0004409	LOC6601995|XP_026846759.1|DPER	LOC6619455|XP_032579932.1|DSEC
OG0004410	LOC6590025|XP_002016204.1|DPER	LOC6609625|XP_032570676.1|DSEC
OG0004411	LOC6602208|XP_002027216.1|DPER	LOC6616545|XP_002040904.1|DSEC
OG0004412	LOC6602209|XP_002027217.1|DPER	LOC6616544|XP_002040903.1|DSEC
OG0004413	LOC6590372|XP_002015622.1|DPER	LOC6615790|XP_032571422.1|DSEC
OG0004414	LOC6590159|XP_002016581.1|DPER	LOC6613012|XP_002037502.1|DSEC
OG0004415	LOC6590544|XP_002016225.1|DPER	LOC6609238|XP_002033929.1|DSEC
OG0004416	LOC6592704|XP_002018507.1|DPER	LOC6607995|XP_002032743.1|DSEC
OG0004417	LOC6595270|XP_026851144.1|DPER	LOC6607801|XP_002032559.1|DSEC
OG0004418	LOC6592333|XP_026841189.1|DPER	LOC6609806|XP_032572652.1|DSEC
OG0004419	LOC6592474|XP_026842206.1|DPER	LOC6608236|XP_032571140.1|DSEC
OG0004420	LOC6590800|XP_002015424.2|DPER	LOC6608882|XP_002033596.2|DSEC
OG0004421	LOC6598917|XP_026847780.1|DPER	LOC6606149|XP_032574321.1|DSEC
OG0004422	LOC6601373|XP_026847823.1|DPER	LOC6606090|XP_002030899.1|DSEC
OG0004423	LOC6590153|XP_002016320.1|DPER	LOC6609543|XP_002034226.1|DSEC
OG0004424	LOC6601287|XP_026842167.1|DPER	LOC6618802|XP_032570591.1|DSEC
OG0004425	LOC6601803|XP_002026857.1|DPER	LOC6616316|XP_002040676.1|DSEC
OG0004426	LOC6601791|XP_002026850.1|DPER	LOC6616305|XP_002040669.1|DSEC
OG0004427	LOC6601861|XP_002026910.1|DPER	LOC6605855|XP_002030669.1|DSEC
OG0004428	LOC6588611|XP_002013154.1|DPER	LOC6606500|XP_002031301.1|DSEC
OG0004429	LOC6593704|XP_002018628.1|DPER	LOC6613491|XP_002037960.2|DSEC
OG0004430	LOC6597117|XP_026845746.1|DPER	LOC6605696|XP_002030512.1|DSEC
OG0004431	LOC6588070|XP_002012821.1|DPER	LOC6607366|XP_002032139.1|DSEC
OG0004432	LOC6587953|XP_002012822.2|DPER	LOC6607368|XP_002032141.2|DSEC
OG0004433	LOC6595767|XP_026845653.1|DPER	LOC6616495|XP_032574586.1|DSEC
OG0004434	LOC6590534|XP_002016403.1|DPER	LOC6608963|XP_002033677.1|DSEC
OG0004435	LOC6590448|XP_002016374.1|DPER	LOC6609954|XP_032570558.1|DSEC
OG0004436	LOC6592597|XP_026840977.1|DPER	LOC6609083|XP_032570686.1|DSEC
OG0004437	LOC6593158|XP_002018332.2|DPER	LOC6618937|XP_002043182.1|DSEC
OG0004438	LOC6591249|XP_002015792.1|DPER	LOC6609095|XP_002033798.1|DSEC, LOC116803399|XP_032583023.1|DSEC
OG0004439	LOC6590296|XP_002016157.1|DPER	LOC6609152|XP_002033854.1|DSEC
OG0004440	LOC6590024|XP_002016203.1|DPER	LOC6609624|XP_002034301.1|DSEC
OG0004441	LOC6588951|XP_002015372.1|DPER	LOC6617432|XP_002041755.2|DSEC
OG0004442	LOC6600921|XP_002026049.1|DPER	LOC6609583|XP_002034260.1|DSEC
OG0004443	LOC6596080|XP_002021111.1|DPER	LOC6605421|XP_002030254.1|DSEC
OG0004444	LOC6590655|XP_002016413.1|DPER	LOC6609508|XP_002034192.1|DSEC
OG0004445	LOC6590406|XP_026841862.1|DPER	LOC6613019|XP_032570960.1|DSEC
OG0004446	LOC6594743|XP_002020395.1|DPER	LOC6612939|XP_002037431.1|DSEC
OG0004447	LOC6588371|XP_002013418.1|DPER	LOC6607709|XP_002032473.1|DSEC
OG0004448	LOC6592283|XP_002018402.1|DPER	LOC6609636|XP_002034313.1|DSEC
OG0004449	LOC6596060|XP_026845596.1|DPER	LOC6605827|XP_002030642.2|DSEC
OG0004450	LOC6591293|XP_002015806.2|DPER	LOC6608804|XP_002033523.1|DSEC
OG0004451	LOC6591268|XP_026841022.1|DPER	LOC6608814|XP_032571032.1|DSEC
OG0004452	LOC6603468|XP_026840725.1|DPER	LOC6609957|XP_002034603.1|DSEC
OG0004453	LOC6590061|XP_026841283.1|DPER	LOC6609746|XP_002034400.1|DSEC
OG0004454	LOC6592156|XP_002017342.1|DPER	LOC6606737|XP_002031534.1|DSEC
OG0004455	LOC6596964|XP_002022162.1|DPER	LOC6605822|XP_002030637.2|DSEC
OG0004456	LOC6598144|XP_002023481.2|DPER	LOC6615864|XP_002040234.2|DSEC
OG0004457	LOC6598860|XP_026847770.1|DPER	LOC6605300|XP_032573547.1|DSEC
OG0004458	LOC6600477|XP_026847576.1|DPER	LOC6605329|XP_032574382.1|DSEC
OG0004459	LOC6598949|XP_026848975.1|DPER	LOC6605496|XP_032574549.1|DSEC
OG0004460	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER	LOC6606078|XP_002030887.1|DSEC
OG0004461	LOC6597047|XP_002022207.1|DPER	LOC6605767|XP_002030582.1|DSEC
OG0004462	LOC6601502|XP_002026564.2|DPER	LOC6618377|XP_002042647.1|DSEC
OG0004463	LOC6603439|XP_026848050.1|DPER	LOC6616589|XP_032573507.1|DSEC
OG0004464	LOC6601519|XP_026847984.1|DPER	LOC6605595|XP_032573623.1|DSEC
OG0004465	LOC6593555|XP_002018970.1|DPER	LOC6618386|XP_002042656.1|DSEC
OG0004466	LOC6601508|XP_026848007.1|DPER	LOC6618371|XP_032574788.1|DSEC
OG0004467	LOC6595750|XP_002021367.1|DPER	LOC6616240|XP_002040600.1|DSEC
OG0004468	LOC6595751|XP_026845553.1|DPER	LOC6616236|XP_002040601.1|DSEC
OG0004469	LOC6597068|XP_026845351.1|DPER	LOC6605784|XP_032574292.1|DSEC
OG0004470	LOC6595705|XP_026844269.1|DPER	LOC6614530|XP_032575536.1|DSEC
OG0004471	LOC6588394|XP_002013798.2|DPER	LOC6607385|XP_032577096.1|DSEC
OG0004472	LOC6593085|XP_002017718.1|DPER	LOC6608394|XP_032570502.1|DSEC
OG0004473	LOC113565086|XP_026841432.1|DPER	LOC116800573|XP_032572200.1|DSEC
OG0004474	LOC6592201|XP_002017836.1|DPER	LOC6608748|XP_002033471.2|DSEC
OG0004475	LOC6590888|XP_002015429.1|DPER	LOC6606591|XP_002031392.1|DSEC
OG0004476	LOC6599282|XP_026848276.1|DPER, LOC6596335|XP_026843424.1|DPER	LOC6613505|XP_032583521.1|DSEC
OG0004477	LOC6591063|XP_002015694.1|DPER	LOC6608133|XP_002032880.1|DSEC
OG0004478	LOC6590209|XP_026842212.1|DPER	LOC6609151|XP_002033853.2|DSEC
OG0004479	LOC6589964|XP_002015639.2|DPER	LOC6615808|XP_002040178.1|DSEC
OG0004480	LOC6597727|XP_026847042.1|DPER	LOC6615220|XP_002039626.1|DSEC
OG0004481	LOC6590112|XP_002016510.1|DPER	LOC116800665|XP_032572782.1|DSEC
OG0004482	LOC6595170|XP_002020425.1|DPER	LOC116801570|XP_032577890.1|DSEC
OG0004483	LOC6591303|XP_026841514.1|DPER	LOC6615800|XP_002040170.1|DSEC
OG0004484	LOC6591973|XP_002017017.1|DPER	LOC6614102|XP_002038556.1|DSEC
OG0004485	LOC6596729|XP_002021945.1|DPER	LOC6615984|XP_002040351.2|DSEC
OG0004486	LOC6590030|XP_002016209.1|DPER	LOC6609631|XP_002034308.1|DSEC
OG0004487	LOC6600984|XP_002026170.1|DPER	LOC6606050|XP_002030861.1|DSEC
OG0004488	LOC6590963|XP_002015545.1|DPER	LOC6607919|XP_002032669.1|DSEC
OG0004489	LOC6600636|XP_026847539.1|DPER	LOC6610357|XP_032573529.1|DSEC
OG0004490	LOC6592218|XP_002018488.1|DPER	LOC6608890|XP_002033604.1|DSEC
OG0004491	LOC6593575|XP_002019255.1|DPER	LOC6613613|XP_002038083.1|DSEC
OG0004492	LOC113567207|XP_026850185.1|DPER, LOC113567168|XP_026850142.1|DPER, LOC113566577|XP_026848588.1|DPER	LOC6619394|XP_002043610.1|DSEC
OG0004493	LOC113566011|XP_026845492.1|DPER	LOC6605503|XP_032574668.1|DSEC
OG0004494	LOC6588083|XP_026842095.1|DPER	LOC6607248|XP_032576657.1|DSEC
OG0004495	LOC6587758|XP_002012781.2|DPER	LOC6607329|XP_002032102.1|DSEC
OG0004496	LOC6601275|XP_002026404.1|DPER	LOC6608590|XP_002033324.1|DSEC
OG0004497	LOC6590092|XP_026841684.1|DPER	LOC6615603|XP_002039977.2|DSEC
OG0004498	LOC113567333|XP_026850589.1|DPER	LOC6606547|XP_002031348.1|DSEC
OG0004499	LOC6591126|XP_002016486.1|DPER	LOC116800641|XP_032572600.1|DSEC, LOC116800642|XP_032572603.1|DSEC
OG0004500	LOC6590073|XP_002016285.1|DPER	LOC6609882|XP_032571458.1|DSEC, LOC116803252|XP_032582999.1|DSEC
OG0004501	LOC6600958|XP_002026028.2|DPER, LOC113566044|XP_026845696.1|DPER, LOC6596971|XP_002022135.1|DPER	LOC6608723|XP_032572346.1|DSEC
OG0004502	LOC6590363|XP_002015843.1|DPER, LOC6596185|XP_002021178.1|DPER	LOC116800510|XP_032571808.1|DSEC, LOC6615414|XP_032571807.1|DSEC
OG0004503	LOC113564961|XP_026840574.1|DPER	LOC116801436|XP_032576846.1|DSEC
OG0004504	LOC6592131|XP_026850469.1|DPER	LOC6620126|XP_002044340.1|DSEC
OG0004505	LOC6588612|XP_026840796.1|DPER	LOC6606439|XP_032577731.1|DSEC
OG0004506	LOC6587794|XP_002012962.1|DPER	LOC6618742|XP_002043000.1|DSEC
OG0004507	LOC6587946|XP_002013317.1|DPER	LOC6614101|XP_002038555.1|DSEC
OG0004508	LOC6588543|XP_026839961.1|DPER	LOC6617072|XP_032577817.1|DSEC
OG0004509	LOC6602831|XP_002027865.1|DPER	LOC6605306|XP_002030144.1|DSEC
OG0004510	LOC113566898|XP_026849889.1|DPER, LOC6602871|XP_026849645.1|DPER	LOC6617961|XP_032580350.1|DSEC
OG0004511	LOC6588039|XP_026841808.1|DPER	LOC6619626|XP_032578677.1|DSEC
OG0004512	LOC6603491|XP_002028473.2|DPER	LOC6620101|XP_002044314.2|DSEC
OG0004513	LOC6601999|XP_002027052.1|DPER	LOC6619469|XP_032579731.1|DSEC
OG0004514	LOC6601983|XP_026846857.1|DPER	LOC6619461|XP_032579784.1|DSEC
OG0004515	LOC6599173|XP_002024364.2|DPER	LOC6618509|XP_002042769.1|DSEC
OG0004516	LOC6597031|XP_002022123.1|DPER	LOC6618559|XP_032581648.1|DSEC
OG0004517	LOC6597241|XP_026846589.1|DPER	LOC6619764|XP_032580309.1|DSEC
OG0004518	LOC6603514|XP_002028492.2|DPER	LOC6620000|XP_032580191.1|DSEC
OG0004519	LOC6594849|XP_026850461.1|DPER	LOC6612675|XP_032576531.1|DSEC
OG0004520	LOC6604462|XP_026845999.1|DPER	LOC6619981|XP_002044193.2|DSEC
OG0004521	LOC6592912|XP_002018580.1|DPER	LOC6619142|XP_002043382.1|DSEC
OG0004522	LOC6597297|XP_002022438.1|DPER	LOC6619737|XP_002043952.1|DSEC
OG0004523	LOC6595043|XP_002020370.1|DPER	LOC6612961|XP_032576534.1|DSEC
OG0004524	LOC6600789|XP_002025812.1|DPER	LOC6616179|XP_002040544.2|DSEC
OG0004525	LOC6598511|XP_002023550.1|DPER	LOC6618443|XP_002042713.1|DSEC
OG0004526	LOC6599896|XP_026849231.1|DPER	LOC6612445|XP_032581806.1|DSEC
OG0004527	LOC6598574|XP_002023637.1|DPER	LOC6616182|XP_002040547.1|DSEC
OG0004528	LOC6599381|XP_002024555.1|DPER	LOC6615131|XP_002039547.1|DSEC
OG0004529	LOC6600358|XP_026848378.1|DPER	LOC6612356|XP_002036865.2|DSEC
OG0004530	LOC6598139|XP_026846289.1|DPER	LOC6617941|XP_032581843.1|DSEC
OG0004531	LOC113567377|XP_026850828.1|DPER	LOC6607428|XP_032578485.1|DSEC
OG0004532	LOC6597583|XP_026848859.1|DPER	LOC6620364|XP_032582204.1|DSEC
OG0004533	LOC6597694|XP_026846424.1|DPER	LOC6618622|XP_002042881.1|DSEC
OG0004534	LOC6603565|XP_026845797.1|DPER	LOC6609466|XP_002034151.1|DSEC
OG0004535	LOC6599709|XP_002024894.1|DPER	LOC6605968|XP_002030780.1|DSEC
OG0004536	LOC6599373|XP_026847229.1|DPER	LOC6615138|XP_002039554.2|DSEC
OG0004537	LOC6604223|XP_026849216.1|DPER	LOC6612204|XP_032581822.1|DSEC
OG0004538	LOC6593025|XP_002018218.1|DPER	LOC6615761|XP_032571789.1|DSEC
