Orthogroup	DPER.longest_only	CPIP.longest_only
OG0004221	LOC6594543|XP_002019373.1|DPER	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC6591871|XP_026851159.1|DPER	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC6591874|XP_026851151.1|DPER	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC6592051|XP_002017164.1|DPER	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC6598570|XP_002023633.2|DPER	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC6592028|XP_026850988.1|DPER	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC6594176|XP_026850517.1|DPER	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC6594175|XP_002019445.1|DPER	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC6599120|XP_026849266.1|DPER	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC6601887|XP_002026936.2|DPER	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC6601891|XP_026849388.1|DPER	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC6601892|XP_026849386.1|DPER	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC6601900|XP_002026949.2|DPER	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC6599945|XP_002025135.2|DPER	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC6594184|XP_002019815.1|DPER	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC6594119|XP_026851013.1|DPER	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC6594245|XP_002019775.1|DPER	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC6594536|XP_026845705.1|DPER	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC6591814|XP_002017235.1|DPER	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC6591491|XP_026849970.1|DPER	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC6594694|XP_002019621.1|DPER	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC6599499|XP_002024719.1|DPER	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC6594181|XP_002019812.1|DPER	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC6601020|XP_002026142.1|DPER	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC6598859|XP_026847767.1|DPER	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC6600135|XP_002025252.1|DPER	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC6593241|XP_002018362.1|DPER	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC6601053|XP_002026108.1|DPER	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC6594341|XP_026850566.1|DPER	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC6595011|XP_002020468.1|DPER	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC6594672|XP_026850223.1|DPER	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC6591958|XP_026850815.1|DPER	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC6591341|XP_026842028.1|DPER	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC6592138|XP_002016819.1|DPER	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC6594106|XP_026850370.1|DPER	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC6594159|XP_002019568.2|DPER	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC6594191|XP_002019499.1|DPER	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC6594216|XP_002019451.1|DPER	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC6594317|XP_026851274.1|DPER	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC6600936|XP_026842226.1|DPER	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC6593246|XP_002018367.1|DPER	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC113565124|XP_026841728.1|DPER	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC6590538|XP_002016407.1|DPER	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC6594578|XP_002019829.1|DPER	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC6598729|XP_002023876.1|DPER	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC6600051|XP_002025066.1|DPER	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC6599974|XP_002025163.1|DPER	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC6599853|XP_002025002.2|DPER	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC6599313|XP_002024434.1|DPER	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC6589105|XP_002015038.1|DPER	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC6597508|XP_026849287.1|DPER	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC6591068|XP_002015698.1|DPER	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC6592700|XP_002018503.1|DPER	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC6592701|XP_002018504.1|DPER	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC113565576|XP_026843806.1|DPER	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC6587371|XP_002013486.1|DPER	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC6602800|XP_002027851.2|DPER	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC6602801|XP_026847791.1|DPER	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC6602826|XP_002027860.1|DPER	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC6602401|XP_026848518.1|DPER	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC6600891|XP_002025955.2|DPER	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC113566606|XP_026848806.1|DPER	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC6596044|XP_002021228.1|DPER	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC6596997|XP_026845706.1|DPER	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC6596998|XP_002022245.2|DPER	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC6597001|XP_002022248.1|DPER	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC6601318|XP_002026369.1|DPER	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC6590429|XP_026842444.1|DPER	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC6592336|XP_026840869.1|DPER	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC6593243|XP_002018364.1|DPER	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC6602958|XP_002027969.2|DPER	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC6590516|XP_002016084.1|DPER	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC6593089|XP_002017722.2|DPER	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC6590026|XP_026842043.1|DPER	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC6590695|XP_026842196.1|DPER	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC6600582|XP_002025637.1|DPER	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC6592212|XP_026840772.1|DPER	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC6596031|XP_002021030.1|DPER	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC6590459|XP_002015850.2|DPER	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC6601291|XP_002026363.1|DPER	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC6600972|XP_002026010.1|DPER	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC6591067|XP_026841735.1|DPER	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC6601331|XP_026841384.1|DPER	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC6590801|XP_002015425.1|DPER	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC6587370|XP_026850773.1|DPER	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC6593795|XP_002018715.1|DPER	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC6588415|XP_002013813.1|DPER	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC6599519|XP_002024647.1|DPER	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC6593667|XP_002018614.1|DPER	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC6603194|XP_002028180.1|DPER	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC6603195|XP_026842119.1|DPER	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC6603701|XP_026846747.1|DPER	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC6592427|XP_002018239.1|DPER	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC6590407|XP_026841678.1|DPER	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC6592497|XP_002018399.1|DPER	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC6600946|XP_002026017.1|DPER	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC6588671|XP_026844354.1|DPER	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC6589756|XP_002014729.1|DPER	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC6588906|XP_002014612.2|DPER	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC6600807|XP_002025978.1|DPER	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC6592348|XP_002018295.1|DPER	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC6588884|XP_002014853.1|DPER	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC6599634|XP_002024744.1|DPER	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC6590870|XP_002016162.1|DPER	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC6590300|XP_002016161.1|DPER	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC6590461|XP_002015852.1|DPER	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC6592503|XP_026841924.1|DPER	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC6592499|XP_026841925.1|DPER	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC6592538|XP_002018313.1|DPER	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC6593947|XP_002019011.1|DPER	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC6601313|XP_026842479.1|DPER	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC6601315|XP_002026367.1|DPER	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC113565251|XP_026842852.1|DPER	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC6589961|XP_026840714.1|DPER	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC6592747|XP_002017809.1|DPER	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC6592637|XP_002017858.1|DPER	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC113567472|XP_026851276.1|DPER	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC6594923|XP_002020021.1|DPER	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC6594820|XP_026842299.1|DPER	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC6591970|XP_026842405.1|DPER	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC6593255|XP_026841142.1|DPER	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC6589970|XP_026842515.1|DPER	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC6590452|XP_002016378.1|DPER	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC6592454|XP_026840948.1|DPER	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC6594144|XP_002019770.1|DPER	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC6602794|XP_002027845.1|DPER	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC6599309|XP_026847162.1|DPER	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC6590531|XP_026841829.1|DPER	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC6600864|XP_002025899.1|DPER	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC6589107|XP_002015040.1|DPER	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC6603340|XP_026848058.1|DPER	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC6596169|XP_002021146.1|DPER	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC6591082|XP_026841910.1|DPER	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC6592702|XP_026840616.1|DPER	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC6596897|XP_002021858.1|DPER	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC6601320|XP_026841642.1|DPER	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC6590887|XP_002015428.1|DPER	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC6590637|XP_026841260.1|DPER	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC6602951|XP_002027962.1|DPER	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC6595748|XP_002021365.2|DPER	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC6600243|XP_002025408.1|DPER	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC6592955|XP_026841480.1|DPER	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC6600862|XP_002025897.1|DPER	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC6592213|XP_002017773.1|DPER	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC6587318|XP_002014189.2|DPER	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC6590688|XP_002015825.1|DPER	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC6591247|XP_002015790.1|DPER	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC6591245|XP_002015788.1|DPER	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC6600933|XP_002026036.1|DPER	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC6592798|XP_002017829.1|DPER	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC6602206|XP_002027214.1|DPER	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC6590682|XP_026841898.1|DPER	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC6601877|XP_026849331.1|DPER	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC6596043|XP_026845476.1|DPER	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC6590239|XP_026842233.1|DPER	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC6601867|XP_002026916.2|DPER	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC6591132|XP_002015926.2|DPER	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC6590141|XP_026842864.1|DPER	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC6592378|XP_002018000.1|DPER	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC6592906|XP_026842373.1|DPER	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC6590536|XP_002016405.1|DPER	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC6590535|XP_002016404.1|DPER	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC6593064|XP_002018287.1|DPER	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC6594563|XP_002019582.1|DPER	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC6590672|XP_002015413.1|DPER	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC6590675|XP_002015416.1|DPER	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC6590872|XP_026840908.1|DPER	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC6601552|XP_026841153.1|DPER	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC6596038|XP_026845628.1|DPER	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC6600612|XP_026847657.1|DPER	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC6590860|XP_002016618.1|DPER	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC6602269|XP_002027318.2|DPER	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC6601995|XP_026846759.1|DPER	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC6590025|XP_002016204.1|DPER	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC6602208|XP_002027216.1|DPER	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC6602209|XP_002027217.1|DPER	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC6590372|XP_002015622.1|DPER	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC6590159|XP_002016581.1|DPER	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC6590544|XP_002016225.1|DPER	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC6592704|XP_002018507.1|DPER	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC6595270|XP_026851144.1|DPER	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC6592333|XP_026841189.1|DPER	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC6592474|XP_026842206.1|DPER	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC6590800|XP_002015424.2|DPER	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC6598917|XP_026847780.1|DPER	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC6601373|XP_026847823.1|DPER	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC6590153|XP_002016320.1|DPER	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC6601287|XP_026842167.1|DPER	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC6601803|XP_002026857.1|DPER	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC6601791|XP_002026850.1|DPER	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC6601861|XP_002026910.1|DPER	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC6588611|XP_002013154.1|DPER	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC6593704|XP_002018628.1|DPER	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC6597117|XP_026845746.1|DPER	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC6588070|XP_002012821.1|DPER	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC6587953|XP_002012822.2|DPER	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC6595767|XP_026845653.1|DPER	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC6590534|XP_002016403.1|DPER	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC6590448|XP_002016374.1|DPER	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC6592597|XP_026840977.1|DPER	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC6593158|XP_002018332.2|DPER	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC6591249|XP_002015792.1|DPER	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC6590296|XP_002016157.1|DPER	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC6590024|XP_002016203.1|DPER	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC6588951|XP_002015372.1|DPER	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC6600921|XP_002026049.1|DPER	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC6596080|XP_002021111.1|DPER	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC6590655|XP_002016413.1|DPER	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC6590406|XP_026841862.1|DPER	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC6594743|XP_002020395.1|DPER	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC6588371|XP_002013418.1|DPER	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC6592283|XP_002018402.1|DPER	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC6596060|XP_026845596.1|DPER	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC6591293|XP_002015806.2|DPER	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC6591268|XP_026841022.1|DPER	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC6603468|XP_026840725.1|DPER	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC6590061|XP_026841283.1|DPER	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC6592156|XP_002017342.1|DPER	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC6596964|XP_002022162.1|DPER	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC6598144|XP_002023481.2|DPER	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC6598860|XP_026847770.1|DPER	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC6600477|XP_026847576.1|DPER	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC6598949|XP_026848975.1|DPER	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC6597047|XP_002022207.1|DPER	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC6601502|XP_002026564.2|DPER	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC6603439|XP_026848050.1|DPER	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC6601519|XP_026847984.1|DPER	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC6593555|XP_002018970.1|DPER	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC6601508|XP_026848007.1|DPER	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC6595750|XP_002021367.1|DPER	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC6595751|XP_026845553.1|DPER	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC6597068|XP_026845351.1|DPER	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC6595705|XP_026844269.1|DPER	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC6588394|XP_002013798.2|DPER	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC6593085|XP_002017718.1|DPER	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC113565086|XP_026841432.1|DPER	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC6592201|XP_002017836.1|DPER	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC6590888|XP_002015429.1|DPER	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC6599282|XP_026848276.1|DPER, LOC6596335|XP_026843424.1|DPER	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC6591063|XP_002015694.1|DPER	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC6590209|XP_026842212.1|DPER	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC6589964|XP_002015639.2|DPER	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC6597727|XP_026847042.1|DPER	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC6590112|XP_002016510.1|DPER	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC6595170|XP_002020425.1|DPER	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC6591303|XP_026841514.1|DPER	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC6591973|XP_002017017.1|DPER	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC6590030|XP_002016209.1|DPER	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC6600984|XP_002026170.1|DPER	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC6590963|XP_002015545.1|DPER	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC6600636|XP_026847539.1|DPER	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC6592218|XP_002018488.1|DPER	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC6592131|XP_026850469.1|DPER	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC6588612|XP_026840796.1|DPER	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC6587794|XP_002012962.1|DPER	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC6587946|XP_002013317.1|DPER	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC6588543|XP_026839961.1|DPER	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC6602831|XP_002027865.1|DPER	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC113566898|XP_026849889.1|DPER, LOC6602871|XP_026849645.1|DPER	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC6588039|XP_026841808.1|DPER	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC6603491|XP_002028473.2|DPER	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC6601999|XP_002027052.1|DPER	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC6601983|XP_026846857.1|DPER	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC6599173|XP_002024364.2|DPER	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC6597031|XP_002022123.1|DPER	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC6597241|XP_026846589.1|DPER	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC6603514|XP_002028492.2|DPER	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC6594849|XP_026850461.1|DPER	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC6604462|XP_026845999.1|DPER	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC6592912|XP_002018580.1|DPER	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC6597297|XP_002022438.1|DPER	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC6595043|XP_002020370.1|DPER	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC6600789|XP_002025812.1|DPER	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC6598511|XP_002023550.1|DPER	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC6599896|XP_026849231.1|DPER	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC6598574|XP_002023637.1|DPER	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC6599381|XP_002024555.1|DPER	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC6600358|XP_026848378.1|DPER	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC6598139|XP_026846289.1|DPER	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC113567377|XP_026850828.1|DPER	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC6597583|XP_026848859.1|DPER	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC6597694|XP_026846424.1|DPER	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC6603565|XP_026845797.1|DPER	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC6599709|XP_002024894.1|DPER	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC6599373|XP_026847229.1|DPER	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC6604223|XP_026849216.1|DPER	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC6593025|XP_002018218.1|DPER	LOC120426001|XP_039446603.1|CPIP
