Orthogroup	DPER.longest_only	DSIM.longest_only
OG0003908	LOC6589524|XP_002015047.2|DPER	LOC6730506|XP_002077687.1|DSIM
OG0003909	LOC6601264|XP_002026393.1|DPER	LOC6733941|XP_016026996.1|DSIM
OG0003910	LOC113566122|XP_026846049.1|DPER	LOC6727114|XP_002102507.1|DSIM
OG0003911	LOC6588698|XP_002015033.1|DPER	LOC27207317|XP_016023479.1|DSIM
OG0003912	LOC6596503|XP_002021577.1|DPER	LOC6732444|XP_002079565.2|DSIM
OG0003913	LOC6597949|XP_026843409.1|DPER	LOC6732244|XP_016024925.1|DSIM
OG0003914	LOC6588806|XP_002015127.1|DPER	LOC6731952|XP_002079087.2|DSIM
OG0003915	LOC6599902|XP_002025015.1|DPER	LOC27208350|XP_039153951.1|DSIM
OG0003916	LOC6595559|XP_026844164.1|DPER	LOC6732500|XP_002079620.1|DSIM
OG0003917	LOC6593950|XP_026843257.1|DPER	LOC6731080|XP_002078238.1|DSIM
OG0003918	LOC6589691|XP_002015204.2|DPER	LOC6732035|XP_002079167.1|DSIM
OG0003919	LOC6596303|XP_026843502.1|DPER	LOC6730829|XP_002077996.1|DSIM
OG0003920	LOC6590608|XP_002016473.2|DPER	LOC6735725|XP_002082638.1|DSIM
OG0003921	LOC6589497|XP_026844649.1|DPER	LOC6732982|XP_039151609.1|DSIM
OG0003922	LOC6589765|XP_026844450.1|DPER	LOC6731941|XP_002079076.1|DSIM
OG0003923	LOC6602017|XP_002027045.1|DPER	LOC6724701|XP_002105747.1|DSIM
OG0003924	LOC6590380|XP_002015482.1|DPER	LOC6734289|XP_016027354.1|DSIM
OG0003925	LOC6596363|XP_026843196.1|DPER	LOC6731040|XP_016023534.1|DSIM
OG0003926	LOC6596513|XP_026843749.1|DPER	LOC6738944|XP_016023547.1|DSIM
OG0003927	LOC6589158|XP_002014889.2|DPER	LOC6730668|XP_002077838.1|DSIM
OG0003928	LOC6593979|XP_002019021.1|DPER	LOC6731534|XP_002078681.1|DSIM
OG0003929	LOC6588802|XP_002015123.1|DPER	LOC6731947|XP_002079082.1|DSIM
OG0003930	LOC6593418|XP_002019124.1|DPER	LOC27206679|XP_016023861.1|DSIM
OG0003931	LOC6593544|XP_026843304.1|DPER	LOC6731252|XP_016023790.1|DSIM
OG0003932	LOC6592603|XP_026842159.1|DPER	LOC6733631|XP_039148516.1|DSIM
OG0003933	LOC6588915|XP_002014811.1|DPER	LOC6731003|XP_016023466.1|DSIM
OG0003934	LOC6593881|XP_026843376.1|DPER	LOC6731554|XP_002078695.1|DSIM
OG0003935	LOC6600797|XP_002025968.1|DPER	LOC6734688|XP_016027886.1|DSIM
OG0003936	LOC6600796|XP_002025967.1|DPER	LOC6734689|XP_002081696.1|DSIM
OG0003937	LOC6590475|XP_002016661.1|DPER	LOC6733456|XP_016026403.1|DSIM
OG0003938	LOC6596357|XP_026843060.1|DPER	LOC6731035|XP_039148279.1|DSIM
OG0003939	LOC6589862|XP_002015167.1|DPER	LOC6731056|XP_002078215.1|DSIM
OG0003940	LOC6596351|XP_002021489.1|DPER	LOC6731029|XP_002078190.2|DSIM
OG0003941	LOC6596354|XP_002021492.1|DPER	LOC6731032|XP_002078193.1|DSIM
OG0003942	LOC6589184|XP_026844227.1|DPER	LOC6731409|XP_002078561.1|DSIM
OG0003943	LOC6596359|XP_002021497.1|DPER	LOC27206521|XP_016023531.1|DSIM
OG0003944	LOC6589379|XP_002015051.1|DPER	LOC6732088|XP_002079220.1|DSIM
OG0003945	LOC6592560|XP_002018242.1|DPER	LOC6739498|XP_002076395.1|DSIM
OG0003946	LOC6598062|XP_002023155.1|DPER	LOC6732800|XP_002079913.1|DSIM
OG0003947	LOC6598076|XP_002023135.1|DPER	LOC6732788|XP_002079901.2|DSIM
OG0003948	LOC6595663|XP_002020785.1|DPER	LOC6732621|XP_002079740.1|DSIM
OG0003949	LOC6595661|XP_002020783.2|DPER	LOC6732623|XP_039154511.1|DSIM
OG0003950	LOC6589628|XP_026844153.1|DPER, LOC113565871|XP_026845032.1|DPER	LOC6731155|XP_016023707.1|DSIM
OG0003951	LOC6589740|XP_002014238.1|DPER	LOC6731150|XP_002078308.2|DSIM
OG0003952	LOC6589007|XP_002015145.1|DPER	LOC6731969|XP_002079103.1|DSIM
OG0003953	LOC6593729|XP_002019107.1|DPER	LOC6731278|XP_016023841.1|DSIM
OG0003954	LOC6601912|XP_026849341.1|DPER	LOC6736757|XP_016030379.1|DSIM
OG0003955	LOC113565658|XP_026844117.1|DPER, LOC113565657|XP_026844116.1|DPER	LOC6731814|XP_016024503.1|DSIM
OG0003956	LOC6588807|XP_026844241.1|DPER	LOC6732680|XP_016025401.1|DSIM
OG0003957	LOC6599487|XP_002024584.1|DPER	LOC6737252|XP_016030964.1|DSIM
OG0003958	LOC6599362|XP_002024485.1|DPER	LOC6726126|XP_016039626.1|DSIM
OG0003959	LOC6593083|XP_002017896.2|DPER	LOC6735450|XP_016028753.1|DSIM
OG0003960	LOC6600126|XP_002025293.1|DPER	LOC6733227|XP_039152613.1|DSIM
OG0003961	LOC6589528|XP_002015016.1|DPER	LOC6731399|XP_039151770.1|DSIM
OG0003962	LOC6596517|XP_002021512.2|DPER	LOC6731044|XP_016023550.1|DSIM
OG0003963	LOC6597975|XP_026843351.1|DPER	LOC6732768|XP_002079881.2|DSIM
OG0003964	LOC6589057|XP_002014545.1|DPER	LOC6730864|XP_016023290.1|DSIM
OG0003965	LOC6602227|XP_026843815.1|DPER	LOC6731436|XP_016024062.1|DSIM
OG0003966	LOC6597973|XP_002023111.1|DPER	LOC6739531|XP_016025910.1|DSIM, LOC120284354|XP_039147402.1|DSIM
OG0003967	LOC6593206|XP_026842795.1|DPER	LOC6735571|XP_016028920.1|DSIM
OG0003968	LOC6593209|XP_002018038.1|DPER	LOC6735568|XP_016028909.1|DSIM
OG0003969	LOC6590867|XP_026840740.1|DPER	LOC6739261|XP_016028173.1|DSIM
OG0003970	LOC6589870|XP_002014583.1|DPER	LOC6730459|XP_016022916.2|DSIM
OG0003971	LOC6588711|XP_026844462.1|DPER	LOC6731772|XP_016024467.1|DSIM
OG0003972	LOC6596987|XP_002022234.2|DPER	LOC6738108|XP_016031942.1|DSIM
OG0003973	LOC6592285|XP_002018404.1|DPER	LOC6736145|XP_002083045.1|DSIM
OG0003974	LOC6592200|XP_002017835.1|DPER	LOC6734080|XP_002081115.1|DSIM
OG0003975	LOC6593495|XP_026843242.1|DPER	LOC6731576|XP_016024239.1|DSIM
OG0003976	LOC6593323|XP_002018945.1|DPER	LOC6732831|XP_002079944.1|DSIM
OG0003977	LOC6593591|XP_002018882.1|DPER	LOC6732199|XP_002079328.1|DSIM
OG0003978	LOC6602378|XP_002027382.1|DPER	LOC6738657|XP_002085459.1|DSIM
OG0003979	LOC6596456|XP_002021626.1|DPER	LOC6731844|XP_002078979.1|DSIM
OG0003980	LOC6594455|XP_002019706.1|DPER	LOC6727995|XP_002103347.2|DSIM
OG0003981	LOC6589684|XP_002014769.1|DPER	LOC6732093|XP_002079225.1|DSIM
OG0003982	LOC6597968|XP_026843234.1|DPER	LOC6732816|XP_016025541.1|DSIM
OG0003983	LOC6603517|XP_002028495.2|DPER	LOC6732457|XP_002079577.1|DSIM
OG0003984	LOC6589552|XP_026843907.1|DPER	LOC6732760|XP_016025483.1|DSIM
OG0003985	LOC113565463|XP_026843327.1|DPER	LOC6732764|XP_016025484.1|DSIM
OG0003986	LOC6589313|XP_026844696.1|DPER	LOC6731339|XP_002078495.2|DSIM
OG0003987	LOC6589075|XP_026844014.1|DPER	LOC6731341|XP_016023934.1|DSIM
OG0003988	LOC6589830|XP_002014709.1|DPER	LOC6731046|XP_039147495.1|DSIM
OG0003989	LOC6589421|XP_002014541.1|DPER	LOC6732064|XP_002079196.1|DSIM
OG0003990	LOC6593746|XP_002018850.1|DPER	LOC6732389|XP_002079510.1|DSIM
OG0003991	LOC6595354|XP_026844296.1|DPER, LOC6604533|XP_026845163.1|DPER	LOC6730978|XP_016023443.1|DSIM
OG0003992	LOC6595507|XP_002020612.1|DPER	LOC6730975|XP_002078136.1|DSIM
OG0003993	LOC6595545|XP_026844725.1|DPER	LOC6730961|XP_039149579.1|DSIM
OG0003994	LOC6587589|XP_002013647.1|DPER	LOC6729993|XP_002105287.1|DSIM
OG0003995	LOC6590643|XP_002016604.1|DPER	LOC6734288|XP_039147482.1|DSIM
OG0003996	LOC6590011|XP_026842093.1|DPER	LOC6733624|XP_002080678.1|DSIM
OG0003997	LOC6593645|XP_026843453.1|DPER	LOC6731344|XP_016023935.1|DSIM
OG0003998	LOC6589200|XP_026844756.1|DPER	LOC27209337|XP_039148229.1|DSIM
OG0003999	LOC6597969|XP_002023107.1|DPER	LOC6739549|XP_002076446.1|DSIM
OG0004000	LOC6597300|XP_026846410.1|DPER	LOC27207325|XP_039153950.1|DSIM
OG0004001	LOC6590018|XP_002016572.1|DPER	LOC6735998|XP_016029373.1|DSIM
OG0004002	LOC6596531|XP_002021728.1|DPER	LOC6732901|XP_002080006.1|DSIM
OG0004003	LOC6604572|XP_026844939.1|DPER	LOC6731959|XP_016024627.1|DSIM
OG0004004	LOC6588888|XP_002014857.1|DPER	LOC6731452|XP_016024106.1|DSIM
OG0004005	LOC6593677|XP_026843145.1|DPER	LOC6731087|XP_016023614.1|DSIM
OG0004006	LOC6589369|XP_002015253.1|DPER	LOC6732977|XP_002080056.1|DSIM
OG0004007	LOC6589034|XP_002015081.1|DPER	LOC6730857|XP_002078021.1|DSIM
OG0004008	LOC6593600|XP_026843736.1|DPER	LOC6730424|XP_039147100.1|DSIM
OG0004009	LOC6596522|XP_026843080.1|DPER	LOC6730705|XP_002077875.2|DSIM
OG0004010	LOC6597999|XP_026843480.1|DPER	LOC6732273|XP_039153679.1|DSIM
OG0004011	LOC6593860|XP_002018930.1|DPER	LOC6732234|XP_016024911.1|DSIM
OG0004012	LOC6594870|XP_026850614.1|DPER	LOC6729122|XP_016035770.1|DSIM
OG0004013	LOC6598107|XP_002023248.1|DPER	LOC6732296|XP_039154307.1|DSIM
OG0004014	LOC6596986|XP_002022233.2|DPER	LOC6738109|XP_039149775.1|DSIM
OG0004015	LOC6602237|XP_002027267.1|DPER	LOC6732161|XP_016024843.1|DSIM
OG0004016	LOC6588727|XP_002014369.2|DPER	LOC6731788|XP_002078923.1|DSIM
OG0004017	LOC6595553|XP_026844768.1|DPER	LOC6730955|XP_002078118.1|DSIM
OG0004018	LOC6591147|XP_002015570.1|DPER	LOC6733322|XP_002080381.1|DSIM
OG0004019	LOC6589483|XP_002015239.1|DPER	LOC6732991|XP_002080070.1|DSIM
OG0004020	LOC6589518|XP_002015192.1|DPER	LOC27206524|XP_016023238.1|DSIM
OG0004021	LOC6589410|XP_002015198.1|DPER	LOC6739182|XP_016023230.1|DSIM
OG0004022	LOC6595557|XP_002020905.1|DPER	LOC6732498|XP_002079618.1|DSIM
OG0004023	LOC6590241|XP_026842543.1|DPER	LOC6735284|XP_016028648.1|DSIM
OG0004024	LOC6588881|XP_026844447.1|DPER	LOC6739242|XP_016025185.1|DSIM
OG0004025	LOC6603510|XP_002028489.1|DPER, LOC6588674|XP_002014469.1|DPER	LOC6731681|XP_016024371.1|DSIM
OG0004026	LOC6589372|XP_026844160.1|DPER	LOC6730656|XP_016023094.1|DSIM
OG0004028	LOC6589322|XP_002014282.1|DPER	LOC6731115|XP_002078272.1|DSIM
OG0004029	LOC6593949|XP_002019013.1|DPER	LOC6731523|XP_016024200.1|DSIM
OG0004030	LOC6590495|XP_026841694.1|DPER	LOC6735975|XP_002082884.1|DSIM
OG0004031	LOC6589546|XP_002015074.2|DPER	LOC6732067|XP_016024741.1|DSIM
OG0004032	LOC6597992|XP_026843082.1|DPER	LOC6739551|XP_016025895.1|DSIM
OG0004033	LOC6589223|XP_026844933.1|DPER	LOC6731706|XP_016024386.1|DSIM
OG0004034	LOC6588703|XP_002014944.1|DPER	LOC6732724|XP_016025455.1|DSIM
OG0004035	LOC6596358|XP_026842938.1|DPER	LOC6731036|XP_016023526.1|DSIM
OG0004036	LOC6596501|XP_002021575.1|DPER	LOC6730771|XP_016023179.1|DSIM
OG0004037	LOC6602261|XP_026843390.1|DPER	LOC6732142|XP_016024823.1|DSIM
OG0004038	LOC6589378|XP_002015050.1|DPER	LOC27206531|XP_016022967.1|DSIM
OG0004039	LOC6589452|XP_026844175.1|DPER	LOC6730697|XP_016023125.1|DSIM
OG0004040	LOC6590000|XP_002016050.1|DPER	LOC6735772|XP_002082685.1|DSIM
OG0004041	LOC6600672|XP_026848699.1|DPER	LOC27206588|XP_016038662.1|DSIM
OG0004042	LOC6601674|XP_002026739.2|DPER	LOC27208893|XP_016030672.1|DSIM
OG0004043	LOC6596652|XP_002021660.1|DPER	LOC6731874|XP_002079009.1|DSIM
OG0004044	LOC6597486|XP_002022722.1|DPER	LOC6725376|XP_016038431.1|DSIM
OG0004045	LOC6589602|XP_002014309.1|DPER	LOC6731915|XP_016024579.1|DSIM
OG0004046	LOC6588979|XP_002014571.1|DPER	LOC27206200|XP_016022933.1|DSIM
OG0004047	LOC6595445|XP_002020866.1|DPER	LOC6732044|XP_016024729.1|DSIM
OG0004048	LOC6589169|XP_002015026.1|DPER	LOC6731013|XP_016023497.1|DSIM
OG0004049	LOC6589791|XP_002014638.1|DPER, LOC113565902|XP_026845071.1|DPER	LOC6730418|XP_002077599.1|DSIM
OG0004050	LOC6589399|XP_026844346.1|DPER	LOC6732741|XP_016025470.1|DSIM
OG0004051	LOC6589860|XP_002015165.2|DPER	LOC6731984|XP_016024655.1|DSIM
OG0004052	LOC6599283|XP_002024248.1|DPER	LOC6726322|XP_039152792.1|DSIM
OG0004053	LOC6593058|XP_002018470.1|DPER	LOC27206159|XP_016027005.1|DSIM
OG0004054	LOC6588895|XP_002014683.1|DPER	LOC6732690|XP_039154287.1|DSIM
OG0004055	LOC6587775|XP_002012891.2|DPER	LOC6728665|XP_016035325.1|DSIM
OG0004056	LOC6594681|XP_002019316.2|DPER	LOC6726644|XP_016033134.1|DSIM
OG0004057	LOC6599079|XP_026849037.1|DPER	LOC6738758|XP_002085558.1|DSIM
OG0004058	LOC6596216|XP_026845441.1|DPER	LOC6736583|XP_002083445.1|DSIM
OG0004059	LOC6591457|XP_002017478.1|DPER	LOC6727168|XP_016033661.1|DSIM
OG0004060	LOC6594143|XP_002019769.1|DPER	LOC6728541|XP_002103886.1|DSIM
OG0004061	LOC6598352|XP_026846164.1|DPER	LOC6725719|XP_016038995.1|DSIM
OG0004062	LOC6595862|XP_026845531.1|DPER	LOC27206263|XP_016029926.1|DSIM
OG0004063	LOC6596930|XP_002021838.1|DPER	LOC6724960|XP_002105996.1|DSIM
OG0004064	LOC6596045|XP_002021229.1|DPER	LOC6738214|XP_002085026.2|DSIM
OG0004065	LOC6601616|XP_026842273.1|DPER	LOC6735664|XP_039148643.1|DSIM
OG0004066	LOC6590936|XP_002016169.1|DPER	LOC6734500|XP_002081519.2|DSIM
OG0004067	LOC6600409|XP_002025514.2|DPER	LOC6725700|XP_016038973.1|DSIM
OG0004068	LOC6594688|XP_002019615.2|DPER	LOC6728839|XP_002104173.2|DSIM
OG0004069	LOC6591794|XP_026840053.1|DPER	LOC6728837|XP_039151278.1|DSIM
OG0004070	LOC6595879|XP_002021392.2|DPER	LOC6739613|XP_002076507.2|DSIM
OG0004071	LOC6602997|XP_026849470.1|DPER	LOC6737366|XP_002084204.2|DSIM
OG0004072	LOC6602998|XP_002028025.2|DPER	LOC6737367|XP_002084205.2|DSIM
OG0004073	LOC6597779|XP_002022982.2|DPER	LOC6726313|XP_002107274.1|DSIM
OG0004074	LOC6590774|XP_002016462.1|DPER	LOC6735715|XP_039148389.1|DSIM
OG0004075	LOC6592641|XP_002017862.1|DPER	LOC6734321|XP_002081344.1|DSIM
OG0004076	LOC6592642|XP_026841031.1|DPER	LOC6734319|XP_016027381.1|DSIM
OG0004077	LOC6602213|XP_026843604.1|DPER	LOC6731432|XP_016024055.1|DSIM
OG0004078	LOC6591676|XP_002016891.1|DPER	LOC6729714|XP_002105020.1|DSIM
OG0004079	LOC6597660|XP_026849302.1|DPER	LOC6725364|XP_002106381.1|DSIM
OG0004080	LOC6590140|XP_002015953.1|DPER	LOC6734789|XP_002081792.1|DSIM
OG0004081	LOC6593127|XP_026842560.1|DPER	LOC6739433|XP_039147550.1|DSIM
OG0004082	LOC6602032|XP_002027029.2|DPER	LOC6735487|XP_002082426.1|DSIM
OG0004084	LOC6602353|XP_026848443.1|DPER	LOC120284815|XP_039150083.1|DSIM, LOC6738707|XP_039150080.1|DSIM
OG0004085	LOC6588335|XP_002014156.1|DPER	LOC6727788|XP_016034360.1|DSIM
OG0004086	LOC6587892|XP_026850882.1|DPER	LOC6739776|XP_016036551.1|DSIM
OG0004087	LOC6598383|XP_026846147.1|DPER	LOC27207989|XP_016038848.1|DSIM
OG0004088	LOC6587321|XP_026850706.1|DPER	LOC6729824|XP_002105127.1|DSIM
OG0004089	LOC6597482|XP_026848867.1|DPER	LOC27208056|XP_039152221.1|DSIM
OG0004090	LOC6591656|XP_002016851.1|DPER	LOC6729389|XP_016036036.1|DSIM
OG0004091	LOC6591618|XP_002017120.1|DPER	LOC27206465|XP_016034647.1|DSIM
OG0004092	LOC6600124|XP_002025291.1|DPER	LOC27208079|XP_016038388.2|DSIM
OG0004094	LOC6597596|XP_026848892.1|DPER	LOC27208947|XP_016038034.1|DSIM
OG0004095	LOC6594717|XP_002019402.2|DPER	LOC6728475|XP_002103820.2|DSIM
OG0004096	LOC6587716|XP_002014074.2|DPER	LOC27207937|XP_016036553.1|DSIM
OG0004097	LOC6595775|XP_002021322.1|DPER	LOC6737902|XP_002084730.1|DSIM
OG0004098	LOC6588231|XP_026844913.1|DPER	LOC6727790|XP_016034363.1|DSIM
OG0004099	LOC6591702|XP_026839981.1|DPER	LOC6726734|XP_016033230.2|DSIM
OG0004100	LOC6591804|XP_002017265.1|DPER	LOC6726746|XP_002102157.1|DSIM
OG0004101	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER	LOC6726748|XP_002102159.2|DSIM
OG0004102	LOC6591800|XP_002017261.2|DPER	LOC6726749|XP_039151478.1|DSIM
OG0004103	LOC6591678|XP_002016893.1|DPER	LOC6729712|XP_002105018.1|DSIM
OG0004104	LOC6595112|XP_026850534.1|DPER	LOC6729234|XP_016035886.1|DSIM
OG0004105	LOC113565964|XP_026845218.1|DPER	LOC6738216|XP_016032077.1|DSIM
OG0004106	LOC6603335|XP_026848202.1|DPER	LOC6739013|XP_002085808.1|DSIM
OG0004107	LOC113566748|XP_026849549.1|DPER	LOC6736515|XP_002083385.1|DSIM
OG0004108	LOC6594501|XP_002019700.1|DPER	LOC6728000|XP_002103352.1|DSIM
OG0004109	LOC6591655|XP_002016850.1|DPER	LOC6729391|XP_016036037.1|DSIM
OG0004110	LOC6602180|XP_026847978.1|DPER	LOC6739097|XP_039149852.1|DSIM
OG0004111	LOC6592005|XP_002017433.1|DPER	LOC6729651|XP_016036291.1|DSIM
OG0004112	LOC6591912|XP_002016869.1|DPER	LOC6729731|XP_016036390.1|DSIM
OG0004113	LOC6602631|XP_002027653.1|DPER	LOC6726597|XP_016040271.1|DSIM
OG0004114	LOC6596878|XP_002022093.2|DPER	LOC6725195|XP_002106218.1|DSIM
OG0004115	LOC6596859|XP_026846028.1|DPER	LOC6725192|XP_039152986.1|DSIM
OG0004116	LOC6592010|XP_026850769.1|DPER	LOC6729646|XP_016036288.1|DSIM
OG0004117	LOC6594534|XP_002019426.2|DPER	LOC6727643|XP_002103020.1|DSIM
OG0004118	LOC6590322|XP_002016211.1|DPER	LOC6734943|XP_002081940.1|DSIM
OG0004119	LOC6594300|XP_002019798.1|DPER	LOC6727618|XP_002102997.1|DSIM
OG0004120	LOC6594462|XP_026850240.1|DPER	LOC6739731|XP_039151002.1|DSIM
OG0004121	LOC6599677|XP_026847340.1|DPER	LOC6736827|XP_002083683.1|DSIM
OG0004122	LOC6594099|XP_002019691.1|DPER	LOC6728009|XP_002103361.1|DSIM
OG0004123	LOC6591452|XP_026851078.1|DPER	LOC6727171|XP_016033663.1|DSIM
OG0004124	LOC6597692|XP_026846419.1|DPER	LOC6725818|XP_016039143.1|DSIM
OG0004125	LOC6594895|XP_002020495.1|DPER	LOC6730169|XP_016036927.1|DSIM
OG0004126	LOC6594969|XP_026841149.1|DPER	LOC6730160|XP_039150385.1|DSIM
OG0004127	LOC6589021|XP_002014440.1|DPER	LOC6731715|XP_016024391.1|DSIM
OG0004128	LOC6591557|XP_002017106.1|DPER	LOC6739742|XP_002076635.1|DSIM
OG0004129	LOC6592300|XP_026842422.1|DPER	LOC6734049|XP_016027056.2|DSIM
OG0004130	LOC6597322|XP_002022510.1|DPER	LOC27207261|XP_039152397.1|DSIM
OG0004131	LOC6594174|XP_002019444.2|DPER	LOC6727868|XP_039150586.1|DSIM
OG0004132	LOC6602843|XP_002027811.2|DPER	LOC6736549|XP_016030128.1|DSIM
OG0004133	LOC6595437|XP_002020858.1|DPER	LOC6732039|XP_002079171.1|DSIM
OG0004134	LOC6591337|XP_026850490.1|DPER	LOC6729517|XP_016036190.1|DSIM
OG0004135	LOC6594649|XP_026850398.1|DPER	LOC6727359|XP_039151704.1|DSIM
OG0004136	LOC6592021|XP_026850917.1|DPER	LOC6727160|XP_002102553.1|DSIM
OG0004137	LOC6592785|XP_002018436.1|DPER	LOC6733796|XP_002080840.1|DSIM
OG0004138	LOC6599765|XP_002024885.1|DPER	LOC6738347|XP_002085157.1|DSIM
OG0004139	LOC6598566|XP_026846360.1|DPER	LOC27207950|XP_016037965.1|DSIM
OG0004140	LOC6599985|XP_026849184.1|DPER	LOC6725336|XP_002106353.1|DSIM
OG0004141	LOC6593115|XP_026841062.1|DPER	LOC6735380|XP_016028708.1|DSIM
OG0004142	LOC6602567|XP_002027601.1|DPER	LOC6725807|XP_016039128.2|DSIM
OG0004143	LOC6598702|XP_002023881.1|DPER	LOC6728353|XP_002103701.1|DSIM
OG0004144	LOC6589710|XP_002014460.1|DPER	LOC6731694|XP_002078830.1|DSIM
OG0004145	LOC6599656|XP_002024583.1|DPER	LOC6737254|XP_002084094.1|DSIM
OG0004146	LOC6592101|XP_026840198.1|DPER	LOC6727902|XP_016034521.1|DSIM
OG0004147	LOC6589220|XP_002014445.1|DPER	LOC6731709|XP_002078844.1|DSIM
OG0004148	LOC113564872|XP_026850982.1|DPER	LOC6728324|XP_016034958.1|DSIM
OG0004149	LOC6591423|XP_026849343.1|DPER	LOC6727167|XP_016033658.1|DSIM
OG0004150	LOC6591773|XP_002017134.1|DPER	LOC6728018|XP_002103370.2|DSIM
OG0004151	LOC6588631|XP_002013180.2|DPER	LOC6730356|XP_002105638.1|DSIM
OG0004152	LOC6591404|XP_026840109.1|DPER	LOC6726808|XP_016033308.1|DSIM
OG0004153	LOC6591038|XP_002016630.1|DPER	LOC6739385|XP_002076294.1|DSIM
OG0004154	LOC6599719|XP_002024904.1|DPER	LOC6738331|XP_002085141.2|DSIM
OG0004155	LOC6591630|XP_002017197.1|DPER	LOC6727911|XP_002103266.1|DSIM
OG0004156	LOC6591622|XP_026847742.1|DPER	LOC6728028|XP_016034643.1|DSIM
OG0004157	LOC6597449|XP_026846452.1|DPER	LOC6740230|XP_016040001.1|DSIM
OG0004158	LOC6603281|XP_002028257.2|DPER	LOC27206268|XP_016029762.1|DSIM
OG0004159	LOC6591883|XP_002017081.1|DPER	LOC6729574|XP_002104882.1|DSIM
OG0004160	LOC6595863|XP_026845233.1|DPER	LOC6736422|XP_002083294.1|DSIM
OG0004161	LOC6594019|XP_026850384.1|DPER	LOC6728591|XP_016035222.1|DSIM
OG0004162	LOC6592149|XP_002017285.1|DPER	LOC27206848|XP_016035467.1|DSIM
OG0004163	LOC6594149|XP_026850658.1|DPER	LOC6728752|XP_039150637.1|DSIM
OG0004164	LOC6591975|XP_026851260.1|DPER	LOC6726703|XP_039151577.1|DSIM
OG0004165	LOC6592726|XP_026842051.1|DPER	LOC6735617|XP_016028980.1|DSIM
OG0004166	LOC6590496|XP_026841692.1|DPER	LOC6735976|XP_002082885.1|DSIM
OG0004167	LOC6588647|XP_002013142.1|DPER	LOC6728904|XP_002104234.2|DSIM
OG0004168	LOC6595194|XP_002020229.1|DPER	LOC6729444|XP_016022617.1|DSIM
OG0004169	LOC6597539|XP_026849298.1|DPER	LOC6725349|XP_039152962.1|DSIM
OG0004170	LOC6599167|XP_026848253.1|DPER	LOC6725668|XP_039152387.1|DSIM
OG0004171	LOC6597505|XP_002022653.1|DPER	LOC6725153|XP_002106179.1|DSIM
OG0004172	LOC6599354|XP_002024477.2|DPER	LOC6726131|XP_016039637.1|DSIM
OG0004173	LOC6590701|XP_002016059.1|DPER	LOC6734714|XP_002081721.1|DSIM
OG0004174	LOC6592759|XP_026841006.1|DPER	LOC6734332|XP_016027407.1|DSIM
OG0004175	LOC6590419|XP_002016432.1|DPER	LOC6734843|XP_002081845.1|DSIM
OG0004176	LOC6601207|XP_002026303.1|DPER	LOC6737263|XP_016030972.1|DSIM
OG0004177	LOC6591620|XP_026840921.1|DPER	LOC6728030|XP_016034644.1|DSIM
OG0004178	LOC6594471|XP_026850691.1|DPER	LOC6727654|XP_039151188.1|DSIM
OG0004179	LOC6596889|XP_002022104.1|DPER	LOC6724920|XP_016037778.1|DSIM
OG0004180	LOC6594644|XP_026850412.1|DPER	LOC6727412|XP_016033964.1|DSIM
OG0004181	LOC6587766|XP_002013686.1|DPER	LOC6729285|XP_016035925.1|DSIM
OG0004182	LOC6596154|XP_026845356.1|DPER	LOC6737811|XP_039150316.1|DSIM
OG0004183	LOC6596153|XP_002021165.1|DPER	LOC6737810|XP_016031591.2|DSIM
OG0004184	LOC6601878|XP_002026927.1|DPER	LOC6736722|XP_016030338.1|DSIM
OG0004185	LOC6602260|XP_026843391.1|DPER	LOC6732143|XP_016024824.1|DSIM
OG0004186	LOC6598375|XP_002023400.1|DPER	LOC6724888|XP_002105926.1|DSIM
OG0004187	LOC6591393|XP_002017363.1|DPER	LOC6728410|XP_002103757.2|DSIM
OG0004188	LOC6594454|XP_002019705.1|DPER	LOC6727996|XP_016034596.1|DSIM
OG0004189	LOC6594456|XP_002019707.1|DPER	LOC6727994|XP_002103346.1|DSIM
OG0004190	LOC6594197|XP_002019505.1|DPER	LOC6727071|XP_016033565.1|DSIM
OG0004191	LOC6594194|XP_002019502.2|DPER	LOC6727068|XP_002102465.1|DSIM
OG0004192	LOC6594046|XP_026850302.1|DPER	LOC6727482|XP_016034071.1|DSIM
OG0004193	LOC6599245|XP_026848309.1|DPER	LOC6725595|XP_039152552.1|DSIM
OG0004194	LOC6594180|XP_002019811.1|DPER	LOC6727601|XP_016034194.1|DSIM
OG0004195	LOC6600207|XP_002025307.1|DPER	LOC6740545|XP_016039406.1|DSIM
OG0004196	LOC6587470|XP_002013655.1|DPER	LOC6730001|XP_002105295.3|DSIM
OG0004197	LOC6594544|XP_002019374.1|DPER	LOC6728520|XP_002103865.2|DSIM
OG0004198	LOC6591627|XP_002017194.1|DPER	LOC6726720|XP_002102131.2|DSIM
OG0004199	LOC6591942|XP_002017309.1|DPER	LOC6727834|XP_039150865.1|DSIM
OG0004200	LOC6592725|XP_002018092.1|DPER	LOC6735619|XP_016028982.1|DSIM
OG0004201	LOC6587431|XP_002013037.1|DPER	LOC6730011|XP_002105305.2|DSIM
OG0004202	LOC6587697|XP_002012755.1|DPER	LOC6729151|XP_002104472.1|DSIM
OG0004203	LOC6594173|XP_002019443.1|DPER	LOC6727867|XP_016034448.1|DSIM
