Orthogroup	DPER.longest_only	DBUS.longest_only
OG0006278	LOC6597785|XP_026846999.1|DPER	LOC108605528|XP_017850768.1|DBUS
OG0006279	LOC6598306|XP_026846192.1|DPER	LOC108606981|XP_017853044.1|DBUS
OG0006280	LOC6600189|XP_026846721.1|DPER	LOC108606361|XP_033150180.1|DBUS
OG0006281	LOC6600190|XP_026846723.1|DPER	LOC108606360|XP_033150250.1|DBUS
OG0006282	LOC6597314|XP_002022502.1|DPER	LOC108606603|XP_017852352.1|DBUS
OG0006283	LOC6587829|XP_002013693.1|DPER	LOC108601841|XP_017845275.1|DBUS
OG0006284	LOC6599791|XP_002024961.1|DPER	LOC108599319|XP_017841610.1|DBUS
OG0006285	LOC6592089|XP_002017533.1|DPER	LOC108601237|XP_017844625.1|DBUS
OG0006286	LOC6588337|XP_002013809.2|DPER	LOC108602002|XP_017845492.1|DBUS
OG0006287	LOC6598389|XP_002023512.2|DPER	LOC108605915|XP_017851220.1|DBUS
OG0006288	LOC6595067|XP_026846529.1|DPER	LOC108602006|XP_017845497.1|DBUS
OG0006289	LOC6587287|XP_002013850.1|DPER	LOC108603989|XP_017848707.1|DBUS
OG0006290	LOC6597301|XP_002022442.1|DPER	LOC108606952|XP_033150516.1|DBUS
OG0006291	LOC6602242|XP_002027272.1|DPER	LOC108599673|XP_017842155.2|DBUS
OG0006292	LOC6597029|XP_026845398.1|DPER	LOC108605157|XP_017850223.1|DBUS
OG0006293	LOC6603307|XP_026849882.1|DPER	LOC108600392|XP_017843429.1|DBUS
OG0006294	LOC6597251|XP_026846599.1|DPER	LOC108606971|XP_017853022.1|DBUS
OG0006295	LOC6597771|XP_002022974.2|DPER	LOC108605159|XP_017850230.1|DBUS
OG0006296	LOC6597444|XP_002022386.2|DPER	LOC108606843|XP_017852825.1|DBUS
OG0006297	LOC6602616|XP_026846640.1|DPER	LOC108606492|XP_017852124.2|DBUS
OG0006298	LOC6603854|XP_002028811.2|DPER, LOC6597249|XP_002022375.1|DPER	LOC108606627|XP_017852402.1|DBUS
OG0006299	LOC6597247|XP_026846440.1|DPER	LOC108605102|XP_033150407.1|DBUS
OG0006300	LOC6598573|XP_002023636.1|DPER	LOC108605464|XP_017850638.1|DBUS
OG0006301	LOC6597336|XP_026846495.1|DPER	LOC108606220|XP_017851606.1|DBUS
OG0006302	LOC6600719|XP_026848676.1|DPER	LOC117134892|XP_033150162.1|DBUS
OG0006303	LOC6591175|XP_026842781.1|DPER	LOC108596921|XP_017838628.1|DBUS
OG0006304	LOC6594758|XP_026840013.1|DPER	LOC108604333|XP_017849248.1|DBUS
OG0006305	LOC6594762|XP_026850673.1|DPER	LOC108604729|XP_017849798.1|DBUS
OG0006306	LOC113566108|XP_026846020.1|DPER	LOC108603187|XP_017847237.1|DBUS
OG0006307	LOC6587607|XP_002013246.2|DPER	LOC108601747|XP_017845159.1|DBUS
OG0006308	LOC6602692|XP_002027719.1|DPER	LOC108604946|XP_017850004.1|DBUS
OG0006309	LOC6600041|XP_026849134.1|DPER	LOC108606526|XP_017852188.1|DBUS
OG0006310	LOC6587852|XP_026850788.1|DPER	LOC108604551|XP_017849568.1|DBUS
OG0006311	LOC6599977|XP_026845096.1|DPER	LOC108605015|XP_017850071.1|DBUS
OG0006313	LOC6600781|XP_026845145.1|DPER	LOC108607170|XP_017853312.1|DBUS
OG0006314	LOC6603498|XP_002028478.2|DPER	LOC117134896|XP_033150168.1|DBUS
OG0006315	LOC6595099|XP_026840451.1|DPER	LOC108603825|XP_017848444.1|DBUS
OG0006316	LOC6600196|XP_002025327.1|DPER	LOC108594963|XP_017835586.1|DBUS
OG0006317	LOC6597490|XP_002022726.1|DPER	LOC108607089|XP_017853201.1|DBUS
OG0006318	LOC6597450|XP_026846402.1|DPER	LOC108605257|XP_017850369.1|DBUS
OG0006319	LOC6602077|XP_002027155.1|DPER	LOC108595126|XP_017835777.1|DBUS
OG0006320	LOC6597865|XP_026847012.1|DPER	LOC108604959|XP_017850018.1|DBUS
OG0006321	LOC6599957|XP_002025034.1|DPER	LOC108605885|XP_017851187.1|DBUS
OG0006322	LOC6600669|XP_002025742.2|DPER	LOC108605100|XP_033150369.1|DBUS
OG0006323	LOC6603653|XP_026846062.1|DPER	LOC108605878|XP_017851180.1|DBUS
OG0006324	LOC6600371|XP_026848385.1|DPER	LOC108606333|XP_017851846.1|DBUS
OG0006325	LOC6587965|XP_002013709.1|DPER	LOC108601654|XP_017845043.1|DBUS
OG0006326	LOC6597041|XP_002022201.1|DPER	LOC108599036|XP_017841305.1|DBUS
OG0006327	LOC6587362|XP_002013019.1|DPER	LOC108602173|XP_017845698.1|DBUS
OG0006328	LOC6587791|XP_026839914.1|DPER	LOC108602908|XP_017846706.1|DBUS
OG0006329	LOC6600200|XP_026846642.1|DPER	LOC108606640|XP_017852425.1|DBUS
OG0006330	LOC6588583|XP_026839977.1|DPER	LOC108604158|XP_017848972.1|DBUS
OG0006331	LOC6599401|XP_026847158.1|DPER	LOC108607093|XP_017853207.1|DBUS
OG0006332	LOC6599268|XP_002024263.2|DPER	LOC108605822|XP_017851117.1|DBUS
OG0006333	LOC6598186|XP_002023360.1|DPER	LOC108605599|XP_017850864.1|DBUS
OG0006334	LOC6597752|XP_026847059.1|DPER	LOC108605172|XP_017850246.1|DBUS
OG0006335	LOC6595151|XP_002020141.1|DPER	LOC108604738|XP_017849809.1|DBUS
OG0006336	LOC6599214|XP_026848265.1|DPER	LOC108606225|XP_017851612.1|DBUS
OG0006337	LOC6598211|XP_026846237.1|DPER	LOC108606563|XP_017852269.1|DBUS
OG0006338	LOC6591596|XP_002017542.1|DPER	LOC108602382|XP_017845982.1|DBUS
OG0006339	LOC6603591|XP_026845777.1|DPER	LOC108606368|XP_017851905.1|DBUS
OG0006340	LOC6597236|XP_026846432.1|DPER	LOC108605496|XP_017850730.1|DBUS
OG0006341	LOC6597869|XP_026846939.1|DPER	LOC108606470|XP_017852087.1|DBUS
OG0006342	LOC6597871|XP_026847014.1|DPER	LOC108607245|XP_017853416.2|DBUS
OG0006343	LOC6597872|XP_026846979.1|DPER	LOC108605846|XP_017851143.1|DBUS
OG0006344	LOC6597717|XP_002022868.2|DPER	LOC108607063|XP_017853166.1|DBUS
OG0006345	LOC6594879|XP_026843476.1|DPER	LOC108603134|XP_017847143.1|DBUS
OG0006346	LOC6594848|XP_002020251.1|DPER	LOC108604500|XP_017849485.1|DBUS
OG0006347	LOC6587233|XP_026840257.1|DPER	LOC108603844|XP_017848482.1|DBUS
OG0006348	LOC6598419|XP_002023663.2|DPER	LOC108605559|XP_017850813.1|DBUS
OG0006349	LOC6600697|XP_026845153.1|DPER	LOC108606809|XP_017852767.2|DBUS
OG0006350	LOC6595133|XP_002020299.1|DPER	LOC108603031|XP_017846935.1|DBUS
OG0006351	LOC6597405|XP_002022497.1|DPER	LOC108607189|XP_017853337.1|DBUS
OG0006352	LOC6591258|XP_026841145.1|DPER	LOC108596099|XP_017837008.1|DBUS
OG0006353	LOC6595047|XP_026846743.1|DPER	LOC108602114|XP_017845628.1|DBUS
OG0006354	LOC6587706|XP_026846873.1|DPER	LOC108604237|XP_017849099.1|DBUS
OG0006355	LOC6597378|XP_026846430.1|DPER	LOC108607205|XP_017853359.1|DBUS
OG0006356	LOC6600770|XP_002025838.1|DPER	LOC108605285|XP_017850422.1|DBUS
OG0006357	LOC6602621|XP_026846645.1|DPER	LOC108605201|XP_017850289.1|DBUS
OG0006358	LOC6600639|XP_002025633.1|DPER	LOC108599642|XP_017842106.1|DBUS
OG0006359	LOC6588021|XP_002013727.1|DPER	LOC108603041|XP_017846949.1|DBUS
OG0006360	LOC6603081|XP_026847146.1|DPER	LOC108605800|XP_017851092.1|DBUS
OG0006361	LOC6591747|XP_002016985.1|DPER	LOC108602212|XP_017845748.1|DBUS
OG0006362	LOC6597390|XP_026846405.1|DPER	LOC108607102|XP_017853217.1|DBUS
OG0006363	LOC6597472|XP_026849286.1|DPER	LOC108606729|XP_017852608.1|DBUS
OG0006364	LOC6595410|XP_002020883.1|DPER	LOC108608122|XP_017854844.2|DBUS
OG0006365	LOC6599435|XP_002024533.2|DPER	LOC108606898|XP_017852915.2|DBUS
OG0006366	LOC6599439|XP_026847161.1|DPER	LOC108605969|XP_017851280.1|DBUS
OG0006367	LOC6597708|XP_002022859.2|DPER	LOC108605361|XP_017850519.1|DBUS
OG0006368	LOC6595302|XP_026850149.1|DPER	LOC108602286|XP_017845852.1|DBUS
OG0006369	LOC6595301|XP_026850995.1|DPER	LOC108602279|XP_017845825.1|DBUS
OG0006370	LOC6601714|XP_002026772.1|DPER	LOC108605584|XP_017850844.1|DBUS
OG0006371	LOC6595168|XP_002020423.2|DPER	LOC108602068|XP_017845576.1|DBUS
OG0006372	LOC6588549|XP_002013011.1|DPER	LOC108604628|XP_017849666.1|DBUS
OG0006373	LOC6597267|XP_026846453.1|DPER	LOC108605819|XP_017851113.1|DBUS
OG0006374	LOC6599980|XP_026845127.1|DPER	LOC108607117|XP_017853239.1|DBUS
OG0006375	LOC6597616|XP_026848900.1|DPER	LOC108606929|XP_017852968.1|DBUS
OG0006376	LOC6597709|XP_026846537.1|DPER	LOC108606637|XP_017852422.1|DBUS
OG0006377	LOC6601733|XP_002026791.1|DPER	LOC108605521|XP_017850760.1|DBUS
OG0006378	LOC6594938|XP_026848969.1|DPER	LOC108603037|XP_017846944.1|DBUS
OG0006379	LOC6600055|XP_002025070.1|DPER	LOC108606044|XP_017851380.1|DBUS
OG0006380	LOC6598277|XP_002023300.1|DPER	LOC108605228|XP_017850327.1|DBUS
OG0006381	LOC6597308|XP_002022380.1|DPER	LOC108606516|XP_017852175.1|DBUS
OG0006382	LOC6597693|XP_002022874.1|DPER	LOC108606720|XP_017852591.1|DBUS
OG0006383	LOC6600129|XP_026846621.1|DPER	LOC108606565|XP_017852271.1|DBUS
OG0006384	LOC6600130|XP_002025297.1|DPER	LOC108606921|XP_017852952.1|DBUS
OG0006385	LOC6587702|XP_002012751.1|DPER	LOC108604016|XP_017848749.1|DBUS
OG0006386	LOC6593424|XP_002019130.2|DPER	LOC108607832|XP_017854380.1|DBUS
OG0006387	LOC6595332|XP_026846390.1|DPER	LOC108602306|XP_017845879.1|DBUS
OG0006388	LOC6597749|XP_026847050.1|DPER	LOC108605131|XP_017850183.1|DBUS
OG0006389	LOC6597750|XP_026847030.1|DPER	LOC108604922|XP_017849980.1|DBUS
OG0006390	LOC6591410|XP_002016936.1|DPER	LOC108602239|XP_017845775.1|DBUS
OG0006391	LOC6587260|XP_002013910.2|DPER	LOC108604400|XP_017849349.1|DBUS
OG0006392	LOC6600791|XP_002025814.1|DPER	LOC108607062|XP_017853165.1|DBUS
OG0006393	LOC6595566|XP_002020914.1|DPER	LOC108607773|XP_017854292.1|DBUS
OG0006394	LOC6594850|XP_002020058.1|DPER	LOC108603953|XP_017848635.1|DBUS
OG0006395	LOC6595040|XP_002020367.1|DPER	LOC108604151|XP_017848954.1|DBUS
OG0006396	LOC6600763|XP_002025771.1|DPER	LOC108605355|XP_017850513.1|DBUS
OG0006397	LOC6597592|XP_002022811.2|DPER	LOC108607247|XP_017853418.1|DBUS
OG0006398	LOC6598280|XP_002023303.2|DPER	LOC108605218|XP_017850315.1|DBUS
OG0006399	LOC6600205|XP_026846633.1|DPER	LOC108606437|XP_017852038.1|DBUS
OG0006400	LOC6600203|XP_026846628.1|DPER	LOC108606434|XP_017852035.1|DBUS
OG0006401	LOC6595819|XP_026845397.1|DPER	LOC108599264|XP_017841549.2|DBUS
OG0006402	LOC6591459|XP_002016945.1|DPER	LOC108602798|XP_017846509.1|DBUS
OG0006403	LOC6594297|XP_026850375.1|DPER	LOC108601470|XP_017844858.1|DBUS
OG0006404	LOC6594722|XP_026850462.1|DPER	LOC108603216|XP_017847300.1|DBUS
OG0006405	LOC6602281|XP_026848505.1|DPER	LOC108600936|XP_017844262.1|DBUS
OG0006406	LOC6587227|XP_002013645.2|DPER	LOC108601885|XP_017845348.1|DBUS
OG0006407	LOC6597258|XP_002022452.1|DPER	LOC108607020|XP_017853094.1|DBUS
OG0006408	LOC6597234|XP_002022529.2|DPER	LOC108605719|XP_017851001.1|DBUS
OG0006409	LOC6598250|XP_026846220.1|DPER	LOC108605731|XP_017851015.1|DBUS
OG0006410	LOC6600663|XP_002025868.1|DPER	LOC108605703|XP_017850984.1|DBUS
OG0006411	LOC6598273|XP_026846187.1|DPER	LOC108605759|XP_017851050.1|DBUS
OG0006412	LOC6588537|XP_002013973.1|DPER	LOC108604583|XP_017849603.1|DBUS
OG0006413	LOC6588490|XP_026840103.1|DPER	LOC108604084|XP_017848848.1|DBUS
OG0006414	LOC6587887|XP_002013203.1|DPER	LOC108601939|XP_017845408.1|DBUS
OG0006415	LOC6597901|XP_026847039.1|DPER	LOC108606701|XP_017852565.2|DBUS
OG0006416	LOC6597647|XP_026849316.1|DPER	LOC108607236|XP_017853403.1|DBUS
OG0006417	LOC6596287|XP_002021809.1|DPER	LOC108598170|XP_017840278.1|DBUS
OG0006418	LOC6602696|XP_026845970.1|DPER	LOC108606686|XP_017852527.1|DBUS
OG0006419	LOC6598669|XP_026850792.1|DPER	LOC108601722|XP_017845128.1|DBUS
OG0006420	LOC6587824|XP_002013687.1|DPER	LOC108603345|XP_017847565.2|DBUS
OG0006421	LOC6596545|XP_002021682.2|DPER	LOC108599430|XP_017841638.2|DBUS
OG0006422	LOC6589578|XP_002014287.1|DPER	LOC108607939|XP_017854545.2|DBUS
OG0006423	LOC6588319|XP_002013567.1|DPER	LOC108603059|XP_017846985.1|DBUS
OG0006424	LOC6587344|XP_002013569.2|DPER	LOC108603062|XP_017846987.1|DBUS
OG0006425	LOC6587253|XP_002013565.1|DPER	LOC108603058|XP_017846984.1|DBUS
OG0006426	LOC6588559|XP_002013564.1|DPER	LOC108603057|XP_017846983.1|DBUS
OG0006427	LOC6595187|XP_002020043.1|DPER	LOC108601750|XP_017845163.1|DBUS
OG0006428	LOC6587961|XP_026843006.1|DPER	LOC108604131|XP_017848923.1|DBUS
OG0006429	LOC6588588|XP_002013465.2|DPER	LOC108603154|XP_033150045.1|DBUS
OG0006430	LOC6601838|XP_002026869.2|DPER	LOC108598409|XP_017840521.1|DBUS
OG0006431	LOC6594904|XP_002020504.2|DPER	LOC108604214|XP_017849068.1|DBUS
OG0006432	LOC6587879|XP_026839984.1|DPER	LOC108601349|XP_017844736.1|DBUS
OG0006433	LOC6587682|XP_026840275.1|DPER	LOC108603141|XP_017847167.1|DBUS
OG0006434	LOC6589303|XP_002014394.1|DPER	LOC108607829|XP_017854381.1|DBUS
OG0006435	LOC6587872|XP_026847110.1|DPER	LOC108603394|XP_017847660.1|DBUS
OG0006436	LOC6600025|XP_002025104.1|DPER	LOC108598543|XP_017840716.1|DBUS
OG0006437	LOC6598185|XP_026846172.1|DPER	LOC108606211|XP_017851577.1|DBUS
OG0006438	LOC6589871|XP_002014584.1|DPER	LOC108605734|XP_017851022.1|DBUS
OG0006439	LOC6598633|XP_002023845.1|DPER	LOC108604143|XP_017848941.1|DBUS
OG0006440	LOC6598634|XP_002023846.1|DPER	LOC108604144|XP_017848942.1|DBUS
OG0006441	LOC6587700|XP_002013275.1|DPER	LOC108601415|XP_017844803.1|DBUS
OG0006442	LOC6595272|XP_026851143.1|DPER	LOC108601236|XP_017844624.1|DBUS
OG0006443	LOC6591744|XP_002016982.1|DPER	LOC108603370|XP_017847622.1|DBUS
OG0006444	LOC6594899|XP_002020499.1|DPER	LOC108604788|XP_017849876.1|DBUS
OG0006445	LOC6600004|XP_002025115.1|DPER	LOC108605841|XP_017851138.1|DBUS
OG0006446	LOC6592094|XP_002016748.2|DPER	LOC108601848|XP_017845284.1|DBUS
OG0006447	LOC6591407|XP_002016753.2|DPER	LOC108601901|XP_017845367.1|DBUS
OG0006448	LOC6587849|XP_002013424.1|DPER	LOC108601823|XP_017845249.1|DBUS
OG0006449	LOC6588252|XP_026840528.1|DPER	LOC108604163|XP_017848983.1|DBUS
OG0006450	LOC6595389|XP_002020792.1|DPER	LOC108607883|XP_017854476.1|DBUS
OG0006451	LOC6597497|XP_026849300.1|DPER	LOC108606658|XP_017852471.1|DBUS
OG0006452	LOC6591693|XP_026844743.1|DPER	LOC108607863|XP_017854438.1|DBUS
OG0006453	LOC6601379|XP_002026515.2|DPER	LOC108600853|XP_017844143.1|DBUS
OG0006454	LOC6596832|XP_002022013.1|DPER	LOC108606621|XP_017852396.1|DBUS
OG0006455	LOC6594385|XP_026840089.1|DPER	LOC108603212|XP_017847289.1|DBUS
OG0006456	LOC6594382|XP_002019296.1|DPER	LOC108604643|XP_017849681.1|DBUS
OG0006457	LOC6587735|XP_026840472.1|DPER	LOC108601799|XP_017845223.1|DBUS
OG0006458	LOC6589678|XP_002014402.1|DPER	LOC108598343|XP_033150571.1|DBUS
OG0006459	LOC6594766|XP_026846052.1|DPER	LOC108604783|XP_017849869.1|DBUS
OG0006460	LOC6588265|XP_026847807.1|DPER	LOC108604647|XP_017849686.1|DBUS
OG0006461	LOC6598789|XP_002023900.1|DPER	LOC108603476|XP_017847807.1|DBUS
OG0006462	LOC6594992|XP_026850763.1|DPER	LOC108601331|XP_017844719.1|DBUS
OG0006463	LOC6587825|XP_026851285.1|DPER	LOC108602683|XP_017846314.1|DBUS
OG0006464	LOC6601794|XP_002026853.2|DPER	LOC108600847|XP_017844135.1|DBUS
OG0006465	LOC6600442|XP_002025547.1|DPER	LOC108606499|XP_017852153.1|DBUS
OG0006466	LOC6599968|XP_026849186.1|DPER	LOC108605679|XP_017850959.1|DBUS
OG0006467	LOC6588052|XP_026851280.1|DPER	LOC108604679|XP_017849724.1|DBUS
OG0006468	LOC6587272|XP_002013430.1|DPER	LOC108604176|XP_017849004.1|DBUS
OG0006469	LOC6599110|XP_002024411.1|DPER	LOC108605222|XP_017850320.1|DBUS
OG0006470	LOC6596121|XP_002020969.2|DPER	LOC108600885|XP_017844194.1|DBUS
OG0006471	LOC6588469|XP_002013444.1|DPER	LOC108603551|XP_033150104.1|DBUS
OG0006472	LOC6588043|XP_002013447.2|DPER	LOC108601851|XP_017845290.1|DBUS
OG0006473	LOC6602824|XP_026847906.1|DPER	LOC108599630|XP_017842087.1|DBUS
OG0006474	LOC6601595|XP_002026616.1|DPER	LOC108595538|XP_017836283.1|DBUS
OG0006475	LOC6588036|XP_026843949.1|DPER	LOC108602070|XP_017845579.1|DBUS
OG0006476	LOC6600006|XP_026849147.1|DPER	LOC108605111|XP_017850162.1|DBUS
OG0006477	LOC6599329|XP_026847133.1|DPER	LOC108600756|XP_017844007.1|DBUS
OG0006478	LOC6587336|XP_002013478.1|DPER	LOC108603021|XP_017846907.1|DBUS
OG0006479	LOC6587297|XP_026848293.1|DPER	LOC108603619|XP_017848060.1|DBUS
OG0006480	LOC6590838|XP_002015770.1|DPER	LOC108594680|XP_017835310.1|DBUS
OG0006481	LOC6589690|XP_002015203.1|DPER	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS
OG0006482	LOC6587415|XP_026843920.1|DPER	LOC108604375|XP_017849318.1|DBUS
OG0006483	LOC6587282|XP_002014026.2|DPER	LOC108603853|XP_017848496.1|DBUS
OG0006484	LOC6587308|XP_026839922.1|DPER	LOC108603852|XP_017848494.1|DBUS
OG0006485	LOC6588263|XP_002013405.2|DPER	LOC108604455|XP_017849424.1|DBUS
OG0006486	LOC6594059|XP_002019858.1|DPER	LOC108602319|XP_017845892.1|DBUS
OG0006487	LOC6588361|XP_002012906.1|DPER	LOC108601803|XP_017845228.1|DBUS
OG0006488	LOC6602795|XP_026847845.1|DPER	LOC108599922|XP_017842618.1|DBUS
OG0006489	LOC6587198|XP_002013538.1|DPER	LOC108603293|XP_017847453.1|DBUS
OG0006490	LOC6594295|XP_002019943.1|DPER	LOC108603966|XP_017848658.1|DBUS
OG0006491	LOC6589213|XP_002015297.2|DPER	LOC108608359|XP_017855195.1|DBUS
OG0006492	LOC6588055|XP_002013776.2|DPER	LOC108604702|XP_017849751.1|DBUS
OG0006493	LOC6598502|XP_002023590.1|DPER	LOC108605261|XP_017850376.1|DBUS
OG0006494	LOC6597586|XP_026848937.1|DPER	LOC108606739|XP_017852623.1|DBUS
OG0006495	LOC6603624|XP_002028598.2|DPER	LOC108605575|XP_017850834.1|DBUS
OG0006496	LOC6587274|XP_002013443.2|DPER	LOC108604526|XP_017849526.1|DBUS
OG0006497	LOC6587471|XP_026850739.1|DPER	LOC108601929|XP_017845395.1|DBUS
OG0006498	LOC6587463|XP_002013875.1|DPER	LOC108601778|XP_017845194.1|DBUS
OG0006499	LOC6598857|XP_002023744.2|DPER	LOC108603462|XP_017847784.1|DBUS
OG0006500	LOC6589466|XP_002014411.1|DPER	LOC108594485|XP_033149018.1|DBUS
OG0006501	LOC6595048|XP_026846761.1|DPER	LOC108603047|XP_017846955.1|DBUS
OG0006502	LOC6594741|XP_026850787.1|DPER	LOC108602075|XP_017845584.1|DBUS
OG0006503	LOC6594739|XP_026851206.1|DPER	LOC108604115|XP_017848888.1|DBUS
OG0006504	LOC6594738|XP_002020564.1|DPER	LOC108602297|XP_017845867.1|DBUS
OG0006505	LOC6588066|XP_002012823.1|DPER	LOC108603921|XP_017848602.1|DBUS
OG0006506	LOC113566599|XP_026848768.1|DPER, LOC113565723|XP_026844493.1|DPER, LOC6602468|XP_002027530.1|DPER	LOC108600875|XP_017844177.1|DBUS
OG0006507	LOC6594527|XP_026851241.1|DPER	LOC108601758|XP_017845171.2|DBUS
OG0006508	LOC6594528|XP_026840084.1|DPER	LOC108602473|XP_017846086.1|DBUS
OG0006509	LOC113566197|XP_026846544.1|DPER	LOC108605325|XP_017850483.1|DBUS
OG0006510	LOC6588237|XP_026851286.1|DPER	LOC117134730|XP_033149264.1|DBUS
OG0006511	LOC6587204|XP_026850782.1|DPER	LOC108603155|XP_017847200.1|DBUS
OG0006512	LOC6598695|XP_026851071.1|DPER	LOC108601441|XP_017844828.1|DBUS
OG0006513	LOC6587238|XP_026845269.1|DPER	LOC108602877|XP_017846662.2|DBUS
OG0006514	LOC6588340|XP_002013931.1|DPER	LOC108604523|XP_017849521.1|DBUS
OG0006515	LOC6588096|XP_002013366.1|DPER	LOC108603018|XP_017846904.1|DBUS
OG0006516	LOC6594808|XP_026839958.1|DPER	LOC108601615|XP_017845003.1|DBUS
OG0006517	LOC6594812|XP_002020227.1|DPER	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS
OG0006518	LOC6594809|XP_026840306.1|DPER	LOC108603137|XP_017847150.2|DBUS
OG0006519	LOC6595193|XP_002020228.2|DPER	LOC108601798|XP_017845222.1|DBUS
OG0006520	LOC6594967|XP_002020486.1|DPER	LOC108604142|XP_017848940.1|DBUS
OG0006521	LOC6588665|XP_002013634.1|DPER	LOC108602150|XP_017845672.1|DBUS
OG0006522	LOC6594801|XP_002020482.2|DPER	LOC108604772|XP_017849855.1|DBUS
OG0006523	LOC6594818|XP_002020013.1|DPER	LOC108602616|XP_017846243.1|DBUS
OG0006524	LOC6593550|XP_002019140.1|DPER	LOC108608467|XP_017855343.2|DBUS
OG0006525	LOC6597669|XP_026848956.1|DPER	LOC108606283|XP_017851752.1|DBUS
OG0006526	LOC6587659|XP_002013308.1|DPER	LOC108601457|XP_017844844.1|DBUS
OG0006527	LOC6587707|XP_002013306.1|DPER	LOC108603899|XP_017848564.1|DBUS
OG0006528	LOC6587764|XP_002013305.1|DPER	LOC108603896|XP_017848560.1|DBUS
OG0006529	LOC6587823|XP_026840314.1|DPER	LOC108601458|XP_017844845.1|DBUS
OG0006530	LOC6587703|XP_002013301.1|DPER	LOC108601459|XP_017844846.2|DBUS
OG0006531	LOC6587875|XP_002013297.1|DPER	LOC108602731|XP_017846371.1|DBUS
OG0006532	LOC6587809|XP_002013290.2|DPER	LOC108602315|XP_017845888.1|DBUS
OG0006533	LOC6592720|XP_002018087.1|DPER	LOC108595324|XP_017836032.1|DBUS
OG0006534	LOC6594813|XP_002020008.1|DPER	LOC108603727|XP_017848259.1|DBUS
OG0006535	LOC6587727|XP_002013459.1|DPER	LOC108604058|XP_017848810.1|DBUS
OG0006536	LOC6587293|XP_026850653.1|DPER	LOC108602342|XP_017845926.1|DBUS
OG0006537	LOC6598663|XP_002023781.2|DPER	LOC108602435|XP_017846045.1|DBUS
OG0006538	LOC6587492|XP_002013061.2|DPER	LOC108603283|XP_017847434.1|DBUS
OG0006539	LOC6587602|XP_026850991.1|DPER	LOC108603534|XP_033150099.1|DBUS
OG0006540	LOC6587874|XP_026840386.1|DPER	LOC108604700|XP_017849750.1|DBUS
OG0006541	LOC6594842|XP_002020246.1|DPER	LOC108603615|XP_017848054.1|DBUS
OG0006542	LOC6594843|XP_002020247.1|DPER	LOC108603617|XP_017848055.1|DBUS
OG0006543	LOC6587886|XP_026851100.1|DPER	LOC108604009|XP_017848740.1|DBUS
OG0006544	LOC6594356|XP_026850243.1|DPER	LOC108603488|XP_017847829.1|DBUS
OG0006545	LOC6602752|XP_002027781.2|DPER	LOC108606136|XP_017851478.1|DBUS
OG0006546	LOC6598801|XP_002023973.2|DPER	LOC108601810|XP_017845235.1|DBUS
OG0006547	LOC6595197|XP_026850672.1|DPER	LOC108603324|XP_017847534.1|DBUS
OG0006548	LOC6587686|XP_002014053.1|DPER	LOC108602646|XP_017846281.1|DBUS
OG0006549	LOC6592031|XP_002017303.1|DPER	LOC108604691|XP_017849737.1|DBUS
OG0006550	LOC6588376|XP_002012982.2|DPER	LOC108602403|XP_017846003.1|DBUS
OG0006551	LOC6601726|XP_026847008.1|DPER	LOC108605321|XP_017850480.1|DBUS
OG0006552	LOC6601730|XP_026846942.1|DPER	LOC108607099|XP_017853212.1|DBUS
OG0006553	LOC6587368|XP_002013021.1|DPER	LOC108602468|XP_017846080.1|DBUS
OG0006554	LOC6598771|XP_026840143.1|DPER	LOC108603013|XP_017846898.1|DBUS
OG0006555	LOC6594678|XP_002019313.2|DPER	LOC108604388|XP_017849334.1|DBUS
OG0006556	LOC6587206|XP_002014010.1|DPER	LOC108604665|XP_017849705.1|DBUS
OG0006557	LOC6589413|XP_002015216.1|DPER	LOC108603816|XP_017848433.1|DBUS
OG0006558	LOC6588007|XP_026850747.1|DPER	LOC108604032|XP_017848773.1|DBUS
OG0006559	LOC6588059|XP_002013752.2|DPER	LOC108601787|XP_017845202.1|DBUS
OG0006560	LOC6588409|XP_026845722.1|DPER	LOC108603127|XP_017847134.1|DBUS
OG0006561	LOC6588642|XP_002013214.1|DPER	LOC108603126|XP_017847133.1|DBUS
OG0006562	LOC6587390|XP_026840063.1|DPER	LOC108604361|XP_017849291.2|DBUS
OG0006563	LOC6598718|XP_002023865.1|DPER	LOC108602950|XP_017846788.1|DBUS
OG0006564	LOC6598618|XP_002023863.2|DPER	LOC108602245|XP_017845784.1|DBUS
OG0006565	LOC6598609|XP_002023854.2|DPER	LOC108601360|XP_017844749.1|DBUS
OG0006566	LOC6588406|XP_026841894.1|DPER	LOC108603529|XP_017847912.1|DBUS
OG0006567	LOC6594858|XP_002020066.1|DPER	LOC108602183|XP_017845711.1|DBUS
OG0006568	LOC6594857|XP_026850588.1|DPER	LOC108603802|XP_033149828.1|DBUS
OG0006569	LOC6602933|XP_026848795.1|DPER	LOC108598954|XP_017841214.1|DBUS
OG0006570	LOC6591771|XP_026850757.1|DPER	LOC108604258|XP_017849140.1|DBUS
OG0006571	LOC6594873|XP_002020112.1|DPER	LOC108602841|XP_017846581.1|DBUS
OG0006572	LOC113565662|XP_026844137.1|DPER	LOC108602026|XP_017845517.1|DBUS
OG0006573	LOC6592033|XP_002017001.1|DPER	LOC108604687|XP_017849732.1|DBUS
