Orthogroup	DPER.longest_only	DKIK.longest_only
OG0005082	LOC6596065|XP_002021222.1|DPER	LOC108083144|XP_017034315.1|DKIK
OG0005083	LOC6598521|XP_002023560.1|DPER	LOC108071752|XP_017018066.1|DKIK
OG0005084	LOC6602314|XP_026848495.1|DPER	LOC108075109|XP_017022880.1|DKIK
OG0005085	LOC6599001|XP_002024069.1|DPER	LOC108073905|XP_017021189.1|DKIK
OG0005086	LOC6602122|XP_002027194.2|DPER	LOC108073041|XP_017019993.1|DKIK
OG0005087	LOC6602825|XP_026847785.1|DPER	LOC108078841|XP_017028425.1|DKIK
OG0005088	LOC6601272|XP_002026401.1|DPER	LOC108072148|XP_017018680.1|DKIK
OG0005089	LOC6601270|XP_002026399.1|DPER	LOC108072147|XP_017018679.1|DKIK
OG0005090	LOC6591267|XP_002015800.1|DPER	LOC108076618|XP_017025034.1|DKIK
OG0005091	LOC6592222|XP_026841489.1|DPER	LOC108078173|XP_017027318.1|DKIK
OG0005092	LOC6597157|XP_002022362.1|DPER	LOC108078018|XP_017027071.1|DKIK
OG0005093	LOC6602295|XP_002027354.2|DPER	LOC108073916|XP_017021202.1|DKIK
OG0005094	LOC6604157|XP_026847977.1|DPER	LOC108079777|XP_017029709.1|DKIK
OG0005095	LOC6590108|XP_026842284.1|DPER	LOC108072340|XP_017018917.1|DKIK
OG0005096	LOC6596421|XP_026843338.1|DPER	LOC108075939|XP_017024071.1|DKIK
OG0005097	LOC6592977|XP_002018027.1|DPER	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK
OG0005098	LOC6600855|XP_026842378.1|DPER	LOC108076472|XP_017024848.1|DKIK
OG0005099	LOC6592274|XP_002018415.1|DPER	LOC108074641|XP_017022245.1|DKIK
OG0005100	LOC6592273|XP_002018414.1|DPER	LOC108074653|XP_017022258.1|DKIK
OG0005101	LOC6594208|XP_002019667.1|DPER	LOC108073362|XP_017020418.1|DKIK
OG0005102	LOC6600908|XP_026841123.1|DPER	LOC108078387|XP_017027714.1|DKIK
OG0005103	LOC6590987|XP_002016552.1|DPER	LOC108072143|XP_017018674.1|DKIK
OG0005104	LOC6604588|XP_002029472.1|DPER, LOC6593533|XP_002018720.1|DPER	LOC108074797|XP_017022470.1|DKIK
OG0005105	LOC6601423|XP_002026492.1|DPER	LOC108077480|XP_017026291.1|DKIK
OG0005106	LOC6603911|XP_026847595.1|DPER	LOC108075216|XP_017023046.1|DKIK
OG0005107	LOC6596220|XP_002021288.2|DPER	LOC108079907|XP_017029930.1|DKIK
OG0005108	LOC6592249|XP_002017635.1|DPER	LOC108072950|XP_017019817.1|DKIK
OG0005109	LOC6602680|XP_002027691.1|DPER	LOC108075201|XP_017023027.1|DKIK
OG0005110	LOC6599759|XP_026847305.1|DPER	LOC108079857|XP_017029858.1|DKIK
OG0005111	LOC6602791|XP_026847873.1|DPER	LOC108083142|XP_017034313.1|DKIK
OG0005112	LOC6601013|XP_026849692.1|DPER	LOC108073947|XP_017021252.1|DKIK
OG0005113	LOC6602786|XP_002027800.1|DPER	LOC108083143|XP_017034314.1|DKIK
OG0005114	LOC6601249|XP_002026211.1|DPER	LOC108075040|XP_017022796.1|DKIK
OG0005115	LOC6596312|XP_026843610.1|DPER	LOC108086240|XP_017038601.1|DKIK
OG0005116	LOC6601645|XP_002026759.2|DPER	LOC108079913|XP_017029938.1|DKIK
OG0005117	LOC6598373|XP_002023398.1|DPER	LOC108076102|XP_017024314.1|DKIK
OG0005118	LOC6589709|XP_002014459.1|DPER	LOC108082024|XP_017032781.1|DKIK
OG0005119	LOC6591251|XP_026841571.1|DPER	LOC108078242|XP_017027439.1|DKIK
OG0005120	LOC6595888|XP_026845448.1|DPER	LOC108079724|XP_017029623.1|DKIK
OG0005121	LOC6602411|XP_026848586.1|DPER	LOC108083233|XP_017034429.1|DKIK
OG0005122	LOC6595900|XP_002021441.1|DPER	LOC108075311|XP_017023204.1|DKIK
OG0005123	LOC6599059|XP_026848960.1|DPER	LOC108080689|XP_017031015.1|DKIK
OG0005124	LOC6601658|XP_026847526.1|DPER	LOC108079795|XP_017029760.1|DKIK
OG0005125	LOC6601659|XP_026847486.1|DPER	LOC108079791|XP_017029747.1|DKIK
OG0005126	LOC6601219|XP_026848091.1|DPER	LOC108078769|XP_017028300.1|DKIK
OG0005127	LOC6599090|XP_002024223.1|DPER	LOC108075283|XP_017023160.1|DKIK
OG0005128	LOC6590719|XP_026840598.1|DPER	LOC108081180|XP_017031728.1|DKIK
OG0005129	LOC6601795|XP_002026854.1|DPER	LOC108075275|XP_017023145.1|DKIK
OG0005130	LOC6601834|XP_026849377.1|DPER	LOC108075230|XP_017023065.1|DKIK
OG0005131	LOC6597191|XP_002022336.2|DPER	LOC108078283|XP_017027539.1|DKIK
OG0005132	LOC6603304|XP_002028285.1|DPER	LOC108073431|XP_017020540.1|DKIK
OG0005133	LOC113566609|XP_026848813.1|DPER	LOC108073861|XP_017021133.1|DKIK
OG0005134	LOC6596229|XP_026845635.1|DPER	LOC108070445|XP_017016412.1|DKIK
OG0005135	LOC6595865|XP_002021410.1|DPER	LOC108075300|XP_017023183.1|DKIK
OG0005136	LOC6595867|XP_002021412.1|DPER	LOC108075263|XP_017023119.1|DKIK
OG0005137	LOC6587888|XP_026840865.1|DPER	LOC108083975|XP_017035474.1|DKIK
OG0005138	LOC6600316|XP_002025370.2|DPER	LOC108085987|XP_017038277.1|DKIK
OG0005139	LOC6601463|XP_002026430.2|DPER	LOC108071614|XP_017017886.1|DKIK
OG0005140	LOC6596349|XP_002021487.1|DPER	LOC108086230|XP_017038587.1|DKIK
OG0005141	LOC6593123|XP_002017622.1|DPER	LOC108078165|XP_017027307.1|DKIK
OG0005142	LOC6602466|XP_026848773.1|DPER	LOC108077548|XP_017026429.1|DKIK
OG0005143	LOC6602491|XP_026848717.1|DPER	LOC108077530|XP_017026387.1|DKIK
OG0005144	LOC6602494|XP_026848800.1|DPER	LOC108077491|XP_017026304.1|DKIK
OG0005145	LOC6602462|XP_002027524.1|DPER	LOC108077561|XP_017026442.1|DKIK
OG0005146	LOC6601235|XP_026848204.1|DPER	LOC108078836|XP_017028416.1|DKIK
OG0005147	LOC113566504|XP_026848205.1|DPER	LOC108078838|XP_017028419.1|DKIK
OG0005148	LOC6599636|XP_002024746.2|DPER	LOC108078804|XP_017028361.1|DKIK
OG0005149	LOC6592935|XP_002018382.1|DPER	LOC108072963|XP_017019884.1|DKIK
OG0005150	LOC6599820|XP_002024920.1|DPER	LOC108071552|XP_017017819.1|DKIK
OG0005151	LOC6601915|XP_002026964.1|DPER	LOC108079859|XP_017029860.1|DKIK
OG0005152	LOC6601908|XP_002026957.1|DPER	LOC108079888|XP_017029900.1|DKIK
OG0005153	LOC113566709|XP_026849327.1|DPER, LOC6601906|XP_026849325.1|DPER	LOC108079876|XP_017029881.1|DKIK
OG0005154	LOC6601904|XP_026849320.1|DPER	LOC108072730|XP_017019480.1|DKIK
OG0005155	LOC6599559|XP_026849409.1|DPER	LOC108078638|XP_017028059.1|DKIK
OG0005156	LOC6591460|XP_002016946.1|DPER	LOC108084871|XP_017036752.1|DKIK
OG0005157	LOC6593198|XP_026842294.1|DPER	LOC108078177|XP_017027330.1|DKIK
OG0005158	LOC6599465|XP_002024614.2|DPER	LOC108071622|XP_017017892.1|DKIK
OG0005159	LOC6599767|XP_002024887.2|DPER	LOC108079862|XP_017029862.1|DKIK
OG0005160	LOC6596095|XP_002021248.1|DPER	LOC108071942|XP_017018397.1|DKIK
OG0005161	LOC6590424|XP_002016596.1|DPER	LOC108072191|XP_017018737.1|DKIK
OG0005162	LOC6598246|XP_002023416.1|DPER	LOC108071827|XP_017018223.1|DKIK
OG0005163	LOC6600502|XP_002025609.1|DPER	LOC108084802|XP_017036648.1|DKIK
OG0005164	LOC113565972|XP_026845261.1|DPER	LOC108083150|XP_017034320.1|DKIK
OG0005165	LOC6601292|XP_002026330.2|DPER	LOC108076361|XP_017024649.1|DKIK
OG0005166	LOC6591992|XP_002017216.1|DPER	LOC108075665|XP_017023703.1|DKIK
OG0005167	LOC6591993|XP_002017217.1|DPER	LOC108075600|XP_017023611.1|DKIK
OG0005168	LOC6601008|XP_002026163.1|DPER	LOC108078844|XP_017028428.1|DKIK
OG0005169	LOC6603301|XP_002028282.1|DPER	LOC108073475|XP_017020615.1|DKIK
OG0005170	LOC6603300|XP_026849856.1|DPER	LOC108073473|XP_017020611.1|DKIK
OG0005171	LOC6603299|XP_002028280.1|DPER	LOC108073317|XP_017020366.1|DKIK
OG0005172	LOC6601572|XP_026841467.1|DPER	LOC108074738|XP_017022396.1|DKIK
OG0005173	LOC6590956|XP_002015541.1|DPER	LOC108080715|XP_017031055.1|DKIK
OG0005174	LOC6592407|XP_002018152.1|DPER	LOC108076541|XP_017024943.1|DKIK
OG0005175	LOC6593138|XP_002018170.1|DPER	LOC108074212|XP_017021643.1|DKIK
OG0005176	LOC6591154|XP_002015923.1|DPER	LOC108082594|XP_017033550.1|DKIK
OG0005177	LOC6593135|XP_026842091.1|DPER	LOC108074201|XP_017021629.1|DKIK
OG0005178	LOC6601439|XP_026847784.1|DPER	LOC108077566|XP_017026450.1|DKIK
OG0005179	LOC6602482|XP_002027512.1|DPER	LOC108077510|XP_017026357.1|DKIK
OG0005180	LOC6600626|XP_026847598.1|DPER	LOC108079751|XP_017029655.1|DKIK
OG0005181	LOC6599352|XP_026847122.1|DPER	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK
OG0005182	LOC6592993|XP_002017976.1|DPER	LOC108078241|XP_017027437.1|DKIK
OG0005183	LOC6592254|XP_002017640.1|DPER	LOC108074464|XP_017022016.1|DKIK
OG0005184	LOC6592251|XP_026840737.1|DPER	LOC108072932|XP_017019770.1|DKIK
OG0005185	LOC6592671|XP_002018196.1|DPER	LOC108076300|XP_017024560.1|DKIK
OG0005186	LOC6592824|XP_026840801.1|DPER	LOC108078423|XP_017027777.1|DKIK
OG0005187	LOC6590957|XP_026842828.1|DPER	LOC108080712|XP_017031038.1|DKIK
OG0005188	LOC6592255|XP_002018564.1|DPER	LOC108081191|XP_017031745.1|DKIK
OG0005189	LOC6597445|XP_026846443.1|DPER	LOC108079363|XP_017029162.1|DKIK
OG0005190	LOC6599848|XP_026847345.1|DPER	LOC108070610|XP_017016672.1|DKIK
OG0005191	LOC6591944|XP_002017311.1|DPER	LOC108070696|XP_017016769.1|DKIK
OG0005192	LOC6590179|XP_026840595.1|DPER	LOC108072886|XP_017019696.1|DKIK
OG0005193	LOC6592674|XP_026842449.1|DPER	LOC108076299|XP_017024559.1|DKIK
OG0005194	LOC6592557|XP_026842883.1|DPER	LOC108076721|XP_017025176.1|DKIK
OG0005195	LOC6602086|XP_002027164.1|DPER	LOC108078119|XP_017027225.1|DKIK
OG0005196	LOC6595909|XP_002021055.2|DPER	LOC108075001|XP_017022733.1|DKIK
OG0005197	LOC6592742|XP_026841181.1|DPER	LOC108070755|XP_017016841.1|DKIK
OG0005198	LOC6595967|XP_002021205.1|DPER	LOC108070456|XP_017016427.1|DKIK
OG0005199	LOC6602118|XP_002027132.1|DPER	LOC108076498|XP_017024880.1|DKIK
OG0005200	LOC6590868|XP_002016117.1|DPER	LOC108074717|XP_017022349.1|DKIK
OG0005201	LOC6591162|XP_026842176.1|DPER	LOC108072367|XP_017018950.1|DKIK
OG0005202	LOC6591015|XP_002016367.1|DPER	LOC108070891|XP_017017025.1|DKIK
OG0005203	LOC6600882|XP_026842623.1|DPER	LOC108074724|XP_017022357.1|DKIK
OG0005204	LOC6593523|XP_026843548.1|DPER	LOC108075905|XP_017024014.1|DKIK
OG0005205	LOC6589030|XP_026844250.1|DPER	LOC108082218|XP_017033040.1|DKIK
OG0005206	LOC6592562|XP_002018244.1|DPER	LOC108076516|XP_017024913.1|DKIK
OG0005207	LOC6592195|XP_002017765.1|DPER	LOC108078145|XP_017027273.1|DKIK
OG0005208	LOC6592359|XP_002018431.1|DPER	LOC108078006|XP_017027050.1|DKIK
OG0005209	LOC6593701|XP_002018848.1|DPER	LOC108085255|XP_017037291.1|DKIK
OG0005210	LOC6593700|XP_026842949.1|DPER	LOC108085260|XP_017037299.1|DKIK
OG0005211	LOC6602210|XP_026848000.1|DPER	LOC108070446|XP_017016414.1|DKIK
OG0005212	LOC6593596|XP_002018887.1|DPER	LOC108070777|XP_017016865.1|DKIK
OG0005213	LOC6600228|XP_026846731.1|DPER	LOC108079382|XP_017029192.1|DKIK
OG0005214	LOC6602212|XP_002027250.2|DPER	LOC108077091|XP_017025751.1|DKIK
OG0005215	LOC6589046|XP_026844457.1|DPER	LOC108074337|XP_017021845.1|DKIK
OG0005216	LOC6597960|XP_002023163.1|DPER	LOC108082769|XP_017033787.1|DKIK
OG0005217	LOC6593538|XP_002018725.1|DPER	LOC108081530|XP_017032237.1|DKIK
OG0005218	LOC6593439|XP_026843021.1|DPER	LOC108082844|XP_017033901.1|DKIK
OG0005219	LOC6592847|XP_026841689.1|DPER	LOC108078204|XP_017027377.1|DKIK
OG0005220	LOC6595835|XP_026845256.1|DPER	LOC108079055|XP_017028751.1|DKIK
OG0005221	LOC6593853|XP_026843097.1|DPER	LOC108082109|XP_017032898.1|DKIK
OG0005222	LOC6595428|XP_026844779.1|DPER	LOC108076999|XP_017025558.1|DKIK
OG0005223	LOC6593592|XP_002018883.2|DPER	LOC108079983|XP_017030038.1|DKIK
OG0005224	LOC6593889|XP_026843719.1|DPER	LOC108074788|XP_017022454.1|DKIK
OG0005225	LOC6596280|XP_002021802.1|DPER	LOC108075917|XP_017024039.1|DKIK
OG0005226	LOC6589598|XP_026843954.1|DPER	LOC108077103|XP_017025781.1|DKIK
OG0005227	LOC6595561|XP_002020909.1|DPER	LOC108072630|XP_017019349.1|DKIK
OG0005228	LOC6595562|XP_002020910.1|DPER	LOC108072556|XP_017019224.1|DKIK
OG0005229	LOC6589520|XP_026844253.1|DPER	LOC108079045|XP_017028726.1|DKIK
OG0005230	LOC6589726|XP_026844834.1|DPER	LOC108082058|XP_017032824.1|DKIK
OG0005231	LOC6595580|XP_002020957.1|DPER	LOC108074351|XP_017021865.1|DKIK
OG0005232	LOC6603391|XP_026843268.1|DPER	LOC108075891|XP_017023990.1|DKIK
OG0005233	LOC6593694|XP_002018841.1|DPER	LOC108085250|XP_017037286.1|DKIK
OG0005234	LOC6597937|XP_002023172.2|DPER	LOC108082866|XP_017033933.1|DKIK
OG0005235	LOC6589715|XP_002015305.1|DPER	LOC108082871|XP_017033938.1|DKIK
OG0005236	LOC6595554|XP_002020641.1|DPER	LOC108077433|XP_017026229.1|DKIK
OG0005237	LOC6595471|XP_026844411.1|DPER	LOC108077431|XP_017026225.1|DKIK
OG0005238	LOC6595473|XP_002020645.1|DPER	LOC108077354|XP_017026135.1|DKIK
OG0005239	LOC6589838|XP_026843900.1|DPER	LOC108074577|XP_017022170.1|DKIK
OG0005240	LOC6589467|XP_002014412.1|DPER	LOC108077177|XP_017025903.1|DKIK
OG0005241	LOC6595533|XP_002020668.2|DPER	LOC108074420|XP_017021942.1|DKIK
OG0005242	LOC6596650|XP_002021658.1|DPER	LOC108077261|XP_017026016.1|DKIK
OG0005243	LOC6589521|XP_026844704.1|DPER	LOC108079031|XP_017028712.1|DKIK
OG0005244	LOC6588386|XP_002013952.1|DPER	LOC108085726|XP_017037941.1|DKIK
OG0005245	LOC6591462|XP_002016948.1|DPER	LOC108081156|XP_017031684.1|DKIK
OG0005246	LOC6589874|XP_002014587.1|DPER	LOC108086129|XP_017038470.1|DKIK
OG0005247	LOC6592428|XP_002018240.1|DPER	LOC108076302|XP_017024562.1|DKIK
OG0005248	LOC6594101|XP_026850238.1|DPER	LOC108084255|XP_017035887.1|DKIK
OG0005249	LOC6594304|XP_002019802.1|DPER	LOC108084832|XP_017036687.1|DKIK
OG0005250	LOC6596594|XP_026843707.1|DPER	LOC108070521|XP_017016520.1|DKIK
OG0005251	LOC6589250|XP_026844210.1|DPER	LOC108076891|XP_017025412.1|DKIK
OG0005252	LOC6598073|XP_026843009.1|DPER	LOC108082745|XP_017033744.1|DKIK
OG0005253	LOC6593465|XP_002018603.2|DPER	LOC108081410|XP_017032076.1|DKIK
OG0005254	LOC6593964|XP_026843467.1|DPER	LOC108072511|XP_017019172.1|DKIK
OG0005255	LOC6593963|XP_026843614.1|DPER	LOC108072606|XP_017019318.1|DKIK
OG0005256	LOC6597917|XP_026843120.1|DPER	LOC108080692|XP_017031017.1|DKIK
OG0005257	LOC6593796|XP_002018716.1|DPER	LOC108074855|XP_017022554.1|DKIK
OG0005258	LOC6593380|XP_002019046.1|DPER	LOC108082208|XP_017033029.1|DKIK
OG0005259	LOC6598111|XP_026843164.1|DPER	LOC108077413|XP_017026202.1|DKIK
OG0005260	LOC6598112|XP_002023268.1|DPER	LOC108077416|XP_017026206.1|DKIK
OG0005261	LOC6588708|XP_026844519.1|DPER	LOC108077208|XP_017025947.1|DKIK
OG0005262	LOC6588813|XP_002015174.1|DPER	LOC108081419|XP_017032091.1|DKIK
OG0005263	LOC6593321|XP_026843392.1|DPER	LOC108072600|XP_017019309.1|DKIK
OG0005264	LOC6587545|XP_026848317.1|DPER	LOC108075661|XP_017023699.1|DKIK
OG0005265	LOC6597945|XP_002023180.1|DPER	LOC108082802|XP_017033849.1|DKIK
OG0005266	LOC6603384|XP_026843750.1|DPER	LOC108075916|XP_017024038.1|DKIK
OG0005267	LOC6596389|XP_002021542.2|DPER	LOC108077342|XP_017026119.1|DKIK
OG0005268	LOC6596390|XP_026843298.1|DPER	LOC108077447|XP_017026254.1|DKIK
OG0005269	LOC6596371|XP_002021556.1|DPER	LOC108077451|XP_017026259.1|DKIK
OG0005270	LOC6589723|XP_002015132.1|DPER	LOC108081972|XP_017032695.1|DKIK
OG0005271	LOC113565701|XP_026844366.1|DPER, LOC6589555|XP_002014513.1|DPER	LOC108074806|XP_017022489.1|DKIK
OG0005272	LOC6589654|XP_026844365.1|DPER	LOC108074807|XP_017022490.1|DKIK
OG0005273	LOC6589071|XP_002014520.1|DPER	LOC108074833|XP_017022523.1|DKIK
OG0005274	LOC6589719|XP_002015128.2|DPER	LOC108082057|XP_017032823.1|DKIK
OG0005275	LOC6589676|XP_002014400.2|DPER	LOC108077052|XP_017025694.1|DKIK
OG0005276	LOC6589025|XP_026844060.1|DPER	LOC108086157|XP_017038508.1|DKIK
OG0005277	LOC6589047|XP_026844488.1|DPER	LOC108086176|XP_017038529.1|DKIK
OG0005278	LOC6592552|XP_002017930.1|DPER	LOC108076767|XP_017025257.1|DKIK
OG0005279	LOC113565713|XP_026844440.1|DPER	LOC108082232|XP_017033059.1|DKIK
OG0005280	LOC113565691|XP_026844287.1|DPER	LOC108074429|XP_017021954.1|DKIK
OG0005281	LOC6596478|XP_026843676.1|DPER	LOC108077435|XP_017026237.1|DKIK
OG0005282	LOC6588327|XP_002014144.1|DPER	LOC108085468|XP_017037574.1|DKIK
OG0005283	LOC6588425|XP_002013463.1|DPER	LOC108084597|XP_017036361.1|DKIK
OG0005284	LOC6593671|XP_026843293.1|DPER	LOC108081403|XP_017032052.1|DKIK
OG0005285	LOC6593672|XP_026843494.1|DPER	LOC108081415|XP_017032086.1|DKIK
OG0005286	LOC6595485|XP_026844272.1|DPER	LOC108074428|XP_017021951.1|DKIK
OG0005287	LOC6604703|XP_026844276.1|DPER	LOC108074437|XP_017021965.1|DKIK
OG0005288	LOC6593920|XP_002018681.1|DPER	LOC108082596|XP_017033557.1|DKIK
OG0005289	LOC6603526|XP_002028506.1|DPER	LOC108081409|XP_017032075.1|DKIK
OG0005290	LOC6592042|XP_002017155.1|DPER	LOC108075526|XP_017023512.1|DKIK
OG0005291	LOC6596245|XP_002021774.2|DPER	LOC108072571|XP_017019265.1|DKIK
OG0005292	LOC6593391|XP_002019089.1|DPER	LOC108072569|XP_017019251.1|DKIK
OG0005293	LOC6593403|XP_002018857.2|DPER	LOC108085235|XP_017037264.1|DKIK
OG0005294	LOC6595408|XP_026844477.1|DPER	LOC108082167|XP_017032962.1|DKIK
OG0005295	LOC6596248|XP_026843692.1|DPER	LOC108072570|XP_017019260.1|DKIK
OG0005296	LOC6588299|XP_002014132.1|DPER	LOC108085415|XP_017037471.1|DKIK
OG0005297	LOC6593974|XP_026843588.1|DPER	LOC108074845|XP_017022541.1|DKIK
OG0005298	LOC6588919|XP_026844998.1|DPER	LOC108077082|XP_017025739.1|DKIK
OG0005299	LOC6587846|XP_026839921.1|DPER	LOC108073487|XP_017020634.1|DKIK
OG0005300	LOC6600776|XP_002025844.1|DPER	LOC108083434|XP_017034678.1|DKIK
OG0005301	LOC6589794|XP_026844092.1|DPER	LOC108082036|XP_017032794.1|DKIK
OG0005302	LOC6590169|XP_002016105.1|DPER	LOC108073129|XP_017020116.1|DKIK
OG0005303	LOC6595678|XP_002020738.2|DPER	LOC108082865|XP_017033932.1|DKIK
OG0005304	LOC6593561|XP_002018976.1|DPER	LOC108079976|XP_017030028.1|DKIK
OG0005305	LOC6592551|XP_026841995.1|DPER	LOC108076766|XP_017025256.1|DKIK
OG0005306	LOC6589461|XP_002014740.2|DPER	LOC108076991|XP_017025540.1|DKIK
OG0005307	LOC6589762|XP_002015113.1|DPER	LOC108081988|XP_017032715.1|DKIK
OG0005308	LOC6589505|XP_002015101.1|DPER	LOC108077075|XP_017025731.1|DKIK
OG0005309	LOC6588747|XP_002015094.1|DPER	LOC108082192|XP_017033002.1|DKIK
OG0005310	LOC6588750|XP_002014837.1|DPER	LOC108079623|XP_017029490.1|DKIK
OG0005311	LOC6603039|XP_002028061.1|DPER	LOC108077152|XP_017025871.1|DKIK
OG0005312	LOC6602243|XP_002027273.1|DPER	LOC108077144|XP_017025851.1|DKIK
OG0005313	LOC6589679|XP_026844621.1|DPER	LOC108077276|XP_017026038.1|DKIK
OG0005314	LOC6595442|XP_002020863.2|DPER	LOC108082182|XP_017032988.1|DKIK
OG0005315	LOC6588893|XP_002014681.2|DPER	LOC108070536|XP_017016549.1|DKIK
OG0005316	LOC6592553|XP_026842720.1|DPER	LOC108076736|XP_017025203.1|DKIK
OG0005317	LOC6589127|XP_002014747.2|DPER	LOC108077407|XP_017026196.1|DKIK
OG0005318	LOC6597996|XP_026843490.1|DPER	LOC108083750|XP_017035159.1|DKIK
OG0005319	LOC6593405|XP_002018859.1|DPER	LOC108085245|XP_017037279.1|DKIK
OG0005320	LOC6596558|XP_002021739.2|DPER	LOC108072591|XP_017019292.1|DKIK
OG0005321	LOC6589054|XP_002014306.1|DPER	LOC108077167|XP_017025891.1|DKIK
OG0005322	LOC6589363|XP_002015368.1|DPER	LOC108074581|XP_017022178.1|DKIK
OG0005323	LOC6593852|XP_026843820.1|DPER	LOC108082198|XP_017033010.1|DKIK
OG0005324	LOC6589447|XP_002014474.2|DPER	LOC108077292|XP_017026060.1|DKIK
OG0005325	LOC113565460|XP_026843299.1|DPER	LOC108075868|XP_017023959.1|DKIK
OG0005326	LOC6589446|XP_002014473.1|DPER	LOC108077318|XP_017026096.1|DKIK
OG0005327	LOC6593446|XP_002019202.1|DPER	LOC108082888|XP_017033959.1|DKIK
OG0005328	LOC6587601|XP_002013103.1|DPER	LOC108075565|XP_017023569.1|DKIK
OG0005329	LOC6602984|XP_002028046.1|DPER	LOC108078947|XP_017028585.1|DKIK
OG0005330	LOC6602985|XP_002028047.1|DPER	LOC108078945|XP_017028583.1|DKIK
OG0005331	LOC6596388|XP_002021541.1|DPER	LOC108077457|XP_017026270.1|DKIK
OG0005332	LOC6588777|XP_002015258.2|DPER	LOC108074602|XP_017022206.1|DKIK
OG0005333	LOC6589294|XP_002015064.1|DPER	LOC108075786|XP_017023843.1|DKIK
OG0005334	LOC113565675|XP_026844213.1|DPER	LOC108077204|XP_017025940.1|DKIK
OG0005335	LOC6590532|XP_026841858.1|DPER	LOC108081810|XP_017032535.1|DKIK
OG0005336	LOC6600944|XP_002026015.1|DPER	LOC108078553|XP_017027959.1|DKIK
OG0005337	LOC6591210|XP_002016200.2|DPER	LOC108078276|XP_017027517.1|DKIK
OG0005338	LOC6588823|XP_026844009.1|DPER	LOC108074573|XP_017022164.1|DKIK
OG0005339	LOC6589010|XP_002014326.1|DPER	LOC108076880|XP_017025399.1|DKIK
OG0005340	LOC6589017|XP_002014436.1|DPER	LOC108082072|XP_017032851.1|DKIK
OG0005341	LOC6590641|XP_002016602.1|DPER	LOC108070879|XP_017017011.1|DKIK
OG0005342	LOC6595488|XP_002020593.1|DPER	LOC108082073|XP_017032853.1|DKIK
OG0005343	LOC6602057|XP_002027188.1|DPER	LOC108073043|XP_017019995.1|DKIK
OG0005344	LOC6592799|XP_002017830.1|DPER	LOC108082383|XP_017033213.1|DKIK
OG0005345	LOC6593553|XP_002018968.1|DPER	LOC108082779|XP_017033803.1|DKIK
OG0005346	LOC6593434|XP_002019119.1|DPER	LOC108075876|XP_017023969.1|DKIK
OG0005347	LOC113565898|XP_026845063.1|DPER, LOC6589393|XP_026844072.1|DPER	LOC108086124|XP_017038461.1|DKIK
OG0005348	LOC6588710|XP_002014378.2|DPER	LOC108077256|XP_017026008.1|DKIK
OG0005349	LOC6589465|XP_002014410.1|DPER	LOC108077059|XP_017025714.1|DKIK
OG0005350	LOC6589720|XP_026844684.1|DPER	LOC108081984|XP_017032711.1|DKIK
OG0005351	LOC6602164|XP_026847982.1|DPER	LOC108070567|XP_017016607.1|DKIK
OG0005352	LOC6589311|XP_026844130.1|DPER	LOC108077126|XP_017025819.1|DKIK
OG0005353	LOC6590057|XP_002016389.1|DPER	LOC108082461|XP_017033326.1|DKIK
OG0005354	LOC6596290|XP_026843796.1|DPER	LOC108075838|XP_017023903.1|DKIK
OG0005355	LOC6593755|XP_002018667.1|DPER	LOC108074288|XP_017021763.1|DKIK
OG0005356	LOC6593757|XP_002018669.1|DPER	LOC108074302|XP_017021780.1|DKIK
OG0005357	LOC113564871|XP_026844197.1|DPER	LOC108079618|XP_017029482.1|DKIK
OG0005358	LOC6593683|XP_002018761.1|DPER	LOC108075865|XP_017023949.1|DKIK
OG0005359	LOC6603162|XP_002028177.1|DPER	LOC108086135|XP_017038477.1|DKIK
OG0005360	LOC6595810|XP_002021289.1|DPER	LOC108085511|XP_017037623.1|DKIK
OG0005361	LOC6596587|XP_002021674.1|DPER	LOC108077247|XP_017025996.1|DKIK
OG0005362	LOC113565718|XP_026844460.1|DPER	LOC108074504|XP_017022071.1|DKIK
OG0005363	LOC6596541|XP_026843730.1|DPER	LOC108073637|XP_017020845.1|DKIK
OG0005364	LOC6600834|XP_002025928.1|DPER	LOC108078389|XP_017027733.1|DKIK
OG0005365	LOC6589482|XP_026844097.1|DPER	LOC108082191|XP_017033000.1|DKIK
OG0005366	LOC6589481|XP_002015237.1|DPER	LOC108082231|XP_017033058.1|DKIK
OG0005367	LOC6589479|XP_002015235.2|DPER	LOC108082168|XP_017032963.1|DKIK
OG0005368	LOC6594877|XP_002020116.2|DPER, LOC113565940|XP_026845122.1|DPER	LOC108073321|XP_017020371.1|DKIK
OG0005369	LOC6589639|XP_002015343.1|DPER	LOC108072624|XP_017019342.1|DKIK
OG0005370	LOC6589724|XP_002015117.2|DPER	LOC108082039|XP_017032801.1|DKIK
OG0005371	LOC6589764|XP_026844413.1|DPER	LOC108081973|XP_017032696.1|DKIK
OG0005372	LOC6588152|XP_026846296.1|DPER	LOC108084199|XP_017035797.1|DKIK
OG0005373	LOC113565524|XP_026843600.1|DPER	LOC108074550|XP_017022176.1|DKIK
OG0005374	LOC6589124|XP_002014744.1|DPER	LOC108077071|XP_017025728.1|DKIK
OG0005375	LOC6589125|XP_002014745.1|DPER	LOC108077070|XP_017025727.1|DKIK
