Orthogroup	DPER.longest_only	DALB.longest_only
OG0004197	LOC6594544|XP_002019374.1|DPER	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC6591627|XP_002017194.1|DPER	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC6591942|XP_002017309.1|DPER	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC6592725|XP_002018092.1|DPER	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC6587431|XP_002013037.1|DPER	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC6587697|XP_002012755.1|DPER	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC6594173|XP_002019443.1|DPER	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC6602357|XP_002027436.1|DPER	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC6596996|XP_002022243.2|DPER	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC6594412|XP_002019676.1|DPER	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC6594413|XP_002019677.1|DPER	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC6594125|XP_026842880.1|DPER	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC6595273|XP_026850017.1|DPER	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC6598798|XP_002023909.1|DPER	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC6589152|XP_002014759.1|DPER	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC6592147|XP_002017283.1|DPER	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC6594283|XP_002019609.2|DPER	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC6600815|XP_002025882.1|DPER	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC6601561|XP_026842008.1|DPER	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC6601974|XP_026849616.1|DPER	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC6600334|XP_002025343.2|DPER	LOC117570123|XP_034107479.1|DALB
OG0004218	LOC6597565|XP_002022782.1|DPER	LOC117575539|XP_034115684.1|DALB
OG0004219	LOC6594559|XP_002019578.1|DPER	LOC117575429|XP_034115524.1|DALB
OG0004220	LOC6591900|XP_026840390.1|DPER	LOC117576423|XP_034117046.1|DALB
OG0004221	LOC6594543|XP_002019373.1|DPER	LOC117573930|XP_034113346.1|DALB
OG0004222	LOC6591871|XP_026851159.1|DPER	LOC117574690|XP_034114487.1|DALB
OG0004223	LOC6591874|XP_026851151.1|DPER	LOC117575034|XP_034115004.1|DALB
OG0004224	LOC6592051|XP_002017164.1|DPER	LOC117573647|XP_034112856.1|DALB
OG0004225	LOC6598570|XP_002023633.2|DPER	LOC117577189|XP_034118103.1|DALB
OG0004226	LOC6592028|XP_026850988.1|DPER	LOC117576334|XP_034116898.1|DALB
OG0004227	LOC6594176|XP_026850517.1|DPER	LOC117576348|XP_034116923.1|DALB
OG0004228	LOC6594175|XP_002019445.1|DPER	LOC117574845|XP_034114732.1|DALB
OG0004229	LOC6603159|XP_026842545.1|DPER	LOC117566416|XP_034101831.1|DALB
OG0004230	LOC6599120|XP_026849266.1|DPER	LOC117577642|XP_034118402.1|DALB
OG0004231	LOC6601887|XP_002026936.2|DPER	LOC117572113|XP_034110625.1|DALB
OG0004232	LOC6601891|XP_026849388.1|DPER	LOC117572116|XP_034110632.1|DALB
OG0004233	LOC6601892|XP_026849386.1|DPER	LOC117572115|XP_034110631.1|DALB
OG0004234	LOC6601900|XP_002026949.2|DPER	LOC117571618|XP_034109731.1|DALB
OG0004235	LOC6599945|XP_002025135.2|DPER	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB
OG0004236	LOC6594184|XP_002019815.1|DPER	LOC117574683|XP_034114480.1|DALB
OG0004237	LOC6594119|XP_026851013.1|DPER	LOC117576449|XP_034117105.1|DALB
OG0004238	LOC6594245|XP_002019775.1|DPER	LOC117575027|XP_034114997.1|DALB
OG0004239	LOC6594536|XP_026845705.1|DPER	LOC117575809|XP_034116092.1|DALB
OG0004240	LOC6591814|XP_002017235.1|DPER	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC6591491|XP_026849970.1|DPER	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC6594694|XP_002019621.1|DPER	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC6599499|XP_002024719.1|DPER	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC6594181|XP_002019812.1|DPER	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC6601020|XP_002026142.1|DPER	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC6598859|XP_026847767.1|DPER	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC6600135|XP_002025252.1|DPER	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC6593241|XP_002018362.1|DPER	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC6601053|XP_002026108.1|DPER	LOC117571566|XP_034109666.1|DALB
OG0004250	LOC6593586|XP_002018877.2|DPER	LOC117564870|XP_034099709.1|DALB
OG0004251	LOC6602753|XP_026847723.1|DPER	LOC117567390|XP_034103275.1|DALB
OG0004252	LOC6592144|XP_002017280.2|DPER	LOC117576441|XP_034117095.1|DALB
OG0004253	LOC6594341|XP_026850566.1|DPER	LOC117576466|XP_034117128.1|DALB
OG0004254	LOC6602895|XP_002027918.1|DPER	LOC117566073|XP_034101443.1|DALB
OG0004255	LOC6596367|XP_026843726.1|DPER	LOC117564911|XP_034099757.1|DALB
OG0004256	LOC6601625|XP_026842585.1|DPER	LOC117567780|XP_034103871.1|DALB
OG0004257	LOC6595011|XP_002020468.1|DPER	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC6594672|XP_026850223.1|DPER	LOC117574687|XP_034114483.1|DALB
OG0004259	LOC6601628|XP_002026631.1|DPER	LOC117566995|XP_034102561.1|DALB
OG0004260	LOC6591958|XP_026850815.1|DPER	LOC117574379|XP_034114104.1|DALB
OG0004261	LOC6591341|XP_026842028.1|DPER	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC6592138|XP_002016819.1|DPER	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC6594106|XP_026850370.1|DPER	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC6594159|XP_002019568.2|DPER	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC6594191|XP_002019499.1|DPER	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC6594216|XP_002019451.1|DPER	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC6594317|XP_026851274.1|DPER	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC6600936|XP_026842226.1|DPER	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC6593246|XP_002018367.1|DPER	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC113565124|XP_026841728.1|DPER	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC6590538|XP_002016407.1|DPER	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC6594578|XP_002019829.1|DPER	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC6598729|XP_002023876.1|DPER	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC6600051|XP_002025066.1|DPER	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC6599974|XP_002025163.1|DPER	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC6599853|XP_002025002.2|DPER	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC6600482|XP_002025673.1|DPER	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC6599313|XP_002024434.1|DPER	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC6589105|XP_002015038.1|DPER	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC6597508|XP_026849287.1|DPER	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC6591068|XP_002015698.1|DPER	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC6592700|XP_002018503.1|DPER	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC6592701|XP_002018504.1|DPER	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC113565576|XP_026843806.1|DPER	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC6587371|XP_002013486.1|DPER	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC6602800|XP_002027851.2|DPER	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC6602801|XP_026847791.1|DPER	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC6602826|XP_002027860.1|DPER	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC6602401|XP_026848518.1|DPER	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC6600891|XP_002025955.2|DPER	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC6590941|XP_002016174.1|DPER	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC113566606|XP_026848806.1|DPER	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC6596044|XP_002021228.1|DPER	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC6596997|XP_026845706.1|DPER	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC6596998|XP_002022245.2|DPER	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC6597001|XP_002022248.1|DPER	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC6601318|XP_002026369.1|DPER	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC6590429|XP_026842444.1|DPER	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC6592336|XP_026840869.1|DPER	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC6593243|XP_002018364.1|DPER	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC6602958|XP_002027969.2|DPER	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC6590516|XP_002016084.1|DPER	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC6593089|XP_002017722.2|DPER	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC6590026|XP_026842043.1|DPER	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC6590695|XP_026842196.1|DPER	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC6592774|XP_002018016.2|DPER	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC6602098|XP_002027143.1|DPER	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC6590492|XP_026842074.1|DPER	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC6600582|XP_002025637.1|DPER	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC6592212|XP_026840772.1|DPER	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC6596031|XP_002021030.1|DPER	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC6601355|XP_026841452.1|DPER	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC6590459|XP_002015850.2|DPER	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC6601291|XP_002026363.1|DPER	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC6600972|XP_002026010.1|DPER	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC6591067|XP_026841735.1|DPER	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC6601331|XP_026841384.1|DPER	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC6590801|XP_002015425.1|DPER	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC6587370|XP_026850773.1|DPER	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC6593795|XP_002018715.1|DPER	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC6588415|XP_002013813.1|DPER	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC6599519|XP_002024647.1|DPER	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC6593667|XP_002018614.1|DPER	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC6603194|XP_002028180.1|DPER	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC6603195|XP_026842119.1|DPER	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC6603701|XP_026846747.1|DPER	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC6592427|XP_002018239.1|DPER	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC6590407|XP_026841678.1|DPER	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC6592497|XP_002018399.1|DPER	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC6600946|XP_002026017.1|DPER	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC6588671|XP_026844354.1|DPER	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC6589756|XP_002014729.1|DPER	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC6588906|XP_002014612.2|DPER	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC6600807|XP_002025978.1|DPER	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC6592348|XP_002018295.1|DPER	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC6588884|XP_002014853.1|DPER	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC6599634|XP_002024744.1|DPER	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC6590870|XP_002016162.1|DPER	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC6590300|XP_002016161.1|DPER	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC6590461|XP_002015852.1|DPER	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC6592503|XP_026841924.1|DPER	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC6592499|XP_026841925.1|DPER	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC6592538|XP_002018313.1|DPER	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC6593947|XP_002019011.1|DPER	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC6601313|XP_026842479.1|DPER	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC6601315|XP_002026367.1|DPER	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC113565251|XP_026842852.1|DPER	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC6589961|XP_026840714.1|DPER	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC6592747|XP_002017809.1|DPER	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC6592637|XP_002017858.1|DPER	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC113567472|XP_026851276.1|DPER	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC6594923|XP_002020021.1|DPER	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC6594820|XP_026842299.1|DPER	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC6591970|XP_026842405.1|DPER	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC6593255|XP_026841142.1|DPER	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC6589970|XP_026842515.1|DPER	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC6590452|XP_002016378.1|DPER	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC6592454|XP_026840948.1|DPER	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC6595816|XP_026845518.1|DPER	LOC117566981|XP_034102535.1|DALB
OG0004361	LOC6594144|XP_002019770.1|DPER	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC6602794|XP_002027845.1|DPER	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC6599309|XP_026847162.1|DPER	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC6590531|XP_026841829.1|DPER	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC6600864|XP_002025899.1|DPER	LOC117571282|XP_034109235.1|DALB
OG0004366	LOC6589107|XP_002015040.1|DPER	LOC117564080|XP_034098599.1|DALB
OG0004367	LOC6603340|XP_026848058.1|DPER	LOC117571021|XP_034108871.1|DALB
OG0004368	LOC6596169|XP_002021146.1|DPER	LOC117567746|XP_034103822.1|DALB
OG0004369	LOC6591082|XP_026841910.1|DPER	LOC117570233|XP_034107628.1|DALB
OG0004370	LOC6592702|XP_026840616.1|DPER	LOC117566346|XP_034101723.1|DALB
OG0004371	LOC6596897|XP_002021858.1|DPER	LOC117578060|XP_034119087.1|DALB
OG0004372	LOC6601320|XP_026841642.1|DPER	LOC117570592|XP_034108227.1|DALB
OG0004373	LOC6590887|XP_002015428.1|DPER	LOC117566781|XP_034102215.1|DALB
OG0004374	LOC6590637|XP_026841260.1|DPER	LOC117571741|XP_034109950.1|DALB
OG0004375	LOC6602951|XP_002027962.1|DPER	LOC117568093|XP_034104364.1|DALB
OG0004376	LOC6595748|XP_002021365.2|DPER	LOC117570106|XP_034107453.1|DALB
OG0004377	LOC6600243|XP_002025408.1|DPER	LOC117569309|XP_034106313.1|DALB
OG0004378	LOC6592955|XP_026841480.1|DPER	LOC117568024|XP_034104244.1|DALB
OG0004379	LOC6600862|XP_002025897.1|DPER	LOC117572249|XP_034110828.1|DALB
OG0004380	LOC6592213|XP_002017773.1|DPER	LOC117568804|XP_034105556.1|DALB
OG0004381	LOC6587318|XP_002014189.2|DPER	LOC117575970|XP_034116340.1|DALB
OG0004382	LOC6590688|XP_002015825.1|DPER	LOC117566961|XP_034102502.1|DALB
OG0004383	LOC6591247|XP_002015790.1|DPER	LOC117572154|XP_034110691.1|DALB
OG0004384	LOC6591245|XP_002015788.1|DPER	LOC117572156|XP_034110694.1|DALB
OG0004385	LOC6600933|XP_002026036.1|DPER	LOC117571102|XP_034108975.1|DALB
OG0004386	LOC6592798|XP_002017829.1|DPER	LOC117569287|XP_034106284.1|DALB
OG0004387	LOC6602206|XP_002027214.1|DPER	LOC117570601|XP_034108236.1|DALB
OG0004388	LOC6590682|XP_026841898.1|DPER	LOC117567037|XP_034102634.1|DALB
OG0004389	LOC6601877|XP_026849331.1|DPER	LOC117572700|XP_034111645.1|DALB
OG0004390	LOC6596043|XP_026845476.1|DPER	LOC117566363|XP_034101747.1|DALB
OG0004391	LOC6590239|XP_026842233.1|DPER	LOC117568502|XP_034105086.1|DALB
OG0004392	LOC6601867|XP_002026916.2|DPER	LOC117571792|XP_034110042.1|DALB
OG0004393	LOC6591132|XP_002015926.2|DPER	LOC117571998|XP_034110401.1|DALB
OG0004394	LOC6590141|XP_026842864.1|DPER	LOC117569794|XP_034106993.1|DALB
OG0004395	LOC6592378|XP_002018000.1|DPER	LOC117569138|XP_034106057.1|DALB
OG0004396	LOC6592906|XP_026842373.1|DPER	LOC117569689|XP_034106830.1|DALB
OG0004397	LOC6590536|XP_002016405.1|DPER	LOC117570914|XP_034108713.1|DALB
OG0004398	LOC6590535|XP_002016404.1|DPER	LOC117567668|XP_034103680.1|DALB
OG0004399	LOC6593064|XP_002018287.1|DPER	LOC117571004|XP_034108845.1|DALB
OG0004400	LOC6594563|XP_002019582.1|DPER	LOC117574248|XP_034113866.1|DALB
OG0004401	LOC6590672|XP_002015413.1|DPER	LOC117569685|XP_034106824.1|DALB
OG0004402	LOC6590675|XP_002015416.1|DPER	LOC117569046|XP_034105937.1|DALB
OG0004403	LOC6590872|XP_026840908.1|DPER	LOC117571944|XP_034110328.1|DALB
OG0004404	LOC6601552|XP_026841153.1|DPER	LOC117572672|XP_034111580.1|DALB
OG0004405	LOC6596038|XP_026845628.1|DPER	LOC117570138|XP_034107492.1|DALB
OG0004406	LOC6600612|XP_026847657.1|DPER	LOC117567314|XP_034103093.1|DALB
OG0004407	LOC6590860|XP_002016618.1|DPER	LOC117568798|XP_034105550.1|DALB
OG0004408	LOC6602269|XP_002027318.2|DPER	LOC117571833|XP_034110104.1|DALB
OG0004409	LOC6601995|XP_026846759.1|DPER	LOC117573219|XP_034112127.1|DALB
OG0004410	LOC6590025|XP_002016204.1|DPER	LOC117566415|XP_034101827.1|DALB
OG0004411	LOC6602208|XP_002027216.1|DPER	LOC117570604|XP_034108239.1|DALB
OG0004412	LOC6602209|XP_002027217.1|DPER	LOC117570603|XP_034108238.1|DALB
OG0004413	LOC6590372|XP_002015622.1|DPER	LOC117569461|XP_034106517.1|DALB
OG0004414	LOC6590159|XP_002016581.1|DPER	LOC117572047|XP_034110513.1|DALB
OG0004415	LOC6590544|XP_002016225.1|DPER	LOC117567677|XP_034103690.1|DALB
OG0004416	LOC6592704|XP_002018507.1|DPER	LOC117567914|XP_034104084.1|DALB
OG0004417	LOC6595270|XP_026851144.1|DPER	LOC117575666|XP_034115844.1|DALB
OG0004418	LOC6592333|XP_026841189.1|DPER	LOC117568548|XP_034105156.1|DALB
OG0004419	LOC6592474|XP_026842206.1|DPER	LOC117566422|XP_034101843.1|DALB
OG0004420	LOC6590800|XP_002015424.2|DPER	LOC117568936|XP_034105753.1|DALB
OG0004421	LOC6598917|XP_026847780.1|DPER	LOC117569816|XP_034107027.1|DALB
OG0004422	LOC6601373|XP_026847823.1|DPER	LOC117568906|XP_034105700.1|DALB
OG0004423	LOC6590153|XP_002016320.1|DPER	LOC117567299|XP_034103073.1|DALB
OG0004424	LOC6601287|XP_026842167.1|DPER	LOC117567799|XP_034103915.1|DALB
OG0004425	LOC6601803|XP_002026857.1|DPER	LOC117568532|XP_034105137.1|DALB
OG0004426	LOC6601791|XP_002026850.1|DPER	LOC117570490|XP_034108072.1|DALB
OG0004427	LOC6601861|XP_002026910.1|DPER	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB
OG0004428	LOC6588611|XP_002013154.1|DPER	LOC117575202|XP_034115210.1|DALB
OG0004429	LOC6593704|XP_002018628.1|DPER	LOC117565637|XP_034100737.1|DALB
OG0004430	LOC6597117|XP_026845746.1|DPER	LOC117567587|XP_034103560.1|DALB
OG0004431	LOC6588070|XP_002012821.1|DPER	LOC117575695|XP_034115898.1|DALB
OG0004432	LOC6587953|XP_002012822.2|DPER	LOC117575693|XP_034115896.1|DALB
OG0004433	LOC6595767|XP_026845653.1|DPER	LOC117571434|XP_034109467.1|DALB
OG0004434	LOC6590534|XP_002016403.1|DPER	LOC117567666|XP_034103678.1|DALB
OG0004435	LOC6590448|XP_002016374.1|DPER	LOC117569861|XP_034107085.1|DALB
OG0004436	LOC6592597|XP_026840977.1|DPER	LOC117572796|XP_034111790.1|DALB
OG0004437	LOC6593158|XP_002018332.2|DPER	LOC117571664|XP_034109795.1|DALB
OG0004438	LOC6591249|XP_002015792.1|DPER	LOC117570728|XP_034108441.1|DALB
OG0004439	LOC6590296|XP_002016157.1|DPER	LOC117572795|XP_034111788.1|DALB
OG0004440	LOC6590024|XP_002016203.1|DPER	LOC117566421|XP_034101840.1|DALB
OG0004441	LOC6588951|XP_002015372.1|DPER	LOC117565892|XP_034101125.1|DALB
OG0004442	LOC6600921|XP_002026049.1|DPER	LOC117567557|XP_034103509.1|DALB
OG0004443	LOC6596080|XP_002021111.1|DPER	LOC117567859|XP_034104012.1|DALB
OG0004444	LOC6590655|XP_002016413.1|DPER	LOC117566404|XP_034101808.1|DALB
OG0004445	LOC6590406|XP_026841862.1|DPER	LOC117572041|XP_034110495.1|DALB
OG0004446	LOC6594743|XP_002020395.1|DPER	LOC117574563|XP_034114325.1|DALB
OG0004447	LOC6588371|XP_002013418.1|DPER	LOC117576827|XP_034117792.1|DALB
OG0004448	LOC6592283|XP_002018402.1|DPER	LOC117567159|XP_034102863.1|DALB
OG0004449	LOC6596060|XP_026845596.1|DPER	LOC117569478|XP_034106536.1|DALB
OG0004450	LOC6591293|XP_002015806.2|DPER	LOC117567626|XP_034103608.1|DALB
OG0004451	LOC6591268|XP_026841022.1|DPER	LOC117572273|XP_034110867.1|DALB
OG0004452	LOC6603468|XP_026840725.1|DPER	LOC117569668|XP_034106805.1|DALB
OG0004453	LOC6590061|XP_026841283.1|DPER	LOC117568253|XP_034104625.1|DALB
OG0004454	LOC6592156|XP_002017342.1|DPER	LOC117575038|XP_034115010.1|DALB
OG0004455	LOC6596964|XP_002022162.1|DPER	LOC117570786|XP_034108519.1|DALB
OG0004456	LOC6598144|XP_002023481.2|DPER	LOC117576944|XP_034118035.1|DALB
OG0004457	LOC6598860|XP_026847770.1|DPER	LOC117567263|XP_034103012.1|DALB
OG0004458	LOC6600477|XP_026847576.1|DPER	LOC117572592|XP_034111374.1|DALB
OG0004459	LOC6598949|XP_026848975.1|DPER	LOC117567682|XP_034103695.1|DALB
OG0004460	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER	LOC117572097|XP_034110595.1|DALB
OG0004461	LOC6597047|XP_002022207.1|DPER	LOC117570128|XP_034107484.1|DALB
OG0004462	LOC6601502|XP_002026564.2|DPER	LOC117567803|XP_034103929.1|DALB
OG0004463	LOC6603439|XP_026848050.1|DPER	LOC117570501|XP_034108088.1|DALB
OG0004464	LOC6601519|XP_026847984.1|DPER	LOC117567960|XP_034104155.1|DALB
OG0004465	LOC6593555|XP_002018970.1|DPER	LOC117566045|XP_034101386.1|DALB
OG0004466	LOC6601508|XP_026848007.1|DPER	LOC117570120|XP_034107476.1|DALB
OG0004467	LOC6595750|XP_002021367.1|DPER	LOC117569720|XP_034106877.1|DALB
OG0004468	LOC6595751|XP_026845553.1|DPER	LOC117569719|XP_034106876.1|DALB
OG0004469	LOC6597068|XP_026845351.1|DPER	LOC117571221|XP_034109159.1|DALB
OG0004470	LOC6595705|XP_026844269.1|DPER	LOC117564715|XP_034099488.1|DALB
OG0004471	LOC6588394|XP_002013798.2|DPER	LOC117574353|XP_034114066.1|DALB
OG0004472	LOC6593085|XP_002017718.1|DPER	LOC117570494|XP_034108079.1|DALB
OG0004473	LOC113565086|XP_026841432.1|DPER	LOC117569780|XP_034106972.1|DALB
OG0004474	LOC6592201|XP_002017836.1|DPER	LOC117569778|XP_034106969.1|DALB
OG0004475	LOC6590888|XP_002015429.1|DPER	LOC117571674|XP_034109805.1|DALB
OG0004476	LOC6599282|XP_026848276.1|DPER, LOC6596335|XP_026843424.1|DPER	LOC117565550|XP_034100605.1|DALB
OG0004477	LOC6591063|XP_002015694.1|DPER	LOC117569333|XP_034106353.1|DALB
OG0004478	LOC6590209|XP_026842212.1|DPER	LOC117571702|XP_034109891.1|DALB
OG0004479	LOC6589964|XP_002015639.2|DPER	LOC117570204|XP_034107583.1|DALB
OG0004480	LOC6597727|XP_026847042.1|DPER	LOC117569991|XP_034107266.1|DALB
OG0004481	LOC6590112|XP_002016510.1|DPER	LOC117571346|XP_034109346.1|DALB
OG0004482	LOC6595170|XP_002020425.1|DPER	LOC117576031|XP_034116431.1|DALB
OG0004483	LOC6591303|XP_026841514.1|DPER	LOC117567203|XP_034102924.1|DALB
OG0004484	LOC6591973|XP_002017017.1|DPER	LOC117575377|XP_034115441.1|DALB
OG0004485	LOC6596729|XP_002021945.1|DPER	LOC117577719|XP_034118514.1|DALB
OG0004486	LOC6590030|XP_002016209.1|DPER	LOC117572148|XP_034110679.1|DALB
OG0004487	LOC6600984|XP_002026170.1|DPER	LOC117570856|XP_034108627.1|DALB
OG0004489	LOC6600636|XP_026847539.1|DPER	LOC117572407|XP_034111080.1|DALB
OG0004490	LOC6592218|XP_002018488.1|DPER	LOC117569635|XP_034106765.1|DALB, LOC117568243|XP_034104611.1|DALB
OG0004491	LOC6593575|XP_002019255.1|DPER	LOC117564514|XP_034099225.1|DALB
OG0004492	LOC113567207|XP_026850185.1|DPER, LOC113567168|XP_026850142.1|DPER, LOC113566577|XP_026848588.1|DPER	LOC117569714|XP_034106874.1|DALB, LOC117566880|XP_034102383.1|DALB
OG0004493	LOC113566011|XP_026845492.1|DPER	LOC117570799|XP_034108546.1|DALB
OG0004494	LOC6588083|XP_026842095.1|DPER	LOC117576363|XP_034116943.1|DALB, LOC117575645|XP_034115816.1|DALB, LOC117576357|XP_034116935.1|DALB
OG0004495	LOC6587758|XP_002012781.2|DPER	LOC117573476|XP_034112596.1|DALB
