Orthogroup	DPER.longest_only	DEUG.longest_only
OG0004864	LOC113566444|XP_026847794.1|DPER	LOC108108073|XP_017071443.1|DEUG
OG0004865	LOC6594825|XP_002020020.1|DPER	LOC108116090|XP_017083297.1|DEUG
OG0004866	LOC6596114|XP_002021267.1|DPER	LOC108102742|XP_017063379.1|DEUG
OG0004867	LOC6600925|XP_026841082.1|DPER	LOC108106611|XP_017069300.1|DEUG
OG0004868	LOC6592909|XP_002018577.1|DPER	LOC108110348|XP_017074870.1|DEUG
OG0004869	LOC6591119|XP_002015500.1|DPER	LOC108106394|XP_017068891.1|DEUG
OG0004870	LOC6590302|XP_002015506.1|DPER	LOC108106399|XP_017068895.1|DEUG
OG0004871	LOC6600848|XP_002025985.1|DPER	LOC108107444|XP_017070474.1|DEUG
OG0004872	LOC6591158|XP_002015684.1|DPER	LOC108107299|XP_017070248.1|DEUG
OG0004873	LOC6588751|XP_002014838.1|DPER	LOC108106185|XP_017068598.1|DEUG
OG0004874	LOC6591329|XP_026851010.1|DPER	LOC108113549|XP_017079632.1|DEUG
OG0004875	LOC6603100|XP_026847068.1|DPER	LOC108106045|XP_017068385.1|DEUG
OG0004876	LOC6596717|XP_026845811.1|DPER	LOC108105515|XP_017067629.1|DEUG
OG0004877	LOC6600650|XP_002025659.1|DPER	LOC108113954|XP_017080156.1|DEUG
OG0004878	LOC6591018|XP_002016370.1|DPER	LOC108112692|XP_017078382.1|DEUG
OG0004879	LOC6590411|XP_026841790.1|DPER	LOC108107303|XP_017070256.1|DEUG
OG0004880	LOC6601918|XP_002026844.1|DPER	LOC108108691|XP_017072285.1|DEUG
OG0004881	LOC6599512|XP_002024640.2|DPER	LOC108114337|XP_017080752.1|DEUG
OG0004882	LOC6596110|XP_026845536.1|DPER, LOC113565126|XP_026841741.1|DPER, LOC6603521|XP_002028499.1|DPER	LOC108102756|XP_017063404.1|DEUG
OG0004883	LOC6600518|XP_026847594.1|DPER	LOC108107931|XP_017071249.1|DEUG
OG0004884	LOC6602112|XP_026841628.1|DPER	LOC108112695|XP_017078385.1|DEUG
OG0004885	LOC6593223|XP_002018483.2|DPER	LOC108112545|XP_017077970.1|DEUG
OG0004886	LOC6600901|XP_026840938.1|DPER	LOC108112787|XP_017078556.1|DEUG
OG0004887	LOC6592866|XP_002018533.2|DPER	LOC108113336|XP_017079384.1|DEUG
OG0004888	LOC6590919|XP_026842128.1|DPER	LOC108111950|XP_017077120.1|DEUG
OG0004889	LOC6592784|XP_026841079.1|DPER	LOC108104780|XP_017066519.1|DEUG
OG0004890	LOC6602119|XP_026840624.1|DPER	LOC108112864|XP_017078679.1|DEUG
OG0004891	LOC6602583|XP_002027607.2|DPER	LOC108103851|XP_017065042.1|DEUG
OG0004892	LOC6592330|XP_026842535.1|DPER	LOC108113310|XP_017079352.1|DEUG
OG0004893	LOC6591283|XP_002016499.2|DPER	LOC108112506|XP_017077882.1|DEUG
OG0004894	LOC6592967|XP_002017702.1|DPER	LOC108113346|XP_017079398.1|DEUG
OG0004895	LOC6592405|XP_002018150.1|DPER	LOC108109187|XP_017073110.1|DEUG
OG0004896	LOC6590966|XP_026840912.1|DPER	LOC108111999|XP_017077219.1|DEUG
OG0004897	LOC6591229|XP_026842025.1|DPER	LOC108112014|XP_017077241.1|DEUG
OG0004898	LOC6593012|XP_026840895.1|DPER	LOC108104821|XP_017066597.1|DEUG
OG0004899	LOC6601268|XP_026841734.1|DPER	LOC108106488|XP_017069056.1|DEUG
OG0004900	LOC6590151|XP_002016318.1|DPER	LOC108104860|XP_017066670.1|DEUG
OG0004901	LOC6592565|XP_002018247.1|DPER	LOC108104839|XP_017066635.1|DEUG
OG0004902	LOC6595861|XP_026845231.1|DPER	LOC108113887|XP_017080085.1|DEUG
OG0004903	LOC6593133|XP_002018107.1|DPER	LOC108112932|XP_017078812.1|DEUG
OG0004904	LOC113566243|XP_026846827.1|DPER	LOC108116684|XP_017084184.1|DEUG
OG0004905	LOC6590839|XP_026841051.1|DPER	LOC108113066|XP_017078991.1|DEUG
OG0004906	LOC6599630|XP_026849542.1|DPER	LOC108117354|XP_017085218.1|DEUG
OG0004907	LOC6596111|XP_002021264.1|DPER	LOC108102762|XP_017063409.1|DEUG
OG0004908	LOC6604426|XP_026845682.1|DPER	LOC108114413|XP_017080877.1|DEUG
OG0004909	LOC6597127|XP_026845591.1|DPER	LOC108114288|XP_017080674.1|DEUG
OG0004910	LOC6597128|XP_002022316.1|DPER	LOC108114536|XP_017081063.1|DEUG
OG0004911	LOC6601680|XP_026847532.1|DPER	LOC108108064|XP_017071429.1|DEUG
OG0004912	LOC6599629|XP_002024739.1|DPER	LOC108117359|XP_017085226.1|DEUG
OG0004913	LOC6592483|XP_002017925.1|DPER	LOC108108892|XP_017072600.1|DEUG
OG0004914	LOC6592478|XP_026841675.1|DPER	LOC108109148|XP_017073043.1|DEUG
OG0004915	LOC6601296|XP_026841669.1|DPER	LOC108107463|XP_017070497.1|DEUG
OG0004916	LOC6590142|XP_026842863.1|DPER	LOC108113266|XP_017079303.1|DEUG
OG0004917	LOC113566362|XP_026847462.1|DPER	LOC108117364|XP_017085236.1|DEUG
OG0004918	LOC6599778|XP_002024865.2|DPER	LOC108117362|XP_017085229.1|DEUG
OG0004919	LOC6588454|XP_002012979.1|DPER	LOC108109360|XP_017073317.1|DEUG
OG0004920	LOC6599076|XP_002024209.1|DPER	LOC108107563|XP_017070610.1|DEUG
OG0004921	LOC6597133|XP_026845421.1|DPER	LOC108102728|XP_017063356.1|DEUG
OG0004922	LOC6602483|XP_026848754.1|DPER, LOC113566940|XP_026849972.1|DPER	LOC108109894|XP_017074189.1|DEUG
OG0004923	LOC6599786|XP_002024873.1|DPER	LOC108107611|XP_017070670.1|DEUG
OG0004924	LOC6601425|XP_002026461.1|DPER	LOC108107811|XP_017071030.1|DEUG
OG0004925	LOC6603951|XP_026847991.1|DPER	LOC108102871|XP_017063567.1|DEUG
OG0004926	LOC6601667|XP_002026732.1|DPER	LOC108114729|XP_017081326.1|DEUG
OG0004927	LOC6602732|XP_026849499.1|DPER	LOC108108274|XP_017071751.1|DEUG
OG0004928	LOC6590074|XP_026842526.1|DPER	LOC108111953|XP_017077133.1|DEUG
OG0004929	LOC6601070|XP_026847308.1|DPER	LOC108104707|XP_017066415.1|DEUG
OG0004930	LOC6600951|XP_026842503.1|DPER	LOC108106588|XP_017069258.1|DEUG
OG0004931	LOC6592485|XP_002017927.1|DPER	LOC108109251|XP_017073222.1|DEUG
OG0004932	LOC6601094|XP_002026059.2|DPER	LOC108104643|XP_017066310.1|DEUG
OG0004933	LOC6591061|XP_002015692.1|DPER	LOC108113312|XP_017079355.1|DEUG
OG0004934	LOC6590984|XP_002016549.1|DPER	LOC108107491|XP_017070526.1|DEUG
OG0004935	LOC6592326|XP_026841185.1|DPER	LOC108112648|XP_017078252.1|DEUG
OG0004936	LOC6599741|XP_026847407.1|DPER	LOC108108053|XP_017071416.1|DEUG
OG0004937	LOC6601428|XP_002026464.2|DPER	LOC108107807|XP_017071026.1|DEUG
OG0004938	LOC6596118|XP_002020966.1|DPER	LOC108109813|XP_017074027.1|DEUG
OG0004939	LOC6602363|XP_002027394.2|DPER	LOC108108524|XP_017072085.1|DEUG
OG0004940	LOC6602372|XP_002027403.1|DPER	LOC108108599|XP_017072185.1|DEUG
OG0004941	LOC6599800|XP_026847349.1|DPER	LOC108114538|XP_017081070.1|DEUG
OG0004942	LOC6600308|XP_002025362.1|DPER	LOC108107861|XP_017071117.1|DEUG
OG0004943	LOC6601208|XP_026848069.1|DPER	LOC108109810|XP_017074023.1|DEUG
OG0004944	LOC6604287|XP_002029201.2|DPER	LOC108107869|XP_017071138.1|DEUG
OG0004945	LOC6590053|XP_002015526.1|DPER	LOC108113342|XP_017079392.1|DEUG
OG0004946	LOC6603336|XP_026848059.1|DPER	LOC108108771|XP_017072425.1|DEUG
OG0004947	LOC6600268|XP_002025385.1|DPER	LOC108102806|XP_017063474.1|DEUG
OG0004948	LOC6600330|XP_002025383.1|DPER	LOC108102788|XP_017063438.1|DEUG
OG0004949	LOC6600326|XP_026849042.1|DPER	LOC108113584|XP_017079719.1|DEUG
OG0004950	LOC6601099|XP_026847433.1|DPER	LOC108104655|XP_017066325.1|DEUG
OG0004951	LOC6588436|XP_002012969.1|DPER	LOC108116024|XP_017083200.1|DEUG
OG0004952	LOC6596071|XP_002021102.1|DPER	LOC108107955|XP_017071281.1|DEUG
OG0004953	LOC6599792|XP_002024962.1|DPER	LOC108114440|XP_017080922.1|DEUG
OG0004954	LOC6599794|XP_002024964.2|DPER	LOC108114436|XP_017080916.1|DEUG
OG0004955	LOC6602987|XP_002028014.1|DPER	LOC108114110|XP_017080362.1|DEUG
OG0004956	LOC6590034|XP_002016308.1|DPER	LOC108104822|XP_017066598.1|DEUG
OG0004957	LOC6596217|XP_026845569.1|DPER	LOC108107853|XP_017071108.1|DEUG
OG0004958	LOC6596132|XP_002021096.1|DPER	LOC108108233|XP_017071688.1|DEUG
OG0004959	LOC6596130|XP_002021094.1|DPER	LOC108107964|XP_017071293.1|DEUG
OG0004960	LOC6596129|XP_026845207.1|DPER	LOC108107962|XP_017071290.1|DEUG
OG0004961	LOC6592734|XP_026841517.1|DPER	LOC108112454|XP_017077794.1|DEUG
OG0004962	LOC6600515|XP_002025580.1|DPER	LOC108114633|XP_017081188.1|DEUG
OG0004963	LOC6595826|XP_026845479.1|DPER	LOC108108546|XP_017072110.1|DEUG
OG0004964	LOC6600285|XP_002025398.1|DPER	LOC108114489|XP_017080998.1|DEUG
OG0004965	LOC6602962|XP_002027973.1|DPER	LOC108102764|XP_017063411.1|DEUG
OG0004966	LOC6602963|XP_002027974.1|DPER	LOC108102729|XP_017063364.1|DEUG
OG0004967	LOC6591116|XP_026841182.1|DPER	LOC108106397|XP_017068894.1|DEUG
OG0004968	LOC6599726|XP_002024831.1|DPER	LOC108108179|XP_017071612.1|DEUG
OG0004969	LOC6603674|XP_002028648.1|DPER	LOC108112499|XP_017077867.1|DEUG
OG0004970	LOC6599727|XP_026847253.1|DPER	LOC108108161|XP_017071587.1|DEUG
OG0004971	LOC6599729|XP_002024834.2|DPER	LOC108107789|XP_017070988.1|DEUG
OG0004972	LOC113566602|XP_026848784.1|DPER	LOC108102747|XP_017063387.1|DEUG
OG0004973	LOC6601078|XP_002026072.1|DPER	LOC108104679|XP_017066364.1|DEUG
OG0004974	LOC6596123|XP_002021087.1|DPER	LOC108107902|XP_017071194.1|DEUG
OG0004975	LOC6599784|XP_002024871.1|DPER	LOC108107913|XP_017071222.1|DEUG
OG0004976	LOC6600994|XP_026849738.1|DPER	LOC108107609|XP_017070665.1|DEUG
OG0004977	LOC6593026|XP_002018219.1|DPER	LOC108109151|XP_017073054.1|DEUG
OG0004978	LOC6592328|XP_002018562.1|DPER	LOC108112790|XP_017078560.1|DEUG
OG0004979	LOC6601239|XP_002026297.1|DPER	LOC108109796|XP_017073994.1|DEUG
OG0004980	LOC6597016|XP_026845461.1|DPER	LOC108118227|XP_017086296.1|DEUG
OG0004981	LOC6601494|XP_002026556.1|DPER	LOC108108586|XP_017072170.1|DEUG
OG0004982	LOC6601492|XP_002026554.1|DPER	LOC108108583|XP_017072167.1|DEUG
OG0004983	LOC6600244|XP_002025409.1|DPER	LOC108114587|XP_017081132.1|DEUG
OG0004984	LOC6601693|XP_026847543.1|DPER	LOC108114674|XP_017081245.1|DEUG
OG0004985	LOC6600634|XP_026847537.1|DPER	LOC108102811|XP_017063479.1|DEUG
OG0004986	LOC6598922|XP_002024109.1|DPER	LOC108108600|XP_017072187.1|DEUG
OG0004987	LOC6601003|XP_026849718.1|DPER	LOC108114340|XP_017080754.1|DEUG
OG0004988	LOC6600635|XP_002025629.1|DPER	LOC108102812|XP_017063481.1|DEUG
OG0004989	LOC6600999|XP_002026154.1|DPER	LOC108114507|XP_017081016.1|DEUG
OG0004990	LOC6593104|XP_002017886.1|DPER	LOC108108952|XP_017072695.1|DEUG
OG0004991	LOC6590892|XP_002015433.1|DPER	LOC108106600|XP_017069279.1|DEUG
OG0004992	LOC6590891|XP_002015432.1|DPER	LOC108106601|XP_017069281.1|DEUG
OG0004993	LOC6596072|XP_002021103.1|DPER	LOC108107595|XP_017070647.1|DEUG
OG0004994	LOC6602943|XP_026848855.1|DPER	LOC108108150|XP_017071569.1|DEUG
OG0004995	LOC6595857|XP_026845714.1|DPER	LOC108107852|XP_017071102.1|DEUG
OG0004996	LOC6603017|XP_002028038.2|DPER	LOC108108343|XP_017071868.1|DEUG
OG0004997	LOC6601341|XP_002026385.1|DPER	LOC108112813|XP_017078600.1|DEUG
OG0004998	LOC6602140|XP_002027111.1|DPER	LOC108112633|XP_017078229.1|DEUG
OG0004999	LOC6599498|XP_026849563.1|DPER	LOC108107545|XP_017070575.1|DEUG
OG0005000	LOC6592737|XP_002017645.1|DPER	LOC108112169|XP_017077435.1|DEUG
OG0005001	LOC6599583|XP_026849567.1|DPER	LOC108109867|XP_017074148.1|DEUG
OG0005002	LOC6591487|XP_002017381.1|DPER	LOC108111822|XP_017076919.1|DEUG
OG0005003	LOC6599481|XP_002024601.1|DPER	LOC108109887|XP_017074178.1|DEUG
OG0005004	LOC6603029|XP_002028011.1|DPER	LOC108114103|XP_017080351.1|DEUG
OG0005005	LOC6602385|XP_002027389.1|DPER	LOC108108464|XP_017072008.1|DEUG
OG0005006	LOC6601021|XP_026849711.1|DPER	LOC108102857|XP_017063546.1|DEUG
OG0005007	LOC6596102|XP_002021255.2|DPER	LOC108108581|XP_017072164.1|DEUG
OG0005008	LOC6603279|XP_026849888.1|DPER	LOC108104631|XP_017066295.1|DEUG
OG0005009	LOC6601404|XP_002026507.1|DPER	LOC108108432|XP_017071975.1|DEUG
OG0005010	LOC6600648|XP_026847556.1|DPER	LOC108114585|XP_017081129.1|DEUG
OG0005011	LOC6590998|XP_026840673.1|DPER	LOC108107263|XP_017070182.1|DEUG
OG0005012	LOC6597104|XP_026845422.1|DPER	LOC108114561|XP_017081100.1|DEUG
OG0005013	LOC6594689|XP_002019616.2|DPER	LOC108108309|XP_017071817.1|DEUG
OG0005014	LOC6600237|XP_002025402.1|DPER	LOC108114325|XP_017080732.1|DEUG
OG0005015	LOC6602290|XP_002027349.1|DPER	LOC108108054|XP_017071417.1|DEUG
OG0005016	LOC6600586|XP_026847646.1|DPER	LOC108117398|XP_017085293.1|DEUG
OG0005017	LOC6601223|XP_026848063.1|DPER	LOC108109793|XP_017073991.1|DEUG
OG0005018	LOC6599555|XP_026849436.1|DPER	LOC108104697|XP_017066397.1|DEUG
OG0005019	LOC6599805|XP_002024975.1|DPER	LOC108114566|XP_017081105.1|DEUG
OG0005020	LOC6592781|XP_002018432.1|DPER	LOC108104762|XP_017066486.1|DEUG
OG0005021	LOC6588712|XP_002014380.1|DPER	LOC108110807|XP_017075527.1|DEUG
OG0005022	LOC6600281|XP_002025394.1|DPER	LOC108102817|XP_017063488.1|DEUG
OG0005023	LOC6592270|XP_026841789.1|DPER	LOC108104878|XP_017066694.1|DEUG
OG0005024	LOC6600503|XP_026847586.1|DPER	LOC108113880|XP_017080078.1|DEUG
OG0005025	LOC6599651|XP_002024761.2|DPER	LOC108117373|XP_017085248.1|DEUG
OG0005026	LOC6599605|XP_002024695.1|DPER	LOC108109870|XP_017074153.1|DEUG
OG0005027	LOC6600990|XP_026849756.1|DPER	LOC108108002|XP_017071345.1|DEUG
OG0005028	LOC6598711|XP_002023890.1|DPER	LOC108111800|XP_017076880.1|DEUG
OG0005029	LOC6595913|XP_002021059.2|DPER	LOC108108579|XP_017072160.1|DEUG
OG0005030	LOC6601125|XP_002026054.2|DPER	LOC108104646|XP_017066315.1|DEUG
OG0005031	LOC6601380|XP_026847861.1|DPER	LOC108114425|XP_017080901.1|DEUG
OG0005032	LOC6601161|XP_002026260.1|DPER	LOC108114179|XP_017080475.1|DEUG
OG0005033	LOC6600317|XP_026849061.1|DPER	LOC108107880|XP_017071153.1|DEUG
OG0005034	LOC113566668|XP_026849096.1|DPER	LOC108107637|XP_017070711.1|DEUG
OG0005035	LOC6601156|XP_026848073.1|DPER	LOC108114180|XP_017080476.1|DEUG
OG0005036	LOC6599623|XP_002024733.1|DPER	LOC108107837|XP_017071079.1|DEUG
OG0005037	LOC6599631|XP_026849543.1|DPER	LOC108117360|XP_017085227.1|DEUG
OG0005038	LOC6601702|XP_002026705.2|DPER	LOC108108095|XP_017071480.1|DEUG
OG0005039	LOC6595555|XP_026844412.1|DPER	LOC108102658|XP_017063286.1|DEUG
OG0005040	LOC6601227|XP_002026285.1|DPER	LOC108114512|XP_017081021.1|DEUG
OG0005041	LOC6600514|XP_026847561.1|DPER	LOC108114634|XP_017081190.1|DEUG
OG0005042	LOC6602722|XP_002027747.2|DPER	LOC108107582|XP_017070632.1|DEUG
OG0005043	LOC6600902|XP_002025911.1|DPER	LOC108108938|XP_017072680.1|DEUG
OG0005044	LOC6600904|XP_002025913.1|DPER	LOC108109254|XP_017073226.1|DEUG
OG0005045	LOC6600907|XP_002025916.1|DPER	LOC108108891|XP_017072599.1|DEUG
OG0005046	LOC6592256|XP_002018565.1|DPER	LOC108113221|XP_017079247.1|DEUG
OG0005047	LOC6596234|XP_002021194.2|DPER	LOC108107764|XP_017070943.1|DEUG
OG0005048	LOC6596233|XP_002021193.1|DPER	LOC108107767|XP_017070947.1|DEUG
OG0005049	LOC6601154|XP_026848158.1|DPER	LOC108114178|XP_017080472.1|DEUG
OG0005050	LOC6590890|XP_026842757.1|DPER	LOC108106683|XP_017069404.1|DEUG
OG0005051	LOC6601138|XP_002026270.1|DPER	LOC108114170|XP_017080454.1|DEUG
OG0005052	LOC6601140|XP_002026272.1|DPER	LOC108113942|XP_017080141.1|DEUG
OG0005053	LOC6589884|XP_002014488.1|DPER	LOC108110809|XP_017075529.1|DEUG
OG0005054	LOC6603354|XP_026848099.1|DPER	LOC108114617|XP_017081169.1|DEUG
OG0005055	LOC6599111|XP_002024412.2|DPER	LOC108105032|XP_017066920.1|DEUG
OG0005056	LOC6602108|XP_026841927.1|DPER	LOC108113279|XP_017079317.1|DEUG
OG0005057	LOC6597171|XP_026845202.1|DPER	LOC108104912|XP_017066744.1|DEUG
OG0005058	LOC6603576|XP_026849615.1|DPER	LOC108107547|XP_017070584.1|DEUG
OG0005059	LOC6592954|XP_002017697.1|DPER	LOC108107201|XP_017070107.1|DEUG
OG0005060	LOC6592953|XP_002017696.2|DPER	LOC108107322|XP_017070292.1|DEUG
OG0005061	LOC6593554|XP_002018969.1|DPER	LOC108107169|XP_017070073.1|DEUG
OG0005062	LOC6589963|XP_026840719.1|DPER	LOC108107250|XP_017070164.1|DEUG
OG0005063	LOC6590767|XP_002015399.1|DPER	LOC108113636|XP_017079830.1|DEUG
OG0005064	LOC6596120|XP_002020968.1|DPER	LOC108114654|XP_017081218.1|DEUG
OG0005065	LOC6602067|XP_026841534.1|DPER	LOC108112590|XP_017078124.1|DEUG
OG0005066	LOC6590143|XP_002015956.1|DPER	LOC108113273|XP_017079309.1|DEUG
OG0005067	LOC6593196|XP_002018119.1|DPER	LOC108113241|XP_017079274.1|DEUG
OG0005068	LOC6598940|XP_002024127.1|DPER	LOC108108664|XP_017072258.1|DEUG
OG0005069	LOC6590552|XP_002016232.1|DPER	LOC108109134|XP_017073020.1|DEUG
OG0005070	LOC6591043|XP_002016554.1|DPER	LOC108107313|XP_017070274.1|DEUG
OG0005071	LOC6602805|XP_002027856.2|DPER	LOC108114722|XP_017081316.1|DEUG
OG0005072	LOC6596689|XP_002021958.1|DPER	LOC108118525|XP_017086762.1|DEUG
OG0005073	LOC6593150|XP_002018527.1|DPER	LOC108113254|XP_017079291.1|DEUG
OG0005074	LOC6602161|XP_026847980.1|DPER	LOC108109800|XP_017074000.1|DEUG
OG0005075	LOC6601569|XP_002026660.2|DPER	LOC108108925|XP_017072666.1|DEUG
OG0005076	LOC6601266|XP_002026395.1|DPER	LOC108106773|XP_017069503.1|DEUG
OG0005078	LOC6603568|XP_002028550.1|DPER	LOC108107754|XP_017070912.1|DEUG
OG0005079	LOC6590750|XP_026842213.1|DPER	LOC108107443|XP_017070472.1|DEUG
OG0005080	LOC6600520|XP_002025585.1|DPER	LOC108107934|XP_017071251.1|DEUG
OG0005081	LOC6590880|XP_026840762.1|DPER	LOC108112858|XP_017078672.1|DEUG
OG0005082	LOC6596065|XP_002021222.1|DPER	LOC108118250|XP_017086328.1|DEUG
OG0005083	LOC6598521|XP_002023560.1|DPER	LOC108102969|XP_017063759.1|DEUG
OG0005084	LOC6602314|XP_026848495.1|DPER	LOC108105965|XP_017068256.1|DEUG
OG0005085	LOC6599001|XP_002024069.1|DPER	LOC108114304|XP_017080696.1|DEUG
OG0005086	LOC6602122|XP_002027194.2|DPER	LOC108113236|XP_017079268.1|DEUG
OG0005087	LOC6602825|XP_026847785.1|DPER	LOC108114416|XP_017080879.1|DEUG
OG0005088	LOC6601272|XP_002026401.1|DPER	LOC108106620|XP_017069308.1|DEUG
OG0005089	LOC6601270|XP_002026399.1|DPER	LOC108106617|XP_017069306.1|DEUG
OG0005090	LOC6591267|XP_002015800.1|DPER	LOC108109180|XP_017073098.1|DEUG
OG0005091	LOC6592222|XP_026841489.1|DPER	LOC108113096|XP_017079033.1|DEUG
OG0005092	LOC6597157|XP_002022362.1|DPER	LOC108104898|XP_017066718.1|DEUG
OG0005093	LOC6602295|XP_002027354.2|DPER	LOC108107941|XP_017071261.1|DEUG
OG0005094	LOC6604157|XP_026847977.1|DPER	LOC108107751|XP_017070904.1|DEUG
OG0005095	LOC6590108|XP_026842284.1|DPER	LOC108107317|XP_017070279.1|DEUG
OG0005096	LOC6596421|XP_026843338.1|DPER	LOC108111105|XP_017075935.1|DEUG
OG0005097	LOC6592977|XP_002018027.1|DPER	LOC108108890|XP_017072597.1|DEUG
OG0005098	LOC6600855|XP_026842378.1|DPER	LOC108107404|XP_017070415.1|DEUG
OG0005099	LOC6592274|XP_002018415.1|DPER	LOC108107486|XP_017070521.1|DEUG
OG0005100	LOC6592273|XP_002018414.1|DPER	LOC108107485|XP_017070520.1|DEUG
OG0005101	LOC6594208|XP_002019667.1|DPER	LOC108117306|XP_017085154.1|DEUG
OG0005102	LOC6600908|XP_026841123.1|DPER	LOC108109216|XP_017073150.1|DEUG
OG0005103	LOC6590987|XP_002016552.1|DPER	LOC108107430|XP_017070448.1|DEUG
OG0005104	LOC6604588|XP_002029472.1|DPER, LOC6593533|XP_002018720.1|DPER	LOC108106161|XP_017068561.1|DEUG
OG0005105	LOC6601423|XP_002026492.1|DPER	LOC108108434|XP_017071977.1|DEUG
OG0005106	LOC6603911|XP_026847595.1|DPER	LOC108107759|XP_017070921.1|DEUG
OG0005107	LOC6596220|XP_002021288.2|DPER	LOC108107855|XP_017071110.1|DEUG
OG0005108	LOC6592249|XP_002017635.1|DPER	LOC108106462|XP_017069019.1|DEUG
OG0005109	LOC6602680|XP_002027691.1|DPER	LOC108111878|XP_017076997.1|DEUG
OG0005110	LOC6599759|XP_026847305.1|DPER	LOC108114372|XP_017080813.1|DEUG
OG0005111	LOC6602791|XP_026847873.1|DPER	LOC108108116|XP_017071521.1|DEUG
OG0005112	LOC6601013|XP_026849692.1|DPER	LOC108102873|XP_017063570.1|DEUG
OG0005113	LOC6602786|XP_002027800.1|DPER	LOC108108118|XP_017071524.1|DEUG
OG0005114	LOC6601249|XP_002026211.1|DPER	LOC108103588|XP_017064602.1|DEUG
OG0005115	LOC6596312|XP_026843610.1|DPER	LOC108102675|XP_017063304.1|DEUG
OG0005116	LOC6601645|XP_002026759.2|DPER	LOC108114692|XP_017081277.1|DEUG
OG0005117	LOC6598373|XP_002023398.1|DPER	LOC108104391|XP_017065919.1|DEUG
OG0005118	LOC6589709|XP_002014459.1|DPER	LOC108111094|XP_017075922.1|DEUG
OG0005119	LOC6591251|XP_026841571.1|DPER	LOC108112583|XP_017078093.1|DEUG
OG0005120	LOC6595888|XP_026845448.1|DPER	LOC108114149|XP_017080430.1|DEUG
OG0005121	LOC6602411|XP_026848586.1|DPER	LOC108108729|XP_017072355.1|DEUG
OG0005122	LOC6595900|XP_002021441.1|DPER	LOC108114571|XP_017081111.1|DEUG
OG0005123	LOC6599059|XP_026848960.1|DPER	LOC108108631|XP_017072220.1|DEUG
OG0005124	LOC6601658|XP_026847526.1|DPER	LOC108114237|XP_017080599.1|DEUG
OG0005125	LOC6601659|XP_026847486.1|DPER	LOC108114475|XP_017080973.1|DEUG
OG0005126	LOC6601219|XP_026848091.1|DPER	LOC108109823|XP_017074048.1|DEUG
OG0005127	LOC6599090|XP_002024223.1|DPER	LOC108113762|XP_017079951.1|DEUG
OG0005128	LOC6590719|XP_026840598.1|DPER	LOC108113093|XP_017079027.1|DEUG
OG0005129	LOC6601795|XP_002026854.1|DPER	LOC108114528|XP_017081048.1|DEUG
OG0005130	LOC6601834|XP_026849377.1|DPER	LOC108114202|XP_017080509.1|DEUG
OG0005131	LOC6597191|XP_002022336.2|DPER	LOC108102732|XP_017063367.1|DEUG
OG0005132	LOC6603304|XP_002028285.1|DPER	LOC108114160|XP_017080439.1|DEUG
OG0005133	LOC113566609|XP_026848813.1|DPER	LOC108108207|XP_017071655.1|DEUG
OG0005134	LOC6596229|XP_026845635.1|DPER	LOC108107819|XP_017071055.1|DEUG
OG0005135	LOC6595865|XP_002021410.1|DPER	LOC108114091|XP_017080337.1|DEUG
OG0005136	LOC6595867|XP_002021412.1|DPER	LOC108114045|XP_017080285.1|DEUG
OG0005137	LOC6587888|XP_026840865.1|DPER	LOC108115858|XP_017082973.1|DEUG
OG0005138	LOC6600316|XP_002025370.2|DPER	LOC108108235|XP_017071691.1|DEUG
OG0005139	LOC6601463|XP_002026430.2|DPER	LOC108108075|XP_017071445.1|DEUG
OG0005140	LOC6596349|XP_002021487.1|DPER	LOC108102683|XP_017063313.1|DEUG
OG0005141	LOC6593123|XP_002017622.1|DPER	LOC108112910|XP_017078766.1|DEUG
OG0005142	LOC6602466|XP_026848773.1|DPER	LOC108118099|XP_017086141.1|DEUG
OG0005143	LOC6602491|XP_026848717.1|DPER	LOC108109853|XP_017074103.1|DEUG
OG0005144	LOC6602494|XP_026848800.1|DPER	LOC108109769|XP_017073932.1|DEUG
OG0005145	LOC6602462|XP_002027524.1|DPER	LOC108109901|XP_017074197.1|DEUG
OG0005146	LOC6601235|XP_026848204.1|DPER	LOC108114236|XP_017080597.1|DEUG
OG0005147	LOC113566504|XP_026848205.1|DPER	LOC108114233|XP_017080594.1|DEUG
OG0005148	LOC6599636|XP_002024746.2|DPER	LOC108117376|XP_017085251.1|DEUG
OG0005149	LOC6592935|XP_002018382.1|DPER	LOC108112870|XP_017078689.1|DEUG
OG0005150	LOC6599820|XP_002024920.1|DPER	LOC108114701|XP_017081287.1|DEUG
OG0005151	LOC6601915|XP_002026964.1|DPER	LOC108108120|XP_017071526.1|DEUG
OG0005152	LOC6601908|XP_002026957.1|DPER	LOC108108041|XP_017071404.1|DEUG
OG0005153	LOC113566709|XP_026849327.1|DPER, LOC6601906|XP_026849325.1|DPER	LOC108108039|XP_017071402.1|DEUG
OG0005154	LOC6601904|XP_026849320.1|DPER	LOC108108044|XP_017071407.1|DEUG
OG0005155	LOC6599559|XP_026849409.1|DPER	LOC108104730|XP_017066456.1|DEUG
OG0005156	LOC6591460|XP_002016946.1|DPER	LOC108110230|XP_017074706.1|DEUG
OG0005157	LOC6593198|XP_026842294.1|DPER	LOC108112962|XP_017078850.1|DEUG
OG0005158	LOC6599465|XP_002024614.2|DPER	LOC108107910|XP_017071215.1|DEUG
OG0005159	LOC6599767|XP_002024887.2|DPER	LOC108114613|XP_017081164.1|DEUG
