Orthogroup	DPER.longest_only	DBIA.longest_only
OG0003667	LOC113566611|XP_026848816.1|DPER	LOC108034975|XP_016965778.1|DBIA
OG0003668	LOC6590583|XP_026842829.1|DPER	LOC108034376|XP_016964748.1|DBIA
OG0003669	LOC6592518|XP_002017676.1|DPER	LOC108036660|XP_016968431.1|DBIA
OG0003670	LOC6592517|XP_002017675.1|DPER	LOC108036659|XP_016968429.1|DBIA
OG0003671	LOC6592526|XP_026840958.1|DPER	LOC108022630|XP_016947173.1|DBIA
OG0003672	LOC6594620|XP_002019843.1|DPER	LOC108026452|XP_016952881.1|DBIA
OG0003673	LOC6593197|XP_026842772.1|DPER	LOC108026752|XP_016953367.1|DBIA
OG0003674	LOC6592297|XP_026842827.1|DPER	LOC108036521|XP_016968220.1|DBIA
OG0003675	LOC6590555|XP_026842410.1|DPER	LOC108029483|XP_016957235.1|DBIA
OG0003676	LOC6590554|XP_026842407.1|DPER	LOC108029484|XP_016957236.1|DBIA
OG0003677	LOC6592134|XP_026844615.1|DPER	LOC108031494|XP_016960480.1|DBIA
OG0003678	LOC6603298|XP_002028279.1|DPER	LOC108035340|XP_016966414.1|DBIA
OG0003679	LOC6603293|XP_026849855.1|DPER	LOC108035616|XP_016966792.1|DBIA
OG0003680	LOC6592244|XP_002017595.1|DPER	LOC108023036|XP_016947766.1|DBIA
OG0003681	LOC6601577|XP_026841296.1|DPER	LOC108030260|XP_016958571.1|DBIA
OG0003682	LOC6598727|XP_002023874.1|DPER	LOC108027270|XP_016954134.1|DBIA
OG0003683	LOC6590900|XP_026840768.1|DPER	LOC108030018|XP_016958021.1|DBIA
OG0003684	LOC6599839|XP_002024858.1|DPER	LOC108034921|XP_016965666.1|DBIA
OG0003685	LOC6602510|XP_026848764.1|DPER	LOC108030722|XP_016959256.1|DBIA
OG0003686	LOC6592924|XP_002018444.1|DPER	LOC108036486|XP_016968161.1|DBIA
OG0003687	LOC6592936|XP_002018383.1|DPER	LOC108022673|XP_016947232.1|DBIA
OG0003688	LOC6590820|XP_002016474.1|DPER	LOC108026848|XP_016953515.1|DBIA
OG0003689	LOC6603423|XP_026848110.1|DPER	LOC108030870|XP_016959509.1|DBIA
OG0003690	LOC6599014|XP_026847856.1|DPER	LOC108028773|XP_016956240.1|DBIA
OG0003691	LOC6596067|XP_026845544.1|DPER	LOC108030710|XP_016959240.1|DBIA
OG0003692	LOC6602121|XP_002027193.1|DPER	LOC108030351|XP_016958705.1|DBIA
OG0003693	LOC6601130|XP_002026057.1|DPER	LOC108029481|XP_016957237.1|DBIA
OG0003694	LOC6599817|XP_026847293.1|DPER	LOC108035640|XP_016966834.1|DBIA
OG0003695	LOC6601399|XP_002026502.2|DPER	LOC108035443|XP_016966567.1|DBIA
OG0003696	LOC6590170|XP_002016106.1|DPER	LOC108029995|XP_016957998.1|DBIA
OG0003697	LOC6590046|XP_026842121.1|DPER	LOC108022658|XP_016947213.1|DBIA
OG0003698	LOC6599827|XP_002024847.1|DPER, LOC6604088|XP_002029028.1|DPER	LOC108035661|XP_016966858.1|DBIA
OG0003699	LOC6600846|XP_002025983.1|DPER	LOC108022763|XP_016947357.1|DBIA
OG0003700	LOC6592277|XP_002018418.1|DPER	LOC108022980|XP_016947694.1|DBIA
OG0003701	LOC6589597|XP_002014830.1|DPER	LOC108036805|XP_016968641.1|DBIA
OG0003702	LOC6595845|XP_002021375.1|DPER	LOC108035649|XP_016966844.1|DBIA
OG0003703	LOC6601517|XP_002026579.1|DPER	LOC108035625|XP_016966806.1|DBIA
OG0003704	LOC6601397|XP_002026500.1|DPER	LOC108034537|XP_016964951.1|DBIA
OG0003705	LOC6590712|XP_026842236.1|DPER	LOC108029552|XP_016957359.1|DBIA
OG0003706	LOC6602790|XP_002027798.2|DPER	LOC108028632|XP_016956044.1|DBIA
OG0003707	LOC6601045|XP_026849732.1|DPER	LOC108030744|XP_016959283.1|DBIA
OG0003708	LOC6599797|XP_026847362.1|DPER	LOC108034973|XP_016965776.1|DBIA
OG0003709	LOC6592969|XP_002017704.1|DPER	LOC108030319|XP_016958651.1|DBIA
OG0003710	LOC6592968|XP_002017703.1|DPER	LOC108030363|XP_016958721.1|DBIA
OG0003711	LOC6602419|XP_002027424.1|DPER	LOC108030916|XP_016959599.1|DBIA
OG0003712	LOC6590212|XP_002016068.1|DPER	LOC108022893|XP_016947580.1|DBIA
OG0003713	LOC6590506|XP_002016091.1|DPER	LOC108029701|XP_016957657.1|DBIA
OG0003714	LOC6591024|XP_002016643.1|DPER	LOC108029700|XP_016957655.1|DBIA
OG0003715	LOC6601242|XP_002026300.1|DPER	LOC108034753|XP_016965191.1|DBIA
OG0003716	LOC6595898|XP_026845704.1|DPER	LOC108028623|XP_016956032.1|DBIA
OG0003717	LOC6601654|XP_026847548.1|DPER	LOC108034542|XP_016964957.1|DBIA
OG0003718	LOC6599480|XP_002024600.1|DPER	LOC108034524|XP_016964937.1|DBIA
OG0003719	LOC6595753|XP_002021370.1|DPER	LOC108035401|XP_016966509.1|DBIA
OG0003720	LOC6597725|XP_026846996.1|DPER	LOC108027545|XP_016954486.1|DBIA
OG0003721	LOC6590604|XP_002016469.1|DPER	LOC108026901|XP_016953599.1|DBIA
OG0003722	LOC6597181|XP_026845366.1|DPER	LOC108028373|XP_016955654.1|DBIA
OG0003723	LOC113566332|XP_026847343.1|DPER	LOC108035288|XP_016966344.1|DBIA
OG0003724	LOC6600315|XP_026849038.1|DPER	LOC108028700|XP_016956136.1|DBIA
OG0003725	LOC6596230|XP_026845621.1|DPER	LOC108030570|XP_016958961.1|DBIA
OG0003726	LOC6600337|XP_002025346.1|DPER	LOC108035382|XP_016966477.1|DBIA
OG0003727	LOC6601236|XP_002026294.2|DPER	LOC108028582|XP_016955979.1|DBIA
OG0003728	LOC6594134|XP_002019438.1|DPER	LOC108024811|XP_016950423.1|DBIA
OG0003729	LOC6601117|XP_026849695.1|DPER	LOC108034797|XP_016965282.1|DBIA
OG0003730	LOC6599610|XP_026849556.1|DPER	LOC108034792|XP_016965265.1|DBIA
OG0003731	LOC113566710|XP_026849328.1|DPER, LOC6601905|XP_002026954.1|DPER	LOC108035557|XP_016966714.1|DBIA
OG0003732	LOC6602303|XP_002027362.1|DPER	LOC108028747|XP_016956205.1|DBIA
OG0003733	LOC6600549|XP_002025702.1|DPER	LOC108030115|XP_016958304.1|DBIA
OG0003734	LOC6599563|XP_026849393.1|DPER	LOC108028802|XP_016956278.1|DBIA
OG0003735	LOC6591300|XP_002015629.1|DPER	LOC108026872|XP_016953549.1|DBIA
OG0003736	LOC6592681|XP_002017948.1|DPER	LOC108030300|XP_016958624.1|DBIA
OG0003737	LOC6593199|XP_002018122.1|DPER	LOC108026635|XP_016953145.1|DBIA
OG0003738	LOC6590087|XP_002016041.1|DPER	LOC108026938|XP_016953640.1|DBIA
OG0003739	LOC6602049|XP_002027180.2|DPER	LOC108030133|XP_016958336.1|DBIA
OG0003740	LOC6602056|XP_002027187.2|DPER	LOC108030105|XP_016958283.1|DBIA
OG0003741	LOC6600548|XP_026847596.1|DPER	LOC108028362|XP_016955638.1|DBIA
OG0003742	LOC6601515|XP_002026577.1|DPER	LOC108035944|XP_016967229.1|DBIA
OG0003743	LOC6590550|XP_026842490.1|DPER	LOC108029576|XP_016957426.1|DBIA
OG0003744	LOC6602054|XP_002027185.1|DPER	LOC108030107|XP_016958286.1|DBIA
OG0003745	LOC6592192|XP_002017762.1|DPER	LOC108022275|XP_016946622.1|DBIA
OG0003746	LOC6600914|XP_026840599.1|DPER	LOC108022592|XP_016947108.1|DBIA
OG0003747	LOC6596085|XP_026845595.1|DPER	LOC108034554|XP_016964971.1|DBIA
OG0003748	LOC6596083|XP_026845588.1|DPER	LOC108035686|XP_016966890.1|DBIA
OG0003749	LOC6596079|XP_002021110.1|DPER	LOC108035081|XP_016965985.1|DBIA
OG0003750	LOC6596081|XP_026845551.1|DPER	LOC108035082|XP_016965986.1|DBIA
OG0003751	LOC6596077|XP_002021108.2|DPER	LOC108034992|XP_016965815.1|DBIA
OG0003752	LOC6600542|XP_026847689.1|DPER	LOC108035188|XP_016966160.1|DBIA
OG0003753	LOC6601675|XP_026847565.1|DPER	LOC108028327|XP_016955553.1|DBIA
OG0003754	LOC6601672|XP_026847512.1|DPER	LOC108028326|XP_016955547.1|DBIA
OG0003755	LOC6601009|XP_026849710.1|DPER	LOC108034889|XP_016965588.1|DBIA
OG0003756	LOC6590581|XP_002015386.2|DPER	LOC108032850|XP_016962343.1|DBIA
OG0003757	LOC6592286|XP_002018405.2|DPER	LOC108022604|XP_016947128.1|DBIA
OG0003758	LOC6591149|XP_026840965.1|DPER	LOC108029485|XP_016957239.1|DBIA
OG0003759	LOC6602479|XP_026848822.1|DPER	LOC108034825|XP_016965415.1|DBIA
OG0003760	LOC6592665|XP_002018389.1|DPER	LOC108022715|XP_016947284.1|DBIA
OG0003761	LOC113566452|XP_026847877.1|DPER	LOC108035145|XP_016966077.1|DBIA
OG0003762	LOC6601437|XP_026847878.1|DPER	LOC108035146|XP_016966078.1|DBIA
OG0003763	LOC6601474|XP_026847855.1|DPER	LOC108028681|XP_016956106.1|DBIA
OG0003764	LOC6601469|XP_002026436.2|DPER	LOC108028502|XP_016955867.1|DBIA
OG0003765	LOC6598041|XP_002023199.1|DPER	LOC108032428|XP_016961739.1|DBIA
OG0003766	LOC6599099|XP_026849251.1|DPER	LOC108023382|XP_016948278.1|DBIA
OG0003767	LOC6590340|XP_002016297.1|DPER	LOC108030246|XP_016958541.1|DBIA
OG0003768	LOC6592822|XP_026841178.1|DPER	LOC108023099|XP_016947852.1|DBIA
OG0003769	LOC6592827|XP_026840802.1|DPER	LOC108022590|XP_016947106.1|DBIA
OG0003770	LOC6602559|XP_026846792.1|DPER	LOC108036002|XP_016967384.1|DBIA
OG0003771	LOC6599491|XP_026849506.1|DPER	LOC108034741|XP_016965176.1|DBIA
OG0003772	LOC6603002|XP_026849443.1|DPER	LOC108028811|XP_016956290.1|DBIA
OG0003773	LOC6592787|XP_026841540.1|DPER	LOC108036634|XP_016968397.1|DBIA
OG0003774	LOC6592790|XP_026842823.1|DPER	LOC108036502|XP_016968192.1|DBIA
OG0003775	LOC6600738|XP_026848667.1|DPER	LOC108024162|XP_016949463.1|DBIA
OG0003776	LOC6590955|XP_026841809.1|DPER	LOC108030362|XP_016958720.1|DBIA
OG0003777	LOC6590714|XP_002016246.1|DPER	LOC108029656|XP_016957572.1|DBIA
OG0003778	LOC6591052|XP_026841488.1|DPER	LOC108022982|XP_016947697.1|DBIA
OG0003779	LOC6592558|XP_026842885.1|DPER	LOC108029565|XP_016957408.1|DBIA
OG0003780	LOC6590869|XP_002016118.1|DPER	LOC108022484|XP_016946925.1|DBIA
OG0003781	LOC6601985|XP_002027062.1|DPER	LOC108036001|XP_016967381.1|DBIA
OG0003782	LOC6596767|XP_026845898.1|DPER	LOC108023369|XP_016948258.1|DBIA
OG0003783	LOC6598030|XP_026843278.1|DPER, LOC6595184|XP_026840222.1|DPER	LOC108024712|XP_016950294.1|DBIA
OG0003784	LOC6592841|XP_002018269.1|DPER	LOC108036231|XP_016967730.1|DBIA
OG0003785	LOC6590167|XP_026841164.1|DPER	LOC108035740|XP_016966925.1|DBIA
OG0003786	LOC6590113|XP_002016511.2|DPER	LOC108036585|XP_016968330.1|DBIA
OG0003787	LOC6590111|XP_002016509.2|DPER	LOC108036583|XP_016968328.1|DBIA
OG0003788	LOC6590988|XP_002016553.1|DPER	LOC108026689|XP_016953266.1|DBIA
OG0003789	LOC6591016|XP_026842615.1|DPER	LOC108036450|XP_016968092.1|DBIA
OG0003790	LOC6602950|XP_026848851.1|DPER	LOC108028745|XP_016956202.1|DBIA
OG0003791	LOC6592038|XP_026841784.1|DPER	LOC108027225|XP_016954046.1|DBIA
OG0003792	LOC6592661|XP_002018385.1|DPER	LOC108022634|XP_016947179.1|DBIA
OG0003793	LOC6590107|XP_002015663.1|DPER	LOC108022605|XP_016947129.1|DBIA
OG0003794	LOC6591284|XP_002016500.1|DPER	LOC108026740|XP_016953349.1|DBIA
OG0003795	LOC6597118|XP_026845325.1|DPER	LOC108034997|XP_016965825.1|DBIA
OG0003796	LOC6595139|XP_002020305.1|DPER	LOC108025274|XP_016951128.1|DBIA
OG0003797	LOC6598122|XP_026843149.1|DPER	LOC108032756|XP_016962238.1|DBIA
OG0003798	LOC6592209|XP_026841674.1|DPER	LOC108036667|XP_016968437.1|DBIA
OG0003799	LOC6590951|XP_002016021.1|DPER	LOC108026816|XP_016953470.1|DBIA
OG0003800	LOC6593907|XP_002018784.1|DPER	LOC108032713|XP_016962180.1|DBIA
OG0003801	LOC6596563|XP_026843358.1|DPER	LOC108032770|XP_016962260.1|DBIA
OG0003802	LOC6596535|XP_002021732.1|DPER	LOC108032569|XP_016961956.1|DBIA
OG0003803	LOC6595136|XP_002020302.1|DPER	LOC108025131|XP_016950888.1|DBIA
OG0003804	LOC6593283|XP_026843440.1|DPER	LOC108029068|XP_016956627.1|DBIA
OG0003805	LOC6595601|XP_026844390.1|DPER	LOC108036851|XP_016968712.1|DBIA
OG0003806	LOC6597985|XP_002023081.2|DPER	LOC108036555|XP_016968322.1|DBIA
OG0003807	LOC6588731|XP_026844332.1|DPER	LOC108036831|XP_016968665.1|DBIA
OG0003808	LOC6596093|XP_026845434.1|DPER	LOC108028479|XP_016955830.1|DBIA
OG0003809	LOC6589211|XP_026844761.1|DPER	LOC108034215|XP_016964545.1|DBIA
OG0003810	LOC6600852|XP_026841304.1|DPER	LOC108022739|XP_016947318.1|DBIA
OG0003811	LOC6590134|XP_002015611.1|DPER	LOC108026854|XP_016953522.1|DBIA
OG0003812	LOC6593312|XP_026843163.1|DPER	LOC108036838|XP_016968674.1|DBIA
OG0003813	LOC6589793|XP_002014461.1|DPER	LOC108034101|XP_016964367.1|DBIA
OG0003814	LOC6589608|XP_002014772.1|DPER, LOC113565917|XP_026845087.1|DPER	LOC108034235|XP_016964573.1|DBIA
OG0003815	LOC6595072|XP_026841053.1|DPER	LOC108031633|XP_016960728.1|DBIA
OG0003816	LOC6597946|XP_002023181.1|DPER	LOC108032596|XP_016962000.1|DBIA
OG0003817	LOC6593999|XP_002019051.1|DPER	LOC108032725|XP_016962194.1|DBIA
OG0003818	LOC6588925|XP_002014656.1|DPER, LOC6588794|XP_002014671.1|DPER	LOC108034358|XP_016964734.1|DBIA
OG0003819	LOC6589147|XP_002014666.1|DPER	LOC108029300|XP_016956992.1|DBIA
OG0003820	LOC6594691|XP_002019618.1|DPER	LOC108031547|XP_016960572.1|DBIA
OG0003821	LOC6590213|XP_002016069.1|DPER	LOC108023083|XP_016947825.1|DBIA
OG0003822	LOC6593652|XP_002019239.1|DPER	LOC108031995|XP_016961281.1|DBIA
OG0003823	LOC6589784|XP_026844421.1|DPER	LOC108032576|XP_016961967.1|DBIA
OG0003824	LOC6593965|XP_002018950.1|DPER	LOC108032502|XP_016961816.1|DBIA
OG0003825	LOC6593978|XP_002019020.1|DPER	LOC108034193|XP_016964510.1|DBIA
OG0003826	LOC6588818|XP_002015179.1|DPER	LOC108028988|XP_016956519.1|DBIA
OG0003827	LOC6593995|XP_002019047.2|DPER	LOC108032450|XP_016961765.1|DBIA
OG0003828	LOC6593998|XP_002019050.1|DPER	LOC108032616|XP_016962043.1|DBIA
OG0003829	LOC6598085|XP_026843460.1|DPER	LOC108032754|XP_016962233.1|DBIA
OG0003830	LOC113565619|XP_026843881.1|DPER, LOC6596589|XP_002021704.1|DPER	LOC108033335|XP_016963110.1|DBIA
OG0003831	LOC6588076|XP_002012819.1|DPER	LOC108031725|XP_016960884.1|DBIA
OG0003832	LOC6593338|XP_026843456.1|DPER	LOC108034251|XP_016964593.1|DBIA
OG0003833	LOC6593456|XP_002018738.1|DPER	LOC108033955|XP_016964138.1|DBIA
OG0003834	LOC6593426|XP_026843447.1|DPER	LOC108033890|XP_016964026.1|DBIA
OG0003835	LOC6603378|XP_026843859.1|DPER	LOC108032588|XP_016961985.1|DBIA
OG0003836	LOC113565702|XP_026844367.1|DPER, LOC6589653|XP_002014514.2|DPER	LOC108033743|XP_016963791.1|DBIA
OG0003837	LOC6589655|XP_002014516.1|DPER	LOC108034065|XP_016964309.1|DBIA
OG0003838	LOC6588899|XP_002014984.1|DPER	LOC108032474|XP_016961786.1|DBIA
OG0003839	LOC6593714|XP_026842966.1|DPER	LOC108032642|XP_016962077.1|DBIA
OG0003840	LOC6590553|XP_002016233.1|DPER	LOC108029482|XP_016957234.1|DBIA
OG0003841	LOC6596488|XP_002021530.1|DPER	LOC108029250|XP_016956934.1|DBIA
OG0003842	LOC6588998|XP_026844219.1|DPER	LOC108033963|XP_016964158.1|DBIA
OG0003843	LOC6598000|XP_026842942.1|DPER	LOC108032609|XP_016962028.1|DBIA
OG0003844	LOC6593599|XP_026843416.1|DPER	LOC108032679|XP_016962142.1|DBIA
OG0003845	LOC6593751|XP_002018855.2|DPER	LOC108029230|XP_016956913.1|DBIA
OG0003846	LOC6589233|XP_026844880.1|DPER	LOC108032714|XP_016962181.1|DBIA
OG0003847	LOC6593517|XP_026843829.1|DPER	LOC108032743|XP_016962216.1|DBIA
OG0003848	LOC6598758|XP_026850979.1|DPER	LOC108024502|XP_016949938.1|DBIA
OG0003849	LOC6592735|XP_026841440.1|DPER	LOC108036178|XP_016967657.1|DBIA
OG0003850	LOC6598105|XP_026843555.1|DPER	LOC108034155|XP_016964444.1|DBIA
OG0003851	LOC6592556|XP_002017934.1|DPER	LOC108030259|XP_016958569.1|DBIA
OG0003852	LOC6589837|XP_002014887.1|DPER	LOC108036126|XP_016967600.1|DBIA
OG0003853	LOC6601350|XP_026842368.1|DPER	LOC108030153|XP_016958367.1|DBIA
OG0003854	LOC6589462|XP_002014741.1|DPER	LOC108034896|XP_016965603.1|DBIA
OG0003855	LOC6589463|XP_002014742.2|DPER	LOC108034163|XP_016964462.1|DBIA
OG0003856	LOC6589763|XP_002015114.1|DPER	LOC108033250|XP_016963005.1|DBIA
OG0003857	LOC6595468|XP_002020901.2|DPER	LOC108032572|XP_016961961.1|DBIA
OG0003859	LOC6588795|XP_026844249.1|DPER	LOC108033945|XP_016964121.1|DBIA
OG0003860	LOC6593117|XP_002017616.1|DPER	LOC108022895|XP_016947583.1|DBIA
OG0003861	LOC113565440|XP_026843207.1|DPER	LOC108027833|XP_016954908.1|DBIA
OG0003862	LOC6589695|XP_026843985.1|DPER	LOC108033099|XP_016962823.1|DBIA
OG0003863	LOC6593855|XP_026842955.1|DPER	LOC108032521|XP_016961845.1|DBIA
OG0003864	LOC6593854|XP_002019222.1|DPER	LOC108032803|XP_016962298.1|DBIA
OG0003865	LOC6591753|XP_002017414.2|DPER	LOC108025510|XP_016951521.1|DBIA
OG0003866	LOC6596524|XP_002021721.1|DPER	LOC108034131|XP_016964409.1|DBIA
OG0003867	LOC113565411|XP_026843121.1|DPER	LOC108031950|XP_016961228.1|DBIA
OG0003868	LOC6589304|XP_002014395.1|DPER	LOC108033339|XP_016963114.1|DBIA
OG0003869	LOC6589033|XP_002015080.1|DPER	LOC108033559|XP_016963396.1|DBIA
OG0003870	LOC6588810|XP_026844883.1|DPER	LOC108033673|XP_016963607.1|DBIA
OG0003871	LOC6589295|XP_002015065.1|DPER	LOC108034276|XP_016964624.1|DBIA
OG0003872	LOC6590023|XP_002016202.1|DPER	LOC108022838|XP_016947499.1|DBIA
OG0003873	LOC6593396|XP_026843302.1|DPER	LOC108034085|XP_016964340.1|DBIA
OG0003874	LOC6596596|XP_026843798.1|DPER	LOC108033736|XP_016963778.1|DBIA
OG0003875	LOC6588822|XP_002014419.1|DPER	LOC108034818|XP_016965363.1|DBIA
OG0003876	LOC6595676|XP_002020736.1|DPER	LOC108027906|XP_016955014.1|DBIA
OG0003877	LOC6603395|XP_002028375.1|DPER	LOC108032811|XP_016962313.1|DBIA
OG0003878	LOC6588796|XP_026844248.1|DPER	LOC108033944|XP_016964118.1|DBIA
OG0003879	LOC6601055|XP_026849765.1|DPER	LOC108030163|XP_016958385.1|DBIA
OG0003880	LOC6602312|XP_026848503.1|DPER	LOC108028535|XP_016955920.1|DBIA
OG0003881	LOC6600959|XP_002025997.1|DPER	LOC108022992|XP_016947711.1|DBIA
OG0003882	LOC6593129|XP_002018103.1|DPER	LOC108030717|XP_016959248.1|DBIA
OG0003883	LOC6598361|XP_026846313.1|DPER	LOC108023994|XP_016949219.1|DBIA
OG0003884	LOC6598037|XP_002023195.2|DPER	LOC108032624|XP_016962051.1|DBIA
OG0003885	LOC6593767|XP_002018959.1|DPER	LOC108034245|XP_016964586.1|DBIA
OG0003886	LOC6593768|XP_002018960.2|DPER	LOC108034246|XP_016964587.1|DBIA
OG0003887	LOC6596489|XP_002021531.2|DPER	LOC108029217|XP_016956896.1|DBIA
OG0003888	LOC6594882|XP_002020001.2|DPER	LOC108032013|XP_016961303.1|DBIA
OG0003889	LOC6595632|XP_002020675.1|DPER	LOC108027890|XP_016954998.1|DBIA
OG0003890	LOC6601699|XP_002026711.1|DPER	LOC108035579|XP_016966738.1|DBIA
OG0003891	LOC6598045|XP_002023203.1|DPER	LOC108032640|XP_016962075.1|DBIA
OG0003892	LOC6601120|XP_002026195.1|DPER	LOC108034799|XP_016965289.1|DBIA
OG0003893	LOC6597966|XP_002023169.1|DPER	LOC108036097|XP_016967552.1|DBIA
OG0003894	LOC6589013|XP_002014329.1|DPER	LOC108033320|XP_016963087.1|DBIA
OG0003895	LOC6600832|XP_002025926.1|DPER	LOC108022589|XP_016947105.1|DBIA
OG0003896	LOC6600836|XP_026842580.1|DPER	LOC108022919|XP_016947618.1|DBIA
OG0003897	LOC6591088|XP_002016120.1|DPER	LOC108022485|XP_016946927.1|DBIA
OG0003898	LOC6598072|XP_002023131.1|DPER	LOC108033634|XP_016963541.1|DBIA
OG0003899	LOC6589867|XP_002014580.1|DPER	LOC108029280|XP_016956967.1|DBIA
OG0003900	LOC6595478|XP_002020650.1|DPER	LOC108027820|XP_016954888.1|DBIA
OG0003901	LOC6595467|XP_002020900.1|DPER	LOC108032574|XP_016961962.1|DBIA
OG0003902	LOC6595466|XP_002020899.1|DPER	LOC108033852|XP_016963977.1|DBIA
OG0003903	LOC6602240|XP_002027270.1|DPER	LOC108036746|XP_016968544.1|DBIA
OG0003904	LOC6602241|XP_002027271.1|DPER	LOC108036745|XP_016968543.1|DBIA
OG0003905	LOC6595230|XP_002020203.1|DPER	LOC108032119|XP_016961441.1|DBIA
OG0003906	LOC6601633|XP_002026636.1|DPER	LOC108036425|XP_016968042.1|DBIA
OG0003907	LOC6589523|XP_026844051.1|DPER	LOC108028953|XP_016956480.1|DBIA
OG0003908	LOC6589524|XP_002015047.2|DPER	LOC108029032|XP_016956570.1|DBIA
OG0003909	LOC6601264|XP_002026393.1|DPER	LOC108022795|XP_016947414.1|DBIA
OG0003910	LOC113566122|XP_026846049.1|DPER	LOC108027032|XP_016953718.1|DBIA
OG0003911	LOC6588698|XP_002015033.1|DPER	LOC108027933|XP_016955051.1|DBIA
OG0003912	LOC6596503|XP_002021577.1|DPER	LOC108032379|XP_016961689.1|DBIA
OG0003913	LOC6597949|XP_026843409.1|DPER	LOC108032697|XP_016962163.1|DBIA
OG0003914	LOC6588806|XP_002015127.1|DPER	LOC108033983|XP_016964196.1|DBIA
OG0003915	LOC6599902|XP_002025015.1|DPER	LOC108023756|XP_016948883.1|DBIA
OG0003916	LOC6595559|XP_026844164.1|DPER	LOC108034223|XP_016964554.1|DBIA
OG0003917	LOC6593950|XP_026843257.1|DPER	LOC108034337|XP_016964709.1|DBIA
OG0003918	LOC6589691|XP_002015204.2|DPER	LOC108034135|XP_016964413.1|DBIA
OG0003919	LOC6596303|XP_026843502.1|DPER	LOC108027893|XP_016955000.1|DBIA
OG0003920	LOC6590608|XP_002016473.2|DPER	LOC108026846|XP_016953513.1|DBIA
OG0003921	LOC6589497|XP_026844649.1|DPER	LOC108033803|XP_016963908.1|DBIA
OG0003922	LOC6589765|XP_026844450.1|DPER	LOC108033815|XP_016963929.1|DBIA
OG0003923	LOC6602017|XP_002027045.1|DPER	LOC108036024|XP_016967443.1|DBIA
OG0003924	LOC6590380|XP_002015482.1|DPER	LOC108029397|XP_016957115.1|DBIA
OG0003925	LOC6596363|XP_026843196.1|DPER	LOC108029106|XP_016956699.1|DBIA
OG0003926	LOC6596513|XP_026843749.1|DPER	LOC108029087|XP_016956665.1|DBIA
OG0003927	LOC6589158|XP_002014889.2|DPER	LOC108036121|XP_016967595.1|DBIA
OG0003928	LOC6593979|XP_002019021.1|DPER	LOC108034236|XP_016964574.1|DBIA
OG0003929	LOC6588802|XP_002015123.1|DPER	LOC108033996|XP_016964212.1|DBIA
OG0003930	LOC6593418|XP_002019124.1|DPER	LOC108034075|XP_016964325.1|DBIA
OG0003931	LOC6593544|XP_026843304.1|DPER	LOC108033937|XP_016964105.1|DBIA
OG0003932	LOC6592603|XP_026842159.1|DPER	LOC108030360|XP_016958716.1|DBIA
OG0003933	LOC6588915|XP_002014811.1|DPER	LOC108027907|XP_016955015.1|DBIA
OG0003934	LOC6593881|XP_026843376.1|DPER	LOC108036708|XP_016968494.1|DBIA
OG0003935	LOC6600797|XP_002025968.1|DPER	LOC108030196|XP_016958441.1|DBIA
OG0003936	LOC6600796|XP_002025967.1|DPER	LOC108030197|XP_016958442.1|DBIA
OG0003937	LOC6590475|XP_002016661.1|DPER	LOC108029522|XP_016957311.1|DBIA
OG0003938	LOC6596357|XP_026843060.1|DPER	LOC108029044|XP_016956586.1|DBIA
OG0003939	LOC6589862|XP_002015167.1|DPER	LOC108029063|XP_016956621.1|DBIA
OG0003940	LOC6596351|XP_002021489.1|DPER	LOC108029115|XP_016956716.1|DBIA
OG0003941	LOC6596354|XP_002021492.1|DPER	LOC108029198|XP_016956864.1|DBIA
OG0003942	LOC6589184|XP_026844227.1|DPER	LOC108036766|XP_016968594.1|DBIA
OG0003943	LOC6596359|XP_002021497.1|DPER	LOC108029047|XP_016956599.1|DBIA
OG0003944	LOC6589379|XP_002015051.1|DPER	LOC108033810|XP_016963918.1|DBIA
OG0003945	LOC6592560|XP_002018242.1|DPER	LOC108022690|XP_016947250.1|DBIA
OG0003946	LOC6598062|XP_002023155.1|DPER	LOC108034081|XP_016964335.1|DBIA
OG0003947	LOC6598076|XP_002023135.1|DPER	LOC108034149|XP_016964437.1|DBIA
OG0003948	LOC6595663|XP_002020785.1|DPER	LOC108034314|XP_016964672.1|DBIA
OG0003949	LOC6595661|XP_002020783.2|DPER	LOC108033828|XP_016963943.1|DBIA
OG0003950	LOC6589628|XP_026844153.1|DPER, LOC113565871|XP_026845032.1|DPER	LOC108035845|XP_016967080.1|DBIA
OG0003951	LOC6589740|XP_002014238.1|DPER	LOC108030489|XP_016958863.1|DBIA
OG0003952	LOC6589007|XP_002015145.1|DPER	LOC108033371|XP_016963178.1|DBIA
OG0003953	LOC6593729|XP_002019107.1|DPER	LOC108033779|XP_016963871.1|DBIA
OG0003954	LOC6601912|XP_026849341.1|DPER	LOC108035205|XP_016966205.1|DBIA
OG0003955	LOC113565658|XP_026844117.1|DPER, LOC113565657|XP_026844116.1|DPER	LOC108033289|XP_016963044.1|DBIA
OG0003956	LOC6588807|XP_026844241.1|DPER	LOC108033824|XP_016963940.1|DBIA
OG0003957	LOC6599487|XP_002024584.1|DPER	LOC108034739|XP_016965172.1|DBIA
OG0003958	LOC6599362|XP_002024485.1|DPER	LOC108025859|XP_016952016.1|DBIA
OG0003959	LOC6593083|XP_002017896.2|DPER	LOC108022947|XP_016947652.1|DBIA
OG0003960	LOC6600126|XP_002025293.1|DPER	LOC108028887|XP_016956393.1|DBIA
