Orthogroup	DPER.longest_only	BCOP.longest_only
OG0004424	LOC6601287|XP_026842167.1|DPER	LOC119066447|XP_037024841.1|BCOP
OG0004425	LOC6601803|XP_002026857.1|DPER	LOC119086056|XP_037052524.1|BCOP
OG0004426	LOC6601791|XP_002026850.1|DPER	LOC119068627|XP_037028189.1|BCOP
OG0004427	LOC6601861|XP_002026910.1|DPER	LOC119066848|XP_037025411.1|BCOP
OG0004428	LOC6588611|XP_002013154.1|DPER	LOC119085026|XP_037051109.1|BCOP
OG0004429	LOC6593704|XP_002018628.1|DPER	LOC119072434|XP_037033543.1|BCOP
OG0004430	LOC6597117|XP_026845746.1|DPER	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP
OG0004431	LOC6588070|XP_002012821.1|DPER	LOC119069431|XP_037029383.1|BCOP
OG0004432	LOC6587953|XP_002012822.2|DPER	LOC119084279|XP_037050098.1|BCOP
OG0004433	LOC6595767|XP_026845653.1|DPER	LOC119071732|XP_037032657.1|BCOP
OG0004434	LOC6590534|XP_002016403.1|DPER	LOC119078356|XP_037041751.1|BCOP
OG0004435	LOC6590448|XP_002016374.1|DPER	LOC119082592|XP_037048029.1|BCOP
OG0004436	LOC6592597|XP_026840977.1|DPER	LOC119066559|XP_037025001.1|BCOP
OG0004437	LOC6593158|XP_002018332.2|DPER	LOC119066184|XP_037024380.1|BCOP
OG0004438	LOC6591249|XP_002015792.1|DPER	LOC119066187|XP_037024387.1|BCOP
OG0004439	LOC6590296|XP_002016157.1|DPER	LOC119079860|XP_037043831.1|BCOP
OG0004440	LOC6590024|XP_002016203.1|DPER	LOC119082039|XP_037047262.1|BCOP
OG0004441	LOC6588951|XP_002015372.1|DPER	LOC119084066|XP_037049801.1|BCOP
OG0004442	LOC6600921|XP_002026049.1|DPER	LOC119078772|XP_037042377.1|BCOP
OG0004443	LOC6596080|XP_002021111.1|DPER	LOC119080485|XP_037044769.1|BCOP
OG0004444	LOC6590655|XP_002016413.1|DPER	LOC119083292|XP_037048879.1|BCOP
OG0004445	LOC6590406|XP_026841862.1|DPER	LOC119071543|XP_037032334.1|BCOP
OG0004446	LOC6594743|XP_002020395.1|DPER	LOC119081750|XP_037046823.1|BCOP
OG0004447	LOC6588371|XP_002013418.1|DPER	LOC119080099|XP_037044220.1|BCOP
OG0004448	LOC6592283|XP_002018402.1|DPER	LOC119068496|XP_037028005.1|BCOP
OG0004449	LOC6596060|XP_026845596.1|DPER	LOC119081349|XP_037046088.1|BCOP
OG0004451	LOC6591268|XP_026841022.1|DPER	LOC119078744|XP_037042335.1|BCOP
OG0004452	LOC6603468|XP_026840725.1|DPER	LOC119072355|XP_037033440.1|BCOP
OG0004453	LOC6590061|XP_026841283.1|DPER	LOC119068572|XP_037028111.1|BCOP
OG0004454	LOC6592156|XP_002017342.1|DPER	LOC119078173|XP_037041542.1|BCOP
OG0004456	LOC6598144|XP_002023481.2|DPER	LOC119065994|XP_037024096.1|BCOP
OG0004457	LOC6598860|XP_026847770.1|DPER	LOC119065999|XP_037024101.1|BCOP
OG0004458	LOC6600477|XP_026847576.1|DPER	LOC119072497|XP_037033634.1|BCOP
OG0004459	LOC6598949|XP_026848975.1|DPER	LOC119072490|XP_037033621.1|BCOP
OG0004460	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER	LOC119072458|XP_037033576.1|BCOP
OG0004461	LOC6597047|XP_002022207.1|DPER	LOC119066558|XP_037025000.1|BCOP
OG0004462	LOC6601502|XP_002026564.2|DPER	LOC119071683|XP_037032559.1|BCOP
OG0004463	LOC6603439|XP_026848050.1|DPER	LOC119072302|XP_037033381.1|BCOP
OG0004464	LOC6601519|XP_026847984.1|DPER	LOC119076285|XP_037038841.1|BCOP
OG0004465	LOC6593555|XP_002018970.1|DPER	LOC119066427|XP_037024803.1|BCOP
OG0004466	LOC6601508|XP_026848007.1|DPER	LOC119086020|XP_037052489.1|BCOP
OG0004467	LOC6595750|XP_002021367.1|DPER	LOC119082324|XP_037047719.1|BCOP
OG0004468	LOC6595751|XP_026845553.1|DPER	LOC119071109|XP_037031648.1|BCOP
OG0004469	LOC6597068|XP_026845351.1|DPER	LOC119085851|XP_037052255.1|BCOP
OG0004470	LOC6595705|XP_026844269.1|DPER	LOC119077052|XP_037040077.1|BCOP
OG0004471	LOC6588394|XP_002013798.2|DPER	LOC119071879|XP_037032855.1|BCOP
OG0004472	LOC6593085|XP_002017718.1|DPER	LOC119074257|XP_037036174.1|BCOP
OG0004473	LOC113565086|XP_026841432.1|DPER	LOC119074265|XP_037036182.1|BCOP
OG0004474	LOC6592201|XP_002017836.1|DPER	LOC119074260|XP_037036178.1|BCOP
OG0004475	LOC6590888|XP_002015429.1|DPER	LOC119074270|XP_037036187.1|BCOP
OG0004476	LOC6599282|XP_026848276.1|DPER, LOC6596335|XP_026843424.1|DPER	LOC119067205|XP_037025943.1|BCOP
OG0004477	LOC6591063|XP_002015694.1|DPER	LOC119082844|XP_037048402.1|BCOP
OG0004478	LOC6590209|XP_026842212.1|DPER	LOC119071139|XP_037031729.1|BCOP
OG0004479	LOC6589964|XP_002015639.2|DPER	LOC119069587|XP_037029572.1|BCOP
OG0004480	LOC6597727|XP_026847042.1|DPER	LOC119085606|XP_037051924.1|BCOP
OG0004481	LOC6590112|XP_002016510.1|DPER	LOC119083384|XP_037048992.1|BCOP
OG0004482	LOC6595170|XP_002020425.1|DPER	LOC119069322|XP_037029273.1|BCOP
OG0004483	LOC6591303|XP_026841514.1|DPER	LOC119071940|XP_037032959.1|BCOP
OG0004484	LOC6591973|XP_002017017.1|DPER	LOC119077210|XP_037040287.1|BCOP
OG0004486	LOC6590030|XP_002016209.1|DPER	LOC119074202|XP_037036094.1|BCOP
OG0004487	LOC6600984|XP_002026170.1|DPER	LOC119081293|XP_037045949.1|BCOP
OG0004488	LOC6590963|XP_002015545.1|DPER	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP
OG0004489	LOC6600636|XP_026847539.1|DPER	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP
OG0004490	LOC6592218|XP_002018488.1|DPER	LOC119073408|XP_037034741.1|BCOP
OG0004491	LOC6593575|XP_002019255.1|DPER	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP
OG0004492	LOC113567207|XP_026850185.1|DPER, LOC113567168|XP_026850142.1|DPER, LOC113566577|XP_026848588.1|DPER	LOC119084469|XP_037050349.1|BCOP
OG0004493	LOC113566011|XP_026845492.1|DPER	LOC119084650|XP_037050615.1|BCOP
OG0004504	LOC6592131|XP_026850469.1|DPER	LOC119068255|XP_037027688.1|BCOP
OG0004505	LOC6588612|XP_026840796.1|DPER	LOC119068330|XP_037027778.1|BCOP
OG0004506	LOC6587794|XP_002012962.1|DPER	LOC119067777|XP_037026811.1|BCOP
OG0004507	LOC6587946|XP_002013317.1|DPER	LOC119067087|XP_037025741.1|BCOP
OG0004508	LOC6588543|XP_026839961.1|DPER	LOC119080266|XP_037044419.1|BCOP
OG0004509	LOC6602831|XP_002027865.1|DPER	LOC119072588|XP_037033736.1|BCOP
OG0004510	LOC113566898|XP_026849889.1|DPER, LOC6602871|XP_026849645.1|DPER	LOC119080449|XP_037044713.1|BCOP
OG0004511	LOC6588039|XP_026841808.1|DPER	LOC119070023|XP_037030199.1|BCOP
OG0004512	LOC6603491|XP_002028473.2|DPER	LOC119080948|XP_037045470.1|BCOP
OG0004513	LOC6601999|XP_002027052.1|DPER	LOC119085099|XP_037051239.1|BCOP
OG0004514	LOC6601983|XP_026846857.1|DPER	LOC119073783|XP_037035355.1|BCOP
OG0004515	LOC6599173|XP_002024364.2|DPER	LOC119085611|XP_037051929.1|BCOP
OG0004516	LOC6597031|XP_002022123.1|DPER	LOC119085623|XP_037051942.1|BCOP
OG0004517	LOC6597241|XP_026846589.1|DPER	LOC119069175|XP_037028995.1|BCOP
OG0004518	LOC6603514|XP_002028492.2|DPER	LOC119083411|XP_037049027.1|BCOP
OG0004519	LOC6594849|XP_026850461.1|DPER	LOC119070291|XP_037030452.1|BCOP
OG0004520	LOC6604462|XP_026845999.1|DPER	LOC119069198|XP_037029048.1|BCOP
OG0004521	LOC6592912|XP_002018580.1|DPER	LOC119081872|XP_037047004.1|BCOP
OG0004522	LOC6597297|XP_002022438.1|DPER	LOC119069642|XP_037029653.1|BCOP
OG0004523	LOC6595043|XP_002020370.1|DPER	LOC119067493|XP_037026395.1|BCOP
OG0004524	LOC6600789|XP_002025812.1|DPER	LOC119067574|XP_037026554.1|BCOP
OG0004525	LOC6598511|XP_002023550.1|DPER	LOC119068639|XP_037028206.1|BCOP
OG0004526	LOC6599896|XP_026849231.1|DPER	LOC119068677|XP_037028253.1|BCOP
OG0004527	LOC6598574|XP_002023637.1|DPER	LOC119070295|XP_037030455.1|BCOP
OG0004528	LOC6599381|XP_002024555.1|DPER	LOC119068894|XP_037028657.1|BCOP
OG0004529	LOC6600358|XP_026848378.1|DPER	LOC119069486|XP_037029451.1|BCOP
OG0004530	LOC6598139|XP_026846289.1|DPER	LOC119076228|XP_037038780.1|BCOP
OG0004531	LOC113567377|XP_026850828.1|DPER	LOC119068162|XP_037027534.1|BCOP
OG0004532	LOC6597583|XP_026848859.1|DPER	LOC119070608|XP_037030922.1|BCOP
OG0004533	LOC6597694|XP_026846424.1|DPER	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP
OG0004534	LOC6603565|XP_026845797.1|DPER	LOC119086025|XP_037052496.1|BCOP
OG0004535	LOC6599709|XP_002024894.1|DPER	LOC119070485|XP_037030733.1|BCOP
OG0004536	LOC6599373|XP_026847229.1|DPER	LOC119067372|XP_037026179.1|BCOP
OG0004537	LOC6604223|XP_026849216.1|DPER	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP
OG0004538	LOC6593025|XP_002018218.1|DPER	LOC119080882|XP_037045354.1|BCOP
OG0004539	LOC6595077|XP_002020341.1|DPER	LOC119070309|XP_037030471.1|BCOP
OG0004540	LOC6599213|XP_026848236.1|DPER	LOC119068322|XP_037027772.1|BCOP
OG0004541	LOC6589902|XP_002016386.1|DPER	LOC119068742|XP_037028340.1|BCOP
OG0004542	LOC6599960|XP_026849207.1|DPER	LOC119067419|XP_037026284.1|BCOP
OG0004543	LOC6596797|XP_026849905.1|DPER	LOC119070009|XP_037030180.1|BCOP
OG0004544	LOC6598142|XP_026846227.1|DPER	LOC119081744|XP_037046815.1|BCOP
OG0004545	LOC6587369|XP_026839909.1|DPER	LOC119067445|XP_037026321.1|BCOP
OG0004546	LOC6590102|XP_002015658.1|DPER	LOC119070842|XP_037031246.1|BCOP
OG0004547	LOC6600689|XP_026845172.1|DPER	LOC119082346|XP_037047761.1|BCOP
OG0004548	LOC6597448|XP_002022390.2|DPER	LOC119082738|XP_037048217.1|BCOP
OG0004549	LOC6600100|XP_026846708.1|DPER	LOC119069633|XP_037029632.1|BCOP
OG0004550	LOC6600415|XP_026848400.1|DPER	LOC119067204|XP_037025941.1|BCOP
OG0004551	LOC6593107|XP_002018336.1|DPER	LOC119067202|XP_037025939.1|BCOP
OG0004552	LOC6596852|XP_026845865.1|DPER	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP
OG0004553	LOC6602492|XP_002027520.1|DPER	LOC119080846|XP_037045303.1|BCOP
OG0004554	LOC6598404|XP_002023648.2|DPER	LOC119084445|XP_037050324.1|BCOP
OG0004555	LOC6598405|XP_002023649.1|DPER	LOC119084399|XP_037050261.1|BCOP
OG0004556	LOC6603068|XP_026847078.1|DPER	LOC119067304|XP_037026106.1|BCOP
OG0004557	LOC6597560|XP_026848951.1|DPER	LOC119068404|XP_037027861.1|BCOP
OG0004558	LOC6600187|XP_002025318.2|DPER	LOC119070330|XP_037030495.1|BCOP
OG0004559	LOC6587890|XP_002013692.1|DPER	LOC119070381|XP_037030589.1|BCOP
OG0004560	LOC113564936|XP_026840268.1|DPER	LOC119067485|XP_037026380.1|BCOP
OG0004561	LOC6588657|XP_026841857.1|DPER	LOC119070516|XP_037030775.1|BCOP
OG0004562	LOC6587732|XP_002012759.1|DPER	LOC119068461|XP_037027942.1|BCOP
OG0004563	LOC6587810|XP_002014060.2|DPER	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP
OG0004564	LOC6594419|XP_002019683.1|DPER	LOC119068468|XP_037027960.1|BCOP
OG0004565	LOC6588315|XP_026851131.1|DPER	LOC119080208|XP_037044345.1|BCOP
OG0004566	LOC6599229|XP_026848337.1|DPER	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP
OG0004567	LOC6599976|XP_026845138.1|DPER	LOC119077123|XP_037040191.1|BCOP
OG0004568	LOC6596746|XP_002021929.2|DPER	LOC119069478|XP_037029438.1|BCOP
OG0004569	LOC6591594|XP_026839905.1|DPER	LOC119069764|XP_037029791.1|BCOP
OG0004570	LOC6590737|XP_002016000.2|DPER	LOC119068564|XP_037028088.1|BCOP
OG0004571	LOC6601774|XP_026846949.1|DPER	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP
OG0004572	LOC6595540|XP_002020628.1|DPER	LOC119069648|XP_037029666.1|BCOP
OG0004573	LOC6588438|XP_002013854.1|DPER	LOC119082219|XP_037047571.1|BCOP
OG0004574	LOC6599251|XP_002024277.1|DPER	LOC119081830|XP_037046962.1|BCOP
OG0004575	LOC6599250|XP_026848298.1|DPER	LOC119081609|XP_037046550.1|BCOP
OG0004576	LOC6587808|XP_002013394.1|DPER	LOC119069763|XP_037029790.1|BCOP
OG0004577	LOC6588081|XP_002013153.1|DPER	LOC119081218|XP_037045837.1|BCOP
OG0004578	LOC6598209|XP_026846136.1|DPER	LOC119067330|XP_037026129.1|BCOP
OG0004579	LOC6588854|XP_026843899.1|DPER	LOC119079029|XP_037042705.1|BCOP
OG0004580	LOC6587748|XP_002014046.1|DPER	LOC119069435|XP_037029387.1|BCOP
OG0004581	LOC6587983|XP_002013728.1|DPER	LOC119067988|XP_037027239.1|BCOP
OG0004582	LOC6595059|XP_026851228.1|DPER	LOC119084970|XP_037051019.1|BCOP
OG0004583	LOC6600656|XP_002025740.1|DPER	LOC119070057|XP_037030246.1|BCOP
OG0004584	LOC6593128|XP_002018102.1|DPER	LOC119069691|XP_037029712.1|BCOP
OG0004586	LOC6599098|XP_002024423.1|DPER	LOC119084442|XP_037050318.1|BCOP
OG0004587	LOC6595097|XP_002020375.1|DPER	LOC119067514|XP_037026425.1|BCOP
OG0004588	LOC6595095|XP_002020373.1|DPER	LOC119067539|XP_037026491.1|BCOP
OG0004589	LOC6600193|XP_026846676.1|DPER	LOC119084485|XP_037050370.1|BCOP
OG0004590	LOC6587899|XP_026840204.1|DPER	LOC119082439|XP_037047867.1|BCOP
OG0004591	LOC6587818|XP_002012829.2|DPER	LOC119081818|XP_037046952.1|BCOP
OG0004592	LOC6599304|XP_002024233.1|DPER	LOC119070594|XP_037030909.1|BCOP
OG0004593	LOC6598304|XP_002023506.1|DPER	LOC119085605|XP_037051923.1|BCOP
OG0004594	LOC6602664|XP_002027704.2|DPER	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP
OG0004595	LOC6597618|XP_002022756.1|DPER	LOC119070297|XP_037030458.1|BCOP
OG0004596	LOC6598141|XP_002023478.2|DPER	LOC119068560|XP_037028083.1|BCOP
OG0004597	LOC6597569|XP_002022786.1|DPER	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP
OG0004598	LOC6601924|XP_026848762.1|DPER	LOC119085726|XP_037052070.1|BCOP
OG0004599	LOC6588900|XP_002014985.1|DPER	LOC119070918|XP_037031349.1|BCOP
OG0004600	LOC6600350|XP_002025509.2|DPER	LOC119074611|XP_037036765.1|BCOP
OG0004601	LOC6600339|XP_026848424.1|DPER	LOC119067134|XP_037025825.1|BCOP
OG0004602	LOC6597216|XP_026846422.1|DPER	LOC119068030|XP_037027288.1|BCOP
OG0004603	LOC6589589|XP_002014562.1|DPER	LOC119068061|XP_037027358.1|BCOP
OG0004604	LOC6598247|XP_002023417.2|DPER	LOC119085599|XP_037051915.1|BCOP
OG0004605	LOC6597687|XP_026846433.1|DPER	LOC119080428|XP_037044680.1|BCOP
OG0004606	LOC6594623|XP_002019469.2|DPER	LOC119081649|XP_037046629.1|BCOP
OG0004607	LOC6599986|XP_026849152.1|DPER	LOC119082175|XP_037047487.1|BCOP
OG0004608	LOC6599115|XP_026849249.1|DPER	LOC119068053|XP_037027340.1|BCOP
OG0004609	LOC6599351|XP_002024474.1|DPER	LOC119068094|XP_037027410.1|BCOP
OG0004610	LOC6595328|XP_026844017.1|DPER	LOC119070450|XP_037030696.1|BCOP
OG0004611	LOC6594783|XP_002020537.1|DPER	LOC119070098|XP_037030306.1|BCOP
OG0004612	LOC6594782|XP_026843346.1|DPER	LOC119070101|XP_037030311.1|BCOP
OG0004613	LOC6587987|XP_002013726.1|DPER	LOC119069338|XP_037029302.1|BCOP
OG0004614	LOC6602687|XP_002027697.1|DPER	LOC119067399|XP_037026239.1|BCOP
OG0004615	LOC113566686|XP_026849215.1|DPER	LOC119069991|XP_037030126.1|BCOP
OG0004616	LOC6599954|XP_002025031.1|DPER	LOC119067136|XP_037025828.1|BCOP
OG0004617	LOC6589115|XP_002015234.1|DPER	LOC119067120|XP_037025791.1|BCOP
OG0004618	LOC6594880|XP_002019999.1|DPER	LOC119067259|XP_037026031.1|BCOP
OG0004619	LOC6588651|XP_002013219.2|DPER	LOC119069636|XP_037029637.1|BCOP
OG0004620	LOC6588097|XP_002012857.1|DPER	LOC119068567|XP_037028103.1|BCOP
OG0004621	LOC6594312|XP_002019355.1|DPER	LOC119081848|XP_037046985.1|BCOP
OG0004622	LOC6588261|XP_026839973.1|DPER	LOC119081943|XP_037047106.1|BCOP
OG0004623	LOC6595134|XP_002020300.1|DPER	LOC119068698|XP_037028284.1|BCOP
OG0004624	LOC6592050|XP_002017163.1|DPER	LOC119081669|XP_037046647.1|BCOP
OG0004625	LOC6600398|XP_026848396.1|DPER	LOC119085631|XP_037051962.1|BCOP
OG0004626	LOC6602761|XP_026847720.1|DPER	LOC119069080|XP_037028853.1|BCOP
OG0004627	LOC6601879|XP_026849383.1|DPER	LOC119074320|XP_037036275.1|BCOP
OG0004628	LOC6596760|XP_002021913.1|DPER	LOC119080060|XP_037044167.1|BCOP
OG0004629	LOC6588312|XP_002012909.1|DPER	LOC119084939|XP_037050979.1|BCOP
OG0004630	LOC6595297|XP_002020512.2|DPER	LOC119069538|XP_037029509.1|BCOP
OG0004632	LOC6588512|XP_026840172.1|DPER	LOC119069943|XP_037030063.1|BCOP
OG0004633	LOC6595131|XP_002020297.2|DPER	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP
OG0004635	LOC6597911|XP_026846990.1|DPER	LOC119068836|XP_037028520.1|BCOP
OG0004636	LOC6598261|XP_002023319.2|DPER	LOC119067512|XP_037026420.1|BCOP
OG0004637	LOC6603583|XP_026846689.1|DPER	LOC119067412|XP_037026255.1|BCOP
OG0004638	LOC6597458|XP_026849292.1|DPER	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP
OG0004639	LOC6587334|XP_002013012.1|DPER	LOC119069321|XP_037029271.1|BCOP
OG0004640	LOC6587326|XP_026850733.1|DPER	LOC119069317|XP_037029265.1|BCOP
OG0004641	LOC6600201|XP_002025301.2|DPER	LOC119079520|XP_037043382.1|BCOP
OG0004642	LOC6603582|XP_002028560.1|DPER	LOC119066985|XP_037025605.1|BCOP
OG0004643	LOC6591792|XP_002017392.1|DPER	LOC119074926|XP_037037215.1|BCOP
OG0004644	LOC6597666|XP_002022843.1|DPER	LOC119069417|XP_037029365.1|BCOP
OG0004645	LOC6588977|XP_002014569.1|DPER	LOC119069141|XP_037028942.1|BCOP
OG0004646	LOC6594742|XP_002020394.1|DPER	LOC119081486|XP_037046381.1|BCOP
OG0004647	LOC6597585|XP_002022772.2|DPER	LOC119070072|XP_037030265.1|BCOP
OG0004648	LOC6601734|XP_002026792.2|DPER	LOC119068990|XP_037028759.1|BCOP
OG0004649	LOC6600056|XP_002025071.2|DPER	LOC119069622|XP_037029610.1|BCOP
OG0004650	LOC6588804|XP_002015125.1|DPER	LOC119067436|XP_037026305.1|BCOP
OG0004651	LOC6594851|XP_002020059.2|DPER	LOC119068302|XP_037027738.1|BCOP
OG0004652	LOC6588290|XP_002012970.1|DPER	LOC119070252|XP_037030415.1|BCOP
OG0004653	LOC6595838|XP_002021427.1|DPER	LOC119067807|XP_037026853.1|BCOP
OG0004654	LOC6589161|XP_002014892.1|DPER	LOC119068922|XP_037028680.1|BCOP
OG0004655	LOC6587252|XP_002013551.2|DPER	LOC119082717|XP_037048192.1|BCOP
OG0004656	LOC6601749|XP_026846947.1|DPER	LOC119067815|XP_037026869.1|BCOP
OG0004657	LOC6594296|XP_002019944.1|DPER	LOC119069679|XP_037029695.1|BCOP
OG0004658	LOC6588203|XP_002012882.1|DPER	LOC119069799|XP_037029849.1|BCOP
OG0004659	LOC6594860|XP_002020068.1|DPER	LOC119068690|XP_037028272.1|BCOP
OG0004660	LOC6587403|XP_002013492.1|DPER	LOC119079574|XP_037043456.1|BCOP
OG0004661	LOC6587520|XP_002013073.1|DPER	LOC119069189|XP_037029030.1|BCOP
OG0004662	LOC6591840|XP_002017208.2|DPER	LOC119067544|XP_037026502.1|BCOP
OG0004663	LOC6597510|XP_002022658.1|DPER	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP
OG0004664	LOC6597529|XP_026849285.1|DPER	LOC119068769|XP_037028419.1|BCOP
OG0004665	LOC6597559|XP_002022808.2|DPER	LOC119083302|XP_037048889.1|BCOP
OG0004666	LOC6588207|XP_002013743.1|DPER	LOC119067848|XP_037026975.1|BCOP
OG0004667	LOC6588123|XP_002013748.1|DPER	LOC119067854|XP_037026987.1|BCOP
OG0004668	LOC6597577|XP_026848921.1|DPER	LOC119068754|XP_037028369.1|BCOP
OG0004669	LOC6593429|XP_002019114.1|DPER	LOC119068757|XP_037028389.1|BCOP
OG0004670	LOC6591719|XP_002017412.1|DPER	LOC119070365|XP_037030560.1|BCOP
OG0004671	LOC6598707|XP_002023886.2|DPER	LOC119079074|XP_037042779.1|BCOP
OG0004672	LOC6588416|XP_002013939.2|DPER	LOC119084519|XP_037050431.1|BCOP
OG0004673	LOC6587519|XP_002013531.1|DPER	LOC119074468|XP_037036504.1|BCOP
OG0004674	LOC6595192|XP_026841641.1|DPER	LOC119085035|XP_037051128.1|BCOP
OG0004675	LOC6595120|XP_026851037.1|DPER	LOC119085062|XP_037051200.1|BCOP
OG0004676	LOC6587776|XP_002013278.1|DPER	LOC119069261|XP_037029213.1|BCOP
OG0004677	LOC6588452|XP_026846348.1|DPER	LOC119082364|XP_037047781.1|BCOP
OG0004678	LOC6588451|XP_002013462.1|DPER	LOC119081925|XP_037047077.1|BCOP
OG0004679	LOC6604379|XP_002029282.2|DPER	LOC119067916|XP_037027112.1|BCOP
OG0004680	LOC6587605|XP_026840607.1|DPER	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP
OG0004681	LOC6587562|XP_002013535.1|DPER	LOC119069774|XP_037029807.1|BCOP
OG0004682	LOC6595509|XP_002020614.2|DPER	LOC119069517|XP_037029490.1|BCOP
OG0004683	LOC6587576|XP_002013900.1|DPER	LOC119080463|XP_037044734.1|BCOP
OG0004684	LOC6588082|XP_002013754.2|DPER	LOC119067424|XP_037026290.1|BCOP
OG0004685	LOC6594984|XP_026840058.1|DPER	LOC119069117|XP_037028905.1|BCOP
OG0004686	LOC6594009|XP_002019631.1|DPER	LOC119069118|XP_037028910.1|BCOP
OG0004687	LOC6594987|XP_026844885.1|DPER	LOC119069113|XP_037028901.1|BCOP
OG0004688	LOC6594045|XP_026850301.1|DPER	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP
OG0004689	LOC6594995|XP_002020161.1|DPER	LOC119070463|XP_037030713.1|BCOP
OG0004690	LOC6591745|XP_026840468.1|DPER	LOC119067875|XP_037027038.1|BCOP
OG0004691	LOC6587772|XP_026851049.1|DPER	LOC119067882|XP_037027056.1|BCOP
OG0004692	LOC6587769|XP_026848896.1|DPER	LOC119069334|XP_037029294.1|BCOP
OG0004693	LOC6587747|XP_026840273.1|DPER	LOC119069335|XP_037029296.1|BCOP
OG0004694	LOC6591408|XP_026849814.1|DPER	LOC119069931|XP_037030050.1|BCOP
OG0004695	LOC6595122|XP_026850738.1|DPER	LOC119085775|XP_037052164.1|BCOP
OG0004696	LOC6587938|XP_002013705.1|DPER	LOC119067271|XP_037026045.1|BCOP
OG0004697	LOC6604248|XP_026846745.1|DPER, LOC6604475|XP_026846746.1|DPER	LOC119083569|XP_037049208.1|BCOP
OG0004698	LOC6600026|XP_026849211.1|DPER	LOC119070142|XP_037030365.1|BCOP
OG0004699	LOC113566459|XP_026847904.1|DPER	LOC119068528|XP_037028033.1|BCOP
OG0004700	LOC6594381|XP_026850774.1|DPER	LOC119085391|XP_037051682.1|BCOP
OG0004701	LOC6591418|XP_002016944.1|DPER	LOC119085009|XP_037051087.1|BCOP
OG0004702	LOC6587338|XP_002013479.1|DPER	LOC119081642|XP_037046618.1|BCOP
OG0004703	LOC6595017|XP_002020170.1|DPER	LOC119070468|XP_037030719.1|BCOP
OG0004704	LOC6594803|XP_002020218.1|DPER	LOC119067944|XP_037027156.1|BCOP
OG0004705	LOC6598787|XP_002023898.1|DPER	LOC119066382|XP_037024709.1|BCOP
OG0004706	LOC6599485|XP_002024605.1|DPER	LOC119069967|XP_037030097.1|BCOP
OG0004707	LOC113565487|XP_026843446.1|DPER	LOC119068233|XP_037027644.1|BCOP
OG0004708	LOC6594161|XP_002019570.1|DPER	LOC119067010|XP_037025632.1|BCOP
OG0004709	LOC6587830|XP_026850860.1|DPER	LOC119067468|XP_037026352.1|BCOP
OG0004710	LOC6587485|XP_026840308.1|DPER	LOC119067263|XP_037026037.1|BCOP
OG0004711	LOC6598656|XP_026840067.1|DPER	LOC119070403|XP_037030622.1|BCOP
OG0004712	LOC6587673|XP_002013160.1|DPER	LOC119074248|XP_037036167.1|BCOP
OG0004713	LOC6587597|XP_002013432.1|DPER	LOC119085702|XP_037052046.1|BCOP
OG0004714	LOC113564958|XP_026840524.1|DPER	LOC119082075|XP_037047314.1|BCOP
OG0004715	LOC6598115|XP_002023271.1|DPER	LOC119066127|XP_037024308.1|BCOP
OG0004716	LOC6588513|XP_026851088.1|DPER	LOC119067216|XP_037025954.1|BCOP
OG0004717	LOC6602852|XP_026845936.1|DPER	LOC119068114|XP_037027455.1|BCOP
OG0004718	LOC6589035|XP_002015082.1|DPER	LOC119078746|XP_037042340.1|BCOP
OG0004719	LOC6595171|XP_026840217.1|DPER	LOC119069959|XP_037030085.1|BCOP
OG0004720	LOC6588492|XP_002013474.1|DPER	LOC119068883|XP_037028643.1|BCOP
OG0004721	LOC6588154|XP_026846274.1|DPER	LOC119067982|XP_037027224.1|BCOP
OG0004722	LOC6595236|XP_026849720.1|DPER	LOC119069923|XP_037030038.1|BCOP
OG0004723	LOC6597337|XP_002022525.1|DPER	LOC119067572|XP_037026551.1|BCOP
OG0004724	LOC6588638|XP_002013969.2|DPER	LOC119070559|XP_037030860.1|BCOP
