Orthogroup	DPER.longest_only	DSAN.longest_only
OG0005287	LOC6604703|XP_026844276.1|DPER	LOC120458230|XP_039501749.1|DSAN
OG0005288	LOC6593920|XP_002018681.1|DPER	LOC120444020|XP_039479453.1|DSAN
OG0005289	LOC6603526|XP_002028506.1|DPER	LOC120447498|XP_039484874.1|DSAN
OG0005290	LOC6592042|XP_002017155.1|DPER	LOC120454070|XP_039495015.1|DSAN
OG0005291	LOC6596245|XP_002021774.2|DPER	LOC120443914|XP_039479286.1|DSAN
OG0005292	LOC6593391|XP_002019089.1|DPER	LOC120445254|XP_039481471.1|DSAN
OG0005293	LOC6593403|XP_002018857.2|DPER	LOC120455956|XP_039498436.1|DSAN
OG0005294	LOC6595408|XP_026844477.1|DPER	LOC120454027|XP_039494955.1|DSAN
OG0005295	LOC6596248|XP_026843692.1|DPER	LOC120443912|XP_039479285.1|DSAN
OG0005296	LOC6588299|XP_002014132.1|DPER	LOC120451996|XP_039491957.1|DSAN
OG0005297	LOC6593974|XP_026843588.1|DPER	LOC120455921|XP_039498379.1|DSAN
OG0005298	LOC6588919|XP_026844998.1|DPER	LOC120450459|XP_039489417.1|DSAN
OG0005299	LOC6587846|XP_026839921.1|DPER	LOC120451225|XP_039490645.1|DSAN
OG0005300	LOC6600776|XP_002025844.1|DPER	LOC120456178|XP_039498782.1|DSAN
OG0005301	LOC6589794|XP_026844092.1|DPER	LOC120458895|XP_039502671.1|DSAN
OG0005302	LOC6590169|XP_002016105.1|DPER	LOC120445119|XP_039481199.1|DSAN
OG0005303	LOC6595678|XP_002020738.2|DPER	LOC120446581|XP_039483537.1|DSAN
OG0005304	LOC6593561|XP_002018976.1|DPER	LOC120458676|XP_039502347.1|DSAN
OG0005305	LOC6592551|XP_026841995.1|DPER	LOC120444408|XP_039479963.1|DSAN
OG0005306	LOC6589461|XP_002014740.2|DPER	LOC120446138|XP_039482897.1|DSAN
OG0005307	LOC6589762|XP_002015113.1|DPER	LOC120458859|XP_039502621.1|DSAN
OG0005308	LOC6589505|XP_002015101.1|DPER	LOC120447736|XP_039485218.1|DSAN
OG0005309	LOC6588747|XP_002015094.1|DPER	LOC120443796|XP_039479060.1|DSAN
OG0005310	LOC6588750|XP_002014837.1|DPER	LOC120458616|XP_039502259.1|DSAN
OG0005311	LOC6603039|XP_002028061.1|DPER	LOC120444014|XP_039479434.1|DSAN
OG0005312	LOC6602243|XP_002027273.1|DPER	LOC120444073|XP_039479520.1|DSAN
OG0005313	LOC6589679|XP_026844621.1|DPER	LOC120458009|XP_039501439.1|DSAN
OG0005314	LOC6595442|XP_002020863.2|DPER	LOC120447518|XP_039484880.1|DSAN
OG0005315	LOC6588893|XP_002014681.2|DPER	LOC120445325|XP_039481582.1|DSAN
OG0005316	LOC6592553|XP_026842720.1|DPER	LOC120447162|XP_039484549.1|DSAN
OG0005317	LOC6589127|XP_002014747.2|DPER	LOC120444924|XP_039480856.1|DSAN
OG0005318	LOC6597996|XP_026843490.1|DPER	LOC120444526|XP_039480202.1|DSAN
OG0005319	LOC6593405|XP_002018859.1|DPER	LOC120450088|XP_039488819.1|DSAN
OG0005320	LOC6596558|XP_002021739.2|DPER	LOC120444992|XP_039480961.1|DSAN
OG0005321	LOC6589054|XP_002014306.1|DPER	LOC120443820|XP_039479100.1|DSAN
OG0005322	LOC6589363|XP_002015368.1|DPER	LOC120449689|XP_039488242.1|DSAN
OG0005323	LOC6593852|XP_026843820.1|DPER	LOC120458091|XP_039501545.1|DSAN
OG0005324	LOC6589447|XP_002014474.2|DPER	LOC120458144|XP_039501621.1|DSAN
OG0005325	LOC113565460|XP_026843299.1|DPER	LOC120458019|XP_039501455.1|DSAN
OG0005326	LOC6589446|XP_002014473.1|DPER	LOC120458517|XP_039502125.1|DSAN
OG0005327	LOC6593446|XP_002019202.1|DPER	LOC120458183|XP_039501681.1|DSAN
OG0005328	LOC6587601|XP_002013103.1|DPER	LOC120452757|XP_039493073.1|DSAN
OG0005329	LOC6602984|XP_002028046.1|DPER	LOC120450472|XP_039489448.1|DSAN
OG0005330	LOC6602985|XP_002028047.1|DPER	LOC120450471|XP_039489447.1|DSAN
OG0005331	LOC6596388|XP_002021541.1|DPER	LOC120458296|XP_039501830.1|DSAN
OG0005332	LOC6588777|XP_002015258.2|DPER	LOC120447061|XP_039484386.1|DSAN
OG0005333	LOC6589294|XP_002015064.1|DPER	LOC120458594|XP_039502232.1|DSAN
OG0005334	LOC113565675|XP_026844213.1|DPER	LOC120449048|XP_039487278.1|DSAN
OG0005335	LOC6590532|XP_026841858.1|DPER	LOC120447152|XP_039484536.1|DSAN
OG0005336	LOC6600944|XP_002026015.1|DPER	LOC120458395|XP_039501952.1|DSAN
OG0005337	LOC6591210|XP_002016200.2|DPER	LOC120444724|XP_039480584.1|DSAN
OG0005338	LOC6588823|XP_026844009.1|DPER	LOC120456978|XP_039500063.1|DSAN
OG0005339	LOC6589010|XP_002014326.1|DPER	LOC120458280|XP_039501810.1|DSAN
OG0005340	LOC6589017|XP_002014436.1|DPER	LOC120452502|XP_039492690.1|DSAN
OG0005341	LOC6590641|XP_002016602.1|DPER	LOC120451323|XP_039490834.1|DSAN
OG0005342	LOC6595488|XP_002020593.1|DPER	LOC120456533|XP_039499345.1|DSAN
OG0005343	LOC6602057|XP_002027188.1|DPER	LOC120458045|XP_039501487.1|DSAN
OG0005344	LOC6592799|XP_002017830.1|DPER	LOC120445557|XP_039481964.1|DSAN
OG0005345	LOC6593553|XP_002018968.1|DPER	LOC120444006|XP_039479420.1|DSAN
OG0005346	LOC6593434|XP_002019119.1|DPER	LOC120449956|XP_039488595.1|DSAN
OG0005347	LOC113565898|XP_026845063.1|DPER, LOC6589393|XP_026844072.1|DPER	LOC120445546|XP_039481956.1|DSAN
OG0005348	LOC6588710|XP_002014378.2|DPER	LOC120444134|XP_039479634.1|DSAN
OG0005349	LOC6589465|XP_002014410.1|DPER	LOC120458878|XP_039502649.1|DSAN
OG0005350	LOC6589720|XP_026844684.1|DPER	LOC120458241|XP_039501765.1|DSAN
OG0005351	LOC6602164|XP_026847982.1|DPER	LOC120450244|XP_039489064.1|DSAN
OG0005352	LOC6589311|XP_026844130.1|DPER	LOC120446214|XP_039483048.1|DSAN
OG0005353	LOC6590057|XP_002016389.1|DPER	LOC120444352|XP_039479868.1|DSAN
OG0005354	LOC6596290|XP_026843796.1|DPER	LOC120444069|XP_039479518.1|DSAN
OG0005355	LOC6593755|XP_002018667.1|DPER	LOC120454173|XP_039495188.1|DSAN
OG0005356	LOC6593757|XP_002018669.1|DPER	LOC120454444|XP_039495684.1|DSAN
OG0005357	LOC113564871|XP_026844197.1|DPER	LOC120458171|XP_039501662.1|DSAN
OG0005358	LOC6593683|XP_002018761.1|DPER	LOC120443829|XP_039479114.1|DSAN
OG0005359	LOC6603162|XP_002028177.1|DPER	LOC120445623|XP_039482070.1|DSAN
OG0005360	LOC6595810|XP_002021289.1|DPER	LOC120449472|XP_039487881.1|DSAN
OG0005361	LOC6596587|XP_002021674.1|DPER	LOC120448375|XP_039486283.1|DSAN
OG0005362	LOC113565718|XP_026844460.1|DPER	LOC120458504|XP_039502106.1|DSAN
OG0005363	LOC6596541|XP_026843730.1|DPER	LOC120458261|XP_039501784.1|DSAN
OG0005364	LOC6600834|XP_002025928.1|DPER	LOC120446084|XP_039482806.1|DSAN
OG0005365	LOC6589482|XP_026844097.1|DPER	LOC120447119|XP_039484483.1|DSAN
OG0005366	LOC6589481|XP_002015237.1|DPER	LOC120445283|XP_039481519.1|DSAN
OG0005367	LOC6589479|XP_002015235.2|DPER	LOC120445688|XP_039482178.1|DSAN
OG0005368	LOC6594877|XP_002020116.2|DPER, LOC113565940|XP_026845122.1|DPER	LOC120453770|XP_039494540.1|DSAN
OG0005369	LOC6589639|XP_002015343.1|DPER	LOC120453358|XP_039494005.1|DSAN
OG0005370	LOC6589724|XP_002015117.2|DPER	LOC120457185|XP_039500496.1|DSAN
OG0005371	LOC6589764|XP_026844413.1|DPER	LOC120458499|XP_039502100.1|DSAN
OG0005372	LOC6588152|XP_026846296.1|DPER	LOC120452743|XP_039493052.1|DSAN
OG0005373	LOC113565524|XP_026843600.1|DPER	LOC120444064|XP_039479516.1|DSAN
OG0005374	LOC6589124|XP_002014744.1|DPER	LOC120447217|XP_039484669.1|DSAN
OG0005375	LOC6589125|XP_002014745.1|DPER	LOC120447216|XP_039484668.1|DSAN
OG0005376	LOC6595474|XP_026844762.1|DPER	LOC120443835|XP_039479125.1|DSAN
OG0005377	LOC6600579|XP_002025634.1|DPER	LOC120450412|XP_039489353.1|DSAN
OG0005378	LOC6595687|XP_026844764.1|DPER	LOC120450419|XP_039489363.1|DSAN
OG0005379	LOC6589162|XP_002014893.1|DPER	LOC120454942|XP_039496648.1|DSAN
OG0005380	LOC6595618|XP_002020693.2|DPER	LOC120458282|XP_039501812.1|DSAN
OG0005381	LOC6595707|XP_002020743.2|DPER	LOC120447047|XP_039484344.1|DSAN
OG0005382	LOC6589416|XP_026844053.1|DPER	LOC120457689|XP_039501108.1|DSAN
OG0005383	LOC6603359|XP_002028340.2|DPER	LOC120448876|XP_039487025.1|DSAN
OG0005384	LOC6591943|XP_002017310.1|DPER	LOC120453369|XP_039493976.1|DSAN
OG0005385	LOC6592345|XP_026842070.1|DPER	LOC120445228|XP_039481420.1|DSAN
OG0005386	LOC6590741|XP_026841636.1|DPER	LOC120446353|XP_039483213.1|DSAN
OG0005387	LOC6588619|XP_026840544.1|DPER	LOC120454707|XP_039496178.1|DSAN
OG0005388	LOC6593711|XP_002018635.1|DPER	LOC120451897|XP_039491843.1|DSAN
OG0005389	LOC6588679|XP_026844906.1|DPER	LOC120452555|XP_039492801.1|DSAN
OG0005390	LOC6596511|XP_026843413.1|DPER	LOC120453405|XP_039494034.1|DSAN
OG0005391	LOC6596510|XP_002021505.1|DPER	LOC120453428|XP_039494070.1|DSAN
OG0005392	LOC6589839|XP_002014796.1|DPER	LOC120444621|XP_039480358.1|DSAN
OG0005393	LOC6587176|XP_026845342.1|DPER	LOC120454367|XP_039495530.1|DSAN
OG0005394	LOC6588846|XP_002014794.1|DPER	LOC120444950|XP_039480890.1|DSAN
OG0005395	LOC6588808|XP_026844579.1|DPER	LOC120446063|XP_039482772.1|DSAN
OG0005396	LOC6588754|XP_026844131.1|DPER	LOC120448693|XP_039486786.1|DSAN
OG0005397	LOC6588753|XP_002014840.2|DPER	LOC120458003|XP_039501432.1|DSAN
OG0005398	LOC6591990|XP_002017214.2|DPER	LOC120454545|XP_039495859.1|DSAN
OG0005399	LOC6591181|XP_026842343.1|DPER	LOC120458367|XP_039501919.1|DSAN
OG0005400	LOC6592601|XP_026841798.1|DPER	LOC120458472|XP_039502060.1|DSAN
OG0005401	LOC6589120|XP_002015276.1|DPER	LOC120458675|XP_039502345.1|DSAN
OG0005402	LOC6589119|XP_002015275.1|DPER	LOC120458618|XP_039502261.1|DSAN
OG0005403	LOC6588749|XP_002014836.1|DPER	LOC120458614|XP_039502256.1|DSAN
OG0005404	LOC6588748|XP_026844143.1|DPER	LOC120458615|XP_039502258.1|DSAN
OG0005405	LOC6590605|XP_002016470.1|DPER	LOC120445973|XP_039482639.1|DSAN
OG0005406	LOC6592864|XP_002018531.2|DPER	LOC120446261|XP_039483068.1|DSAN
OG0005407	LOC6600841|XP_026840632.1|DPER	LOC120446172|XP_039482940.1|DSAN
OG0005408	LOC6596353|XP_002021491.2|DPER	LOC120444510|XP_039480165.1|DSAN
OG0005409	LOC6589188|XP_026844446.1|DPER	LOC120458767|XP_039502474.1|DSAN
OG0005410	LOC6596360|XP_002021498.1|DPER	LOC120458001|XP_039501427.1|DSAN
OG0005411	LOC6590247|XP_002016539.1|DPER	LOC120444837|XP_039480728.1|DSAN
OG0005412	LOC6590385|XP_002015651.1|DPER	LOC120444768|XP_039480633.1|DSAN
OG0005413	LOC6592970|XP_002017705.1|DPER	LOC120447074|XP_039484399.1|DSAN
OG0005414	LOC6599994|XP_002025152.1|DPER	LOC120456831|XP_039499814.1|DSAN
OG0005415	LOC6598275|XP_002023298.2|DPER	LOC120457389|XP_039500883.1|DSAN
OG0005416	LOC6602071|XP_026842465.1|DPER	LOC120457003|XP_039500094.1|DSAN
OG0005417	LOC6595385|XP_002020788.1|DPER	LOC120444474|XP_039480087.1|DSAN
OG0005418	LOC6589367|XP_002015251.1|DPER	LOC120445003|XP_039480983.1|DSAN
OG0005419	LOC6588961|XP_002014344.1|DPER	LOC120446984|XP_039484218.1|DSAN
OG0005420	LOC6593727|XP_002019105.1|DPER	LOC120458526|XP_039502134.1|DSAN
OG0005421	LOC6595447|XP_002020868.1|DPER	LOC120458225|XP_039501740.1|DSAN
OG0005422	LOC6603102|XP_002028112.2|DPER	LOC120456740|XP_039499663.1|DSAN
OG0005423	LOC6594002|XP_026843856.1|DPER	LOC120447618|XP_039485088.1|DSAN
OG0005424	LOC6593188|XP_026842783.1|DPER	LOC120444440|XP_039480033.1|DSAN
OG0005425	LOC6599348|XP_026847106.1|DPER	LOC120455321|XP_039497330.1|DSAN
OG0005426	LOC6593272|XP_026842504.1|DPER	LOC120451170|XP_039490976.1|DSAN
OG0005427	LOC6597978|XP_002023116.1|DPER	LOC120444444|XP_039480037.1|DSAN
OG0005428	LOC6593934|XP_002019263.1|DPER	LOC120443833|XP_039479123.1|DSAN
OG0005429	LOC6593563|XP_002018978.2|DPER	LOC120452410|XP_039492604.1|DSAN
OG0005430	LOC6593562|XP_026842934.1|DPER	LOC120452222|XP_039492318.1|DSAN
OG0005431	LOC6593735|XP_002018993.1|DPER	LOC120445726|XP_039482228.1|DSAN
OG0005432	LOC6597930|XP_002023101.1|DPER	LOC120446099|XP_039482825.1|DSAN
OG0005433	LOC6590865|XP_026841900.1|DPER	LOC120445312|XP_039481557.1|DSAN
OG0005434	LOC6593894|XP_026842952.1|DPER	LOC120446003|XP_039482683.1|DSAN
OG0005435	LOC6597926|XP_002023098.1|DPER	LOC120453814|XP_039494626.1|DSAN
OG0005436	LOC6597928|XP_002023099.1|DPER	LOC120445707|XP_039482202.1|DSAN
OG0005437	LOC6587303|XP_002014186.1|DPER	LOC120453287|XP_039493848.1|DSAN
OG0005438	LOC6595572|XP_026843904.1|DPER	LOC120458598|XP_039502238.1|DSAN
OG0005439	LOC6587865|XP_002014048.1|DPER	LOC120454446|XP_039495682.1|DSAN
OG0005440	LOC6588991|XP_002014953.2|DPER	LOC120448029|XP_039485709.1|DSAN
OG0005441	LOC6603742|XP_002028708.2|DPER	LOC120458099|XP_039501560.1|DSAN
OG0005442	LOC6589260|XP_002015286.1|DPER	LOC120446438|XP_039483343.1|DSAN
OG0005443	LOC113565547|XP_026843658.1|DPER	LOC120447280|XP_039484718.1|DSAN
OG0005444	LOC6589567|XP_002014599.1|DPER	LOC120455451|XP_039497604.1|DSAN
OG0005445	LOC6596649|XP_002021657.2|DPER	LOC120457019|XP_039500113.1|DSAN
OG0005446	LOC6589117|XP_026844794.1|DPER	LOC120454159|XP_039495162.1|DSAN
OG0005447	LOC6596311|XP_002021481.1|DPER	LOC120456867|XP_039499895.1|DSAN
OG0005448	LOC6591256|XP_026842589.1|DPER	LOC120447006|XP_039484247.1|DSAN
OG0005449	LOC6603505|XP_002028483.1|DPER	LOC120457234|XP_039500549.1|DSAN
OG0005450	LOC6587916|XP_002013329.1|DPER	LOC120450881|XP_039490050.1|DSAN
OG0005451	LOC6595714|XP_002020750.2|DPER	LOC120447228|XP_039484687.1|DSAN
OG0005452	LOC6600843|XP_026840629.1|DPER	LOC120446170|XP_039482934.1|DSAN
OG0005453	LOC6594693|XP_002019620.1|DPER	LOC120454215|XP_039495246.1|DSAN
OG0005454	LOC6589683|XP_002014768.2|DPER	LOC120451023|XP_039490285.1|DSAN
OG0005455	LOC6600856|XP_002025993.1|DPER	LOC120444505|XP_039480155.1|DSAN
OG0005456	LOC6598069|XP_002023128.1|DPER	LOC120444301|XP_039479757.1|DSAN
OG0005457	LOC6598066|XP_002023125.1|DPER	LOC120444302|XP_039479758.1|DSAN
OG0005458	LOC6589083|XP_026844577.1|DPER	LOC120453987|XP_039494880.1|DSAN
OG0005459	LOC6589531|XP_026844415.1|DPER	LOC120449999|XP_039488648.1|DSAN
OG0005460	LOC6593709|XP_002018633.1|DPER	LOC120451876|XP_039491821.1|DSAN
OG0005461	LOC6594005|XP_002019057.1|DPER	LOC120444581|XP_039480276.1|DSAN
OG0005462	LOC6594003|XP_002019055.1|DPER	LOC120446076|XP_039482790.1|DSAN
OG0005463	LOC6597094|XP_002022285.1|DPER	LOC120450381|XP_039489306.1|DSAN
OG0005464	LOC6593811|XP_002019058.1|DPER	LOC120445598|XP_039482031.1|DSAN
OG0005465	LOC6598065|XP_002023124.1|DPER	LOC120446825|XP_039483939.1|DSAN
OG0005466	LOC6598068|XP_002023127.2|DPER	LOC120444299|XP_039479754.1|DSAN
OG0005467	LOC6587740|XP_002012760.1|DPER	LOC120453177|XP_039493671.1|DSAN
OG0005468	LOC6588886|XP_002014855.1|DPER	LOC120445740|XP_039482251.1|DSAN
OG0005469	LOC6593837|XP_026843452.1|DPER	LOC120443782|XP_039479045.1|DSAN
OG0005470	LOC6593839|XP_026843817.1|DPER	LOC120443781|XP_039479043.1|DSAN
OG0005471	LOC6589754|XP_026844585.1|DPER	LOC120444509|XP_039480160.1|DSAN
OG0005472	LOC6589755|XP_026844589.1|DPER	LOC120447091|XP_039484428.1|DSAN
OG0005473	LOC6593703|XP_026842954.1|DPER	LOC120450560|XP_039489607.1|DSAN
OG0005474	LOC6589420|XP_026844103.1|DPER	LOC120453725|XP_039494490.1|DSAN
OG0005475	LOC6589418|XP_026844492.1|DPER	LOC120453717|XP_039494479.1|DSAN
OG0005476	LOC6590469|XP_002016655.2|DPER	LOC120445939|XP_039482541.1|DSAN
OG0005477	LOC6598975|XP_002024063.1|DPER	LOC120448100|XP_039485837.1|DSAN
OG0005478	LOC6595522|XP_002020627.1|DPER	LOC120458778|XP_039502491.1|DSAN
OG0005479	LOC6595521|XP_002020626.1|DPER	LOC120458777|XP_039502490.1|DSAN
OG0005480	LOC6595520|XP_002020625.1|DPER	LOC120458779|XP_039502492.1|DSAN
OG0005481	LOC6588717|XP_002014990.1|DPER	LOC120449001|XP_039487210.1|DSAN
OG0005482	LOC6588719|XP_026844947.1|DPER	LOC120449314|XP_039487645.1|DSAN
OG0005483	LOC6587722|XP_002014056.1|DPER	LOC120451262|XP_039490725.1|DSAN
OG0005484	LOC6596409|XP_002021594.1|DPER	LOC120458262|XP_039501786.1|DSAN
OG0005485	LOC6590272|XP_026842470.1|DPER	LOC120446139|XP_039482898.1|DSAN
OG0005486	LOC6590008|XP_026842486.1|DPER	LOC120456593|XP_039499440.1|DSAN
OG0005487	LOC6589687|XP_002015200.1|DPER	LOC120458160|XP_039501648.1|DSAN
OG0005488	LOC6589688|XP_002015201.1|DPER	LOC120455480|XP_039497652.1|DSAN
OG0005489	LOC6595480|XP_002020652.1|DPER	LOC120447996|XP_039485632.1|DSAN
OG0005490	LOC6595479|XP_026844218.1|DPER	LOC120444143|XP_039479645.1|DSAN
OG0005491	LOC6589356|XP_026844732.1|DPER	LOC120443874|XP_039479191.1|DSAN
OG0005492	LOC6589362|XP_002015367.1|DPER	LOC120449698|XP_039488251.1|DSAN
OG0005493	LOC6593384|XP_002019083.1|DPER	LOC120445701|XP_039482194.1|DSAN
OG0005494	LOC6592355|XP_002018427.1|DPER	LOC120447038|XP_039484318.1|DSAN
OG0005495	LOC6591160|XP_002015686.1|DPER	LOC120445457|XP_039481836.1|DSAN
OG0005496	LOC6587664|XP_002013702.2|DPER	LOC120452505|XP_039492689.1|DSAN
OG0005497	LOC6596532|XP_026843347.1|DPER	LOC120444990|XP_039480955.1|DSAN
OG0005498	LOC6596533|XP_002021730.1|DPER	LOC120444994|XP_039480964.1|DSAN
OG0005499	LOC6596536|XP_002021733.2|DPER	LOC120444986|XP_039480951.1|DSAN
OG0005500	LOC6596537|XP_002021734.1|DPER	LOC120444995|XP_039480965.1|DSAN
OG0005501	LOC6589554|XP_002014512.1|DPER	LOC120446555|XP_039483506.1|DSAN
OG0005502	LOC6589553|XP_002014511.1|DPER	LOC120446556|XP_039483507.1|DSAN
OG0005503	LOC6589736|XP_002015140.1|DPER	LOC120443870|XP_039479172.1|DSAN
OG0005504	LOC6589155|XP_002014762.1|DPER	LOC120451973|XP_039491972.1|DSAN
OG0005506	LOC6589368|XP_026844856.1|DPER	LOC120444665|XP_039480443.1|DSAN
OG0005507	LOC6593604|XP_002018659.1|DPER	LOC120454234|XP_039495275.1|DSAN
OG0005508	LOC6589582|XP_002014291.1|DPER	LOC120444091|XP_039479552.1|DSAN
OG0005509	LOC6589433|XP_002014860.1|DPER	LOC120443754|XP_039478951.1|DSAN
OG0005510	LOC6598009|XP_026843329.1|DPER	LOC120458061|XP_039501505.1|DSAN
OG0005511	LOC6598150|XP_002023487.2|DPER	LOC120455413|XP_039497492.1|DSAN
OG0005512	LOC6594869|XP_026851033.1|DPER	LOC120453098|XP_039493565.1|DSAN
OG0005513	LOC6588956|XP_002014339.1|DPER	LOC120455746|XP_039498102.1|DSAN
OG0005514	LOC6588617|XP_026842155.1|DPER	LOC120452638|XP_039492883.1|DSAN
OG0005515	LOC6590390|XP_002015656.1|DPER	LOC120446634|XP_039483634.1|DSAN
OG0005516	LOC6588957|XP_002014340.1|DPER	LOC120449033|XP_039487254.1|DSAN
OG0005517	LOC6596521|XP_026843867.1|DPER	LOC120443955|XP_039479349.1|DSAN
OG0005518	LOC6589770|XP_002014929.2|DPER	LOC120444846|XP_039480740.1|DSAN
OG0005519	LOC6591180|XP_002015438.1|DPER	LOC120446931|XP_039484115.1|DSAN
OG0005520	LOC6596582|XP_026843731.1|DPER	LOC120457324|XP_039500765.1|DSAN
OG0005521	LOC6596580|XP_002021667.1|DPER	LOC120458511|XP_039502116.1|DSAN
OG0005522	LOC6598876|XP_002024049.1|DPER	LOC120447597|XP_039485001.1|DSAN
OG0005523	LOC6593463|XP_002018601.1|DPER	LOC120457748|XP_039501181.1|DSAN
OG0005524	LOC6593689|XP_026843758.1|DPER	LOC120449908|XP_039488537.1|DSAN
OG0005525	LOC6588673|XP_002014468.1|DPER	LOC120451258|XP_039490724.1|DSAN
OG0005526	LOC6588713|XP_026844115.1|DPER	LOC120444118|XP_039479585.1|DSAN
OG0005527	LOC113566260|XP_026846900.1|DPER	LOC120454838|XP_039496251.1|DSAN
OG0005528	LOC6593637|XP_026843454.1|DPER	LOC120458128|XP_039501601.1|DSAN
OG0005529	LOC6596347|XP_026843655.1|DPER, LOC113565617|XP_026843879.1|DPER	LOC120457792|XP_039501223.1|DSAN
OG0005530	LOC6596428|XP_026843198.1|DPER	LOC120458279|XP_039501808.1|DSAN
OG0005531	LOC6601152|XP_002026284.1|DPER	LOC120449342|XP_039487683.1|DSAN
OG0005532	LOC6595585|XP_002020962.1|DPER	LOC120449522|XP_039487997.1|DSAN
OG0005533	LOC6596377|XP_002021562.1|DPER	LOC120446893|XP_039484048.1|DSAN
OG0005534	LOC6601080|XP_002026073.1|DPER	LOC120448757|XP_039486876.1|DSAN
OG0005535	LOC6588849|XP_002014904.1|DPER	LOC120458925|XP_039502711.1|DSAN
OG0005536	LOC6595433|XP_002020854.1|DPER	LOC120445527|XP_039481923.1|DSAN
OG0005537	LOC6602246|XP_002027276.1|DPER	LOC120458934|XP_039502723.1|DSAN
OG0005538	LOC6588851|XP_026844283.1|DPER	LOC120445298|XP_039481535.1|DSAN
OG0005539	LOC6589210|XP_002015294.1|DPER	LOC120446420|XP_039483313.1|DSAN
OG0005540	LOC6595452|XP_002020588.2|DPER	LOC120455138|XP_039496978.1|DSAN
OG0005541	LOC6593314|XP_002018653.1|DPER	LOC120457061|XP_039500175.1|DSAN
OG0005542	LOC6601067|XP_026847280.1|DPER	LOC120450191|XP_039488990.1|DSAN
OG0005543	LOC6597961|XP_002023164.1|DPER	LOC120446216|XP_039483004.1|DSAN
OG0005544	LOC6589669|XP_026844320.1|DPER	LOC120443866|XP_039479165.1|DSAN
OG0005545	LOC6589006|XP_026844262.1|DPER	LOC120458561|XP_039502180.1|DSAN
OG0005546	LOC6593461|XP_002018599.2|DPER	LOC120457754|XP_039501186.1|DSAN
OG0005547	LOC6588752|XP_002014839.1|DPER	LOC120458002|XP_039501428.1|DSAN
OG0005548	LOC6589601|XP_026844252.1|DPER	LOC120458611|XP_039502253.1|DSAN
OG0005549	LOC6589118|XP_002015274.1|DPER	LOC120458619|XP_039502263.1|DSAN
OG0005550	LOC6588990|XP_026844402.1|DPER	LOC120448515|XP_039486486.1|DSAN
OG0005551	LOC6590901|XP_002016268.1|DPER	LOC120444833|XP_039480723.1|DSAN
OG0005552	LOC6590920|XP_002015762.1|DPER	LOC120444831|XP_039480722.1|DSAN
OG0005553	LOC6589154|XP_002014761.2|DPER	LOC120451879|XP_039491858.1|DSAN
OG0005554	LOC6595613|XP_026843964.1|DPER	LOC120443772|XP_039479010.1|DSAN
OG0005555	LOC6595588|XP_002020936.1|DPER	LOC120458544|XP_039502159.1|DSAN
OG0005556	LOC6595591|XP_002020939.1|DPER	LOC120456172|XP_039498776.1|DSAN
OG0005557	LOC6589077|XP_002014752.1|DPER	LOC120445761|XP_039482291.1|DSAN
OG0005558	LOC6597387|XP_026846376.1|DPER	LOC120455431|XP_039497548.1|DSAN
OG0005559	LOC6588768|XP_002015254.1|DPER	LOC120447060|XP_039484384.1|DSAN
OG0005560	LOC6589078|XP_002014753.1|DPER	LOC120444514|XP_039480166.1|DSAN
OG0005561	LOC6602677|XP_026845819.1|DPER	LOC120456334|XP_039499038.1|DSAN
OG0005562	LOC6589645|XP_026844033.1|DPER	LOC120453755|XP_039494536.1|DSAN
OG0005563	LOC6602546|XP_026846816.1|DPER	LOC120454903|XP_039496509.1|DSAN
OG0005564	LOC6589249|XP_026844209.1|DPER	LOC120443683|XP_039478856.1|DSAN
OG0005565	LOC6589840|XP_002014797.1|DPER	LOC120444619|XP_039480355.1|DSAN
OG0005566	LOC6589841|XP_002014798.1|DPER	LOC120444620|XP_039480356.1|DSAN
OG0005567	LOC6595271|XP_026839971.1|DPER	LOC120453069|XP_039493527.1|DSAN
OG0005568	LOC6596314|XP_002021484.2|DPER	LOC120456873|XP_039499908.1|DSAN
OG0005569	LOC6589371|XP_026844167.1|DPER	LOC120458172|XP_039501664.1|DSAN
OG0005570	LOC6595481|XP_026843895.1|DPER	LOC120447986|XP_039485620.1|DSAN
OG0005571	LOC6589925|XP_026841114.1|DPER	LOC120445396|XP_039481741.1|DSAN
OG0005572	LOC6590139|XP_026842862.1|DPER	LOC120445023|XP_039481028.1|DSAN
OG0005573	LOC6594013|XP_002019635.1|DPER	LOC120451396|XP_039490997.1|DSAN
OG0005574	LOC6602063|XP_026840775.1|DPER	LOC120450660|XP_039489745.1|DSAN
OG0005575	LOC6588141|XP_002012890.2|DPER	LOC120454484|XP_039495758.1|DSAN
OG0005576	LOC6600974|XP_002026012.2|DPER	LOC120447250|XP_039484711.1|DSAN
OG0005577	LOC6596939|XP_002022221.1|DPER	LOC120449212|XP_039487514.1|DSAN
OG0005578	LOC6596040|XP_026845413.1|DPER	LOC120448349|XP_039486247.1|DSAN
OG0005579	LOC113566010|XP_026845491.1|DPER	LOC120448351|XP_039486251.1|DSAN
OG0005580	LOC6603003|XP_002028030.1|DPER	LOC120450294|XP_039489159.1|DSAN
OG0005581	LOC6603116|XP_026847135.1|DPER	LOC120455038|XP_039496808.1|DSAN
OG0005582	LOC6595895|XP_026845336.1|DPER	LOC120448381|XP_039486297.1|DSAN
OG0005583	LOC6601411|XP_002026481.1|DPER	LOC120449177|XP_039487453.1|DSAN
