Orthogroup	DPER.longest_only	HILL.longest_only
OG0002956	LOC6601579|XP_026841295.1|DPER	LOC119661398|XP_037926654.1|HILL
OG0002957	LOC6592980|XP_002018030.1|DPER	LOC119646962|XP_037903589.1|HILL
OG0002958	LOC6596452|XP_002021622.1|DPER	LOC119646419|XP_037902793.1|HILL
OG0002959	LOC6596435|XP_026843474.1|DPER	LOC119653513|XP_037914107.1|HILL
OG0002960	LOC6600991|XP_002026177.1|DPER	LOC119657126|XP_037919822.1|HILL
OG0002961	LOC6600883|XP_026841286.1|DPER	LOC119646345|XP_037902707.1|HILL
OG0002962	LOC6597959|XP_002023162.1|DPER	LOC119652605|XP_037912765.1|HILL
OG0002963	LOC113565372|XP_026842927.1|DPER	LOC119650584|XP_037909343.1|HILL
OG0002964	LOC6592851|XP_026841415.1|DPER	LOC119647313|XP_037904159.1|HILL
OG0002965	LOC6589305|XP_026844342.1|DPER	LOC119650258|XP_037908785.1|HILL
OG0002966	LOC6593933|XP_002019262.2|DPER	LOC119651567|XP_037911129.1|HILL
OG0002967	LOC6600566|XP_026847604.1|DPER	LOC119661668|XP_037927032.1|HILL
OG0002968	LOC6600567|XP_002025685.1|DPER	LOC119646525|XP_037902917.1|HILL
OG0002969	LOC6588982|XP_026844383.1|DPER	LOC119650837|XP_037909910.1|HILL
OG0002970	LOC6589316|XP_002014529.1|DPER	LOC119651806|XP_037911526.1|HILL
OG0002971	LOC6591927|XP_002017429.1|DPER, LOC6593537|XP_026843765.1|DPER	LOC119652206|XP_037912074.1|HILL
OG0002972	LOC6594719|XP_002019404.1|DPER	LOC119646461|XP_037902837.1|HILL
OG0002973	LOC6591130|XP_026841779.1|DPER	LOC119655246|XP_037916968.1|HILL
OG0002974	LOC6600543|XP_002025697.1|DPER	LOC119659467|XP_037923484.1|HILL
OG0002975	LOC6589360|XP_026844417.1|DPER	LOC119661133|XP_037926262.1|HILL
OG0002976	LOC6597543|XP_002022673.1|DPER	LOC119655220|XP_037916927.1|HILL, LOC119655390|XP_037917190.1|HILL
OG0002977	LOC6590783|XP_026842544.1|DPER	LOC119646702|XP_037903196.1|HILL
OG0002978	LOC6590014|XP_002016568.1|DPER	LOC119659704|XP_037923885.1|HILL
OG0002979	LOC6592848|XP_002018275.1|DPER	LOC119658655|XP_037922127.1|HILL
OG0002980	LOC6593607|XP_002018662.1|DPER	LOC119648586|XP_037906286.1|HILL
OG0002981	LOC113565409|XP_026843104.1|DPER	LOC119652355|XP_037912366.1|HILL
OG0002982	LOC6598110|XP_002023251.2|DPER	LOC119652342|XP_037912292.1|HILL
OG0002983	LOC6601047|XP_026849691.1|DPER	LOC119650179|XP_037908661.1|HILL
OG0002984	LOC6599571|XP_026849552.1|DPER	LOC119648640|XP_037906339.1|HILL
OG0002985	LOC6602002|XP_002027055.1|DPER	LOC119660749|XP_037925423.1|HILL
OG0002986	LOC6589331|XP_002014356.1|DPER	LOC119646620|XP_037903055.1|HILL
OG0002987	LOC6596404|XP_026843371.1|DPER	LOC119660940|XP_037925871.1|HILL
OG0002988	LOC6595453|XP_002020589.2|DPER	LOC119661396|XP_037926653.1|HILL
OG0002989	LOC6598972|XP_002024060.1|DPER	LOC119660955|XP_037925922.1|HILL
OG0002990	LOC6589269|XP_002015379.1|DPER	LOC119647258|XP_037904067.1|HILL
OG0002991	LOC6603455|XP_026840742.1|DPER	LOC119648091|XP_037905517.1|HILL
OG0002992	LOC6589347|XP_026844798.1|DPER	LOC119646678|XP_037903142.1|HILL
OG0002993	LOC6599730|XP_002024835.1|DPER	LOC119646323|XP_037902671.1|HILL
OG0002994	LOC6589394|XP_002014643.1|DPER, LOC113565903|XP_026845072.1|DPER	LOC119660511|XP_037925050.1|HILL
OG0002995	LOC113565901|XP_026845070.1|DPER, LOC6589792|XP_002014639.1|DPER	LOC119661521|XP_037926825.1|HILL
OG0002996	LOC6591333|XP_002016931.1|DPER	LOC119646384|XP_037902756.1|HILL
OG0002997	LOC6598146|XP_026846124.1|DPER	LOC119653395|XP_037913887.1|HILL, LOC119653397|XP_037913889.1|HILL
OG0002998	LOC6599219|XP_026848359.1|DPER	LOC119655683|XP_037917611.1|HILL
OG0002999	LOC6604302|XP_002029216.2|DPER, LOC6602183|XP_002027223.2|DPER	LOC119648260|XP_037905836.1|HILL
OG0003000	LOC6591464|XP_002016950.1|DPER	LOC119659641|XP_037923771.1|HILL, LOC119659586|XP_037923673.1|HILL
OG0003001	LOC6593027|XP_002018220.1|DPER	LOC119659665|XP_037923806.1|HILL
OG0003002	LOC6602996|XP_026849442.1|DPER	LOC119649267|XP_037907284.1|HILL
OG0003003	LOC6592401|XP_026840861.1|DPER	LOC119654182|XP_037915297.1|HILL
OG0003004	LOC6596704|XP_002021973.1|DPER	LOC119654892|XP_037916438.1|HILL
OG0003005	LOC6602766|XP_002027777.2|DPER	LOC119656065|XP_037918271.1|HILL
OG0003006	LOC6592030|XP_026851012.1|DPER	LOC119658814|XP_037922465.1|HILL
OG0003007	LOC6592040|XP_026840736.1|DPER	LOC119660167|XP_037924501.1|HILL
OG0003008	LOC6587990|XP_026847242.1|DPER	LOC119659600|XP_037923696.1|HILL
OG0003009	LOC6604598|XP_026845745.1|DPER	LOC119648915|XP_037906749.1|HILL
OG0003010	LOC6591096|XP_026841902.1|DPER	LOC119654196|XP_037915321.1|HILL
OG0003011	LOC6592389|XP_026842536.1|DPER	LOC119656070|XP_037918277.1|HILL
OG0003012	LOC6591642|XP_026849534.1|DPER	LOC119659407|XP_037923406.1|HILL
OG0003013	LOC6597425|XP_026846567.1|DPER	LOC119653797|XP_037914737.1|HILL
OG0003014	LOC6597716|XP_002022867.1|DPER	LOC119654220|XP_037915361.1|HILL
OG0003015	LOC113566307|XP_026847169.1|DPER	LOC119656158|XP_037918423.1|HILL
OG0003017	LOC6591703|XP_002017274.1|DPER	LOC119659730|XP_037923914.1|HILL
OG0003018	LOC6587909|XP_002014081.1|DPER	LOC119659159|XP_037923037.1|HILL
OG0003019	LOC6599825|XP_026847245.1|DPER	LOC119649714|XP_037907919.1|HILL
OG0003020	LOC6594016|XP_026850585.1|DPER, LOC6594098|XP_002019690.1|DPER	LOC119659743|XP_037923933.1|HILL
OG0003021	LOC6594453|XP_026850322.1|DPER, LOC6594547|XP_002019919.1|DPER	LOC119660333|XP_037924744.1|HILL
OG0003022	LOC6599708|XP_026847364.1|DPER	LOC119649701|XP_037907897.1|HILL
OG0003023	LOC6597359|XP_026846511.1|DPER	LOC119648392|XP_037906058.1|HILL, LOC119657595|XP_037920506.1|HILL
OG0003024	LOC6602273|XP_002027322.1|DPER	LOC119659092|XP_037922932.1|HILL
OG0003025	LOC6591370|XP_002017255.1|DPER	LOC119660234|XP_037924608.1|HILL
OG0003026	LOC6591371|XP_002017256.1|DPER	LOC119660276|XP_037924674.1|HILL
OG0003027	LOC6594221|XP_002019456.1|DPER	LOC119660271|XP_037924659.1|HILL
OG0003028	LOC6600472|XP_026847581.1|DPER	LOC119655179|XP_037916859.1|HILL
OG0003029	LOC6601081|XP_002026074.1|DPER	LOC119655823|XP_037917857.1|HILL
OG0003030	LOC6592046|XP_026851244.1|DPER, LOC6604439|XP_002029335.2|DPER	LOC119659300|XP_037923241.1|HILL
OG0003031	LOC6597367|XP_002022408.2|DPER	LOC119654778|XP_037916248.1|HILL
OG0003032	LOC113566275|XP_026847013.1|DPER, LOC6596420|XP_002021818.1|DPER	LOC119654546|XP_037915918.1|HILL
OG0003033	LOC6600293|XP_002025347.1|DPER	LOC119659269|XP_037923197.1|HILL
OG0003034	LOC6591904|XP_002017051.2|DPER	LOC119659153|XP_037923029.1|HILL
OG0003035	LOC6594972|XP_002020491.1|DPER	LOC119659619|XP_037923722.1|HILL
OG0003036	LOC6601624|XP_002026598.1|DPER	LOC119659618|XP_037923721.1|HILL
OG0003037	LOC6597017|XP_026845371.1|DPER	LOC119647747|XP_037904792.1|HILL
OG0003038	LOC6590193|XP_002015750.1|DPER	LOC119658710|XP_037922253.1|HILL
OG0003039	LOC6589008|XP_002015146.1|DPER	LOC119650061|XP_037908483.1|HILL
OG0003040	LOC6601818|XP_002026986.1|DPER	LOC119649082|XP_037907007.1|HILL
OG0003041	LOC113566387|XP_026847530.1|DPER	LOC119650293|XP_037908852.1|HILL
OG0003042	LOC6587305|XP_002013480.1|DPER	LOC119660004|XP_037924310.1|HILL
OG0003043	LOC6594156|XP_002019395.1|DPER	LOC119660287|XP_037924686.1|HILL
OG0003044	LOC6590106|XP_026842596.1|DPER	LOC119660729|XP_037925316.1|HILL
OG0003045	LOC6597252|XP_002022372.2|DPER, LOC6591677|XP_002016892.1|DPER	LOC119659831|XP_037924053.1|HILL
OG0003046	LOC6594170|XP_002019440.1|DPER	LOC119658863|XP_037922547.1|HILL
OG0003047	LOC6594169|XP_002019439.1|DPER	LOC119658866|XP_037922552.1|HILL
OG0003048	LOC6590996|XP_002016191.1|DPER	LOC119654442|XP_037915770.1|HILL
OG0003049	LOC113566232|XP_026846791.1|DPER	LOC119660432|XP_037924910.1|HILL, LOC119660372|XP_037924817.1|HILL
OG0003050	LOC6591496|XP_026850682.1|DPER	LOC119660155|XP_037924487.1|HILL
OG0003051	LOC6600609|XP_002025598.1|DPER	LOC119659236|XP_037923142.1|HILL
OG0003052	LOC6591972|XP_002017016.2|DPER	LOC119660181|XP_037924516.1|HILL
OG0003053	LOC6594706|XP_002019561.2|DPER	LOC119659821|XP_037924033.1|HILL
OG0003054	LOC6594708|XP_026850770.1|DPER	LOC119660018|XP_037924325.1|HILL, LOC119660019|XP_037924326.1|HILL, LOC119659606|XP_037923705.1|HILL
OG0003055	LOC6595016|XP_026840118.1|DPER	LOC119650579|XP_037909333.1|HILL
OG0003056	LOC6598214|XP_026846143.1|DPER	LOC119653717|XP_037914535.1|HILL
OG0003057	LOC6591243|XP_026841230.1|DPER	LOC119654857|XP_037916367.1|HILL
OG0003058	LOC6590417|XP_002016430.2|DPER	LOC119655321|XP_037917088.1|HILL
OG0003059	LOC6597663|XP_026848955.1|DPER	LOC119661434|XP_037926707.1|HILL
OG0003060	LOC6590370|XP_002015620.1|DPER	LOC119654179|XP_037915294.1|HILL
OG0003061	LOC6597204|XP_002022612.1|DPER	LOC119655381|XP_037917177.1|HILL
OG0003062	LOC6598851|XP_026845923.1|DPER	LOC119660195|XP_037924543.1|HILL
OG0003063	LOC6601921|XP_026848590.1|DPER	LOC119647440|XP_037904287.1|HILL
OG0003064	LOC6598603|XP_002023848.1|DPER	LOC119651185|XP_037910550.1|HILL
OG0003065	LOC113565462|XP_026843323.1|DPER	LOC119650634|XP_037909481.1|HILL
OG0003066	LOC6588418|XP_026841461.1|DPER	LOC119660297|XP_037924698.1|HILL
OG0003067	LOC6594590|XP_026850852.1|DPER	LOC119658690|XP_037922203.1|HILL
OG0003068	LOC6594714|XP_026850939.1|DPER	LOC119658750|XP_037922361.1|HILL
OG0003069	LOC6592491|XP_002018396.2|DPER	LOC119654401|XP_037915712.1|HILL
OG0003070	LOC6593375|XP_002019041.1|DPER	LOC119651029|XP_037910268.1|HILL
OG0003071	LOC6596101|XP_002021254.2|DPER	LOC119648638|XP_037906335.1|HILL
OG0003072	LOC6594051|XP_002019874.1|DPER	LOC119659223|XP_037923127.1|HILL
OG0003073	LOC6594052|XP_002019875.1|DPER	LOC119659388|XP_037923376.1|HILL
OG0003074	LOC6588812|XP_026844656.1|DPER	LOC119659271|XP_037923202.1|HILL
OG0003075	LOC113565258|XP_026842890.1|DPER	LOC119658656|XP_037922128.1|HILL
OG0003076	LOC6601976|XP_026849605.1|DPER	LOC119648484|XP_037906175.1|HILL
OG0003077	LOC6594251|XP_026850277.1|DPER	LOC119660563|XP_037925133.1|HILL
OG0003078	LOC6587796|XP_026847575.1|DPER	LOC119658882|XP_037922585.1|HILL
OG0003079	LOC6594261|XP_026850250.1|DPER	LOC119658722|XP_037922299.1|HILL
OG0003080	LOC6592183|XP_002017043.1|DPER	LOC119660381|XP_037924831.1|HILL
OG0003081	LOC6594022|XP_002019720.1|DPER, LOC6594137|XP_002019763.2|DPER	LOC119659238|XP_037923144.1|HILL
OG0003082	LOC6594571|XP_002019822.1|DPER	LOC119659469|XP_037923487.1|HILL
OG0003083	LOC6591896|XP_026851230.1|DPER	LOC119660190|XP_037924533.1|HILL
OG0003084	LOC6594632|XP_026850525.1|DPER	LOC119660202|XP_037924557.1|HILL
OG0003085	LOC6594395|XP_002019485.1|DPER	LOC119659699|XP_037923879.1|HILL
OG0003086	LOC6594537|XP_026840163.1|DPER	LOC119660607|XP_037925224.1|HILL
OG0003087	LOC6602524|XP_026848750.1|DPER	LOC119650399|XP_037909106.1|HILL
OG0003088	LOC6591797|XP_002017258.1|DPER	LOC119658844|XP_037922522.1|HILL
OG0003089	LOC6598785|XP_026850868.1|DPER	LOC119650995|XP_037910202.1|HILL
OG0003090	LOC6594847|XP_026850454.1|DPER	LOC119659255|XP_037923174.1|HILL
OG0003091	LOC6594428|XP_002019760.1|DPER	LOC119659219|XP_037923122.1|HILL
OG0003092	LOC6594321|XP_002019364.1|DPER	LOC119660420|XP_037924895.1|HILL
OG0003093	LOC6600895|XP_002025959.1|DPER	LOC119653917|XP_037915001.1|HILL
OG0003094	LOC6597699|XP_026846436.1|DPER	LOC119653707|XP_037914518.1|HILL
OG0003095	LOC6602695|XP_002027722.1|DPER	LOC119657156|XP_037919866.1|HILL
OG0003096	LOC6591165|XP_026841087.1|DPER	LOC119653387|XP_037913864.1|HILL
OG0003097	LOC6594778|XP_002020532.1|DPER	LOC119648841|XP_037906644.1|HILL
OG0003098	LOC6600154|XP_002025237.1|DPER	LOC119653622|XP_037914323.1|HILL
OG0003099	LOC6591945|XP_002017312.1|DPER	LOC119660198|XP_037924548.1|HILL
OG0003100	LOC6600432|XP_026848412.1|DPER	LOC119653628|XP_037914329.1|HILL
OG0003101	LOC6594217|XP_026850592.1|DPER	LOC119658580|XP_037921958.1|HILL
OG0003102	LOC6594315|XP_026851272.1|DPER	LOC119659211|XP_037923108.1|HILL
OG0003103	LOC6594576|XP_002019827.1|DPER	LOC119659518|XP_037923575.1|HILL
OG0003104	LOC6601493|XP_002026555.1|DPER	LOC119654332|XP_037915591.1|HILL
OG0003105	LOC6596866|XP_002022070.1|DPER	LOC119654681|XP_037916118.1|HILL, LOC119648684|XP_037906408.1|HILL
OG0003107	LOC6602869|XP_002027904.2|DPER	LOC119654406|XP_037915718.1|HILL
OG0003108	LOC6599297|XP_026848306.1|DPER	LOC119652282|XP_037912203.1|HILL
OG0003109	LOC6598367|XP_002023442.1|DPER	LOC119654567|XP_037915945.1|HILL
OG0003110	LOC6590457|XP_002015848.2|DPER	LOC119655425|XP_037917243.1|HILL
OG0003111	LOC6599972|XP_026849242.1|DPER, LOC113565936|XP_026845097.1|DPER, LOC6599973|XP_002025162.2|DPER, LOC113565937|XP_026845098.1|DPER, LOC6604091|XP_026849198.1|DPER	LOC119653470|XP_037914015.1|HILL
OG0003112	LOC6591529|XP_002017315.1|DPER	LOC119648145|XP_037905630.1|HILL
OG0003114	LOC6592653|XP_026841312.1|DPER	LOC119654390|XP_037915691.1|HILL
OG0003115	LOC6592487|XP_002018393.1|DPER	LOC119655796|XP_037917819.1|HILL
OG0003116	LOC6603733|XP_026840821.1|DPER, LOC6592411|XP_026841635.1|DPER	LOC119655672|XP_037917589.1|HILL
OG0003117	LOC6598965|XP_002024203.1|DPER	LOC119649704|XP_037907903.1|HILL
OG0003118	LOC6602808|XP_026847782.1|DPER	LOC119648103|XP_037905545.1|HILL
OG0003119	LOC6602827|XP_026847939.1|DPER	LOC119649646|XP_037907829.1|HILL
OG0003120	LOC6590560|XP_026841387.1|DPER	LOC119661442|XP_037926755.1|HILL
OG0003121	LOC6600727|XP_002025797.1|DPER	LOC119654961|XP_037916546.1|HILL, LOC119654024|XP_037915115.1|HILL, LOC119656064|XP_037918270.1|HILL
OG0003122	LOC6592450|XP_026840791.1|DPER	LOC119654021|XP_037915112.1|HILL
OG0003123	LOC6602318|XP_026848507.1|DPER	LOC119648825|XP_037906613.1|HILL
OG0003124	LOC113565212|XP_026842514.1|DPER	LOC119654773|XP_037916242.1|HILL
OG0003125	LOC6601967|XP_026849632.1|DPER	LOC119650468|XP_037909269.1|HILL
OG0003126	LOC6590795|XP_002015419.2|DPER	LOC119653542|XP_037914150.1|HILL
OG0003127	LOC6590796|XP_002015420.1|DPER	LOC119653545|XP_037914159.1|HILL
OG0003128	LOC6599721|XP_026847438.1|DPER	LOC119648686|XP_037906411.1|HILL, LOC119650170|XP_037908649.1|HILL
OG0003129	LOC6590515|XP_026842537.1|DPER	LOC119653514|XP_037914109.1|HILL
OG0003130	LOC6601541|XP_002026688.2|DPER	LOC119656128|XP_037918389.1|HILL
OG0003131	LOC6590094|XP_002015979.1|DPER	LOC119659038|XP_037922870.1|HILL
OG0003132	LOC6588548|XP_026845030.1|DPER	LOC119651952|XP_037911734.1|HILL
OG0003133	LOC6590422|XP_026840698.1|DPER	LOC119658741|XP_037922347.1|HILL
OG0003134	LOC6603157|XP_002028172.1|DPER	LOC119654977|XP_037916565.1|HILL
OG0003135	LOC6603355|XP_026848065.1|DPER	LOC119647481|XP_037904355.1|HILL
OG0003136	LOC6602395|XP_026848521.1|DPER	LOC119649199|XP_037907166.1|HILL
OG0003137	LOC6592572|XP_002017738.1|DPER	LOC119658135|XP_037921332.1|HILL, LOC119654304|XP_037915539.1|HILL
OG0003138	LOC6590408|XP_002016590.2|DPER	LOC119654369|XP_037915643.1|HILL
OG0003139	LOC6595782|XP_002021327.1|DPER	LOC119650081|XP_037908512.1|HILL
OG0003140	LOC6590565|XP_026842293.1|DPER	LOC119654573|XP_037915955.1|HILL
OG0003141	LOC6591292|XP_026841063.1|DPER	LOC119654683|XP_037916120.1|HILL
OG0003142	LOC6592248|XP_026840676.1|DPER	LOC119655579|XP_037917441.1|HILL
OG0003143	LOC6600610|XP_026847533.1|DPER	LOC119649595|XP_037907736.1|HILL
OG0003144	LOC6590845|XP_026842667.1|DPER	LOC119655776|XP_037917765.1|HILL
OG0003145	LOC6589995|XP_026841045.1|DPER	LOC119654009|XP_037915099.1|HILL
OG0003146	LOC6602078|XP_002027156.1|DPER	LOC119648176|XP_037905684.1|HILL
OG0003147	LOC6597089|XP_026845711.1|DPER	LOC119647798|XP_037904934.1|HILL
OG0003148	LOC6595981|XP_002021047.1|DPER	LOC119650409|XP_037909123.1|HILL
OG0003149	LOC6600688|XP_002025852.2|DPER	LOC119660815|XP_037925586.1|HILL
OG0003150	LOC6601312|XP_026842295.1|DPER	LOC119655265|XP_037916988.1|HILL
OG0003151	LOC6593399|XP_026842946.1|DPER	LOC119654558|XP_037915934.1|HILL
OG0003152	LOC6592498|XP_002018400.1|DPER	LOC119655187|XP_037916879.1|HILL
OG0003153	LOC6590541|XP_026841602.1|DPER	LOC119654385|XP_037915681.1|HILL
OG0003154	LOC6592096|XP_002017030.2|DPER	LOC119659677|XP_037923828.1|HILL
OG0003155	LOC6592347|XP_002018294.1|DPER	LOC119656000|XP_037918166.1|HILL
OG0003156	LOC6590262|XP_026841408.1|DPER	LOC119653581|XP_037914255.1|HILL
OG0003157	LOC6603925|XP_026843290.1|DPER	LOC119657967|XP_037921100.1|HILL, LOC119657888|XP_037920958.1|HILL
OG0003158	LOC6600980|XP_002025878.1|DPER	LOC119654366|XP_037915639.1|HILL
OG0003159	LOC6601632|XP_002026635.1|DPER	LOC119654786|XP_037916258.1|HILL
OG0003160	LOC6601634|XP_026841608.1|DPER	LOC119654396|XP_037915705.1|HILL
OG0003161	LOC6592831|XP_002017683.1|DPER	LOC119655350|XP_037917130.1|HILL
OG0003162	LOC6590105|XP_002015661.1|DPER	LOC119654470|XP_037915815.1|HILL
OG0003163	LOC6601025|XP_026849703.1|DPER, LOC6591614|XP_002017116.1|DPER	LOC119649085|XP_037907013.1|HILL
OG0003164	LOC6601640|XP_002026599.2|DPER	LOC119655860|XP_037917908.1|HILL
OG0003165	LOC6590835|XP_026842659.1|DPER	LOC119654564|XP_037915940.1|HILL
OG0003166	LOC6592417|XP_002018062.1|DPER	LOC119653691|XP_037914489.1|HILL
OG0003167	LOC113565103|XP_026841594.1|DPER	LOC119654305|XP_037915541.1|HILL
OG0003168	LOC6594690|XP_026850783.1|DPER	LOC119655228|XP_037916937.1|HILL
OG0003169	LOC6588775|XP_002015256.1|DPER	LOC119653735|XP_037914585.1|HILL
OG0003170	LOC6590830|XP_026841804.1|DPER	LOC119655610|XP_037917499.1|HILL
OG0003171	LOC6592227|XP_002018046.1|DPER	LOC119654339|XP_037915606.1|HILL
OG0003172	LOC6591641|XP_026840721.1|DPER	LOC119660835|XP_037925632.1|HILL
OG0003173	LOC6591765|XP_002017221.1|DPER	LOC119649928|XP_037908275.1|HILL
OG0003175	LOC6590503|XP_026841622.1|DPER	LOC119656054|XP_037918247.1|HILL
OG0003176	LOC6589163|XP_002014894.1|DPER	LOC119651930|XP_037911693.1|HILL
OG0003177	LOC6590202|XP_002015833.1|DPER	LOC119655808|XP_037917837.1|HILL
OG0003178	LOC6590360|XP_002015840.1|DPER	LOC119655806|XP_037917834.1|HILL
OG0003179	LOC6590357|XP_002015837.1|DPER	LOC119646739|XP_037903245.1|HILL
OG0003180	LOC6600929|XP_002026033.1|DPER	LOC119653546|XP_037914160.1|HILL
OG0003181	LOC6591246|XP_002015789.1|DPER	LOC119653547|XP_037914161.1|HILL
OG0003182	LOC6592449|XP_002018299.1|DPER	LOC119655581|XP_037917449.1|HILL
OG0003183	LOC6592753|XP_002017870.1|DPER	LOC119656261|XP_037918607.1|HILL
OG0003184	LOC6600481|XP_002025672.2|DPER	LOC119649265|XP_037907282.1|HILL
OG0003185	LOC6590537|XP_026842815.1|DPER	LOC119655446|XP_037917270.1|HILL
OG0003186	LOC6590953|XP_026842881.1|DPER	LOC119655917|XP_037918010.1|HILL
OG0003187	LOC6595508|XP_002020613.1|DPER	LOC119655379|XP_037917175.1|HILL
OG0003188	LOC6594310|XP_026850249.1|DPER	LOC119660748|XP_037925408.1|HILL
OG0003189	LOC113566559|XP_026848442.1|DPER, LOC113567015|XP_026850034.1|DPER, LOC113567163|XP_026850139.1|DPER	LOC119649366|XP_037907410.1|HILL
OG0003190	LOC6590028|XP_002016207.1|DPER	LOC119655288|XP_037917032.1|HILL
OG0003191	LOC6595960|XP_002021198.1|DPER	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL
OG0003192	LOC6595754|XP_026845219.1|DPER	LOC119647811|XP_037904957.1|HILL
OG0003193	LOC6593702|XP_002018626.2|DPER	LOC119660785|XP_037925507.1|HILL
OG0003194	LOC6597116|XP_026845447.1|DPER	LOC119648219|XP_037905757.1|HILL
OG0003195	LOC6595719|XP_002020616.1|DPER	LOC119661017|XP_037926096.1|HILL
OG0003196	LOC6599080|XP_026849023.1|DPER	LOC119649124|XP_037907057.1|HILL
OG0003197	LOC6597120|XP_026845598.1|DPER	LOC119648670|XP_037906385.1|HILL
OG0003198	LOC6593542|XP_002019132.1|DPER	LOC119648415|XP_037906095.1|HILL
OG0003199	LOC6601104|XP_002026069.2|DPER	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL
OG0003200	LOC6592907|XP_026840843.1|DPER	LOC119653454|XP_037913991.1|HILL
OG0003201	LOC6590977|XP_026842558.1|DPER	LOC119656288|XP_037918647.1|HILL
OG0003202	LOC6599582|XP_026849526.1|DPER	LOC119650249|XP_037908767.1|HILL
OG0003203	LOC6590481|XP_026841090.1|DPER	LOC119653632|XP_037914336.1|HILL
OG0003204	LOC6591473|XP_026840997.1|DPER	LOC119660051|XP_037924356.1|HILL
OG0003205	LOC6590371|XP_002015621.1|DPER	LOC119655372|XP_037917165.1|HILL
OG0003206	LOC6592889|XP_002018208.1|DPER	LOC119654682|XP_037916119.1|HILL
OG0003207	LOC6588629|XP_026840510.1|DPER	LOC119653493|XP_037914050.1|HILL
OG0003208	LOC6599782|XP_002024869.2|DPER	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL
OG0003209	LOC6592833|XP_002017685.1|DPER	LOC119654873|XP_037916396.1|HILL
OG0003210	LOC6594619|XP_002019842.1|DPER	LOC119654789|XP_037916264.1|HILL
OG0003211	LOC6590543|XP_002016224.2|DPER	LOC119661463|XP_037926752.1|HILL
OG0003212	LOC6591486|XP_002017380.1|DPER	LOC119659161|XP_037923039.1|HILL
OG0003213	LOC6590698|XP_002016056.1|DPER	LOC119655797|XP_037917820.1|HILL
OG0003214	LOC6592456|XP_026842310.1|DPER	LOC119655677|XP_037917595.1|HILL
OG0003215	LOC6592535|XP_002018310.1|DPER	LOC119655681|XP_037917610.1|HILL
OG0003216	LOC6592476|XP_026841193.1|DPER	LOC119654295|XP_037915528.1|HILL
OG0003217	LOC113565061|XP_026841104.1|DPER	LOC119661090|XP_037926207.1|HILL
OG0003218	LOC6595749|XP_026845552.1|DPER	LOC119649533|XP_037907648.1|HILL
OG0003219	LOC6595844|XP_026845510.1|DPER	LOC119650416|XP_037909137.1|HILL
OG0003220	LOC6589711|XP_026844146.1|DPER	LOC119649534|XP_037907649.1|HILL
OG0003221	LOC6598495|XP_002023583.1|DPER	LOC119661027|XP_037926112.1|HILL
OG0003222	LOC6589923|XP_026841344.1|DPER	LOC119654448|XP_037915778.1|HILL
OG0003223	LOC6590451|XP_026841280.1|DPER	LOC119655029|XP_037916634.1|HILL
OG0003224	LOC6589901|XP_026840703.1|DPER	LOC119654902|XP_037916457.1|HILL
OG0003225	LOC6589131|XP_026844802.1|DPER	LOC119652251|XP_037912159.1|HILL
OG0003226	LOC6592807|XP_026840635.1|DPER	LOC119659473|XP_037923497.1|HILL
OG0003227	LOC6593919|XP_002018680.1|DPER	LOC119655783|XP_037917801.1|HILL, LOC119661788|XP_037927200.1|HILL
OG0003228	LOC6588444|XP_026851025.1|DPER	LOC119651803|XP_037911518.1|HILL
OG0003229	LOC6597474|XP_002022640.1|DPER, LOC6601806|XP_002026860.1|DPER	LOC119647599|XP_037904553.1|HILL
OG0003231	LOC6599620|XP_026849536.1|DPER, LOC6599621|XP_002024731.1|DPER	LOC119647737|XP_037904775.1|HILL
OG0003232	LOC113567466|XP_026851259.1|DPER	LOC119652324|XP_037912267.1|HILL
OG0003233	LOC6591040|XP_002016632.1|DPER, LOC6590696|XP_026842203.1|DPER	LOC119651544|XP_037911105.1|HILL
OG0003237	LOC6599534|XP_026849403.1|DPER	LOC119653461|XP_037914000.1|HILL, LOC119648553|XP_037906251.1|HILL
OG0003251	LOC6598682|XP_002023769.2|DPER	LOC119651023|XP_037910255.1|HILL
OG0003252	LOC6594876|XP_002020115.1|DPER	LOC119651939|XP_037911718.1|HILL
OG0003253	LOC6598713|XP_002023892.2|DPER	LOC119653006|XP_037913362.1|HILL
OG0003254	LOC6594506|XP_026851036.1|DPER	LOC119656661|XP_037919068.1|HILL
OG0003255	LOC6594892|XP_002019989.1|DPER	LOC119646550|XP_037902956.1|HILL
OG0003256	LOC6587465|XP_002013051.1|DPER	LOC119652799|XP_037913049.1|HILL
OG0003257	LOC6599195|XP_026848229.1|DPER	LOC119656758|XP_037919253.1|HILL
OG0003258	LOC6595671|XP_002020731.2|DPER, LOC6599451|XP_002024515.1|DPER	LOC119657779|XP_037920775.1|HILL
OG0003259	LOC6597792|XP_026846543.1|DPER	LOC119658228|XP_037921429.1|HILL
OG0003260	LOC6603091|XP_002028101.1|DPER	LOC119657518|XP_037920388.1|HILL
OG0003261	LOC6594380|XP_002019294.1|DPER	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC113565078|XP_026841305.1|DPER	LOC119650684|XP_037909573.1|HILL
