Orthogroup	DPER.longest_only	DANA.longest_only
OG0003825	LOC6593978|XP_002019020.1|DPER	LOC6497193|XP_001962581.1|DANA
OG0003826	LOC6588818|XP_002015179.1|DPER	LOC6498323|XP_001962543.1|DANA
OG0003827	LOC6593995|XP_002019047.2|DPER	LOC6505389|XP_001964875.1|DANA
OG0003828	LOC6593998|XP_002019050.1|DPER	LOC6505399|XP_001964877.1|DANA
OG0003829	LOC6598085|XP_026843460.1|DPER	LOC6498407|XP_001962736.1|DANA
OG0003830	LOC113565619|XP_026843881.1|DPER, LOC6596589|XP_002021704.1|DPER	LOC6497148|XP_001962664.2|DANA
OG0003831	LOC6588076|XP_002012819.1|DPER	LOC6499744|XP_001954015.1|DANA
OG0003832	LOC6593338|XP_026843456.1|DPER	LOC6498234|XP_001962357.1|DANA
OG0003833	LOC6593456|XP_002018738.1|DPER	LOC6497303|XP_032307723.1|DANA
OG0003834	LOC6593426|XP_026843447.1|DPER	LOC6497297|XP_001962373.1|DANA
OG0003835	LOC6603378|XP_026843859.1|DPER	LOC6497795|XP_014761824.1|DANA
OG0003836	LOC113565702|XP_026844367.1|DPER, LOC6589653|XP_002014514.2|DPER	LOC6498031|XP_001961931.2|DANA
OG0003837	LOC6589655|XP_002014516.1|DPER	LOC6497511|XP_001961933.1|DANA
OG0003838	LOC6588899|XP_002014984.1|DPER	LOC6498056|XP_001961982.1|DANA
OG0003839	LOC6593714|XP_026842966.1|DPER	LOC6504334|XP_032311162.1|DANA
OG0003840	LOC6590553|XP_002016233.1|DPER	LOC6496490|XP_001961004.1|DANA
OG0003841	LOC6596488|XP_002021530.1|DPER	LOC6503306|XP_001967580.1|DANA
OG0003842	LOC6588998|XP_026844219.1|DPER	LOC6498646|XP_001963233.1|DANA
OG0003843	LOC6598000|XP_026842942.1|DPER	LOC6498418|XP_001962765.1|DANA
OG0003844	LOC6593599|XP_026843416.1|DPER	LOC6504335|XP_014760430.1|DANA
OG0003845	LOC6593751|XP_002018855.2|DPER	LOC6497166|XP_032311349.1|DANA
OG0003846	LOC6589233|XP_026844880.1|DPER	LOC6505435|XP_014760497.1|DANA
OG0003847	LOC6593517|XP_026843829.1|DPER	LOC6505342|XP_014760475.1|DANA
OG0003848	LOC6598758|XP_026850979.1|DPER	LOC6499913|XP_001953645.3|DANA
OG0003849	LOC6592735|XP_026841440.1|DPER	LOC6496602|XP_001961230.1|DANA
OG0003850	LOC6598105|XP_026843555.1|DPER	LOC6498411|XP_032311133.1|DANA
OG0003851	LOC6592556|XP_002017934.1|DPER	LOC6495040|XP_001959185.1|DANA
OG0003852	LOC6589837|XP_002014887.1|DPER	LOC6498109|XP_001962094.2|DANA
OG0003853	LOC6601350|XP_026842368.1|DPER	LOC6496171|XP_014763646.1|DANA
OG0003854	LOC6589462|XP_002014741.1|DPER	LOC6498171|XP_001962227.1|DANA
OG0003855	LOC6589463|XP_002014742.2|DPER	LOC6498170|XP_001962226.3|DANA
OG0003856	LOC6589763|XP_002015114.1|DPER	LOC6497060|XP_032311295.1|DANA
OG0003857	LOC6595468|XP_002020901.2|DPER	LOC6504393|XP_001964966.1|DANA
OG0003859	LOC6588795|XP_026844249.1|DPER	LOC6507285|XP_001965344.1|DANA
OG0003860	LOC6593117|XP_002017616.1|DPER	LOC6502519|XP_014763917.1|DANA
OG0003861	LOC113565440|XP_026843207.1|DPER	LOC6496724|XP_001967334.1|DANA
OG0003862	LOC6589695|XP_026843985.1|DPER	LOC6497328|XP_014761648.1|DANA
OG0003863	LOC6593855|XP_026842955.1|DPER	LOC6505366|XP_032311167.1|DANA
OG0003864	LOC6593854|XP_002019222.1|DPER	LOC6504729|XP_001964858.1|DANA
OG0003865	LOC6591753|XP_002017414.2|DPER	LOC6499570|XP_001954361.1|DANA
OG0003866	LOC6596524|XP_002021721.1|DPER	LOC6497158|XP_001962651.1|DANA
OG0003867	LOC113565411|XP_026843121.1|DPER	LOC26514973|XP_014760160.1|DANA
OG0003868	LOC6589304|XP_002014395.1|DPER	LOC6498573|XP_001963095.1|DANA
OG0003869	LOC6589033|XP_002015080.1|DPER	LOC6497010|XP_001962932.1|DANA
OG0003870	LOC6588810|XP_026844883.1|DPER	LOC6497659|XP_001961619.3|DANA
OG0003871	LOC6589295|XP_002015065.1|DPER	LOC6498484|XP_001962920.2|DANA
OG0003872	LOC6590023|XP_002016202.1|DPER	LOC6494210|XP_001960745.2|DANA
OG0003873	LOC6593396|XP_026843302.1|DPER	LOC6497969|XP_001961817.1|DANA
OG0003874	LOC6596596|XP_026843798.1|DPER	LOC6498374|XP_032311006.1|DANA
OG0003875	LOC6588822|XP_002014419.1|DPER	LOC6496962|XP_032311352.1|DANA
OG0003876	LOC6595676|XP_002020736.1|DPER	LOC6496864|XP_001963250.1|DANA
OG0003877	LOC6603395|XP_002028375.1|DPER	LOC6497789|XP_001961455.1|DANA
OG0003878	LOC6588796|XP_026844248.1|DPER	LOC6503372|XP_014760384.1|DANA
OG0003879	LOC6601055|XP_026849765.1|DPER	LOC6507552|XP_001955903.1|DANA
OG0003880	LOC6602312|XP_026848503.1|DPER	LOC6506451|XP_001957856.1|DANA
OG0003881	LOC6600959|XP_002025997.1|DPER	LOC6495836|XP_001959682.1|DANA
OG0003882	LOC6593129|XP_002018103.1|DPER	LOC6493894|XP_014762453.1|DANA
OG0003883	LOC6598361|XP_026846313.1|DPER	LOC6503668|XP_001963966.1|DANA
OG0003884	LOC6598037|XP_002023195.2|DPER	LOC6497084|XP_001962790.1|DANA
OG0003885	LOC6593767|XP_002018959.1|DPER	LOC6496998|XP_001962960.1|DANA
OG0003886	LOC6593768|XP_002018960.2|DPER	LOC6498504|XP_001962961.2|DANA
OG0003887	LOC6596489|XP_002021531.2|DPER	LOC6503289|XP_001967578.3|DANA
OG0003888	LOC6594882|XP_002020001.2|DPER	LOC6501630|XP_001955640.1|DANA
OG0003889	LOC6595632|XP_002020675.1|DPER	LOC6497551|XP_001961840.1|DANA
OG0003890	LOC6601699|XP_002026711.1|DPER	LOC6506842|XP_001957136.1|DANA
OG0003891	LOC6598045|XP_002023203.1|DPER	LOC6497088|XP_001962784.1|DANA
OG0003892	LOC6601120|XP_002026195.1|DPER	LOC6507463|XP_001955962.1|DANA
OG0003893	LOC6597966|XP_002023169.1|DPER	LOC6498438|XP_001962822.1|DANA
OG0003894	LOC6589013|XP_002014329.1|DPER	LOC6498597|XP_001963131.1|DANA
OG0003895	LOC6600832|XP_002025926.1|DPER	LOC6495578|XP_001959134.1|DANA
OG0003896	LOC6600836|XP_026842580.1|DPER	LOC6495067|XP_001959137.1|DANA
OG0003897	LOC6591088|XP_002016120.1|DPER	LOC6494647|XP_001959940.1|DANA
OG0003898	LOC6598072|XP_002023131.1|DPER	LOC6498018|XP_001961902.1|DANA
OG0003899	LOC6589867|XP_002014580.1|DPER	LOC6503358|XP_001965366.1|DANA
OG0003900	LOC6595478|XP_002020650.1|DPER	LOC6503785|XP_001965247.2|DANA
OG0003901	LOC6595467|XP_002020900.1|DPER	LOC6505557|XP_001964965.1|DANA
OG0003902	LOC6595466|XP_002020899.1|DPER	LOC6503458|XP_001965313.1|DANA
OG0003903	LOC6602240|XP_002027270.1|DPER	LOC6497051|XP_001962847.1|DANA
OG0003904	LOC6602241|XP_002027271.1|DPER	LOC6498451|XP_001962848.1|DANA
OG0003905	LOC6595230|XP_002020203.1|DPER	LOC6501542|XP_001955449.1|DANA
OG0003906	LOC6601633|XP_002026636.1|DPER	LOC6494518|XP_001960189.1|DANA
OG0003907	LOC6589523|XP_026844051.1|DPER	LOC6497892|XP_001961660.1|DANA
OG0003908	LOC6589524|XP_002015047.2|DPER	LOC6497893|XP_001961661.1|DANA
OG0003909	LOC6601264|XP_002026393.1|DPER	LOC6495285|XP_032306358.1|DANA
OG0003910	LOC113566122|XP_026846049.1|DPER	LOC6500073|XP_001953272.1|DANA
OG0003911	LOC6588698|XP_002015033.1|DPER	LOC6506159|XP_001965123.1|DANA
OG0003912	LOC6596503|XP_002021577.1|DPER	LOC6496704|XP_001967347.1|DANA
OG0003913	LOC6597949|XP_026843409.1|DPER	LOC6504365|XP_032310985.1|DANA
OG0003914	LOC6588806|XP_002015127.1|DPER	LOC6497053|XP_001962844.1|DANA
OG0003915	LOC6599902|XP_002025015.1|DPER	LOC6503066|XP_032308938.1|DANA
OG0003916	LOC6595559|XP_026844164.1|DPER	LOC6498140|XP_001962160.1|DANA
OG0003917	LOC6593950|XP_026843257.1|DPER	LOC6497220|XP_001962533.3|DANA
OG0003918	LOC6589691|XP_002015204.2|DPER	LOC6497950|XP_001961783.1|DANA
OG0003919	LOC6596303|XP_026843502.1|DPER	LOC6503309|XP_032309225.1|DANA
OG0003920	LOC6590608|XP_002016473.2|DPER	LOC6495851|XP_001959710.1|DANA
OG0003921	LOC6589497|XP_026844649.1|DPER	LOC6497376|XP_001962211.2|DANA
OG0003922	LOC6589765|XP_026844450.1|DPER	LOC6498446|XP_001962834.2|DANA
OG0003923	LOC6602017|XP_002027045.1|DPER	LOC6506026|XP_001966650.1|DANA
OG0003924	LOC6590380|XP_002015482.1|DPER	LOC6496520|XP_001961060.1|DANA
OG0003925	LOC6596363|XP_026843196.1|DPER	LOC6498516|XP_032310932.1|DANA
OG0003926	LOC6596513|XP_026843749.1|DPER	LOC6496986|XP_001962992.1|DANA
OG0003927	LOC6589158|XP_002014889.2|DPER	LOC6497430|XP_001962097.1|DANA
OG0003928	LOC6593979|XP_002019021.1|DPER	LOC6498340|XP_032307749.1|DANA
OG0003929	LOC6588802|XP_002015123.1|DPER	LOC6497056|XP_001962840.2|DANA
OG0003930	LOC6593418|XP_002019124.1|DPER	LOC6498246|XP_001962388.1|DANA
OG0003931	LOC6593544|XP_026843304.1|DPER	LOC6497279|XP_014761610.1|DANA
OG0003932	LOC6592603|XP_026842159.1|DPER	LOC6495571|XP_014763357.1|DANA
OG0003933	LOC6588915|XP_002014811.1|DPER	LOC6497240|XP_014761576.1|DANA
OG0003934	LOC6593881|XP_026843376.1|DPER	LOC6498347|XP_001962595.1|DANA
OG0003935	LOC6600797|XP_002025968.1|DPER	LOC6494417|XP_001960368.1|DANA
OG0003936	LOC6600796|XP_002025967.1|DPER	LOC6496170|XP_001960367.1|DANA
OG0003937	LOC6590475|XP_002016661.1|DPER	LOC6494092|XP_001960993.1|DANA
OG0003938	LOC6596357|XP_026843060.1|DPER	LOC6498514|XP_032311261.1|DANA
OG0003939	LOC6589862|XP_002015167.1|DPER	LOC6498329|XP_001962555.1|DANA
OG0003940	LOC6596351|XP_002021489.1|DPER	LOC6506298|XP_001965149.1|DANA
OG0003941	LOC6596354|XP_002021492.1|DPER	LOC6496992|XP_001962975.1|DANA
OG0003942	LOC6589184|XP_026844227.1|DPER	LOC6505480|XP_001964937.2|DANA
OG0003943	LOC6596359|XP_002021497.1|DPER	LOC6498520|XP_001962987.1|DANA
OG0003944	LOC6589379|XP_002015051.1|DPER	LOC6498480|XP_001962909.1|DANA
OG0003945	LOC6592560|XP_002018242.1|DPER	LOC6495906|XP_001959832.1|DANA
OG0003946	LOC6598062|XP_002023155.1|DPER	LOC6498012|XP_014761929.1|DANA
OG0003947	LOC6598076|XP_002023135.1|DPER	LOC6497528|XP_001961899.1|DANA
OG0003948	LOC6595663|XP_002020785.1|DPER	LOC6497909|XP_001961696.1|DANA
OG0003949	LOC6595661|XP_002020783.2|DPER	LOC6497620|XP_001961694.2|DANA
OG0003950	LOC6589628|XP_026844153.1|DPER, LOC113565871|XP_026845032.1|DPER	LOC6497111|XP_001962732.1|DANA
OG0003951	LOC6589740|XP_002014238.1|DPER	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA
OG0003952	LOC6589007|XP_002015145.1|DPER	LOC6497589|XP_001961755.3|DANA
OG0003953	LOC6593729|XP_002019107.1|DPER	LOC6498240|XP_001962368.1|DANA
OG0003954	LOC6601912|XP_026849341.1|DPER	LOC6507683|XP_001956142.1|DANA
OG0003955	LOC113565658|XP_026844117.1|DPER, LOC113565657|XP_026844116.1|DPER	LOC6498586|XP_032311044.1|DANA
OG0003956	LOC6588807|XP_026844241.1|DPER	LOC6497658|XP_032307698.1|DANA
OG0003957	LOC6599487|XP_002024584.1|DPER	LOC6493740|XP_001958346.1|DANA
OG0003958	LOC6599362|XP_002024485.1|DPER	LOC6502372|XP_001967165.3|DANA
OG0003959	LOC6593083|XP_002017896.2|DPER	LOC6495059|XP_032306532.1|DANA
OG0003960	LOC6600126|XP_002025293.1|DPER	LOC6503689|XP_001963918.2|DANA
OG0003961	LOC6589528|XP_002015016.1|DPER	LOC6504491|XP_014760438.1|DANA
OG0003962	LOC6596517|XP_002021512.2|DPER	LOC6496984|XP_001962996.1|DANA
OG0003963	LOC6597975|XP_026843351.1|DPER	LOC6498027|XP_032307402.1|DANA
OG0003964	LOC6589057|XP_002014545.1|DPER	LOC6504256|XP_001965098.1|DANA
OG0003965	LOC6602227|XP_026843815.1|DPER	LOC6497578|XP_032307562.1|DANA
OG0003966	LOC6597973|XP_002023111.1|DPER	LOC6505392|XP_001966903.1|DANA
OG0003967	LOC6593206|XP_026842795.1|DPER	LOC6495665|XP_014763434.1|DANA
OG0003968	LOC6593209|XP_002018038.1|DPER	LOC6494952|XP_014763084.1|DANA
OG0003969	LOC6590867|XP_026840740.1|DPER	LOC6494649|XP_001959936.1|DANA
OG0003970	LOC6589870|XP_002014583.1|DPER	LOC6503354|XP_001965369.1|DANA
OG0003971	LOC6588711|XP_026844462.1|DPER	LOC6496947|XP_001963080.1|DANA
OG0003972	LOC6596987|XP_002022234.2|DPER	LOC6493610|XP_014764466.1|DANA
OG0003973	LOC6592285|XP_002018404.1|DPER	LOC6496187|XP_001960402.1|DANA
OG0003974	LOC6592200|XP_002017835.1|DPER	LOC6495138|XP_001958974.1|DANA
OG0003975	LOC6593495|XP_026843242.1|DPER	LOC6498360|XP_032310950.1|DANA
OG0003976	LOC6593323|XP_002018945.1|DPER	LOC6498432|XP_001962808.1|DANA
OG0003977	LOC6593591|XP_002018882.1|DPER	LOC6504340|XP_001965021.1|DANA
OG0003978	LOC6602378|XP_002027382.1|DPER	LOC6506304|XP_032310610.1|DANA
OG0003979	LOC6596456|XP_002021626.1|DPER	LOC6498604|XP_001963145.1|DANA
OG0003980	LOC6594455|XP_002019706.1|DPER	LOC6494306|XP_001965940.1|DANA
OG0003981	LOC6589684|XP_002014769.1|DPER	LOC6497026|XP_001962904.1|DANA
OG0003982	LOC6597968|XP_026843234.1|DPER	LOC6497064|XP_001962821.2|DANA
OG0003983	LOC6603517|XP_002028495.2|DPER	LOC6497788|XP_001961454.1|DANA
OG0003984	LOC6589552|XP_026843907.1|DPER	LOC6497514|XP_014761717.1|DANA
OG0003985	LOC113565463|XP_026843327.1|DPER	LOC26514494|XP_014762335.1|DANA
OG0003986	LOC6589313|XP_026844696.1|DPER	LOC6498658|XP_001963262.3|DANA
OG0003987	LOC6589075|XP_026844014.1|DPER	LOC6498659|XP_032311001.1|DANA
OG0003988	LOC6589830|XP_002014709.1|DPER	LOC6497203|XP_001962563.3|DANA
OG0003989	LOC6589421|XP_002014541.1|DPER	LOC6504241|XP_001965104.1|DANA
OG0003990	LOC6593746|XP_002018850.1|DPER	LOC6497720|XP_001961492.1|DANA
OG0003991	LOC6595354|XP_026844296.1|DPER, LOC6604533|XP_026845163.1|DPER	LOC6506615|XP_014760573.1|DANA
OG0003992	LOC6595507|XP_002020612.1|DPER	LOC6506625|XP_001965217.1|DANA
OG0003993	LOC6595545|XP_026844725.1|DPER	LOC6506712|XP_001965231.2|DANA
OG0003994	LOC6587589|XP_002013647.1|DPER	LOC6501497|XP_001955373.1|DANA
OG0003995	LOC6590643|XP_002016604.1|DPER	LOC6494062|XP_001961059.1|DANA
OG0003996	LOC6590011|XP_026842093.1|DPER	LOC6495074|XP_001959124.1|DANA
OG0003997	LOC6593645|XP_026843453.1|DPER	LOC6496855|XP_001963266.1|DANA
OG0003998	LOC6589200|XP_026844756.1|DPER	LOC26513764|XP_032309419.1|DANA
OG0003999	LOC6597969|XP_002023107.1|DPER	LOC6498703|XP_001965872.1|DANA
OG0004000	LOC6597300|XP_026846410.1|DPER	LOC6501886|XP_001966733.1|DANA
OG0004001	LOC6590018|XP_002016572.1|DPER	LOC6494225|XP_001960704.1|DANA
OG0004002	LOC6596531|XP_002021728.1|DPER	LOC6498260|XP_001962418.1|DANA
OG0004003	LOC6604572|XP_026844939.1|DPER	LOC6497942|XP_032307321.1|DANA
OG0004004	LOC6588888|XP_002014857.1|DPER	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA
OG0004005	LOC6593677|XP_026843145.1|DPER	LOC6497961|XP_032307648.1|DANA
OG0004006	LOC6589369|XP_002015253.1|DPER	LOC6498160|XP_001962206.1|DANA
OG0004007	LOC6589034|XP_002015081.1|DPER	LOC6498488|XP_001962933.1|DANA
OG0004008	LOC6593600|XP_026843736.1|DPER	LOC6507136|XP_032310971.1|DANA
OG0004009	LOC6596522|XP_026843080.1|DPER	LOC6498314|XP_001962517.1|DANA
OG0004010	LOC6597999|XP_026843480.1|DPER	LOC6497095|XP_014761516.1|DANA
OG0004011	LOC6593860|XP_002018930.1|DPER	LOC6504374|XP_001964972.2|DANA
OG0004012	LOC6594870|XP_026850614.1|DPER	LOC6498943|XP_014765836.1|DANA
OG0004013	LOC6598107|XP_002023248.1|DPER	LOC6497104|XP_001962747.1|DANA
OG0004014	LOC6596986|XP_002022233.2|DPER	LOC6506322|XP_032310081.1|DANA
OG0004015	LOC6602237|XP_002027267.1|DPER	LOC6498450|XP_001962845.1|DANA
OG0004016	LOC6588727|XP_002014369.2|DPER	LOC6498572|XP_014762186.1|DANA
OG0004017	LOC6595553|XP_026844768.1|DPER	LOC6503831|XP_001965239.1|DANA
OG0004018	LOC6591147|XP_002015570.1|DPER	LOC6495105|XP_001959056.1|DANA
OG0004019	LOC6589483|XP_002015239.1|DPER	LOC6497371|XP_001962219.1|DANA
OG0004020	LOC6589518|XP_002015192.1|DPER	LOC6498318|XP_001962529.1|DANA
OG0004021	LOC6589410|XP_002015198.1|DPER	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA
OG0004022	LOC6595557|XP_002020905.1|DPER	LOC6498141|XP_001962162.1|DANA
OG0004023	LOC6590241|XP_026842543.1|DPER	LOC6496016|XP_001960046.3|DANA
OG0004024	LOC6588881|XP_026844447.1|DPER	LOC6498681|XP_001963316.2|DANA
OG0004025	LOC6603510|XP_002028489.1|DPER, LOC6588674|XP_002014469.1|DPER	LOC6497494|XP_001961967.1|DANA
OG0004026	LOC6589372|XP_026844160.1|DPER	LOC6498118|XP_032307369.1|DANA
OG0004027	LOC6593156|XP_002018330.2|DPER	LOC6496206|XP_001960449.1|DANA
OG0004028	LOC6589322|XP_002014282.1|DPER	LOC6497131|XP_014761527.1|DANA
OG0004029	LOC6593949|XP_002019013.1|DPER	LOC6497198|XP_001962572.1|DANA
OG0004030	LOC6590495|XP_026841694.1|DPER	LOC6495725|XP_001959444.2|DANA
OG0004031	LOC6589546|XP_002015074.2|DPER	LOC6497015|XP_001962925.1|DANA
OG0004032	LOC6597992|XP_026843082.1|DPER	LOC6498720|XP_032308655.1|DANA
OG0004033	LOC6589223|XP_026844933.1|DPER	LOC6496975|XP_032311078.1|DANA
OG0004034	LOC6588703|XP_002014944.1|DPER	LOC6498230|XP_001962347.3|DANA
OG0004035	LOC6596358|XP_026842938.1|DPER	LOC6496990|XP_001962979.1|DANA
OG0004036	LOC6596501|XP_002021575.1|DPER	LOC6496706|XP_032309227.1|DANA
OG0004037	LOC6602261|XP_026843390.1|DPER	LOC6497044|XP_001962861.1|DANA
OG0004038	LOC6589378|XP_002015050.1|DPER	LOC6497645|XP_001961643.1|DANA
OG0004039	LOC6589452|XP_026844175.1|DPER	LOC6497441|XP_014761707.1|DANA
OG0004040	LOC6590000|XP_002016050.1|DPER	LOC6494189|XP_001960800.1|DANA
OG0004041	LOC6600672|XP_026848699.1|DPER	LOC6501970|XP_001966788.1|DANA
OG0004042	LOC6601674|XP_002026739.2|DPER	LOC6506189|XP_001958377.1|DANA
OG0004043	LOC6596652|XP_002021660.1|DPER	LOC6496900|XP_001963184.1|DANA
OG0004044	LOC6597486|XP_002022722.1|DPER	LOC6503842|XP_001963702.1|DANA
OG0004045	LOC6589602|XP_002014309.1|DPER	LOC6496876|XP_001963226.1|DANA
OG0004046	LOC6588979|XP_002014571.1|DPER	LOC6507338|XP_001965356.2|DANA
OG0004047	LOC6595445|XP_002020866.1|DPER	LOC6498303|XP_001962498.1|DANA
OG0004048	LOC6589169|XP_002015026.1|DPER	LOC6506199|XP_001965128.1|DANA
OG0004049	LOC6589791|XP_002014638.1|DPER, LOC113565902|XP_026845071.1|DPER	LOC6507169|XP_001965322.1|DANA
OG0004050	LOC6589399|XP_026844346.1|DPER	LOC6498072|XP_001962023.2|DANA
OG0004051	LOC6589860|XP_002015165.2|DPER	LOC6498154|XP_001962192.2|DANA
OG0004052	LOC6599283|XP_002024248.1|DPER	LOC6502125|XP_032309414.1|DANA
OG0004053	LOC6593058|XP_002018470.1|DPER	LOC6495390|XP_001958729.1|DANA
OG0004054	LOC6588895|XP_002014683.1|DPER	LOC6497654|XP_001961627.1|DANA
OG0004055	LOC6587775|XP_002012891.2|DPER	LOC6500239|XP_001952960.1|DANA
OG0004056	LOC6594681|XP_002019316.2|DPER	LOC6500067|XP_032307678.1|DANA
OG0004057	LOC6599079|XP_026849037.1|DPER	LOC6506242|XP_001958277.1|DANA
OG0004058	LOC6596216|XP_026845441.1|DPER	LOC6492994|XP_014764171.1|DANA
OG0004059	LOC6591457|XP_002017478.1|DPER	LOC6500591|XP_001953530.1|DANA
OG0004060	LOC6594143|XP_002019769.1|DPER	LOC6499536|XP_001954419.1|DANA
OG0004061	LOC6598352|XP_026846164.1|DPER	LOC6502958|XP_032308911.1|DANA
OG0004062	LOC6595862|XP_026845531.1|DPER	LOC6507581|XP_014765335.1|DANA
OG0004063	LOC6596930|XP_002021838.1|DPER	LOC6504620|XP_001966514.1|DANA
OG0004064	LOC6596045|XP_002021229.1|DPER	LOC6506733|XP_001957335.1|DANA
OG0004065	LOC6601616|XP_026842273.1|DPER	LOC6494455|XP_032306793.1|DANA
OG0004066	LOC6590936|XP_002016169.1|DPER	LOC6494197|XP_001960773.1|DANA
OG0004067	LOC6600409|XP_002025514.2|DPER	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA
OG0004068	LOC6594688|XP_002019615.2|DPER	LOC6499375|XP_001954759.1|DANA
OG0004069	LOC6591794|XP_026840053.1|DPER	LOC6499376|XP_032305483.1|DANA
OG0004070	LOC6595879|XP_002021392.2|DPER	LOC6493129|XP_001957102.1|DANA
OG0004071	LOC6602997|XP_026849470.1|DPER	LOC6507002|XP_001956849.1|DANA
OG0004072	LOC6602998|XP_002028025.2|DPER	LOC6493011|XP_001956848.1|DANA
OG0004073	LOC6597779|XP_002022982.2|DPER	LOC6502285|XP_001966169.1|DANA
OG0004074	LOC6590774|XP_002016462.1|DPER	LOC6495859|XP_001959722.3|DANA
OG0004075	LOC6592641|XP_002017862.1|DPER	LOC6496531|XP_001961083.1|DANA
OG0004076	LOC6592642|XP_026841031.1|DPER	LOC6494049|XP_014762609.1|DANA
OG0004077	LOC6602213|XP_026843604.1|DPER	LOC6497948|XP_001961779.1|DANA
OG0004078	LOC6591676|XP_002016891.1|DPER	LOC6500997|XP_001954323.1|DANA
OG0004079	LOC6597660|XP_026849302.1|DPER	LOC6503834|XP_001963686.1|DANA
OG0004080	LOC6590140|XP_002015953.1|DPER	LOC6494122|XP_001960925.1|DANA
OG0004081	LOC6593127|XP_026842560.1|DPER	LOC6494940|XP_032305938.1|DANA
OG0004082	LOC6602032|XP_002027029.2|DPER	LOC26513826|XP_014759736.1|DANA
OG0004084	LOC6602353|XP_026848443.1|DPER	LOC6493591|XP_001958056.1|DANA
OG0004085	LOC6588335|XP_002014156.1|DPER	LOC6500709|XP_001953767.1|DANA
OG0004086	LOC6587892|XP_026850882.1|DPER	LOC6501490|XP_001955356.1|DANA
OG0004087	LOC6598383|XP_026846147.1|DPER	LOC6502918|XP_001963590.1|DANA
OG0004089	LOC6597482|XP_026848867.1|DPER	LOC6503811|XP_032308509.1|DANA
OG0004090	LOC6591656|XP_002016851.1|DPER	LOC6503432|XP_001967468.1|DANA
OG0004091	LOC6591618|XP_002017120.1|DPER	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA
OG0004092	LOC6600124|XP_002025291.1|DPER	LOC6504095|XP_001964163.2|DANA
OG0004094	LOC6597596|XP_026848892.1|DPER	LOC6493882|XP_001967782.3|DANA
OG0004095	LOC6594717|XP_002019402.2|DPER	LOC6501173|XP_001954689.2|DANA
OG0004096	LOC6587716|XP_002014074.2|DPER	LOC6501489|XP_001955355.1|DANA
OG0004097	LOC6595775|XP_002021322.1|DPER	LOC6507260|XP_001956370.1|DANA
OG0004098	LOC6588231|XP_026844913.1|DPER	LOC6499857|XP_001953763.1|DANA
OG0004099	LOC6591702|XP_026839981.1|DPER	LOC6498885|XP_032312207.1|DANA
OG0004100	LOC6591804|XP_002017265.1|DPER	LOC6501680|XP_001955751.1|DANA
OG0004101	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER	LOC6501682|XP_001955754.2|DANA
OG0004102	LOC6591800|XP_002017261.2|DPER	LOC6501683|XP_032312218.1|DANA
OG0004103	LOC6591678|XP_002016893.1|DPER	LOC6499598|XP_001954325.1|DANA
OG0004104	LOC6595112|XP_026850534.1|DPER	LOC6501535|XP_032311155.1|DANA
OG0004105	LOC113565964|XP_026845218.1|DPER	LOC6493237|XP_001957333.1|DANA
OG0004106	LOC6603335|XP_026848202.1|DPER	LOC6493574|XP_001958024.1|DANA
OG0004107	LOC113566748|XP_026849549.1|DPER	LOC6493118|XP_001957079.1|DANA
OG0004108	LOC6594501|XP_002019700.1|DPER	LOC6494274|XP_001965945.1|DANA
OG0004109	LOC6591655|XP_002016850.1|DPER	LOC6503417|XP_001967469.1|DANA
OG0004110	LOC6602180|XP_026847978.1|DPER	LOC6493813|XP_001958489.1|DANA
OG0004111	LOC6592005|XP_002017433.1|DPER	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA
OG0004112	LOC6591912|XP_002016869.1|DPER	LOC6501719|XP_001955843.2|DANA
OG0004113	LOC6602631|XP_002027653.1|DPER	LOC6503611|XP_001964067.1|DANA
OG0004114	LOC6596878|XP_002022093.2|DPER	LOC6504150|XP_001964276.1|DANA
OG0004115	LOC6596859|XP_026846028.1|DPER	LOC6503492|XP_001964279.1|DANA
OG0004116	LOC6592010|XP_026850769.1|DPER	LOC6499559|XP_001954383.1|DANA
OG0004117	LOC6594534|XP_002019426.2|DPER	LOC6500948|XP_001954226.1|DANA
OG0004118	LOC6590322|XP_002016211.1|DPER	LOC6494510|XP_001960199.1|DANA
OG0004119	LOC6594300|XP_002019798.1|DPER	LOC6499553|XP_001954395.1|DANA
OG0004120	LOC6594462|XP_026850240.1|DPER	LOC6494360|XP_001965932.1|DANA, LOC6494371|XP_032312338.1|DANA
OG0004121	LOC6599677|XP_026847340.1|DPER	LOC6502809|XP_001956210.2|DANA
OG0004122	LOC6594099|XP_002019691.1|DPER	LOC6507401|XP_001956084.1|DANA
OG0004123	LOC6591452|XP_026851078.1|DPER	LOC6500593|XP_032305641.1|DANA
OG0004124	LOC6597692|XP_026846419.1|DPER	LOC6503566|XP_032308691.1|DANA
OG0004125	LOC6594895|XP_002020495.1|DPER	LOC6505882|XP_032305510.1|DANA
