Orthogroup	DPER.longest_only	DHYD.longest_only
OG0006024	LOC6603964|XP_026846064.1|DPER	LOC111596842|XP_023166985.2|DHYD
OG0006025	LOC6591113|XP_026841028.1|DPER	LOC111597919|XP_023168631.1|DHYD
OG0006026	LOC6594866|XP_002020105.1|DPER	LOC111602732|XP_023175745.1|DHYD
OG0006027	LOC6592644|XP_002017865.2|DPER	LOC111599690|XP_023171164.1|DHYD
OG0006028	LOC6590512|XP_026840979.1|DPER	LOC111600644|XP_023172628.1|DHYD
OG0006029	LOC6590853|XP_002016611.1|DPER	LOC111597958|XP_023168690.2|DHYD
OG0006030	LOC6594807|XP_002020222.1|DPER	LOC111593682|XP_023162343.1|DHYD
OG0006031	LOC6592199|XP_002017834.2|DPER	LOC111595502|XP_023165042.1|DHYD
OG0006032	LOC6597848|XP_026847028.1|DPER	LOC111596864|XP_023167073.2|DHYD
OG0006033	LOC6590198|XP_002015829.1|DPER	LOC111597931|XP_023168654.2|DHYD
OG0006034	LOC6587969|XP_002013707.2|DPER	LOC111600758|XP_023172805.2|DHYD
OG0006035	LOC6592098|XP_002017032.2|DPER	LOC111602948|XP_023176076.2|DHYD
OG0006036	LOC6589237|XP_026844879.1|DPER	LOC111603979|XP_023177592.2|DHYD
OG0006037	LOC6590731|XP_026840585.1|DPER	LOC111592186|XP_023160020.2|DHYD
OG0006038	LOC6588424|XP_002014153.2|DPER	LOC111600258|XP_023172074.2|DHYD
OG0006039	LOC6603143|XP_026842468.1|DPER	LOC111604344|XP_023178176.2|DHYD
OG0006040	LOC6592334|XP_002017854.1|DPER	LOC111594335|XP_023163349.2|DHYD
OG0006041	LOC6599901|XP_026849171.1|DPER	LOC111592979|XP_023161242.1|DHYD
OG0006042	LOC6601567|XP_026840980.1|DPER	LOC111594344|XP_023163359.2|DHYD
OG0006043	LOC6598919|XP_026847849.1|DPER	LOC111593540|XP_023162115.1|DHYD
OG0006044	LOC6596834|XP_002022015.1|DPER	LOC111601909|XP_023174525.1|DHYD
OG0006045	LOC6601623|XP_026840978.1|DPER	LOC111604351|XP_023178184.2|DHYD
OG0006046	LOC6590833|XP_002016504.1|DPER	LOC111599658|XP_023171116.2|DHYD
OG0006047	LOC6595848|XP_002021378.1|DPER	LOC111600928|XP_023173060.2|DHYD
OG0006048	LOC6598900|XP_002024002.2|DPER	LOC111592764|XP_030081872.1|DHYD, LOC115482728|XP_030078848.1|DHYD
OG0006049	LOC6597307|XP_002022379.2|DPER	LOC111603210|XP_023176474.2|DHYD
OG0006050	LOC6598685|XP_002023751.1|DPER	LOC111597889|XP_023168593.1|DHYD
OG0006051	LOC6599991|XP_002025149.1|DPER	LOC111602428|XP_023175235.1|DHYD
OG0006052	LOC6592537|XP_026841599.1|DPER	LOC111594178|XP_023163132.1|DHYD
OG0006053	LOC6599488|XP_002024585.1|DPER	LOC111592856|XP_023161064.1|DHYD
OG0006054	LOC6602019|XP_002027033.2|DPER	LOC111598392|XP_023169375.1|DHYD
OG0006055	LOC6598726|XP_002023873.1|DPER	LOC111601410|XP_023173736.2|DHYD
OG0006056	LOC6601566|XP_002026686.1|DPER	LOC111594338|XP_023163353.1|DHYD
OG0006057	LOC6601023|XP_026849715.1|DPER	LOC111595388|XP_023164855.2|DHYD
OG0006058	LOC113564931|XP_026840225.1|DPER	LOC111604206|XP_023177933.1|DHYD
OG0006059	LOC6598954|XP_026849035.1|DPER	LOC111597293|XP_023167678.1|DHYD
OG0006060	LOC6598955|XP_026849036.1|DPER	LOC111597297|XP_023167683.1|DHYD
OG0006061	LOC6598588|XP_026846356.1|DPER	LOC111596631|XP_023166687.2|DHYD
OG0006062	LOC6594146|XP_002019772.1|DPER	LOC111601371|XP_023173677.1|DHYD
OG0006063	LOC6589221|XP_002014446.1|DPER	LOC111603929|XP_023177524.2|DHYD
OG0006064	LOC6600894|XP_002025958.1|DPER	LOC111595634|XP_023165212.1|DHYD
OG0006065	LOC6601202|XP_026848045.1|DPER	LOC111599280|XP_023170646.2|DHYD
OG0006066	LOC6590654|XP_002016412.2|DPER	LOC111597004|XP_023167274.2|DHYD
OG0006067	LOC6592470|XP_026840881.1|DPER	LOC111598039|XP_023168841.1|DHYD
OG0006068	LOC6600741|XP_002025779.1|DPER	LOC111593408|XP_023161899.1|DHYD
OG0006069	LOC6598885|XP_002024090.2|DPER	LOC111603323|XP_023176612.2|DHYD
OG0006070	LOC6603409|XP_002028391.1|DPER	LOC111596843|XP_023167026.2|DHYD
OG0006071	LOC6594936|XP_002020033.1|DPER	LOC111593237|XP_023161659.1|DHYD
OG0006072	LOC6601201|XP_002026232.1|DPER	LOC111599285|XP_023170652.1|DHYD
OG0006073	LOC6603276|XP_002028263.1|DPER	LOC111604757|XP_023178715.1|DHYD
OG0006074	LOC6597282|XP_002022569.2|DPER	LOC115483033|XP_030079679.1|DHYD, LOC111592207|XP_023160048.2|DHYD
OG0006075	LOC6597615|XP_002022753.1|DPER	LOC111598823|XP_023170021.1|DHYD
OG0006076	LOC6590754|XP_002016146.1|DPER	LOC111600533|XP_023172439.2|DHYD
OG0006077	LOC6602399|XP_026848447.1|DPER	LOC111596874|XP_023167088.1|DHYD
OG0006078	LOC113566560|XP_026848444.1|DPER	LOC111596875|XP_023167091.1|DHYD
OG0006079	LOC6601835|XP_002026901.1|DPER	LOC111605719|XP_023180174.2|DHYD
OG0006080	LOC6601860|XP_026849321.1|DPER	LOC111605725|XP_023180185.1|DHYD
OG0006081	LOC6592571|XP_026841298.1|DPER	LOC111592128|XP_023159932.1|DHYD
OG0006082	LOC6592698|XP_002017735.1|DPER	LOC111592174|XP_023159999.1|DHYD
OG0006083	LOC6595813|XP_026845564.1|DPER	LOC111592261|XP_023160118.1|DHYD
OG0006084	LOC6596064|XP_026845509.1|DPER	LOC111597370|XP_023167793.1|DHYD
OG0006085	LOC6595167|XP_002020422.1|DPER	LOC111604323|XP_030080838.1|DHYD
OG0006086	LOC6604540|XP_026848108.1|DPER	LOC111592329|XP_023160222.1|DHYD
OG0006087	LOC6590834|XP_002016505.2|DPER	LOC111599660|XP_023171124.1|DHYD
OG0006088	LOC6598890|XP_002024095.1|DPER	LOC111603317|XP_023176606.1|DHYD
OG0006089	LOC6596911|XP_002021872.1|DPER	LOC111593476|XP_023162006.1|DHYD
OG0006091	LOC6599779|XP_026847329.1|DPER	LOC111595270|XP_023164685.2|DHYD
OG0006092	LOC113565952|XP_026845167.1|DPER	LOC111597251|XP_023167622.2|DHYD
OG0006093	LOC6590206|XP_002016062.2|DPER	LOC111599988|XP_023171650.1|DHYD
OG0006094	LOC6600649|XP_026847555.1|DPER	LOC111598381|XP_023169358.2|DHYD
OG0006095	LOC6592844|XP_002018271.1|DPER	LOC111599891|XP_023171482.2|DHYD
OG0006096	LOC6590877|XP_002016168.1|DPER	LOC111602583|XP_023175507.2|DHYD
OG0006097	LOC6599051|XP_026848989.1|DPER	LOC111594387|XP_023163422.2|DHYD
OG0006098	LOC113565899|XP_026845068.1|DPER, LOC6589392|XP_002014641.1|DPER	LOC111602157|XP_023174883.2|DHYD
OG0006099	LOC6590482|XP_026842067.1|DPER	LOC111602561|XP_030082042.1|DHYD
OG0006100	LOC6590191|XP_002015748.1|DPER	LOC111599727|XP_023171239.2|DHYD
OG0006101	LOC6589386|XP_026844343.1|DPER	LOC111603852|XP_023177417.2|DHYD
OG0006102	LOC6592707|XP_002018509.1|DPER	LOC111600069|XP_023171767.1|DHYD
OG0006103	LOC6600782|XP_026848694.1|DPER	LOC111605390|XP_023179657.2|DHYD
OG0006104	LOC6597646|XP_002022677.1|DPER	LOC111602861|XP_023175944.2|DHYD
OG0006105	LOC6597645|XP_026849290.1|DPER	LOC111602857|XP_023175941.2|DHYD
OG0006106	LOC6595788|XP_026845689.1|DPER	LOC111600981|XP_023173138.2|DHYD
OG0006107	LOC6600863|XP_026841822.1|DPER	LOC111597070|XP_023167366.2|DHYD
OG0006108	LOC6596691|XP_002021960.1|DPER	LOC111601920|XP_023174536.1|DHYD
OG0006109	LOC6596137|XP_002021150.1|DPER	LOC111592860|XP_023161073.1|DHYD
OG0006110	LOC6595793|XP_002021305.1|DPER	LOC111592337|XP_023160232.1|DHYD
OG0006111	LOC6600909|XP_002025918.1|DPER	LOC111592863|XP_023161080.2|DHYD
OG0006112	LOC6590158|XP_026841617.1|DPER	LOC111600041|XP_023171733.1|DHYD
OG0006113	LOC6600557|XP_002025710.1|DPER	LOC111594872|XP_023164118.1|DHYD
OG0006114	LOC6588168|XP_002013044.1|DPER	LOC111594449|XP_023163509.1|DHYD
OG0006115	LOC6591107|XP_002015809.1|DPER	LOC111598014|XP_023168781.2|DHYD
OG0006116	LOC6589898|XP_002016382.1|DPER	LOC111595405|XP_023164886.2|DHYD
OG0006117	LOC6590519|XP_002016087.1|DPER	LOC111597970|XP_023168711.2|DHYD
OG0006118	LOC6590041|XP_026842147.1|DPER	LOC111592212|XP_023160051.1|DHYD
OG0006119	LOC6592436|XP_002018009.1|DPER	LOC111595510|XP_023165053.1|DHYD
OG0006120	LOC6592816|XP_002017613.1|DPER	LOC111593392|XP_023161884.2|DHYD
OG0006121	LOC6603789|XP_026848200.1|DPER	LOC111592333|XP_023160227.1|DHYD
OG0006122	LOC6602023|XP_002027031.2|DPER	LOC111599713|XP_023171214.2|DHYD
OG0006123	LOC6601276|XP_026842348.1|DPER	LOC111594320|XP_023163332.2|DHYD
OG0006124	LOC6587231|XP_002013515.1|DPER	LOC111597012|XP_023167288.1|DHYD
OG0006125	LOC6598953|XP_026848985.1|DPER	LOC111597292|XP_023167675.2|DHYD
OG0006126	LOC6602960|XP_026848801.1|DPER	LOC111601019|XP_023173190.2|DHYD
OG0006127	LOC6597054|XP_002022213.1|DPER	LOC111595089|XP_023164417.2|DHYD
OG0006128	LOC6597073|XP_002022198.1|DPER	LOC111595111|XP_023164446.2|DHYD
OG0006129	LOC6596942|XP_002022224.2|DPER	LOC111595117|XP_023164453.1|DHYD
OG0006130	LOC6604634|XP_026845222.1|DPER	LOC111594379|XP_023163411.2|DHYD
OG0006131	LOC6597060|XP_002022185.1|DPER	LOC111595099|XP_023164433.1|DHYD
OG0006132	LOC6597069|XP_002022194.2|DPER	LOC111595121|XP_023164459.2|DHYD
OG0006133	LOC6597018|XP_002022181.2|DPER	LOC111594369|XP_023163402.2|DHYD
OG0006134	LOC6596948|XP_026845209.1|DPER	LOC111604284|XP_023178067.2|DHYD
OG0006135	LOC6597019|XP_026845763.1|DPER	LOC111594378|XP_023163410.2|DHYD
OG0006136	LOC6598952|XP_002024190.1|DPER	LOC111597299|XP_023167690.1|DHYD
OG0006137	LOC6597078|XP_002022253.1|DPER	LOC111604317|XP_023178138.1|DHYD
OG0006138	LOC6591084|XP_026842135.1|DPER	LOC111594160|XP_023163112.1|DHYD
OG0006139	LOC6590692|XP_026842500.1|DPER	LOC111597935|XP_023168657.1|DHYD
OG0006140	LOC6601290|XP_026842546.1|DPER	LOC111599666|XP_023171138.1|DHYD
OG0006141	LOC6601605|XP_026841772.1|DPER	LOC111592564|XP_023160641.1|DHYD
OG0006142	LOC6601495|XP_026848014.1|DPER	LOC111592290|XP_023160161.2|DHYD
OG0006143	LOC6595776|XP_026845228.1|DPER	LOC111597307|XP_023167699.1|DHYD
OG0006144	LOC6599735|XP_002024840.2|DPER	LOC111604450|XP_023178287.2|DHYD
OG0006145	LOC6599077|XP_002024210.2|DPER	LOC111604422|XP_023178246.1|DHYD
OG0006146	LOC6593838|XP_002018700.1|DPER	LOC111598984|XP_023170253.1|DHYD
OG0006147	LOC6594911|XP_002020119.1|DPER	LOC111595698|XP_023165311.1|DHYD
OG0006148	LOC6595977|XP_026845542.1|DPER	LOC111592344|XP_023160241.1|DHYD
OG0006149	LOC6595777|XP_002021324.1|DPER	LOC111597312|XP_023167706.1|DHYD
OG0006150	LOC6595780|XP_002021325.2|DPER	LOC111597310|XP_023167704.1|DHYD
OG0006151	LOC6589218|XP_002014443.2|DPER	LOC111603865|XP_023177441.2|DHYD
OG0006152	LOC6591577|XP_002016755.1|DPER	LOC115483697|XP_030081613.1|DHYD, LOC111600821|XP_023172889.2|DHYD
OG0006153	LOC6590418|XP_002016431.1|DPER	LOC111592134|XP_023159942.1|DHYD
OG0006154	LOC6594670|XP_002019848.1|DPER	LOC111598580|XP_023169653.1|DHYD
OG0006155	LOC6594916|XP_002020124.1|DPER	LOC111595700|XP_023165312.1|DHYD
OG0006156	LOC6594287|XP_002019613.1|DPER	LOC111598596|XP_023169679.2|DHYD
OG0006157	LOC6590985|XP_002016550.1|DPER	LOC111600108|XP_023171838.2|DHYD
OG0006158	LOC6596073|XP_026845278.1|DPER	LOC111601716|XP_023174203.2|DHYD
OG0006159	LOC6590211|XP_026841645.1|DPER	LOC111597984|XP_023168729.2|DHYD
OG0006160	LOC6590986|XP_002016551.1|DPER	LOC111600061|XP_023171759.1|DHYD
OG0006161	LOC6592886|XP_026841536.1|DPER	LOC111593945|XP_023162802.2|DHYD
OG0006162	LOC6602527|XP_026846802.1|DPER	LOC111595877|XP_030081711.1|DHYD
OG0006163	LOC6590224|XP_002016073.2|DPER	LOC111600702|XP_023172725.1|DHYD
OG0006165	LOC6595758|XP_026845439.1|DPER	LOC111600967|XP_023173118.1|DHYD
OG0006166	LOC113565992|XP_026845388.1|DPER, LOC6598834|XP_026851115.1|DPER, LOC6589549|XP_026843908.1|DPER	LOC111598475|XP_023169502.2|DHYD
OG0006167	LOC6601568|XP_026841786.1|DPER	LOC111593576|XP_023162207.2|DHYD, LOC111593575|XP_023162206.2|DHYD
OG0006168	LOC6599233|XP_002024290.1|DPER	LOC111597278|XP_023167662.2|DHYD
OG0006168	LOC6599232|XP_026848314.1|DPER	LOC111597281|XP_023167665.1|DHYD
OG0006169	LOC6596909|XP_002021870.1|DPER, LOC6602036|XP_002027085.1|DPER	LOC111601840|XP_023174441.1|DHYD, LOC111595987|XP_023165742.1|DHYD, LOC111593486|XP_023162016.1|DHYD
OG0006170	LOC6590562|XP_002015949.2|DPER	LOC111593038|XP_023161373.2|DHYD
OG0006171	LOC6602248|XP_002027278.1|DPER	LOC111605177|XP_023179339.1|DHYD
OG0006172	LOC6597175|XP_002022353.1|DPER	LOC111593202|XP_023161602.2|DHYD
OG0006173	LOC6595623|XP_002020697.2|DPER	LOC111595848|XP_023165526.2|DHYD
OG0006174	LOC6599040|XP_002024157.1|DPER	LOC111603341|XP_023176646.2|DHYD
OG0006175	LOC6600873|XP_002025908.1|DPER, LOC6600872|XP_002025907.1|DPER, LOC6600874|XP_002025909.1|DPER	LOC111601014|XP_023173182.2|DHYD
OG0006176	LOC6596240|XP_026843565.1|DPER, LOC6593448|XP_002018730.1|DPER	LOC111592507|XP_023160500.1|DHYD
OG0006177	LOC113567468|XP_026851265.1|DPER, LOC113567437|XP_026851063.1|DPER, LOC113566046|XP_026845765.1|DPER, LOC6589471|XP_026844071.1|DPER	LOC111604347|XP_023178179.2|DHYD
OG0006181	LOC6588106|XP_026843310.1|DPER	LOC111601789|XP_023174326.2|DHYD
OG0006182	LOC6594875|XP_002020114.1|DPER	LOC111595894|XP_023165602.2|DHYD
OG0006183	LOC6588323|XP_002013599.1|DPER	LOC111602750|XP_023175770.2|DHYD
OG0006184	LOC6587940|XP_002012799.1|DPER	LOC111598216|XP_023169140.2|DHYD
OG0006185	LOC6587780|XP_002013730.1|DPER	LOC111602667|XP_023175619.1|DHYD
OG0006186	LOC6587914|XP_002012805.1|DPER	LOC111599434|XP_023170856.1|DHYD
OG0006187	LOC6594735|XP_002020561.1|DPER	LOC111603268|XP_023176547.1|DHYD
OG0006188	LOC6599933|XP_026849191.1|DPER	LOC111598878|XP_023170105.1|DHYD
OG0006189	LOC6599934|XP_002025126.1|DPER	LOC111598879|XP_023170113.2|DHYD
OG0006190	LOC6587335|XP_002014023.1|DPER	LOC111594493|XP_023163571.2|DHYD
OG0006191	LOC6587464|XP_002013050.1|DPER	LOC111599615|XP_023171074.2|DHYD
OG0006192	LOC6600117|XP_002025284.2|DPER	LOC111597316|XP_023167713.1|DHYD
OG0006193	LOC6597306|XP_002022378.1|DPER	LOC111592367|XP_023160301.1|DHYD
OG0006194	LOC113566299|XP_026847141.1|DPER	LOC111598820|XP_023170017.1|DHYD
OG0006195	LOC6600400|XP_026848386.1|DPER	LOC111598129|XP_023168958.2|DHYD
OG0006196	LOC6591315|XP_026844710.1|DPER	LOC111600841|XP_023172914.1|DHYD
OG0006197	LOC6602013|XP_026846813.1|DPER	LOC111597986|XP_023168736.1|DHYD
OG0006198	LOC6599299|XP_026848256.1|DPER	LOC111602868|XP_030079879.1|DHYD
OG0006199	LOC6587649|XP_026840244.1|DPER	LOC111596177|XP_023166048.1|DHYD
OG0006200	LOC6587544|XP_026848308.1|DPER	LOC115482815|XP_030078839.1|DHYD, LOC111601460|XP_023173808.2|DHYD
OG0006201	LOC6601755|XP_026846952.1|DPER	LOC111593025|XP_023161337.2|DHYD
OG0006202	LOC6601756|XP_002026831.1|DPER	LOC111593045|XP_023161383.2|DHYD
OG0006203	LOC6598442|XP_026848599.1|DPER	LOC111603088|XP_023176314.2|DHYD
OG0006204	LOC6594737|XP_002020563.1|DPER	LOC111595683|XP_023165291.2|DHYD
OG0006205	LOC6597705|XP_002022856.1|DPER	LOC111594512|XP_023163600.1|DHYD
OG0006206	LOC6603542|XP_026846044.1|DPER	LOC111594658|XP_023163827.2|DHYD
OG0006207	LOC6593707|XP_002018631.1|DPER	LOC111599199|XP_023170558.2|DHYD
OG0006208	LOC6601097|XP_002026062.1|DPER	LOC111602163|XP_023174892.2|DHYD
OG0006209	LOC6597722|XP_002022994.2|DPER	LOC111598419|XP_023169431.2|DHYD
OG0006210	LOC6597418|XP_026846411.1|DPER	LOC111603125|XP_023176366.2|DHYD
OG0006211	LOC113565914|XP_026845084.1|DPER, LOC6589853|XP_002014713.1|DPER	LOC111601966|XP_023174608.1|DHYD
OG0006212	LOC113565913|XP_026845083.1|DPER, LOC6589854|XP_002014714.1|DPER	LOC111601963|XP_023174605.2|DHYD
OG0006213	LOC6594680|XP_002019315.2|DPER	LOC111595860|XP_023165547.2|DHYD
OG0006214	LOC6599361|XP_002024484.1|DPER	LOC111595361|XP_023164814.1|DHYD
OG0006215	LOC6600421|XP_026848402.1|DPER	LOC111594272|XP_030078885.1|DHYD
OG0006216	LOC6598678|XP_026841041.1|DPER	LOC111596172|XP_023166036.1|DHYD
OG0006217	LOC6598293|XP_026846205.1|DPER	LOC111596579|XP_023166621.2|DHYD
OG0006218	LOC6598013|XP_002023205.1|DPER	LOC111594736|XP_023163940.2|DHYD
OG0006219	LOC6596770|XP_026845895.1|DPER	LOC111595053|XP_023164747.1|DHYD
OG0006220	LOC6599015|XP_002024083.1|DPER	LOC111597239|XP_023167601.2|DHYD
OG0006221	LOC6594891|XP_002019988.1|DPER	LOC111598588|XP_023169669.2|DHYD
OG0006222	LOC6595025|XP_002019990.2|DPER	LOC111598590|XP_023169674.2|DHYD
OG0006223	LOC6599382|XP_026847084.1|DPER	LOC111593040|XP_023161375.2|DHYD
OG0006224	LOC6597688|XP_026846368.1|DPER	LOC111596589|XP_023166636.1|DHYD
OG0006225	LOC6599258|XP_002024284.1|DPER	LOC111597250|XP_023167621.2|DHYD
OG0006226	LOC6602073|XP_002027151.1|DPER	LOC111597109|XP_023167421.1|DHYD
OG0006227	LOC6598455|XP_026848653.1|DPER	LOC111598652|XP_023169762.2|DHYD
OG0006228	LOC6590810|XP_002016356.1|DPER	LOC111600128|XP_023171860.1|DHYD
OG0006229	LOC6602545|XP_026846766.1|DPER	LOC111598041|XP_023168849.1|DHYD
OG0006230	LOC6600019|XP_026849189.1|DPER	LOC111596559|XP_030079913.1|DHYD
OG0006231	LOC6598438|XP_026848709.1|DPER	LOC111603081|XP_023176305.2|DHYD
OG0006232	LOC6602982|XP_026845778.1|DPER	LOC111598431|XP_030079299.1|DHYD
OG0006233	LOC113566065|XP_026845782.1|DPER	LOC111598415|XP_023169422.1|DHYD
OG0006234	LOC6600021|XP_002025100.1|DPER	LOC111593052|XP_023161393.1|DHYD
OG0006235	LOC6597363|XP_002022404.1|DPER	LOC111594062|XP_023162955.1|DHYD
OG0006236	LOC6600402|XP_002025457.1|DPER	LOC111598141|XP_023168971.2|DHYD
OG0006237	LOC6597706|XP_002022857.1|DPER	LOC111594249|XP_023163229.1|DHYD
OG0006238	LOC6604640|XP_026847127.1|DPER	LOC111594071|XP_023162975.1|DHYD
OG0006239	LOC113566583|XP_026848623.1|DPER	LOC111598136|XP_023168965.2|DHYD
OG0006240	LOC6588197|XP_002012824.1|DPER	LOC111597839|XP_023168510.2|DHYD
OG0006241	LOC6600022|XP_002025101.1|DPER	LOC111593041|XP_023161376.1|DHYD
OG0006242	LOC6600349|XP_026848426.1|DPER	LOC111597267|XP_023167648.2|DHYD
OG0006243	LOC6587997|XP_002013739.2|DPER	LOC111602790|XP_023175831.2|DHYD
OG0006244	LOC6594878|XP_002019997.2|DPER	LOC111595715|XP_023165328.2|DHYD
OG0006245	LOC6587392|XP_002013571.2|DPER	LOC111599848|XP_030081679.1|DHYD
OG0006246	LOC6598469|XP_002023697.2|DPER	LOC111601630|XP_023174065.2|DHYD
OG0006247	LOC6591026|XP_002016645.2|DPER	LOC111599910|XP_023171503.1|DHYD
OG0006248	LOC113566132|XP_026846201.1|DPER, LOC6598689|XP_026845190.1|DPER	LOC111600614|XP_023172579.1|DHYD
OG0006249	LOC6595549|XP_026844124.1|DPER	LOC111599145|XP_023170478.2|DHYD
OG0006250	LOC6597818|XP_026846975.1|DPER	LOC111601951|XP_023174576.1|DHYD
OG0006251	LOC6598660|XP_002023778.1|DPER	LOC111603071|XP_023176301.1|DHYD
OG0006252	LOC6598659|XP_002023777.1|DPER	LOC111603060|XP_023176289.1|DHYD
OG0006253	LOC6598467|XP_002023695.2|DPER	LOC111601614|XP_030080027.1|DHYD
OG0006254	LOC113566377|XP_026847478.1|DPER	LOC111592047|XP_023159813.2|DHYD
OG0006255	LOC6587805|XP_002012747.2|DPER	LOC111595677|XP_023165281.2|DHYD
OG0006256	LOC6600023|XP_002025102.1|DPER	LOC111593048|XP_023161388.1|DHYD
OG0006257	LOC6601711|XP_026846910.1|DPER	LOC111593050|XP_023161390.1|DHYD
OG0006258	LOC6597724|XP_026846951.1|DPER	LOC111598337|XP_023169313.1|DHYD
OG0006259	LOC6588526|XP_002013601.1|DPER	LOC111599839|XP_023171405.2|DHYD
OG0006260	LOC6598311|XP_002023385.2|DPER	LOC111598344|XP_023169318.1|DHYD
OG0006261	LOC6595401|XP_002020874.2|DPER	LOC111602442|XP_023175266.2|DHYD
OG0006262	LOC6597899|XP_002023026.2|DPER	LOC111596161|XP_023166020.2|DHYD
OG0006263	LOC6600794|XP_002025817.1|DPER	LOC111593658|XP_023162311.1|DHYD
OG0006264	LOC6600690|XP_026845170.1|DPER	LOC111605341|XP_023179582.2|DHYD
OG0006265	LOC6590702|XP_002016060.1|DPER	LOC111600127|XP_023171859.2|DHYD
OG0006266	LOC6600694|XP_002025858.1|DPER	LOC111596822|XP_030079902.1|DHYD
OG0006267	LOC6598231|XP_026846260.1|DPER	LOC111597490|XP_023168017.1|DHYD
OG0006268	LOC6592384|XP_002018139.2|DPER	LOC111595257|XP_023164671.1|DHYD
OG0006269	LOC6595041|XP_002020368.2|DPER	LOC111597846|XP_023168523.1|DHYD
OG0006270	LOC6597876|XP_002023036.2|DPER	LOC111603357|XP_030079531.1|DHYD
OG0006271	LOC6588163|XP_002012867.1|DPER	LOC111601763|XP_023174271.1|DHYD
OG0006272	LOC6598517|XP_026848639.1|DPER	LOC111598284|XP_023169237.2|DHYD
OG0006273	LOC6590054|XP_002015527.1|DPER	LOC111601874|XP_023174520.1|DHYD
OG0006274	LOC6600068|XP_026845123.1|DPER	LOC111601962|XP_023174641.2|DHYD
OG0006275	LOC6598579|XP_002023642.1|DPER	LOC111605342|XP_023179584.2|DHYD
OG0006276	LOC6599518|XP_002024646.2|DPER	LOC111601039|XP_023173220.2|DHYD
OG0006277	LOC6588503|XP_002013946.1|DPER	LOC111593642|XP_023162291.2|DHYD
OG0006278	LOC6597785|XP_026846999.1|DPER	LOC111596529|XP_023166567.2|DHYD
OG0006279	LOC6598306|XP_026846192.1|DPER	LOC111595372|XP_023164828.2|DHYD
OG0006280	LOC6600189|XP_026846721.1|DPER	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD
OG0006281	LOC6600190|XP_026846723.1|DPER	LOC111597440|XP_023167923.1|DHYD
OG0006282	LOC6597314|XP_002022502.1|DPER	LOC111594277|XP_023163276.1|DHYD
OG0006283	LOC6587829|XP_002013693.1|DPER	LOC111602970|XP_023176127.1|DHYD
OG0006284	LOC6599791|XP_002024961.1|DPER	LOC111600466|XP_023172340.1|DHYD
OG0006285	LOC6592089|XP_002017533.1|DPER	LOC111605483|XP_023179787.2|DHYD
OG0006286	LOC6588337|XP_002013809.2|DPER	LOC111592928|XP_023161154.2|DHYD
OG0006287	LOC6598389|XP_002023512.2|DPER	LOC111602862|XP_023175946.2|DHYD
OG0006288	LOC6595067|XP_026846529.1|DPER	LOC111601996|XP_023174652.2|DHYD
OG0006289	LOC6587287|XP_002013850.1|DPER	LOC111596746|XP_023166849.1|DHYD
OG0006290	LOC6597301|XP_002022442.1|DPER	LOC111603104|XP_023176333.1|DHYD
OG0006291	LOC6602242|XP_002027272.1|DPER	LOC111605504|XP_023179822.1|DHYD
OG0006292	LOC6597029|XP_026845398.1|DPER	LOC111592316|XP_023160200.1|DHYD
OG0006293	LOC6603307|XP_026849882.1|DPER	LOC111603717|XP_023177193.2|DHYD
OG0006294	LOC6597251|XP_026846599.1|DPER	LOC111592365|XP_023160295.2|DHYD
OG0006295	LOC6597771|XP_002022974.2|DPER	LOC111598870|XP_023170087.2|DHYD
OG0006296	LOC6597444|XP_002022386.2|DPER	LOC111592355|XP_030081791.1|DHYD
OG0006297	LOC6602616|XP_026846640.1|DPER	LOC111593430|XP_030079415.1|DHYD
OG0006298	LOC6603854|XP_002028811.2|DPER, LOC6597249|XP_002022375.1|DPER	LOC111596549|XP_023166590.1|DHYD
OG0006299	LOC6597247|XP_026846440.1|DPER	LOC111603345|XP_030079532.1|DHYD
OG0006300	LOC6598573|XP_002023636.1|DPER	LOC111605318|XP_023179550.1|DHYD
OG0006301	LOC6597336|XP_026846495.1|DPER	LOC111593487|XP_023162017.2|DHYD
OG0006303	LOC6591175|XP_026842781.1|DPER	LOC111602202|XP_023174940.2|DHYD
OG0006304	LOC6594758|XP_026840013.1|DPER	LOC111596157|XP_023166015.1|DHYD
OG0006305	LOC6594762|XP_026850673.1|DPER	LOC111596146|XP_023165999.1|DHYD
OG0006306	LOC113566108|XP_026846020.1|DPER	LOC111598612|XP_030081602.1|DHYD
OG0006307	LOC6587607|XP_002013246.2|DPER	LOC111601479|XP_023173834.2|DHYD
OG0006308	LOC6602692|XP_002027719.1|DPER	LOC111598301|XP_023169256.1|DHYD
OG0006309	LOC6600041|XP_026849134.1|DPER	LOC111605327|XP_023179562.1|DHYD
OG0006310	LOC6587852|XP_026850788.1|DPER	LOC111598830|XP_023170036.2|DHYD
OG0006311	LOC6599977|XP_026845096.1|DPER	LOC111591986|XP_023159707.1|DHYD
OG0006312	LOC6599978|XP_002025167.1|DPER	LOC111591974|XP_023159689.1|DHYD
OG0006313	LOC6600781|XP_026845145.1|DPER	LOC111598146|XP_030078876.1|DHYD
OG0006314	LOC6603498|XP_002028478.2|DPER	LOC111595967|XP_023165712.1|DHYD
OG0006315	LOC6595099|XP_026840451.1|DPER	LOC111597880|XP_023168574.2|DHYD
