Orthogroup	DPER.longest_only	DELE.longest_only
OG0005867	LOC6595470|XP_002020903.1|DPER	LOC108150445|XP_017134093.1|DELE
OG0005868	LOC113565042|XP_026840931.1|DPER	LOC108149832|XP_017133195.1|DELE
OG0005869	LOC6597550|XP_002022799.1|DPER	LOC108137205|XP_017114285.1|DELE
OG0005870	LOC6600433|XP_026848413.1|DPER	LOC108136316|XP_017112903.1|DELE
OG0005871	LOC6600065|XP_002025189.2|DPER	LOC108136357|XP_017112954.1|DELE
OG0005872	LOC6588551|XP_002013218.1|DPER	LOC108143951|XP_017124035.1|DELE
OG0005873	LOC6591795|XP_002017395.1|DPER	LOC108142994|XP_017122657.1|DELE
OG0005874	LOC6603208|XP_026845784.1|DPER	LOC108134905|XP_017110903.1|DELE
OG0005875	LOC6592792|XP_002017823.1|DPER	LOC108145533|XP_017126520.1|DELE
OG0005876	LOC6596918|XP_026845481.1|DPER	LOC108137111|XP_017114125.1|DELE
OG0005877	LOC6603522|XP_002028501.1|DPER	LOC108148159|XP_017130545.1|DELE
OG0005878	LOC6596933|XP_026845251.1|DPER	LOC108137294|XP_017114404.1|DELE
OG0005879	LOC6599265|XP_026848252.1|DPER	LOC108142444|XP_017121798.1|DELE
OG0005880	LOC6603411|XP_002028387.2|DPER	LOC108146610|XP_017128146.1|DELE
OG0005881	LOC6597111|XP_002022268.1|DPER	LOC108136029|XP_017112450.1|DELE
OG0005882	LOC6599363|XP_002024486.1|DPER	LOC108141617|XP_017120572.1|DELE
OG0005883	LOC6601105|XP_002026070.1|DPER	LOC108145835|XP_017126932.1|DELE
OG0005884	LOC6597105|XP_026845240.1|DPER	LOC108142750|XP_017122265.1|DELE
OG0005885	LOC6602272|XP_002027321.1|DPER	LOC108146976|XP_017128721.1|DELE
OG0005886	LOC6599078|XP_026849005.1|DPER	LOC108142672|XP_017122166.1|DELE
OG0005887	LOC6597109|XP_026845196.1|DPER	LOC108136065|XP_017112498.1|DELE
OG0005888	LOC6596149|XP_026845257.1|DPER	LOC108138369|XP_017116032.1|DELE
OG0005889	LOC6599068|XP_026849024.1|DPER	LOC108146916|XP_017128646.1|DELE
OG0005890	LOC6597829|XP_026846426.1|DPER	LOC108136318|XP_017112907.1|DELE
OG0005891	LOC6602830|XP_002027864.2|DPER	LOC108135587|XP_017111872.1|DELE
OG0005892	LOC6602797|XP_002027848.1|DPER	LOC108135676|XP_017112003.1|DELE
OG0005893	LOC6596936|XP_002022218.1|DPER	LOC108136123|XP_017112601.1|DELE
OG0005894	LOC6597056|XP_002022215.2|DPER	LOC108136125|XP_017112602.1|DELE
OG0005895	LOC6597057|XP_002022216.1|DPER	LOC108136126|XP_017112603.1|DELE
OG0005896	LOC6601841|XP_002026872.1|DPER	LOC108142759|XP_017122283.1|DELE
OG0005897	LOC6600497|XP_026847642.1|DPER	LOC108146798|XP_017128458.1|DELE
OG0005898	LOC6597580|XP_002022767.1|DPER	LOC108137681|XP_017115029.1|DELE
OG0005899	LOC6590651|XP_002016409.1|DPER	LOC108149664|XP_017132898.1|DELE
OG0005900	LOC6589590|XP_002014563.1|DPER	LOC108137871|XP_017115299.1|DELE
OG0005901	LOC6590362|XP_002015842.1|DPER	LOC108142003|XP_017121159.1|DELE
OG0005902	LOC6600888|XP_002025952.2|DPER	LOC108149747|XP_017133027.1|DELE
OG0005903	LOC6594484|XP_002019750.2|DPER	LOC108136877|XP_017113817.1|DELE
OG0005904	LOC6587803|XP_002013689.2|DPER	LOC108135487|XP_017111722.1|DELE
OG0005906	LOC6602341|XP_026848528.1|DPER	LOC108145814|XP_017126893.1|DELE
OG0005907	LOC113566489|XP_026848087.1|DPER	LOC108142504|XP_017121899.1|DELE
OG0005908	LOC6601866|XP_002026915.1|DPER	LOC108142645|XP_017122132.1|DELE
OG0005909	LOC6595773|XP_002021353.2|DPER	LOC108143245|XP_017123035.1|DELE
OG0005910	LOC6590003|XP_002016053.1|DPER	LOC108141330|XP_017120100.1|DELE
OG0005911	LOC6590002|XP_002016052.1|DPER	LOC108141333|XP_017120105.1|DELE
OG0005912	LOC6590517|XP_002016085.1|DPER	LOC108144224|XP_017124389.1|DELE
OG0005913	LOC113565375|XP_026842948.1|DPER	LOC108137374|XP_017114514.1|DELE
OG0005914	LOC6592246|XP_002017632.2|DPER	LOC108149838|XP_017133202.1|DELE
OG0005915	LOC6592247|XP_002017633.1|DPER	LOC108149826|XP_017133187.1|DELE
OG0005916	LOC6600865|XP_002025900.1|DPER	LOC108145492|XP_017126438.1|DELE
OG0005917	LOC6592455|XP_002018305.1|DPER	LOC108137055|XP_017114052.1|DELE
OG0005918	LOC6597613|XP_002022751.1|DPER	LOC108138588|XP_017116367.1|DELE
OG0005919	LOC6592692|XP_002017729.2|DPER	LOC108141349|XP_017120155.1|DELE
OG0005920	LOC6603155|XP_002028170.1|DPER	LOC108141425|XP_017120293.1|DELE
OG0005921	LOC6601119|XP_002026194.1|DPER	LOC108146509|XP_017128035.1|DELE
OG0005922	LOC6598374|XP_026846130.1|DPER	LOC108136309|XP_017112893.1|DELE
OG0005923	LOC6595990|XP_002021011.1|DPER	LOC108142835|XP_017122389.1|DELE
OG0005924	LOC6595992|XP_002021013.1|DPER	LOC108146853|XP_017128557.1|DELE
OG0005925	LOC6599066|XP_002024182.2|DPER	LOC108146850|XP_017128547.1|DELE
OG0005926	LOC6598160|XP_002023447.2|DPER	LOC108136661|XP_017113474.1|DELE
OG0005927	LOC6588220|XP_026844538.1|DPER	LOC108148381|XP_017130896.1|DELE
OG0005928	LOC6602676|XP_026845820.1|DPER	LOC108137283|XP_017114379.1|DELE
OG0005929	LOC6600507|XP_002025614.1|DPER	LOC108146377|XP_017127857.1|DELE
OG0005930	LOC6600919|XP_002026047.1|DPER	LOC108144391|XP_017124659.1|DELE
OG0005931	LOC6601295|XP_002026333.2|DPER	LOC108145124|XP_017125828.1|DELE
OG0005932	LOC6593213|XP_026840798.1|DPER	LOC108143643|XP_017123644.1|DELE
OG0005933	LOC6590861|XP_002016619.1|DPER	LOC108149890|XP_017133276.1|DELE
OG0005934	LOC6591208|XP_002016198.2|DPER	LOC108149796|XP_017133150.1|DELE
OG0005935	LOC6596189|XP_026845693.1|DPER	LOC108138365|XP_017116024.1|DELE
OG0005936	LOC6593432|XP_002019117.1|DPER	LOC108135294|XP_017111467.1|DELE
OG0005937	LOC6603410|XP_026848199.1|DPER	LOC108138376|XP_017116047.1|DELE
OG0005938	LOC6590349|XP_026841957.1|DPER	LOC108144553|XP_017125016.1|DELE
OG0005939	LOC6598197|XP_002023532.1|DPER	LOC108135453|XP_017111686.1|DELE
OG0005940	LOC6590456|XP_026842593.1|DPER	LOC108141800|XP_017120848.1|DELE
OG0005941	LOC6590670|XP_026842319.1|DPER	LOC108141505|XP_017120422.1|DELE
OG0005942	LOC113565068|XP_026841191.1|DPER	LOC108136919|XP_017113880.1|DELE, LOC108149897|XP_017133285.1|DELE
OG0005943	LOC6601256|XP_026842597.1|DPER	LOC108145104|XP_017125789.1|DELE
OG0005944	LOC6601260|XP_026840699.1|DPER	LOC108145085|XP_017125760.1|DELE
OG0005945	LOC6592829|XP_026841888.1|DPER	LOC108143542|XP_017123532.1|DELE
OG0005946	LOC6590802|XP_026841300.1|DPER	LOC108143510|XP_017123470.1|DELE
OG0005947	LOC6601606|XP_026841036.1|DPER	LOC108144465|XP_017124855.1|DELE
OG0005948	LOC6602377|XP_002027381.1|DPER	LOC108145669|XP_017126712.1|DELE
OG0005949	LOC113566008|XP_026845472.1|DPER	LOC108143135|XP_017122870.1|DELE
OG0005950	LOC6589728|XP_002015121.1|DPER	LOC108134494|XP_017110304.1|DELE
OG0005951	LOC6600246|XP_002025411.2|DPER	LOC108150239|XP_017133786.1|DELE
OG0005952	LOC6589727|XP_026844836.1|DPER	LOC108134493|XP_017110302.1|DELE
OG0005953	LOC6593398|XP_002018609.1|DPER	LOC108149556|XP_017132682.1|DELE
OG0005954	LOC6593402|XP_002018613.1|DPER	LOC108149443|XP_017132523.1|DELE
OG0005955	LOC6591951|XP_002017495.1|DPER	LOC108139331|XP_017117531.1|DELE
OG0005956	LOC6592495|XP_002018397.2|DPER	LOC108144493|XP_017124913.1|DELE
OG0005957	LOC6594257|XP_002019980.1|DPER	LOC108139127|XP_017117229.1|DELE
OG0005958	LOC6591330|XP_002016928.1|DPER	LOC108147312|XP_017129224.1|DELE
OG0005959	LOC6588672|XP_002014467.1|DPER	LOC108142100|XP_017121283.1|DELE
OG0005960	LOC6603073|XP_002028115.1|DPER	LOC108136557|XP_017113353.1|DELE
OG0005961	LOC6590502|XP_002016089.1|DPER	LOC108144576|XP_017125057.1|DELE
OG0005962	LOC6592349|XP_002018296.1|DPER	LOC108143369|XP_017123178.1|DELE
OG0005963	LOC6589858|XP_002015163.2|DPER	LOC108138310|XP_017115959.1|DELE
OG0005964	LOC6592731|XP_002018098.1|DPER	LOC108141860|XP_017120941.1|DELE
OG0005965	LOC6600973|XP_002026011.2|DPER	LOC108141511|XP_017120428.1|DELE
OG0005966	LOC6590585|XP_002016524.2|DPER	LOC108137959|XP_017115409.1|DELE
OG0005967	LOC6593165|XP_002018179.1|DPER	LOC108143530|XP_017123511.1|DELE
OG0005968	LOC6593172|XP_026841225.1|DPER	LOC108144976|XP_017125613.1|DELE
OG0005969	LOC6590499|XP_026841484.1|DPER	LOC108144849|XP_017125481.1|DELE
OG0005970	LOC6600509|XP_002025616.1|DPER	LOC108150329|XP_017133940.1|DELE
OG0005971	LOC6592638|XP_002017859.1|DPER	LOC108147585|XP_017129713.1|DELE
OG0005972	LOC6603352|XP_026848101.1|DPER	LOC108142594|XP_017122048.1|DELE
OG0005973	LOC6599081|XP_002024214.1|DPER	LOC108142341|XP_017121586.1|DELE
OG0005974	LOC6595982|XP_002021048.1|DPER	LOC108142764|XP_017122287.1|DELE
OG0005975	LOC6603353|XP_002028334.1|DPER	LOC108142723|XP_017122234.1|DELE
OG0005976	LOC6591335|XP_002016933.1|DPER	LOC108136798|XP_017113679.1|DELE
OG0005977	LOC6592486|XP_002017928.1|DPER	LOC108143557|XP_017123555.1|DELE
OG0005978	LOC6592396|XP_002017581.2|DPER	LOC108144315|XP_017124504.1|DELE
OG0005979	LOC6593256|XP_002018377.2|DPER	LOC108149138|XP_017132033.1|DELE
OG0005980	LOC6589972|XP_002015608.1|DPER	LOC108149626|XP_017132845.1|DELE
OG0005981	LOC6598354|XP_026846118.1|DPER	LOC108137633|XP_017114910.1|DELE
OG0005982	LOC6590650|XP_002016408.1|DPER	LOC108149662|XP_017132897.1|DELE
OG0005983	LOC6599103|XP_002024404.1|DPER	LOC108137758|XP_017115149.1|DELE
OG0005984	LOC6600685|XP_026848627.1|DPER	LOC108150004|XP_017133438.1|DELE
OG0005985	LOC6602878|XP_026849654.1|DPER	LOC108144430|XP_017124795.1|DELE
OG0005986	LOC6597573|XP_002022790.1|DPER	LOC108135442|XP_017111671.1|DELE
OG0005987	LOC6599932|XP_026849226.1|DPER	LOC108147690|XP_017129892.1|DELE
OG0005988	LOC6600928|XP_026841516.1|DPER	LOC108144866|XP_017125506.1|DELE
OG0005989	LOC6592430|XP_002018003.2|DPER	LOC108136463|XP_017113148.1|DELE
OG0005990	LOC6590062|XP_026841285.1|DPER	LOC108144580|XP_017125060.1|DELE
OG0005991	LOC6590856|XP_002016614.1|DPER	LOC108149723|XP_017132982.1|DELE
OG0005992	LOC6601388|XP_002026524.1|DPER	LOC108150293|XP_017133886.1|DELE
OG0005993	LOC6601386|XP_026847753.1|DPER	LOC108150294|XP_017133888.1|DELE
OG0005994	LOC6603339|XP_002028323.1|DPER	LOC108146917|XP_017128648.1|DELE
OG0005995	LOC6603349|XP_002028330.1|DPER	LOC108142819|XP_017122369.1|DELE
OG0005996	LOC6595742|XP_026845260.1|DPER	LOC108143156|XP_017122892.1|DELE
OG0005998	LOC6596949|XP_026845497.1|DPER	LOC108136027|XP_017112448.1|DELE
OG0005999	LOC6599566|XP_002024673.1|DPER	LOC108146462|XP_017127965.1|DELE
OG0006000	LOC6592703|XP_002018506.1|DPER	LOC108144484|XP_017124899.1|DELE
OG0006001	LOC6600300|XP_026849087.1|DPER	LOC108147397|XP_017129322.1|DELE
OG0006002	LOC6590368|XP_002015618.2|DPER	LOC108141478|XP_017120378.1|DELE
OG0006003	LOC6597075|XP_026845341.1|DPER	LOC108136127|XP_017112604.1|DELE
OG0006004	LOC6591701|XP_002017272.1|DPER	LOC108141028|XP_017119606.1|DELE
OG0006005	LOC6593060|XP_002018472.1|DPER	LOC108144375|XP_017124639.1|DELE
OG0006006	LOC6600822|XP_026841352.1|DPER	LOC108145233|XP_017125988.1|DELE
OG0006007	LOC6603145|XP_026841548.1|DPER	LOC108135963|XP_017112406.1|DELE
OG0006008	LOC6589774|XP_026844022.1|DPER	LOC108138898|XP_017116925.1|DELE
OG0006009	LOC6601808|XP_026848559.1|DPER	LOC108142586|XP_017122034.1|DELE
OG0006010	LOC6603327|XP_026848121.1|DPER	LOC108146849|XP_017128544.1|DELE
OG0006011	LOC6601126|XP_002026055.2|DPER	LOC108145999|XP_017127241.1|DELE
OG0006012	LOC6598909|XP_026847965.1|DPER	LOC108150194|XP_017133687.1|DELE
OG0006013	LOC6592971|XP_026841773.1|DPER	LOC108144951|XP_017125587.1|DELE
OG0006014	LOC6601521|XP_002026583.1|DPER	LOC108147002|XP_017128755.1|DELE
OG0006015	LOC6592956|XP_002017958.1|DPER	LOC108144411|XP_017124744.1|DELE
OG0006016	LOC6590857|XP_026841331.1|DPER	LOC108149833|XP_017133199.1|DELE
OG0006017	LOC6590201|XP_002015832.1|DPER	LOC108149721|XP_017132976.1|DELE
OG0006018	LOC6601549|XP_026841904.1|DPER	LOC108141597|XP_017120533.1|DELE
OG0006019	LOC113565079|XP_026841310.1|DPER	LOC108141867|XP_017120948.1|DELE
OG0006020	LOC6601793|XP_026848544.1|DPER	LOC108142807|XP_017122357.1|DELE
OG0006021	LOC6596057|XP_026845723.1|DPER	LOC108146810|XP_017128484.1|DELE
OG0006022	LOC6593597|XP_026843078.1|DPER	LOC108149476|XP_017132579.1|DELE
OG0006023	LOC6591930|XP_002017432.1|DPER	LOC108148858|XP_017131644.1|DELE
OG0006024	LOC6603964|XP_026846064.1|DPER	LOC108137599|XP_017114822.1|DELE
OG0006025	LOC6591113|XP_026841028.1|DPER	LOC108137935|XP_017115376.1|DELE
OG0006026	LOC6594866|XP_002020105.1|DPER	LOC108148754|XP_017131440.1|DELE
OG0006027	LOC6592644|XP_002017865.2|DPER	LOC108149072|XP_017131930.1|DELE
OG0006028	LOC6590512|XP_026840979.1|DPER	LOC108149812|XP_017133170.1|DELE
OG0006029	LOC6590853|XP_002016611.1|DPER	LOC108149790|XP_017133144.1|DELE
OG0006030	LOC6594807|XP_002020222.1|DPER	LOC108143103|XP_017122814.1|DELE
OG0006031	LOC6592199|XP_002017834.2|DPER	LOC108144796|XP_017125404.1|DELE
OG0006032	LOC6597848|XP_026847028.1|DPER	LOC108144530|XP_017124978.1|DELE
OG0006033	LOC6590198|XP_002015829.1|DPER	LOC108149722|XP_017132977.1|DELE
OG0006034	LOC6587969|XP_002013707.2|DPER	LOC108140771|XP_017119248.1|DELE
OG0006035	LOC6592098|XP_002017032.2|DPER	LOC108140566|XP_017118915.1|DELE
OG0006036	LOC6589237|XP_026844879.1|DPER	LOC108141699|XP_017120671.1|DELE
OG0006037	LOC6590731|XP_026840585.1|DPER	LOC108149775|XP_017133115.1|DELE
OG0006038	LOC6588424|XP_002014153.2|DPER	LOC108148389|XP_017130905.1|DELE
OG0006039	LOC6603143|XP_026842468.1|DPER	LOC108135961|XP_017112403.1|DELE
OG0006040	LOC6592334|XP_002017854.1|DPER	LOC108147591|XP_017129720.1|DELE
OG0006041	LOC6599901|XP_026849171.1|DPER	LOC108137586|XP_017114806.1|DELE
OG0006042	LOC6601567|XP_026840980.1|DPER	LOC108141380|XP_017120209.1|DELE
OG0006043	LOC6598919|XP_026847849.1|DPER	LOC108135619|XP_017111924.1|DELE
OG0006044	LOC6596834|XP_002022015.1|DPER	LOC108137303|XP_017114412.1|DELE
OG0006045	LOC6601623|XP_026840978.1|DPER	LOC108135966|XP_017112413.1|DELE
OG0006046	LOC6590833|XP_002016504.1|DPER	LOC108144724|XP_017125310.1|DELE
OG0006047	LOC6595848|XP_002021378.1|DPER	LOC108146908|XP_017128639.1|DELE
OG0006048	LOC6598900|XP_002024002.2|DPER	LOC108150336|XP_017133950.1|DELE
OG0006049	LOC6597307|XP_002022379.2|DPER	LOC108137127|XP_017114156.1|DELE
OG0006050	LOC6598685|XP_002023751.1|DPER	LOC108143000|XP_017122670.1|DELE
OG0006051	LOC6599991|XP_002025149.1|DPER	LOC108142789|XP_017122324.1|DELE
OG0006052	LOC6592537|XP_026841599.1|DPER	LOC108141396|XP_017120238.1|DELE
OG0006053	LOC6599488|XP_002024585.1|DPER	LOC108147533|XP_017129606.1|DELE
OG0006054	LOC6602019|XP_002027033.2|DPER	LOC108145316|XP_017126165.1|DELE
OG0006055	LOC6598726|XP_002023873.1|DPER	LOC108134791|XP_017110729.1|DELE
OG0006056	LOC6601566|XP_002026686.1|DPER	LOC108141503|XP_017120419.1|DELE
OG0006057	LOC6601023|XP_026849715.1|DPER	LOC108146225|XP_017127633.1|DELE
OG0006058	LOC113564931|XP_026840225.1|DPER	LOC108135828|XP_017112199.1|DELE
OG0006059	LOC6598954|XP_026849035.1|DPER	LOC108146811|XP_017128486.1|DELE
OG0006060	LOC6598955|XP_026849036.1|DPER	LOC108146812|XP_017128488.1|DELE
OG0006061	LOC6598588|XP_026846356.1|DPER	LOC108144195|XP_017124353.1|DELE
OG0006062	LOC6594146|XP_002019772.1|DPER	LOC108136981|XP_017113963.1|DELE
OG0006063	LOC6589221|XP_002014446.1|DPER	LOC108142116|XP_017121303.1|DELE
OG0006064	LOC6600894|XP_002025958.1|DPER	LOC108149750|XP_017133030.1|DELE
OG0006065	LOC6601202|XP_026848045.1|DPER	LOC108146504|XP_017128030.1|DELE
OG0006066	LOC6590654|XP_002016412.2|DPER	LOC108149659|XP_017132893.1|DELE
OG0006067	LOC6592470|XP_026840881.1|DPER	LOC108149701|XP_017132959.1|DELE
OG0006068	LOC6600741|XP_002025779.1|DPER	LOC108134572|XP_017110412.1|DELE
OG0006069	LOC6598885|XP_002024090.2|DPER	LOC108135615|XP_017111919.1|DELE
OG0006070	LOC6603409|XP_002028391.1|DPER	LOC108146605|XP_017128142.1|DELE
OG0006071	LOC6594936|XP_002020033.1|DPER	LOC108140637|XP_017119047.1|DELE
OG0006072	LOC6601201|XP_002026232.1|DPER	LOC108145658|XP_017126699.1|DELE
OG0006073	LOC6603276|XP_002028263.1|DPER	LOC108146375|XP_017127853.1|DELE
OG0006074	LOC6597282|XP_002022569.2|DPER	LOC108149988|XP_017133407.1|DELE
OG0006075	LOC6597615|XP_002022753.1|DPER	LOC108138532|XP_017116283.1|DELE
OG0006076	LOC6590754|XP_002016146.1|DPER	LOC108149802|XP_017133157.1|DELE
OG0006077	LOC6602399|XP_026848447.1|DPER	LOC108146247|XP_017127671.1|DELE
OG0006078	LOC113566560|XP_026848444.1|DPER	LOC108146289|XP_017127723.1|DELE
OG0006079	LOC6601835|XP_002026901.1|DPER	LOC108142638|XP_017122123.1|DELE
OG0006080	LOC6601860|XP_026849321.1|DPER	LOC108142592|XP_017122046.1|DELE
OG0006081	LOC6592571|XP_026841298.1|DPER	LOC108141539|XP_017120468.1|DELE
OG0006082	LOC6592698|XP_002017735.1|DPER	LOC108141355|XP_017120162.1|DELE
OG0006083	LOC6595813|XP_026845564.1|DPER	LOC108146286|XP_017127716.1|DELE
OG0006084	LOC6596064|XP_026845509.1|DPER	LOC108136120|XP_017112593.1|DELE
OG0006085	LOC6595167|XP_002020422.1|DPER	LOC108146609|XP_017128145.1|DELE
OG0006086	LOC6604540|XP_026848108.1|DPER	LOC108146986|XP_017128733.1|DELE
OG0006087	LOC6590834|XP_002016505.2|DPER	LOC108144740|XP_017125326.1|DELE
OG0006088	LOC6598890|XP_002024095.1|DPER	LOC108135690|XP_017112021.1|DELE
OG0006089	LOC6596911|XP_002021872.1|DPER	LOC108147749|XP_017129969.1|DELE
OG0006091	LOC6599779|XP_026847329.1|DPER	LOC108150273|XP_017133848.1|DELE
OG0006092	LOC113565952|XP_026845167.1|DPER	LOC108137692|XP_017115054.1|DELE
OG0006093	LOC6590206|XP_002016062.2|DPER	LOC108141509|XP_017120426.1|DELE
OG0006094	LOC6600649|XP_026847555.1|DPER	LOC108135627|XP_017111936.1|DELE
OG0006095	LOC6592844|XP_002018271.1|DPER	LOC108143437|XP_017123341.1|DELE
OG0006096	LOC6590877|XP_002016168.1|DPER	LOC108149726|XP_017132981.1|DELE
OG0006097	LOC6599051|XP_026848989.1|DPER	LOC108135570|XP_017111820.1|DELE
OG0006098	LOC113565899|XP_026845068.1|DPER, LOC6589392|XP_002014641.1|DPER	LOC108145516|XP_017126481.1|DELE
OG0006099	LOC6590482|XP_026842067.1|DPER	LOC108144183|XP_017124335.1|DELE
OG0006100	LOC6590191|XP_002015748.1|DPER	LOC108135363|XP_017111544.1|DELE
OG0006101	LOC6589386|XP_026844343.1|DPER	LOC108142117|XP_017121304.1|DELE
OG0006102	LOC6592707|XP_002018509.1|DPER	LOC108143307|XP_017123111.1|DELE
OG0006103	LOC6600782|XP_026848694.1|DPER	LOC108144285|XP_017124465.1|DELE
OG0006104	LOC6597646|XP_002022677.1|DPER	LOC108138556|XP_017116316.1|DELE
OG0006105	LOC6597645|XP_026849290.1|DPER	LOC108138596|XP_017116375.1|DELE
OG0006106	LOC6595788|XP_026845689.1|DPER	LOC108143247|XP_017123041.1|DELE
OG0006107	LOC6600863|XP_026841822.1|DPER	LOC108145445|XP_017126364.1|DELE
OG0006108	LOC6596691|XP_002021960.1|DPER	LOC108135925|XP_017112358.1|DELE
OG0006109	LOC6596137|XP_002021150.1|DPER	LOC108150566|XP_017134299.1|DELE
OG0006110	LOC6595793|XP_002021305.1|DPER	LOC108135679|XP_017112006.1|DELE
OG0006111	LOC6600909|XP_002025918.1|DPER	LOC108145480|XP_017126424.1|DELE
OG0006112	LOC6590158|XP_026841617.1|DPER	LOC108144229|XP_017124394.1|DELE
OG0006113	LOC6600557|XP_002025710.1|DPER	LOC108146953|XP_017128697.1|DELE
OG0006114	LOC6588168|XP_002013044.1|DPER	LOC108148868|XP_017131657.1|DELE
OG0006115	LOC6591107|XP_002015809.1|DPER	LOC108137928|XP_017115364.1|DELE
OG0006116	LOC6589898|XP_002016382.1|DPER	LOC108144762|XP_017125358.1|DELE
OG0006117	LOC6590519|XP_002016087.1|DPER	LOC108144577|XP_017125058.1|DELE
OG0006118	LOC6590041|XP_026842147.1|DPER	LOC108144438|XP_017124811.1|DELE
OG0006119	LOC6592436|XP_002018009.1|DPER	LOC108134670|XP_017110554.1|DELE
OG0006120	LOC6592816|XP_002017613.1|DPER	LOC108144832|XP_017125458.1|DELE
OG0006121	LOC6603789|XP_026848200.1|DPER	LOC108146794|XP_017128452.1|DELE
OG0006122	LOC6602023|XP_002027031.2|DPER	LOC108145279|XP_017126067.1|DELE
OG0006123	LOC6601276|XP_026842348.1|DPER	LOC108144777|XP_017125375.1|DELE
OG0006124	LOC6587231|XP_002013515.1|DPER	LOC108136723|XP_017113535.1|DELE
OG0006125	LOC6598953|XP_026848985.1|DPER	LOC108146803|XP_017128471.1|DELE
OG0006126	LOC6602960|XP_026848801.1|DPER	LOC108146857|XP_017128563.1|DELE
OG0006127	LOC6597054|XP_002022213.1|DPER	LOC108136091|XP_017112551.1|DELE
OG0006128	LOC6597073|XP_002022198.1|DPER	LOC108136135|XP_017112618.1|DELE
OG0006129	LOC6596942|XP_002022224.2|DPER	LOC108136119|XP_017112591.1|DELE
OG0006130	LOC6604634|XP_026845222.1|DPER	LOC108136112|XP_017112581.1|DELE
OG0006131	LOC6597060|XP_002022185.1|DPER	LOC108136088|XP_017112545.1|DELE
OG0006132	LOC6597069|XP_002022194.2|DPER	LOC108136098|XP_017112559.1|DELE
OG0006133	LOC6597018|XP_002022181.2|DPER	LOC108136113|XP_017112582.1|DELE
OG0006134	LOC6596948|XP_026845209.1|DPER	LOC108136094|XP_017112554.1|DELE
OG0006135	LOC6597019|XP_026845763.1|DPER	LOC108136069|XP_017112519.1|DELE
OG0006136	LOC6598952|XP_002024190.1|DPER	LOC108146806|XP_017128480.1|DELE
OG0006137	LOC6597078|XP_002022253.1|DPER	LOC108136041|XP_017112461.1|DELE
OG0006138	LOC6591084|XP_026842135.1|DPER	LOC108145376|XP_017126260.1|DELE
OG0006139	LOC6590692|XP_026842500.1|DPER	LOC108149884|XP_017133269.1|DELE
OG0006140	LOC6601290|XP_026842546.1|DPER	LOC108144770|XP_017125369.1|DELE
OG0006141	LOC6601605|XP_026841772.1|DPER	LOC108144562|XP_017125037.1|DELE
OG0006142	LOC6601495|XP_026848014.1|DPER	LOC108145969|XP_017127188.1|DELE
OG0006143	LOC6595776|XP_026845228.1|DPER	LOC108146874|XP_017128594.1|DELE
OG0006144	LOC6599735|XP_002024840.2|DPER	LOC108146951|XP_017128695.1|DELE
OG0006145	LOC6599077|XP_002024210.2|DPER	LOC108142673|XP_017122168.1|DELE
OG0006146	LOC6593838|XP_002018700.1|DPER	LOC108149368|XP_017132359.1|DELE
OG0006147	LOC6594911|XP_002020119.1|DPER	LOC108143033|XP_017122720.1|DELE
OG0006148	LOC6595977|XP_026845542.1|DPER	LOC108142523|XP_017121931.1|DELE
OG0006149	LOC6595777|XP_002021324.1|DPER	LOC108146882|XP_017128604.1|DELE
OG0006150	LOC6595780|XP_002021325.2|DPER	LOC108146880|XP_017128602.1|DELE
OG0006151	LOC6589218|XP_002014443.2|DPER	LOC108141824|XP_017120892.1|DELE
OG0006152	LOC6591577|XP_002016755.1|DPER	LOC108143994|XP_017124102.1|DELE
OG0006153	LOC6590418|XP_002016431.1|DPER	LOC108144862|XP_017125500.1|DELE
OG0006154	LOC6594670|XP_002019848.1|DPER	LOC108143880|XP_017123941.1|DELE
OG0006155	LOC6594916|XP_002020124.1|DPER	LOC108142896|XP_017122472.1|DELE
OG0006156	LOC6594287|XP_002019613.1|DPER	LOC108143912|XP_017123981.1|DELE
OG0006157	LOC6590985|XP_002016550.1|DPER	LOC108144170|XP_017124319.1|DELE
OG0006158	LOC6596073|XP_026845278.1|DPER	LOC108146889|XP_017128611.1|DELE
OG0006159	LOC6590211|XP_026841645.1|DPER	LOC108149691|XP_017132946.1|DELE, LOC108136647|XP_017113462.1|DELE
OG0006160	LOC6590986|XP_002016551.1|DPER	LOC108144885|XP_017125533.1|DELE
OG0006161	LOC6592886|XP_026841536.1|DPER	LOC108143403|XP_017123273.1|DELE
OG0006162	LOC6602527|XP_026846802.1|DPER	LOC108145288|XP_017126091.1|DELE
OG0006163	LOC6590224|XP_002016073.2|DPER	LOC108149714|XP_017132968.1|DELE
OG0006165	LOC6595758|XP_026845439.1|DPER	LOC108143273|XP_017123077.1|DELE
OG0006166	LOC6589549|XP_026843908.1|DPER	LOC108141669|XP_017120631.1|DELE
OG0006167	LOC6601568|XP_026841786.1|DPER	LOC108145238|XP_017125994.1|DELE
OG0006168	LOC6599233|XP_002024290.1|DPER	LOC108140650|XP_017119071.1|DELE
OG0006169	LOC6596909|XP_002021870.1|DPER, LOC6602036|XP_002027085.1|DPER	LOC108147626|XP_017129771.1|DELE
OG0006170	LOC6590562|XP_002015949.2|DPER	LOC108145219|XP_017125963.1|DELE
OG0006171	LOC6602248|XP_002027278.1|DPER	LOC108135514|XP_017111748.1|DELE
