Orthogroup	DPER.longest_only	BTRY.longest_only
OG0003153	LOC6590541|XP_026841602.1|DPER	LOC120772594|XP_039957241.1|BTRY
OG0003154	LOC6592096|XP_002017030.2|DPER	LOC120776552|XP_039963242.1|BTRY
OG0003155	LOC6592347|XP_002018294.1|DPER	LOC120772603|XP_039957251.1|BTRY
OG0003156	LOC6590262|XP_026841408.1|DPER	LOC120772755|XP_039957452.1|BTRY
OG0003157	LOC6603925|XP_026843290.1|DPER	LOC120775927|XP_039962267.1|BTRY
OG0003158	LOC6600980|XP_002025878.1|DPER	LOC120771191|XP_039955021.1|BTRY, LOC120771030|XP_039954744.1|BTRY
OG0003159	LOC6601632|XP_002026635.1|DPER	LOC120770388|XP_039953745.1|BTRY
OG0003160	LOC6601634|XP_026841608.1|DPER	LOC120771182|XP_039955006.1|BTRY
OG0003161	LOC6592831|XP_002017683.1|DPER	LOC120770856|XP_039954403.1|BTRY
OG0003162	LOC6590105|XP_002015661.1|DPER	LOC120770573|XP_039954088.1|BTRY
OG0003163	LOC6601025|XP_026849703.1|DPER, LOC6591614|XP_002017116.1|DPER	LOC120778731|XP_039966629.1|BTRY
OG0003164	LOC6601640|XP_002026599.2|DPER	LOC120772838|XP_039957582.1|BTRY
OG0003165	LOC6590835|XP_026842659.1|DPER	LOC120770099|XP_039953190.1|BTRY
OG0003166	LOC6592417|XP_002018062.1|DPER	LOC120771662|XP_039955711.1|BTRY
OG0003167	LOC113565103|XP_026841594.1|DPER	LOC120772416|XP_039956950.1|BTRY
OG0003168	LOC6594690|XP_026850783.1|DPER	LOC120771795|XP_039955932.1|BTRY
OG0003169	LOC6588775|XP_002015256.1|DPER	LOC120774876|XP_039960663.1|BTRY
OG0003170	LOC6590830|XP_026841804.1|DPER	LOC120770898|XP_039954498.1|BTRY
OG0003171	LOC6592227|XP_002018046.1|DPER	LOC120771712|XP_039955793.1|BTRY, LOC120771710|XP_039955791.1|BTRY
OG0003172	LOC6591641|XP_026840721.1|DPER	LOC120773014|XP_039957874.1|BTRY
OG0003173	LOC6591765|XP_002017221.1|DPER	LOC120766622|XP_039948167.1|BTRY
OG0003174	LOC6591428|XP_002017486.1|DPER	LOC120766541|XP_039948056.1|BTRY
OG0003175	LOC6590503|XP_026841622.1|DPER	LOC120770207|XP_039953392.1|BTRY
OG0003176	LOC6589163|XP_002014894.1|DPER	LOC120769514|XP_039952485.1|BTRY
OG0003177	LOC6590202|XP_002015833.1|DPER	LOC120770009|XP_039953036.1|BTRY
OG0003178	LOC6590360|XP_002015840.1|DPER	LOC120771863|XP_039956046.1|BTRY
OG0003179	LOC6590357|XP_002015837.1|DPER	LOC120768486|XP_039951135.1|BTRY
OG0003180	LOC6600929|XP_002026033.1|DPER	LOC120772945|XP_039957782.1|BTRY
OG0003181	LOC6591246|XP_002015789.1|DPER	LOC120772578|XP_039957215.1|BTRY
OG0003182	LOC6592449|XP_002018299.1|DPER	LOC120772281|XP_039956726.1|BTRY
OG0003183	LOC6592753|XP_002017870.1|DPER	LOC120780099|XP_039968316.1|BTRY
OG0003184	LOC6600481|XP_002025672.2|DPER	LOC120777962|XP_039965513.1|BTRY, LOC120778970|XP_039966980.1|BTRY
OG0003185	LOC6590537|XP_026842815.1|DPER	LOC120769977|XP_039952986.1|BTRY
OG0003186	LOC6590953|XP_026842881.1|DPER	LOC120772438|XP_039956989.1|BTRY
OG0003187	LOC6595508|XP_002020613.1|DPER	LOC120768890|XP_039951576.1|BTRY
OG0003188	LOC6594310|XP_026850249.1|DPER	LOC120766606|XP_039948146.1|BTRY
OG0003189	LOC113566559|XP_026848442.1|DPER, LOC113567015|XP_026850034.1|DPER, LOC113567163|XP_026850139.1|DPER	LOC120778145|XP_039965803.1|BTRY, LOC120781064|XP_039969150.1|BTRY
OG0003190	LOC6590028|XP_002016207.1|DPER	LOC120771329|XP_039955208.1|BTRY, LOC120771337|XP_039955216.1|BTRY
OG0003191	LOC6595960|XP_002021198.1|DPER	LOC120779139|XP_039967278.1|BTRY
OG0003192	LOC6595754|XP_026845219.1|DPER	LOC120776655|XP_039963446.1|BTRY
OG0003193	LOC6593702|XP_002018626.2|DPER	LOC120769730|XP_039952811.1|BTRY
OG0003194	LOC6597116|XP_026845447.1|DPER	LOC120776812|XP_039963748.1|BTRY
OG0003195	LOC6595719|XP_002020616.1|DPER	LOC120778224|XP_039965919.1|BTRY
OG0003196	LOC6599080|XP_026849023.1|DPER	LOC120777497|XP_039964777.1|BTRY
OG0003197	LOC6597120|XP_026845598.1|DPER	LOC120776642|XP_039963404.1|BTRY
OG0003198	LOC6593542|XP_002019132.1|DPER	LOC120778649|XP_039966498.1|BTRY
OG0003199	LOC6601104|XP_002026069.2|DPER	LOC120778798|XP_039966732.1|BTRY
OG0003200	LOC6592907|XP_026840843.1|DPER	LOC120770312|XP_039953618.1|BTRY
OG0003201	LOC6590977|XP_026842558.1|DPER	LOC120771707|XP_039955775.1|BTRY
OG0003202	LOC6599582|XP_026849526.1|DPER	LOC120777389|XP_039964616.1|BTRY
OG0003203	LOC6590481|XP_026841090.1|DPER	LOC120770549|XP_039954053.1|BTRY
OG0003204	LOC6591473|XP_026840997.1|DPER	LOC120782635|XP_039970937.1|BTRY
OG0003205	LOC6590371|XP_002015621.1|DPER	LOC120770220|XP_039953433.1|BTRY
OG0003206	LOC6592889|XP_002018208.1|DPER	LOC120781243|XP_039969317.1|BTRY
OG0003207	LOC6588629|XP_026840510.1|DPER	LOC120767750|XP_039949902.1|BTRY
OG0003208	LOC6599782|XP_002024869.2|DPER	LOC120778813|XP_039966753.1|BTRY
OG0003209	LOC6592833|XP_002017685.1|DPER	LOC120771422|XP_039955342.1|BTRY
OG0003210	LOC6594619|XP_002019842.1|DPER	LOC120771325|XP_039955204.1|BTRY
OG0003211	LOC6590543|XP_002016224.2|DPER	LOC120771169|XP_039954990.1|BTRY
OG0003212	LOC6591486|XP_002017380.1|DPER	LOC120766811|XP_039948454.1|BTRY
OG0003213	LOC6590698|XP_002016056.1|DPER	LOC120768768|XP_039951470.1|BTRY
OG0003214	LOC6592456|XP_026842310.1|DPER	LOC120780133|XP_039968348.1|BTRY
OG0003215	LOC6592535|XP_002018310.1|DPER	LOC120771507|XP_039955494.1|BTRY
OG0003216	LOC6592476|XP_026841193.1|DPER	LOC120770746|XP_039954267.1|BTRY
OG0003217	LOC113565061|XP_026841104.1|DPER	LOC120772156|XP_039956525.1|BTRY
OG0003218	LOC6595749|XP_026845552.1|DPER	LOC120777678|XP_039965078.1|BTRY
OG0003219	LOC6595844|XP_026845510.1|DPER	LOC120777285|XP_039964431.1|BTRY
OG0003220	LOC6589711|XP_026844146.1|DPER	LOC120769750|XP_039952843.1|BTRY
OG0003221	LOC6598495|XP_002023583.1|DPER	LOC120774137|XP_039959457.1|BTRY
OG0003222	LOC6589923|XP_026841344.1|DPER	LOC120772328|XP_039956799.1|BTRY
OG0003223	LOC6590451|XP_026841280.1|DPER	LOC120772412|XP_039956941.1|BTRY
OG0003224	LOC6589901|XP_026840703.1|DPER	LOC120772807|XP_039957526.1|BTRY
OG0003225	LOC6589131|XP_026844802.1|DPER	LOC120768325|XP_039950898.1|BTRY
OG0003226	LOC6592807|XP_026840635.1|DPER	LOC120770819|XP_039954331.1|BTRY
OG0003228	LOC6588444|XP_026851025.1|DPER	LOC120768425|XP_039951043.1|BTRY, LOC120768887|XP_039951577.1|BTRY
OG0003229	LOC6597474|XP_002022640.1|DPER, LOC6601806|XP_002026860.1|DPER	LOC120779104|XP_039967209.1|BTRY
OG0003232	LOC113567466|XP_026851259.1|DPER	LOC120782397|XP_039970575.1|BTRY, LOC120781253|XP_039969341.1|BTRY, LOC120782632|XP_039970934.1|BTRY
OG0003233	LOC6591040|XP_002016632.1|DPER, LOC6590696|XP_026842203.1|DPER	LOC120770867|XP_039954419.1|BTRY
OG0003234	LOC6592566|XP_002018248.1|DPER, LOC6592567|XP_002018249.2|DPER	LOC120771925|XP_039956152.1|BTRY
OG0003235	LOC6587268|XP_002013421.1|DPER, LOC6594789|XP_002020543.1|DPER	LOC120777516|XP_039964819.1|BTRY
OG0003250	LOC6587384|XP_026839908.1|DPER	LOC120782297|XP_039970436.1|BTRY
OG0003251	LOC6598682|XP_002023769.2|DPER	LOC120782801|XP_039971212.1|BTRY
OG0003252	LOC6594876|XP_002020115.1|DPER	LOC120782862|XP_039971334.1|BTRY
OG0003253	LOC6598713|XP_002023892.2|DPER	LOC120766182|XP_039947473.1|BTRY
OG0003254	LOC6594506|XP_026851036.1|DPER	LOC120776178|XP_039962729.1|BTRY
OG0003255	LOC6594892|XP_002019989.1|DPER	LOC120778252|XP_039965957.1|BTRY
OG0003256	LOC6587465|XP_002013051.1|DPER	LOC120773598|XP_039958535.1|BTRY
OG0003257	LOC6599195|XP_026848229.1|DPER	LOC120774787|XP_039960503.1|BTRY
OG0003258	LOC6595671|XP_002020731.2|DPER, LOC6599451|XP_002024515.1|DPER	LOC120775704|XP_039961949.1|BTRY
OG0003259	LOC6597792|XP_026846543.1|DPER	LOC120774739|XP_039960427.1|BTRY, LOC120781104|XP_039969180.1|BTRY
OG0003260	LOC6603091|XP_002028101.1|DPER	LOC120774088|XP_039959355.1|BTRY
OG0003261	LOC6594380|XP_002019294.1|DPER	LOC120779019|XP_039967076.1|BTRY
OG0003262	LOC113565078|XP_026841305.1|DPER	LOC120768284|XP_039950839.1|BTRY
OG0003263	LOC6597245|XP_026846460.1|DPER	LOC120773472|XP_039958320.1|BTRY
OG0003264	LOC6600106|XP_002025334.1|DPER	LOC120775052|XP_039960967.1|BTRY
OG0003265	LOC6598019|XP_002023211.1|DPER	LOC120767874|XP_039950133.1|BTRY
OG0003266	LOC6593931|XP_002019260.1|DPER	LOC120773452|XP_039958278.1|BTRY
OG0003267	LOC6603071|XP_026847123.1|DPER	LOC120775227|XP_039961229.1|BTRY
OG0003268	LOC6587578|XP_026850514.1|DPER	LOC120776773|XP_039963683.1|BTRY
OG0003269	LOC6595140|XP_002020306.1|DPER	LOC120766940|XP_039948624.1|BTRY
OG0003270	LOC6597085|XP_026845458.1|DPER	LOC120778239|XP_039965931.1|BTRY
OG0003271	LOC6601987|XP_026846862.1|DPER	LOC120779691|XP_039967982.1|BTRY
OG0003272	LOC6601747|XP_026847033.1|DPER	LOC120773792|XP_039958821.1|BTRY
OG0003273	LOC6603452|XP_002028444.1|DPER	LOC120771585|XP_039955592.1|BTRY
OG0003274	LOC6597874|XP_026846920.1|DPER	LOC120774974|XP_039960800.1|BTRY
OG0003275	LOC6592857|XP_002018284.2|DPER	LOC120775489|XP_039961626.1|BTRY
OG0003276	LOC6591835|XP_002017203.1|DPER	LOC120766449|XP_039947897.1|BTRY
OG0003277	LOC6602101|XP_002027146.1|DPER	LOC120774953|XP_039960768.1|BTRY
OG0003278	LOC113566765|XP_026849613.1|DPER	LOC120776545|XP_039963230.1|BTRY
OG0003279	LOC6600008|XP_026849217.1|DPER	LOC120775622|XP_039961805.1|BTRY
OG0003280	LOC113567425|XP_026850969.1|DPER	LOC120780070|XP_039968280.1|BTRY
OG0003281	LOC6598696|XP_002023950.2|DPER	LOC120782307|XP_039970456.1|BTRY
OG0003282	LOC6600011|XP_026849174.1|DPER	LOC120774302|XP_039959760.1|BTRY
OG0003283	LOC6593987|XP_002019029.2|DPER	LOC120769199|XP_039952027.1|BTRY
OG0003284	LOC6597489|XP_026848879.1|DPER	LOC120776052|XP_039962443.1|BTRY
OG0003285	LOC6595044|XP_002020371.1|DPER	LOC120778090|XP_039965723.1|BTRY
OG0003286	LOC6598664|XP_002023782.1|DPER	LOC120778535|XP_039966315.1|BTRY
OG0003287	LOC6595940|XP_002020990.1|DPER	LOC120771994|XP_039956285.1|BTRY
OG0003288	LOC6591638|XP_026840263.1|DPER	LOC120766257|XP_039947581.1|BTRY
OG0003289	LOC6600844|XP_002025938.1|DPER	LOC120776763|XP_039963660.1|BTRY
OG0003290	LOC6591318|XP_002017547.1|DPER	LOC120782220|XP_039970316.1|BTRY
OG0003291	LOC6602329|XP_026848551.1|DPER	LOC120776724|XP_039963572.1|BTRY
OG0003292	LOC6600373|XP_002025461.1|DPER	LOC120774391|XP_039959941.1|BTRY
OG0003293	LOC6597753|XP_026847053.1|DPER	LOC120774239|XP_039959633.1|BTRY
OG0003294	LOC6592815|XP_002017612.1|DPER	LOC120774235|XP_039959630.1|BTRY
OG0003295	LOC6600101|XP_026846612.1|DPER	LOC120775613|XP_039961789.1|BTRY
OG0003296	LOC113564956|XP_026840515.1|DPER	LOC120782197|XP_039970280.1|BTRY
OG0003297	LOC6598741|XP_026846230.1|DPER	LOC120775088|XP_039961024.1|BTRY
OG0003298	LOC6598423|XP_026848646.1|DPER	LOC120771157|XP_039954967.1|BTRY
OG0003299	LOC6588555|XP_002013935.1|DPER	LOC120766431|XP_039947869.1|BTRY
OG0003300	LOC6588257|XP_002012908.2|DPER	LOC120772840|XP_039957587.1|BTRY
OG0003301	LOC6590060|XP_002016392.1|DPER	LOC120772220|XP_039956634.1|BTRY
OG0003302	LOC6599230|XP_026848338.1|DPER	LOC120774919|XP_039960729.1|BTRY
OG0003303	LOC6591250|XP_002015793.1|DPER	LOC120775664|XP_039961868.1|BTRY
OG0003304	LOC6587737|XP_026840575.1|DPER	LOC120769995|XP_039953022.1|BTRY
OG0003305	LOC6597442|XP_002022384.1|DPER	LOC120775456|XP_039961576.1|BTRY
OG0003306	LOC6600809|XP_002025980.1|DPER	LOC120775801|XP_039962079.1|BTRY
OG0003307	LOC6603397|XP_026847466.1|DPER	LOC120775624|XP_039961812.1|BTRY
OG0003308	LOC6589591|XP_026844319.1|DPER	LOC120773414|XP_039958218.1|BTRY
OG0003309	LOC6597853|XP_026846944.1|DPER	LOC120775232|XP_039961241.1|BTRY
OG0003310	LOC6599137|XP_002024402.1|DPER	LOC120775767|XP_039962034.1|BTRY
OG0003311	LOC6594579|XP_002019830.1|DPER	LOC120782812|XP_039971225.1|BTRY
OG0003312	LOC6588227|XP_002012902.1|DPER	LOC120771861|XP_039956043.1|BTRY
OG0003313	LOC6600098|XP_002025206.2|DPER	LOC120775830|XP_039962126.1|BTRY
OG0003314	LOC6591299|XP_002015628.1|DPER	LOC120771894|XP_039956098.1|BTRY
OG0003315	LOC6598528|XP_026846308.1|DPER	LOC120773740|XP_039958734.1|BTRY, LOC120774074|XP_039959326.1|BTRY
OG0003316	LOC6595211|XP_002020386.1|DPER	LOC120782641|XP_039970942.1|BTRY
OG0003317	LOC6588366|XP_002012926.2|DPER	LOC120766283|XP_039947619.1|BTRY
OG0003318	LOC6598648|XP_026850606.1|DPER	LOC120773526|XP_039958448.1|BTRY
OG0003319	LOC6594379|XP_026839965.1|DPER	LOC120769634|XP_039952676.1|BTRY
OG0003320	LOC6595101|XP_026840453.1|DPER	LOC120767072|XP_039948864.1|BTRY
OG0003321	LOC6595098|XP_026839904.1|DPER	LOC120766298|XP_039947636.1|BTRY
OG0003322	LOC6595096|XP_002020374.2|DPER	LOC120766708|XP_039948289.1|BTRY
OG0003323	LOC6598345|XP_026846233.1|DPER	LOC120776162|XP_039962702.1|BTRY, LOC120776163|XP_039962703.1|BTRY
OG0003324	LOC6596788|XP_026845912.1|DPER	LOC120774096|XP_039959375.1|BTRY
OG0003325	LOC6588431|XP_002013147.1|DPER	LOC120776111|XP_039962543.1|BTRY
OG0003326	LOC6599390|XP_002024442.2|DPER	LOC120773514|XP_039958403.1|BTRY
OG0003327	LOC6601993|XP_002027070.2|DPER	LOC120781172|XP_039969231.1|BTRY
OG0003328	LOC6600772|XP_002025840.1|DPER	LOC120769388|XP_039952292.1|BTRY
OG0003329	LOC6598692|XP_026851065.1|DPER	LOC120781628|XP_039969816.1|BTRY
OG0003330	LOC6599840|XP_002024859.1|DPER	LOC120777277|XP_039964415.1|BTRY
OG0003331	LOC6600744|XP_002025782.1|DPER, LOC6600680|XP_026848698.1|DPER	LOC120774954|XP_039960772.1|BTRY
OG0003332	LOC6599423|XP_026847119.1|DPER	LOC120774279|XP_039959705.1|BTRY
OG0003333	LOC6595177|XP_026841579.1|DPER	LOC120781344|XP_039969482.1|BTRY
OG0003334	LOC6588303|XP_002013781.1|DPER	LOC120782399|XP_039970578.1|BTRY
OG0003335	LOC6588623|XP_002013225.1|DPER	LOC120782786|XP_039971188.1|BTRY
OG0003336	LOC6588434|XP_002013220.1|DPER	LOC120781354|XP_039969492.1|BTRY, LOC120781351|XP_039969489.1|BTRY
OG0003337	LOC6595147|XP_002020137.2|DPER	LOC120771733|XP_039955831.1|BTRY
OG0003338	LOC6588359|XP_002013806.1|DPER	LOC120768949|XP_039951674.1|BTRY
OG0003339	LOC6595164|XP_002020291.1|DPER	LOC120782872|XP_039971353.1|BTRY
OG0003340	LOC6595163|XP_002020290.1|DPER	LOC120779438|XP_039967614.1|BTRY
OG0003341	LOC6598292|XP_002023494.1|DPER	LOC120776085|XP_039962494.1|BTRY
OG0003342	LOC6597778|XP_026847055.1|DPER	LOC120774713|XP_039960387.1|BTRY
OG0003343	LOC6602744|XP_026846050.1|DPER	LOC120774567|XP_039960235.1|BTRY
OG0003344	LOC6598034|XP_026843052.1|DPER	LOC120781398|XP_039969541.1|BTRY
OG0003345	LOC6603067|XP_026847225.1|DPER	LOC120767884|XP_039950146.1|BTRY
OG0003346	LOC6587302|XP_002013849.1|DPER	LOC120779546|XP_039967824.1|BTRY
OG0003347	LOC6587845|XP_002013821.1|DPER	LOC120768699|XP_039951409.1|BTRY
OG0003348	LOC6587309|XP_002013855.1|DPER	LOC120772549|XP_039957170.1|BTRY
OG0003349	LOC6599171|XP_002024362.2|DPER	LOC120774757|XP_039960450.1|BTRY
OG0003350	LOC6587185|XP_026850647.1|DPER	LOC120782729|XP_039971091.1|BTRY
OG0003351	LOC6603130|XP_026845802.1|DPER, LOC6596913|XP_002021843.1|DPER	LOC120775453|XP_039961573.1|BTRY
OG0003352	LOC6594836|XP_002020531.2|DPER	LOC120776159|XP_039962673.1|BTRY
OG0003353	LOC6588037|XP_026840283.1|DPER	LOC120781114|XP_039969188.1|BTRY
OG0003354	LOC6595064|XP_026851040.1|DPER	LOC120769077|XP_039951874.1|BTRY
OG0003355	LOC6601713|XP_026846905.1|DPER	LOC120775105|XP_039961051.1|BTRY
OG0003356	LOC6599959|XP_026849172.1|DPER	LOC120774264|XP_039959666.1|BTRY
OG0003357	LOC6598249|XP_026846219.1|DPER	LOC120775794|XP_039962069.1|BTRY
OG0003358	LOC6595387|XP_002020790.1|DPER	LOC120768240|XP_039950763.1|BTRY
OG0003359	LOC6602688|XP_026846022.1|DPER	LOC120775776|XP_039962044.1|BTRY
OG0003360	LOC6600054|XP_026849234.1|DPER	LOC120775296|XP_039961345.1|BTRY
OG0003361	LOC6590848|XP_002016361.1|DPER	LOC120770317|XP_039953627.1|BTRY
OG0003362	LOC6587563|XP_002013242.2|DPER	LOC120766211|XP_039947514.1|BTRY
OG0003363	LOC6587629|XP_002013114.1|DPER	LOC120766969|XP_039948693.1|BTRY
OG0003364	LOC6587820|XP_002012893.1|DPER	LOC120766772|XP_039948386.1|BTRY
OG0003365	LOC6591764|XP_026843891.1|DPER	LOC120774216|XP_039959609.1|BTRY
OG0003366	LOC6599057|XP_002024173.2|DPER	LOC120778225|XP_039965916.1|BTRY
OG0003367	LOC6602381|XP_026848534.1|DPER	LOC120778218|XP_039965909.1|BTRY
OG0003368	LOC6602384|XP_002027388.1|DPER	LOC120778465|XP_039966205.1|BTRY
OG0003369	LOC6594397|XP_002019487.1|DPER	LOC120766170|XP_039947452.1|BTRY
OG0003370	LOC6588134|XP_002013745.1|DPER	LOC120782230|XP_039970330.1|BTRY
OG0003371	LOC6599916|XP_002025044.1|DPER	LOC120775867|XP_039962170.1|BTRY
OG0003372	LOC6602097|XP_026842431.1|DPER	LOC120775928|XP_039962268.1|BTRY
OG0003373	LOC6594313|XP_002019356.1|DPER	LOC120778289|XP_039966012.1|BTRY
OG0003374	LOC6603235|XP_026845730.1|DPER	LOC120775464|XP_039961585.1|BTRY
OG0003375	LOC6587405|XP_026847632.1|DPER	LOC120778371|XP_039966095.1|BTRY
OG0003376	LOC6588068|XP_002012885.2|DPER	LOC120782232|XP_039970333.1|BTRY
OG0003377	LOC6588246|XP_026841425.1|DPER	LOC120766548|XP_039948062.1|BTRY
OG0003378	LOC6588004|XP_002013725.1|DPER	LOC120766627|XP_039948176.1|BTRY
OG0003379	LOC6587424|XP_002013573.1|DPER	LOC120768510|XP_039951174.1|BTRY
OG0003380	LOC6587644|XP_002013561.1|DPER	LOC120770364|XP_039953752.1|BTRY
OG0003381	LOC6595190|XP_002020046.1|DPER	LOC120766950|XP_039948664.1|BTRY
OG0003382	LOC6595118|XP_026851043.1|DPER	LOC120766948|XP_039948648.1|BTRY
OG0003383	LOC6595039|XP_002020366.1|DPER	LOC120782631|XP_039970933.1|BTRY
OG0003384	LOC6593762|XP_026843819.1|DPER	LOC120768009|XP_039950370.1|BTRY
OG0003385	LOC6587413|XP_026841793.1|DPER	LOC120766877|XP_039948541.1|BTRY
OG0003386	LOC6595078|XP_002020342.1|DPER	LOC120780429|XP_039968643.1|BTRY
OG0003387	LOC6595181|XP_026850679.1|DPER	LOC120782208|XP_039970296.1|BTRY
OG0003388	LOC6602699|XP_026845827.1|DPER	LOC120773977|XP_039959159.1|BTRY
OG0003389	LOC6590393|XP_026842326.1|DPER	LOC120771058|XP_039954798.1|BTRY, LOC120772770|XP_039957478.1|BTRY
OG0003390	LOC6587918|XP_002012833.1|DPER	LOC120777826|XP_039965301.1|BTRY
OG0003391	LOC6587573|XP_002013104.1|DPER	LOC120767607|XP_039949694.1|BTRY
OG0003392	LOC6598630|XP_002023842.1|DPER	LOC120766564|XP_039948088.1|BTRY
OG0003393	LOC6594985|XP_002020276.1|DPER	LOC120771643|XP_039955693.1|BTRY
OG0003394	LOC6598818|XP_002023930.1|DPER	LOC120782663|XP_039970973.1|BTRY
OG0003395	LOC6588562|XP_002013944.1|DPER	LOC120766221|XP_039947530.1|BTRY
OG0003396	LOC6594769|XP_026840235.1|DPER	LOC120772341|XP_039956834.1|BTRY
OG0003397	LOC6598811|XP_026850701.1|DPER	LOC120766715|XP_039948294.1|BTRY
OG0003398	LOC6588241|XP_002013401.1|DPER	LOC120782398|XP_039970577.1|BTRY
OG0003399	LOC6592079|XP_002016764.1|DPER	LOC120780602|XP_039968792.1|BTRY
OG0003400	LOC6591867|XP_026841667.1|DPER	LOC120780692|XP_039968890.1|BTRY, LOC120780046|XP_039968253.1|BTRY
OG0003401	LOC6588320|XP_026850327.1|DPER	LOC120782628|XP_039970930.1|BTRY
OG0003402	LOC6588178|XP_026842495.1|DPER	LOC120766547|XP_039948061.1|BTRY
OG0003403	LOC6600847|XP_026840898.1|DPER	LOC120770576|XP_039954090.1|BTRY
OG0003404	LOC6587222|XP_002014015.1|DPER	LOC120779768|XP_039968085.1|BTRY
OG0003405	LOC6592519|XP_002017677.1|DPER	LOC120771389|XP_039955290.1|BTRY
OG0003406	LOC6588474|XP_002012974.1|DPER	LOC120782039|XP_039970131.1|BTRY
OG0003407	LOC6588491|XP_002012975.1|DPER	LOC120779409|XP_039967543.1|BTRY
OG0003408	LOC6588310|XP_002012920.1|DPER	LOC120772009|XP_039956308.1|BTRY
OG0003409	LOC6587948|XP_026840336.1|DPER	LOC120770866|XP_039954423.1|BTRY
OG0003410	LOC6587382|XP_002013495.1|DPER	LOC120782745|XP_039971121.1|BTRY
OG0003411	LOC6594131|XP_002019435.1|DPER	LOC120778149|XP_039965810.1|BTRY
OG0003412	LOC6587258|XP_002013648.2|DPER	LOC120776539|XP_039963215.1|BTRY
OG0003413	LOC6594599|XP_026850802.1|DPER	LOC120766574|XP_039948101.1|BTRY
OG0003414	LOC6597096|XP_002022287.1|DPER	LOC120776643|XP_039963410.1|BTRY
OG0003415	LOC6598398|XP_002023521.1|DPER	LOC120774768|XP_039960462.1|BTRY
OG0003416	LOC6591417|XP_002016943.1|DPER	LOC120782571|XP_039970843.1|BTRY
OG0003417	LOC6587844|XP_002013697.1|DPER	LOC120781341|XP_039969479.1|BTRY
OG0003418	LOC6594950|XP_002020318.1|DPER	LOC120772704|XP_039957386.1|BTRY
OG0003419	LOC6598791|XP_002023902.1|DPER	LOC120782341|XP_039970507.1|BTRY
OG0003420	LOC6598790|XP_026849820.1|DPER	LOC120771746|XP_039955855.1|BTRY
OG0003421	LOC6587443|XP_026842913.1|DPER	LOC120776897|XP_039963899.1|BTRY
OG0003422	LOC6587442|XP_002013039.1|DPER	LOC120771737|XP_039955845.1|BTRY
OG0003423	LOC6592934|XP_002018381.2|DPER	LOC120770457|XP_039953884.1|BTRY
OG0003424	LOC6587332|XP_002013484.1|DPER	LOC120767017|XP_039948782.1|BTRY
OG0003425	LOC6587853|XP_002012787.1|DPER	LOC120769184|XP_039952005.1|BTRY
OG0003426	LOC6588314|XP_002013968.1|DPER	LOC120770210|XP_039953402.1|BTRY
OG0003427	LOC6588570|XP_002013960.1|DPER	LOC120769037|XP_039951819.1|BTRY
OG0003428	LOC6599018|XP_026847863.1|DPER	LOC120778446|XP_039966170.1|BTRY
OG0003429	LOC6593028|XP_002018221.1|DPER	LOC120771103|XP_039954879.1|BTRY
OG0003430	LOC6602530|XP_002027563.1|DPER	LOC120779723|XP_039968026.1|BTRY
OG0003431	LOC6591964|XP_002017506.2|DPER	LOC120766684|XP_039948259.1|BTRY
OG0003432	LOC6587753|XP_002013425.1|DPER	LOC120782402|XP_039970582.1|BTRY
OG0003433	LOC6595295|XP_026841947.1|DPER	LOC120781222|XP_039969291.1|BTRY
OG0003434	LOC6603199|XP_002028183.2|DPER, LOC6597617|XP_002022755.2|DPER	LOC120773512|XP_039958398.1|BTRY, LOC120775950|XP_039962293.1|BTRY
OG0003435	LOC6598654|XP_026846568.1|DPER	LOC120767023|XP_039948796.1|BTRY
OG0003436	LOC6587216|XP_002013897.1|DPER	LOC120766903|XP_039948588.1|BTRY
OG0003437	LOC6587565|XP_026851279.1|DPER	LOC120766900|XP_039948584.1|BTRY
OG0003438	LOC6587598|XP_002013898.1|DPER	LOC120766902|XP_039948587.1|BTRY
OG0003439	LOC6588419|XP_026844095.1|DPER	LOC120776852|XP_039963829.1|BTRY
OG0003440	LOC6588054|XP_026846800.1|DPER	LOC120766250|XP_039947567.1|BTRY
OG0003441	LOC113565457|XP_026843287.1|DPER	LOC120769070|XP_039951861.1|BTRY
OG0003442	LOC6595289|XP_002020355.2|DPER	LOC120779049|XP_039967121.1|BTRY
OG0003443	LOC6602724|XP_026849466.1|DPER	LOC120778898|XP_039966880.1|BTRY
OG0003444	LOC6603364|XP_026848120.1|DPER	LOC120778644|XP_039966483.1|BTRY
OG0003445	LOC6597411|XP_002022419.2|DPER	LOC120775723|XP_039961970.1|BTRY, LOC120773533|XP_039958423.1|BTRY, LOC120773521|XP_039958412.1|BTRY
OG0003446	LOC6603368|XP_026848361.1|DPER	LOC120773906|XP_039959022.1|BTRY
OG0003447	LOC113566251|XP_026846837.1|DPER	LOC120779751|XP_039968068.1|BTRY
OG0003448	LOC6594609|XP_002019312.1|DPER	LOC120769919|XP_039952971.1|BTRY
OG0003449	LOC6592082|XP_002016726.1|DPER	LOC120780395|XP_039968617.1|BTRY
OG0003450	LOC6594888|XP_002020007.1|DPER	LOC120771276|XP_039955138.1|BTRY
OG0003451	LOC6591461|XP_026846198.1|DPER	LOC120782177|XP_039970251.1|BTRY
OG0003452	LOC6594294|XP_002019942.2|DPER	LOC120779174|XP_039967347.1|BTRY
OG0003453	LOC6596115|XP_002021268.1|DPER, LOC113565965|XP_026845225.1|DPER	LOC120774209|XP_039959597.1|BTRY
