Orthogroup	DPER.longest_only	CCAP.longest_only
OG0004211	LOC6589152|XP_002014759.1|DPER	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	LOC6592147|XP_002017283.1|DPER	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	LOC6594283|XP_002019609.2|DPER	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004214	LOC6600815|XP_002025882.1|DPER	CCAP1982_LOCUS19735|CAD7011649.1|CCAP
OG0004215	LOC6601561|XP_026842008.1|DPER	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	LOC6601974|XP_026849616.1|DPER	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	LOC6600334|XP_002025343.2|DPER	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	LOC6597565|XP_002022782.1|DPER	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	LOC6594559|XP_002019578.1|DPER	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	LOC6591900|XP_026840390.1|DPER	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	LOC6594543|XP_002019373.1|DPER	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	LOC6591871|XP_026851159.1|DPER	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	LOC6591874|XP_026851151.1|DPER	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	LOC6592051|XP_002017164.1|DPER	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	LOC6592028|XP_026850988.1|DPER	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	LOC6594176|XP_026850517.1|DPER	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	LOC6594175|XP_002019445.1|DPER	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004229	LOC6603159|XP_026842545.1|DPER	CCAP1982_LOCUS20490|CAD7012402.1|CCAP
OG0004231	LOC6601887|XP_002026936.2|DPER	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	LOC6601891|XP_026849388.1|DPER	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	LOC6601892|XP_026849386.1|DPER	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	LOC6601900|XP_002026949.2|DPER	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	LOC6599945|XP_002025135.2|DPER	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	LOC6594184|XP_002019815.1|DPER	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004237	LOC6594119|XP_026851013.1|DPER	CCAP1982_LOCUS4727|CAD6996021.1|CCAP
OG0004238	LOC6594245|XP_002019775.1|DPER	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	LOC6594536|XP_026845705.1|DPER	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	LOC6591814|XP_002017235.1|DPER	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	LOC6591491|XP_026849970.1|DPER	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	LOC6594694|XP_002019621.1|DPER	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	LOC6599499|XP_002024719.1|DPER	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
OG0004244	LOC6594181|XP_002019812.1|DPER	CCAP1982_LOCUS2601|CAD6993805.1|CCAP
OG0004245	LOC6601020|XP_002026142.1|DPER	CCAP1982_LOCUS12883|CAD7004478.1|CCAP
OG0004246	LOC6598859|XP_026847767.1|DPER	CCAP1982_LOCUS13443|CAD7005079.1|CCAP
OG0004248	LOC6593241|XP_002018362.1|DPER	CCAP1982_LOCUS19693|CAD7011604.1|CCAP
OG0004249	LOC6601053|XP_002026108.1|DPER	CCAP1982_LOCUS11315|CAD7002846.1|CCAP
OG0004252	LOC6592144|XP_002017280.2|DPER	CCAP1982_LOCUS687|CAD6991782.1|CCAP
OG0004253	LOC6594341|XP_026850566.1|DPER	CCAP1982_LOCUS265|CAD6991336.1|CCAP
OG0004254	LOC6602895|XP_002027918.1|DPER	CCAP1982_LOCUS14677|CAD7006355.1|CCAP
OG0004256	LOC6601625|XP_026842585.1|DPER	CCAP1982_LOCUS20328|CAD7012231.1|CCAP
OG0004257	LOC6595011|XP_002020468.1|DPER	CCAP1982_LOCUS22697|CAD7014717.1|CCAP
OG0004258	LOC6594672|XP_026850223.1|DPER	CCAP1982_LOCUS4253|CAD6995542.1|CCAP
OG0004259	LOC6601628|XP_002026631.1|DPER	CCAP1982_LOCUS20332|CAD7012235.1|CCAP
OG0004260	LOC6591958|XP_026850815.1|DPER	CCAP1982_LOCUS4545|CAD6995844.1|CCAP
OG0004261	LOC6591341|XP_026842028.1|DPER	CCAP1982_LOCUS4561|CAD6995860.1|CCAP
OG0004262	LOC6592138|XP_002016819.1|DPER	CCAP1982_LOCUS4940|CAD6996257.1|CCAP
OG0004263	LOC6594106|XP_026850370.1|DPER	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP
OG0004264	LOC6594159|XP_002019568.2|DPER	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP
OG0004265	LOC6594191|XP_002019499.1|DPER	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP
OG0004266	LOC6594216|XP_002019451.1|DPER	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP
OG0004267	LOC6594317|XP_026851274.1|DPER	CCAP1982_LOCUS522|CAD6991607.1|CCAP
OG0004268	LOC6600936|XP_026842226.1|DPER	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP
OG0004269	LOC6593246|XP_002018367.1|DPER	CCAP1982_LOCUS19685|CAD7011596.1|CCAP
OG0004271	LOC6590538|XP_002016407.1|DPER	CCAP1982_LOCUS20302|CAD7012201.1|CCAP
OG0004272	LOC6594578|XP_002019829.1|DPER	CCAP1982_LOCUS4340|CAD6995634.1|CCAP
OG0004273	LOC6598729|XP_002023876.1|DPER	CCAP1982_LOCUS161|CAD6991223.1|CCAP
OG0004276	LOC6599853|XP_002025002.2|DPER	CCAP1982_LOCUS14007|CAD7005650.1|CCAP
OG0004277	LOC6600482|XP_002025673.1|DPER	CCAP1982_LOCUS14006|CAD7005649.1|CCAP
OG0004279	LOC6589105|XP_002015038.1|DPER	CCAP1982_LOCUS7486|CAD6998940.1|CCAP
OG0004281	LOC6591068|XP_002015698.1|DPER	CCAP1982_LOCUS21015|CAD7012916.1|CCAP
OG0004282	LOC6592700|XP_002018503.1|DPER	CCAP1982_LOCUS20192|CAD7012092.1|CCAP
OG0004283	LOC6592701|XP_002018504.1|DPER	CCAP1982_LOCUS20191|CAD7012091.1|CCAP
OG0004284	LOC113565576|XP_026843806.1|DPER	CCAP1982_LOCUS14047|CAD7005695.1|CCAP
OG0004285	LOC6587371|XP_002013486.1|DPER	CCAP1982_LOCUS1989|CAD6993164.1|CCAP
OG0004286	LOC6602800|XP_002027851.2|DPER	CCAP1982_LOCUS14014|CAD7005657.1|CCAP
OG0004287	LOC6602801|XP_026847791.1|DPER	CCAP1982_LOCUS14015|CAD7005658.1|CCAP
OG0004288	LOC6602826|XP_002027860.1|DPER	CCAP1982_LOCUS14023|CAD7005668.1|CCAP
OG0004289	LOC6602401|XP_026848518.1|DPER	CCAP1982_LOCUS13561|CAD7005201.1|CCAP
OG0004290	LOC6600891|XP_002025955.2|DPER	CCAP1982_LOCUS7141|CAD6998557.1|CCAP
OG0004291	LOC6590941|XP_002016174.1|DPER	CCAP1982_LOCUS20635|CAD7012550.1|CCAP
OG0004292	LOC113566606|XP_026848806.1|DPER	CCAP1982_LOCUS11660|CAD7003198.1|CCAP
OG0004293	LOC6596044|XP_002021228.1|DPER	CCAP1982_LOCUS14311|CAD7005973.1|CCAP
OG0004294	LOC6596997|XP_026845706.1|DPER	CCAP1982_LOCUS12288|CAD7003858.1|CCAP
OG0004295	LOC6596998|XP_002022245.2|DPER	CCAP1982_LOCUS14230|CAD7005890.1|CCAP
OG0004296	LOC6597001|XP_002022248.1|DPER	CCAP1982_LOCUS14227|CAD7005885.1|CCAP
OG0004297	LOC6601318|XP_002026369.1|DPER	CCAP1982_LOCUS19484|CAD7011384.1|CCAP
OG0004298	LOC6590429|XP_026842444.1|DPER	CCAP1982_LOCUS19985|CAD7011873.1|CCAP
OG0004299	LOC6592336|XP_026840869.1|DPER	CCAP1982_LOCUS19595|CAD7011499.1|CCAP
OG0004300	LOC6593243|XP_002018364.1|DPER	CCAP1982_LOCUS19690|CAD7011601.1|CCAP
OG0004301	LOC6602958|XP_002027969.2|DPER	CCAP1982_LOCUS11662|CAD7003201.1|CCAP
OG0004302	LOC6590516|XP_002016084.1|DPER	CCAP1982_LOCUS19591|CAD7011493.1|CCAP
OG0004303	LOC6593089|XP_002017722.2|DPER	CCAP1982_LOCUS19644|CAD7011556.1|CCAP
OG0004304	LOC6590026|XP_026842043.1|DPER	CCAP1982_LOCUS19646|CAD7011558.1|CCAP
OG0004305	LOC6590695|XP_026842196.1|DPER	CCAP1982_LOCUS20617|CAD7012534.1|CCAP
OG0004306	LOC6592774|XP_002018016.2|DPER	CCAP1982_LOCUS19772|CAD7011688.1|CCAP
OG0004307	LOC6602098|XP_002027143.1|DPER	CCAP1982_LOCUS19785|CAD7011701.1|CCAP
OG0004308	LOC6590492|XP_026842074.1|DPER	CCAP1982_LOCUS20503|CAD7012417.1|CCAP
OG0004309	LOC6600582|XP_002025637.1|DPER	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP
OG0004310	LOC6592212|XP_026840772.1|DPER	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP
OG0004311	LOC6596031|XP_002021030.1|DPER	CCAP1982_LOCUS13945|CAD7005585.1|CCAP
OG0004312	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER	CCAP1982_LOCUS19468|CAD7011364.1|CCAP
OG0004313	LOC6601355|XP_026841452.1|DPER	CCAP1982_LOCUS20810|CAD7012703.1|CCAP
OG0004314	LOC6590459|XP_002015850.2|DPER	CCAP1982_LOCUS20886|CAD7012784.1|CCAP
OG0004315	LOC6601291|XP_002026363.1|DPER	CCAP1982_LOCUS20483|CAD7012393.1|CCAP
OG0004316	LOC6600972|XP_002026010.1|DPER	CCAP1982_LOCUS20231|CAD7012133.1|CCAP
OG0004317	LOC6591067|XP_026841735.1|DPER	CCAP1982_LOCUS21017|CAD7012918.1|CCAP
OG0004318	LOC6601331|XP_026841384.1|DPER	CCAP1982_LOCUS19469|CAD7011365.1|CCAP
OG0004319	LOC6590801|XP_002015425.1|DPER	CCAP1982_LOCUS20313|CAD7012214.1|CCAP
OG0004320	LOC6587370|XP_026850773.1|DPER	CCAP1982_LOCUS19919|CAD7011809.1|CCAP
OG0004321	LOC6593795|XP_002018715.1|DPER	CCAP1982_LOCUS5519|CAD6996843.1|CCAP
OG0004322	LOC6588415|XP_002013813.1|DPER	CCAP1982_LOCUS1150|CAD6992282.1|CCAP
OG0004324	LOC6593667|XP_002018614.1|DPER	CCAP1982_LOCUS7061|CAD6998464.1|CCAP
OG0004325	LOC6603194|XP_002028180.1|DPER	CCAP1982_LOCUS20491|CAD7012403.1|CCAP
OG0004326	LOC6603195|XP_026842119.1|DPER	CCAP1982_LOCUS20495|CAD7012408.1|CCAP
OG0004329	LOC6590407|XP_026841678.1|DPER	CCAP1982_LOCUS21125|CAD7013042.1|CCAP
OG0004330	LOC6592497|XP_002018399.1|DPER	CCAP1982_LOCUS21139|CAD7013058.1|CCAP
OG0004331	LOC6600946|XP_002026017.1|DPER	CCAP1982_LOCUS20282|CAD7012180.1|CCAP
OG0004332	LOC6588671|XP_026844354.1|DPER	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP
OG0004333	LOC6589756|XP_002014729.1|DPER	CCAP1982_LOCUS8606|CAD7000111.1|CCAP
OG0004334	LOC6588906|XP_002014612.2|DPER	CCAP1982_LOCUS7401|CAD6998852.1|CCAP
OG0004335	LOC6600807|XP_002025978.1|DPER	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP
OG0004336	LOC6592348|XP_002018295.1|DPER	CCAP1982_LOCUS20900|CAD7012800.1|CCAP
OG0004337	LOC6588884|XP_002014853.1|DPER	CCAP1982_LOCUS8867|CAD7000392.1|CCAP
OG0004338	LOC6599634|XP_002024744.1|DPER	CCAP1982_LOCUS20627|CAD7012541.1|CCAP
OG0004339	LOC6590870|XP_002016162.1|DPER	CCAP1982_LOCUS20486|CAD7012396.1|CCAP
OG0004340	LOC6590300|XP_002016161.1|DPER	CCAP1982_LOCUS20485|CAD7012395.1|CCAP
OG0004341	LOC6590461|XP_002015852.1|DPER	CCAP1982_LOCUS20884|CAD7012781.1|CCAP
OG0004342	LOC6592503|XP_026841924.1|DPER	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP
OG0004343	LOC6592499|XP_026841925.1|DPER	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP
OG0004344	LOC6592538|XP_002018313.1|DPER	CCAP1982_LOCUS20599|CAD7012516.1|CCAP
OG0004345	LOC6593947|XP_002019011.1|DPER	CCAP1982_LOCUS20472|CAD7012380.1|CCAP
OG0004346	LOC6601313|XP_026842479.1|DPER	CCAP1982_LOCUS20474|CAD7012382.1|CCAP
OG0004347	LOC6601315|XP_002026367.1|DPER	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP
OG0004348	LOC113565251|XP_026842852.1|DPER	CCAP1982_LOCUS21114|CAD7013029.1|CCAP
OG0004349	LOC6589961|XP_026840714.1|DPER	CCAP1982_LOCUS21124|CAD7013040.1|CCAP
OG0004350	LOC6592747|XP_002017809.1|DPER	CCAP1982_LOCUS20216|CAD7012117.1|CCAP
OG0004351	LOC6592637|XP_002017858.1|DPER	CCAP1982_LOCUS19464|CAD7011362.1|CCAP
OG0004352	LOC113567472|XP_026851276.1|DPER	CCAP1982_LOCUS2753|CAD6993968.1|CCAP
OG0004353	LOC6594923|XP_002020021.1|DPER	CCAP1982_LOCUS2747|CAD6993962.1|CCAP
OG0004354	LOC6594820|XP_026842299.1|DPER	CCAP1982_LOCUS2751|CAD6993966.1|CCAP
OG0004355	LOC6591970|XP_026842405.1|DPER	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP
OG0004356	LOC6593255|XP_026841142.1|DPER	CCAP1982_LOCUS20165|CAD7012063.1|CCAP
OG0004358	LOC6590452|XP_002016378.1|DPER	CCAP1982_LOCUS21032|CAD7012936.1|CCAP
OG0004359	LOC6592454|XP_026840948.1|DPER	CCAP1982_LOCUS21069|CAD7012978.1|CCAP
OG0004360	LOC6595816|XP_026845518.1|DPER	CCAP1982_LOCUS11657|CAD7003195.1|CCAP
OG0004361	LOC6594144|XP_002019770.1|DPER	CCAP1982_LOCUS124|CAD6991186.1|CCAP
OG0004362	LOC6602794|XP_002027845.1|DPER	CCAP1982_LOCUS11528|CAD7003065.1|CCAP
OG0004364	LOC6590531|XP_026841829.1|DPER	CCAP1982_LOCUS19437|CAD7011332.1|CCAP
OG0004365	LOC6600864|XP_002025899.1|DPER	CCAP1982_LOCUS20373|CAD7012277.1|CCAP
OG0004366	LOC6589107|XP_002015040.1|DPER	CCAP1982_LOCUS7487|CAD6998941.1|CCAP
OG0004367	LOC6603340|XP_026848058.1|DPER	CCAP1982_LOCUS13679|CAD7005319.1|CCAP
OG0004368	LOC6596169|XP_002021146.1|DPER	CCAP1982_LOCUS14639|CAD7006317.1|CCAP
OG0004369	LOC6591082|XP_026841910.1|DPER	CCAP1982_LOCUS21012|CAD7012913.1|CCAP
OG0004370	LOC6592702|XP_026840616.1|DPER	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP
OG0004371	LOC6596897|XP_002021858.1|DPER	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP
OG0004372	LOC6601320|XP_026841642.1|DPER	CCAP1982_LOCUS19495|CAD7011395.1|CCAP
OG0004373	LOC6590887|XP_002015428.1|DPER	CCAP1982_LOCUS19403|CAD7011296.1|CCAP
OG0004374	LOC6590637|XP_026841260.1|DPER	CCAP1982_LOCUS20457|CAD7012363.1|CCAP
OG0004375	LOC6602951|XP_002027962.1|DPER	CCAP1982_LOCUS11837|CAD7003378.1|CCAP
OG0004377	LOC6600243|XP_002025408.1|DPER	CCAP1982_LOCUS12327|CAD7003898.1|CCAP
OG0004378	LOC6592955|XP_026841480.1|DPER	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP
OG0004379	LOC6600862|XP_002025897.1|DPER	CCAP1982_LOCUS20371|CAD7012275.1|CCAP
OG0004380	LOC6592213|XP_002017773.1|DPER	CCAP1982_LOCUS20249|CAD7012152.1|CCAP
OG0004381	LOC6587318|XP_002014189.2|DPER	CCAP1982_LOCUS4217|CAD6995504.1|CCAP
OG0004382	LOC6590688|XP_002015825.1|DPER	CCAP1982_LOCUS20042|CAD7011930.1|CCAP
OG0004383	LOC6591247|XP_002015790.1|DPER	CCAP1982_LOCUS19729|CAD7011642.1|CCAP
OG0004384	LOC6591245|XP_002015788.1|DPER	CCAP1982_LOCUS19730|CAD7011643.1|CCAP
OG0004385	LOC6600933|XP_002026036.1|DPER	CCAP1982_LOCUS20855|CAD7012751.1|CCAP
OG0004387	LOC6602206|XP_002027214.1|DPER	CCAP1982_LOCUS13885|CAD7005525.1|CCAP
OG0004388	LOC6590682|XP_026841898.1|DPER	CCAP1982_LOCUS19651|CAD7011563.1|CCAP
OG0004389	LOC6601877|XP_026849331.1|DPER	CCAP1982_LOCUS19654|CAD7011566.1|CCAP
OG0004390	LOC6596043|XP_026845476.1|DPER	CCAP1982_LOCUS14312|CAD7005974.1|CCAP
OG0004392	LOC6601867|XP_002026916.2|DPER	CCAP1982_LOCUS14089|CAD7005738.1|CCAP
OG0004393	LOC6591132|XP_002015926.2|DPER	CCAP1982_LOCUS22784|CAD7014817.1|CCAP
OG0004394	LOC6590141|XP_026842864.1|DPER	CCAP1982_LOCUS22426|CAD7014430.1|CCAP
OG0004396	LOC6592906|XP_026842373.1|DPER	CCAP1982_LOCUS20306|CAD7012205.1|CCAP
OG0004397	LOC6590536|XP_002016405.1|DPER	CCAP1982_LOCUS20303|CAD7012202.1|CCAP
OG0004399	LOC6593064|XP_002018287.1|DPER	CCAP1982_LOCUS7247|CAD6998689.1|CCAP
OG0004400	LOC6594563|XP_002019582.1|DPER	CCAP1982_LOCUS19676|CAD7011587.1|CCAP
OG0004401	LOC6590672|XP_002015413.1|DPER	CCAP1982_LOCUS20171|CAD7012071.1|CCAP
OG0004402	LOC6590675|XP_002015416.1|DPER	CCAP1982_LOCUS20178|CAD7012078.1|CCAP
OG0004403	LOC6590872|XP_026840908.1|DPER	CCAP1982_LOCUS21088|CAD7012998.1|CCAP
OG0004404	LOC6601552|XP_026841153.1|DPER	CCAP1982_LOCUS21047|CAD7012953.1|CCAP
OG0004405	LOC6596038|XP_026845628.1|DPER	CCAP1982_LOCUS13954|CAD7005595.1|CCAP
OG0004406	LOC6600612|XP_026847657.1|DPER	CCAP1982_LOCUS14498|CAD7006172.1|CCAP
OG0004407	LOC6590860|XP_002016618.1|DPER	CCAP1982_LOCUS19761|CAD7011676.1|CCAP
OG0004408	LOC6602269|XP_002027318.2|DPER	CCAP1982_LOCUS13584|CAD7005224.1|CCAP
OG0004409	LOC6601995|XP_026846759.1|DPER	CCAP1982_LOCUS10604|CAD7002116.1|CCAP
OG0004410	LOC6590025|XP_002016204.1|DPER	CCAP1982_LOCUS19649|CAD7011561.1|CCAP
OG0004411	LOC6602208|XP_002027216.1|DPER	CCAP1982_LOCUS13878|CAD7005518.1|CCAP
OG0004412	LOC6602209|XP_002027217.1|DPER	CCAP1982_LOCUS13877|CAD7005517.1|CCAP
OG0004413	LOC6590372|XP_002015622.1|DPER	CCAP1982_LOCUS20509|CAD7012425.1|CCAP
OG0004414	LOC6590159|XP_002016581.1|DPER	CCAP1982_LOCUS21094|CAD7013005.1|CCAP
OG0004415	LOC6590544|XP_002016225.1|DPER	CCAP1982_LOCUS19883|CAD7011771.1|CCAP
OG0004416	LOC6592704|XP_002018507.1|DPER	CCAP1982_LOCUS20291|CAD7012189.1|CCAP
OG0004417	LOC6595270|XP_026851144.1|DPER	CCAP1982_LOCUS2831|CAD6994059.1|CCAP
OG0004418	LOC6592333|XP_026841189.1|DPER	CCAP1982_LOCUS19614|CAD7011525.1|CCAP
OG0004419	LOC6592474|XP_026842206.1|DPER	CCAP1982_LOCUS19600|CAD7011504.1|CCAP
OG0004420	LOC6590800|XP_002015424.2|DPER	CCAP1982_LOCUS20312|CAD7012213.1|CCAP
OG0004421	LOC6598917|XP_026847780.1|DPER	CCAP1982_LOCUS14175|CAD7005831.1|CCAP
OG0004422	LOC6601373|XP_026847823.1|DPER	CCAP1982_LOCUS13244|CAD7004859.1|CCAP
OG0004423	LOC6590153|XP_002016320.1|DPER	CCAP1982_LOCUS20382|CAD7012286.1|CCAP
OG0004424	LOC6601287|XP_026842167.1|DPER	CCAP1982_LOCUS19754|CAD7011668.1|CCAP
OG0004425	LOC6601803|XP_002026857.1|DPER	CCAP1982_LOCUS13686|CAD7005326.1|CCAP
OG0004426	LOC6601791|XP_002026850.1|DPER	CCAP1982_LOCUS14037|CAD7005685.1|CCAP
OG0004427	LOC6601861|XP_002026910.1|DPER	CCAP1982_LOCUS14259|CAD7005921.1|CCAP
OG0004428	LOC6588611|XP_002013154.1|DPER	CCAP1982_LOCUS1200|CAD6992336.1|CCAP
OG0004429	LOC6593704|XP_002018628.1|DPER	CCAP1982_LOCUS8599|CAD7000101.1|CCAP
OG0004430	LOC6597117|XP_026845746.1|DPER	CCAP1982_LOCUS14673|CAD7006351.1|CCAP
OG0004431	LOC6588070|XP_002012821.1|DPER	CCAP1982_LOCUS3017|CAD6994256.1|CCAP
OG0004432	LOC6587953|XP_002012822.2|DPER	CCAP1982_LOCUS3016|CAD6994255.1|CCAP
OG0004433	LOC6595767|XP_026845653.1|DPER	CCAP1982_LOCUS13534|CAD7005174.1|CCAP
OG0004434	LOC6590534|XP_002016403.1|DPER	CCAP1982_LOCUS20304|CAD7012203.1|CCAP
OG0004435	LOC6590448|XP_002016374.1|DPER	CCAP1982_LOCUS19428|CAD7011323.1|CCAP
OG0004436	LOC6592597|XP_026840977.1|DPER	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP
OG0004437	LOC6593158|XP_002018332.2|DPER	CCAP1982_LOCUS21158|CAD7013081.1|CCAP
OG0004438	LOC6591249|XP_002015792.1|DPER	CCAP1982_LOCUS20396|CAD7012300.1|CCAP
OG0004439	LOC6590296|XP_002016157.1|DPER	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP
OG0004440	LOC6590024|XP_002016203.1|DPER	CCAP1982_LOCUS23019|CAD7015063.1|CCAP
OG0004442	LOC6600921|XP_002026049.1|DPER	CCAP1982_LOCUS10050|CAD7001556.1|CCAP
OG0004443	LOC6596080|XP_002021111.1|DPER	CCAP1982_LOCUS13307|CAD7004924.1|CCAP
OG0004444	LOC6590655|XP_002016413.1|DPER	CCAP1982_LOCUS19916|CAD7011806.1|CCAP
OG0004445	LOC6590406|XP_026841862.1|DPER	CCAP1982_LOCUS20499|CAD7012413.1|CCAP
OG0004446	LOC6594743|XP_002020395.1|DPER	CCAP1982_LOCUS3652|CAD6994918.1|CCAP
OG0004447	LOC6588371|XP_002013418.1|DPER	CCAP1982_LOCUS14437|CAD7006105.1|CCAP
OG0004449	LOC6596060|XP_026845596.1|DPER	CCAP1982_LOCUS14678|CAD7006356.1|CCAP
OG0004450	LOC6591293|XP_002015806.2|DPER	CCAP1982_LOCUS20032|CAD7011920.1|CCAP
OG0004451	LOC6591268|XP_026841022.1|DPER	CCAP1982_LOCUS20147|CAD7012045.1|CCAP
OG0004452	LOC6603468|XP_026840725.1|DPER	CCAP1982_LOCUS20150|CAD7012048.1|CCAP
OG0004453	LOC6590061|XP_026841283.1|DPER	CCAP1982_LOCUS19680|CAD7011591.1|CCAP
OG0004454	LOC6592156|XP_002017342.1|DPER	CCAP1982_LOCUS5157|CAD6996488.1|CCAP
OG0004457	LOC6598860|XP_026847770.1|DPER	CCAP1982_LOCUS13442|CAD7005078.1|CCAP
OG0004458	LOC6600477|XP_026847576.1|DPER	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP
OG0004459	LOC6598949|XP_026848975.1|DPER	CCAP1982_LOCUS13690|CAD7005330.1|CCAP
OG0004460	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER	CCAP1982_LOCUS12030|CAD7003581.1|CCAP
OG0004461	LOC6597047|XP_002022207.1|DPER	CCAP1982_LOCUS13905|CAD7005545.1|CCAP
OG0004462	LOC6601502|XP_002026564.2|DPER	CCAP1982_LOCUS13571|CAD7005211.1|CCAP
OG0004463	LOC6603439|XP_026848050.1|DPER	CCAP1982_LOCUS13756|CAD7005396.1|CCAP
OG0004465	LOC6593555|XP_002018970.1|DPER	CCAP1982_LOCUS1606|CAD6992765.1|CCAP
OG0004466	LOC6601508|XP_026848007.1|DPER	CCAP1982_LOCUS14570|CAD7006244.1|CCAP
OG0004467	LOC6595750|XP_002021367.1|DPER	CCAP1982_LOCUS13984|CAD7005626.1|CCAP
OG0004468	LOC6595751|XP_026845553.1|DPER	CCAP1982_LOCUS13983|CAD7005625.1|CCAP
OG0004469	LOC6597068|XP_026845351.1|DPER	CCAP1982_LOCUS13398|CAD7005026.1|CCAP
OG0004470	LOC6595705|XP_026844269.1|DPER	CCAP1982_LOCUS8253|CAD6999727.1|CCAP
OG0004471	LOC6588394|XP_002013798.2|DPER	CCAP1982_LOCUS3738|CAD6995007.1|CCAP
OG0004472	LOC6593085|XP_002017718.1|DPER	CCAP1982_LOCUS20359|CAD7012263.1|CCAP
OG0004473	LOC113565086|XP_026841432.1|DPER	CCAP1982_LOCUS21035|CAD7012939.1|CCAP
OG0004474	LOC6592201|XP_002017836.1|DPER	CCAP1982_LOCUS21033|CAD7012937.1|CCAP
OG0004475	LOC6590888|XP_002015429.1|DPER	CCAP1982_LOCUS19402|CAD7011295.1|CCAP
OG0004477	LOC6591063|XP_002015694.1|DPER	CCAP1982_LOCUS20802|CAD7012695.1|CCAP
OG0004478	LOC6590209|XP_026842212.1|DPER	CCAP1982_LOCUS19606|CAD7011516.1|CCAP
OG0004479	LOC6589964|XP_002015639.2|DPER	CCAP1982_LOCUS20506|CAD7012422.1|CCAP
