Orthogroup	DPER.longest_only	DMAU.longest_only
OG0006173	LOC6595623|XP_002020697.2|DPER	LOC117150739|XP_033173664.1|DMAU, LOC117143961|XP_033164789.1|DMAU
OG0006174	LOC6599040|XP_002024157.1|DPER	LOC117141554|XP_033160951.1|DMAU, LOC117139940|XP_033158515.1|DMAU
OG0006175	LOC6600873|XP_002025908.1|DPER, LOC6600872|XP_002025907.1|DPER, LOC6600874|XP_002025909.1|DPER	LOC117136306|XP_033153044.1|DMAU
OG0006176	LOC6596240|XP_026843565.1|DPER, LOC6593448|XP_002018730.1|DPER	LOC117144540|XP_033165665.1|DMAU
OG0006177	LOC113567468|XP_026851265.1|DPER, LOC113567437|XP_026851063.1|DPER, LOC113566046|XP_026845765.1|DPER, LOC6589471|XP_026844071.1|DPER	LOC117140765|XP_033159739.1|DMAU
OG0006178	LOC6600924|XP_026842054.1|DPER	LOC117137973|XP_033155636.1|DMAU, LOC117137971|XP_033155634.1|DMAU
OG0006179	LOC6596164|XP_002021141.1|DPER	LOC117143418|XP_033164012.1|DMAU, LOC117144115|XP_033165025.1|DMAU
OG0006181	LOC6588106|XP_026843310.1|DPER	LOC117142393|XP_033162230.1|DMAU
OG0006182	LOC6594875|XP_002020114.1|DPER	LOC117143147|XP_033163535.1|DMAU
OG0006183	LOC6588323|XP_002013599.1|DPER	LOC117144231|XP_033165190.1|DMAU
OG0006184	LOC6587940|XP_002012799.1|DPER	LOC117144351|XP_033165357.1|DMAU
OG0006185	LOC6587780|XP_002013730.1|DPER	LOC117143277|XP_033163747.1|DMAU
OG0006186	LOC6587914|XP_002012805.1|DPER	LOC117143167|XP_033163569.1|DMAU
OG0006187	LOC6594735|XP_002020561.1|DPER	LOC117145207|XP_033166662.1|DMAU
OG0006188	LOC6599933|XP_026849191.1|DPER	LOC117146535|XP_033168697.1|DMAU
OG0006189	LOC6599934|XP_002025126.1|DPER	LOC117146536|XP_033168701.1|DMAU
OG0006190	LOC6587335|XP_002014023.1|DPER	LOC117142316|XP_033162113.1|DMAU
OG0006191	LOC6587464|XP_002013050.1|DPER	LOC117144899|XP_033166220.1|DMAU
OG0006192	LOC6600117|XP_002025284.2|DPER	LOC117147345|XP_033170095.1|DMAU
OG0006193	LOC6597306|XP_002022378.1|DPER	LOC117146795|XP_033169226.1|DMAU
OG0006194	LOC113566299|XP_026847141.1|DPER	LOC117147624|XP_033170478.1|DMAU
OG0006195	LOC6600400|XP_026848386.1|DPER	LOC117147853|XP_033170819.1|DMAU
OG0006196	LOC6591315|XP_026844710.1|DPER	LOC117143489|XP_033164094.1|DMAU
OG0006197	LOC6602013|XP_026846813.1|DPER	LOC117146294|XP_033168196.1|DMAU
OG0006198	LOC6599299|XP_026848256.1|DPER	LOC117148944|XP_033172560.1|DMAU
OG0006199	LOC6587649|XP_026840244.1|DPER	LOC117143745|XP_033164446.1|DMAU
OG0006200	LOC6587544|XP_026848308.1|DPER	LOC117144741|XP_033165985.1|DMAU
OG0006201	LOC6601755|XP_026846952.1|DPER	LOC117146717|XP_033169034.1|DMAU
OG0006202	LOC6601756|XP_002026831.1|DPER	LOC117148022|XP_033171083.1|DMAU
OG0006203	LOC6598442|XP_026848599.1|DPER	LOC117148742|XP_033172204.1|DMAU
OG0006204	LOC6594737|XP_002020563.1|DPER	LOC117143381|XP_033163952.1|DMAU
OG0006205	LOC6597705|XP_002022856.1|DPER	LOC117146863|XP_033169336.1|DMAU
OG0006206	LOC6603542|XP_026846044.1|DPER	LOC117147761|XP_033170673.1|DMAU
OG0006207	LOC6593707|XP_002018631.1|DPER	LOC117135110|XP_033151017.1|DMAU
OG0006208	LOC6601097|XP_002026062.1|DPER	LOC117142095|XP_033161869.1|DMAU
OG0006209	LOC6597722|XP_002022994.2|DPER	LOC117148694|XP_033172128.1|DMAU
OG0006210	LOC6597418|XP_026846411.1|DPER	LOC117148804|XP_033172310.1|DMAU
OG0006211	LOC113565914|XP_026845084.1|DPER, LOC6589853|XP_002014713.1|DPER	LOC117150307|XP_033173023.1|DMAU
OG0006212	LOC113565913|XP_026845083.1|DPER, LOC6589854|XP_002014714.1|DPER	LOC117150303|XP_033173017.1|DMAU
OG0006213	LOC6594680|XP_002019315.2|DPER	LOC117144071|XP_033164972.1|DMAU
OG0006214	LOC6599361|XP_002024484.1|DPER	LOC117146700|XP_033168987.1|DMAU
OG0006215	LOC6600421|XP_026848402.1|DPER	LOC117148565|XP_033171910.1|DMAU
OG0006216	LOC6598678|XP_026841041.1|DPER	LOC117144163|XP_033165089.1|DMAU
OG0006217	LOC6598293|XP_026846205.1|DPER	LOC117147617|XP_033170465.1|DMAU
OG0006218	LOC6598013|XP_002023205.1|DPER	LOC117143603|XP_033164249.1|DMAU
OG0006219	LOC6596770|XP_026845895.1|DPER	LOC117147894|XP_033170888.1|DMAU
OG0006220	LOC6599015|XP_002024083.1|DPER	LOC117141105|XP_033160318.1|DMAU
OG0006221	LOC6594891|XP_002019988.1|DPER	LOC117142924|XP_033163112.1|DMAU
OG0006222	LOC6595025|XP_002019990.2|DPER	LOC117142925|XP_033163114.1|DMAU
OG0006223	LOC6599382|XP_026847084.1|DPER	LOC117147275|XP_033169999.1|DMAU
OG0006224	LOC6597688|XP_026846368.1|DPER	LOC117146864|XP_033169339.1|DMAU
OG0006225	LOC6599258|XP_002024284.1|DPER	LOC117147762|XP_033170677.1|DMAU
OG0006226	LOC6602073|XP_002027151.1|DPER	LOC117137801|XP_033155364.1|DMAU
OG0006227	LOC6598455|XP_026848653.1|DPER	LOC117147357|XP_033170112.1|DMAU
OG0006228	LOC6590810|XP_002016356.1|DPER	LOC117136410|XP_033153209.1|DMAU
OG0006229	LOC6602545|XP_026846766.1|DPER	LOC117146266|XP_033168132.1|DMAU
OG0006230	LOC6600019|XP_026849189.1|DPER	LOC117147716|XP_033170606.1|DMAU
OG0006231	LOC6598438|XP_026848709.1|DPER	LOC117146753|XP_033169133.1|DMAU
OG0006232	LOC6602982|XP_026845778.1|DPER	LOC117147757|XP_033170659.1|DMAU
OG0006233	LOC113566065|XP_026845782.1|DPER	LOC117146861|XP_033169329.1|DMAU
OG0006234	LOC6600021|XP_002025100.1|DPER	LOC117147829|XP_033170778.1|DMAU
OG0006235	LOC6597363|XP_002022404.1|DPER	LOC117148844|XP_033172388.1|DMAU
OG0006236	LOC6600402|XP_002025457.1|DPER	LOC117147999|XP_033171046.1|DMAU
OG0006237	LOC6597706|XP_002022857.1|DPER	LOC117148230|XP_033171414.1|DMAU
OG0006238	LOC6604640|XP_026847127.1|DPER	LOC117147506|XP_033170301.1|DMAU
OG0006239	LOC113566583|XP_026848623.1|DPER	LOC117148913|XP_033172523.1|DMAU
OG0006240	LOC6588197|XP_002012824.1|DPER	LOC117145753|XP_033167409.1|DMAU
OG0006241	LOC6600022|XP_002025101.1|DPER	LOC117147827|XP_033170777.1|DMAU
OG0006242	LOC6600349|XP_026848426.1|DPER	LOC117148137|XP_033171255.1|DMAU
OG0006243	LOC6587997|XP_002013739.2|DPER	LOC117144678|XP_033165892.1|DMAU
OG0006244	LOC6594878|XP_002019997.2|DPER	LOC117144500|XP_033165577.1|DMAU
OG0006245	LOC6587392|XP_002013571.2|DPER	LOC117142808|XP_033162907.1|DMAU
OG0006246	LOC6598469|XP_002023697.2|DPER	LOC117148178|XP_033171337.1|DMAU
OG0006247	LOC6591026|XP_002016645.2|DPER	LOC117136040|XP_033152567.1|DMAU
OG0006248	LOC113566132|XP_026846201.1|DPER, LOC6598689|XP_026845190.1|DPER	LOC117144595|XP_033165766.1|DMAU
OG0006249	LOC6595549|XP_026844124.1|DPER	LOC117138602|XP_033156697.1|DMAU
OG0006250	LOC6597818|XP_026846975.1|DPER	LOC117146903|XP_033169403.1|DMAU
OG0006251	LOC6598660|XP_002023778.1|DPER	LOC117144978|XP_033166336.1|DMAU
OG0006252	LOC6598659|XP_002023777.1|DPER	LOC117144975|XP_033166331.1|DMAU
OG0006253	LOC6598467|XP_002023695.2|DPER	LOC117148177|XP_033171336.1|DMAU
OG0006255	LOC6587805|XP_002012747.2|DPER	LOC117143607|XP_033164250.1|DMAU
OG0006256	LOC6600023|XP_002025102.1|DPER	LOC117146569|XP_033168760.1|DMAU
OG0006257	LOC6601711|XP_026846910.1|DPER	LOC117148114|XP_033171224.1|DMAU
OG0006258	LOC6597724|XP_026846951.1|DPER	LOC117148692|XP_033172127.1|DMAU
OG0006259	LOC6588526|XP_002013601.1|DPER	LOC117143258|XP_033163720.1|DMAU
OG0006260	LOC6598311|XP_002023385.2|DPER	LOC117148115|XP_033171226.1|DMAU
OG0006261	LOC6595401|XP_002020874.2|DPER	LOC117138321|XP_033156249.1|DMAU
OG0006262	LOC6597899|XP_002023026.2|DPER	LOC117147701|XP_033170580.1|DMAU
OG0006263	LOC6600794|XP_002025817.1|DPER	LOC117147051|XP_033169692.1|DMAU
OG0006264	LOC6600690|XP_026845170.1|DPER	LOC117146556|XP_033168745.1|DMAU
OG0006265	LOC6590702|XP_002016060.1|DPER	LOC117135847|XP_033152255.1|DMAU
OG0006266	LOC6600694|XP_002025858.1|DPER	LOC117146555|XP_033168744.1|DMAU
OG0006267	LOC6598231|XP_026846260.1|DPER	LOC117148103|XP_033171210.1|DMAU
OG0006268	LOC6592384|XP_002018139.2|DPER	LOC117135989|XP_033152495.1|DMAU
OG0006269	LOC6595041|XP_002020368.2|DPER	LOC117144546|XP_033165673.1|DMAU
OG0006270	LOC6597876|XP_002023036.2|DPER	LOC117147927|XP_033170954.1|DMAU
OG0006271	LOC6588163|XP_002012867.1|DPER	LOC117144685|XP_033165900.1|DMAU
OG0006272	LOC6598517|XP_026848639.1|DPER	LOC117146368|XP_033168411.1|DMAU
OG0006273	LOC6590054|XP_002015527.1|DPER	LOC117136514|XP_033153349.1|DMAU
OG0006274	LOC6600068|XP_026845123.1|DPER	LOC117148222|XP_033171403.1|DMAU
OG0006275	LOC6598579|XP_002023642.1|DPER	LOC117148513|XP_033171810.1|DMAU
OG0006276	LOC6599518|XP_002024646.2|DPER	LOC117140121|XP_033158775.1|DMAU
OG0006277	LOC6588503|XP_002013946.1|DPER	LOC117143760|XP_033164467.1|DMAU
OG0006278	LOC6597785|XP_026846999.1|DPER	LOC117147266|XP_033169981.1|DMAU
OG0006279	LOC6598306|XP_026846192.1|DPER	LOC117146664|XP_033168898.1|DMAU
OG0006280	LOC6600189|XP_026846721.1|DPER	LOC117148729|XP_033172173.1|DMAU
OG0006281	LOC6600190|XP_026846723.1|DPER	LOC117148727|XP_033172170.1|DMAU
OG0006282	LOC6597314|XP_002022502.1|DPER	LOC117148010|XP_033171060.1|DMAU
OG0006283	LOC6587829|XP_002013693.1|DPER	LOC117145077|XP_033166485.1|DMAU
OG0006284	LOC6599791|XP_002024961.1|DPER	LOC117140521|XP_033159390.1|DMAU
OG0006285	LOC6592089|XP_002017533.1|DPER	LOC117143047|XP_033163385.1|DMAU
OG0006286	LOC6588337|XP_002013809.2|DPER	LOC117143357|XP_033163921.1|DMAU
OG0006287	LOC6598389|XP_002023512.2|DPER	LOC117148530|XP_033171835.1|DMAU
OG0006288	LOC6595067|XP_026846529.1|DPER	LOC117145594|XP_033167199.1|DMAU
OG0006289	LOC6587287|XP_002013850.1|DPER	LOC117143091|XP_033163460.1|DMAU
OG0006290	LOC6597301|XP_002022442.1|DPER	LOC117146713|XP_033169023.1|DMAU
OG0006291	LOC6602242|XP_002027272.1|DPER	LOC117150264|XP_033172961.1|DMAU
OG0006292	LOC6597029|XP_026845398.1|DPER	LOC117146838|XP_033169280.1|DMAU
OG0006293	LOC6603307|XP_026849882.1|DPER	LOC117139465|XP_033157667.1|DMAU
OG0006294	LOC6597251|XP_026846599.1|DPER	LOC117146787|XP_033169215.1|DMAU
OG0006295	LOC6597771|XP_002022974.2|DPER	LOC117147324|XP_033170066.1|DMAU
OG0006296	LOC6597444|XP_002022386.2|DPER	LOC117146914|XP_033169430.1|DMAU
OG0006297	LOC6602616|XP_026846640.1|DPER	LOC117148793|XP_033172296.1|DMAU
OG0006298	LOC6603854|XP_002028811.2|DPER, LOC6597249|XP_002022375.1|DPER	LOC117146789|XP_033169218.1|DMAU
OG0006299	LOC6597247|XP_026846440.1|DPER	LOC117147606|XP_033170446.1|DMAU
OG0006300	LOC6598573|XP_002023636.1|DPER	LOC117147396|XP_033170156.1|DMAU
OG0006301	LOC6597336|XP_026846495.1|DPER	LOC117148499|XP_033171792.1|DMAU
OG0006302	LOC6600719|XP_026848676.1|DPER	LOC117147059|XP_033169705.1|DMAU
OG0006303	LOC6591175|XP_026842781.1|DPER	LOC117135651|XP_033151926.1|DMAU
OG0006304	LOC6594758|XP_026840013.1|DPER	LOC117142578|XP_033162537.1|DMAU
OG0006305	LOC6594762|XP_026850673.1|DPER	LOC117142619|XP_033162595.1|DMAU
OG0006306	LOC113566108|XP_026846020.1|DPER	LOC117143198|XP_033163629.1|DMAU
OG0006307	LOC6587607|XP_002013246.2|DPER	LOC117145780|XP_033167450.1|DMAU
OG0006308	LOC6602692|XP_002027719.1|DPER	LOC117148094|XP_033171197.1|DMAU
OG0006309	LOC6600041|XP_026849134.1|DPER	LOC117147422|XP_033170190.1|DMAU
OG0006310	LOC6587852|XP_026850788.1|DPER	LOC117142735|XP_033162796.1|DMAU
OG0006311	LOC6599977|XP_026845096.1|DPER	LOC117147183|XP_033169875.1|DMAU
OG0006312	LOC6599978|XP_002025167.1|DPER	LOC117148231|XP_033171415.1|DMAU
OG0006313	LOC6600781|XP_026845145.1|DPER	LOC117146411|XP_033168501.1|DMAU
OG0006314	LOC6603498|XP_002028478.2|DPER	LOC117146749|XP_033169117.1|DMAU
OG0006315	LOC6595099|XP_026840451.1|DPER	LOC117144835|XP_033166114.1|DMAU
OG0006316	LOC6600196|XP_002025327.1|DPER	LOC117146495|XP_033168633.1|DMAU
OG0006317	LOC6597490|XP_002022726.1|DPER	LOC117148906|XP_033172505.1|DMAU
OG0006318	LOC6597450|XP_026846402.1|DPER	LOC117147394|XP_033170154.1|DMAU
OG0006319	LOC6602077|XP_002027155.1|DPER	LOC117135805|XP_033152195.1|DMAU
OG0006320	LOC6597865|XP_026847012.1|DPER	LOC117147339|XP_033170085.1|DMAU
OG0006321	LOC6599957|XP_002025034.1|DPER	LOC117146957|XP_033169510.1|DMAU
OG0006322	LOC6600669|XP_002025742.2|DPER	LOC117148723|XP_033172166.1|DMAU
OG0006323	LOC6603653|XP_026846062.1|DPER	LOC117148463|XP_033171727.1|DMAU
OG0006324	LOC6600371|XP_026848385.1|DPER	LOC117148156|XP_033171280.1|DMAU
OG0006325	LOC6587965|XP_002013709.1|DPER	LOC117143431|XP_033164028.1|DMAU
OG0006326	LOC6597041|XP_002022201.1|DPER	LOC117140835|XP_033159835.1|DMAU
OG0006327	LOC6587362|XP_002013019.1|DPER	LOC117142714|XP_033162764.1|DMAU
OG0006328	LOC6587791|XP_026839914.1|DPER	LOC117144547|XP_033165674.1|DMAU
OG0006329	LOC6600200|XP_026846642.1|DPER	LOC117148859|XP_033172414.1|DMAU
OG0006330	LOC6588583|XP_026839977.1|DPER	LOC117142272|XP_033162039.1|DMAU
OG0006331	LOC6599401|XP_026847158.1|DPER	LOC117146528|XP_033168689.1|DMAU
OG0006332	LOC6599268|XP_002024263.2|DPER	LOC117146646|XP_033168871.1|DMAU
OG0006333	LOC6598186|XP_002023360.1|DPER	LOC117148671|XP_033172078.1|DMAU
OG0006334	LOC6597752|XP_026847059.1|DPER	LOC117147151|XP_033169823.1|DMAU
OG0006335	LOC6595151|XP_002020141.1|DPER	LOC117145907|XP_033167651.1|DMAU
OG0006336	LOC6599214|XP_026848265.1|DPER	LOC117146410|XP_033168500.1|DMAU
OG0006337	LOC6598211|XP_026846237.1|DPER	LOC117147388|XP_033170149.1|DMAU
OG0006338	LOC6591596|XP_002017542.1|DPER	LOC117144310|XP_033165313.1|DMAU
OG0006339	LOC6603591|XP_026845777.1|DPER	LOC117147682|XP_033170552.1|DMAU
OG0006340	LOC6597236|XP_026846432.1|DPER	LOC117148577|XP_033171935.1|DMAU
OG0006341	LOC6597869|XP_026846939.1|DPER	LOC117147226|XP_033169929.1|DMAU
OG0006342	LOC6597871|XP_026847014.1|DPER	LOC117147509|XP_033170309.1|DMAU
OG0006343	LOC6597872|XP_026846979.1|DPER	LOC117148064|XP_033171146.1|DMAU
OG0006344	LOC6597717|XP_002022868.2|DPER	LOC117147681|XP_033170550.1|DMAU
OG0006345	LOC6594879|XP_026843476.1|DPER	LOC117142446|XP_033162305.1|DMAU
OG0006346	LOC6594848|XP_002020251.1|DPER	LOC117142365|XP_033162183.1|DMAU
OG0006347	LOC6587233|XP_026840257.1|DPER	LOC117142850|XP_033162978.1|DMAU
OG0006348	LOC6598419|XP_002023663.2|DPER	LOC117148666|XP_033172070.1|DMAU
OG0006349	LOC6600697|XP_026845153.1|DPER	LOC117146991|XP_033169554.1|DMAU
OG0006350	LOC6595133|XP_002020299.1|DPER	LOC117145625|XP_033167234.1|DMAU
OG0006351	LOC6597405|XP_002022497.1|DPER	LOC117147569|XP_033170404.1|DMAU
OG0006352	LOC6591258|XP_026841145.1|DPER	LOC117137272|XP_033154530.1|DMAU
OG0006353	LOC6595047|XP_026846743.1|DPER	LOC117145479|XP_033167045.1|DMAU
OG0006354	LOC6587706|XP_026846873.1|DPER	LOC117143609|XP_033164253.1|DMAU
OG0006355	LOC6597378|XP_026846430.1|DPER	LOC117148700|XP_033172134.1|DMAU
OG0006356	LOC6600770|XP_002025838.1|DPER	LOC117146736|XP_033169074.1|DMAU
OG0006357	LOC6602621|XP_026846645.1|DPER	LOC117146892|XP_033169381.1|DMAU
OG0006358	LOC6600639|XP_002025633.1|DPER	LOC117142120|XP_033161906.1|DMAU
OG0006359	LOC6588021|XP_002013727.1|DPER	LOC117143273|XP_033163743.1|DMAU
OG0006360	LOC6603081|XP_026847146.1|DPER	LOC117147289|XP_033170025.1|DMAU
OG0006361	LOC6591747|XP_002016985.1|DPER	LOC117145417|XP_033166953.1|DMAU
OG0006362	LOC6597390|XP_026846405.1|DPER	LOC117147030|XP_033169614.1|DMAU
OG0006363	LOC6597472|XP_026849286.1|DPER	LOC117146744|XP_033169104.1|DMAU
OG0006364	LOC6595410|XP_002020883.1|DPER	LOC117142916|XP_033163100.1|DMAU
OG0006365	LOC6599435|XP_002024533.2|DPER	LOC117148205|XP_033171380.1|DMAU
OG0006366	LOC6599439|XP_026847161.1|DPER	LOC117147515|XP_033170322.1|DMAU
OG0006367	LOC6597708|XP_002022859.2|DPER	LOC117147703|XP_033170582.1|DMAU
OG0006368	LOC6595302|XP_026850149.1|DPER	LOC117144494|XP_033165571.1|DMAU
OG0006369	LOC6595301|XP_026850995.1|DPER	LOC117145798|XP_033167476.1|DMAU
OG0006370	LOC6601714|XP_002026772.1|DPER	LOC117148247|XP_033171441.1|DMAU
OG0006371	LOC6595168|XP_002020423.2|DPER	LOC117145445|XP_033166995.1|DMAU
OG0006372	LOC6588549|XP_002013011.1|DPER	LOC117145252|XP_033166725.1|DMAU
OG0006373	LOC6597267|XP_026846453.1|DPER	LOC117147304|XP_033170042.1|DMAU
OG0006374	LOC6599980|XP_026845127.1|DPER	LOC117148522|XP_033171825.1|DMAU
OG0006375	LOC6597616|XP_026848900.1|DPER	LOC117146610|XP_033168826.1|DMAU
OG0006376	LOC6597709|XP_026846537.1|DPER	LOC117147820|XP_033170764.1|DMAU
OG0006377	LOC6601733|XP_002026791.1|DPER	LOC117148803|XP_033172309.1|DMAU
OG0006378	LOC6594938|XP_026848969.1|DPER	LOC117142306|XP_033162086.1|DMAU
OG0006379	LOC6600055|XP_002025070.1|DPER	LOC117148277|XP_033171481.1|DMAU
OG0006380	LOC6598277|XP_002023300.1|DPER	LOC117147463|XP_033170245.1|DMAU
OG0006381	LOC6597308|XP_002022380.1|DPER	LOC117146788|XP_033169217.1|DMAU
OG0006382	LOC6597693|XP_002022874.1|DPER	LOC117146497|XP_033168638.1|DMAU
OG0006383	LOC6600129|XP_026846621.1|DPER	LOC117148553|XP_033171879.1|DMAU
OG0006384	LOC6600130|XP_002025297.1|DPER	LOC117148554|XP_033171881.1|DMAU
OG0006385	LOC6587702|XP_002012751.1|DPER	LOC117143604|XP_033164246.1|DMAU
OG0006386	LOC6593424|XP_002019130.2|DPER	LOC117146452|XP_033168575.1|DMAU
OG0006387	LOC6595332|XP_026846390.1|DPER	LOC117143824|XP_033164561.1|DMAU
OG0006388	LOC6597749|XP_026847050.1|DPER	LOC117147146|XP_033169815.1|DMAU
OG0006389	LOC6597750|XP_026847030.1|DPER	LOC117147150|XP_033169822.1|DMAU
OG0006390	LOC6591410|XP_002016936.1|DPER	LOC117145414|XP_033166946.1|DMAU
OG0006391	LOC6587260|XP_002013910.2|DPER	LOC117144670|XP_033165881.1|DMAU
OG0006392	LOC6600791|XP_002025814.1|DPER	LOC117147663|XP_033170530.1|DMAU
OG0006393	LOC6595566|XP_002020914.1|DPER	LOC117150508|XP_033173305.1|DMAU
OG0006394	LOC6594850|XP_002020058.1|DPER	LOC117145561|XP_033167154.1|DMAU
OG0006395	LOC6595040|XP_002020367.1|DPER	LOC117144832|XP_033166108.1|DMAU
OG0006396	LOC6600763|XP_002025771.1|DPER	LOC117147539|XP_033170364.1|DMAU
OG0006397	LOC6597592|XP_002022811.2|DPER	LOC117147566|XP_033170400.1|DMAU
OG0006398	LOC6598280|XP_002023303.2|DPER	LOC117148643|XP_033172035.1|DMAU
OG0006399	LOC6600205|XP_026846633.1|DPER	LOC117148604|XP_033171975.1|DMAU
OG0006400	LOC6600203|XP_026846628.1|DPER	LOC117148602|XP_033171974.1|DMAU
OG0006401	LOC6595819|XP_026845397.1|DPER	LOC117140101|XP_033158747.1|DMAU
OG0006402	LOC6591459|XP_002016945.1|DPER	LOC117142673|XP_033162697.1|DMAU
OG0006403	LOC6594297|XP_026850375.1|DPER	LOC117144661|XP_033165853.1|DMAU
OG0006404	LOC6594722|XP_026850462.1|DPER	LOC117145982|XP_033167781.1|DMAU
OG0006405	LOC6602281|XP_026848505.1|DPER	LOC117141511|XP_033160892.1|DMAU
OG0006406	LOC6587227|XP_002013645.2|DPER	LOC117146032|XP_033167854.1|DMAU
OG0006407	LOC6597258|XP_002022452.1|DPER	LOC117148753|XP_033172235.1|DMAU
OG0006408	LOC6597234|XP_002022529.2|DPER	LOC117148576|XP_033171934.1|DMAU
OG0006409	LOC6598250|XP_026846220.1|DPER	LOC117148152|XP_033171275.1|DMAU
OG0006410	LOC6600663|XP_002025868.1|DPER	LOC117147322|XP_033170064.1|DMAU
OG0006411	LOC6598273|XP_026846187.1|DPER	LOC117148067|XP_033171149.1|DMAU
OG0006412	LOC6588537|XP_002013973.1|DPER	LOC117144861|XP_033166156.1|DMAU
OG0006413	LOC6588490|XP_026840103.1|DPER	LOC117143058|XP_033163399.1|DMAU
OG0006414	LOC6587887|XP_002013203.1|DPER	LOC117143563|XP_033164198.1|DMAU
OG0006415	LOC6597901|XP_026847039.1|DPER	LOC117146383|XP_033168441.1|DMAU
OG0006416	LOC6597647|XP_026849316.1|DPER	LOC117146966|XP_033169525.1|DMAU
OG0006417	LOC6596287|XP_002021809.1|DPER	LOC117139340|XP_033157481.1|DMAU
OG0006418	LOC6602696|XP_026845970.1|DPER	LOC117147964|XP_033171001.1|DMAU
OG0006419	LOC6598669|XP_026850792.1|DPER	LOC117144417|XP_033165449.1|DMAU
OG0006420	LOC6587824|XP_002013687.1|DPER	LOC117142587|XP_033162548.1|DMAU
OG0006421	LOC6596545|XP_002021682.2|DPER	LOC117149614|XP_033172694.1|DMAU
OG0006422	LOC6589578|XP_002014287.1|DPER	LOC117135526|XP_033151684.1|DMAU
OG0006423	LOC6588319|XP_002013567.1|DPER	LOC117142804|XP_033162903.1|DMAU
OG0006424	LOC6587344|XP_002013569.2|DPER	LOC117142806|XP_033162905.1|DMAU
OG0006425	LOC6587253|XP_002013565.1|DPER	LOC117144594|XP_033165765.1|DMAU
OG0006426	LOC6588559|XP_002013564.1|DPER	LOC117144593|XP_033165764.1|DMAU
OG0006427	LOC6595187|XP_002020043.1|DPER	LOC117143437|XP_033164035.1|DMAU
OG0006428	LOC6587961|XP_026843006.1|DPER	LOC117142999|XP_033163248.1|DMAU
OG0006429	LOC6588588|XP_002013465.2|DPER	LOC117142969|XP_033163206.1|DMAU
OG0006430	LOC6601838|XP_002026869.2|DPER	LOC117139043|XP_033157035.1|DMAU
OG0006431	LOC6594904|XP_002020504.2|DPER	LOC117143341|XP_033163895.1|DMAU
OG0006432	LOC6587879|XP_026839984.1|DPER	LOC117146108|XP_033167982.1|DMAU
OG0006433	LOC6587682|XP_026840275.1|DPER	LOC117142904|XP_033163077.1|DMAU
OG0006434	LOC6589303|XP_002014394.1|DPER	LOC117135126|XP_033151040.1|DMAU
OG0006435	LOC6587872|XP_026847110.1|DPER	LOC117143071|XP_033163423.1|DMAU
OG0006436	LOC6600025|XP_002025104.1|DPER	LOC117147595|XP_033170435.1|DMAU
OG0006437	LOC6598185|XP_026846172.1|DPER	LOC117148672|XP_033172081.1|DMAU
OG0006438	LOC6589871|XP_002014584.1|DPER	LOC117145948|XP_033167725.1|DMAU
OG0006441	LOC6587700|XP_002013275.1|DPER	LOC117143738|XP_033164439.1|DMAU
OG0006442	LOC6595272|XP_026851143.1|DPER	LOC117142593|XP_033162559.1|DMAU
OG0006443	LOC6591744|XP_002016982.1|DPER	LOC117145723|XP_033167363.1|DMAU
OG0006444	LOC6594899|XP_002020499.1|DPER	LOC117142773|XP_033162852.1|DMAU
OG0006445	LOC6600004|XP_002025115.1|DPER	LOC117148891|XP_033172486.1|DMAU
OG0006446	LOC6592094|XP_002016748.2|DPER	LOC117143718|XP_033164407.1|DMAU
OG0006447	LOC6591407|XP_002016753.2|DPER	LOC117144880|XP_033166182.1|DMAU
OG0006448	LOC6587849|XP_002013424.1|DPER	LOC117144544|XP_033165671.1|DMAU
OG0006449	LOC6588252|XP_026840528.1|DPER	LOC117145220|XP_033166682.1|DMAU
OG0006450	LOC6595389|XP_002020792.1|DPER	LOC117139880|XP_033158438.1|DMAU
OG0006451	LOC6597497|XP_026849300.1|DPER	LOC117148741|XP_033172201.1|DMAU
OG0006452	LOC6591693|XP_026844743.1|DPER	LOC117143201|XP_033163635.1|DMAU
OG0006453	LOC6601379|XP_002026515.2|DPER	LOC117139316|XP_033157451.1|DMAU
OG0006454	LOC6596832|XP_002022013.1|DPER	LOC117146462|XP_033168584.1|DMAU
OG0006455	LOC6594385|XP_026840089.1|DPER	LOC117145917|XP_033167663.1|DMAU
OG0006456	LOC6594382|XP_002019296.1|DPER	LOC117145916|XP_033167662.1|DMAU
OG0006457	LOC6587735|XP_026840472.1|DPER	LOC117144291|XP_033165285.1|DMAU
OG0006458	LOC6589678|XP_002014402.1|DPER	LOC117147891|XP_033170881.1|DMAU
OG0006459	LOC6594766|XP_026846052.1|DPER	LOC117143374|XP_033163941.1|DMAU
OG0006460	LOC6588265|XP_026847807.1|DPER	LOC117142343|XP_033162151.1|DMAU
OG0006461	LOC6598789|XP_002023900.1|DPER	LOC117145701|XP_033167333.1|DMAU
OG0006462	LOC6594992|XP_026850763.1|DPER	LOC117144820|XP_033166093.1|DMAU
OG0006463	LOC6587825|XP_026851285.1|DPER	LOC117145867|XP_033167580.1|DMAU
OG0006464	LOC6601794|XP_002026853.2|DPER	LOC117140497|XP_033159352.1|DMAU
OG0006465	LOC6600442|XP_002025547.1|DPER	LOC117148706|XP_033172142.1|DMAU
OG0006466	LOC6599968|XP_026849186.1|DPER	LOC117147843|XP_033170797.1|DMAU
OG0006467	LOC6588052|XP_026851280.1|DPER	LOC117145055|XP_033166456.1|DMAU
