Orthogroup	DPER.longest_only	DYAK.longest_only
OG0004434	LOC6590534|XP_002016403.1|DPER	LOC6529991|XP_002090937.1|DYAK
OG0004435	LOC6590448|XP_002016374.1|DPER	LOC6530931|XP_015052765.1|DYAK
OG0004436	LOC6592597|XP_026840977.1|DPER	LOC6529874|XP_002090831.3|DYAK
OG0004437	LOC6593158|XP_002018332.2|DPER	LOC6532173|XP_002092946.1|DYAK
OG0004438	LOC6591249|XP_002015792.1|DPER	LOC6530339|XP_002091266.1|DYAK
OG0004439	LOC6590296|XP_002016157.1|DPER	LOC6530393|XP_002091319.1|DYAK
OG0004440	LOC6590024|XP_002016203.1|DPER	LOC6531262|XP_002092071.1|DYAK
OG0004441	LOC6588951|XP_002015372.1|DPER	LOC6526482|XP_002087599.1|DYAK
OG0004442	LOC6600921|XP_002026049.1|DPER	LOC6531658|XP_002092455.1|DYAK
OG0004443	LOC6596080|XP_002021111.1|DPER	LOC6533868|XP_002094568.1|DYAK
OG0004444	LOC6590655|XP_002016413.1|DPER	LOC6531346|XP_002092150.1|DYAK
OG0004445	LOC6590406|XP_026841862.1|DPER	LOC6531983|XP_002092769.1|DYAK
OG0004446	LOC6594743|XP_002020395.1|DPER	LOC6538961|XP_015049135.1|DYAK
OG0004447	LOC6588371|XP_002013418.1|DPER	LOC6538753|XP_002099267.1|DYAK
OG0004448	LOC6592283|XP_002018402.1|DPER	LOC6531251|XP_002092060.1|DYAK
OG0004449	LOC6596060|XP_026845596.1|DPER	LOC26536417|XP_039229839.1|DYAK
OG0004450	LOC6591293|XP_002015806.2|DPER	LOC6530148|XP_002091090.1|DYAK
OG0004451	LOC6591268|XP_026841022.1|DPER	LOC6530137|XP_002091083.1|DYAK
OG0004452	LOC6603468|XP_026840725.1|DPER	LOC6530928|XP_002091770.1|DYAK
OG0004453	LOC6590061|XP_026841283.1|DPER	LOC6531135|XP_002091969.1|DYAK
OG0004454	LOC6592156|XP_002017342.1|DPER	LOC6536749|XP_002097321.1|DYAK
OG0004455	LOC6596964|XP_002022162.1|DPER	LOC6539609|XP_002086497.2|DYAK
OG0004456	LOC6598144|XP_002023481.2|DPER	LOC6523803|XP_002099678.1|DYAK
OG0004457	LOC6598860|XP_026847770.1|DPER	LOC6533742|XP_039229558.1|DYAK
OG0004458	LOC6600477|XP_026847576.1|DPER	LOC6533770|XP_002094474.2|DYAK
OG0004459	LOC6598949|XP_026848975.1|DPER	LOC6533932|XP_015050340.1|DYAK
OG0004460	LOC6601393|XP_026850183.1|DPER, LOC6601394|XP_026847884.1|DPER	LOC6534337|XP_002095017.1|DYAK
OG0004461	LOC6597047|XP_002022207.1|DPER	LOC6534471|XP_002095148.1|DYAK
OG0004462	LOC6601502|XP_002026564.2|DPER	LOC6534995|XP_002095665.2|DYAK
OG0004463	LOC6603439|XP_026848050.1|DPER	LOC6535182|XP_039230236.1|DYAK
OG0004464	LOC6601519|XP_026847984.1|DPER	LOC6534029|XP_002094716.1|DYAK
OG0004465	LOC6593555|XP_002018970.1|DPER	LOC6539669|XP_002086554.2|DYAK
OG0004466	LOC6601508|XP_026848007.1|DPER	LOC6535001|XP_002095671.2|DYAK
OG0004467	LOC6595750|XP_002021367.1|DPER	LOC26534720|XP_015045014.1|DYAK
OG0004468	LOC6595751|XP_026845553.1|DPER	LOC6534847|XP_002095519.2|DYAK
OG0004469	LOC6597068|XP_026845351.1|DPER	LOC6539582|XP_002086470.3|DYAK
OG0004470	LOC6595705|XP_026844269.1|DPER	LOC6529557|XP_002090554.3|DYAK
OG0004471	LOC6588394|XP_002013798.2|DPER	LOC6537702|XP_039231342.1|DYAK
OG0004472	LOC6593085|XP_002017718.1|DPER	LOC6528798|XP_002089830.1|DYAK
OG0004473	LOC113565086|XP_026841432.1|DPER	LOC26536250|XP_015052965.2|DYAK
OG0004474	LOC6592201|XP_002017836.1|DPER	LOC6530201|XP_002091139.1|DYAK
OG0004475	LOC6590888|XP_002015429.1|DPER	LOC6536894|XP_002097463.1|DYAK
OG0004476	LOC6599282|XP_026848276.1|DPER, LOC6596335|XP_026843424.1|DPER	LOC6528131|XP_002089198.1|DYAK
OG0004477	LOC6591063|XP_002015694.1|DPER	LOC6528549|XP_002089594.1|DYAK
OG0004478	LOC6590209|XP_026842212.1|DPER	LOC6530392|XP_039228465.1|DYAK
OG0004479	LOC6589964|XP_002015639.2|DPER	LOC6531930|XP_002092716.2|DYAK
OG0004480	LOC6597727|XP_026847042.1|DPER	LOC6526167|XP_002101977.1|DYAK
OG0004481	LOC6590112|XP_002016510.1|DPER	LOC6531133|XP_039228398.1|DYAK
OG0004482	LOC6595170|XP_002020425.1|DPER	LOC6538938|XP_015049127.1|DYAK
OG0004483	LOC6591303|XP_026841514.1|DPER	LOC6531923|XP_002092709.1|DYAK
OG0004484	LOC6591973|XP_002017017.1|DPER	LOC6537604|XP_002098150.1|DYAK
OG0004485	LOC6596729|XP_002021945.1|DPER	LOC6540544|XP_039228263.1|DYAK
OG0004486	LOC6590030|XP_002016209.1|DPER	LOC6531255|XP_002092064.1|DYAK
OG0004487	LOC6600984|XP_002026170.1|DPER	LOC6534366|XP_002095044.2|DYAK
OG0004488	LOC6590963|XP_002015545.1|DPER	LOC6528351|XP_002089400.1|DYAK
OG0004489	LOC6600636|XP_026847539.1|DPER	LOC6532404|XP_002093155.1|DYAK
OG0004490	LOC6592218|XP_002018488.1|DPER	LOC6530061|XP_002091007.1|DYAK
OG0004491	LOC6593575|XP_002019255.1|DPER	LOC6527106|XP_039227342.1|DYAK
OG0004492	LOC113567207|XP_026850185.1|DPER, LOC113567168|XP_026850142.1|DPER, LOC113566577|XP_026848588.1|DPER	LOC6539709|XP_002086594.1|DYAK
OG0004493	LOC113566011|XP_026845492.1|DPER	LOC6533942|XP_039229971.1|DYAK
OG0004494	LOC6588083|XP_026842095.1|DPER	LOC6536230|XP_002096821.1|DYAK
OG0004495	LOC6587758|XP_002012781.2|DPER	LOC6537641|XP_002098186.1|DYAK
OG0004496	LOC6601275|XP_002026404.1|DPER	LOC6529333|XP_002090338.1|DYAK
OG0004497	LOC6590092|XP_026841684.1|DPER	LOC6531719|XP_002092509.1|DYAK
OG0004498	LOC113567333|XP_026850589.1|DPER	LOC6536942|XP_002097511.1|DYAK, LOC6536941|XP_002097510.1|DYAK
OG0004499	LOC6591126|XP_002016486.1|DPER	LOC6528901|XP_039227326.1|DYAK, LOC26535212|XP_039227327.1|DYAK
OG0004500	LOC6590073|XP_002016285.1|DPER	LOC6530995|XP_002091833.1|DYAK
OG0004501	LOC6600958|XP_002026028.2|DPER, LOC113566044|XP_026845696.1|DPER, LOC6596971|XP_002022135.1|DPER	LOC6530223|XP_002091160.1|DYAK
OG0004502	LOC6590363|XP_002015843.1|DPER, LOC6596185|XP_002021178.1|DPER	LOC6530586|XP_002091499.1|DYAK
OG0004503	LOC113564961|XP_026840574.1|DPER	LOC26534746|XP_015047760.2|DYAK
OG0004504	LOC6592131|XP_026850469.1|DPER	LOC6535216|XP_015051099.1|DYAK
OG0004505	LOC6588612|XP_026840796.1|DPER	LOC6537353|XP_015048291.1|DYAK
OG0004506	LOC6587794|XP_002012962.1|DPER	LOC6538195|XP_002098723.1|DYAK
OG0004507	LOC6587946|XP_002013317.1|DPER	LOC6537603|XP_002098149.2|DYAK
OG0004508	LOC6588543|XP_026839961.1|DPER	LOC6538366|XP_002098890.2|DYAK
OG0004509	LOC6602831|XP_002027865.1|DPER	LOC6533748|XP_002094453.1|DYAK
OG0004510	LOC113566898|XP_026849889.1|DPER, LOC6602871|XP_026849645.1|DPER	LOC6524991|XP_002100831.2|DYAK
OG0004511	LOC6588039|XP_026841808.1|DPER	LOC6538615|XP_039231574.1|DYAK
OG0004512	LOC6603491|XP_002028473.2|DPER	LOC6523756|XP_002099631.1|DYAK
OG0004513	LOC6601999|XP_002027052.1|DPER	LOC6523734|XP_002099609.1|DYAK
OG0004514	LOC6601983|XP_026846857.1|DPER	LOC6523727|XP_002099602.3|DYAK
OG0004515	LOC6599173|XP_002024364.2|DPER	LOC6524701|XP_002100545.2|DYAK
OG0004516	LOC6597031|XP_002022123.1|DPER	LOC6524501|XP_015045728.1|DYAK
OG0004517	LOC6597241|XP_026846589.1|DPER	LOC6525241|XP_015046174.1|DYAK
OG0004518	LOC6603514|XP_002028492.2|DPER	LOC6524902|XP_002100742.1|DYAK
OG0004519	LOC6594849|XP_026850461.1|DPER	LOC6538073|XP_015048641.1|DYAK
OG0004520	LOC6604462|XP_026845999.1|DPER	LOC6524885|XP_015045914.1|DYAK
OG0004521	LOC6592912|XP_002018580.1|DPER	LOC6529089|XP_002090102.1|DYAK
OG0004522	LOC6597297|XP_002022438.1|DPER	LOC6525265|XP_002101101.1|DYAK
OG0004523	LOC6595043|XP_002020370.1|DPER	LOC6538983|XP_002099485.2|DYAK
OG0004524	LOC6600789|XP_002025812.1|DPER	LOC6524376|XP_002100234.1|DYAK
OG0004525	LOC6598511|XP_002023550.1|DPER	LOC6524644|XP_002100501.1|DYAK
OG0004526	LOC6599896|XP_026849231.1|DPER	LOC6524179|XP_015045549.2|DYAK
OG0004527	LOC6598574|XP_002023637.1|DPER	LOC6524373|XP_002100231.1|DYAK
OG0004528	LOC6599381|XP_002024555.1|DPER	LOC6526089|XP_002101906.1|DYAK
OG0004529	LOC6600358|XP_026848378.1|DPER	LOC6524099|XP_002099963.2|DYAK
OG0004530	LOC6598139|XP_026846289.1|DPER	LOC6524973|XP_002100813.1|DYAK
OG0004531	LOC113567377|XP_026850828.1|DPER	LOC6537746|XP_039232540.1|DYAK
OG0004532	LOC6597583|XP_026848859.1|DPER	LOC6524812|XP_002100654.3|DYAK
OG0004533	LOC6597694|XP_026846424.1|DPER	LOC6524562|XP_002100419.1|DYAK
OG0004534	LOC6603565|XP_026845797.1|DPER	LOC6531385|XP_002092188.1|DYAK
OG0004535	LOC6599709|XP_002024894.1|DPER	LOC6534449|XP_002095126.1|DYAK
OG0004536	LOC6599373|XP_026847229.1|DPER	LOC6526096|XP_039230446.1|DYAK
OG0004537	LOC6604223|XP_026849216.1|DPER	LOC6524079|XP_002099943.1|DYAK
OG0004538	LOC6593025|XP_002018218.1|DPER	LOC6531878|XP_015051592.1|DYAK
OG0004539	LOC6595077|XP_002020341.1|DPER	LOC6535803|XP_015047362.1|DYAK
OG0004540	LOC6599213|XP_026848236.1|DPER	LOC6526042|XP_002101859.1|DYAK
OG0004541	LOC6589902|XP_002016386.1|DPER	LOC6531147|XP_002091976.1|DYAK
OG0004542	LOC6599960|XP_026849207.1|DPER	LOC6525218|XP_002101056.1|DYAK
OG0004543	LOC6596797|XP_026849905.1|DPER	LOC6524171|XP_039227419.1|DYAK
OG0004544	LOC6598142|XP_026846227.1|DPER	LOC6523800|XP_039233731.1|DYAK
OG0004545	LOC6587369|XP_026839909.1|DPER	LOC6537725|XP_015048473.1|DYAK
OG0004546	LOC6590102|XP_002015658.1|DPER	LOC6529986|XP_002090932.1|DYAK
OG0004547	LOC6600689|XP_026845172.1|DPER	LOC6524478|XP_002100335.1|DYAK
OG0004548	LOC6597448|XP_002022390.2|DPER	LOC6525205|XP_002101043.1|DYAK
OG0004549	LOC6600100|XP_026846708.1|DPER	LOC6523826|XP_002099701.1|DYAK
OG0004550	LOC6600415|XP_026848400.1|DPER	LOC6525367|XP_015046269.2|DYAK
OG0004551	LOC6593107|XP_002018336.1|DPER	LOC6530815|XP_002091698.1|DYAK
OG0004552	LOC6596852|XP_026845865.1|DPER	LOC6525752|XP_039232950.1|DYAK
OG0004553	LOC6602492|XP_002027520.1|DPER	LOC6532682|XP_002093426.1|DYAK
OG0004554	LOC6598404|XP_002023648.2|DPER	LOC6524361|XP_002100219.1|DYAK
OG0004555	LOC6598405|XP_002023649.1|DPER	LOC6524360|XP_002100218.1|DYAK
OG0004556	LOC6603068|XP_026847078.1|DPER	LOC6525861|XP_002101681.1|DYAK
OG0004557	LOC6597560|XP_026848951.1|DPER	LOC6524286|XP_039230120.1|DYAK
OG0004558	LOC6600187|XP_002025318.2|DPER	LOC6526222|XP_002102031.1|DYAK
OG0004559	LOC6587890|XP_002013692.1|DPER	LOC6537933|XP_002098473.1|DYAK
OG0004560	LOC113564936|XP_026840268.1|DPER	LOC6540146|XP_039233134.1|DYAK
OG0004561	LOC6588657|XP_026841857.1|DPER	LOC6537289|XP_002097847.1|DYAK
OG0004562	LOC6587732|XP_002012759.1|DPER	LOC6537792|XP_002098333.1|DYAK
OG0004563	LOC6587810|XP_002014060.2|DPER	LOC6537176|XP_015048180.1|DYAK
OG0004564	LOC6594419|XP_002019683.1|DPER	LOC6535747|XP_002096370.1|DYAK
OG0004565	LOC6588315|XP_026851131.1|DPER	LOC6537265|XP_002097823.1|DYAK
OG0004566	LOC6599229|XP_026848337.1|DPER	LOC6526026|XP_002101843.1|DYAK
OG0004567	LOC6599976|XP_026845138.1|DPER	LOC6525358|XP_002101194.1|DYAK
OG0004568	LOC6596746|XP_002021929.2|DPER	LOC6523931|XP_002099803.1|DYAK
OG0004569	LOC6591594|XP_026839905.1|DPER	LOC6535290|XP_002095946.2|DYAK
OG0004570	LOC6590737|XP_002016000.2|DPER	LOC6531440|XP_002092243.1|DYAK
OG0004571	LOC6601774|XP_026846949.1|DPER	LOC6525798|XP_002101619.1|DYAK
OG0004572	LOC6595540|XP_002020628.1|DPER	LOC6526823|XP_002087924.1|DYAK
OG0004573	LOC6588438|XP_002013854.1|DPER	LOC6535593|XP_039231303.1|DYAK
OG0004574	LOC6599251|XP_002024277.1|DPER	LOC6525507|XP_002101342.1|DYAK
OG0004575	LOC6599250|XP_026848298.1|DPER	LOC6525508|XP_002101343.1|DYAK
OG0004576	LOC6587808|XP_002013394.1|DPER	LOC6536206|XP_002096797.1|DYAK
OG0004577	LOC6588081|XP_002013153.1|DPER	LOC6536988|XP_002097557.1|DYAK
OG0004578	LOC6598209|XP_026846136.1|DPER	LOC6525059|XP_002100898.1|DYAK
OG0004579	LOC6588854|XP_026843899.1|DPER	LOC6526711|XP_039226790.1|DYAK
OG0004580	LOC6587748|XP_002014046.1|DPER	LOC6536950|XP_002097519.1|DYAK
OG0004581	LOC6587983|XP_002013728.1|DPER	LOC6537198|XP_002097756.3|DYAK
OG0004582	LOC6595059|XP_026851228.1|DPER	LOC6538950|XP_039231448.1|DYAK
OG0004583	LOC6600656|XP_002025740.1|DPER	LOC6525897|XP_002101717.1|DYAK
OG0004584	LOC6593128|XP_002018102.1|DPER	LOC6530454|XP_002091370.1|DYAK
OG0004585	LOC6595003|XP_002020460.1|DPER	LOC6537976|XP_002098513.1|DYAK
OG0004586	LOC6599098|XP_002024423.1|DPER	LOC6524187|XP_002100050.1|DYAK
OG0004587	LOC6595097|XP_002020375.1|DPER	LOC6538977|XP_002099480.3|DYAK
OG0004588	LOC6595095|XP_002020373.1|DPER	LOC6538979|XP_002099482.1|DYAK
OG0004589	LOC6600193|XP_026846676.1|DPER	LOC6526217|XP_039227103.1|DYAK
OG0004590	LOC6587899|XP_026840204.1|DPER	LOC6538005|XP_015048606.1|DYAK
OG0004591	LOC6587818|XP_002012829.2|DPER	LOC6538009|XP_002098544.1|DYAK
OG0004592	LOC6599304|XP_002024233.1|DPER	LOC6524715|XP_002100559.1|DYAK
OG0004593	LOC6598304|XP_002023506.1|DPER	LOC6525521|XP_002101356.1|DYAK
OG0004594	LOC6602664|XP_002027704.2|DPER	LOC6525296|XP_039232021.1|DYAK
OG0004595	LOC6597618|XP_002022756.1|DPER	LOC6524823|XP_002100665.1|DYAK
OG0004596	LOC6598141|XP_002023478.2|DPER	LOC6523798|XP_002099673.1|DYAK
OG0004597	LOC6597569|XP_002022786.1|DPER	LOC6525721|XP_002101543.1|DYAK
OG0004598	LOC6601924|XP_026848762.1|DPER	LOC6534428|XP_002095105.1|DYAK
OG0004599	LOC6588900|XP_002014985.1|DPER	LOC6526742|XP_002087845.2|DYAK
OG0004600	LOC6600350|XP_002025509.2|DPER	LOC6525550|XP_002101385.1|DYAK
OG0004601	LOC6600339|XP_026848424.1|DPER	LOC6525542|XP_002101377.3|DYAK
OG0004602	LOC6597216|XP_026846422.1|DPER	LOC6525990|XP_002101808.1|DYAK
OG0004603	LOC6589589|XP_002014562.1|DPER	LOC6526327|XP_002087449.1|DYAK
OG0004604	LOC6598247|XP_002023417.2|DPER	LOC6525221|XP_002101059.1|DYAK
OG0004605	LOC6597687|XP_026846433.1|DPER	LOC6525919|XP_039232182.1|DYAK
OG0004606	LOC6594623|XP_002019469.2|DPER	LOC6535738|XP_002096361.1|DYAK
OG0004607	LOC6599986|XP_026849152.1|DPER	LOC6524298|XP_002100157.1|DYAK
OG0004608	LOC6599115|XP_026849249.1|DPER	LOC6524987|XP_015046024.1|DYAK
OG0004609	LOC6599351|XP_002024474.1|DPER	LOC6524965|XP_002100805.1|DYAK
OG0004610	LOC6595328|XP_026844017.1|DPER	LOC6538912|XP_002099416.1|DYAK
OG0004611	LOC6594783|XP_002020537.1|DPER	LOC6538888|XP_039231216.1|DYAK
OG0004612	LOC6594782|XP_026843346.1|DPER	LOC6538889|XP_002099393.1|DYAK
OG0004613	LOC6587987|XP_002013726.1|DPER	LOC6537196|XP_002097754.1|DYAK
OG0004614	LOC6602687|XP_002027697.1|DPER	LOC6524638|XP_002100495.1|DYAK
OG0004615	LOC113566686|XP_026849215.1|DPER	LOC6524293|XP_015045590.1|DYAK
OG0004616	LOC6599954|XP_002025031.1|DPER	LOC6525229|XP_002101067.1|DYAK
OG0004617	LOC6589115|XP_002015234.1|DPER	LOC6530312|XP_002091239.1|DYAK
OG0004618	LOC6594880|XP_002019999.1|DPER	LOC6537776|XP_002098317.2|DYAK
OG0004619	LOC6588651|XP_002013219.2|DPER	LOC6537689|XP_002098234.2|DYAK
OG0004620	LOC6588097|XP_002012857.1|DPER	LOC6535654|XP_002096282.3|DYAK
OG0004621	LOC6594312|XP_002019355.1|DPER	LOC6537381|XP_015048307.1|DYAK
OG0004622	LOC6588261|XP_026839973.1|DPER	LOC6535551|XP_039231359.1|DYAK
OG0004623	LOC6595134|XP_002020300.1|DPER	LOC6538018|XP_002098553.1|DYAK
OG0004624	LOC6592050|XP_002017163.1|DPER	LOC6537470|XP_002098026.1|DYAK
OG0004625	LOC6600398|XP_026848396.1|DPER	LOC6524785|XP_039226058.1|DYAK
OG0004626	LOC6602761|XP_026847720.1|DPER	LOC6523829|XP_039233301.1|DYAK
OG0004627	LOC6601879|XP_026849383.1|DPER	LOC6532908|XP_039230101.1|DYAK
OG0004628	LOC6596760|XP_002021913.1|DPER	LOC6523947|XP_002099819.1|DYAK
OG0004629	LOC6588312|XP_002012909.1|DPER	LOC6537277|XP_002097835.1|DYAK
OG0004630	LOC6595297|XP_002020512.2|DPER	LOC6537981|XP_015048596.1|DYAK
OG0004632	LOC6588512|XP_026840172.1|DPER	LOC120321732|XP_039231298.1|DYAK
OG0004633	LOC6595131|XP_002020297.2|DPER	LOC6538021|XP_039231868.1|DYAK
OG0004634	LOC6595160|XP_002020287.1|DPER	LOC6538033|XP_002098568.1|DYAK
OG0004635	LOC6597911|XP_026846990.1|DPER	LOC6525935|XP_015046545.1|DYAK
OG0004636	LOC6598261|XP_002023319.2|DPER	LOC6525859|XP_039233430.1|DYAK
OG0004637	LOC6603583|XP_026846689.1|DPER	LOC6526243|XP_002099651.1|DYAK
OG0004638	LOC6597458|XP_026849292.1|DPER	LOC6525865|XP_039226085.1|DYAK
OG0004639	LOC6587334|XP_002013012.1|DPER	LOC6538312|XP_002098839.1|DYAK
OG0004640	LOC6587326|XP_026850733.1|DPER	LOC6538314|XP_002098841.2|DYAK
OG0004641	LOC6600201|XP_002025301.2|DPER	LOC6524589|XP_002100446.1|DYAK
OG0004642	LOC6603582|XP_002028560.1|DPER	LOC6532530|XP_002093276.1|DYAK
OG0004643	LOC6591792|XP_002017392.1|DPER	LOC6536286|XP_002096872.1|DYAK
OG0004644	LOC6597666|XP_002022843.1|DPER	LOC6525194|XP_002101032.1|DYAK
OG0004645	LOC6588977|XP_002014569.1|DPER	LOC6526321|XP_002087443.1|DYAK
OG0004646	LOC6594742|XP_002020394.1|DPER	LOC6538962|XP_002099465.1|DYAK
OG0004647	LOC6597585|XP_002022772.2|DPER	LOC6524810|XP_002100652.1|DYAK
OG0004648	LOC6601734|XP_002026792.2|DPER	LOC6525821|XP_002101641.1|DYAK
OG0004649	LOC6600056|XP_002025071.2|DPER	LOC6524774|XP_002100618.1|DYAK
OG0004650	LOC6588804|XP_002015125.1|DPER	LOC6527244|XP_002088338.1|DYAK
OG0004651	LOC6594851|XP_002020059.2|DPER	LOC6535432|XP_002096081.3|DYAK
OG0004652	LOC6588290|XP_002012970.1|DPER	LOC6538204|XP_039231968.1|DYAK
OG0004653	LOC6595838|XP_002021427.1|DPER	LOC6535122|XP_002095784.2|DYAK
OG0004654	LOC6589161|XP_002014892.1|DPER	LOC6526522|XP_002087632.2|DYAK
OG0004655	LOC6587252|XP_002013551.2|DPER	LOC6537957|XP_002098494.3|DYAK
OG0004656	LOC6601749|XP_026846947.1|DPER	LOC6525781|XP_002101602.1|DYAK
OG0004657	LOC6594296|XP_002019944.1|DPER	LOC120321926|XP_039232128.1|DYAK
OG0004658	LOC6588203|XP_002012882.1|DPER	LOC6536508|XP_002097085.1|DYAK
OG0004659	LOC6594860|XP_002020068.1|DPER	LOC6537876|XP_002098417.1|DYAK
OG0004660	LOC6587403|XP_002013492.1|DPER	LOC6537723|XP_039231908.1|DYAK
OG0004661	LOC6587520|XP_002013073.1|DPER	LOC6535430|XP_002096079.2|DYAK
OG0004662	LOC6591840|XP_002017208.2|DPER	LOC6537027|XP_002097594.1|DYAK
OG0004663	LOC6597510|XP_002022658.1|DPER	LOC6524150|XP_002100013.1|DYAK
OG0004664	LOC6597529|XP_026849285.1|DPER	LOC6524149|XP_002100012.1|DYAK
OG0004665	LOC6597559|XP_002022808.2|DPER	LOC6524287|XP_015045586.1|DYAK
OG0004666	LOC6588207|XP_002013743.1|DPER	LOC6536429|XP_002097011.1|DYAK
OG0004667	LOC6588123|XP_002013748.1|DPER	LOC6536434|XP_002097016.1|DYAK
OG0004668	LOC6597577|XP_026848921.1|DPER	LOC6524815|XP_039229463.1|DYAK
OG0004669	LOC6593429|XP_002019114.1|DPER	LOC6527012|XP_002088107.1|DYAK
OG0004670	LOC6591719|XP_002017412.1|DPER	LOC6538456|XP_002098980.3|DYAK
OG0004671	LOC6598707|XP_002023886.2|DPER	LOC6536831|XP_002097401.1|DYAK
OG0004672	LOC6588416|XP_002013939.2|DPER	LOC6537285|XP_039231312.1|DYAK
OG0004673	LOC6587519|XP_002013531.1|DPER	LOC6539048|XP_002099550.1|DYAK
OG0004674	LOC6595192|XP_026841641.1|DPER	LOC6538241|XP_015048722.1|DYAK
OG0004675	LOC6595120|XP_026851037.1|DPER	LOC6538245|XP_002098772.1|DYAK
OG0004676	LOC6587776|XP_002013278.1|DPER	LOC6537562|XP_002098108.1|DYAK
OG0004677	LOC6588452|XP_026846348.1|DPER	LOC6538791|XP_039232715.1|DYAK
OG0004678	LOC6588451|XP_002013462.1|DPER	LOC6538792|XP_002099305.1|DYAK
OG0004679	LOC6604379|XP_002029282.2|DPER	LOC6535642|XP_039231452.1|DYAK
OG0004680	LOC6587605|XP_026840607.1|DPER	LOC6537456|XP_015048357.1|DYAK
OG0004681	LOC6587562|XP_002013535.1|DPER	LOC6536213|XP_002096804.1|DYAK
OG0004682	LOC6595509|XP_002020614.2|DPER	LOC6526833|XP_002087933.1|DYAK
OG0004683	LOC6587576|XP_002013900.1|DPER	LOC6536910|XP_002097479.1|DYAK
OG0004684	LOC6588082|XP_002013754.2|DPER	LOC6536440|XP_002097021.1|DYAK
OG0004685	LOC6594984|XP_026840058.1|DPER	LOC6538051|XP_039231830.1|DYAK
OG0004686	LOC6594009|XP_002019631.1|DPER	LOC6536299|XP_002096883.1|DYAK
OG0004687	LOC6594987|XP_026844885.1|DPER	LOC6538047|XP_002098582.1|DYAK
OG0004688	LOC6594045|XP_026850301.1|DPER	LOC26535920|XP_002097109.1|DYAK
OG0004689	LOC6594995|XP_002020161.1|DPER	LOC6537915|XP_002098455.1|DYAK
OG0004690	LOC6591745|XP_026840468.1|DPER	LOC6536150|XP_002096751.1|DYAK
OG0004691	LOC6587772|XP_026851049.1|DPER	LOC6538098|XP_002098632.1|DYAK
OG0004692	LOC6587769|XP_026848896.1|DPER	LOC6537942|XP_002098482.1|DYAK
OG0004693	LOC6587747|XP_026840273.1|DPER	LOC6537947|XP_015048580.1|DYAK
OG0004694	LOC6591408|XP_026849814.1|DPER	LOC6538582|XP_002099104.1|DYAK
OG0004695	LOC6595122|XP_026850738.1|DPER	LOC6538247|XP_015048730.1|DYAK
OG0004696	LOC6587938|XP_002013705.1|DPER	LOC6535857|XP_002096476.1|DYAK
OG0004697	LOC6604248|XP_026846745.1|DPER, LOC6604475|XP_026846746.1|DPER	LOC6524912|XP_002100752.1|DYAK
OG0004698	LOC6600026|XP_026849211.1|DPER	LOC6525586|XP_002101421.1|DYAK
OG0004699	LOC113566459|XP_026847904.1|DPER	LOC6536530|XP_002097106.1|DYAK
OG0004700	LOC6594381|XP_026850774.1|DPER	LOC6535271|XP_039231711.1|DYAK
OG0004701	LOC6591418|XP_002016944.1|DPER	LOC6535890|XP_039232335.1|DYAK
OG0004702	LOC6587338|XP_002013479.1|DPER	LOC6538805|XP_002099318.2|DYAK
OG0004703	LOC6595017|XP_002020170.1|DPER	LOC6537907|XP_002098447.1|DYAK
OG0004704	LOC6594803|XP_002020218.1|DPER	LOC6538671|XP_002099191.1|DYAK
OG0004705	LOC6598787|XP_002023898.1|DPER	LOC6536406|XP_002096988.1|DYAK
OG0004706	LOC6599485|XP_002024605.1|DPER	LOC6533415|XP_002094133.1|DYAK
OG0004707	LOC113565487|XP_026843446.1|DPER	LOC6527016|XP_002088111.1|DYAK
OG0004708	LOC6594161|XP_002019570.1|DPER	LOC6535996|XP_039231604.1|DYAK
OG0004709	LOC6587830|XP_026850860.1|DPER	LOC6537646|XP_002098191.1|DYAK
OG0004710	LOC6587485|XP_026840308.1|DPER	LOC6537319|XP_039232241.1|DYAK
OG0004711	LOC6598656|XP_026840067.1|DPER	LOC6538343|XP_002098868.1|DYAK
OG0004712	LOC6587673|XP_002013160.1|DPER	LOC6536980|XP_002097549.1|DYAK
OG0004713	LOC6587597|XP_002013432.1|DPER	LOC6538768|XP_002099282.1|DYAK
OG0004714	LOC113564958|XP_026840524.1|DPER	LOC26534737|XP_015049017.1|DYAK
OG0004715	LOC6598115|XP_002023271.1|DPER	LOC6528224|XP_002089286.1|DYAK
OG0004716	LOC6588513|XP_026851088.1|DPER	LOC6538778|XP_002099292.2|DYAK
OG0004717	LOC6602852|XP_026845936.1|DPER	LOC6525980|XP_039228445.1|DYAK
OG0004718	LOC6589035|XP_002015082.1|DPER	LOC6526713|XP_002087816.1|DYAK
OG0004719	LOC6595171|XP_026840217.1|DPER	LOC6538937|XP_015049126.2|DYAK
OG0004720	LOC6588492|XP_002013474.1|DPER	LOC6538800|XP_002099313.1|DYAK
OG0004721	LOC6588154|XP_026846274.1|DPER	LOC6538206|XP_002098734.1|DYAK
OG0004722	LOC6595236|XP_026849720.1|DPER	LOC6538063|XP_002098598.1|DYAK
OG0004723	LOC6597337|XP_002022525.1|DPER	LOC6525103|XP_002100942.1|DYAK
OG0004724	LOC6588638|XP_002013969.2|DPER	LOC6535607|XP_002096235.1|DYAK
OG0004725	LOC6598655|XP_026846580.1|DPER	LOC6538342|XP_002098867.1|DYAK
OG0004726	LOC6595125|XP_026847032.1|DPER	LOC6538251|XP_002098778.1|DYAK
