Orthogroup	DPER.longest_only	DNOV.longest_only
OG0003907	LOC6589523|XP_026844051.1|DPER	LOC115765900|XP_030565502.1|DNOV
OG0003908	LOC6589524|XP_002015047.2|DPER	LOC115765902|XP_030565505.1|DNOV
OG0003909	LOC6601264|XP_002026393.1|DPER	LOC115762230|XP_030560227.1|DNOV
OG0003910	LOC113566122|XP_026846049.1|DPER	LOC115762234|XP_030560236.1|DNOV
OG0003911	LOC6588698|XP_002015033.1|DPER	LOC115768541|XP_030569007.1|DNOV
OG0003912	LOC6596503|XP_002021577.1|DPER	LOC115763054|XP_030561339.1|DNOV
OG0003913	LOC6597949|XP_026843409.1|DPER	LOC115769264|XP_030569834.1|DNOV
OG0003915	LOC6599902|XP_002025015.1|DPER	LOC115768977|XP_030569553.1|DNOV
OG0003916	LOC6595559|XP_026844164.1|DPER	LOC115758403|XP_030554911.1|DNOV
OG0003917	LOC6593950|XP_026843257.1|DPER	LOC115765915|XP_030565521.1|DNOV
OG0003918	LOC6589691|XP_002015204.2|DPER	LOC115760199|XP_030557291.1|DNOV
OG0003919	LOC6596303|XP_026843502.1|DPER	LOC115758788|XP_030555418.1|DNOV
OG0003920	LOC6590608|XP_002016473.2|DPER	LOC115762144|XP_030560115.1|DNOV
OG0003921	LOC6589497|XP_026844649.1|DPER	LOC115763203|XP_030561528.1|DNOV
OG0003922	LOC6589765|XP_026844450.1|DPER	LOC115758844|XP_030555484.1|DNOV
OG0003923	LOC6602017|XP_002027045.1|DPER	LOC115766718|XP_030566514.1|DNOV
OG0003924	LOC6590380|XP_002015482.1|DPER	LOC115760626|XP_030557937.1|DNOV
OG0003925	LOC6596363|XP_026843196.1|DPER	LOC115758610|XP_030555201.1|DNOV
OG0003926	LOC6596513|XP_026843749.1|DPER	LOC115758431|XP_030554947.1|DNOV
OG0003927	LOC6589158|XP_002014889.2|DPER	LOC115760182|XP_030557271.1|DNOV
OG0003928	LOC6593979|XP_002019021.1|DPER	LOC115759860|XP_030556824.1|DNOV
OG0003929	LOC6588802|XP_002015123.1|DPER	LOC115759203|XP_030555949.1|DNOV
OG0003930	LOC6593418|XP_002019124.1|DPER	LOC115760084|XP_030557128.1|DNOV
OG0003931	LOC6593544|XP_026843304.1|DPER	LOC115759783|XP_030556711.1|DNOV
OG0003932	LOC6592603|XP_026842159.1|DPER	LOC115760724|XP_030558058.1|DNOV
OG0003933	LOC6588915|XP_002014811.1|DPER	LOC115768558|XP_030569031.1|DNOV
OG0003934	LOC6593881|XP_026843376.1|DPER	LOC115758962|XP_030555625.1|DNOV
OG0003935	LOC6600797|XP_002025968.1|DPER	LOC115760879|XP_030558301.1|DNOV
OG0003936	LOC6600796|XP_002025967.1|DPER	LOC115760748|XP_030558085.1|DNOV
OG0003937	LOC6590475|XP_002016661.1|DPER	LOC115762244|XP_030560249.1|DNOV
OG0003938	LOC6596357|XP_026843060.1|DPER	LOC115759758|XP_030556667.1|DNOV
OG0003939	LOC6589862|XP_002015167.1|DPER	LOC115758530|XP_030555081.1|DNOV
OG0003940	LOC6596351|XP_002021489.1|DPER	LOC115758518|XP_030555071.1|DNOV
OG0003941	LOC6596354|XP_002021492.1|DPER	LOC115760082|XP_030557124.1|DNOV
OG0003942	LOC6589184|XP_026844227.1|DPER	LOC115758712|XP_030555321.1|DNOV
OG0003943	LOC6596359|XP_002021497.1|DPER	LOC115758332|XP_030554762.1|DNOV
OG0003944	LOC6589379|XP_002015051.1|DPER	LOC115759916|XP_030556909.1|DNOV
OG0003945	LOC6592560|XP_002018242.1|DPER	LOC115760644|XP_030557966.1|DNOV
OG0003946	LOC6598062|XP_002023155.1|DPER	LOC115763474|XP_030561918.1|DNOV
OG0003947	LOC6598076|XP_002023135.1|DPER	LOC115763496|XP_030561949.1|DNOV
OG0003948	LOC6595663|XP_002020785.1|DPER	LOC115760276|XP_030557407.1|DNOV
OG0003949	LOC6595661|XP_002020783.2|DPER	LOC115760272|XP_030557402.1|DNOV
OG0003950	LOC6589628|XP_026844153.1|DPER, LOC113565871|XP_026845032.1|DPER	LOC115758927|XP_030555585.1|DNOV
OG0003951	LOC6589740|XP_002014238.1|DPER	LOC115759197|XP_030555936.1|DNOV
OG0003952	LOC6589007|XP_002015145.1|DPER	LOC115758570|XP_030555142.1|DNOV
OG0003953	LOC6593729|XP_002019107.1|DPER	LOC115760259|XP_030557381.1|DNOV
OG0003954	LOC6601912|XP_026849341.1|DPER	LOC115762821|XP_030561042.1|DNOV
OG0003955	LOC113565658|XP_026844117.1|DPER, LOC113565657|XP_026844116.1|DPER	LOC115763097|XP_030561395.1|DNOV
OG0003956	LOC6588807|XP_026844241.1|DPER	LOC115767700|XP_030567853.1|DNOV
OG0003957	LOC6599487|XP_002024584.1|DPER	LOC115770988|XP_030572339.1|DNOV
OG0003958	LOC6599362|XP_002024485.1|DPER	LOC115766412|XP_030566191.1|DNOV
OG0003959	LOC6593083|XP_002017896.2|DPER	LOC115762225|XP_030560220.1|DNOV
OG0003960	LOC6600126|XP_002025293.1|DPER	LOC115767836|XP_030568038.1|DNOV
OG0003961	LOC6589528|XP_002015016.1|DPER	LOC115758801|XP_030555435.1|DNOV
OG0003962	LOC6596517|XP_002021512.2|DPER	LOC115758432|XP_030554948.1|DNOV
OG0003963	LOC6597975|XP_026843351.1|DPER	LOC115763456|XP_030561888.1|DNOV
OG0003964	LOC6589057|XP_002014545.1|DPER	LOC115760165|XP_030557245.1|DNOV
OG0003965	LOC6602227|XP_026843815.1|DPER	LOC115760123|XP_030557181.1|DNOV
OG0003966	LOC6597973|XP_002023111.1|DPER	LOC115758466|XP_030554999.1|DNOV
OG0003967	LOC6593206|XP_026842795.1|DPER	LOC115760555|XP_030557812.1|DNOV
OG0003968	LOC6593209|XP_002018038.1|DPER	LOC115761017|XP_030558492.1|DNOV
OG0003969	LOC6590867|XP_026840740.1|DPER	LOC115759959|XP_030556965.1|DNOV
OG0003970	LOC6589870|XP_002014583.1|DPER	LOC115765888|XP_030565489.1|DNOV
OG0003971	LOC6588711|XP_026844462.1|DPER	LOC115759756|XP_030556658.1|DNOV
OG0003972	LOC6596987|XP_002022234.2|DPER	LOC115770536|XP_030571700.1|DNOV
OG0003973	LOC6592285|XP_002018404.1|DPER	LOC115762115|XP_030560079.1|DNOV
OG0003974	LOC6592200|XP_002017835.1|DPER	LOC115758011|XP_030554367.1|DNOV
OG0003975	LOC6593495|XP_026843242.1|DPER	LOC115763086|XP_030561384.1|DNOV
OG0003976	LOC6593323|XP_002018945.1|DPER	LOC115763448|XP_030561877.1|DNOV
OG0003977	LOC6593591|XP_002018882.1|DPER	LOC115763513|XP_030561971.1|DNOV
OG0003978	LOC6602378|XP_002027382.1|DPER	LOC115769808|XP_030570636.1|DNOV
OG0003979	LOC6596456|XP_002021626.1|DPER	LOC115765453|XP_030564877.1|DNOV
OG0003980	LOC6594455|XP_002019706.1|DPER	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV
OG0003981	LOC6589684|XP_002014769.1|DPER	LOC115765568|XP_030565072.1|DNOV
OG0003982	LOC6597968|XP_026843234.1|DPER	LOC115769232|XP_030569804.1|DNOV
OG0003983	LOC6603517|XP_002028495.2|DPER	LOC115763384|XP_030561784.1|DNOV
OG0003984	LOC6589552|XP_026843907.1|DPER	LOC115759146|XP_030555858.1|DNOV
OG0003985	LOC113565463|XP_026843327.1|DPER	LOC115759145|XP_030555857.1|DNOV
OG0003986	LOC6589313|XP_026844696.1|DPER	LOC115760153|XP_030557224.1|DNOV
OG0003987	LOC6589075|XP_026844014.1|DPER	LOC115759774|XP_030556701.1|DNOV
OG0003988	LOC6589830|XP_002014709.1|DPER	LOC115758889|XP_030555545.1|DNOV
OG0003989	LOC6589421|XP_002014541.1|DPER	LOC115760164|XP_030557241.1|DNOV
OG0003990	LOC6593746|XP_002018850.1|DPER	LOC115759052|XP_030555736.1|DNOV
OG0003991	LOC6595354|XP_026844296.1|DPER, LOC6604533|XP_026845163.1|DPER	LOC115763344|XP_030561716.1|DNOV
OG0003992	LOC6595507|XP_002020612.1|DPER	LOC115763106|XP_030561409.1|DNOV
OG0003993	LOC6595545|XP_026844725.1|DPER	LOC115760106|XP_030557158.1|DNOV
OG0003994	LOC6587589|XP_002013647.1|DPER	LOC115764635|XP_030563664.1|DNOV
OG0003995	LOC6590643|XP_002016604.1|DPER	LOC115760624|XP_030557934.1|DNOV
OG0003996	LOC6590011|XP_026842093.1|DPER	LOC115760944|XP_030558385.1|DNOV
OG0003997	LOC6593645|XP_026843453.1|DPER	LOC115759906|XP_030556891.1|DNOV
OG0003998	LOC6589200|XP_026844756.1|DPER	LOC115759715|XP_030556576.1|DNOV
OG0003999	LOC6597969|XP_002023107.1|DPER	LOC115758711|XP_030555320.1|DNOV
OG0004000	LOC6597300|XP_026846410.1|DPER	LOC115767290|XP_030567382.1|DNOV
OG0004001	LOC6590018|XP_002016572.1|DPER	LOC115760484|XP_030557684.1|DNOV
OG0004002	LOC6596531|XP_002021728.1|DPER	LOC115763015|XP_030561266.1|DNOV
OG0004003	LOC6604572|XP_026844939.1|DPER	LOC115758556|XP_030555115.1|DNOV
OG0004004	LOC6588888|XP_002014857.1|DPER	LOC115758768|XP_030555391.1|DNOV
OG0004005	LOC6593677|XP_026843145.1|DPER	LOC115765955|XP_030565563.1|DNOV
OG0004006	LOC6589369|XP_002015253.1|DPER	LOC115762983|XP_030561225.1|DNOV
OG0004007	LOC6589034|XP_002015081.1|DPER	LOC115759104|XP_030555802.1|DNOV
OG0004008	LOC6593600|XP_026843736.1|DPER	LOC115758370|XP_030554819.1|DNOV
OG0004009	LOC6596522|XP_026843080.1|DPER	LOC115758502|XP_030555048.1|DNOV
OG0004010	LOC6597999|XP_026843480.1|DPER	LOC115769300|XP_030569887.1|DNOV
OG0004011	LOC6593860|XP_002018930.1|DPER	LOC115763171|XP_030561485.1|DNOV
OG0004012	LOC6594870|XP_026850614.1|DPER	LOC115772102|XP_030573927.1|DNOV
OG0004013	LOC6598107|XP_002023248.1|DPER	LOC115769260|XP_030569830.1|DNOV
OG0004014	LOC6596986|XP_002022233.2|DPER	LOC115770187|XP_030571208.1|DNOV
OG0004015	LOC6602237|XP_002027267.1|DPER	LOC115758443|XP_030554963.1|DNOV
OG0004016	LOC6588727|XP_002014369.2|DPER	LOC115763962|XP_030562620.1|DNOV
OG0004017	LOC6595553|XP_026844768.1|DPER	LOC115765903|XP_030565506.1|DNOV
OG0004018	LOC6591147|XP_002015570.1|DPER	LOC115762490|XP_030560586.1|DNOV
OG0004019	LOC6589483|XP_002015239.1|DPER	LOC115759779|XP_030556706.1|DNOV
OG0004020	LOC6589518|XP_002015192.1|DPER	LOC115758863|XP_030555512.1|DNOV
OG0004021	LOC6589410|XP_002015198.1|DPER	LOC115759023|XP_030555695.1|DNOV
OG0004022	LOC6595557|XP_002020905.1|DPER	LOC115758402|XP_030554909.1|DNOV
OG0004023	LOC6590241|XP_026842543.1|DPER	LOC115767424|XP_030567560.1|DNOV
OG0004024	LOC6588881|XP_026844447.1|DPER	LOC115760042|XP_030557070.1|DNOV
OG0004025	LOC6603510|XP_002028489.1|DPER, LOC6588674|XP_002014469.1|DPER	LOC115760072|XP_030557111.1|DNOV
OG0004026	LOC6589372|XP_026844160.1|DPER	LOC115759037|XP_030555719.1|DNOV
OG0004027	LOC6593156|XP_002018330.2|DPER	LOC115764448|XP_030563317.1|DNOV
OG0004028	LOC6589322|XP_002014282.1|DPER	LOC115763494|XP_030561946.1|DNOV
OG0004029	LOC6593949|XP_002019013.1|DPER	LOC115763413|XP_030561825.1|DNOV
OG0004030	LOC6590495|XP_026841694.1|DPER	LOC115758024|XP_030554393.1|DNOV
OG0004031	LOC6589546|XP_002015074.2|DPER	LOC115759252|XP_030556013.1|DNOV
OG0004032	LOC6597992|XP_026843082.1|DPER	LOC115763610|XP_030562098.1|DNOV
OG0004033	LOC6589223|XP_026844933.1|DPER	LOC115763586|XP_030562065.1|DNOV
OG0004034	LOC6588703|XP_002014944.1|DPER	LOC115766011|XP_030565643.1|DNOV
OG0004035	LOC6596358|XP_026842938.1|DPER	LOC115758395|XP_030554888.1|DNOV
OG0004036	LOC6596501|XP_002021575.1|DPER	LOC115763138|XP_030561442.1|DNOV
OG0004037	LOC6602261|XP_026843390.1|DPER	LOC115758858|XP_030555506.1|DNOV
OG0004038	LOC6589378|XP_002015050.1|DPER	LOC115765911|XP_030565517.1|DNOV
OG0004039	LOC6589452|XP_026844175.1|DPER	LOC115759955|XP_030556958.1|DNOV
OG0004040	LOC6590000|XP_002016050.1|DPER	LOC115759544|XP_030556362.1|DNOV
OG0004041	LOC6600672|XP_026848699.1|DPER	LOC115765274|XP_030564624.1|DNOV
OG0004042	LOC6601674|XP_002026739.2|DPER	LOC115771066|XP_030572478.1|DNOV
OG0004043	LOC6596652|XP_002021660.1|DPER	LOC115760093|XP_030557137.1|DNOV
OG0004044	LOC6597486|XP_002022722.1|DPER	LOC115768816|XP_030569374.1|DNOV
OG0004045	LOC6589602|XP_002014309.1|DPER	LOC115763023|XP_030561281.1|DNOV
OG0004046	LOC6588979|XP_002014571.1|DPER	LOC115765843|XP_030565429.1|DNOV
OG0004047	LOC6595445|XP_002020866.1|DPER	LOC115759836|XP_030556789.1|DNOV
OG0004048	LOC6589169|XP_002015026.1|DPER	LOC115768560|XP_030569034.1|DNOV
OG0004049	LOC6589791|XP_002014638.1|DPER, LOC113565902|XP_026845071.1|DPER	LOC115758952|XP_030555611.1|DNOV
OG0004050	LOC6589399|XP_026844346.1|DPER	LOC115759797|XP_030556738.1|DNOV
OG0004051	LOC6589860|XP_002015165.2|DPER	LOC115758536|XP_030555089.1|DNOV
OG0004052	LOC6599283|XP_002024248.1|DPER	LOC115766816|XP_030566711.1|DNOV
OG0004053	LOC6593058|XP_002018470.1|DPER	LOC115762252|XP_030560264.1|DNOV
OG0004054	LOC6588895|XP_002014683.1|DPER	LOC115767719|XP_030567884.1|DNOV
OG0004055	LOC6587775|XP_002012891.2|DPER	LOC115761830|XP_030559632.1|DNOV
OG0004056	LOC6594681|XP_002019316.2|DPER	LOC115764772|XP_030563872.1|DNOV
OG0004057	LOC6599079|XP_026849037.1|DPER	LOC115769089|XP_030569663.1|DNOV
OG0004058	LOC6596216|XP_026845441.1|DPER	LOC115769349|XP_030569976.1|DNOV
OG0004059	LOC6591457|XP_002017478.1|DPER	LOC115763835|XP_030562454.1|DNOV
OG0004060	LOC6594143|XP_002019769.1|DPER	LOC115765776|XP_030565308.1|DNOV
OG0004061	LOC6598352|XP_026846164.1|DPER	LOC115766869|XP_030566789.1|DNOV
OG0004062	LOC6595862|XP_026845531.1|DPER	LOC115767661|XP_030567809.1|DNOV
OG0004063	LOC6596930|XP_002021838.1|DPER	LOC115766392|XP_030566164.1|DNOV
OG0004064	LOC6596045|XP_002021229.1|DPER	LOC115771407|XP_030572967.1|DNOV
OG0004065	LOC6601616|XP_026842273.1|DPER	LOC115758714|XP_030555357.1|DNOV
OG0004066	LOC6590936|XP_002016169.1|DPER	LOC115764227|XP_030563005.1|DNOV
OG0004067	LOC6600409|XP_002025514.2|DPER	LOC115768751|XP_030569299.1|DNOV
OG0004068	LOC6594688|XP_002019615.2|DPER	LOC115770940|XP_030572260.1|DNOV
OG0004069	LOC6591794|XP_026840053.1|DPER	LOC115770931|XP_030572248.1|DNOV
OG0004070	LOC6595879|XP_002021392.2|DPER	LOC115767150|XP_030567181.1|DNOV
OG0004071	LOC6602997|XP_026849470.1|DPER	LOC115770439|XP_030571573.1|DNOV
OG0004072	LOC6602998|XP_002028025.2|DPER	LOC115770332|XP_030571430.1|DNOV
OG0004073	LOC6597779|XP_002022982.2|DPER	LOC115768169|XP_030568527.1|DNOV
OG0004074	LOC6590774|XP_002016462.1|DPER	LOC115761527|XP_030559162.1|DNOV
OG0004075	LOC6592641|XP_002017862.1|DPER	LOC115764573|XP_030563571.1|DNOV
OG0004076	LOC6592642|XP_026841031.1|DPER	LOC115764572|XP_030563563.1|DNOV
OG0004077	LOC6602213|XP_026843604.1|DPER	LOC115759870|XP_030556840.1|DNOV
OG0004078	LOC6591676|XP_002016891.1|DPER	LOC115765728|XP_030565251.1|DNOV
OG0004079	LOC6597660|XP_026849302.1|DPER	LOC115764341|XP_030563154.1|DNOV
OG0004080	LOC6590140|XP_002015953.1|DPER	LOC115760822|XP_030558204.1|DNOV
OG0004081	LOC6593127|XP_026842560.1|DPER	LOC115758120|XP_030554536.1|DNOV
OG0004082	LOC6602032|XP_002027029.2|DPER	LOC115766737|XP_030566560.1|DNOV
OG0004084	LOC6602353|XP_026848443.1|DPER	LOC115771424|XP_030572985.1|DNOV
OG0004085	LOC6588335|XP_002014156.1|DPER	LOC115765701|XP_030565221.1|DNOV
OG0004086	LOC6587892|XP_026850882.1|DPER	LOC115765018|XP_030564231.1|DNOV
OG0004087	LOC6598383|XP_026846147.1|DPER	LOC115768873|XP_030569440.1|DNOV
OG0004088	LOC6587321|XP_026850706.1|DPER	LOC115772005|XP_030573797.1|DNOV
OG0004089	LOC6597482|XP_026848867.1|DPER	LOC115764382|XP_030563205.1|DNOV
OG0004090	LOC6591656|XP_002016851.1|DPER	LOC115770635|XP_030571840.1|DNOV
OG0004091	LOC6591618|XP_002017120.1|DPER	LOC115764827|XP_030563936.1|DNOV
OG0004092	LOC6600124|XP_002025291.1|DPER	LOC115767575|XP_030567721.1|DNOV
OG0004094	LOC6597596|XP_026848892.1|DPER	LOC115769060|XP_030569634.1|DNOV
OG0004095	LOC6594717|XP_002019402.2|DPER	LOC115767933|XP_030568166.1|DNOV
OG0004096	LOC6587716|XP_002014074.2|DPER	LOC115765020|XP_030564233.1|DNOV
OG0004097	LOC6595775|XP_002021322.1|DPER	LOC115767956|XP_030568209.1|DNOV
OG0004098	LOC6588231|XP_026844913.1|DPER	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV
OG0004099	LOC6591702|XP_026839981.1|DPER	LOC115763886|XP_030562523.1|DNOV
OG0004100	LOC6591804|XP_002017265.1|DPER	LOC115763718|XP_030562270.1|DNOV
OG0004101	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER	LOC115763799|XP_030562403.1|DNOV
OG0004102	LOC6591800|XP_002017261.2|DPER	LOC115763908|XP_030562574.1|DNOV
OG0004103	LOC6591678|XP_002016893.1|DPER	LOC115765790|XP_030565335.1|DNOV
OG0004104	LOC6595112|XP_026850534.1|DPER	LOC115761529|XP_030559160.1|DNOV
OG0004105	LOC113565964|XP_026845218.1|DPER	LOC115771399|XP_030572949.1|DNOV
OG0004106	LOC6603335|XP_026848202.1|DPER	LOC115771527|XP_030573125.1|DNOV
OG0004107	LOC113566748|XP_026849549.1|DPER	LOC115770972|XP_030572296.1|DNOV
OG0004108	LOC6594501|XP_002019700.1|DPER	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV
OG0004109	LOC6591655|XP_002016850.1|DPER	LOC115770637|XP_030571844.1|DNOV
OG0004110	LOC6602180|XP_026847978.1|DPER	LOC115771450|XP_030573024.1|DNOV
OG0004111	LOC6592005|XP_002017433.1|DPER	LOC115763899|XP_030562542.1|DNOV
OG0004112	LOC6591912|XP_002016869.1|DPER	LOC115770758|XP_030572031.1|DNOV
OG0004113	LOC6602631|XP_002027653.1|DPER	LOC115768295|XP_030568700.1|DNOV
OG0004114	LOC6596878|XP_002022093.2|DPER	LOC115768580|XP_030569084.1|DNOV
OG0004115	LOC6596859|XP_026846028.1|DPER	LOC115768586|XP_030569092.1|DNOV
OG0004116	LOC6592010|XP_026850769.1|DPER	LOC115763826|XP_030562439.1|DNOV
OG0004117	LOC6594534|XP_002019426.2|DPER	LOC115758870|XP_030555522.1|DNOV
OG0004118	LOC6590322|XP_002016211.1|DPER	LOC115767493|XP_030567661.1|DNOV
OG0004119	LOC6594300|XP_002019798.1|DPER	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV
OG0004120	LOC6594462|XP_026850240.1|DPER	LOC115766200|XP_030565910.1|DNOV
OG0004121	LOC6599677|XP_026847340.1|DPER	LOC115766980|XP_030566936.1|DNOV
OG0004122	LOC6594099|XP_002019691.1|DPER	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV
OG0004123	LOC6591452|XP_026851078.1|DPER	LOC115765690|XP_030565208.1|DNOV
OG0004124	LOC6597692|XP_026846419.1|DPER	LOC115767394|XP_030567518.1|DNOV
OG0004125	LOC6594895|XP_002020495.1|DPER	LOC115761237|XP_030558791.1|DNOV
OG0004126	LOC6594969|XP_026841149.1|DPER	LOC115761333|XP_030558926.1|DNOV
OG0004127	LOC6589021|XP_002014440.1|DPER	LOC115763357|XP_030561742.1|DNOV
OG0004128	LOC6591557|XP_002017106.1|DPER	LOC115759526|XP_030556335.1|DNOV
OG0004129	LOC6592300|XP_026842422.1|DPER	LOC115761122|XP_030558619.1|DNOV
OG0004130	LOC6597322|XP_002022510.1|DPER	LOC115766488|XP_030566310.1|DNOV
OG0004131	LOC6594174|XP_002019444.2|DPER	LOC115770731|XP_030571993.1|DNOV
OG0004132	LOC6602843|XP_002027811.2|DPER	LOC115769773|XP_030570598.1|DNOV
OG0004133	LOC6595437|XP_002020858.1|DPER	LOC115760297|XP_030557444.1|DNOV
OG0004134	LOC6591337|XP_026850490.1|DPER	LOC115760405|XP_030557572.1|DNOV
OG0004135	LOC6594649|XP_026850398.1|DPER	LOC115770647|XP_030571868.1|DNOV
OG0004136	LOC6592021|XP_026850917.1|DPER	LOC115763856|XP_030562491.1|DNOV
OG0004137	LOC6592785|XP_002018436.1|DPER	LOC115760921|XP_030558355.1|DNOV
OG0004138	LOC6599765|XP_002024885.1|DPER	LOC115762934|XP_030561175.1|DNOV
OG0004139	LOC6598566|XP_026846360.1|DPER	LOC115768065|XP_030568375.1|DNOV
OG0004140	LOC6599985|XP_026849184.1|DPER	LOC115768982|XP_030569557.1|DNOV
OG0004141	LOC6593115|XP_026841062.1|DPER	LOC115757909|XP_030554224.1|DNOV
OG0004142	LOC6602567|XP_002027601.1|DPER	LOC115767326|XP_030567429.1|DNOV
OG0004143	LOC6598702|XP_002023881.1|DPER	LOC115764673|XP_030563720.1|DNOV
OG0004144	LOC6589710|XP_002014460.1|DPER	LOC115759778|XP_030556704.1|DNOV
OG0004145	LOC6599656|XP_002024583.1|DPER	LOC115770991|XP_030572343.1|DNOV
OG0004146	LOC6592101|XP_026840198.1|DPER	LOC115770720|XP_030571978.1|DNOV
OG0004147	LOC6589220|XP_002014445.1|DPER	LOC115763606|XP_030562094.1|DNOV
OG0004148	LOC113564872|XP_026850982.1|DPER	LOC115761502|XP_030559129.1|DNOV
OG0004149	LOC6591423|XP_026849343.1|DPER	LOC115763731|XP_030562288.1|DNOV
OG0004150	LOC6591773|XP_002017134.1|DPER	LOC115761773|XP_030559563.1|DNOV
OG0004151	LOC6588631|XP_002013180.2|DPER	LOC115772087|XP_030573905.1|DNOV
OG0004152	LOC6591404|XP_026840109.1|DPER	LOC115767944|XP_030568183.1|DNOV
OG0004153	LOC6591038|XP_002016630.1|DPER	LOC115764443|XP_030563359.1|DNOV
OG0004154	LOC6599719|XP_002024904.1|DPER	LOC115762624|XP_030560784.1|DNOV
OG0004155	LOC6591630|XP_002017197.1|DPER	LOC115761645|XP_030559339.1|DNOV
OG0004156	LOC6591622|XP_026847742.1|DPER	LOC115766214|XP_030565925.1|DNOV
OG0004157	LOC6597449|XP_026846452.1|DPER	LOC115766416|XP_030566197.1|DNOV
OG0004158	LOC6603281|XP_002028257.2|DPER	LOC115770352|XP_030571450.1|DNOV
OG0004159	LOC6591883|XP_002017081.1|DPER	LOC115759625|XP_030556470.1|DNOV
OG0004160	LOC6595863|XP_026845233.1|DPER	LOC115767659|XP_030567807.1|DNOV
OG0004161	LOC6594019|XP_026850384.1|DPER	LOC115766096|XP_030565765.1|DNOV
OG0004162	LOC6592149|XP_002017285.1|DPER	LOC115770660|XP_030571886.1|DNOV
OG0004163	LOC6594149|XP_026850658.1|DPER	LOC115766165|XP_030565868.1|DNOV
OG0004164	LOC6591975|XP_026851260.1|DPER	LOC115764844|XP_030563952.1|DNOV
OG0004165	LOC6592726|XP_026842051.1|DPER	LOC115772060|XP_030573867.1|DNOV
OG0004166	LOC6590496|XP_026841692.1|DPER	LOC115762601|XP_030560756.1|DNOV
OG0004167	LOC6588647|XP_002013142.1|DPER	LOC115763700|XP_030562249.1|DNOV
OG0004168	LOC6595194|XP_002020229.1|DPER	LOC115761975|XP_030559878.1|DNOV
OG0004169	LOC6597539|XP_026849298.1|DPER	LOC115767192|XP_030567243.1|DNOV
OG0004170	LOC6599167|XP_026848253.1|DPER	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV
OG0004171	LOC6597505|XP_002022653.1|DPER	LOC115768609|XP_030569123.1|DNOV
OG0004172	LOC6599354|XP_002024477.2|DPER	LOC115765251|XP_030564585.1|DNOV
OG0004173	LOC6590701|XP_002016059.1|DPER	LOC115767456|XP_030567617.1|DNOV
OG0004174	LOC6592759|XP_026841006.1|DPER	LOC115764559|XP_030563540.1|DNOV
OG0004175	LOC6590419|XP_002016432.1|DPER	LOC115758161|XP_030554560.1|DNOV
OG0004176	LOC6601207|XP_002026303.1|DPER	LOC115767158|XP_030567193.1|DNOV
OG0004177	LOC6591620|XP_026840921.1|DPER	LOC115766150|XP_030565847.1|DNOV
OG0004178	LOC6594471|XP_026850691.1|DPER	LOC115767937|XP_030568169.1|DNOV
OG0004179	LOC6596889|XP_002022104.1|DPER	LOC115768486|XP_030568929.1|DNOV
OG0004180	LOC6594644|XP_026850412.1|DPER	LOC115763751|XP_030562316.1|DNOV
OG0004181	LOC6587766|XP_002013686.1|DPER	LOC115764606|XP_030563609.1|DNOV
OG0004182	LOC6596154|XP_026845356.1|DPER	LOC115771252|XP_030572716.1|DNOV
OG0004183	LOC6596153|XP_002021165.1|DPER	LOC115771141|XP_030572571.1|DNOV
OG0004184	LOC6601878|XP_002026927.1|DPER	LOC115762733|XP_030560927.1|DNOV
OG0004185	LOC6602260|XP_026843391.1|DPER	LOC115758859|XP_030555507.1|DNOV
OG0004186	LOC6598375|XP_002023400.1|DPER	LOC115768864|XP_030569428.1|DNOV
OG0004187	LOC6591393|XP_002017363.1|DPER	LOC115763848|XP_030562477.1|DNOV
OG0004188	LOC6594454|XP_002019705.1|DPER	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV
OG0004189	LOC6594456|XP_002019707.1|DPER	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV
OG0004190	LOC6594197|XP_002019505.1|DPER	LOC115761755|XP_030559518.1|DNOV
OG0004191	LOC6594194|XP_002019502.2|DPER	LOC115761758|XP_030559523.1|DNOV
OG0004192	LOC6594046|XP_026850302.1|DPER	LOC115765640|XP_030565158.1|DNOV
OG0004193	LOC6599245|XP_026848309.1|DPER	LOC115768615|XP_030569131.1|DNOV
OG0004194	LOC6594180|XP_002019811.1|DPER	LOC115765739|XP_030565263.1|DNOV
OG0004195	LOC6600207|XP_002025307.1|DPER	LOC115767962|XP_030568221.1|DNOV
OG0004196	LOC6587470|XP_002013655.1|DPER	LOC115764964|XP_030564149.1|DNOV
OG0004197	LOC6594544|XP_002019374.1|DPER	LOC115767879|XP_030568101.1|DNOV
OG0004198	LOC6591627|XP_002017194.1|DPER	LOC115765766|XP_030565292.1|DNOV
OG0004199	LOC6591942|XP_002017309.1|DPER	LOC115770915|XP_030572223.1|DNOV
OG0004200	LOC6592725|XP_002018092.1|DPER	LOC115761453|XP_030559083.1|DNOV
