Orthogroup	DPER.longest_only	CQUI.longest_only
OG0003703	LOC6601517|XP_002026579.1|DPER	LOC6042857|XP_038120463.1|CQUI
OG0003704	LOC6601397|XP_002026500.1|DPER	LOC6042852|XP_001870841.2|CQUI
OG0003705	LOC6590712|XP_026842236.1|DPER	LOC6041974|XP_038122298.1|CQUI
OG0003706	LOC6602790|XP_002027798.2|DPER	LOC6040988|XP_038119951.1|CQUI
OG0003707	LOC6601045|XP_026849732.1|DPER	LOC6040986|XP_038118412.1|CQUI
OG0003708	LOC6599797|XP_026847362.1|DPER	LOC6040029|XP_038120557.1|CQUI
OG0003709	LOC6592969|XP_002017704.1|DPER	LOC6040027|XP_038120940.1|CQUI
OG0003710	LOC6592968|XP_002017703.1|DPER	LOC6054726|XP_038116079.1|CQUI
OG0003711	LOC6602419|XP_002027424.1|DPER	LOC6035591|XP_001845742.2|CQUI
OG0003712	LOC6590212|XP_002016068.1|DPER	LOC6035596|XP_038118095.1|CQUI
OG0003713	LOC6590506|XP_002016091.1|DPER	LOC6035599|XP_001845749.2|CQUI
OG0003714	LOC6591024|XP_002016643.1|DPER	LOC6035602|XP_038119526.1|CQUI
OG0003715	LOC6601242|XP_002026300.1|DPER	LOC6047940|XP_001864925.2|CQUI
OG0003716	LOC6595898|XP_026845704.1|DPER	LOC6034614|XP_038116207.1|CQUI
OG0003717	LOC6601654|XP_026847548.1|DPER	LOC6034603|XP_001844897.1|CQUI
OG0003718	LOC6599480|XP_002024600.1|DPER	LOC6034591|XP_001844885.2|CQUI
OG0003719	LOC6595753|XP_002021370.1|DPER	LOC6050358|XP_001866978.2|CQUI
OG0003720	LOC6597725|XP_026846996.1|DPER	LOC6047267|XP_038119191.1|CQUI
OG0003721	LOC6590604|XP_002016469.1|DPER	LOC6047247|XP_001864330.2|CQUI
OG0003722	LOC6597181|XP_026845366.1|DPER	LOC6035621|XP_038118125.1|CQUI
OG0003723	LOC113566332|XP_026847343.1|DPER	LOC6051816|XP_001868185.2|CQUI
OG0003724	LOC6600315|XP_026849038.1|DPER	LOC6054680|XP_038119331.1|CQUI
OG0003725	LOC6596230|XP_026845621.1|DPER	LOC6040243|XP_038115933.1|CQUI
OG0003726	LOC6600337|XP_002025346.1|DPER	LOC6047554|XP_001864599.1|CQUI
OG0003727	LOC6601236|XP_002026294.2|DPER	LOC6036825|XP_038115481.1|CQUI
OG0003728	LOC6594134|XP_002019438.1|DPER	LOC6048148|XP_038119679.1|CQUI
OG0003729	LOC6601117|XP_026849695.1|DPER	LOC6048150|XP_038119678.1|CQUI
OG0003730	LOC6599610|XP_026849556.1|DPER	LOC6042336|XP_038119721.1|CQUI
OG0003731	LOC113566710|XP_026849328.1|DPER, LOC6601905|XP_002026954.1|DPER	LOC6045507|XP_001862869.1|CQUI
OG0003732	LOC6602303|XP_002027362.1|DPER	LOC6044895|XP_038121394.1|CQUI
OG0003733	LOC6600549|XP_002025702.1|DPER	LOC6044891|XP_001862331.2|CQUI
OG0003734	LOC6599563|XP_026849393.1|DPER	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI
OG0003735	LOC6591300|XP_002015629.1|DPER	LOC6037162|XP_038117979.1|CQUI
OG0003736	LOC6592681|XP_002017948.1|DPER	LOC6037161|XP_001847098.2|CQUI
OG0003737	LOC6593199|XP_002018122.1|DPER	LOC6037157|XP_001847094.2|CQUI
OG0003738	LOC6590087|XP_002016041.1|DPER	LOC6043795|XP_038120942.1|CQUI
OG0003739	LOC6602049|XP_002027180.2|DPER	LOC6043789|XP_038117933.1|CQUI
OG0003740	LOC6602056|XP_002027187.2|DPER	LOC6043783|XP_001861387.2|CQUI
OG0003741	LOC6600548|XP_026847596.1|DPER	LOC6043786|XP_001861386.2|CQUI
OG0003742	LOC6601515|XP_002026577.1|DPER	LOC6043815|XP_001861383.1|CQUI
OG0003743	LOC6590550|XP_026842490.1|DPER	LOC6033508|XP_038114641.1|CQUI
OG0003744	LOC6602054|XP_002027185.1|DPER	LOC6033507|XP_001843948.2|CQUI
OG0003745	LOC6592192|XP_002017762.1|DPER	LOC6033504|XP_001843945.1|CQUI
OG0003746	LOC6600914|XP_026840599.1|DPER	LOC6033496|XP_038117879.1|CQUI
OG0003747	LOC6596085|XP_026845595.1|DPER	LOC6033489|XP_038114638.1|CQUI
OG0003748	LOC6596083|XP_026845588.1|DPER	LOC6033487|XP_038114639.1|CQUI
OG0003749	LOC6596079|XP_002021110.1|DPER	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI
OG0003750	LOC6596081|XP_026845551.1|DPER	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI
OG0003751	LOC6596077|XP_002021108.2|DPER	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI
OG0003752	LOC6600542|XP_026847689.1|DPER	LOC6033456|XP_038119080.1|CQUI
OG0003753	LOC6601675|XP_026847565.1|DPER	LOC6033451|XP_001843898.2|CQUI
OG0003754	LOC6601672|XP_026847512.1|DPER	LOC6033449|XP_038119079.1|CQUI
OG0003755	LOC6601009|XP_026849710.1|DPER	LOC6050603|XP_038121281.1|CQUI
OG0003756	LOC6590581|XP_002015386.2|DPER	LOC6050814|XP_001867351.2|CQUI
OG0003757	LOC6592286|XP_002018405.2|DPER	LOC6036837|XP_038117025.1|CQUI
OG0003758	LOC6591149|XP_026840965.1|DPER	LOC6030802|XP_038115982.1|CQUI
OG0003759	LOC6602479|XP_026848822.1|DPER	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI
OG0003760	LOC6592665|XP_002018389.1|DPER	LOC6030777|XP_038115191.1|CQUI
OG0003761	LOC113566452|XP_026847877.1|DPER	LOC6030789|XP_001841699.2|CQUI
OG0003762	LOC6601437|XP_026847878.1|DPER	LOC6030818|XP_038115978.1|CQUI
OG0003763	LOC6601474|XP_026847855.1|DPER	LOC6030793|XP_038116748.1|CQUI
OG0003764	LOC6601469|XP_002026436.2|DPER	LOC6030838|XP_038119295.1|CQUI
OG0003765	LOC6598041|XP_002023199.1|DPER	LOC6030841|XP_001841725.1|CQUI
OG0003766	LOC6599099|XP_026849251.1|DPER	LOC6030847|XP_038115183.1|CQUI
OG0003767	LOC6590340|XP_002016297.1|DPER	LOC6030852|XP_001841735.1|CQUI
OG0003768	LOC6592822|XP_026841178.1|DPER	LOC6030859|XP_038120424.1|CQUI
OG0003769	LOC6592827|XP_026840802.1|DPER	LOC6030864|XP_001841743.1|CQUI
OG0003770	LOC6602559|XP_026846792.1|DPER	LOC6030866|XP_038119372.1|CQUI
OG0003771	LOC6599491|XP_026849506.1|DPER	LOC6030881|XP_001841758.1|CQUI
OG0003772	LOC6603002|XP_026849443.1|DPER	LOC6030891|XP_001841767.2|CQUI
OG0003773	LOC6592787|XP_026841540.1|DPER	LOC6030893|XP_038118482.1|CQUI
OG0003775	LOC6600738|XP_026848667.1|DPER	LOC6050977|XP_038109532.1|CQUI
OG0003776	LOC6590955|XP_026841809.1|DPER	LOC6052624|XP_038115398.1|CQUI
OG0003777	LOC6590714|XP_002016246.1|DPER	LOC6052805|XP_038121440.1|CQUI
OG0003778	LOC6591052|XP_026841488.1|DPER	LOC6030958|XP_001841816.1|CQUI
OG0003779	LOC6592558|XP_026842885.1|DPER	LOC6030937|XP_038122337.1|CQUI
OG0003780	LOC6590869|XP_002016118.1|DPER	LOC6031324|XP_001842139.2|CQUI
OG0003781	LOC6601985|XP_002027062.1|DPER	LOC6053004|XP_038117749.1|CQUI
OG0003782	LOC6596767|XP_026845898.1|DPER	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI
OG0003783	LOC6598030|XP_026843278.1|DPER, LOC6595184|XP_026840222.1|DPER	LOC6052216|XP_038117536.1|CQUI
OG0003784	LOC6592841|XP_002018269.1|DPER	LOC6041437|XP_038108426.1|CQUI
OG0003785	LOC6590167|XP_026841164.1|DPER	LOC6048692|XP_001865571.1|CQUI
OG0003786	LOC6590113|XP_002016511.2|DPER	LOC6054049|XP_038119516.1|CQUI
OG0003787	LOC6590111|XP_002016509.2|DPER	LOC6049937|XP_001866624.2|CQUI
OG0003789	LOC6591016|XP_026842615.1|DPER	LOC6054015|XP_038121442.1|CQUI
OG0003790	LOC6602950|XP_026848851.1|DPER	LOC6040442|XP_001849832.2|CQUI
OG0003791	LOC6592038|XP_026841784.1|DPER	LOC6041553|XP_001850799.2|CQUI
OG0003792	LOC6592661|XP_002018385.1|DPER	LOC6041417|XP_038113441.1|CQUI
OG0003793	LOC6590107|XP_002015663.1|DPER	LOC6041399|XP_001850662.2|CQUI
OG0003794	LOC6591284|XP_002016500.1|DPER	LOC6041395|XP_001850659.2|CQUI
OG0003795	LOC6597118|XP_026845325.1|DPER	LOC6041392|XP_038110569.1|CQUI
OG0003796	LOC6595139|XP_002020305.1|DPER	LOC6041390|XP_001850654.2|CQUI
OG0003797	LOC6598122|XP_026843149.1|DPER	LOC6051480|XP_001867917.2|CQUI
OG0003798	LOC6592209|XP_026841674.1|DPER	LOC6051477|XP_038112864.1|CQUI
OG0003799	LOC6590951|XP_002016021.1|DPER	LOC6053825|XP_001869843.2|CQUI
OG0003800	LOC6593907|XP_002018784.1|DPER	LOC6031726|XP_001842449.2|CQUI
OG0003801	LOC6596563|XP_026843358.1|DPER	LOC6041307|XP_038111065.1|CQUI
OG0003802	LOC6596535|XP_002021732.1|DPER	LOC6041311|XP_001850591.1|CQUI
OG0003803	LOC6595136|XP_002020302.1|DPER	LOC119767883|XP_038113629.1|CQUI
OG0003804	LOC6593283|XP_026843440.1|DPER	LOC6041325|XP_038110827.1|CQUI
OG0003805	LOC6595601|XP_026844390.1|DPER	LOC6047536|XP_038107793.1|CQUI
OG0003806	LOC6597985|XP_002023081.2|DPER	LOC6047538|XP_038112877.1|CQUI
OG0003807	LOC6588731|XP_026844332.1|DPER	LOC6032432|XP_001843030.1|CQUI
OG0003808	LOC6596093|XP_026845434.1|DPER	LOC6032463|XP_038107410.1|CQUI
OG0003809	LOC6589211|XP_026844761.1|DPER	LOC6032465|XP_001843058.1|CQUI
OG0003810	LOC6600852|XP_026841304.1|DPER	LOC6032477|XP_038113754.1|CQUI
OG0003811	LOC6590134|XP_002015611.1|DPER	LOC6034112|XP_001844481.2|CQUI
OG0003812	LOC6593312|XP_026843163.1|DPER	LOC6034127|XP_038107727.1|CQUI
OG0003813	LOC6589793|XP_002014461.1|DPER	LOC6034140|XP_001844501.1|CQUI
OG0003814	LOC6589608|XP_002014772.1|DPER, LOC113565917|XP_026845087.1|DPER	LOC6037874|XP_001847740.2|CQUI
OG0003815	LOC6595072|XP_026841053.1|DPER	LOC6037879|XP_038110398.1|CQUI
OG0003816	LOC6597946|XP_002023181.1|DPER	LOC6037891|XP_001847754.2|CQUI
OG0003817	LOC6593999|XP_002019051.1|DPER	LOC6048490|XP_001865392.1|CQUI
OG0003818	LOC6588925|XP_002014656.1|DPER, LOC6588794|XP_002014671.1|DPER	LOC6034159|XP_038108843.1|CQUI
OG0003819	LOC6589147|XP_002014666.1|DPER	LOC6034161|XP_038113153.1|CQUI
OG0003820	LOC6594691|XP_002019618.1|DPER	LOC6043199|XP_001857524.1|CQUI
OG0003821	LOC6590213|XP_002016069.1|DPER	LOC6032917|XP_038111533.1|CQUI
OG0003822	LOC6593652|XP_002019239.1|DPER	LOC6032944|XP_038110885.1|CQUI
OG0003823	LOC6589784|XP_026844421.1|DPER	LOC6032950|XP_038109686.1|CQUI
OG0003824	LOC6593965|XP_002018950.1|DPER	LOC119767406|XP_038111857.1|CQUI
OG0003825	LOC6593978|XP_002019020.1|DPER	LOC6041627|XP_001850858.2|CQUI
OG0003826	LOC6588818|XP_002015179.1|DPER	LOC6041635|XP_001850865.1|CQUI
OG0003827	LOC6593995|XP_002019047.2|DPER	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI
OG0003828	LOC6593998|XP_002019050.1|DPER	LOC6036166|XP_038109206.1|CQUI
OG0003829	LOC6598085|XP_026843460.1|DPER	LOC6036165|XP_038106783.1|CQUI
OG0003830	LOC113565619|XP_026843881.1|DPER, LOC6596589|XP_002021704.1|DPER	LOC6036145|XP_038110347.1|CQUI
OG0003831	LOC6588076|XP_002012819.1|DPER	LOC119766768|XP_038108431.1|CQUI
OG0003832	LOC6593338|XP_026843456.1|DPER	LOC6038710|XP_038112791.1|CQUI
OG0003833	LOC6593456|XP_002018738.1|DPER	LOC6038715|XP_038109432.1|CQUI
OG0003834	LOC6593426|XP_026843447.1|DPER	LOC6050509|XP_038109517.1|CQUI
OG0003835	LOC6603378|XP_026843859.1|DPER	LOC6037372|XP_038109213.1|CQUI
OG0003836	LOC113565702|XP_026844367.1|DPER, LOC6589653|XP_002014514.2|DPER	LOC6041480|XP_001850732.2|CQUI
OG0003837	LOC6589655|XP_002014516.1|DPER	LOC6050190|XP_038112790.1|CQUI
OG0003838	LOC6588899|XP_002014984.1|DPER	LOC6053634|XP_001869689.1|CQUI
OG0003839	LOC6593714|XP_026842966.1|DPER	LOC6053638|XP_001869683.1|CQUI
OG0003840	LOC6590553|XP_002016233.1|DPER	LOC6031960|XP_001842636.1|CQUI
OG0003841	LOC6596488|XP_002021530.1|DPER	LOC6036358|XP_038112172.1|CQUI
OG0003842	LOC6588998|XP_026844219.1|DPER	LOC6031372|XP_038109518.1|CQUI
OG0003843	LOC6598000|XP_026842942.1|DPER	LOC6038506|XP_038108393.1|CQUI
OG0003844	LOC6593599|XP_026843416.1|DPER	LOC6038505|XP_001848299.2|CQUI
OG0003845	LOC6593751|XP_002018855.2|DPER	LOC6041503|XP_038109056.1|CQUI
OG0003846	LOC6589233|XP_026844880.1|DPER	LOC6041483|XP_038110843.1|CQUI
OG0003847	LOC6593517|XP_026843829.1|DPER	LOC6050186|XP_038109972.1|CQUI
OG0003848	LOC6598758|XP_026850979.1|DPER	LOC6039579|XP_038113978.1|CQUI
OG0003849	LOC6592735|XP_026841440.1|DPER	LOC6054557|XP_001870450.2|CQUI
OG0003850	LOC6598105|XP_026843555.1|DPER	LOC6044117|XP_038107737.1|CQUI
OG0003851	LOC6592556|XP_002017934.1|DPER	LOC6044599|XP_038109872.1|CQUI
OG0003852	LOC6589837|XP_002014887.1|DPER	LOC6050049|XP_001866715.1|CQUI
OG0003853	LOC6601350|XP_026842368.1|DPER	LOC6031771|XP_038107334.1|CQUI
OG0003854	LOC6589462|XP_002014741.1|DPER	LOC6031758|XP_038112871.1|CQUI
OG0003855	LOC6589463|XP_002014742.2|DPER	LOC6031757|XP_038114326.1|CQUI
OG0003856	LOC6589763|XP_002015114.1|DPER	LOC119767171|XP_038110996.1|CQUI
OG0003857	LOC6595468|XP_002020901.2|DPER	LOC6037110|XP_038112859.1|CQUI
OG0003859	LOC6588795|XP_026844249.1|DPER	LOC6031793|XP_038109625.1|CQUI
OG0003860	LOC6593117|XP_002017616.1|DPER	LOC6031805|XP_038112957.1|CQUI
OG0003861	LOC113565440|XP_026843207.1|DPER	LOC6038298|XP_001848085.2|CQUI
OG0003862	LOC6589695|XP_026843985.1|DPER	LOC6046309|XP_001863529.2|CQUI
OG0003863	LOC6593855|XP_026842955.1|DPER	LOC6046306|XP_038109951.1|CQUI
OG0003864	LOC6593854|XP_002019222.1|DPER	LOC6035655|XP_001845792.2|CQUI
OG0003865	LOC6591753|XP_002017414.2|DPER	LOC6044451|XP_038112183.1|CQUI
OG0003866	LOC6596524|XP_002021721.1|DPER	LOC6044454|XP_001861968.2|CQUI
OG0003867	LOC113565411|XP_026843121.1|DPER	LOC6041552|XP_001850798.2|CQUI
OG0003868	LOC6589304|XP_002014395.1|DPER	LOC6037126|XP_038106083.1|CQUI
OG0003869	LOC6589033|XP_002015080.1|DPER	LOC6051457|XP_038113631.1|CQUI
OG0003870	LOC6588810|XP_026844883.1|DPER	LOC6049443|XP_038114375.1|CQUI
OG0003871	LOC6589295|XP_002015065.1|DPER	LOC6048787|XP_001865652.1|CQUI
OG0003872	LOC6590023|XP_002016202.1|DPER	LOC6041509|XP_001850759.2|CQUI
OG0003873	LOC6593396|XP_026843302.1|DPER	LOC6041511|XP_038108476.1|CQUI
OG0003874	LOC6596596|XP_026843798.1|DPER	LOC6041514|XP_038107054.1|CQUI
OG0003875	LOC6588822|XP_002014419.1|DPER	LOC6041516|XP_001850766.1|CQUI
OG0003876	LOC6595676|XP_002020736.1|DPER	LOC6050860|XP_038111752.1|CQUI
OG0003877	LOC6603395|XP_002028375.1|DPER	LOC6043914|XP_001861497.2|CQUI
OG0003878	LOC6588796|XP_026844248.1|DPER	LOC6043910|XP_001861493.2|CQUI
OG0003879	LOC6601055|XP_026849765.1|DPER	LOC6043908|XP_038108077.1|CQUI
OG0003880	LOC6602312|XP_026848503.1|DPER	LOC6043901|XP_038111406.1|CQUI
OG0003883	LOC6598361|XP_026846313.1|DPER	LOC6036390|XP_038109510.1|CQUI
OG0003884	LOC6598037|XP_002023195.2|DPER	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI
OG0003885	LOC6593767|XP_002018959.1|DPER	LOC6036385|XP_001846439.1|CQUI
OG0003886	LOC6593768|XP_002018960.2|DPER	LOC6036383|XP_001846437.1|CQUI
OG0003887	LOC6596489|XP_002021531.2|DPER	LOC6036372|XP_038111239.1|CQUI
OG0003888	LOC6594882|XP_002020001.2|DPER	LOC6031210|XP_001842044.2|CQUI
OG0003889	LOC6595632|XP_002020675.1|DPER	LOC6031241|XP_038111184.1|CQUI
OG0003890	LOC6601699|XP_002026711.1|DPER	LOC6042256|XP_001851394.2|CQUI
OG0003891	LOC6598045|XP_002023203.1|DPER	LOC6042255|XP_001851393.2|CQUI
OG0003892	LOC6601120|XP_002026195.1|DPER	LOC6042247|XP_038111118.1|CQUI
OG0003893	LOC6597966|XP_002023169.1|DPER	LOC6042239|XP_038108055.1|CQUI
OG0003894	LOC6589013|XP_002014329.1|DPER	LOC6042236|XP_001851375.1|CQUI
OG0003895	LOC6600832|XP_002025926.1|DPER	LOC6032003|XP_001842670.2|CQUI
OG0003896	LOC6600836|XP_026842580.1|DPER	LOC6031998|XP_001842666.2|CQUI
OG0003897	LOC6591088|XP_002016120.1|DPER	LOC6031996|XP_001842665.1|CQUI
OG0003898	LOC6598072|XP_002023131.1|DPER	LOC6031976|XP_001842649.1|CQUI
OG0003899	LOC6589867|XP_002014580.1|DPER	LOC6037022|XP_001846985.2|CQUI
OG0003900	LOC6595478|XP_002020650.1|DPER	LOC6031843|XP_038109752.1|CQUI
OG0003901	LOC6595467|XP_002020900.1|DPER	LOC6031842|XP_038113767.1|CQUI
OG0003902	LOC6595466|XP_002020899.1|DPER	LOC6031841|XP_001842544.1|CQUI
OG0003903	LOC6602240|XP_002027270.1|DPER	LOC6031838|XP_001842541.2|CQUI
OG0003904	LOC6602241|XP_002027271.1|DPER	LOC6031840|XP_038108931.1|CQUI
OG0003905	LOC6595230|XP_002020203.1|DPER	LOC6031832|XP_038113512.1|CQUI
OG0003906	LOC6601633|XP_002026636.1|DPER	LOC6043727|XP_038107059.1|CQUI
OG0003907	LOC6589523|XP_026844051.1|DPER	LOC6046364|XP_001863581.2|CQUI
OG0003908	LOC6589524|XP_002015047.2|DPER	LOC6046365|XP_001863582.2|CQUI
OG0003909	LOC6601264|XP_002026393.1|DPER	LOC6035251|XP_038107907.1|CQUI
OG0003910	LOC113566122|XP_026846049.1|DPER	LOC6035252|XP_001845477.1|CQUI
OG0003911	LOC6588698|XP_002015033.1|DPER	LOC6035267|XP_001845489.1|CQUI
OG0003912	LOC6596503|XP_002021577.1|DPER	LOC6033192|XP_038113174.1|CQUI
OG0003913	LOC6597949|XP_026843409.1|DPER	LOC6033199|XP_038114237.1|CQUI
OG0003914	LOC6588806|XP_002015127.1|DPER	LOC6033214|XP_001843691.1|CQUI
OG0003915	LOC6599902|XP_002025015.1|DPER	LOC6033212|XP_001843689.2|CQUI
OG0003916	LOC6595559|XP_026844164.1|DPER	LOC6040012|XP_001849487.1|CQUI
OG0003917	LOC6593950|XP_026843257.1|DPER	LOC6040866|XP_001850196.2|CQUI
OG0003918	LOC6589691|XP_002015204.2|DPER	LOC6031259|XP_001842089.2|CQUI
OG0003919	LOC6596303|XP_026843502.1|DPER	LOC6041526|XP_038109718.1|CQUI
OG0003920	LOC6590608|XP_002016473.2|DPER	LOC6041532|XP_001850780.1|CQUI
OG0003921	LOC6589497|XP_026844649.1|DPER	LOC6036061|XP_038108481.1|CQUI
OG0003922	LOC6589765|XP_026844450.1|DPER	LOC6042870|XP_001870851.2|CQUI
OG0003923	LOC6602017|XP_002027045.1|DPER	LOC6052522|XP_001868780.1|CQUI
OG0003924	LOC6590380|XP_002015482.1|DPER	LOC6052517|XP_038108718.1|CQUI
OG0003925	LOC6596363|XP_026843196.1|DPER	LOC6036646|XP_038107951.1|CQUI
OG0003926	LOC6596513|XP_026843749.1|DPER	LOC6036651|XP_001846678.2|CQUI
OG0003927	LOC6589158|XP_002014889.2|DPER	LOC6046033|XP_001863294.2|CQUI
OG0003928	LOC6593979|XP_002019021.1|DPER	LOC6033189|XP_001843669.2|CQUI
OG0003929	LOC6588802|XP_002015123.1|DPER	LOC6033179|XP_038114437.1|CQUI
OG0003930	LOC6593418|XP_002019124.1|DPER	LOC6033283|XP_001843753.2|CQUI
OG0003931	LOC6593544|XP_026843304.1|DPER	LOC6033287|XP_038108021.1|CQUI
OG0003932	LOC6592603|XP_026842159.1|DPER	LOC6036993|XP_038113039.1|CQUI
OG0003933	LOC6588915|XP_002014811.1|DPER	LOC6048401|XP_038111122.1|CQUI
OG0003934	LOC6593881|XP_026843376.1|DPER	LOC6048406|XP_001865324.2|CQUI
OG0003935	LOC6600797|XP_002025968.1|DPER	LOC6043726|XP_038107603.1|CQUI
OG0003936	LOC6600796|XP_002025967.1|DPER	LOC6043725|XP_001861346.1|CQUI
OG0003937	LOC6590475|XP_002016661.1|DPER	LOC6033098|XP_038111241.1|CQUI
OG0003938	LOC6596357|XP_026843060.1|DPER	LOC6033105|XP_038114430.1|CQUI
OG0003939	LOC6589862|XP_002015167.1|DPER	LOC6054454|XP_038111258.1|CQUI
OG0003940	LOC6596351|XP_002021489.1|DPER	LOC6033108|XP_001843603.2|CQUI
OG0003941	LOC6596354|XP_002021492.1|DPER	LOC6033109|XP_038111262.1|CQUI
OG0003942	LOC6589184|XP_026844227.1|DPER	LOC6033122|XP_038111572.1|CQUI
OG0003943	LOC6596359|XP_002021497.1|DPER	LOC6048231|XP_038113230.1|CQUI
OG0003944	LOC6589379|XP_002015051.1|DPER	LOC6044257|XP_001861796.1|CQUI
OG0003945	LOC6592560|XP_002018242.1|DPER	LOC119767019|XP_038110185.1|CQUI
OG0003946	LOC6598062|XP_002023155.1|DPER	LOC6035280|XP_038111693.1|CQUI
OG0003947	LOC6598076|XP_002023135.1|DPER	LOC6035274|XP_038110146.1|CQUI
OG0003948	LOC6595663|XP_002020785.1|DPER	LOC6036175|XP_038111514.1|CQUI
OG0003949	LOC6595661|XP_002020783.2|DPER	LOC6036172|XP_038112061.1|CQUI
OG0003950	LOC6589628|XP_026844153.1|DPER, LOC113565871|XP_026845032.1|DPER	LOC6038625|XP_038111059.1|CQUI
OG0003951	LOC6589740|XP_002014238.1|DPER	LOC6038613|XP_038107372.1|CQUI
OG0003952	LOC6589007|XP_002015145.1|DPER	LOC6033759|XP_001844167.2|CQUI
OG0003953	LOC6593729|XP_002019107.1|DPER	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI
OG0003954	LOC6601912|XP_026849341.1|DPER	LOC6033741|XP_038111254.1|CQUI
OG0003955	LOC113565658|XP_026844117.1|DPER, LOC113565657|XP_026844116.1|DPER	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI
OG0003956	LOC6588807|XP_026844241.1|DPER	LOC6031181|XP_038108389.1|CQUI
OG0003957	LOC6599487|XP_002024584.1|DPER	LOC6033143|XP_038110679.1|CQUI
OG0003958	LOC6599362|XP_002024485.1|DPER	LOC6033148|XP_001843637.2|CQUI
OG0003959	LOC6593083|XP_002017896.2|DPER	LOC6033261|XP_038107519.1|CQUI
OG0003960	LOC6600126|XP_002025293.1|DPER	LOC6033232|XP_038113766.1|CQUI
OG0003961	LOC6589528|XP_002015016.1|DPER	LOC6041541|XP_001850788.2|CQUI
OG0003962	LOC6596517|XP_002021512.2|DPER	LOC6040127|XP_001849586.1|CQUI
OG0003963	LOC6597975|XP_026843351.1|DPER	LOC6037538|XP_038110070.1|CQUI
OG0003964	LOC6589057|XP_002014545.1|DPER	LOC6037545|XP_038109875.1|CQUI
OG0003965	LOC6602227|XP_026843815.1|DPER	LOC6050518|XP_038111968.1|CQUI
OG0003967	LOC6593206|XP_026842795.1|DPER	LOC6041584|XP_038112034.1|CQUI
OG0003968	LOC6593209|XP_002018038.1|DPER	LOC6048612|XP_038111891.1|CQUI
OG0003969	LOC6590867|XP_026840740.1|DPER	LOC6032916|XP_038107052.1|CQUI
OG0003970	LOC6589870|XP_002014583.1|DPER	LOC6031868|XP_038113838.1|CQUI
OG0003971	LOC6588711|XP_026844462.1|DPER	LOC6036443|XP_038108462.1|CQUI
OG0003972	LOC6596987|XP_002022234.2|DPER	LOC6036444|XP_038107978.1|CQUI
OG0003973	LOC6592285|XP_002018404.1|DPER	LOC6036449|XP_001846500.2|CQUI
OG0003974	LOC6592200|XP_002017835.1|DPER	LOC6036470|XP_038109656.1|CQUI
OG0003975	LOC6593495|XP_026843242.1|DPER	LOC6036481|XP_038113867.1|CQUI
OG0003976	LOC6593323|XP_002018945.1|DPER	LOC6034401|XP_001844719.2|CQUI
OG0003977	LOC6593591|XP_002018882.1|DPER	LOC6034400|XP_038112337.1|CQUI
OG0003978	LOC6602378|XP_002027382.1|DPER	LOC119767640|XP_038112573.1|CQUI
OG0003979	LOC6596456|XP_002021626.1|DPER	LOC6038881|XP_001848580.1|CQUI
OG0003980	LOC6594455|XP_002019706.1|DPER	LOC6038882|XP_001848581.1|CQUI
OG0003981	LOC6589684|XP_002014769.1|DPER	LOC6038883|XP_038108742.1|CQUI
OG0003982	LOC6597968|XP_026843234.1|DPER	LOC6038884|XP_001848583.2|CQUI
OG0003983	LOC6603517|XP_002028495.2|DPER	LOC6038885|XP_038113321.1|CQUI
OG0003984	LOC6589552|XP_026843907.1|DPER	LOC6036439|XP_038112741.1|CQUI
OG0003985	LOC113565463|XP_026843327.1|DPER	LOC6036433|XP_038108732.1|CQUI
OG0003986	LOC6589313|XP_026844696.1|DPER	LOC6038013|XP_038113377.1|CQUI
OG0003987	LOC6589075|XP_026844014.1|DPER	LOC6038014|XP_038110646.1|CQUI
OG0003988	LOC6589830|XP_002014709.1|DPER	LOC6047238|XP_038111315.1|CQUI
OG0003989	LOC6589421|XP_002014541.1|DPER	LOC6035771|XP_038109362.1|CQUI
OG0003990	LOC6593746|XP_002018850.1|DPER	LOC6035782|XP_038109675.1|CQUI
OG0003991	LOC6595354|XP_026844296.1|DPER, LOC6604533|XP_026845163.1|DPER	LOC6035784|XP_038109844.1|CQUI
OG0003992	LOC6595507|XP_002020612.1|DPER	LOC6035789|XP_001845913.2|CQUI
OG0003993	LOC6595545|XP_026844725.1|DPER	LOC6045008|XP_038108291.1|CQUI
OG0003994	LOC6587589|XP_002013647.1|DPER	LOC119767200|XP_038111176.1|CQUI
OG0003995	LOC6590643|XP_002016604.1|DPER	LOC6053400|XP_001869494.2|CQUI
OG0003996	LOC6590011|XP_026842093.1|DPER	LOC6036135|XP_001846228.1|CQUI
OG0003997	LOC6593645|XP_026843453.1|DPER	LOC6054365|XP_038109595.1|CQUI
