Orthogroup	CQUI.longest_only	DHYD.longest_only
OG0005986	LOC6035962|XP_001846070.1|CQUI	LOC111596733|XP_023166833.2|DHYD
OG0005987	LOC6035954|XP_038114266.1|CQUI	LOC111602035|XP_023174704.2|DHYD
OG0005988	LOC6035933|XP_038107133.1|CQUI	LOC111592222|XP_023160066.2|DHYD
OG0005989	LOC6052170|XP_038110916.1|CQUI	LOC111595397|XP_023164871.1|DHYD
OG0005990	LOC6038575|XP_001848361.2|CQUI	LOC111595444|XP_023164937.2|DHYD
OG0005991	LOC6038573|XP_001848359.1|CQUI	LOC111598043|XP_023168848.2|DHYD
OG0005992	LOC6038568|XP_001848354.2|CQUI	LOC111599771|XP_023171296.2|DHYD, LOC115483461|XP_030081410.1|DHYD
OG0005993	LOC6038571|XP_038108670.1|CQUI	LOC111599772|XP_023171297.1|DHYD, LOC115483471|XP_030081429.1|DHYD
OG0005994	LOC6035697|XP_038110510.1|CQUI	LOC111605743|XP_023180213.1|DHYD
OG0005995	LOC6035695|XP_038109839.1|CQUI	LOC111592267|XP_023160133.2|DHYD
OG0005996	LOC6035694|XP_001845828.1|CQUI	LOC111600996|XP_023173157.1|DHYD
OG0005997	LOC6035682|XP_001845816.1|CQUI	LOC111597055|XP_023167342.1|DHYD
OG0005999	LOC6046953|XP_001864072.1|CQUI	LOC111599417|XP_023170835.1|DHYD
OG0006000	LOC6034171|XP_038113272.1|CQUI	LOC111601250|XP_023173517.1|DHYD
OG0006001	LOC6045033|XP_038113151.1|CQUI	LOC111593104|XP_023161471.1|DHYD
OG0006002	LOC6051240|XP_001867714.1|CQUI	LOC111600017|XP_023171692.1|DHYD
OG0006003	LOC6051251|XP_038111054.1|CQUI	LOC111604297|XP_023178094.1|DHYD
OG0006004	LOC6054061|XP_001870039.2|CQUI	LOC111595740|XP_023165362.1|DHYD
OG0006005	LOC6042912|XP_001853956.1|CQUI	LOC111605241|XP_023179444.1|DHYD
OG0006006	LOC6035868|XP_001845982.2|CQUI	LOC111597051|XP_023167337.2|DHYD
OG0006007	LOC6037815|XP_001847690.2|CQUI	LOC111604360|XP_023178196.2|DHYD
OG0006008	LOC6048574|XP_038107386.1|CQUI	LOC111595457|XP_023164959.2|DHYD
OG0006009	LOC6048570|XP_038108590.1|CQUI, LOC119767600|XP_038112454.1|CQUI	LOC111605705|XP_023180156.2|DHYD
OG0006010	LOC6045918|XP_038111394.1|CQUI	LOC111591876|XP_023159528.2|DHYD
OG0006011	LOC6045912|XP_038111660.1|CQUI	LOC111600512|XP_023172409.1|DHYD
OG0006012	LOC6034176|XP_038113054.1|CQUI	LOC111592816|XP_023160996.2|DHYD
OG0006013	LOC6034181|XP_038106465.1|CQUI	LOC111603560|XP_030080874.1|DHYD
OG0006014	LOC6034189|XP_001844544.2|CQUI	LOC111604301|XP_023178100.1|DHYD
OG0006015	LOC6034193|XP_001844548.1|CQUI	LOC111602582|XP_023175506.1|DHYD
OG0006016	LOC6034212|XP_038108800.1|CQUI	LOC111597946|XP_023168676.2|DHYD
OG0006017	LOC6034213|XP_001844566.2|CQUI	LOC111597928|XP_023168650.2|DHYD
OG0006018	LOC6053533|XP_038109498.1|CQUI	LOC111594308|XP_030081230.1|DHYD
OG0006019	LOC6042938|XP_001870877.1|CQUI	LOC111598022|XP_023168802.2|DHYD
OG0006020	LOC6035890|XP_038112698.1|CQUI	LOC111596657|XP_023166730.2|DHYD
OG0006021	LOC6035889|XP_038112683.1|CQUI	LOC111605620|XP_023180034.2|DHYD
OG0006022	LOC6035878|XP_038108446.1|CQUI	LOC111592635|XP_023160747.2|DHYD
OG0006023	LOC6037828|XP_001847703.2|CQUI	LOC111596677|XP_023166749.1|DHYD
OG0006024	LOC6052303|XP_038108847.1|CQUI	LOC111596842|XP_023166985.2|DHYD
OG0006025	LOC6040387|XP_038113864.1|CQUI	LOC111597919|XP_023168631.1|DHYD
OG0006026	LOC6046620|XP_038114287.1|CQUI	LOC111602732|XP_023175745.1|DHYD
OG0006027	LOC6031701|XP_038108054.1|CQUI	LOC111599690|XP_023171164.1|DHYD
OG0006028	LOC6049845|XP_038109644.1|CQUI	LOC111600644|XP_023172628.1|DHYD
OG0006029	LOC6037814|XP_001847689.1|CQUI	LOC111597958|XP_023168690.2|DHYD
OG0006030	LOC6037809|XP_001847684.1|CQUI	LOC111593682|XP_023162343.1|DHYD
OG0006031	LOC6037808|XP_038106040.1|CQUI	LOC111595502|XP_023165042.1|DHYD
OG0006032	LOC6037804|XP_038114333.1|CQUI	LOC111596864|XP_023167073.2|DHYD
OG0006033	LOC6049950|XP_001866633.2|CQUI	LOC111597931|XP_023168654.2|DHYD
OG0006034	LOC6041657|XP_001850884.2|CQUI	LOC111600758|XP_023172805.2|DHYD
OG0006035	LOC119766762|XP_038108387.1|CQUI	LOC111602948|XP_023176076.2|DHYD
OG0006036	LOC119766761|XP_038108386.1|CQUI	LOC111603979|XP_023177592.2|DHYD
OG0006037	LOC6049361|XP_038113219.1|CQUI	LOC111592186|XP_023160020.2|DHYD
OG0006038	LOC6049713|XP_001866420.2|CQUI	LOC111600258|XP_023172074.2|DHYD
OG0006039	LOC6053330|XP_038108487.1|CQUI	LOC111604344|XP_023178176.2|DHYD
OG0006040	LOC6042926|XP_038110634.1|CQUI	LOC111594335|XP_023163349.2|DHYD
OG0006041	LOC6042178|XP_038112955.1|CQUI	LOC111592979|XP_023161242.1|DHYD
OG0006042	LOC6042175|XP_038107538.1|CQUI	LOC111594344|XP_023163359.2|DHYD
OG0006043	LOC6042167|XP_001851314.1|CQUI	LOC111593540|XP_023162115.1|DHYD
OG0006044	LOC6034709|XP_001844990.1|CQUI	LOC111601909|XP_023174525.1|DHYD
OG0006045	LOC6034693|XP_038112763.1|CQUI	LOC111604351|XP_023178184.2|DHYD
OG0006046	LOC6034671|XP_001844959.2|CQUI	LOC111599658|XP_023171116.2|DHYD
OG0006047	LOC6051717|XP_038111187.1|CQUI	LOC111600928|XP_023173060.2|DHYD
OG0006048	LOC6037849|XP_001847722.2|CQUI	LOC111592764|XP_030081872.1|DHYD, LOC115482728|XP_030078848.1|DHYD
OG0006049	LOC6037840|XP_038112201.1|CQUI	LOC111603210|XP_023176474.2|DHYD
OG0006050	LOC6037835|XP_038109599.1|CQUI	LOC111597889|XP_023168593.1|DHYD
OG0006051	LOC6037833|XP_038111475.1|CQUI	LOC111602428|XP_023175235.1|DHYD
OG0006053	LOC6053837|XP_001869853.1|CQUI	LOC111592856|XP_023161064.1|DHYD
OG0006054	LOC6051880|XP_038113166.1|CQUI	LOC111598392|XP_023169375.1|DHYD
OG0006055	LOC6048552|XP_038112853.1|CQUI	LOC111601410|XP_023173736.2|DHYD
OG0006056	LOC6043101|XP_001855817.2|CQUI	LOC111594338|XP_023163353.1|DHYD
OG0006057	LOC6048577|XP_038108282.1|CQUI	LOC111595388|XP_023164855.2|DHYD
OG0006058	LOC6045890|XP_038107591.1|CQUI	LOC111604206|XP_023177933.1|DHYD
OG0006059	LOC6032310|XP_038113877.1|CQUI	LOC111597293|XP_023167678.1|DHYD
OG0006060	LOC6032309|XP_038113878.1|CQUI	LOC111597297|XP_023167683.1|DHYD
OG0006061	LOC6032318|XP_001842948.2|CQUI	LOC111596631|XP_023166687.2|DHYD
OG0006062	LOC6032323|XP_001842953.2|CQUI	LOC111601371|XP_023173677.1|DHYD
OG0006063	LOC6032324|XP_038110334.1|CQUI	LOC111603929|XP_023177524.2|DHYD
OG0006064	LOC6032326|XP_038109436.1|CQUI	LOC111595634|XP_023165212.1|DHYD
OG0006065	LOC6032327|XP_001842957.2|CQUI	LOC111599280|XP_023170646.2|DHYD
OG0006066	LOC6032330|XP_038111289.1|CQUI	LOC111597004|XP_023167274.2|DHYD
OG0006067	LOC6032343|XP_038108314.1|CQUI	LOC111598039|XP_023168841.1|DHYD
OG0006068	LOC6038331|XP_038112633.1|CQUI	LOC111593408|XP_023161899.1|DHYD
OG0006069	LOC6038349|XP_038112577.1|CQUI	LOC111603323|XP_023176612.2|DHYD
OG0006070	LOC6038353|XP_001848167.1|CQUI	LOC111596843|XP_023167026.2|DHYD
OG0006071	LOC6038361|XP_038109218.1|CQUI	LOC111593237|XP_023161659.1|DHYD
OG0006072	LOC6045588|XP_001862928.1|CQUI	LOC111599285|XP_023170652.1|DHYD
OG0006073	LOC6051713|XP_038112180.1|CQUI	LOC111604757|XP_023178715.1|DHYD
OG0006074	LOC6053445|XP_038107840.1|CQUI	LOC115483033|XP_030079679.1|DHYD, LOC111592207|XP_023160048.2|DHYD
OG0006075	LOC6049154|XP_001865958.1|CQUI	LOC111598823|XP_023170021.1|DHYD
OG0006076	LOC6042365|XP_038113413.1|CQUI	LOC111600533|XP_023172439.2|DHYD
OG0006077	LOC6040194|XP_038110662.1|CQUI	LOC111596874|XP_023167088.1|DHYD
OG0006078	LOC6040195|XP_038111432.1|CQUI	LOC111596875|XP_023167091.1|DHYD
OG0006079	LOC6053106|XP_038111047.1|CQUI	LOC111605719|XP_023180174.2|DHYD
OG0006080	LOC6044054|XP_038110149.1|CQUI	LOC111605725|XP_023180185.1|DHYD
OG0006081	LOC6043124|XP_038109683.1|CQUI	LOC111592128|XP_023159932.1|DHYD
OG0006082	LOC6043123|XP_001855939.1|CQUI	LOC111592174|XP_023159999.1|DHYD
OG0006083	LOC6044806|XP_038111166.1|CQUI	LOC111592261|XP_023160118.1|DHYD
OG0006084	LOC6044283|XP_038109193.1|CQUI	LOC111597370|XP_023167793.1|DHYD
OG0006085	LOC6045107|XP_038110561.1|CQUI	LOC111604323|XP_030080838.1|DHYD
OG0006086	LOC6046760|XP_038108239.1|CQUI	LOC111592329|XP_023160222.1|DHYD
OG0006087	LOC6046757|XP_038109068.1|CQUI	LOC111599660|XP_023171124.1|DHYD
OG0006088	LOC6046763|XP_001863911.1|CQUI	LOC111603317|XP_023176606.1|DHYD
OG0006089	LOC6053393|XP_001869484.1|CQUI	LOC111593476|XP_023162006.1|DHYD
OG0006090	LOC6047671|XP_038114395.1|CQUI	LOC111604694|XP_023178633.2|DHYD
OG0006091	LOC6047667|XP_038112092.1|CQUI	LOC111595270|XP_023164685.2|DHYD
OG0006092	LOC6040400|XP_001849798.2|CQUI	LOC111597251|XP_023167622.2|DHYD
OG0006093	LOC6046498|XP_038111734.1|CQUI	LOC111599988|XP_023171650.1|DHYD
OG0006094	LOC6046497|XP_038110826.1|CQUI	LOC111598381|XP_023169358.2|DHYD
OG0006095	LOC6043054|XP_038110525.1|CQUI	LOC111599891|XP_023171482.2|DHYD
OG0006096	LOC6052298|XP_038106049.1|CQUI	LOC111602583|XP_023175507.2|DHYD
OG0006097	LOC6052639|XP_038108165.1|CQUI	LOC111594387|XP_023163422.2|DHYD
OG0006098	LOC6047572|XP_001864614.2|CQUI	LOC111602157|XP_023174883.2|DHYD
OG0006099	LOC6046313|XP_001863534.2|CQUI	LOC111602561|XP_030082042.1|DHYD
OG0006100	LOC6046315|XP_038113818.1|CQUI	LOC111599727|XP_023171239.2|DHYD
OG0006101	LOC6054705|XP_038109180.1|CQUI	LOC111603852|XP_023177417.2|DHYD
OG0006102	LOC6043943|XP_038110643.1|CQUI	LOC111600069|XP_023171767.1|DHYD
OG0006103	LOC6049230|XP_001866027.2|CQUI	LOC111605390|XP_023179657.2|DHYD
OG0006104	LOC6049231|XP_038112595.1|CQUI	LOC111602861|XP_023175944.2|DHYD
OG0006105	LOC6037466|XP_038111015.1|CQUI	LOC111602857|XP_023175941.2|DHYD
OG0006106	LOC6037447|XP_038108814.1|CQUI	LOC111600981|XP_023173138.2|DHYD
OG0006107	LOC6051490|XP_038107829.1|CQUI	LOC111597070|XP_023167366.2|DHYD
OG0006108	LOC6051224|XP_038110566.1|CQUI	LOC111601920|XP_023174536.1|DHYD
OG0006109	LOC6037690|XP_001847576.1|CQUI	LOC111592860|XP_023161073.1|DHYD
OG0006110	LOC6032268|XP_001842904.1|CQUI	LOC111592337|XP_023160232.1|DHYD
OG0006111	LOC6049140|XP_038111053.1|CQUI	LOC111592863|XP_023161080.2|DHYD
OG0006112	LOC6043112|XP_001855889.1|CQUI	LOC111600041|XP_023171733.1|DHYD
OG0006113	LOC6043111|XP_001855886.2|CQUI	LOC111594872|XP_023164118.1|DHYD
OG0006114	LOC6043114|XP_001855899.2|CQUI	LOC111594449|XP_023163509.1|DHYD
OG0006115	LOC6040972|XP_038108187.1|CQUI	LOC111598014|XP_023168781.2|DHYD
OG0006116	LOC6037458|XP_038111287.1|CQUI	LOC111595405|XP_023164886.2|DHYD
OG0006117	LOC6037462|XP_001847374.2|CQUI	LOC111597970|XP_023168711.2|DHYD
OG0006118	LOC6053927|XP_038110482.1|CQUI	LOC111592212|XP_023160051.1|DHYD
OG0006119	LOC6053925|XP_038111085.1|CQUI	LOC111595510|XP_023165053.1|DHYD
OG0006120	LOC6036720|XP_038107801.1|CQUI	LOC111593392|XP_023161884.2|DHYD
OG0006121	LOC6050982|XP_038111997.1|CQUI	LOC111592333|XP_023160227.1|DHYD
OG0006122	LOC6050980|XP_038110717.1|CQUI	LOC111599713|XP_023171214.2|DHYD
OG0006123	LOC6050984|XP_038112473.1|CQUI	LOC111594320|XP_023163332.2|DHYD
OG0006125	LOC6043028|XP_038108769.1|CQUI	LOC111597292|XP_023167675.2|DHYD
OG0006126	LOC6051198|XP_038110761.1|CQUI	LOC111601019|XP_023173190.2|DHYD
OG0006127	LOC6051893|XP_038111370.1|CQUI	LOC111595089|XP_023164417.2|DHYD
OG0006128	LOC6037634|XP_001847521.2|CQUI	LOC111595111|XP_023164446.2|DHYD
OG0006129	LOC6047150|XP_038109777.1|CQUI	LOC111595117|XP_023164453.1|DHYD
OG0006130	LOC6037676|XP_038112443.1|CQUI	LOC111594379|XP_023163411.2|DHYD
OG0006131	LOC6037685|XP_001847571.2|CQUI	LOC111595099|XP_023164433.1|DHYD
OG0006132	LOC6037687|XP_038113967.1|CQUI	LOC111595121|XP_023164459.2|DHYD
OG0006133	LOC6037689|XP_001847575.1|CQUI	LOC111594369|XP_023163402.2|DHYD
OG0006134	LOC6052916|XP_038107832.1|CQUI	LOC111604284|XP_023178067.2|DHYD
OG0006135	LOC6043290|XP_038107846.1|CQUI	LOC111594378|XP_023163410.2|DHYD
OG0006136	LOC6034504|XP_001844809.2|CQUI	LOC111597299|XP_023167690.1|DHYD
OG0006137	LOC6034553|XP_001844853.2|CQUI	LOC111604317|XP_023178138.1|DHYD
OG0006138	LOC6037251|XP_001847179.2|CQUI	LOC111594160|XP_023163112.1|DHYD
OG0006139	LOC6037230|XP_001847161.2|CQUI	LOC111597935|XP_023168657.1|DHYD
OG0006140	LOC6040571|XP_038110208.1|CQUI	LOC111599666|XP_023171138.1|DHYD
OG0006141	LOC6037193|XP_038109978.1|CQUI	LOC111592564|XP_023160641.1|DHYD
OG0006142	LOC6037211|XP_038109404.1|CQUI	LOC111592290|XP_023160161.2|DHYD
OG0006143	LOC6037213|XP_001847143.2|CQUI	LOC111597307|XP_023167699.1|DHYD
OG0006144	LOC6037214|XP_001847144.2|CQUI	LOC111604450|XP_023178287.2|DHYD
OG0006145	LOC6037215|XP_001847145.1|CQUI	LOC111604422|XP_023178246.1|DHYD
OG0006146	LOC6037220|XP_001847150.2|CQUI	LOC111598984|XP_023170253.1|DHYD
OG0006147	LOC6040522|XP_038112232.1|CQUI	LOC111595698|XP_023165311.1|DHYD
OG0006148	LOC6040526|XP_038113698.1|CQUI	LOC111592344|XP_023160241.1|DHYD
OG0006149	LOC6040567|XP_038111269.1|CQUI	LOC111597312|XP_023167706.1|DHYD
OG0006150	LOC6040566|XP_001849946.2|CQUI	LOC111597310|XP_023167704.1|DHYD
OG0006151	LOC6040561|XP_038111793.1|CQUI	LOC111603865|XP_023177441.2|DHYD
OG0006152	LOC119765342|XP_038104968.1|CQUI	LOC115483697|XP_030081613.1|DHYD, LOC111600821|XP_023172889.2|DHYD
OG0006153	LOC6051694|XP_038115838.1|CQUI	LOC111592134|XP_023159942.1|DHYD
OG0006155	LOC119770287|XP_038120815.1|CQUI	LOC111595700|XP_023165312.1|DHYD
OG0006156	LOC119769398|XP_038117514.1|CQUI	LOC111598596|XP_023169679.2|DHYD
OG0006158	LOC6038895|XP_038110186.1|CQUI	LOC111601716|XP_023174203.2|DHYD
OG0006159	LOC6040551|XP_038108103.1|CQUI	LOC111597984|XP_023168729.2|DHYD
OG0006160	LOC6036902|XP_001846878.2|CQUI	LOC111600061|XP_023171759.1|DHYD
OG0006161	LOC6040654|XP_038117289.1|CQUI	LOC111593945|XP_023162802.2|DHYD
OG0006181	LOC6044344|XP_038122783.1|CQUI	LOC111601789|XP_023174326.2|DHYD
OG0006182	LOC6048861|XP_001865709.2|CQUI	LOC111595894|XP_023165602.2|DHYD
OG0006183	LOC6048859|XP_038105624.1|CQUI	LOC111602750|XP_023175770.2|DHYD
OG0006184	LOC6043098|XP_001855838.1|CQUI	LOC111598216|XP_023169140.2|DHYD
OG0006185	LOC6046424|XP_001863634.2|CQUI	LOC111602667|XP_023175619.1|DHYD
OG0006186	LOC6044322|XP_038116020.1|CQUI	LOC111599434|XP_023170856.1|DHYD
OG0006187	LOC6046423|XP_001863633.2|CQUI	LOC111603268|XP_023176547.1|DHYD
OG0006188	LOC6035098|XP_038109730.1|CQUI	LOC111598878|XP_023170105.1|DHYD
OG0006189	LOC6035099|XP_001845335.2|CQUI	LOC111598879|XP_023170113.2|DHYD
OG0006190	LOC6035167|XP_038105577.1|CQUI	LOC111594493|XP_023163571.2|DHYD
OG0006191	LOC6042737|XP_001870749.2|CQUI	LOC111599615|XP_023171074.2|DHYD
OG0006193	LOC6042749|XP_001870759.2|CQUI	LOC111592367|XP_023160301.1|DHYD
OG0006194	LOC6038201|XP_001848031.2|CQUI	LOC111598820|XP_023170017.1|DHYD
OG0006195	LOC6038202|XP_001848032.2|CQUI	LOC111598129|XP_023168958.2|DHYD
OG0006196	LOC6041668|XP_038114579.1|CQUI	LOC111600841|XP_023172914.1|DHYD
OG0006197	LOC6041670|XP_038122703.1|CQUI	LOC111597986|XP_023168736.1|DHYD
OG0006198	LOC6041679|XP_038117131.1|CQUI	LOC111602868|XP_030079879.1|DHYD
OG0006199	LOC6044346|XP_001861876.2|CQUI	LOC111596177|XP_023166048.1|DHYD
OG0006202	LOC6035147|XP_001845380.2|CQUI	LOC111593045|XP_023161383.2|DHYD
OG0006203	LOC6035148|XP_001845381.2|CQUI	LOC111603088|XP_023176314.2|DHYD
OG0006204	LOC6035154|XP_038105252.1|CQUI	LOC111595683|XP_023165291.2|DHYD
OG0006205	LOC6035159|XP_001845391.2|CQUI	LOC111594512|XP_023163600.1|DHYD
OG0006206	LOC6054818|XP_038114869.1|CQUI	LOC111594658|XP_023163827.2|DHYD
OG0006207	LOC6054812|XP_038123032.1|CQUI	LOC111599199|XP_023170558.2|DHYD
OG0006208	LOC6054808|XP_038123030.1|CQUI	LOC111602163|XP_023174892.2|DHYD
OG0006209	LOC6051660|XP_001868061.2|CQUI	LOC111598419|XP_023169431.2|DHYD
OG0006210	LOC6052745|XP_038105120.1|CQUI	LOC111603125|XP_023176366.2|DHYD
OG0006211	LOC6035161|XP_001845393.2|CQUI	LOC111601966|XP_023174608.1|DHYD
OG0006212	LOC6035160|XP_038105727.1|CQUI	LOC111601963|XP_023174605.2|DHYD
OG0006213	LOC6040417|XP_001849811.2|CQUI	LOC111595860|XP_023165547.2|DHYD
OG0006214	LOC6040418|XP_038104931.1|CQUI	LOC111595361|XP_023164814.1|DHYD
OG0006215	LOC6041926|XP_038122630.1|CQUI	LOC111594272|XP_030078885.1|DHYD
OG0006216	LOC6049036|XP_001865865.1|CQUI	LOC111596172|XP_023166036.1|DHYD
OG0006217	LOC6049038|XP_038111181.1|CQUI	LOC111596579|XP_023166621.2|DHYD
OG0006218	LOC6045221|XP_001862614.2|CQUI	LOC111594736|XP_023163940.2|DHYD
OG0006219	LOC6047027|XP_038105349.1|CQUI	LOC111595053|XP_023164747.1|DHYD
OG0006220	LOC6047024|XP_001864136.2|CQUI	LOC111597239|XP_023167601.2|DHYD
OG0006221	LOC6047033|XP_001864142.2|CQUI	LOC111598588|XP_023169669.2|DHYD
OG0006222	LOC6047034|XP_001864143.2|CQUI	LOC111598590|XP_023169674.2|DHYD
OG0006223	LOC6041766|XP_001850984.1|CQUI	LOC111593040|XP_023161375.2|DHYD
OG0006224	LOC6041767|XP_038116771.1|CQUI	LOC111596589|XP_023166636.1|DHYD
OG0006226	LOC6045727|XP_001863035.2|CQUI	LOC111597109|XP_023167421.1|DHYD
OG0006227	LOC6040424|XP_001849818.2|CQUI	LOC111598652|XP_023169762.2|DHYD
OG0006228	LOC6053078|XP_038112538.1|CQUI	LOC111600128|XP_023171860.1|DHYD
OG0006229	LOC6051665|XP_038122739.1|CQUI	LOC111598041|XP_023168849.1|DHYD
OG0006230	LOC6051034|XP_038122486.1|CQUI	LOC111596559|XP_030079913.1|DHYD
OG0006231	LOC6051035|XP_038105543.1|CQUI	LOC111603081|XP_023176305.2|DHYD
OG0006232	LOC6047969|XP_038122485.1|CQUI	LOC111598431|XP_030079299.1|DHYD
OG0006233	LOC6047968|XP_038122732.1|CQUI	LOC111598415|XP_023169422.1|DHYD
OG0006234	LOC6053737|XP_001869770.2|CQUI	LOC111593052|XP_023161393.1|DHYD
OG0006235	LOC6053736|XP_038122827.1|CQUI	LOC111594062|XP_023162955.1|DHYD
OG0006236	LOC6047040|XP_001864148.1|CQUI	LOC111598141|XP_023168971.2|DHYD
OG0006237	LOC6047039|XP_001864147.2|CQUI	LOC111594249|XP_023163229.1|DHYD
OG0006238	LOC6043385|XP_038104021.1|CQUI	LOC111594071|XP_023162975.1|DHYD
OG0006239	LOC6054520|XP_038116738.1|CQUI	LOC111598136|XP_023168965.2|DHYD
OG0006240	LOC6044225|XP_038116428.1|CQUI	LOC111597839|XP_023168510.2|DHYD
OG0006241	LOC6047050|XP_001864158.2|CQUI	LOC111593041|XP_023161376.1|DHYD
OG0006244	LOC6049924|XP_001866611.2|CQUI	LOC111595715|XP_023165328.2|DHYD
OG0006245	LOC6051948|XP_001868295.2|CQUI	LOC111599848|XP_030081679.1|DHYD
OG0006246	LOC119765564|XP_038105605.1|CQUI	LOC111601630|XP_023174065.2|DHYD
OG0006247	LOC6049219|XP_001866019.2|CQUI	LOC111599910|XP_023171503.1|DHYD
OG0006248	LOC6035115|XP_001845351.2|CQUI	LOC111600614|XP_023172579.1|DHYD
OG0006249	LOC6034311|XP_038104201.1|CQUI	LOC111599145|XP_023170478.2|DHYD
OG0006250	LOC6049223|XP_038122719.1|CQUI	LOC111601951|XP_023174576.1|DHYD
OG0006251	LOC6040801|XP_038122643.1|CQUI	LOC111603071|XP_023176301.1|DHYD
OG0006252	LOC6037955|XP_001847806.1|CQUI	LOC111603060|XP_023176289.1|DHYD
OG0006253	LOC6037960|XP_038104476.1|CQUI	LOC111601614|XP_030080027.1|DHYD
OG0006254	LOC6050468|XP_038104867.1|CQUI	LOC111592047|XP_023159813.2|DHYD
OG0006255	LOC6051118|XP_001867602.2|CQUI	LOC111595677|XP_023165281.2|DHYD
OG0006256	LOC6051121|XP_001867605.1|CQUI	LOC111593048|XP_023161388.1|DHYD
OG0006257	LOC6051126|XP_001867610.2|CQUI	LOC111593050|XP_023161390.1|DHYD
OG0006258	LOC6051129|XP_038104346.1|CQUI	LOC111598337|XP_023169313.1|DHYD
OG0006259	LOC6038195|XP_001848025.2|CQUI	LOC111599839|XP_023171405.2|DHYD
OG0006260	LOC6045728|XP_001863036.1|CQUI	LOC111598344|XP_023169318.1|DHYD
OG0006261	LOC6045726|XP_001863034.1|CQUI	LOC111602442|XP_023175266.2|DHYD
OG0006262	LOC6045721|XP_001863030.2|CQUI	LOC111596161|XP_023166020.2|DHYD
OG0006263	LOC6045720|XP_001863029.1|CQUI	LOC111593658|XP_023162311.1|DHYD
OG0006264	LOC6045718|XP_001863027.2|CQUI	LOC111605341|XP_023179582.2|DHYD
OG0006265	LOC6045716|XP_001863025.2|CQUI	LOC111600127|XP_023171859.2|DHYD
OG0006266	LOC6045722|XP_001863024.2|CQUI	LOC111596822|XP_030079902.1|DHYD
OG0006267	LOC6048469|XP_038108000.1|CQUI	LOC111597490|XP_023168017.1|DHYD
OG0006268	LOC6044349|XP_001861844.1|CQUI	LOC111595257|XP_023164671.1|DHYD
OG0006269	LOC6032068|XP_001842734.2|CQUI	LOC111597846|XP_023168523.1|DHYD
OG0006270	LOC6044404|XP_038115610.1|CQUI	LOC111603357|XP_030079531.1|DHYD
OG0006271	LOC6052274|XP_001868566.2|CQUI	LOC111601763|XP_023174271.1|DHYD
OG0006272	LOC6045735|XP_038105475.1|CQUI	LOC111598284|XP_023169237.2|DHYD
OG0006273	LOC6044377|XP_001861898.1|CQUI	LOC111601874|XP_023174520.1|DHYD
OG0006274	LOC6047715|XP_038122991.1|CQUI	LOC111601962|XP_023174641.2|DHYD
OG0006275	LOC6052107|XP_001868431.2|CQUI	LOC111605342|XP_023179584.2|DHYD
OG0006276	LOC6037340|XP_001847264.2|CQUI	LOC111601039|XP_023173220.2|DHYD
OG0006277	LOC6050823|XP_038122822.1|CQUI	LOC111593642|XP_023162291.2|DHYD
OG0006278	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI	LOC111596529|XP_023166567.2|DHYD
OG0006279	LOC6051385|XP_038105894.1|CQUI	LOC111595372|XP_023164828.2|DHYD
OG0006280	LOC6053158|XP_038113630.1|CQUI	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD
OG0006281	LOC6053157|XP_038113649.1|CQUI	LOC111597440|XP_023167923.1|DHYD
OG0006282	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI	LOC111594277|XP_023163276.1|DHYD
OG0006283	LOC6035094|XP_038104186.1|CQUI	LOC111602970|XP_023176127.1|DHYD
OG0006284	LOC6035100|XP_001845336.1|CQUI	LOC111600466|XP_023172340.1|DHYD
OG0006285	LOC6038189|XP_001848019.2|CQUI	LOC111605483|XP_023179787.2|DHYD
OG0006286	LOC6038190|XP_001848020.2|CQUI	LOC111592928|XP_023161154.2|DHYD
OG0006287	LOC6048478|XP_038111084.1|CQUI	LOC111602862|XP_023175946.2|DHYD
OG0006288	LOC6048479|XP_038111872.1|CQUI	LOC111601996|XP_023174652.2|DHYD
OG0006289	LOC6049208|XP_001866010.1|CQUI	LOC111596746|XP_023166849.1|DHYD
OG0006290	LOC6045211|XP_038105973.1|CQUI	LOC111603104|XP_023176333.1|DHYD
OG0006291	LOC6038450|XP_038104837.1|CQUI	LOC111605504|XP_023179822.1|DHYD
OG0006292	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI	LOC111592316|XP_023160200.1|DHYD
OG0006293	LOC119766120|XP_038106449.1|CQUI	LOC111603717|XP_023177193.2|DHYD
OG0006294	LOC6053049|XP_038108798.1|CQUI	LOC111592365|XP_023160295.2|DHYD
OG0006295	LOC6051732|XP_038122961.1|CQUI	LOC111598870|XP_023170087.2|DHYD
OG0006296	LOC119766623|XP_038107571.1|CQUI	LOC111592355|XP_030081791.1|DHYD
OG0006297	LOC6036989|XP_038111264.1|CQUI	LOC111593430|XP_030079415.1|DHYD
OG0006298	LOC6041289|XP_001850573.2|CQUI	LOC111596549|XP_023166590.1|DHYD
OG0006299	LOC6041290|XP_038104497.1|CQUI	LOC111603345|XP_030079532.1|DHYD
OG0006300	LOC6041292|XP_001850576.1|CQUI	LOC111605318|XP_023179550.1|DHYD
OG0006301	LOC6041279|XP_001850566.2|CQUI	LOC111593487|XP_023162017.2|DHYD
