Orthogroup	CQUI.longest_only	BCOP.longest_only
OG0004443	LOC6037435|XP_038113014.1|CQUI	LOC119080485|XP_037044769.1|BCOP
OG0004444	LOC6037453|XP_001847365.1|CQUI	LOC119083292|XP_037048879.1|BCOP
OG0004445	LOC6053881|XP_038112120.1|CQUI	LOC119071543|XP_037032334.1|BCOP
OG0004446	LOC119767467|XP_038112057.1|CQUI	LOC119081750|XP_037046823.1|BCOP
OG0004447	LOC6054087|XP_001870059.1|CQUI	LOC119080099|XP_037044220.1|BCOP
OG0004448	LOC6051141|XP_001867621.1|CQUI	LOC119068496|XP_037028005.1|BCOP
OG0004449	LOC6032267|XP_038112344.1|CQUI	LOC119081349|XP_037046088.1|BCOP
OG0004451	LOC6051935|XP_038109907.1|CQUI	LOC119078744|XP_037042335.1|BCOP
OG0004452	LOC6036723|XP_001846727.1|CQUI	LOC119072355|XP_037033440.1|BCOP
OG0004453	LOC6053900|XP_038111023.1|CQUI	LOC119068572|XP_037028111.1|BCOP
OG0004454	LOC6051086|XP_001867567.2|CQUI	LOC119078173|XP_037041542.1|BCOP
OG0004456	LOC6049828|XP_038110980.1|CQUI	LOC119065994|XP_037024096.1|BCOP
OG0004457	LOC6049829|XP_038113642.1|CQUI	LOC119065999|XP_037024101.1|BCOP
OG0004458	LOC6049834|XP_038114092.1|CQUI	LOC119072497|XP_037033634.1|BCOP
OG0004459	LOC6043036|XP_038113686.1|CQUI	LOC119072490|XP_037033621.1|BCOP
OG0004460	LOC6051203|XP_001867679.2|CQUI	LOC119072458|XP_037033576.1|BCOP
OG0004461	LOC6052535|XP_038107429.1|CQUI	LOC119066558|XP_037025000.1|BCOP
OG0004462	LOC6037650|XP_001847537.2|CQUI	LOC119071683|XP_037032559.1|BCOP
OG0004463	LOC6037654|XP_038111327.1|CQUI	LOC119072302|XP_037033381.1|BCOP
OG0004464	LOC6037655|XP_038109004.1|CQUI	LOC119076285|XP_037038841.1|BCOP
OG0004465	LOC6037664|XP_001847551.2|CQUI	LOC119066427|XP_037024803.1|BCOP
OG0004466	LOC119767739|XP_038113033.1|CQUI	LOC119086020|XP_037052489.1|BCOP
OG0004467	LOC6037680|XP_038113819.1|CQUI	LOC119082324|XP_037047719.1|BCOP
OG0004468	LOC6053597|XP_038113318.1|CQUI	LOC119071109|XP_037031648.1|BCOP
OG0004469	LOC6037688|XP_038109555.1|CQUI	LOC119085851|XP_037052255.1|BCOP
OG0004470	LOC6034524|XP_038107939.1|CQUI	LOC119077052|XP_037040077.1|BCOP
OG0004471	LOC6034535|XP_038107558.1|CQUI	LOC119071879|XP_037032855.1|BCOP
OG0004472	LOC6037231|XP_001847162.2|CQUI	LOC119074257|XP_037036174.1|BCOP
OG0004473	LOC6037226|XP_001847156.2|CQUI	LOC119074265|XP_037036182.1|BCOP
OG0004474	LOC6037225|XP_001847155.2|CQUI	LOC119074260|XP_037036178.1|BCOP
OG0004475	LOC6040570|XP_001849950.2|CQUI	LOC119074270|XP_037036187.1|BCOP
OG0004476	LOC119767036|XP_038110210.1|CQUI	LOC119067205|XP_037025943.1|BCOP
OG0004477	LOC6040559|XP_001849941.2|CQUI	LOC119082844|XP_037048402.1|BCOP
OG0004478	LOC6040555|XP_038111992.1|CQUI	LOC119071139|XP_037031729.1|BCOP
OG0004479	LOC6040800|XP_001850139.2|CQUI	LOC119069587|XP_037029572.1|BCOP
OG0004480	LOC6040723|XP_001850076.2|CQUI	LOC119085606|XP_037051924.1|BCOP
OG0004481	LOC119765079|XP_038104137.1|CQUI	LOC119083384|XP_037048992.1|BCOP
OG0004482	LOC6038661|XP_038104035.1|CQUI	LOC119069322|XP_037029273.1|BCOP
OG0004483	LOC6048655|XP_038119598.1|CQUI	LOC119071940|XP_037032959.1|BCOP
OG0004484	LOC6049249|XP_038122253.1|CQUI	LOC119077210|XP_037040287.1|BCOP
OG0004485	LOC119769019|XP_038116827.1|CQUI, LOC6041513|XP_038106905.1|CQUI	LOC119075798|XP_037038260.1|BCOP, LOC119083224|XP_037048785.1|BCOP
OG0004486	LOC6038124|XP_038111955.1|CQUI	LOC119074202|XP_037036094.1|BCOP
OG0004487	LOC6039882|XP_001849382.1|CQUI	LOC119081293|XP_037045949.1|BCOP
OG0004489	LOC119769130|XP_038116959.1|CQUI	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP
OG0004490	LOC119769609|XP_038118647.1|CQUI	LOC119073408|XP_037034741.1|BCOP
OG0004504	LOC6044333|XP_001861863.1|CQUI	LOC119068255|XP_037027688.1|BCOP
OG0004505	LOC6038319|XP_038104606.1|CQUI	LOC119068330|XP_037027778.1|BCOP
OG0004506	LOC6044317|XP_001861849.2|CQUI	LOC119067777|XP_037026811.1|BCOP
OG0004507	LOC6042742|XP_038105247.1|CQUI	LOC119067087|XP_037025741.1|BCOP
OG0004508	LOC6041687|XP_038122612.1|CQUI	LOC119080266|XP_037044419.1|BCOP
OG0004509	LOC6041676|XP_038105528.1|CQUI	LOC119072588|XP_037033736.1|BCOP
OG0004510	LOC6044331|XP_001861861.2|CQUI	LOC119080449|XP_037044713.1|BCOP
OG0004511	LOC6046428|XP_038117632.1|CQUI	LOC119070023|XP_037030199.1|BCOP
OG0004512	LOC6038321|XP_038106795.1|CQUI	LOC119080948|XP_037045470.1|BCOP
OG0004513	LOC6038316|XP_038122522.1|CQUI	LOC119085099|XP_037051239.1|BCOP
OG0004514	LOC6038310|XP_038116441.1|CQUI	LOC119073783|XP_037035355.1|BCOP
OG0004515	LOC6054699|XP_038116622.1|CQUI	LOC119085611|XP_037051929.1|BCOP
OG0004516	LOC6051308|XP_038104873.1|CQUI	LOC119085623|XP_037051942.1|BCOP
OG0004517	LOC6041760|XP_038105640.1|CQUI	LOC119069175|XP_037028995.1|BCOP
OG0004518	LOC6035155|XP_038105094.1|CQUI	LOC119083411|XP_037049027.1|BCOP
OG0004519	LOC6048964|XP_001865800.2|CQUI	LOC119070291|XP_037030452.1|BCOP
OG0004520	LOC6054819|XP_038115444.1|CQUI	LOC119069198|XP_037029048.1|BCOP
OG0004521	LOC6046563|XP_038116157.1|CQUI	LOC119081872|XP_037047004.1|BCOP
OG0004522	LOC6046577|XP_038121576.1|CQUI	LOC119069642|XP_037029653.1|BCOP
OG0004523	LOC6045733|XP_038104022.1|CQUI	LOC119067493|XP_037026395.1|BCOP
OG0004524	LOC6047023|XP_038105348.1|CQUI	LOC119067574|XP_037026554.1|BCOP
OG0004525	LOC6052563|XP_038116645.1|CQUI	LOC119068639|XP_037028206.1|BCOP
OG0004526	LOC6052566|XP_038122841.1|CQUI	LOC119068677|XP_037028253.1|BCOP
OG0004527	LOC6049033|XP_001865861.2|CQUI	LOC119070295|XP_037030455.1|BCOP
OG0004529	LOC6041771|XP_038113297.1|CQUI	LOC119069486|XP_037029451.1|BCOP
OG0004530	LOC6053077|XP_001869231.1|CQUI	LOC119076228|XP_037038780.1|BCOP
OG0004531	LOC6040435|XP_038104003.1|CQUI	LOC119068162|XP_037027534.1|BCOP
OG0004532	LOC6044974|XP_038104897.1|CQUI	LOC119070608|XP_037030922.1|BCOP
OG0004533	LOC6046580|XP_038105033.1|CQUI	LOC119068734|XP_037028326.1|BCOP
OG0004534	LOC6047052|XP_001864160.1|CQUI	LOC119086025|XP_037052496.1|BCOP
OG0004535	LOC6039348|XP_001848966.2|CQUI	LOC119070485|XP_037030733.1|BCOP
OG0004536	LOC6054180|XP_038122455.1|CQUI	LOC119067372|XP_037026179.1|BCOP
OG0004537	LOC6047241|XP_038112455.1|CQUI	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP
OG0004538	LOC6039273|XP_038118326.1|CQUI	LOC119080882|XP_037045354.1|BCOP
OG0004539	LOC6049921|XP_038104483.1|CQUI	LOC119070309|XP_037030471.1|BCOP
OG0004540	LOC6035131|XP_038113239.1|CQUI	LOC119068322|XP_037027772.1|BCOP
OG0004541	LOC6037962|XP_038114417.1|CQUI	LOC119068742|XP_037028340.1|BCOP
OG0004542	LOC6037963|XP_038116044.1|CQUI	LOC119067419|XP_037026284.1|BCOP
OG0004543	LOC6050461|XP_038104463.1|CQUI	LOC119070009|XP_037030180.1|BCOP
OG0004544	LOC6051135|XP_038115739.1|CQUI	LOC119081744|XP_037046815.1|BCOP
OG0004545	LOC6051119|XP_001867603.2|CQUI	LOC119067445|XP_037026321.1|BCOP
OG0004546	LOC6051127|XP_001867611.2|CQUI	LOC119070842|XP_037031246.1|BCOP
OG0004547	LOC6045717|XP_001863026.2|CQUI	LOC119082346|XP_037047761.1|BCOP
OG0004548	LOC6052315|XP_001868609.2|CQUI	LOC119082738|XP_037048217.1|BCOP
OG0004549	LOC6052351|XP_038110438.1|CQUI	LOC119069633|XP_037029632.1|BCOP
OG0004550	LOC6053904|XP_038104969.1|CQUI	LOC119067204|XP_037025941.1|BCOP
OG0004551	LOC6047720|XP_038122700.1|CQUI	LOC119067202|XP_037025939.1|BCOP
OG0004552	LOC6047714|XP_038109886.1|CQUI	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP
OG0004553	LOC6037038|XP_038121452.1|CQUI	LOC119080846|XP_037045303.1|BCOP
OG0004554	LOC6046909|XP_038104039.1|CQUI	LOC119084445|XP_037050324.1|BCOP
OG0004555	LOC6046912|XP_038105550.1|CQUI	LOC119084399|XP_037050261.1|BCOP
OG0004556	LOC6050817|XP_001867349.2|CQUI	LOC119067304|XP_037026106.1|BCOP
OG0004557	LOC6051312|XP_038113046.1|CQUI	LOC119068404|XP_037027861.1|BCOP
OG0004558	LOC6053159|XP_038113667.1|CQUI	LOC119070330|XP_037030495.1|BCOP
OG0004559	LOC6035093|XP_001845329.2|CQUI	LOC119070381|XP_037030589.1|BCOP
OG0004560	LOC6051618|XP_038108788.1|CQUI	LOC119067485|XP_037026380.1|BCOP
OG0004561	LOC6051622|XP_038104690.1|CQUI	LOC119070516|XP_037030775.1|BCOP
OG0004562	LOC6052936|XP_038122801.1|CQUI	LOC119068461|XP_037027942.1|BCOP
OG0004563	LOC6051001|XP_038105076.1|CQUI	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP
OG0004564	LOC6048480|XP_038105200.1|CQUI	LOC119068468|XP_037027960.1|BCOP
OG0004565	LOC6048476|XP_001865387.2|CQUI	LOC119080208|XP_037044345.1|BCOP
OG0004566	LOC6054125|XP_038117418.1|CQUI	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP
OG0004567	LOC6048187|XP_038107860.1|CQUI	LOC119077123|XP_037040191.1|BCOP
OG0004568	LOC6048455|XP_038111137.1|CQUI	LOC119069478|XP_037029438.1|BCOP
OG0004569	LOC6050385|XP_038111966.1|CQUI	LOC119069764|XP_037029791.1|BCOP
OG0004570	LOC6038448|XP_038105388.1|CQUI	LOC119068564|XP_037028088.1|BCOP
OG0004571	LOC6048970|XP_038111393.1|CQUI	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP
OG0004572	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI	LOC119069648|XP_037029666.1|BCOP
OG0004573	LOC6041275|XP_038104486.1|CQUI	LOC119082219|XP_037047571.1|BCOP
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC119081830|XP_037046962.1|BCOP
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC119081609|XP_037046550.1|BCOP
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC119069763|XP_037029790.1|BCOP
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC119081218|XP_037045837.1|BCOP
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC119067330|XP_037026129.1|BCOP
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC119079029|XP_037042705.1|BCOP
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC119069435|XP_037029387.1|BCOP
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC119067988|XP_037027239.1|BCOP
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC119084970|XP_037051019.1|BCOP
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC119070057|XP_037030246.1|BCOP
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC119069691|XP_037029712.1|BCOP
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC119084442|XP_037050318.1|BCOP
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC119067514|XP_037026425.1|BCOP
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC119067539|XP_037026491.1|BCOP
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC119084485|XP_037050370.1|BCOP
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC119082439|XP_037047867.1|BCOP
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC119081818|XP_037046952.1|BCOP
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC119070594|XP_037030909.1|BCOP
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC119085605|XP_037051923.1|BCOP
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC119070297|XP_037030458.1|BCOP
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC119068560|XP_037028083.1|BCOP
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC119085726|XP_037052070.1|BCOP
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC119070918|XP_037031349.1|BCOP
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC119074611|XP_037036765.1|BCOP
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC119067134|XP_037025825.1|BCOP
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC119068030|XP_037027288.1|BCOP
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC119068061|XP_037027358.1|BCOP
OG0004604	LOC6044773|XP_001862232.2|CQUI	LOC119085599|XP_037051915.1|BCOP
OG0004605	LOC6051449|XP_038122451.1|CQUI	LOC119080428|XP_037044680.1|BCOP
OG0004606	LOC6040734|XP_038107461.1|CQUI	LOC119081649|XP_037046629.1|BCOP
OG0004607	LOC6039036|XP_038105073.1|CQUI	LOC119082175|XP_037047487.1|BCOP
OG0004608	LOC6039054|XP_038105592.1|CQUI	LOC119068053|XP_037027340.1|BCOP
OG0004609	LOC6045132|XP_001862534.1|CQUI	LOC119068094|XP_037027410.1|BCOP
OG0004610	LOC6045381|XP_038104655.1|CQUI	LOC119070450|XP_037030696.1|BCOP
OG0004611	LOC6034328|XP_038115400.1|CQUI	LOC119070098|XP_037030306.1|BCOP
OG0004612	LOC6034326|XP_001844659.1|CQUI	LOC119070101|XP_037030311.1|BCOP
OG0004613	LOC6036970|XP_038105799.1|CQUI	LOC119069338|XP_037029302.1|BCOP
OG0004614	LOC6053763|XP_038105797.1|CQUI	LOC119067399|XP_037026239.1|BCOP
OG0004615	LOC6036976|XP_038104225.1|CQUI	LOC119069991|XP_037030126.1|BCOP
OG0004616	LOC6036981|XP_001846948.1|CQUI	LOC119067136|XP_037025828.1|BCOP
OG0004617	LOC6053777|XP_001869806.1|CQUI	LOC119067120|XP_037025791.1|BCOP
OG0004618	LOC6036883|XP_038123011.1|CQUI	LOC119067259|XP_037026031.1|BCOP
OG0004619	LOC6049474|XP_001866227.2|CQUI	LOC119069636|XP_037029637.1|BCOP
OG0004620	LOC6050630|XP_001867201.2|CQUI	LOC119068567|XP_037028103.1|BCOP
OG0004621	LOC6037925|XP_001847782.1|CQUI	LOC119081848|XP_037046985.1|BCOP
OG0004622	LOC6038472|XP_038113212.1|CQUI	LOC119081943|XP_037047106.1|BCOP
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC119068698|XP_037028284.1|BCOP
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC119085631|XP_037051962.1|BCOP
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC119069080|XP_037028853.1|BCOP
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC119074320|XP_037036275.1|BCOP
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC119080060|XP_037044167.1|BCOP
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC119084939|XP_037050979.1|BCOP
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC119069538|XP_037029509.1|BCOP
OG0004631	LOC6048768|XP_001865645.1|CQUI	LOC119069944|XP_037030065.1|BCOP
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC119069943|XP_037030063.1|BCOP
OG0004633	LOC6045007|XP_038116758.1|CQUI	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC119068836|XP_037028520.1|BCOP
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC119067512|XP_037026420.1|BCOP
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC119067412|XP_037026255.1|BCOP
OG0004639	LOC6038658|XP_038104660.1|CQUI	LOC119069321|XP_037029271.1|BCOP
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC119069317|XP_037029265.1|BCOP
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC119079520|XP_037043382.1|BCOP
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC119066985|XP_037025605.1|BCOP
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC119074926|XP_037037215.1|BCOP
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC119069417|XP_037029365.1|BCOP
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC119069141|XP_037028942.1|BCOP
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC119070072|XP_037030265.1|BCOP
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC119069622|XP_037029610.1|BCOP
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC119067436|XP_037026305.1|BCOP
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC119068302|XP_037027738.1|BCOP
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC119070252|XP_037030415.1|BCOP
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC119067807|XP_037026853.1|BCOP
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC119068922|XP_037028680.1|BCOP
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC119082717|XP_037048192.1|BCOP
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC119067815|XP_037026869.1|BCOP
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC119069679|XP_037029695.1|BCOP
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC119069799|XP_037029849.1|BCOP
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC119068690|XP_037028272.1|BCOP
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC119079574|XP_037043456.1|BCOP
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC119069189|XP_037029030.1|BCOP
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC119067544|XP_037026502.1|BCOP
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC119068769|XP_037028419.1|BCOP
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC119083302|XP_037048889.1|BCOP
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC119067848|XP_037026975.1|BCOP
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC119067854|XP_037026987.1|BCOP
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC119068754|XP_037028369.1|BCOP
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC119068757|XP_037028389.1|BCOP
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC119070365|XP_037030560.1|BCOP
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC119079074|XP_037042779.1|BCOP
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC119084519|XP_037050431.1|BCOP
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC119074468|XP_037036504.1|BCOP
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC119085035|XP_037051128.1|BCOP
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC119085062|XP_037051200.1|BCOP
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC119069261|XP_037029213.1|BCOP
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC119082364|XP_037047781.1|BCOP
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC119081925|XP_037047077.1|BCOP
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC119067916|XP_037027112.1|BCOP
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC119069774|XP_037029807.1|BCOP
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC119069517|XP_037029490.1|BCOP
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC119080463|XP_037044734.1|BCOP
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC119067424|XP_037026290.1|BCOP
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC119069117|XP_037028905.1|BCOP
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC119069118|XP_037028910.1|BCOP
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC119069113|XP_037028901.1|BCOP
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC119070463|XP_037030713.1|BCOP
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC119067875|XP_037027038.1|BCOP
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC119067882|XP_037027056.1|BCOP
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC119069334|XP_037029294.1|BCOP
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC119069335|XP_037029296.1|BCOP
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC119069931|XP_037030050.1|BCOP
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC119085775|XP_037052164.1|BCOP
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC119067271|XP_037026045.1|BCOP
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC119083569|XP_037049208.1|BCOP
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC119070142|XP_037030365.1|BCOP
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC119068528|XP_037028033.1|BCOP
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC119085391|XP_037051682.1|BCOP
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC119085009|XP_037051087.1|BCOP
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC119081642|XP_037046618.1|BCOP
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC119070468|XP_037030719.1|BCOP
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC119067944|XP_037027156.1|BCOP
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC119066382|XP_037024709.1|BCOP
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC119069967|XP_037030097.1|BCOP
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC119068233|XP_037027644.1|BCOP
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC119067010|XP_037025632.1|BCOP
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC119067468|XP_037026352.1|BCOP
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC119067263|XP_037026037.1|BCOP
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC119070403|XP_037030622.1|BCOP
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC119074248|XP_037036167.1|BCOP
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC119085702|XP_037052046.1|BCOP
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC119082075|XP_037047314.1|BCOP
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC119066127|XP_037024308.1|BCOP
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC119067216|XP_037025954.1|BCOP
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC119068114|XP_037027455.1|BCOP
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC119078746|XP_037042340.1|BCOP
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC119069959|XP_037030085.1|BCOP
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC119068883|XP_037028643.1|BCOP
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC119069923|XP_037030038.1|BCOP
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC119070559|XP_037030860.1|BCOP
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC119070563|XP_037030866.1|BCOP
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC119069953|XP_037030077.1|BCOP
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC119068215|XP_037027604.1|BCOP
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC119068218|XP_037027606.1|BCOP
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC119068800|XP_037028470.1|BCOP
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC119066254|XP_037024485.1|BCOP
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC119070081|XP_037030284.1|BCOP
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC119070359|XP_037030549.1|BCOP
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC119079430|XP_037043236.1|BCOP
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC119067926|XP_037027133.1|BCOP
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC119069171|XP_037028977.1|BCOP
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC119068103|XP_037027422.1|BCOP
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC119067052|XP_037025692.1|BCOP
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC119069316|XP_037029263.1|BCOP
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC119067892|XP_037027074.1|BCOP
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC119067879|XP_037027044.1|BCOP
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC119085059|XP_037051171.1|BCOP
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC119069096|XP_037028884.1|BCOP
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC119078060|XP_037041386.1|BCOP
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC119067589|XP_037026582.1|BCOP
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC119069828|XP_037029885.1|BCOP
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC119069829|XP_037029886.1|BCOP
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC119075771|XP_037038213.1|BCOP
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC119069481|XP_037029443.1|BCOP
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC119069260|XP_037029212.1|BCOP
