Orthogroup	CQUI.longest_only	DNOV.longest_only
OG0003277	LOC6047047|XP_038104678.1|CQUI	LOC115761500|XP_030559131.1|DNOV
OG0003278	LOC6043390|XP_038104515.1|CQUI	LOC115764778|XP_030563877.1|DNOV
OG0003279	LOC6043402|XP_038104861.1|CQUI	LOC115767365|XP_030567482.1|DNOV
OG0003281	LOC6051867|XP_038122487.1|CQUI	LOC115771956|XP_030573722.1|DNOV
OG0003282	LOC6046910|XP_038104714.1|CQUI	LOC115767355|XP_030567468.1|DNOV
OG0003283	LOC6049215|XP_038104174.1|CQUI	LOC115763378|XP_030561774.1|DNOV
OG0003284	LOC6045227|XP_001862603.1|CQUI	LOC115768812|XP_030569369.1|DNOV
OG0003285	LOC6040443|XP_001849833.1|CQUI	LOC115765033|XP_030564257.1|DNOV
OG0003286	LOC6040797|XP_038122603.1|CQUI	LOC115771785|XP_030573514.1|DNOV
OG0003287	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI	LOC115770375|XP_030571484.1|DNOV
OG0003289	LOC119765512|XP_038105437.1|CQUI	LOC115761143|XP_030558671.1|DNOV
OG0003290	LOC6051120|XP_001867604.2|CQUI	LOC115771736|XP_030573423.1|DNOV
OG0003291	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI	LOC115769152|XP_030569711.1|DNOV
OG0003292	LOC6052272|XP_038104143.1|CQUI	LOC115767759|XP_030567937.1|DNOV
OG0003293	LOC6044374|XP_038104790.1|CQUI	LOC115767323|XP_030567423.1|DNOV
OG0003294	LOC6045679|XP_038122680.1|CQUI	LOC115758000|XP_030554354.1|DNOV
OG0003295	LOC6047712|XP_038105249.1|CQUI	LOC115767828|XP_030568028.1|DNOV
OG0003296	LOC119769394|XP_038117487.1|CQUI	LOC115761676|XP_030559390.1|DNOV
OG0003297	LOC6053528|XP_038104050.1|CQUI	LOC115761533|XP_030559165.1|DNOV
OG0003298	LOC6044791|XP_038104898.1|CQUI	LOC115767184|XP_030567236.1|DNOV
OG0003299	LOC6051621|XP_038123026.1|CQUI	LOC115771968|XP_030573740.1|DNOV
OG0003300	LOC6052939|XP_038105716.1|CQUI	LOC115764966|XP_030564151.1|DNOV
OG0003301	LOC6034320|XP_001844653.2|CQUI	LOC115757877|XP_030554177.1|DNOV
OG0003302	LOC119769388|XP_038117434.1|CQUI	LOC115765311|XP_030564669.1|DNOV
OG0003303	LOC6048458|XP_001865376.2|CQUI	LOC115757814|XP_030554096.1|DNOV
OG0003304	LOC6035163|XP_038105726.1|CQUI	LOC115764611|XP_030563623.1|DNOV
OG0003305	LOC6040796|XP_038107449.1|CQUI	LOC115768053|XP_030568352.1|DNOV
OG0003306	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI	LOC115757972|XP_030554315.1|DNOV
OG0003307	LOC6041286|XP_038118761.1|CQUI	LOC115769070|XP_030569643.1|DNOV, LOC115769069|XP_030569642.1|DNOV
OG0003308	LOC6041274|XP_038111355.1|CQUI	LOC115765936|XP_030565542.1|DNOV
OG0003309	LOC6046401|XP_038104328.1|CQUI	LOC115765250|XP_030564578.1|DNOV
OG0003310	LOC6049179|XP_001865984.2|CQUI	LOC115765135|XP_030564393.1|DNOV
OG0003311	LOC6040799|XP_001850138.2|CQUI	LOC115770650|XP_030571873.1|DNOV
OG0003312	LOC6038455|XP_001848252.2|CQUI	LOC115757770|XP_030554055.1|DNOV
OG0003313	LOC119770166|XP_038120773.1|CQUI	LOC115768181|XP_030568549.1|DNOV
OG0003314	LOC119769656|XP_038119124.1|CQUI	LOC115760280|XP_030557413.1|DNOV
OG0003315	LOC6045637|XP_038104047.1|CQUI	LOC115768060|XP_030568361.1|DNOV
OG0003316	LOC6046923|XP_038104731.1|CQUI	LOC115764947|XP_030564128.1|DNOV
OG0003318	LOC6046383|XP_038121783.1|CQUI	LOC115757678|XP_030553874.1|DNOV
OG0003319	LOC6050261|XP_038117527.1|CQUI	LOC115761786|XP_030559580.1|DNOV
OG0003320	LOC6050925|XP_038107496.1|CQUI	LOC115764882|XP_030564021.1|DNOV
OG0003321	LOC6050923|XP_038104096.1|CQUI	LOC115764906|XP_030564063.1|DNOV
OG0003322	LOC6050928|XP_001867444.2|CQUI	LOC115764903|XP_030564056.1|DNOV
OG0003323	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI	LOC115768129|XP_030568484.1|DNOV
OG0003324	LOC6044766|XP_038105505.1|CQUI	LOC115768950|XP_030569528.1|DNOV
OG0003325	LOC6054667|XP_038122729.1|CQUI	LOC115763776|XP_030562355.1|DNOV
OG0003326	LOC6052313|XP_001868606.2|CQUI	LOC115767269|XP_030567354.1|DNOV
OG0003327	LOC6054823|XP_038117070.1|CQUI	LOC115766723|XP_030566534.1|DNOV
OG0003328	LOC6045240|XP_038105004.1|CQUI	LOC115767409|XP_030567544.1|DNOV
OG0003329	LOC6045236|XP_038104816.1|CQUI	LOC115771693|XP_030573369.1|DNOV
OG0003330	LOC6049097|XP_001865912.2|CQUI	LOC115769616|XP_030570374.1|DNOV
OG0003331	LOC6039046|XP_038105147.1|CQUI	LOC115766354|XP_030566113.1|DNOV
OG0003332	LOC6045134|XP_001862536.1|CQUI	LOC115765244|XP_030564564.1|DNOV
OG0003333	LOC6046168|XP_038108595.1|CQUI	LOC115772131|XP_030573972.1|DNOV
OG0003334	LOC6053762|XP_038105116.1|CQUI	LOC115761209|XP_030558754.1|DNOV
OG0003335	LOC6053764|XP_038105798.1|CQUI	LOC115757705|XP_030553916.1|DNOV
OG0003336	LOC6049475|XP_038104934.1|CQUI	LOC115761244|XP_030558800.1|DNOV
OG0003337	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI	LOC115763984|XP_030562656.1|DNOV
OG0003338	LOC6038468|XP_001848265.2|CQUI	LOC115761370|XP_030558978.1|DNOV
OG0003339	LOC6042693|XP_038104736.1|CQUI	LOC115764957|XP_030564139.1|DNOV
OG0003340	LOC6042694|XP_038104608.1|CQUI	LOC115770085|XP_030571055.1|DNOV, LOC115764928|XP_030564098.1|DNOV
OG0003341	LOC6042505|XP_001851719.2|CQUI	LOC115767090|XP_030567098.1|DNOV
OG0003342	LOC6042500|XP_001851692.2|CQUI	LOC115768168|XP_030568524.1|DNOV
OG0003343	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI	LOC115764402|XP_030563251.1|DNOV
OG0003344	LOC6046229|XP_038115211.1|CQUI	LOC115769226|XP_030569797.1|DNOV
OG0003345	LOC119767346|XP_038111667.1|CQUI	LOC115764294|XP_030563087.1|DNOV
OG0003346	LOC6045625|XP_001862961.2|CQUI	LOC115761769|XP_030559558.1|DNOV
OG0003347	LOC6054237|XP_038111943.1|CQUI	LOC115761278|XP_030558856.1|DNOV
OG0003348	LOC6045000|XP_038104115.1|CQUI	LOC115761498|XP_030559126.1|DNOV
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC115765188|XP_030564476.1|DNOV
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC115764752|XP_030563836.1|DNOV
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC115767547|XP_030567689.1|DNOV
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC115759598|XP_030556429.1|DNOV
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC115758088|XP_030554465.1|DNOV, LOC115757702|XP_030553909.1|DNOV
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC115765157|XP_030564430.1|DNOV
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC115766858|XP_030566776.1|DNOV
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC115766911|XP_030566850.1|DNOV
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC115759957|XP_030556960.1|DNOV
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC115767180|XP_030567229.1|DNOV
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC115766822|XP_030566718.1|DNOV
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC115759948|XP_030556954.1|DNOV
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC115771608|XP_030573231.1|DNOV
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC115757704|XP_030553911.1|DNOV
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC115761826|XP_030559626.1|DNOV
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC115767897|XP_030568128.1|DNOV
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC115769514|XP_030570212.1|DNOV
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC115769869|XP_030570731.1|DNOV
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC115769866|XP_030570724.1|DNOV
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC115759489|XP_030556285.1|DNOV
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC115759545|XP_030556360.1|DNOV
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC115768763|XP_030569312.1|DNOV
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC115758246|XP_030554661.1|DNOV
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC115770858|XP_030572154.1|DNOV
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC115768498|XP_030568944.1|DNOV
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC115771952|XP_030573716.1|DNOV
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC115761970|XP_030559872.1|DNOV
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC115761858|XP_030559711.1|DNOV
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC115764032|XP_030562727.1|DNOV
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC115761198|XP_030558736.1|DNOV
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC115772055|XP_030573859.1|DNOV
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC115764911|XP_030564071.1|DNOV
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC115764852|XP_030563981.1|DNOV
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC115764908|XP_030564067.1|DNOV
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC115759187|XP_030555923.1|DNOV
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC115771901|XP_030573647.1|DNOV
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC115761902|XP_030559777.1|DNOV
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC115765039|XP_030564266.1|DNOV
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC115765383|XP_030564766.1|DNOV
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC115760659|XP_030557985.1|DNOV
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC115770590|XP_030571779.1|DNOV
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC115772077|XP_030573890.1|DNOV
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC115765040|XP_030564267.1|DNOV
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC115764075|XP_030562783.1|DNOV
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC115759575|XP_030556402.1|DNOV
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC115757766|XP_030554050.1|DNOV
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC115768644|XP_030569176.1|DNOV
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC115761973|XP_030559876.1|DNOV
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC115761787|XP_030559582.1|DNOV
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC115761490|XP_030559116.1|DNOV
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC115764713|XP_030563775.1|DNOV
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC115764165|XP_030562911.1|DNOV
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC115760869|XP_030558287.1|DNOV
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC115761383|XP_030558996.1|DNOV
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC115761384|XP_030558997.1|DNOV
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC115771792|XP_030573522.1|DNOV
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC115761520|XP_030559150.1|DNOV
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC115761365|XP_030558974.1|DNOV
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC115770622|XP_030571820.1|DNOV
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC115764783|XP_030563883.1|DNOV
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC115764184|XP_030562931.1|DNOV
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC115770481|XP_030571626.1|DNOV
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC115766342|XP_030566096.1|DNOV
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC115770666|XP_030571893.1|DNOV
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC115764610|XP_030563622.1|DNOV
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC115764698|XP_030563756.1|DNOV
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC115764030|XP_030562721.1|DNOV
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC115764110|XP_030562830.1|DNOV
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC115757669|XP_030553847.1|DNOV
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC115757672|XP_030553861.1|DNOV
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC115762047|XP_030559984.1|DNOV
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC115761590|XP_030559245.1|DNOV
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC115771966|XP_030573738.1|DNOV
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC115759512|XP_030556316.1|DNOV
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC115759510|XP_030556313.1|DNOV
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC115766806|XP_030566693.1|DNOV
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC115762456|XP_030560519.1|DNOV
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC115766755|XP_030566592.1|DNOV
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC115763682|XP_030562214.1|DNOV
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC115764099|XP_030562812.1|DNOV
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC115761316|XP_030558907.1|DNOV
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC115761808|XP_030559613.1|DNOV
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC115761804|XP_030559607.1|DNOV
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC115761807|XP_030559612.1|DNOV
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC115764014|XP_030562702.1|DNOV
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC115771628|XP_030573271.1|DNOV
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC115763459|XP_030561892.1|DNOV
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC115761814|XP_030559625.1|DNOV
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC115769817|XP_030570645.1|DNOV
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC115770283|XP_030571375.1|DNOV
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC115768699|XP_030569244.1|DNOV
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC115768110|XP_030568474.1|DNOV
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC115766797|XP_030566681.1|DNOV
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC115764006|XP_030562686.1|DNOV
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC115764872|XP_030564011.1|DNOV
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC115761401|XP_030559019.1|DNOV
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC115770928|XP_030572245.1|DNOV
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC115770768|XP_030572038.1|DNOV
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC115769371|XP_030570015.1|DNOV
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC115763368|XP_030561757.1|DNOV
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC115761928|XP_030559819.1|DNOV
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC115760823|XP_030558206.1|DNOV
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC115763780|XP_030562360.1|DNOV
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC115767929|XP_030568159.1|DNOV
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC115770625|XP_030571828.1|DNOV
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC115771729|XP_030573414.1|DNOV
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC115761802|XP_030559605.1|DNOV
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC115769574|XP_030570298.1|DNOV
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC115759483|XP_030556277.1|DNOV
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC115771708|XP_030573387.1|DNOV
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC115764873|XP_030564012.1|DNOV
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC115761560|XP_030559204.1|DNOV
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC115771778|XP_030573497.1|DNOV
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC115771726|XP_030573410.1|DNOV
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC115759463|XP_030556257.1|DNOV
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC115764745|XP_030563821.1|DNOV
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC115759764|XP_030556679.1|DNOV
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC115763419|XP_030561837.1|DNOV
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC115760117|XP_030557172.1|DNOV
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC115771944|XP_030573703.1|DNOV
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC115757734|XP_030553979.1|DNOV
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC115767950|XP_030568189.1|DNOV
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC115766088|XP_030565758.1|DNOV
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC115764866|XP_030564004.1|DNOV
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC115761981|XP_030559888.1|DNOV
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC115764128|XP_030562858.1|DNOV
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC115764185|XP_030562932.1|DNOV
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC115764034|XP_030562730.1|DNOV
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC115764196|XP_030562943.1|DNOV
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC115771791|XP_030573521.1|DNOV
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC115764043|XP_030562743.1|DNOV
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC115764864|XP_030564001.1|DNOV
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC115761899|XP_030559769.1|DNOV
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC115761863|XP_030559715.1|DNOV
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC115764743|XP_030563819.1|DNOV
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC115764156|XP_030562892.1|DNOV
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC115771749|XP_030573455.1|DNOV
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC115766085|XP_030565754.1|DNOV
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC115759956|XP_030556959.1|DNOV
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC115761216|XP_030558766.1|DNOV
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC115757695|XP_030553898.1|DNOV
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC115760366|XP_030557514.1|DNOV
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC115761884|XP_030559746.1|DNOV
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC115763548|XP_030562025.1|DNOV
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC115761651|XP_030559351.1|DNOV
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC115771929|XP_030573687.1|DNOV
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC115771851|XP_030573593.1|DNOV
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC115765046|XP_030564279.1|DNOV
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC115764052|XP_030562754.1|DNOV
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC115764736|XP_030563810.1|DNOV
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC115761481|XP_030559108.1|DNOV
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC115769645|XP_030570415.1|DNOV
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC115761191|XP_030558722.1|DNOV
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC115764605|XP_030563607.1|DNOV
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC115764623|XP_030563646.1|DNOV
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC115771800|XP_030573530.1|DNOV
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC115764896|XP_030564047.1|DNOV
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC115757970|XP_030554311.1|DNOV
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC115761419|XP_030559036.1|DNOV
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC115765631|XP_030565142.1|DNOV
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC115765615|XP_030565126.1|DNOV
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC115769392|XP_030570048.1|DNOV
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC115769713|XP_030570502.1|DNOV
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC115769408|XP_030570070.1|DNOV
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC115770431|XP_030571561.1|DNOV
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC115759748|XP_030556647.1|DNOV
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC115766866|XP_030566787.1|DNOV
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC115762511|XP_030560614.1|DNOV
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC115762480|XP_030560570.1|DNOV
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC115763930|XP_030562581.1|DNOV
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC115771120|XP_030572544.1|DNOV
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC115770021|XP_030570937.1|DNOV
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC115769570|XP_030570286.1|DNOV
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC115771098|XP_030572517.1|DNOV
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC115769785|XP_030570613.1|DNOV
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC115769965|XP_030570875.1|DNOV
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC115757960|XP_030554300.1|DNOV
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC115760865|XP_030558279.1|DNOV
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC115760843|XP_030558247.1|DNOV
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC115760833|XP_030558225.1|DNOV
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC115770783|XP_030572063.1|DNOV
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC115763971|XP_030562632.1|DNOV
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC115758371|XP_030554826.1|DNOV
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC115767017|XP_030567002.1|DNOV
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC115769321|XP_030569915.1|DNOV
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC115770099|XP_030571071.1|DNOV
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC115771493|XP_030573077.1|DNOV
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC115760557|XP_030557822.1|DNOV
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC115762470|XP_030560547.1|DNOV
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC115762471|XP_030560550.1|DNOV
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC115761080|XP_030558559.1|DNOV
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC115761132|XP_030558652.1|DNOV
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC115762258|XP_030560273.1|DNOV
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC115761955|XP_030559857.1|DNOV
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC115765803|XP_030565367.1|DNOV
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC115769366|XP_030570008.1|DNOV
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC115762707|XP_030560890.1|DNOV
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC115762729|XP_030560923.1|DNOV
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC115766919|XP_030566860.1|DNOV
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC115770976|XP_030572300.1|DNOV
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC115769812|XP_030570641.1|DNOV
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC115762219|XP_030560213.1|DNOV
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC115762282|XP_030560306.1|DNOV
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC115763996|XP_030562675.1|DNOV
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC115771248|XP_030572709.1|DNOV
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC115766960|XP_030566908.1|DNOV
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC115764220|XP_030562991.1|DNOV
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC115760605|XP_030557908.1|DNOV
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC115762166|XP_030560143.1|DNOV
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC115769947|XP_030570852.1|DNOV
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC115760786|XP_030558141.1|DNOV
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC115766938|XP_030566886.1|DNOV, LOC115766964|XP_030566911.1|DNOV
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC115762306|XP_030560332.1|DNOV
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC115758289|XP_030554714.1|DNOV
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC115771259|XP_030572733.1|DNOV
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC115762756|XP_030560957.1|DNOV
