Orthogroup	CQUI.longest_only	DSER.longest_only
OG0004388	LOC6031710|XP_038111077.1|CQUI	LOC110178327|XP_020801096.1|DSER
OG0004389	LOC6031709|XP_038109086.1|CQUI	LOC110183674|XP_020807667.1|DSER
OG0004390	LOC6031680|XP_038109090.1|CQUI	LOC110190217|XP_020816232.1|DSER
OG0004391	LOC6049844|XP_038111031.1|CQUI	LOC110179595|XP_020802856.1|DSER
OG0004392	LOC119768106|XP_038114469.1|CQUI	LOC110189856|XP_020815732.1|DSER
OG0004393	LOC6049953|XP_038110103.1|CQUI	LOC110178471|XP_020801270.1|DSER
OG0004394	LOC6041658|XP_038110140.1|CQUI	LOC110176853|XP_020798986.1|DSER
OG0004395	LOC6051875|XP_038112934.1|CQUI	LOC110189688|XP_020815521.1|DSER
OG0004396	LOC6049708|XP_038107810.1|CQUI	LOC110189446|XP_020815177.1|DSER
OG0004397	LOC6049704|XP_001866423.1|CQUI	LOC110189745|XP_020815607.1|DSER
OG0004398	LOC6049712|XP_001866421.1|CQUI	LOC110189747|XP_020815610.1|DSER
OG0004399	LOC6054519|XP_038108347.1|CQUI	LOC110178315|XP_020801085.1|DSER
OG0004400	LOC6034224|XP_001844577.2|CQUI	LOC110188757|XP_020814258.1|DSER
OG0004401	LOC6034222|XP_038108982.1|CQUI	LOC110191484|XP_020818008.1|DSER
OG0004402	LOC6034218|XP_001844571.1|CQUI	LOC110180944|XP_020804282.1|DSER
OG0004403	LOC6052726|XP_038110924.1|CQUI	LOC110177800|XP_020800388.1|DSER
OG0004404	LOC6034705|XP_038109552.1|CQUI	LOC110189308|XP_020815002.1|DSER
OG0004405	LOC6034691|XP_038109486.1|CQUI	LOC110178553|XP_020801378.1|DSER
OG0004406	LOC6034677|XP_001844965.2|CQUI	LOC110189912|XP_020815840.1|DSER
OG0004407	LOC6034674|XP_038113331.1|CQUI	LOC110178397|XP_020801194.1|DSER
OG0004408	LOC6045957|XP_001863235.2|CQUI	LOC110191189|XP_020817616.1|DSER
OG0004409	LOC6047645|XP_038106383.1|CQUI	LOC110185426|XP_020809899.1|DSER
OG0004410	LOC6049876|XP_038112260.1|CQUI	LOC110187679|XP_020812806.1|DSER
OG0004411	LOC6049874|XP_038112256.1|CQUI	LOC110179834|XP_020803101.1|DSER
OG0004412	LOC6049132|XP_038111131.1|CQUI	LOC110179814|XP_020803078.1|DSER
OG0004413	LOC6049568|XP_038110876.1|CQUI	LOC110191479|XP_020817999.1|DSER
OG0004414	LOC6047652|XP_038106139.1|CQUI	LOC110191618|XP_020818167.1|DSER
OG0004415	LOC6032315|XP_038109935.1|CQUI	LOC110177833|XP_020800437.1|DSER
OG0004416	LOC6032329|XP_001842959.1|CQUI	LOC110189430|XP_020815159.1|DSER
OG0004417	LOC6032331|XP_001842961.2|CQUI	LOC110189690|XP_020815526.1|DSER
OG0004418	LOC6032336|XP_038107700.1|CQUI	LOC110189428|XP_020815150.1|DSER
OG0004419	LOC6032348|XP_038107931.1|CQUI	LOC110189340|XP_020815041.1|DSER
OG0004420	LOC6038343|XP_001848158.2|CQUI	LOC110177591|XP_020800037.1|DSER
OG0004421	LOC6038359|XP_038112016.1|CQUI	LOC110178913|XP_020801851.1|DSER
OG0004422	LOC6045587|XP_001862927.1|CQUI	LOC110185228|XP_020809617.1|DSER
OG0004423	LOC6042349|XP_001851481.2|CQUI	LOC110183615|XP_020807629.1|DSER
OG0004424	LOC6040172|XP_038112149.1|CQUI	LOC110176707|XP_020798808.1|DSER
OG0004425	LOC6040181|XP_001849632.1|CQUI	LOC110184647|XP_020808908.1|DSER
OG0004426	LOC6040187|XP_001849638.1|CQUI	LOC110184667|XP_020808934.1|DSER
OG0004427	LOC6044032|XP_001861604.2|CQUI	LOC110176712|XP_020798811.1|DSER
OG0004428	LOC6044040|XP_038113685.1|CQUI	LOC110185460|XP_020809965.1|DSER
OG0004429	LOC6052259|XP_038110794.1|CQUI	LOC110187433|XP_020812482.1|DSER
OG0004430	LOC6044281|XP_038106035.1|CQUI	LOC110176131|XP_020798026.1|DSER
OG0004431	LOC6053388|XP_001869486.2|CQUI	LOC110189400|XP_020815117.1|DSER
OG0004432	LOC6053390|XP_038114397.1|CQUI	LOC110189391|XP_020815104.1|DSER
OG0004433	LOC6040428|XP_001849786.2|CQUI	LOC110177512|XP_020799926.1|DSER
OG0004434	LOC6046502|XP_001863688.2|CQUI	LOC110189746|XP_020815609.1|DSER
OG0004435	LOC6042192|XP_001851336.2|CQUI	LOC110191760|XP_020818360.1|DSER
OG0004436	LOC6043836|XP_038109461.1|CQUI	LOC110177995|XP_020800653.1|DSER
OG0004437	LOC6049653|XP_038112914.1|CQUI	LOC110180247|XP_020803563.1|DSER
OG0004438	LOC6043043|XP_001855135.1|CQUI	LOC110179271|XP_020802393.1|DSER
OG0004439	LOC6043048|XP_038109857.1|CQUI	LOC110190944|XP_020817281.1|DSER
OG0004440	LOC6043049|XP_001855160.1|CQUI	LOC110177603|XP_020800064.1|DSER
OG0004441	LOC6036094|XP_001846187.1|CQUI	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER
OG0004442	LOC6052296|XP_038106051.1|CQUI	LOC110176617|XP_020798705.1|DSER
OG0004443	LOC6037435|XP_038113014.1|CQUI	LOC110181283|XP_020804665.1|DSER
OG0004444	LOC6037453|XP_001847365.1|CQUI	LOC110176278|XP_020798257.1|DSER
OG0004445	LOC6053881|XP_038112120.1|CQUI	LOC110191636|XP_020818186.1|DSER
OG0004446	LOC119767467|XP_038112057.1|CQUI	LOC110186246|XP_020810979.1|DSER
OG0004447	LOC6054087|XP_001870059.1|CQUI	LOC110187723|XP_020812829.1|DSER
OG0004448	LOC6051141|XP_001867621.1|CQUI	LOC110177728|XP_020800240.1|DSER
OG0004449	LOC6032267|XP_038112344.1|CQUI	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER
OG0004450	LOC6043121|XP_001855932.2|CQUI	LOC110178403|XP_020801202.1|DSER
OG0004451	LOC6051935|XP_038109907.1|CQUI	LOC110178277|XP_020801005.1|DSER
OG0004452	LOC6036723|XP_001846727.1|CQUI	LOC110181706|XP_020805216.1|DSER
OG0004453	LOC6053900|XP_038111023.1|CQUI	LOC110176315|XP_020798290.1|DSER
OG0004454	LOC6051086|XP_001867567.2|CQUI	LOC110176618|XP_020798702.1|DSER
OG0004455	LOC6049827|XP_001866528.2|CQUI	LOC110179971|XP_020803211.1|DSER
OG0004456	LOC6049828|XP_038110980.1|CQUI	LOC110182832|XP_020806624.1|DSER
OG0004457	LOC6049829|XP_038113642.1|CQUI	LOC110181268|XP_020804636.1|DSER
OG0004458	LOC6049834|XP_038114092.1|CQUI	LOC110178937|XP_020801893.1|DSER
OG0004459	LOC6043036|XP_038113686.1|CQUI	LOC110177499|XP_020799911.1|DSER
OG0004460	LOC6051203|XP_001867679.2|CQUI	LOC110189940|XP_020815885.1|DSER
OG0004461	LOC6052535|XP_038107429.1|CQUI	LOC110176280|XP_020798255.1|DSER
OG0004462	LOC6037650|XP_001847537.2|CQUI	LOC110185280|XP_020809685.1|DSER
OG0004463	LOC6037654|XP_038111327.1|CQUI	LOC110190421|XP_020816557.1|DSER
OG0004464	LOC6037655|XP_038109004.1|CQUI	LOC110190380|XP_020816469.1|DSER
OG0004465	LOC6037664|XP_001847551.2|CQUI	LOC110188794|XP_020814311.1|DSER
OG0004466	LOC119767739|XP_038113033.1|CQUI	LOC110185222|XP_020809612.1|DSER
OG0004467	LOC6037680|XP_038113819.1|CQUI	LOC110190361|XP_020816429.1|DSER
OG0004468	LOC6053597|XP_038113318.1|CQUI	LOC110190166|XP_020816161.1|DSER
OG0004469	LOC6037688|XP_038109555.1|CQUI	LOC110176265|XP_020798238.1|DSER
OG0004470	LOC6034524|XP_038107939.1|CQUI	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER
OG0004471	LOC6034535|XP_038107558.1|CQUI	LOC110187767|XP_020812887.1|DSER
OG0004472	LOC6037231|XP_001847162.2|CQUI	LOC110191591|XP_020818139.1|DSER
OG0004473	LOC6037226|XP_001847156.2|CQUI	LOC110176322|XP_020798299.1|DSER
OG0004474	LOC6037225|XP_001847155.2|CQUI	LOC110176327|XP_020798306.1|DSER
OG0004475	LOC6040570|XP_001849950.2|CQUI	LOC110189405|XP_020815120.1|DSER
OG0004476	LOC119767036|XP_038110210.1|CQUI	LOC110182738|XP_020806499.1|DSER
OG0004477	LOC6040559|XP_001849941.2|CQUI	LOC110176910|XP_020799059.1|DSER
OG0004478	LOC6040555|XP_038111992.1|CQUI	LOC110189205|XP_020814835.1|DSER
OG0004479	LOC6040800|XP_001850139.2|CQUI	LOC110191476|XP_020817996.1|DSER
OG0004480	LOC6040723|XP_001850076.2|CQUI	LOC110176028|XP_020797897.1|DSER
OG0004481	LOC119765079|XP_038104137.1|CQUI	LOC110191578|XP_020818120.1|DSER
OG0004482	LOC6038661|XP_038104035.1|CQUI	LOC110186830|XP_020811780.1|DSER
OG0004483	LOC6048655|XP_038119598.1|CQUI	LOC110191508|XP_020818035.1|DSER
OG0004484	LOC6049249|XP_038122253.1|CQUI	LOC110188477|XP_020813865.1|DSER
OG0004485	LOC6041373|XP_038112278.1|CQUI	LOC110182473|XP_020806173.1|DSER
OG0004486	LOC6038124|XP_038111955.1|CQUI	LOC110178487|XP_020801295.1|DSER
OG0004487	LOC6039882|XP_001849382.1|CQUI	LOC110190099|XP_020816065.1|DSER, LOC110189999|XP_020815957.1|DSER
OG0004489	LOC119769130|XP_038116959.1|CQUI	LOC110177638|XP_020800109.1|DSER
OG0004490	LOC119769609|XP_038118647.1|CQUI	LOC110176752|XP_020798861.1|DSER
OG0004504	LOC6044333|XP_001861863.1|CQUI	LOC110187675|XP_020812757.1|DSER
OG0004505	LOC6038319|XP_038104606.1|CQUI	LOC110186588|XP_020811468.1|DSER
OG0004506	LOC6044317|XP_001861849.2|CQUI	LOC110176394|XP_020798386.1|DSER
OG0004507	LOC6042742|XP_038105247.1|CQUI	LOC110176630|XP_020798714.1|DSER
OG0004508	LOC6041687|XP_038122612.1|CQUI	LOC110186682|XP_020811607.1|DSER
OG0004509	LOC6041676|XP_038105528.1|CQUI	LOC110180539|XP_020803888.1|DSER, LOC110181255|XP_020804619.1|DSER
OG0004510	LOC6044331|XP_001861861.2|CQUI	LOC110181485|XP_020804896.1|DSER
OG0004511	LOC6046428|XP_038117632.1|CQUI	LOC110190108|XP_020816080.1|DSER
OG0004512	LOC6038321|XP_038106795.1|CQUI	LOC110185457|XP_020809959.1|DSER
OG0004513	LOC6038316|XP_038122522.1|CQUI	LOC110185444|XP_020809928.1|DSER
OG0004514	LOC6038310|XP_038116441.1|CQUI	LOC110185415|XP_020809887.1|DSER
OG0004515	LOC6054699|XP_038116622.1|CQUI	LOC110179569|XP_020802812.1|DSER
OG0004516	LOC6051308|XP_038104873.1|CQUI	LOC110182468|XP_020806165.1|DSER
OG0004517	LOC6041760|XP_038105640.1|CQUI	LOC110179069|XP_020802095.1|DSER
OG0004518	LOC6035155|XP_038105094.1|CQUI	LOC110184483|XP_020808693.1|DSER
OG0004519	LOC6048964|XP_001865800.2|CQUI	LOC110186860|XP_020811811.1|DSER
OG0004520	LOC6054819|XP_038115444.1|CQUI	LOC110181682|XP_020805182.1|DSER
OG0004521	LOC6046563|XP_038116157.1|CQUI	LOC110189487|XP_020815232.1|DSER
OG0004522	LOC6046577|XP_038121576.1|CQUI	LOC110181853|XP_020805426.1|DSER
OG0004523	LOC6045733|XP_038104022.1|CQUI	LOC110186395|XP_020811216.1|DSER
OG0004524	LOC6047023|XP_038105348.1|CQUI	LOC110182572|XP_020806278.1|DSER
OG0004525	LOC6052563|XP_038116645.1|CQUI	LOC110176061|XP_020797939.1|DSER
OG0004526	LOC6052566|XP_038122841.1|CQUI	LOC110180567|XP_020803922.1|DSER
OG0004527	LOC6049033|XP_001865861.2|CQUI	LOC110179359|XP_020802532.1|DSER
OG0004529	LOC6041771|XP_038113297.1|CQUI	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER
OG0004530	LOC6053077|XP_001869231.1|CQUI	LOC110181637|XP_020805102.1|DSER
OG0004531	LOC6040435|XP_038104003.1|CQUI	LOC110188645|XP_020814082.1|DSER
OG0004532	LOC6044974|XP_038104897.1|CQUI	LOC110187062|XP_020812108.1|DSER
OG0004533	LOC6046580|XP_038105033.1|CQUI	LOC110183520|XP_020807467.1|DSER
OG0004534	LOC6047052|XP_001864160.1|CQUI	LOC110187497|XP_020812583.1|DSER
OG0004535	LOC6039348|XP_001848966.2|CQUI	LOC110188511|XP_020813904.1|DSER
OG0004536	LOC6054180|XP_038122455.1|CQUI	LOC110191961|XP_020818638.1|DSER
OG0004537	LOC6047241|XP_038112455.1|CQUI	LOC110180454|XP_020803788.1|DSER
OG0004538	LOC6039273|XP_038118326.1|CQUI	LOC110176925|XP_020799078.1|DSER
OG0004539	LOC6049921|XP_038104483.1|CQUI	LOC110188247|XP_020813572.1|DSER
OG0004540	LOC6035131|XP_038113239.1|CQUI	LOC110182052|XP_020805667.1|DSER
OG0004541	LOC6037962|XP_038114417.1|CQUI	LOC110176348|XP_020798335.1|DSER
OG0004542	LOC6037963|XP_038116044.1|CQUI	LOC110184122|XP_020808187.1|DSER
OG0004543	LOC6050461|XP_038104463.1|CQUI	LOC110180423|XP_020803753.1|DSER
OG0004544	LOC6051135|XP_038115739.1|CQUI	LOC110182833|XP_020806625.1|DSER
OG0004545	LOC6051119|XP_001867603.2|CQUI	LOC110187877|XP_020813020.1|DSER
OG0004546	LOC6051127|XP_001867611.2|CQUI	LOC110180048|XP_020803327.1|DSER
OG0004547	LOC6045717|XP_001863026.2|CQUI	LOC110187122|XP_020812191.1|DSER
OG0004548	LOC6052315|XP_001868609.2|CQUI	LOC110191987|XP_020818677.1|DSER
OG0004549	LOC6052351|XP_038110438.1|CQUI	LOC110178198|XP_020800893.1|DSER
OG0004550	LOC6053904|XP_038104969.1|CQUI	LOC110178084|XP_020800747.1|DSER
OG0004551	LOC6047720|XP_038122700.1|CQUI	LOC110182879|XP_020806683.1|DSER
OG0004552	LOC6047714|XP_038109886.1|CQUI	LOC110184280|XP_020808413.1|DSER
OG0004553	LOC6037038|XP_038121452.1|CQUI	LOC110190403|XP_020816517.1|DSER
OG0004554	LOC6046909|XP_038104039.1|CQUI	LOC110182541|XP_020806249.1|DSER
OG0004555	LOC6046912|XP_038105550.1|CQUI	LOC110182533|XP_020806241.1|DSER
OG0004556	LOC6050817|XP_001867349.2|CQUI	LOC110179070|XP_020802107.1|DSER
OG0004557	LOC6051312|XP_038113046.1|CQUI	LOC110184609|XP_020808861.1|DSER
OG0004558	LOC6053159|XP_038113667.1|CQUI	LOC110180371|XP_020803698.1|DSER
OG0004559	LOC6035093|XP_001845329.2|CQUI	LOC110184611|XP_020808867.1|DSER
OG0004560	LOC6051618|XP_038108788.1|CQUI	LOC110179404|XP_020802588.1|DSER
OG0004561	LOC6051622|XP_038104690.1|CQUI	LOC110176431|XP_020798439.1|DSER
OG0004562	LOC6052936|XP_038122801.1|CQUI	LOC110177343|XP_020799690.1|DSER
OG0004563	LOC6051001|XP_038105076.1|CQUI	LOC110191891|XP_020818535.1|DSER
OG0004564	LOC6048480|XP_038105200.1|CQUI	LOC110188710|XP_020814179.1|DSER
OG0004565	LOC6048476|XP_001865387.2|CQUI	LOC110187752|XP_020812872.1|DSER
OG0004566	LOC6054125|XP_038117418.1|CQUI	LOC110181788|XP_020805327.1|DSER
OG0004567	LOC6048187|XP_038107860.1|CQUI	LOC110182194|XP_020805865.1|DSER
OG0004568	LOC6048455|XP_038111137.1|CQUI	LOC110183499|XP_020807441.1|DSER
OG0004569	LOC6050385|XP_038111966.1|CQUI	LOC110176432|XP_020798440.1|DSER
OG0004570	LOC6038448|XP_038105388.1|CQUI	LOC110182372|XP_020806075.1|DSER
OG0004571	LOC6048970|XP_038111393.1|CQUI	LOC110182631|XP_020806352.1|DSER
OG0004572	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI	LOC110185885|XP_020810556.1|DSER
OG0004573	LOC6041275|XP_038104486.1|CQUI	LOC110187826|XP_020812962.1|DSER
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC110181888|XP_020805477.1|DSER
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC110181824|XP_020805381.1|DSER
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC110186429|XP_020811271.1|DSER
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC110183956|XP_020807974.1|DSER
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC110176036|XP_020797907.1|DSER
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC110186086|XP_020810786.1|DSER
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC110191773|XP_020818377.1|DSER
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC110186410|XP_020811240.1|DSER
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC110184124|XP_020808189.1|DSER
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC110189483|XP_020815229.1|DSER
OG0004585	LOC119765345|XP_038104987.1|CQUI	LOC110191187|XP_020817614.1|DSER
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC110180615|XP_020803957.1|DSER
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC110187005|XP_020812025.1|DSER
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC110186614|XP_020811507.1|DSER
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC110180373|XP_020803699.1|DSER, LOC110188641|XP_020814075.1|DSER
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC110189015|XP_020814632.1|DSER
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC110189036|XP_020814664.1|DSER
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC110180626|XP_020803971.1|DSER
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC110182115|XP_020805784.1|DSER
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC110179127|XP_020802178.1|DSER
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC110184529|XP_020808764.1|DSER
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC110182845|XP_020806636.1|DSER
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC110181582|XP_020805033.1|DSER
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC110183587|XP_020807559.1|DSER
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC110177033|XP_020799209.1|DSER
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC110179455|XP_020802662.1|DSER
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC110179612|XP_020802872.1|DSER
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC110179386|XP_020802569.1|DSER
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER
OG0004604	LOC6044773|XP_001862232.2|CQUI	LOC110184137|XP_020808207.1|DSER
OG0004605	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI	LOC110184484|XP_020808694.1|DSER
OG0004606	LOC6040734|XP_038107461.1|CQUI	LOC110188207|XP_020813495.1|DSER
OG0004607	LOC6039036|XP_038105073.1|CQUI	LOC110178032|XP_020800708.1|DSER
OG0004608	LOC6039054|XP_038105592.1|CQUI	LOC110181641|XP_020805109.1|DSER
OG0004609	LOC6045132|XP_001862534.1|CQUI	LOC110181818|XP_020805369.1|DSER
OG0004610	LOC6045381|XP_038104655.1|CQUI	LOC110186629|XP_020811541.1|DSER
OG0004611	LOC6034328|XP_038115400.1|CQUI	LOC110186616|XP_020811509.1|DSER
OG0004612	LOC6034326|XP_001844659.1|CQUI	LOC110186442|XP_020811285.1|DSER
OG0004613	LOC6036970|XP_038105799.1|CQUI	LOC110191778|XP_020818382.1|DSER
OG0004614	LOC6053763|XP_038105797.1|CQUI	LOC110179731|XP_020803006.1|DSER
OG0004615	LOC6036976|XP_038104225.1|CQUI	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER
OG0004616	LOC6036981|XP_001846948.1|CQUI	LOC110184398|XP_020808580.1|DSER
OG0004617	LOC6053777|XP_001869806.1|CQUI	LOC110187281|XP_020812328.1|DSER
OG0004618	LOC6036883|XP_038123011.1|CQUI	LOC110188659|XP_020814102.1|DSER
OG0004619	LOC6049474|XP_001866227.2|CQUI	LOC110191048|XP_020817431.1|DSER
OG0004620	LOC6050630|XP_001867201.2|CQUI	LOC110188700|XP_020814165.1|DSER
OG0004621	LOC6037925|XP_001847782.1|CQUI	LOC110188598|XP_020814019.1|DSER
OG0004622	LOC6038472|XP_038113212.1|CQUI	LOC110188260|XP_020813605.1|DSER
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC110186543|XP_020811405.1|DSER
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC110185527|XP_020810083.1|DSER
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC110178088|XP_020800750.1|DSER
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC110183702|XP_020807701.1|DSER
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC110182186|XP_020805848.1|DSER
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC110187717|XP_020812819.1|DSER
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC110176482|XP_020798508.1|DSER
OG0004631	LOC6048768|XP_001865645.1|CQUI	LOC110187750|XP_020812866.1|DSER
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC110187749|XP_020812865.1|DSER
OG0004633	LOC6045007|XP_038116758.1|CQUI	LOC110186354|XP_020811160.1|DSER
OG0004634	LOC6051445|XP_001867883.2|CQUI	LOC110186323|XP_020811121.1|DSER
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC110184365|XP_020808518.1|DSER
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC110179565|XP_020802807.1|DSER
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC110180467|XP_020803802.1|DSER
OG0004639	LOC6038658|XP_038104660.1|CQUI	LOC110186741|XP_020811665.1|DSER
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC110186358|XP_020811164.1|DSER
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC110182535|XP_020806242.1|DSER
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC110180468|XP_020803805.1|DSER
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC110191736|XP_020818324.1|DSER
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC110180152|XP_020803461.1|DSER
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC110178154|XP_020800843.1|DSER
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC110187036|XP_020812059.1|DSER
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC110181492|XP_020804913.1|DSER
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC110183148|XP_020806997.1|DSER
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC110187987|XP_020813167.1|DSER
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC110188667|XP_020814119.1|DSER
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC110191347|XP_020817854.1|DSER
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC110182255|XP_020805932.1|DSER
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC110191341|XP_020817844.1|DSER
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC110175991|XP_020797844.1|DSER
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC110191222|XP_020817648.1|DSER
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC110186515|XP_020811371.1|DSER
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC110187710|XP_020812804.1|DSER
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC110187875|XP_020813018.1|DSER
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC110187850|XP_020812994.1|DSER
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC110177346|XP_020799696.1|DSER
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC110183515|XP_020807462.1|DSER
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC110183541|XP_020807499.1|DSER
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC110188749|XP_020814249.1|DSER
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC110188752|XP_020814252.1|DSER
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC110187018|XP_020812042.1|DSER
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC110185676|XP_020810301.1|DSER
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC110186595|XP_020811482.1|DSER
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC110190600|XP_020816856.1|DSER
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC110176505|XP_020798538.1|DSER
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC110186386|XP_020811205.1|DSER
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC110177370|XP_020799725.1|DSER
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC110177300|XP_020799624.1|DSER
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC110190902|XP_020817219.1|DSER
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC110191423|XP_020817938.1|DSER
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC110191080|XP_020817474.1|DSER
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC110191299|XP_020817769.1|DSER
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC110186572|XP_020811439.1|DSER
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC110183029|XP_020806875.1|DSER
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC110187909|XP_020813070.1|DSER
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC110188340|XP_020813706.1|DSER
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC110186267|XP_020811034.1|DSER
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC110186609|XP_020811500.1|DSER
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC110186518|XP_020811373.1|DSER
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC110189968|XP_020815920.1|DSER
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC110186327|XP_020811133.1|DSER
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC110191711|XP_020818284.1|DSER
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC110177400|XP_020799764.1|DSER
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC110187842|XP_020812978.1|DSER
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC110187783|XP_020812912.1|DSER
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC110189126|XP_020814762.1|DSER
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC110177317|XP_020799650.1|DSER
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC110177261|XP_020799570.1|DSER
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC110184384|XP_020808547.1|DSER
