Orthogroup	CQUI.longest_only	DERE.longest_only
OG0004992	LOC119770788|XP_038122210.1|CQUI	LOC6546902|XP_001975981.1|DERE
OG0004994	LOC6048750|XP_038120756.1|CQUI	LOC6546042|XP_001971730.1|DERE
OG0004995	LOC6053538|XP_038122203.1|CQUI	LOC6546386|XP_015013815.1|DERE
OG0004996	LOC6040205|XP_038115200.1|CQUI	LOC6545033|XP_001971565.1|DERE
OG0004997	LOC6047338|XP_038120638.1|CQUI	LOC6548856|XP_001975422.1|DERE
OG0004998	LOC6042306|XP_038120682.1|CQUI	LOC6548345|XP_001975516.1|DERE
OG0004999	LOC6042305|XP_001851441.2|CQUI	LOC6544276|XP_001971973.1|DERE
OG0005000	LOC6042316|XP_001851449.1|CQUI	LOC6547457|XP_001976206.1|DERE
OG0005001	LOC6042318|XP_038117643.1|CQUI	LOC6543805|XP_026832651.1|DERE
OG0005002	LOC6036305|XP_001846371.1|CQUI	LOC6553979|XP_001980436.1|DERE
OG0005003	LOC6039421|XP_001849033.1|CQUI	LOC6544398|XP_026832457.1|DERE
OG0005004	LOC6039420|XP_038117210.1|CQUI	LOC6544802|XP_001971521.1|DERE
OG0005005	LOC6050235|XP_038121592.1|CQUI	LOC6543558|XP_001973319.1|DERE
OG0005006	LOC6048924|XP_038118322.1|CQUI	LOC6545723|XP_026833123.1|DERE
OG0005007	LOC6050230|XP_038118701.1|CQUI	LOC6546191|XP_001972920.1|DERE
OG0005008	LOC6050233|XP_038117209.1|CQUI	LOC6545202|XP_001971063.1|DERE
OG0005009	LOC6050239|XP_001866878.2|CQUI	LOC6546327|XP_001972939.1|DERE
OG0005010	LOC6037314|XP_001847240.1|CQUI	LOC6544480|XP_001972441.1|DERE
OG0005011	LOC6037315|XP_038115551.1|CQUI	LOC6548392|XP_001976524.1|DERE
OG0005012	LOC6052708|XP_001868935.2|CQUI	LOC6546229|XP_001973571.1|DERE
OG0005013	LOC6044826|XP_038117755.1|CQUI	LOC6552452|XP_001980870.1|DERE
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC6546080|XP_001972246.1|DERE
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC6545549|XP_026832825.1|DERE
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC6544869|XP_001973165.1|DERE
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC6545673|XP_001971655.2|DERE
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC6545077|XP_001971033.1|DERE
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC6544893|XP_001973181.1|DERE
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC6541941|XP_001969118.1|DERE
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC6542397|XP_001969464.1|DERE
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC6545681|XP_001971172.1|DERE
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC6543241|XP_001969150.2|DERE
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC6543766|XP_001971194.1|DERE
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC6545589|XP_001972146.1|DERE
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC6543672|XP_001971370.1|DERE
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC6546333|XP_026833303.1|DERE
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC6553727|XP_001980396.1|DERE
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC6546196|XP_001972924.1|DERE
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC6544824|XP_001970982.1|DERE
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC6543585|XP_001972298.1|DERE
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC6546270|XP_001973589.1|DERE
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC6544671|XP_026832648.1|DERE
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC26526113|XP_026833465.1|DERE
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC6546488|XP_026833179.1|DERE
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC6546245|XP_001971292.1|DERE
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC6545640|XP_026833540.1|DERE
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC6546268|XP_001971764.1|DERE
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC6540665|XP_001968662.1|DERE
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC6543625|XP_001973611.1|DERE
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC6546176|XP_001973577.1|DERE
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC6546290|XP_001971313.1|DERE
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC6547741|XP_001974995.1|DERE
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC6547739|XP_001974993.1|DERE
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC6547664|XP_001974991.1|DERE
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC6547159|XP_001974687.1|DERE
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC6545311|XP_001972553.1|DERE
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC6545310|XP_026832231.1|DERE
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC6546486|XP_001973582.2|DERE
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC6546904|XP_026836685.1|DERE
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC6546277|XP_001973596.1|DERE
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC6543596|XP_001973598.1|DERE
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC6543314|XP_001969334.1|DERE
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC6544071|XP_026832710.1|DERE
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC6544279|XP_026833601.1|DERE
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC6548509|XP_015011512.1|DERE
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC6548508|XP_026836825.1|DERE
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC6540927|XP_001970024.1|DERE
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC6548003|XP_026835806.1|DERE
OG0005063	LOC6044013|XP_038121383.1|CQUI	LOC6542542|XP_001970892.2|DERE
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC6544889|XP_001973177.1|DERE
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC6542822|XP_026834624.1|DERE
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC6548025|XP_026836858.1|DERE
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC6546250|XP_001972857.1|DERE
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC6543126|XP_026835429.1|DERE
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC6548055|XP_001976516.1|DERE
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC6544568|XP_001972419.1|DERE
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC6555577|XP_001982494.3|DERE
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC6547047|XP_001974636.1|DERE
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC6543841|XP_015013450.1|DERE
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC6547842|XP_001975053.1|DERE
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC6547247|XP_001976133.1|DERE
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC6546258|XP_001971770.3|DERE
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC6548617|XP_026835762.1|DERE
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC6546468|XP_001971340.1|DERE
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC6542454|XP_001970697.2|DERE
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC6544299|XP_001973138.1|DERE
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC6541614|XP_001970235.1|DERE
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC6545628|XP_001972690.2|DERE
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC6543872|XP_001972348.1|DERE
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC6542234|XP_001970626.1|DERE
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC6546106|XP_026832524.1|DERE
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC6547253|XP_001976139.1|DERE
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC6547251|XP_001976137.1|DERE
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC6547487|XP_001974803.1|DERE
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC6546709|XP_026836680.1|DERE
OG0005092	LOC6038873|XP_001848572.2|CQUI	LOC6544123|XP_001971417.1|DERE
OG0005093	LOC6038875|XP_038122071.1|CQUI	LOC6545553|XP_015014088.1|DERE
OG0005094	LOC6040611|XP_038115659.1|CQUI	LOC6546256|XP_026833860.1|DERE
OG0005095	LOC6040617|XP_038115780.1|CQUI	LOC6548437|XP_026836038.1|DERE
OG0005096	LOC6040626|XP_001849994.1|CQUI	LOC6541547|XP_001968487.1|DERE
OG0005097	LOC6036430|XP_038119003.1|CQUI	LOC113564321|XP_026836721.1|DERE
OG0005098	LOC6036428|XP_038118364.1|CQUI	LOC6548644|XP_026835837.1|DERE
OG0005099	LOC6036413|XP_038119504.1|CQUI	LOC6548570|XP_001976675.1|DERE
OG0005100	LOC6036412|XP_001846465.2|CQUI	LOC6548571|XP_001976676.1|DERE
OG0005101	LOC6036404|XP_001846457.1|CQUI	LOC6553950|XP_001979460.1|DERE
OG0005102	LOC6035467|XP_038118332.1|CQUI	LOC6547663|XP_026836273.1|DERE
OG0005103	LOC6035478|XP_001845662.2|CQUI	LOC6548053|XP_001976514.1|DERE
OG0005104	LOC6050895|XP_001867416.1|CQUI	LOC6540680|XP_001970312.1|DERE
OG0005105	LOC6042843|XP_001853591.2|CQUI	LOC6543653|XP_001972953.1|DERE
OG0005106	LOC6041987|XP_038117711.1|CQUI	LOC6546377|XP_015013658.1|DERE
OG0005107	LOC6041984|XP_038114808.1|CQUI	LOC6543743|XP_001971702.1|DERE
OG0005108	LOC6041972|XP_001851147.2|CQUI	LOC6549217|XP_001975673.1|DERE
OG0005109	LOC6049627|XP_038120187.1|CQUI	LOC6551433|XP_001977140.1|DERE
OG0005110	LOC6041010|XP_001850325.2|CQUI	LOC6544221|XP_001973037.1|DERE
OG0005111	LOC6040982|XP_001850303.2|CQUI	LOC6544632|XP_015013858.1|DERE
OG0005112	LOC6040981|XP_001850302.2|CQUI	LOC6545578|XP_001971112.1|DERE
OG0005113	LOC6040983|XP_038119327.1|CQUI	LOC6544631|XP_001972021.1|DERE
OG0005114	LOC6031301|XP_001842121.2|CQUI	LOC6546482|XP_001971251.1|DERE
OG0005115	LOC6040026|XP_038121352.1|CQUI	LOC6540995|XP_026835547.1|DERE
OG0005116	LOC6033575|XP_038116391.1|CQUI	LOC6544017|XP_001973017.1|DERE
OG0005117	LOC6033582|XP_038119328.1|CQUI	LOC6555711|XP_026837993.1|DERE
OG0005118	LOC6033583|XP_001844011.2|CQUI	LOC6541725|XP_001969362.1|DERE
OG0005119	LOC6047935|XP_038115214.1|CQUI	LOC6546772|XP_026835810.1|DERE
OG0005120	LOC6034650|XP_038117323.1|CQUI	LOC6545949|XP_015013637.1|DERE
OG0005121	LOC6034619|XP_001844911.2|CQUI	LOC6545504|XP_001973344.1|DERE
OG0005122	LOC6034613|XP_038119711.1|CQUI	LOC6545368|XP_026832669.1|DERE
OG0005123	LOC6034608|XP_001844900.2|CQUI	LOC6546006|XP_001972818.1|DERE
OG0005124	LOC6034597|XP_038120146.1|CQUI	LOC6543933|XP_015014026.1|DERE
OG0005125	LOC6034595|XP_038120135.1|CQUI	LOC6544022|XP_001973022.3|DERE
OG0005126	LOC6034586|XP_001844881.2|CQUI	LOC6545677|XP_001971659.1|DERE
OG0005127	LOC6034572|XP_038120155.1|CQUI	LOC6546454|XP_026832490.1|DERE
OG0005128	LOC6048528|XP_001865431.2|CQUI	LOC6546611|XP_001975827.2|DERE
OG0005129	LOC6050361|XP_038121486.1|CQUI	LOC6546073|XP_015012953.1|DERE
OG0005130	LOC119770387|XP_038121078.1|CQUI	LOC6546117|XP_001973534.1|DERE
OG0005131	LOC6043145|XP_038117608.1|CQUI	LOC6544301|XP_001971443.2|DERE
OG0005132	LOC6051820|XP_001868182.1|CQUI	LOC6544034|XP_001972337.1|DERE
OG0005133	LOC6050837|XP_038120361.1|CQUI	LOC6545932|XP_026833535.1|DERE
OG0005134	LOC6053181|XP_038118094.1|CQUI	LOC6545306|XP_015013165.1|DERE
OG0005135	LOC6040246|XP_038121871.1|CQUI	LOC6546032|XP_001971217.1|DERE
OG0005136	LOC6047556|XP_038118186.1|CQUI	LOC6545992|XP_001971219.1|DERE
OG0005137	LOC6040230|XP_038118121.1|CQUI	LOC6554608|XP_026831824.1|DERE
OG0005138	LOC6045922|XP_001863197.1|CQUI	LOC6544670|XP_001972007.2|DERE
OG0005139	LOC6054772|XP_038118912.1|CQUI	LOC6545275|XP_001972064.2|DERE
OG0005140	LOC6052506|XP_001868761.1|CQUI	LOC6540828|XP_001968738.1|DERE
OG0005141	LOC6053153|XP_038117252.1|CQUI	LOC6548771|XP_001975426.1|DERE
OG0005142	LOC6036833|XP_001846824.2|CQUI	LOC6545388|XP_001971618.1|DERE
OG0005143	LOC6048137|XP_001865101.2|CQUI	LOC6545730|XP_026832418.1|DERE
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC6545393|XP_001971623.1|DERE
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC6545391|XP_001971621.1|DERE
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC6543733|XP_001973621.1|DERE
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC6543732|XP_026833273.1|DERE
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC6545623|XP_001972157.1|DERE
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC6546571|XP_001974561.1|DERE
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC6545259|XP_001973249.1|DERE
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC6543828|XP_001971878.1|DERE
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC6543754|XP_001971872.1|DERE
OG0005153	LOC6045506|XP_038114837.1|CQUI	LOC6543752|XP_001971870.1|DERE
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC6543750|XP_026833632.1|DERE
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC6545239|XP_001971031.2|DERE
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC6553559|XP_026832679.1|DERE
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC6548465|XP_001975184.2|DERE
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC6545212|XP_001972103.1|DERE
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC6544521|XP_001973047.1|DERE
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC6546220|XP_001972915.1|DERE
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC6547965|XP_026837109.1|DERE
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC6549850|XP_001977356.1|DERE
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC6543987|XP_001973728.1|DERE
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC26526949|XP_015014366.1|DERE
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC6541014|XP_001970758.1|DERE
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC6552479|XP_001978916.1|DERE
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC6552478|XP_001978915.1|DERE
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC6543909|XP_001972980.1|DERE
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC6543574|XP_001971834.2|DERE
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC6543573|XP_001971833.1|DERE
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC6543572|XP_001971832.1|DERE
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC6547840|XP_001975051.1|DERE
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC6541562|XP_001970706.2|DERE
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC6547801|XP_001976418.1|DERE
OG0005175	LOC6030833|XP_038115984.1|CQUI	LOC6547905|XP_001976399.1|DERE
OG0005176	LOC6030790|XP_038116008.1|CQUI	LOC6547220|XP_026836390.1|DERE
OG0005177	LOC6030788|XP_038115994.1|CQUI	LOC6547808|XP_001976401.1|DERE
OG0005178	LOC6030819|XP_001841687.2|CQUI	LOC6545810|XP_001971649.1|DERE
OG0005179	LOC6030806|XP_001841695.2|CQUI	LOC6545864|XP_001971633.1|DERE
OG0005180	LOC6030843|XP_001841727.2|CQUI	LOC6545605|XP_001971157.1|DERE
OG0005181	LOC6030846|XP_038115184.1|CQUI	LOC6550483|XP_026837401.1|DERE
OG0005182	LOC6030849|XP_038114778.1|CQUI	LOC6541963|XP_001970343.3|DERE
OG0005183	LOC6030853|XP_038121172.1|CQUI	LOC6542262|XP_026835417.1|DERE
OG0005184	LOC6030855|XP_038114565.1|CQUI	LOC6541901|XP_001969051.3|DERE
OG0005185	LOC6030857|XP_001841739.2|CQUI	LOC6540771|XP_001970331.1|DERE
OG0005186	LOC6030862|XP_038119644.1|CQUI	LOC6547172|XP_026836400.1|DERE
OG0005189	LOC119768798|XP_038115958.1|CQUI	LOC6550306|XP_015011140.1|DERE
OG0005191	LOC6051822|XP_038115401.1|CQUI	LOC6553591|XP_026835338.1|DERE
OG0005192	LOC6042901|XP_038115665.1|CQUI	LOC6546947|XP_026836530.1|DERE
OG0005193	LOC6042894|XP_038116234.1|CQUI	LOC6540912|XP_015014807.1|DERE
OG0005194	LOC6030941|XP_038116018.1|CQUI	LOC6547090|XP_026836671.1|DERE
OG0005195	LOC6030939|XP_001841801.2|CQUI	LOC6541182|XP_001970599.1|DERE
OG0005196	LOC6042982|XP_038111849.1|CQUI	LOC6544551|XP_001973473.2|DERE
OG0005197	LOC6030936|XP_038119062.1|CQUI	LOC6548238|XP_001976565.1|DERE
OG0005198	LOC6030933|XP_038119635.1|CQUI	LOC6545178|XP_001972564.3|DERE
OG0005199	LOC119770639|XP_038121828.1|CQUI	LOC6548812|XP_001975492.1|DERE
OG0005200	LOC6045730|XP_001863038.1|CQUI	LOC6548135|XP_026836045.1|DERE
OG0005201	LOC6053185|XP_038117002.1|CQUI	LOC6548452|XP_001976711.1|DERE
OG0005202	LOC6044309|XP_001861839.2|CQUI	LOC26526550|XP_015015528.1|DERE
OG0005203	LOC6048111|XP_038110579.1|CQUI	LOC6549418|XP_026836363.1|DERE
OG0005204	LOC6041408|XP_001850671.2|CQUI	LOC6542617|XP_001970061.2|DERE
OG0005205	LOC6041406|XP_001850669.2|CQUI	LOC6542696|XP_026834571.1|DERE
OG0005206	LOC6051787|XP_001868159.2|CQUI	LOC6547880|XP_001976424.1|DERE
OG0005207	LOC6046469|XP_038108912.1|CQUI	LOC6541111|XP_015015028.1|DERE
OG0005208	LOC6046463|XP_001863656.2|CQUI	LOC6541346|XP_001969116.1|DERE
OG0005209	LOC6046464|XP_038109979.1|CQUI	LOC6542438|XP_001968932.3|DERE
OG0005210	LOC6046465|XP_038114366.1|CQUI	LOC6542139|XP_026834709.1|DERE
OG0005211	LOC6048636|XP_038109044.1|CQUI	LOC6543981|XP_001973722.1|DERE
OG0005213	LOC6041305|XP_001850585.1|CQUI	LOC6551483|XP_001978467.1|DERE
OG0005214	LOC6041316|XP_038113615.1|CQUI	LOC6542716|XP_001970233.2|DERE
OG0005215	LOC6041317|XP_038113616.1|CQUI	LOC6542896|XP_026834880.1|DERE
OG0005216	LOC6041324|XP_001850603.1|CQUI	LOC6549652|XP_001974257.1|DERE
OG0005217	LOC6032431|XP_038106100.1|CQUI	LOC6548880|XP_026839422.1|DERE
OG0005218	LOC6032434|XP_038108060.1|CQUI	LOC6542251|XP_015015019.1|DERE
OG0005219	LOC6032437|XP_001843034.2|CQUI	LOC6541049|XP_001970360.1|DERE
OG0005220	LOC6032438|XP_001843035.1|CQUI	LOC6545836|XP_001971151.1|DERE
OG0005221	LOC6032440|XP_038109223.1|CQUI	LOC6542958|XP_001969279.1|DERE
OG0005222	LOC6032445|XP_038111243.1|CQUI	LOC6549573|XP_026836333.1|DERE
OG0005223	LOC6032464|XP_001843057.1|CQUI	LOC6542580|XP_001969632.1|DERE
OG0005224	LOC6032489|XP_038106041.1|CQUI	LOC6541456|XP_001969222.2|DERE
OG0005225	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI	LOC6543248|XP_001968502.2|DERE
OG0005226	LOC6034105|XP_038113260.1|CQUI	LOC6542191|XP_026835421.1|DERE
OG0005227	LOC119767894|XP_038113700.1|CQUI	LOC6542303|XP_001969038.1|DERE
OG0005228	LOC6034101|XP_001844474.1|CQUI	LOC6542965|XP_026835034.1|DERE
OG0005229	LOC6034118|XP_038113399.1|CQUI	LOC6542349|XP_001968220.1|DERE
OG0005230	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI	LOC6542076|XP_001969867.1|DERE
OG0005231	LOC6034134|XP_001844499.2|CQUI	LOC6542224|XP_001968114.1|DERE
OG0005232	LOC6034142|XP_001844503.2|CQUI	LOC6542143|XP_026834754.1|DERE
OG0005233	LOC6034148|XP_001844507.1|CQUI	LOC6541225|XP_026835068.1|DERE
OG0005234	LOC6037887|XP_001847753.1|CQUI	LOC6549646|XP_001974251.3|DERE
OG0005235	LOC6036688|XP_038112310.1|CQUI	LOC6549232|XP_001974357.1|DERE
OG0005236	LOC6036685|XP_001846691.2|CQUI	LOC6541954|XP_001968663.1|DERE
OG0005237	LOC6036684|XP_038109375.1|CQUI	LOC6541238|XP_015015307.1|DERE
OG0005238	LOC6036678|XP_001846686.2|CQUI	LOC6541245|XP_001968658.1|DERE
OG0005239	LOC6046042|XP_038111302.1|CQUI	LOC6543086|XP_015015271.1|DERE
OG0005240	LOC6034151|XP_001844510.1|CQUI	LOC6541449|XP_001969466.1|DERE
OG0005241	LOC6034152|XP_038114275.1|CQUI	LOC6541632|XP_001968254.1|DERE
OG0005242	LOC6034155|XP_038113567.1|CQUI	LOC6542352|XP_001969931.1|DERE
OG0005243	LOC6043210|XP_038108301.1|CQUI	LOC6542008|XP_001968221.2|DERE
OG0005244	LOC6043206|XP_038110714.1|CQUI	LOC6553747|XP_026838109.1|DERE
OG0005245	LOC6043205|XP_001857545.2|CQUI	LOC6553192|XP_001979136.1|DERE
OG0005246	LOC6043204|XP_001857534.2|CQUI	LOC6540820|XP_001968168.2|DERE
OG0005247	LOC6043215|XP_001857520.2|CQUI	LOC6547883|XP_001976427.1|DERE
OG0005248	LOC6032931|XP_001843451.2|CQUI	LOC6553109|XP_001980015.2|DERE
OG0005249	LOC6032936|XP_038110322.1|CQUI	LOC6551964|XP_001979690.1|DERE
OG0005250	LOC6032942|XP_038113467.1|CQUI	LOC6548857|XP_026835861.1|DERE
OG0005251	LOC6032963|XP_038109704.1|CQUI	LOC6542596|XP_026834457.1|DERE
OG0005252	LOC6050968|XP_038106067.1|CQUI	LOC6549154|XP_001974283.2|DERE
OG0005253	LOC6041619|XP_038109608.1|CQUI	LOC6548697|XP_026837071.1|DERE
OG0005254	LOC6041625|XP_001850856.2|CQUI	LOC6549197|XP_001974236.1|DERE
OG0005255	LOC6041626|XP_001850857.2|CQUI	LOC6549198|XP_015011954.1|DERE
OG0005256	LOC6041634|XP_038111814.1|CQUI	LOC6541145|XP_026838617.1|DERE
OG0005257	LOC6041633|XP_001850863.2|CQUI	LOC6540650|XP_001970308.1|DERE
OG0005258	LOC6036170|XP_038112094.1|CQUI	LOC6541422|XP_001969300.1|DERE
OG0005259	LOC6036150|XP_038111104.1|CQUI	LOC6543410|XP_001969520.1|DERE
OG0005260	LOC6036141|XP_001846233.2|CQUI	LOC6543535|XP_001969517.1|DERE
OG0005261	LOC6036182|XP_001846229.2|CQUI	LOC6542761|XP_001969967.2|DERE
OG0005262	LOC6050506|XP_038110292.1|CQUI	LOC6540710|XP_001968789.1|DERE
OG0005263	LOC6031316|XP_038108340.1|CQUI	LOC6549203|XP_001974242.1|DERE
OG0005264	LOC6031319|XP_001842132.2|CQUI	LOC6552318|XP_001979759.2|DERE
OG0005265	LOC6031342|XP_038106174.1|CQUI	LOC6549282|XP_026835721.1|DERE
OG0005266	LOC6037371|XP_001847294.2|CQUI	LOC6542475|XP_001968990.1|DERE
OG0005267	LOC6045648|XP_038110344.1|CQUI	LOC6543001|XP_001968434.1|DERE
OG0005268	LOC6045645|XP_038110330.1|CQUI	LOC6542274|XP_001968435.1|DERE
OG0005269	LOC6032427|XP_038110264.1|CQUI	LOC6543183|XP_026834683.1|DERE
OG0005270	LOC6041476|XP_038113543.1|CQUI	LOC6542885|XP_001969855.1|DERE
OG0005271	LOC6041475|XP_038108825.1|CQUI	LOC6549443|XP_015011944.1|DERE
OG0005272	LOC6041481|XP_001850733.2|CQUI	LOC6549445|XP_001974310.1|DERE
OG0005273	LOC6037064|XP_038113932.1|CQUI	LOC6543537|XP_026835411.1|DERE
OG0005274	LOC6037060|XP_038108033.1|CQUI	LOC6543225|XP_001969858.1|DERE
OG0005275	LOC6037067|XP_038108285.1|CQUI	LOC6542588|XP_026834093.1|DERE
OG0005276	LOC6037085|XP_038111841.1|CQUI	LOC6542504|XP_015015290.1|DERE
OG0005277	LOC6053835|XP_038110246.1|CQUI	LOC6542689|XP_001968610.1|DERE
OG0005278	LOC6053834|XP_038110247.1|CQUI	LOC6547096|XP_001974935.1|DERE
OG0005279	LOC6043315|XP_001870930.1|CQUI	LOC6540628|XP_026834819.1|DERE
OG0005280	LOC6031966|XP_001842642.2|CQUI	LOC6541025|XP_026834979.1|DERE
OG0005281	LOC6031380|XP_038111462.1|CQUI	LOC6541698|XP_001968410.1|DERE
OG0005282	LOC6031374|XP_038107873.1|CQUI	LOC6552742|XP_001978986.1|DERE
OG0005283	LOC6031373|XP_038108269.1|CQUI	LOC6555003|XP_001982058.1|DERE
OG0005284	LOC6031363|XP_038108741.1|CQUI	LOC6548798|XP_001974055.2|DERE
OG0005285	LOC6031362|XP_001842174.2|CQUI	LOC6548797|XP_001974054.1|DERE
OG0005286	LOC6031355|XP_038107533.1|CQUI	LOC6541032|XP_026834367.1|DERE
OG0005287	LOC6031351|XP_038110921.1|CQUI	LOC6540964|XP_001968247.1|DERE
OG0005288	LOC6037381|XP_038112114.1|CQUI	LOC6542468|XP_026834727.1|DERE
OG0005289	LOC6037382|XP_038113883.1|CQUI	LOC6541830|XP_026839344.1|DERE
OG0005290	LOC6037392|XP_001847310.2|CQUI	LOC6552684|XP_001978947.1|DERE
OG0005291	LOC6038515|XP_001848306.2|CQUI	LOC6542024|XP_001969649.1|DERE
OG0005292	LOC6038513|XP_038108928.1|CQUI	LOC6541777|XP_015014947.1|DERE
OG0005293	LOC6038504|XP_038112930.1|CQUI	LOC6542129|XP_001968943.2|DERE
OG0005294	LOC6041498|XP_001850749.2|CQUI	LOC6542873|XP_001969767.1|DERE
OG0005295	LOC6041488|XP_038108224.1|CQUI	LOC6542286|XP_026835542.1|DERE
OG0005296	LOC6038297|XP_038114400.1|CQUI	LOC6552831|XP_026831534.1|DERE
