Orthogroup	CQUI.longest_only	DSUP.longest_only
OG0003330	LOC6049097|XP_001865912.2|CQUI	LOC119554597|XP_037721508.1|DSUP
OG0003331	LOC6039046|XP_038105147.1|CQUI	LOC119557643|XP_037726421.1|DSUP
OG0003332	LOC6045134|XP_001862536.1|CQUI	LOC119556662|XP_037724938.1|DSUP
OG0003333	LOC6046168|XP_038108595.1|CQUI	LOC119548783|XP_037712279.1|DSUP
OG0003334	LOC6053762|XP_038105116.1|CQUI	LOC119560723|XP_037730268.1|DSUP
OG0003335	LOC6053764|XP_038105798.1|CQUI	LOC119563095|XP_037732254.1|DSUP
OG0003336	LOC6049475|XP_038104934.1|CQUI	LOC119560352|XP_037729683.1|DSUP
OG0003337	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI	LOC119556178|XP_037724045.1|DSUP
OG0003338	LOC6038468|XP_001848265.2|CQUI	LOC119553913|XP_037720521.1|DSUP
OG0003339	LOC6042693|XP_038104736.1|CQUI	LOC119556806|XP_037725189.1|DSUP
OG0003340	LOC6042694|XP_038104608.1|CQUI	LOC119554382|XP_037721193.1|DSUP
OG0003341	LOC6042505|XP_001851719.2|CQUI	LOC119556312|XP_037724325.1|DSUP
OG0003342	LOC6042500|XP_001851692.2|CQUI	LOC119556378|XP_037724474.1|DSUP
OG0003343	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI	LOC119557969|XP_037726942.1|DSUP
OG0003344	LOC6046229|XP_038115211.1|CQUI	LOC119547610|XP_037710462.1|DSUP
OG0003345	LOC119767346|XP_038111667.1|CQUI	LOC119556774|XP_037725131.1|DSUP
OG0003346	LOC6045625|XP_001862961.2|CQUI	LOC119563515|XP_037732891.1|DSUP
OG0003347	LOC6054237|XP_038111943.1|CQUI	LOC119549422|XP_037713433.1|DSUP
OG0003348	LOC6045000|XP_038104115.1|CQUI	LOC119548968|XP_037712490.1|DSUP
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC119553611|XP_037719997.1|DSUP
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC119549279|XP_037713144.1|DSUP
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC119556742|XP_037725081.1|DSUP
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC119563129|XP_037732306.1|DSUP
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC119563500|XP_037732869.1|DSUP
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC119558357|XP_037727789.1|DSUP
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC119556650|XP_037724911.1|DSUP
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC119557780|XP_037726608.1|DSUP
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC119547665|XP_037710544.1|DSUP
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC119555893|XP_037723486.1|DSUP
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC119556431|XP_037724587.1|DSUP
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC119549022|XP_037712621.1|DSUP
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC119545668|XP_037707323.1|DSUP
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC119560082|XP_037729325.1|DSUP
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC119545817|XP_037707640.1|DSUP
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC119560149|XP_037729432.1|DSUP
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC119552563|XP_037718112.1|DSUP
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC119552646|XP_037718270.1|DSUP
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC119553961|XP_037720585.1|DSUP
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC119559943|XP_037729096.1|DSUP
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC119560799|XP_037730360.1|DSUP
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC119557680|XP_037726480.1|DSUP
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC119551520|XP_037716833.1|DSUP, LOC119551519|XP_037716832.1|DSUP
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC119562985|XP_037732091.1|DSUP
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC119558106|XP_037727249.1|DSUP
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC119555433|XP_037722734.1|DSUP
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC119563316|XP_037732579.1|DSUP
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC119545812|XP_037707625.1|DSUP
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC119553104|XP_037719206.1|DSUP
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC119559898|XP_037728987.1|DSUP
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC119561026|XP_037730779.1|DSUP
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC119546861|XP_037709391.1|DSUP
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC119545775|XP_037707553.1|DSUP
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC119555612|XP_037723058.1|DSUP
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC119546276|XP_037708377.1|DSUP
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC119560978|XP_037730678.1|DSUP
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC119556834|XP_037725225.1|DSUP
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC119549954|XP_037714269.1|DSUP
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC119556180|XP_037724049.1|DSUP
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC119550397|XP_037714976.1|DSUP
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC119560103|XP_037729377.1|DSUP
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC119555288|XP_037722533.1|DSUP
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC119547550|XP_037710381.1|DSUP
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC119560324|XP_037729633.1|DSUP
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC119560236|XP_037729527.1|DSUP
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC119545808|XP_037707619.1|DSUP
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC119560857|XP_037730453.1|DSUP
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC119554099|XP_037720780.1|DSUP
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC119546675|XP_037709068.1|DSUP
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC119559813|XP_037728826.1|DSUP
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC119560342|XP_037729662.1|DSUP
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC119549327|XP_037713234.1|DSUP
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC119560531|XP_037729947.1|DSUP
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC119551798|XP_037717274.1|DSUP
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC119563174|XP_037732371.1|DSUP
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC119554715|XP_037721660.1|DSUP
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC119560914|XP_037730544.1|DSUP
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC119560350|XP_037729679.1|DSUP
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC119560187|XP_037729477.1|DSUP
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC119545714|XP_037707456.1|DSUP
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC119545649|XP_037707305.1|DSUP
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC119560715|XP_037730254.1|DSUP
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC119552524|XP_037718071.1|DSUP
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC119557708|XP_037726516.1|DSUP
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC119560784|XP_037730340.1|DSUP
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC119561764|XP_037731176.1|DSUP
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC119560128|XP_037729407.1|DSUP
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC119559991|XP_037729183.1|DSUP
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC119559767|XP_037728770.1|DSUP
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC119556726|XP_037725057.1|DSUP
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC119550170|XP_037714636.1|DSUP
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC119549396|XP_037713379.1|DSUP
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC119545849|XP_037707747.1|DSUP
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC119560035|XP_037729263.1|DSUP
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC119560396|XP_037729752.1|DSUP
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC119560824|XP_037730398.1|DSUP
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC119553260|XP_037719477.1|DSUP
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC119550425|XP_037715020.1|DSUP
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC119555453|XP_037723194.1|DSUP
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC119561016|XP_037730765.1|DSUP
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC119563207|XP_037732431.1|DSUP
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC119545727|XP_037707473.1|DSUP
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC119559995|XP_037729191.1|DSUP
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC119559994|XP_037729189.1|DSUP
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC119560294|XP_037729592.1|DSUP
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC119563378|XP_037732657.1|DSUP
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC119560289|XP_037729594.1|DSUP
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC119547443|XP_037710232.1|DSUP
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC119551528|XP_037716846.1|DSUP
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC119553057|XP_037719101.1|DSUP
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC119553199|XP_037719379.1|DSUP
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC119557811|XP_037726675.1|DSUP
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC119556564|XP_037724787.1|DSUP
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC119563427|XP_037732782.1|DSUP
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC119561119|XP_037730968.1|DSUP
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC119563337|XP_037732612.1|DSUP, LOC119559284|XP_037728288.1|DSUP
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC119556052|XP_037723784.1|DSUP
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC119560260|XP_037729553.1|DSUP
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC119560635|XP_037730115.1|DSUP
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC119553588|XP_037719966.1|DSUP
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC119545955|XP_037707844.1|DSUP
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC119562138|XP_037731327.1|DSUP
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC119549453|XP_037713477.1|DSUP
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC119560495|XP_037729894.1|DSUP
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC119563158|XP_037732345.1|DSUP
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC119553478|XP_037719819.1|DSUP
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC119549459|XP_037713492.1|DSUP
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC119560768|XP_037730319.1|DSUP
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC119553544|XP_037719911.1|DSUP
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC119559799|XP_037728810.1|DSUP
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC119559421|XP_037728447.1|DSUP
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC119563341|XP_037732617.1|DSUP, LOC119559288|XP_037728293.1|DSUP
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC119561553|XP_037731127.1|DSUP
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC119549337|XP_037713250.1|DSUP
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC119563153|XP_037732340.1|DSUP
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC119563421|XP_037732722.1|DSUP
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC119560494|XP_037729892.1|DSUP
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC119548776|XP_037712249.1|DSUP
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC119546245|XP_037708324.1|DSUP
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC119547647|XP_037710516.1|DSUP
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC119561082|XP_037730874.1|DSUP
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC119559681|XP_037728722.1|DSUP
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC119561360|XP_037732133.1|DSUP
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC119559852|XP_037728885.1|DSUP
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC119560073|XP_037729307.1|DSUP
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC119560243|XP_037729537.1|DSUP
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC119560405|XP_037729766.1|DSUP
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC119560472|XP_037729860.1|DSUP
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC119560044|XP_037729274.1|DSUP
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC119561019|XP_037730770.1|DSUP
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC119560011|XP_037729221.1|DSUP
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC119552789|XP_037718548.1|DSUP
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC119549021|XP_037712622.1|DSUP
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC119548378|XP_037711528.1|DSUP
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC119559868|XP_037728905.1|DSUP
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC119563265|XP_037732509.1|DSUP
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC119546567|XP_037708880.1|DSUP
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC119560757|XP_037730304.1|DSUP
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC119559879|XP_037728943.1|DSUP
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC119547664|XP_037710542.1|DSUP
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC119560747|XP_037730292.1|DSUP
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC119563176|XP_037732373.1|DSUP
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC119553231|XP_037719428.1|DSUP
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC119556760|XP_037725114.1|DSUP
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC119546948|XP_037709516.1|DSUP
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC119560889|XP_037730511.1|DSUP
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC119560810|XP_037730374.1|DSUP
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC119548616|XP_037711917.1|DSUP
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC119548688|XP_037712076.1|DSUP
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC119560542|XP_037729975.1|DSUP
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC119561037|XP_037730792.1|DSUP
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC119550788|XP_037715651.1|DSUP
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC119553942|XP_037720561.1|DSUP
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC119559915|XP_037729020.1|DSUP
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC119545829|XP_037707662.1|DSUP
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC119563168|XP_037732358.1|DSUP
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC119545772|XP_037707550.1|DSUP
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC119563260|XP_037732502.1|DSUP, LOC119559275|XP_037728271.1|DSUP
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC119551380|XP_037716630.1|DSUP
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC119560319|XP_037729625.1|DSUP
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC119555641|XP_037723105.1|DSUP
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC119560060|XP_037729295.1|DSUP
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC119553017|XP_037718991.1|DSUP
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC119552886|XP_037718720.1|DSUP
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC119552978|XP_037718922.1|DSUP
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC119551849|XP_037717351.1|DSUP
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC119548128|XP_037711152.1|DSUP
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC119557337|XP_037726002.1|DSUP
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC119550595|XP_037715327.1|DSUP
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC119552070|XP_037717766.1|DSUP
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC119546822|XP_037709342.1|DSUP
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC119552732|XP_037718418.1|DSUP
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC119555250|XP_037722473.1|DSUP
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC119553397|XP_037719689.1|DSUP
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC119553917|XP_037720524.1|DSUP
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC119555614|XP_037723059.1|DSUP
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC119555721|XP_037723343.1|DSUP
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC119551635|XP_037716987.1|DSUP
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC119550125|XP_037714538.1|DSUP
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC119549806|XP_037714002.1|DSUP
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC119549319|XP_037713222.1|DSUP
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC119553560|XP_037719932.1|DSUP
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC119558892|XP_037728029.1|DSUP
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC119552172|XP_037717929.1|DSUP
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC119558133|XP_037727294.1|DSUP
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC119554459|XP_037721298.1|DSUP
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC119554046|XP_037720711.1|DSUP
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC119554112|XP_037720806.1|DSUP
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC119550832|XP_037715708.1|DSUP, LOC119558816|XP_037728014.1|DSUP
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC119549871|XP_037714097.1|DSUP
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC119550676|XP_037715463.1|DSUP
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC119550404|XP_037714989.1|DSUP
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC119550112|XP_037714521.1|DSUP
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC119550965|XP_037715926.1|DSUP
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC119550243|XP_037714741.1|DSUP
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC119555683|XP_037723234.1|DSUP
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC119554300|XP_037721086.1|DSUP
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC119552583|XP_037718142.1|DSUP
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC119552737|XP_037718431.1|DSUP
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC119555597|XP_037723016.1|DSUP
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC119552942|XP_037718824.1|DSUP
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC119554861|XP_037721871.1|DSUP
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC119550156|XP_037714595.1|DSUP
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC119550686|XP_037715477.1|DSUP
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC119560554|XP_037729994.1|DSUP
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC119552685|XP_037718333.1|DSUP
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC119554051|XP_037720718.1|DSUP
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC119560811|XP_037730376.1|DSUP
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC119550349|XP_037714897.1|DSUP
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC119549087|XP_037712737.1|DSUP
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC119553429|XP_037719740.1|DSUP
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC119551683|XP_037717071.1|DSUP
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC119553647|XP_037720058.1|DSUP
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC119549373|XP_037713336.1|DSUP
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC119551542|XP_037716860.1|DSUP
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC119553454|XP_037719784.1|DSUP
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC119554851|XP_037721859.1|DSUP
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC119554397|XP_037721210.1|DSUP
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC119552834|XP_037718618.1|DSUP
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC119553000|XP_037718949.1|DSUP
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC119549571|XP_037713652.1|DSUP
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC119550019|XP_037714371.1|DSUP
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC119555647|XP_037723133.1|DSUP
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC119553201|XP_037719381.1|DSUP
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC119549107|XP_037712774.1|DSUP
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC119550033|XP_037714388.1|DSUP
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC119554162|XP_037720879.1|DSUP
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC119563093|XP_037732256.1|DSUP
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC119548531|XP_037711754.1|DSUP
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC119560730|XP_037730272.1|DSUP
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC119551379|XP_037716629.1|DSUP
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC119553945|XP_037720566.1|DSUP
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC119553384|XP_037719668.1|DSUP
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC119553799|XP_037720339.1|DSUP
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC119553009|XP_037718968.1|DSUP
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC119555010|XP_037722081.1|DSUP
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC119551331|XP_037716558.1|DSUP
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC119551416|XP_037716684.1|DSUP
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC119551629|XP_037716981.1|DSUP
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC119554699|XP_037721630.1|DSUP
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC119546364|XP_037708521.1|DSUP
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC119553659|XP_037720078.1|DSUP
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC119550635|XP_037715399.1|DSUP
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC119552030|XP_037717698.1|DSUP
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC119553774|XP_037720309.1|DSUP
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC119547000|XP_037709594.1|DSUP
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC119563064|XP_037732206.1|DSUP
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC119552199|XP_037717985.1|DSUP
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC119550976|XP_037715938.1|DSUP
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC119554964|XP_037722018.1|DSUP
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC119550844|XP_037715739.1|DSUP
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC119553663|XP_037720102.1|DSUP
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC119553253|XP_037719458.1|DSUP
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC119550211|XP_037714694.1|DSUP
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC119549161|XP_037712876.1|DSUP
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC119551475|XP_037716765.1|DSUP
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC119552169|XP_037717921.1|DSUP
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC119550781|XP_037715641.1|DSUP
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC119551257|XP_037716437.1|DSUP
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC119551254|XP_037716429.1|DSUP
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC119551347|XP_037716592.1|DSUP
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC119550808|XP_037715674.1|DSUP
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC119555493|XP_037722834.1|DSUP
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC119555492|XP_037722829.1|DSUP
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC119549599|XP_037713689.1|DSUP
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC119558811|XP_037728005.1|DSUP, LOC119549190|XP_037712946.1|DSUP
