Orthogroup	CQUI.longest_only	AAEG.longest_only
OG0004538	LOC6039273|XP_038118326.1|CQUI	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC6049921|XP_038104483.1|CQUI	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC6035131|XP_038113239.1|CQUI	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC6037962|XP_038114417.1|CQUI	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC6037963|XP_038116044.1|CQUI	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC6050461|XP_038104463.1|CQUI	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC6051135|XP_038115739.1|CQUI	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC6051119|XP_001867603.2|CQUI	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC6051127|XP_001867611.2|CQUI	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC6045717|XP_001863026.2|CQUI	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC6052315|XP_001868609.2|CQUI	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC6052351|XP_038110438.1|CQUI	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC6053904|XP_038104969.1|CQUI	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC6047720|XP_038122700.1|CQUI	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC6047714|XP_038109886.1|CQUI	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC6037038|XP_038121452.1|CQUI	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC6046909|XP_038104039.1|CQUI	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC6046912|XP_038105550.1|CQUI	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC6050817|XP_001867349.2|CQUI	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC6051312|XP_038113046.1|CQUI	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC6053159|XP_038113667.1|CQUI	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC6035093|XP_001845329.2|CQUI	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC6051618|XP_038108788.1|CQUI	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC6051622|XP_038104690.1|CQUI	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC6052936|XP_038122801.1|CQUI	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC6051001|XP_038105076.1|CQUI	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC6048480|XP_038105200.1|CQUI	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC6048476|XP_001865387.2|CQUI	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC6054125|XP_038117418.1|CQUI	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC6048187|XP_038107860.1|CQUI	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC6048455|XP_038111137.1|CQUI	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC6050385|XP_038111966.1|CQUI	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC6038448|XP_038105388.1|CQUI	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC6048970|XP_038111393.1|CQUI	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC6041275|XP_038104486.1|CQUI	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC119765345|XP_038104987.1|CQUI	LOC5566490|XP_021696180.1|AAEG
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC5571316|XP_021696265.1|AAEG
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC5571317|XP_021696269.1|AAEG
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC5571312|XP_021696292.1|AAEG
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC5571304|XP_021696553.1|AAEG
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC5571303|XP_021696640.1|AAEG
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC5571324|XP_001653613.1|AAEG
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC5570456|XP_021696795.1|AAEG
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC5570455|XP_001659155.1|AAEG
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC5568415|XP_001658067.2|AAEG
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC5576593|XP_001656176.2|AAEG
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC5576594|XP_021697315.1|AAEG
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC5576590|XP_021694237.1|AAEG
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC5578881|XP_021697499.1|AAEG
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC5575001|XP_021697559.1|AAEG
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC5574964|XP_001655438.1|AAEG
OG0004604	LOC6044773|XP_001862232.2|CQUI	LOC5577019|XP_001656305.2|AAEG
OG0004605	LOC6051449|XP_038122451.1|CQUI	LOC5572546|XP_021698206.1|AAEG
OG0004606	LOC6040734|XP_038107461.1|CQUI	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG
OG0004607	LOC6039036|XP_038105073.1|CQUI	LOC5571999|XP_021699006.1|AAEG
OG0004608	LOC6039054|XP_038105592.1|CQUI	LOC5580118|XP_021699158.1|AAEG
OG0004609	LOC6045132|XP_001862534.1|CQUI	LOC5580129|XP_001655265.1|AAEG
OG0004610	LOC6045381|XP_038104655.1|CQUI	LOC5567908|XP_021699375.1|AAEG
OG0004611	LOC6034328|XP_038115400.1|CQUI	LOC5567930|XP_021699546.1|AAEG
OG0004612	LOC6034326|XP_001844659.1|CQUI	LOC5567934|XP_021699581.1|AAEG
OG0004613	LOC6036970|XP_038105799.1|CQUI	LOC5567928|XP_001651965.2|AAEG
OG0004614	LOC6053763|XP_038105797.1|CQUI	LOC23687785|XP_021699626.1|AAEG
OG0004615	LOC6036976|XP_038104225.1|CQUI	LOC5580054|XP_021699671.1|AAEG
OG0004616	LOC6036981|XP_001846948.1|CQUI	LOC5580056|XP_001654826.2|AAEG
OG0004617	LOC6053777|XP_001869806.1|CQUI	LOC5569683|XP_021699817.1|AAEG
OG0004618	LOC6036883|XP_038123011.1|CQUI	LOC5564408|XP_001648750.2|AAEG
OG0004619	LOC6049474|XP_001866227.2|CQUI	LOC5564395|XP_001648740.2|AAEG
OG0004620	LOC6050630|XP_001867201.2|CQUI	LOC5576466|XP_021700376.1|AAEG
OG0004621	LOC6037925|XP_001847782.1|CQUI	LOC5576467|XP_021700393.1|AAEG
OG0004622	LOC6038472|XP_038113212.1|CQUI	LOC110676561|XP_021700642.1|AAEG
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC5576484|XP_021700664.1|AAEG
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC5570705|XP_021700943.1|AAEG
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC5570700|XP_021701111.1|AAEG
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC5568502|XP_021704914.1|AAEG
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC5566101|XP_021701666.1|AAEG
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC5578826|XP_021701851.1|AAEG
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC5578829|XP_021701956.1|AAEG
OG0004631	LOC6048768|XP_001865645.1|CQUI	LOC5575024|XP_001661757.2|AAEG
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG
OG0004633	LOC6045007|XP_038116758.1|CQUI	LOC5578655|XP_021702447.1|AAEG
OG0004634	LOC6051445|XP_001867883.2|CQUI	LOC5567053|XP_001651445.1|AAEG
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC5579439|XP_021702564.1|AAEG
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC5576304|XP_021702660.1|AAEG
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC5566946|XP_021702766.1|AAEG
OG0004639	LOC6038658|XP_038104660.1|CQUI	LOC5576873|XP_001662971.1|AAEG
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC110677132|XP_021703586.1|AAEG
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC5564074|XP_001648356.2|AAEG
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC5564047|XP_001648357.1|AAEG
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC5564058|XP_001648358.1|AAEG
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC5564072|XP_001648359.1|AAEG
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC5564042|XP_021703902.1|AAEG
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC5564033|XP_001648388.2|AAEG
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC5571509|XP_001659760.2|AAEG
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC5563797|XP_021705176.1|AAEG
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC5565059|XP_001649413.2|AAEG
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC5565054|XP_001649408.2|AAEG
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC5565063|XP_001649395.2|AAEG
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC5565050|XP_001649392.1|AAEG
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC5565263|XP_001649611.2|AAEG
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC23687387|XP_021705930.1|AAEG
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC5576003|XP_021705972.1|AAEG
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC5570619|XP_021706383.1|AAEG
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC5570613|XP_021706431.1|AAEG
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC5570614|XP_001659213.2|AAEG
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC110678164|XP_021706480.1|AAEG
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC5569671|XP_021706516.1|AAEG
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC5569670|XP_001652933.1|AAEG
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC5566637|XP_021706641.1|AAEG
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC23687857|XP_021706703.1|AAEG
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC5577888|XP_021707313.1|AAEG
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC5577673|XP_001663450.2|AAEG
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC5565265|XP_021707970.1|AAEG
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC5580231|XP_001655929.1|AAEG
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC5579494|XP_021708351.1|AAEG
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC5578580|XP_001663971.1|AAEG
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC5568274|XP_021708900.1|AAEG
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC5575196|XP_021708925.1|AAEG
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC5574597|XP_001655229.2|AAEG
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC5574598|XP_001655231.2|AAEG
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC5573866|XP_001654906.1|AAEG
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC5573867|XP_021709999.1|AAEG
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC5573870|XP_001654902.2|AAEG
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC5568153|XP_021710128.1|AAEG
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC5567414|XP_021710488.1|AAEG
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC5567422|XP_001657404.2|AAEG
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC5567410|XP_021710610.1|AAEG
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC5567409|XP_021710619.1|AAEG
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC5569463|XP_021710880.1|AAEG
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC5577409|XP_021711701.1|AAEG
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC5572726|XP_021711703.1|AAEG
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC5567784|XP_001657686.1|AAEG
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC5567769|XP_001657669.2|AAEG
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC5569268|XP_001658414.2|AAEG
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC5571789|XP_021712686.1|AAEG
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC5567071|XP_021712876.1|AAEG
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC5567076|XP_001651472.2|AAEG
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC5577527|XP_021712945.1|AAEG
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC5577531|XP_001663415.1|AAEG
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC5578164|XP_021712961.1|AAEG
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC5578992|XP_021712980.1|AAEG
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC5578986|XP_021712983.1|AAEG
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC5573380|XP_001660859.2|AAEG
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC5573382|XP_021712994.1|AAEG
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC5567514|XP_021712998.1|AAEG
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC5570622|XP_001659225.2|AAEG
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC5577008|XP_021713014.1|AAEG
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC5577010|XP_021713020.1|AAEG
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC5577983|XP_001656717.2|AAEG
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC5580309|XP_021713070.1|AAEG
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC5580307|XP_021713072.1|AAEG
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC5567836|XP_021713139.1|AAEG
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC5567828|XP_021713151.1|AAEG
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC5564376|XP_021713169.1|AAEG
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC5565704|XP_021713195.1|AAEG
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC23687519|XP_021713205.1|AAEG
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC5577062|XP_021713221.1|AAEG
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC5569229|XP_021713257.1|AAEG
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC5574059|XP_001655039.1|AAEG
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC5574058|XP_001655038.2|AAEG
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC5574049|XP_001655027.1|AAEG
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC5579204|XP_021713323.1|AAEG
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC5579208|XP_001657331.2|AAEG
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC5565061|XP_021713325.1|AAEG
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC5574617|XP_021713353.1|AAEG
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC5574615|XP_021713359.1|AAEG
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC5579129|XP_001664227.2|AAEG
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC5564607|XP_021713379.1|AAEG
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC5564604|XP_001648952.2|AAEG
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC5580180|XP_001655596.2|AAEG
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC5580179|XP_021713415.1|AAEG
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC5580168|XP_021713424.1|AAEG
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC5575984|XP_001655938.2|AAEG
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC5571518|XP_001659764.2|AAEG
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC110674034|XP_021692979.1|AAEG
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC5578530|XP_021693013.1|AAEG
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC5574921|XP_021693014.1|AAEG
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC110674038|XP_021693022.1|AAEG
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC5570841|XP_021693038.1|AAEG
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC5564809|XP_001649157.2|AAEG
OG0004751	LOC6033701|XP_001844124.2|CQUI	LOC5573468|XP_001660889.2|AAEG
OG0004752	LOC6033703|XP_001844126.1|CQUI	LOC5576839|XP_021693055.1|AAEG
OG0004753	LOC6033704|XP_001844127.2|CQUI	LOC5576840|XP_001662952.2|AAEG
OG0004754	LOC6033705|XP_001844128.1|CQUI	LOC5576841|XP_001662951.1|AAEG
OG0004755	LOC6033712|XP_038117221.1|CQUI	LOC5563664|XP_021693061.1|AAEG
OG0004756	LOC6033713|XP_001844134.2|CQUI	LOC5563630|XP_001647845.1|AAEG
OG0004757	LOC6033720|XP_038105297.1|CQUI	LOC5580078|XP_021693067.1|AAEG
OG0004758	LOC6039195|XP_038122528.1|CQUI	LOC5565688|XP_021693077.1|AAEG
OG0004759	LOC6039198|XP_038122984.1|CQUI	LOC5580095|XP_021694314.1|AAEG
OG0004760	LOC6039201|XP_038105092.1|CQUI	LOC5580097|XP_021693082.1|AAEG
OG0004761	LOC6039606|XP_038112004.1|CQUI	LOC5566481|XP_021693093.1|AAEG
OG0004762	LOC6038054|XP_038114918.1|CQUI	LOC5566478|XP_021693095.1|AAEG
OG0004763	LOC6038059|XP_038105125.1|CQUI	LOC110674063|XP_021693123.1|AAEG
OG0004764	LOC6040682|XP_038104175.1|CQUI	LOC5566462|XP_001650844.2|AAEG
OG0004765	LOC6040686|XP_038114839.1|CQUI	LOC5566459|XP_021693132.1|AAEG
OG0004766	LOC6037332|XP_038116156.1|CQUI	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG
OG0004767	LOC6037471|XP_001847378.2|CQUI	LOC5563705|XP_001647995.2|AAEG
OG0004768	LOC6032709|XP_038115999.1|CQUI	LOC5563720|XP_021693220.1|AAEG
OG0004769	LOC6035385|XP_038104454.1|CQUI	LOC5563719|XP_001648002.2|AAEG
OG0004770	LOC6035386|XP_001845587.1|CQUI	LOC5563706|XP_001648001.1|AAEG
OG0004771	LOC6035384|XP_001845585.2|CQUI	LOC5563713|XP_001648003.1|AAEG
OG0004772	LOC6036804|XP_001846798.1|CQUI	LOC5576366|XP_001656105.2|AAEG
OG0004773	LOC6035078|XP_001845313.2|CQUI	LOC5576364|XP_001656102.1|AAEG
OG0004774	LOC6035075|XP_038121003.1|CQUI	LOC5576362|XP_021693266.1|AAEG
OG0004775	LOC6035072|XP_038105378.1|CQUI	LOC5576360|XP_001656098.1|AAEG
OG0004776	LOC6035068|XP_038104827.1|CQUI	LOC5576357|XP_001656095.2|AAEG
OG0004777	LOC6035416|XP_001845609.1|CQUI	LOC5576353|XP_001656091.1|AAEG
OG0004778	LOC119765159|XP_038104412.1|CQUI	LOC5567291|XP_001651727.2|AAEG
OG0004779	LOC6035335|XP_038104406.1|CQUI	LOC5567287|XP_021693333.1|AAEG
OG0004780	LOC6035328|XP_001845545.1|CQUI	LOC5567286|XP_001651717.1|AAEG
OG0004781	LOC6047689|XP_038110351.1|CQUI	LOC5567281|XP_021693335.1|AAEG
OG0004782	LOC6035537|XP_038110801.1|CQUI	LOC5569123|XP_021693348.1|AAEG
OG0004783	LOC6046138|XP_038104914.1|CQUI	LOC5576729|XP_001656237.1|AAEG
OG0004784	LOC6042432|XP_038105717.1|CQUI	LOC5576719|XP_001656225.2|AAEG
OG0004785	LOC6040253|XP_001849692.2|CQUI	LOC5564486|XP_001648827.1|AAEG
OG0004786	LOC6040257|XP_001849694.1|CQUI	LOC110674098|XP_021693387.1|AAEG
OG0004787	LOC6040266|XP_038104916.1|CQUI	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG
OG0004788	LOC6040267|XP_001849700.1|CQUI	LOC5573630|XP_001660959.1|AAEG
OG0004789	LOC6040268|XP_038104574.1|CQUI	LOC5573633|XP_001660960.2|AAEG
OG0004790	LOC6039077|XP_001848750.1|CQUI	LOC5578540|XP_001663931.1|AAEG
OG0004791	LOC119771181|XP_038122656.1|CQUI	LOC5567507|XP_021693404.1|AAEG
OG0004792	LOC6040663|XP_038105179.1|CQUI	LOC5567505|XP_001651805.1|AAEG
OG0004793	LOC6040662|XP_038104480.1|CQUI	LOC5567509|XP_021693418.1|AAEG
OG0004794	LOC6047061|XP_038122922.1|CQUI	LOC5568908|XP_021693425.1|AAEG
OG0004796	LOC6040872|XP_038105237.1|CQUI	LOC5573319|XP_021693445.1|AAEG
OG0004797	LOC6040880|XP_038105232.1|CQUI	LOC5573320|XP_021693447.1|AAEG
OG0004798	LOC6040882|XP_001850211.2|CQUI	LOC5573325|XP_001654545.2|AAEG
OG0004799	LOC6040692|XP_038111505.1|CQUI	LOC5573328|XP_001654548.2|AAEG
OG0004800	LOC6037510|XP_001847416.1|CQUI	LOC5575792|XP_021693478.1|AAEG
OG0004801	LOC6045592|XP_038105796.1|CQUI	LOC5573434|XP_021693611.1|AAEG
OG0004803	LOC6033723|XP_038105889.1|CQUI	LOC5577199|XP_021693664.1|AAEG
OG0004804	LOC6035052|XP_038104560.1|CQUI	LOC5569887|XP_021693689.1|AAEG
OG0004805	LOC6038022|XP_038105589.1|CQUI	LOC5566210|XP_021693695.1|AAEG
OG0004806	LOC6038033|XP_038123004.1|CQUI	LOC5576204|XP_001662541.1|AAEG
OG0004807	LOC6039897|XP_001849395.1|CQUI	LOC5576196|XP_001662533.2|AAEG
OG0004808	LOC6035066|XP_038104556.1|CQUI	LOC5576522|XP_001662715.2|AAEG
OG0004809	LOC6042403|XP_001851528.1|CQUI	LOC5575645|XP_001655791.1|AAEG
OG0004810	LOC6042402|XP_038123005.1|CQUI	LOC5575646|XP_021693746.1|AAEG
OG0004811	LOC6042397|XP_038108448.1|CQUI	LOC23687923|XP_021693761.1|AAEG
OG0004812	LOC6042392|XP_038112150.1|CQUI	LOC5565754|XP_021693766.1|AAEG
OG0004813	LOC6036810|XP_038104805.1|CQUI	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG
OG0004815	LOC6032039|XP_038105440.1|CQUI	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG
OG0004816	LOC6032045|XP_001842711.2|CQUI	LOC5569688|XP_021694424.1|AAEG
OG0004817	LOC6032046|XP_001842712.2|CQUI	LOC5565992|XP_001650360.2|AAEG
OG0004818	LOC6032061|XP_001842727.1|CQUI	LOC110673983|XP_021693821.1|AAEG
OG0004819	LOC6032069|XP_001842735.1|CQUI	LOC5577654|XP_001656652.2|AAEG
OG0004820	LOC6032070|XP_001842736.2|CQUI	LOC5577653|XP_021693824.1|AAEG
OG0004821	LOC6032072|XP_038115655.1|CQUI	LOC5577652|XP_001656650.2|AAEG
OG0004822	LOC6032080|XP_038104760.1|CQUI	LOC5577644|XP_021693837.1|AAEG
OG0004823	LOC6032083|XP_001842749.1|CQUI	LOC5577640|XP_001656638.2|AAEG
OG0004824	LOC6032084|XP_001842750.2|CQUI	LOC5577639|XP_001656637.1|AAEG
OG0004825	LOC6032099|XP_001842764.2|CQUI	LOC5577632|XP_021693883.1|AAEG
