Orthogroup	CQUI.longest_only	DELE.longest_only
OG0003996	LOC6036135|XP_001846228.1|CQUI	LOC108149683|XP_017132937.1|DELE
OG0003997	LOC6054365|XP_038109595.1|CQUI	LOC108138314|XP_017115960.1|DELE
OG0003998	LOC6045776|XP_038112750.1|CQUI	LOC108146862|XP_017128582.1|DELE, LOC108135459|XP_017111691.1|DELE
OG0003999	LOC6045769|XP_001863072.1|CQUI	LOC108141788|XP_017120793.1|DELE
OG0004000	LOC6034347|XP_038113204.1|CQUI	LOC108136535|XP_017113315.1|DELE
OG0004001	LOC6034384|XP_038113314.1|CQUI	LOC108144505|XP_017124928.1|DELE
OG0004002	LOC6034395|XP_038109098.1|CQUI	LOC108138225|XP_017115836.1|DELE
OG0004003	LOC6039845|XP_038113654.1|CQUI	LOC108134507|XP_017110327.1|DELE
OG0004004	LOC6039842|XP_001849349.2|CQUI	LOC108149433|XP_017132495.1|DELE
OG0004005	LOC6039840|XP_038111465.1|CQUI	LOC108149505|XP_017132617.1|DELE
OG0004006	LOC6034869|XP_001845139.2|CQUI	LOC108141870|XP_017120953.1|DELE
OG0004007	LOC6034873|XP_001845142.1|CQUI	LOC108134750|XP_017110680.1|DELE
OG0004008	LOC6034877|XP_038107745.1|CQUI	LOC108148770|XP_017131469.1|DELE
OG0004009	LOC6046643|XP_001863794.2|CQUI	LOC108148058|XP_017130400.1|DELE
OG0004010	LOC6048811|XP_038114221.1|CQUI	LOC108149301|XP_017132240.1|DELE
OG0004011	LOC6050778|XP_001867333.2|CQUI	LOC108149544|XP_017132670.1|DELE
OG0004012	LOC6049536|XP_038109284.1|CQUI	LOC108148969|XP_017131796.1|DELE
OG0004013	LOC6043470|XP_038109075.1|CQUI	LOC108149465|XP_017132559.1|DELE
OG0004014	LOC6043461|XP_038111183.1|CQUI	LOC108136061|XP_017112493.1|DELE
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	LOC108138160|XP_017115738.1|DELE
OG0004016	LOC6036119|XP_038106299.1|CQUI	LOC108142048|XP_017121218.1|DELE
OG0004017	LOC6041781|XP_038108936.1|CQUI	LOC108134966|XP_017110983.1|DELE
OG0004018	LOC6041785|XP_038112504.1|CQUI	LOC108147363|XP_017129288.1|DELE
OG0004019	LOC6047977|XP_038111471.1|CQUI	LOC108141929|XP_017121054.1|DELE
OG0004020	LOC6053858|XP_038111861.1|CQUI	LOC108138754|XP_017116645.1|DELE
OG0004021	LOC6049729|XP_038109716.1|CQUI	LOC108138751|XP_017116641.1|DELE
OG0004022	LOC6033336|XP_001843800.2|CQUI	LOC108150508|XP_017134213.1|DELE
OG0004023	LOC6033344|XP_038112699.1|CQUI	LOC108143350|XP_017123160.1|DELE
OG0004024	LOC6033360|XP_038108644.1|CQUI	LOC108150533|XP_017134253.1|DELE
OG0004025	LOC6048073|XP_038107445.1|CQUI	LOC108141717|XP_017120697.1|DELE
OG0004026	LOC6048102|XP_038108461.1|CQUI	LOC108147974|XP_017130269.1|DELE
OG0004027	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI	LOC108141291|XP_017120047.1|DELE
OG0004028	LOC6035744|XP_001845871.2|CQUI	LOC108137801|XP_017115194.1|DELE
OG0004029	LOC6035735|XP_001845864.2|CQUI	LOC108142055|XP_017121226.1|DELE
OG0004030	LOC6032147|XP_001842800.2|CQUI	LOC108144748|XP_017125340.1|DELE
OG0004031	LOC6032156|XP_038113038.1|CQUI	LOC108138307|XP_017115953.1|DELE
OG0004033	LOC6053250|XP_038110976.1|CQUI	LOC108141818|XP_017120884.1|DELE
OG0004034	LOC6036026|XP_038108093.1|CQUI	LOC108138877|XP_017116895.1|DELE
OG0004035	LOC6036325|XP_038112834.1|CQUI	LOC108147783|XP_017130005.1|DELE
OG0004036	LOC6036328|XP_001846391.1|CQUI	LOC108147925|XP_017130188.1|DELE
OG0004037	LOC6036336|XP_001846397.2|CQUI	LOC108138122|XP_017115643.1|DELE
OG0004038	LOC119766959|XP_038109606.1|CQUI	LOC108149564|XP_017132693.1|DELE
OG0004039	LOC6033334|XP_038112140.1|CQUI	LOC108147905|XP_017130155.1|DELE
OG0004040	LOC6047971|XP_038109177.1|CQUI	LOC108149183|XP_017132089.1|DELE
OG0004041	LOC6037995|XP_038109623.1|CQUI	LOC108137435|XP_017114589.1|DELE
OG0004042	LOC6033311|XP_001843777.1|CQUI	LOC108142512|XP_017121918.1|DELE
OG0004043	LOC6036008|XP_001846112.1|CQUI	LOC108135307|XP_017111481.1|DELE
OG0004044	LOC6033610|XP_001844038.2|CQUI	LOC108138546|XP_017116305.1|DELE
OG0004045	LOC6033613|XP_038110293.1|CQUI	LOC108134506|XP_017110325.1|DELE
OG0004046	LOC6033619|XP_001844046.2|CQUI	LOC108137860|XP_017115280.1|DELE
OG0004047	LOC6033624|XP_038111353.1|CQUI	LOC108138287|XP_017115933.1|DELE
OG0004048	LOC6033625|XP_038109870.1|CQUI	LOC108138920|XP_017116975.1|DELE
OG0004049	LOC6047482|XP_001864539.2|CQUI	LOC108145530|XP_017126519.1|DELE
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	LOC108138820|XP_017116807.1|DELE
OG0004051	LOC6048351|XP_038109620.1|CQUI	LOC108138270|XP_017115913.1|DELE
OG0004052	LOC6042664|XP_038122278.1|CQUI	LOC108142167|XP_017121340.1|DELE
OG0004053	LOC6042662|XP_038119027.1|CQUI	LOC108144374|XP_017124637.1|DELE
OG0004054	LOC6042656|XP_038121294.1|CQUI	LOC108149259|XP_017132190.1|DELE
OG0004055	LOC6042641|XP_038119206.1|CQUI	LOC108140530|XP_017118828.1|DELE
OG0004056	LOC119770120|XP_038120373.1|CQUI	LOC108141111|XP_017119816.1|DELE
OG0004057	LOC6054097|XP_038116161.1|CQUI	LOC108142486|XP_017121861.1|DELE
OG0004058	LOC6052560|XP_038118395.1|CQUI	LOC108146306|XP_017127747.1|DELE
OG0004059	LOC6048802|XP_038118616.1|CQUI	LOC108141177|XP_017119896.1|DELE
OG0004060	LOC6040514|XP_001849900.2|CQUI	LOC108136922|XP_017113885.1|DELE
OG0004061	LOC6040508|XP_038118411.1|CQUI	LOC108137636|XP_017114926.1|DELE
OG0004062	LOC6040506|XP_038118432.1|CQUI	LOC108146245|XP_017127670.1|DELE
OG0004063	LOC6040499|XP_038115198.1|CQUI	LOC108137073|XP_017114067.1|DELE
OG0004064	LOC6040496|XP_001849882.1|CQUI	LOC108142857|XP_017122416.1|DELE
OG0004065	LOC6040492|XP_038117152.1|CQUI	LOC108143681|XP_017123688.1|DELE
OG0004066	LOC6040491|XP_001849877.1|CQUI	LOC108149733|XP_017132992.1|DELE
OG0004067	LOC6040490|XP_001849876.2|CQUI	LOC108137724|XP_017115109.1|DELE
OG0004068	LOC6040480|XP_001849866.2|CQUI	LOC108142978|XP_017122624.1|DELE
OG0004069	LOC6040481|XP_038116172.1|CQUI	LOC108142993|XP_017122654.1|DELE
OG0004070	LOC6039007|XP_001848689.1|CQUI	LOC108145774|XP_017126832.1|DELE
OG0004071	LOC6040507|XP_001849893.2|CQUI	LOC108142785|XP_017122320.1|DELE
OG0004072	LOC6039004|XP_038119621.1|CQUI	LOC108142786|XP_017122321.1|DELE
OG0004073	LOC6039000|XP_001848682.1|CQUI	LOC108135429|XP_017111653.1|DELE
OG0004074	LOC6038990|XP_038118652.1|CQUI	LOC108137534|XP_017114744.1|DELE
OG0004075	LOC6038984|XP_038119533.1|CQUI	LOC108149082|XP_017131950.1|DELE
OG0004076	LOC6044757|XP_038116312.1|CQUI	LOC108149081|XP_017131948.1|DELE
OG0004077	LOC6044741|XP_038118752.1|CQUI	LOC108138761|XP_017116658.1|DELE
OG0004078	LOC6044734|XP_001862197.1|CQUI	LOC108147117|XP_017128895.1|DELE
OG0004079	LOC6046837|XP_038121016.1|CQUI	LOC108138595|XP_017116374.1|DELE
OG0004080	LOC6032209|XP_001842849.1|CQUI	LOC108137969|XP_017115427.1|DELE
OG0004081	LOC6032216|XP_038121566.1|CQUI	LOC108149766|XP_017133079.1|DELE
OG0004082	LOC119770633|XP_038121816.1|CQUI	LOC108145494|XP_017126440.1|DELE, LOC108136070|XP_017112525.1|DELE
OG0004083	LOC6032224|XP_001842863.1|CQUI	LOC108136739|XP_017113570.1|DELE
OG0004084	LOC6032232|XP_038122391.1|CQUI	LOC108146268|XP_017127697.1|DELE
OG0004085	LOC6047985|XP_038114781.1|CQUI	LOC108135821|XP_017112194.1|DELE
OG0004086	LOC6038138|XP_038120984.1|CQUI	LOC108147289|XP_017129196.1|DELE
OG0004087	LOC6033024|XP_001843527.2|CQUI	LOC108144653|XP_017125191.1|DELE
OG0004088	LOC6033048|XP_038121895.1|CQUI	LOC108148973|XP_017131801.1|DELE
OG0004089	LOC6033056|XP_038120971.1|CQUI	LOC108138527|XP_017116276.1|DELE
OG0004090	LOC6054337|XP_038114862.1|CQUI	LOC108136803|XP_017113688.1|DELE
OG0004091	LOC6046351|XP_001863568.2|CQUI	LOC108135002|XP_017111028.1|DELE
OG0004092	LOC6052288|XP_038121121.1|CQUI	LOC108137582|XP_017114801.1|DELE
OG0004094	LOC6039438|XP_038119393.1|CQUI	LOC108136650|XP_017113463.1|DELE
OG0004095	LOC6048703|XP_001865581.2|CQUI	LOC108140730|XP_017119193.1|DELE
OG0004096	LOC6048708|XP_001865580.2|CQUI	LOC108147290|XP_017129197.1|DELE
OG0004097	LOC6047986|XP_038114935.1|CQUI	LOC108146875|XP_017128596.1|DELE
OG0004098	LOC6047987|XP_038114933.1|CQUI	LOC108150125|XP_017133584.1|DELE
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	LOC108141026|XP_017119596.1|DELE
OG0004100	LOC6053060|XP_038121254.1|CQUI	LOC108141169|XP_017119886.1|DELE
OG0004101	LOC6051676|XP_038118839.1|CQUI	LOC108141191|XP_017119919.1|DELE
OG0004102	LOC6048766|XP_038118938.1|CQUI	LOC108141048|XP_017119676.1|DELE
OG0004103	LOC6048761|XP_038121267.1|CQUI	LOC108147285|XP_017129190.1|DELE
OG0004104	LOC6048763|XP_038118682.1|CQUI	LOC108147284|XP_017129189.1|DELE
OG0004105	LOC6046232|XP_001863460.1|CQUI	LOC108142580|XP_017122023.1|DELE
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	LOC108146631|XP_017128165.1|DELE
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	LOC108146364|XP_017127834.1|DELE
OG0004108	LOC6053487|XP_001869558.2|CQUI	LOC108148276|XP_017130722.1|DELE
OG0004109	LOC6049909|XP_001866588.2|CQUI	LOC108136804|XP_017113689.1|DELE
OG0004110	LOC6041938|XP_001851128.1|CQUI	LOC108143265|XP_017123067.1|DELE
OG0004111	LOC6041928|XP_038115770.1|CQUI	LOC108148857|XP_017131642.1|DELE
OG0004112	LOC6045490|XP_038115043.1|CQUI	LOC108147295|XP_017129206.1|DELE
OG0004113	LOC6041791|XP_038119064.1|CQUI	LOC108140887|XP_017119409.1|DELE
OG0004114	LOC119769384|XP_038117388.1|CQUI	LOC108149876|XP_017133257.1|DELE
OG0004115	LOC6053164|XP_038114991.1|CQUI	LOC108149874|XP_017133250.1|DELE
OG0004116	LOC6050623|XP_038121897.1|CQUI	LOC108148983|XP_017131813.1|DELE
OG0004117	LOC6050661|XP_038120714.1|CQUI	LOC108140763|XP_017119239.1|DELE
OG0004118	LOC6043255|XP_001857982.2|CQUI	LOC108144333|XP_017124532.1|DELE
OG0004119	LOC6034967|XP_001845223.1|CQUI	LOC108136897|XP_017113843.1|DELE
OG0004120	LOC6034974|XP_038116395.1|CQUI	LOC108141112|XP_017119817.1|DELE
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	LOC108146526|XP_017128052.1|DELE
OG0004122	LOC6039381|XP_001848990.2|CQUI	LOC108135386|XP_017111576.1|DELE
OG0004123	LOC6039406|XP_038115414.1|CQUI	LOC108141058|XP_017119697.1|DELE
OG0004124	LOC6041802|XP_038116435.1|CQUI	LOC108150005|XP_017133439.1|DELE
OG0004125	LOC6032252|XP_001842889.1|CQUI	LOC108148881|XP_017131674.1|DELE
OG0004126	LOC6032253|XP_038121019.1|CQUI	LOC108148842|XP_017131606.1|DELE
OG0004127	LOC119769827|XP_038119446.1|CQUI	LOC108141947|XP_017121078.1|DELE
OG0004128	LOC6035003|XP_001845248.2|CQUI	LOC108140806|XP_017119294.1|DELE
OG0004129	LOC6035017|XP_038119404.1|CQUI	LOC108144444|XP_017124819.1|DELE
OG0004130	LOC6048694|XP_038118319.1|CQUI	LOC108147604|XP_017129732.1|DELE
OG0004131	LOC6038151|XP_001847985.2|CQUI	LOC108140782|XP_017119260.1|DELE
OG0004132	LOC6038147|XP_038116639.1|CQUI	LOC108145922|XP_017127097.1|DELE
OG0004133	LOC6043883|XP_001861472.1|CQUI	LOC108138292|XP_017115936.1|DELE
OG0004134	LOC6043890|XP_038116402.1|CQUI	LOC108143921|XP_017123992.1|DELE
OG0004135	LOC6049547|XP_038120776.1|CQUI	LOC108136789|XP_017113642.1|DELE
OG0004136	LOC6041234|XP_038116026.1|CQUI	LOC108141050|XP_017119686.1|DELE
OG0004137	LOC6041206|XP_001850500.2|CQUI	LOC108141483|XP_017120385.1|DELE
OG0004138	LOC6041198|XP_001850492.1|CQUI	LOC108146832|XP_017128517.1|DELE
OG0004139	LOC6041197|XP_001850491.2|CQUI	LOC108135890|XP_017112295.1|DELE
OG0004140	LOC6049603|XP_038121325.1|CQUI	LOC108137575|XP_017114790.1|DELE
OG0004141	LOC6050607|XP_038121998.1|CQUI	LOC108143469|XP_017123397.1|DELE
OG0004142	LOC119769965|XP_038119821.1|CQUI	LOC108149976|XP_017133385.1|DELE
OG0004143	LOC6047728|XP_001864747.2|CQUI	LOC108134795|XP_017110733.1|DELE
OG0004144	LOC6052571|XP_038119946.1|CQUI	LOC108141892|XP_017120991.1|DELE
OG0004145	LOC6052241|XP_001868539.2|CQUI	LOC108147523|XP_017129594.1|DELE
OG0004146	LOC6052243|XP_038116152.1|CQUI	LOC108140723|XP_017119179.1|DELE
OG0004147	LOC119769801|XP_038119380.1|CQUI	LOC108141825|XP_017120895.1|DELE
OG0004148	LOC6049617|XP_038115589.1|CQUI	LOC108135846|XP_017112221.1|DELE
OG0004149	LOC119768692|XP_038115202.1|CQUI	LOC108141074|XP_017119723.1|DELE
OG0004150	LOC6045145|XP_001862545.1|CQUI	LOC108150732|XP_017134526.1|DELE
OG0004151	LOC6050764|XP_038117838.1|CQUI	LOC108143007|XP_017122681.1|DELE
OG0004152	LOC6042039|XP_038119959.1|CQUI	LOC108137460|XP_017114653.1|DELE
OG0004153	LOC6049383|XP_001866158.2|CQUI	LOC108144546|XP_017125005.1|DELE
OG0004154	LOC6049389|XP_038116134.1|CQUI	LOC108146418|XP_017127910.1|DELE
OG0004155	LOC6036924|XP_001846901.2|CQUI	LOC108140557|XP_017118908.1|DELE
OG0004156	LOC6036926|XP_001846898.2|CQUI	LOC108150074|XP_017133529.1|DELE
OG0004157	LOC6053540|XP_001869607.2|CQUI	LOC108134941|XP_017110955.1|DELE
OG0004158	LOC6046282|XP_038121893.1|CQUI	LOC108146541|XP_017128071.1|DELE
OG0004159	LOC6046284|XP_001863510.2|CQUI	LOC108144000|XP_017124108.1|DELE
OG0004160	LOC6046285|XP_001863511.2|CQUI	LOC108145977|XP_017127200.1|DELE
OG0004161	LOC6039822|XP_038117664.1|CQUI	LOC108140402|XP_017118600.1|DELE
OG0004162	LOC6039811|XP_038121742.1|CQUI	LOC108139284|XP_017117470.1|DELE
OG0004163	LOC119770783|XP_038122198.1|CQUI	LOC108139333|XP_017117536.1|DELE
OG0004164	LOC6049252|XP_038116717.1|CQUI	LOC108141170|XP_017119887.1|DELE
OG0004165	LOC6050142|XP_038120929.1|CQUI	LOC108141910|XP_017121017.1|DELE
OG0004166	LOC6051606|XP_001868025.2|CQUI	LOC108144747|XP_017125338.1|DELE
OG0004167	LOC6051959|XP_001868300.2|CQUI	LOC108143894|XP_017123958.1|DELE
OG0004168	LOC6043764|XP_038116584.1|CQUI	LOC108143052|XP_017122750.1|DELE
OG0004169	LOC6043781|XP_001861382.2|CQUI	LOC108138505|XP_017116228.1|DELE
OG0004171	LOC6045790|XP_038118640.1|CQUI	LOC108147748|XP_017129968.1|DELE
OG0004172	LOC6048628|XP_038116374.1|CQUI	LOC108145563|XP_017126553.1|DELE
OG0004173	LOC6039717|XP_001849271.2|CQUI	LOC108141411|XP_017120263.1|DELE
OG0004174	LOC6039714|XP_038118028.1|CQUI	LOC108149077|XP_017131937.1|DELE
OG0004175	LOC6039706|XP_001849262.2|CQUI	LOC108144752|XP_017125345.1|DELE
OG0004176	LOC6039685|XP_001849250.2|CQUI	LOC108147495|XP_017129542.1|DELE
OG0004177	LOC6042974|XP_038122228.1|CQUI	LOC108134762|XP_017110699.1|DELE
OG0004178	LOC6042957|XP_038115866.1|CQUI	LOC108140542|XP_017118862.1|DELE
OG0004179	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI	LOC108136265|XP_017112813.1|DELE
OG0004180	LOC6032526|XP_038116286.1|CQUI	LOC108136852|XP_017113766.1|DELE
OG0004181	LOC6032550|XP_001843129.2|CQUI	LOC108134827|XP_017110774.1|DELE
OG0004182	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI	LOC108146743|XP_017128355.1|DELE
OG0004183	LOC6050274|XP_038118401.1|CQUI	LOC108146877|XP_017128598.1|DELE
OG0004184	LOC6042562|XP_038118462.1|CQUI	LOC108145930|XP_017127122.1|DELE
OG0004185	LOC6042561|XP_038116122.1|CQUI	LOC108138123|XP_017115644.1|DELE
OG0004186	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI	LOC108136310|XP_017112894.1|DELE
OG0004187	LOC6042546|XP_001852007.2|CQUI	LOC108135048|XP_017111076.1|DELE
OG0004188	LOC6047146|XP_038116604.1|CQUI	LOC108148329|XP_017130816.1|DELE
OG0004189	LOC6047145|XP_001864241.2|CQUI	LOC108148372|XP_017130886.1|DELE
OG0004190	LOC6047140|XP_038117805.1|CQUI	LOC108141187|XP_017119912.1|DELE
OG0004191	LOC6054662|XP_038120423.1|CQUI	LOC108141137|XP_017119849.1|DELE
OG0004192	LOC6046833|XP_038115947.1|CQUI	LOC108135845|XP_017112219.1|DELE
OG0004193	LOC6046831|XP_038118385.1|CQUI	LOC108140932|XP_017119484.1|DELE
OG0004194	LOC6039515|XP_038118045.1|CQUI	LOC108136966|XP_017113946.1|DELE
OG0004195	LOC6039504|XP_038114738.1|CQUI	LOC108137671|XP_017115015.1|DELE
OG0004196	LOC6039502|XP_038114594.1|CQUI	LOC108147245|XP_017129133.1|DELE
OG0004197	LOC6039495|XP_038120453.1|CQUI	LOC108140504|XP_017118774.1|DELE
OG0004198	LOC6043432|XP_001859032.1|CQUI	LOC108141114|XP_017119819.1|DELE
OG0004199	LOC6044522|XP_038118488.1|CQUI	LOC108135147|XP_017111253.1|DELE
OG0004200	LOC6044504|XP_038119127.1|CQUI	LOC108142027|XP_017121191.1|DELE
OG0004201	LOC6044505|XP_001862015.2|CQUI	LOC108149000|XP_017131832.1|DELE
OG0004202	LOC6045560|XP_001862905.2|CQUI	LOC108137402|XP_017114550.1|DELE
OG0004203	LOC6045565|XP_038122062.1|CQUI	LOC108140783|XP_017119262.1|DELE
OG0004204	LOC6042292|XP_001851428.2|CQUI	LOC108146238|XP_017127657.1|DELE
OG0004205	LOC6042269|XP_001851406.2|CQUI	LOC108136072|XP_017112526.1|DELE
OG0004206	LOC6042264|XP_038118456.1|CQUI	LOC108136936|XP_017113901.1|DELE
OG0004207	LOC6048488|XP_038119424.1|CQUI	LOC108136888|XP_017113832.1|DELE
OG0004208	LOC6044293|XP_001861824.2|CQUI	LOC108140773|XP_017119250.1|DELE
OG0004209	LOC6046906|XP_038121587.1|CQUI	LOC108143018|XP_017122699.1|DELE
OG0004210	LOC6050401|XP_038114801.1|CQUI	LOC108141092|XP_017119784.1|DELE
OG0004211	LOC6046398|XP_038114799.1|CQUI	LOC108147967|XP_017130254.1|DELE
OG0004212	LOC6037572|XP_038118010.1|CQUI	LOC108139342|XP_017117554.1|DELE
OG0004213	LOC6037556|XP_001847454.1|CQUI	LOC108143914|XP_017123983.1|DELE
OG0004214	LOC6042261|XP_001851399.1|CQUI	LOC108145255|XP_017126021.1|DELE
OG0004215	LOC6039223|XP_038118519.1|CQUI	LOC108141444|XP_017120332.1|DELE
OG0004216	LOC6032731|XP_038119817.1|CQUI	LOC108143133|XP_017122866.1|DELE
OG0004217	LOC6032732|XP_038116049.1|CQUI	LOC108147549|XP_017129622.1|DELE
OG0004218	LOC6032753|XP_001843296.2|CQUI	LOC108135447|XP_017111679.1|DELE
OG0004219	LOC6033837|XP_001844230.1|CQUI	LOC108144054|XP_017124187.1|DELE
OG0004220	LOC6033834|XP_038116220.1|CQUI	LOC108140533|XP_017118831.1|DELE
OG0004221	LOC6037780|XP_001847658.2|CQUI	LOC108140472|XP_017118701.1|DELE
OG0004222	LOC6037772|XP_001847651.2|CQUI	LOC108135097|XP_017111160.1|DELE
OG0004223	LOC6037769|XP_038115679.1|CQUI	LOC108135093|XP_017111156.1|DELE
OG0004224	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI	LOC108137451|XP_017114634.1|DELE
OG0004225	LOC6037761|XP_001847641.1|CQUI	LOC108149879|XP_017133262.1|DELE
OG0004226	LOC6040838|XP_038122184.1|CQUI	LOC108135120|XP_017111208.1|DELE
OG0004227	LOC6040828|XP_038115079.1|CQUI	LOC108140647|XP_017119060.1|DELE
OG0004228	LOC6040819|XP_001850159.1|CQUI	LOC108140648|XP_017119063.1|DELE
OG0004230	LOC6035833|XP_038117826.1|CQUI	LOC108136448|XP_017113102.1|DELE
OG0004231	LOC6035821|XP_038115161.1|CQUI	LOC108145914|XP_017127085.1|DELE
OG0004232	LOC6035819|XP_038115166.1|CQUI	LOC108145918|XP_017127092.1|DELE
OG0004233	LOC6035818|XP_001845940.1|CQUI	LOC108145917|XP_017127091.1|DELE
OG0004234	LOC6035805|XP_038120038.1|CQUI	LOC108145866|XP_017126993.1|DELE
OG0004235	LOC6035802|XP_001845925.2|CQUI	LOC108136326|XP_017112917.1|DELE
OG0004236	LOC6042760|XP_038118906.1|CQUI	LOC108136904|XP_017113852.1|DELE
OG0004237	LOC6038979|XP_038118373.1|CQUI	LOC108141142|XP_017119855.1|DELE
OG0004238	LOC6038963|XP_038120804.1|CQUI	LOC108136986|XP_017113969.1|DELE
OG0004239	LOC6038962|XP_001848651.2|CQUI	LOC108140811|XP_017119305.1|DELE
OG0004240	LOC6038956|XP_038120799.1|CQUI	LOC108141153|XP_017119867.1|DELE
OG0004241	LOC6038950|XP_001848641.1|CQUI	LOC108143917|XP_017123986.1|DELE
OG0004242	LOC6038947|XP_001848639.2|CQUI	LOC108142991|XP_017122651.1|DELE
OG0004243	LOC6038944|XP_001848636.2|CQUI	LOC108147451|XP_017129468.1|DELE
OG0004244	LOC6038941|XP_038120810.1|CQUI	LOC108136722|XP_017113534.1|DELE
OG0004245	LOC6038940|XP_001848634.1|CQUI	LOC108146015|XP_017127278.1|DELE
OG0004246	LOC6033996|XP_038119643.1|CQUI	LOC108150278|XP_017133860.1|DELE
OG0004247	LOC6034001|XP_001844388.2|CQUI	LOC108136342|XP_017112938.1|DELE
OG0004248	LOC6034005|XP_038118714.1|CQUI	LOC108143564|XP_017123562.1|DELE
OG0004249	LOC6034043|XP_001844423.1|CQUI	LOC108146089|XP_017127403.1|DELE
OG0004250	LOC6034047|XP_038117613.1|CQUI	LOC108149494|XP_017132604.1|DELE
OG0004251	LOC6034054|XP_038119694.1|CQUI	LOC108137687|XP_017115041.1|DELE
OG0004252	LOC6034055|XP_038119691.1|CQUI	LOC108139223|XP_017117375.1|DELE
OG0004253	LOC6049657|XP_038122114.1|CQUI	LOC108143834|XP_017123873.1|DELE
OG0004254	LOC6041879|XP_038122123.1|CQUI	LOC108134885|XP_017110875.1|DELE
OG0004257	LOC6034657|XP_038112506.1|CQUI	LOC108148963|XP_017131789.1|DELE
OG0004258	LOC6035077|XP_038105124.1|CQUI	LOC108143876|XP_017123932.1|DELE
OG0004260	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI	LOC108141029|XP_017119607.1|DELE
OG0004261	LOC6052411|XP_038122255.1|CQUI	LOC108137453|XP_017114638.1|DELE
OG0004262	LOC6054737|XP_001870603.2|CQUI	LOC108139363|XP_017117578.1|DELE
OG0004263	LOC6053525|XP_038108845.1|CQUI	LOC108135826|XP_017112197.1|DELE
OG0004264	LOC6042811|XP_001870809.1|CQUI	LOC108141068|XP_017119716.1|DELE
OG0004265	LOC6047603|XP_038111767.1|CQUI	LOC108141179|XP_017119899.1|DELE
OG0004266	LOC6039962|XP_038111686.1|CQUI	LOC108140555|XP_017118903.1|DELE
OG0004267	LOC6039956|XP_001849449.1|CQUI	LOC108139323|XP_017117521.1|DELE
OG0004268	LOC119767183|XP_038111051.1|CQUI	LOC108144682|XP_017125233.1|DELE
OG0004269	LOC6046180|XP_038110057.1|CQUI	LOC108144536|XP_017124991.1|DELE
OG0004270	LOC6046185|XP_001863417.1|CQUI	LOC108149596|XP_017132777.1|DELE
OG0004271	LOC6031648|XP_038104709.1|CQUI	LOC108149094|XP_017131979.1|DELE
OG0004272	LOC6046194|XP_001863425.2|CQUI	LOC108140801|XP_017119288.1|DELE
OG0004273	LOC6046192|XP_001863423.1|CQUI	LOC108134788|XP_017110725.1|DELE
OG0004275	LOC6033773|XP_038111200.1|CQUI	LOC108150002|XP_017133430.1|DELE
OG0004276	LOC6031502|XP_038110587.1|CQUI	LOC108135682|XP_017112011.1|DELE
OG0004278	LOC6031454|XP_001842258.2|CQUI	LOC108138391|XP_017116058.1|DELE
OG0004279	LOC6041139|XP_001850439.2|CQUI	LOC108149286|XP_017132222.1|DELE
OG0004280	LOC6041134|XP_038108407.1|CQUI	LOC108147652|XP_017129803.1|DELE
OG0004281	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI	LOC108145540|XP_017126529.1|DELE
OG0004282	LOC119766970|XP_038109666.1|CQUI	LOC108144706|XP_017125288.1|DELE
OG0004283	LOC119766971|XP_038109667.1|CQUI	LOC108144707|XP_017125289.1|DELE
OG0004284	LOC6036903|XP_038110574.1|CQUI	LOC108149385|XP_017132403.1|DELE
OG0004285	LOC6036911|XP_001846886.2|CQUI	LOC108136873|XP_017113805.1|DELE
OG0004286	LOC6040037|XP_001849511.1|CQUI	LOC108135536|XP_017111771.1|DELE
OG0004287	LOC6040039|XP_001849514.2|CQUI	LOC108135672|XP_017111996.1|DELE
OG0004288	LOC6040049|XP_001849521.1|CQUI	LOC108135605|XP_017111906.1|DELE
OG0004289	LOC6042529|XP_038114228.1|CQUI	LOC108146711|XP_017128280.1|DELE
OG0004290	LOC119767857|XP_038113479.1|CQUI	LOC108149837|XP_017133201.1|DELE
OG0004291	LOC6041433|XP_001850693.1|CQUI	LOC108149834|XP_017133196.1|DELE
OG0004292	LOC6041436|XP_001850696.1|CQUI	LOC108146859|XP_017128567.1|DELE
OG0004293	LOC6041439|XP_001850699.2|CQUI	LOC108142235|XP_017121443.1|DELE
OG0004294	LOC6041444|XP_038112293.1|CQUI	LOC108136071|XP_017112522.1|DELE
