Orthogroup	CQUI.longest_only	DGUA.longest_only
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC117580034|XP_034122153.1|DGUA
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC117589138|XP_034136715.1|DGUA
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC117581736|XP_034125008.1|DGUA
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC117587178|XP_034133585.1|DGUA
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC117579467|XP_034121246.1|DGUA
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC117587080|XP_034133438.1|DGUA
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC117586069|XP_034131813.1|DGUA
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC117586051|XP_034131789.1|DGUA
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC117579899|XP_034121965.1|DGUA
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC117585346|XP_034130684.1|DGUA
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC117586894|XP_034133129.1|DGUA
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC117586899|XP_034133134.1|DGUA
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC117587302|XP_034133786.1|DGUA
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC117592629|XP_034142461.1|DGUA
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC117586847|XP_034133033.1|DGUA
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC117586852|XP_034133038.1|DGUA
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC117587706|XP_034134501.1|DGUA
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC117579226|XP_034120891.1|DGUA
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC117579092|XP_034120705.1|DGUA
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC117578646|XP_034120153.1|DGUA
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC117578643|XP_034120149.1|DGUA
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC117584263|XP_034128963.1|DGUA
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC117592562|XP_034142328.1|DGUA
OG0005063	LOC6044013|XP_038121383.1|CQUI	LOC117591933|XP_034141233.1|DGUA
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC117587411|XP_034133961.1|DGUA
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC117588986|XP_034136477.1|DGUA
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC117590426|XP_034138973.1|DGUA
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC117580371|XP_034122794.1|DGUA
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC117582881|XP_034126849.1|DGUA
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC117578717|XP_034120261.1|DGUA
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC117580081|XP_034122221.1|DGUA
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC117588673|XP_034136007.1|DGUA
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC117592178|XP_034141669.1|DGUA
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC117589169|XP_034136771.1|DGUA
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC117579080|XP_034120683.1|DGUA
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC117583166|XP_034127255.1|DGUA
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC117589399|XP_034137209.1|DGUA
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC117592200|XP_034141699.1|DGUA
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC117579051|XP_034120638.1|DGUA
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC117578443|XP_034119857.1|DGUA
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC117587317|XP_034133839.1|DGUA
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC117582333|XP_034125876.1|DGUA
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC117580095|XP_034122244.1|DGUA
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC117579497|XP_034121291.1|DGUA
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC117578602|XP_034120083.1|DGUA
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC117589346|XP_034137094.1|DGUA
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC117583143|XP_034127227.1|DGUA
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC117583099|XP_034127173.1|DGUA
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC117591694|XP_034140911.1|DGUA
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC117578742|XP_034120298.1|DGUA
OG0005092	LOC6038873|XP_001848572.2|CQUI	LOC117579858|XP_034121861.1|DGUA
OG0005093	LOC6038875|XP_038122071.1|CQUI	LOC117580457|XP_034122919.1|DGUA
OG0005094	LOC6040611|XP_038115659.1|CQUI	LOC117588846|XP_034136232.1|DGUA
OG0005095	LOC6040617|XP_038115780.1|CQUI	LOC117582474|XP_034126113.1|DGUA
OG0005096	LOC6040626|XP_001849994.1|CQUI	LOC117584587|XP_034129455.1|DGUA
OG0005097	LOC6036430|XP_038119003.1|CQUI	LOC117592550|XP_034142315.1|DGUA
OG0005098	LOC6036428|XP_038118364.1|CQUI	LOC117578690|XP_034120216.1|DGUA
OG0005099	LOC6036413|XP_038119504.1|CQUI	LOC117586657|XP_034132794.1|DGUA
OG0005100	LOC6036412|XP_001846465.2|CQUI	LOC117586624|XP_034132728.1|DGUA
OG0005101	LOC6036404|XP_001846457.1|CQUI	LOC117586288|XP_034132132.1|DGUA
OG0005102	LOC6035467|XP_038118332.1|CQUI	LOC117578577|XP_034120090.1|DGUA
OG0005103	LOC6035478|XP_001845662.2|CQUI	LOC117578716|XP_034120259.1|DGUA
OG0005104	LOC6050895|XP_001867416.1|CQUI	LOC117587965|XP_034134864.1|DGUA
OG0005105	LOC6042843|XP_001853591.2|CQUI	LOC117589446|XP_034137281.1|DGUA
OG0005106	LOC6041987|XP_038117711.1|CQUI	LOC117580359|XP_034122782.1|DGUA
OG0005107	LOC6041984|XP_038114808.1|CQUI	LOC117579605|XP_034121431.1|DGUA
OG0005108	LOC6041972|XP_001851147.2|CQUI	LOC117592549|XP_034142314.1|DGUA
OG0005109	LOC6049627|XP_038120187.1|CQUI	LOC117588482|XP_034135673.1|DGUA
OG0005110	LOC6041010|XP_001850325.2|CQUI	LOC117589072|XP_034136595.1|DGUA
OG0005111	LOC6040982|XP_001850303.2|CQUI	LOC117587369|XP_034133907.1|DGUA
OG0005112	LOC6040981|XP_001850302.2|CQUI	LOC117586945|XP_034133205.1|DGUA
OG0005113	LOC6040983|XP_038119327.1|CQUI	LOC117587372|XP_034133911.1|DGUA
OG0005114	LOC6031301|XP_001842121.2|CQUI	LOC117589160|XP_034136754.1|DGUA
OG0005115	LOC6040026|XP_038121352.1|CQUI	LOC117584766|XP_034129758.1|DGUA
OG0005116	LOC6033575|XP_038116391.1|CQUI	LOC117588860|XP_034136253.1|DGUA
OG0005117	LOC6033582|XP_038119328.1|CQUI	LOC117580734|XP_034123296.1|DGUA
OG0005118	LOC6033583|XP_001844011.2|CQUI	LOC117588110|XP_034135073.1|DGUA
OG0005119	LOC6047935|XP_038115214.1|CQUI	LOC117592165|XP_034141628.1|DGUA
OG0005120	LOC6034650|XP_038117323.1|CQUI	LOC117587296|XP_034133776.1|DGUA
OG0005121	LOC6034619|XP_001844911.2|CQUI	LOC117579880|XP_034121906.1|DGUA
OG0005122	LOC6034613|XP_038119711.1|CQUI	LOC117579713|XP_034121598.1|DGUA
OG0005123	LOC6034608|XP_001844900.2|CQUI	LOC117579034|XP_034120611.1|DGUA
OG0005124	LOC6034597|XP_038120146.1|CQUI	LOC117588863|XP_034136257.1|DGUA
OG0005125	LOC6034595|XP_038120135.1|CQUI	LOC117588856|XP_034136247.1|DGUA
OG0005126	LOC6034586|XP_001844881.2|CQUI	LOC117586919|XP_034133161.1|DGUA
OG0005127	LOC6034572|XP_038120155.1|CQUI	LOC117586931|XP_034133185.1|DGUA
OG0005128	LOC6048528|XP_001865431.2|CQUI	LOC117578490|XP_034119918.1|DGUA
OG0005129	LOC6050361|XP_038121486.1|CQUI	LOC117580191|XP_034122442.1|DGUA
OG0005130	LOC119770387|XP_038121078.1|CQUI	LOC117579109|XP_034120725.1|DGUA
OG0005131	LOC6043145|XP_038117608.1|CQUI	LOC117579411|XP_034121181.1|DGUA
OG0005132	LOC6051820|XP_001868182.1|CQUI	LOC117587097|XP_034133466.1|DGUA
OG0005133	LOC6050837|XP_038120361.1|CQUI	LOC117579904|XP_034121931.1|DGUA
OG0005134	LOC6053181|XP_038118094.1|CQUI	LOC117589347|XP_034137101.1|DGUA
OG0005135	LOC6040246|XP_038121871.1|CQUI	LOC117587124|XP_034133515.1|DGUA
OG0005136	LOC6047556|XP_038118186.1|CQUI	LOC117587116|XP_034133501.1|DGUA
OG0005137	LOC6040230|XP_038118121.1|CQUI	LOC117583613|XP_034127942.1|DGUA
OG0005138	LOC6045922|XP_001863197.1|CQUI	LOC117579166|XP_034120818.1|DGUA
OG0005139	LOC6054772|XP_038118912.1|CQUI	LOC117587416|XP_034133965.1|DGUA
OG0005140	LOC6052506|XP_001868761.1|CQUI	LOC117584770|XP_034129763.1|DGUA
OG0005141	LOC6053153|XP_038117252.1|CQUI	LOC117592410|XP_034142036.1|DGUA
OG0005142	LOC6036833|XP_001846824.2|CQUI	LOC117579990|XP_034122076.1|DGUA
OG0005143	LOC6048137|XP_001865101.2|CQUI	LOC117579986|XP_034122057.1|DGUA
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC117579993|XP_034122079.1|DGUA
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC117579989|XP_034122075.1|DGUA
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC117586807|XP_034132970.1|DGUA
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC117586811|XP_034132976.1|DGUA
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC117579261|XP_034120945.1|DGUA
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC117592578|XP_034142356.1|DGUA
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC117589103|XP_034136646.1|DGUA
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC117579405|XP_034121175.1|DGUA
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC117579442|XP_034121221.1|DGUA
OG0005153	LOC6045506|XP_038114837.1|CQUI	LOC117580257|XP_034122581.1|DGUA
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC117580254|XP_034122574.1|DGUA
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC117587274|XP_034133746.1|DGUA
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC117585117|XP_034130331.1|DGUA
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC117592388|XP_034141993.1|DGUA
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC117587327|XP_034133850.1|DGUA
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC117589081|XP_034136608.1|DGUA
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC117587005|XP_034133306.1|DGUA
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC117591297|XP_034140393.1|DGUA
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC117590300|XP_034138677.1|DGUA
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC117580250|XP_034122562.1|DGUA
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC117579650|XP_034121522.1|DGUA
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC117583461|XP_034127696.1|DGUA
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC117585728|XP_034131261.1|DGUA
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC117585733|XP_034131269.1|DGUA
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC117587035|XP_034133356.1|DGUA
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC117587096|XP_034133465.1|DGUA
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC117587092|XP_034133455.1|DGUA
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC117587403|XP_034133951.1|DGUA
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC117579037|XP_034120622.1|DGUA
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC117578457|XP_034119872.1|DGUA
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC117591948|XP_034141252.1|DGUA
OG0005175	LOC6030833|XP_038115984.1|CQUI	LOC117579617|XP_034121448.1|DGUA
OG0005176	LOC6030790|XP_038116008.1|CQUI	LOC117590726|XP_034139529.1|DGUA
OG0005177	LOC6030788|XP_038115994.1|CQUI	LOC117579655|XP_034121532.1|DGUA
OG0005178	LOC6030819|XP_001841687.2|CQUI	LOC117589330|XP_034137069.1|DGUA
OG0005179	LOC6030806|XP_001841695.2|CQUI	LOC117580209|XP_034122493.1|DGUA
OG0005180	LOC6030843|XP_001841727.2|CQUI	LOC117579523|XP_034121323.1|DGUA
OG0005181	LOC6030846|XP_038115184.1|CQUI	LOC117590363|XP_034138798.1|DGUA
OG0005182	LOC6030849|XP_038114778.1|CQUI	LOC117578821|XP_034120466.1|DGUA
OG0005183	LOC6030853|XP_038121172.1|CQUI	LOC117591837|XP_034141092.1|DGUA
OG0005184	LOC6030855|XP_038114565.1|CQUI	LOC117592461|XP_034142178.1|DGUA
OG0005185	LOC6030857|XP_001841739.2|CQUI	LOC117588480|XP_034135674.1|DGUA
OG0005186	LOC6030862|XP_038119644.1|CQUI	LOC117578496|XP_034119921.1|DGUA
OG0005189	LOC119768798|XP_038115958.1|CQUI	LOC117590448|XP_034138959.1|DGUA
OG0005191	LOC6051822|XP_038115401.1|CQUI	LOC117586256|XP_034132088.1|DGUA
OG0005192	LOC6042901|XP_038115665.1|CQUI	LOC117586136|XP_034131923.1|DGUA
OG0005193	LOC6042894|XP_038116234.1|CQUI	LOC117591076|XP_034140081.1|DGUA
OG0005194	LOC6030941|XP_038116018.1|CQUI	LOC117592172|XP_034141666.1|DGUA
OG0005195	LOC6030939|XP_001841801.2|CQUI	LOC117584795|XP_034129807.1|DGUA
OG0005196	LOC6042982|XP_038111849.1|CQUI	LOC117586944|XP_034133204.1|DGUA
OG0005197	LOC6030936|XP_038119062.1|CQUI	LOC117592146|XP_034141599.1|DGUA
OG0005198	LOC6030933|XP_038119635.1|CQUI	LOC117587021|XP_034133326.1|DGUA
OG0005199	LOC119770639|XP_038121828.1|CQUI	LOC117588118|XP_034135087.1|DGUA
OG0005200	LOC6045730|XP_001863038.1|CQUI	LOC117591904|XP_034141183.1|DGUA
OG0005201	LOC6053185|XP_038117002.1|CQUI	LOC117583399|XP_034127578.1|DGUA
OG0005202	LOC6044309|XP_001861839.2|CQUI	LOC117590575|XP_034139211.1|DGUA
OG0005203	LOC6048111|XP_038110579.1|CQUI	LOC117592113|XP_034141529.1|DGUA
OG0005204	LOC6041408|XP_001850671.2|CQUI	LOC117587790|XP_034134626.1|DGUA
OG0005205	LOC6041406|XP_001850669.2|CQUI	LOC117582070|XP_034125518.1|DGUA
OG0005206	LOC6051787|XP_001868159.2|CQUI	LOC117591987|XP_034141321.1|DGUA
OG0005207	LOC6046469|XP_038108912.1|CQUI	LOC117578887|XP_034120577.1|DGUA
OG0005208	LOC6046463|XP_001863656.2|CQUI	LOC117583388|XP_034127566.1|DGUA
OG0005209	LOC6046464|XP_038109979.1|CQUI	LOC117591530|XP_034140712.1|DGUA
OG0005210	LOC6046465|XP_038114366.1|CQUI	LOC117591536|XP_034140719.1|DGUA
OG0005211	LOC6048636|XP_038109044.1|CQUI	LOC117579243|XP_034120916.1|DGUA
OG0005213	LOC6041305|XP_001850585.1|CQUI	LOC117581612|XP_034124866.1|DGUA
OG0005214	LOC6041316|XP_038113615.1|CQUI	LOC117581849|XP_034125196.1|DGUA
OG0005215	LOC6041317|XP_038113616.1|CQUI	LOC117582607|XP_034126367.1|DGUA
OG0005216	LOC6041324|XP_001850603.1|CQUI	LOC117587649|XP_034134429.1|DGUA
OG0005217	LOC6032431|XP_038106100.1|CQUI	LOC117587635|XP_034134394.1|DGUA
OG0005218	LOC6032434|XP_038108060.1|CQUI	LOC117588046|XP_034134987.1|DGUA
OG0005219	LOC6032437|XP_001843034.2|CQUI	LOC117583706|XP_034128086.1|DGUA
OG0005220	LOC6032438|XP_001843035.1|CQUI	LOC117587014|XP_034133315.1|DGUA
OG0005221	LOC6032440|XP_038109223.1|CQUI	LOC117587867|XP_034134725.1|DGUA
OG0005222	LOC6032445|XP_038111243.1|CQUI	LOC117584561|XP_034129414.1|DGUA
OG0005223	LOC6032464|XP_001843057.1|CQUI	LOC117588199|XP_034135222.1|DGUA
OG0005224	LOC6032489|XP_038106041.1|CQUI	LOC117584447|XP_034129255.1|DGUA
OG0005225	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI	LOC117584258|XP_034128954.1|DGUA
OG0005226	LOC6034105|XP_038113260.1|CQUI	LOC117581856|XP_034125205.1|DGUA
OG0005227	LOC119767894|XP_038113700.1|CQUI	LOC117584672|XP_034129592.1|DGUA
OG0005228	LOC6034101|XP_001844474.1|CQUI	LOC117584669|XP_034129588.1|DGUA
OG0005229	LOC6034118|XP_038113399.1|CQUI	LOC117582447|XP_034126056.1|DGUA
OG0005230	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI	LOC117582503|XP_034126179.1|DGUA
OG0005231	LOC6034134|XP_001844499.2|CQUI	LOC117582348|XP_034125890.1|DGUA
OG0005232	LOC6034142|XP_001844503.2|CQUI	LOC117584073|XP_034128708.1|DGUA
OG0005233	LOC6034148|XP_001844507.1|CQUI	LOC117591534|XP_034140717.1|DGUA
OG0005234	LOC6037887|XP_001847753.1|CQUI	LOC117587836|XP_034134689.1|DGUA
OG0005235	LOC6036688|XP_038112310.1|CQUI	LOC117582051|XP_034125486.1|DGUA
OG0005236	LOC6036685|XP_001846691.2|CQUI	LOC117581738|XP_034125011.1|DGUA
OG0005237	LOC6036684|XP_038109375.1|CQUI	LOC117581737|XP_034125009.1|DGUA
OG0005238	LOC6036678|XP_001846686.2|CQUI	LOC117582531|XP_034126227.1|DGUA
OG0005239	LOC6046042|XP_038111302.1|CQUI	LOC117582353|XP_034125899.1|DGUA
OG0005240	LOC6034151|XP_001844510.1|CQUI	LOC117584797|XP_034129806.1|DGUA
OG0005241	LOC6034152|XP_038114275.1|CQUI	LOC117582077|XP_034125524.1|DGUA
OG0005242	LOC6034155|XP_038113567.1|CQUI	LOC117584786|XP_034129790.1|DGUA
OG0005243	LOC6043210|XP_038108301.1|CQUI	LOC117582446|XP_034126053.1|DGUA
OG0005244	LOC6043206|XP_038110714.1|CQUI	LOC117583576|XP_034127846.1|DGUA
OG0005245	LOC6043205|XP_001857545.2|CQUI	LOC117586405|XP_034132331.1|DGUA
OG0005246	LOC6043204|XP_001857534.2|CQUI	LOC117582639|XP_034126411.1|DGUA
OG0005247	LOC6043215|XP_001857520.2|CQUI	LOC117591978|XP_034141304.1|DGUA
OG0005248	LOC6032931|XP_001843451.2|CQUI	LOC117586666|XP_034132804.1|DGUA
OG0005249	LOC6032936|XP_038110322.1|CQUI	LOC117585218|XP_034130501.1|DGUA
OG0005250	LOC6032942|XP_038113467.1|CQUI	LOC117587953|XP_034134847.1|DGUA
OG0005251	LOC6032963|XP_038109704.1|CQUI	LOC117584648|XP_034129563.1|DGUA
OG0005252	LOC6050968|XP_038106067.1|CQUI	LOC117587998|XP_034134903.1|DGUA
OG0005253	LOC6041619|XP_038109608.1|CQUI	LOC117584599|XP_034129493.1|DGUA
OG0005254	LOC6041625|XP_001850856.2|CQUI	LOC117584632|XP_034129546.1|DGUA
OG0005255	LOC6041626|XP_001850857.2|CQUI	LOC117584630|XP_034129545.1|DGUA
OG0005256	LOC6041634|XP_038111814.1|CQUI	LOC117588170|XP_034135172.1|DGUA
OG0005257	LOC6041633|XP_001850863.2|CQUI	LOC117587963|XP_034134862.1|DGUA
OG0005258	LOC6036170|XP_038112094.1|CQUI	LOC117588185|XP_034135195.1|DGUA
OG0005259	LOC6036150|XP_038111104.1|CQUI	LOC117584057|XP_034128689.1|DGUA
OG0005260	LOC6036141|XP_001846233.2|CQUI	LOC117584060|XP_034128692.1|DGUA
OG0005261	LOC6036182|XP_001846229.2|CQUI	LOC117584276|XP_034128984.1|DGUA
OG0005262	LOC6050506|XP_038110292.1|CQUI	LOC117582411|XP_034125992.1|DGUA
OG0005263	LOC6031316|XP_038108340.1|CQUI	LOC117584627|XP_034129540.1|DGUA
OG0005264	LOC6031319|XP_001842132.2|CQUI	LOC117583302|XP_034127434.1|DGUA
OG0005265	LOC6031342|XP_038106174.1|CQUI	LOC117588231|XP_034135271.1|DGUA
OG0005266	LOC6037371|XP_001847294.2|CQUI	LOC117584555|XP_034129399.1|DGUA
OG0005267	LOC6045648|XP_038110344.1|CQUI	LOC117583984|XP_034128582.1|DGUA
OG0005268	LOC6045645|XP_038110330.1|CQUI	LOC117583982|XP_034128580.1|DGUA
OG0005269	LOC6032427|XP_038110264.1|CQUI	LOC117583873|XP_034128413.1|DGUA
OG0005270	LOC6041476|XP_038113543.1|CQUI	LOC117582099|XP_034125555.1|DGUA
OG0005271	LOC6041475|XP_038108825.1|CQUI	LOC117587738|XP_034134549.1|DGUA
OG0005272	LOC6041481|XP_001850733.2|CQUI	LOC117587740|XP_034134554.1|DGUA
OG0005273	LOC6037064|XP_038113932.1|CQUI	LOC117587620|XP_034134369.1|DGUA
OG0005274	LOC6037060|XP_038108033.1|CQUI	LOC117581909|XP_034125268.1|DGUA
OG0005275	LOC6037067|XP_038108285.1|CQUI	LOC117584331|XP_034129051.1|DGUA
OG0005276	LOC6037085|XP_038111841.1|CQUI	LOC117582608|XP_034126372.1|DGUA
OG0005277	LOC6053835|XP_038110246.1|CQUI	LOC117582606|XP_034126366.1|DGUA
OG0005278	LOC6053834|XP_038110247.1|CQUI	LOC117592206|XP_034141712.1|DGUA
OG0005279	LOC6043315|XP_001870930.1|CQUI	LOC117588099|XP_034135060.1|DGUA
OG0005280	LOC6031966|XP_001842642.2|CQUI	LOC117582517|XP_034126205.1|DGUA
OG0005281	LOC6031380|XP_038111462.1|CQUI	LOC117584408|XP_034129161.1|DGUA
OG0005282	LOC6031374|XP_038107873.1|CQUI	LOC117585744|XP_034131284.1|DGUA
OG0005283	LOC6031373|XP_038108269.1|CQUI	LOC117585590|XP_034131018.1|DGUA
OG0005284	LOC6031363|XP_038108741.1|CQUI	LOC117584852|XP_034129883.1|DGUA
OG0005285	LOC6031362|XP_001842174.2|CQUI	LOC117584851|XP_034129881.1|DGUA
OG0005286	LOC6031355|XP_038107533.1|CQUI	LOC117582521|XP_034126210.1|DGUA
OG0005287	LOC6031351|XP_038110921.1|CQUI	LOC117582519|XP_034126207.1|DGUA
OG0005288	LOC6037381|XP_038112114.1|CQUI	LOC117584840|XP_034129868.1|DGUA
OG0005289	LOC6037382|XP_038113883.1|CQUI	LOC117587764|XP_034134592.1|DGUA
OG0005290	LOC6037392|XP_001847310.2|CQUI	LOC117586659|XP_034132796.1|DGUA
OG0005291	LOC6038515|XP_001848306.2|CQUI	LOC117587990|XP_034134894.1|DGUA
OG0005292	LOC6038513|XP_038108928.1|CQUI	LOC117587559|XP_034134263.1|DGUA
OG0005293	LOC6038504|XP_038112930.1|CQUI	LOC117591451|XP_034140610.1|DGUA
OG0005294	LOC6041498|XP_001850749.2|CQUI	LOC117584721|XP_034129665.1|DGUA
OG0005295	LOC6041488|XP_038108224.1|CQUI	LOC117587988|XP_034134892.1|DGUA
OG0005296	LOC6038297|XP_038114400.1|CQUI	LOC117585573|XP_034130998.1|DGUA
OG0005297	LOC6051283|XP_038110274.1|CQUI	LOC117587564|XP_034134276.1|DGUA
OG0005298	LOC6044548|XP_001862044.2|CQUI	LOC117587551|XP_034134248.1|DGUA
OG0005299	LOC6044555|XP_001862054.1|CQUI	LOC117585835|XP_034131467.1|DGUA
OG0005300	LOC6044556|XP_001862055.1|CQUI	LOC117591179|XP_034140196.1|DGUA
OG0005301	LOC6044586|XP_038109636.1|CQUI	LOC117587723|XP_034134523.1|DGUA
OG0005302	LOC6044598|XP_001862087.1|CQUI	LOC117578513|XP_034119946.1|DGUA
OG0005303	LOC6050048|XP_001866714.2|CQUI	LOC117582403|XP_034125981.1|DGUA
OG0005304	LOC6050044|XP_001866716.2|CQUI	LOC117591062|XP_034140055.1|DGUA
OG0005305	LOC6031769|XP_038109419.1|CQUI	LOC117592166|XP_034141637.1|DGUA
OG0005306	LOC6031763|XP_001842474.2|CQUI	LOC117584391|XP_034129139.1|DGUA
OG0005307	LOC119767749|XP_038113051.1|CQUI	LOC117582506|XP_034126186.1|DGUA
OG0005308	LOC6037124|XP_038107545.1|CQUI	LOC117582390|XP_034125958.1|DGUA
OG0005309	LOC6037123|XP_038109038.1|CQUI	LOC117581753|XP_034125043.1|DGUA
OG0005310	LOC6037120|XP_001847063.1|CQUI	LOC117581930|XP_034125301.1|DGUA
OG0005311	LOC6037118|XP_038112943.1|CQUI	LOC117583994|XP_034128612.1|DGUA
OG0005312	LOC6037107|XP_038108555.1|CQUI	LOC117584352|XP_034129076.1|DGUA
OG0005313	LOC6041063|XP_038106844.1|CQUI	LOC117584374|XP_034129105.1|DGUA
OG0005314	LOC6041066|XP_038108668.1|CQUI	LOC117583858|XP_034128360.1|DGUA
OG0005315	LOC6031932|XP_038111594.1|CQUI	LOC117581843|XP_034125189.1|DGUA
OG0005316	LOC6031935|XP_038109299.1|CQUI	LOC117592213|XP_034141726.1|DGUA
OG0005317	LOC6031939|XP_001842620.2|CQUI	LOC117584039|XP_034128667.1|DGUA
OG0005318	LOC6031946|XP_038111193.1|CQUI	LOC117587570|XP_034134286.1|DGUA
OG0005319	LOC6031773|XP_001842484.2|CQUI	LOC117591449|XP_034140607.1|DGUA
OG0005320	LOC6031774|XP_038107050.1|CQUI	LOC117588156|XP_034135148.1|DGUA
OG0005321	LOC6031799|XP_038108131.1|CQUI	LOC117584208|XP_034128868.1|DGUA
OG0005322	LOC6038262|XP_038108284.1|CQUI	LOC117582621|XP_034126385.1|DGUA
OG0005323	LOC6044475|XP_038113810.1|CQUI	LOC117587756|XP_034134572.1|DGUA
OG0005324	LOC6044461|XP_038110576.1|CQUI	LOC117587789|XP_034134624.1|DGUA
OG0005325	LOC6044463|XP_038110668.1|CQUI	LOC117584574|XP_034129435.1|DGUA
OG0005326	LOC6044465|XP_001861979.2|CQUI	LOC117588133|XP_034135115.1|DGUA
OG0005327	LOC6044470|XP_038112013.1|CQUI	LOC117588217|XP_034135251.1|DGUA
OG0005328	LOC6043297|XP_038110804.1|CQUI	LOC117583510|XP_034127743.1|DGUA
OG0005329	LOC6043301|XP_001870916.2|CQUI	LOC117587175|XP_034133583.1|DGUA
OG0005330	LOC6043302|XP_001870917.2|CQUI	LOC117587173|XP_034133581.1|DGUA
OG0005331	LOC6051454|XP_038113983.1|CQUI	LOC117583985|XP_034128583.1|DGUA
OG0005332	LOC6051456|XP_038113109.1|CQUI	LOC117582575|XP_034126312.1|DGUA
OG0005333	LOC6048782|XP_001865653.1|CQUI	LOC117581817|XP_034125152.1|DGUA
OG0005334	LOC119767603|XP_038112457.1|CQUI	LOC117584753|XP_034129738.1|DGUA
