Orthogroup	CQUI.longest_only	DSUZ.longest_only
OG0002962	LOC6036473|XP_001846523.1|CQUI	LOC108005306|XP_016924007.1|DSUZ
OG0002963	LOC6036483|XP_038114072.1|CQUI	LOC108020980|XP_016944927.1|DSUZ
OG0002964	LOC6036485|XP_038107199.1|CQUI	LOC108009509|XP_036669191.1|DSUZ
OG0002965	LOC6039100|XP_038113968.1|CQUI	LOC108021200|XP_036674741.1|DSUZ
OG0002966	LOC6034399|XP_001844717.2|CQUI	LOC108008003|XP_036678409.1|DSUZ
OG0002967	LOC6038899|XP_001848598.1|CQUI	LOC108013305|XP_016934584.1|DSUZ
OG0002968	LOC6045009|XP_001862433.1|CQUI	LOC108013306|XP_016934585.1|DSUZ
OG0002969	LOC6036349|XP_038112784.1|CQUI	LOC108014910|XP_016936622.1|DSUZ
OG0002970	LOC6038011|XP_001847858.2|CQUI	LOC108016875|XP_016939252.1|DSUZ
OG0002971	LOC6035783|XP_038108566.1|CQUI	LOC108021488|XP_016945720.1|DSUZ
OG0002972	LOC119767547|XP_038112315.1|CQUI	LOC108014725|XP_016936385.2|DSUZ
OG0002973	LOC6035994|XP_001846100.2|CQUI	LOC108009983|XP_016930247.1|DSUZ
OG0002974	LOC6036338|XP_001846399.2|CQUI	LOC108012525|XP_016933428.1|DSUZ
OG0002975	LOC6045781|XP_038107228.1|CQUI	LOC108021703|XP_016946023.1|DSUZ
OG0002976	LOC6045777|XP_001863078.2|CQUI	LOC108004568|XP_016922994.1|DSUZ
OG0002977	LOC6045430|XP_038112065.1|CQUI	LOC108009270|XP_036669569.1|DSUZ
OG0002978	LOC6034348|XP_038111350.1|CQUI	LOC108009140|XP_016928733.1|DSUZ
OG0002979	LOC6034381|XP_038112089.1|CQUI	LOC108009508|XP_016929407.1|DSUZ
OG0002980	LOC6034878|XP_001845147.1|CQUI	LOC108016742|XP_016938976.1|DSUZ
OG0002981	LOC6049439|XP_038114114.1|CQUI	LOC108021192|XP_016945269.2|DSUZ
OG0002982	LOC6043474|XP_001859229.2|CQUI	LOC108021482|XP_016945713.2|DSUZ
OG0002983	LOC6046218|XP_001863432.2|CQUI	LOC108013038|XP_016934131.1|DSUZ
OG0002984	LOC6052980|XP_038109909.1|CQUI	LOC108012895|XP_016933888.1|DSUZ
OG0002985	LOC6032121|XP_038113012.1|CQUI	LOC108020409|XP_016944193.1|DSUZ
OG0002986	LOC6032179|XP_001842824.1|CQUI	LOC108007318|XP_016926457.1|DSUZ
OG0002987	LOC6036327|XP_001846390.2|CQUI	LOC108021235|XP_016945337.1|DSUZ
OG0002988	LOC6033328|XP_038107381.1|CQUI	LOC108020905|XP_016944812.1|DSUZ
OG0002989	LOC6033335|XP_038112441.1|CQUI	LOC108020137|XP_016943727.1|DSUZ
OG0002990	LOC6035987|XP_038114297.1|CQUI	LOC108013160|XP_016934347.1|DSUZ
OG0002991	LOC6036016|XP_038112584.1|CQUI	LOC108019723|XP_016943127.1|DSUZ
OG0002992	LOC6049489|XP_038113490.1|CQUI	LOC108021447|XP_016945656.1|DSUZ
OG0002993	LOC6033591|XP_001844020.2|CQUI	LOC108020201|XP_016943798.2|DSUZ
OG0002994	LOC6033614|XP_001844041.2|CQUI	LOC108005606|XP_016924407.1|DSUZ
OG0002995	LOC6033633|XP_001844060.2|CQUI	LOC108021092|XP_016945104.1|DSUZ
OG0002996	LOC6042655|XP_001853245.2|CQUI	LOC108018627|XP_036673544.1|DSUZ
OG0002997	LOC6042654|XP_001853240.1|CQUI	LOC108016965|XP_016939391.1|DSUZ
OG0002998	LOC6042647|XP_038119998.1|CQUI	LOC108019100|XP_016942284.1|DSUZ
OG0002999	LOC6046084|XP_001863337.2|CQUI	LOC108007435|XP_016926582.1|DSUZ
OG0003000	LOC6040482|XP_001849868.1|CQUI	LOC108017132|XP_016939599.2|DSUZ
OG0003001	LOC6040471|XP_038114999.1|CQUI	LOC108010243|XP_016930584.1|DSUZ
OG0003002	LOC6039005|XP_001848687.1|CQUI	LOC108013229|XP_016934447.1|DSUZ
OG0003003	LOC6038996|XP_001848679.2|CQUI	LOC108010070|XP_016930373.1|DSUZ
OG0003004	LOC6032236|XP_001842874.1|CQUI	LOC108015191|XP_016937000.1|DSUZ
OG0003005	LOC6032237|XP_001842875.1|CQUI	LOC108013703|XP_016935114.1|DSUZ
OG0003006	LOC119769522|XP_038118252.1|CQUI, LOC6042210|XP_038118251.1|CQUI	LOC108004955|XP_036673743.1|DSUZ
OG0003007	LOC6042227|XP_038120447.1|CQUI	LOC108016017|XP_016938100.1|DSUZ
OG0003008	LOC6052369|XP_001868651.1|CQUI	LOC108010800|XP_016931222.2|DSUZ
OG0003009	LOC6033055|XP_038121097.1|CQUI	LOC108011835|XP_016932562.2|DSUZ
OG0003010	LOC6047786|XP_038116518.1|CQUI	LOC108010017|XP_016930301.1|DSUZ
OG0003011	LOC6047792|XP_038120920.1|CQUI	LOC108010024|XP_016930313.1|DSUZ
OG0003012	LOC6038335|XP_038121896.1|CQUI, LOC6045113|XP_038119642.1|CQUI	LOC108004893|XP_036673965.1|DSUZ
OG0003013	LOC6049288|XP_038115187.1|CQUI	LOC108015259|XP_036676573.1|DSUZ
OG0003014	LOC6049284|XP_001866069.1|CQUI	LOC108014998|XP_016936711.1|DSUZ
OG0003015	LOC6041956|XP_038118294.1|CQUI	LOC108006348|XP_016925353.1|DSUZ
OG0003016	LOC6047988|XP_038114931.1|CQUI	LOC108013280|XP_016934541.1|DSUZ
OG0003017	LOC6046058|XP_001863310.2|CQUI	LOC108018804|XP_036675126.1|DSUZ
OG0003018	LOC6046225|XP_001863448.1|CQUI	LOC108020153|XP_016943743.2|DSUZ
OG0003019	LOC6046236|XP_038120898.1|CQUI	LOC108014665|XP_036670834.1|DSUZ
OG0003020	LOC6041936|XP_001851126.1|CQUI	LOC108004883|XP_016923455.2|DSUZ
OG0003021	LOC6047446|XP_038119505.1|CQUI	LOC108014202|XP_016935731.1|DSUZ
OG0003022	LOC6039340|XP_038116200.1|CQUI	LOC108005621|XP_036671814.1|DSUZ
OG0003023	LOC6041742|XP_038114517.1|CQUI	LOC108015026|XP_016936745.1|DSUZ
OG0003024	LOC6034960|XP_038117761.1|CQUI	LOC108013324|XP_016934610.1|DSUZ
OG0003026	LOC6039396|XP_038116666.1|CQUI	LOC108005941|XP_036674936.1|DSUZ
OG0003027	LOC6039397|XP_038116665.1|CQUI	LOC108020681|XP_036673339.1|DSUZ
OG0003028	LOC6039743|XP_038114660.1|CQUI	LOC108012514|XP_016933412.1|DSUZ
OG0003029	LOC6041807|XP_001851021.2|CQUI	LOC108012857|XP_016933812.1|DSUZ
OG0003030	LOC6051111|XP_001867595.1|CQUI	LOC108016288|XP_016938411.1|DSUZ
OG0003031	LOC6035001|XP_038115754.1|CQUI	LOC108015415|XP_016937335.1|DSUZ
OG0003032	LOC6051463|XP_001867901.1|CQUI	LOC108009992|XP_016930265.1|DSUZ
OG0003033	LOC6038145|XP_001847979.2|CQUI	LOC108012526|XP_016933429.1|DSUZ
OG0003034	LOC6049539|XP_038117822.1|CQUI	LOC108013841|XP_036673240.1|DSUZ
OG0003035	LOC6041237|XP_001850529.2|CQUI	LOC108019305|XP_016942614.2|DSUZ
OG0003036	LOC6041236|XP_001850528.2|CQUI	LOC108010959|XP_016931460.1|DSUZ
OG0003037	LOC6050948|XP_001867462.2|CQUI	LOC108005669|XP_016924479.2|DSUZ
OG0003038	LOC6047739|XP_001864758.1|CQUI	LOC108008571|XP_016927934.1|DSUZ
OG0003039	LOC6048064|XP_038115948.1|CQUI, LOC6036231|XP_001846301.2|CQUI	LOC108005067|XP_016923699.1|DSUZ
OG0003040	LOC6050495|XP_038121365.1|CQUI	LOC108012863|XP_016933830.1|DSUZ
OG0003041	LOC6052569|XP_038114894.1|CQUI	LOC108007171|XP_016926283.1|DSUZ
OG0003042	LOC6039117|XP_038118404.1|CQUI	LOC108012016|XP_016932782.2|DSUZ
OG0003043	LOC6039118|XP_001848782.2|CQUI	LOC108011722|XP_016932433.1|DSUZ
OG0003044	LOC6039128|XP_038114758.1|CQUI	LOC108019771|XP_016943229.1|DSUZ
OG0003045	LOC6039131|XP_001848791.2|CQUI	LOC108014053|XP_016935559.2|DSUZ
OG0003046	LOC6054290|XP_038120617.1|CQUI	LOC108014828|XP_036673584.1|DSUZ
OG0003047	LOC6054289|XP_001870229.2|CQUI	LOC108014829|XP_016936517.2|DSUZ
OG0003048	LOC6049634|XP_001866360.1|CQUI	LOC108009528|XP_016929453.2|DSUZ
OG0003049	LOC6049618|XP_038121400.1|CQUI	LOC108008071|XP_036672680.1|DSUZ
OG0003050	LOC6053994|XP_038118087.1|CQUI	LOC108014074|XP_016935584.2|DSUZ
OG0003051	LOC6046283|XP_001863509.2|CQUI	LOC108007150|XP_016926243.1|DSUZ
OG0003052	LOC6048847|XP_038117564.1|CQUI	LOC108020092|XP_036678133.1|DSUZ, LOC118878077|XP_036675208.1|DSUZ
OG0003053	LOC6046002|XP_001863268.2|CQUI	LOC108006125|XP_016925064.2|DSUZ
OG0003054	LOC6046021|XP_038116483.1|CQUI	LOC108013811|XP_036675065.1|DSUZ
OG0003055	LOC6049808|XP_038117696.1|CQUI	LOC108011092|XP_036674193.1|DSUZ
OG0003056	LOC6039740|XP_038118361.1|CQUI	LOC108004728|XP_016923240.1|DSUZ
OG0003057	LOC6039718|XP_001849272.2|CQUI	LOC108009414|XP_016929229.1|DSUZ
OG0003058	LOC6039705|XP_038118269.1|CQUI	LOC108009733|XP_016929806.1|DSUZ
OG0003059	LOC6039697|XP_001849256.2|CQUI	LOC108015183|XP_016936983.1|DSUZ
OG0003060	LOC6054796|XP_001870648.1|CQUI	LOC108008294|XP_016927595.1|DSUZ
OG0003061	LOC6050268|XP_001866905.2|CQUI	LOC108018990|XP_016942087.1|DSUZ
OG0003062	LOC6050278|XP_038119613.1|CQUI	LOC108010549|XP_036673863.1|DSUZ, LOC108019428|XP_036674528.1|DSUZ
OG0003063	LOC6048882|XP_038115158.1|CQUI	LOC108006910|XP_036670923.1|DSUZ
OG0003064	LOC6047139|XP_038120399.1|CQUI	LOC108015661|XP_016937645.2|DSUZ
OG0003065	LOC6039516|XP_038114865.1|CQUI	LOC108019396|XP_016942707.1|DSUZ
OG0003066	LOC6039511|XP_001849114.2|CQUI	LOC118877724|XP_036673564.1|DSUZ, LOC108020290|XP_016943907.1|DSUZ
OG0003067	LOC6039486|XP_001849090.2|CQUI	LOC108010635|XP_016931018.2|DSUZ, LOC108010636|XP_016931020.2|DSUZ
OG0003068	LOC6043403|XP_038120034.1|CQUI	LOC108011712|XP_016932415.1|DSUZ
OG0003069	LOC6044513|XP_038118119.1|CQUI	LOC108009713|XP_016929759.1|DSUZ
OG0003070	LOC6045567|XP_038119660.1|CQUI	LOC108021537|XP_016945791.1|DSUZ
OG0003071	LOC6042270|XP_001851407.1|CQUI	LOC108015546|XP_036670608.1|DSUZ
OG0003072	LOC6042266|XP_038121812.1|CQUI	LOC108017559|XP_036672555.1|DSUZ
OG0003073	LOC6042263|XP_038121814.1|CQUI	LOC108010756|XP_016931173.1|DSUZ
OG0003074	LOC6046900|XP_038121353.1|CQUI	LOC108015174|XP_016936949.1|DSUZ
OG0003075	LOC6046389|XP_038120214.1|CQUI	LOC108011912|XP_036678171.1|DSUZ
OG0003076	LOC6037589|XP_038122008.1|CQUI	LOC108013247|XP_016934482.1|DSUZ
OG0003077	LOC6050348|XP_038119867.1|CQUI	LOC108011396|XP_036675403.1|DSUZ
OG0003078	LOC6032738|XP_038119775.1|CQUI	LOC108006392|XP_036673458.1|DSUZ
OG0003079	LOC6032752|XP_038121762.1|CQUI	LOC108007992|XP_036673982.1|DSUZ
OG0003080	LOC6033844|XP_038115428.1|CQUI	LOC108014585|XP_036673400.1|DSUZ
OG0003081	LOC6033841|XP_001844234.1|CQUI	LOC108020102|XP_016943691.2|DSUZ
OG0003082	LOC6033840|XP_038118315.1|CQUI	LOC108018402|XP_016941445.2|DSUZ
OG0003083	LOC6033810|XP_038117780.1|CQUI	LOC108016312|XP_036675447.1|DSUZ
OG0003084	LOC6037784|XP_038114598.1|CQUI	LOC108005000|XP_036674955.1|DSUZ
OG0003085	LOC6037781|XP_038121694.1|CQUI	LOC108004997|XP_036674965.1|DSUZ
OG0003086	LOC6037777|XP_038118129.1|CQUI	LOC108018373|XP_036672628.1|DSUZ
OG0003087	LOC6037796|XP_038122136.1|CQUI	LOC108014333|XP_036670826.1|DSUZ
OG0003088	LOC6035855|XP_038119431.1|CQUI	LOC108005938|XP_016924853.1|DSUZ
OG0003089	LOC6042779|XP_038119918.1|CQUI	LOC108017198|XP_036674359.1|DSUZ
OG0003090	LOC6042765|XP_038119359.1|CQUI	LOC108007197|XP_036674167.1|DSUZ
OG0003091	LOC6038969|XP_001848658.2|CQUI	LOC108006006|XP_036674320.1|DSUZ
OG0003092	LOC6038960|XP_038120811.1|CQUI	LOC108004820|XP_016923379.2|DSUZ
OG0003093	LOC6033989|XP_001844377.2|CQUI	LOC108009385|XP_016929184.1|DSUZ
OG0003094	LOC6034000|XP_001844387.1|CQUI	LOC108018911|XP_016941992.1|DSUZ
OG0003095	LOC6039966|XP_001849457.2|CQUI	LOC108005384|XP_016924134.1|DSUZ
OG0003096	LOC6034046|XP_001844425.2|CQUI	LOC108017960|XP_016940718.1|DSUZ
OG0003097	LOC6034053|XP_038119695.1|CQUI	LOC108017274|XP_036675490.1|DSUZ
OG0003098	LOC6047962|XP_001864944.2|CQUI	LOC108016781|XP_016939037.1|DSUZ
OG0003099	LOC119770367|XP_038121034.1|CQUI	LOC108007379|XP_016926526.1|DSUZ
OG0003100	LOC6046199|XP_038111629.1|CQUI	LOC108016935|XP_016939354.1|DSUZ
OG0003101	LOC6039961|XP_038112364.1|CQUI	LOC108014562|XP_036673332.1|DSUZ
OG0003102	LOC6039958|XP_001849451.2|CQUI	LOC108019499|XP_016942815.2|DSUZ
OG0003103	LOC6039954|XP_038108665.1|CQUI	LOC108006023|XP_036674299.1|DSUZ
OG0003104	LOC6046175|XP_001863408.2|CQUI	LOC118877528|XP_036672471.1|DSUZ, LOC108020721|XP_016944579.2|DSUZ
OG0003105	LOC6046177|XP_001863411.1|CQUI	LOC108016834|XP_036676107.1|DSUZ
OG0003106	LOC119767179|XP_038111027.1|CQUI	LOC108008877|XP_016928271.2|DSUZ, LOC108008144|XP_036669257.1|DSUZ
OG0003107	LOC6033791|XP_038112005.1|CQUI	LOC108005320|XP_016924023.1|DSUZ
OG0003108	LOC6033788|XP_038112003.1|CQUI	LOC108006338|XP_016925337.1|DSUZ
OG0003109	LOC6033786|XP_001844189.1|CQUI	LOC108018932|XP_016942014.1|DSUZ
OG0003110	LOC6034893|XP_038112282.1|CQUI, LOC6031513|XP_038110018.1|CQUI	LOC108009178|XP_016928801.1|DSUZ
OG0003111	LOC6041154|XP_038107069.1|CQUI	LOC108005338|XP_016924062.1|DSUZ
OG0003112	LOC6041141|XP_001850441.1|CQUI	LOC108007376|XP_016926523.2|DSUZ
OG0003114	LOC6054063|XP_001870043.1|CQUI, LOC6054065|XP_038109087.1|CQUI	LOC108019868|XP_016943413.2|DSUZ
OG0003115	LOC6051423|XP_038111361.1|CQUI	LOC108008607|XP_016927975.1|DSUZ
OG0003116	LOC6054186|XP_038108052.1|CQUI	LOC108009873|XP_016930065.2|DSUZ
OG0003117	LOC6036900|XP_001846876.1|CQUI	LOC118877218|XP_036670509.1|DSUZ
OG0003118	LOC6040047|XP_038108920.1|CQUI	LOC108014484|XP_036671019.1|DSUZ
OG0003119	LOC6040050|XP_038108300.1|CQUI	LOC108010689|XP_036670384.1|DSUZ
OG0003120	LOC6033392|XP_038110296.1|CQUI	LOC108009127|XP_016928706.1|DSUZ
OG0003121	LOC6046811|XP_038112332.1|CQUI	LOC108021793|XP_036677093.1|DSUZ
OG0003122	LOC6041434|XP_001850694.2|CQUI	LOC108008145|XP_016927424.2|DSUZ
OG0003123	LOC6050957|XP_001867470.1|CQUI	LOC108013490|XP_016934861.1|DSUZ
OG0003124	LOC6043528|XP_001859578.2|CQUI	LOC108009706|XP_016929750.1|DSUZ
OG0003125	LOC6048682|XP_038107479.1|CQUI	LOC108013112|XP_016934251.1|DSUZ
OG0003126	LOC6032419|XP_038107284.1|CQUI	LOC108009888|XP_016930089.1|DSUZ
OG0003127	LOC6052141|XP_001868454.1|CQUI	LOC108008650|XP_016928025.1|DSUZ
OG0003128	LOC6032410|XP_038114081.1|CQUI	LOC108011301|XP_036671190.1|DSUZ
OG0003129	LOC6032395|XP_038108275.1|CQUI	LOC108009095|XP_016928648.1|DSUZ
OG0003130	LOC6032382|XP_038109409.1|CQUI	LOC108018066|XP_016940952.1|DSUZ
OG0003131	LOC6035982|XP_001846021.1|CQUI	LOC108010138|XP_036669283.1|DSUZ
OG0003132	LOC6044631|XP_038112202.1|CQUI	LOC108012182|XP_036673016.1|DSUZ
OG0003133	LOC6051969|XP_038106298.1|CQUI	LOC108009160|XP_016928757.1|DSUZ
OG0003134	LOC6053605|XP_038112428.1|CQUI	LOC108017774|XP_016940386.1|DSUZ
OG0003135	LOC6037714|XP_001847597.2|CQUI	LOC108005819|XP_036670582.1|DSUZ
OG0003136	LOC6049196|XP_038113435.1|CQUI	LOC108011060|XP_036672094.1|DSUZ
OG0003137	LOC6038542|XP_001848329.1|CQUI	LOC108008610|XP_016927980.1|DSUZ
OG0003138	LOC6038550|XP_038108777.1|CQUI	LOC108009314|XP_016929059.1|DSUZ
OG0003139	LOC119767187|XP_038111074.1|CQUI	LOC108017613|XP_016940195.2|DSUZ
OG0003140	LOC6050211|XP_001866855.2|CQUI	LOC108018782|XP_016941856.1|DSUZ
OG0003141	LOC6043502|XP_038111133.1|CQUI	LOC108009210|XP_016928859.1|DSUZ
OG0003142	LOC6043494|XP_038107263.1|CQUI	LOC108009343|XP_036669571.1|DSUZ
OG0003143	LOC6034245|XP_001844591.2|CQUI	LOC108007153|XP_036671786.1|DSUZ
OG0003144	LOC6042640|XP_038108691.1|CQUI	LOC108008963|XP_016928362.1|DSUZ
OG0003145	LOC6054805|XP_038111143.1|CQUI	LOC108018113|XP_016941027.1|DSUZ
OG0003146	LOC6049079|XP_038106319.1|CQUI	LOC108009358|XP_036669444.1|DSUZ
OG0003147	LOC6043172|XP_038113430.1|CQUI	LOC108013221|XP_016934437.1|DSUZ
OG0003148	LOC6043166|XP_001856893.2|CQUI	LOC108005778|XP_016924597.1|DSUZ
OG0003149	LOC6043167|XP_038111832.1|CQUI	LOC108016944|XP_016939364.1|DSUZ
OG0003150	LOC6047677|XP_038111033.1|CQUI	LOC108009329|XP_036668893.1|DSUZ
OG0003151	LOC6044182|XP_001861725.2|CQUI	LOC108019920|XP_016943520.1|DSUZ
OG0003152	LOC6036629|XP_001846656.1|CQUI	LOC108008488|XP_016927837.1|DSUZ
OG0003153	LOC6053059|XP_001869215.1|CQUI	LOC108008479|XP_016927824.1|DSUZ
OG0003154	LOC6051164|XP_038107845.1|CQUI	LOC108014577|XP_016936220.2|DSUZ
OG0003155	LOC6045073|XP_001862485.2|CQUI	LOC108012059|XP_016932828.1|DSUZ
OG0003156	LOC6038119|XP_001847955.2|CQUI	LOC108009959|XP_016930207.1|DSUZ
OG0003157	LOC6038109|XP_038113136.1|CQUI	LOC108004658|XP_016923122.1|DSUZ
OG0003158	LOC6047102|XP_038112009.1|CQUI	LOC108018072|XP_016940961.1|DSUZ
OG0003159	LOC6051370|XP_038109228.1|CQUI	LOC108009995|XP_016930263.1|DSUZ
OG0003160	LOC6047093|XP_038111960.1|CQUI	LOC108009690|XP_016929726.1|DSUZ
OG0003161	LOC6040284|XP_001849711.1|CQUI	LOC108008637|XP_016928005.1|DSUZ
OG0003162	LOC6042633|XP_001870695.2|CQUI	LOC108019668|XP_016943046.1|DSUZ
OG0003163	LOC6037732|XP_038111159.1|CQUI	LOC108012485|XP_016933383.1|DSUZ
OG0003164	LOC6037733|XP_001847613.2|CQUI	LOC108010958|XP_016931459.1|DSUZ
OG0003165	LOC6042457|XP_038114125.1|CQUI	LOC108009637|XP_036669426.1|DSUZ
OG0003166	LOC6042458|XP_001851572.1|CQUI	LOC108008296|XP_016927597.1|DSUZ
OG0003167	LOC6036733|XP_038107989.1|CQUI	LOC108017733|XP_036669828.1|DSUZ
OG0003168	LOC6036729|XP_038113448.1|CQUI, LOC6036735|XP_038112204.1|CQUI	LOC108011560|XP_036673174.1|DSUZ
OG0003169	LOC6035963|XP_001846071.1|CQUI	LOC108021650|XP_016945952.1|DSUZ
OG0003170	LOC6052020|XP_038112209.1|CQUI	LOC108009115|XP_016928675.1|DSUZ
OG0003171	LOC6035938|XP_001846047.1|CQUI	LOC108009559|XP_016929508.1|DSUZ
OG0003172	LOC6035912|XP_038109519.1|CQUI	LOC108004916|XP_016923493.2|DSUZ
OG0003173	LOC6034170|XP_001844525.2|CQUI	LOC108011238|XP_016931831.1|DSUZ
OG0003174	LOC6051850|XP_038112047.1|CQUI	LOC108017477|XP_016940010.1|DSUZ
OG0003175	LOC6048218|XP_038112539.1|CQUI	LOC108009975|XP_016930230.1|DSUZ
OG0003176	LOC119768619|XP_038114728.1|CQUI, LOC119768615|XP_038114703.1|CQUI, LOC6049880|XP_001866570.2|CQUI	LOC108007542|XP_016926725.1|DSUZ
OG0003177	LOC6042939|XP_001870878.1|CQUI	LOC108010241|XP_016930582.1|DSUZ
OG0003178	LOC6042940|XP_038112766.1|CQUI	LOC108009699|XP_016929745.1|DSUZ
OG0003179	LOC6040385|XP_038107224.1|CQUI	LOC108008309|XP_016927615.1|DSUZ
OG0003180	LOC6042943|XP_001870882.2|CQUI	LOC108010205|XP_016930537.1|DSUZ
OG0003181	LOC6042942|XP_038110161.1|CQUI	LOC108010194|XP_016930526.1|DSUZ
OG0003182	LOC6052290|XP_038114286.1|CQUI	LOC108008507|XP_016927862.1|DSUZ
OG0003183	LOC6031690|XP_038109838.1|CQUI	LOC108019828|XP_016943334.1|DSUZ
OG0003184	LOC6044920|XP_038112171.1|CQUI	LOC108010697|XP_016931096.1|DSUZ
OG0003185	LOC6049709|XP_038108588.1|CQUI	LOC108019796|XP_016943285.1|DSUZ
OG0003186	LOC6042922|XP_038107965.1|CQUI	LOC108008120|XP_016927398.1|DSUZ
OG0003187	LOC6042170|XP_038108840.1|CQUI	LOC108021616|XP_016945909.1|DSUZ
OG0003188	LOC6034656|XP_038107763.1|CQUI	LOC108018591|XP_016941640.2|DSUZ
OG0003189	LOC6048568|XP_001865472.1|CQUI	LOC108012422|XP_036672112.1|DSUZ
OG0003190	LOC6032287|XP_001842923.2|CQUI	LOC108009186|XP_016928827.1|DSUZ
OG0003191	LOC6038344|XP_001848159.2|CQUI	LOC108011761|XP_016932482.2|DSUZ
OG0003192	LOC6054191|XP_038108956.1|CQUI	LOC108013002|XP_016934073.1|DSUZ
OG0003193	LOC6042359|XP_001851487.1|CQUI	LOC108012756|XP_036670898.1|DSUZ
OG0003194	LOC6044038|XP_038109455.1|CQUI	LOC108013387|XP_016934711.1|DSUZ
OG0003195	LOC6052258|XP_001868553.1|CQUI	LOC108011558|XP_016932214.1|DSUZ
OG0003196	LOC6052255|XP_001868552.2|CQUI	LOC108005804|XP_016924622.1|DSUZ
OG0003197	LOC6045111|XP_038108110.1|CQUI	LOC108013161|XP_036670774.1|DSUZ
OG0003198	LOC6051795|XP_038113485.1|CQUI	LOC108017343|XP_016939867.1|DSUZ
OG0003199	LOC6040404|XP_038112754.1|CQUI	LOC108012925|XP_016933946.1|DSUZ
OG0003200	LOC6046500|XP_038108225.1|CQUI	LOC118878880|XP_036677783.1|DSUZ, LOC108010721|XP_016931130.1|DSUZ
OG0003201	LOC6042198|XP_038111088.1|CQUI	LOC108009307|XP_036669069.1|DSUZ
OG0003202	LOC6043071|XP_038108375.1|CQUI	LOC108012847|XP_016933801.1|DSUZ
OG0003203	LOC6054789|XP_038110535.1|CQUI	LOC108009551|XP_016929487.1|DSUZ
OG0003204	LOC119767949|XP_038113945.1|CQUI	LOC108016422|XP_036672528.1|DSUZ, LOC108014870|XP_036674814.1|DSUZ
OG0003205	LOC6052262|XP_001868546.2|CQUI	LOC108008293|XP_016927594.1|DSUZ
OG0003206	LOC6049228|XP_001866026.2|CQUI	LOC108008685|XP_016928068.1|DSUZ
OG0003207	LOC119768034|XP_038114257.1|CQUI, LOC6037430|XP_038109354.1|CQUI	LOC108007206|XP_036674209.1|DSUZ
OG0003208	LOC6037436|XP_001847350.2|CQUI	LOC108013471|XP_016934843.1|DSUZ
OG0003209	LOC6053823|XP_001869839.2|CQUI	LOC108009517|XP_016929426.1|DSUZ
OG0003210	LOC6049135|XP_038112475.1|CQUI	LOC108007887|XP_016927145.2|DSUZ
OG0003211	LOC6045881|XP_001863164.2|CQUI	LOC108010307|XP_016930680.1|DSUZ
OG0003212	LOC6036304|XP_038118824.1|CQUI	LOC118877866|XP_036674083.1|DSUZ, LOC108017425|XP_016939943.2|DSUZ
OG0003213	LOC6052333|XP_001868616.2|CQUI	LOC108009563|XP_016929515.1|DSUZ
OG0003214	LOC6037463|XP_038114303.1|CQUI	LOC108018038|XP_016940905.1|DSUZ
OG0003215	LOC119767550|XP_038112322.1|CQUI	LOC108008589|XP_016927957.1|DSUZ
OG0003216	LOC6051762|XP_038109754.1|CQUI	LOC108019861|XP_016943394.1|DSUZ
OG0003217	LOC6037639|XP_038113324.1|CQUI	LOC108019893|XP_016943461.1|DSUZ
OG0003218	LOC6053121|XP_038112153.1|CQUI	LOC108006200|XP_036670762.1|DSUZ
OG0003219	LOC6037686|XP_038107546.1|CQUI	LOC108013001|XP_016934072.1|DSUZ
OG0003220	LOC6034526|XP_038110313.1|CQUI	LOC108013922|XP_016935417.1|DSUZ
OG0003221	LOC6034550|XP_001844850.2|CQUI	LOC108004673|XP_016923144.1|DSUZ
OG0003222	LOC6034559|XP_001844858.2|CQUI	LOC118877070|XP_036669844.1|DSUZ, LOC108019759|XP_036670207.1|DSUZ
OG0003223	LOC6037228|XP_038110852.1|CQUI	LOC108008486|XP_016927835.1|DSUZ
OG0003224	LOC6040557|XP_038113288.1|CQUI	LOC108009271|XP_016928972.1|DSUZ
OG0003225	LOC119766293|XP_038106681.1|CQUI, LOC6032492|XP_038106682.1|CQUI	LOC108020972|XP_016944908.1|DSUZ
OG0003229	LOC6034190|XP_001844545.1|CQUI	LOC108013074|XP_016934184.1|DSUZ
OG0003250	LOC6038172|XP_038104726.1|CQUI	LOC118877634|XP_036673029.1|DSUZ
OG0003251	LOC6038177|XP_038104725.1|CQUI	LOC108014698|XP_036675540.1|DSUZ
OG0003252	LOC6048862|XP_001865710.2|CQUI	LOC108016069|XP_016938151.2|DSUZ
OG0003253	LOC6044318|XP_001861850.2|CQUI	LOC108018669|XP_036672707.1|DSUZ
OG0003254	LOC6035097|XP_001845333.2|CQUI	LOC108017110|XP_016939559.1|DSUZ
OG0003255	LOC6035087|XP_001845326.2|CQUI	LOC108010767|XP_016931184.2|DSUZ
OG0003256	LOC6042743|XP_001870755.2|CQUI	LOC108020147|XP_036673515.1|DSUZ
OG0003257	LOC6041677|XP_038105501.1|CQUI	LOC108016807|XP_036676459.1|DSUZ
OG0003258	LOC6038174|XP_001848005.2|CQUI	LOC108015392|XP_016937301.1|DSUZ
OG0003259	LOC6038186|XP_038111880.1|CQUI	LOC108007883|XP_016927141.1|DSUZ
OG0003260	LOC6044325|XP_038104013.1|CQUI	LOC108006266|XP_036676151.1|DSUZ
OG0003261	LOC6046427|XP_038112658.1|CQUI	LOC108011649|XP_016932329.2|DSUZ
OG0003262	LOC6051950|XP_038105187.1|CQUI	LOC108016102|XP_036672968.1|DSUZ
