Orthogroup	CQUI.longest_only	AEAL.longest_only
OG0005220	LOC6032438|XP_001843035.1|CQUI	LOC109427913|XP_029728373.1|AEAL, LOC115254006|XP_029714315.1|AEAL
OG0005221	LOC6032440|XP_038109223.1|CQUI	LOC109427911|XP_019559084.1|AEAL, LOC115255757|XP_029709741.1|AEAL
OG0005222	LOC6032445|XP_038111243.1|CQUI	LOC109428220|XP_029728390.1|AEAL
OG0005223	LOC6032464|XP_001843057.1|CQUI	LOC109427885|XP_019559031.2|AEAL
OG0005224	LOC6032489|XP_038106041.1|CQUI	LOC115258949|XP_029715334.1|AEAL
OG0005225	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI	LOC109424143|XP_029715480.1|AEAL
OG0005226	LOC6034105|XP_038113260.1|CQUI	LOC109433252|XP_029714970.1|AEAL, LOC115258738|XP_029714965.1|AEAL
OG0005227	LOC119767894|XP_038113700.1|CQUI	LOC109424261|XP_019554893.1|AEAL, LOC109433262|XP_029715097.1|AEAL
OG0005228	LOC6034101|XP_001844474.1|CQUI	LOC109433264|XP_019565236.2|AEAL, LOC109424282|XP_019554933.2|AEAL
OG0005229	LOC6034118|XP_038113399.1|CQUI	LOC109424435|XP_029714900.1|AEAL, LOC109433263|XP_029715696.1|AEAL
OG0005230	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI	LOC109424484|XP_029714837.1|AEAL
OG0005231	LOC6034134|XP_001844499.2|CQUI	LOC115258576|XP_029714646.1|AEAL, LOC109622904|XP_019932921.2|AEAL
OG0005232	LOC6034142|XP_001844503.2|CQUI	LOC115258596|XP_029714713.1|AEAL, LOC109622897|XP_019932912.1|AEAL
OG0005233	LOC6034148|XP_001844507.1|CQUI	LOC109622894|XP_019932908.1|AEAL, LOC115258548|XP_029714558.1|AEAL
OG0005234	LOC6037887|XP_001847753.1|CQUI	LOC109622871|XP_019932881.2|AEAL
OG0005235	LOC6036688|XP_038112310.1|CQUI	LOC109420089|XP_019549946.2|AEAL
OG0005236	LOC6036685|XP_001846691.2|CQUI	LOC109420088|XP_019549945.2|AEAL, LOC115255820|XP_029709866.1|AEAL
OG0005237	LOC6036684|XP_038109375.1|CQUI	LOC109420087|XP_019549944.1|AEAL, LOC115257864|XP_029713686.1|AEAL
OG0005238	LOC6036678|XP_001846686.2|CQUI	LOC115256042|XP_029710153.1|AEAL, LOC115256041|XP_029710145.1|AEAL, LOC109420041|XP_029710088.1|AEAL
OG0005239	LOC6046042|XP_038111302.1|CQUI	LOC109420085|XP_019549939.2|AEAL
OG0005240	LOC6034151|XP_001844510.1|CQUI	LOC109420082|XP_019549935.2|AEAL
OG0005241	LOC6034152|XP_038114275.1|CQUI	LOC109420081|XP_019549929.2|AEAL
OG0005242	LOC6034155|XP_038113567.1|CQUI	LOC109420080|XP_019549928.2|AEAL
OG0005243	LOC6043210|XP_038108301.1|CQUI	LOC109420062|XP_019549905.2|AEAL
OG0005244	LOC6043206|XP_038110714.1|CQUI	LOC115262431|XP_029720683.1|AEAL, LOC109407865|XP_029713470.1|AEAL
OG0005245	LOC6043205|XP_001857545.2|CQUI	LOC109407882|XP_029713465.1|AEAL, LOC109420057|XP_029720684.1|AEAL
OG0005246	LOC6043204|XP_001857534.2|CQUI	LOC109412008|XP_019541198.2|AEAL, LOC115253488|XP_029720685.1|AEAL
OG0005247	LOC6043215|XP_001857520.2|CQUI	LOC109412013|XP_019541202.2|AEAL
OG0005248	LOC6032931|XP_001843451.2|CQUI	LOC109400978|XP_029713285.1|AEAL, LOC109408234|XP_029716686.1|AEAL
OG0005249	LOC6032936|XP_038110322.1|CQUI	LOC109408279|XP_029716688.1|AEAL, LOC109400989|XP_029713259.1|AEAL
OG0005250	LOC6032942|XP_038113467.1|CQUI	LOC109400987|XP_029713777.1|AEAL, LOC109408320|XP_029713193.1|AEAL
OG0005251	LOC6032963|XP_038109704.1|CQUI	LOC109412350|XP_029712761.1|AEAL, LOC109416190|XP_029713001.1|AEAL
OG0005252	LOC6050968|XP_038106067.1|CQUI	LOC109416591|XP_029712659.1|AEAL, LOC109412354|XP_029712952.1|AEAL
OG0005253	LOC6041619|XP_038109608.1|CQUI	LOC109412366|XP_029712627.1|AEAL
OG0005254	LOC6041625|XP_001850856.2|CQUI	LOC109412371|XP_029712587.1|AEAL
OG0005255	LOC6041626|XP_001850857.2|CQUI	LOC109412372|XP_029712576.1|AEAL
OG0005256	LOC6041634|XP_038111814.1|CQUI	LOC109401402|XP_019529500.1|AEAL
OG0005257	LOC6041633|XP_001850863.2|CQUI	LOC109432885|XP_019564796.2|AEAL
OG0005258	LOC6036170|XP_038112094.1|CQUI	LOC115257113|XP_029712343.1|AEAL, LOC109401386|XP_029712413.1|AEAL
OG0005259	LOC6036150|XP_038111104.1|CQUI	LOC109432905|XP_029709650.1|AEAL, LOC109401399|XP_029711849.1|AEAL
OG0005260	LOC6036141|XP_001846233.2|CQUI	LOC115256848|XP_029711738.1|AEAL, LOC109432907|XP_029711899.1|AEAL
OG0005261	LOC6036182|XP_001846229.2|CQUI	LOC115256811|XP_029711636.1|AEAL, LOC109432903|XP_019564815.2|AEAL
OG0005262	LOC6050506|XP_038110292.1|CQUI	LOC109404650|XP_019533115.2|AEAL, LOC109401431|XP_029712187.1|AEAL
OG0005263	LOC6031316|XP_038108340.1|CQUI	LOC109433104|XP_029715450.1|AEAL
OG0005264	LOC6031319|XP_001842132.2|CQUI	LOC109433105|XP_019565040.2|AEAL
OG0005267	LOC6045648|XP_038110344.1|CQUI	LOC109411274|XP_019540346.2|AEAL, LOC109433143|XP_019565085.1|AEAL
OG0005268	LOC6045645|XP_038110330.1|CQUI	LOC109433070|XP_029711548.1|AEAL, LOC109411275|XP_029711494.1|AEAL
OG0005269	LOC6032427|XP_038110264.1|CQUI	LOC109433115|XP_029711448.1|AEAL, LOC109411279|XP_029711556.1|AEAL
OG0005270	LOC6041476|XP_038113543.1|CQUI	LOC109411286|XP_029711353.1|AEAL, LOC115256771|XP_029711587.1|AEAL
OG0005271	LOC6041475|XP_038108825.1|CQUI	LOC109411287|XP_029711333.1|AEAL
OG0005272	LOC6041481|XP_001850733.2|CQUI	LOC109433087|XP_019565022.2|AEAL
OG0005273	LOC6037064|XP_038113932.1|CQUI	LOC109433038|XP_029709481.1|AEAL, LOC109411292|XP_019540364.1|AEAL
OG0005274	LOC6037060|XP_038108033.1|CQUI	LOC109411293|XP_029711267.1|AEAL, LOC109433089|XP_019565024.2|AEAL
OG0005275	LOC6037067|XP_038108285.1|CQUI	LOC115256606|XP_029711278.1|AEAL, LOC109411294|XP_029711256.1|AEAL
OG0005276	LOC6037085|XP_038111841.1|CQUI	LOC109411791|XP_029711191.1|AEAL, LOC115261031|XP_029718258.1|AEAL
OG0005277	LOC6053835|XP_038110246.1|CQUI	LOC109419982|XP_029711174.1|AEAL
OG0005278	LOC6053834|XP_038110247.1|CQUI	LOC109419991|XP_019549829.2|AEAL
OG0005279	LOC6043315|XP_001870930.1|CQUI	LOC109420079|XP_019549933.2|AEAL
OG0005280	LOC6031966|XP_001842642.2|CQUI	LOC109420179|XP_019550054.2|AEAL
OG0005281	LOC6031380|XP_038111462.1|CQUI	LOC109401721|XP_019529858.2|AEAL
OG0005282	LOC6031374|XP_038107873.1|CQUI	LOC109420353|XP_029710819.1|AEAL
OG0005283	LOC6031373|XP_038108269.1|CQUI	LOC109401715|XP_029710808.1|AEAL
OG0005284	LOC6031363|XP_038108741.1|CQUI	LOC109401710|XP_029710731.1|AEAL
OG0005285	LOC6031362|XP_001842174.2|CQUI	LOC109401720|XP_029710720.1|AEAL
OG0005286	LOC6031355|XP_038107533.1|CQUI	LOC115259263|XP_029715657.1|AEAL, LOC109420561|XP_029710624.1|AEAL
OG0005287	LOC6031351|XP_038110921.1|CQUI	LOC109420580|XP_029710517.1|AEAL, LOC109623154|XP_019933200.2|AEAL
OG0005288	LOC6037381|XP_038112114.1|CQUI	LOC109420723|XP_019550727.1|AEAL
OG0005289	LOC6037382|XP_038113883.1|CQUI	LOC109420734|XP_029724988.1|AEAL
OG0005290	LOC6037392|XP_001847310.2|CQUI	LOC115264946|XP_029724982.1|AEAL, LOC109621990|XP_029725005.1|AEAL
OG0005291	LOC6038515|XP_001848306.2|CQUI	LOC109409008|XP_029724972.1|AEAL, LOC115264932|XP_029724931.1|AEAL, LOC109621974|XP_029730046.1|AEAL
OG0005292	LOC6038513|XP_038108928.1|CQUI	LOC109409005|XP_029730034.1|AEAL, LOC115253535|XP_029724929.1|AEAL, LOC109621964|XP_019931726.1|AEAL
OG0005293	LOC6038504|XP_038112930.1|CQUI	LOC109622033|XP_029730045.1|AEAL, LOC115264980|XP_029725025.1|AEAL, LOC109415057|XP_019544457.2|AEAL
OG0005294	LOC6041498|XP_001850749.2|CQUI	LOC109621952|XP_029724957.1|AEAL, LOC109415044|XP_019544438.2|AEAL
OG0005295	LOC6041488|XP_038108224.1|CQUI	LOC109621263|XP_029724895.1|AEAL, LOC109404201|XP_029724952.1|AEAL
OG0005296	LOC6038297|XP_038114400.1|CQUI	LOC109414019|XP_029724860.1|AEAL
OG0005297	LOC6051283|XP_038110274.1|CQUI	LOC109414018|XP_029724851.1|AEAL
OG0005299	LOC6044555|XP_001862054.1|CQUI	LOC109400333|XP_019528371.1|AEAL, LOC109425183|XP_019555984.1|AEAL
OG0005300	LOC6044556|XP_001862055.1|CQUI	LOC109425181|XP_019555981.2|AEAL, LOC115254141|XP_029724834.1|AEAL
OG0005301	LOC6044586|XP_038109636.1|CQUI	LOC109425163|XP_019555951.2|AEAL
OG0005302	LOC6044598|XP_001862087.1|CQUI	LOC109429437|XP_019560936.1|AEAL
OG0005303	LOC6050048|XP_001866714.2|CQUI	LOC109425141|XP_029724801.1|AEAL
OG0005304	LOC6050044|XP_001866716.2|CQUI	LOC109429414|XP_019560912.2|AEAL
OG0005305	LOC6031769|XP_038109419.1|CQUI	LOC109429400|XP_029724794.1|AEAL
OG0005306	LOC6031763|XP_001842474.2|CQUI	LOC109425126|XP_019555869.2|AEAL, LOC109429390|XP_029729547.1|AEAL
OG0005307	LOC119767749|XP_038113051.1|CQUI	LOC109425123|XP_029729520.1|AEAL, LOC115266946|XP_029729533.1|AEAL
OG0005308	LOC6037124|XP_038107545.1|CQUI	LOC109425117|XP_029729499.1|AEAL, LOC109429380|XP_029729510.1|AEAL
OG0005309	LOC6037123|XP_038109038.1|CQUI	LOC115266928|XP_029729484.1|AEAL, LOC109429443|XP_029733877.1|AEAL, LOC109429378|XP_029729509.1|AEAL, LOC109409635|XP_029729498.1|AEAL
OG0005310	LOC6037120|XP_001847063.1|CQUI	LOC109429374|XP_019560817.1|AEAL, LOC115260391|XP_029717210.1|AEAL
OG0005311	LOC6037118|XP_038112943.1|CQUI	LOC109409628|XP_029729478.1|AEAL, LOC109429371|XP_029717211.1|AEAL
OG0005312	LOC6037107|XP_038108555.1|CQUI	LOC109429367|XP_029729488.1|AEAL, LOC109409623|XP_029729469.1|AEAL
OG0005313	LOC6041063|XP_038106844.1|CQUI	LOC109408139|XP_029709990.1|AEAL, LOC109413637|XP_029729443.1|AEAL
OG0005314	LOC6041066|XP_038108668.1|CQUI	LOC109408137|XP_029715535.1|AEAL, LOC109413597|XP_029729440.1|AEAL
OG0005315	LOC6031932|XP_038111594.1|CQUI	LOC109408136|XP_019548787.1|AEAL, LOC109408130|XP_029715520.1|AEAL
OG0005316	LOC6031935|XP_038109299.1|CQUI	LOC109408126|XP_019536889.2|AEAL
OG0005317	LOC6031939|XP_001842620.2|CQUI	LOC109408120|XP_019536884.2|AEAL
OG0005318	LOC6031946|XP_038111193.1|CQUI	LOC109419060|XP_029729425.1|AEAL
OG0005319	LOC6031773|XP_001842484.2|CQUI	LOC109408104|XP_019536863.2|AEAL
OG0005320	LOC6031774|XP_038107050.1|CQUI	LOC109408103|XP_019536861.2|AEAL
OG0005321	LOC6031799|XP_038108131.1|CQUI	LOC115258880|XP_029715182.1|AEAL, LOC115258944|XP_029715322.1|AEAL
OG0005322	LOC6038262|XP_038108284.1|CQUI	LOC109409313|XP_019538304.2|AEAL, LOC109419114|XP_019548880.2|AEAL
OG0005323	LOC6044475|XP_038113810.1|CQUI	LOC109419512|XP_029714569.1|AEAL, LOC115258767|XP_029715025.1|AEAL
OG0005324	LOC6044461|XP_038110576.1|CQUI	LOC109409296|XP_029714573.1|AEAL, LOC109419529|XP_029714556.1|AEAL
OG0005325	LOC6044463|XP_038110668.1|CQUI	LOC109419531|XP_029714542.1|AEAL, LOC109409290|XP_029715073.1|AEAL
OG0005326	LOC6044465|XP_001861979.2|CQUI	LOC109409293|XP_029714806.1|AEAL, LOC109419533|XP_019549297.2|AEAL
OG0005327	LOC6044470|XP_038112013.1|CQUI	LOC109409288|XP_029714826.1|AEAL, LOC109419535|XP_029714582.1|AEAL
OG0005328	LOC6043297|XP_038110804.1|CQUI	LOC109409267|XP_019538232.2|AEAL
OG0005329	LOC6043301|XP_001870916.2|CQUI	LOC109409265|XP_029714878.1|AEAL
OG0005330	LOC6043302|XP_001870917.2|CQUI	LOC109409264|XP_019538228.2|AEAL
OG0005331	LOC6051454|XP_038113983.1|CQUI	LOC109419613|XP_019549387.1|AEAL
OG0005332	LOC6051456|XP_038113109.1|CQUI	LOC109419611|XP_029714560.1|AEAL
OG0005333	LOC6048782|XP_001865653.1|CQUI	LOC109622824|XP_019932825.2|AEAL, LOC115258586|XP_029714688.1|AEAL
OG0005334	LOC119767603|XP_038112457.1|CQUI	LOC115258721|XP_029714937.1|AEAL, LOC109397548|XP_019525396.1|AEAL
OG0005335	LOC6042120|XP_001851269.2|CQUI	LOC109622803|XP_019932804.2|AEAL, LOC109397520|XP_019525365.2|AEAL
OG0005336	LOC6042121|XP_001851270.2|CQUI	LOC109397519|XP_029714757.1|AEAL, LOC109621499|XP_019931087.2|AEAL
OG0005337	LOC6041507|XP_038111504.1|CQUI	LOC109622812|XP_029721610.1|AEAL, LOC109397532|XP_029714520.1|AEAL
OG0005338	LOC6038065|XP_038106821.1|CQUI	LOC115258526|XP_029714518.1|AEAL
OG0005339	LOC6038082|XP_038113487.1|CQUI	LOC109418499|XP_029715164.1|AEAL
OG0005340	LOC119766890|XP_038109168.1|CQUI	LOC109622835|XP_019932839.2|AEAL
OG0005341	LOC119767592|XP_038112427.1|CQUI	LOC109622837|XP_019932841.2|AEAL
OG0005342	LOC6054263|XP_038110943.1|CQUI	LOC109622838|XP_019932842.1|AEAL
OG0005343	LOC6051148|XP_038113751.1|CQUI	LOC109398617|XP_029715282.1|AEAL
OG0005344	LOC6043912|XP_038113173.1|CQUI	LOC109404696|XP_029714673.1|AEAL, LOC109398642|XP_029714674.1|AEAL
OG0005345	LOC6043909|XP_001861492.1|CQUI	LOC109398627|XP_019526554.1|AEAL, LOC109404784|XP_019533273.1|AEAL
OG0005346	LOC6031188|XP_001842030.1|CQUI	LOC109407063|XP_019535636.1|AEAL
OG0005347	LOC6031193|XP_038108570.1|CQUI	LOC109407088|XP_029715186.1|AEAL
OG0005348	LOC6052101|XP_038114315.1|CQUI	LOC109407182|XP_029715194.1|AEAL, LOC115258558|XP_029714598.1|AEAL
OG0005349	LOC6031209|XP_038110250.1|CQUI	LOC109407204|XP_029714599.1|AEAL
OG0005350	LOC6031213|XP_001842047.2|CQUI	LOC109407208|XP_029716567.1|AEAL, LOC109405872|XP_019534476.2|AEAL
OG0005351	LOC6031215|XP_038114119.1|CQUI	LOC109405879|XP_029714432.1|AEAL, LOC109407209|XP_019535736.2|AEAL
OG0005352	LOC6053789|XP_038113146.1|CQUI	LOC109405894|XP_029714527.1|AEAL
OG0005353	LOC6031228|XP_038110749.1|CQUI	LOC109405902|XP_029714622.1|AEAL, LOC109407217|XP_029714701.1|AEAL
OG0005354	LOC6031234|XP_038111476.1|CQUI	LOC109407223|XP_019535763.2|AEAL
OG0005355	LOC6031250|XP_038107855.1|CQUI	LOC109414300|XP_029715313.1|AEAL, LOC109407233|XP_019535772.1|AEAL
OG0005356	LOC6031251|XP_001842081.2|CQUI	LOC109414301|XP_019543662.2|AEAL, LOC109407234|XP_029714716.1|AEAL
OG0005357	LOC6031255|XP_038107865.1|CQUI	LOC115258575|XP_029714641.1|AEAL, LOC109414304|XP_029714649.1|AEAL
OG0005358	LOC6031258|XP_038107859.1|CQUI	LOC115258708|XP_029714921.1|AEAL, LOC109407243|XP_019535793.2|AEAL
OG0005359	LOC6041557|XP_038109524.1|CQUI	LOC109414310|XP_029715321.1|AEAL
OG0005360	LOC6041565|XP_001850810.2|CQUI	LOC115258624|XP_029714778.1|AEAL, LOC109407248|XP_019535800.1|AEAL
OG0005361	LOC6042254|XP_038113703.1|CQUI	LOC109407254|XP_029715177.1|AEAL, LOC109414323|XP_029715175.1|AEAL, LOC115258805|XP_029715094.1|AEAL
OG0005362	LOC6042238|XP_001851376.2|CQUI	LOC109424217|XP_029714804.1|AEAL, LOC109414335|XP_019543699.2|AEAL, LOC115254018|XP_029714794.1|AEAL
OG0005363	LOC6031399|XP_001842208.2|CQUI	LOC109414343|XP_019543705.2|AEAL, LOC115261755|XP_029719500.1|AEAL
OG0005364	LOC6031999|XP_038112672.1|CQUI	LOC115267672|XP_029730688.1|AEAL, LOC109420900|XP_029720667.1|AEAL
OG0005365	LOC6031977|XP_038109516.1|CQUI	LOC109420935|XP_019550957.2|AEAL, LOC109412652|XP_019541824.2|AEAL
OG0005366	LOC6036365|XP_001846423.1|CQUI	LOC115257988|XP_029713832.1|AEAL
OG0005367	LOC6037028|XP_038108744.1|CQUI	LOC115258720|XP_029714933.1|AEAL, LOC109420963|XP_029715019.1|AEAL
OG0005368	LOC6037027|XP_038108747.1|CQUI	LOC109420965|XP_019550984.1|AEAL
OG0005369	LOC6037024|XP_001846987.2|CQUI	LOC115258571|XP_029714619.1|AEAL, LOC109429368|XP_019560811.2|AEAL
OG0005370	LOC6037025|XP_038109662.1|CQUI	LOC115254022|XP_029715155.1|AEAL, LOC109428433|XP_019559738.2|AEAL
OG0005371	LOC6037023|XP_038112378.1|CQUI	LOC109428452|XP_019559766.2|AEAL, LOC109420969|XP_019550987.2|AEAL
OG0005373	LOC6036997|XP_001846962.2|CQUI	LOC109428736|XP_019560111.1|AEAL
OG0005374	LOC6036642|XP_001846666.1|CQUI	LOC109428782|XP_029714621.1|AEAL
OG0005375	LOC6036693|XP_038111713.1|CQUI	LOC109421009|XP_019551040.2|AEAL
OG0005376	LOC6031853|XP_038111113.1|CQUI	LOC109428821|XP_029714885.1|AEAL, LOC109421015|XP_029714939.1|AEAL
OG0005377	LOC6043728|XP_001861349.2|CQUI	LOC115268660|XP_029732632.1|AEAL, LOC109429109|XP_019560505.1|AEAL
OG0005378	LOC6045098|XP_038106924.1|CQUI	LOC109428583|XP_029714802.1|AEAL, LOC109421075|XP_029714613.1|AEAL
OG0005379	LOC6045093|XP_001862503.2|CQUI	LOC109428608|XP_019559947.2|AEAL, LOC109421079|XP_019551118.2|AEAL
OG0005380	LOC6054497|XP_038109536.1|CQUI	LOC109428598|XP_029714479.1|AEAL, LOC109398524|XP_029714575.1|AEAL
OG0005381	LOC6035241|XP_038109478.1|CQUI	LOC109416522|XP_029730009.1|AEAL, LOC109398535|XP_029714510.1|AEAL
OG0005382	LOC6035244|XP_038107712.1|CQUI	LOC109398534|XP_019526463.2|AEAL
OG0005383	LOC6035265|XP_001845487.1|CQUI	LOC109410191|XP_029715088.1|AEAL, LOC109405688|XP_019534293.2|AEAL
OG0005384	LOC6033200|XP_038114239.1|CQUI	LOC115258815|XP_029715107.1|AEAL, LOC109405698|XP_019534303.2|AEAL
OG0005385	LOC6033209|XP_038110270.1|CQUI	LOC109410206|XP_019539275.2|AEAL
OG0005386	LOC6049130|XP_038107755.1|CQUI	LOC109417518|XP_029721823.1|AEAL, LOC115258831|XP_029715126.1|AEAL
OG0005387	LOC6042130|XP_038111881.1|CQUI	LOC109417539|XP_019547161.1|AEAL, LOC109410223|XP_029729291.1|AEAL
OG0005388	LOC6040865|XP_001850195.2|CQUI	LOC115255416|XP_029709388.1|AEAL, LOC109417636|XP_019547224.1|AEAL
OG0005389	LOC6041517|XP_038111106.1|CQUI	LOC109417654|XP_019547252.2|AEAL, LOC109622149|XP_019931926.2|AEAL
OG0005390	LOC119765008|XP_038109151.1|CQUI	LOC109417700|XP_019547362.2|AEAL, LOC109417709|XP_029709188.1|AEAL, LOC115255335|XP_029709208.1|AEAL
OG0005391	LOC6036654|XP_038109153.1|CQUI	LOC109417710|XP_029709189.1|AEAL, LOC109417761|XP_029709211.1|AEAL, LOC115253944|XP_029709209.1|AEAL
OG0005392	LOC6036672|XP_001846682.1|CQUI	LOC109417715|XP_019547358.1|AEAL
OG0005393	LOC6036677|XP_001846685.1|CQUI	LOC109417716|XP_019547359.1|AEAL, LOC115255323|XP_029709191.1|AEAL
OG0005394	LOC6046031|XP_038106360.1|CQUI	LOC109417717|XP_029709185.1|AEAL
OG0005395	LOC6044529|XP_038110265.1|CQUI	LOC109417721|XP_019547370.2|AEAL, LOC109430623|XP_019524832.2|AEAL
OG0005396	LOC6031736|XP_038108574.1|CQUI	LOC109423693|XP_029709154.1|AEAL
OG0005397	LOC6031742|XP_038113634.1|CQUI	LOC109417738|XP_019547400.2|AEAL
OG0005398	LOC6033182|XP_038109136.1|CQUI	LOC115255300|XP_029709142.1|AEAL, LOC109420023|XP_029709098.1|AEAL
OG0005399	LOC6048997|XP_038108498.1|CQUI	LOC109419998|XP_029709079.1|AEAL, LOC109417771|XP_029709101.1|AEAL
OG0005400	LOC6043175|XP_038112997.1|CQUI	LOC115253681|XP_029709070.1|AEAL, LOC109419400|XP_029709062.1|AEAL, LOC115255479|XP_029709463.1|AEAL
OG0005401	LOC6050427|XP_038110806.1|CQUI	LOC115257262|XP_029712562.1|AEAL, LOC109415355|XP_019544801.2|AEAL
OG0005402	LOC6050417|XP_001867034.1|CQUI	LOC109415604|XP_029709018.1|AEAL, LOC115253486|XP_029709030.1|AEAL
OG0005403	LOC6050420|XP_001867036.1|CQUI	LOC109407176|XP_019535706.1|AEAL, LOC115255218|XP_029709021.1|AEAL
OG0005404	LOC6048410|XP_038108122.1|CQUI	LOC109424512|XP_029708977.1|AEAL
OG0005408	LOC6033110|XP_001843605.2|CQUI	LOC109419949|XP_019549780.2|AEAL, LOC109420743|XP_019550764.2|AEAL
OG0005409	LOC6033128|XP_038107972.1|CQUI	LOC109419910|XP_029708896.1|AEAL
OG0005410	LOC6048230|XP_038113231.1|CQUI	LOC109420724|XP_019550724.1|AEAL, LOC115259307|XP_029715705.1|AEAL, LOC115253616|XP_029708883.1|AEAL
OG0005411	LOC6042106|XP_001851257.2|CQUI	LOC109419850|XP_019549680.2|AEAL, LOC109420603|XP_019550509.2|AEAL
OG0005412	LOC6042110|XP_001851260.2|CQUI	LOC109420710|XP_029708848.1|AEAL, LOC115253938|XP_029708856.1|AEAL
OG0005413	LOC6042115|XP_038110888.1|CQUI	LOC109420598|XP_029708843.1|AEAL, LOC109403254|XP_029709548.1|AEAL
OG0005414	LOC6048795|XP_001865662.1|CQUI	LOC109419874|XP_029736335.1|AEAL, LOC115254266|XP_029736334.1|AEAL, LOC109420705|XP_019550704.2|AEAL
OG0005416	LOC6031745|XP_038109541.1|CQUI	LOC109420670|XP_029708745.1|AEAL
OG0005417	LOC6036171|XP_001846255.2|CQUI	LOC109420659|XP_019550624.2|AEAL
OG0005418	LOC6038626|XP_001848400.2|CQUI	LOC109420658|XP_019550623.1|AEAL
OG0005419	LOC6038616|XP_001848391.1|CQUI	LOC115255109|XP_029708821.1|AEAL, LOC109420648|XP_019550554.2|AEAL
OG0005420	LOC6033756|XP_038111663.1|CQUI	LOC109420641|XP_029708722.1|AEAL
OG0005421	LOC119768039|XP_038114270.1|CQUI	LOC109420547|XP_029708712.1|AEAL, LOC115255439|XP_029709432.1|AEAL
OG0005422	LOC6033168|XP_038113114.1|CQUI	LOC109420489|XP_029708658.1|AEAL, LOC109407535|XP_019536148.2|AEAL, LOC109420507|XP_019550414.2|AEAL
OG0005423	LOC6033276|XP_038107433.1|CQUI	LOC109407612|XP_029708649.1|AEAL
OG0005424	LOC6033265|XP_038110775.1|CQUI	LOC109419739|XP_029708585.1|AEAL
OG0005425	LOC6033239|XP_038107523.1|CQUI	LOC109419754|XP_019549571.1|AEAL, LOC115255017|XP_029708581.1|AEAL
OG0005426	LOC6041536|XP_038109173.1|CQUI	LOC109398250|XP_029708620.1|AEAL
OG0005427	LOC6042131|XP_038113917.1|CQUI	LOC109402100|XP_019530266.2|AEAL
OG0005428	LOC6037539|XP_038113714.1|CQUI	LOC109402099|XP_029708546.1|AEAL, LOC115254977|XP_029708528.1|AEAL
OG0005429	LOC6037541|XP_001847441.1|CQUI	LOC109402103|XP_019530268.2|AEAL, LOC115254989|XP_029708543.1|AEAL
OG0005430	LOC6037542|XP_038111124.1|CQUI	LOC109402114|XP_029708540.1|AEAL, LOC115254981|XP_029708533.1|AEAL
OG0005431	LOC6046680|XP_038112810.1|CQUI	LOC109427433|XP_019558537.2|AEAL, LOC115254961|XP_029708513.1|AEAL
OG0005432	LOC6043019|XP_001854652.2|CQUI	LOC115262063|XP_029719866.1|AEAL, LOC109427514|XP_019558616.1|AEAL
OG0005433	LOC6041589|XP_038113510.1|CQUI	LOC109427534|XP_019558637.1|AEAL
OG0005434	LOC6038922|XP_038110157.1|CQUI	LOC115268763|XP_029732784.1|AEAL, LOC109427674|XP_019558808.2|AEAL
OG0005435	LOC6038921|XP_038111655.1|CQUI	LOC115262466|XP_029720734.1|AEAL, LOC109427694|XP_019558827.2|AEAL
OG0005436	LOC6038920|XP_038111654.1|CQUI	LOC109427682|XP_019558820.2|AEAL, LOC115262465|XP_029720732.1|AEAL
OG0005437	LOC6032914|XP_038111912.1|CQUI	LOC109427739|XP_019558882.2|AEAL
OG0005439	LOC6054421|XP_001870336.1|CQUI	LOC109428260|XP_019559538.1|AEAL
OG0005440	LOC6053907|XP_038111454.1|CQUI	LOC115266465|XP_029728559.1|AEAL, LOC109428028|XP_029728556.1|AEAL
OG0005441	LOC6049453|XP_038110318.1|CQUI	LOC109433590|XP_019565571.2|AEAL, LOC109430785|XP_019562403.2|AEAL
OG0005442	LOC6031916|XP_001842557.2|CQUI	LOC109430108|XP_019561684.1|AEAL, LOC109433573|XP_019565557.2|AEAL
OG0005443	LOC6031864|XP_001842565.1|CQUI	LOC109433587|XP_019565565.2|AEAL
OG0005444	LOC6031889|XP_038111792.1|CQUI	LOC109430148|XP_019561726.2|AEAL
OG0005445	LOC6034903|XP_038107543.1|CQUI	LOC115261021|XP_029718251.1|AEAL, LOC109430156|XP_029718253.1|AEAL, LOC115265230|XP_029725372.1|AEAL
OG0005446	LOC6034897|XP_038107065.1|CQUI	LOC109430164|XP_029727440.1|AEAL
OG0005447	LOC6049725|XP_001866436.2|CQUI	LOC109430166|XP_029727439.1|AEAL
OG0005448	LOC6036456|XP_038109074.1|CQUI	LOC109432638|XP_019564555.2|AEAL
OG0005449	LOC6036461|XP_038108513.1|CQUI	LOC109432696|XP_019564626.2|AEAL
OG0005450	LOC6036464|XP_001846514.1|CQUI	LOC109427575|XP_019558698.1|AEAL
OG0005451	LOC6039116|XP_038107170.1|CQUI	LOC109405617|XP_029723964.1|AEAL, LOC109427599|XP_029727669.1|AEAL
OG0005452	LOC6034398|XP_038110460.1|CQUI	LOC109423965|XP_019554581.2|AEAL
OG0005453	LOC6048199|XP_038107092.1|CQUI	LOC109423958|XP_029727379.1|AEAL
