Orthogroup	CQUI.longest_only	DSUB.longest_only
OG0003318	LOC6046383|XP_038121783.1|CQUI	LOC117898453|XP_034663766.1|DSUB
OG0003319	LOC6050261|XP_038117527.1|CQUI	LOC117899009|XP_034664649.1|DSUB
OG0003320	LOC6050925|XP_038107496.1|CQUI	LOC117899617|XP_034665652.1|DSUB
OG0003321	LOC6050923|XP_038104096.1|CQUI	LOC117897598|XP_034662447.1|DSUB
OG0003322	LOC6050928|XP_001867444.2|CQUI	LOC117896165|XP_034660132.1|DSUB
OG0003323	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI	LOC117892289|XP_034654309.1|DSUB
OG0003324	LOC6044766|XP_038105505.1|CQUI	LOC117901524|XP_034668394.1|DSUB
OG0003325	LOC6054667|XP_038122729.1|CQUI	LOC117896634|XP_034660969.1|DSUB
OG0003326	LOC6052313|XP_001868606.2|CQUI	LOC117900009|XP_034666087.1|DSUB
OG0003327	LOC6054823|XP_038117070.1|CQUI	LOC117902947|XP_034670454.1|DSUB
OG0003328	LOC6045240|XP_038105004.1|CQUI	LOC117903380|XP_034671241.1|DSUB
OG0003329	LOC6045236|XP_038104816.1|CQUI	LOC117899748|XP_034665884.1|DSUB
OG0003330	LOC6049097|XP_001865912.2|CQUI	LOC117895212|XP_034658594.1|DSUB
OG0003331	LOC6039046|XP_038105147.1|CQUI	LOC117894137|XP_034656926.1|DSUB
OG0003332	LOC6045134|XP_001862536.1|CQUI	LOC117893506|XP_034656038.1|DSUB
OG0003333	LOC6046168|XP_038108595.1|CQUI	LOC117896207|XP_034660227.1|DSUB
OG0003334	LOC6053762|XP_038105116.1|CQUI	LOC117897176|XP_034661766.1|DSUB
OG0003335	LOC6053764|XP_038105798.1|CQUI	LOC117899330|XP_034665157.1|DSUB
OG0003336	LOC6049475|XP_038104934.1|CQUI	LOC117896468|XP_034660693.1|DSUB
OG0003337	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI	LOC117896697|XP_034661041.1|DSUB
OG0003338	LOC6038468|XP_001848265.2|CQUI	LOC117896407|XP_034660614.1|DSUB
OG0003339	LOC6042693|XP_038104736.1|CQUI	LOC117897012|XP_034661475.1|DSUB
OG0003340	LOC6042694|XP_038104608.1|CQUI	LOC117898133|XP_034663218.1|DSUB
OG0003341	LOC6042505|XP_001851719.2|CQUI	LOC117894806|XP_034657934.1|DSUB
OG0003342	LOC6042500|XP_001851692.2|CQUI	LOC117891759|XP_034653270.1|DSUB
OG0003343	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI	LOC117903602|XP_034671734.1|DSUB
OG0003344	LOC6046229|XP_038115211.1|CQUI	LOC117900422|XP_034666674.1|DSUB
OG0003345	LOC119767346|XP_038111667.1|CQUI	LOC117903731|XP_034671975.1|DSUB
OG0003346	LOC6045625|XP_001862961.2|CQUI	LOC117897762|XP_034662698.1|DSUB
OG0003347	LOC6054237|XP_038111943.1|CQUI	LOC117897058|XP_034661544.1|DSUB
OG0003348	LOC6045000|XP_038104115.1|CQUI	LOC117897760|XP_034662696.1|DSUB
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC117903086|XP_034670781.1|DSUB
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC117897561|XP_034662388.1|DSUB
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC117897126|XP_034661669.1|DSUB, LOC117894582|XP_034657619.1|DSUB
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC117896976|XP_034661422.1|DSUB
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC117899727|XP_034665862.1|DSUB
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC117903355|XP_034671196.1|DSUB
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC117903179|XP_034670914.1|DSUB
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC117903182|XP_034670920.1|DSUB
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC117901471|XP_034668125.1|DSUB
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC117894428|XP_034657424.1|DSUB
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC117903847|XP_034672196.1|DSUB
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC117892663|XP_034654942.1|DSUB
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC117897987|XP_034663002.1|DSUB
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC117896404|XP_034660609.1|DSUB
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC117899427|XP_034665316.1|DSUB
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC117897225|XP_034661834.1|DSUB
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC117895098|XP_034658386.1|DSUB
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC117895755|XP_034659518.1|DSUB
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC117895751|XP_034659512.1|DSUB
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC117896543|XP_034660817.1|DSUB
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC117898124|XP_034663206.1|DSUB
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC117902597|XP_034669998.1|DSUB
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC117890128|XP_034650706.1|DSUB
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC117897264|XP_034661880.1|DSUB
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC117903104|XP_034670813.1|DSUB
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC117896821|XP_034661215.1|DSUB
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC117897837|XP_034662792.1|DSUB
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC117896249|XP_034660299.1|DSUB
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC117903018|XP_034670647.1|DSUB, LOC117896299|XP_034660411.1|DSUB
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC117896178|XP_034660154.1|DSUB
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC117896908|XP_034661336.1|DSUB
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC117896348|XP_034660494.1|DSUB
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC117896188|XP_034660166.1|DSUB
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC117898273|XP_034663419.1|DSUB
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC117901502|XP_034668163.1|DSUB
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC117896427|XP_034660637.1|DSUB
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC117899306|XP_034665122.1|DSUB
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC117898740|XP_034664250.1|DSUB
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC117900517|XP_034666807.1|DSUB
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC117891338|XP_034652649.1|DSUB
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC117896319|XP_034660442.1|DSUB
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC117899740|XP_034665876.1|DSUB
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC117898155|XP_034663251.1|DSUB
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC117896529|XP_034660791.1|DSUB
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC117896555|XP_034660832.1|DSUB
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC117898964|XP_034664594.1|DSUB
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC117898246|XP_034663382.1|DSUB
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC117898081|XP_034663150.1|DSUB
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC117899194|XP_034664948.1|DSUB
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC117897367|XP_034662047.1|DSUB
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC117896024|XP_034659923.1|DSUB
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC117890488|XP_034651267.1|DSUB
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC117897387|XP_034662086.1|DSUB
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC117891947|XP_034653692.1|DSUB
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC117899015|XP_034664665.1|DSUB
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC117899366|XP_034665236.1|DSUB
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC117899183|XP_034664935.1|DSUB
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC117899138|XP_034664831.1|DSUB
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC117899037|XP_034664688.1|DSUB
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC117898663|XP_034664130.1|DSUB
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC117896888|XP_034661308.1|DSUB
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC117897265|XP_034661881.1|DSUB
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC117895082|XP_034658368.1|DSUB
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC117899116|XP_034664801.1|DSUB
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC117897605|XP_034662453.1|DSUB
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC117898491|XP_034663819.1|DSUB
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC117897292|XP_034661924.1|DSUB
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC117897555|XP_034662376.1|DSUB
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC117895993|XP_034659871.1|DSUB
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC117896286|XP_034660382.1|DSUB
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC117896298|XP_034660410.1|DSUB
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC117891705|XP_034653188.1|DSUB
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC117895965|XP_034659811.1|DSUB
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC117896602|XP_034660926.1|DSUB
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC117896557|XP_034660844.1|DSUB
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC117896493|XP_034660724.1|DSUB
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC117894431|XP_034657384.1|DSUB
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC117891219|XP_034652455.1|DSUB
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC117902935|XP_034670430.1|DSUB
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC117896253|XP_034660320.1|DSUB
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC117896775|XP_034661143.1|DSUB
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC117896951|XP_034661386.1|DSUB
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC117896695|XP_034661038.1|DSUB
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC117896694|XP_034661037.1|DSUB
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC117899546|XP_034665519.1|DSUB
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC117897038|XP_034661510.1|DSUB
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC117898438|XP_034663732.1|DSUB
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC117900674|XP_034667010.1|DSUB
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC117896049|XP_034659949.1|DSUB
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC117893076|XP_034655385.1|DSUB
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC117894787|XP_034657907.1|DSUB
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC117903665|XP_034671881.1|DSUB
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC117902014|XP_034668957.1|DSUB
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC117902958|XP_034670486.1|DSUB
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC117897869|XP_034662834.1|DSUB
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC117896265|XP_034660347.1|DSUB
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC117898258|XP_034663404.1|DSUB
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC117898961|XP_034664591.1|DSUB
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC117898959|XP_034664587.1|DSUB
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC117893916|XP_034656589.1|DSUB
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC117900632|XP_034666952.1|DSUB
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC117898321|XP_034663530.1|DSUB
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC117890398|XP_034651093.1|DSUB
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC117898057|XP_034663114.1|DSUB
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC117897478|XP_034662230.1|DSUB
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC117898026|XP_034663055.1|DSUB
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC117897855|XP_034662817.1|DSUB
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC117898535|XP_034663896.1|DSUB
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC117895781|XP_034659570.1|DSUB
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC117899477|XP_034665398.1|DSUB
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC117896406|XP_034660612.1|DSUB
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC117896579|XP_034660875.1|DSUB
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC117897336|XP_034661998.1|DSUB
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC117898204|XP_034663316.1|DSUB
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC117897993|XP_034663010.1|DSUB
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC117896302|XP_034660415.1|DSUB
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC117898243|XP_034663380.1|DSUB
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC117902235|XP_034669364.1|DSUB
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC117901994|XP_034668896.1|DSUB
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC117900217|XP_034666392.1|DSUB
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC117898436|XP_034663722.1|DSUB
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC117896201|XP_034660216.1|DSUB
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC117902960|XP_034670492.1|DSUB
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC117899686|XP_034665768.1|DSUB
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC117897328|XP_034661988.1|DSUB
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC117897636|XP_034662501.1|DSUB
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC117897018|XP_034661480.1|DSUB
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC117897321|XP_034661983.1|DSUB
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC117898051|XP_034663101.1|DSUB
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC117897539|XP_034662352.1|DSUB
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC117899517|XP_034665461.1|DSUB
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC117898059|XP_034663117.1|DSUB
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC117896184|XP_034660162.1|DSUB
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC117897628|XP_034662489.1|DSUB
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC117897246|XP_034661858.1|DSUB
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC117897558|XP_034662380.1|DSUB
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC117898166|XP_034663266.1|DSUB
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC117896985|XP_034661431.1|DSUB
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC117899572|XP_034665576.1|DSUB
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC117901466|XP_034668120.1|DSUB
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC117896376|XP_034660545.1|DSUB
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC117897271|XP_034661887.1|DSUB
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC117897550|XP_034662368.1|DSUB
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC117897631|XP_034662495.1|DSUB
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC117900469|XP_034666740.1|DSUB
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC117899118|XP_034664798.1|DSUB
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC117898429|XP_034663711.1|DSUB
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC117896166|XP_034660134.1|DSUB
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC117898787|XP_034664316.1|DSUB
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC117896780|XP_034661166.1|DSUB
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC117896174|XP_034660147.1|DSUB
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC117899082|XP_034664743.1|DSUB
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC117893950|XP_034656630.1|DSUB
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC117896367|XP_034660534.1|DSUB
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC117898561|XP_034663938.1|DSUB
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC117897944|XP_034662928.1|DSUB
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC117897854|XP_034662816.1|DSUB
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC117897977|XP_034662980.1|DSUB
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC117890507|XP_034651298.1|DSUB
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC117899528|XP_034665485.1|DSUB
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC117896802|XP_034661192.1|DSUB
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC117898630|XP_034664082.1|DSUB
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC117893737|XP_034656353.1|DSUB
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC117893110|XP_034655437.1|DSUB
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC117895664|XP_034659375.1|DSUB
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC117891195|XP_034652421.1|DSUB
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC117901465|XP_034668119.1|DSUB
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC117892576|XP_034654799.1|DSUB
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC117892242|XP_034654243.1|DSUB
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC117889873|XP_034650273.1|DSUB
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC117902380|XP_034669590.1|DSUB
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC117895715|XP_034659459.1|DSUB
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC117899789|XP_034665955.1|DSUB
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC117895293|XP_034658738.1|DSUB
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC117895671|XP_034659383.1|DSUB
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC117894452|XP_034657440.1|DSUB
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC117895339|XP_034658807.1|DSUB
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC117892412|XP_034654533.1|DSUB
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC117891896|XP_034653590.1|DSUB
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC117890188|XP_034650785.1|DSUB
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC117891280|XP_034652558.1|DSUB
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC117893393|XP_034655882.1|DSUB
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC117897039|XP_034661512.1|DSUB
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC117892721|XP_034655031.1|DSUB
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC117902937|XP_034670436.1|DSUB
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC117893911|XP_034656583.1|DSUB
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC117895439|XP_034658989.1|DSUB
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC117892734|XP_034655047.1|DSUB
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC117889760|XP_034650097.1|DSUB
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC117889761|XP_034650099.1|DSUB
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC117891676|XP_034653142.1|DSUB
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC117891847|XP_034653489.1|DSUB
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC117891548|XP_034652955.1|DSUB
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC117892446|XP_034654579.1|DSUB
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC117894039|XP_034656777.1|DSUB
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC117893908|XP_034656577.1|DSUB
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC117893623|XP_034656191.1|DSUB
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC117893857|XP_034656517.1|DSUB
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC117895846|XP_034659695.1|DSUB
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC117895817|XP_034659634.1|DSUB
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC117893912|XP_034656584.1|DSUB
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC117892600|XP_034654830.1|DSUB
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC117891699|XP_034653182.1|DSUB
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC117896239|XP_034660277.1|DSUB
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC117895043|XP_034658311.1|DSUB
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC117893992|XP_034656693.1|DSUB
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC117899547|XP_034665521.1|DSUB
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC117890345|XP_034651026.1|DSUB
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC117889766|XP_034650106.1|DSUB
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC117895587|XP_034659227.1|DSUB
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC117890948|XP_034651976.1|DSUB
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC117893050|XP_034655320.1|DSUB
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC117890034|XP_034650543.1|DSUB
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC117890124|XP_034650694.1|DSUB
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC117893024|XP_034655273.1|DSUB
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC117893404|XP_034655895.1|DSUB
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC117893568|XP_034656129.1|DSUB
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC117895502|XP_034659090.1|DSUB
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC117893294|XP_034655758.1|DSUB
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC117892083|XP_034653960.1|DSUB
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC117890313|XP_034650991.1|DSUB
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC117895276|XP_034658700.1|DSUB
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC117895442|XP_034658998.1|DSUB
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC117892349|XP_034654440.1|DSUB
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC117891277|XP_034652545.1|DSUB
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC117892968|XP_034655192.1|DSUB
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC117902916|XP_034670382.1|DSUB
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC117901620|XP_034668338.1|DSUB
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC117898301|XP_034663462.1|DSUB
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC117890664|XP_034651528.1|DSUB
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC117894365|XP_034657254.1|DSUB
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC117892982|XP_034655222.1|DSUB
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC117894463|XP_034657454.1|DSUB
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC117894128|XP_034656909.1|DSUB
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC117893298|XP_034655764.1|DSUB
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC117890212|XP_034650835.1|DSUB
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC117891066|XP_034652130.1|DSUB
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC117892408|XP_034654529.1|DSUB
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC117894968|XP_034658193.1|DSUB
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC117902695|XP_034670127.1|DSUB
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC117895640|XP_034659295.1|DSUB
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC117891312|XP_034652614.1|DSUB
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC117891210|XP_034652440.1|DSUB
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC117895808|XP_034659625.1|DSUB
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC117900310|XP_034666521.1|DSUB
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC117898493|XP_034663824.1|DSUB
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC117890367|XP_034651053.1|DSUB
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC117890589|XP_034651416.1|DSUB
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC117893792|XP_034656426.1|DSUB
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC117891784|XP_034653345.1|DSUB
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC117893924|XP_034656596.1|DSUB
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC117893726|XP_034656332.1|DSUB
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC117891526|XP_034652917.1|DSUB
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC117890425|XP_034651136.1|DSUB
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC117890101|XP_034650656.1|DSUB
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC117891620|XP_034653047.1|DSUB
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC117891839|XP_034653480.1|DSUB
