Orthogroup	CQUI.longest_only	DYAK.longest_only
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC6532530|XP_002093276.1|DYAK
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC6536286|XP_002096872.1|DYAK
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC6525194|XP_002101032.1|DYAK
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC6526321|XP_002087443.1|DYAK
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC6524810|XP_002100652.1|DYAK
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC6524774|XP_002100618.1|DYAK
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC6527244|XP_002088338.1|DYAK
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC6535432|XP_002096081.3|DYAK
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC6538204|XP_039231968.1|DYAK
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC6535122|XP_002095784.2|DYAK
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC6526522|XP_002087632.2|DYAK
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC6537957|XP_002098494.3|DYAK
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC6525781|XP_002101602.1|DYAK
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC120321926|XP_039232128.1|DYAK
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC6536508|XP_002097085.1|DYAK
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC6537876|XP_002098417.1|DYAK
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC6537723|XP_039231908.1|DYAK
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC6535430|XP_002096079.2|DYAK
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC6537027|XP_002097594.1|DYAK
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC6524150|XP_002100013.1|DYAK
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC6524149|XP_002100012.1|DYAK
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC6524287|XP_015045586.1|DYAK
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC6536429|XP_002097011.1|DYAK
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC6536434|XP_002097016.1|DYAK
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC6524815|XP_039229463.1|DYAK
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC6527012|XP_002088107.1|DYAK
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC6538456|XP_002098980.3|DYAK
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC6536831|XP_002097401.1|DYAK
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC6537285|XP_039231312.1|DYAK
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC6539048|XP_002099550.1|DYAK
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC6538241|XP_015048722.1|DYAK
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC6538245|XP_002098772.1|DYAK
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC6537562|XP_002098108.1|DYAK
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC6538791|XP_039232715.1|DYAK
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC6538792|XP_002099305.1|DYAK
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC6535642|XP_039231452.1|DYAK
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC6536213|XP_002096804.1|DYAK
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC6526833|XP_002087933.1|DYAK
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC6536910|XP_002097479.1|DYAK
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC6536440|XP_002097021.1|DYAK
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC6538051|XP_039231830.1|DYAK
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC6536299|XP_002096883.1|DYAK
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC6538047|XP_002098582.1|DYAK
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC26535920|XP_002097109.1|DYAK
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC6537915|XP_002098455.1|DYAK
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC6536150|XP_002096751.1|DYAK
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC6538098|XP_002098632.1|DYAK
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC6537942|XP_002098482.1|DYAK
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC6537947|XP_015048580.1|DYAK
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC6538582|XP_002099104.1|DYAK
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC6538247|XP_015048730.1|DYAK
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC6535857|XP_002096476.1|DYAK
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC6524912|XP_002100752.1|DYAK
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC6525586|XP_002101421.1|DYAK
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC6536530|XP_002097106.1|DYAK
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC6535271|XP_039231711.1|DYAK
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC6535890|XP_039232335.1|DYAK
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC6538805|XP_002099318.2|DYAK
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC6537907|XP_002098447.1|DYAK
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC6538671|XP_002099191.1|DYAK
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC6536406|XP_002096988.1|DYAK
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC6533415|XP_002094133.1|DYAK
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC6527016|XP_002088111.1|DYAK
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC6535996|XP_039231604.1|DYAK
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC6537646|XP_002098191.1|DYAK
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC6537319|XP_039232241.1|DYAK
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC6538343|XP_002098868.1|DYAK
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC6536980|XP_002097549.1|DYAK
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC6538768|XP_002099282.1|DYAK
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC26534737|XP_015049017.1|DYAK
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC6528224|XP_002089286.1|DYAK
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC6538778|XP_002099292.2|DYAK
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC6525980|XP_039228445.1|DYAK
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC6526713|XP_002087816.1|DYAK
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC6538937|XP_015049126.2|DYAK
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC6538800|XP_002099313.1|DYAK
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC6538063|XP_002098598.1|DYAK
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC6535607|XP_002096235.1|DYAK
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC6538342|XP_002098867.1|DYAK
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC6538251|XP_002098778.1|DYAK
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC6537894|XP_039231071.1|DYAK
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC6536834|XP_002097404.1|DYAK
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC6524659|XP_002100516.1|DYAK
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC6527045|XP_002088138.1|DYAK
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC6535630|XP_002096258.1|DYAK
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC6536485|XP_015047753.1|DYAK
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC6537441|XP_002097997.1|DYAK
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC6537668|XP_039232836.1|DYAK
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC6539059|XP_039232577.1|DYAK
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC6538132|XP_039232276.1|DYAK
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC6535278|XP_002095934.1|DYAK
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC6535279|XP_039232550.1|DYAK
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC6537929|XP_002098469.1|DYAK
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC6538652|XP_002099172.1|DYAK
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC6535608|XP_002096236.1|DYAK
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC6523744|XP_015046895.1|DYAK
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC6535637|XP_002096265.1|DYAK
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC6529022|XP_002090054.1|DYAK
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC6535358|XP_002096009.1|DYAK
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC6537379|XP_002097935.1|DYAK
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC6537380|XP_015048306.1|DYAK
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC6537377|XP_002097933.1|DYAK
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC6535824|XP_002096445.1|DYAK
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC6537687|XP_002098232.1|DYAK
OG0004751	LOC6033701|XP_001844124.2|CQUI	LOC6537190|XP_002097748.1|DYAK
OG0004752	LOC6033703|XP_001844126.1|CQUI	LOC6538329|XP_002098856.1|DYAK
OG0004753	LOC6033704|XP_001844127.2|CQUI	LOC6538637|XP_002099157.1|DYAK
OG0004754	LOC6033705|XP_001844128.1|CQUI	LOC6538202|XP_002098730.1|DYAK
OG0004755	LOC6033712|XP_038117221.1|CQUI	LOC6535811|XP_002096433.1|DYAK
OG0004756	LOC6033713|XP_001844134.2|CQUI	LOC6535810|XP_002096432.1|DYAK
OG0004757	LOC6033720|XP_038105297.1|CQUI	LOC6536896|XP_015047990.1|DYAK
OG0004758	LOC6039195|XP_038122528.1|CQUI	LOC6535500|XP_015047186.2|DYAK
OG0004759	LOC6039198|XP_038122984.1|CQUI	LOC6536178|XP_002096769.1|DYAK
OG0004760	LOC6039201|XP_038105092.1|CQUI	LOC6537325|XP_039231079.1|DYAK
OG0004761	LOC6039606|XP_038112004.1|CQUI	LOC6536662|XP_002097234.1|DYAK
OG0004762	LOC6038054|XP_038114918.1|CQUI	LOC6527070|XP_002088163.1|DYAK
OG0004763	LOC6038059|XP_038105125.1|CQUI	LOC6535557|XP_002096186.3|DYAK
OG0004764	LOC6040682|XP_038104175.1|CQUI	LOC6537352|XP_002097909.1|DYAK
OG0004765	LOC6040686|XP_038114839.1|CQUI	LOC6538667|XP_039231344.1|DYAK
OG0004766	LOC6037332|XP_038116156.1|CQUI	LOC6538683|XP_002099202.2|DYAK
OG0004767	LOC6037471|XP_001847378.2|CQUI	LOC6535295|XP_002095951.1|DYAK
OG0004768	LOC6032709|XP_038115999.1|CQUI	LOC6535297|XP_002095953.2|DYAK
OG0004769	LOC6035385|XP_038104454.1|CQUI	LOC6529264|XP_002090269.1|DYAK
OG0004770	LOC6035386|XP_001845587.1|CQUI	LOC6540275|XP_002087112.1|DYAK
OG0004771	LOC6035384|XP_001845585.2|CQUI	LOC6537964|XP_002098501.1|DYAK
OG0004772	LOC6036804|XP_001846798.1|CQUI	LOC6536210|XP_002096801.1|DYAK
OG0004773	LOC6035078|XP_001845313.2|CQUI	LOC6535841|XP_002096462.1|DYAK
OG0004774	LOC6035075|XP_038121003.1|CQUI	LOC6535844|XP_039232604.1|DYAK
OG0004775	LOC6035072|XP_038105378.1|CQUI	LOC6535625|XP_002096253.1|DYAK
OG0004776	LOC6035068|XP_038104827.1|CQUI	LOC6528358|XP_002089407.1|DYAK
OG0004777	LOC6035416|XP_001845609.1|CQUI	LOC6535224|XP_002095883.1|DYAK
OG0004778	LOC119765159|XP_038104412.1|CQUI	LOC6527560|XP_002088650.1|DYAK
OG0004779	LOC6035335|XP_038104406.1|CQUI	LOC6537935|XP_015048573.1|DYAK
OG0004780	LOC6035328|XP_001845545.1|CQUI	LOC6526680|XP_002087786.1|DYAK
OG0004781	LOC6047689|XP_038110351.1|CQUI	LOC6536841|XP_015047965.1|DYAK
OG0004782	LOC6035537|XP_038110801.1|CQUI	LOC6538798|XP_002099311.3|DYAK
OG0004783	LOC6046138|XP_038104914.1|CQUI	LOC6524704|XP_002100548.1|DYAK
OG0004784	LOC6042432|XP_038105717.1|CQUI	LOC6537598|XP_002098144.1|DYAK
OG0004785	LOC6040253|XP_001849692.2|CQUI	LOC6537580|XP_002098126.1|DYAK
OG0004786	LOC6040257|XP_001849694.1|CQUI	LOC6537578|XP_002098124.1|DYAK
OG0004787	LOC6040266|XP_038104916.1|CQUI	LOC6537576|XP_002098122.1|DYAK
OG0004788	LOC6040267|XP_001849700.1|CQUI	LOC6537575|XP_015048423.1|DYAK
OG0004789	LOC6040268|XP_038104574.1|CQUI	LOC6537574|XP_002098120.1|DYAK
OG0004790	LOC6039077|XP_001848750.1|CQUI	LOC6538391|XP_002098915.3|DYAK
OG0004791	LOC119771181|XP_038122656.1|CQUI	LOC6539008|XP_002099510.1|DYAK
OG0004792	LOC6040663|XP_038105179.1|CQUI	LOC6535644|XP_002096272.1|DYAK
OG0004793	LOC6040662|XP_038104480.1|CQUI	LOC6537998|XP_002098533.2|DYAK
OG0004794	LOC6047061|XP_038122922.1|CQUI	LOC6536990|XP_002097559.1|DYAK
OG0004796	LOC6040872|XP_038105237.1|CQUI	LOC6536866|XP_002097435.1|DYAK
OG0004797	LOC6040880|XP_038105232.1|CQUI	LOC6537643|XP_039231847.1|DYAK
OG0004798	LOC6040882|XP_001850211.2|CQUI	LOC6538087|XP_002098621.1|DYAK
OG0004799	LOC6040692|XP_038111505.1|CQUI	LOC6536158|XP_002096758.1|DYAK
OG0004800	LOC6037510|XP_001847416.1|CQUI	LOC6537362|XP_002097919.1|DYAK
OG0004801	LOC6045592|XP_038105796.1|CQUI	LOC6538563|XP_002099085.1|DYAK
OG0004803	LOC6033723|XP_038105889.1|CQUI	LOC6538158|XP_002098692.2|DYAK
OG0004804	LOC6035052|XP_038104560.1|CQUI	LOC6535298|XP_039232793.1|DYAK
OG0004805	LOC6038022|XP_038105589.1|CQUI	LOC6536363|XP_002096945.1|DYAK
OG0004806	LOC6038033|XP_038123004.1|CQUI	LOC6524591|XP_002100448.1|DYAK
OG0004807	LOC6039897|XP_001849395.1|CQUI	LOC6538597|XP_002099119.2|DYAK
OG0004808	LOC6035066|XP_038104556.1|CQUI	LOC6536465|XP_002097046.1|DYAK
OG0004809	LOC6042403|XP_001851528.1|CQUI	LOC6535852|XP_002096471.2|DYAK
OG0004810	LOC6042402|XP_038123005.1|CQUI	LOC6535846|XP_002096467.2|DYAK
OG0004811	LOC6042397|XP_038108448.1|CQUI	LOC6539739|XP_015045005.1|DYAK
OG0004812	LOC6042392|XP_038112150.1|CQUI	LOC6536360|XP_039232487.1|DYAK
OG0004813	LOC6036810|XP_038104805.1|CQUI	LOC6537956|XP_002098493.1|DYAK
OG0004815	LOC6032039|XP_038105440.1|CQUI	LOC6524005|XP_002099877.2|DYAK
OG0004816	LOC6032045|XP_001842711.2|CQUI	LOC6525277|XP_002101113.1|DYAK
OG0004817	LOC6032046|XP_001842712.2|CQUI	LOC6525279|XP_002101115.2|DYAK
OG0004818	LOC6032061|XP_001842727.1|CQUI	LOC6536207|XP_002096798.1|DYAK
OG0004819	LOC6032069|XP_001842735.1|CQUI	LOC6537839|XP_002098380.1|DYAK
OG0004820	LOC6032070|XP_001842736.2|CQUI	LOC6536468|XP_002097049.1|DYAK
OG0004821	LOC6032072|XP_038115655.1|CQUI	LOC6537967|XP_002098504.2|DYAK
OG0004822	LOC6032080|XP_038104760.1|CQUI	LOC6537316|XP_002097873.1|DYAK
OG0004823	LOC6032083|XP_001842749.1|CQUI	LOC6536993|XP_002097562.2|DYAK
OG0004824	LOC6032084|XP_001842750.2|CQUI	LOC6536994|XP_002097563.1|DYAK
OG0004825	LOC6032099|XP_001842764.2|CQUI	LOC6523742|XP_002099617.1|DYAK
OG0004826	LOC6035186|XP_001845416.2|CQUI	LOC6537547|XP_002098093.1|DYAK
OG0004827	LOC6035188|XP_038105070.1|CQUI	LOC6535276|XP_002095932.1|DYAK
OG0004828	LOC6035191|XP_001845421.1|CQUI	LOC6537937|XP_002098477.1|DYAK
OG0004829	LOC6037399|XP_001847318.2|CQUI	LOC6538772|XP_002099286.1|DYAK
OG0004833	LOC6033922|XP_038105632.1|CQUI	LOC6537480|XP_002098036.1|DYAK
OG0004834	LOC6036795|XP_001846789.1|CQUI	LOC6537927|XP_002098467.1|DYAK
OG0004835	LOC6036793|XP_001846787.2|CQUI	LOC6537924|XP_002098464.1|DYAK
OG0004836	LOC6040910|XP_038122904.1|CQUI	LOC6537864|XP_002098405.1|DYAK
OG0004837	LOC6040912|XP_001850240.1|CQUI	LOC6534750|XP_002095425.2|DYAK
OG0004838	LOC6040929|XP_001850257.2|CQUI	LOC6536550|XP_015047827.1|DYAK
OG0004839	LOC6040928|XP_038123034.1|CQUI	LOC6536548|XP_015047826.1|DYAK
OG0004840	LOC6035404|XP_001845598.2|CQUI	LOC6538736|XP_002099251.1|DYAK
OG0004841	LOC6037352|XP_001847275.2|CQUI	LOC6528282|XP_002089335.1|DYAK
OG0004842	LOC6037342|XP_001847266.2|CQUI	LOC6538056|XP_002098591.1|DYAK
OG0004844	LOC6033964|XP_001844352.1|CQUI	LOC6527439|XP_002088531.2|DYAK
OG0004845	LOC6033967|XP_038104318.1|CQUI	LOC6535376|XP_002096026.1|DYAK
OG0004846	LOC6045714|XP_001863022.2|CQUI	LOC6526725|XP_002087828.1|DYAK
OG0004847	LOC6032647|XP_001843214.2|CQUI	LOC6526724|XP_002087827.1|DYAK
OG0004850	LOC6053351|XP_038115052.1|CQUI	LOC6536119|XP_039231245.1|DYAK
OG0004851	LOC6032009|XP_001842677.2|CQUI	LOC6536120|XP_002096728.1|DYAK
OG0004852	LOC6032101|XP_038122533.1|CQUI	LOC6536137|XP_015047583.1|DYAK
OG0004853	LOC6032797|XP_038117362.1|CQUI	LOC6530651|XP_002091549.3|DYAK
OG0004854	LOC6032828|XP_001843366.2|CQUI	LOC6533850|XP_039230761.1|DYAK
OG0004855	LOC6032837|XP_001843371.2|CQUI	LOC26536306|XP_015050225.1|DYAK
OG0004856	LOC6032889|XP_038115758.1|CQUI	LOC6533364|XP_039229630.1|DYAK
OG0004857	LOC6049345|XP_038121996.1|CQUI	LOC6532473|XP_002093220.2|DYAK
OG0004858	LOC6031074|XP_038117926.1|CQUI	LOC6533371|XP_039229626.1|DYAK
OG0004859	LOC6031066|XP_038121782.1|CQUI	LOC6533373|XP_002094098.1|DYAK
OG0004860	LOC6031076|XP_001841927.1|CQUI	LOC6533496|XP_002094207.1|DYAK
OG0004861	LOC6031081|XP_038114947.1|CQUI	LOC6533533|XP_015050112.1|DYAK
OG0004862	LOC6031090|XP_038114567.1|CQUI	LOC6533542|XP_039229889.1|DYAK
OG0004863	LOC6038677|XP_038116442.1|CQUI	LOC6533100|XP_002093826.2|DYAK
OG0004864	LOC6038678|XP_038119126.1|CQUI	LOC6532955|XP_002093690.1|DYAK
OG0004865	LOC6038680|XP_001848435.1|CQUI	LOC6538213|XP_002098740.1|DYAK
OG0004866	LOC6042793|XP_038116607.1|CQUI	LOC6533288|XP_002094014.1|DYAK
OG0004867	LOC6042378|XP_038113412.1|CQUI	LOC6530224|XP_039229146.1|DYAK
OG0004868	LOC6042789|XP_001870794.1|CQUI	LOC6529086|XP_002090099.1|DYAK
OG0004869	LOC6042795|XP_001870798.1|CQUI	LOC6528305|XP_002089358.1|DYAK
OG0004870	LOC6042810|XP_001870808.1|CQUI	LOC6528310|XP_015054435.1|DYAK
OG0004871	LOC6042816|XP_001870814.2|CQUI	LOC6532069|XP_002092846.1|DYAK
OG0004872	LOC6047865|XP_001864864.1|CQUI	LOC6532150|XP_002092926.1|DYAK
OG0004873	LOC6041056|XP_001850367.2|CQUI	LOC6527690|XP_002088774.1|DYAK
OG0004874	LOC6041052|XP_001850363.2|CQUI	LOC6538452|XP_002098976.1|DYAK
OG0004875	LOC6041042|XP_038121931.1|CQUI	LOC6525853|XP_039233355.1|DYAK
OG0004876	LOC119769880|XP_038119587.1|CQUI	LOC6523841|XP_002099714.1|DYAK
OG0004877	LOC6041025|XP_038122387.1|CQUI	LOC6533779|XP_002094482.1|DYAK
OG0004878	LOC6031108|XP_038120035.1|CQUI	LOC6528465|XP_002089511.1|DYAK
OG0004879	LOC6031116|XP_038118149.1|CQUI	LOC6531987|XP_015051655.1|DYAK
OG0004880	LOC6031119|XP_001841964.1|CQUI	LOC6534642|XP_002095317.1|DYAK
OG0004881	LOC6031120|XP_001841965.2|CQUI	LOC6533208|XP_002093934.1|DYAK
OG0004882	LOC6031127|XP_038121858.1|CQUI	LOC6533284|XP_015049887.1|DYAK
OG0004883	LOC6031128|XP_038121855.1|CQUI	LOC6533441|XP_002094152.2|DYAK
OG0004884	LOC6031153|XP_038122195.1|CQUI	LOC6531559|XP_039229252.1|DYAK
OG0004885	LOC6031160|XP_038122027.1|CQUI	LOC6530056|XP_002091002.1|DYAK
OG0004886	LOC6031164|XP_001842007.1|CQUI	LOC6531493|XP_002092292.1|DYAK
OG0004887	LOC6031165|XP_038121190.1|CQUI	LOC6531115|XP_002091949.1|DYAK
OG0004888	LOC6031166|XP_038114576.1|CQUI	LOC6531015|XP_039229065.1|DYAK
OG0004889	LOC6030975|XP_001841829.2|CQUI	LOC6528838|XP_015054077.1|DYAK
OG0004890	LOC6030973|XP_038121809.1|CQUI	LOC6531553|XP_002092351.1|DYAK
OG0004891	LOC6030968|XP_038121630.1|CQUI	LOC6524545|XP_002100402.1|DYAK
OG0004892	LOC6031064|XP_038119798.1|CQUI	LOC6531069|XP_039227996.1|DYAK
OG0004893	LOC6043930|XP_001861513.1|CQUI	LOC6531276|XP_002092085.1|DYAK
OG0004894	LOC6043927|XP_001861510.2|CQUI	LOC6530030|XP_002090976.2|DYAK
OG0004895	LOC6045536|XP_001862891.2|CQUI	LOC6531843|XP_002092630.1|DYAK
OG0004896	LOC6051435|XP_038120460.1|CQUI	LOC6531030|XP_015052796.1|DYAK
OG0004897	LOC6041058|XP_038117480.1|CQUI	LOC6531028|XP_039228973.1|DYAK
OG0004898	LOC6041018|XP_038114929.1|CQUI	LOC6528869|XP_015054087.1|DYAK
OG0004899	LOC6031099|XP_038121429.1|CQUI	LOC6529326|XP_002090331.3|DYAK
OG0004900	LOC6054043|XP_038116191.1|CQUI	LOC6528863|XP_002089895.1|DYAK
OG0004901	LOC6043919|XP_001861504.2|CQUI	LOC6528864|XP_002089896.1|DYAK
OG0004902	LOC6043923|XP_038118580.1|CQUI	LOC6532460|XP_002093207.1|DYAK
OG0004903	LOC6052661|XP_038118295.1|CQUI	LOC6531590|XP_002092388.1|DYAK
OG0004904	LOC6046849|XP_001863984.1|CQUI	LOC6538794|XP_002099307.1|DYAK
OG0004905	LOC6046852|XP_038118359.1|CQUI	LOC6528482|XP_039226283.1|DYAK
OG0004906	LOC6030986|XP_001841839.2|CQUI	LOC6532574|XP_002093318.1|DYAK
OG0004907	LOC6040644|XP_001850009.2|CQUI	LOC6533286|XP_002094012.1|DYAK
OG0004908	LOC6043377|XP_038116517.1|CQUI	LOC6534718|XP_002095393.1|DYAK
OG0004909	LOC6049586|XP_038115882.1|CQUI	LOC6534728|XP_039230000.1|DYAK
OG0004910	LOC6039568|XP_001849162.2|CQUI	LOC6534732|XP_002095407.2|DYAK
OG0004911	LOC6039557|XP_038118886.1|CQUI	LOC6532820|XP_002093557.1|DYAK
OG0004912	LOC6053801|XP_038120512.1|CQUI	LOC6532575|XP_002093319.1|DYAK
OG0004913	LOC6052188|XP_001868490.1|CQUI	LOC6530765|XP_002091653.1|DYAK
OG0004914	LOC6043324|XP_038116587.1|CQUI	LOC6530758|XP_002091648.2|DYAK
OG0004915	LOC6043331|XP_001858490.1|CQUI	LOC6532065|XP_002092842.1|DYAK
OG0004916	LOC6043338|XP_038118846.1|CQUI	LOC6531391|XP_002092194.1|DYAK
OG0004917	LOC6053707|XP_001867574.2|CQUI	LOC6532564|XP_002093309.2|DYAK
OG0004918	LOC6053706|XP_038117721.1|CQUI	LOC6532566|XP_002093311.1|DYAK
OG0004919	LOC6053382|XP_038119032.1|CQUI	LOC6539024|XP_039232846.1|DYAK
OG0004920	LOC6050541|XP_038120184.1|CQUI	LOC6539713|XP_002086598.1|DYAK
OG0004921	LOC6047306|XP_038116264.1|CQUI	LOC6533309|XP_039230307.1|DYAK
OG0004922	LOC6043699|XP_038117260.1|CQUI	LOC6532689|XP_002093433.2|DYAK
OG0004923	LOC6047329|XP_001864405.2|CQUI	LOC6532949|XP_002093684.1|DYAK
OG0004924	LOC6049786|XP_001866493.2|CQUI	LOC6533176|XP_002093902.1|DYAK
OG0004925	LOC6054018|XP_038121726.1|CQUI	LOC6532314|XP_002093074.1|DYAK
OG0004926	LOC6050503|XP_038119835.1|CQUI	LOC6533223|XP_002093949.1|DYAK
OG0004927	LOC6040746|XP_038119907.1|CQUI	LOC6532609|XP_015049463.1|DYAK
OG0004928	LOC6035292|XP_038117794.1|CQUI	LOC6530994|XP_015051763.1|DYAK
OG0004929	LOC6035309|XP_038118096.1|CQUI	LOC6532228|XP_015049252.1|DYAK
OG0004930	LOC6041606|XP_038119499.1|CQUI	LOC6530217|XP_002091155.2|DYAK
OG0004931	LOC6049358|XP_001866123.2|CQUI	LOC6530768|XP_002091656.1|DYAK
OG0004932	LOC6049348|XP_001866127.2|CQUI	LOC6532198|XP_002092972.2|DYAK
OG0004933	LOC6049349|XP_001866128.1|CQUI	LOC6531386|XP_002092189.1|DYAK
OG0004934	LOC6049350|XP_001866129.2|CQUI	LOC6531943|XP_002092729.1|DYAK
OG0004935	LOC6047852|XP_001864855.2|CQUI	LOC6531085|XP_002091919.1|DYAK
OG0004936	LOC6030990|XP_038115490.1|CQUI	LOC6532986|XP_002093721.1|DYAK
OG0004937	LOC6030983|XP_001841836.2|CQUI	LOC6533178|XP_039230611.1|DYAK
OG0004938	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI	LOC6533357|XP_002094082.1|DYAK
OG0004939	LOC6031030|XP_038120410.1|CQUI	LOC6539440|XP_039230705.1|DYAK
OG0004940	LOC6031035|XP_038117384.1|CQUI	LOC6539435|XP_039230702.1|DYAK
OG0004941	LOC6031042|XP_038114824.1|CQUI	LOC6535104|XP_015051003.2|DYAK
OG0004942	LOC6031047|XP_038117859.1|CQUI	LOC6533074|XP_002093806.1|DYAK
OG0004943	LOC6031049|XP_001841898.1|CQUI	LOC6532731|XP_002093473.1|DYAK
OG0004944	LOC6031063|XP_038122012.1|CQUI	LOC6533483|XP_002094194.2|DYAK
