Orthogroup	CQUI.longest_only	DBIA.longest_only
OG0003257	LOC6041677|XP_038105501.1|CQUI	LOC108023354|XP_016948189.1|DBIA
OG0003258	LOC6038174|XP_001848005.2|CQUI	LOC108027591|XP_016954598.1|DBIA
OG0003259	LOC6038186|XP_038111880.1|CQUI	LOC108028903|XP_016956411.1|DBIA
OG0003260	LOC6044325|XP_038104013.1|CQUI	LOC108025895|XP_016952066.1|DBIA
OG0003261	LOC6046427|XP_038112658.1|CQUI	LOC108024947|XP_016950663.1|DBIA
OG0003262	LOC6051950|XP_038105187.1|CQUI	LOC108031846|XP_016961086.1|DBIA
OG0003263	LOC6041764|XP_038116872.1|CQUI	LOC108023390|XP_016948300.1|DBIA
OG0003264	LOC6035158|XP_038122479.1|CQUI	LOC108028889|XP_016956395.1|DBIA
OG0003265	LOC6053092|XP_038104064.1|CQUI	LOC108032660|XP_016962110.1|DBIA
OG0003266	LOC6048965|XP_038114332.1|CQUI	LOC108027300|XP_016954185.1|DBIA
OG0003267	LOC6045731|XP_038120606.1|CQUI	LOC108035816|XP_016967053.1|DBIA
OG0003268	LOC6042708|XP_038115333.1|CQUI	LOC108024557|XP_016950028.1|DBIA
OG0003269	LOC6042707|XP_001870724.1|CQUI	LOC108025339|XP_016951260.1|DBIA
OG0003270	LOC6042705|XP_038112950.1|CQUI	LOC108035593|XP_016966753.1|DBIA
OG0003271	LOC6048855|XP_038122756.1|CQUI	LOC108035999|XP_016967370.1|DBIA
OG0003272	LOC6045821|XP_038110841.1|CQUI	LOC108035788|XP_016967013.1|DBIA
OG0003273	LOC6042713|XP_001870730.2|CQUI	LOC108029574|XP_016957424.1|DBIA
OG0003274	LOC6037929|XP_038104602.1|CQUI	LOC108023345|XP_016948174.1|DBIA
OG0003275	LOC6047967|XP_038105614.1|CQUI	LOC108033052|XP_016962668.1|DBIA
OG0003276	LOC6044976|XP_001862398.2|CQUI	LOC108024148|XP_016949442.1|DBIA
OG0003277	LOC6047047|XP_038104678.1|CQUI	LOC108036296|XP_016967796.1|DBIA
OG0003278	LOC6043390|XP_038104515.1|CQUI	LOC108025385|XP_016951347.1|DBIA
OG0003279	LOC6043402|XP_038104861.1|CQUI	LOC108023572|XP_016948654.1|DBIA
OG0003281	LOC6051867|XP_038122487.1|CQUI	LOC108032094|XP_016961410.1|DBIA
OG0003282	LOC6046910|XP_038104714.1|CQUI	LOC108023525|XP_016948568.1|DBIA
OG0003283	LOC6049215|XP_038104174.1|CQUI	LOC108032809|XP_016962311.1|DBIA
OG0003284	LOC6045227|XP_001862603.1|CQUI	LOC108022021|XP_016946354.1|DBIA
OG0003285	LOC6040443|XP_001849833.1|CQUI	LOC108025222|XP_016951058.1|DBIA
OG0003286	LOC6040797|XP_038122603.1|CQUI	LOC108025215|XP_016951051.1|DBIA
OG0003287	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI	LOC108035087|XP_016965994.1|DBIA
OG0003289	LOC119765512|XP_038105437.1|CQUI	LOC108026745|XP_016953357.1|DBIA
OG0003290	LOC6051120|XP_001867604.2|CQUI	LOC108024981|XP_016950718.1|DBIA
OG0003291	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI	LOC108028461|XP_016955806.1|DBIA
OG0003292	LOC6052272|XP_038104143.1|CQUI	LOC108026356|XP_016952755.1|DBIA
OG0003293	LOC6044374|XP_038104790.1|CQUI	LOC108023595|XP_016948689.1|DBIA
OG0003294	LOC6045679|XP_038122680.1|CQUI	LOC108022986|XP_016947701.1|DBIA
OG0003295	LOC6047712|XP_038105249.1|CQUI	LOC108028883|XP_016956388.1|DBIA
OG0003296	LOC119769394|XP_038117487.1|CQUI	LOC108024500|XP_016949931.1|DBIA
OG0003297	LOC6053528|XP_038104050.1|CQUI	LOC108031594|XP_016960655.1|DBIA
OG0003298	LOC6044791|XP_038104898.1|CQUI	LOC108023623|XP_016948722.1|DBIA
OG0003299	LOC6051621|XP_038123026.1|CQUI	LOC108024726|XP_016950309.1|DBIA
OG0003300	LOC6052939|XP_038105716.1|CQUI	LOC108031589|XP_016960647.1|DBIA
OG0003301	LOC6034320|XP_001844653.2|CQUI	LOC108022684|XP_016947243.1|DBIA
OG0003302	LOC119769388|XP_038117434.1|CQUI	LOC108025765|XP_016951848.1|DBIA
OG0003303	LOC6048458|XP_001865376.2|CQUI	LOC108023082|XP_016947822.1|DBIA
OG0003304	LOC6035163|XP_038105726.1|CQUI	LOC108024528|XP_016949983.1|DBIA
OG0003305	LOC6040796|XP_038107449.1|CQUI	LOC108024165|XP_016949468.1|DBIA
OG0003306	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI	LOC108029906|XP_016957886.1|DBIA
OG0003307	LOC6041286|XP_038118761.1|CQUI	LOC108025891|XP_016952060.1|DBIA
OG0003308	LOC6041274|XP_038111355.1|CQUI	LOC108029156|XP_016956784.1|DBIA
OG0003309	LOC6046401|XP_038104328.1|CQUI	LOC108027556|XP_016954509.1|DBIA
OG0003310	LOC6049179|XP_001865984.2|CQUI	LOC108023922|XP_016949096.1|DBIA
OG0003311	LOC6040799|XP_001850138.2|CQUI	LOC108024414|XP_016949818.1|DBIA
OG0003312	LOC6038455|XP_001848252.2|CQUI	LOC108024697|XP_016950264.1|DBIA
OG0003313	LOC119770166|XP_038120773.1|CQUI	LOC108023773|XP_016948906.1|DBIA
OG0003314	LOC119769656|XP_038119124.1|CQUI	LOC108026871|XP_016953548.1|DBIA
OG0003315	LOC6045637|XP_038104047.1|CQUI	LOC108024025|XP_016949277.1|DBIA
OG0003316	LOC6046923|XP_038104731.1|CQUI	LOC108025409|XP_016951377.1|DBIA
OG0003318	LOC6046383|XP_038121783.1|CQUI	LOC108031398|XP_016960254.1|DBIA
OG0003319	LOC6050261|XP_038117527.1|CQUI	LOC108024945|XP_016950655.1|DBIA
OG0003320	LOC6050925|XP_038107496.1|CQUI	LOC108025358|XP_016951307.1|DBIA
OG0003321	LOC6050923|XP_038104096.1|CQUI	LOC108025217|XP_016951054.1|DBIA
OG0003322	LOC6050928|XP_001867444.2|CQUI	LOC108025219|XP_016951055.1|DBIA
OG0003323	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI	LOC108023724|XP_016948849.1|DBIA
OG0003324	LOC6044766|XP_038105505.1|CQUI	LOC108023520|XP_016948556.1|DBIA
OG0003325	LOC6054667|XP_038122729.1|CQUI	LOC108032058|XP_016961362.1|DBIA, LOC108027423|XP_016954360.1|DBIA
OG0003326	LOC6052313|XP_001868606.2|CQUI	LOC108033002|XP_016962616.1|DBIA
OG0003327	LOC6054823|XP_038117070.1|CQUI	LOC108035976|XP_016967287.1|DBIA
OG0003328	LOC6045240|XP_038105004.1|CQUI	LOC108023653|XP_016948762.1|DBIA
OG0003329	LOC6045236|XP_038104816.1|CQUI	LOC108031458|XP_016960383.1|DBIA
OG0003330	LOC6049097|XP_001865912.2|CQUI	LOC108034922|XP_016965667.1|DBIA
OG0003331	LOC6039046|XP_038105147.1|CQUI	LOC108033185|XP_016962916.1|DBIA
OG0003332	LOC6045134|XP_001862536.1|CQUI	LOC108025827|XP_016951971.1|DBIA
OG0003333	LOC6046168|XP_038108595.1|CQUI	LOC108025275|XP_016951129.1|DBIA
OG0003334	LOC6053762|XP_038105116.1|CQUI	LOC108027037|XP_016953726.1|DBIA
OG0003335	LOC6053764|XP_038105798.1|CQUI	LOC108024756|XP_016950354.1|DBIA
OG0003336	LOC6049475|XP_038104934.1|CQUI	LOC108031568|XP_016960615.1|DBIA
OG0003337	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI	LOC108026328|XP_016952711.1|DBIA
OG0003338	LOC6038468|XP_001848265.2|CQUI	LOC108023587|XP_016948678.1|DBIA
OG0003339	LOC6042693|XP_038104736.1|CQUI	LOC108026353|XP_016952749.1|DBIA
OG0003340	LOC6042694|XP_038104608.1|CQUI	LOC108026042|XP_016952225.1|DBIA
OG0003341	LOC6042505|XP_001851719.2|CQUI	LOC108023491|XP_016948508.1|DBIA
OG0003342	LOC6042500|XP_001851692.2|CQUI	LOC108023552|XP_016948618.1|DBIA
OG0003343	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI	LOC108025725|XP_016951781.1|DBIA
OG0003344	LOC6046229|XP_038115211.1|CQUI	LOC108032591|XP_016961992.1|DBIA
OG0003345	LOC119767346|XP_038111667.1|CQUI	LOC108027589|XP_016954596.1|DBIA
OG0003346	LOC6045625|XP_001862961.2|CQUI	LOC108024180|XP_016949498.1|DBIA
OG0003347	LOC6054237|XP_038111943.1|CQUI	LOC108023550|XP_016948619.1|DBIA
OG0003348	LOC6045000|XP_038104115.1|CQUI	LOC108024583|XP_016950076.1|DBIA
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC108035547|XP_016966705.1|DBIA
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC108031693|XP_016960838.1|DBIA
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC108023594|XP_016948686.1|DBIA
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC108025412|XP_016951383.1|DBIA
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC108025310|XP_016951200.1|DBIA
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC108035776|XP_016966974.1|DBIA
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC108023958|XP_016949152.1|DBIA
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC108026621|XP_016953122.1|DBIA, LOC108036210|XP_016967694.1|DBIA
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC108033451|XP_016963272.1|DBIA
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC108033152|XP_016962867.1|DBIA
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC108026086|XP_016952277.1|DBIA
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC108026622|XP_016953123.1|DBIA
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC108023874|XP_016949043.1|DBIA
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC108031810|XP_016961022.1|DBIA
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC108024777|XP_016950382.1|DBIA
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC108032914|XP_016962467.1|DBIA
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC108028499|XP_016955863.1|DBIA
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC108035929|XP_016967208.1|DBIA
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC108035927|XP_016967205.1|DBIA
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC108027315|XP_016954203.1|DBIA
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC108031093|XP_016959789.1|DBIA
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC108025913|XP_016952087.1|DBIA
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC108030315|XP_016958643.1|DBIA
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC108025440|XP_016951424.1|DBIA
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC108031443|XP_016960403.1|DBIA
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC108024544|XP_016950001.1|DBIA
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC108025524|XP_016951538.1|DBIA
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC108025202|XP_016951014.1|DBIA
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC108024359|XP_016949752.1|DBIA
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC108031634|XP_016960730.1|DBIA
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC108031287|XP_016960019.1|DBIA
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC108033307|XP_016963069.1|DBIA
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC108024615|XP_016950130.1|DBIA
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC108032047|XP_016961349.1|DBIA
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC108029261|XP_016956946.1|DBIA
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC108031726|XP_016960885.1|DBIA
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC108031774|XP_016960972.1|DBIA
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC108024623|XP_016950150.1|DBIA
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC108033191|XP_016962923.1|DBIA
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC108022185|XP_016946526.1|DBIA
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC108031117|XP_016959817.1|DBIA
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC108023344|XP_016948178.1|DBIA
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC108026294|XP_016952649.1|DBIA
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC108027036|XP_016953725.1|DBIA
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC108027045|XP_016953735.1|DBIA
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC108024625|XP_016950153.1|DBIA
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC108032177|XP_016961520.1|DBIA
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC108026009|XP_016952189.1|DBIA
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC108026262|XP_016952608.1|DBIA
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC108031378|XP_016960213.1|DBIA
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC108031341|XP_016960094.1|DBIA
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC108022762|XP_016947356.1|DBIA
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC108031507|XP_016960505.1|DBIA
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC108036664|XP_016968435.1|DBIA
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC108024565|XP_016950049.1|DBIA
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC108024372|XP_016949764.1|DBIA
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC108031987|XP_016961271.1|DBIA
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC108031724|XP_016960882.1|DBIA
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC108031817|XP_016961033.1|DBIA
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC108024379|XP_016949772.1|DBIA
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC108025478|XP_016951480.1|DBIA
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC108024938|XP_016950628.1|DBIA
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC108034541|XP_016964956.1|DBIA
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC108025927|XP_016952109.1|DBIA
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC108027410|XP_016954338.1|DBIA
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC108024527|XP_016949981.1|DBIA
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC108031662|XP_016960787.1|DBIA
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC108027352|XP_016954260.1|DBIA
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC108027250|XP_016954093.1|DBIA
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC108026317|XP_016952694.1|DBIA
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC108026297|XP_016952667.1|DBIA
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC108022670|XP_016947230.1|DBIA
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC108026241|XP_016952567.1|DBIA
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC108031262|XP_016959990.1|DBIA
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC108031386|XP_016960239.1|DBIA
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC108032121|XP_016961443.1|DBIA
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC108028028|XP_016955154.1|DBIA
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC108022470|XP_016946909.1|DBIA
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC108024914|XP_016950600.1|DBIA
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC108032905|XP_016962447.1|DBIA
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC108026315|XP_016952691.1|DBIA
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC108025350|XP_016951299.1|DBIA
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC108027308|XP_016954191.1|DBIA
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC108027307|XP_016954189.1|DBIA
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC108027338|XP_016954241.1|DBIA
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC108026463|XP_016952893.1|DBIA
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC108023859|XP_016948996.1|DBIA
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC108032470|XP_016961782.1|DBIA
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC108031260|XP_016959987.1|DBIA
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC108035296|XP_016966353.1|DBIA
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC108028803|XP_016956275.1|DBIA
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC108023407|XP_016948354.1|DBIA
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC108025815|XP_016951952.1|DBIA
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC108035667|XP_016966867.1|DBIA
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC108024991|XP_016950734.1|DBIA
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC108031460|XP_016960388.1|DBIA
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC108026445|XP_016952871.1|DBIA
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC108027333|XP_016954234.1|DBIA
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC108027379|XP_016954299.1|DBIA
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC108028091|XP_016955224.1|DBIA
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC108027894|XP_016955001.1|DBIA
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC108031971|XP_016961254.1|DBIA
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC108026753|XP_016953371.1|DBIA
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC108032936|XP_016962497.1|DBIA
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC108025500|XP_016951505.1|DBIA
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC108025332|XP_016951249.1|DBIA
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC108031780|XP_016960983.1|DBIA
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC108027217|XP_016954033.1|DBIA
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC108034487|XP_016964881.1|DBIA
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC108031823|XP_016961042.1|DBIA
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC108024731|XP_016950317.1|DBIA
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC108031462|XP_016960390.1|DBIA
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC108031962|XP_016961240.1|DBIA
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC108024598|XP_016950098.1|DBIA
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC108023894|XP_016949068.1|DBIA
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC108025451|XP_016951440.1|DBIA
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC108032143|XP_016961469.1|DBIA
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC108033760|XP_016963821.1|DBIA
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC108034466|XP_016964842.1|DBIA
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC108033855|XP_016963979.1|DBIA
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC108031527|XP_016960544.1|DBIA
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC108031613|XP_016960697.1|DBIA
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC108036029|XP_016967457.1|DBIA
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC108031740|XP_016960924.1|DBIA
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC108031689|XP_016960827.1|DBIA
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC108031099|XP_016959798.1|DBIA
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC108027068|XP_016953768.1|DBIA
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC108027087|XP_016953792.1|DBIA
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC108027442|XP_016954380.1|DBIA
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC108027152|XP_016953862.1|DBIA
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC108032142|XP_016961467.1|DBIA
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC108026466|XP_016952896.1|DBIA
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC108024672|XP_016950229.1|DBIA
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC108031605|XP_016960675.1|DBIA
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC108031885|XP_016961138.1|DBIA
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC108024824|XP_016950442.1|DBIA
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC108024736|XP_016950321.1|DBIA
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC108032196|XP_016961540.1|DBIA
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC108024963|XP_016950690.1|DBIA
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC108034164|XP_016964459.1|DBIA
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC108031328|XP_016960068.1|DBIA
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC108031967|XP_016961245.1|DBIA
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC108024078|XP_016949342.1|DBIA
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC108031882|XP_016961136.1|DBIA
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC108033399|XP_016963208.1|DBIA
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC108032180|XP_016961524.1|DBIA
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC108032053|XP_016961357.1|DBIA
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC108024659|XP_016950209.1|DBIA
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC108026193|XP_016952472.1|DBIA
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC108031438|XP_016960356.1|DBIA
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC108027325|XP_016954221.1|DBIA
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC108031208|XP_016959932.1|DBIA
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC108034876|XP_016965569.1|DBIA
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC108031927|XP_016961193.1|DBIA
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC108024642|XP_016950180.1|DBIA
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC108024386|XP_016949782.1|DBIA
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC108024716|XP_016950297.1|DBIA
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC108032251|XP_016961605.1|DBIA
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC108030355|XP_016958711.1|DBIA
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC108031824|XP_016961044.1|DBIA
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC108024361|XP_016949757.1|DBIA
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC108027439|XP_016954377.1|DBIA
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC108035199|XP_016966184.1|DBIA
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC108035271|XP_016966319.1|DBIA
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC108035364|XP_016966451.1|DBIA
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC108023106|XP_016947861.1|DBIA
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC108034173|XP_016964472.1|DBIA
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC108023288|XP_016948068.1|DBIA
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC108036334|XP_016967858.1|DBIA
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC108030150|XP_016958359.1|DBIA
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC108034571|XP_016964994.1|DBIA
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC108028375|XP_016955658.1|DBIA
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC108025538|XP_016951555.1|DBIA
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC108035002|XP_016965833.1|DBIA
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC108030713|XP_016959247.1|DBIA
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC108035346|XP_016966424.1|DBIA
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC108035322|XP_016966386.1|DBIA
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC108030055|XP_016958122.1|DBIA
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC108026540|XP_016952977.1|DBIA
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC108029682|XP_016957625.1|DBIA
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC108030394|XP_016958766.1|DBIA
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC108030795|XP_016959368.1|DBIA
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC108026178|XP_016952441.1|DBIA
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC108029557|XP_016957378.1|DBIA
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC108023489|XP_016948502.1|DBIA
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC108028725|XP_016956175.1|DBIA
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC108030906|XP_016959575.1|DBIA
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC108030896|XP_016959560.1|DBIA
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC108022749|XP_016947333.1|DBIA
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC108036556|XP_016968283.1|DBIA
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC108036588|XP_016968333.1|DBIA
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC108022525|XP_016946991.1|DBIA
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC108022812|XP_016947438.1|DBIA
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC108022499|XP_016946946.1|DBIA
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC108022828|XP_016947459.1|DBIA
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC108035008|XP_016965840.1|DBIA
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC108034898|XP_016965601.1|DBIA
