Orthogroup	CQUI.longest_only	DBUS.longest_only
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC108602199|XP_017845737.1|DBUS
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC108603637|XP_017848086.1|DBUS
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC108607131|XP_017853256.1|DBUS
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC108602208|XP_017845744.1|DBUS
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC108604233|XP_017849090.1|DBUS
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC108604366|XP_017849295.1|DBUS
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC108602238|XP_017845774.1|DBUS
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC108602451|XP_017846063.1|DBUS
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC108603700|XP_017848219.1|DBUS
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC108602151|XP_033149829.1|DBUS
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC117134691|XP_033149087.1|DBUS
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC108602952|XP_017846790.2|DBUS
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC108603365|XP_017847606.1|DBUS
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC108601553|XP_017844941.1|DBUS
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC108597267|XP_017839214.1|DBUS
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC108601454|XP_017844840.2|DBUS
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC108597303|XP_017839271.1|DBUS
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC108603435|XP_017847746.1|DBUS
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC108602464|XP_017846077.1|DBUS
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC108603102|XP_017847094.1|DBUS
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC108602892|XP_017846689.1|DBUS
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC108604429|XP_017849389.1|DBUS
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC108602149|XP_017845671.1|DBUS
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC108604487|XP_017849468.1|DBUS
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC108601342|XP_017844730.1|DBUS
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC108598534|XP_017840706.2|DBUS
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC108605618|XP_017850888.1|DBUS
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC108601317|XP_017844705.1|DBUS
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC108603242|XP_017847358.1|DBUS
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC108603766|XP_017848341.1|DBUS
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC108602626|XP_033150024.1|DBUS
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC108602625|XP_017846253.1|DBUS
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC108602806|XP_017846522.1|DBUS
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC108603505|XP_017847867.1|DBUS
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC108596507|XP_017837836.1|DBUS
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC108602632|XP_017846265.1|DBUS
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC108602351|XP_017845940.1|DBUS
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC108603836|XP_017848469.2|DBUS
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC108603799|XP_017848386.1|DBUS
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC108599625|XP_017842074.1|DBUS
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC108597739|XP_017839929.1|DBUS
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC108607409|XP_017853683.1|DBUS
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC108603072|XP_017847032.1|DBUS
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC108601822|XP_017845248.1|DBUS
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC108604276|XP_017849167.1|DBUS
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC108603271|XP_017847418.1|DBUS
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC108603267|XP_017847413.1|DBUS
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC108603270|XP_017847417.1|DBUS
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC108604175|XP_017849003.1|DBUS
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC117134650|XP_033149920.1|DBUS
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC108604965|XP_017850027.1|DBUS
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC108601551|XP_017844939.1|DBUS
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC108598808|XP_017841039.1|DBUS
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC117135002|XP_033150651.1|DBUS
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC108606390|XP_017851947.1|DBUS
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC108605485|XP_017850668.1|DBUS
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC108607345|XP_017853518.1|DBUS
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC108604634|XP_017849672.1|DBUS
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC108602019|XP_017845511.1|DBUS
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC108602491|XP_017846107.1|DBUS
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC108602797|XP_017846508.1|DBUS
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC108602795|XP_017846505.1|DBUS
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC108600700|XP_017843910.1|DBUS
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC108594210|XP_017834806.1|DBUS
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC117134687|XP_033149077.1|DBUS
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC108597342|XP_017839336.1|DBUS
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC108602706|XP_017846349.1|DBUS
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC108601728|XP_017845136.1|DBUS
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC108603866|XP_017848523.1|DBUS
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC108604329|XP_017849244.1|DBUS
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC108603266|XP_017847411.1|DBUS
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC108598899|XP_017841145.2|DBUS
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC108604278|XP_017849170.1|DBUS
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC108604216|XP_017849070.1|DBUS
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC108604347|XP_017849265.1|DBUS
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC108604636|XP_017849674.1|DBUS
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC108603524|XP_017847907.1|DBUS
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC108603765|XP_017848340.1|DBUS
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC108604140|XP_017848939.1|DBUS
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC108602457|XP_017846068.1|DBUS
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC108608360|XP_017855196.1|DBUS
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC108599130|XP_017841411.1|DBUS
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC108594236|XP_017834836.1|DBUS
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC108603686|XP_017848193.1|DBUS
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC108604357|XP_017849281.1|DBUS
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC108607380|XP_033150518.1|DBUS
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC108604189|XP_017849028.1|DBUS
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC108602995|XP_017846877.1|DBUS
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC108601958|XP_017845433.1|DBUS
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC108602486|XP_017846098.1|DBUS
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC108601456|XP_017844842.1|DBUS
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC108603894|XP_017848557.1|DBUS
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC108601465|XP_017844852.1|DBUS
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC108602235|XP_017845772.1|DBUS
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC108604255|XP_017849131.1|DBUS
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC108603598|XP_017848029.1|DBUS
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC108603900|XP_017848565.1|DBUS
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC108604477|XP_017849452.1|DBUS
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC108603284|XP_017847440.1|DBUS
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC108604759|XP_017849838.1|DBUS
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC108602345|XP_017845928.1|DBUS
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC108603092|XP_017847078.1|DBUS
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC108596504|XP_017837832.1|DBUS
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC108602842|XP_017846583.1|DBUS
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC108603198|XP_017847268.1|DBUS
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC108603398|XP_017847670.1|DBUS
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC108604563|XP_017849581.1|DBUS
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC108602819|XP_017846542.1|DBUS
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC108602055|XP_017845558.1|DBUS
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC108601291|XP_017844679.1|DBUS
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC108604733|XP_017849804.1|DBUS
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC108601561|XP_017844949.1|DBUS
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC108602749|XP_017846397.1|DBUS
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC108604483|XP_017849461.1|DBUS
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC108603414|XP_017847698.1|DBUS
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC108598009|XP_033149570.1|DBUS
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC108603276|XP_017847424.1|DBUS
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC108604077|XP_017848836.2|DBUS
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC108603829|XP_017848452.1|DBUS
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC108604564|XP_017849582.1|DBUS
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC108602074|XP_017845583.1|DBUS
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC108595089|XP_017835730.1|DBUS
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC108604532|XP_017849535.1|DBUS
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC108601239|XP_033150059.1|DBUS
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC108601550|XP_017844938.1|DBUS
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC108600358|XP_017843374.2|DBUS
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC108600448|XP_017843524.2|DBUS
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC108600999|XP_017844353.1|DBUS
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC108598950|XP_017841210.1|DBUS
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC108597452|XP_017839510.1|DBUS
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC108606186|XP_017851524.1|DBUS
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC108596241|XP_017837277.1|DBUS
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC108597549|XP_017839646.1|DBUS
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC117134985|XP_033150569.1|DBUS
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC108599574|XP_017841985.1|DBUS
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC108598769|XP_017840999.1|DBUS
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC108600947|XP_017844280.1|DBUS
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC108598655|XP_017840855.1|DBUS
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC108599631|XP_033149490.1|DBUS
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC108598094|XP_017840198.1|DBUS
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC108597439|XP_017839491.1|DBUS
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC108595223|XP_017835900.1|DBUS
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC108597532|XP_017839621.1|DBUS
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC108597676|XP_017839838.1|DBUS
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC108598545|XP_017840718.1|DBUS
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC108603168|XP_017847214.1|DBUS
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC108596650|XP_017838119.1|DBUS
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC108606737|XP_017852621.1|DBUS
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC108601082|XP_017844472.1|DBUS
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC108601090|XP_017844486.1|DBUS
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC108601052|XP_017844455.1|DBUS
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC108597747|XP_017839943.1|DBUS
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC108596991|XP_017838749.1|DBUS
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC108597628|XP_017839760.1|DBUS
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC108596671|XP_017838168.1|DBUS
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC108596231|XP_017837258.1|DBUS
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC108595701|XP_017836474.1|DBUS
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC108597573|XP_017839673.1|DBUS
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC108600639|XP_017843820.1|DBUS
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC108600479|XP_017843588.2|DBUS
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC108597923|XP_033149419.1|DBUS
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC108600541|XP_017843686.1|DBUS
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC108600233|XP_033149354.1|DBUS
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC108599821|XP_017842410.1|DBUS
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC108599147|XP_017841424.1|DBUS, LOC108598720|XP_017840939.1|DBUS
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC108597104|XP_017838965.1|DBUS
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC108597758|XP_033149151.1|DBUS
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC108602992|XP_017846875.1|DBUS
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC108599773|XP_017842309.1|DBUS
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC108598422|XP_017840538.1|DBUS
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC108603473|XP_017847801.1|DBUS
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC108597252|XP_017839195.1|DBUS
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC108597048|XP_017838851.1|DBUS
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC108600081|XP_017842929.2|DBUS
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC108596905|XP_017838584.1|DBUS
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC108598706|XP_017840920.1|DBUS
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC108597633|XP_017839767.1|DBUS
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC108595181|XP_017835848.1|DBUS
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC108601157|XP_017844576.1|DBUS
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC108600812|XP_017844086.1|DBUS
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC108599759|XP_017842263.1|DBUS
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC108600581|XP_017843742.1|DBUS
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC108600715|XP_017843941.2|DBUS
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC108597138|XP_017839018.1|DBUS
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC108597218|XP_017839148.1|DBUS
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC108599858|XP_033149690.1|DBUS
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC108600501|XP_017843624.1|DBUS
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC108597072|XP_017838890.1|DBUS
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC108596485|XP_017837753.1|DBUS
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC108599902|XP_017842585.2|DBUS
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC108607343|XP_017853516.1|DBUS
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC108604316|XP_017849230.1|DBUS
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC108603798|XP_017848384.1|DBUS
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC108596024|XP_017836871.1|DBUS
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC108601007|XP_017844363.2|DBUS
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC108600391|XP_017843427.1|DBUS
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC108600124|XP_017842996.1|DBUS
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC108600045|XP_017842879.1|DBUS
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC108600500|XP_017843623.1|DBUS
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC108594990|XP_017835612.1|DBUS
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC108597035|XP_017838817.1|DBUS
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC108597438|XP_017839489.1|DBUS
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC108600457|XP_017843535.1|DBUS
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC108594843|XP_017835469.2|DBUS
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC108599889|XP_017842565.2|DBUS
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC108595138|XP_017835790.1|DBUS
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC108596603|XP_017838023.1|DBUS
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC108599028|XP_017841297.1|DBUS
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC108607475|XP_017853808.1|DBUS
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC108603346|XP_017847566.1|DBUS
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC108595314|XP_017836021.1|DBUS
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC108598718|XP_017840937.1|DBUS
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC108597690|XP_017839855.1|DBUS
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC108598944|XP_017841203.2|DBUS
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC108606730|XP_017852609.1|DBUS, LOC108600894|XP_033149670.1|DBUS
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC108595631|XP_017836389.1|DBUS
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC108595347|XP_017836060.1|DBUS
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC108595348|XP_017836061.1|DBUS
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC108596148|XP_017837131.1|DBUS
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC108595091|XP_017835732.1|DBUS
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC108596585|XP_017838001.1|DBUS
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC108596583|XP_017837994.1|DBUS
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC108596707|XP_017838219.1|DBUS
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC108597509|XP_017839586.1|DBUS
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC108600135|XP_017843017.1|DBUS
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC108600134|XP_017843014.2|DBUS
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC108597140|XP_017839021.1|DBUS
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC108596963|XP_017838699.1|DBUS
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC108595566|XP_017836316.1|DBUS
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC108597710|XP_017839889.1|DBUS
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC108596365|XP_017837518.1|DBUS
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC108597374|XP_017839394.1|DBUS
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC108596089|XP_017836996.1|DBUS
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC117135015|XP_033150693.1|DBUS
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC108600016|XP_017842821.2|DBUS
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC108599340|XP_017841632.1|DBUS
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC108597571|XP_017839671.1|DBUS
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC108600436|XP_017843501.2|DBUS
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC108594716|XP_017835344.1|DBUS
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC108596186|XP_017837188.1|DBUS
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC108598499|XP_017840658.1|DBUS
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC108607712|XP_017854202.2|DBUS
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC108594752|XP_017835380.1|DBUS
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC108596668|XP_017838163.1|DBUS
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC108597505|XP_017839579.1|DBUS
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC108597185|XP_017839101.1|DBUS
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC108597388|XP_017839410.1|DBUS
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC108600072|XP_017842916.1|DBUS
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC108600620|XP_017843793.1|DBUS
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC108601116|XP_017844526.1|DBUS
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC108603364|XP_033150827.1|DBUS, LOC108608283|XP_017855088.2|DBUS
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC108604782|XP_017849868.1|DBUS
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC108599084|XP_017841361.1|DBUS
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC108600989|XP_017844341.1|DBUS
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC108599187|XP_017841472.1|DBUS
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC108607677|XP_017854123.2|DBUS
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC108598542|XP_017840714.2|DBUS
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC108598853|XP_017841099.1|DBUS
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC108604734|XP_017849805.1|DBUS
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC108598716|XP_017840921.2|DBUS
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC108600097|XP_017842947.1|DBUS
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC108599832|XP_033149355.1|DBUS
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC108600004|XP_017842777.1|DBUS
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC108598700|XP_017840913.1|DBUS
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC108600540|XP_017843681.1|DBUS
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC108600389|XP_033149542.1|DBUS
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC108594618|XP_033149254.1|DBUS
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC108595654|XP_017836418.1|DBUS
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC108595653|XP_017836417.1|DBUS
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC108596919|XP_017838619.1|DBUS
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC108604657|XP_017849696.1|DBUS
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC108596738|XP_017838288.1|DBUS
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC108597726|XP_017839909.1|DBUS
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC108596113|XP_017837028.1|DBUS
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC108602745|XP_017846392.1|DBUS
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC108600567|XP_033149648.1|DBUS
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC108600898|XP_017844211.1|DBUS
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC108595128|XP_033149005.1|DBUS
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC108596086|XP_017836992.1|DBUS
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC108600707|XP_017843926.1|DBUS
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC108598730|XP_017840949.2|DBUS
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC108597118|XP_017838985.1|DBUS
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC108596472|XP_017837721.1|DBUS
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC108595259|XP_017835959.1|DBUS
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC108600742|XP_017843976.1|DBUS
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC108598486|XP_017840629.1|DBUS
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC108598941|XP_017841199.1|DBUS
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC108596832|XP_017838443.1|DBUS
