Orthogroup	CQUI.longest_only	HILL.longest_only
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC119648656|XP_037906360.1|HILL
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC119649656|XP_037907839.1|HILL
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC119650300|XP_037908866.1|HILL
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC119650302|XP_037908870.1|HILL
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC119647469|XP_037904332.1|HILL
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC119661400|XP_037926655.1|HILL
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC119649675|XP_037907862.1|HILL
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC119648113|XP_037905563.1|HILL
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC119649984|XP_037908354.1|HILL
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC119647516|XP_037904406.1|HILL
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC119650217|XP_037908713.1|HILL
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC119651825|XP_037911544.1|HILL
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC119647924|XP_037905185.1|HILL
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC119649577|XP_037907709.1|HILL
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC119648345|XP_037905968.1|HILL
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC119650199|XP_037908694.1|HILL
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC119646727|XP_037903235.1|HILL
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC119659250|XP_037923164.1|HILL
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC119647824|XP_037904990.1|HILL
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC119649730|XP_037907938.1|HILL
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC119653067|XP_037913477.1|HILL
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC119649889|XP_037908207.1|HILL
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC119648190|XP_037905708.1|HILL
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC119648188|XP_037905705.1|HILL
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC119650352|XP_037908962.1|HILL
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC119650350|XP_037908952.1|HILL
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC119650351|XP_037908961.1|HILL
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC119646374|XP_037902738.1|HILL
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC119653388|XP_037913866.1|HILL
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC119646194|XP_037902506.1|HILL
OG0005175	LOC6030833|XP_038115984.1|CQUI	LOC119661164|XP_037926308.1|HILL
OG0005176	LOC6030790|XP_038116008.1|CQUI	LOC119646505|XP_037902888.1|HILL
OG0005178	LOC6030819|XP_001841687.2|CQUI	LOC119650206|XP_037908700.1|HILL
OG0005179	LOC6030806|XP_001841695.2|CQUI	LOC119648924|XP_037906758.1|HILL
OG0005180	LOC6030843|XP_001841727.2|CQUI	LOC119650168|XP_037908645.1|HILL
OG0005181	LOC6030846|XP_038115184.1|CQUI	LOC119656687|XP_037919102.1|HILL
OG0005182	LOC6030849|XP_038114778.1|CQUI	LOC119655150|XP_037916820.1|HILL
OG0005183	LOC6030853|XP_038121172.1|CQUI	LOC119646928|XP_037903537.1|HILL
OG0005184	LOC6030855|XP_038114565.1|CQUI	LOC119653678|XP_037914453.1|HILL
OG0005185	LOC6030857|XP_001841739.2|CQUI	LOC119657803|XP_037920830.1|HILL
OG0005186	LOC6030862|XP_038119644.1|CQUI	LOC119646988|XP_037903627.1|HILL
OG0005189	LOC119768798|XP_038115958.1|CQUI	LOC119655045|XP_037916659.1|HILL
OG0005191	LOC6051822|XP_038115401.1|CQUI	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC6042901|XP_038115665.1|CQUI	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC6042894|XP_038116234.1|CQUI	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC6030941|XP_038116018.1|CQUI	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC6030939|XP_001841801.2|CQUI	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC6042982|XP_038111849.1|CQUI	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC6030936|XP_038119062.1|CQUI	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC6030933|XP_038119635.1|CQUI	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC119770639|XP_038121828.1|CQUI	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC6045730|XP_001863038.1|CQUI	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC6053185|XP_038117002.1|CQUI	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC6044309|XP_001861839.2|CQUI	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC6048111|XP_038110579.1|CQUI	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC6041408|XP_001850671.2|CQUI	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC6041406|XP_001850669.2|CQUI	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC6051787|XP_001868159.2|CQUI	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC6046469|XP_038108912.1|CQUI	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC6046463|XP_001863656.2|CQUI	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC6046464|XP_038109979.1|CQUI	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC6046465|XP_038114366.1|CQUI	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC6048636|XP_038109044.1|CQUI	LOC119657737|XP_037920711.1|HILL
OG0005213	LOC6041305|XP_001850585.1|CQUI	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC6041316|XP_038113615.1|CQUI	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC6041317|XP_038113616.1|CQUI	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC6041324|XP_001850603.1|CQUI	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC6032431|XP_038106100.1|CQUI	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC6032434|XP_038108060.1|CQUI	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC6032437|XP_001843034.2|CQUI	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC6032438|XP_001843035.1|CQUI	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC6032440|XP_038109223.1|CQUI	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC6032445|XP_038111243.1|CQUI	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC6032464|XP_001843057.1|CQUI	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC6032489|XP_038106041.1|CQUI	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC6034105|XP_038113260.1|CQUI	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC119767894|XP_038113700.1|CQUI	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC6034101|XP_001844474.1|CQUI	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC6034118|XP_038113399.1|CQUI	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC6034134|XP_001844499.2|CQUI	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC6034142|XP_001844503.2|CQUI	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC6034148|XP_001844507.1|CQUI	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC6037887|XP_001847753.1|CQUI	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC6036688|XP_038112310.1|CQUI	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC6036685|XP_001846691.2|CQUI	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC6036684|XP_038109375.1|CQUI	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC6036678|XP_001846686.2|CQUI	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC6046042|XP_038111302.1|CQUI	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC6034151|XP_001844510.1|CQUI	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC6034152|XP_038114275.1|CQUI	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC6034155|XP_038113567.1|CQUI	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC6043210|XP_038108301.1|CQUI	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC6043206|XP_038110714.1|CQUI	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC6043205|XP_001857545.2|CQUI	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC6043204|XP_001857534.2|CQUI	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC6043215|XP_001857520.2|CQUI	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC6032931|XP_001843451.2|CQUI	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC6032936|XP_038110322.1|CQUI	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC6032942|XP_038113467.1|CQUI	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC6032963|XP_038109704.1|CQUI	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC6050968|XP_038106067.1|CQUI	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC6041619|XP_038109608.1|CQUI	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC6041625|XP_001850856.2|CQUI	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC6041626|XP_001850857.2|CQUI	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC6041634|XP_038111814.1|CQUI	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC6041633|XP_001850863.2|CQUI	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC6036170|XP_038112094.1|CQUI	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC6036150|XP_038111104.1|CQUI	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC6036141|XP_001846233.2|CQUI	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC6036182|XP_001846229.2|CQUI	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC6050506|XP_038110292.1|CQUI	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC6031316|XP_038108340.1|CQUI	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC6031319|XP_001842132.2|CQUI	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC6031342|XP_038106174.1|CQUI	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC6037371|XP_001847294.2|CQUI	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC6045648|XP_038110344.1|CQUI	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC6045645|XP_038110330.1|CQUI	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC6032427|XP_038110264.1|CQUI	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC6041476|XP_038113543.1|CQUI	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC6041475|XP_038108825.1|CQUI	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC6041481|XP_001850733.2|CQUI	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC6037064|XP_038113932.1|CQUI	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC6037060|XP_038108033.1|CQUI	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC6037067|XP_038108285.1|CQUI	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC6037085|XP_038111841.1|CQUI	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC6053835|XP_038110246.1|CQUI	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC6053834|XP_038110247.1|CQUI	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC6043315|XP_001870930.1|CQUI	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC6031966|XP_001842642.2|CQUI	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC6031380|XP_038111462.1|CQUI	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC6031374|XP_038107873.1|CQUI	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC6031373|XP_038108269.1|CQUI	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC6031363|XP_038108741.1|CQUI	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC6031362|XP_001842174.2|CQUI	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC6031355|XP_038107533.1|CQUI	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC6031351|XP_038110921.1|CQUI	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC6037381|XP_038112114.1|CQUI	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC6037382|XP_038113883.1|CQUI	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC6037392|XP_001847310.2|CQUI	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC6038515|XP_001848306.2|CQUI	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC6038513|XP_038108928.1|CQUI	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC6038504|XP_038112930.1|CQUI	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC6041498|XP_001850749.2|CQUI	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC6041488|XP_038108224.1|CQUI	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC6038297|XP_038114400.1|CQUI	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC6051283|XP_038110274.1|CQUI	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC6044548|XP_001862044.2|CQUI	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC6044555|XP_001862054.1|CQUI	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC6044556|XP_001862055.1|CQUI	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC6044586|XP_038109636.1|CQUI	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC6044598|XP_001862087.1|CQUI	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC6050048|XP_001866714.2|CQUI	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC6050044|XP_001866716.2|CQUI	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC6031769|XP_038109419.1|CQUI	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC6031763|XP_001842474.2|CQUI	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC119767749|XP_038113051.1|CQUI	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC6037124|XP_038107545.1|CQUI	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC6037123|XP_038109038.1|CQUI	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC6037120|XP_001847063.1|CQUI	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC6037118|XP_038112943.1|CQUI	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC6037107|XP_038108555.1|CQUI	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC6041063|XP_038106844.1|CQUI	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC6041066|XP_038108668.1|CQUI	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC6031932|XP_038111594.1|CQUI	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC6031935|XP_038109299.1|CQUI	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC6031939|XP_001842620.2|CQUI	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC6031946|XP_038111193.1|CQUI	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC6031773|XP_001842484.2|CQUI	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC6031774|XP_038107050.1|CQUI	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC6031799|XP_038108131.1|CQUI	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC6038262|XP_038108284.1|CQUI	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC6044475|XP_038113810.1|CQUI	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC6044461|XP_038110576.1|CQUI	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC6044463|XP_038110668.1|CQUI	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC6044465|XP_001861979.2|CQUI	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC6044470|XP_038112013.1|CQUI	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC6043297|XP_038110804.1|CQUI	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC6043301|XP_001870916.2|CQUI	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC6043302|XP_001870917.2|CQUI	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC6051454|XP_038113983.1|CQUI	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC6051456|XP_038113109.1|CQUI	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC6048782|XP_001865653.1|CQUI	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC119767603|XP_038112457.1|CQUI	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC6042120|XP_001851269.2|CQUI	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC6042121|XP_001851270.2|CQUI	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC6041507|XP_038111504.1|CQUI	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC6038065|XP_038106821.1|CQUI	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC6038082|XP_038113487.1|CQUI	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC119766890|XP_038109168.1|CQUI	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC119767592|XP_038112427.1|CQUI	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC6054263|XP_038110943.1|CQUI	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC6051148|XP_038113751.1|CQUI	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC6043912|XP_038113173.1|CQUI	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC6043909|XP_001861492.1|CQUI	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC6031188|XP_001842030.1|CQUI	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC6031193|XP_038108570.1|CQUI	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC6052101|XP_038114315.1|CQUI	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC6031209|XP_038110250.1|CQUI	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC6031213|XP_001842047.2|CQUI	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC6031215|XP_038114119.1|CQUI	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC6053789|XP_038113146.1|CQUI	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC6031228|XP_038110749.1|CQUI	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC6031234|XP_038111476.1|CQUI	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC6031250|XP_038107855.1|CQUI	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC6031251|XP_001842081.2|CQUI	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC6031255|XP_038107865.1|CQUI	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC6031258|XP_038107859.1|CQUI	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC6041557|XP_038109524.1|CQUI	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC6041565|XP_001850810.2|CQUI	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC6042254|XP_038113703.1|CQUI	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC6042238|XP_001851376.2|CQUI	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC6031399|XP_001842208.2|CQUI	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC6031999|XP_038112672.1|CQUI	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC6031977|XP_038109516.1|CQUI	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC6036365|XP_001846423.1|CQUI	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC6037028|XP_038108744.1|CQUI	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC6037027|XP_038108747.1|CQUI	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC6037024|XP_001846987.2|CQUI	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC6037025|XP_038109662.1|CQUI	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC6037023|XP_038112378.1|CQUI	LOC119652181|XP_037912053.1|HILL
OG0005373	LOC6036997|XP_001846962.2|CQUI	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC6036642|XP_001846666.1|CQUI	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC6036693|XP_038111713.1|CQUI	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC6031853|XP_038111113.1|CQUI	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC6043728|XP_001861349.2|CQUI	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC6045098|XP_038106924.1|CQUI	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC6045093|XP_001862503.2|CQUI	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC6054497|XP_038109536.1|CQUI	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC6035244|XP_038107712.1|CQUI	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC6035265|XP_001845487.1|CQUI	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC6033200|XP_038114239.1|CQUI	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC6033209|XP_038110270.1|CQUI	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC6049130|XP_038107755.1|CQUI	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC6042130|XP_038111881.1|CQUI	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC6040865|XP_001850195.2|CQUI	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC6041517|XP_038111106.1|CQUI	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC119765008|XP_038109151.1|CQUI	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC6036654|XP_038109153.1|CQUI	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC6036672|XP_001846682.1|CQUI	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC6036677|XP_001846685.1|CQUI	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC6046031|XP_038106360.1|CQUI	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC6044529|XP_038110265.1|CQUI	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC6031736|XP_038108574.1|CQUI	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC6031742|XP_038113634.1|CQUI	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC6033182|XP_038109136.1|CQUI	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC6048997|XP_038108498.1|CQUI	LOC119646246|XP_037902568.1|HILL
OG0005400	LOC6043175|XP_038112997.1|CQUI	LOC119646919|XP_037903521.1|HILL
OG0005401	LOC6050427|XP_038110806.1|CQUI	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC6050417|XP_001867034.1|CQUI	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC6050420|XP_001867036.1|CQUI	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC6048410|XP_038108122.1|CQUI	LOC119646943|XP_037903560.1|HILL
OG0005408	LOC6033110|XP_001843605.2|CQUI	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC6033128|XP_038107972.1|CQUI	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC6048230|XP_038113231.1|CQUI	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC6042106|XP_001851257.2|CQUI	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC6042110|XP_001851260.2|CQUI	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC6042115|XP_038110888.1|CQUI	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC6048795|XP_001865662.1|CQUI	LOC119657952|XP_037921082.1|HILL
OG0005416	LOC6031745|XP_038109541.1|CQUI	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC6036171|XP_001846255.2|CQUI	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC6038626|XP_001848400.2|CQUI	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC6038616|XP_001848391.1|CQUI	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC6033756|XP_038111663.1|CQUI	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC119768039|XP_038114270.1|CQUI	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC6033168|XP_038113114.1|CQUI	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC6033276|XP_038107433.1|CQUI	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC6033265|XP_038110775.1|CQUI	LOC119656074|XP_037918287.1|HILL
OG0005426	LOC6041536|XP_038109173.1|CQUI	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC6042131|XP_038113917.1|CQUI	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC6037539|XP_038113714.1|CQUI	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC6037541|XP_001847441.1|CQUI	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC6037542|XP_038111124.1|CQUI	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC6046680|XP_038112810.1|CQUI	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC6043019|XP_001854652.2|CQUI	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC6041589|XP_038113510.1|CQUI	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC6038922|XP_038110157.1|CQUI	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC6038921|XP_038111655.1|CQUI	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC6038920|XP_038111654.1|CQUI	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC6032914|XP_038111912.1|CQUI	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC6044240|XP_038107781.1|CQUI	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC6054421|XP_001870336.1|CQUI	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC6053907|XP_038111454.1|CQUI	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC6049453|XP_038110318.1|CQUI	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC6031916|XP_001842557.2|CQUI	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC6031864|XP_001842565.1|CQUI	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC6031889|XP_038111792.1|CQUI	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC6034903|XP_038107543.1|CQUI	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC6049725|XP_001866436.2|CQUI	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC6036456|XP_038109074.1|CQUI	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC6036461|XP_038108513.1|CQUI	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC6036464|XP_001846514.1|CQUI	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC6034398|XP_038110460.1|CQUI	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC6048199|XP_038107092.1|CQUI	LOC119651183|XP_037910542.1|HILL
