Orthogroup	CQUI.longest_only	DMIR.longest_only
OG0002767	LOC6033547|XP_038115907.1|CQUI	LOC108159839|XP_017148918.2|DMIR, LOC117187913|XP_033246755.1|DMIR
OG0002768	LOC6038399|XP_038115466.1|CQUI	LOC117189444|XP_033250463.1|DMIR, LOC108158893|XP_017147169.1|DMIR
OG0002769	LOC6038236|XP_001848062.2|CQUI	LOC117193824|XP_033254425.1|DMIR, LOC108159234|XP_017147830.1|DMIR
OG0002770	LOC6038233|XP_038118236.1|CQUI	LOC108162859|XP_017153293.1|DMIR
OG0002771	LOC6038221|XP_038118198.1|CQUI	LOC108153188|XP_033243928.1|DMIR
OG0002772	LOC6040602|XP_038118664.1|CQUI	LOC108152435|XP_017137256.1|DMIR
OG0002773	LOC6045820|XP_038117688.1|CQUI	LOC117190711|XP_033251667.1|DMIR, LOC108160236|XP_017149582.1|DMIR
OG0002774	LOC6047203|XP_038117947.1|CQUI	LOC108160795|XP_017150497.1|DMIR, LOC117193994|XP_033254523.1|DMIR
OG0002775	LOC6042844|XP_001853595.2|CQUI	LOC108150938|XP_017134756.1|DMIR
OG0002776	LOC6041995|XP_038118467.1|CQUI	LOC108152991|XP_017138214.1|DMIR
OG0002777	LOC6041009|XP_038118719.1|CQUI	LOC108151675|XP_017135906.1|DMIR
OG0002778	LOC6041007|XP_038118349.1|CQUI	LOC108151673|XP_017135901.1|DMIR
OG0002779	LOC6040991|XP_001850306.2|CQUI	LOC108152939|XP_017138122.1|DMIR
OG0002780	LOC6040022|XP_001849498.1|CQUI	LOC108156591|XP_017143619.1|DMIR
OG0002781	LOC6035585|XP_001845737.2|CQUI	LOC108158602|XP_017146553.1|DMIR, LOC117191876|XP_033252532.1|DMIR
OG0002782	LOC6035587|XP_038115806.1|CQUI	LOC108151157|XP_017135075.1|DMIR
OG0002783	LOC119768799|XP_038115959.1|CQUI	LOC108163234|XP_017153881.2|DMIR
OG0002784	LOC6033585|XP_038119200.1|CQUI	LOC108159133|XP_017147616.1|DMIR, LOC117189981|XP_033250954.1|DMIR
OG0002785	LOC6034609|XP_038117406.1|CQUI	LOC108152827|XP_017137916.1|DMIR
OG0002786	LOC6034605|XP_038117864.1|CQUI	LOC108152915|XP_017138081.1|DMIR
OG0002787	LOC6034590|XP_038120149.1|CQUI	LOC108151491|XP_017135620.1|DMIR
OG0002788	LOC6034589|XP_038120152.1|CQUI	LOC108151492|XP_017135621.1|DMIR
OG0002789	LOC6034587|XP_038120138.1|CQUI	LOC108151677|XP_017135908.1|DMIR
OG0002790	LOC6034573|XP_038120151.1|CQUI	LOC108152122|XP_017136695.1|DMIR
OG0002791	LOC6050362|XP_001866982.1|CQUI	LOC108152054|XP_017136547.1|DMIR
OG0002792	LOC6050367|XP_038120202.1|CQUI	LOC108159138|XP_017147622.1|DMIR
OG0002793	LOC6051815|XP_001868184.2|CQUI	LOC108151595|XP_017135763.1|DMIR
OG0002794	LOC6054096|XP_038115729.1|CQUI	LOC108152179|XP_017136799.1|DMIR
OG0002795	LOC6047930|XP_038119834.1|CQUI	LOC108165455|XP_033242508.1|DMIR
OG0002796	LOC6040229|XP_001849672.2|CQUI	LOC108153087|XP_017138356.1|DMIR
OG0002797	LOC6044890|XP_001862333.2|CQUI	LOC108152126|XP_017136698.1|DMIR
OG0002798	LOC6044893|XP_001862330.2|CQUI	LOC117191483|XP_033252229.1|DMIR, LOC108161738|XP_017151551.1|DMIR
OG0002799	LOC6037165|XP_038119727.1|CQUI	LOC108151382|XP_017135435.1|DMIR
OG0002800	LOC6035483|XP_038114945.1|CQUI, LOC6042558|XP_038116768.1|CQUI	LOC108152128|XP_033243154.1|DMIR
OG0002801	LOC6050892|XP_038118549.1|CQUI	LOC117187991|XP_033246957.1|DMIR, LOC108160138|XP_033253973.1|DMIR
OG0002802	LOC6043806|XP_038122283.1|CQUI	LOC117193588|XP_033254219.1|DMIR, LOC108159110|XP_017147579.1|DMIR
OG0002803	LOC6043804|XP_038120562.1|CQUI	LOC108162904|XP_017153363.1|DMIR
OG0002804	LOC6043798|XP_001861397.2|CQUI	LOC108159702|XP_017148703.1|DMIR, LOC117192696|XP_033253326.1|DMIR
OG0002805	LOC6043797|XP_001861396.2|CQUI	LOC108158560|XP_017146474.1|DMIR
OG0002806	LOC6043787|XP_038118733.1|CQUI	LOC108152055|XP_017136548.1|DMIR
OG0002807	LOC6033510|XP_038121922.1|CQUI	LOC117187961|XP_033246864.1|DMIR, LOC108160997|XP_033253291.1|DMIR
OG0002808	LOC6054711|XP_038117944.1|CQUI	LOC117190942|XP_033251830.1|DMIR, LOC108158896|XP_017147171.1|DMIR
OG0002809	LOC119769743|XP_038119196.1|CQUI	LOC108165502|XP_017157049.1|DMIR
OG0002810	LOC6033474|XP_038121302.1|CQUI	LOC108151629|XP_017135817.1|DMIR
OG0002811	LOC6033473|XP_038118324.1|CQUI	LOC108151549|XP_017135702.1|DMIR
OG0002812	LOC6033469|XP_001843914.2|CQUI	LOC108158965|XP_017147289.2|DMIR, LOC117187910|XP_033246748.1|DMIR
OG0002813	LOC6050815|XP_038120005.1|CQUI	LOC108160214|XP_017149551.1|DMIR, LOC117189874|XP_033250842.1|DMIR
OG0002814	LOC6054635|XP_038118809.1|CQUI	LOC117192371|XP_033252926.1|DMIR, LOC108158784|XP_017146952.1|DMIR
OG0002815	LOC6030787|XP_038115986.1|CQUI	LOC108153883|XP_033244988.1|DMIR, LOC108158061|XP_033247541.1|DMIR, LOC117187763|XP_033246467.1|DMIR
OG0002816	LOC6030871|XP_001841750.2|CQUI	LOC117189975|XP_033250947.1|DMIR, LOC108158483|XP_017146279.1|DMIR
OG0002817	LOC6030874|XP_001841753.1|CQUI	LOC117191108|XP_033251963.1|DMIR, LOC108160766|XP_017150456.1|DMIR
OG0002818	LOC6030875|XP_001841754.2|CQUI	LOC108160413|XP_017149897.2|DMIR
OG0002819	LOC6030880|XP_038114610.1|CQUI	LOC108153556|XP_033242739.1|DMIR
OG0002820	LOC6030889|XP_001841765.2|CQUI	LOC108151501|XP_017135631.1|DMIR
OG0002821	LOC6049478|XP_001866231.2|CQUI	LOC108151908|XP_017136308.1|DMIR
OG0002822	LOC6052800|XP_001869000.1|CQUI	LOC117193464|XP_033254116.1|DMIR, LOC108160559|XP_017150122.1|DMIR
OG0002823	LOC6030945|XP_038115391.1|CQUI	LOC117193622|XP_033254249.1|DMIR, LOC108160310|XP_017149718.1|DMIR
OG0002824	LOC6045242|XP_001862633.1|CQUI, LOC6030944|XP_001841804.1|CQUI	LOC117193177|XP_033253805.1|DMIR, LOC108159276|XP_017147925.1|DMIR
OG0002825	LOC6032896|XP_001843421.2|CQUI	LOC108153326|XP_017138732.1|DMIR
OG0002826	LOC119770640|XP_038121831.1|CQUI, LOC119770764|XP_038122170.1|CQUI	LOC108159131|XP_017147614.2|DMIR, LOC117188499|XP_033248343.1|DMIR
OG0002827	LOC119770555|XP_038121573.1|CQUI	LOC108164441|XP_017155633.1|DMIR
OG0002828	LOC6045760|XP_001863064.2|CQUI	LOC108159844|XP_033246898.1|DMIR, LOC117191946|XP_033252581.1|DMIR
OG0002829	LOC6043104|XP_001855854.2|CQUI	LOC117193646|XP_033254278.1|DMIR, LOC108159588|XP_017148528.1|DMIR
OG0002830	LOC6047472|XP_001864526.2|CQUI, LOC6046107|XP_038115963.1|CQUI	LOC117192269|XP_033252814.1|DMIR, LOC108158132|XP_033247749.1|DMIR
OG0002832	LOC6042607|XP_038112999.1|CQUI	LOC108163193|XP_033248921.1|DMIR
OG0002833	LOC6042605|XP_038111677.1|CQUI	LOC108158874|XP_017147108.1|DMIR
OG0002834	LOC6041410|XP_038110282.1|CQUI	LOC117190274|XP_033251239.1|DMIR, LOC108160225|XP_017149564.1|DMIR, LOC117190272|XP_033251237.1|DMIR
OG0002835	LOC6041396|XP_038110954.1|CQUI	LOC117193078|XP_033253696.1|DMIR, LOC108158728|XP_017146819.1|DMIR
OG0002836	LOC6041385|XP_038112949.1|CQUI	LOC108158665|XP_017146659.1|DMIR
OG0002837	LOC6041421|XP_038112935.1|CQUI	LOC117193553|XP_033254190.1|DMIR, LOC108158647|XP_017146620.1|DMIR
OG0002838	LOC6039951|XP_038113343.1|CQUI	LOC117191811|XP_033252465.1|DMIR, LOC108160635|XP_017150253.1|DMIR
OG0002839	LOC6048635|XP_038109064.1|CQUI	LOC117190948|XP_033251834.1|DMIR, LOC108160778|XP_017150469.1|DMIR
OG0002840	LOC119767768|XP_038113150.1|CQUI	LOC108162341|XP_017152525.1|DMIR
OG0002841	LOC6041312|XP_001850592.2|CQUI	LOC108162798|XP_017153189.1|DMIR
OG0002842	LOC6041313|XP_038113621.1|CQUI	LOC108163977|XP_017155023.1|DMIR
OG0002843	LOC6041323|XP_038113627.1|CQUI	LOC108158970|XP_017147294.1|DMIR
OG0002844	LOC6032459|XP_001843054.1|CQUI	LOC108150877|XP_017134676.1|DMIR
OG0002845	LOC6034102|XP_001844475.1|CQUI	LOC108161964|XP_017151912.1|DMIR
OG0002846	LOC6034107|XP_038109167.1|CQUI	LOC117188446|XP_033248225.1|DMIR, LOC108160149|XP_033253487.1|DMIR
OG0002847	LOC6034150|XP_001844509.2|CQUI	LOC108161961|XP_017151908.1|DMIR
OG0002848	LOC6036169|XP_001846253.2|CQUI	LOC108163490|XP_017154295.1|DMIR
OG0002849	LOC6037876|XP_038113772.1|CQUI	LOC108162954|XP_017153441.1|DMIR
OG0002850	LOC6037892|XP_001847755.1|CQUI	LOC108162172|XP_017152254.1|DMIR
OG0002851	LOC119767791|XP_038113207.1|CQUI, LOC119767790|XP_038113206.1|CQUI, LOC6043203|XP_001857531.2|CQUI	LOC108162740|XP_017153106.1|DMIR
OG0002852	LOC6048892|XP_038109950.1|CQUI	LOC108160658|XP_017150284.1|DMIR
OG0002853	LOC6032948|XP_038110144.1|CQUI	LOC108161672|XP_017151465.1|DMIR
OG0002854	LOC6041617|XP_038108924.1|CQUI	LOC108162733|XP_017153095.1|DMIR
OG0002855	LOC6046050|XP_001863306.2|CQUI	LOC108162023|XP_017152004.1|DMIR
OG0002856	LOC6038707|XP_038107288.1|CQUI	LOC108163831|XP_017154821.1|DMIR
OG0002857	LOC6038718|XP_038114203.1|CQUI	LOC108163615|XP_017154493.1|DMIR
OG0002858	LOC6031329|XP_038107135.1|CQUI	LOC108162657|XP_017152980.1|DMIR
OG0002859	LOC6032500|XP_038111325.1|CQUI	LOC108161722|XP_017151531.2|DMIR
OG0002860	LOC6053637|XP_001869684.1|CQUI	LOC108163116|XP_017153707.1|DMIR
OG0002861	LOC6031961|XP_001842637.1|CQUI	LOC108163574|XP_017154430.1|DMIR
OG0002862	LOC6031967|XP_038112142.1|CQUI	LOC108161765|XP_017151587.1|DMIR
OG0002863	LOC6036362|XP_001846421.2|CQUI	LOC108163386|XP_017154130.1|DMIR
OG0002864	LOC6036361|XP_001846420.1|CQUI	LOC108163387|XP_017154131.1|DMIR
OG0002865	LOC6031368|XP_001842179.1|CQUI	LOC108160860|XP_017150612.1|DMIR
OG0002866	LOC6040136|XP_001849594.2|CQUI	LOC108152900|XP_017138035.1|DMIR
OG0002867	LOC6038511|XP_001848303.2|CQUI	LOC108164127|XP_017155214.1|DMIR
OG0002868	LOC6041495|XP_038109772.1|CQUI	LOC108162935|XP_017153410.1|DMIR
OG0002869	LOC6041492|XP_001850743.2|CQUI	LOC108162070|XP_033248969.1|DMIR
OG0002871	LOC6046735|XP_001863894.2|CQUI, LOC6046738|XP_001863897.2|CQUI	LOC108162055|XP_017152081.1|DMIR
OG0002872	LOC6044546|XP_038109139.1|CQUI	LOC108162244|XP_017152369.1|DMIR
OG0002873	LOC6044554|XP_001862053.2|CQUI	LOC108163200|XP_017153835.1|DMIR
OG0002874	LOC6044128|XP_038113278.1|CQUI	LOC108163471|XP_017154261.2|DMIR
OG0002875	LOC6050046|XP_038113996.1|CQUI	LOC108163547|XP_017154395.1|DMIR
OG0002876	LOC6054251|XP_038114216.1|CQUI	LOC108164377|XP_017155476.1|DMIR
OG0002877	LOC6041071|XP_038111590.1|CQUI	LOC108161480|XP_017151239.1|DMIR
OG0002878	LOC6031951|XP_001842628.2|CQUI	LOC108163359|XP_017154092.1|DMIR
OG0002879	LOC6031784|XP_001842492.1|CQUI	LOC108152688|XP_017137680.1|DMIR
OG0002880	LOC6031786|XP_038110276.1|CQUI	LOC108153375|XP_017138834.1|DMIR
OG0002881	LOC6031787|XP_001842495.1|CQUI	LOC108163797|XP_017154776.1|DMIR
OG0002882	LOC6031788|XP_038112641.1|CQUI, LOC119767661|XP_038112640.1|CQUI	LOC108160621|XP_017150225.1|DMIR
OG0002884	LOC6031806|XP_001842513.1|CQUI	LOC108161718|XP_017151526.1|DMIR
OG0002885	LOC6031807|XP_038111311.1|CQUI	LOC108151328|XP_017135368.1|DMIR
OG0002886	LOC6038266|XP_038111730.1|CQUI	LOC108163027|XP_033248862.1|DMIR, LOC117188143|XP_033247424.1|DMIR
OG0002887	LOC6038264|XP_001848088.2|CQUI	LOC108163029|XP_017153561.1|DMIR
OG0002888	LOC6044449|XP_038111742.1|CQUI	LOC108163125|XP_017153721.1|DMIR
OG0002889	LOC6043295|XP_001858327.2|CQUI	LOC108156308|XP_033244400.1|DMIR, LOC108153091|XP_017138361.1|DMIR
OG0002890	LOC6043307|XP_001870922.2|CQUI	LOC108163199|XP_017153834.1|DMIR
OG0002891	LOC6038080|XP_038111717.1|CQUI	LOC108162037|XP_017152049.1|DMIR
OG0002892	LOC6051146|XP_038113738.1|CQUI	LOC108162501|XP_017152759.1|DMIR
OG0002893	LOC6041960|XP_038114358.1|CQUI	LOC108163593|XP_017154465.1|DMIR
OG0002894	LOC6050869|XP_038111895.1|CQUI	LOC108151829|XP_033243504.1|DMIR
OG0002895	LOC6051404|XP_001867849.2|CQUI	LOC108160403|XP_017149883.1|DMIR, LOC117189781|XP_033250742.1|DMIR
OG0002896	LOC6036388|XP_001846442.2|CQUI, LOC119765365|XP_038105023.1|CQUI	LOC108162363|XP_017152558.1|DMIR
OG0002897	LOC6036379|XP_038108550.1|CQUI	LOC108162683|XP_017153019.1|DMIR
OG0002898	LOC6036374|XP_038110902.1|CQUI	LOC108164100|XP_017155179.1|DMIR
OG0002899	LOC6031194|XP_038111951.1|CQUI	LOC108162499|XP_017152753.1|DMIR
OG0002900	LOC6052100|XP_038114261.1|CQUI	LOC108162497|XP_017152746.1|DMIR
OG0002901	LOC6031256|XP_001842086.1|CQUI	LOC108163154|XP_017153760.1|DMIR
OG0002902	LOC6031257|XP_038107856.1|CQUI	LOC108163155|XP_017153761.2|DMIR
OG0002903	LOC6041560|XP_038109930.1|CQUI	LOC108161417|XP_017151161.1|DMIR
OG0002904	LOC6042258|XP_038113298.1|CQUI	LOC108151378|XP_017135430.1|DMIR
OG0002905	LOC6042250|XP_038112845.1|CQUI	LOC108163158|XP_017153767.1|DMIR
OG0002906	LOC6042246|XP_038112758.1|CQUI	LOC108161482|XP_017151241.1|DMIR
OG0002907	LOC6042242|XP_038106018.1|CQUI	LOC108163164|XP_017153774.1|DMIR
OG0002908	LOC6032000|XP_038111497.1|CQUI	LOC108158368|XP_033246704.1|DMIR
OG0002909	LOC6031978|XP_038110288.1|CQUI	LOC117189430|XP_033250441.1|DMIR, LOC108160085|XP_033246483.1|DMIR
OG0002910	LOC6037015|XP_001846978.2|CQUI	LOC117188725|XP_033248902.1|DMIR, LOC117188726|XP_033248903.1|DMIR, LOC108162606|XP_033249938.1|DMIR
OG0002911	LOC6037006|XP_001846970.2|CQUI	LOC108159646|XP_017148602.2|DMIR, LOC117188516|XP_033248407.1|DMIR
OG0002912	LOC6031828|XP_038111489.1|CQUI	LOC108156272|XP_017143135.1|DMIR
OG0002913	LOC6043730|XP_001861351.1|CQUI	LOC108160642|XP_017150263.1|DMIR, LOC117193508|XP_033254146.1|DMIR
OG0002915	LOC6035247|XP_001845472.2|CQUI	LOC108163435|XP_017154209.1|DMIR
OG0002916	LOC6035260|XP_038109915.1|CQUI	LOC108161273|XP_033249586.1|DMIR
OG0002917	LOC6033215|XP_001843692.2|CQUI	LOC108158765|XP_017146877.2|DMIR, LOC117188238|XP_033247650.1|DMIR
OG0002918	LOC6033211|XP_038111884.1|CQUI	LOC108157974|XP_033248325.1|DMIR
OG0002919	LOC6040013|XP_038112390.1|CQUI	LOC108158977|XP_017147309.1|DMIR
OG0002920	LOC6042129|XP_001851278.1|CQUI	LOC108161896|XP_017151779.1|DMIR
OG0002921	LOC6040134|XP_001849592.1|CQUI	LOC108162227|XP_017152337.1|DMIR
OG0002922	LOC6036048|XP_001846150.2|CQUI	LOC108163553|XP_017154405.1|DMIR
OG0002923	LOC6036046|XP_038110440.1|CQUI	LOC108163245|XP_017153897.1|DMIR
OG0002924	LOC6036043|XP_001846146.2|CQUI	LOC108164162|XP_017155257.1|DMIR
OG0002925	LOC6036644|XP_038113732.1|CQUI	LOC117187962|XP_033246865.1|DMIR, LOC108159401|XP_017148130.2|DMIR
OG0002926	LOC6036649|XP_038106749.1|CQUI	LOC108162919|XP_017153390.1|DMIR
OG0002927	LOC6036648|XP_001846674.2|CQUI	LOC108161901|XP_017151788.1|DMIR
OG0002928	LOC6046032|XP_001863297.2|CQUI	LOC108163337|XP_017154061.1|DMIR
OG0002929	LOC6044531|XP_038106777.1|CQUI	LOC108163945|XP_017154973.1|DMIR
OG0002930	LOC6033178|XP_001843660.2|CQUI	LOC108162713|XP_017153063.2|DMIR
OG0002931	LOC6033284|XP_038108976.1|CQUI	LOC108162990|XP_033249652.1|DMIR
OG0002932	LOC6043181|XP_038113408.1|CQUI	LOC117191451|XP_033252204.1|DMIR, LOC108159920|XP_017149045.1|DMIR
OG0002933	LOC6043178|XP_038112249.1|CQUI	LOC108160900|XP_017150661.1|DMIR
OG0002934	LOC6036990|XP_038108678.1|CQUI	LOC117193034|XP_033253659.1|DMIR, LOC108158232|XP_017145953.1|DMIR
OG0002935	LOC6043716|XP_038108344.1|CQUI	LOC108163286|XP_033248978.1|DMIR
OG0002938	LOC6033118|XP_001843613.2|CQUI	LOC108163760|XP_017154722.1|DMIR
OG0002939	LOC6042096|XP_001851246.1|CQUI	LOC108160843|XP_017150587.1|DMIR
OG0002940	LOC6048794|XP_001865661.2|CQUI	LOC108156166|XP_017142984.1|DMIR
OG0002941	LOC6048796|XP_001865663.2|CQUI	LOC108162458|XP_017152692.1|DMIR
OG0002942	LOC6044255|XP_001861794.1|CQUI	LOC108163015|XP_017153540.2|DMIR
OG0002943	LOC6035287|XP_038110999.1|CQUI	LOC108163431|XP_033250095.1|DMIR
OG0002944	LOC6035284|XP_038110703.1|CQUI	LOC108163433|XP_017154205.1|DMIR
OG0002945	LOC6038629|XP_038106739.1|CQUI	LOC108163045|XP_017153589.1|DMIR
OG0002946	LOC6038615|XP_038107370.1|CQUI	LOC117191497|XP_033252239.1|DMIR, LOC117191848|XP_033252505.1|DMIR, LOC108158818|XP_017146998.1|DMIR
OG0002947	LOC6033736|XP_038113193.1|CQUI	LOC108163902|XP_017154915.1|DMIR
OG0002948	LOC6031185|XP_001842027.2|CQUI	LOC108151909|XP_017136310.1|DMIR
OG0002949	LOC6033167|XP_038110880.1|CQUI	LOC108153022|XP_017138264.1|DMIR
OG0002950	LOC6033279|XP_038111754.1|CQUI	LOC108164065|XP_017155138.1|DMIR
OG0002951	LOC6033222|XP_038110324.1|CQUI	LOC108162478|XP_017152717.1|DMIR
OG0002952	LOC119767160|XP_038110962.1|CQUI	LOC108163780|XP_017154748.2|DMIR
OG0002953	LOC6037548|XP_001847427.2|CQUI	LOC108163689|XP_017154608.1|DMIR
OG0002954	LOC6043017|XP_038108434.1|CQUI	LOC108162457|XP_017152691.1|DMIR
OG0002955	LOC6043021|XP_038107281.1|CQUI	LOC108159718|XP_017148727.1|DMIR, LOC117185739|XP_033250963.1|DMIR
OG0002956	LOC6041588|XP_038113335.1|CQUI	LOC108158888|XP_033247668.1|DMIR, LOC117192855|XP_033253500.1|DMIR
OG0002957	LOC6041585|XP_038107316.1|CQUI	LOC108159444|XP_017148220.1|DMIR, LOC117192251|XP_033252806.1|DMIR
OG0002958	LOC6044254|XP_038110892.1|CQUI	LOC108163017|XP_017153542.2|DMIR
OG0002959	LOC6031861|XP_038112478.1|CQUI	LOC108163497|XP_017154310.2|DMIR
OG0002960	LOC6031874|XP_038109317.1|CQUI	LOC108150802|XP_017134595.1|DMIR
OG0002961	LOC6036467|XP_038112086.1|CQUI	LOC108159215|XP_017147783.1|DMIR
OG0002962	LOC6036473|XP_001846523.1|CQUI	LOC108163778|XP_017154746.2|DMIR
OG0002963	LOC6036483|XP_038114072.1|CQUI	LOC117188775|XP_033249031.1|DMIR
OG0002964	LOC6036485|XP_038107199.1|CQUI	LOC117192377|XP_033252933.1|DMIR, LOC108158664|XP_017146649.1|DMIR
OG0002965	LOC6039100|XP_038113968.1|CQUI	LOC108162477|XP_033249679.1|DMIR
OG0002966	LOC6034399|XP_001844717.2|CQUI	LOC108161853|XP_017151711.1|DMIR
OG0002967	LOC6038899|XP_001848598.1|CQUI	LOC108152282|XP_017136988.1|DMIR
OG0002968	LOC6045009|XP_001862433.1|CQUI	LOC108152283|XP_017136989.1|DMIR
OG0002969	LOC6036349|XP_038112784.1|CQUI	LOC108162467|XP_033248449.1|DMIR
OG0002970	LOC6038011|XP_001847858.2|CQUI	LOC108162805|XP_017153203.1|DMIR
OG0002971	LOC6035783|XP_038108566.1|CQUI	LOC108162332|XP_017152512.1|DMIR
OG0002972	LOC119767547|XP_038112315.1|CQUI	LOC108155467|XP_017141777.1|DMIR
OG0002973	LOC6035994|XP_001846100.2|CQUI	LOC117189755|XP_033250723.1|DMIR, LOC108159240|XP_017147853.1|DMIR
OG0002974	LOC6036338|XP_001846399.2|CQUI	LOC108152027|XP_017136498.1|DMIR
OG0002975	LOC6045781|XP_038107228.1|CQUI	LOC108163967|XP_017155011.1|DMIR
OG0002976	LOC6045777|XP_001863078.2|CQUI	LOC108164992|XP_017156506.1|DMIR
OG0002977	LOC6045430|XP_038112065.1|CQUI	LOC108159002|XP_017147355.1|DMIR
OG0002978	LOC6034348|XP_038111350.1|CQUI	LOC108158751|XP_017146850.1|DMIR, LOC117189834|XP_033250788.1|DMIR
OG0002979	LOC6034381|XP_038112089.1|CQUI	LOC117192325|XP_033252865.1|DMIR, LOC108159087|XP_017147532.1|DMIR
OG0002980	LOC6034878|XP_001845147.1|CQUI	LOC108162279|XP_017152427.2|DMIR
OG0002981	LOC6049439|XP_038114114.1|CQUI	LOC108162340|XP_017152524.2|DMIR
OG0002982	LOC6043474|XP_001859229.2|CQUI	LOC108162217|XP_033249202.1|DMIR
OG0002983	LOC6046218|XP_001863432.2|CQUI	LOC108152238|XP_017136918.1|DMIR
OG0002984	LOC6052980|XP_038109909.1|CQUI	LOC108151110|XP_033242868.1|DMIR
OG0002985	LOC6032121|XP_038113012.1|CQUI	LOC108164455|XP_017155663.1|DMIR
OG0002986	LOC6032179|XP_001842824.1|CQUI	LOC108163140|XP_017153743.1|DMIR
OG0002987	LOC6036327|XP_001846390.2|CQUI	LOC108163529|XP_017154367.1|DMIR
OG0002988	LOC6033328|XP_038107381.1|CQUI	LOC108163037|XP_017153577.1|DMIR
OG0002989	LOC6033335|XP_038112441.1|CQUI	LOC108151771|XP_017136106.1|DMIR
OG0002990	LOC6035987|XP_038114297.1|CQUI	LOC108164292|XP_017155429.1|DMIR
OG0002991	LOC6036016|XP_038112584.1|CQUI	LOC117193797|XP_033254406.1|DMIR, LOC108158403|XP_017146149.1|DMIR
OG0002992	LOC6049489|XP_038113490.1|CQUI	LOC108163920|XP_017154937.1|DMIR
OG0002993	LOC6033591|XP_001844020.2|CQUI	LOC108153205|XP_017138514.1|DMIR
OG0002994	LOC6033614|XP_001844041.2|CQUI	LOC108163932|XP_017154953.1|DMIR
OG0002995	LOC6033633|XP_001844060.2|CQUI	LOC108162692|XP_017153031.1|DMIR
OG0002996	LOC6042655|XP_001853245.2|CQUI	LOC108155559|XP_017141940.1|DMIR
OG0002997	LOC6042654|XP_001853240.1|CQUI	LOC108163680|XP_017154598.1|DMIR
OG0002998	LOC6042647|XP_038119998.1|CQUI	LOC108161792|XP_017151633.1|DMIR
OG0002999	LOC6046084|XP_001863337.2|CQUI	LOC108150997|XP_017134837.1|DMIR
OG0003000	LOC6040482|XP_001849868.1|CQUI	LOC108155036|XP_017141090.1|DMIR
OG0003001	LOC6040471|XP_038114999.1|CQUI	LOC117185826|XP_033247094.1|DMIR, LOC108158684|XP_017146705.2|DMIR
OG0003002	LOC6039005|XP_001848687.1|CQUI	LOC108151571|XP_017135733.1|DMIR
OG0003003	LOC6038996|XP_001848679.2|CQUI	LOC108159218|XP_017147804.1|DMIR
OG0003004	LOC6032236|XP_001842874.1|CQUI	LOC108153140|XP_017138428.1|DMIR
OG0003005	LOC6032237|XP_001842875.1|CQUI	LOC108152844|XP_017137945.1|DMIR
OG0003006	LOC119769522|XP_038118252.1|CQUI, LOC6042210|XP_038118251.1|CQUI	LOC108155102|XP_017141220.1|DMIR
OG0003007	LOC6042227|XP_038120447.1|CQUI	LOC108155340|XP_017141584.1|DMIR
OG0003008	LOC6052369|XP_001868651.1|CQUI	LOC108157149|XP_017144546.2|DMIR
OG0003009	LOC6033055|XP_038121097.1|CQUI	LOC108153072|XP_017138342.1|DMIR
OG0003010	LOC6047786|XP_038116518.1|CQUI	LOC108160365|XP_033255624.1|DMIR
OG0003011	LOC6047792|XP_038120920.1|CQUI	LOC117193326|XP_033253945.1|DMIR, LOC108160986|XP_017150779.1|DMIR
OG0003012	LOC6038335|XP_038121896.1|CQUI, LOC6045113|XP_038119642.1|CQUI	LOC108156112|XP_017142897.1|DMIR
OG0003013	LOC6049288|XP_038115187.1|CQUI	LOC108156614|XP_017143662.1|DMIR
OG0003014	LOC6049284|XP_001866069.1|CQUI	LOC108164991|XP_017156509.1|DMIR
OG0003015	LOC6041956|XP_038118294.1|CQUI	LOC108164829|XP_033249465.1|DMIR
OG0003016	LOC6047988|XP_038114931.1|CQUI	LOC108151236|XP_017135224.1|DMIR, LOC117191674|XP_033252369.1|DMIR
OG0003017	LOC6046058|XP_001863310.2|CQUI	LOC108154096|XP_017139704.1|DMIR
OG0003018	LOC6046225|XP_001863448.1|CQUI	LOC108156630|XP_017143714.1|DMIR, LOC108154757|XP_017140620.1|DMIR
OG0003019	LOC6046236|XP_038120898.1|CQUI	LOC108153186|XP_017138488.1|DMIR
OG0003020	LOC6041936|XP_001851126.1|CQUI	LOC108155151|XP_017141300.1|DMIR
OG0003021	LOC6047446|XP_038119505.1|CQUI	LOC108156211|XP_033246076.1|DMIR
OG0003022	LOC6039340|XP_038116200.1|CQUI	LOC108151144|XP_017135057.1|DMIR
OG0003023	LOC6041742|XP_038114517.1|CQUI	LOC108165063|XP_017156600.1|DMIR
OG0003024	LOC6034960|XP_038117761.1|CQUI	LOC108151233|XP_017135220.1|DMIR
OG0003026	LOC6039396|XP_038116666.1|CQUI	LOC108157810|XP_017145496.1|DMIR
OG0003027	LOC6039397|XP_038116665.1|CQUI	LOC108156167|XP_017142986.1|DMIR
OG0003028	LOC6039743|XP_038114660.1|CQUI	LOC108153674|XP_017139279.1|DMIR
OG0003029	LOC6041807|XP_001851021.2|CQUI	LOC108151218|XP_017135188.1|DMIR
OG0003030	LOC6051111|XP_001867595.1|CQUI	LOC108156765|XP_017143918.1|DMIR
OG0003031	LOC6035001|XP_038115754.1|CQUI	LOC108164835|XP_017156248.1|DMIR
OG0003032	LOC6051463|XP_001867901.1|CQUI	LOC108164925|XP_017156402.1|DMIR, LOC108162864|XP_033248726.1|DMIR
