Orthogroup	CQUI.longest_only	CCAP.longest_only
OG0003726	LOC6047554|XP_001864599.1|CQUI	CCAP1982_LOCUS11955|CAD7003505.1|CCAP
OG0003727	LOC6036825|XP_038115481.1|CQUI	CCAP1982_LOCUS13007|CAD7004612.1|CCAP, CCAP1982_LOCUS13006|CAD7004611.1|CCAP
OG0003728	LOC6048148|XP_038119679.1|CQUI	CCAP1982_LOCUS5087|CAD6996414.1|CCAP
OG0003729	LOC6048150|XP_038119678.1|CQUI	CCAP1982_LOCUS11255|CAD7002782.1|CCAP, CCAP1982_LOCUS11256|CAD7002783.1|CCAP
OG0003730	LOC6042336|XP_038119721.1|CQUI	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP
OG0003731	LOC6045507|XP_001862869.1|CQUI	CCAP1982_LOCUS12325|CAD7003895.1|CCAP
OG0003732	LOC6044895|XP_038121394.1|CQUI	CCAP1982_LOCUS11049|CAD7002561.1|CCAP
OG0003733	LOC6044891|XP_001862331.2|CQUI	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	CCAP1982_LOCUS14820|CAD7006504.1|CCAP
OG0003735	LOC6037162|XP_038117979.1|CQUI	CCAP1982_LOCUS7104|CAD6998516.1|CCAP
OG0003736	LOC6037161|XP_001847098.2|CQUI	CCAP1982_LOCUS21665|CAD7013613.1|CCAP
OG0003737	LOC6037157|XP_001847094.2|CQUI	CCAP1982_LOCUS22961|CAD7015003.1|CCAP
OG0003738	LOC6043795|XP_038120942.1|CQUI	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP
OG0003739	LOC6043789|XP_038117933.1|CQUI	CCAP1982_LOCUS21686|CAD7013639.1|CCAP
OG0003740	LOC6043783|XP_001861387.2|CQUI	CCAP1982_LOCUS21681|CAD7013634.1|CCAP
OG0003741	LOC6043786|XP_001861386.2|CQUI	CCAP1982_LOCUS12046|CAD7003598.1|CCAP
OG0003742	LOC6043815|XP_001861383.1|CQUI	CCAP1982_LOCUS13569|CAD7005209.1|CCAP
OG0003743	LOC6033508|XP_038114641.1|CQUI	CCAP1982_LOCUS21675|CAD7013625.1|CCAP
OG0003744	LOC6033507|XP_001843948.2|CQUI	CCAP1982_LOCUS21683|CAD7013636.1|CCAP
OG0003745	LOC6033504|XP_001843945.1|CQUI	CCAP1982_LOCUS22908|CAD7014945.1|CCAP
OG0003746	LOC6033496|XP_038117879.1|CQUI	CCAP1982_LOCUS22266|CAD7014263.1|CCAP
OG0003747	LOC6033489|XP_038114638.1|CQUI	CCAP1982_LOCUS11210|CAD7002735.1|CCAP
OG0003748	LOC6033487|XP_038114639.1|CQUI	CCAP1982_LOCUS11216|CAD7002742.1|CCAP
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	CCAP1982_LOCUS13308|CAD7004925.1|CCAP
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	CCAP1982_LOCUS13306|CAD7004923.1|CCAP
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	CCAP1982_LOCUS13309|CAD7004926.1|CCAP
OG0003752	LOC6033456|XP_038119080.1|CQUI	CCAP1982_LOCUS11852|CAD7003394.1|CCAP
OG0003753	LOC6033451|XP_001843898.2|CQUI	CCAP1982_LOCUS11856|CAD7003399.1|CCAP
OG0003754	LOC6033449|XP_038119079.1|CQUI	CCAP1982_LOCUS11855|CAD7003398.1|CCAP
OG0003755	LOC6050603|XP_038121281.1|CQUI	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP
OG0003756	LOC6050814|XP_001867351.2|CQUI	CCAP1982_LOCUS23023|CAD7015067.1|CCAP
OG0003757	LOC6036837|XP_038117025.1|CQUI	CCAP1982_LOCUS22116|CAD7014110.1|CCAP
OG0003758	LOC6030802|XP_038115982.1|CQUI	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC6030777|XP_038115191.1|CQUI	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC6030789|XP_001841699.2|CQUI	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC6030818|XP_038115978.1|CQUI	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC6030793|XP_038116748.1|CQUI	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC6030838|XP_038119295.1|CQUI	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC6030841|XP_001841725.1|CQUI	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC6030852|XP_001841735.1|CQUI	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC6030859|XP_038120424.1|CQUI	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC6030864|XP_001841743.1|CQUI	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC6030866|XP_038119372.1|CQUI	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC6030881|XP_001841758.1|CQUI	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC6030891|XP_001841767.2|CQUI	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC6030893|XP_038118482.1|CQUI	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003775	LOC6050977|XP_038109532.1|CQUI	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC6052624|XP_038115398.1|CQUI	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC6052805|XP_038121440.1|CQUI	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC6030958|XP_001841816.1|CQUI	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC6030937|XP_038122337.1|CQUI	CCAP1982_LOCUS7188|CAD6998613.1|CCAP, CCAP1982_LOCUS7189|CAD6998614.1|CCAP
OG0003780	LOC6031324|XP_001842139.2|CQUI	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC6053004|XP_038117749.1|CQUI	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC6052216|XP_038117536.1|CQUI	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC6041437|XP_038108426.1|CQUI	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC6048692|XP_001865571.1|CQUI	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
OG0003786	LOC6054049|XP_038119516.1|CQUI	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC6049937|XP_001866624.2|CQUI	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC6054015|XP_038121442.1|CQUI	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC6040442|XP_001849832.2|CQUI	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC6041553|XP_001850799.2|CQUI	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC6041417|XP_038113441.1|CQUI	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC6041399|XP_001850662.2|CQUI	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC6041395|XP_001850659.2|CQUI	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC6041392|XP_038110569.1|CQUI	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC6041390|XP_001850654.2|CQUI	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC6051480|XP_001867917.2|CQUI	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC6051477|XP_038112864.1|CQUI	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC6053825|XP_001869843.2|CQUI	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
OG0003800	LOC6031726|XP_001842449.2|CQUI	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC6041307|XP_038111065.1|CQUI	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC6041311|XP_001850591.1|CQUI	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC119767883|XP_038113629.1|CQUI	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC6041325|XP_038110827.1|CQUI	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC6047536|XP_038107793.1|CQUI	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC6047538|XP_038112877.1|CQUI	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC6032432|XP_001843030.1|CQUI	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC6032463|XP_038107410.1|CQUI	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC6032465|XP_001843058.1|CQUI	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC6032477|XP_038113754.1|CQUI	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC6034112|XP_001844481.2|CQUI	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC6034127|XP_038107727.1|CQUI	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC6034140|XP_001844501.1|CQUI	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC6037874|XP_001847740.2|CQUI	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC6037879|XP_038110398.1|CQUI	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC6037891|XP_001847754.2|CQUI	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC6048490|XP_001865392.1|CQUI	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003818	LOC6034159|XP_038108843.1|CQUI	CCAP1982_LOCUS7280|CAD6998723.1|CCAP
OG0003819	LOC6034161|XP_038113153.1|CQUI	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC6043199|XP_001857524.1|CQUI	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC6032917|XP_038111533.1|CQUI	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC6032944|XP_038110885.1|CQUI	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC6032950|XP_038109686.1|CQUI	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC119767406|XP_038111857.1|CQUI	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC6041627|XP_001850858.2|CQUI	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC6041635|XP_001850865.1|CQUI	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC6036166|XP_038109206.1|CQUI	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC6036165|XP_038106783.1|CQUI	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC6036145|XP_038110347.1|CQUI	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC119766768|XP_038108431.1|CQUI	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC6038710|XP_038112791.1|CQUI	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC6038715|XP_038109432.1|CQUI	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC6050509|XP_038109517.1|CQUI	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC6041480|XP_001850732.2|CQUI	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC6050190|XP_038112790.1|CQUI	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC6053634|XP_001869689.1|CQUI	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC6053638|XP_001869683.1|CQUI	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC6031960|XP_001842636.1|CQUI	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC6036358|XP_038112172.1|CQUI	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC6031372|XP_038109518.1|CQUI	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC6038506|XP_038108393.1|CQUI	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC6038505|XP_001848299.2|CQUI	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC6041503|XP_038109056.1|CQUI	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003846	LOC6041483|XP_038110843.1|CQUI	CCAP1982_LOCUS5655|CAD6996994.1|CCAP
OG0003848	LOC6039579|XP_038113978.1|CQUI	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC6054557|XP_001870450.2|CQUI	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC6044117|XP_038107737.1|CQUI	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC6044599|XP_038109872.1|CQUI	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC6050049|XP_001866715.1|CQUI	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC6031771|XP_038107334.1|CQUI	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC6031758|XP_038112871.1|CQUI	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC6031757|XP_038114326.1|CQUI	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
OG0003856	LOC119767171|XP_038110996.1|CQUI	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC6037110|XP_038112859.1|CQUI	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC6031793|XP_038109625.1|CQUI	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC6031805|XP_038112957.1|CQUI	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC6038298|XP_001848085.2|CQUI	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC6046309|XP_001863529.2|CQUI	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC6046306|XP_038109951.1|CQUI	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC6035655|XP_001845792.2|CQUI	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC6044451|XP_038112183.1|CQUI	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC6044454|XP_001861968.2|CQUI	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC6041552|XP_001850798.2|CQUI	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC6037126|XP_038106083.1|CQUI	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC6051457|XP_038113631.1|CQUI	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC6049443|XP_038114375.1|CQUI	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC6048787|XP_001865652.1|CQUI	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC6041509|XP_001850759.2|CQUI	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC6041511|XP_038108476.1|CQUI	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC6041514|XP_038107054.1|CQUI	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC6041516|XP_001850766.1|CQUI	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC6050860|XP_038111752.1|CQUI	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC6043914|XP_001861497.2|CQUI	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC6043910|XP_001861493.2|CQUI	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC6043908|XP_038108077.1|CQUI	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC6043901|XP_038111406.1|CQUI	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC6036385|XP_001846439.1|CQUI	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC6036383|XP_001846437.1|CQUI	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC6036372|XP_038111239.1|CQUI	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC6031210|XP_001842044.2|CQUI	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC6031241|XP_038111184.1|CQUI	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC6042255|XP_001851393.2|CQUI	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC6042247|XP_038111118.1|CQUI	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC6042239|XP_038108055.1|CQUI	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC6042236|XP_001851375.1|CQUI	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC6032003|XP_001842670.2|CQUI	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC6031998|XP_001842666.2|CQUI	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC6031996|XP_001842665.1|CQUI	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC6031976|XP_001842649.1|CQUI	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC6037022|XP_001846985.2|CQUI	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC6031843|XP_038109752.1|CQUI	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC6031842|XP_038113767.1|CQUI	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC6031841|XP_001842544.1|CQUI	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC6031838|XP_001842541.2|CQUI	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC6031840|XP_038108931.1|CQUI	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC6031832|XP_038113512.1|CQUI	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC6043727|XP_038107059.1|CQUI	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC6046364|XP_001863581.2|CQUI	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC6046365|XP_001863582.2|CQUI	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC6035251|XP_038107907.1|CQUI	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC6035252|XP_001845477.1|CQUI	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC6035267|XP_001845489.1|CQUI	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC6033192|XP_038113174.1|CQUI	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC6033199|XP_038114237.1|CQUI	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC6040012|XP_001849487.1|CQUI	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC6040866|XP_001850196.2|CQUI	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC6031259|XP_001842089.2|CQUI	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC6041526|XP_038109718.1|CQUI	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC6041532|XP_001850780.1|CQUI	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC6036061|XP_038108481.1|CQUI	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC6042870|XP_001870851.2|CQUI	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC6052522|XP_001868780.1|CQUI	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC6052517|XP_038108718.1|CQUI	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC6036646|XP_038107951.1|CQUI	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC6036651|XP_001846678.2|CQUI	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC6046033|XP_001863294.2|CQUI	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC6033189|XP_001843669.2|CQUI	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC6033179|XP_038114437.1|CQUI	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC6033283|XP_001843753.2|CQUI	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC6033287|XP_038108021.1|CQUI	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC6036993|XP_038113039.1|CQUI	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC6048401|XP_038111122.1|CQUI	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC6048406|XP_001865324.2|CQUI	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC6043726|XP_038107603.1|CQUI	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC6043725|XP_001861346.1|CQUI	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC6033098|XP_038111241.1|CQUI	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC6033105|XP_038114430.1|CQUI	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC6054454|XP_038111258.1|CQUI	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC6033108|XP_001843603.2|CQUI	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC6033109|XP_038111262.1|CQUI	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC6033122|XP_038111572.1|CQUI	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC6048231|XP_038113230.1|CQUI	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC6044257|XP_001861796.1|CQUI	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC119767019|XP_038110185.1|CQUI	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC6035280|XP_038111693.1|CQUI	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC6035274|XP_038110146.1|CQUI	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC6036175|XP_038111514.1|CQUI	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC6036172|XP_038112061.1|CQUI	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC6038625|XP_038111059.1|CQUI	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC6038613|XP_038107372.1|CQUI	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC6033759|XP_001844167.2|CQUI	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC6033741|XP_038111254.1|CQUI	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC6031181|XP_038108389.1|CQUI	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC6033143|XP_038110679.1|CQUI	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC6033261|XP_038107519.1|CQUI	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC6041541|XP_001850788.2|CQUI	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC6040127|XP_001849586.1|CQUI	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC6037538|XP_038110070.1|CQUI	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC6037545|XP_038109875.1|CQUI	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC6050518|XP_038111968.1|CQUI	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003967	LOC6041584|XP_038112034.1|CQUI	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC6048612|XP_038111891.1|CQUI	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC6032916|XP_038107052.1|CQUI	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC6031868|XP_038113838.1|CQUI	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC6036443|XP_038108462.1|CQUI	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC6036444|XP_038107978.1|CQUI	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC6036449|XP_001846500.2|CQUI	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC6036470|XP_038109656.1|CQUI	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC6036481|XP_038113867.1|CQUI	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
