Orthogroup	CQUI.longest_only	ASTE.longest_only
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC118509762|XP_035906786.1|ASTE
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC118509772|XP_035906804.1|ASTE
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC118512794|XP_035913609.1|ASTE
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC118513487|XP_035915203.1|ASTE
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC118513484|XP_035915197.1|ASTE
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC118511263|XP_035910027.1|ASTE
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC118514452|XP_035917262.1|ASTE
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC118514396|XP_035917170.1|ASTE
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC118510225|XP_035907683.1|ASTE
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC118512888|XP_035913883.1|ASTE
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC118514261|XP_035916870.1|ASTE
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC118514253|XP_035916860.1|ASTE
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC118510302|XP_035907822.1|ASTE
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC118510216|XP_035907670.1|ASTE
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC118513272|XP_035914732.1|ASTE
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC118511399|XP_035910327.1|ASTE
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC118511390|XP_035910302.1|ASTE
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC118509621|XP_035906359.1|ASTE
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC118511332|XP_035910156.1|ASTE
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC118511546|XP_035910647.1|ASTE
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC118511544|XP_035910644.1|ASTE
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC118510273|XP_035907769.1|ASTE
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC118510287|XP_035907796.1|ASTE
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC118514330|XP_035917022.1|ASTE
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC118511255|XP_035909998.1|ASTE
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC118509875|XP_035906997.1|ASTE
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC118509452|XP_035905964.1|ASTE
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC118512843|XP_035913788.1|ASTE
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC118512857|XP_035913833.1|ASTE
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC118511376|XP_035910263.1|ASTE
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC118512283|XP_035912398.1|ASTE
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC118512252|XP_035912298.1|ASTE
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC118512876|XP_035913862.1|ASTE
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC118512255|XP_035912301.1|ASTE
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC118512019|XP_035911691.1|ASTE
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC118512808|XP_035913653.1|ASTE
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC118512809|XP_035913654.1|ASTE
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC118512815|XP_035913673.1|ASTE
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC118512816|XP_035913674.1|ASTE
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC118512820|XP_035913688.1|ASTE
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC118509716|XP_035906696.1|ASTE
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC118512229|XP_035912244.1|ASTE
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC118514241|XP_035916838.1|ASTE
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC118508937|XP_035904739.1|ASTE
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC118513184|XP_035914543.1|ASTE
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC118509763|XP_035906787.1|ASTE
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC118509780|XP_035906812.1|ASTE
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC118509693|XP_035906650.1|ASTE
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC118509771|XP_035906802.1|ASTE
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC118509761|XP_035906785.1|ASTE
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC118511882|XP_035911400.1|ASTE
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC118511878|XP_035911394.1|ASTE
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC118512306|XP_035912430.1|ASTE
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC118512867|XP_035913848.1|ASTE
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC118512871|XP_035913855.1|ASTE
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC118510150|XP_035907547.1|ASTE
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC118513269|XP_035914729.1|ASTE
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC118513464|XP_035915133.1|ASTE
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC118514619|XP_035917509.1|ASTE
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC118509406|XP_035905864.1|ASTE
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC118508827|XP_035904465.1|ASTE
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC118509911|XP_035907083.1|ASTE
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC118509552|XP_035906196.1|ASTE
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC118511283|XP_035910070.1|ASTE
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC118511286|XP_035910084.1|ASTE
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC118511319|XP_035910125.1|ASTE
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC118511312|XP_035910119.1|ASTE
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC118512266|XP_035912339.1|ASTE
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC118514229|XP_035916821.1|ASTE
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC118514244|XP_035916844.1|ASTE
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC118513296|XP_035914764.1|ASTE
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC118508855|XP_035904501.1|ASTE
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC118508850|XP_035904495.1|ASTE
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC118510262|XP_035907740.1|ASTE
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC118509402|XP_035905856.1|ASTE
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC118509392|XP_035905832.1|ASTE
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC118509391|XP_035905831.1|ASTE
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC118510094|XP_035907404.1|ASTE
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC118509242|XP_035905449.1|ASTE
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC118509248|XP_035905475.1|ASTE
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC118509243|XP_035905450.1|ASTE
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC118511844|XP_035911280.1|ASTE
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC118511845|XP_035911282.1|ASTE
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC118511849|XP_035911287.1|ASTE
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC118511853|XP_035911292.1|ASTE
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC118511851|XP_035911290.1|ASTE
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC118511517|XP_035910593.1|ASTE
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC118511521|XP_035910602.1|ASTE
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC118511524|XP_035910605.1|ASTE
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC118511518|XP_035910599.1|ASTE
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC118511527|XP_035910609.1|ASTE
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC118511526|XP_035910608.1|ASTE
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC118511530|XP_035910612.1|ASTE
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC118509365|XP_035905781.1|ASTE
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC118509646|XP_035906447.1|ASTE
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC118510333|XP_035907884.1|ASTE
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC118510374|XP_035907992.1|ASTE
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC118510329|XP_035907875.1|ASTE
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC118510348|XP_035907934.1|ASTE
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC118511333|XP_035910158.1|ASTE
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC118511344|XP_035910191.1|ASTE
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC118513144|XP_035914463.1|ASTE
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC118513151|XP_035914485.1|ASTE
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC118513153|XP_035914493.1|ASTE
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC118513156|XP_035914495.1|ASTE
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC118513165|XP_035914505.1|ASTE
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC118513181|XP_035914534.1|ASTE
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC118513179|XP_035914533.1|ASTE
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC118513172|XP_035914517.1|ASTE
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC118513190|XP_035914571.1|ASTE
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC118511408|XP_035910358.1|ASTE
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC118511406|XP_035910353.1|ASTE
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC118511404|XP_035910330.1|ASTE
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC118511417|XP_035910385.1|ASTE
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC118510382|XP_035908021.1|ASTE
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC118510354|XP_035907948.1|ASTE
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC118511181|XP_035909826.1|ASTE
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC118512003|XP_035911649.1|ASTE
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC118511982|XP_035911614.1|ASTE
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC118511985|XP_035911618.1|ASTE
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC118509704|XP_035906675.1|ASTE
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC118511955|XP_035911566.1|ASTE
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC118511969|XP_035911598.1|ASTE
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC118509625|XP_035906377.1|ASTE
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC118512889|XP_035913885.1|ASTE
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC118511975|XP_035911604.1|ASTE
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC118511956|XP_035911567.1|ASTE
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC118511948|XP_035911550.1|ASTE
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC118511987|XP_035911620.1|ASTE
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC118512237|XP_035912265.1|ASTE
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC118512234|XP_035912260.1|ASTE
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC118503298|XP_035892301.1|ASTE
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC118508552|XP_035904336.1|ASTE
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC118509619|XP_035906352.1|ASTE
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC6037102|XP_038114368.1|CQUI	LOC118511645|XP_035910865.1|ASTE
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC118509086|XP_035905111.1|ASTE
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC6036061|XP_038108481.1|CQUI	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC6042870|XP_001870851.2|CQUI	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC6052522|XP_001868780.1|CQUI	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC6052517|XP_038108718.1|CQUI	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC6036646|XP_038107951.1|CQUI	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC6036651|XP_001846678.2|CQUI	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC6046033|XP_001863294.2|CQUI	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC6033189|XP_001843669.2|CQUI	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC6033179|XP_038114437.1|CQUI	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC6033283|XP_001843753.2|CQUI	LOC118511770|XP_035911151.1|ASTE
