Orthogroup	CQUI.longest_only	DPSE.longest_only
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC6900400|XP_033237377.1|DPSE
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC4812159|XP_001352610.2|DPSE
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC4812975|XP_001353740.2|DPSE
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC6900482|XP_015042819.1|DPSE
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC4813345|XP_001353756.2|DPSE
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC4813928|XP_033239657.1|DPSE
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC4802873|XP_033232644.1|DPSE
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC4812090|XP_033239292.1|DPSE
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC6900088|XP_033240094.1|DPSE
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC4812668|XP_001353052.2|DPSE
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC4813816|XP_001353632.2|DPSE
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC4812118|XP_001352809.2|DPSE
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC4814103|XP_001354247.4|DPSE
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC4803516|XP_001360229.3|DPSE
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC4804447|XP_001361008.2|DPSE
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC4805213|XP_001361654.3|DPSE
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC4803854|XP_015039397.2|DPSE
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC4804915|XP_001361400.3|DPSE
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC4804921|XP_001361406.2|DPSE
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC4812209|XP_001352808.2|DPSE
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC4811854|XP_001352908.2|DPSE
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC4804021|XP_001360651.3|DPSE
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC4804919|XP_001361404.3|DPSE
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC4805090|XP_001361551.2|DPSE
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC6898985|XP_002138945.3|DPSE
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC4813031|XP_001353366.3|DPSE
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC4813440|XP_001353365.4|DPSE
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC4813488|XP_001353361.4|DPSE
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC4813516|XP_003736171.1|DPSE
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC4813857|XP_033237611.1|DPSE
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC4811955|XP_001352823.5|DPSE
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC4812017|XP_001352842.2|DPSE
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC4811969|XP_033238950.1|DPSE
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC4812053|XP_001352437.4|DPSE
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC6899342|XP_002136187.1|DPSE
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC4804685|XP_001361205.4|DPSE
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC6898226|XP_015039326.2|DPSE
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC4812736|XP_033241250.1|DPSE
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC4804668|XP_001361193.3|DPSE
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC4813576|XP_001353815.3|DPSE
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC6900704|XP_015043195.2|DPSE
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC6900719|XP_033239020.1|DPSE
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC6900722|XP_033238682.1|DPSE
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC4816579|XP_001356243.1|DPSE
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC4814666|XP_001354909.2|DPSE
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC4804076|XP_001360694.1|DPSE
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC4805100|XP_033234238.1|DPSE
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC6898782|XP_015040448.2|DPSE
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC26532766|XP_033237159.1|DPSE
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC4814051|XP_001354197.3|DPSE
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC4814000|XP_033240449.1|DPSE
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC4804716|XP_001361234.1|DPSE
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC4814949|XP_001354567.3|DPSE
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC4803442|XP_001360167.2|DPSE
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC4804038|XP_001360666.2|DPSE
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC4805018|XP_033233548.1|DPSE
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC6898489|XP_015039951.1|DPSE
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC4803921|XP_001360562.2|DPSE
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC4811749|XP_033237112.1|DPSE
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC6902076|XP_033240219.1|DPSE
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC4800669|XP_001357901.2|DPSE
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC4804577|XP_001361116.2|DPSE
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC4803327|XP_001357517.2|DPSE
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC4804250|XP_015039766.2|DPSE
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC4804249|XP_001360837.3|DPSE
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC6898380|XP_015039627.2|DPSE
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC4812287|XP_001352682.2|DPSE
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC4802293|XP_003736707.2|DPSE
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC4804664|XP_001361189.2|DPSE
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC6898120|XP_002138200.2|DPSE
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC4804240|XP_001360831.2|DPSE
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC26533744|XP_015042613.2|DPSE
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC4800508|XP_001357773.2|DPSE
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC4816708|XP_001356195.2|DPSE
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC4805084|XP_001361546.1|DPSE
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC4803838|XP_001360491.3|DPSE
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC4817885|XP_001357377.1|DPSE
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC4816366|XP_033235301.1|DPSE
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC4816704|XP_001356106.3|DPSE
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC4800506|XP_001357771.3|DPSE
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC4818069|XP_015035450.2|DPSE
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC4817740|XP_001357101.2|DPSE
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC4811689|XP_001352272.3|DPSE
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC4818147|XP_001357205.1|DPSE
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC4813854|XP_001353447.4|DPSE
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC4817220|XP_033236534.1|DPSE
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC4805449|XP_015040656.1|DPSE
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC4803501|XP_001360216.1|DPSE
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC6903561|XP_033235994.1|DPSE
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC4817424|XP_001356340.2|DPSE
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC4817467|XP_001356557.3|DPSE
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC4800239|XP_001357536.1|DPSE
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC4816283|XP_001356254.4|DPSE
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC4818091|XP_001357244.1|DPSE
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC6902842|XP_033235702.1|DPSE, LOC4817231|XP_001356491.3|DPSE
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC4817283|XP_001356489.2|DPSE
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC4803029|XP_001359831.1|DPSE
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC4803881|XP_001360529.3|DPSE
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC4816233|XP_001355854.3|DPSE
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC4817521|XP_033235523.1|DPSE
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC4817845|XP_001357301.3|DPSE
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC6899795|XP_002135739.2|DPSE
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC4817162|XP_001356819.2|DPSE
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC4817923|XP_001357246.3|DPSE
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC4817901|XP_001357245.4|DPSE
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC4816476|XP_001356206.3|DPSE
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC4816658|XP_001356090.2|DPSE
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC4800990|XP_001358166.2|DPSE
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC4817891|XP_015035499.2|DPSE
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC4817984|XP_001357414.1|DPSE
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC4816185|XP_001355770.1|DPSE
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC4816419|XP_015036749.1|DPSE
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC117184263|XP_033236913.1|DPSE, LOC4817150|XP_001356386.3|DPSE
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC4817192|XP_015035770.2|DPSE
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC4817189|XP_001356696.2|DPSE
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC4817905|XP_001357328.2|DPSE
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC4804024|XP_001360654.2|DPSE
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC6902529|XP_002133069.1|DPSE
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC4811709|XP_033237029.1|DPSE
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC4816442|XP_015036809.2|DPSE
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC4818142|XP_015035389.1|DPSE
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC4817920|XP_015035413.2|DPSE
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC4816984|XP_015035752.1|DPSE
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC4816263|XP_015036973.2|DPSE
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC4800755|XP_001357971.3|DPSE
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC4805337|XP_001361753.3|DPSE
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC4816677|XP_015036798.2|DPSE
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC4804433|XP_001360997.2|DPSE
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC4817051|XP_033236636.1|DPSE
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC4805659|XP_015040766.1|DPSE
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC4817073|XP_015035949.2|DPSE
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC4816878|XP_033235462.1|DPSE
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC4817282|XP_015036189.2|DPSE
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC4817775|XP_001357136.1|DPSE
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC4815678|XP_015041172.2|DPSE
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC4817012|XP_001356492.2|DPSE
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC6898897|XP_033233900.1|DPSE
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC4816691|XP_001355996.3|DPSE
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC4818153|XP_033235582.1|DPSE
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC4816259|XP_001355842.4|DPSE
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC4816258|XP_001355841.3|DPSE
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC4802651|XP_001359532.2|DPSE
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC4816568|XP_001356099.2|DPSE
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC26532749|XP_015044417.1|DPSE
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC26533591|XP_033236164.1|DPSE
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC4817481|XP_001356765.3|DPSE
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC6902916|XP_015036014.2|DPSE
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC4817277|XP_001356758.3|DPSE
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC4803994|XP_001360625.1|DPSE
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC4818188|XP_001357500.1|DPSE
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC4816305|XP_033235386.1|DPSE
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC4817483|XP_001356300.2|DPSE
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC6903212|XP_002132913.1|DPSE
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC4816448|XP_001356172.2|DPSE
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC6902851|XP_015035875.2|DPSE
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC4812215|XP_001352470.4|DPSE
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC6900606|XP_002134978.3|DPSE
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC4814614|XP_001354768.1|DPSE
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC4816527|XP_001356246.2|DPSE
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC4818143|XP_001357294.1|DPSE
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC6903411|XP_002132290.3|DPSE
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC4816746|XP_033235648.1|DPSE
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC4800702|XP_001357927.4|DPSE
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC117184190|XP_033236620.1|DPSE, LOC4817612|XP_001357014.2|DPSE, LOC117184189|XP_033236616.1|DPSE
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC4811911|XP_001352858.1|DPSE
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC4816279|XP_001356242.3|DPSE
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC4812566|XP_001352412.1|DPSE
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC4816595|XP_015036828.1|DPSE
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC4818095|XP_001357398.1|DPSE
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC4805508|XP_001361900.2|DPSE
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC6898983|XP_004444527.1|DPSE
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC4803923|XP_001360564.1|DPSE
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC4811699|XP_001352281.2|DPSE
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC4817002|XP_001356432.1|DPSE
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC4817591|XP_015036363.2|DPSE
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC4817756|XP_001357137.2|DPSE
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC4817794|XP_033236756.1|DPSE
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC4816570|XP_001355917.1|DPSE
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC4816749|XP_001355918.2|DPSE
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC6896749|XP_002136956.3|DPSE
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC4805696|XP_001362054.2|DPSE
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC4816821|XP_001356748.1|DPSE
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC4817430|XP_001356749.3|DPSE
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC4805640|XP_001362009.3|DPSE
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC26532955|XP_033238522.1|DPSE
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC4817132|XP_001356734.1|DPSE
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC4816315|XP_001356005.2|DPSE
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC4816407|XP_033236845.1|DPSE
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC4817235|XP_001356793.1|DPSE
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC4814605|XP_001354917.3|DPSE
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC4817761|XP_001357131.3|DPSE
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC4817972|XP_001357472.3|DPSE
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC4817087|XP_001356837.4|DPSE
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC4816768|XP_033235743.1|DPSE
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC4804219|XP_001360813.1|DPSE
OG0003921	LOC6036061|XP_038108481.1|CQUI	LOC4816865|XP_001356865.4|DPSE
OG0003922	LOC6042870|XP_001870851.2|CQUI	LOC4817259|XP_001356784.2|DPSE
OG0003923	LOC6052522|XP_001868780.1|CQUI	LOC6899890|XP_002132193.1|DPSE
OG0003924	LOC6052517|XP_038108718.1|CQUI	LOC4803342|XP_001360129.2|DPSE
OG0003925	LOC6036646|XP_038107951.1|CQUI	LOC4816641|XP_033236414.1|DPSE
OG0003926	LOC6036651|XP_001846678.2|CQUI	LOC6902520|XP_002133062.1|DPSE
OG0003927	LOC6046033|XP_001863294.2|CQUI	LOC4816847|XP_001356636.3|DPSE
OG0003928	LOC6033189|XP_001843669.2|CQUI	LOC6903377|XP_002132259.2|DPSE
OG0003929	LOC6033179|XP_038114437.1|CQUI	LOC4817287|XP_001356789.2|DPSE
OG0003930	LOC6033283|XP_001843753.2|CQUI	LOC4816107|XP_001355781.1|DPSE
OG0003931	LOC6033287|XP_038108021.1|CQUI	LOC4816164|XP_015036932.1|DPSE
OG0003932	LOC6036993|XP_038113039.1|CQUI	LOC6898644|XP_002138649.4|DPSE
OG0003933	LOC6048401|XP_038111122.1|CQUI	LOC4817477|XP_001356576.2|DPSE
OG0003934	LOC6048406|XP_001865324.2|CQUI	LOC4816104|XP_001355814.1|DPSE
OG0003935	LOC6043726|XP_038107603.1|CQUI	LOC4805470|XP_015040673.2|DPSE
OG0003936	LOC6043725|XP_001861346.1|CQUI	LOC4805471|XP_001361866.2|DPSE
OG0003937	LOC6033098|XP_038111241.1|CQUI	LOC4804993|XP_001361465.3|DPSE
OG0003938	LOC6033105|XP_038114430.1|CQUI	LOC6902514|XP_033236420.1|DPSE
OG0003939	LOC6054454|XP_038111258.1|CQUI	LOC4816907|XP_001356811.1|DPSE
OG0003940	LOC6033108|XP_001843603.2|CQUI	LOC4816670|XP_001355947.3|DPSE
OG0003941	LOC6033109|XP_038111262.1|CQUI	LOC4816744|XP_001355950.3|DPSE
OG0003942	LOC6033122|XP_038111572.1|CQUI	LOC4816949|XP_001356715.3|DPSE
OG0003943	LOC6048231|XP_038113230.1|CQUI	LOC4816463|XP_001355954.1|DPSE
OG0003944	LOC6044257|XP_001861796.1|CQUI	LOC4816832|XP_001356753.1|DPSE
OG0003945	LOC119767019|XP_038110185.1|CQUI	LOC4804551|XP_001361094.1|DPSE
OG0003946	LOC6035280|XP_038111693.1|CQUI	LOC4816616|XP_001356274.1|DPSE
OG0003947	LOC6035274|XP_038110146.1|CQUI	LOC4816686|XP_001356282.2|DPSE
OG0003948	LOC6036175|XP_038111514.1|CQUI	LOC4817676|XP_001357062.2|DPSE
OG0003949	LOC6036172|XP_038112061.1|CQUI	LOC6903238|XP_033236043.1|DPSE
OG0003950	LOC6038625|XP_038111059.1|CQUI	LOC4817894|XP_001357196.1|DPSE
OG0003951	LOC6038613|XP_038107372.1|CQUI	LOC4817868|XP_001357201.4|DPSE
OG0003952	LOC6033759|XP_001844167.2|CQUI	LOC4817466|XP_001356802.1|DPSE
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	LOC4816210|XP_001355765.2|DPSE
OG0003954	LOC6033741|XP_038111254.1|CQUI	LOC4812673|XP_001353057.4|DPSE
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	LOC117184169|XP_033236546.1|DPSE, LOC117184168|XP_033236543.1|DPSE
OG0003956	LOC6031181|XP_038108389.1|CQUI	LOC4817425|XP_033237011.1|DPSE
OG0003957	LOC6033143|XP_038110679.1|CQUI	LOC4814048|XP_001354193.1|DPSE
OG0003958	LOC6033148|XP_001843637.2|CQUI	LOC4815309|XP_015041990.1|DPSE
OG0003959	LOC6033261|XP_038107519.1|CQUI	LOC4804406|XP_033233515.1|DPSE
OG0003960	LOC6033232|XP_038113766.1|CQUI	LOC6901870|XP_002133408.2|DPSE
OG0003961	LOC6041541|XP_001850788.2|CQUI	LOC4816804|XP_001356720.2|DPSE
OG0003962	LOC6040127|XP_001849586.1|CQUI	LOC4816679|XP_001355965.1|DPSE
OG0003963	LOC6037538|XP_038110070.1|CQUI	LOC4816627|XP_001356288.4|DPSE
OG0003964	LOC6037545|XP_038109875.1|CQUI	LOC4817212|XP_001356408.1|DPSE
OG0003965	LOC6050518|XP_038111968.1|CQUI	LOC4816706|XP_033236770.1|DPSE
OG0003967	LOC6041584|XP_038112034.1|CQUI	LOC6898855|XP_033234846.1|DPSE
OG0003968	LOC6048612|XP_038111891.1|CQUI	LOC4805281|XP_015040526.1|DPSE
OG0003969	LOC6032916|XP_038107052.1|CQUI	LOC6898294|XP_002138356.3|DPSE
OG0003970	LOC6031868|XP_038113838.1|CQUI	LOC4816831|XP_033236036.1|DPSE
OG0003971	LOC6036443|XP_038108462.1|CQUI	LOC6903320|XP_033235502.1|DPSE
OG0003972	LOC6036444|XP_038107978.1|CQUI	LOC4812786|XP_001353178.4|DPSE
OG0003973	LOC6036449|XP_001846500.2|CQUI	LOC6898613|XP_002138618.2|DPSE
OG0003974	LOC6036470|XP_038109656.1|CQUI	LOC4804357|XP_001360931.2|DPSE
OG0003975	LOC6036481|XP_038113867.1|CQUI	LOC4816227|XP_033236684.1|DPSE
OG0003976	LOC6034401|XP_001844719.2|CQUI	LOC4817882|XP_001357306.2|DPSE
OG0003977	LOC6034400|XP_038112337.1|CQUI	LOC6903449|XP_002132328.1|DPSE
OG0003978	LOC119767640|XP_038112573.1|CQUI	LOC4812022|XP_001352933.1|DPSE
OG0003979	LOC6038881|XP_001848580.1|CQUI	LOC4816586|XP_001356042.3|DPSE
OG0003980	LOC6038882|XP_001848581.1|CQUI	LOC4803101|XP_001359899.2|DPSE
OG0003981	LOC6038883|XP_038108742.1|CQUI	LOC6902888|XP_033235166.1|DPSE
OG0003982	LOC6038884|XP_001848583.2|CQUI	LOC4816594|XP_015036827.2|DPSE
OG0003983	LOC6038885|XP_038113321.1|CQUI	LOC4816410|XP_001356173.4|DPSE
OG0003984	LOC6036439|XP_038112741.1|CQUI	LOC4817175|XP_001356382.4|DPSE
OG0003985	LOC6036433|XP_038108732.1|CQUI	LOC13036385|XP_033236761.1|DPSE
OG0003986	LOC6038013|XP_038113377.1|CQUI	LOC4816921|XP_001356395.4|DPSE
OG0003987	LOC6038014|XP_038110646.1|CQUI	LOC4817001|XP_001356394.2|DPSE
OG0003988	LOC6047238|XP_038111315.1|CQUI	LOC4817203|XP_001356514.3|DPSE
OG0003989	LOC6035771|XP_038109362.1|CQUI	LOC4817035|XP_001356405.3|DPSE
OG0003990	LOC6035782|XP_038109675.1|CQUI	LOC6903464|XP_002132343.2|DPSE
OG0003991	LOC6035784|XP_038109844.1|CQUI	LOC4817698|XP_033236309.1|DPSE
OG0003992	LOC6035789|XP_001845913.2|CQUI	LOC4817566|XP_001356971.3|DPSE
OG0003993	LOC6045008|XP_038108291.1|CQUI	LOC4817579|XP_033236267.1|DPSE
OG0003994	LOC119767200|XP_038111176.1|CQUI	LOC4801602|XP_001358670.1|DPSE
OG0003995	LOC6053400|XP_001869494.2|CQUI	LOC6898770|XP_002138748.2|DPSE
OG0003996	LOC6036135|XP_001846228.1|CQUI	LOC4803350|XP_001360116.2|DPSE
OG0003997	LOC6054365|XP_038109595.1|CQUI	LOC4818163|XP_001357438.1|DPSE
OG0003998	LOC6045776|XP_038112750.1|CQUI	LOC6903313|XP_033235321.1|DPSE
OG0003999	LOC6045769|XP_001863072.1|CQUI	LOC6902743|XP_002133257.1|DPSE
OG0004000	LOC6034347|XP_038113204.1|CQUI	LOC4815378|XP_001354986.3|DPSE
OG0004001	LOC6034384|XP_038113314.1|CQUI	LOC4804307|XP_001360887.3|DPSE
OG0004002	LOC6034395|XP_038109098.1|CQUI	LOC6902609|XP_002133135.2|DPSE
OG0004003	LOC6039845|XP_038113654.1|CQUI	LOC4817060|XP_033235336.1|DPSE
OG0004004	LOC6039842|XP_001849349.2|CQUI	LOC4817455|XP_001356616.2|DPSE
OG0004005	LOC6039840|XP_038111465.1|CQUI	LOC4817879|XP_001357485.2|DPSE
OG0004006	LOC6034869|XP_001845139.2|CQUI	LOC4816930|XP_001356868.2|DPSE
OG0004007	LOC6034873|XP_001845142.1|CQUI	LOC6903012|XP_002132734.1|DPSE
OG0004008	LOC6034877|XP_038107745.1|CQUI	LOC4818122|XP_033235325.1|DPSE
OG0004009	LOC6046643|XP_001863794.2|CQUI	LOC4816648|XP_001355970.2|DPSE
OG0004010	LOC6048811|XP_038114221.1|CQUI	LOC4816443|XP_015036810.2|DPSE
