Orthogroup	CQUI.longest_only	DKIK.longest_only
OG0003305	LOC6040796|XP_038107449.1|CQUI	LOC108076727|XP_017025193.1|DKIK
OG0003306	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI	LOC108076518|XP_017024916.1|DKIK
OG0003307	LOC6041286|XP_038118761.1|CQUI	LOC108078926|XP_017028562.1|DKIK
OG0003308	LOC6041274|XP_038111355.1|CQUI	LOC108074325|XP_017021821.1|DKIK
OG0003309	LOC6046401|XP_038104328.1|CQUI	LOC108074158|XP_017021554.1|DKIK
OG0003310	LOC6049179|XP_001865984.2|CQUI	LOC108079281|XP_017029067.1|DKIK
OG0003311	LOC6040799|XP_001850138.2|CQUI	LOC108077727|XP_017026671.1|DKIK
OG0003312	LOC6038455|XP_001848252.2|CQUI	LOC108075415|XP_017023329.1|DKIK
OG0003313	LOC119770166|XP_038120773.1|CQUI	LOC108080403|XP_017030620.1|DKIK
OG0003314	LOC119769656|XP_038119124.1|CQUI	LOC108072093|XP_017018596.1|DKIK
OG0003315	LOC6045637|XP_038104047.1|CQUI	LOC108085963|XP_017038247.1|DKIK
OG0003316	LOC6046923|XP_038104731.1|CQUI	LOC108082718|XP_017033718.1|DKIK
OG0003318	LOC6046383|XP_038121783.1|CQUI	LOC108084160|XP_017035706.1|DKIK
OG0003319	LOC6050261|XP_038117527.1|CQUI	LOC108084575|XP_017036335.1|DKIK
OG0003320	LOC6050925|XP_038107496.1|CQUI	LOC108083030|XP_017034153.1|DKIK
OG0003321	LOC6050923|XP_038104096.1|CQUI	LOC108083196|XP_017034392.1|DKIK
OG0003322	LOC6050928|XP_001867444.2|CQUI	LOC108083236|XP_017034434.1|DKIK
OG0003323	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI	LOC108080221|XP_017030366.1|DKIK
OG0003324	LOC6044766|XP_038105505.1|CQUI	LOC108074248|XP_017021699.1|DKIK
OG0003325	LOC6054667|XP_038122729.1|CQUI	LOC108074107|XP_017021493.1|DKIK
OG0003326	LOC6052313|XP_001868606.2|CQUI	LOC108080024|XP_017030087.1|DKIK
OG0003327	LOC6054823|XP_038117070.1|CQUI	LOC108072471|XP_017019120.1|DKIK
OG0003328	LOC6045240|XP_038105004.1|CQUI	LOC108083415|XP_017034659.1|DKIK
OG0003329	LOC6045236|XP_038104816.1|CQUI	LOC108071313|XP_017017508.1|DKIK
OG0003330	LOC6049097|XP_001865912.2|CQUI	LOC108078759|XP_017028284.1|DKIK
OG0003331	LOC6039046|XP_038105147.1|CQUI	LOC108080220|XP_017030365.1|DKIK
OG0003332	LOC6045134|XP_001862536.1|CQUI	LOC108083850|XP_017035322.1|DKIK
OG0003333	LOC6046168|XP_038108595.1|CQUI	LOC108073708|XP_017020932.1|DKIK
OG0003334	LOC6053762|XP_038105116.1|CQUI	LOC108070656|XP_017016713.1|DKIK
OG0003335	LOC6053764|XP_038105798.1|CQUI	LOC108077875|XP_017026900.1|DKIK
OG0003336	LOC6049475|XP_038104934.1|CQUI	LOC108073572|XP_017020748.1|DKIK
OG0003337	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI	LOC108075745|XP_017023788.1|DKIK
OG0003338	LOC6038468|XP_001848265.2|CQUI	LOC108084041|XP_017035547.1|DKIK
OG0003339	LOC6042693|XP_038104736.1|CQUI	LOC108074380|XP_017021894.1|DKIK
OG0003340	LOC6042694|XP_038104608.1|CQUI	LOC108074369|XP_017021882.1|DKIK
OG0003341	LOC6042505|XP_001851719.2|CQUI	LOC108080093|XP_017030190.1|DKIK
OG0003342	LOC6042500|XP_001851692.2|CQUI	LOC108083478|XP_017034757.1|DKIK
OG0003343	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI	LOC108084769|XP_017036579.1|DKIK
OG0003344	LOC6046229|XP_038115211.1|CQUI	LOC108085283|XP_017037324.1|DKIK
OG0003345	LOC119767346|XP_038111667.1|CQUI	LOC108078997|XP_017028665.1|DKIK
OG0003346	LOC6045625|XP_001862961.2|CQUI	LOC108083939|XP_017035434.1|DKIK
OG0003347	LOC6054237|XP_038111943.1|CQUI	LOC108074086|XP_017021455.1|DKIK
OG0003348	LOC6045000|XP_038104115.1|CQUI	LOC108083932|XP_017035422.1|DKIK
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC108079277|XP_017029062.1|DKIK
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC108071332|XP_017017536.1|DKIK
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC108079264|XP_017029044.1|DKIK
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC108073718|XP_017020953.1|DKIK
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC108073722|XP_017020957.1|DKIK
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC108082946|XP_017034051.1|DKIK
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC108083539|XP_017034871.1|DKIK
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC108083600|XP_017034954.1|DKIK
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC108085362|XP_017037422.1|DKIK
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC108076950|XP_017025492.1|DKIK
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC108084462|XP_017036162.1|DKIK
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC108076683|XP_017025120.1|DKIK
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC108077746|XP_017026702.1|DKIK
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC108084239|XP_017035859.1|DKIK
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC108085885|XP_017038137.1|DKIK
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC108075597|XP_017023608.1|DKIK
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC108080594|XP_017030891.1|DKIK
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC108082988|XP_017034098.1|DKIK
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC108083127|XP_017034291.1|DKIK
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC108081102|XP_017031587.1|DKIK
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC108084204|XP_017035804.1|DKIK
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC108079199|XP_017028951.1|DKIK
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC108085166|XP_017037186.1|DKIK
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC108075625|XP_017023648.1|DKIK
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC108080520|XP_017030793.1|DKIK
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC108077776|XP_017026760.1|DKIK
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC108084980|XP_017036893.1|DKIK
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC108085910|XP_017038168.1|DKIK
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC108083638|XP_017034998.1|DKIK
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC108084208|XP_017035812.1|DKIK
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC108075486|XP_017023429.1|DKIK
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC108077169|XP_017025893.1|DKIK
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC108083712|XP_017035103.1|DKIK
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC108082762|XP_017033776.1|DKIK
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC108074342|XP_017021854.1|DKIK
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC108071434|XP_017017678.1|DKIK
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC108081144|XP_017031674.1|DKIK
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC108083727|XP_017035121.1|DKIK
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC108077049|XP_017025689.1|DKIK
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC108076224|XP_017024456.1|DKIK
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC108084531|XP_017036257.1|DKIK
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC108077803|XP_017026806.1|DKIK
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC108075746|XP_017023789.1|DKIK
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC108084060|XP_017035567.1|DKIK
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC108081109|XP_017031597.1|DKIK
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC108073561|XP_017020737.1|DKIK
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC108073496|XP_017020645.1|DKIK
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC108073519|XP_017020683.1|DKIK
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC108075394|XP_017023293.1|DKIK
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC108075475|XP_017023417.1|DKIK
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC108070882|XP_017017016.1|DKIK
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC108084155|XP_017035700.1|DKIK
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC108078559|XP_017027966.1|DKIK
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC108084166|XP_017035736.1|DKIK
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC108084167|XP_017035737.1|DKIK
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC108075530|XP_017023516.1|DKIK
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC108073469|XP_017020601.1|DKIK
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC108075646|XP_017023681.1|DKIK
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC108084073|XP_017035583.1|DKIK
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC108070690|XP_017016761.1|DKIK
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC108084320|XP_017035971.1|DKIK
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC108072745|XP_017019502.1|DKIK
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC108071841|XP_017018242.1|DKIK
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC108084865|XP_017036744.1|DKIK
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC108081030|XP_017031480.1|DKIK
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC108085720|XP_017037932.1|DKIK
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC108075399|XP_017023310.1|DKIK
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC108075516|XP_017023493.1|DKIK
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC108075721|XP_017023750.1|DKIK
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC108075741|XP_017023780.1|DKIK
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC108073026|XP_017019975.1|DKIK
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC108084596|XP_017036360.1|DKIK
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC108073336|XP_017020389.1|DKIK
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC108085704|XP_017037907.1|DKIK
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC108085735|XP_017037952.1|DKIK
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC108080595|XP_017030892.1|DKIK
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC108076492|XP_017024873.1|DKIK
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC108077330|XP_017026111.1|DKIK
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC108080809|XP_017031193.1|DKIK
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC108084608|XP_017036380.1|DKIK
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC108077765|XP_017026741.1|DKIK
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC108081200|XP_017031758.1|DKIK
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC108081186|XP_017031737.1|DKIK
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC108081226|XP_017031795.1|DKIK
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC108084528|XP_017036253.1|DKIK
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC108077683|XP_017026593.1|DKIK
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC108077375|XP_017026159.1|DKIK
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC108083080|XP_017034214.1|DKIK
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC108075245|XP_017023091.1|DKIK
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC108083000|XP_017034113.1|DKIK
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC108083898|XP_017035382.1|DKIK
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC108084910|XP_017036798.1|DKIK
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC108074885|XP_017022583.1|DKIK
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC108083223|XP_017034424.1|DKIK
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC108071421|XP_017017660.1|DKIK
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC108081069|XP_017031539.1|DKIK
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC108084872|XP_017036753.1|DKIK
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC108084884|XP_017036768.1|DKIK
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC108076016|XP_017024161.1|DKIK
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC108075938|XP_017024069.1|DKIK
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC108077849|XP_017026870.1|DKIK
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC108074689|XP_017022304.1|DKIK
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC108080760|XP_017031102.1|DKIK
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC108085391|XP_017037448.1|DKIK
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC108075571|XP_017023575.1|DKIK
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC108071287|XP_017017469.1|DKIK
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC108081155|XP_017031686.1|DKIK
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC108086005|XP_017038307.1|DKIK
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC108075755|XP_017023800.1|DKIK
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC108075450|XP_017023394.1|DKIK
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC108071424|XP_017017663.1|DKIK
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC108073529|XP_017020699.1|DKIK
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC108077865|XP_017026888.1|DKIK
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC108077763|XP_017026738.1|DKIK
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC108084955|XP_017036843.1|DKIK
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC108075708|XP_017023728.1|DKIK
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC108082785|XP_017033812.1|DKIK
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC108082018|XP_017032771.1|DKIK
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC108077239|XP_017025987.1|DKIK
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC108085711|XP_017037920.1|DKIK
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC108071350|XP_017017580.1|DKIK
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC108074897|XP_017022611.1|DKIK
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC108074080|XP_017021448.1|DKIK
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC108085717|XP_017037928.1|DKIK
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC108073493|XP_017020642.1|DKIK
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC108085607|XP_017037767.1|DKIK
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC108085606|XP_017037766.1|DKIK
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC108085654|XP_017037833.1|DKIK
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC108070673|XP_017016735.1|DKIK
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC108071439|XP_017017685.1|DKIK
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC108075723|XP_017023752.1|DKIK
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC108083717|XP_017035110.1|DKIK
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC108073404|XP_017020485.1|DKIK
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC108073170|XP_017020168.1|DKIK
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC108083962|XP_017035458.1|DKIK
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC108085734|XP_017037951.1|DKIK
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC108073577|XP_017020753.1|DKIK
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC108077726|XP_017026670.1|DKIK
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC108085360|XP_017037419.1|DKIK
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC108077870|XP_017026896.1|DKIK
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC108080314|XP_017030493.1|DKIK, LOC108071318|XP_017017515.1|DKIK
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC108073499|XP_017020655.1|DKIK
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC108082713|XP_017033710.1|DKIK
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC108074117|XP_017021505.1|DKIK
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC108071404|XP_017017635.1|DKIK
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC108081145|XP_017031671.1|DKIK
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC108081194|XP_017031749.1|DKIK
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC108084169|XP_017035743.1|DKIK
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC108070699|XP_017016772.1|DKIK
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC108071291|XP_017017472.1|DKIK
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC108075181|XP_017023003.1|DKIK
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC108084283|XP_017035929.1|DKIK
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC108081126|XP_017031633.1|DKIK
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC108075542|XP_017023534.1|DKIK
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC108071360|XP_017017591.1|DKIK
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC108071466|XP_017017719.1|DKIK
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC108082407|XP_017033245.1|DKIK
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC108074070|XP_017021430.1|DKIK
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC108077569|XP_017026453.1|DKIK, LOC108071457|XP_017017708.1|DKIK
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC108080493|XP_017030743.1|DKIK
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC108078865|XP_017028461.1|DKIK
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC108078786|XP_017028327.1|DKIK
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC108078876|XP_017028490.1|DKIK
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC108073097|XP_017020073.1|DKIK
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC108085367|XP_017037429.1|DKIK
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC108083510|XP_017034808.1|DKIK
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC108076421|XP_017024751.1|DKIK
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC108078249|XP_017027462.1|DKIK
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC108077303|XP_017026073.1|DKIK
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC108078103|XP_017027198.1|DKIK
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC108075663|XP_017023701.1|DKIK
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC108070583|XP_017016626.1|DKIK
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC108078924|XP_017028558.1|DKIK
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC108078949|XP_017028588.1|DKIK
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC108075211|XP_017023037.1|DKIK
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC108076436|XP_017024780.1|DKIK
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC108074757|XP_017022422.1|DKIK
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC108073018|XP_017019965.1|DKIK
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC108082454|XP_017033315.1|DKIK
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC108079116|XP_017028845.1|DKIK
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC108084542|XP_017036269.1|DKIK
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC108078157|XP_017027293.1|DKIK
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC108080336|XP_017030524.1|DKIK
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC108071546|XP_017017813.1|DKIK
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC108084788|XP_017036621.1|DKIK
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC108083262|XP_017034460.1|DKIK
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC108076364|XP_017024653.1|DKIK
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC108078356|XP_017027660.1|DKIK
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC108078376|XP_017027698.1|DKIK
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC108073089|XP_017020059.1|DKIK
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC108072971|XP_017019895.1|DKIK
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC108072090|XP_017018590.1|DKIK
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC108073124|XP_017020110.1|DKIK
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC108079832|XP_017029821.1|DKIK
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC108079759|XP_017029670.1|DKIK
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC108083632|XP_017034991.1|DKIK
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC108083687|XP_017035057.1|DKIK
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC108078822|XP_017028396.1|DKIK
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC108083100|XP_017034245.1|DKIK, LOC108080542|XP_017030834.1|DKIK
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC108071555|XP_017017823.1|DKIK
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC108076705|XP_017025152.1|DKIK
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC108073028|XP_017019977.1|DKIK
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC108084620|XP_017036395.1|DKIK
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC108083718|XP_017035113.1|DKIK
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC108079839|XP_017029831.1|DKIK
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC108075518|XP_017023495.1|DKIK
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC108078284|XP_017027537.1|DKIK
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC108078298|XP_017027567.1|DKIK
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC108075049|XP_017022816.1|DKIK
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC108072986|XP_017019917.1|DKIK
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC108078621|XP_017028033.1|DKIK
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC108082517|XP_017033433.1|DKIK
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC108085124|XP_017037114.1|DKIK
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC108070595|XP_017016653.1|DKIK
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC108078710|XP_017028160.1|DKIK
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC108078937|XP_017028575.1|DKIK
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC108084407|XP_017036094.1|DKIK
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC108071540|XP_017017804.1|DKIK
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC108073004|XP_017019946.1|DKIK
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC108076764|XP_017025253.1|DKIK
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC108079820|XP_017029791.1|DKIK
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC108071922|XP_017018371.1|DKIK
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC108085129|XP_017037120.1|DKIK
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC108082529|XP_017033446.1|DKIK
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC108080573|XP_017030866.1|DKIK, LOC108080648|XP_017030961.1|DKIK
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC108085500|XP_017037613.1|DKIK
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC108074449|XP_017021979.1|DKIK
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC108085702|XP_017037902.1|DKIK
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC108078072|XP_017027126.1|DKIK
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC108075282|XP_017023159.1|DKIK
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC108079113|XP_017028841.1|DKIK
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC108070494|XP_017016478.1|DKIK
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC108070561|XP_017016579.1|DKIK
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC108084414|XP_017036106.1|DKIK
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC108078432|XP_017027799.1|DKIK
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC108076335|XP_017024608.1|DKIK
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC108076435|XP_017024779.1|DKIK
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC108078955|XP_017028599.1|DKIK
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC108075855|XP_017023934.1|DKIK
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC108077507|XP_017026330.1|DKIK
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC108077950|XP_017026978.1|DKIK
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC108076427|XP_017024765.1|DKIK
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC108078578|XP_017027986.1|DKIK
