Orthogroup	CQUI.longest_only	BTRY.longest_only
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC120777479|XP_039964747.1|BTRY
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC120779004|XP_039967042.1|BTRY
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC120777955|XP_039965505.1|BTRY
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC120771926|XP_039956154.1|BTRY
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC120770062|XP_039953118.1|BTRY
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC120770533|XP_039954019.1|BTRY
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC120778214|XP_039965905.1|BTRY
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC120777364|XP_039964566.1|BTRY
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC120776704|XP_039963530.1|BTRY
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC120771862|XP_039956045.1|BTRY
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC120771028|XP_039954737.1|BTRY
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC120778746|XP_039966651.1|BTRY
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC120782739|XP_039971106.1|BTRY
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC120782659|XP_039970968.1|BTRY
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC120771899|XP_039956105.1|BTRY
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC120772054|XP_039956365.1|BTRY
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC120778505|XP_039966268.1|BTRY
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC120771289|XP_039955154.1|BTRY
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC120777257|XP_039964390.1|BTRY
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC120777714|XP_039965127.1|BTRY
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC120771178|XP_039955003.1|BTRY
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC120771386|XP_039955286.1|BTRY
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC120771388|XP_039955288.1|BTRY
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC120771310|XP_039955179.1|BTRY
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC120771271|XP_039955128.1|BTRY, LOC120779786|XP_039968096.1|BTRY
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC120770169|XP_039953313.1|BTRY
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC120770168|XP_039953311.1|BTRY
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC120771934|XP_039956165.1|BTRY
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC120771161|XP_039954974.1|BTRY
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC120778838|XP_039966794.1|BTRY
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC120776390|XP_039962934.1|BTRY
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC120770450|XP_039953859.1|BTRY
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC120771519|XP_039955511.1|BTRY
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC120772663|XP_039957330.1|BTRY
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC120772190|XP_039956590.1|BTRY
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC120781254|XP_039969339.1|BTRY
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC120770163|XP_039953302.1|BTRY
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC120771511|XP_039955501.1|BTRY
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC120771137|XP_039954938.1|BTRY
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC120777310|XP_039964483.1|BTRY
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC120776373|XP_039962889.1|BTRY
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC120781231|XP_039969300.1|BTRY
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC120777264|XP_039964397.1|BTRY
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC120781278|XP_039969407.1|BTRY
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC120770082|XP_039953164.1|BTRY
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC120777990|XP_039965569.1|BTRY
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC120768002|XP_039950359.1|BTRY
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC120770438|XP_039953838.1|BTRY
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC120772257|XP_039956694.1|BTRY
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC120772348|XP_039956844.1|BTRY
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC120771652|XP_039955701.1|BTRY
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC120770943|XP_039954588.1|BTRY
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC120776413|XP_039962975.1|BTRY
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC120776192|XP_039962751.1|BTRY
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC120776584|XP_039963287.1|BTRY
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC120768525|XP_039951188.1|BTRY
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC120778513|XP_039966281.1|BTRY
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC120778284|XP_039966005.1|BTRY
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC120777379|XP_039964604.1|BTRY
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC120778761|XP_039966673.1|BTRY
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC120781500|XP_039969657.1|BTRY, LOC120780690|XP_039968889.1|BTRY
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC120777505|XP_039964793.1|BTRY
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC120778548|XP_039966331.1|BTRY
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC120766520|XP_039948025.1|BTRY
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC120776658|XP_039963461.1|BTRY
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC120778077|XP_039965704.1|BTRY
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC120777715|XP_039965132.1|BTRY
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC120777288|XP_039964433.1|BTRY
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC120778545|XP_039966328.1|BTRY
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC120777987|XP_039965561.1|BTRY
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC120777226|XP_039964341.1|BTRY
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC120771646|XP_039955691.1|BTRY
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC120772625|XP_039957275.1|BTRY
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC120772624|XP_039957274.1|BTRY
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC120771172|XP_039954993.1|BTRY
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC120782882|XP_039971364.1|BTRY
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC120772557|XP_039957175.1|BTRY
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC120772005|XP_039956297.1|BTRY
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC120772731|XP_039957426.1|BTRY
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC120780311|XP_039968537.1|BTRY
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC120777229|XP_039964344.1|BTRY
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC120777102|XP_039964172.1|BTRY
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC120771851|XP_039956028.1|BTRY
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC120771672|XP_039955722.1|BTRY
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC120767047|XP_039948834.1|BTRY
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC120770840|XP_039954370.1|BTRY
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC120777276|XP_039964414.1|BTRY
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC120778162|XP_039965826.1|BTRY
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC120770582|XP_039954096.1|BTRY
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC120771369|XP_039955262.1|BTRY
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC120771871|XP_039956056.1|BTRY
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC120777701|XP_039965114.1|BTRY
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC120777397|XP_039964627.1|BTRY
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC120777939|XP_039965472.1|BTRY
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC120771480|XP_039955448.1|BTRY
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC120779194|XP_039967393.1|BTRY
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC120778272|XP_039965985.1|BTRY
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC120777260|XP_039964393.1|BTRY
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC120772193|XP_039956593.1|BTRY
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC120770584|XP_039954100.1|BTRY
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC120778622|XP_039966440.1|BTRY
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC120770590|XP_039954112.1|BTRY
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC120770979|XP_039954654.1|BTRY
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC120769164|XP_039951983.1|BTRY
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC120778190|XP_039965862.1|BTRY, LOC120782109|XP_039970188.1|BTRY
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC120778065|XP_039965682.1|BTRY
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC120777261|XP_039964394.1|BTRY
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC120771470|XP_039955421.1|BTRY
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC120777783|XP_039965237.1|BTRY
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC120777140|XP_039964219.1|BTRY
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC120777055|XP_039964101.1|BTRY
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC120772474|XP_039957048.1|BTRY
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC120771320|XP_039955197.1|BTRY
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC120778822|XP_039966763.1|BTRY
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC120770587|XP_039954106.1|BTRY
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC120771145|XP_039954947.1|BTRY
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC120771144|XP_039954946.1|BTRY
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC120778055|XP_039965669.1|BTRY
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC120776682|XP_039963493.1|BTRY
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC120778615|XP_039966427.1|BTRY
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC120776587|XP_039963290.1|BTRY
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC120777222|XP_039964336.1|BTRY
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC120775065|XP_039960977.1|BTRY
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC120771954|XP_039956199.1|BTRY
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC120779145|XP_039967287.1|BTRY
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC120778385|XP_039966106.1|BTRY
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC120778125|XP_039965762.1|BTRY
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC120779160|XP_039967317.1|BTRY
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC120777876|XP_039965369.1|BTRY
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC120776490|XP_039963104.1|BTRY, LOC120776491|XP_039963106.1|BTRY
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC120766526|XP_039948030.1|BTRY
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC120776347|XP_039962834.1|BTRY
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC120778246|XP_039965940.1|BTRY
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC120777469|XP_039964727.1|BTRY
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC120777320|XP_039964495.1|BTRY
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC120776647|XP_039963413.1|BTRY
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC120779646|XP_039967932.1|BTRY, LOC120776927|XP_039963933.1|BTRY
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC120771952|XP_039956196.1|BTRY
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC120772735|XP_039957431.1|BTRY
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC120772980|XP_039957827.1|BTRY
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC120771175|XP_039954999.1|BTRY
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC120770041|XP_039953090.1|BTRY
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC120771811|XP_039955953.1|BTRY
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC120778559|XP_039966355.1|BTRY
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC120777427|XP_039964666.1|BTRY
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC120770928|XP_039954566.1|BTRY
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC120771813|XP_039955955.1|BTRY
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC120771215|XP_039955051.1|BTRY
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC120772312|XP_039956761.1|BTRY
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC120777458|XP_039964716.1|BTRY
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC120778547|XP_039966330.1|BTRY
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC120777725|XP_039965150.1|BTRY
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC120776922|XP_039963926.1|BTRY
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC120778645|XP_039966484.1|BTRY
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC120776469|XP_039963072.1|BTRY
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC120777758|XP_039965192.1|BTRY
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC120776633|XP_039963383.1|BTRY
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC120777249|XP_039964377.1|BTRY
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC120771044|XP_039954778.1|BTRY
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC120771947|XP_039956189.1|BTRY
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC120781285|XP_039969415.1|BTRY
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC120777294|XP_039964439.1|BTRY
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC120770002|XP_039953026.1|BTRY
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC120778159|XP_039965819.1|BTRY
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC120777281|XP_039964420.1|BTRY
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC120778092|XP_039965722.1|BTRY
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC120779197|XP_039967395.1|BTRY
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC120773408|XP_039958205.1|BTRY
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC120772566|XP_039957187.1|BTRY
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC120781245|XP_039969320.1|BTRY
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC120781223|XP_039969288.1|BTRY
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC120779610|XP_039967893.1|BTRY
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC120777927|XP_039965444.1|BTRY
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC120777439|XP_039964684.1|BTRY
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC120771781|XP_039955908.1|BTRY
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC120774253|XP_039959652.1|BTRY, LOC120774143|XP_039959472.1|BTRY
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC120772521|XP_039957112.1|BTRY, LOC120771854|XP_039956029.1|BTRY, LOC120772965|XP_039957803.1|BTRY
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC120771206|XP_039955043.1|BTRY
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC120771048|XP_039954785.1|BTRY
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC120772874|XP_039957644.1|BTRY
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC120770865|XP_039954418.1|BTRY
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC120780024|XP_039968247.1|BTRY
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC120774873|XP_039960661.1|BTRY
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC120779141|XP_039967286.1|BTRY
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC120781228|XP_039969295.1|BTRY
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC120772060|XP_039956379.1|BTRY
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC120770568|XP_039954081.1|BTRY
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC120770569|XP_039954083.1|BTRY
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC120772857|XP_039957608.1|BTRY
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC120778949|XP_039966948.1|BTRY
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC120772089|XP_039956428.1|BTRY
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC120772358|XP_039956857.1|BTRY
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC120771096|XP_039954863.1|BTRY
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC120770877|XP_039954447.1|BTRY
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC120776872|XP_039963863.1|BTRY
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC120766938|XP_039948621.1|BTRY
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC120769006|XP_039951779.1|BTRY
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC120772225|XP_039956644.1|BTRY
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC120771143|XP_039954945.1|BTRY
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC120768454|XP_039951089.1|BTRY
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC120769469|XP_039952422.1|BTRY
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC120769429|XP_039952344.1|BTRY
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC120776136|XP_039962610.1|BTRY
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC120769259|XP_039952094.1|BTRY
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC120767964|XP_039950291.1|BTRY
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC120767889|XP_039950148.1|BTRY
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC120781394|XP_039969535.1|BTRY
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC120776703|XP_039963527.1|BTRY
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC120768646|XP_039951349.1|BTRY
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC120770941|XP_039954584.1|BTRY
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC120771383|XP_039955284.1|BTRY
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC120767536|XP_039949563.1|BTRY
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC120768345|XP_039950933.1|BTRY
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC120769569|XP_039952557.1|BTRY
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC120767086|XP_039948891.1|BTRY
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC120781400|XP_039969544.1|BTRY
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC120781449|XP_039969598.1|BTRY
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC120767957|XP_039950278.1|BTRY
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC120767850|XP_039950083.1|BTRY
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC120775591|XP_039961765.1|BTRY
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC120772117|XP_039956463.1|BTRY
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC120767558|XP_039949628.1|BTRY
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC120767381|XP_039949306.1|BTRY
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC120769746|XP_039952836.1|BTRY
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC120769059|XP_039951846.1|BTRY
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC120768144|XP_039950636.1|BTRY
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC120768332|XP_039950905.1|BTRY
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC120768076|XP_039950539.1|BTRY
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC120769191|XP_039952019.1|BTRY
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC120768184|XP_039950686.1|BTRY
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC120769052|XP_039951839.1|BTRY
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC120769076|XP_039951870.1|BTRY
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC120769041|XP_039951820.1|BTRY
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC120767540|XP_039949578.1|BTRY
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC120778057|XP_039965673.1|BTRY
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC120769055|XP_039951838.1|BTRY
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC120768521|XP_039951185.1|BTRY
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC120768141|XP_039950632.1|BTRY
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC120772733|XP_039957430.1|BTRY
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC120768664|XP_039951376.1|BTRY
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC120768016|XP_039950394.1|BTRY
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC120767352|XP_039949252.1|BTRY
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC120768097|XP_039950571.1|BTRY
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC120767388|XP_039949330.1|BTRY
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC120781597|XP_039969766.1|BTRY
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC120767455|XP_039949458.1|BTRY
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC120767806|XP_039950010.1|BTRY
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC120776361|XP_039962870.1|BTRY
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC120768391|XP_039950997.1|BTRY
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC120770158|XP_039953288.1|BTRY
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC120768576|XP_039951257.1|BTRY
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC120769132|XP_039951933.1|BTRY
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC120768469|XP_039951108.1|BTRY
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC120767588|XP_039949670.1|BTRY
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC120773862|XP_039958947.1|BTRY
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC120767958|XP_039950281.1|BTRY
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC120770567|XP_039954080.1|BTRY
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC120768927|XP_039951641.1|BTRY
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC120767456|XP_039949460.1|BTRY
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC120769308|XP_039952175.1|BTRY
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC120768969|XP_039951697.1|BTRY
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC120782585|XP_039970867.1|BTRY
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC120768493|XP_039951144.1|BTRY
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC120768633|XP_039951332.1|BTRY
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC120768893|XP_039951580.1|BTRY
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC120768255|XP_039950783.1|BTRY
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC120767359|XP_039949261.1|BTRY
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC120768127|XP_039950615.1|BTRY
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC120772285|XP_039956729.1|BTRY
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC120767300|XP_039949120.1|BTRY
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC120768978|XP_039951713.1|BTRY
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC120768231|XP_039950751.1|BTRY
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC120769454|XP_039952392.1|BTRY
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC120768036|XP_039950466.1|BTRY
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC120776950|XP_039963971.1|BTRY
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC120777635|XP_039965021.1|BTRY
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC120774902|XP_039960704.1|BTRY
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC120767732|XP_039949874.1|BTRY
