Orthogroup	CQUI.longest_only	DMEL.longest_only
OG0003508	LOC6037398|XP_038104529.1|CQUI	mv|NP_647681.2|DMEL
OG0003509	LOC6032718|XP_038116239.1|CQUI	CG5377|NP_651052.1|DMEL
OG0003510	LOC6033955|XP_038105897.1|CQUI	Nup98-96|NP_651187.2|DMEL
OG0003511	LOC6033953|XP_038104593.1|CQUI	mbc|NP_001247267.1|DMEL
OG0003513	LOC6040895|XP_038122954.1|CQUI	Cdc16|NP_477397.1|DMEL
OG0003514	LOC6040914|XP_038105061.1|CQUI	TTLL15|NP_650021.1|DMEL
OG0003515	LOC6037350|XP_001847273.2|CQUI	CG8298|NP_610718.1|DMEL
OG0003516	LOC6037345|XP_038106122.1|CQUI	yrt|NP_650291.1|DMEL
OG0003517	LOC6032015|XP_038122579.1|CQUI	Ubx|NP_536752.1|DMEL
OG0003518	LOC6032783|XP_001843318.2|CQUI	lab|NP_476613.1|DMEL
OG0003519	LOC6032781|XP_038117086.1|CQUI	CG42673|NP_729510.1|DMEL
OG0003520	LOC6032782|XP_001843323.2|CQUI	LanB2|NP_524006.1|DMEL
OG0003521	LOC6032787|XP_038118515.1|CQUI	path|NP_648327.1|DMEL
OG0003522	LOC6032792|XP_001843331.1|CQUI	mRpL42|NP_523673.1|DMEL
OG0003523	LOC6048078|XP_001865048.2|CQUI	fws|NP_523590.1|DMEL
OG0003524	LOC6032793|XP_001843332.2|CQUI	CG6867|NP_573262.2|DMEL
OG0003525	LOC6032794|XP_001843333.2|CQUI	Hmgs|NP_524711.1|DMEL
OG0003527	LOC6032800|XP_038115299.1|CQUI	CG1358|NP_610301.1|DMEL
OG0003529	LOC6032817|XP_038119796.1|CQUI	Mulk|NP_723549.1|DMEL
OG0003530	LOC6032819|XP_001843356.2|CQUI	Urm1|NP_996018.2|DMEL
OG0003531	LOC6032824|XP_001843361.1|CQUI	CG7655|NP_650646.1|DMEL
OG0003532	LOC6032827|XP_001843364.2|CQUI	msk|NP_524780.1|DMEL
OG0003533	LOC6031080|XP_001841925.2|CQUI	Mcm7|NP_523984.1|DMEL
OG0003534	LOC6031086|XP_038118388.1|CQUI	CG32052|NP_729555.4|DMEL
OG0003535	LOC6054045|XP_038119934.1|CQUI	oxt|NP_647705.1|DMEL
OG0003536	LOC6042791|XP_038121619.1|CQUI	CG9410|NP_724484.1|DMEL
OG0003537	LOC6048042|XP_001865009.1|CQUI	CG10795|NP_001356967.1|DMEL
OG0003538	LOC6041057|XP_038122268.1|CQUI	Qsox1|NP_610852.1|DMEL
OG0003539	LOC6041054|XP_038118055.1|CQUI	Flo1|NP_725476.1|DMEL
OG0003540	LOC6041030|XP_001850341.2|CQUI	CG32344|NP_612028.4|DMEL
OG0003541	LOC6031102|XP_038117650.1|CQUI	Syx1A|NP_001189276.1|DMEL
OG0003542	LOC6031105|XP_038119724.1|CQUI	kermit|NP_652028.1|DMEL
OG0003543	LOC6031107|XP_001841952.2|CQUI	png|NP_477492.1|DMEL
OG0003544	LOC6031125|XP_038121856.1|CQUI	BHD|NP_648090.1|DMEL
OG0003545	LOC6050940|XP_038118492.1|CQUI	Csp|NP_730713.1|DMEL
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	CG42638|NP_001163472.1|DMEL, Trpml|NP_649145.1|DMEL
OG0003547	LOC6045538|XP_038121077.1|CQUI	apt|NP_001261153.1|DMEL
OG0003548	LOC6045535|XP_038118754.1|CQUI	Rab32|NP_525109.1|DMEL
OG0003549	LOC6045534|XP_001862889.1|CQUI	CG8026|NP_724769.2|DMEL
OG0003550	LOC6041016|XP_001850330.2|CQUI	RpLP0-like|NP_610554.1|DMEL
OG0003551	LOC6031097|XP_001841944.1|CQUI	OstDelta|NP_611265.1|DMEL
OG0003552	LOC6043917|XP_001861502.1|CQUI	CG9084|NP_001260884.1|DMEL
OG0003553	LOC6043918|XP_001861503.2|CQUI	CG2269|NP_724880.1|DMEL
OG0003554	LOC6043924|XP_001861507.2|CQUI	CG4098|NP_660192.1|DMEL
OG0003555	LOC6054349|XP_038118739.1|CQUI	hob|NP_647789.2|DMEL
OG0003556	LOC6050731|XP_038115046.1|CQUI	CG32432|NP_649266.1|DMEL
OG0003557	LOC6050735|XP_001867287.2|CQUI	CSN3|NP_524190.2|DMEL
OG0003558	LOC6039111|XP_038119065.1|CQUI	axo|NP_001246631.1|DMEL
OG0003559	LOC6039880|XP_038115150.1|CQUI	SCaMC|NP_729802.1|DMEL
OG0003560	LOC6052189|XP_038120700.1|CQUI	Neos|NP_523955.1|DMEL
OG0003561	LOC6043327|XP_038116068.1|CQUI	Lrt|NP_001286640.1|DMEL
OG0003562	LOC6043356|XP_038116603.1|CQUI	Hyccin|NP_611256.1|DMEL
OG0003563	LOC119770433|XP_038121265.1|CQUI	NP15.6|NP_650774.1|DMEL
OG0003564	LOC6047303|XP_001864384.2|CQUI	Sec63|NP_648111.1|DMEL
OG0003565	LOC6040748|XP_001850099.1|CQUI	RpL28|NP_647791.2|DMEL
OG0003566	LOC6040751|XP_038117689.1|CQUI	Unc-115b|NP_731390.1|DMEL, Unc-115a|NP_001163573.1|DMEL
OG0003567	LOC6040753|XP_038117833.1|CQUI	spin|NP_725532.1|DMEL
OG0003568	LOC6035297|XP_038116292.1|CQUI	Camta|NP_001137624.1|DMEL
OG0003569	LOC6035323|XP_038120355.1|CQUI	CG1317|NP_647715.2|DMEL
OG0003570	LOC6041604|XP_038115527.1|CQUI	didum|NP_724569.1|DMEL
OG0003571	LOC6030992|XP_001841845.2|CQUI	NT1|NP_729009.2|DMEL
OG0003572	LOC6030994|XP_038117791.1|CQUI	exp|NP_725091.1|DMEL
OG0003573	LOC6047079|XP_038119963.1|CQUI	Ctf4|NP_610921.1|DMEL
OG0003574	LOC6031029|XP_001841881.2|CQUI	CG4611|NP_647949.1|DMEL
OG0003575	LOC6031040|XP_038119823.1|CQUI	CG5157|NP_648843.1|DMEL
OG0003576	LOC6034067|XP_038117960.1|CQUI	rogdi|NP_730244.1|DMEL
OG0003577	LOC6034075|XP_038115869.1|CQUI	S6k|NP_523941.2|DMEL
OG0003578	LOC6031021|XP_001841873.2|CQUI	Rint1|NP_648102.2|DMEL
OG0003579	LOC6031017|XP_001841869.2|CQUI	stau|NP_476751.1|DMEL
OG0003580	LOC6031009|XP_038120669.1|CQUI	hpo|NP_611427.1|DMEL
OG0003581	LOC6031003|XP_038121081.1|CQUI	Srrm234|NP_001097475.2|DMEL
OG0003582	LOC6044581|XP_038116034.1|CQUI	CG32066|NP_729619.1|DMEL
OG0003583	LOC6053463|XP_038116267.1|CQUI	CG12913|NP_610567.1|DMEL
OG0003584	LOC6039265|XP_001848900.2|CQUI	CG12128|NP_610543.1|DMEL
OG0003585	LOC6039274|XP_038114699.1|CQUI	CG7330|NP_649032.1|DMEL
OG0003586	LOC6044073|XP_001861642.2|CQUI	yellow-h|NP_651912.3|DMEL
OG0003587	LOC119769453|XP_038117836.1|CQUI	IntS14|NP_608579.1|DMEL
OG0003588	LOC6047011|XP_038115470.1|CQUI	DNApol-theta|NP_524333.1|DMEL
OG0003589	LOC119770845|XP_038122355.1|CQUI	CG30095|NP_725529.1|DMEL
OG0003590	LOC6044667|XP_038115660.1|CQUI	SCOT|NP_647683.1|DMEL
OG0003591	LOC6044660|XP_038117981.1|CQUI	CG12004|NP_001097474.1|DMEL
OG0003592	LOC6042834|XP_001870831.2|CQUI	CG10681|NP_648580.1|DMEL
OG0003593	LOC119768844|XP_038116196.1|CQUI	Pdp1|NP_729301.1|DMEL
OG0003594	LOC6045673|XP_001862991.2|CQUI	CG14834|NP_648108.1|DMEL
OG0003595	LOC6047372|XP_038116895.1|CQUI	Arf51F|NP_523751.2|DMEL
OG0003596	LOC6047374|XP_038119311.1|CQUI	Rab2|NP_477090.1|DMEL
OG0003597	LOC6047377|XP_001864445.2|CQUI	Hsepi|NP_610249.2|DMEL
OG0003598	LOC6048468|XP_001865377.2|CQUI	CG15019|NP_001097502.1|DMEL
OG0003599	LOC6038821|XP_001848538.2|CQUI	CG9643|NP_608733.1|DMEL
OG0003600	LOC6038817|XP_038120335.1|CQUI	Gug|NP_001261581.1|DMEL
OG0003601	LOC6043695|XP_001861325.2|CQUI	ana|NP_001163093.1|DMEL
OG0003602	LOC6043648|XP_038115664.1|CQUI	Sesn|NP_001097437.1|DMEL
OG0003603	LOC6040578|XP_038119148.1|CQUI	CG34462|NP_001097548.1|DMEL
OG0003604	LOC6040582|XP_038121820.1|CQUI	nompB|NP_724347.3|DMEL
OG0003605	LOC6044647|XP_001862129.2|CQUI	udt|NP_651182.2|DMEL
OG0003606	LOC6044648|XP_038122235.1|CQUI	swi2|NP_611247.3|DMEL
OG0003607	LOC6044652|XP_038122233.1|CQUI	aft|NP_477413.1|DMEL
OG0003608	LOC6042841|XP_001870837.1|CQUI	vnc|NP_648378.1|DMEL
OG0003609	LOC6039543|XP_001849141.1|CQUI	tsu|NP_610454.2|DMEL
OG0003610	LOC6039552|XP_001849149.2|CQUI	Wdr92|NP_649025.1|DMEL
OG0003611	LOC6048522|XP_038118889.1|CQUI	bol|NP_001261614.1|DMEL
OG0003612	LOC6048519|XP_001865428.1|CQUI	hbn|NP_788420.1|DMEL
OG0003613	LOC6043366|XP_001858610.2|CQUI	Rpe|NP_610298.2|DMEL
OG0003614	LOC6043369|XP_001858605.1|CQUI	boca|NP_724578.1|DMEL
OG0003615	LOC119770848|XP_038122362.1|CQUI	Golgin245|NP_611787.2|DMEL
OG0003616	LOC6036600|XP_001846632.1|CQUI	CG2852|NP_611695.1|DMEL
OG0003617	LOC119768712|XP_038115313.1|CQUI	s-cup|NP_610792.2|DMEL
OG0003618	LOC6041118|XP_038115310.1|CQUI	fdl|NP_725178.2|DMEL
OG0003619	LOC6053686|XP_038119222.1|CQUI	AspRS|NP_476609.1|DMEL
OG0003620	LOC6048737|XP_001865613.2|CQUI	Zfrp8|NP_611890.1|DMEL
OG0003621	LOC6040206|XP_001849650.2|CQUI	CG4942|NP_648286.1|DMEL
OG0003622	LOC6040201|XP_001849651.2|CQUI	teq|NP_648288.2|DMEL
OG0003623	LOC6042309|XP_001851443.1|CQUI	mEFTu1|NP_524752.1|DMEL
OG0003624	LOC6037310|XP_038119602.1|CQUI	Pal2|NP_525118.2|DMEL
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	CG1598|NP_610296.2|DMEL
OG0003626	LOC6048596|XP_038117211.1|CQUI	Pgant1|NP_611043.1|DMEL
OG0003627	LOC6048595|XP_001865492.2|CQUI	Vps51|NP_611363.2|DMEL
OG0003628	LOC6048591|XP_038115605.1|CQUI	ced-6|NP_001246225.1|DMEL
OG0003629	LOC6048586|XP_038119339.1|CQUI	CG3955|NP_610837.1|DMEL
OG0003630	LOC6048585|XP_038119338.1|CQUI	CG10339|NP_611881.1|DMEL
OG0003631	LOC6044414|XP_038118547.1|CQUI	l_3_76BDm|NP_649135.2|DMEL
OG0003632	LOC119769941|XP_038119748.1|CQUI	CG15212|NP_652458.1|DMEL
OG0003633	LOC6041335|XP_001850612.1|CQUI	Dgkepsilon|NP_725228.1|DMEL
OG0003635	LOC6039424|XP_038116123.1|CQUI	ZnT63C|NP_001261364.1|DMEL
OG0003636	LOC6041333|XP_001850610.2|CQUI	Dbp45A|NP_476927.1|DMEL
OG0003637	LOC6041328|XP_038119462.1|CQUI	Cyp301a1|NP_610796.1|DMEL
OG0003638	LOC6037294|XP_038118325.1|CQUI	trc|NP_001262071.1|DMEL
OG0003639	LOC6037295|XP_001847221.2|CQUI	Taf11|NP_723484.1|DMEL
OG0003640	LOC6050485|XP_038118400.1|CQUI	Pms2|NP_477023.1|DMEL
OG0003641	LOC6036278|XP_038121480.1|CQUI	Sgf29|NP_726051.1|DMEL
OG0003642	LOC6036279|XP_001846345.2|CQUI	Pabp2|NP_476902.1|DMEL
OG0003643	LOC6036280|XP_001846346.1|CQUI	mRpS17|NP_525119.1|DMEL
OG0003644	LOC6036255|XP_038116693.1|CQUI	TER94|NP_001097249.1|DMEL
OG0003645	LOC6036238|XP_001846307.2|CQUI	mRpS35|NP_523893.1|DMEL
OG0003646	LOC6036242|XP_038119251.1|CQUI	ldbr|NP_996022.1|DMEL
OG0003647	LOC6036227|XP_001846303.1|CQUI	Fdx1|NP_523993.1|DMEL
OG0003648	LOC6045929|XP_038121438.1|CQUI	Gmd|NP_608888.2|DMEL
OG0003651	LOC6039442|XP_038120426.1|CQUI	CG15528|NP_651767.2|DMEL
OG0003652	LOC6050828|XP_001867355.1|CQUI	SmD1|NP_524774.1|DMEL
OG0003653	LOC6048051|XP_038119042.1|CQUI	cyc|NP_524168.2|DMEL
OG0003654	LOC6048047|XP_001865020.2|CQUI	beg|NP_648950.1|DMEL
OG0003655	LOC6049355|XP_001866133.2|CQUI	CG10189|NP_609975.1|DMEL
OG0003656	LOC6052027|XP_038116155.1|CQUI	CG10984|NP_729823.2|DMEL
OG0003657	LOC6041093|XP_001850400.1|CQUI	Blos4|NP_648414.1|DMEL
OG0003658	LOC6041086|XP_001850393.2|CQUI	CG9386|NP_649904.2|DMEL
OG0003659	LOC6041096|XP_038120077.1|CQUI	Gabat|NP_649168.2|DMEL
OG0003660	LOC6043986|XP_038119655.1|CQUI	E_bx_|NP_001261188.1|DMEL
OG0003661	LOC6047379|XP_038115612.1|CQUI	Pxn|NP_523891.2|DMEL
OG0003662	LOC6050153|XP_001866806.2|CQUI	ppl|NP_524197.1|DMEL
OG0003663	LOC6036567|XP_001846608.1|CQUI	kri|NP_001261451.1|DMEL
OG0003664	LOC6036570|XP_038117672.1|CQUI	vn|NP_523942.2|DMEL
OG0003667	LOC6041241|XP_038118058.1|CQUI	Larp4B|NP_647793.1|DMEL
OG0003668	LOC6050573|XP_038117223.1|CQUI	stw|NP_610170.2|DMEL
OG0003669	LOC6052930|XP_001869107.1|CQUI	CG7637|NP_610610.1|DMEL
OG0003670	LOC6052931|XP_001869108.2|CQUI	CG12935|NP_610609.1|DMEL
OG0003671	LOC6037257|XP_038121487.1|CQUI	Pde8|NP_001163275.2|DMEL
OG0003672	LOC6037274|XP_001847201.2|CQUI	RpS27|NP_651359.1|DMEL
OG0003673	LOC6037145|XP_038115536.1|CQUI	wdp|NP_611661.1|DMEL
OG0003674	LOC6037046|XP_038118264.1|CQUI	CG8399|NP_001286472.1|DMEL
OG0003676	LOC6037039|XP_038115810.1|CQUI	ACC|NP_610342.1|DMEL
OG0003677	LOC6036402|XP_001846455.1|CQUI	CG17454|NP_001138001.1|DMEL
OG0003678	LOC6036215|XP_038118982.1|CQUI	wit|NP_001261395.1|DMEL
OG0003679	LOC6036210|XP_001846285.2|CQUI	Rcd5|NP_647852.1|DMEL
OG0003680	LOC6036185|XP_038117129.1|CQUI	CG5033|NP_611270.1|DMEL
OG0003681	LOC6046407|XP_038118856.1|CQUI	tun|NP_611061.1|DMEL
OG0003682	LOC6047502|XP_038120653.1|CQUI	pps|NP_001247075.1|DMEL
OG0003683	LOC6047508|XP_001864559.2|CQUI	TppII|NP_725252.1|DMEL
OG0003684	LOC6035615|XP_001845764.2|CQUI	CG3434|NP_648320.1|DMEL
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	TrpA1|NP_001261600.1|DMEL
OG0003686	LOC6033552|XP_038117904.1|CQUI	Sec24AB|NP_610531.1|DMEL
OG0003687	LOC6033546|XP_038120883.1|CQUI	Dlish|NP_611251.2|DMEL
OG0003688	LOC6033545|XP_001843979.2|CQUI	bonsai|NP_611691.1|DMEL
OG0003689	LOC6033541|XP_038120013.1|CQUI	ArfGAP3|NP_001097664.2|DMEL
OG0003690	LOC6033539|XP_001843973.2|CQUI	NUCB1|NP_649008.2|DMEL
OG0003691	LOC119770157|XP_038120472.1|CQUI	meru|NP_730077.1|DMEL
OG0003692	LOC6038410|XP_001848215.2|CQUI	p47|NP_610284.1|DMEL
OG0003693	LOC6038255|XP_038118211.1|CQUI	CG7028|NP_001286884.1|DMEL
OG0003694	LOC6038249|XP_038118233.1|CQUI	ringer|NP_648881.1|DMEL
OG0003695	LOC6054526|XP_038117182.1|CQUI	frc|NP_524126.1|DMEL
OG0003696	LOC6040608|XP_001849979.2|CQUI	CG34228|NP_001097274.1|DMEL
OG0003697	LOC6036410|XP_038120392.1|CQUI	gem|NP_610556.1|DMEL
OG0003698	LOC6036526|XP_001846568.1|CQUI	RpS9|NP_524004.2|DMEL
OG0003699	LOC6035469|XP_038118336.1|CQUI	ITP|NP_611931.3|DMEL
OG0003700	LOC6035471|XP_038119264.1|CQUI	CG3589|NP_611968.1|DMEL
OG0003701	LOC6035477|XP_001845661.2|CQUI	CCDC53|NP_609178.1|DMEL
OG0003702	LOC119770389|XP_038121080.1|CQUI	CG6833|NP_648689.1|DMEL
OG0003703	LOC6042857|XP_038120463.1|CQUI	CG32280|NP_728818.1|DMEL
OG0003704	LOC6042852|XP_001870841.2|CQUI	Gorab|NP_788523.1|DMEL
OG0003705	LOC6041974|XP_038122298.1|CQUI	lig|NP_001260795.1|DMEL
OG0003706	LOC6040988|XP_038119951.1|CQUI	Cralbp|NP_523939.1|DMEL
OG0003707	LOC6040986|XP_038118412.1|CQUI	CG32333|NP_001261246.1|DMEL
OG0003708	LOC6040029|XP_038120557.1|CQUI	CG5151|NP_648844.1|DMEL
OG0003709	LOC6040027|XP_038120940.1|CQUI	sug|NP_610826.1|DMEL
OG0003710	LOC6054726|XP_038116079.1|CQUI	CG17019|NP_610827.2|DMEL
OG0003711	LOC6035591|XP_001845742.2|CQUI	CG9300|NP_649127.1|DMEL
OG0003712	LOC6035596|XP_038118095.1|CQUI	Achl|NP_610964.1|DMEL
OG0003713	LOC6035599|XP_001845749.2|CQUI	lms|NP_001286635.1|DMEL
OG0003714	LOC6035602|XP_038119526.1|CQUI	Mgat1|NP_525117.2|DMEL
OG0003715	LOC6047940|XP_001864925.2|CQUI	Cpr66Cb|NP_648209.1|DMEL
OG0003716	LOC6034614|XP_038116207.1|CQUI	Srrm1|NP_648627.1|DMEL
OG0003717	LOC6034603|XP_001844897.1|CQUI	zetaCOP|NP_648910.1|DMEL
OG0003718	LOC6034591|XP_001844885.2|CQUI	CG8005|NP_648188.2|DMEL
OG0003719	LOC6050358|XP_001866978.2|CQUI	CG6650|NP_648685.1|DMEL
OG0003720	LOC6047267|XP_038119191.1|CQUI	Dd|NP_608449.1|DMEL
OG0003721	LOC6047247|XP_001864330.2|CQUI	Vps20|NP_726213.1|DMEL
OG0003722	LOC6035621|XP_038118125.1|CQUI	Pura|NP_996016.2|DMEL
OG0003723	LOC6051816|XP_001868185.2|CQUI	ghi|NP_729495.1|DMEL
OG0003724	LOC6054680|XP_038119331.1|CQUI	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC6040243|XP_038115933.1|CQUI	tral|NP_001261775.1|DMEL
OG0003726	LOC6047554|XP_001864599.1|CQUI	Uev1A|NP_647959.1|DMEL
OG0003727	LOC6036825|XP_038115481.1|CQUI	Aef1|NP_001262157.1|DMEL
OG0003728	LOC6048148|XP_038119679.1|CQUI	sra|NP_524378.1|DMEL
OG0003729	LOC6048150|XP_038119678.1|CQUI	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC6042336|XP_038119721.1|CQUI	Tet|NP_001261344.1|DMEL
OG0003731	LOC6045507|XP_001862869.1|CQUI	CG1265|NP_647878.1|DMEL
OG0003732	LOC6044895|XP_038121394.1|CQUI	Blos2|NP_648427.1|DMEL
OG0003733	LOC6044891|XP_001862331.2|CQUI	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	Hipk|NP_001369036.1|DMEL
OG0003735	LOC6037162|XP_038117979.1|CQUI	Upf3|NP_726375.1|DMEL
OG0003736	LOC6037161|XP_001847098.2|CQUI	mRpS28|NP_523785.2|DMEL
OG0003737	LOC6037157|XP_001847094.2|CQUI	T3dh|NP_477209.2|DMEL
OG0003738	LOC6043795|XP_038120942.1|CQUI	stl|NP_001097423.1|DMEL
OG0003739	LOC6043789|XP_038117933.1|CQUI	PIG-G|NP_610292.2|DMEL
OG0003740	LOC6043783|XP_001861387.2|CQUI	dpa|NP_477185.1|DMEL
OG0003741	LOC6043786|XP_001861386.2|CQUI	312|NP_612105.1|DMEL
OG0003742	LOC6043815|XP_001861383.1|CQUI	CG6843|NP_649072.1|DMEL
OG0003743	LOC6033508|XP_038114641.1|CQUI	nito|NP_610339.1|DMEL
OG0003744	LOC6033507|XP_001843948.2|CQUI	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC6033504|XP_001843945.1|CQUI	Tmem18|NP_725169.3|DMEL
OG0003746	LOC6033496|XP_038117879.1|CQUI	CG10543|NP_001369100.1|DMEL
OG0003747	LOC6033489|XP_038114638.1|CQUI	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC6033487|XP_038114639.1|CQUI	CG4328|NP_648567.2|DMEL
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	CG32100|NP_729797.1|DMEL
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	Sms|NP_001287045.1|DMEL
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	app|NP_996065.2|DMEL
OG0003752	LOC6033456|XP_038119080.1|CQUI	CG3764|NP_001261977.1|DMEL
OG0003753	LOC6033451|XP_001843898.2|CQUI	Ist1|NP_648058.1|DMEL
OG0003754	LOC6033449|XP_038119079.1|CQUI	velo|NP_648056.1|DMEL
OG0003755	LOC6050603|XP_038121281.1|CQUI	CG6652|NP_648946.3|DMEL
OG0003756	LOC6050814|XP_001867351.2|CQUI	CG10417|NP_610169.1|DMEL
OG0003757	LOC6036837|XP_038117025.1|CQUI	CG16896|NP_611973.2|DMEL
OG0003758	LOC6030802|XP_038115982.1|CQUI	Sik3|NP_611361.4|DMEL
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	CG43078|NP_001246678.1|DMEL
OG0003760	LOC6030777|XP_038115191.1|CQUI	Sema1b|NP_611244.1|DMEL
OG0003761	LOC6030789|XP_001841699.2|CQUI	Pus7|NP_648231.1|DMEL
OG0003762	LOC6030818|XP_038115978.1|CQUI	CG6765|NP_648233.1|DMEL
OG0003763	LOC6030793|XP_038116748.1|CQUI	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC6030838|XP_038119295.1|CQUI	CG13293|NP_648024.2|DMEL
OG0003765	LOC6030841|XP_001841725.1|CQUI	CG16865|NP_609677.1|DMEL
OG0003766	LOC6030847|XP_038115183.1|CQUI	CG6903|NP_572198.1|DMEL
OG0003767	LOC6030852|XP_001841735.1|CQUI	Cdk5|NP_477080.1|DMEL
OG0003768	LOC6030859|XP_038120424.1|CQUI	sha|NP_001137645.1|DMEL
OG0003769	LOC6030864|XP_001841743.1|CQUI	CG7741|NP_610670.2|DMEL
OG0003770	LOC6030866|XP_038119372.1|CQUI	Cals|NP_001259086.1|DMEL
OG0003771	LOC6030881|XP_001841758.1|CQUI	cert|NP_648199.1|DMEL
OG0003772	LOC6030891|XP_001841767.2|CQUI	Use1|NP_648289.2|DMEL
OG0003773	LOC6030893|XP_038118482.1|CQUI	Etf-QO|NP_610536.1|DMEL
OG0003775	LOC6050977|XP_038109532.1|CQUI	dome|NP_523412.1|DMEL
OG0003776	LOC6052624|XP_038115398.1|CQUI	CG30158|NP_652315.2|DMEL
OG0003777	LOC6052805|XP_038121440.1|CQUI	slv|NP_477383.1|DMEL
OG0003778	LOC6030958|XP_001841816.1|CQUI	Sod3|NP_001033939.2|DMEL
OG0003779	LOC6030937|XP_038122337.1|CQUI	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC6031324|XP_001842139.2|CQUI	CG6550|NP_611207.1|DMEL
OG0003781	LOC6053004|XP_038117749.1|CQUI	CaMKI|NP_524622.1|DMEL
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	CG32809|NP_001245466.1|DMEL
OG0003783	LOC6052216|XP_038117536.1|CQUI	ALiX|NP_651582.1|DMEL
OG0003784	LOC6041437|XP_038108426.1|CQUI	CG8078|NP_610451.1|DMEL
OG0003785	LOC6048692|XP_001865571.1|CQUI	d4|NP_610163.1|DMEL
OG0003786	LOC6054049|XP_038119516.1|CQUI	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC6049937|XP_001866624.2|CQUI	MED9|NP_788400.1|DMEL
OG0003789	LOC6054015|XP_038121442.1|CQUI	LRR|NP_001260788.1|DMEL
OG0003790	LOC6040442|XP_001849832.2|CQUI	CG8607|NP_648100.2|DMEL
OG0003791	LOC6041553|XP_001850799.2|CQUI	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC6041417|XP_038113441.1|CQUI	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC6041399|XP_001850662.2|CQUI	CG44247|NP_611974.2|DMEL
OG0003794	LOC6041395|XP_001850659.2|CQUI	CG4554|NP_611676.1|DMEL
OG0003795	LOC6041392|XP_038110569.1|CQUI	CG9384|NP_648720.3|DMEL
OG0003796	LOC6041390|XP_001850654.2|CQUI	CG7601|NP_651717.1|DMEL
OG0003797	LOC6051480|XP_001867917.2|CQUI	spel1|NP_523565.2|DMEL
OG0003798	LOC6051477|XP_038112864.1|CQUI	Wnt2|NP_476810.1|DMEL
OG0003799	LOC6053825|XP_001869843.2|CQUI	Ppa|NP_001261138.1|DMEL
OG0003800	LOC6031726|XP_001842449.2|CQUI	noc|NP_476917.1|DMEL
OG0003801	LOC6041307|XP_038111065.1|CQUI	sNPF|NP_724239.1|DMEL
OG0003802	LOC6041311|XP_001850591.1|CQUI	CG10747|NP_610022.3|DMEL
OG0003803	LOC119767883|XP_038113629.1|CQUI	CG18731|NP_652716.1|DMEL
OG0003804	LOC6041325|XP_038110827.1|CQUI	osp|NP_001162975.1|DMEL
OG0003805	LOC6047536|XP_038107793.1|CQUI	CG3164|NP_722605.1|DMEL
OG0003806	LOC6047538|XP_038112877.1|CQUI	Fis1|NP_001137607.1|DMEL
OG0003807	LOC6032432|XP_001843030.1|CQUI	chic|NP_477016.1|DMEL
OG0003808	LOC6032463|XP_038107410.1|CQUI	Crtc|NP_001261997.1|DMEL
OG0003809	LOC6032465|XP_001843058.1|CQUI	CG10428|NP_609918.1|DMEL
OG0003810	LOC6032477|XP_038113754.1|CQUI	CG3511|NP_611935.1|DMEL
OG0003811	LOC6034112|XP_001844481.2|CQUI	Spt5|NP_652610.1|DMEL
OG0003812	LOC6034127|XP_038107727.1|CQUI	spen|NP_722615.1|DMEL
OG0003813	LOC6034140|XP_001844501.1|CQUI	Etl1|NP_609320.2|DMEL
OG0003814	LOC6037874|XP_001847740.2|CQUI	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC6037879|XP_038110398.1|CQUI	CG10877|NP_650894.1|DMEL
OG0003816	LOC6037891|XP_001847754.2|CQUI	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC6048490|XP_001865392.1|CQUI	Gdi|NP_523524.2|DMEL
OG0003818	LOC6034159|XP_038108843.1|CQUI	CG33120|NP_788073.1|DMEL
OG0003819	LOC6034161|XP_038113153.1|CQUI	CG31957|NP_722949.1|DMEL
OG0003820	LOC6043199|XP_001857524.1|CQUI	hyx|NP_649863.1|DMEL
OG0003821	LOC6032917|XP_038111533.1|CQUI	Sin1|NP_610963.1|DMEL
OG0003822	LOC6032944|XP_038110885.1|CQUI	Fic|NP_609026.1|DMEL
