Orthogroup	CQUI.longest_only	DVIR.longest_only
OG0004481	LOC119765079|XP_038104137.1|CQUI	LOC6625975|XP_002050506.1|DVIR
OG0004482	LOC6038661|XP_038104035.1|CQUI	LOC6629477|XP_032295955.1|DVIR
OG0004483	LOC6048655|XP_038119598.1|CQUI	LOC6625227|XP_002049964.1|DVIR
OG0004484	LOC6049249|XP_038122253.1|CQUI	LOC6630000|XP_002054713.1|DVIR
OG0004485	LOC6041373|XP_038112278.1|CQUI	LOC6635474|XP_032296264.1|DVIR
OG0004486	LOC6038124|XP_038111955.1|CQUI	LOC6625047|XP_002049168.1|DVIR
OG0004487	LOC6039882|XP_001849382.1|CQUI	LOC6624014|XP_002047404.1|DVIR
OG0004489	LOC119769130|XP_038116959.1|CQUI	LOC6624461|XP_002046635.1|DVIR
OG0004490	LOC119769609|XP_038118647.1|CQUI	LOC6636416|XP_002059872.1|DVIR
OG0004504	LOC6044333|XP_001861863.1|CQUI	LOC6635251|XP_002058759.1|DVIR
OG0004505	LOC6038319|XP_038104606.1|CQUI	LOC6630005|XP_015026849.1|DVIR
OG0004506	LOC6044317|XP_001861849.2|CQUI	LOC6631158|XP_002054512.1|DVIR
OG0004507	LOC6042742|XP_038105247.1|CQUI	LOC6634947|XP_002058535.2|DVIR
OG0004508	LOC6041687|XP_038122612.1|CQUI	LOC6634922|XP_002058682.2|DVIR
OG0004509	LOC6041676|XP_038105528.1|CQUI	LOC6623125|XP_002048596.1|DVIR
OG0004510	LOC6044331|XP_001861861.2|CQUI	LOC6634403|XP_032289261.1|DVIR
OG0004511	LOC6046428|XP_038117632.1|CQUI	LOC6631143|XP_002054246.2|DVIR
OG0004512	LOC6038321|XP_038106795.1|CQUI	LOC6636202|XP_002059692.2|DVIR
OG0004513	LOC6038316|XP_038122522.1|CQUI	LOC6636221|XP_002059701.1|DVIR
OG0004514	LOC6038310|XP_038116441.1|CQUI	LOC6636230|XP_015024003.1|DVIR
OG0004515	LOC6054699|XP_038116622.1|CQUI	LOC6632194|XP_002054982.2|DVIR
OG0004516	LOC6051308|XP_038104873.1|CQUI	LOC6633520|XP_002057068.2|DVIR
OG0004517	LOC6041760|XP_038105640.1|CQUI	LOC6631849|XP_032296029.1|DVIR
OG0004518	LOC6035155|XP_038105094.1|CQUI	LOC6636526|XP_032289124.1|DVIR
OG0004519	LOC6048964|XP_001865800.2|CQUI	LOC6634873|XP_002058602.2|DVIR
OG0004520	LOC6054819|XP_038115444.1|CQUI	LOC6632150|XP_015026316.1|DVIR
OG0004521	LOC6046563|XP_038116157.1|CQUI	LOC6635863|XP_032292678.1|DVIR
OG0004522	LOC6046577|XP_038121576.1|CQUI	LOC6635527|XP_002059098.1|DVIR
OG0004523	LOC6045733|XP_038104022.1|CQUI	LOC6632823|XP_032289482.1|DVIR
OG0004524	LOC6047023|XP_038105348.1|CQUI	LOC6633592|XP_002056804.2|DVIR
OG0004525	LOC6052563|XP_038116645.1|CQUI	LOC6631992|XP_015026582.1|DVIR
OG0004526	LOC6052566|XP_038122841.1|CQUI	LOC6634805|XP_032289260.1|DVIR
OG0004527	LOC6049033|XP_001865861.2|CQUI	LOC6636653|XP_002060131.1|DVIR
OG0004529	LOC6041771|XP_038113297.1|CQUI	LOC6636014|XP_002059538.2|DVIR
OG0004530	LOC6053077|XP_001869231.1|CQUI	LOC6631968|XP_002055015.2|DVIR
OG0004531	LOC6040435|XP_038104003.1|CQUI	LOC6633022|XP_032289597.1|DVIR
OG0004532	LOC6044974|XP_038104897.1|CQUI	LOC6633570|XP_002057375.3|DVIR
OG0004533	LOC6046580|XP_038105033.1|CQUI	LOC6633829|XP_002057108.1|DVIR
OG0004534	LOC6047052|XP_001864160.1|CQUI	LOC6631948|XP_002055400.1|DVIR
OG0004535	LOC6039348|XP_001848966.2|CQUI	LOC6623474|XP_002046254.1|DVIR
OG0004536	LOC6054180|XP_038122455.1|CQUI	LOC6632055|XP_032295882.1|DVIR
OG0004537	LOC6047241|XP_038112455.1|CQUI	LOC6633578|XP_032296569.1|DVIR
OG0004538	LOC6039273|XP_038118326.1|CQUI	LOC6635803|XP_015024249.1|DVIR
OG0004539	LOC6049921|XP_038104483.1|CQUI	LOC6629897|XP_002053992.1|DVIR
OG0004540	LOC6035131|XP_038113239.1|CQUI	LOC6634638|XP_032296401.1|DVIR
OG0004541	LOC6037962|XP_038114417.1|CQUI	LOC6625212|XP_015029807.1|DVIR
OG0004542	LOC6037963|XP_038116044.1|CQUI	LOC6632051|XP_032295759.1|DVIR
OG0004543	LOC6050461|XP_038104463.1|CQUI	LOC6633730|XP_002057015.3|DVIR
OG0004544	LOC6051135|XP_038115739.1|CQUI	LOC6634472|XP_002058243.2|DVIR
OG0004545	LOC6051119|XP_001867603.2|CQUI	LOC6630914|XP_002053773.1|DVIR
OG0004546	LOC6051127|XP_001867611.2|CQUI	LOC6626386|XP_002048728.1|DVIR
OG0004547	LOC6045717|XP_001863026.2|CQUI	LOC6633449|XP_002056911.1|DVIR
OG0004548	LOC6052315|XP_001868609.2|CQUI	LOC6632014|XP_002054947.1|DVIR
OG0004549	LOC6052351|XP_038110438.1|CQUI	LOC6634530|XP_032296438.1|DVIR
OG0004550	LOC6053904|XP_038104969.1|CQUI	LOC6633815|XP_032296528.1|DVIR
OG0004551	LOC6047720|XP_038122700.1|CQUI	LOC6626789|XP_002049828.1|DVIR
OG0004552	LOC6047714|XP_038109886.1|CQUI	LOC6633316|XP_032296683.1|DVIR
OG0004553	LOC6037038|XP_038121452.1|CQUI	LOC6623399|XP_002046760.1|DVIR
OG0004554	LOC6046909|XP_038104039.1|CQUI	LOC6636697|XP_002060117.2|DVIR
OG0004555	LOC6046912|XP_038105550.1|CQUI	LOC6636696|XP_002060116.1|DVIR
OG0004556	LOC6050817|XP_001867349.2|CQUI	LOC6632119|XP_032296193.1|DVIR
OG0004557	LOC6051312|XP_038113046.1|CQUI	LOC6634720|XP_032289224.1|DVIR
OG0004558	LOC6053159|XP_038113667.1|CQUI	LOC6632142|XP_002055394.2|DVIR
OG0004559	LOC6035093|XP_001845329.2|CQUI	LOC6630781|XP_002054815.1|DVIR
OG0004560	LOC6051618|XP_038108788.1|CQUI	LOC26530460|XP_032296669.1|DVIR
OG0004561	LOC6051622|XP_038104690.1|CQUI	LOC6630943|XP_032296190.1|DVIR
OG0004562	LOC6052936|XP_038122801.1|CQUI	LOC6630063|XP_002054285.1|DVIR
OG0004563	LOC6051001|XP_038105076.1|CQUI	LOC6630290|XP_032295103.1|DVIR
OG0004564	LOC6048480|XP_038105200.1|CQUI	LOC6632520|XP_032289567.1|DVIR
OG0004565	LOC6048476|XP_001865387.2|CQUI	LOC6629529|XP_002053963.1|DVIR
OG0004566	LOC6054125|XP_038117418.1|CQUI	LOC6631669|XP_002055411.1|DVIR
OG0004567	LOC6048187|XP_038107860.1|CQUI	LOC6634471|XP_002058242.1|DVIR
OG0004568	LOC6048455|XP_038111137.1|CQUI	LOC6634736|XP_032289215.1|DVIR
OG0004569	LOC6050385|XP_038111966.1|CQUI	LOC6633034|XP_002056061.2|DVIR
OG0004570	LOC6038448|XP_038105388.1|CQUI	LOC6627218|XP_002050215.1|DVIR
OG0004571	LOC6048970|XP_038111393.1|CQUI	LOC6635435|XP_002059071.1|DVIR
OG0004572	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI	LOC6629015|XP_002052757.1|DVIR
OG0004573	LOC6041275|XP_038104486.1|CQUI	LOC6632608|XP_032289522.1|DVIR
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC6633362|XP_002057166.1|DVIR
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC6633361|XP_032296533.1|DVIR
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC6629883|XP_002054543.1|DVIR
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC6630973|XP_032289911.1|DVIR
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC6631801|XP_015026728.1|DVIR
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC6628057|XP_032294626.1|DVIR
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC6632253|XP_002056082.1|DVIR
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC6634884|XP_002058503.1|DVIR
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC6630468|XP_002054104.2|DVIR
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC6631672|XP_002055414.1|DVIR
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC6626091|XP_002049400.1|DVIR
OG0004585	LOC119765345|XP_038104987.1|CQUI	LOC6633025|XP_002055942.1|DVIR
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC6634789|XP_032296324.1|DVIR
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC6632829|XP_032289481.1|DVIR
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC6632827|XP_002055913.1|DVIR
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC6631946|XP_032295426.1|DVIR
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC6632814|XP_032289443.1|DVIR
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC6632262|XP_015025983.1|DVIR
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC6631425|XP_002054939.1|DVIR
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC6633446|XP_002056908.1|DVIR
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC6632009|XP_032296004.1|DVIR
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC6633744|XP_002057029.1|DVIR
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC6634475|XP_032296429.1|DVIR
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC6634582|XP_002058083.1|DVIR
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC6622978|XP_002046506.1|DVIR
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC6628258|XP_002052538.1|DVIR
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC6636170|XP_002059556.1|DVIR
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC6636023|XP_002059547.3|DVIR
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC6631937|XP_002055484.1|DVIR
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC6628197|XP_002052856.1|DVIR
OG0004604	LOC6044773|XP_001862232.2|CQUI	LOC6632048|XP_002055245.1|DVIR
OG0004605	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI	LOC6631422|XP_002055307.2|DVIR
OG0004606	LOC6040734|XP_038107461.1|CQUI	LOC6632503|XP_015026166.1|DVIR
OG0004607	LOC6039036|XP_038105073.1|CQUI	LOC6634743|XP_032296279.1|DVIR
OG0004608	LOC6039054|XP_038105592.1|CQUI	LOC6636130|XP_032296081.1|DVIR
OG0004609	LOC6045132|XP_001862534.1|CQUI	LOC6631482|XP_002055427.1|DVIR
OG0004610	LOC6045381|XP_038104655.1|CQUI	LOC6631279|XP_032295420.1|DVIR
OG0004611	LOC6034328|XP_038115400.1|CQUI	LOC6629501|XP_032294834.1|DVIR
OG0004612	LOC6034326|XP_001844659.1|CQUI	LOC6629502|XP_002054522.1|DVIR
OG0004613	LOC6036970|XP_038105799.1|CQUI	LOC6634885|XP_002058504.1|DVIR
OG0004614	LOC6053763|XP_038105797.1|CQUI	LOC6632171|XP_002055269.2|DVIR
OG0004615	LOC6036976|XP_038104225.1|CQUI	LOC6634749|XP_032296276.1|DVIR
OG0004616	LOC6036981|XP_001846948.1|CQUI	LOC6636661|XP_002060139.1|DVIR
OG0004617	LOC6053777|XP_001869806.1|CQUI	LOC6628830|XP_002052071.1|DVIR
OG0004618	LOC6036883|XP_038123011.1|CQUI	LOC6629531|XP_002053965.1|DVIR
OG0004619	LOC6049474|XP_001866227.2|CQUI	LOC6630969|XP_002053803.1|DVIR
OG0004620	LOC6050630|XP_001867201.2|CQUI	LOC6629712|XP_002053074.1|DVIR
OG0004621	LOC6037925|XP_001847782.1|CQUI	LOC6629631|XP_002053333.1|DVIR
OG0004622	LOC6038472|XP_038113212.1|CQUI	LOC6632907|XP_015026075.1|DVIR
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC6632220|XP_002055888.1|DVIR
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC6634439|XP_032296347.1|DVIR
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC6631543|XP_032295830.1|DVIR
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC6623650|XP_002046306.2|DVIR
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC6636926|XP_032289219.1|DVIR
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC6630470|XP_015027016.1|DVIR
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC6633060|XP_032289698.1|DVIR
OG0004631	LOC6048768|XP_001865645.1|CQUI	LOC6632805|XP_032289411.1|DVIR
OG0004631	LOC6048209|XP_001865162.2|CQUI, LOC6035886|XP_001845999.1|CQUI	LOC6633584|XP_002057262.1|DVIR, LOC6623960|XP_002046847.1|DVIR
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC6632806|XP_002056233.2|DVIR
OG0004633	LOC6045007|XP_038116758.1|CQUI	LOC6632217|XP_002055885.1|DVIR
OG0004634	LOC6051445|XP_001867883.2|CQUI	LOC6633234|XP_002055849.1|DVIR
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC6631942|XP_002055044.2|DVIR
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC6632091|XP_032295384.1|DVIR
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC6633413|XP_015025557.1|DVIR
OG0004639	LOC6038658|XP_038104660.1|CQUI	LOC6630242|XP_002053906.2|DVIR
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC6630244|XP_002053908.2|DVIR
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC6633851|XP_032295983.1|DVIR
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC6633414|XP_002056813.1|DVIR
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC6629349|XP_002053265.1|DVIR
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC6634681|XP_002057997.1|DVIR
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC6628190|XP_002052849.1|DVIR
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC6633814|XP_032296599.1|DVIR
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC6633748|XP_002056934.1|DVIR
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC6627753|XP_032293389.1|DVIR
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC6630547|XP_002054418.3|DVIR
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC6632939|XP_002056126.1|DVIR
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC6622712|XP_002048313.1|DVIR
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC6628457|XP_002051829.1|DVIR
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC6629938|XP_002054366.3|DVIR
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC6635452|XP_002059054.1|DVIR
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC6632965|XP_002056355.3|DVIR
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC6631196|XP_002053039.1|DVIR
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC6629310|XP_002052974.1|DVIR
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC6630916|XP_002053775.1|DVIR
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC6630545|XP_002054416.1|DVIR
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC6632329|XP_002056389.1|DVIR
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC6636051|XP_002059515.1|DVIR
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC6636050|XP_002059514.1|DVIR
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC6634719|XP_002058318.1|DVIR
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC6630044|XP_032295130.1|DVIR
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC26531172|XP_015027868.1|DVIR
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC6633857|XP_032295880.1|DVIR
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC6627541|XP_002052488.1|DVIR
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC6630234|XP_002054574.3|DVIR
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC6630247|XP_002053761.1|DVIR
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC6630400|XP_032294921.1|DVIR
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC6631093|XP_002054053.1|DVIR
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC6632300|XP_002055989.2|DVIR
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC6632302|XP_002055991.1|DVIR
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC6635122|XP_002058574.1|DVIR
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC6635011|XP_032295175.1|DVIR
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC6631192|XP_002054837.1|DVIR
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC6631183|XP_002053238.1|DVIR
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC6629569|XP_002054852.2|DVIR
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC6627311|XP_002052141.1|DVIR
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC6632537|XP_002056180.1|DVIR
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC116651838|XP_032294830.1|DVIR, LOC6630831|XP_002054117.1|DVIR
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC6632745|XP_015025972.1|DVIR
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC6632612|XP_002056312.1|DVIR
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC6632986|XP_002055836.2|DVIR
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC6629959|XP_015027150.1|DVIR
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC6630606|XP_002054481.2|DVIR
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC26531269|XP_032291384.1|DVIR
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC6632758|XP_002055856.1|DVIR
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC6630531|XP_002054806.1|DVIR, LOC116649728|XP_032294649.1|DVIR
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC6630527|XP_002054804.2|DVIR
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC6629491|XP_002052950.2|DVIR
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC6632304|XP_002055993.2|DVIR
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC6629736|XP_002054140.1|DVIR
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC116650828|XP_032291623.1|DVIR, LOC6631362|XP_032296002.1|DVIR
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC6632138|XP_002055390.1|DVIR
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC6629710|XP_002053072.1|DVIR
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC6633036|XP_032289642.1|DVIR
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC6629416|XP_002053150.1|DVIR
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC6630767|XP_002054825.2|DVIR
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC6630176|XP_015027069.1|DVIR
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC6630642|XP_002053025.1|DVIR
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC6634893|XP_002058481.1|DVIR
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC6622495|XP_002046422.1|DVIR
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC6629699|XP_002052957.2|DVIR
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC6630277|XP_002054888.3|DVIR
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC6634939|XP_002058709.1|DVIR
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC6631208|XP_002054439.1|DVIR
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC6630225|XP_032295015.1|DVIR
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC6630582|XP_002053854.1|DVIR
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC6635149|XP_002058633.2|DVIR
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC26530937|XP_032295164.1|DVIR
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC6634161|XP_002057528.1|DVIR
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC6634852|XP_002058642.1|DVIR
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC6631317|XP_032295656.1|DVIR
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC6628231|XP_002051801.1|DVIR
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC6629476|XP_032295555.1|DVIR
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC6630770|XP_002054828.1|DVIR
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC6634876|XP_032295029.1|DVIR
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC6631118|XP_002054238.2|DVIR
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC6632594|XP_002056021.2|DVIR
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC6632307|XP_002055996.1|DVIR
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC6629552|XP_015027072.1|DVIR
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC6633124|XP_002056067.1|DVIR
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC6632023|XP_002055238.1|DVIR
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC6627904|XP_002051397.1|DVIR
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC6630754|XP_002054493.1|DVIR
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC6630569|XP_002054386.1|DVIR
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC6630570|XP_002054387.1|DVIR
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC6631088|XP_032293627.1|DVIR
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC6629370|XP_032294949.1|DVIR
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC6631215|XP_032289600.1|DVIR
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC6634915|XP_002058675.1|DVIR
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC6634917|XP_032294885.1|DVIR
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC6630785|XP_002054819.1|DVIR
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC6629268|XP_002052975.1|DVIR
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC6635013|XP_002058657.1|DVIR
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC6636199|XP_032290104.1|DVIR
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC6635036|XP_002058615.1|DVIR
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC6627395|XP_002052147.1|DVIR
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC6633114|XP_032289723.1|DVIR
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC6629632|XP_002053334.2|DVIR
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC6629633|XP_015027207.1|DVIR
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC6629635|XP_002053337.2|DVIR
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC6629967|XP_002054169.3|DVIR
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC6630971|XP_002053805.1|DVIR
OG0004751	LOC6033701|XP_001844124.2|CQUI	LOC6633081|XP_015025995.1|DVIR
OG0004752	LOC6033703|XP_001844126.1|CQUI	LOC6630573|XP_002053922.1|DVIR
OG0004753	LOC6033704|XP_001844127.2|CQUI	LOC6632507|XP_002056012.2|DVIR
OG0004754	LOC6033705|XP_001844128.1|CQUI	LOC6632937|XP_002056124.1|DVIR
OG0004755	LOC6033712|XP_038117221.1|CQUI	LOC6630148|XP_002054179.1|DVIR
OG0004756	LOC6033713|XP_001844134.2|CQUI	LOC6630149|XP_032295150.1|DVIR
OG0004757	LOC6033720|XP_038105297.1|CQUI	LOC6632371|XP_015025871.1|DVIR
OG0004758	LOC6039195|XP_038122528.1|CQUI	LOC6629403|XP_002053583.2|DVIR
OG0004759	LOC6039198|XP_038122984.1|CQUI	LOC6631009|XP_002053953.1|DVIR
OG0004760	LOC6039201|XP_038105092.1|CQUI	LOC6634923|XP_002058434.1|DVIR
OG0004761	LOC6039606|XP_038112004.1|CQUI	LOC6632652|XP_002055804.3|DVIR
OG0004762	LOC6038054|XP_038114918.1|CQUI	LOC6628084|XP_002051168.1|DVIR
OG0004763	LOC6038059|XP_038105125.1|CQUI	LOC6632850|XP_002056248.3|DVIR
OG0004764	LOC6040682|XP_038104175.1|CQUI	LOC6630006|XP_002054768.1|DVIR
OG0004765	LOC6040686|XP_038114839.1|CQUI	LOC6630646|XP_002053029.3|DVIR
OG0004766	LOC6037332|XP_038116156.1|CQUI	LOC6630339|XP_002053014.1|DVIR
OG0004767	LOC6037471|XP_001847378.2|CQUI	LOC6633029|XP_002056056.1|DVIR
OG0004768	LOC6032709|XP_038115999.1|CQUI	LOC6630980|XP_032290714.1|DVIR
OG0004769	LOC6035385|XP_038104454.1|CQUI	LOC6628467|XP_015028213.2|DVIR
OG0004770	LOC6035386|XP_001845587.1|CQUI	LOC6629364|XP_002053573.1|DVIR
OG0004771	LOC6035384|XP_001845585.2|CQUI	LOC6635220|XP_002058408.1|DVIR
OG0004772	LOC6036804|XP_001846798.1|CQUI	LOC6630048|XP_002054567.2|DVIR
OG0004773	LOC6035078|XP_001845313.2|CQUI	LOC6629767|XP_002054152.1|DVIR
OG0004774	LOC6035075|XP_038121003.1|CQUI	LOC6629762|XP_015026993.1|DVIR
OG0004775	LOC6035072|XP_038105378.1|CQUI	LOC6635111|XP_032295081.1|DVIR
OG0004776	LOC6035068|XP_038104827.1|CQUI	LOC6636345|XP_002059944.1|DVIR
OG0004777	LOC6035416|XP_001845609.1|CQUI	LOC6629302|XP_002052966.1|DVIR
OG0004778	LOC119765159|XP_038104412.1|CQUI	LOC6634345|XP_002057473.1|DVIR
OG0004779	LOC6035335|XP_038104406.1|CQUI	LOC6630779|XP_032295205.1|DVIR
OG0004780	LOC6035328|XP_001845545.1|CQUI	LOC6628132|XP_002052927.1|DVIR
OG0004781	LOC6047689|XP_038110351.1|CQUI	LOC6632548|XP_002055827.3|DVIR
OG0004782	LOC6035537|XP_038110801.1|CQUI	LOC6630772|XP_002054830.3|DVIR
OG0004783	LOC6046138|XP_038104914.1|CQUI	LOC6636104|XP_002059646.1|DVIR
OG0004784	LOC6042432|XP_038105717.1|CQUI	LOC6634952|XP_002058540.1|DVIR
OG0004785	LOC6040253|XP_001849692.2|CQUI	LOC6634903|XP_032295351.1|DVIR
OG0004786	LOC6040257|XP_001849694.1|CQUI	LOC6634906|XP_002058558.1|DVIR
OG0004787	LOC6040266|XP_038104916.1|CQUI	LOC6634908|XP_002058560.1|DVIR
OG0004788	LOC6040267|XP_001849700.1|CQUI	LOC6634909|XP_002058561.1|DVIR
