Orthogroup	CQUI.longest_only	DANA.longest_only
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC6507770|XP_001956319.1|DANA
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC6507288|XP_001956307.1|DANA
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC6494872|XP_001959512.1|DANA
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC6497913|XP_001961702.1|DANA
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC6502124|XP_001966164.1|DANA
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC6496431|XP_032306607.1|DANA
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC6494570|XP_032307292.1|DANA
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC6498567|XP_001963075.1|DANA
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC6506415|XP_001957921.1|DANA
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC6500608|XP_001953552.1|DANA
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC6506994|XP_001956863.1|DANA
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC6507310|XP_001956271.2|DANA
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC6508045|XP_001955874.2|DANA
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC6493928|XP_014762464.1|DANA
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC6494955|XP_001959330.1|DANA
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC6494063|XP_001961057.1|DANA
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC6505292|XP_001964827.1|DANA
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC6507677|XP_001956128.1|DANA
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC6505874|XP_032305521.1|DANA
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC6494070|XP_032307151.1|DANA
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC6503948|XP_001963900.1|DANA
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC6507642|XP_001956061.1|DANA
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC6493838|XP_014764573.1|DANA
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC6493581|XP_001958037.1|DANA
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC6495910|XP_014763531.1|DANA
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC6494866|XP_014763031.1|DANA
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC6494865|XP_001959525.2|DANA
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC6495754|XP_001959504.1|DANA
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC6496068|XP_001960149.1|DANA
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC6495286|XP_001958700.2|DANA
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC6494875|XP_001959506.1|DANA
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC6493386|XP_001957649.3|DANA
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC6507013|XP_001956826.3|DANA
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC6493074|XP_001956990.2|DANA
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC6493075|XP_001956992.1|DANA
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC6507352|XP_032310565.1|DANA
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC6506504|XP_001957754.1|DANA
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC6495048|XP_001959172.3|DANA
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC6496073|XP_001960160.1|DANA
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC6501366|XP_001955086.1|DANA
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC6493505|XP_001957887.1|DANA
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC6507012|XP_001956827.3|DANA
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC6494436|XP_001965921.1|DANA
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC6494159|XP_032306167.1|DANA
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC6495317|XP_014763248.1|DANA
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC6507498|XP_001955884.1|DANA
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC6494065|XP_001961048.1|DANA
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC6507358|XP_001956178.2|DANA
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC6495950|XP_032307172.1|DANA
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC6494012|XP_001961148.1|DANA
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC6506603|XP_001957562.1|DANA
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC6493191|XP_032309928.1|DANA
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC6492979|XP_001956782.1|DANA
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC6493312|XP_001957504.1|DANA
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC6493443|XP_001957763.1|DANA
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC6496046|XP_001960111.1|DANA
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC6496022|XP_001960062.1|DANA
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC6507602|XP_014765348.1|DANA
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC6506462|XP_001957825.1|DANA
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC6495632|XP_001959265.1|DANA
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC6495763|XP_001959522.2|DANA
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC6506258|XP_001958251.1|DANA
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC6502738|XP_032311686.1|DANA
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC6497982|XP_001961838.1|DANA
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC6500654|XP_001953657.1|DANA
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC6494158|XP_001960852.1|DANA
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC6507479|XP_001955929.1|DANA
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC6493290|XP_014764307.1|DANA
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC6493299|XP_001957476.1|DANA
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC6506783|XP_032310585.1|DANA
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC6507748|XP_001956263.1|DANA
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC6495873|XP_001959761.1|DANA
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC6493933|XP_001961299.1|DANA
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC6496639|XP_001961309.1|DANA
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC6507364|XP_032310347.1|DANA
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC6497721|XP_001961490.1|DANA
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC6506959|XP_014764987.1|DANA
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC6495079|XP_001959107.1|DANA
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC6495921|XP_001959859.1|DANA
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC26513699|XP_014765521.1|DANA
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC6497251|XP_032307354.1|DANA
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC6501510|XP_001955394.1|DANA
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC6496077|XP_001960170.2|DANA
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC6494538|XP_001960143.1|DANA
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC6493455|XP_001957785.1|DANA
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC6494814|XP_001959609.1|DANA
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC6507211|XP_001956467.1|DANA
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC6506226|XP_032310692.1|DANA
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC6495583|XP_001959142.1|DANA
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC6494575|XP_001960074.1|DANA
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC6494574|XP_001960075.1|DANA
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC6495895|XP_001959801.1|DANA
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC6495846|XP_001959705.1|DANA
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC6495368|XP_001958677.2|DANA
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC6495770|XP_001959541.1|DANA
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC6494239|XP_001960680.1|DANA
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC6493720|XP_001958306.1|DANA
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC6493721|XP_014764506.1|DANA
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC6496534|XP_001961091.1|DANA
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC6495917|XP_001959851.1|DANA
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC6494576|XP_001960072.1|DANA
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC6495885|XP_001959782.1|DANA
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC6496597|XP_032311616.1|DANA
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC6495353|XP_001958644.1|DANA
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC6494846|XP_001959563.1|DANA
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC6496319|XP_001960691.1|DANA
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC6493588|XP_001958049.1|DANA
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC6506601|XP_001957566.2|DANA
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC6494673|XP_001959887.1|DANA
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC6493079|XP_032310366.1|DANA
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC6495082|XP_001959103.1|DANA
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC6496236|XP_001960512.1|DANA
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC6493711|XP_001958287.2|DANA
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC6504555|XP_001964918.1|DANA
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC6494733|XP_001959765.1|DANA
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC6494965|XP_001959315.1|DANA
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC6496503|XP_001961031.1|DANA
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC6496310|XP_032306103.1|DANA
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC6494000|XP_014762519.1|DANA
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC6506882|XP_001957067.1|DANA
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC6506595|XP_001957579.1|DANA
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC6506380|XP_001957988.1|DANA
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC6504210|XP_001965150.1|DANA
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC6499003|XP_001955530.1|DANA
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC6507738|XP_001956245.1|DANA
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC6493713|XP_001958290.1|DANA
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC6492976|XP_001956777.1|DANA
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC6498435|XP_001962814.1|DANA
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC6506209|XP_032309866.1|DANA
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC6493482|XP_001957843.1|DANA
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC6499333|XP_001954849.1|DANA
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC6507385|XP_014765199.1|DANA
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC6493120|XP_032310574.1|DANA
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC6493048|XP_001956950.1|DANA
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC6506632|XP_032310700.1|DANA
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC6493310|XP_014764324.1|DANA
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC6492999|XP_032310813.1|DANA
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC6504183|XP_032311493.1|DANA
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC6493952|XP_001961258.1|DANA
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC6496611|XP_001961257.1|DANA
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC6495913|XP_032305960.1|DANA
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC6500217|XP_001953003.1|DANA
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC6495170|XP_014763183.1|DANA
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC6494149|XP_032306138.1|DANA
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC6494087|XP_032305947.1|DANA
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC6507042|XP_001956767.3|DANA
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC6492967|XP_001956762.1|DANA
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC6494539|XP_001960141.1|DANA
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC6494364|XP_001960455.1|DANA
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC6500735|XP_001953814.1|DANA
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC6494840|XP_001959567.2|DANA
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC6507293|XP_001956299.1|DANA
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC6493018|XP_014764189.2|DANA
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC6494435|XP_001960317.1|DANA
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC6494529|XP_001960166.1|DANA
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC6494767|XP_001959709.1|DANA
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC6506092|XP_001958572.1|DANA
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC6507865|XP_001956488.1|DANA
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC6493241|XP_001957340.1|DANA
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC6496517|XP_001961054.1|DANA
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC6493438|XP_001957749.1|DANA
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC6507021|XP_001956807.1|DANA
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC6506941|XP_001956943.1|DANA
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC6495955|XP_001959928.1|DANA
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC6495626|XP_014763381.1|DANA
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC6507286|XP_014765136.1|DANA
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC6496465|XP_014763845.1|DANA
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC6496183|XP_001960391.1|DANA
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC6497397|XP_001962167.2|DANA
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC6507224|XP_001956440.1|DANA
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC6506906|XP_001957024.1|DANA
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC6506943|XP_001956941.1|DANA
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC6496494|XP_032306200.1|DANA
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC6493315|XP_001957508.1|DANA
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC6507079|XP_014765057.1|DANA
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC6493190|XP_001957231.1|DANA
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC6495775|XP_001959546.1|DANA
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC6494855|XP_001959547.1|DANA
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC6506346|XP_001958061.1|DANA
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC6496345|XP_001960734.1|DANA
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC6495038|XP_001959192.1|DANA
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC6495607|XP_001959191.1|DANA
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC6493160|XP_001957169.1|DANA
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC6506697|XP_001957398.1|DANA
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC6493379|XP_001957641.1|DANA
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC6507728|XP_001956230.1|DANA
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC6507219|XP_001956444.2|DANA
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC6504511|XP_001967048.2|DANA
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC6494765|XP_001959717.1|DANA
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC6493522|XP_001957919.2|DANA
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC6507761|XP_001956295.1|DANA
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC6493323|XP_001957525.2|DANA
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC6493301|XP_032310104.1|DANA
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC6493336|XP_001957546.1|DANA
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC6493156|XP_001957164.2|DANA
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC6505698|XP_001964435.1|DANA
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC6507589|XP_032310255.1|DANA
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC6493110|XP_032310182.1|DANA
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC6507681|XP_001956136.1|DANA
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC6493495|XP_001957863.1|DANA
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC6492936|XP_032309812.1|DANA
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC6507387|XP_001956108.1|DANA
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC6494914|XP_001959431.1|DANA
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC6495786|XP_001959579.1|DANA
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC6495868|XP_001959750.2|DANA
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC6496377|XP_001960790.1|DANA
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC6494066|XP_001961043.1|DANA
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC6496512|XP_001961049.1|DANA
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC6507090|XP_001956686.1|DANA
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC6506292|XP_001958187.1|DANA
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC6496489|XP_032305950.1|DANA
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC6496511|XP_001961047.1|DANA
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC6495362|XP_001958667.1|DANA
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC6495069|XP_032306220.1|DANA
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC6507444|XP_001956004.1|DANA
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC6507616|XP_001956006.2|DANA
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC6507443|XP_001956009.1|DANA
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC6507617|XP_001956007.1|DANA
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC6507619|XP_001956010.2|DANA
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC6493361|XP_032309706.1|DANA
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC6493754|XP_001958376.1|DANA
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC6493755|XP_001958378.1|DANA
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC6493359|XP_001957594.2|DANA
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC6501741|XP_001967137.2|DANA
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC6494398|XP_001960403.1|DANA
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC6494978|XP_014763094.1|DANA
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC6506968|XP_001956904.2|DANA
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC6496078|XP_032307154.1|DANA
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC6506960|XP_001956916.1|DANA
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC6506961|XP_001956914.1|DANA
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC6506158|XP_014764646.2|DANA
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC6506155|XP_032309670.1|DANA
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC6497086|XP_001962787.1|DANA
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC6503060|XP_001963347.1|DANA
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC6505282|XP_001964826.1|DANA
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC6495394|XP_032306623.1|DANA
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC6495392|XP_001958741.1|DANA
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC6503326|XP_032311971.1|DANA
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC6507326|XP_001956242.1|DANA
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC6506225|XP_001958312.1|DANA
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC6496403|XP_001960840.1|DANA
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC6502981|XP_032308889.1|DANA
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC6495991|XP_001959994.1|DANA
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC6494079|XP_001961017.1|DANA
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC6495246|XP_032306005.1|DANA
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC6495039|XP_001959187.1|DANA
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC6494648|XP_001959938.1|DANA
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC6505454|XP_032311737.1|DANA
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC6504678|XP_032309013.1|DANA
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC6501466|XP_001955309.1|DANA
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC6495557|XP_001959100.1|DANA
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC6493888|XP_014762450.1|DANA
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC6495625|XP_032306336.1|DANA
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC6494996|XP_001959250.1|DANA
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC6494562|XP_014762849.1|DANA
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC6493442|XP_001957761.2|DANA
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC6499449|XP_001954619.2|DANA
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC6496076|XP_001960169.1|DANA
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC6496188|XP_001960405.1|DANA
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC6494758|XP_001959727.1|DANA
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC26514008|XP_001956389.1|DANA
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC6505520|XP_001964773.1|DANA
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC6497702|XP_001961534.1|DANA
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC6495319|XP_001958637.1|DANA
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC6496094|XP_001960211.3|DANA
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC6497703|XP_001961528.1|DANA
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC6497268|XP_014761601.1|DANA
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC6498263|XP_001962422.1|DANA
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC6506008|XP_001964771.1|DANA
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC6497822|XP_001961520.2|DANA
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC6497860|XP_001961585.2|DANA
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC6499006|XP_014760133.1|DANA
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC6497118|XP_032311272.1|DANA
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC6498070|XP_001962016.1|DANA
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC6496468|XP_001960965.1|DANA
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC6495192|XP_032307078.1|DANA
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC6503404|XP_032311389.1|DANA
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC6496981|XP_001963002.1|DANA
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC6497027|XP_001962901.1|DANA
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC6501110|XP_032305881.1|DANA
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC6497070|XP_001962812.2|DANA
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC6504664|XP_001964879.1|DANA
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC6503375|XP_001965343.1|DANA
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC6507274|XP_001965340.1|DANA
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC6499374|XP_001954762.1|DANA
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC6496344|XP_032306565.1|DANA
