Orthogroup	CQUI.longest_only	DSIM.longest_only
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC6737980|XP_002084795.1|DSIM
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC6729202|XP_016035849.1|DSIM
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC6725288|XP_016038308.1|DSIM
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC6730229|XP_016036982.1|DSIM
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC6730279|XP_002105562.1|DSIM
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC6726385|XP_039153674.1|DSIM
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC6725415|XP_039152216.1|DSIM
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC6725724|XP_016039002.1|DSIM
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC6732617|XP_016025325.1|DSIM
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC6726207|XP_016039727.1|DSIM
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC6725977|XP_039153368.1|DSIM
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC6735265|XP_002082235.1|DSIM
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC6730379|XP_016037153.1|DSIM
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC6727178|XP_016033670.1|DSIM
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC6728667|XP_016035327.1|DSIM
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC6726796|XP_016033296.1|DSIM
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC6738589|XP_002085393.2|DSIM
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC6738660|XP_002085462.1|DSIM
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC6738663|XP_016032485.1|DSIM
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC6727052|XP_002102449.1|DSIM
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC6728725|XP_039150609.1|DSIM
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC6726519|XP_002107475.1|DSIM
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC6734386|XP_002081407.2|DSIM
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC6728460|XP_002103805.2|DSIM
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC27209183|XP_039152729.1|DSIM
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC6728079|XP_016034700.1|DSIM
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC6728659|XP_002103998.1|DSIM
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC6728663|XP_016035319.1|DSIM
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC6729894|XP_002105197.1|DSIM
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC6729103|XP_002104424.1|DSIM
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC6729088|XP_016035737.1|DSIM
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC6731912|XP_002079047.1|DSIM
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC6729866|XP_039151229.1|DSIM
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC6728817|XP_002104151.1|DSIM
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC6730440|XP_002077621.1|DSIM
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC6728970|XP_016035647.1|DSIM
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC6729480|XP_002104790.1|DSIM
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC27208939|XP_016036639.1|DSIM
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC6726192|XP_016039721.1|DSIM
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC6736110|XP_002083010.2|DSIM
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC6727497|XP_002102877.1|DSIM
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC6727794|XP_002103155.1|DSIM
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC6730055|XP_016036833.1|DSIM
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC6727190|XP_002102582.2|DSIM
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC6727180|XP_002102572.1|DSIM
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC6729949|XP_039151890.1|DSIM
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC6729183|XP_016035831.1|DSIM
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC6729536|XP_002104844.1|DSIM
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC6729557|XP_016036225.1|DSIM
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC6729061|XP_039151138.1|DSIM
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC6729051|XP_002104372.1|DSIM
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC6736084|XP_002082985.2|DSIM
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC6728188|XP_002103537.2|DSIM
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC6733907|XP_002080951.1|DSIM
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC6729896|XP_002105199.1|DSIM
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC6729895|XP_002105198.2|DSIM
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC6728049|XP_016034657.1|DSIM
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC6729039|XP_016035694.1|DSIM
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC6729075|XP_016035719.1|DSIM
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC6727859|XP_002103214.1|DSIM
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC6729994|XP_016036759.1|DSIM
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC6726661|XP_016033144.1|DSIM
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC6738052|XP_002084866.1|DSIM
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC6725958|XP_016039308.1|DSIM
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC6727236|XP_016033741.1|DSIM
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC27206479|XP_039151393.1|DSIM
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC6728333|XP_016034965.1|DSIM
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC6727219|XP_016033714.1|DSIM
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC6727220|XP_016033716.1|DSIM
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC6730016|XP_016036785.1|DSIM
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC6730015|XP_002105309.1|DSIM
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC6734987|XP_002081969.1|DSIM
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC6729312|XP_002104629.1|DSIM
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC6729003|XP_002104324.1|DSIM
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC6727533|XP_016034111.1|DSIM
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC6727539|XP_002102919.2|DSIM
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC27208984|XP_016032357.1|DSIM
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC6735918|XP_002082828.1|DSIM
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC6740158|XP_002077036.1|DSIM
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC6726726|XP_016033214.1|DSIM
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC6729362|XP_002104678.1|DSIM
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC6729794|XP_002105099.3|DSIM
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC6726857|XP_002102259.2|DSIM
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC6726856|XP_039151309.1|DSIM
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC6726858|XP_002102260.1|DSIM
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC6729356|XP_002104672.1|DSIM
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC6730387|XP_039151042.1|DSIM
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC6732325|XP_002079453.1|DSIM
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC6728824|XP_002104158.1|DSIM
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC27206273|XP_016030110.1|DSIM
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC6738771|XP_039149331.1|DSIM
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC6725494|XP_039152835.1|DSIM
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC27208824|XP_016039536.1|DSIM
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC27208511|XP_016037395.1|DSIM
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC6726650|XP_002102061.1|DSIM
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC6727748|XP_016034328.1|DSIM
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC6727970|XP_016034561.1|DSIM
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC6727240|XP_002102632.1|DSIM
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC6727241|XP_002102633.2|DSIM
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC6737104|XP_002083951.1|DSIM
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC6730789|XP_016023204.1|DSIM
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC6728645|XP_002103985.1|DSIM
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC6735567|XP_016028908.1|DSIM
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC6726757|XP_016033239.1|DSIM
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC6727648|XP_016034239.1|DSIM
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC6728456|XP_002103801.1|DSIM
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC6729212|XP_002104533.1|DSIM
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC6726854|XP_002102256.3|DSIM
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC6736886|XP_002083739.1|DSIM
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC6728113|XP_016034732.1|DSIM
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC6727728|XP_016034304.1|DSIM
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC6727747|XP_002103109.1|DSIM
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC6729475|XP_002104785.1|DSIM
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC6728103|XP_002103454.1|DSIM
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC6730385|XP_002105667.1|DSIM
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC6730156|XP_002105447.1|DSIM
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC6728127|XP_016034745.2|DSIM
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC6732697|XP_016025433.1|DSIM
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC6731713|XP_039154543.1|DSIM
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC6731876|XP_002079011.1|DSIM
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC6727511|XP_016034091.1|DSIM
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC6727295|XP_016033838.1|DSIM
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC120284214|XP_039152024.1|DSIM, LOC6724746|XP_039152030.1|DSIM
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC6728191|XP_016034822.1|DSIM
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC6728335|XP_039150775.1|DSIM
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC6728792|XP_002104127.2|DSIM
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC6726951|XP_002102353.1|DSIM
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC6726950|XP_002102352.1|DSIM
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC6726949|XP_039150781.1|DSIM
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC6726927|XP_002102329.1|DSIM
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC6728985|XP_002104307.1|DSIM
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC6739787|XP_016036788.1|DSIM
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC6729860|XP_016036598.1|DSIM
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC6728802|XP_016035491.1|DSIM
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC6727488|XP_002102868.3|DSIM
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC6739784|XP_039150614.1|DSIM
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC6729926|XP_016036684.1|DSIM
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC6729014|XP_002104335.2|DSIM
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC6726699|XP_039151585.1|DSIM
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC6732618|XP_002079737.2|DSIM
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC6728150|XP_002103500.1|DSIM
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC6727287|XP_016033802.1|DSIM
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC6739172|XP_016033047.1|DSIM
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC6728791|XP_016035483.1|DSIM
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC6732798|XP_002079911.1|DSIM
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC6728219|XP_002103568.1|DSIM
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC6728991|XP_039151643.1|DSIM
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC6729960|XP_016036724.1|DSIM
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC120284203|XP_039150769.1|DSIM
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC6728177|XP_016034794.1|DSIM
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC6726901|XP_016033409.1|DSIM
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC6729207|XP_016035859.2|DSIM
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC6736439|XP_016029952.1|DSIM
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC6729107|XP_002104428.1|DSIM
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC6729286|XP_016035927.1|DSIM
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC6729288|XP_016035929.1|DSIM
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC6729216|XP_016035870.1|DSIM
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC6728603|XP_016035234.1|DSIM
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC6734073|XP_002081108.1|DSIM
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC6728213|XP_002103562.1|DSIM
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC6727783|XP_039150475.1|DSIM
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC6726992|XP_016033493.1|DSIM
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC6737452|XP_039150227.1|DSIM
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC6737457|XP_016031226.1|DSIM
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC6737440|XP_016031212.1|DSIM
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC6733815|XP_002080859.1|DSIM
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC6732616|XP_016025324.1|DSIM
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC6726319|XP_016039872.1|DSIM
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC27206175|XP_016027967.1|DSIM
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC6733401|XP_016026325.1|DSIM
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC27208356|XP_016024454.1|DSIM
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC6737165|XP_002084011.2|DSIM
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC6727655|XP_016034246.1|DSIM
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC6737214|XP_016030920.1|DSIM
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC6737350|XP_016031076.1|DSIM
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC6737494|XP_016031282.1|DSIM
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC6736464|XP_002083335.1|DSIM
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC6733247|XP_016026122.1|DSIM
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC6735561|XP_002082481.1|DSIM
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC6734286|XP_002081315.1|DSIM
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC6734636|XP_002081644.1|DSIM
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC6734414|XP_016029690.1|DSIM
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC27206665|XP_016035981.1|DSIM
OG0003542	LOC6031105|XP_038119724.1|CQUI	LOC27208783|XP_039147740.1|DSIM
OG0003543	LOC6031107|XP_001841952.2|CQUI	LOC6724857|XP_002105896.1|DSIM
OG0003544	LOC6031125|XP_038121856.1|CQUI	LOC6737098|XP_002083945.2|DSIM
OG0003545	LOC6050940|XP_038118492.1|CQUI	LOC6739673|XP_016032946.1|DSIM
OG0003546	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI	LOC6738729|XP_016032540.1|DSIM
OG0003547	LOC6045538|XP_038121077.1|CQUI	LOC6735903|XP_039148362.1|DSIM
OG0003548	LOC6045535|XP_038118754.1|CQUI	LOC6733680|XP_016026653.1|DSIM
OG0003549	LOC6045534|XP_001862889.1|CQUI	LOC6733683|XP_016026655.1|DSIM
OG0003550	LOC6041016|XP_001850330.2|CQUI	LOC6739369|XP_002076278.1|DSIM
OG0003551	LOC6031097|XP_001841944.1|CQUI	LOC6735001|XP_002081983.1|DSIM
OG0003552	LOC6043917|XP_001861502.1|CQUI	LOC6733938|XP_002080982.1|DSIM
OG0003553	LOC6043918|XP_001861503.2|CQUI	LOC27209024|XP_039148215.1|DSIM
OG0003554	LOC6043924|XP_001861507.2|CQUI	LOC6738357|XP_002085167.1|DSIM
OG0003555	LOC6054349|XP_038118739.1|CQUI	LOC6736601|XP_016030192.1|DSIM
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC6738923|XP_016032753.1|DSIM
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC6738921|XP_016032749.1|DSIM
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC6736808|XP_016030466.1|DSIM
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC6737815|XP_016031597.1|DSIM
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC6737100|XP_016030727.1|DSIM
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC6735424|XP_016028734.1|DSIM
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC6734990|XP_016028276.1|DSIM
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC6727502|XP_002102882.1|DSIM
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC6737125|XP_002083972.1|DSIM
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC6736603|XP_016030196.1|DSIM
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC6728743|XP_039150643.1|DSIM
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC6734709|XP_016027920.1|DSIM
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC6733719|XP_039148542.1|DSIM
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC6736482|XP_016030018.1|DSIM
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC6733381|XP_016026308.1|DSIM
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC6736793|XP_016030437.1|DSIM
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC6734064|XP_016027067.1|DSIM
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC6734389|XP_002081410.1|DSIM
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC6736852|XP_002083708.2|DSIM
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC27206220|XP_016032129.1|DSIM
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC6738425|XP_002085234.1|DSIM
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC6736921|XP_002083768.2|DSIM
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC6737110|XP_016030736.1|DSIM
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC6735046|XP_016028334.1|DSIM
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC6735270|XP_002082240.1|DSIM
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC6736379|XP_016029889.1|DSIM
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC6737563|XP_016031353.1|DSIM
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC6733838|XP_016026851.1|DSIM
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC6733805|XP_002080849.2|DSIM
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC6738553|XP_002085358.1|DSIM
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC6724692|XP_039152071.1|DSIM
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC6730542|XP_039150718.1|DSIM
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC6728312|XP_016034946.1|DSIM
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC6734708|XP_002081715.2|DSIM
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC6736441|XP_002083312.1|DSIM
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC6736362|XP_016029854.1|DSIM
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC6737832|XP_016031608.1|DSIM
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC6737181|XP_039149976.1|DSIM
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC6737119|XP_002083966.1|DSIM
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC6734604|XP_016027755.1|DSIM
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC6733256|XP_002080319.1|DSIM
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC6733248|XP_002080311.1|DSIM
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC6736778|XP_002083634.1|DSIM
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC6730800|XP_002077968.1|DSIM
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC6737283|XP_039149283.1|DSIM
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC6733645|XP_016026608.1|DSIM
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC6735925|XP_016029281.1|DSIM
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC6737260|XP_002084100.1|DSIM
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC6733081|XP_016025786.1|DSIM
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC6729280|XP_002104600.1|DSIM
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC6734969|XP_002081963.2|DSIM
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC6735008|XP_002081989.1|DSIM
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC6737517|XP_016031313.1|DSIM
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC6733662|XP_002080709.1|DSIM
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC6738532|XP_002085338.1|DSIM
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC27207730|XP_039149493.1|DSIM
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC6735459|XP_002082398.2|DSIM
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC6733394|XP_002080451.1|DSIM
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC6733395|XP_002080452.1|DSIM
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC6735862|XP_016029227.1|DSIM
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC6735730|XP_002082643.1|DSIM
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC6734174|XP_016027183.1|DSIM
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC6734173|XP_016027181.1|DSIM
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC6734236|XP_016027287.1|DSIM
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC6736016|XP_002082925.1|DSIM
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC27207386|XP_016031122.1|DSIM
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC6737381|XP_016031126.1|DSIM
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC6734329|XP_016027405.1|DSIM
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC6735916|XP_002082826.1|DSIM
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC6733391|XP_002080448.1|DSIM
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC6734625|XP_016027779.2|DSIM
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC6735165|XP_039148781.1|DSIM
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC6733715|XP_039148805.1|DSIM
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC6734259|XP_002081288.1|DSIM
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC27208785|XP_016029393.1|DSIM
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC6738714|XP_002085515.1|DSIM
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC6736848|XP_016030496.1|DSIM
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC6734220|XP_002081249.1|DSIM
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC6736620|XP_039149243.1|DSIM
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC6733649|XP_002080703.1|DSIM
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC6734184|XP_002081213.1|DSIM
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC6738746|XP_016032557.1|DSIM
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC6731668|XP_002078808.1|DSIM
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC6734610|XP_016027763.1|DSIM
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC6735526|XP_002082462.1|DSIM
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC6733500|XP_016026459.1|DSIM
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC6736019|XP_002082928.1|DSIM
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC6733803|XP_016026761.1|DSIM
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC6736529|XP_002083399.2|DSIM
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC6737215|XP_002084055.1|DSIM
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC6737405|XP_002084243.1|DSIM
