Orthogroup	CQUI.longest_only	AALB.longest_only
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC118461916|XP_035783673.1|AALB
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC118461923|XP_035783730.1|AALB
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC118457121|XP_035774331.1|AALB
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC118461710|XP_035783236.1|AALB
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC118460357|XP_035780499.1|AALB
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC118464122|XP_035787144.1|AALB
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC118463285|XP_035785660.1|AALB
OG0004631	LOC6048209|XP_001865162.2|CQUI, LOC6035886|XP_001845999.1|CQUI	LOC118461328|XP_035782426.1|AALB
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC118462674|XP_035784466.1|AALB
OG0004634	LOC6051445|XP_001867883.2|CQUI	LOC118465732|XP_035790091.1|AALB
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC118458002|XP_035775974.1|AALB
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC118464539|XP_035787907.1|AALB
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC118465910|XP_035790936.1|AALB
OG0004639	LOC6038658|XP_038104660.1|CQUI	LOC118465680|XP_035790007.1|AALB
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC118465377|XP_035789472.1|AALB
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC118456880|XP_035773885.1|AALB
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC118462527|XP_035784172.1|AALB
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC118464848|XP_035788437.1|AALB
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC118462529|XP_035784175.1|AALB
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC118467759|XP_035794480.1|AALB
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC118460589|XP_035780906.1|AALB
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC118467578|XP_035794116.1|AALB
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC118457240|XP_035774514.1|AALB
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC118460809|XP_035781317.1|AALB
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC118460443|XP_035780639.1|AALB
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC118461985|XP_035783813.1|AALB
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC118460449|XP_035780659.1|AALB
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC118461999|XP_035783828.1|AALB
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC118456877|XP_035773883.1|AALB
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC118456490|XP_035773206.1|AALB
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC118460363|XP_035780504.1|AALB
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC118456334|XP_035772884.1|AALB
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC118464644|XP_035788002.1|AALB
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC118463278|XP_035785647.1|AALB
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC118465668|XP_035789986.1|AALB
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC118457491|XP_035775016.1|AALB
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC118457492|XP_035775018.1|AALB
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC118456623|XP_035773433.1|AALB
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC118458766|XP_035777451.1|AALB
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC118458218|XP_035776366.1|AALB
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC118457595|XP_035775186.1|AALB
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC118463142|XP_035785402.1|AALB
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC118468648|XP_035795567.1|AALB
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC118457808|XP_035775554.1|AALB
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC118456816|XP_035773801.1|AALB
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC118460089|XP_035779997.1|AALB
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC118456187|XP_035772635.1|AALB
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC118458111|XP_035776178.1|AALB
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC118458977|XP_035777861.1|AALB
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC118458972|XP_035777853.1|AALB
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC118457184|XP_035774424.1|AALB
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC118468970|XP_035796235.1|AALB
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC118461385|XP_035782539.1|AALB
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC118461371|XP_035782512.1|AALB
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC118458579|XP_035777130.1|AALB
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC118459375|XP_035778565.1|AALB
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC118462028|XP_035783893.1|AALB
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC118457382|XP_035774810.1|AALB
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC118460080|XP_035779987.1|AALB
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC118461948|XP_035783734.1|AALB
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC118468660|XP_035795583.1|AALB
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC118468661|XP_035795591.1|AALB
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC118457909|XP_035775795.1|AALB
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC118459270|XP_035778398.1|AALB
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC118456512|XP_035773240.1|AALB
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC118468766|XP_035795835.1|AALB
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC118457834|XP_035775604.1|AALB
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC118459497|XP_035778811.1|AALB
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC118461657|XP_035783129.1|AALB
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC118458581|XP_035777132.1|AALB
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC118459118|XP_035778079.1|AALB
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC118458105|XP_035776171.1|AALB
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC118457540|XP_035775086.1|AALB
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC118459991|XP_035779780.1|AALB
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC118468643|XP_035795559.1|AALB
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC118460667|XP_035781033.1|AALB
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC118468503|XP_035795230.1|AALB
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC118468889|XP_035796075.1|AALB
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC118458250|XP_035776423.1|AALB
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC118461341|XP_035782444.1|AALB
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC118461338|XP_035782439.1|AALB
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC118460880|XP_035781512.1|AALB
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC118460553|XP_035780841.1|AALB
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC118468560|XP_035795362.1|AALB
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC118468564|XP_035795369.1|AALB
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC118457133|XP_035774340.1|AALB
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC118456576|XP_035773355.1|AALB
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC118457896|XP_035775762.1|AALB
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC118458439|XP_035776793.1|AALB
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC118461560|XP_035782914.1|AALB
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC118459564|XP_035778957.1|AALB
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC118468596|XP_035795448.1|AALB
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC118469011|XP_035796338.1|AALB
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC118466700|XP_035792235.1|AALB
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC118456995|XP_035774103.1|AALB
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC118457950|XP_035775861.1|AALB
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC118460237|XP_035780284.1|AALB
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC118458167|XP_035776266.1|AALB
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC118465404|XP_035789516.1|AALB
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC118457819|XP_035775587.1|AALB
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC118461454|XP_035782676.1|AALB
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC118457846|XP_035775626.1|AALB
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC118458865|XP_035777707.1|AALB
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC118461123|XP_035781953.1|AALB
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC118461449|XP_035782663.1|AALB
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC118457460|XP_035774958.1|AALB
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC118468534|XP_035795305.1|AALB
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC118468536|XP_035795310.1|AALB
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC118458464|XP_035776876.1|AALB
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC118457933|XP_035775837.1|AALB
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC118459817|XP_035779460.1|AALB
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC118467437|XP_035793832.1|AALB
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC118469071|XP_035796445.1|AALB
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC118468812|XP_035795920.1|AALB
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC118460873|XP_035781501.1|AALB
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC118460874|XP_035781502.1|AALB
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC118461723|XP_035783277.1|AALB
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC118459488|XP_035778793.1|AALB
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC118460423|XP_035780607.1|AALB
OG0004751	LOC6033701|XP_001844124.2|CQUI	LOC118460420|XP_035780603.1|AALB
OG0004752	LOC6033703|XP_001844126.1|CQUI	LOC118459625|XP_035779095.1|AALB
OG0004753	LOC6033704|XP_001844127.2|CQUI	LOC118459621|XP_035779089.1|AALB
OG0004754	LOC6033705|XP_001844128.1|CQUI	LOC118459618|XP_035779084.1|AALB
OG0004755	LOC6033712|XP_038117221.1|CQUI	LOC118468324|XP_035794961.1|AALB
OG0004756	LOC6033713|XP_001844134.2|CQUI	LOC118468320|XP_035794958.1|AALB
OG0004758	LOC6039195|XP_038122528.1|CQUI	LOC118457339|XP_035774729.1|AALB
OG0004759	LOC6039198|XP_038122984.1|CQUI	LOC118457288|XP_035774641.1|AALB
OG0004760	LOC6039201|XP_038105092.1|CQUI	LOC118459619|XP_035779086.1|AALB
OG0004761	LOC6039606|XP_038112004.1|CQUI	LOC118461333|XP_035782431.1|AALB
OG0004763	LOC6038059|XP_038105125.1|CQUI	LOC118457651|XP_035775285.1|AALB
OG0004764	LOC6040682|XP_038104175.1|CQUI	LOC118459957|XP_035779738.1|AALB
OG0004765	LOC6040686|XP_038114839.1|CQUI	LOC118459953|XP_035779732.1|AALB
OG0004766	LOC6037332|XP_038116156.1|CQUI	LOC118468646|XP_035795563.1|AALB
OG0004767	LOC6037471|XP_001847378.2|CQUI	LOC118457954|XP_035775870.1|AALB
OG0004768	LOC6032709|XP_038115999.1|CQUI	LOC118457947|XP_035775854.1|AALB
OG0004769	LOC6035385|XP_038104454.1|CQUI	LOC118457953|XP_035775869.1|AALB
OG0004770	LOC6035386|XP_001845587.1|CQUI	LOC118457959|XP_035775878.1|AALB
OG0004771	LOC6035384|XP_001845585.2|CQUI	LOC118457957|XP_035775874.1|AALB
OG0004772	LOC6036804|XP_001846798.1|CQUI	LOC118457920|XP_035775814.1|AALB
OG0004773	LOC6035078|XP_001845313.2|CQUI	LOC118458170|XP_035776268.1|AALB
OG0004774	LOC6035075|XP_038121003.1|CQUI	LOC118459616|XP_035779078.1|AALB
OG0004775	LOC6035072|XP_038105378.1|CQUI	LOC118458313|XP_035776548.1|AALB
OG0004776	LOC6035068|XP_038104827.1|CQUI	LOC118462061|XP_035783942.1|AALB
OG0004777	LOC6035416|XP_001845609.1|CQUI	LOC118459590|XP_035779011.1|AALB
OG0004778	LOC119765159|XP_038104412.1|CQUI	LOC118460142|XP_035780123.1|AALB
OG0004779	LOC6035335|XP_038104406.1|CQUI	LOC118460138|XP_035780117.1|AALB
OG0004780	LOC6035328|XP_001845545.1|CQUI	LOC118460143|XP_035780125.1|AALB
OG0004782	LOC6035537|XP_038110801.1|CQUI	LOC118461374|XP_035782515.1|AALB
OG0004783	LOC6046138|XP_038104914.1|CQUI	LOC118460480|XP_035780714.1|AALB
OG0004784	LOC6042432|XP_038105717.1|CQUI	LOC118456618|XP_035773420.1|AALB
OG0004785	LOC6040253|XP_001849692.2|CQUI	LOC118458406|XP_035776714.1|AALB
OG0004786	LOC6040257|XP_001849694.1|CQUI	LOC118456144|XP_035772551.1|AALB
OG0004787	LOC6040266|XP_038104916.1|CQUI	LOC118457487|XP_035775011.1|AALB
OG0004788	LOC6040267|XP_001849700.1|CQUI	LOC118459288|XP_035778426.1|AALB
OG0004789	LOC6040268|XP_038104574.1|CQUI	LOC118459289|XP_035778427.1|AALB
OG0004790	LOC6039077|XP_001848750.1|CQUI	LOC118468835|XP_035795969.1|AALB
OG0004791	LOC119771181|XP_038122656.1|CQUI	LOC118459971|XP_035779754.1|AALB
OG0004792	LOC6040663|XP_038105179.1|CQUI	LOC118461728|XP_035783308.1|AALB
OG0004793	LOC6040662|XP_038104480.1|CQUI	LOC118458971|XP_035777852.1|AALB
OG0004794	LOC6047061|XP_038122922.1|CQUI	LOC118457385|XP_035774814.1|AALB
OG0004796	LOC6040872|XP_038105237.1|CQUI	LOC118458837|XP_035777630.1|AALB
OG0004797	LOC6040880|XP_038105232.1|CQUI	LOC118458834|XP_035777624.1|AALB
OG0004798	LOC6040882|XP_001850211.2|CQUI	LOC118462029|XP_035783895.1|AALB
OG0004799	LOC6040692|XP_038111505.1|CQUI	LOC118461479|XP_035782729.1|AALB
OG0004800	LOC6037510|XP_001847416.1|CQUI	LOC118458437|XP_035776789.1|AALB
OG0004801	LOC6045592|XP_038105796.1|CQUI	LOC118460064|XP_035779953.1|AALB
OG0004803	LOC6033723|XP_038105889.1|CQUI	LOC118459899|XP_035779608.1|AALB
OG0004804	LOC6035052|XP_038104560.1|CQUI	LOC118458164|XP_035776259.1|AALB
OG0004805	LOC6038022|XP_038105589.1|CQUI	LOC118461345|XP_035782451.1|AALB
OG0004806	LOC6038033|XP_038123004.1|CQUI	LOC118468775|XP_035795858.1|AALB
OG0004807	LOC6039897|XP_001849395.1|CQUI	LOC118461364|XP_035782498.1|AALB
OG0004808	LOC6035066|XP_038104556.1|CQUI	LOC118460733|XP_035781184.1|AALB
OG0004809	LOC6042403|XP_001851528.1|CQUI	LOC118461626|XP_035783068.1|AALB
OG0004810	LOC6042402|XP_038123005.1|CQUI	LOC118461625|XP_035783067.1|AALB
OG0004811	LOC6042397|XP_038108448.1|CQUI	LOC118460421|XP_035780604.1|AALB
OG0004812	LOC6042392|XP_038112150.1|CQUI	LOC118457120|XP_035774319.1|AALB
OG0004813	LOC6036810|XP_038104805.1|CQUI	LOC118458098|XP_035776161.1|AALB
OG0004815	LOC6032039|XP_038105440.1|CQUI	LOC118461002|XP_035781721.1|AALB
OG0004816	LOC6032045|XP_001842711.2|CQUI	LOC118458919|XP_035777779.1|AALB
OG0004817	LOC6032046|XP_001842712.2|CQUI	LOC118457333|XP_035774720.1|AALB
OG0004818	LOC6032061|XP_001842727.1|CQUI	LOC118463260|XP_035785623.1|AALB
OG0004819	LOC6032069|XP_001842735.1|CQUI	LOC118463253|XP_035785616.1|AALB
OG0004820	LOC6032070|XP_001842736.2|CQUI	LOC118463252|XP_035785615.1|AALB
OG0004821	LOC6032072|XP_038115655.1|CQUI	LOC118462567|XP_035784258.1|AALB
OG0004822	LOC6032080|XP_038104760.1|CQUI	LOC118462571|XP_035784266.1|AALB
OG0004823	LOC6032083|XP_001842749.1|CQUI	LOC118464105|XP_035787083.1|AALB
OG0004824	LOC6032084|XP_001842750.2|CQUI	LOC118461940|XP_035783715.1|AALB
OG0004825	LOC6032099|XP_001842764.2|CQUI	LOC118464523|XP_035787853.1|AALB
OG0004826	LOC6035186|XP_001845416.2|CQUI	LOC118465924|XP_035790516.1|AALB
OG0004827	LOC6035188|XP_038105070.1|CQUI	LOC118465925|XP_035790517.1|AALB
OG0004828	LOC6035191|XP_001845421.1|CQUI	LOC118465926|XP_035790519.1|AALB
OG0004829	LOC6037399|XP_001847318.2|CQUI	LOC118460916|XP_035781562.1|AALB
OG0004833	LOC6033922|XP_038105632.1|CQUI	LOC118460554|XP_035780842.1|AALB
OG0004834	LOC6036795|XP_001846789.1|CQUI	LOC118461654|XP_035783125.1|AALB
OG0004835	LOC6036793|XP_001846787.2|CQUI	LOC118460452|XP_035780663.1|AALB
OG0004836	LOC6040910|XP_038122904.1|CQUI	LOC118456263|XP_035772757.1|AALB
OG0004837	LOC6040912|XP_001850240.1|CQUI	LOC118466978|XP_035792785.1|AALB
OG0004838	LOC6040929|XP_001850257.2|CQUI	LOC118457550|XP_035775110.1|AALB
OG0004839	LOC6040928|XP_038123034.1|CQUI	LOC118457546|XP_035775101.1|AALB
OG0004840	LOC6035404|XP_001845598.2|CQUI	LOC118463418|XP_035785865.1|AALB
OG0004841	LOC6037352|XP_001847275.2|CQUI	LOC118456585|XP_035773375.1|AALB
OG0004842	LOC6037342|XP_001847266.2|CQUI	LOC118459381|XP_035778575.1|AALB
OG0004844	LOC6033964|XP_001844352.1|CQUI	LOC118459556|XP_035778941.1|AALB
OG0004845	LOC6033967|XP_038104318.1|CQUI	LOC118459553|XP_035778927.1|AALB
OG0004846	LOC6045714|XP_001863022.2|CQUI	LOC118468549|XP_035795337.1|AALB
OG0004847	LOC6032647|XP_001843214.2|CQUI	LOC118456715|XP_035773644.1|AALB
OG0004850	LOC6053351|XP_038115052.1|CQUI	LOC118460356|XP_035780491.1|AALB
OG0004851	LOC6032009|XP_001842677.2|CQUI	LOC118461212|XP_035782166.1|AALB
OG0004852	LOC6032101|XP_038122533.1|CQUI	LOC118458280|XP_035776496.1|AALB
OG0004853	LOC6032797|XP_038117362.1|CQUI	LOC118466452|XP_035791684.1|AALB
OG0004854	LOC6032828|XP_001843366.2|CQUI	LOC118463320|XP_035785699.1|AALB
OG0004855	LOC6032837|XP_001843371.2|CQUI	LOC118463322|XP_035785706.1|AALB
OG0004856	LOC6032889|XP_038115758.1|CQUI	LOC118466455|XP_035791688.1|AALB
OG0004857	LOC6049345|XP_038121996.1|CQUI	LOC118464546|XP_035787877.1|AALB
OG0004858	LOC6031074|XP_038117926.1|CQUI	LOC118464450|XP_035787726.1|AALB
OG0004859	LOC6031066|XP_038121782.1|CQUI	LOC118465591|XP_035789850.1|AALB
OG0004860	LOC6031076|XP_001841927.1|CQUI	LOC118466396|XP_035791541.1|AALB
OG0004861	LOC6031081|XP_038114947.1|CQUI	LOC118466393|XP_035791529.1|AALB
OG0004862	LOC6031090|XP_038114567.1|CQUI	LOC118466084|XP_035790871.1|AALB
OG0004863	LOC6038677|XP_038116442.1|CQUI	LOC118463782|XP_035786500.1|AALB
OG0004864	LOC6038678|XP_038119126.1|CQUI	LOC118463789|XP_035786515.1|AALB
OG0004865	LOC6038680|XP_001848435.1|CQUI	LOC118463788|XP_035786513.1|AALB
OG0004866	LOC6042793|XP_038116607.1|CQUI	LOC118465299|XP_035789275.1|AALB
OG0004867	LOC6042378|XP_038113412.1|CQUI	LOC118464911|XP_035788570.1|AALB
OG0004868	LOC6042789|XP_001870794.1|CQUI	LOC118464914|XP_035788576.1|AALB
OG0004869	LOC6042795|XP_001870798.1|CQUI	LOC118463318|XP_035785697.1|AALB
OG0004870	LOC6042810|XP_001870808.1|CQUI	LOC118463328|XP_035785718.1|AALB
OG0004871	LOC6042816|XP_001870814.2|CQUI	LOC118465099|XP_035788924.1|AALB
OG0004872	LOC6047865|XP_001864864.1|CQUI	LOC118466121|XP_035790960.1|AALB
OG0004873	LOC6041056|XP_001850367.2|CQUI	LOC118464320|XP_035787511.1|AALB
OG0004874	LOC6041052|XP_001850363.2|CQUI	LOC118463778|XP_035786485.1|AALB
OG0004875	LOC6041042|XP_038121931.1|CQUI	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB
OG0004876	LOC119769880|XP_038119587.1|CQUI	LOC118466685|XP_035792206.1|AALB
OG0004877	LOC6041025|XP_038122387.1|CQUI	LOC118462985|XP_035785087.1|AALB
OG0004878	LOC6031108|XP_038120035.1|CQUI	LOC118462961|XP_035785007.1|AALB
OG0004879	LOC6031116|XP_038118149.1|CQUI	LOC118463145|XP_035785404.1|AALB
OG0004880	LOC6031119|XP_001841964.1|CQUI	LOC118463161|XP_035785440.1|AALB
OG0004881	LOC6031120|XP_001841965.2|CQUI	LOC118463148|XP_035785417.1|AALB
OG0004883	LOC6031128|XP_038121855.1|CQUI	LOC118463158|XP_035785436.1|AALB
OG0004884	LOC6031153|XP_038122195.1|CQUI	LOC118466650|XP_035792113.1|AALB
OG0004885	LOC6031160|XP_038122027.1|CQUI	LOC118466660|XP_035792151.1|AALB
OG0004886	LOC6031164|XP_001842007.1|CQUI	LOC118466659|XP_035792150.1|AALB
OG0004887	LOC6031165|XP_038121190.1|CQUI	LOC118466658|XP_035792149.1|AALB
OG0004888	LOC6031166|XP_038114576.1|CQUI	LOC118467708|XP_035794385.1|AALB
OG0004889	LOC6030975|XP_001841829.2|CQUI	LOC118467716|XP_035794411.1|AALB
OG0004890	LOC6030973|XP_038121809.1|CQUI	LOC118465205|XP_035789083.1|AALB
OG0004891	LOC6030968|XP_038121630.1|CQUI	LOC118464284|XP_035787453.1|AALB
OG0004892	LOC6031064|XP_038119798.1|CQUI	LOC118465944|XP_035790561.1|AALB
OG0004893	LOC6043930|XP_001861513.1|CQUI	LOC118463189|XP_035785510.1|AALB
OG0004894	LOC6043927|XP_001861510.2|CQUI	LOC118464462|XP_035787756.1|AALB
OG0004895	LOC6045536|XP_001862891.2|CQUI	LOC118465102|XP_035788929.1|AALB
OG0004896	LOC6051435|XP_038120460.1|CQUI	LOC118465308|XP_035789306.1|AALB
OG0004897	LOC6041058|XP_038117480.1|CQUI	LOC118465301|XP_035789288.1|AALB
OG0004898	LOC6041018|XP_038114929.1|CQUI	LOC118465316|XP_035789326.1|AALB
OG0004899	LOC6031099|XP_038121429.1|CQUI	LOC118465292|XP_035789233.1|AALB
OG0004900	LOC6054043|XP_038116191.1|CQUI	LOC118463454|XP_035785933.1|AALB
OG0004901	LOC6043919|XP_001861504.2|CQUI	LOC118464634|XP_035787973.1|AALB
OG0004902	LOC6043923|XP_038118580.1|CQUI	LOC118464650|XP_035788008.1|AALB
OG0004903	LOC6052661|XP_038118295.1|CQUI	LOC118467050|XP_035792938.1|AALB
OG0004904	LOC6046849|XP_001863984.1|CQUI	LOC118462972|XP_035785032.1|AALB
OG0004905	LOC6046852|XP_038118359.1|CQUI	LOC118463651|XP_035786288.1|AALB
OG0004906	LOC6030986|XP_001841839.2|CQUI	LOC118463075|XP_035785229.1|AALB
OG0004907	LOC6040644|XP_001850009.2|CQUI	LOC118464668|XP_035788073.1|AALB
OG0004909	LOC6049586|XP_038115882.1|CQUI	LOC118466839|XP_035792543.1|AALB
OG0004910	LOC6039568|XP_001849162.2|CQUI	LOC118467079|XP_035793009.1|AALB
OG0004911	LOC6039557|XP_038118886.1|CQUI	LOC118466089|XP_035790890.1|AALB
OG0004912	LOC6053801|XP_038120512.1|CQUI	LOC118465441|XP_035789584.1|AALB
OG0004913	LOC6052188|XP_001868490.1|CQUI	LOC118464916|XP_035788579.1|AALB
OG0004914	LOC6043324|XP_038116587.1|CQUI	LOC118466983|XP_035792793.1|AALB
OG0004915	LOC6043331|XP_001858490.1|CQUI	LOC118466990|XP_035792801.1|AALB
OG0004916	LOC6043338|XP_038118846.1|CQUI	LOC118464065|XP_035787006.1|AALB
OG0004917	LOC6053707|XP_001867574.2|CQUI	LOC118466300|XP_035791291.1|AALB
OG0004918	LOC6053706|XP_038117721.1|CQUI	LOC118466295|XP_035791276.1|AALB
OG0004919	LOC6053382|XP_038119032.1|CQUI	LOC118466303|XP_035791300.1|AALB
OG0004920	LOC6050541|XP_038120184.1|CQUI	LOC118466298|XP_035791288.1|AALB
OG0004921	LOC6047306|XP_038116264.1|CQUI	LOC118466297|XP_035791280.1|AALB
OG0004922	LOC6043699|XP_038117260.1|CQUI	LOC118463169|XP_035785456.1|AALB
OG0004923	LOC6047329|XP_001864405.2|CQUI	LOC118464292|XP_035787467.1|AALB
OG0004924	LOC6049786|XP_001866493.2|CQUI	LOC118464728|XP_035788202.1|AALB
OG0004925	LOC6054018|XP_038121726.1|CQUI	LOC118465569|XP_035789824.1|AALB
OG0004926	LOC6050503|XP_038119835.1|CQUI	LOC118465042|XP_035788801.1|AALB
OG0004927	LOC6040746|XP_038119907.1|CQUI	LOC118466145|XP_035790998.1|AALB
OG0004928	LOC6035292|XP_038117794.1|CQUI	LOC118462530|XP_035784176.1|AALB
OG0004929	LOC6035309|XP_038118096.1|CQUI	LOC118464253|XP_035787382.1|AALB
OG0004930	LOC6041606|XP_038119499.1|CQUI	LOC118467879|XP_035794683.1|AALB
OG0004931	LOC6049358|XP_001866123.2|CQUI	LOC118465409|XP_035789524.1|AALB
OG0004932	LOC6049348|XP_001866127.2|CQUI	LOC118465399|XP_035789492.1|AALB
OG0004933	LOC6049349|XP_001866128.1|CQUI	LOC118464842|XP_035788431.1|AALB
OG0004934	LOC6049350|XP_001866129.2|CQUI	LOC118463790|XP_035786516.1|AALB
OG0004935	LOC6047852|XP_001864855.2|CQUI	LOC118464660|XP_035788054.1|AALB
OG0004936	LOC6030990|XP_038115490.1|CQUI	LOC118463469|XP_035785952.1|AALB
OG0004937	LOC6030983|XP_001841836.2|CQUI	LOC118464623|XP_035787962.1|AALB
OG0004938	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI	LOC118462804|XP_035784700.1|AALB
OG0004939	LOC6031030|XP_038120410.1|CQUI	LOC118462815|XP_035784727.1|AALB
OG0004940	LOC6031035|XP_038117384.1|CQUI	LOC118462806|XP_035784702.1|AALB
