Orthogroup	CQUI.longest_only	DSAN.longest_only
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC120456484|XP_039499282.1|DSAN
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC120455418|XP_039497500.1|DSAN
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC120451002|XP_039490248.1|DSAN
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC120453906|XP_039494771.1|DSAN
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC120455649|XP_039497974.1|DSAN
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC120451097|XP_039490470.1|DSAN
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC120454445|XP_039495681.1|DSAN
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC120454340|XP_039495485.1|DSAN
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC120452634|XP_039492878.1|DSAN
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC120456102|XP_039498641.1|DSAN
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC120445519|XP_039481912.1|DSAN
OG0004585	LOC119765345|XP_038104987.1|CQUI	LOC120452253|XP_039492315.1|DSAN
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC120457092|XP_039500212.1|DSAN
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC120451845|XP_039491755.1|DSAN
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC120452102|XP_039492112.1|DSAN
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC120456900|XP_039499936.1|DSAN
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC120453117|XP_039493590.1|DSAN
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC120451223|XP_039490640.1|DSAN
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC120455460|XP_039497616.1|DSAN
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC120456918|XP_039499986.1|DSAN
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC120456605|XP_039499449.1|DSAN
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC120456468|XP_039499250.1|DSAN
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC120456271|XP_039498933.1|DSAN
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC120455026|XP_039496791.1|DSAN
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC120449069|XP_039487301.1|DSAN
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC120455608|XP_039497926.1|DSAN
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC120456340|XP_039499048.1|DSAN
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC120455928|XP_039498388.1|DSAN
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC120455532|XP_039497755.1|DSAN
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC120458042|XP_039501485.1|DSAN
OG0004604	LOC6044773|XP_001862232.2|CQUI	LOC120455859|XP_039498264.1|DSAN
OG0004605	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI	LOC120456465|XP_039499245.1|DSAN
OG0004606	LOC6040734|XP_038107461.1|CQUI	LOC120451771|XP_039491635.1|DSAN
OG0004607	LOC6039036|XP_038105073.1|CQUI	LOC120456035|XP_039498539.1|DSAN
OG0004608	LOC6039054|XP_038105592.1|CQUI	LOC120457273|XP_039500631.1|DSAN
OG0004609	LOC6045132|XP_001862534.1|CQUI	LOC120455815|XP_039498210.1|DSAN
OG0004610	LOC6045381|XP_038104655.1|CQUI	LOC120452931|XP_039493336.1|DSAN
OG0004611	LOC6034328|XP_038115400.1|CQUI	LOC120451963|XP_039491921.1|DSAN
OG0004612	LOC6034326|XP_001844659.1|CQUI	LOC120453018|XP_039493469.1|DSAN
OG0004613	LOC6036970|XP_038105799.1|CQUI	LOC120454343|XP_039495489.1|DSAN
OG0004614	LOC6053763|XP_038105797.1|CQUI	LOC120457108|XP_039500251.1|DSAN
OG0004615	LOC6036976|XP_038104225.1|CQUI	LOC120455372|XP_039497418.1|DSAN
OG0004616	LOC6036981|XP_001846948.1|CQUI	LOC120456447|XP_039499218.1|DSAN
OG0004617	LOC6053777|XP_001869806.1|CQUI	LOC120445843|XP_039482406.1|DSAN
OG0004618	LOC6036883|XP_038123011.1|CQUI	LOC120454691|XP_039496157.1|DSAN
OG0004619	LOC6049474|XP_001866227.2|CQUI	LOC120451102|XP_039490442.1|DSAN
OG0004620	LOC6050630|XP_001867201.2|CQUI	LOC120454601|XP_039495992.1|DSAN
OG0004621	LOC6037925|XP_001847782.1|CQUI	LOC120451640|XP_039491434.1|DSAN
OG0004622	LOC6038472|XP_038113212.1|CQUI	LOC120452616|XP_039492852.1|DSAN
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC120453461|XP_039494112.1|DSAN
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC120454952|XP_039496654.1|DSAN
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC120457259|XP_039500597.1|DSAN
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC120447455|XP_039484745.1|DSAN
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC120456628|XP_039499483.1|DSAN
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC120451356|XP_039490926.1|DSAN
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC120451608|XP_039491375.1|DSAN
OG0004631	LOC6048768|XP_001865645.1|CQUI	LOC120453095|XP_039493560.1|DSAN
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC120453091|XP_039493554.1|DSAN
OG0004633	LOC6045007|XP_038116758.1|CQUI	LOC120451772|XP_039491636.1|DSAN
OG0004634	LOC6051445|XP_001867883.2|CQUI	LOC120452686|XP_039492971.1|DSAN
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC120455217|XP_039497116.1|DSAN
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC120457099|XP_039500221.1|DSAN
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC120455198|XP_039497076.1|DSAN
OG0004639	LOC6038658|XP_038104660.1|CQUI	LOC120453889|XP_039494739.1|DSAN
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC120453818|XP_039494634.1|DSAN
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC120456679|XP_039499570.1|DSAN
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC120450609|XP_039489678.1|DSAN
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC120455070|XP_039496856.1|DSAN
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC120446292|XP_039483123.1|DSAN
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC120457224|XP_039500532.1|DSAN
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC120456065|XP_039498589.1|DSAN
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC120447140|XP_039484512.1|DSAN
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC120451792|XP_039491679.1|DSAN
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC120450794|XP_039489889.1|DSAN
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC120450461|XP_039489415.1|DSAN
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC120454933|XP_039496627.1|DSAN
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC120452529|XP_039492727.1|DSAN
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC120456808|XP_039499779.1|DSAN
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC120453758|XP_039494525.1|DSAN
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC120453307|XP_039493896.1|DSAN
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC120452219|XP_039492279.1|DSAN
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC120454679|XP_039496128.1|DSAN
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC120452256|XP_039492319.1|DSAN
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC120453486|XP_039494154.1|DSAN
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC120456487|XP_039499285.1|DSAN
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC120456488|XP_039499286.1|DSAN
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC120456018|XP_039498516.1|DSAN
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC120450919|XP_039490117.1|DSAN
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC120452744|XP_039493053.1|DSAN
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC120456470|XP_039499253.1|DSAN
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC120458793|XP_039502521.1|DSAN
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC120452577|XP_039492794.1|DSAN
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC120452702|XP_039492992.1|DSAN
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC120451703|XP_039491534.1|DSAN
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC120451291|XP_039490776.1|DSAN
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC120453015|XP_039493465.1|DSAN
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC120451094|XP_039490433.1|DSAN
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC120451763|XP_039491625.1|DSAN
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC120452624|XP_039492864.1|DSAN
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC120451779|XP_039491656.1|DSAN
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC120451905|XP_039491848.1|DSAN
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC120451852|XP_039491777.1|DSAN
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC120450265|XP_039489097.1|DSAN
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC120452054|XP_039492052.1|DSAN
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC120451371|XP_039490955.1|DSAN
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC120451099|XP_039490437.1|DSAN
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC120453335|XP_039493935.1|DSAN
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC120453543|XP_039494229.1|DSAN
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC120453796|XP_039494604.1|DSAN
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC120454538|XP_039495849.1|DSAN
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC120454457|XP_039495703.1|DSAN
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC120454557|XP_039495882.1|DSAN
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC120453950|XP_039494829.1|DSAN
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC120452350|XP_039492456.1|DSAN
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC120452463|XP_039492628.1|DSAN
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC120451322|XP_039490828.1|DSAN
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC120453521|XP_039494202.1|DSAN
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC120456527|XP_039499331.1|DSAN
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC120456260|XP_039498917.1|DSAN
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC120450991|XP_039490228.1|DSAN
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC120452330|XP_039492423.1|DSAN
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC120452532|XP_039492730.1|DSAN
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC120450773|XP_039489863.1|DSAN
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC120453280|XP_039493840.1|DSAN
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC120451146|XP_039490507.1|DSAN
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC120450852|XP_039489998.1|DSAN
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC120450076|XP_039488796.1|DSAN
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC120444039|XP_039479478.1|DSAN
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC120450758|XP_039489830.1|DSAN
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC120453224|XP_039493752.1|DSAN
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC120452197|XP_039492249.1|DSAN
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC120454590|XP_039495975.1|DSAN
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC120454595|XP_039495981.1|DSAN
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC120454360|XP_039495516.1|DSAN
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC120451659|XP_039491468.1|DSAN
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC120458826|XP_039502580.1|DSAN
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC120454375|XP_039495545.1|DSAN
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC120456472|XP_039499264.1|DSAN
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC120453449|XP_039494099.1|DSAN
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC120454630|XP_039496040.1|DSAN
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC120450771|XP_039489861.1|DSAN
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC120452049|XP_039492046.1|DSAN
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC120453184|XP_039493681.1|DSAN
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC120454702|XP_039496172.1|DSAN
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC120453240|XP_039493775.1|DSAN
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC120451685|XP_039491502.1|DSAN
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC120450793|XP_039489888.1|DSAN
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC120456879|XP_039499911.1|DSAN
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC120449255|XP_039487572.1|DSAN
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC120451827|XP_039491735.1|DSAN
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC120453435|XP_039494076.1|DSAN
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC120451636|XP_039491428.1|DSAN
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC120452977|XP_039493407.1|DSAN
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC120452362|XP_039492474.1|DSAN
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC120454512|XP_039495803.1|DSAN
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC120452008|XP_039491979.1|DSAN
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC120451861|XP_039491794.1|DSAN
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC120453080|XP_039493541.1|DSAN
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC120453131|XP_039493614.1|DSAN
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC120454509|XP_039495796.1|DSAN
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC120454887|XP_039496418.1|DSAN
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC120451828|XP_039491737.1|DSAN
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC120452375|XP_039492504.1|DSAN
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC120451375|XP_039490960.1|DSAN
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC120451639|XP_039491433.1|DSAN
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC120451644|XP_039491439.1|DSAN
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC120450879|XP_039490039.1|DSAN
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC120452468|XP_039492638.1|DSAN
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC120451104|XP_039490445.1|DSAN
OG0004751	LOC6033701|XP_001844124.2|CQUI	LOC120451252|XP_039490708.1|DSAN
OG0004752	LOC6033703|XP_001844126.1|CQUI	LOC120452374|XP_039492500.1|DSAN
OG0004753	LOC6033704|XP_001844127.2|CQUI	LOC120451501|XP_039491187.1|DSAN
OG0004754	LOC6033705|XP_001844128.1|CQUI	LOC120451344|XP_039490860.1|DSAN
OG0004755	LOC6033712|XP_038117221.1|CQUI	LOC120454609|XP_039496005.1|DSAN
OG0004756	LOC6033713|XP_001844134.2|CQUI	LOC120454607|XP_039496002.1|DSAN
OG0004757	LOC6033720|XP_038105297.1|CQUI	LOC120454366|XP_039495524.1|DSAN
OG0004758	LOC6039195|XP_038122528.1|CQUI	LOC120452396|XP_039492545.1|DSAN
OG0004759	LOC6039198|XP_038122984.1|CQUI	LOC120454197|XP_039495225.1|DSAN
OG0004760	LOC6039201|XP_038105092.1|CQUI	LOC120451541|XP_039491257.1|DSAN
OG0004761	LOC6039606|XP_038112004.1|CQUI	LOC120451244|XP_039490690.1|DSAN
OG0004762	LOC6038054|XP_038114918.1|CQUI	LOC120452016|XP_039491996.1|DSAN
OG0004763	LOC6038059|XP_038105125.1|CQUI	LOC120453063|XP_039493522.1|DSAN
OG0004764	LOC6040682|XP_038104175.1|CQUI	LOC120453032|XP_039493486.1|DSAN
OG0004765	LOC6040686|XP_038114839.1|CQUI	LOC120452277|XP_039492342.1|DSAN
OG0004766	LOC6037332|XP_038116156.1|CQUI	LOC120453384|XP_039494000.1|DSAN
OG0004767	LOC6037471|XP_001847378.2|CQUI	LOC120452479|XP_039492655.1|DSAN
OG0004768	LOC6032709|XP_038115999.1|CQUI	LOC120452477|XP_039492651.1|DSAN
OG0004769	LOC6035385|XP_038104454.1|CQUI	LOC120457708|XP_039501138.1|DSAN
OG0004770	LOC6035386|XP_001845587.1|CQUI	LOC120451536|XP_039491248.1|DSAN
OG0004771	LOC6035384|XP_001845585.2|CQUI	LOC120450831|XP_039489947.1|DSAN
OG0004772	LOC6036804|XP_001846798.1|CQUI	LOC120450998|XP_039490241.1|DSAN
OG0004773	LOC6035078|XP_001845313.2|CQUI	LOC120454130|XP_039495105.1|DSAN
OG0004774	LOC6035075|XP_038121003.1|CQUI	LOC120454133|XP_039495119.1|DSAN
OG0004775	LOC6035072|XP_038105378.1|CQUI	LOC120451839|XP_039491750.1|DSAN
OG0004776	LOC6035068|XP_038104827.1|CQUI	LOC120458944|XP_039502737.1|DSAN
OG0004777	LOC6035416|XP_001845609.1|CQUI	LOC120448672|XP_039486744.1|DSAN
OG0004778	LOC119765159|XP_038104412.1|CQUI	LOC120458402|XP_039501961.1|DSAN
OG0004779	LOC6035335|XP_038104406.1|CQUI	LOC120451524|XP_039491227.1|DSAN
OG0004780	LOC6035328|XP_001845545.1|CQUI	LOC120458797|XP_039502524.1|DSAN
OG0004781	LOC6047689|XP_038110351.1|CQUI	LOC120451173|XP_039490543.1|DSAN
OG0004782	LOC6035537|XP_038110801.1|CQUI	LOC120450769|XP_039489855.1|DSAN
OG0004783	LOC6046138|XP_038104914.1|CQUI	LOC120457378|XP_039500850.1|DSAN
OG0004784	LOC6042432|XP_038105717.1|CQUI	LOC120452415|XP_039492568.1|DSAN
OG0004785	LOC6040253|XP_001849692.2|CQUI	LOC120451975|XP_039491935.1|DSAN
OG0004786	LOC6040257|XP_001849694.1|CQUI	LOC120452797|XP_039493127.1|DSAN
OG0004787	LOC6040266|XP_038104916.1|CQUI	LOC120453834|XP_039494661.1|DSAN
OG0004788	LOC6040267|XP_001849700.1|CQUI	LOC120452853|XP_039493227.1|DSAN
OG0004789	LOC6040268|XP_038104574.1|CQUI	LOC120452230|XP_039492289.1|DSAN
OG0004790	LOC6039077|XP_001848750.1|CQUI	LOC120453483|XP_039494151.1|DSAN
OG0004791	LOC119771181|XP_038122656.1|CQUI	LOC120452692|XP_039492979.1|DSAN
OG0004792	LOC6040663|XP_038105179.1|CQUI	LOC120453144|XP_039493634.1|DSAN
OG0004793	LOC6040662|XP_038104480.1|CQUI	LOC120453115|XP_039493587.1|DSAN
OG0004794	LOC6047061|XP_038122922.1|CQUI	LOC120453895|XP_039494746.1|DSAN
OG0004796	LOC6040872|XP_038105237.1|CQUI	LOC120454634|XP_039496057.1|DSAN
OG0004797	LOC6040880|XP_038105232.1|CQUI	LOC120453849|XP_039494684.1|DSAN
OG0004798	LOC6040882|XP_001850211.2|CQUI	LOC120454565|XP_039495893.1|DSAN
OG0004799	LOC6040692|XP_038111505.1|CQUI	LOC120451363|XP_039490933.1|DSAN
OG0004800	LOC6037510|XP_001847416.1|CQUI	LOC120451107|XP_039490451.1|DSAN
OG0004801	LOC6045592|XP_038105796.1|CQUI	LOC120454651|XP_039496087.1|DSAN
OG0004803	LOC6033723|XP_038105889.1|CQUI	LOC120453621|XP_039494337.1|DSAN
OG0004804	LOC6035052|XP_038104560.1|CQUI	LOC120452480|XP_039492657.1|DSAN
OG0004805	LOC6038022|XP_038105589.1|CQUI	LOC120451012|XP_039490270.1|DSAN
OG0004806	LOC6038033|XP_038123004.1|CQUI	LOC120455003|XP_039496755.1|DSAN
OG0004807	LOC6039897|XP_001849395.1|CQUI	LOC120453678|XP_039494427.1|DSAN
OG0004808	LOC6035066|XP_038104556.1|CQUI	LOC120454450|XP_039495693.1|DSAN
OG0004809	LOC6042403|XP_001851528.1|CQUI	LOC120452042|XP_039492028.1|DSAN
OG0004810	LOC6042402|XP_038123005.1|CQUI	LOC120454139|XP_039495130.1|DSAN
OG0004811	LOC6042397|XP_038108448.1|CQUI	LOC120450438|XP_039489381.1|DSAN
OG0004812	LOC6042392|XP_038112150.1|CQUI	LOC120451600|XP_039491366.1|DSAN
OG0004813	LOC6036810|XP_038104805.1|CQUI	LOC120452524|XP_039492721.1|DSAN
OG0004815	LOC6032039|XP_038105440.1|CQUI	LOC120455037|XP_039496806.1|DSAN
OG0004816	LOC6032045|XP_001842711.2|CQUI	LOC120456799|XP_039499767.1|DSAN
OG0004817	LOC6032046|XP_001842712.2|CQUI	LOC120455279|XP_039497236.1|DSAN
OG0004818	LOC6032061|XP_001842727.1|CQUI	LOC120451000|XP_039490246.1|DSAN
OG0004819	LOC6032069|XP_001842735.1|CQUI	LOC120451009|XP_039490259.1|DSAN
OG0004820	LOC6032070|XP_001842736.2|CQUI	LOC120454451|XP_039495694.1|DSAN
OG0004821	LOC6032072|XP_038115655.1|CQUI	LOC120452600|XP_039492832.1|DSAN
OG0004822	LOC6032080|XP_038104760.1|CQUI	LOC120452199|XP_039492251.1|DSAN
OG0004823	LOC6032083|XP_001842749.1|CQUI	LOC120453898|XP_039494749.1|DSAN
OG0004824	LOC6032084|XP_001842750.2|CQUI	LOC120453899|XP_039494756.1|DSAN
OG0004825	LOC6032099|XP_001842764.2|CQUI	LOC120454874|XP_039496373.1|DSAN
OG0004826	LOC6035186|XP_001845416.2|CQUI	LOC120450963|XP_039490185.1|DSAN
OG0004827	LOC6035188|XP_038105070.1|CQUI	LOC120452334|XP_039492431.1|DSAN
OG0004828	LOC6035191|XP_001845421.1|CQUI	LOC120450969|XP_039490194.1|DSAN
OG0004829	LOC6037399|XP_001847318.2|CQUI	LOC120454363|XP_039495522.1|DSAN
OG0004833	LOC6033922|XP_038105632.1|CQUI	LOC120453299|XP_039493865.1|DSAN
OG0004834	LOC6036795|XP_001846789.1|CQUI	LOC120451679|XP_039491494.1|DSAN
OG0004835	LOC6036793|XP_001846787.2|CQUI	LOC120453551|XP_039494237.1|DSAN
OG0004836	LOC6040910|XP_038122904.1|CQUI	LOC120451196|XP_039490581.1|DSAN
OG0004837	LOC6040912|XP_001850240.1|CQUI	LOC120450452|XP_039489406.1|DSAN
OG0004838	LOC6040929|XP_001850257.2|CQUI	LOC120451621|XP_039491406.1|DSAN
OG0004839	LOC6040928|XP_038123034.1|CQUI	LOC120451618|XP_039491398.1|DSAN
OG0004840	LOC6035404|XP_001845598.2|CQUI	LOC120452234|XP_039492294.1|DSAN
OG0004841	LOC6037352|XP_001847275.2|CQUI	LOC120458433|XP_039502010.1|DSAN
OG0004842	LOC6037342|XP_001847266.2|CQUI	LOC120453772|XP_039494547.1|DSAN
OG0004844	LOC6033964|XP_001844352.1|CQUI	LOC120458463|XP_039502049.1|DSAN
OG0004845	LOC6033967|XP_038104318.1|CQUI	LOC120451024|XP_039490282.1|DSAN
OG0004846	LOC6045714|XP_001863022.2|CQUI	LOC120443853|XP_039479149.1|DSAN
OG0004847	LOC6032647|XP_001843214.2|CQUI	LOC120443849|XP_039479144.1|DSAN
OG0004850	LOC6053351|XP_038115052.1|CQUI	LOC120451545|XP_039491261.1|DSAN
OG0004851	LOC6032009|XP_001842677.2|CQUI	LOC120453584|XP_039494278.1|DSAN
OG0004852	LOC6032101|XP_038122533.1|CQUI	LOC120451759|XP_039491621.1|DSAN
OG0004853	LOC6032797|XP_038117362.1|CQUI	LOC120445050|XP_039481100.1|DSAN
OG0004854	LOC6032828|XP_001843366.2|CQUI	LOC120447619|XP_039485045.1|DSAN
OG0004855	LOC6032837|XP_001843371.2|CQUI	LOC120449408|XP_039487798.1|DSAN
OG0004856	LOC6032889|XP_038115758.1|CQUI	LOC120447717|XP_039485185.1|DSAN
OG0004857	LOC6049345|XP_038121996.1|CQUI	LOC120449079|XP_039487317.1|DSAN
OG0004858	LOC6031074|XP_038117926.1|CQUI	LOC120447499|XP_039484829.1|DSAN
OG0004859	LOC6031066|XP_038121782.1|CQUI	LOC120449169|XP_039487445.1|DSAN
OG0004860	LOC6031076|XP_001841927.1|CQUI	LOC120449411|XP_039487801.1|DSAN
OG0004861	LOC6031081|XP_038114947.1|CQUI	LOC120447937|XP_039485536.1|DSAN
OG0004862	LOC6031090|XP_038114567.1|CQUI	LOC120450266|XP_039489095.1|DSAN
OG0004863	LOC6038677|XP_038116442.1|CQUI	LOC120450030|XP_039488714.1|DSAN
OG0004864	LOC6038678|XP_038119126.1|CQUI	LOC120448964|XP_039487157.1|DSAN
OG0004865	LOC6038680|XP_001848435.1|CQUI	LOC120452717|XP_039493017.1|DSAN
OG0004866	LOC6042793|XP_038116607.1|CQUI	LOC120448502|XP_039486470.1|DSAN
OG0004867	LOC6042378|XP_038113412.1|CQUI	LOC120445327|XP_039481585.1|DSAN
OG0004868	LOC6042789|XP_001870794.1|CQUI	LOC120456827|XP_039499812.1|DSAN
OG0004869	LOC6042795|XP_001870798.1|CQUI	LOC120444857|XP_039480757.1|DSAN
OG0004870	LOC6042810|XP_001870808.1|CQUI	LOC120446044|XP_039482755.1|DSAN
OG0004871	LOC6042816|XP_001870814.2|CQUI	LOC120445609|XP_039482051.1|DSAN
OG0004872	LOC6047865|XP_001864864.1|CQUI	LOC120445456|XP_039481835.1|DSAN
OG0004873	LOC6041056|XP_001850367.2|CQUI	LOC120458617|XP_039502260.1|DSAN
OG0004874	LOC6041052|XP_001850363.2|CQUI	LOC120452168|XP_039492206.1|DSAN
OG0004875	LOC6041042|XP_038121931.1|CQUI	LOC120457195|XP_039500481.1|DSAN
OG0004876	LOC119769880|XP_038119587.1|CQUI	LOC120457204|XP_039500504.1|DSAN
OG0004877	LOC6041025|XP_038122387.1|CQUI	LOC120449649|XP_039488175.1|DSAN
OG0004878	LOC6031108|XP_038120035.1|CQUI	LOC120458149|XP_039501629.1|DSAN
