Orthogroup	DKIK.longest_only	BTRY.longest_only
OG0005240	LOC108077177|XP_017025903.1|DKIK	LOC120769168|XP_039951987.1|BTRY
OG0005241	LOC108074420|XP_017021942.1|DKIK	LOC120767305|XP_039949145.1|BTRY
OG0005242	LOC108077261|XP_017026016.1|DKIK	LOC120769271|XP_039952116.1|BTRY
OG0005243	LOC108079031|XP_017028712.1|DKIK	LOC120768507|XP_039951165.1|BTRY
OG0005244	LOC108085726|XP_017037941.1|DKIK	LOC120780974|XP_039969145.1|BTRY
OG0005245	LOC108081156|XP_017031684.1|DKIK	LOC120782425|XP_039970610.1|BTRY
OG0005246	LOC108086129|XP_017038470.1|DKIK	LOC120769978|XP_039952988.1|BTRY
OG0005247	LOC108076302|XP_017024562.1|DKIK	LOC120770419|XP_039953796.1|BTRY
OG0005248	LOC108084255|XP_017035887.1|DKIK	LOC120774044|XP_039959278.1|BTRY
OG0005249	LOC108084832|XP_017036687.1|DKIK	LOC120781270|XP_039969393.1|BTRY
OG0005250	LOC108070521|XP_017016520.1|DKIK	LOC120769762|XP_039952868.1|BTRY
OG0005251	LOC108076891|XP_017025412.1|DKIK	LOC120767997|XP_039950350.1|BTRY
OG0005252	LOC108082745|XP_017033744.1|DKIK	LOC120768481|XP_039951129.1|BTRY
OG0005253	LOC108081410|XP_017032076.1|DKIK	LOC120768029|XP_039950437.1|BTRY
OG0005254	LOC108072511|XP_017019172.1|DKIK	LOC120769394|XP_039952299.1|BTRY
OG0005255	LOC108072606|XP_017019318.1|DKIK	LOC120768379|XP_039950979.1|BTRY
OG0005256	LOC108080692|XP_017031017.1|DKIK	LOC120768632|XP_039951331.1|BTRY
OG0005257	LOC108074855|XP_017022554.1|DKIK	LOC120768894|XP_039951581.1|BTRY
OG0005258	LOC108082208|XP_017033029.1|DKIK	LOC120768232|XP_039950752.1|BTRY
OG0005259	LOC108077413|XP_017026202.1|DKIK	LOC120767798|XP_039949997.1|BTRY
OG0005260	LOC108077416|XP_017026206.1|DKIK	LOC120769287|XP_039952141.1|BTRY
OG0005261	LOC108077208|XP_017025947.1|DKIK	LOC120782569|XP_039970841.1|BTRY
OG0005262	LOC108081419|XP_017032091.1|DKIK	LOC120768940|XP_039951657.1|BTRY
OG0005263	LOC108072600|XP_017019309.1|DKIK	LOC120767799|XP_039949999.1|BTRY
OG0005264	LOC108075661|XP_017023699.1|DKIK	LOC120778235|XP_039965930.1|BTRY
OG0005265	LOC108082802|XP_017033849.1|DKIK	LOC120781403|XP_039969549.1|BTRY
OG0005267	LOC108077342|XP_017026119.1|DKIK	LOC120767357|XP_039949257.1|BTRY
OG0005268	LOC108077447|XP_017026254.1|DKIK	LOC120767355|XP_039949255.1|BTRY
OG0005269	LOC108077451|XP_017026259.1|DKIK	LOC120767680|XP_039949792.1|BTRY
OG0005270	LOC108081972|XP_017032695.1|DKIK	LOC120776131|XP_039962595.1|BTRY
OG0005271	LOC108074806|XP_017022489.1|DKIK	LOC120767745|XP_039949890.1|BTRY
OG0005272	LOC108074807|XP_017022490.1|DKIK	LOC120768592|XP_039951287.1|BTRY
OG0005273	LOC108074833|XP_017022523.1|DKIK	LOC120769162|XP_039951978.1|BTRY
OG0005274	LOC108082057|XP_017032823.1|DKIK	LOC120781859|XP_039970012.1|BTRY
OG0005275	LOC108077052|XP_017025694.1|DKIK	LOC120781590|XP_039969759.1|BTRY
OG0005276	LOC108086157|XP_017038508.1|DKIK	LOC120769791|XP_039952910.1|BTRY
OG0005277	LOC108086176|XP_017038529.1|DKIK	LOC120769787|XP_039952907.1|BTRY
OG0005278	LOC108076767|XP_017025257.1|DKIK	LOC120770897|XP_039954497.1|BTRY
OG0005279	LOC108082232|XP_017033059.1|DKIK	LOC120768309|XP_039950880.1|BTRY
OG0005280	LOC108074429|XP_017021954.1|DKIK	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY
OG0005281	LOC108077435|XP_017026237.1|DKIK	LOC120769621|XP_039952659.1|BTRY
OG0005282	LOC108085468|XP_017037574.1|DKIK	LOC120779061|XP_039967133.1|BTRY
OG0005283	LOC108084597|XP_017036361.1|DKIK	LOC120770473|XP_039953904.1|BTRY
OG0005284	LOC108081403|XP_017032052.1|DKIK	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY
OG0005285	LOC108081415|XP_017032086.1|DKIK	LOC120768060|XP_039950513.1|BTRY
OG0005286	LOC108074428|XP_017021951.1|DKIK	LOC120768015|XP_039950392.1|BTRY
OG0005287	LOC108074437|XP_017021965.1|DKIK	LOC120768605|XP_039951301.1|BTRY
OG0005288	LOC108082596|XP_017033557.1|DKIK	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY
OG0005289	LOC108081409|XP_017032075.1|DKIK	LOC120781460|XP_039969611.1|BTRY
OG0005290	LOC108075526|XP_017023512.1|DKIK	LOC120770247|XP_039953482.1|BTRY
OG0005291	LOC108072571|XP_017019265.1|DKIK	LOC120769483|XP_039952440.1|BTRY
OG0005292	LOC108072569|XP_017019251.1|DKIK	LOC120767454|XP_039949455.1|BTRY
OG0005293	LOC108085235|XP_017037264.1|DKIK	LOC120768742|XP_039951448.1|BTRY
OG0005294	LOC108082167|XP_017032962.1|DKIK	LOC120768442|XP_039951064.1|BTRY
OG0005295	LOC108072570|XP_017019260.1|DKIK	LOC120767315|XP_039949175.1|BTRY
OG0005296	LOC108085415|XP_017037471.1|DKIK	LOC120768908|XP_039951609.1|BTRY
OG0005297	LOC108074845|XP_017022541.1|DKIK	LOC120769582|XP_039952575.1|BTRY
OG0005298	LOC108077082|XP_017025739.1|DKIK	LOC120768311|XP_039950882.1|BTRY
OG0005299	LOC108073487|XP_017020634.1|DKIK	LOC120782752|XP_039971136.1|BTRY
OG0005300	LOC108083434|XP_017034678.1|DKIK	LOC120774129|XP_039959439.1|BTRY
OG0005301	LOC108082036|XP_017032794.1|DKIK	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY
OG0005302	LOC108073129|XP_017020116.1|DKIK	LOC120771509|XP_039955499.1|BTRY
OG0005303	LOC108082865|XP_017033932.1|DKIK	LOC120768390|XP_039950996.1|BTRY
OG0005304	LOC108079976|XP_017030028.1|DKIK	LOC120769472|XP_039952425.1|BTRY
OG0005305	LOC108076766|XP_017025256.1|DKIK	LOC120770896|XP_039954496.1|BTRY
OG0005306	LOC108076991|XP_017025540.1|DKIK	LOC120768451|XP_039951082.1|BTRY
OG0005307	LOC108081988|XP_017032715.1|DKIK	LOC120768293|XP_039950854.1|BTRY
OG0005308	LOC108077075|XP_017025731.1|DKIK	LOC120769758|XP_039952854.1|BTRY
OG0005309	LOC108082192|XP_017033002.1|DKIK	LOC120775077|XP_039961002.1|BTRY
OG0005310	LOC108079623|XP_017029490.1|DKIK	LOC120769720|XP_039952792.1|BTRY
OG0005311	LOC108077152|XP_017025871.1|DKIK	LOC120769100|XP_039951894.1|BTRY
OG0005312	LOC108077144|XP_017025851.1|DKIK	LOC120769233|XP_039952066.1|BTRY
OG0005313	LOC108077276|XP_017026038.1|DKIK	LOC120767253|XP_039949042.1|BTRY
OG0005314	LOC108082182|XP_017032988.1|DKIK	LOC120769724|XP_039952800.1|BTRY
OG0005315	LOC108070536|XP_017016549.1|DKIK	LOC120768136|XP_039950628.1|BTRY
OG0005316	LOC108076736|XP_017025203.1|DKIK	LOC120772949|XP_039957785.1|BTRY
OG0005317	LOC108077407|XP_017026196.1|DKIK	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY
OG0005318	LOC108083750|XP_017035159.1|DKIK	LOC120768351|XP_039950940.1|BTRY
OG0005319	LOC108085245|XP_017037279.1|DKIK	LOC120767390|XP_039949336.1|BTRY
OG0005320	LOC108072591|XP_017019292.1|DKIK	LOC120769390|XP_039952294.1|BTRY
OG0005321	LOC108077167|XP_017025891.1|DKIK	LOC120768080|XP_039950544.1|BTRY
OG0005322	LOC108074581|XP_017022178.1|DKIK	LOC120767983|XP_039950334.1|BTRY
OG0005323	LOC108082198|XP_017033010.1|DKIK	LOC120767673|XP_039949780.1|BTRY
OG0005324	LOC108077292|XP_017026060.1|DKIK	LOC120768338|XP_039950924.1|BTRY
OG0005325	LOC108075868|XP_017023959.1|DKIK	LOC120772944|XP_039957781.1|BTRY
OG0005326	LOC108077318|XP_017026096.1|DKIK	LOC120768397|XP_039951004.1|BTRY
OG0005327	LOC108082888|XP_017033959.1|DKIK	LOC120769074|XP_039951867.1|BTRY
OG0005328	LOC108075565|XP_017023569.1|DKIK	LOC120778448|XP_039966175.1|BTRY
OG0005329	LOC108078947|XP_017028585.1|DKIK	LOC120778777|XP_039966694.1|BTRY
OG0005330	LOC108078945|XP_017028583.1|DKIK	LOC120778776|XP_039966693.1|BTRY
OG0005331	LOC108077457|XP_017026270.1|DKIK	LOC120767358|XP_039949259.1|BTRY
OG0005332	LOC108074602|XP_017022206.1|DKIK	LOC120769748|XP_039952841.1|BTRY
OG0005333	LOC108075786|XP_017023843.1|DKIK	LOC120768619|XP_039951320.1|BTRY
OG0005334	LOC108077204|XP_017025940.1|DKIK	LOC120768113|XP_039950594.1|BTRY
OG0005335	LOC108081810|XP_017032535.1|DKIK	LOC120771424|XP_039955346.1|BTRY
OG0005336	LOC108078553|XP_017027959.1|DKIK	LOC120772057|XP_039956374.1|BTRY
OG0005337	LOC108078276|XP_017027517.1|DKIK	LOC120770358|XP_039953701.1|BTRY
OG0005338	LOC108074573|XP_017022164.1|DKIK	LOC120768875|XP_039951564.1|BTRY
OG0005339	LOC108076880|XP_017025399.1|DKIK	LOC120768884|XP_039951572.1|BTRY
OG0005340	LOC108082072|XP_017032851.1|DKIK	LOC120768874|XP_039951563.1|BTRY
OG0005341	LOC108070879|XP_017017011.1|DKIK	LOC120770572|XP_039954086.1|BTRY
OG0005342	LOC108082073|XP_017032853.1|DKIK	LOC120767217|XP_039948963.1|BTRY
OG0005343	LOC108073043|XP_017019995.1|DKIK	LOC120771812|XP_039955954.1|BTRY
OG0005344	LOC108082383|XP_017033213.1|DKIK	LOC120774749|XP_039960441.1|BTRY
OG0005345	LOC108082779|XP_017033803.1|DKIK	LOC120767773|XP_039949948.1|BTRY
OG0005346	LOC108075876|XP_017023969.1|DKIK	LOC120776549|XP_039963233.1|BTRY
OG0005347	LOC108086124|XP_017038461.1|DKIK	LOC120767760|XP_039949924.1|BTRY
OG0005348	LOC108077256|XP_017026008.1|DKIK	LOC120767291|XP_039949101.1|BTRY
OG0005349	LOC108077059|XP_017025714.1|DKIK	LOC120768025|XP_039950431.1|BTRY
OG0005350	LOC108081984|XP_017032711.1|DKIK	LOC120781430|XP_039969585.1|BTRY
OG0005351	LOC108070567|XP_017016607.1|DKIK	LOC120768121|XP_039950607.1|BTRY
OG0005352	LOC108077126|XP_017025819.1|DKIK	LOC120776559|XP_039963248.1|BTRY
OG0005353	LOC108082461|XP_017033326.1|DKIK	LOC120771445|XP_039955384.1|BTRY
OG0005354	LOC108075838|XP_017023903.1|DKIK	LOC120767236|XP_039949004.1|BTRY
OG0005355	LOC108074288|XP_017021763.1|DKIK	LOC120769531|XP_039952504.1|BTRY
OG0005356	LOC108074302|XP_017021780.1|DKIK	LOC120769535|XP_039952510.1|BTRY
OG0005357	LOC108079618|XP_017029482.1|DKIK	LOC120767714|XP_039949844.1|BTRY
OG0005358	LOC108075865|XP_017023949.1|DKIK	LOC120769742|XP_039952833.1|BTRY
OG0005359	LOC108086135|XP_017038477.1|DKIK	LOC120770559|XP_039954071.1|BTRY
OG0005360	LOC108085511|XP_017037623.1|DKIK	LOC120778024|XP_039965631.1|BTRY
OG0005361	LOC108077247|XP_017025996.1|DKIK	LOC120767824|XP_039950043.1|BTRY
OG0005362	LOC108074504|XP_017022071.1|DKIK	LOC120768066|XP_039950520.1|BTRY
OG0005363	LOC108073637|XP_017020845.1|DKIK	LOC120768672|XP_039951383.1|BTRY
OG0005364	LOC108078389|XP_017027733.1|DKIK	LOC120772565|XP_039957186.1|BTRY
OG0005365	LOC108082191|XP_017033000.1|DKIK	LOC120781425|XP_039969579.1|BTRY
OG0005366	LOC108082231|XP_017033058.1|DKIK	LOC120768125|XP_039950612.1|BTRY
OG0005367	LOC108082168|XP_017032963.1|DKIK	LOC120768706|XP_039951412.1|BTRY
OG0005368	LOC108073321|XP_017020371.1|DKIK	LOC120782721|XP_039971078.1|BTRY
OG0005369	LOC108072624|XP_017019342.1|DKIK	LOC120768613|XP_039951314.1|BTRY
OG0005370	LOC108082039|XP_017032801.1|DKIK	LOC120767968|XP_039950308.1|BTRY
OG0005371	LOC108081973|XP_017032696.1|DKIK	LOC120769330|XP_039952220.1|BTRY
OG0005372	LOC108084199|XP_017035797.1|DKIK	LOC120766872|XP_039948537.1|BTRY
OG0005373	LOC108074550|XP_017022176.1|DKIK	LOC120769128|XP_039951928.1|BTRY
OG0005374	LOC108077071|XP_017025728.1|DKIK	LOC120768477|XP_039951125.1|BTRY
OG0005375	LOC108077070|XP_017025727.1|DKIK	LOC120767618|XP_039949709.1|BTRY
OG0005376	LOC108077400|XP_017026185.1|DKIK	LOC120769264|XP_039952102.1|BTRY
OG0005377	LOC108079799|XP_017029767.1|DKIK	LOC120777105|XP_039964175.1|BTRY
OG0005378	LOC108074415|XP_017021932.1|DKIK	LOC120769547|XP_039952526.1|BTRY
OG0005379	LOC108074567|XP_017022158.1|DKIK	LOC120769515|XP_039952486.1|BTRY
OG0005380	LOC108074436|XP_017021964.1|DKIK	LOC120767848|XP_039950081.1|BTRY
OG0005381	LOC108082740|XP_017033735.1|DKIK	LOC120767721|XP_039949853.1|BTRY
OG0005382	LOC108074803|XP_017022487.1|DKIK	LOC120767222|XP_039948982.1|BTRY
OG0005383	LOC108071917|XP_017018365.1|DKIK	LOC120778251|XP_039965951.1|BTRY
OG0005384	LOC108070697|XP_017016770.1|DKIK	LOC120766271|XP_039947594.1|BTRY
OG0005385	LOC108076710|XP_017025160.1|DKIK	LOC120770527|XP_039954008.1|BTRY
OG0005386	LOC108076195|XP_017024417.1|DKIK	LOC120771825|XP_039955988.1|BTRY
OG0005387	LOC108075521|XP_017023503.1|DKIK	LOC120766519|XP_039948021.1|BTRY
OG0005388	LOC108081456|XP_017032135.1|DKIK	LOC120769329|XP_039952219.1|BTRY
OG0005389	LOC108076109|XP_017024326.1|DKIK	LOC120767918|XP_039950211.1|BTRY
OG0005390	LOC108086224|XP_017038578.1|DKIK	LOC120768438|XP_039951058.1|BTRY
OG0005391	LOC108086226|XP_017038582.1|DKIK	LOC120768440|XP_039951060.1|BTRY
OG0005392	LOC108077029|XP_017025643.1|DKIK	LOC120769607|XP_039952622.1|BTRY
OG0005393	LOC108080793|XP_017031168.1|DKIK	LOC120773134|XP_039958067.1|BTRY
OG0005394	LOC108077124|XP_017025816.1|DKIK	LOC120767819|XP_039950034.1|BTRY
OG0005395	LOC108074333|XP_017021835.1|DKIK	LOC120768623|XP_039951324.1|BTRY
OG0005396	LOC108079605|XP_017029454.1|DKIK	LOC120769686|XP_039952742.1|BTRY
OG0005397	LOC108079624|XP_017029491.1|DKIK	LOC120769691|XP_039952752.1|BTRY
OG0005398	LOC108075581|XP_017023588.1|DKIK	LOC120775001|XP_039960862.1|BTRY
OG0005399	LOC108070778|XP_017016866.1|DKIK	LOC120772085|XP_039956417.1|BTRY
OG0005400	LOC108077944|XP_017026971.1|DKIK	LOC120770264|XP_039953507.1|BTRY
OG0005401	LOC108079647|XP_017029527.1|DKIK	LOC120768161|XP_039950656.1|BTRY
OG0005402	LOC108079646|XP_017029526.1|DKIK	LOC120768297|XP_039950859.1|BTRY
OG0005403	LOC108079669|XP_017029555.1|DKIK	LOC120768473|XP_039951114.1|BTRY
OG0005404	LOC108079670|XP_017029557.1|DKIK	LOC120768472|XP_039951113.1|BTRY
OG0005405	LOC108078322|XP_017027610.1|DKIK	LOC120772871|XP_039957641.1|BTRY
OG0005406	LOC108076813|XP_017025332.1|DKIK	LOC120770395|XP_039953760.1|BTRY
OG0005407	LOC108076353|XP_017024638.1|DKIK	LOC120771049|XP_039954786.1|BTRY
OG0005408	LOC108086233|XP_017038591.1|DKIK	LOC120769122|XP_039951918.1|BTRY
OG0005409	LOC108079684|XP_017029578.1|DKIK	LOC120768548|XP_039951224.1|BTRY
OG0005410	LOC108086270|XP_017038646.1|DKIK	LOC120771047|XP_039954782.1|BTRY
OG0005411	LOC108082315|XP_017033134.1|DKIK	LOC120773056|XP_039957924.1|BTRY
OG0005412	LOC108082579|XP_017033525.1|DKIK	LOC120772206|XP_039956606.1|BTRY
OG0005413	LOC108081791|XP_017032499.1|DKIK	LOC120771400|XP_039955302.1|BTRY
OG0005414	LOC108080301|XP_017030464.1|DKIK	LOC120774480|XP_039960074.1|BTRY
OG0005415	LOC108076070|XP_017024264.1|DKIK, LOC108078332|XP_017027622.1|DKIK	LOC120775956|XP_039962302.1|BTRY
OG0005416	LOC108076798|XP_017025310.1|DKIK	LOC120770480|XP_039953920.1|BTRY
OG0005417	LOC108085361|XP_017037420.1|DKIK	LOC120768073|XP_039950533.1|BTRY
OG0005418	LOC108082215|XP_017033037.1|DKIK	LOC120768626|XP_039951326.1|BTRY
OG0005419	LOC108074407|XP_017021924.1|DKIK, LOC108077165|XP_017025889.1|DKIK	LOC120781455|XP_039969603.1|BTRY
OG0005420	LOC108075943|XP_017024074.1|DKIK	LOC120769678|XP_039952732.1|BTRY
OG0005421	LOC108082120|XP_017032910.1|DKIK	LOC120768665|XP_039951377.1|BTRY
OG0005422	LOC108079278|XP_017029063.1|DKIK	LOC120774055|XP_039959294.1|BTRY
OG0005423	LOC108077092|XP_017025752.1|DKIK	LOC120767279|XP_039949087.1|BTRY
OG0005424	LOC108076686|XP_017025125.1|DKIK	LOC120771793|XP_039955924.1|BTRY
OG0005425	LOC108071805|XP_017018186.1|DKIK	LOC120774084|XP_039959346.1|BTRY
OG0005426	LOC108078160|XP_017027299.1|DKIK	LOC120772901|XP_039957714.1|BTRY
OG0005427	LOC108082710|XP_017033706.1|DKIK	LOC120769056|XP_039951840.1|BTRY
OG0005428	LOC108082770|XP_017033789.1|DKIK	LOC120767781|XP_039949960.1|BTRY
OG0005429	LOC108079987|XP_017030043.1|DKIK	LOC120769360|XP_039952255.1|BTRY
OG0005430	LOC108079975|XP_017030027.1|DKIK	LOC120768651|XP_039951356.1|BTRY
OG0005431	LOC108081865|XP_017032594.1|DKIK	LOC120769333|XP_039952222.1|BTRY
OG0005432	LOC108079352|XP_017029152.1|DKIK	LOC120768408|XP_039951023.1|BTRY
OG0005433	LOC108078013|XP_017027059.1|DKIK	LOC120772860|XP_039957613.1|BTRY
OG0005434	LOC108084767|XP_017036574.1|DKIK	LOC120768218|XP_039950722.1|BTRY
OG0005435	LOC108079327|XP_017029121.1|DKIK	LOC120769617|XP_039952654.1|BTRY
OG0005436	LOC108074184|XP_017021610.1|DKIK	LOC120769618|XP_039952655.1|BTRY
OG0005437	LOC108071459|XP_017017711.1|DKIK	LOC120772047|XP_039956358.1|BTRY
OG0005438	LOC108078968|XP_017028628.1|DKIK	LOC120767242|XP_039949016.1|BTRY
OG0005439	LOC108074052|XP_017021411.1|DKIK	LOC120769301|XP_039952169.1|BTRY
OG0005440	LOC108074322|XP_017021811.1|DKIK	LOC120767735|XP_039949878.1|BTRY
OG0005441	LOC108077255|XP_017026007.1|DKIK	LOC120767805|XP_039950009.1|BTRY
OG0005442	LOC108079546|XP_017029373.1|DKIK	LOC120769815|XP_039952956.1|BTRY
OG0005443	LOC108077221|XP_017025966.1|DKIK	LOC120780016|XP_039968235.1|BTRY
OG0005444	LOC108086166|XP_017038517.1|DKIK	LOC120768207|XP_039950713.1|BTRY
OG0005445	LOC108076873|XP_017025392.1|DKIK	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY
OG0005446	LOC108077030|XP_017025645.1|DKIK	LOC120775135|XP_039961100.1|BTRY
OG0005447	LOC108086241|XP_017038602.1|DKIK	LOC120769211|XP_039952037.1|BTRY
OG0005448	LOC108078159|XP_017027298.1|DKIK	LOC120771681|XP_039955744.1|BTRY
OG0005449	LOC108084502|XP_017036232.1|DKIK	LOC120773912|XP_039959036.1|BTRY
OG0005450	LOC108085681|XP_017037863.1|DKIK	LOC120769183|XP_039952003.1|BTRY
OG0005451	LOC108082856|XP_017033922.1|DKIK	LOC120769169|XP_039951988.1|BTRY
OG0005452	LOC108076352|XP_017024633.1|DKIK	LOC120770252|XP_039953488.1|BTRY
OG0005453	LOC108072133|XP_017018658.1|DKIK	LOC120775422|XP_039961541.1|BTRY
OG0005454	LOC108077068|XP_017025724.1|DKIK	LOC120769783|XP_039952901.1|BTRY
OG0005455	LOC108076156|XP_017024371.1|DKIK	LOC120772021|XP_039956321.1|BTRY
OG0005456	LOC108082841|XP_017033896.1|DKIK	LOC120768083|XP_039950546.1|BTRY
OG0005457	LOC108082675|XP_017033663.1|DKIK	LOC120769402|XP_039952312.1|BTRY
OG0005458	LOC108081440|XP_017032115.1|DKIK	LOC120767764|XP_039949935.1|BTRY
OG0005459	LOC108086264|XP_017038638.1|DKIK	LOC120768349|XP_039950935.1|BTRY
OG0005460	LOC108081432|XP_017032104.1|DKIK	LOC120769729|XP_039952810.1|BTRY
OG0005461	LOC108082170|XP_017032965.1|DKIK	LOC120769011|XP_039951789.1|BTRY
OG0005462	LOC108082171|XP_017032966.1|DKIK	LOC120768967|XP_039951694.1|BTRY
OG0005463	LOC108072747|XP_017019505.1|DKIK	LOC120776644|XP_039963411.1|BTRY
OG0005464	LOC108082725|XP_017033722.1|DKIK	LOC120769461|XP_039952406.1|BTRY
OG0005465	LOC108082738|XP_017033732.1|DKIK	LOC120767970|XP_039950312.1|BTRY
OG0005466	LOC108082864|XP_017033931.1|DKIK	LOC120768624|XP_039951325.1|BTRY
OG0005467	LOC108083756|XP_017035166.1|DKIK	LOC120767082|XP_039948882.1|BTRY
OG0005468	LOC108079644|XP_017029523.1|DKIK	LOC120768288|XP_039950848.1|BTRY
OG0005469	LOC108074860|XP_017022562.1|DKIK	LOC120768245|XP_039950770.1|BTRY
OG0005470	LOC108081538|XP_017032246.1|DKIK, LOC108074798|XP_017022471.1|DKIK	LOC120767354|XP_039949254.1|BTRY
OG0005471	LOC108077130|XP_017025829.1|DKIK	LOC120768175|XP_039950673.1|BTRY
OG0005472	LOC108077115|XP_017025797.1|DKIK	LOC120767901|XP_039950180.1|BTRY
OG0005473	LOC108081391|XP_017032038.1|DKIK	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY
OG0005474	LOC108074490|XP_017022052.1|DKIK	LOC120767641|XP_039949746.1|BTRY
OG0005475	LOC108074591|XP_017022189.1|DKIK	LOC120767640|XP_039949745.1|BTRY
OG0005476	LOC108076756|XP_017025245.1|DKIK	LOC120772316|XP_039956767.1|BTRY
OG0005477	LOC108082969|XP_017034081.1|DKIK	LOC120778156|XP_039965816.1|BTRY
OG0005478	LOC108077418|XP_017026209.1|DKIK	LOC120769263|XP_039952101.1|BTRY
OG0005479	LOC108077417|XP_017026208.1|DKIK	LOC120767403|XP_039949374.1|BTRY
OG0005480	LOC108077419|XP_017026210.1|DKIK	LOC120767405|XP_039949377.1|BTRY
OG0005481	LOC108086101|XP_017038416.1|DKIK	LOC120767845|XP_039950076.1|BTRY
OG0005482	LOC108086133|XP_017038475.1|DKIK	LOC120767247|XP_039949031.1|BTRY
OG0005483	LOC108081268|XP_017031854.1|DKIK	LOC120766887|XP_039948571.1|BTRY
OG0005484	LOC108086189|XP_017038541.1|DKIK	LOC120769631|XP_039952670.1|BTRY
OG0005485	LOC108070754|XP_017016840.1|DKIK	LOC120771999|XP_039956290.1|BTRY
OG0005486	LOC108082518|XP_017033434.1|DKIK	LOC120772235|XP_039956661.1|BTRY
OG0005487	LOC108075757|XP_017023808.1|DKIK	LOC120772066|XP_039956386.1|BTRY
OG0005488	LOC108076271|XP_017024510.1|DKIK	LOC120772248|XP_039956679.1|BTRY
OG0005489	LOC108074431|XP_017021956.1|DKIK	LOC120768906|XP_039951603.1|BTRY
OG0005490	LOC108074442|XP_017021970.1|DKIK	LOC120769019|XP_039951795.1|BTRY
OG0005491	LOC108074531|XP_017022104.1|DKIK	LOC120769680|XP_039952737.1|BTRY
OG0005492	LOC108074582|XP_017022179.1|DKIK	LOC120769590|XP_039952583.1|BTRY
OG0005493	LOC108082724|XP_017033721.1|DKIK	LOC120768371|XP_039950971.1|BTRY
OG0005494	LOC108078339|XP_017027630.1|DKIK	LOC120772796|XP_039957514.1|BTRY
OG0005495	LOC108072364|XP_017018947.1|DKIK	LOC120770894|XP_039954488.1|BTRY
OG0005496	LOC108071339|XP_017017552.1|DKIK	LOC120776424|XP_039963007.1|BTRY
OG0005497	LOC108072631|XP_017019350.1|DKIK	LOC120768306|XP_039950876.1|BTRY
OG0005498	LOC108072632|XP_017019352.1|DKIK	LOC120768308|XP_039950879.1|BTRY
OG0005499	LOC108072559|XP_017019227.1|DKIK	LOC120767373|XP_039949285.1|BTRY
OG0005500	LOC108072560|XP_017019228.1|DKIK	LOC120767374|XP_039949287.1|BTRY
OG0005501	LOC108074851|XP_017022551.1|DKIK	LOC120768192|XP_039950696.1|BTRY
OG0005502	LOC108074852|XP_017022552.1|DKIK	LOC120768193|XP_039950697.1|BTRY
OG0005504	LOC108081446|XP_017032124.1|DKIK	LOC120767711|XP_039949840.1|BTRY
OG0005506	LOC108082164|XP_017032957.1|DKIK	LOC120769747|XP_039952837.1|BTRY
OG0005507	LOC108074299|XP_017021776.1|DKIK	LOC120769822|XP_039952964.1|BTRY
OG0005508	LOC108077191|XP_017025925.1|DKIK	LOC120769203|XP_039952032.1|BTRY
OG0005509	LOC108079525|XP_017029351.1|DKIK, LOC108079633|XP_017029506.1|DKIK	LOC120767905|XP_039950186.1|BTRY
OG0005510	LOC108085268|XP_017037307.1|DKIK	LOC120767930|XP_039950225.1|BTRY
OG0005511	LOC108083823|XP_017035267.1|DKIK	LOC120773448|XP_039958272.1|BTRY
OG0005512	LOC108084036|XP_017035541.1|DKIK	LOC120766278|XP_039947613.1|BTRY
OG0005513	LOC108079170|XP_017028909.1|DKIK	LOC120768182|XP_039950684.1|BTRY
OG0005514	LOC108075617|XP_017023638.1|DKIK	LOC120782747|XP_039971123.1|BTRY
OG0005515	LOC108078391|XP_017027735.1|DKIK	LOC120770374|XP_039953725.1|BTRY
OG0005516	LOC108077176|XP_017025902.1|DKIK	LOC120769427|XP_039952343.1|BTRY
OG0005517	LOC108075907|XP_017024016.1|DKIK	LOC120769293|XP_039952153.1|BTRY
OG0005518	LOC108079688|XP_017029583.1|DKIK	LOC120769236|XP_039952070.1|BTRY
OG0005519	LOC108072416|XP_017019009.1|DKIK	LOC120771153|XP_039954964.1|BTRY
OG0005520	LOC108077232|XP_017025979.1|DKIK	LOC120767459|XP_039949467.1|BTRY
OG0005521	LOC108077138|XP_017025841.1|DKIK	LOC120769322|XP_039952207.1|BTRY
OG0005522	LOC108073790|XP_017021046.1|DKIK	LOC120767691|XP_039949817.1|BTRY
OG0005523	LOC108081452|XP_017032131.1|DKIK	LOC120769298|XP_039952161.1|BTRY
OG0005524	LOC108075835|XP_017023899.1|DKIK	LOC120767962|XP_039950287.1|BTRY
OG0005525	LOC108077250|XP_017026000.1|DKIK	LOC120768235|XP_039950754.1|BTRY
OG0005526	LOC108077229|XP_017025975.1|DKIK	LOC120769248|XP_039952084.1|BTRY
OG0005527	LOC108074891|XP_017022594.1|DKIK	LOC120779652|XP_039967936.1|BTRY
OG0005528	LOC108072867|XP_017019674.1|DKIK	LOC120769695|XP_039952756.1|BTRY
