Orthogroup	DKIK.longest_only	DPSE.longest_only
OG0005780	LOC108073970|XP_017021302.1|DKIK	LOC6900594|XP_015042962.2|DPSE
OG0005781	LOC108083034|XP_017034152.1|DKIK	LOC4813145|XP_001353934.3|DPSE
OG0005782	LOC108083107|XP_017034254.1|DKIK	LOC4813740|XP_033239124.1|DPSE
OG0005783	LOC108078550|XP_017027955.1|DKIK	LOC4805312|XP_001361732.3|DPSE
OG0005784	LOC108077842|XP_017026858.1|DKIK	LOC4802233|XP_015037688.2|DPSE
OG0005785	LOC108077806|XP_017026810.1|DKIK	LOC4802232|XP_015037685.2|DPSE
OG0005786	LOC108085632|XP_017037802.1|DKIK	LOC4802590|XP_001359483.1|DPSE
OG0005787	LOC108080772|XP_017031124.1|DKIK	LOC6897559|XP_033238312.1|DPSE
OG0005788	LOC108074741|XP_017022402.1|DKIK	LOC6898977|XP_002138937.2|DPSE
OG0005789	LOC108072911|XP_017019730.1|DKIK	LOC6897796|XP_002137901.1|DPSE
OG0005790	LOC108073387|XP_017020461.1|DKIK	LOC4801966|XP_001358980.3|DPSE
OG0005791	LOC108084253|XP_017035883.1|DKIK	LOC4802896|XP_015038176.2|DPSE
OG0005792	LOC108084254|XP_017035885.1|DKIK	LOC4802895|XP_001359722.2|DPSE
OG0005793	LOC108081244|XP_017031812.1|DKIK	LOC4802892|XP_033232431.1|DPSE
OG0005794	LOC108078274|XP_017027515.1|DKIK	LOC4805026|XP_001361494.1|DPSE
OG0005795	LOC108070681|XP_017016743.1|DKIK	LOC4802465|XP_033234706.1|DPSE
OG0005796	LOC108073984|XP_017021324.1|DKIK	LOC4813425|XP_015042976.1|DPSE
OG0005797	LOC108078744|XP_017028257.1|DKIK	LOC4813471|XP_001353882.1|DPSE
OG0005798	LOC108073219|XP_017020238.1|DKIK	LOC6897645|XP_002137788.2|DPSE
OG0005799	LOC108077696|XP_017026622.1|DKIK	LOC4802720|XP_015038031.2|DPSE
OG0005800	LOC108077833|XP_017026848.1|DKIK	LOC4802723|XP_001359588.2|DPSE
OG0005801	LOC108077832|XP_017026847.1|DKIK	LOC4802722|XP_001359587.3|DPSE
OG0005802	LOC108081047|XP_017031506.1|DKIK	LOC117183339|XP_033232826.1|DPSE
OG0005803	LOC108073209|XP_017020219.1|DKIK	LOC6897760|XP_015038026.2|DPSE
OG0005804	LOC108084813|XP_017036661.1|DKIK	LOC4803164|XP_001359950.1|DPSE
OG0005805	LOC108070881|XP_017017014.1|DKIK	LOC4805592|XP_033234360.1|DPSE
OG0005806	LOC108073166|XP_017020162.1|DKIK	LOC6897486|XP_033232649.1|DPSE
OG0005807	LOC108073185|XP_017020183.1|DKIK	LOC4802151|XP_033232616.1|DPSE
OG0005808	LOC108079185|XP_017028925.1|DKIK	LOC4815676|XP_001355520.2|DPSE
OG0005809	LOC108079757|XP_017029668.1|DKIK	LOC4812041|XP_001352762.2|DPSE
OG0005810	LOC108077701|XP_017026628.1|DKIK	LOC4802719|XP_001359583.2|DPSE
OG0005811	LOC108077702|XP_017026630.1|DKIK	LOC4802716|XP_001359582.3|DPSE
OG0005812	LOC108073258|XP_017020305.1|DKIK	LOC4802535|XP_001359436.1|DPSE
OG0005813	LOC108084030|XP_017035532.1|DKIK	LOC4800786|XP_001357999.1|DPSE
OG0005814	LOC108085473|XP_017037579.1|DKIK	LOC4802053|XP_033232830.1|DPSE
OG0005815	LOC108076443|XP_017024800.1|DKIK	LOC6898973|XP_002138933.2|DPSE
OG0005816	LOC108084973|XP_017036882.1|DKIK	LOC4801115|XP_033233707.1|DPSE
OG0005817	LOC108084941|XP_017036828.1|DKIK	LOC4801713|XP_001358759.2|DPSE
OG0005818	LOC108077629|XP_017026530.1|DKIK	LOC6897512|XP_002137661.3|DPSE
OG0005819	LOC108081196|XP_017031751.1|DKIK	LOC4802917|XP_001359739.3|DPSE
OG0005820	LOC108081197|XP_017031752.1|DKIK	LOC4802918|XP_001359740.2|DPSE
OG0005821	LOC108081232|XP_017031800.1|DKIK	LOC4803289|XP_001360054.3|DPSE
OG0005822	LOC108077386|XP_017026168.1|DKIK	LOC4816119|XP_001355783.1|DPSE
OG0005823	LOC108079959|XP_017030009.1|DKIK	LOC4815957|XP_001355301.2|DPSE
OG0005824	LOC108075537|XP_017023523.1|DKIK	LOC4801070|XP_001358231.1|DPSE
OG0005825	LOC108074020|XP_017021376.1|DKIK	LOC4813271|XP_001353912.2|DPSE
OG0005826	LOC108074062|XP_017021426.1|DKIK	LOC13036425|XP_033237986.1|DPSE
OG0005827	LOC108082666|XP_017033656.1|DKIK	LOC4802669|XP_001359541.2|DPSE
OG0005828	LOC108071645|XP_017017925.1|DKIK	LOC4814173|XP_001354217.1|DPSE
OG0005829	LOC108085454|XP_017037556.1|DKIK	LOC4803012|XP_001359814.4|DPSE
OG0005830	LOC108072712|XP_017019449.1|DKIK	LOC4812641|XP_001353030.1|DPSE
OG0005831	LOC108072654|XP_017019376.1|DKIK	LOC6900300|XP_033239833.1|DPSE
OG0005832	LOC108072784|XP_017019554.1|DKIK	LOC4812647|XP_001353036.4|DPSE
OG0005833	LOC108072722|XP_017019470.1|DKIK	LOC4812655|XP_015044104.2|DPSE
OG0005834	LOC108072634|XP_017019354.1|DKIK	LOC6900303|XP_002135625.2|DPSE
OG0005835	LOC108072819|XP_017019602.1|DKIK	LOC4812665|XP_001353049.2|DPSE
OG0005836	LOC108077535|XP_017026410.1|DKIK	LOC4812917|XP_033240805.1|DPSE
OG0005837	LOC108073238|XP_017020279.1|DKIK	LOC4802161|XP_001359134.2|DPSE
OG0005838	LOC108070717|XP_017016799.1|DKIK	LOC4802863|XP_001359697.1|DPSE
OG0005839	LOC108086251|XP_017038623.1|DKIK	LOC4816317|XP_001355998.2|DPSE
OG0005840	LOC108083211|XP_017034409.1|DKIK	LOC4803192|XP_001359975.2|DPSE
OG0005841	LOC108084049|XP_017035555.1|DKIK	LOC6897868|XP_033241812.1|DPSE
OG0005842	LOC108076011|XP_017024156.1|DKIK	LOC4815624|XP_001355585.2|DPSE
OG0005843	LOC108072742|XP_017019499.1|DKIK	LOC4813260|XP_033238364.1|DPSE
OG0005844	LOC108085520|XP_017037639.1|DKIK	LOC4813540|XP_001353481.3|DPSE
OG0005845	LOC108084346|XP_017035997.1|DKIK	LOC4802492|XP_001359404.3|DPSE
OG0005846	LOC108080971|XP_017031374.1|DKIK	LOC4802625|XP_015037955.2|DPSE
OG0005847	LOC108072135|XP_017018662.1|DKIK	LOC4803032|XP_015038248.1|DPSE
OG0005848	LOC108080525|XP_017030807.1|DKIK	LOC26534030|XP_033240031.1|DPSE
OG0005849	LOC108084441|XP_017036138.1|DKIK	LOC6902148|XP_033238747.1|DPSE
OG0005850	LOC108079144|XP_017028881.1|DKIK	LOC4814662|XP_033237896.1|DPSE
OG0005851	LOC108075921|XP_017024045.1|DKIK	LOC4816145|XP_001355768.1|DPSE
OG0005852	LOC108077725|XP_017026669.1|DKIK	LOC4803200|XP_033239690.1|DPSE
OG0005853	LOC108083472|XP_017034749.1|DKIK	LOC6901804|XP_002134472.2|DPSE
OG0005854	LOC108077700|XP_017026627.1|DKIK	LOC4802718|XP_001359584.3|DPSE
OG0005855	LOC108076115|XP_017024332.1|DKIK	LOC4815882|XP_033238128.1|DPSE
OG0005856	LOC108084465|XP_017036169.1|DKIK	LOC6899661|XP_033239209.1|DPSE
OG0005857	LOC108078246|XP_017027504.1|DKIK	LOC6903964|XP_002136554.2|DPSE
OG0005858	LOC108085652|XP_017037831.1|DKIK	LOC4802588|XP_001359481.1|DPSE
OG0005859	LOC108077458|XP_017026271.1|DKIK	LOC4816897|XP_001356515.4|DPSE
OG0005860	LOC108085438|XP_017037523.1|DKIK	LOC4802930|XP_033232661.1|DPSE
OG0005861	LOC108077655|XP_017026563.1|DKIK	LOC4801706|XP_033233568.1|DPSE
OG0005862	LOC108070780|XP_017016868.1|DKIK	LOC6898155|XP_015039202.2|DPSE
OG0005863	LOC108076301|XP_017024561.1|DKIK	LOC4804547|XP_001361090.2|DPSE
OG0005864	LOC108080973|XP_017031384.1|DKIK	LOC4802627|XP_001359511.3|DPSE
OG0005865	LOC108073221|XP_017020244.1|DKIK	LOC4802538|XP_001359439.3|DPSE
OG0005866	LOC108073149|XP_017020146.1|DKIK	LOC4805403|XP_001361808.3|DPSE
OG0005867	LOC108072586|XP_017019283.1|DKIK	LOC4817736|XP_033235393.1|DPSE
OG0005868	LOC108076316|XP_017024585.1|DKIK	LOC26534363|XP_015039515.2|DPSE
OG0005869	LOC108071236|XP_017017408.1|DKIK	LOC4814558|XP_001355174.1|DPSE
OG0005870	LOC108084595|XP_017036363.1|DKIK	LOC6901974|XP_002133508.2|DPSE
OG0005871	LOC108083474|XP_017034752.1|DKIK	LOC6902154|XP_002133685.2|DPSE
OG0005872	LOC108073551|XP_017020724.1|DKIK	LOC4801961|XP_001358975.1|DPSE
OG0005873	LOC108072076|XP_017018570.1|DKIK	LOC4802631|XP_001359515.2|DPSE
OG0005874	LOC108071474|XP_017017721.1|DKIK	LOC6899357|XP_033239551.1|DPSE
OG0005875	LOC108078358|XP_017027664.1|DKIK	LOC4804348|XP_001360922.2|DPSE
OG0005876	LOC108080329|XP_017030518.1|DKIK	LOC6902035|XP_033237923.1|DPSE
OG0005877	LOC108084845|XP_017036711.1|DKIK	LOC6897805|XP_002137910.1|DPSE
OG0005878	LOC108083512|XP_017034811.1|DKIK	LOC6902018|XP_002133552.3|DPSE
OG0005879	LOC108083498|XP_017034792.1|DKIK	LOC4815087|XP_015041711.2|DPSE
OG0005880	LOC108084765|XP_017036572.1|DKIK	LOC117185167|XP_033241224.1|DPSE
OG0005881	LOC108072721|XP_017019469.1|DKIK	LOC4813771|XP_001353199.1|DPSE
OG0005882	LOC108083504|XP_017034801.1|DKIK	LOC4815308|XP_001355059.3|DPSE
OG0005883	LOC108079082|XP_017028795.1|DKIK	LOC4812044|XP_001352495.1|DPSE
OG0005884	LOC108080205|XP_017030350.1|DKIK	LOC4812845|XP_001353212.1|DPSE
OG0005885	LOC108075214|XP_017023042.1|DKIK	LOC4813037|XP_001353607.3|DPSE
OG0005886	LOC108083058|XP_017034178.1|DKIK	LOC4813336|XP_033237389.1|DPSE
OG0005887	LOC108072719|XP_017019465.1|DKIK	LOC4813020|XP_033241101.1|DPSE
OG0005888	LOC108083324|XP_017034556.1|DKIK	LOC4813776|XP_033241351.1|DPSE
OG0005889	LOC108070423|XP_017016365.1|DKIK	LOC4812898|XP_015043383.2|DPSE
OG0005890	LOC108083829|XP_017035289.1|DKIK	LOC6902271|XP_002133798.2|DPSE
OG0005891	LOC108073964|XP_017021290.1|DKIK	LOC4812911|XP_015043298.1|DPSE
OG0005892	LOC108073972|XP_017021304.1|DKIK	LOC117183166|XP_033239911.1|DPSE
OG0005893	LOC108072781|XP_017019550.1|DKIK	LOC4812838|XP_001353166.2|DPSE
OG0005894	LOC108072782|XP_017019552.1|DKIK	LOC4813045|XP_001353164.1|DPSE
OG0005895	LOC108072783|XP_017019553.1|DKIK	LOC4813527|XP_001353165.1|DPSE
OG0005896	LOC108075291|XP_017023173.1|DKIK	LOC4812084|XP_033240839.1|DPSE
OG0005897	LOC108084784|XP_017036600.1|DKIK	LOC4812032|XP_015043804.2|DPSE
OG0005898	LOC108085071|XP_017037030.1|DKIK	LOC4814431|XP_001355197.3|DPSE
OG0005899	LOC108081822|XP_017032552.1|DKIK	LOC4804173|XP_001360777.1|DPSE
OG0005900	LOC108074265|XP_017021725.1|DKIK	LOC4817122|XP_001356421.2|DPSE
OG0005901	LOC108072314|XP_017018877.1|DKIK	LOC4803696|XP_001360373.1|DPSE
OG0005902	LOC108074755|XP_017022420.1|DKIK	LOC4805484|XP_001361879.3|DPSE
OG0005903	LOC108084861|XP_017036735.1|DKIK	LOC4803140|XP_003736918.1|DPSE
OG0005904	LOC108081113|XP_017031603.1|DKIK	LOC4801567|XP_001358637.4|DPSE
OG0005905	LOC108083110|XP_017034261.1|DKIK	LOC4813656|XP_015043393.2|DPSE
OG0005906	LOC108083046|XP_017034164.1|DKIK	LOC4812483|XP_033237974.1|DPSE
OG0005907	LOC108082996|XP_017034107.1|DKIK	LOC4812330|XP_001352405.4|DPSE
OG0005908	LOC108083665|XP_017035026.1|DKIK	LOC4812206|XP_001353022.1|DPSE
OG0005909	LOC108070470|XP_017016440.1|DKIK	LOC6900539|XP_002134923.3|DPSE
OG0005910	LOC108082414|XP_017033252.1|DKIK	LOC4803869|XP_001360518.1|DPSE
OG0005911	LOC108082416|XP_017033255.1|DKIK	LOC4803868|XP_001360517.3|DPSE
OG0005912	LOC108082417|XP_017033256.1|DKIK	LOC6898276|XP_033234145.1|DPSE
OG0005913	LOC108083704|XP_017035090.1|DKIK	LOC4801531|XP_001358607.2|DPSE
OG0005914	LOC108072891|XP_017019703.1|DKIK	LOC4805348|XP_001361762.2|DPSE
OG0005915	LOC108073058|XP_017020014.1|DKIK	LOC4805347|XP_001361761.1|DPSE
OG0005916	LOC108078437|XP_017027807.1|DKIK	LOC6898994|XP_004444535.2|DPSE
OG0005917	LOC108082328|XP_017033147.1|DKIK	LOC4804606|XP_001361139.3|DPSE
OG0005918	LOC108071855|XP_017018261.1|DKIK	LOC4814560|XP_001355207.2|DPSE
OG0005919	LOC108077927|XP_017026956.1|DKIK	LOC6898789|XP_002138765.3|DPSE
OG0005920	LOC108082425|XP_017033280.1|DKIK	LOC4805565|XP_004444548.3|DPSE
OG0005921	LOC108079880|XP_017029886.1|DKIK	LOC4812260|XP_001352413.1|DPSE
OG0005922	LOC108083525|XP_017034846.1|DKIK	LOC4814962|XP_001354742.4|DPSE
OG0005923	LOC108074019|XP_017021375.1|DKIK	LOC4812843|XP_001353290.2|DPSE
OG0005924	LOC108075326|XP_017023220.1|DKIK	LOC4813387|XP_001353292.1|DPSE
OG0005925	LOC108070498|XP_017016482.1|DKIK	LOC4812764|XP_001353999.1|DPSE
OG0005926	LOC108083911|XP_017035396.1|DKIK	LOC4815231|XP_001354773.2|DPSE
OG0005927	LOC108085419|XP_017037479.1|DKIK	LOC4802048|XP_033241612.1|DPSE
OG0005928	LOC108080145|XP_017030267.1|DKIK	LOC6901004|XP_002134630.1|DPSE
OG0005929	LOC108079890|XP_017029904.1|DKIK	LOC4812094|XP_033238988.1|DPSE
OG0005930	LOC108073079|XP_017020034.1|DKIK	LOC4805400|XP_001361805.3|DPSE
OG0005931	LOC108076536|XP_017024938.1|DKIK	LOC4805585|XP_001361966.2|DPSE
OG0005932	LOC108085204|XP_017037210.1|DKIK	LOC4805277|XP_015040517.2|DPSE
OG0005933	LOC108082440|XP_017033299.1|DKIK	LOC4805039|XP_001361504.3|DPSE
OG0005934	LOC108078353|XP_017027656.1|DKIK	LOC4803990|XP_001360623.4|DPSE
OG0005935	LOC108081869|XP_017032597.1|DKIK	LOC4813494|XP_001353367.4|DPSE
OG0005936	LOC108075962|XP_017024100.1|DKIK	LOC4816213|XP_001355775.3|DPSE
OG0005937	LOC108081867|XP_017032596.1|DKIK	LOC4812473|XP_001352401.2|DPSE
OG0005938	LOC108076211|XP_017024439.1|DKIK	LOC4804180|XP_033233979.1|DPSE
OG0005939	LOC108074142|XP_017021531.1|DKIK	LOC4814945|XP_001354816.1|DPSE
OG0005940	LOC108072306|XP_017018864.1|DKIK	LOC6898191|XP_015039287.2|DPSE
OG0005941	LOC108071984|XP_017018446.1|DKIK	LOC4803395|XP_033233928.1|DPSE
OG0005942	LOC108085153|XP_017037168.1|DKIK	LOC4805577|XP_033234620.1|DPSE
OG0005943	LOC108076363|XP_017024651.1|DKIK	LOC6899052|XP_033234615.1|DPSE
OG0005944	LOC108076506|XP_017024895.1|DKIK	LOC4805582|XP_001361963.1|DPSE
OG0005945	LOC108078544|XP_017027947.1|DKIK	LOC4805310|XP_001361730.2|DPSE
OG0005946	LOC108078381|XP_017027706.1|DKIK	LOC4803380|XP_033233891.1|DPSE
OG0005947	LOC108076382|XP_017024693.1|DKIK	LOC4805689|XP_001362048.3|DPSE
OG0005948	LOC108083047|XP_017034165.1|DKIK	LOC4812484|XP_001352932.1|DPSE
OG0005949	LOC108070497|XP_017016481.1|DKIK	LOC4813676|XP_001353525.3|DPSE
OG0005950	LOC108082067|XP_017032839.1|DKIK	LOC4817324|XP_001356788.3|DPSE
OG0005951	LOC108078591|XP_017028000.1|DKIK	LOC6900643|XP_033240780.1|DPSE
OG0005952	LOC108082066|XP_017032837.1|DKIK	LOC4817348|XP_015036193.2|DPSE
OG0005953	LOC108081449|XP_017032127.1|DKIK	LOC4818187|XP_001357499.2|DPSE
OG0005954	LOC108081400|XP_017032049.1|DKIK	LOC4818183|XP_001357495.1|DPSE
OG0005955	LOC108073252|XP_017020298.1|DKIK	LOC4802708|XP_001359575.2|DPSE
OG0005956	LOC108070855|XP_017016974.1|DKIK	LOC4804677|XP_001361200.4|DPSE
OG0005957	LOC108073263|XP_017020310.1|DKIK	LOC4803321|XP_001360084.3|DPSE
OG0005958	LOC108077898|XP_017026926.1|DKIK	LOC6897518|XP_002137667.2|DPSE
OG0005959	LOC108077310|XP_017026087.1|DKIK	LOC4817406|XP_001356346.4|DPSE
OG0005960	LOC108079210|XP_017028967.1|DKIK	LOC4814564|XP_001355101.3|DPSE
OG0005961	LOC108082412|XP_017033249.1|DKIK	LOC4803900|XP_001360545.3|DPSE
OG0005962	LOC108076715|XP_017025166.1|DKIK	LOC6898554|XP_033234239.1|DPSE
OG0005963	LOC108082086|XP_017032870.1|DKIK	LOC4817243|XP_033235982.1|DPSE
OG0005964	LOC108072377|XP_017018966.1|DKIK	LOC6898825|XP_015040505.2|DPSE
OG0005965	LOC108078534|XP_017027935.1|DKIK	LOC6898961|XP_002138921.3|DPSE
OG0005966	LOC108082429|XP_017033288.1|DKIK	LOC4804262|XP_001360846.3|DPSE
OG0005967	LOC108084145|XP_017035684.1|DKIK	LOC4804495|XP_001361051.1|DPSE
OG0005968	LOC108084159|XP_017035710.1|DKIK	LOC6898501|XP_002138542.2|DPSE
OG0005969	LOC108071996|XP_017018460.1|DKIK	LOC117183615|XP_033234032.1|DPSE
OG0005970	LOC108080668|XP_017030993.1|DKIK	LOC4812488|XP_001352756.2|DPSE
OG0005971	LOC108085122|XP_017037111.1|DKIK	LOC4804376|XP_001360947.1|DPSE
OG0005972	LOC108075008|XP_017022742.1|DKIK	LOC4813971|XP_015043502.1|DPSE
OG0005973	LOC108073904|XP_017021188.1|DKIK	LOC4813766|XP_001354018.1|DPSE
OG0005974	LOC108075015|XP_017022753.1|DKIK	LOC4813018|XP_015042743.2|DPSE
OG0005975	LOC108075013|XP_017022749.1|DKIK	LOC4813973|XP_001354130.3|DPSE
OG0005976	LOC108083213|XP_017034412.1|DKIK	LOC4802236|XP_001359198.3|DPSE
OG0005977	LOC108076773|XP_017025266.1|DKIK	LOC4804427|XP_001360993.1|DPSE
OG0005978	LOC108076483|XP_017024861.1|DKIK	LOC4805387|XP_001361796.4|DPSE
OG0005979	LOC108078458|XP_017027839.1|DKIK	LOC4804658|XP_001361185.1|DPSE
OG0005980	LOC108081829|XP_017032559.1|DKIK	LOC4803498|XP_001360213.1|DPSE
OG0005981	LOC108079336|XP_017029128.1|DKIK	LOC6901386|XP_033238800.1|DPSE
OG0005982	LOC108081828|XP_017032557.1|DKIK	LOC4804171|XP_001360775.2|DPSE
OG0005983	LOC108083378|XP_017034614.1|DKIK	LOC4814862|XP_001354900.1|DPSE
OG0005984	LOC108080354|XP_017030547.1|DKIK	LOC6901206|XP_033238133.1|DPSE
OG0005985	LOC108084468|XP_017036170.1|DKIK	LOC6902136|XP_033239858.1|DPSE
OG0005986	LOC108084676|XP_017036494.1|DKIK	LOC4814636|XP_033241001.1|DPSE
OG0005987	LOC108083879|XP_017035358.1|DKIK	LOC4815824|XP_015041302.2|DPSE
OG0005988	LOC108073082|XP_017020039.1|DKIK	LOC4805412|XP_015040638.2|DPSE
OG0005989	LOC108079788|XP_017029739.1|DKIK	LOC4805158|XP_001361607.3|DPSE
OG0005990	LOC108082483|XP_017033386.1|DKIK	LOC4804158|XP_015039650.2|DPSE
OG0005991	LOC108082450|XP_017033310.1|DKIK	LOC4805043|XP_001361508.1|DPSE
OG0005992	LOC108071947|XP_017018401.1|DKIK	LOC4813754|XP_001353779.2|DPSE
OG0005993	LOC108071948|XP_017018402.1|DKIK	LOC4813247|XP_015043165.1|DPSE
OG0005994	LOC108083291|XP_017034511.1|DKIK	LOC4813962|XP_001354121.2|DPSE
OG0005995	LOC108075004|XP_017022738.1|DKIK	LOC4813968|XP_033240272.1|DPSE
OG0005996	LOC108084777|XP_017036586.1|DKIK	LOC4812827|XP_033238668.1|DPSE
OG0005997	LOC108078528|XP_017027926.1|DKIK	LOC4804885|XP_001361373.4|DPSE
OG0005998	LOC108072685|XP_017019412.1|DKIK	LOC4812833|XP_001353175.4|DPSE
OG0005999	LOC108078575|XP_017027987.1|DKIK	LOC4814104|XP_001354248.2|DPSE
OG0006000	LOC108076278|XP_017024515.1|DKIK	LOC6903880|XP_002136631.1|DPSE
OG0006001	LOC108085990|XP_017038281.1|DKIK	LOC4813293|XP_015043113.2|DPSE
OG0006002	LOC108072139|XP_017018667.1|DKIK	LOC26534028|XP_033234083.1|DPSE
OG0006003	LOC108072759|XP_017019521.1|DKIK	LOC6900362|XP_033241439.1|DPSE
OG0006004	LOC108080798|XP_017031179.1|DKIK	LOC4802518|XP_015037883.2|DPSE
OG0006005	LOC108078221|XP_017027402.1|DKIK	LOC4804744|XP_001361256.2|DPSE
OG0006006	LOC108078459|XP_017027840.1|DKIK	LOC4805537|XP_001361924.4|DPSE
OG0006007	LOC108085113|XP_017037081.1|DKIK	LOC4805575|XP_001361958.2|DPSE
OG0006008	LOC108082199|XP_017033016.1|DKIK	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE
OG0006009	LOC108075249|XP_017023096.1|DKIK	LOC4812024|XP_033237505.1|DPSE
OG0006010	LOC108083266|XP_017034464.1|DKIK	LOC4813953|XP_033241454.1|DPSE
OG0006011	LOC108079100|XP_017028817.1|DKIK	LOC6899980|XP_002135347.2|DPSE
OG0006012	LOC108073929|XP_017021218.1|DKIK	LOC4813912|XP_033239743.1|DPSE
OG0006013	LOC108081789|XP_017032495.1|DKIK	LOC6898803|XP_033234864.1|DPSE
OG0006014	LOC108084806|XP_017036654.1|DKIK	LOC4812531|XP_001352903.1|DPSE
OG0006015	LOC108072427|XP_017019034.1|DKIK	LOC6898494|XP_002138535.1|DPSE
OG0006016	LOC108082438|XP_017033296.1|DKIK	LOC4805042|XP_001361507.3|DPSE
OG0006017	LOC108074699|XP_017022329.1|DKIK	LOC4803688|XP_001360365.3|DPSE
OG0006018	LOC108082522|XP_017033439.1|DKIK	LOC4805744|XP_001362091.2|DPSE
OG0006019	LOC108084323|XP_017035974.1|DKIK	LOC26533621|XP_015039274.1|DPSE
OG0006020	LOC108075237|XP_017023082.1|DKIK	LOC4812282|XP_001352980.4|DPSE
OG0006021	LOC108070428|XP_017016380.1|DKIK	LOC6900490|XP_033238214.1|DPSE
OG0006022	LOC108079974|XP_017030026.1|DKIK	LOC4817970|XP_001357332.2|DPSE
OG0006023	LOC108083147|XP_017034321.1|DKIK	LOC4802667|XP_001359539.1|DPSE
OG0006024	LOC108079940|XP_017029973.1|DKIK	LOC4814623|XP_033241007.1|DPSE
OG0006025	LOC108082531|XP_017033455.1|DKIK	LOC6898181|XP_033233571.1|DPSE
OG0006026	LOC108084048|XP_017035554.1|DKIK	LOC4800614|XP_001357859.1|DPSE
OG0006027	LOC108070837|XP_017016948.1|DKIK	LOC4804381|XP_001360952.2|DPSE
OG0006028	LOC108074753|XP_017022417.1|DKIK	LOC4803891|XP_033233842.1|DPSE
OG0006029	LOC108082496|XP_017033406.1|DKIK	LOC4805046|XP_001361511.1|DPSE
OG0006030	LOC108073589|XP_017020771.1|DKIK	LOC4800441|XP_001357717.1|DPSE
OG0006031	LOC108082610|XP_017033578.1|DKIK	LOC4804356|XP_001360930.3|DPSE
OG0006032	LOC108074172|XP_017021593.1|DKIK	LOC4814395|XP_015042271.2|DPSE
OG0006033	LOC108074701|XP_017022330.1|DKIK	LOC4803686|XP_001360363.3|DPSE
OG0006034	LOC108071247|XP_017017421.1|DKIK	LOC4801548|XP_003736546.3|DPSE
OG0006035	LOC108081073|XP_017031543.1|DKIK	LOC4802319|XP_001359259.2|DPSE
OG0006036	LOC108076870|XP_017025388.1|DKIK	LOC4817085|XP_001356373.3|DPSE
OG0006037	LOC108076468|XP_017024843.1|DKIK	LOC4803977|XP_033233699.1|DPSE
OG0006038	LOC108073225|XP_017020251.1|DKIK	LOC4802065|XP_001359058.2|DPSE
OG0006039	LOC108085150|XP_017037162.1|DKIK	LOC6899047|XP_002138974.2|DPSE
OG0006040	LOC108079824|XP_017029809.1|DKIK	LOC6898461|XP_002138504.2|DPSE
OG0006041	LOC108074946|XP_017022668.1|DKIK	LOC4814604|XP_001354916.1|DPSE
OG0006042	LOC108082480|XP_017033378.1|DKIK	LOC4805739|XP_004444595.2|DPSE
OG0006043	LOC108080678|XP_017031000.1|DKIK	LOC4813671|XP_001353963.4|DPSE
OG0006044	LOC108080332|XP_017030521.1|DKIK	LOC4814360|XP_001354492.1|DPSE
OG0006045	LOC108085108|XP_017037075.1|DKIK	LOC4805669|XP_001362030.3|DPSE
OG0006046	LOC108076286|XP_017024531.1|DKIK	LOC4804243|XP_001360832.3|DPSE
OG0006047	LOC108083083|XP_017034216.1|DKIK	LOC6900545|XP_002134929.3|DPSE
OG0006048	LOC108074016|XP_017021372.1|DKIK	LOC4813592|XP_001353911.3|DPSE
OG0006049	LOC108076734|XP_017025206.1|DKIK	LOC4815099|XP_001355018.4|DPSE
OG0006050	LOC108080423|XP_017030645.1|DKIK, LOC108086032|XP_017038339.1|DKIK	LOC4800725|XP_001357945.3|DPSE
OG0006051	LOC108080383|XP_017030593.1|DKIK	LOC4815862|XP_001355561.3|DPSE
OG0006052	LOC108072362|XP_017018943.1|DKIK	LOC4804613|XP_001361146.4|DPSE
OG0006053	LOC108071969|XP_017018434.1|DKIK	LOC4814175|XP_001354194.1|DPSE
OG0006054	LOC108083269|XP_017034480.1|DKIK	LOC4811716|XP_033237289.1|DPSE
OG0006055	LOC108077810|XP_017026817.1|DKIK	LOC4800827|XP_001358031.3|DPSE
OG0006056	LOC108082327|XP_017033146.1|DKIK	LOC4805738|XP_001362086.1|DPSE
OG0006057	LOC108075260|XP_017023112.1|DKIK	LOC4812524|XP_001352451.4|DPSE
OG0006058	LOC108085705|XP_017037909.1|DKIK	LOC4801830|XP_001358863.1|DPSE
OG0006059	LOC108070429|XP_017016381.1|DKIK	LOC4813558|XP_001354005.1|DPSE
OG0006060	LOC108070430|XP_017016384.1|DKIK	LOC4813782|XP_001354006.2|DPSE
OG0006061	LOC108071744|XP_017018056.1|DKIK	LOC6901250|XP_002133951.2|DPSE
OG0006062	LOC108084880|XP_017036764.1|DKIK	LOC4803152|XP_001359942.2|DPSE
OG0006063	LOC108082019|XP_017032773.1|DKIK	LOC4817371|XP_001356327.3|DPSE
OG0006064	LOC108072328|XP_017018897.1|DKIK	LOC4805478|XP_033234495.1|DPSE
OG0006065	LOC108075050|XP_017022817.1|DKIK	LOC4813826|XP_001354051.3|DPSE
OG0006066	LOC108081821|XP_017032549.1|DKIK	LOC6898392|XP_015039657.2|DPSE
OG0006067	LOC108078495|XP_017027867.1|DKIK	LOC4805077|XP_033234310.1|DPSE
OG0006068	LOC108082918|XP_017033995.1|DKIK	LOC4815169|XP_001354565.2|DPSE
OG0006069	LOC108080563|XP_017030857.1|DKIK	LOC4813718|XP_033239117.1|DPSE
