Orthogroup	DKIK.longest_only	DVIR.longest_only
OG0004521	LOC108071381|XP_017017608.1|DKIK	LOC6635863|XP_032292678.1|DVIR
OG0004522	LOC108083780|XP_017035195.1|DKIK	LOC6635527|XP_002059098.1|DVIR
OG0004523	LOC108082824|XP_017033876.1|DKIK	LOC6632823|XP_032289482.1|DVIR
OG0004524	LOC108071840|XP_017018241.1|DKIK	LOC6633592|XP_002056804.2|DVIR
OG0004525	LOC108084444|XP_017036145.1|DKIK	LOC6631992|XP_015026582.1|DVIR
OG0004526	LOC108076049|XP_017024212.1|DKIK	LOC6634805|XP_032289260.1|DVIR
OG0004527	LOC108078220|XP_017027401.1|DKIK	LOC6636653|XP_002060131.1|DVIR
OG0004528	LOC108080133|XP_017030256.1|DKIK	LOC6632128|XP_002055101.1|DVIR
OG0004529	LOC108070926|XP_017017070.1|DKIK	LOC6636014|XP_002059538.2|DVIR
OG0004530	LOC108079967|XP_017030018.1|DKIK	LOC6631968|XP_002055015.2|DVIR
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC6633022|XP_032289597.1|DVIR
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC6633570|XP_002057375.3|DVIR
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC6633829|XP_002057108.1|DVIR
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC6631948|XP_002055400.1|DVIR
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC6623474|XP_002046254.1|DVIR
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC6632055|XP_032295882.1|DVIR
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC6633578|XP_032296569.1|DVIR
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC6635803|XP_015024249.1|DVIR
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC6629897|XP_002053992.1|DVIR
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC6634638|XP_032296401.1|DVIR
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC6625212|XP_015029807.1|DVIR
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC6632051|XP_032295759.1|DVIR
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC6633730|XP_002057015.3|DVIR
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC6634472|XP_002058243.2|DVIR
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC6630914|XP_002053773.1|DVIR
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC6626386|XP_002048728.1|DVIR
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC6633449|XP_002056911.1|DVIR
OG0004548	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK	LOC6632014|XP_002054947.1|DVIR
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC6634530|XP_032296438.1|DVIR
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC6633815|XP_032296528.1|DVIR
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC6626789|XP_002049828.1|DVIR
OG0004552	LOC108083517|XP_017034827.1|DKIK	LOC6633316|XP_032296683.1|DVIR
OG0004553	LOC108077529|XP_017026385.1|DKIK	LOC6623399|XP_002046760.1|DVIR
OG0004554	LOC108080142|XP_017030265.1|DKIK	LOC6636697|XP_002060117.2|DVIR
OG0004555	LOC108080018|XP_017030074.1|DKIK	LOC6636696|XP_002060116.1|DVIR
OG0004556	LOC108079004|XP_017028670.1|DKIK	LOC6632119|XP_032296193.1|DVIR
OG0004557	LOC108079314|XP_017029096.1|DKIK	LOC6634720|XP_032289224.1|DVIR
OG0004558	LOC108079734|XP_017029634.1|DKIK	LOC6632142|XP_002055394.2|DVIR
OG0004559	LOC108081035|XP_017031486.1|DKIK	LOC6630781|XP_002054815.1|DVIR
OG0004560	LOC108083735|XP_017035135.1|DKIK	LOC26530460|XP_032296669.1|DVIR
OG0004561	LOC108077630|XP_017026531.1|DKIK	LOC6630943|XP_032296190.1|DVIR
OG0004562	LOC108083755|XP_017035161.1|DKIK	LOC6630063|XP_002054285.1|DVIR
OG0004563	LOC108081124|XP_017031630.1|DKIK	LOC6630290|XP_032295103.1|DVIR
OG0004564	LOC108075820|XP_017023922.1|DKIK	LOC6632520|XP_032289567.1|DVIR
OG0004565	LOC108075533|XP_017023519.1|DKIK	LOC6629529|XP_002053963.1|DVIR
OG0004566	LOC108083868|XP_017035346.1|DKIK	LOC6631669|XP_002055411.1|DVIR
OG0004567	LOC108074253|XP_017021711.1|DKIK	LOC6634471|XP_002058242.1|DVIR
OG0004568	LOC108079345|XP_017029139.1|DKIK	LOC6634736|XP_032289215.1|DVIR
OG0004569	LOC108077733|XP_017026684.1|DKIK	LOC6633034|XP_002056061.2|DVIR
OG0004570	LOC108076371|XP_017024665.1|DKIK	LOC6627218|XP_002050215.1|DVIR
OG0004571	LOC108083547|XP_017034881.1|DKIK	LOC6635435|XP_002059071.1|DVIR
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC6629015|XP_002052757.1|DVIR
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC6632608|XP_032289522.1|DVIR
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC6633362|XP_002057166.1|DVIR
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC6633361|XP_032296533.1|DVIR
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC6629883|XP_002054543.1|DVIR
OG0004577	LOC108074081|XP_017021449.1|DKIK	LOC6630973|XP_032289911.1|DVIR
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC6631801|XP_015026728.1|DVIR
OG0004579	LOC108082175|XP_017032971.1|DKIK	LOC6628057|XP_032294626.1|DVIR
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC6632253|XP_002056082.1|DVIR
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC6634884|XP_002058503.1|DVIR
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC6630468|XP_002054104.2|DVIR
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC6631672|XP_002055414.1|DVIR
OG0004584	LOC108074650|XP_017022254.1|DKIK	LOC6626091|XP_002049400.1|DVIR
OG0004585	LOC108077671|XP_017026581.1|DKIK	LOC6633025|XP_002055942.1|DVIR
OG0004586	LOC108076051|XP_017024219.1|DKIK	LOC6634789|XP_032296324.1|DVIR
OG0004587	LOC108083188|XP_017034380.1|DKIK	LOC6632829|XP_032289481.1|DVIR
OG0004588	LOC108083214|XP_017034416.1|DKIK	LOC6632827|XP_002055913.1|DVIR
OG0004589	LOC108079786|XP_017029730.1|DKIK	LOC6631946|XP_032295426.1|DVIR
OG0004590	LOC108073384|XP_017020454.1|DKIK	LOC6632814|XP_032289443.1|DVIR
OG0004591	LOC108073489|XP_017020637.1|DKIK	LOC6632262|XP_015025983.1|DVIR
OG0004592	LOC108076994|XP_017025552.1|DKIK	LOC6631425|XP_002054939.1|DVIR
OG0004593	LOC108071710|XP_017018020.1|DKIK	LOC6633446|XP_002056908.1|DVIR
OG0004594	LOC108078983|XP_017028643.1|DKIK	LOC6632009|XP_032296004.1|DVIR
OG0004595	LOC108071747|XP_017018060.1|DKIK	LOC6633744|XP_002057029.1|DVIR
OG0004596	LOC108082951|XP_017034056.1|DKIK	LOC6634475|XP_032296429.1|DVIR
OG0004597	LOC108083469|XP_017034745.1|DKIK	LOC6634582|XP_002058083.1|DVIR
OG0004598	LOC108079885|XP_017029894.1|DKIK	LOC6622978|XP_002046506.1|DVIR
OG0004599	LOC108086174|XP_017038524.1|DKIK	LOC6628258|XP_002052538.1|DVIR
OG0004600	LOC108079328|XP_017029118.1|DKIK	LOC6636170|XP_002059556.1|DVIR
OG0004601	LOC108079342|XP_017029137.1|DKIK	LOC6636023|XP_002059547.3|DVIR
OG0004602	LOC108080182|XP_017030319.1|DKIK	LOC6631937|XP_002055484.1|DVIR
OG0004603	LOC108074331|XP_017021830.1|DKIK	LOC6628197|XP_002052856.1|DVIR
OG0004604	LOC108071825|XP_017018221.1|DKIK	LOC6632048|XP_002055245.1|DVIR
OG0004605	LOC108085762|XP_017037992.1|DKIK	LOC6631422|XP_002055307.2|DVIR
OG0004606	LOC108076982|XP_017025565.1|DKIK	LOC6632503|XP_015026166.1|DVIR
OG0004607	LOC108074914|XP_017022631.1|DKIK	LOC6634743|XP_032296279.1|DVIR
OG0004608	LOC108084473|XP_017036176.1|DKIK	LOC6636130|XP_032296081.1|DVIR
OG0004609	LOC108083852|XP_017035324.1|DKIK	LOC6631482|XP_002055427.1|DVIR
OG0004610	LOC108073724|XP_017020959.1|DKIK	LOC6631279|XP_032295420.1|DVIR
OG0004611	LOC108073726|XP_017020970.1|DKIK	LOC6629501|XP_032294834.1|DVIR
OG0004612	LOC108073750|XP_017021007.1|DKIK	LOC6629502|XP_002054522.1|DVIR
OG0004613	LOC108081039|XP_017031492.1|DKIK	LOC6634885|XP_002058504.1|DVIR
OG0004614	LOC108083902|XP_017035387.1|DKIK	LOC6632171|XP_002055269.2|DVIR
OG0004615	LOC108079229|XP_017029001.1|DKIK	LOC6634749|XP_032296276.1|DVIR
OG0004616	LOC108071770|XP_017018103.1|DKIK	LOC6636661|XP_002060139.1|DVIR
OG0004617	LOC108074848|XP_017022546.1|DKIK	LOC6628830|XP_002052071.1|DVIR
OG0004618	LOC108084195|XP_017035787.1|DKIK	LOC6629531|XP_002053965.1|DVIR
OG0004619	LOC108073550|XP_017020723.1|DKIK	LOC6630969|XP_002053803.1|DVIR
OG0004620	LOC108073096|XP_017020076.1|DKIK	LOC6629712|XP_002053074.1|DVIR
OG0004621	LOC108075624|XP_017023647.1|DKIK	LOC6629631|XP_002053333.1|DVIR
OG0004622	LOC108084294|XP_017035946.1|DKIK	LOC6632907|XP_015026075.1|DVIR
OG0004623	LOC108077582|XP_017026468.1|DKIK	LOC6632220|XP_002055888.1|DVIR
OG0004624	LOC108075527|XP_017023513.1|DKIK	LOC6630759|XP_002054618.1|DVIR
OG0004625	LOC108071046|XP_017017235.1|DKIK	LOC6634439|XP_032296347.1|DVIR
OG0004626	LOC108076000|XP_017024143.1|DKIK	LOC6631543|XP_032295830.1|DVIR
OG0004627	LOC108072708|XP_017019447.1|DKIK	LOC6623650|XP_002046306.2|DVIR
OG0004628	LOC108079354|XP_017029150.1|DKIK	LOC6636926|XP_032289219.1|DVIR
OG0004629	LOC108075490|XP_017023437.1|DKIK	LOC6630470|XP_015027016.1|DVIR
OG0004630	LOC108073407|XP_017020492.1|DKIK	LOC6633060|XP_032289698.1|DVIR
OG0004631	LOC108083936|XP_017035431.1|DKIK	LOC6632805|XP_032289411.1|DVIR
OG0004632	LOC108083935|XP_017035429.1|DKIK	LOC6632806|XP_002056233.2|DVIR
OG0004633	LOC108077602|XP_017026491.1|DKIK	LOC6632217|XP_002055885.1|DVIR
OG0004634	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK	LOC6633234|XP_002055849.1|DVIR
OG0004635	LOC108074154|XP_017021546.1|DKIK	LOC6631942|XP_002055044.2|DVIR
OG0004636	LOC108079209|XP_017028965.1|DKIK	LOC6632091|XP_032295384.1|DVIR
OG0004637	LOC108080327|XP_017030513.1|DKIK	LOC6633413|XP_015025557.1|DVIR
OG0004638	LOC108082920|XP_017033999.1|DKIK	LOC6635417|XP_032296143.1|DVIR
OG0004639	LOC108084927|XP_017036813.1|DKIK	LOC6630242|XP_002053906.2|DVIR
OG0004640	LOC108084912|XP_017036796.1|DKIK	LOC6630244|XP_002053908.2|DVIR
OG0004641	LOC108085036|XP_017036976.1|DKIK	LOC6633851|XP_032295983.1|DVIR
OG0004642	LOC108080379|XP_017030590.1|DKIK	LOC6633414|XP_002056813.1|DVIR
OG0004643	LOC108080975|XP_017031391.1|DKIK	LOC6629349|XP_002053265.1|DVIR
OG0004644	LOC108079400|XP_017029215.1|DKIK	LOC6634681|XP_002057997.1|DVIR
OG0004645	LOC108074346|XP_017021859.1|DKIK	LOC6628190|XP_002052849.1|DVIR
OG0004646	LOC108085323|XP_017037368.1|DKIK	LOC6632879|XP_002055931.1|DVIR
OG0004647	LOC108085063|XP_017037014.1|DKIK	LOC6633814|XP_032296599.1|DVIR
OG0004648	LOC108082956|XP_017034061.1|DKIK	LOC6632168|XP_015026659.2|DVIR
OG0004649	LOC108084463|XP_017036163.1|DKIK	LOC6633748|XP_002056934.1|DVIR
OG0004650	LOC108082053|XP_017032818.1|DKIK	LOC6627753|XP_032293389.1|DVIR
OG0004651	LOC108075422|XP_017023335.1|DKIK	LOC6630547|XP_002054418.3|DVIR
OG0004652	LOC108084220|XP_017035831.1|DKIK	LOC6632939|XP_002056126.1|DVIR
OG0004653	LOC108075255|XP_017023105.1|DKIK	LOC6622712|XP_002048313.1|DVIR
OG0004654	LOC108074565|XP_017022156.1|DKIK	LOC6628457|XP_002051829.1|DVIR
OG0004655	LOC108084581|XP_017036344.1|DKIK	LOC6629938|XP_002054366.3|DVIR
OG0004656	LOC108083555|XP_017034894.1|DKIK	LOC6635452|XP_002059054.1|DVIR
OG0004657	LOC108084855|XP_017036724.1|DKIK	LOC6632965|XP_002056355.3|DVIR
OG0004658	LOC108084958|XP_017036859.1|DKIK	LOC6631196|XP_002053039.1|DVIR
OG0004659	LOC108081253|XP_017031836.1|DKIK	LOC6629310|XP_002052974.1|DVIR
OG0004660	LOC108075592|XP_017023603.1|DKIK	LOC6630916|XP_002053775.1|DVIR
OG0004661	LOC108075621|XP_017023644.1|DKIK	LOC6630545|XP_002054416.1|DVIR
OG0004662	LOC108070639|XP_017016695.1|DKIK	LOC6632329|XP_002056389.1|DVIR
OG0004663	LOC108079347|XP_017029143.1|DKIK	LOC6636051|XP_002059515.1|DVIR
OG0004664	LOC108079416|XP_017029232.1|DKIK	LOC6636050|XP_002059514.1|DVIR
OG0004665	LOC108079453|XP_017029277.1|DKIK	LOC6634719|XP_002058318.1|DVIR
OG0004666	LOC108084202|XP_017035803.1|DKIK	LOC6630044|XP_032295130.1|DVIR
OG0004667	LOC108084292|XP_017035944.1|DKIK	LOC26531172|XP_015027868.1|DVIR
OG0004668	LOC108085058|XP_017037007.1|DKIK	LOC6633857|XP_032295880.1|DVIR
OG0004669	LOC108075841|XP_017023905.1|DKIK	LOC6627541|XP_002052488.1|DVIR
OG0004670	LOC108077807|XP_017026814.1|DKIK	LOC6630234|XP_002054574.3|DVIR
OG0004671	LOC108077688|XP_017026609.1|DKIK	LOC6630247|XP_002053761.1|DVIR
OG0004672	LOC108077592|XP_017026475.1|DKIK	LOC6630400|XP_032294921.1|DVIR
OG0004673	LOC108077740|XP_017026697.1|DKIK	LOC6631093|XP_002054053.1|DVIR
OG0004674	LOC108083714|XP_017035105.1|DKIK	LOC6632300|XP_002055989.2|DVIR
OG0004675	LOC108083713|XP_017035104.1|DKIK	LOC6632302|XP_002055991.1|DVIR
OG0004676	LOC108070692|XP_017016763.1|DKIK	LOC6635122|XP_002058574.1|DVIR
OG0004677	LOC108084552|XP_017036291.1|DKIK	LOC6635011|XP_032295175.1|DVIR
OG0004678	LOC108084610|XP_017036382.1|DKIK	LOC6631192|XP_002054837.1|DVIR
OG0004679	LOC108084629|XP_017036407.1|DKIK	LOC6631183|XP_002053238.1|DVIR
OG0004680	LOC108075572|XP_017023577.1|DKIK	LOC6630690|XP_032295315.1|DVIR
OG0004681	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK	LOC6629569|XP_002054852.2|DVIR
OG0004682	LOC108075794|XP_017023855.1|DKIK	LOC6627311|XP_002052141.1|DVIR
OG0004683	LOC108081208|XP_017031771.1|DKIK	LOC6632537|XP_002056180.1|DVIR
OG0004684	LOC108084046|XP_017035553.1|DKIK	LOC116651838|XP_032294830.1|DVIR, LOC6630831|XP_002054117.1|DVIR
OG0004685	LOC108075702|XP_017023715.1|DKIK	LOC6632745|XP_015025972.1|DVIR
OG0004686	LOC108072081|XP_017018581.1|DKIK	LOC6632612|XP_002056312.1|DVIR
OG0004687	LOC108075756|XP_017023803.1|DKIK	LOC6632986|XP_002055836.2|DVIR
OG0004688	LOC108077723|XP_017026666.1|DKIK	LOC6629959|XP_015027150.1|DVIR
OG0004689	LOC108081085|XP_017031563.1|DKIK	LOC6630606|XP_002054481.2|DVIR
OG0004690	LOC108080471|XP_017030697.1|DKIK	LOC26531269|XP_032291384.1|DVIR
OG0004691	LOC108083984|XP_017035485.1|DKIK	LOC6632758|XP_002055856.1|DVIR
OG0004692	LOC108075539|XP_017023525.1|DKIK	LOC6630531|XP_002054806.1|DVIR, LOC116649728|XP_032294649.1|DVIR
OG0004693	LOC108075603|XP_017023623.1|DKIK	LOC6630527|XP_002054804.2|DVIR
OG0004694	LOC108073539|XP_017020712.1|DKIK	LOC6629491|XP_002052950.2|DVIR
OG0004695	LOC108083730|XP_017035126.1|DKIK	LOC6632304|XP_002055993.2|DVIR
OG0004696	LOC108071284|XP_017017463.1|DKIK	LOC6629736|XP_002054140.1|DVIR
OG0004697	LOC108084820|XP_017036674.1|DKIK	LOC6631362|XP_032296002.1|DVIR
OG0004698	LOC108085951|XP_017038226.1|DKIK	LOC6632138|XP_002055390.1|DVIR
OG0004699	LOC108077831|XP_017026846.1|DKIK	LOC6629710|XP_002053072.1|DVIR
OG0004700	LOC108084611|XP_017036385.1|DKIK	LOC6633036|XP_032289642.1|DVIR
OG0004701	LOC108084867|XP_017036747.1|DKIK	LOC6629416|XP_002053150.1|DVIR
OG0004702	LOC108084562|XP_017036306.1|DKIK	LOC6630767|XP_002054825.2|DVIR
OG0004703	LOC108080925|XP_017031318.1|DKIK	LOC6630176|XP_015027069.1|DVIR
OG0004704	LOC108073437|XP_017020547.1|DKIK	LOC6630642|XP_002053025.1|DVIR
OG0004705	LOC108075519|XP_017023501.1|DKIK	LOC6634893|XP_002058481.1|DVIR
OG0004706	LOC108071955|XP_017018410.1|DKIK	LOC6622495|XP_002046422.1|DVIR
OG0004707	LOC108075884|XP_017023979.1|DKIK	LOC6629699|XP_002052957.2|DVIR
OG0004708	LOC108074101|XP_017021485.1|DKIK	LOC6630277|XP_002054888.3|DVIR
OG0004709	LOC108073560|XP_017020735.1|DKIK	LOC6634939|XP_002058709.1|DVIR
OG0004710	LOC108077808|XP_017026815.1|DKIK	LOC6631208|XP_002054439.1|DVIR
OG0004711	LOC108077580|XP_017026464.1|DKIK	LOC6630225|XP_032295015.1|DVIR
OG0004712	LOC108074072|XP_017021435.1|DKIK	LOC6630582|XP_002053854.1|DVIR
OG0004713	LOC108084601|XP_017036368.1|DKIK	LOC6635149|XP_002058633.2|DVIR
OG0004714	LOC108084550|XP_017036288.1|DKIK	LOC26530937|XP_032295164.1|DVIR
OG0004715	LOC108077436|XP_017026240.1|DKIK	LOC6634161|XP_002057528.1|DVIR
OG0004716	LOC108084563|XP_017036307.1|DKIK	LOC6634852|XP_002058642.1|DVIR
OG0004717	LOC108080117|XP_017030237.1|DKIK	LOC6631317|XP_032295656.1|DVIR
OG0004718	LOC108082225|XP_017033051.1|DKIK	LOC6628231|XP_002051801.1|DVIR
OG0004719	LOC108073715|XP_017020948.1|DKIK	LOC6629476|XP_032295555.1|DVIR
OG0004720	LOC108084571|XP_017036327.1|DKIK	LOC6630770|XP_002054828.1|DVIR
OG0004721	LOC108084165|XP_017035733.1|DKIK	LOC6632941|XP_002056128.1|DVIR
OG0004722	LOC108075750|XP_017023793.1|DKIK	LOC6634876|XP_032295029.1|DVIR
OG0004723	LOC108084106|XP_017035622.1|DKIK, LOC108074171|XP_017021592.1|DKIK	LOC6634411|XP_002057932.1|DVIR
OG0004724	LOC108085736|XP_017037953.1|DKIK	LOC6631118|XP_002054238.2|DVIR
OG0004725	LOC108077766|XP_017026742.1|DKIK	LOC6632594|XP_002056021.2|DVIR
OG0004726	LOC108083752|XP_017035157.1|DKIK	LOC6632307|XP_002055996.1|DVIR
OG0004727	LOC108081218|XP_017031780.1|DKIK	LOC6629552|XP_015027072.1|DVIR
OG0004728	LOC108077705|XP_017026633.1|DKIK	LOC6633124|XP_002056067.1|DVIR
OG0004729	LOC108071808|XP_017018196.1|DKIK	LOC6632023|XP_002055238.1|DVIR
OG0004730	LOC108075906|XP_017024015.1|DKIK	LOC6627904|XP_002051397.1|DVIR
OG0004731	LOC108085680|XP_017037862.1|DKIK	LOC6630754|XP_002054493.1|DVIR
OG0004732	LOC108075411|XP_017023324.1|DKIK	LOC6630569|XP_002054386.1|DVIR
OG0004733	LOC108075623|XP_017023646.1|DKIK	LOC6630570|XP_002054387.1|DVIR
OG0004734	LOC108073535|XP_017020705.1|DKIK	LOC6631088|XP_032293627.1|DVIR
OG0004735	LOC108077761|XP_017026732.1|DKIK	LOC6629370|XP_032294949.1|DVIR
OG0004736	LOC108081078|XP_017031554.1|DKIK	LOC6631215|XP_032289600.1|DVIR
OG0004737	LOC108077654|XP_017026559.1|DKIK	LOC6634915|XP_002058675.1|DVIR
OG0004738	LOC108077886|XP_017026911.1|DKIK	LOC6634917|XP_032294885.1|DVIR
OG0004739	LOC108081032|XP_017031483.1|DKIK	LOC6630785|XP_002054819.1|DVIR
OG0004740	LOC108081098|XP_017031582.1|DKIK	LOC6629268|XP_002052975.1|DVIR
OG0004741	LOC108085693|XP_017037890.1|DKIK	LOC6635013|XP_002058657.1|DVIR
OG0004742	LOC108083322|XP_017034557.1|DKIK	LOC6636199|XP_032290104.1|DVIR
OG0004743	LOC108084618|XP_017036393.1|DKIK	LOC6635036|XP_002058615.1|DVIR
OG0004744	LOC108073648|XP_017020863.1|DKIK	LOC6627395|XP_002052147.1|DVIR
OG0004745	LOC108080813|XP_017031204.1|DKIK	LOC6633114|XP_032289723.1|DVIR
OG0004746	LOC108075569|XP_017023572.1|DKIK	LOC6629632|XP_002053334.2|DVIR
OG0004747	LOC108075570|XP_017023573.1|DKIK	LOC6629633|XP_015027207.1|DVIR
OG0004748	LOC108075551|XP_017023544.1|DKIK	LOC6629635|XP_002053337.2|DVIR
OG0004749	LOC108071336|XP_017017547.1|DKIK	LOC6629967|XP_002054169.3|DVIR
OG0004750	LOC108073305|XP_017020351.1|DKIK	LOC6630971|XP_002053805.1|DVIR
OG0004751	LOC108081066|XP_017031533.1|DKIK	LOC6633081|XP_015025995.1|DVIR
OG0004752	LOC108084933|XP_017036819.1|DKIK	LOC6630573|XP_002053922.1|DVIR
OG0004753	LOC108075584|XP_017023591.1|DKIK	LOC6632507|XP_002056012.2|DVIR
OG0004754	LOC108077783|XP_017026771.1|DKIK	LOC6632937|XP_002056124.1|DVIR
OG0004755	LOC108073047|XP_017020003.1|DKIK	LOC6630148|XP_002054179.1|DVIR
OG0004756	LOC108073011|XP_017019961.1|DKIK	LOC6630149|XP_032295150.1|DVIR
OG0004757	LOC108080789|XP_017031150.1|DKIK	LOC6632371|XP_015025871.1|DVIR
OG0004758	LOC108084878|XP_017036759.1|DKIK	LOC6629403|XP_002053583.2|DVIR
OG0004759	LOC108071436|XP_017017680.1|DKIK	LOC6631009|XP_002053953.1|DVIR
OG0004760	LOC108075738|XP_017023775.1|DKIK	LOC6634923|XP_002058434.1|DVIR
OG0004761	LOC108071419|XP_017017654.1|DKIK	LOC6632652|XP_002055804.3|DVIR
OG0004762	LOC108082818|XP_017033866.1|DKIK	LOC6628084|XP_002051168.1|DVIR
OG0004763	LOC108084062|XP_017035570.1|DKIK	LOC6632850|XP_002056248.3|DVIR
OG0004764	LOC108074054|XP_017021453.1|DKIK	LOC6630006|XP_002054768.1|DVIR
OG0004765	LOC108073485|XP_017020632.1|DKIK	LOC6630646|XP_002053029.3|DVIR
OG0004766	LOC108073378|XP_017020444.1|DKIK	LOC6630339|XP_002053014.1|DVIR
OG0004767	LOC108077771|XP_017026752.1|DKIK	LOC6633029|XP_002056056.1|DVIR
OG0004768	LOC108077770|XP_017026751.1|DKIK	LOC6630980|XP_032290714.1|DVIR
OG0004769	LOC108074864|XP_017022565.1|DKIK	LOC6628467|XP_015028213.2|DVIR
OG0004770	LOC108084836|XP_017036698.1|DKIK	LOC6629364|XP_002053573.1|DVIR
OG0004771	LOC108077616|XP_017026512.1|DKIK	LOC6635220|XP_002058408.1|DVIR
OG0004772	LOC108085000|XP_017036917.1|DKIK	LOC6630048|XP_002054567.2|DVIR
OG0004773	LOC108071300|XP_017017489.1|DKIK	LOC6629767|XP_002054152.1|DVIR
OG0004774	LOC108071301|XP_017017490.1|DKIK	LOC6629762|XP_015026993.1|DVIR
OG0004775	LOC108085696|XP_017037897.1|DKIK	LOC6635111|XP_032295081.1|DVIR
OG0004776	LOC108080733|XP_017031082.1|DKIK	LOC6636345|XP_002059944.1|DVIR
OG0004777	LOC108085020|XP_017036954.1|DKIK	LOC6629302|XP_002052966.1|DVIR
OG0004778	LOC108085297|XP_017037344.1|DKIK	LOC6634345|XP_002057473.1|DVIR
OG0004779	LOC108081111|XP_017031600.1|DKIK	LOC6630779|XP_032295205.1|DVIR
OG0004780	LOC108085339|XP_017037385.1|DKIK	LOC6628132|XP_002052927.1|DVIR
OG0004781	LOC108085722|XP_017037934.1|DKIK	LOC6632548|XP_002055827.3|DVIR
OG0004782	LOC108084569|XP_017036319.1|DKIK	LOC6630772|XP_002054830.3|DVIR
OG0004783	LOC108076739|XP_017025220.1|DKIK	LOC6636104|XP_002059646.1|DVIR
OG0004784	LOC108085598|XP_017037754.1|DKIK	LOC6634952|XP_002058540.1|DVIR
OG0004785	LOC108085604|XP_017037764.1|DKIK	LOC6634903|XP_032295351.1|DVIR
OG0004786	LOC108085655|XP_017037837.1|DKIK	LOC6634906|XP_002058558.1|DVIR
OG0004787	LOC108085618|XP_017037777.1|DKIK	LOC6634908|XP_002058560.1|DVIR
OG0004788	LOC108085619|XP_017037778.1|DKIK	LOC6634909|XP_002058561.1|DVIR
OG0004789	LOC108085586|XP_017037742.1|DKIK	LOC6634910|XP_032295321.1|DVIR
OG0004790	LOC108077793|XP_017026783.1|DKIK	LOC6630037|XP_002054028.3|DVIR
OG0004791	LOC108086028|XP_017038328.1|DKIK	LOC6631057|XP_002054223.1|DVIR
OG0004792	LOC108072946|XP_017019796.1|DKIK	LOC6635100|XP_002058348.1|DVIR
OG0004793	LOC108073386|XP_017020460.1|DKIK	LOC6631271|XP_032291750.1|DVIR
OG0004794	LOC108074079|XP_017021447.1|DKIK	LOC6630975|XP_002053863.1|DVIR
OG0004795	LOC108074109|XP_017021495.1|DKIK	LOC6632425|XP_002056097.2|DVIR
OG0004796	LOC108085708|XP_017037912.1|DKIK	LOC6635088|XP_002058418.2|DVIR
OG0004797	LOC108073585|XP_017020761.1|DKIK	LOC6630305|XP_032295393.1|DVIR
OG0004798	LOC108075725|XP_017023754.1|DKIK	LOC6635182|XP_002058586.1|DVIR
OG0004799	LOC108071430|XP_017017671.1|DKIK	LOC6630955|XP_002053945.1|DVIR
OG0004800	LOC108077625|XP_017026522.1|DKIK	LOC6629667|XP_032295057.1|DVIR
OG0004801	LOC108073592|XP_017020775.1|DKIK	LOC6629676|XP_002053659.1|DVIR
OG0004802	LOC108071257|XP_017017432.1|DKIK	LOC26530763|XP_015027823.2|DVIR
OG0004803	LOC108081061|XP_017031529.1|DKIK	LOC6630153|XP_032295299.1|DVIR
OG0004804	LOC108077767|XP_017026748.1|DKIK	LOC6630979|XP_032290751.1|DVIR
OG0004805	LOC108073483|XP_017020627.1|DKIK	LOC6629951|XP_032288746.1|DVIR
OG0004806	LOC108084235|XP_017035856.1|DKIK	LOC6634499|XP_002058237.1|DVIR
OG0004807	LOC108073497|XP_017020646.1|DKIK	LOC26530603|XP_015027812.1|DVIR
OG0004808	LOC108084273|XP_017035918.1|DKIK	LOC6632729|XP_002056052.1|DVIR
