Orthogroup	DKIK.longest_only	AAEG.longest_only
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC108083517|XP_017034827.1|DKIK	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC108077529|XP_017026385.1|DKIK	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC108080142|XP_017030265.1|DKIK	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC108080018|XP_017030074.1|DKIK	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC108079004|XP_017028670.1|DKIK	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC108079314|XP_017029096.1|DKIK	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC108079734|XP_017029634.1|DKIK	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC108081035|XP_017031486.1|DKIK	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC108083735|XP_017035135.1|DKIK	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC108077630|XP_017026531.1|DKIK	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC108083755|XP_017035161.1|DKIK	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC108081124|XP_017031630.1|DKIK	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC108075820|XP_017023922.1|DKIK	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC108075533|XP_017023519.1|DKIK	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC108083868|XP_017035346.1|DKIK	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC108074253|XP_017021711.1|DKIK	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC108079345|XP_017029139.1|DKIK	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC108077733|XP_017026684.1|DKIK	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC108076371|XP_017024665.1|DKIK	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC108083547|XP_017034881.1|DKIK	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC108074081|XP_017021449.1|DKIK	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC108082175|XP_017032971.1|DKIK	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC108074650|XP_017022254.1|DKIK	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC108077671|XP_017026581.1|DKIK	LOC5566490|XP_021696180.1|AAEG
OG0004586	LOC108076051|XP_017024219.1|DKIK	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG
OG0004587	LOC108083188|XP_017034380.1|DKIK	LOC5571316|XP_021696265.1|AAEG
OG0004588	LOC108083214|XP_017034416.1|DKIK	LOC5571317|XP_021696269.1|AAEG
OG0004589	LOC108079786|XP_017029730.1|DKIK, LOC108084024|XP_017035526.1|DKIK	LOC5571312|XP_021696292.1|AAEG
OG0004590	LOC108073384|XP_017020454.1|DKIK	LOC5571304|XP_021696553.1|AAEG
OG0004591	LOC108073489|XP_017020637.1|DKIK	LOC5571303|XP_021696640.1|AAEG
OG0004592	LOC108076994|XP_017025552.1|DKIK	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG
OG0004593	LOC108071710|XP_017018020.1|DKIK	LOC5571324|XP_001653613.1|AAEG
OG0004594	LOC108078983|XP_017028643.1|DKIK	LOC5570456|XP_021696795.1|AAEG
OG0004595	LOC108071747|XP_017018060.1|DKIK	LOC5570455|XP_001659155.1|AAEG
OG0004596	LOC108082951|XP_017034056.1|DKIK	LOC5568415|XP_001658067.2|AAEG
OG0004597	LOC108083469|XP_017034745.1|DKIK	LOC5576593|XP_001656176.2|AAEG
OG0004598	LOC108079885|XP_017029894.1|DKIK	LOC5576594|XP_021697315.1|AAEG
OG0004599	LOC108086174|XP_017038524.1|DKIK	LOC5576590|XP_021694237.1|AAEG
OG0004600	LOC108079328|XP_017029118.1|DKIK	LOC5578881|XP_021697499.1|AAEG
OG0004601	LOC108079342|XP_017029137.1|DKIK	LOC5575001|XP_021697559.1|AAEG
OG0004602	LOC108080182|XP_017030319.1|DKIK	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG
OG0004603	LOC108074331|XP_017021830.1|DKIK	LOC5574964|XP_001655438.1|AAEG
OG0004604	LOC108071825|XP_017018221.1|DKIK	LOC5577019|XP_001656305.2|AAEG
OG0004605	LOC108085762|XP_017037992.1|DKIK	LOC5572546|XP_021698206.1|AAEG
OG0004606	LOC108076982|XP_017025565.1|DKIK	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG
OG0004607	LOC108074914|XP_017022631.1|DKIK	LOC5571999|XP_021699006.1|AAEG
OG0004608	LOC108084473|XP_017036176.1|DKIK	LOC5580118|XP_021699158.1|AAEG
OG0004609	LOC108083852|XP_017035324.1|DKIK	LOC5580129|XP_001655265.1|AAEG
OG0004610	LOC108073724|XP_017020959.1|DKIK	LOC5567908|XP_021699375.1|AAEG
OG0004611	LOC108073726|XP_017020970.1|DKIK	LOC5567930|XP_021699546.1|AAEG
OG0004612	LOC108073750|XP_017021007.1|DKIK	LOC5567934|XP_021699581.1|AAEG
OG0004613	LOC108081039|XP_017031492.1|DKIK	LOC5567928|XP_001651965.2|AAEG
OG0004614	LOC108083902|XP_017035387.1|DKIK	LOC23687785|XP_021699626.1|AAEG
OG0004615	LOC108079229|XP_017029001.1|DKIK	LOC5580054|XP_021699671.1|AAEG
OG0004616	LOC108071770|XP_017018103.1|DKIK	LOC5580056|XP_001654826.2|AAEG
OG0004617	LOC108074848|XP_017022546.1|DKIK	LOC5569683|XP_021699817.1|AAEG
OG0004618	LOC108084195|XP_017035787.1|DKIK, LOC108081569|XP_017032276.1|DKIK	LOC5564408|XP_001648750.2|AAEG
OG0004619	LOC108073550|XP_017020723.1|DKIK	LOC5564395|XP_001648740.2|AAEG
OG0004620	LOC108073096|XP_017020076.1|DKIK	LOC5576466|XP_021700376.1|AAEG
OG0004621	LOC108075624|XP_017023647.1|DKIK	LOC5576467|XP_021700393.1|AAEG
OG0004622	LOC108084294|XP_017035946.1|DKIK	LOC110676561|XP_021700642.1|AAEG
OG0004623	LOC108077582|XP_017026468.1|DKIK	LOC5576484|XP_021700664.1|AAEG
OG0004624	LOC108075527|XP_017023513.1|DKIK	LOC5579374|XP_001647679.1|AAEG
OG0004625	LOC108071046|XP_017017235.1|DKIK	LOC5570705|XP_021700943.1|AAEG
OG0004626	LOC108076000|XP_017024143.1|DKIK	LOC5570700|XP_021701111.1|AAEG
OG0004627	LOC108072708|XP_017019447.1|DKIK	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG
OG0004628	LOC108079354|XP_017029150.1|DKIK	LOC5566101|XP_021701666.1|AAEG
OG0004629	LOC108075490|XP_017023437.1|DKIK	LOC5578826|XP_021701851.1|AAEG
OG0004630	LOC108073407|XP_017020492.1|DKIK	LOC5578829|XP_021701956.1|AAEG
OG0004631	LOC108083936|XP_017035431.1|DKIK	LOC5575024|XP_001661757.2|AAEG
OG0004632	LOC108083935|XP_017035429.1|DKIK	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG
OG0004633	LOC108077602|XP_017026491.1|DKIK	LOC5578655|XP_021702447.1|AAEG
OG0004634	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK	LOC5567053|XP_001651445.1|AAEG
OG0004635	LOC108074154|XP_017021546.1|DKIK	LOC5579439|XP_021702564.1|AAEG
OG0004636	LOC108079209|XP_017028965.1|DKIK	LOC5576304|XP_021702660.1|AAEG
OG0004637	LOC108080327|XP_017030513.1|DKIK	LOC5566946|XP_021702766.1|AAEG
OG0004638	LOC108082920|XP_017033999.1|DKIK	LOC110676975|XP_021702833.1|AAEG
OG0004639	LOC108084927|XP_017036813.1|DKIK	LOC5576873|XP_001662971.1|AAEG
OG0004640	LOC108084912|XP_017036796.1|DKIK	LOC110677132|XP_021703586.1|AAEG
OG0004641	LOC108085036|XP_017036976.1|DKIK	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG
OG0004642	LOC108080379|XP_017030590.1|DKIK	LOC5564074|XP_001648356.2|AAEG
OG0004643	LOC108080975|XP_017031391.1|DKIK	LOC5564047|XP_001648357.1|AAEG
OG0004644	LOC108079400|XP_017029215.1|DKIK	LOC5564058|XP_001648358.1|AAEG
OG0004645	LOC108074346|XP_017021859.1|DKIK	LOC5564072|XP_001648359.1|AAEG
OG0004646	LOC108085323|XP_017037368.1|DKIK	LOC5564039|XP_001648362.2|AAEG
OG0004647	LOC108085063|XP_017037014.1|DKIK	LOC5564042|XP_021703902.1|AAEG
OG0004648	LOC108082956|XP_017034061.1|DKIK	LOC5564034|XP_001648370.1|AAEG
OG0004649	LOC108084463|XP_017036163.1|DKIK	LOC5564033|XP_001648388.2|AAEG
OG0004650	LOC108082053|XP_017032818.1|DKIK	LOC5571509|XP_001659760.2|AAEG
OG0004651	LOC108075422|XP_017023335.1|DKIK	LOC5563797|XP_021705176.1|AAEG
OG0004652	LOC108084220|XP_017035831.1|DKIK	LOC5565059|XP_001649413.2|AAEG
OG0004653	LOC108075255|XP_017023105.1|DKIK	LOC5565054|XP_001649408.2|AAEG
OG0004654	LOC108074565|XP_017022156.1|DKIK	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG
OG0004655	LOC108084581|XP_017036344.1|DKIK	LOC5565063|XP_001649395.2|AAEG
OG0004656	LOC108083555|XP_017034894.1|DKIK	LOC5565050|XP_001649392.1|AAEG
OG0004657	LOC108084855|XP_017036724.1|DKIK	LOC5565263|XP_001649611.2|AAEG
OG0004658	LOC108084958|XP_017036859.1|DKIK	LOC23687387|XP_021705930.1|AAEG
OG0004659	LOC108081253|XP_017031836.1|DKIK	LOC5576003|XP_021705972.1|AAEG
OG0004660	LOC108075592|XP_017023603.1|DKIK	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG
OG0004661	LOC108075621|XP_017023644.1|DKIK	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG
OG0004662	LOC108070639|XP_017016695.1|DKIK	LOC5570619|XP_021706383.1|AAEG
OG0004663	LOC108079347|XP_017029143.1|DKIK	LOC5570613|XP_021706431.1|AAEG
OG0004664	LOC108079416|XP_017029232.1|DKIK	LOC5570614|XP_001659213.2|AAEG
OG0004665	LOC108079453|XP_017029277.1|DKIK	LOC110678164|XP_021706480.1|AAEG
OG0004666	LOC108084202|XP_017035803.1|DKIK	LOC5569671|XP_021706516.1|AAEG
OG0004667	LOC108084292|XP_017035944.1|DKIK	LOC5569670|XP_001652933.1|AAEG
OG0004668	LOC108085058|XP_017037007.1|DKIK	LOC5566637|XP_021706641.1|AAEG
OG0004669	LOC108075841|XP_017023905.1|DKIK	LOC23687857|XP_021706703.1|AAEG
OG0004670	LOC108077807|XP_017026814.1|DKIK	LOC5577888|XP_021707313.1|AAEG
OG0004671	LOC108077688|XP_017026609.1|DKIK	LOC5577673|XP_001663450.2|AAEG
OG0004672	LOC108077592|XP_017026475.1|DKIK	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG
OG0004673	LOC108077740|XP_017026697.1|DKIK	LOC5565265|XP_021707970.1|AAEG
OG0004674	LOC108083714|XP_017035105.1|DKIK	LOC5580231|XP_001655929.1|AAEG
OG0004675	LOC108083713|XP_017035104.1|DKIK	LOC5579494|XP_021708351.1|AAEG
OG0004676	LOC108070692|XP_017016763.1|DKIK	LOC5578580|XP_001663971.1|AAEG
OG0004677	LOC108084552|XP_017036291.1|DKIK	LOC5568274|XP_021708900.1|AAEG
OG0004678	LOC108084610|XP_017036382.1|DKIK	LOC5575196|XP_021708925.1|AAEG
OG0004679	LOC108084629|XP_017036407.1|DKIK	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG
OG0004680	LOC108075572|XP_017023577.1|DKIK	LOC5574583|XP_021709444.1|AAEG
OG0004681	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG
OG0004682	LOC108075794|XP_017023855.1|DKIK	LOC5574597|XP_001655229.2|AAEG
OG0004683	LOC108081208|XP_017031771.1|DKIK	LOC5574598|XP_001655231.2|AAEG
OG0004684	LOC108084046|XP_017035553.1|DKIK	LOC5573866|XP_001654906.1|AAEG
OG0004685	LOC108075702|XP_017023715.1|DKIK	LOC5573867|XP_021709999.1|AAEG
OG0004686	LOC108072081|XP_017018581.1|DKIK	LOC5573870|XP_001654902.2|AAEG
OG0004687	LOC108075756|XP_017023803.1|DKIK	LOC5568153|XP_021710128.1|AAEG
OG0004688	LOC108077723|XP_017026666.1|DKIK	LOC5567414|XP_021710488.1|AAEG
OG0004689	LOC108081085|XP_017031563.1|DKIK	LOC5567422|XP_001657404.2|AAEG
OG0004690	LOC108080471|XP_017030697.1|DKIK	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG
OG0004691	LOC108083984|XP_017035485.1|DKIK	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG
OG0004692	LOC108075539|XP_017023525.1|DKIK	LOC5567410|XP_021710610.1|AAEG
OG0004693	LOC108075603|XP_017023623.1|DKIK	LOC5567409|XP_021710619.1|AAEG
OG0004694	LOC108073539|XP_017020712.1|DKIK	LOC5569463|XP_021710880.1|AAEG
OG0004695	LOC108083730|XP_017035126.1|DKIK	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG
OG0004696	LOC108071284|XP_017017463.1|DKIK	LOC5577409|XP_021711701.1|AAEG
OG0004697	LOC108084820|XP_017036674.1|DKIK	LOC5572726|XP_021711703.1|AAEG
OG0004698	LOC108085951|XP_017038226.1|DKIK	LOC5567784|XP_001657686.1|AAEG
OG0004699	LOC108077831|XP_017026846.1|DKIK	LOC5567769|XP_001657669.2|AAEG
OG0004700	LOC108084611|XP_017036385.1|DKIK	LOC5569268|XP_001658414.2|AAEG
OG0004701	LOC108084867|XP_017036747.1|DKIK	LOC5571789|XP_021712686.1|AAEG
OG0004702	LOC108084562|XP_017036306.1|DKIK	LOC5567071|XP_021712876.1|AAEG
OG0004703	LOC108080925|XP_017031318.1|DKIK	LOC5567076|XP_001651472.2|AAEG
OG0004704	LOC108073437|XP_017020547.1|DKIK	LOC5577527|XP_021712945.1|AAEG
OG0004705	LOC108075519|XP_017023501.1|DKIK	LOC5577531|XP_001663415.1|AAEG
OG0004706	LOC108071955|XP_017018410.1|DKIK	LOC5578164|XP_021712961.1|AAEG
OG0004707	LOC108075884|XP_017023979.1|DKIK	LOC5578992|XP_021712980.1|AAEG
OG0004708	LOC108074101|XP_017021485.1|DKIK	LOC5578986|XP_021712983.1|AAEG
OG0004709	LOC108073560|XP_017020735.1|DKIK	LOC5573380|XP_001660859.2|AAEG
OG0004710	LOC108077808|XP_017026815.1|DKIK	LOC5573382|XP_021712994.1|AAEG
OG0004711	LOC108077580|XP_017026464.1|DKIK	LOC5567514|XP_021712998.1|AAEG
OG0004712	LOC108074072|XP_017021435.1|DKIK	LOC5570622|XP_001659225.2|AAEG
OG0004713	LOC108084601|XP_017036368.1|DKIK	LOC5577008|XP_021713014.1|AAEG
OG0004714	LOC108084550|XP_017036288.1|DKIK	LOC5577010|XP_021713020.1|AAEG
OG0004715	LOC108077436|XP_017026240.1|DKIK	LOC5577983|XP_001656717.2|AAEG
OG0004716	LOC108084563|XP_017036307.1|DKIK	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG
OG0004717	LOC108080117|XP_017030237.1|DKIK	LOC5580309|XP_021713070.1|AAEG
OG0004718	LOC108082225|XP_017033051.1|DKIK	LOC5580307|XP_021713072.1|AAEG
OG0004719	LOC108073715|XP_017020948.1|DKIK	LOC5567836|XP_021713139.1|AAEG
OG0004720	LOC108084571|XP_017036327.1|DKIK	LOC5567828|XP_021713151.1|AAEG
OG0004721	LOC108084165|XP_017035733.1|DKIK	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG
OG0004722	LOC108075750|XP_017023793.1|DKIK	LOC5564376|XP_021713169.1|AAEG
OG0004723	LOC108084106|XP_017035622.1|DKIK, LOC108074171|XP_017021592.1|DKIK	LOC5576285|XP_001662575.2|AAEG
OG0004724	LOC108085736|XP_017037953.1|DKIK	LOC5565704|XP_021713195.1|AAEG
OG0004725	LOC108077766|XP_017026742.1|DKIK	LOC23687519|XP_021713205.1|AAEG
OG0004726	LOC108083752|XP_017035157.1|DKIK	LOC5577062|XP_021713221.1|AAEG
OG0004727	LOC108081218|XP_017031780.1|DKIK	LOC5569229|XP_021713257.1|AAEG
OG0004728	LOC108077705|XP_017026633.1|DKIK	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG
OG0004729	LOC108071808|XP_017018196.1|DKIK	LOC5574059|XP_001655039.1|AAEG
OG0004730	LOC108075906|XP_017024015.1|DKIK	LOC5574058|XP_001655038.2|AAEG
OG0004731	LOC108085680|XP_017037862.1|DKIK	LOC5574049|XP_001655027.1|AAEG
OG0004732	LOC108075411|XP_017023324.1|DKIK	LOC5579204|XP_021713323.1|AAEG
OG0004733	LOC108075623|XP_017023646.1|DKIK	LOC5579208|XP_001657331.2|AAEG
OG0004734	LOC108073535|XP_017020705.1|DKIK	LOC5565061|XP_021713325.1|AAEG
OG0004735	LOC108077761|XP_017026732.1|DKIK	LOC5574617|XP_021713353.1|AAEG
OG0004736	LOC108081078|XP_017031554.1|DKIK	LOC5574615|XP_021713359.1|AAEG
OG0004737	LOC108077654|XP_017026559.1|DKIK	LOC5579129|XP_001664227.2|AAEG
OG0004738	LOC108077886|XP_017026911.1|DKIK	LOC5564607|XP_021713379.1|AAEG
OG0004739	LOC108081032|XP_017031483.1|DKIK	LOC5564604|XP_001648952.2|AAEG
OG0004740	LOC108081098|XP_017031582.1|DKIK	LOC5580180|XP_001655596.2|AAEG
OG0004741	LOC108085693|XP_017037890.1|DKIK	LOC5580179|XP_021713415.1|AAEG
OG0004742	LOC108083322|XP_017034557.1|DKIK	LOC5580168|XP_021713424.1|AAEG
OG0004743	LOC108084618|XP_017036393.1|DKIK	LOC5575984|XP_001655938.2|AAEG
OG0004744	LOC108073648|XP_017020863.1|DKIK	LOC5571518|XP_001659764.2|AAEG
OG0004745	LOC108080813|XP_017031204.1|DKIK	LOC110674034|XP_021692979.1|AAEG
OG0004746	LOC108075569|XP_017023572.1|DKIK	LOC5578530|XP_021693013.1|AAEG
OG0004747	LOC108075570|XP_017023573.1|DKIK	LOC5574921|XP_021693014.1|AAEG
OG0004748	LOC108075551|XP_017023544.1|DKIK	LOC110674038|XP_021693022.1|AAEG
OG0004749	LOC108071336|XP_017017547.1|DKIK	LOC5570841|XP_021693038.1|AAEG
OG0004750	LOC108073305|XP_017020351.1|DKIK	LOC5564809|XP_001649157.2|AAEG
OG0004751	LOC108081066|XP_017031533.1|DKIK	LOC5573468|XP_001660889.2|AAEG
OG0004752	LOC108084933|XP_017036819.1|DKIK	LOC5576839|XP_021693055.1|AAEG
OG0004753	LOC108075584|XP_017023591.1|DKIK	LOC5576840|XP_001662952.2|AAEG
OG0004754	LOC108077783|XP_017026771.1|DKIK	LOC5576841|XP_001662951.1|AAEG
OG0004755	LOC108073047|XP_017020003.1|DKIK	LOC5563664|XP_021693061.1|AAEG
OG0004756	LOC108073011|XP_017019961.1|DKIK	LOC5563630|XP_001647845.1|AAEG
OG0004757	LOC108080789|XP_017031150.1|DKIK	LOC5580078|XP_021693067.1|AAEG
OG0004758	LOC108084878|XP_017036759.1|DKIK	LOC5565688|XP_021693077.1|AAEG
OG0004759	LOC108071436|XP_017017680.1|DKIK	LOC5580095|XP_021694314.1|AAEG
OG0004760	LOC108075738|XP_017023775.1|DKIK	LOC5580097|XP_021693082.1|AAEG
OG0004761	LOC108071419|XP_017017654.1|DKIK	LOC5566481|XP_021693093.1|AAEG
OG0004762	LOC108082818|XP_017033866.1|DKIK	LOC5566478|XP_021693095.1|AAEG
OG0004763	LOC108084062|XP_017035570.1|DKIK	LOC110674063|XP_021693123.1|AAEG
OG0004764	LOC108074054|XP_017021453.1|DKIK	LOC5566462|XP_001650844.2|AAEG
OG0004765	LOC108073485|XP_017020632.1|DKIK	LOC5566459|XP_021693132.1|AAEG
OG0004766	LOC108073378|XP_017020444.1|DKIK	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG
OG0004767	LOC108077771|XP_017026752.1|DKIK	LOC5563705|XP_001647995.2|AAEG
OG0004768	LOC108077770|XP_017026751.1|DKIK	LOC5563720|XP_021693220.1|AAEG
OG0004769	LOC108074864|XP_017022565.1|DKIK	LOC5563719|XP_001648002.2|AAEG
OG0004770	LOC108084836|XP_017036698.1|DKIK	LOC5563706|XP_001648001.1|AAEG
OG0004771	LOC108077616|XP_017026512.1|DKIK	LOC5563713|XP_001648003.1|AAEG
OG0004772	LOC108085000|XP_017036917.1|DKIK	LOC5576366|XP_001656105.2|AAEG
OG0004773	LOC108071300|XP_017017489.1|DKIK	LOC5576364|XP_001656102.1|AAEG
OG0004774	LOC108071301|XP_017017490.1|DKIK	LOC5576362|XP_021693266.1|AAEG
OG0004775	LOC108085696|XP_017037897.1|DKIK	LOC5576360|XP_001656098.1|AAEG
OG0004776	LOC108080733|XP_017031082.1|DKIK	LOC5576357|XP_001656095.2|AAEG
OG0004777	LOC108085020|XP_017036954.1|DKIK	LOC5576353|XP_001656091.1|AAEG
OG0004778	LOC108085297|XP_017037344.1|DKIK	LOC5567291|XP_001651727.2|AAEG
OG0004779	LOC108081111|XP_017031600.1|DKIK	LOC5567287|XP_021693333.1|AAEG
OG0004780	LOC108085339|XP_017037385.1|DKIK	LOC5567286|XP_001651717.1|AAEG
OG0004781	LOC108085722|XP_017037934.1|DKIK	LOC5567281|XP_021693335.1|AAEG
OG0004782	LOC108084569|XP_017036319.1|DKIK	LOC5569123|XP_021693348.1|AAEG
OG0004783	LOC108076739|XP_017025220.1|DKIK	LOC5576729|XP_001656237.1|AAEG
OG0004784	LOC108085598|XP_017037754.1|DKIK	LOC5576719|XP_001656225.2|AAEG
OG0004785	LOC108085604|XP_017037764.1|DKIK	LOC5564486|XP_001648827.1|AAEG
OG0004786	LOC108085655|XP_017037837.1|DKIK	LOC110674098|XP_021693387.1|AAEG
OG0004787	LOC108085618|XP_017037777.1|DKIK	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG
OG0004788	LOC108085619|XP_017037778.1|DKIK	LOC5573630|XP_001660959.1|AAEG
OG0004789	LOC108085586|XP_017037742.1|DKIK	LOC5573633|XP_001660960.2|AAEG
OG0004790	LOC108077793|XP_017026783.1|DKIK	LOC5578540|XP_001663931.1|AAEG
OG0004791	LOC108086028|XP_017038328.1|DKIK	LOC5567507|XP_021693404.1|AAEG
OG0004792	LOC108072946|XP_017019796.1|DKIK	LOC5567505|XP_001651805.1|AAEG
OG0004793	LOC108073386|XP_017020460.1|DKIK	LOC5567509|XP_021693418.1|AAEG
OG0004794	LOC108074079|XP_017021447.1|DKIK	LOC5568908|XP_021693425.1|AAEG
OG0004795	LOC108074109|XP_017021495.1|DKIK	LOC5568898|XP_001658225.2|AAEG
OG0004796	LOC108085708|XP_017037912.1|DKIK	LOC5573319|XP_021693445.1|AAEG
OG0004797	LOC108073585|XP_017020761.1|DKIK	LOC5573320|XP_021693447.1|AAEG
OG0004798	LOC108075725|XP_017023754.1|DKIK	LOC5573325|XP_001654545.2|AAEG
OG0004799	LOC108071430|XP_017017671.1|DKIK	LOC5573328|XP_001654548.2|AAEG
OG0004800	LOC108077625|XP_017026522.1|DKIK	LOC5575792|XP_021693478.1|AAEG
OG0004801	LOC108073592|XP_017020775.1|DKIK	LOC5573434|XP_021693611.1|AAEG
OG0004802	LOC108071257|XP_017017432.1|DKIK	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG
OG0004803	LOC108081061|XP_017031529.1|DKIK	LOC5577199|XP_021693664.1|AAEG
OG0004804	LOC108077767|XP_017026748.1|DKIK	LOC5569887|XP_021693689.1|AAEG
OG0004805	LOC108073483|XP_017020627.1|DKIK	LOC5566210|XP_021693695.1|AAEG
