Orthogroup	DKIK.longest_only	CPIP.longest_only
OG0003959	LOC108076689|XP_017025128.1|DKIK	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP
OG0003960	LOC108079377|XP_017029186.1|DKIK	LOC120423479|XP_039443248.1|CPIP
OG0003961	LOC108079602|XP_017029449.1|DKIK	LOC120426941|XP_039447696.1|CPIP
OG0003962	LOC108086238|XP_017038599.1|DKIK	LOC120421121|XP_039440213.1|CPIP
OG0003963	LOC108082828|XP_017033877.1|DKIK	LOC120418613|XP_039436991.1|CPIP
OG0003964	LOC108077297|XP_017026065.1|DKIK	LOC120418610|XP_039436988.1|CPIP
OG0003965	LOC108077017|XP_017025584.1|DKIK	LOC120416275|XP_039433912.1|CPIP
OG0003966	LOC108081472|XP_017032157.1|DKIK	LOC120419804|XP_039438574.1|CPIP
OG0003967	LOC108074691|XP_017022309.1|DKIK	LOC120426262|XP_039446933.1|CPIP
OG0003968	LOC108074695|XP_017022324.1|DKIK	LOC120422617|XP_039442045.1|CPIP
OG0003969	LOC108074735|XP_017022390.1|DKIK	LOC120424553|XP_039444654.1|CPIP
OG0003970	LOC108086077|XP_017038384.1|DKIK	LOC120415725|XP_039433255.1|CPIP
OG0003971	LOC108077308|XP_017026080.1|DKIK	LOC120415529|XP_039433020.1|CPIP
OG0003972	LOC108072716|XP_017019463.1|DKIK	LOC120415531|XP_039433024.1|CPIP
OG0003973	LOC108072348|XP_017018928.1|DKIK	LOC120415596|XP_039433122.1|CPIP
OG0003974	LOC108082504|XP_017033422.1|DKIK	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP
OG0003975	LOC108076197|XP_017024423.1|DKIK	LOC120421993|XP_039441239.1|CPIP
OG0003976	LOC108081579|XP_017032286.1|DKIK, LOC108072581|XP_017019278.1|DKIK	LOC120421129|XP_039440223.1|CPIP
OG0003977	LOC108079979|XP_017030032.1|DKIK	LOC120421130|XP_039440224.1|CPIP
OG0003978	LOC108083159|XP_017034335.1|DKIK	LOC120421127|XP_039440220.1|CPIP
OG0003983	LOC108075814|XP_017023877.1|DKIK	LOC120422424|XP_039441772.1|CPIP
OG0003984	LOC108074854|XP_017022553.1|DKIK	LOC120415584|XP_039433106.1|CPIP
OG0003985	LOC108082822|XP_017033871.1|DKIK	LOC120415535|XP_039433028.1|CPIP
OG0003986	LOC108072840|XP_017019624.1|DKIK	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP
OG0003987	LOC108072858|XP_017019663.1|DKIK	LOC120424987|XP_039445290.1|CPIP
OG0003988	LOC108081436|XP_017032107.1|DKIK	LOC120413872|XP_039430776.1|CPIP
OG0003989	LOC108074594|XP_017022196.1|DKIK	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP
OG0003990	LOC108085257|XP_017037294.1|DKIK	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP
OG0003991	LOC108077095|XP_017025760.1|DKIK	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP
OG0003992	LOC108074598|XP_017022203.1|DKIK	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP
OG0003993	LOC108077334|XP_017026112.1|DKIK	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP
OG0003994	LOC108070640|XP_017016696.1|DKIK	LOC120422389|XP_039441732.1|CPIP
OG0003995	LOC108070904|XP_017017049.1|DKIK	LOC120419018|XP_039437519.1|CPIP
OG0003996	LOC108082384|XP_017033214.1|DKIK	LOC120414560|XP_039431714.1|CPIP
OG0003997	LOC108072830|XP_017019611.1|DKIK	LOC120419468|XP_039438088.1|CPIP
OG0003998	LOC108075061|XP_017022868.1|DKIK	LOC120432469|XP_039453632.1|CPIP
OG0003999	LOC108077259|XP_017026018.1|DKIK, LOC108072467|XP_017019103.1|DKIK	LOC120432431|XP_039453583.1|CPIP
OG0004000	LOC108075072|XP_017022842.1|DKIK	LOC120427066|XP_039447838.1|CPIP
OG0004001	LOC108072083|XP_017018583.1|DKIK	LOC120421175|XP_039440304.1|CPIP
OG0004002	LOC108072509|XP_017019170.1|DKIK	LOC120421172|XP_039440301.1|CPIP
OG0004003	LOC108082071|XP_017032849.1|DKIK	LOC120419673|XP_039438378.1|CPIP
OG0004004	LOC108079640|XP_017029516.1|DKIK	LOC120419677|XP_039438398.1|CPIP
OG0004005	LOC108081438|XP_017032110.1|DKIK	LOC120419651|XP_039438342.1|CPIP
OG0004006	LOC108082165|XP_017032960.1|DKIK	LOC120426885|XP_039447622.1|CPIP
OG0004007	LOC108082228|XP_017033054.1|DKIK	LOC120426888|XP_039447627.1|CPIP
OG0004008	LOC108074284|XP_017021746.1|DKIK	LOC120426896|XP_039447635.1|CPIP
OG0004009	LOC108075969|XP_017024106.1|DKIK	LOC120415573|XP_039433086.1|CPIP
OG0004010	LOC108085278|XP_017037318.1|DKIK	LOC120426649|XP_039447373.1|CPIP
OG0004011	LOC108081515|XP_017032222.1|DKIK	LOC120421287|XP_039440412.1|CPIP
OG0004012	LOC108084075|XP_017035585.1|DKIK	LOC120421294|XP_039440419.1|CPIP
OG0004013	LOC108075400|XP_017023315.1|DKIK	LOC120414556|XP_039431701.1|CPIP
OG0004014	LOC108072715|XP_017019461.1|DKIK	LOC120414587|XP_039431760.1|CPIP
OG0004015	LOC108077161|XP_017025883.1|DKIK	LOC120414590|XP_039431764.1|CPIP
OG0004016	LOC108077283|XP_017026050.1|DKIK	LOC120414585|XP_039431753.1|CPIP
OG0004017	LOC108077393|XP_017026176.1|DKIK	LOC120419461|XP_039438077.1|CPIP
OG0004018	LOC108081334|XP_017031964.1|DKIK	LOC120419464|XP_039438082.1|CPIP
OG0004019	LOC108082157|XP_017032945.1|DKIK	LOC120432436|XP_039453588.1|CPIP
OG0004020	LOC108085354|XP_017037410.1|DKIK	LOC120432423|XP_039453560.1|CPIP
OG0004021	LOC108076177|XP_017024400.1|DKIK	LOC120432438|XP_039453590.1|CPIP
OG0004022	LOC108072585|XP_017019282.1|DKIK	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP
OG0004023	LOC108082136|XP_017032928.1|DKIK	LOC120420527|XP_039439531.1|CPIP
OG0004024	LOC108072524|XP_017019185.1|DKIK	LOC120420517|XP_039439511.1|CPIP
OG0004025	LOC108077248|XP_017025998.1|DKIK	LOC120413873|XP_039430777.1|CPIP
OG0004026	LOC108074533|XP_017022106.1|DKIK	LOC120413842|XP_039430731.1|CPIP
OG0004027	LOC108072271|XP_017018827.1|DKIK	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP
OG0004028	LOC108074495|XP_017022061.1|DKIK	LOC120418251|XP_039436502.1|CPIP
OG0004029	LOC108074868|XP_017022570.1|DKIK	LOC120418283|XP_039436548.1|CPIP
OG0004030	LOC108072117|XP_017018630.1|DKIK	LOC120423405|XP_039443140.1|CPIP
OG0004031	LOC108074595|XP_017022198.1|DKIK	LOC120423384|XP_039443101.1|CPIP
OG0004032	LOC108083361|XP_017034596.1|DKIK	LOC120425173|XP_039445541.1|CPIP
OG0004033	LOC108082045|XP_017032811.1|DKIK	LOC120412691|XP_039429201.1|CPIP
OG0004034	LOC108079609|XP_017029462.1|DKIK	LOC120412650|XP_039429138.1|CPIP
OG0004035	LOC108086247|XP_017038607.1|DKIK	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP
OG0004036	LOC108086250|XP_017038618.1|DKIK	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP
OG0004037	LOC108077080|XP_017025737.1|DKIK	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP
OG0004038	LOC108079003|XP_017028673.1|DKIK	LOC120426271|XP_039446947.1|CPIP
OG0004039	LOC108074536|XP_017022111.1|DKIK	LOC120420535|XP_039439543.1|CPIP
OG0004040	LOC108076420|XP_017024750.1|DKIK	LOC120432432|XP_039453584.1|CPIP
OG0004041	LOC108083955|XP_017035450.1|DKIK	LOC120423979|XP_039443906.1|CPIP
OG0004042	LOC108079077|XP_017028789.1|DKIK	LOC120426273|XP_039446950.1|CPIP
OG0004043	LOC108077263|XP_017026019.1|DKIK	LOC120412686|XP_039429196.1|CPIP
OG0004044	LOC108083501|XP_017034799.1|DKIK	LOC120417297|XP_039435182.1|CPIP
OG0004045	LOC108077253|XP_017026004.1|DKIK	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP
OG0004046	LOC108074338|XP_017021846.1|DKIK	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP
OG0004047	LOC108082229|XP_017033055.1|DKIK	LOC120427093|XP_039447877.1|CPIP
OG0004048	LOC108086267|XP_017038643.1|DKIK	LOC120427092|XP_039447876.1|CPIP
OG0004049	LOC108083254|XP_017034450.1|DKIK, LOC108086165|XP_017038516.1|DKIK	LOC120419051|XP_039437551.1|CPIP
OG0004050	LOC108079620|XP_017029485.1|DKIK	LOC120419070|XP_039437588.1|CPIP
OG0004051	LOC108082037|XP_017032799.1|DKIK	LOC120429838|XP_039450836.1|CPIP
OG0004052	LOC108083509|XP_017034806.1|DKIK	LOC120426553|XP_039447254.1|CPIP
OG0004053	LOC108078346|XP_017027639.1|DKIK	LOC120426572|XP_039447291.1|CPIP
OG0004054	LOC108070513|XP_017016501.1|DKIK	LOC120426558|XP_039447258.1|CPIP
OG0004055	LOC108085884|XP_017038136.1|DKIK	LOC120423218|XP_039442861.1|CPIP
OG0004056	LOC108073463|XP_017020588.1|DKIK	LOC120423231|XP_039442873.1|CPIP
OG0004057	LOC108083066|XP_017034191.1|DKIK	LOC120423201|XP_039442836.1|CPIP
OG0004059	LOC108084119|XP_017035636.1|DKIK	LOC120414334|XP_039431408.1|CPIP
OG0004060	LOC108084869|XP_017036749.1|DKIK	LOC120414360|XP_039431456.1|CPIP
OG0004061	LOC108079323|XP_017029106.1|DKIK	LOC120414328|XP_039431402.1|CPIP
OG0004062	LOC108079822|XP_017029798.1|DKIK	LOC120414326|XP_039431398.1|CPIP
OG0004063	LOC108085759|XP_017037988.1|DKIK	LOC120414355|XP_039431450.1|CPIP
OG0004064	LOC108083634|XP_017034993.1|DKIK	LOC120414353|XP_039431443.1|CPIP
OG0004065	LOC108085201|XP_017037199.1|DKIK	LOC120414362|XP_039431458.1|CPIP
OG0004066	LOC108076514|XP_017024910.1|DKIK	LOC120414324|XP_039431395.1|CPIP
OG0004067	LOC108083554|XP_017034893.1|DKIK	LOC120414319|XP_039431390.1|CPIP
OG0004068	LOC108072064|XP_017018550.1|DKIK	LOC120414331|XP_039431405.1|CPIP
OG0004069	LOC108072075|XP_017018567.1|DKIK	LOC120414325|XP_039431396.1|CPIP
OG0004070	LOC108080334|XP_017030526.1|DKIK	LOC120425768|XP_039446312.1|CPIP
OG0004071	LOC108078899|XP_017028520.1|DKIK	LOC120414340|XP_039431428.1|CPIP
OG0004072	LOC108078900|XP_017028521.1|DKIK	LOC120425776|XP_039446322.1|CPIP
OG0004073	LOC108083481|XP_017034764.1|DKIK	LOC120425783|XP_039446329.1|CPIP
OG0004074	LOC108078254|XP_017027477.1|DKIK	LOC120420632|XP_039439642.1|CPIP
OG0004075	LOC108070820|XP_017016921.1|DKIK	LOC120420634|XP_039439644.1|CPIP
OG0004076	LOC108070819|XP_017016918.1|DKIK, LOC108071727|XP_017018041.1|DKIK	LOC120416133|XP_039433734.1|CPIP
OG0004077	LOC108077016|XP_017025583.1|DKIK	LOC120416160|XP_039433774.1|CPIP
OG0004078	LOC108085892|XP_017038146.1|DKIK	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP
OG0004079	LOC108074916|XP_017022635.1|DKIK	LOC120416189|XP_039433807.1|CPIP
OG0004080	LOC108076448|XP_017024812.1|DKIK	LOC120427008|XP_039447762.1|CPIP
OG0004081	LOC108074731|XP_017022382.1|DKIK	LOC120427014|XP_039447770.1|CPIP
OG0004082	LOC108070672|XP_017016736.1|DKIK	LOC120427005|XP_039447757.1|CPIP
OG0004083	LOC108084568|XP_017036318.1|DKIK	LOC120427019|XP_039447776.1|CPIP
OG0004084	LOC108083276|XP_017034490.1|DKIK	LOC120432338|XP_039453460.1|CPIP
OG0004085	LOC108077858|XP_017026880.1|DKIK	LOC120423485|XP_039443258.1|CPIP
OG0004086	LOC108083971|XP_017035470.1|DKIK	LOC120414815|XP_039432075.1|CPIP
OG0004087	LOC108085958|XP_017038240.1|DKIK	LOC120419005|XP_039437510.1|CPIP
OG0004088	LOC108085045|XP_017036994.1|DKIK	LOC120418992|XP_039437479.1|CPIP
OG0004089	LOC108074935|XP_017022654.1|DKIK	LOC120419428|XP_039438045.1|CPIP
OG0004090	LOC108073199|XP_017020202.1|DKIK	LOC120419518|XP_039438158.1|CPIP
OG0004091	LOC108084131|XP_017035659.1|DKIK	LOC120425610|XP_039446126.1|CPIP
OG0004092	LOC108080290|XP_017030448.1|DKIK	LOC120413951|XP_039430892.1|CPIP
OG0004094	LOC108070789|XP_017016881.1|DKIK	LOC120413689|XP_039430550.1|CPIP
OG0004095	LOC108082995|XP_017034111.1|DKIK	LOC120430394|XP_039451431.1|CPIP
OG0004096	LOC108083972|XP_017035471.1|DKIK	LOC120430395|XP_039451432.1|CPIP
OG0004097	LOC108070417|XP_017016360.1|DKIK	LOC120423827|XP_039443693.1|CPIP
OG0004098	LOC108074411|XP_017021928.1|DKIK	LOC120423815|XP_039443673.1|CPIP
OG0004099	LOC108080795|XP_017031170.1|DKIK	LOC120423760|XP_039443611.1|CPIP
OG0004102	LOC108080808|XP_017031192.1|DKIK	LOC120417644|XP_039435693.1|CPIP
OG0004103	LOC108085912|XP_017038174.1|DKIK	LOC120417658|XP_039435714.1|CPIP
OG0004104	LOC108080224|XP_017030372.1|DKIK	LOC120417655|XP_039435710.1|CPIP
OG0004105	LOC108083711|XP_017035097.1|DKIK	LOC120426337|XP_039447031.1|CPIP
OG0004106	LOC108083285|XP_017034504.1|DKIK	LOC120426331|XP_039447025.1|CPIP
OG0004107	LOC108075301|XP_017023184.1|DKIK	LOC120426318|XP_039447011.1|CPIP
OG0004108	LOC108085923|XP_017038187.1|DKIK, LOC108084175|XP_017035752.1|DKIK	LOC120426342|XP_039447037.1|CPIP
OG0004109	LOC108073200|XP_017020204.1|DKIK	LOC120426323|XP_039447016.1|CPIP
OG0004110	LOC108080681|XP_017031002.1|DKIK	LOC120426083|XP_039446727.1|CPIP
OG0004111	LOC108083126|XP_017034294.1|DKIK	LOC120426075|XP_039446716.1|CPIP
OG0004112	LOC108078793|XP_017028348.1|DKIK	LOC120432344|XP_039453466.1|CPIP
OG0004113	LOC108079943|XP_017029976.1|DKIK	LOC120420009|XP_039438846.1|CPIP
OG0004114	LOC108083856|XP_017035329.1|DKIK	LOC120420006|XP_039438841.1|CPIP
OG0004115	LOC108083601|XP_017034955.1|DKIK	LOC120419999|XP_039438825.1|CPIP
OG0004116	LOC108082870|XP_017033941.1|DKIK	LOC120416957|XP_039434797.1|CPIP
OG0004117	LOC108070715|XP_017016798.1|DKIK	LOC120416958|XP_039434803.1|CPIP
OG0004118	LOC108078196|XP_017027361.1|DKIK	LOC120426769|XP_039447477.1|CPIP
OG0004119	LOC108084835|XP_017036697.1|DKIK	LOC120415268|XP_039432672.1|CPIP
OG0004120	LOC108084156|XP_017035703.1|DKIK, LOC108084149|XP_017035688.1|DKIK	LOC120414359|XP_039431457.1|CPIP
OG0004121	LOC108071894|XP_017018310.1|DKIK	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	LOC108084040|XP_017035545.1|DKIK	LOC120432179|XP_039453253.1|CPIP
OG0004123	LOC108084120|XP_017035638.1|DKIK	LOC120432163|XP_039453229.1|CPIP
OG0004124	LOC108079422|XP_017029238.1|DKIK	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP
OG0004125	LOC108084982|XP_017036895.1|DKIK	LOC120432401|XP_039453535.1|CPIP
OG0004126	LOC108085011|XP_017036939.1|DKIK	LOC120432394|XP_039453523.1|CPIP
OG0004127	LOC108082056|XP_017032822.1|DKIK	LOC120423961|XP_039443883.1|CPIP
OG0004128	LOC108075609|XP_017023631.1|DKIK	LOC120414412|XP_039431529.1|CPIP
OG0004129	LOC108082492|XP_017033400.1|DKIK	LOC120413836|XP_039430728.1|CPIP
OG0004130	LOC108080003|XP_017030058.1|DKIK	LOC120413700|XP_039430558.1|CPIP
OG0004131	LOC108081131|XP_017031640.1|DKIK	LOC120414760|XP_039432010.1|CPIP
OG0004132	LOC108075190|XP_017023014.1|DKIK	LOC120413975|XP_039430920.1|CPIP
OG0004133	LOC108082236|XP_017033063.1|DKIK	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	LOC108073410|XP_017020501.1|DKIK	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	LOC108081491|XP_017032179.1|DKIK	LOC120419245|XP_039437832.1|CPIP
OG0004136	LOC108077699|XP_017026626.1|DKIK	LOC120419235|XP_039437825.1|CPIP
OG0004137	LOC108078334|XP_017027626.1|DKIK	LOC120428215|XP_039449126.1|CPIP
OG0004138	LOC108079893|XP_017029909.1|DKIK	LOC120428218|XP_039449130.1|CPIP
OG0004139	LOC108071758|XP_017018081.1|DKIK	LOC120428217|XP_039449129.1|CPIP
OG0004140	LOC108084279|XP_017035928.1|DKIK	LOC120417059|XP_039434950.1|CPIP
OG0004141	LOC108076582|XP_017024983.1|DKIK	LOC120417046|XP_039434928.1|CPIP
OG0004142	LOC108079899|XP_017029918.1|DKIK	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP
OG0004143	LOC108077879|XP_017026903.1|DKIK	LOC120415918|XP_039433498.1|CPIP
OG0004144	LOC108082033|XP_017032793.1|DKIK	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	LOC108071965|XP_017018430.1|DKIK	LOC120420946|XP_039440016.1|CPIP
OG0004146	LOC108081204|XP_017031761.1|DKIK	LOC120420932|XP_039439998.1|CPIP
OG0004147	LOC108082015|XP_017032769.1|DKIK	LOC120417536|XP_039435552.1|CPIP
OG0004148	LOC108085740|XP_017037959.1|DKIK	LOC120417512|XP_039435525.1|CPIP
OG0004150	LOC108077404|XP_017026195.1|DKIK	LOC120425867|XP_039446423.1|CPIP
OG0004151	LOC108084974|XP_017036884.1|DKIK	LOC120421230|XP_039440363.1|CPIP
OG0004152	LOC108075556|XP_017023554.1|DKIK	LOC120421249|XP_039440382.1|CPIP
OG0004153	LOC108078273|XP_017027514.1|DKIK	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC108071545|XP_017017810.1|DKIK	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC108081094|XP_017031572.1|DKIK	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC108071520|XP_017017778.1|DKIK	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC108071311|XP_017017507.1|DKIK	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC108079810|XP_017029781.1|DKIK	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC108081499|XP_017032203.1|DKIK	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC108073241|XP_017020284.1|DKIK	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC108083220|XP_017034419.1|DKIK	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC108080814|XP_017031205.1|DKIK	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC108072357|XP_017018937.1|DKIK	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC108072115|XP_017018627.1|DKIK	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC108083199|XP_017034391.1|DKIK	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC108073445|XP_017020557.1|DKIK	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC108079407|XP_017029222.1|DKIK	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC108075184|XP_017023006.1|DKIK	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC108079432|XP_017029254.1|DKIK	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC108083849|XP_017035318.1|DKIK	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC108082448|XP_017033308.1|DKIK	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC108070831|XP_017016939.1|DKIK	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC108076453|XP_017024818.1|DKIK	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC108078851|XP_017028434.1|DKIK	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC108084236|XP_017035852.1|DKIK	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	LOC108085420|XP_017037484.1|DKIK	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC108072512|XP_017019209.1|DKIK, LOC108083423|XP_017034668.1|DKIK	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC108077182|XP_017025953.1|DKIK	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC108080932|XP_017031325.1|DKIK	LOC120413976|XP_039430917.1|CPIP
OG0004182	LOC108083098|XP_017034240.1|DKIK	LOC120413077|XP_039429713.1|CPIP
OG0004183	LOC108083156|XP_017034331.1|DKIK	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC108072713|XP_017019450.1|DKIK	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC108077162|XP_017025886.1|DKIK	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC108083526|XP_017034847.1|DKIK	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC108080445|XP_017030670.1|DKIK	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC108084171|XP_017035746.1|DKIK	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC108084295|XP_017035947.1|DKIK	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC108085471|XP_017037576.1|DKIK	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC108085459|XP_017037562.1|DKIK	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC108073181|XP_017020180.1|DKIK	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC108083816|XP_017035256.1|DKIK	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC108084842|XP_017036705.1|DKIK	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC108074311|XP_017021797.1|DKIK	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC108070714|XP_017016797.1|DKIK	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC108085719|XP_017037931.1|DKIK	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC108080766|XP_017031115.1|DKIK	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC108070653|XP_017016710.1|DKIK	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC108072356|XP_017018935.1|DKIK	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC108075753|XP_017023797.1|DKIK	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC108083693|XP_017035068.1|DKIK	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC108081132|XP_017031641.1|DKIK	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC108083280|XP_017034497.1|DKIK	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC108072807|XP_017019588.1|DKIK	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC108073341|XP_017020398.1|DKIK	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC108073396|XP_017020479.1|DKIK	LOC120413958|XP_039430898.1|CPIP
OG0004208	LOC108072199|XP_017018747.1|DKIK	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC108073484|XP_017020630.1|DKIK	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC108075627|XP_017023653.1|DKIK	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC108081426|XP_017032098.1|DKIK	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC108073255|XP_017020299.1|DKIK	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC108085442|XP_017037540.1|DKIK	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC108078217|XP_017027394.1|DKIK	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC108082535|XP_017033459.1|DKIK	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC108072647|XP_017019366.1|DKIK	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC108084768|XP_017036620.1|DKIK	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC108083587|XP_017034935.1|DKIK	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC108085467|XP_017037573.1|DKIK	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC108081055|XP_017031513.1|DKIK	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC108083226|XP_017034426.1|DKIK	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC108085640|XP_017037814.1|DKIK	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC108085633|XP_017037803.1|DKIK	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC108075510|XP_017023474.1|DKIK	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC108079005|XP_017028671.1|DKIK	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC108070702|XP_017016775.1|DKIK	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC108081130|XP_017031637.1|DKIK	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC108081133|XP_017031643.1|DKIK	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC108074243|XP_017021677.1|DKIK	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC108072733|XP_017019484.1|DKIK	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC108072737|XP_017019488.1|DKIK	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC108072736|XP_017019487.1|DKIK	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC108072725|XP_017019475.1|DKIK	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC108071690|XP_017017993.1|DKIK	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC108083210|XP_017034408.1|DKIK	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC108084291|XP_017035941.1|DKIK	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC108084891|XP_017036776.1|DKIK	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC108083192|XP_017034383.1|DKIK	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC108084341|XP_017035991.1|DKIK	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC108081114|XP_017031605.1|DKIK	LOC120422739|XP_039442212.1|CPIP
