Orthogroup	DKIK.longest_only	ASTE.longest_only
OG0004820	LOC108084243|XP_017035865.1|DKIK	LOC118511917|XP_035911448.1|ASTE
OG0004821	LOC108077872|XP_017026898.1|DKIK	LOC118511914|XP_035911439.1|ASTE
OG0004822	LOC108077606|XP_017026498.1|DKIK	LOC118511928|XP_035911490.1|ASTE
OG0004823	LOC108084150|XP_017035689.1|DKIK	LOC118510414|XP_035908071.1|ASTE
OG0004824	LOC108084152|XP_017035696.1|DKIK	LOC118513706|XP_035915730.1|ASTE
OG0004825	LOC108072477|XP_017019132.1|DKIK	LOC118511986|XP_035911619.1|ASTE
OG0004826	LOC108070701|XP_017016774.1|DKIK	LOC118511970|XP_035911600.1|ASTE
OG0004827	LOC108084605|XP_017036377.1|DKIK	LOC118511972|XP_035911602.1|ASTE
OG0004828	LOC108081112|XP_017031602.1|DKIK	LOC118511979|XP_035911611.1|ASTE
OG0004829	LOC108084628|XP_017036406.1|DKIK	LOC118502960|XP_035891616.1|ASTE
OG0004830	LOC108077722|XP_017026664.1|DKIK	LOC118502992|XP_035891685.1|ASTE
OG0004831	LOC108071657|XP_017017945.1|DKIK	LOC118503119|XP_035891957.1|ASTE
OG0004832	LOC108085738|XP_017037957.1|DKIK	LOC118506820|XP_035900401.1|ASTE
OG0004833	LOC108075494|XP_017023443.1|DKIK	LOC118505425|XP_035897080.1|ASTE
OG0004834	LOC108081198|XP_017031753.1|DKIK	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE
OG0004835	LOC108080900|XP_017031291.1|DKIK	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE
OG0004836	LOC108071286|XP_017017468.1|DKIK	LOC118504295|XP_035894484.1|ASTE
OG0004837	LOC108075207|XP_017023032.1|DKIK	LOC118503765|XP_035893327.1|ASTE
OG0004838	LOC108073275|XP_017020321.1|DKIK	LOC118506919|XP_035900608.1|ASTE
OG0004839	LOC108073505|XP_017020663.1|DKIK	LOC118506907|XP_035900590.1|ASTE
OG0004840	LOC108073201|XP_017020205.1|DKIK	LOC118509343|XP_035905748.1|ASTE
OG0004841	LOC108085247|XP_017037283.1|DKIK	LOC118508582|XP_035904380.1|ASTE
OG0004842	LOC108075718|XP_017023745.1|DKIK	LOC118504662|XP_035895338.1|ASTE
OG0004843	LOC108081234|XP_017031802.1|DKIK	LOC118503118|XP_035891956.1|ASTE
OG0004844	LOC108076952|XP_017025490.1|DKIK	LOC118504427|XP_035894759.1|ASTE
OG0004845	LOC108084342|XP_017035992.1|DKIK	LOC118504426|XP_035894756.1|ASTE
OG0004846	LOC108076868|XP_017025386.1|DKIK, LOC108077181|XP_017025913.1|DKIK	LOC118504685|XP_035895392.1|ASTE
OG0004847	LOC108077180|XP_017025912.1|DKIK, LOC108076866|XP_017025385.1|DKIK	LOC118505042|XP_035896187.1|ASTE
OG0004848	LOC108071449|XP_017017693.1|DKIK	LOC118502863|XP_035891464.1|ASTE
OG0004850	LOC108081083|XP_017031559.1|DKIK	LOC118507772|XP_035902695.1|ASTE
OG0004851	LOC108080920|XP_017031314.1|DKIK	LOC118507770|XP_035902684.1|ASTE
OG0004852	LOC108080490|XP_017030741.1|DKIK	LOC118507778|XP_035902704.1|ASTE
OG0004853	LOC108082590|XP_017033543.1|DKIK	LOC118511467|XP_035910478.1|ASTE
OG0004854	LOC108073976|XP_017021308.1|DKIK	LOC118510172|XP_035907582.1|ASTE
OG0004855	LOC108074012|XP_017021367.1|DKIK	LOC118510182|XP_035907597.1|ASTE
OG0004856	LOC108070560|XP_017016577.1|DKIK	LOC118513116|XP_035914408.1|ASTE
OG0004857	LOC108075087|XP_017022860.1|DKIK	LOC118513137|XP_035914455.1|ASTE
OG0004858	LOC108070587|XP_017016634.1|DKIK	LOC118514418|XP_035917197.1|ASTE
OG0004859	LOC108070605|XP_017016667.1|DKIK	LOC118514419|XP_035917201.1|ASTE
OG0004860	LOC108075313|XP_017023206.1|DKIK	LOC118514426|XP_035917221.1|ASTE
OG0004861	LOC108078739|XP_017028244.1|DKIK	LOC118514421|XP_035917210.1|ASTE
OG0004863	LOC108083085|XP_017034220.1|DKIK	LOC118512171|XP_035912150.1|ASTE
OG0004864	LOC108079815|XP_017029787.1|DKIK	LOC118512178|XP_035912157.1|ASTE
OG0004865	LOC108083721|XP_017035116.1|DKIK	LOC118512177|XP_035912156.1|ASTE
OG0004866	LOC108071542|XP_017017807.1|DKIK	LOC118508915|XP_035904670.1|ASTE
OG0004867	LOC108082482|XP_017033385.1|DKIK	LOC118512966|XP_035914085.1|ASTE
OG0004868	LOC108071383|XP_017017610.1|DKIK	LOC118512954|XP_035914068.1|ASTE
OG0004869	LOC108076338|XP_017024614.1|DKIK	LOC118510596|XP_035908494.1|ASTE
OG0004870	LOC108076495|XP_017024875.1|DKIK	LOC118510600|XP_035908500.1|ASTE
OG0004871	LOC108078373|XP_017027690.1|DKIK	LOC118512068|XP_035911847.1|ASTE
OG0004872	LOC108072332|XP_017018906.1|DKIK	LOC118503195|XP_035892070.1|ASTE
OG0004873	LOC108079625|XP_017029493.1|DKIK	LOC118512194|XP_035912189.1|ASTE
OG0004874	LOC108077597|XP_017026480.1|DKIK	LOC118512195|XP_035912190.1|ASTE
OG0004875	LOC108079145|XP_017028882.1|DKIK	LOC118512180|XP_035912160.1|ASTE
OG0004876	LOC108080373|XP_017030582.1|DKIK	LOC118512182|XP_035912165.1|ASTE
OG0004877	LOC108073804|XP_017021067.1|DKIK	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE
OG0004878	LOC108078451|XP_017027829.1|DKIK	LOC118508896|XP_035904625.1|ASTE
OG0004879	LOC108072169|XP_017018706.1|DKIK	LOC118512041|XP_035911746.1|ASTE
OG0004880	LOC108083251|XP_017034447.1|DKIK	LOC118512113|XP_035911981.1|ASTE
OG0004881	LOC108079111|XP_017028837.1|DKIK	LOC118512054|XP_035911798.1|ASTE
OG0004883	LOC108075286|XP_017023167.1|DKIK	LOC118512082|XP_035911934.1|ASTE
OG0004884	LOC108078121|XP_017027227.1|DKIK	LOC118512044|XP_035911760.1|ASTE
OG0004885	LOC108078291|XP_017027555.1|DKIK	LOC118512091|XP_035911948.1|ASTE
OG0004886	LOC108073009|XP_017019954.1|DKIK	LOC118512089|XP_035911946.1|ASTE
OG0004887	LOC108076824|XP_017025345.1|DKIK	LOC118512122|XP_035911993.1|ASTE
OG0004888	LOC108082469|XP_017033349.1|DKIK	LOC118512043|XP_035911756.1|ASTE
OG0004889	LOC108078331|XP_017027620.1|DKIK	LOC118514168|XP_035916722.1|ASTE
OG0004890	LOC108076499|XP_017024881.1|DKIK	LOC118512098|XP_035911957.1|ASTE
OG0004891	LOC108079778|XP_017029711.1|DKIK, LOC108079931|XP_017029954.1|DKIK	LOC118514247|XP_035916853.1|ASTE
OG0004892	LOC108080915|XP_017031308.1|DKIK	LOC118512079|XP_035911911.1|ASTE
OG0004893	LOC108078446|XP_017027822.1|DKIK	LOC118508873|XP_035904569.1|ASTE
OG0004894	LOC108081796|XP_017032515.1|DKIK	LOC118508880|XP_035904586.1|ASTE
OG0004895	LOC108076438|XP_017024782.1|DKIK	LOC118508874|XP_035904570.1|ASTE
OG0004896	LOC108082567|XP_017033508.1|DKIK	LOC118508877|XP_035904578.1|ASTE
OG0004897	LOC108082588|XP_017033539.1|DKIK	LOC118508871|XP_035904567.1|ASTE
OG0004898	LOC108073090|XP_017020064.1|DKIK	LOC118508867|XP_035904547.1|ASTE
OG0004899	LOC108072089|XP_017018586.1|DKIK	LOC118508863|XP_035904516.1|ASTE
OG0004900	LOC108073091|XP_017020066.1|DKIK	LOC118511450|XP_035910443.1|ASTE
OG0004901	LOC108073137|XP_017020126.1|DKIK	LOC118513313|XP_035914794.1|ASTE
OG0004902	LOC108079821|XP_017029794.1|DKIK	LOC118510474|XP_035908234.1|ASTE
OG0004903	LOC108076751|XP_017025234.1|DKIK	LOC118508904|XP_035904656.1|ASTE
OG0004904	LOC108084598|XP_017036365.1|DKIK	LOC118510147|XP_035907532.1|ASTE
OG0004905	LOC108076698|XP_017025141.1|DKIK	LOC118510149|XP_035907539.1|ASTE
OG0004906	LOC108078893|XP_017028514.1|DKIK	LOC118511513|XP_035910582.1|ASTE
OG0004907	LOC108071556|XP_017017824.1|DKIK	LOC118509029|XP_035904959.1|ASTE
OG0004908	LOC108080200|XP_017030345.1|DKIK	LOC118509600|XP_035906284.1|ASTE
OG0004909	LOC108083688|XP_017035059.1|DKIK	LOC118509605|XP_035906295.1|ASTE
OG0004910	LOC108083686|XP_017035056.1|DKIK	LOC118513076|XP_035914331.1|ASTE
OG0004911	LOC108073988|XP_017021329.1|DKIK	LOC118513085|XP_035914346.1|ASTE
OG0004912	LOC108078614|XP_017028026.1|DKIK	LOC118511512|XP_035910581.1|ASTE
OG0004913	LOC108076770|XP_017025263.1|DKIK	LOC118512958|XP_035914075.1|ASTE
OG0004914	LOC108076706|XP_017025153.1|DKIK	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE
OG0004915	LOC108070900|XP_017017039.1|DKIK	LOC118509107|XP_035905166.1|ASTE
OG0004916	LOC108076163|XP_017024377.1|DKIK	LOC118509101|XP_035905150.1|ASTE
OG0004917	LOC108078700|XP_017028143.1|DKIK	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE
OG0004918	LOC108078699|XP_017028141.1|DKIK	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE
OG0004919	LOC108084977|XP_017036888.1|DKIK	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE
OG0004920	LOC108083059|XP_017034180.1|DKIK	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE
OG0004921	LOC108083744|XP_017035145.1|DKIK	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE
OG0004922	LOC108077539|XP_017026418.1|DKIK	LOC118513034|XP_035914204.1|ASTE
OG0004923	LOC108079846|XP_017029843.1|DKIK	LOC118509423|XP_035905904.1|ASTE
OG0004924	LOC108071608|XP_017017879.1|DKIK	LOC118514460|XP_035917270.1|ASTE
OG0004925	LOC108071481|XP_017017729.1|DKIK	LOC118510078|XP_035907377.1|ASTE
OG0004926	LOC108079026|XP_017028695.1|DKIK	LOC118514281|XP_035916916.1|ASTE
OG0004927	LOC108078862|XP_017028456.1|DKIK	LOC118510532|XP_035908373.1|ASTE
OG0004928	LOC108082528|XP_017033445.1|DKIK	LOC118511367|XP_035910238.1|ASTE
OG0004929	LOC108078630|XP_017028047.1|DKIK	LOC118511371|XP_035910258.1|ASTE
OG0004930	LOC108082513|XP_017033430.1|DKIK	LOC118512943|XP_035914043.1|ASTE
OG0004931	LOC108076772|XP_017025265.1|DKIK	LOC118512961|XP_035914080.1|ASTE
OG0004932	LOC108079066|XP_017028769.1|DKIK	LOC118512951|XP_035914062.1|ASTE
OG0004933	LOC108076502|XP_017024886.1|DKIK	LOC118511494|XP_035910546.1|ASTE
OG0004934	LOC108072168|XP_017018705.1|DKIK	LOC118512179|XP_035912159.1|ASTE
OG0004935	LOC108081117|XP_017031611.1|DKIK	LOC118510564|XP_035908442.1|ASTE
OG0004936	LOC108078568|XP_017027977.1|DKIK	LOC118509631|XP_035906410.1|ASTE
OG0004937	LOC108071628|XP_017017900.1|DKIK	LOC118512438|XP_035912792.1|ASTE
OG0004939	LOC108083698|XP_017035082.1|DKIK	LOC118510502|XP_035908298.1|ASTE
OG0004940	LOC108083641|XP_017035002.1|DKIK	LOC118510496|XP_035908283.1|ASTE
OG0004941	LOC108078706|XP_017028153.1|DKIK	LOC118510493|XP_035908278.1|ASTE
OG0004942	LOC108086003|XP_017038304.1|DKIK	LOC118510490|XP_035908275.1|ASTE
OG0004943	LOC108078850|XP_017028433.1|DKIK	LOC118510491|XP_035908276.1|ASTE
OG0004944	LOC108075320|XP_017023215.1|DKIK	LOC118514264|XP_035916874.1|ASTE
OG0004945	LOC108070539|XP_017016554.1|DKIK	LOC118514488|XP_035917304.1|ASTE
OG0004946	LOC108083277|XP_017034491.1|DKIK	LOC118510516|XP_035908333.1|ASTE
OG0004947	LOC108079875|XP_017029880.1|DKIK	LOC118510526|XP_035908363.1|ASTE
OG0004948	LOC108079750|XP_017029654.1|DKIK	LOC118510527|XP_035908364.1|ASTE
OG0004949	LOC108079773|XP_017029705.1|DKIK	LOC118510529|XP_035908367.1|ASTE
OG0004950	LOC108079053|XP_017028749.1|DKIK	LOC118514456|XP_035917266.1|ASTE
OG0004951	LOC108084221|XP_017035834.1|DKIK	LOC118510534|XP_035908377.1|ASTE
OG0004952	LOC108073855|XP_017021126.1|DKIK	LOC118510557|XP_035908432.1|ASTE
OG0004953	LOC108078868|XP_017028470.1|DKIK	LOC118510561|XP_035908438.1|ASTE
OG0004954	LOC108078969|XP_017028623.1|DKIK	LOC118510464|XP_035908212.1|ASTE
OG0004955	LOC108079097|XP_017028813.1|DKIK	LOC118513608|XP_035915551.1|ASTE
OG0004956	LOC108073106|XP_017020085.1|DKIK	LOC118512074|XP_035911895.1|ASTE
OG0004957	LOC108079844|XP_017029838.1|DKIK	LOC118512133|XP_035912031.1|ASTE
OG0004958	LOC108074004|XP_017021354.1|DKIK	LOC118512138|XP_035912048.1|ASTE
OG0004959	LOC108073864|XP_017021139.1|DKIK	LOC118512154|XP_035912087.1|ASTE
OG0004960	LOC108073968|XP_017021299.1|DKIK	LOC118512145|XP_035912071.1|ASTE
OG0004961	LOC108074466|XP_017022023.1|DKIK	LOC118512148|XP_035912077.1|ASTE
OG0004962	LOC108085825|XP_017038067.1|DKIK	LOC118512147|XP_035912076.1|ASTE
OG0004963	LOC108085519|XP_017037635.1|DKIK	LOC118512155|XP_035912088.1|ASTE
OG0004964	LOC108078842|XP_017028426.1|DKIK	LOC118509534|XP_035906147.1|ASTE
OG0004965	LOC108084416|XP_017036109.1|DKIK	LOC118512681|XP_035913357.1|ASTE
OG0004966	LOC108084415|XP_017036107.1|DKIK	LOC118512687|XP_035913370.1|ASTE
OG0004967	LOC108076339|XP_017024615.1|DKIK	LOC118509432|XP_035905914.1|ASTE
OG0004968	LOC108078954|XP_017028598.1|DKIK	LOC118512742|XP_035913522.1|ASTE
OG0004969	LOC108072922|XP_017019755.1|DKIK	LOC118512739|XP_035913500.1|ASTE
OG0004970	LOC108078959|XP_017028602.1|DKIK	LOC118512740|XP_035913501.1|ASTE
OG0004971	LOC108078977|XP_017028638.1|DKIK	LOC118512741|XP_035913502.1|ASTE
OG0004972	LOC108084429|XP_017036125.1|DKIK	LOC118512747|XP_035913526.1|ASTE
OG0004973	LOC108079085|XP_017028799.1|DKIK	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE
OG0004974	LOC108073991|XP_017021333.1|DKIK	LOC118513094|XP_035914388.1|ASTE
OG0004975	LOC108079847|XP_017029844.1|DKIK	LOC118509426|XP_035905907.1|ASTE
OG0004976	LOC108072656|XP_017019379.1|DKIK	LOC118509425|XP_035905906.1|ASTE
OG0004977	LOC108076368|XP_017024659.1|DKIK	LOC118510274|XP_035907781.1|ASTE
OG0004978	LOC108081107|XP_017031591.1|DKIK	LOC118509481|XP_035906026.1|ASTE
OG0004979	LOC108078579|XP_017027988.1|DKIK	LOC118509497|XP_035906048.1|ASTE
OG0004980	LOC108083120|XP_017034279.1|DKIK	LOC118509932|XP_035907155.1|ASTE
OG0004981	LOC108085533|XP_017037655.1|DKIK	LOC118510069|XP_035907354.1|ASTE
OG0004982	LOC108085546|XP_017037670.1|DKIK	LOC118510068|XP_035907353.1|ASTE
OG0004983	LOC108078910|XP_017028531.1|DKIK	LOC118510070|XP_035907356.1|ASTE
OG0004984	LOC108079122|XP_017028854.1|DKIK	LOC118509939|XP_035907163.1|ASTE
OG0004985	LOC108079753|XP_017029660.1|DKIK	LOC118509528|XP_035906138.1|ASTE
OG0004986	LOC108080670|XP_017030991.1|DKIK	LOC118509525|XP_035906128.1|ASTE
OG0004987	LOC108078779|XP_017028313.1|DKIK	LOC118509523|XP_035906122.1|ASTE
OG0004988	LOC108079754|XP_017029662.1|DKIK	LOC118509529|XP_035906142.1|ASTE
OG0004989	LOC108078965|XP_017028620.1|DKIK	LOC118510323|XP_035907863.1|ASTE
OG0004990	LOC108078059|XP_017027111.1|DKIK	LOC118509787|XP_035906824.1|ASTE
OG0004991	LOC108072433|XP_017019043.1|DKIK	LOC118509894|XP_035907034.1|ASTE
OG0004992	LOC108072434|XP_017019044.1|DKIK	LOC118509898|XP_035907040.1|ASTE
OG0004993	LOC108073871|XP_017021147.1|DKIK	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE
OG0004994	LOC108073838|XP_017021107.1|DKIK	LOC118512831|XP_035913756.1|ASTE
OG0004995	LOC108080492|XP_017030746.1|DKIK	LOC118512826|XP_035913698.1|ASTE
OG0004996	LOC108078870|XP_017028472.1|DKIK	LOC118512801|XP_035913632.1|ASTE
OG0004997	LOC108078261|XP_017027488.1|DKIK	LOC118511548|XP_035910650.1|ASTE
OG0004998	LOC108078170|XP_017027314.1|DKIK	LOC118509666|XP_035906543.1|ASTE
OG0004999	LOC108070575|XP_017016618.1|DKIK	LOC118510409|XP_035908060.1|ASTE
OG0005000	LOC108074459|XP_017022009.1|DKIK	LOC118512887|XP_035913881.1|ASTE
OG0005001	LOC108070600|XP_017016659.1|DKIK	LOC118512213|XP_035912221.1|ASTE
OG0005002	LOC108080436|XP_017030660.1|DKIK	LOC118509593|XP_035906266.1|ASTE
OG0005003	LOC108072758|XP_017019519.1|DKIK	LOC118510389|XP_035908037.1|ASTE
OG0005004	LOC108079804|XP_017029772.1|DKIK	LOC118510346|XP_035907932.1|ASTE
OG0005005	LOC108082972|XP_017034084.1|DKIK	LOC118511388|XP_035910300.1|ASTE
OG0005006	LOC108075280|XP_017023157.1|DKIK	LOC118510408|XP_035908059.1|ASTE
OG0005007	LOC108071958|XP_017018417.1|DKIK	LOC118510410|XP_035908061.1|ASTE
OG0005008	LOC108073581|XP_017020756.1|DKIK	LOC118509624|XP_035906376.1|ASTE
OG0005009	LOC108078620|XP_017028032.1|DKIK	LOC118509781|XP_035906814.1|ASTE
OG0005010	LOC108073808|XP_017021072.1|DKIK	LOC118511436|XP_035910424.1|ASTE
OG0005011	LOC108072184|XP_017018729.1|DKIK	LOC118511435|XP_035910419.1|ASTE
OG0005012	LOC108080206|XP_017030351.1|DKIK	LOC118510364|XP_035907966.1|ASTE
OG0005013	LOC108072060|XP_017018545.1|DKIK	LOC118509807|XP_035906842.1|ASTE
OG0005014	LOC108078849|XP_017028432.1|DKIK	LOC118509446|XP_035905953.1|ASTE
OG0005015	LOC108073917|XP_017021204.1|DKIK	LOC118509436|XP_035905938.1|ASTE
OG0005016	LOC108078892|XP_017028513.1|DKIK	LOC118510481|XP_035908254.1|ASTE
OG0005017	LOC108078703|XP_017028148.1|DKIK	LOC118511868|XP_035911361.1|ASTE
OG0005018	LOC108078619|XP_017028035.1|DKIK	LOC118510553|XP_035908420.1|ASTE
OG0005019	LOC108078707|XP_017028155.1|DKIK	LOC118511443|XP_035910436.1|ASTE
OG0005020	LOC108077963|XP_017026992.1|DKIK	LOC118512898|XP_035913906.1|ASTE
OG0005021	LOC108077195|XP_017025928.1|DKIK	LOC118509461|XP_035905975.1|ASTE
OG0005022	LOC108079800|XP_017029769.1|DKIK	LOC118509519|XP_035906114.1|ASTE
OG0005023	LOC108078317|XP_017027604.1|DKIK	LOC118514203|XP_035916789.1|ASTE
OG0005024	LOC108079894|XP_017029910.1|DKIK	LOC118512791|XP_035913604.1|ASTE
OG0005025	LOC108078810|XP_017028377.1|DKIK	LOC118513490|XP_035915206.1|ASTE
OG0005026	LOC108070570|XP_017016611.1|DKIK	LOC118513491|XP_035915207.1|ASTE
OG0005027	LOC108072791|XP_017019561.1|DKIK	LOC118511240|XP_035909973.1|ASTE
OG0005028	LOC108077707|XP_017026635.1|DKIK	LOC118514448|XP_035917257.1|ASTE
OG0005029	LOC108071946|XP_017018400.1|DKIK	LOC118508851|XP_035904497.1|ASTE
OG0005030	LOC108079099|XP_017028816.1|DKIK	LOC118514447|XP_035917256.1|ASTE
OG0005031	LOC108071920|XP_017018368.1|DKIK	LOC118512806|XP_035913642.1|ASTE
OG0005032	LOC108085814|XP_017038053.1|DKIK	LOC118514388|XP_035917158.1|ASTE
OG0005033	LOC108086002|XP_017038301.1|DKIK	LOC118514366|XP_035917103.1|ASTE
OG0005034	LOC108086001|XP_017038299.1|DKIK	LOC118514402|XP_035917176.1|ASTE
OG0005035	LOC108085807|XP_017038047.1|DKIK	LOC118514385|XP_035917156.1|ASTE
OG0005036	LOC108075158|XP_017022935.1|DKIK	LOC118510221|XP_035907680.1|ASTE
OG0005037	LOC108078778|XP_017028311.1|DKIK	LOC118510220|XP_035907677.1|ASTE
OG0005038	LOC108079884|XP_017029891.1|DKIK	LOC118512882|XP_035913877.1|ASTE
OG0005039	LOC108077432|XP_017026228.1|DKIK	LOC118514348|XP_035917060.1|ASTE
OG0005040	LOC108077519|XP_017026372.1|DKIK	LOC118514258|XP_035916867.1|ASTE
OG0005041	LOC108085826|XP_017038068.1|DKIK	LOC118514343|XP_035917054.1|ASTE
OG0005042	LOC108075086|XP_017022859.1|DKIK	LOC118510547|XP_035908410.1|ASTE
OG0005043	LOC108078020|XP_017027069.1|DKIK	LOC118510549|XP_035908413.1|ASTE
OG0005044	LOC108078394|XP_017027739.1|DKIK	LOC118510299|XP_035907816.1|ASTE
OG0005045	LOC108077956|XP_017026984.1|DKIK	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE
OG0005046	LOC108081151|XP_017031679.1|DKIK	LOC118510239|XP_035907699.1|ASTE
OG0005047	LOC108070444|XP_017016411.1|DKIK	LOC118510231|XP_035907690.1|ASTE
OG0005048	LOC108070489|XP_017016471.1|DKIK	LOC118510236|XP_035907694.1|ASTE
OG0005049	LOC108085806|XP_017038045.1|DKIK	LOC118514378|XP_035917137.1|ASTE
OG0005050	LOC108072444|XP_017019061.1|DKIK	LOC118503738|XP_035893247.1|ASTE
OG0005051	LOC108085819|XP_017038059.1|DKIK	LOC118514376|XP_035917136.1|ASTE
OG0005052	LOC108085809|XP_017038049.1|DKIK	LOC118513271|XP_035914731.1|ASTE
OG0005053	LOC108077270|XP_017026026.1|DKIK	LOC118511389|XP_035910301.1|ASTE
OG0005054	LOC108075002|XP_017022734.1|DKIK	LOC118509665|XP_035906538.1|ASTE
OG0005055	LOC108083414|XP_017034658.1|DKIK	LOC118509769|XP_035906799.1|ASTE
OG0005056	LOC108078461|XP_017027842.1|DKIK	LOC118509633|XP_035906417.1|ASTE
OG0005057	LOC108078223|XP_017027480.1|DKIK	LOC118513054|XP_035914256.1|ASTE
OG0005058	LOC108079307|XP_017029077.1|DKIK	LOC118513057|XP_035914278.1|ASTE
OG0005059	LOC108076202|XP_017024425.1|DKIK	LOC118512674|XP_035913334.1|ASTE
OG0005060	LOC108076308|XP_017024567.1|DKIK	LOC118512669|XP_035913315.1|ASTE
OG0005061	LOC108082777|XP_017033799.1|DKIK	LOC118514344|XP_035917056.1|ASTE
OG0005062	LOC108072105|XP_017018608.1|DKIK	LOC118511320|XP_035910131.1|ASTE
OG0005063	LOC108083314|XP_017034545.1|DKIK	LOC118511542|XP_035910642.1|ASTE
OG0005064	LOC108078881|XP_017028497.1|DKIK	LOC118512917|XP_035913959.1|ASTE
OG0005065	LOC108072176|XP_017018720.1|DKIK	LOC118514339|XP_035917047.1|ASTE
OG0005066	LOC108076182|XP_017024401.1|DKIK	LOC118514338|XP_035917043.1|ASTE
OG0005067	LOC108076790|XP_017025296.1|DKIK	LOC118514329|XP_035917019.1|ASTE
OG0005068	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK	LOC118510100|XP_035907424.1|ASTE
OG0005069	LOC108076641|XP_017025060.1|DKIK	LOC118509876|XP_035907001.1|ASTE
OG0005070	LOC108072155|XP_017018688.1|DKIK	LOC118510168|XP_035907572.1|ASTE
OG0005071	LOC108073835|XP_017021105.1|DKIK	LOC118509518|XP_035906113.1|ASTE
OG0005072	LOC108080338|XP_017030527.1|DKIK	LOC118509449|XP_035905960.1|ASTE
OG0005073	LOC108076801|XP_017025315.1|DKIK	LOC118514349|XP_035917061.1|ASTE
OG0005074	LOC108070566|XP_017016595.1|DKIK	LOC118510338|XP_035907891.1|ASTE
OG0005075	LOC108074756|XP_017022421.1|DKIK	LOC118509450|XP_035905961.1|ASTE
OG0005076	LOC108072206|XP_017018756.1|DKIK	LOC118509451|XP_035905962.1|ASTE
OG0005078	LOC108079830|XP_017029817.1|DKIK	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE
OG0005079	LOC108072388|XP_017018984.1|DKIK	LOC118512227|XP_035912236.1|ASTE
OG0005080	LOC108079818|XP_017029790.1|DKIK	LOC118514353|XP_035917068.1|ASTE
OG0005081	LOC108080719|XP_017031059.1|DKIK	LOC118512018|XP_035911690.1|ASTE
OG0005082	LOC108083144|XP_017034315.1|DKIK	LOC118512821|XP_035913689.1|ASTE
OG0005083	LOC108071752|XP_017018066.1|DKIK	LOC118512822|XP_035913690.1|ASTE
OG0005084	LOC108075109|XP_017022880.1|DKIK	LOC118511857|XP_035911297.1|ASTE
OG0005085	LOC108073905|XP_017021189.1|DKIK	LOC118511856|XP_035911295.1|ASTE
OG0005086	LOC108073041|XP_017019993.1|DKIK	LOC118509708|XP_035906682.1|ASTE
OG0005087	LOC108078841|XP_017028425.1|DKIK	LOC118510437|XP_035908107.1|ASTE
OG0005088	LOC108072148|XP_017018680.1|DKIK	LOC118511272|XP_035910052.1|ASTE
OG0005089	LOC108072147|XP_017018679.1|DKIK	LOC118511271|XP_035910050.1|ASTE
OG0005090	LOC108076618|XP_017025034.1|DKIK	LOC118504203|XP_035894276.1|ASTE
OG0005091	LOC108078173|XP_017027318.1|DKIK	LOC118504604|XP_035895171.1|ASTE
OG0005092	LOC108078018|XP_017027071.1|DKIK	LOC118511905|XP_035911434.1|ASTE
OG0005093	LOC108073916|XP_017021202.1|DKIK	LOC118511900|XP_035911425.1|ASTE
OG0005094	LOC108079777|XP_017029709.1|DKIK	LOC118513138|XP_035914456.1|ASTE
OG0005095	LOC108072340|XP_017018917.1|DKIK	LOC118514369|XP_035917117.1|ASTE
OG0005096	LOC108075939|XP_017024071.1|DKIK	LOC118514211|XP_035916800.1|ASTE
OG0005097	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK	LOC118514179|XP_035916742.1|ASTE
OG0005098	LOC108076472|XP_017024848.1|DKIK	LOC118514177|XP_035916740.1|ASTE
OG0005099	LOC108074641|XP_017022245.1|DKIK	LOC118508939|XP_035904741.1|ASTE
OG0005100	LOC108074653|XP_017022258.1|DKIK	LOC118508938|XP_035904740.1|ASTE
OG0005101	LOC108073362|XP_017020418.1|DKIK	LOC118513189|XP_035914570.1|ASTE
OG0005102	LOC108078387|XP_017027714.1|DKIK	LOC118509628|XP_035906398.1|ASTE
OG0005103	LOC108072143|XP_017018674.1|DKIK	LOC118509660|XP_035906517.1|ASTE
OG0005104	LOC108074797|XP_017022470.1|DKIK	LOC118509779|XP_035906811.1|ASTE
OG0005105	LOC108077480|XP_017026291.1|DKIK	LOC118510326|XP_035907864.1|ASTE
OG0005106	LOC108075216|XP_017023046.1|DKIK	LOC118510336|XP_035907887.1|ASTE
OG0005107	LOC108079907|XP_017029930.1|DKIK	LOC118510320|XP_035907856.1|ASTE
