Orthogroup	DKIK.longest_only	DBIA.longest_only
OG0003482	LOC108085654|XP_017037833.1|DKIK	LOC108027442|XP_016954380.1|DBIA
OG0003483	LOC108070673|XP_017016735.1|DKIK	LOC108027152|XP_016953862.1|DBIA
OG0003484	LOC108071439|XP_017017685.1|DKIK	LOC108032142|XP_016961467.1|DBIA
OG0003485	LOC108074066|XP_017021427.1|DKIK	LOC108023013|XP_016947738.1|DBIA
OG0003486	LOC108074065|XP_017021425.1|DKIK	LOC108023815|XP_016948953.1|DBIA
OG0003487	LOC108075723|XP_017023752.1|DKIK	LOC108026466|XP_016952896.1|DBIA
OG0003488	LOC108083717|XP_017035110.1|DKIK	LOC108024672|XP_016950229.1|DBIA
OG0003489	LOC108073404|XP_017020485.1|DKIK	LOC108031605|XP_016960675.1|DBIA
OG0003490	LOC108073170|XP_017020168.1|DKIK	LOC108031885|XP_016961138.1|DBIA
OG0003491	LOC108083962|XP_017035458.1|DKIK	LOC108024824|XP_016950442.1|DBIA
OG0003492	LOC108085734|XP_017037951.1|DKIK	LOC108024736|XP_016950321.1|DBIA
OG0003493	LOC108073577|XP_017020753.1|DKIK	LOC108032196|XP_016961540.1|DBIA
OG0003494	LOC108077726|XP_017026670.1|DKIK	LOC108024963|XP_016950690.1|DBIA
OG0003495	LOC108085360|XP_017037419.1|DKIK	LOC108034164|XP_016964459.1|DBIA
OG0003496	LOC108077870|XP_017026896.1|DKIK	LOC108031328|XP_016960068.1|DBIA
OG0003497	LOC108071318|XP_017017515.1|DKIK	LOC108031967|XP_016961245.1|DBIA
OG0003499	LOC108073499|XP_017020655.1|DKIK	LOC108031882|XP_016961136.1|DBIA
OG0003500	LOC108082713|XP_017033710.1|DKIK	LOC108033399|XP_016963208.1|DBIA
OG0003501	LOC108074117|XP_017021505.1|DKIK	LOC108032180|XP_016961524.1|DBIA
OG0003502	LOC108071404|XP_017017635.1|DKIK	LOC108032053|XP_016961357.1|DBIA
OG0003503	LOC108081145|XP_017031671.1|DKIK	LOC108024659|XP_016950209.1|DBIA
OG0003504	LOC108081194|XP_017031749.1|DKIK	LOC108026193|XP_016952472.1|DBIA
OG0003505	LOC108084169|XP_017035743.1|DKIK	LOC108031438|XP_016960356.1|DBIA
OG0003506	LOC108070699|XP_017016772.1|DKIK	LOC108027325|XP_016954221.1|DBIA
OG0003507	LOC108071291|XP_017017472.1|DKIK	LOC108031208|XP_016959932.1|DBIA
OG0003508	LOC108075181|XP_017023003.1|DKIK	LOC108034876|XP_016965569.1|DBIA
OG0003509	LOC108084283|XP_017035929.1|DKIK	LOC108031927|XP_016961193.1|DBIA
OG0003510	LOC108081126|XP_017031633.1|DKIK	LOC108024642|XP_016950180.1|DBIA
OG0003511	LOC108075542|XP_017023534.1|DKIK	LOC108024386|XP_016949782.1|DBIA
OG0003512	LOC108081264|XP_017031849.1|DKIK	LOC108024825|XP_016950443.1|DBIA
OG0003513	LOC108071360|XP_017017591.1|DKIK	LOC108024716|XP_016950297.1|DBIA
OG0003514	LOC108071466|XP_017017719.1|DKIK	LOC108032251|XP_016961605.1|DBIA
OG0003515	LOC108082407|XP_017033245.1|DKIK	LOC108030355|XP_016958711.1|DBIA
OG0003516	LOC108074070|XP_017021430.1|DKIK	LOC108031824|XP_016961044.1|DBIA
OG0003517	LOC108071457|XP_017017708.1|DKIK	LOC108024361|XP_016949757.1|DBIA
OG0003518	LOC108080493|XP_017030743.1|DKIK	LOC108027439|XP_016954377.1|DBIA
OG0003519	LOC108078865|XP_017028461.1|DKIK	LOC108035199|XP_016966184.1|DBIA
OG0003520	LOC108078786|XP_017028327.1|DKIK	LOC108035271|XP_016966319.1|DBIA
OG0003521	LOC108078876|XP_017028490.1|DKIK	LOC108035364|XP_016966451.1|DBIA
OG0003522	LOC108073097|XP_017020073.1|DKIK	LOC108023106|XP_016947861.1|DBIA
OG0003523	LOC108085367|XP_017037429.1|DKIK	LOC108034173|XP_016964472.1|DBIA
OG0003524	LOC108083510|XP_017034808.1|DKIK	LOC108023288|XP_016948068.1|DBIA
OG0003525	LOC108076421|XP_017024751.1|DKIK	LOC108036334|XP_016967858.1|DBIA
OG0003526	LOC108085407|XP_017037464.1|DKIK	LOC108025161|XP_016950926.1|DBIA
OG0003527	LOC108078249|XP_017027462.1|DKIK	LOC108030150|XP_016958359.1|DBIA
OG0003529	LOC108077303|XP_017026073.1|DKIK	LOC108034571|XP_016964994.1|DBIA
OG0003530	LOC108078103|XP_017027198.1|DKIK	LOC108028375|XP_016955658.1|DBIA
OG0003531	LOC108075663|XP_017023701.1|DKIK	LOC108025538|XP_016951555.1|DBIA
OG0003532	LOC108070583|XP_017016626.1|DKIK	LOC108035002|XP_016965833.1|DBIA
OG0003533	LOC108078924|XP_017028558.1|DKIK	LOC108030713|XP_016959247.1|DBIA
OG0003534	LOC108078949|XP_017028588.1|DKIK	LOC108035346|XP_016966424.1|DBIA
OG0003535	LOC108075211|XP_017023037.1|DKIK	LOC108035322|XP_016966386.1|DBIA
OG0003536	LOC108076436|XP_017024780.1|DKIK	LOC108030055|XP_016958122.1|DBIA
OG0003537	LOC108074757|XP_017022422.1|DKIK	LOC108026540|XP_016952977.1|DBIA
OG0003538	LOC108073018|XP_017019965.1|DKIK	LOC108029682|XP_016957625.1|DBIA
OG0003539	LOC108082454|XP_017033315.1|DKIK	LOC108030394|XP_016958766.1|DBIA
OG0003540	LOC108079116|XP_017028845.1|DKIK	LOC108030795|XP_016959368.1|DBIA
OG0003541	LOC108084542|XP_017036269.1|DKIK	LOC108026178|XP_016952441.1|DBIA
OG0003542	LOC108078157|XP_017027293.1|DKIK	LOC108029557|XP_016957378.1|DBIA
OG0003543	LOC108080336|XP_017030524.1|DKIK	LOC108023489|XP_016948502.1|DBIA
OG0003544	LOC108071546|XP_017017813.1|DKIK	LOC108028725|XP_016956175.1|DBIA
OG0003545	LOC108084788|XP_017036621.1|DKIK	LOC108030906|XP_016959575.1|DBIA
OG0003546	LOC108083262|XP_017034460.1|DKIK	LOC108030896|XP_016959560.1|DBIA
OG0003547	LOC108076364|XP_017024653.1|DKIK	LOC108022749|XP_016947333.1|DBIA
OG0003548	LOC108078356|XP_017027660.1|DKIK	LOC108036556|XP_016968283.1|DBIA
OG0003549	LOC108078376|XP_017027698.1|DKIK	LOC108036588|XP_016968333.1|DBIA
OG0003550	LOC108073089|XP_017020059.1|DKIK	LOC108022525|XP_016946991.1|DBIA
OG0003551	LOC108072971|XP_017019895.1|DKIK	LOC108022812|XP_016947438.1|DBIA
OG0003552	LOC108072090|XP_017018590.1|DKIK	LOC108022499|XP_016946946.1|DBIA
OG0003553	LOC108073124|XP_017020110.1|DKIK	LOC108022828|XP_016947459.1|DBIA
OG0003554	LOC108079832|XP_017029821.1|DKIK	LOC108035008|XP_016965840.1|DBIA
OG0003555	LOC108079759|XP_017029670.1|DKIK	LOC108034898|XP_016965601.1|DBIA
OG0003556	LOC108083632|XP_017034991.1|DKIK	LOC108028465|XP_016955812.1|DBIA
OG0003557	LOC108083687|XP_017035057.1|DKIK	LOC108028285|XP_016955483.1|DBIA
OG0003558	LOC108078822|XP_017028396.1|DKIK	LOC108035043|XP_016965901.1|DBIA
OG0003559	LOC108083100|XP_017034245.1|DKIK	LOC108035221|XP_016966235.1|DBIA
OG0003560	LOC108071555|XP_017017823.1|DKIK	LOC108028776|XP_016956244.1|DBIA
OG0003561	LOC108076705|XP_017025152.1|DKIK	LOC108022845|XP_016947506.1|DBIA
OG0003562	LOC108073028|XP_017019977.1|DKIK	LOC108022894|XP_016947581.1|DBIA
OG0003563	LOC108084620|XP_017036395.1|DKIK	LOC108031978|XP_016961261.1|DBIA
OG0003564	LOC108083718|XP_017035113.1|DKIK	LOC108028443|XP_016955766.1|DBIA
OG0003565	LOC108079839|XP_017029831.1|DKIK	LOC108035681|XP_016966880.1|DBIA
OG0003566	LOC108075518|XP_017023495.1|DKIK	LOC108031637|XP_016960735.1|DBIA
OG0003567	LOC108078284|XP_017027537.1|DKIK	LOC108036505|XP_016968198.1|DBIA
OG0003568	LOC108078298|XP_017027567.1|DKIK	LOC108036429|XP_016968050.1|DBIA
OG0003569	LOC108075049|XP_017022816.1|DKIK	LOC108035343|XP_016966417.1|DBIA
OG0003570	LOC108072986|XP_017019917.1|DKIK	LOC108030106|XP_016958284.1|DBIA
OG0003571	LOC108078621|XP_017028033.1|DKIK	LOC108035600|XP_016966767.1|DBIA
OG0003572	LOC108082517|XP_017033433.1|DKIK	LOC108030190|XP_016958429.1|DBIA
OG0003573	LOC108085124|XP_017037114.1|DKIK	LOC108030426|XP_016958802.1|DBIA
OG0003574	LOC108070595|XP_017016653.1|DKIK	LOC108035331|XP_016966398.1|DBIA
OG0003575	LOC108078710|XP_017028160.1|DKIK	LOC108035329|XP_016966396.1|DBIA
OG0003576	LOC108078937|XP_017028575.1|DKIK	LOC108035481|XP_016966620.1|DBIA
OG0003577	LOC108084407|XP_017036094.1|DKIK	LOC108028339|XP_016955579.1|DBIA
OG0003578	LOC108071540|XP_017017804.1|DKIK	LOC108028533|XP_016955918.1|DBIA
OG0003579	LOC108073004|XP_017019946.1|DKIK	LOC108022618|XP_016947147.1|DBIA
OG0003580	LOC108076764|XP_017025253.1|DKIK	LOC108026791|XP_016953441.1|DBIA
OG0003581	LOC108079820|XP_017029791.1|DKIK	LOC108030026|XP_016958124.1|DBIA
OG0003582	LOC108071922|XP_017018371.1|DKIK	LOC108035238|XP_016966258.1|DBIA
OG0003583	LOC108085129|XP_017037120.1|DKIK	LOC108022896|XP_016947584.1|DBIA
OG0003584	LOC108082529|XP_017033446.1|DKIK	LOC108036530|XP_016968237.1|DBIA
OG0003585	LOC108080573|XP_017030866.1|DKIK, LOC108080648|XP_017030961.1|DKIK	LOC108028078|XP_016955210.1|DBIA
OG0003586	LOC108085500|XP_017037613.1|DKIK	LOC108024917|XP_016950605.1|DBIA
OG0003587	LOC108074449|XP_017021979.1|DKIK	LOC108027938|XP_016955056.1|DBIA
OG0003588	LOC108085702|XP_017037902.1|DKIK	LOC108032032|XP_016961333.1|DBIA
OG0003589	LOC108078072|XP_017027126.1|DKIK	LOC108036313|XP_016967812.1|DBIA
OG0003590	LOC108075282|XP_017023159.1|DKIK	LOC108034878|XP_016965572.1|DBIA
OG0003591	LOC108079113|XP_017028841.1|DKIK	LOC108030379|XP_016958741.1|DBIA
OG0003592	LOC108070494|XP_017016478.1|DKIK	LOC108030688|XP_016959211.1|DBIA
OG0003593	LOC108070561|XP_017016579.1|DKIK	LOC108034775|XP_016965211.1|DBIA
OG0003594	LOC108084414|XP_017036106.1|DKIK	LOC108028038|XP_016955165.1|DBIA
OG0003595	LOC108078432|XP_017027799.1|DKIK	LOC108026887|XP_016953578.1|DBIA
OG0003596	LOC108076335|XP_017024608.1|DKIK	LOC108030073|XP_016958163.1|DBIA
OG0003597	LOC108076435|XP_017024779.1|DKIK	LOC108030050|XP_016958114.1|DBIA
OG0003598	LOC108078955|XP_017028599.1|DKIK	LOC108035576|XP_016966736.1|DBIA
OG0003599	LOC108075855|XP_017023934.1|DKIK	LOC108027764|XP_016954811.1|DBIA
OG0003600	LOC108077507|XP_017026330.1|DKIK	LOC108034861|XP_016965503.1|DBIA
OG0003601	LOC108077950|XP_017026978.1|DKIK	LOC108036648|XP_016968412.1|DBIA
OG0003602	LOC108076427|XP_017024765.1|DKIK	LOC108026762|XP_016953391.1|DBIA
OG0003603	LOC108078578|XP_017027986.1|DKIK	LOC108034475|XP_016964848.1|DBIA
OG0003604	LOC108073656|XP_017020872.1|DKIK	LOC108034023|XP_016964251.1|DBIA
OG0003605	LOC108081249|XP_017031822.1|DKIK	LOC108024807|XP_016950418.1|DBIA
OG0003606	LOC108073022|XP_017019969.1|DKIK	LOC108022633|XP_016947177.1|DBIA
OG0003607	LOC108073035|XP_017019985.1|DKIK	LOC108022921|XP_016947621.1|DBIA
OG0003608	LOC108078941|XP_017028580.1|DKIK	LOC108035645|XP_016966839.1|DBIA
OG0003609	LOC108078208|XP_017027381.1|DKIK	LOC108036604|XP_016968355.1|DBIA
OG0003610	LOC108080671|XP_017030992.1|DKIK	LOC108028640|XP_016956054.1|DBIA
OG0003611	LOC108078716|XP_017028188.1|DKIK	LOC108028832|XP_016956313.1|DBIA
OG0003612	LOC108078016|XP_017027066.1|DKIK	LOC108022232|XP_016946579.1|DBIA
OG0003613	LOC108072177|XP_017018721.1|DKIK	LOC108030168|XP_016958394.1|DBIA
OG0003614	LOC108072178|XP_017018723.1|DKIK	LOC108030077|XP_016958179.1|DBIA
OG0003615	LOC108074207|XP_017021634.1|DKIK	LOC108022476|XP_016946916.1|DBIA
OG0003616	LOC108076760|XP_017025249.1|DKIK	LOC108026919|XP_016953619.1|DBIA
OG0003618	LOC108072924|XP_017019758.1|DKIK	LOC108022620|XP_016947150.1|DBIA
OG0003619	LOC108081797|XP_017032516.1|DKIK	LOC108030263|XP_016958575.1|DBIA
OG0003620	LOC108070895|XP_017017030.1|DKIK	LOC108026850|XP_016953518.1|DBIA
OG0003621	LOC108078768|XP_017028298.1|DKIK	LOC108029553|XP_016957366.1|DBIA
OG0003622	LOC108078766|XP_017028293.1|DKIK	LOC108029525|XP_016957344.1|DBIA
OG0003623	LOC108070833|XP_017016945.1|DKIK	LOC108029471|XP_016957214.1|DBIA
OG0003624	LOC108076537|XP_017024939.1|DKIK	LOC108022602|XP_016947126.1|DBIA
OG0003625	LOC108076776|XP_017025269.1|DKIK	LOC108030218|XP_016958482.1|DBIA
OG0003626	LOC108078123|XP_017027235.1|DKIK	LOC108030067|XP_016958154.1|DBIA
OG0003627	LOC108082569|XP_017033515.1|DKIK	LOC108029486|XP_016957243.1|DBIA
OG0003628	LOC108078143|XP_017027271.1|DKIK	LOC108036398|XP_016968004.1|DBIA
OG0003629	LOC108080948|XP_017031348.1|DKIK	LOC108029947|XP_016957939.1|DBIA
OG0003630	LOC108072171|XP_017018710.1|DKIK	LOC108026788|XP_016953437.1|DBIA
OG0003631	LOC108083281|XP_017034499.1|DKIK	LOC108030855|XP_016959486.1|DBIA
OG0003632	LOC108070557|XP_017016571.1|DKIK	LOC108034675|XP_016965106.1|DBIA
OG0003633	LOC108078256|XP_017027479.1|DKIK	LOC108029634|XP_016957522.1|DBIA
OG0003634	LOC108077545|XP_017026426.1|DKIK	LOC108035526|XP_016966684.1|DBIA
OG0003635	LOC108073997|XP_017021339.1|DKIK	LOC108035450|XP_016966577.1|DBIA
OG0003636	LOC108078126|XP_017027239.1|DKIK	LOC108036543|XP_016968256.1|DBIA
OG0003637	LOC108077995|XP_017027037.1|DKIK	LOC108029573|XP_016957423.1|DBIA
OG0003638	LOC108074003|XP_017021353.1|DKIK	LOC108028469|XP_016955819.1|DBIA
OG0003639	LOC108077086|XP_017025742.1|DKIK	LOC108032739|XP_016962213.1|DBIA
OG0003640	LOC108078213|XP_017027389.1|DKIK	LOC108026742|XP_016953351.1|DBIA
OG0003641	LOC108082591|XP_017033545.1|DKIK	LOC108026552|XP_016952991.1|DBIA
OG0003642	LOC108078110|XP_017027203.1|DKIK	LOC108029706|XP_016957665.1|DBIA
OG0003643	LOC108070829|XP_017016936.1|DKIK	LOC108026748|XP_016953363.1|DBIA
OG0003644	LOC108082453|XP_017033313.1|DKIK	LOC108036589|XP_016968334.1|DBIA
OG0003645	LOC108075085|XP_017022858.1|DKIK	LOC108034530|XP_016964945.1|DBIA
OG0003646	LOC108070569|XP_017016610.1|DKIK	LOC108035305|XP_016966364.1|DBIA
OG0003647	LOC108078933|XP_017028570.1|DKIK	LOC108029705|XP_016957668.1|DBIA
OG0003648	LOC108086228|XP_017038585.1|DKIK	LOC108029112|XP_016956714.1|DBIA
OG0003649	LOC108073459|XP_017020583.1|DKIK	LOC108026229|XP_016952552.1|DBIA
OG0003650	LOC108080506|XP_017030764.1|DKIK	LOC108033204|XP_016962940.1|DBIA
OG0003651	LOC108085878|XP_017038128.1|DKIK	LOC108025464|XP_016951455.1|DBIA
OG0003652	LOC108070461|XP_017016431.1|DKIK	LOC108035877|XP_016967116.1|DBIA
OG0003653	LOC108073920|XP_017021207.1|DKIK	LOC108028804|XP_016956277.1|DBIA
OG0003654	LOC108078798|XP_017028352.1|DKIK	LOC108035234|XP_016966255.1|DBIA
OG0003655	LOC108082805|XP_017033852.1|DKIK	LOC108032782|XP_016962272.1|DBIA
OG0003656	LOC108070439|XP_017016403.1|DKIK	LOC108035894|XP_016967138.1|DBIA
OG0003657	LOC108073324|XP_017020374.1|DKIK	LOC108034643|XP_016965070.1|DBIA
OG0003658	LOC108073210|XP_017020227.1|DKIK	LOC108024548|XP_016950015.1|DBIA
OG0003659	LOC108083056|XP_017034176.1|DKIK	LOC108028671|XP_016956092.1|DBIA
OG0003660	LOC108079078|XP_017028790.1|DKIK	LOC108029559|XP_016957392.1|DBIA
OG0003661	LOC108075154|XP_017022930.1|DKIK	LOC108035311|XP_016966373.1|DBIA
OG0003662	LOC108085820|XP_017038060.1|DKIK	LOC108028522|XP_016955894.1|DBIA
OG0003663	LOC108084408|XP_017036095.1|DKIK	LOC108028340|XP_016955580.1|DBIA
OG0003664	LOC108084417|XP_017036110.1|DKIK	LOC108028585|XP_016955985.1|DBIA
OG0003665	LOC108085144|XP_017037153.1|DKIK	LOC108022191|XP_016946532.1|DBIA
OG0003666	LOC108070537|XP_017016550.1|DKIK	LOC108030329|XP_016958676.1|DBIA
OG0003667	LOC108079789|XP_017029735.1|DKIK	LOC108034975|XP_016965778.1|DBIA
OG0003668	LOC108071978|XP_017018441.1|DKIK	LOC108034376|XP_016964748.1|DBIA
OG0003669	LOC108078489|XP_017027860.1|DKIK	LOC108036660|XP_016968431.1|DBIA
OG0003670	LOC108078487|XP_017027859.1|DKIK	LOC108036659|XP_016968429.1|DBIA
OG0003671	LOC108076381|XP_017024681.1|DKIK	LOC108022630|XP_016947173.1|DBIA
OG0003672	LOC108071368|XP_017017600.1|DKIK	LOC108026452|XP_016952881.1|DBIA
OG0003673	LOC108076789|XP_017025289.1|DKIK	LOC108026752|XP_016953367.1|DBIA
OG0003674	LOC108078310|XP_017027592.1|DKIK	LOC108036521|XP_016968220.1|DBIA
OG0003675	LOC108076643|XP_017025064.1|DKIK	LOC108029483|XP_016957235.1|DBIA
OG0003676	LOC108076638|XP_017025054.1|DKIK	LOC108029484|XP_016957236.1|DBIA
OG0003677	LOC108070580|XP_017016627.1|DKIK	LOC108031494|XP_016960480.1|DBIA
OG0003678	LOC108073464|XP_017020591.1|DKIK	LOC108035340|XP_016966414.1|DBIA
OG0003679	LOC108073571|XP_017020746.1|DKIK	LOC108035616|XP_016966792.1|DBIA
OG0003680	LOC108073044|XP_017019996.1|DKIK	LOC108023036|XP_016947766.1|DBIA
OG0003681	LOC108082603|XP_017033565.1|DKIK	LOC108030260|XP_016958571.1|DBIA
OG0003682	LOC108077777|XP_017026763.1|DKIK	LOC108027270|XP_016954134.1|DBIA
OG0003683	LOC108081010|XP_017031435.1|DKIK	LOC108030018|XP_016958021.1|DBIA
OG0003684	LOC108078760|XP_017028285.1|DKIK	LOC108034921|XP_016965666.1|DBIA
OG0003685	LOC108078629|XP_017028042.1|DKIK	LOC108030722|XP_016959256.1|DBIA
OG0003686	LOC108078227|XP_017027416.1|DKIK	LOC108036486|XP_016968161.1|DBIA
OG0003687	LOC108072964|XP_017019885.1|DKIK	LOC108022673|XP_016947232.1|DBIA
OG0003688	LOC108078183|XP_017027338.1|DKIK	LOC108026848|XP_016953515.1|DBIA
OG0003689	LOC108072798|XP_017019575.1|DKIK	LOC108030870|XP_016959509.1|DBIA
OG0003690	LOC108080672|XP_017030994.1|DKIK	LOC108028773|XP_016956240.1|DBIA
OG0003691	LOC108083640|XP_017035000.1|DKIK	LOC108030710|XP_016959240.1|DBIA
OG0003692	LOC108073042|XP_017019994.1|DKIK	LOC108030351|XP_016958705.1|DBIA
OG0003693	LOC108079105|XP_017028832.1|DKIK	LOC108029481|XP_016957237.1|DBIA
OG0003694	LOC108071488|XP_017017739.1|DKIK	LOC108035640|XP_016966834.1|DBIA
OG0003695	LOC108077543|XP_017026421.1|DKIK	LOC108035443|XP_016966567.1|DBIA
OG0003696	LOC108073085|XP_017020041.1|DKIK	LOC108029995|XP_016957998.1|DBIA
OG0003697	LOC108085148|XP_017037156.1|DKIK	LOC108022658|XP_016947213.1|DBIA
OG0003698	LOC108078939|XP_017028577.1|DKIK	LOC108035661|XP_016966858.1|DBIA
OG0003699	LOC108070883|XP_017017017.1|DKIK	LOC108022763|XP_016947357.1|DBIA
OG0003700	LOC108074746|XP_017022409.1|DKIK	LOC108022980|XP_016947694.1|DBIA
OG0003701	LOC108077104|XP_017025787.1|DKIK	LOC108036805|XP_016968641.1|DBIA
OG0003702	LOC108083160|XP_017034336.1|DKIK	LOC108035649|XP_016966844.1|DBIA
OG0003703	LOC108079836|XP_017029825.1|DKIK	LOC108035625|XP_016966806.1|DBIA
OG0003704	LOC108077476|XP_017026284.1|DKIK	LOC108034537|XP_016964951.1|DBIA
OG0003705	LOC108076737|XP_017025208.1|DKIK	LOC108029552|XP_016957359.1|DBIA
OG0003706	LOC108083141|XP_017034312.1|DKIK	LOC108028632|XP_016956044.1|DBIA
OG0003707	LOC108073946|XP_017021251.1|DKIK	LOC108030744|XP_016959283.1|DBIA
OG0003708	LOC108078782|XP_017028319.1|DKIK	LOC108034973|XP_016965776.1|DBIA
OG0003709	LOC108081790|XP_017032496.1|DKIK	LOC108030319|XP_016958651.1|DBIA
OG0003710	LOC108081827|XP_017032556.1|DKIK	LOC108030363|XP_016958721.1|DBIA
OG0003711	LOC108083299|XP_017034526.1|DKIK	LOC108030916|XP_016959599.1|DBIA
OG0003712	LOC108074655|XP_017022261.1|DKIK	LOC108022893|XP_016947580.1|DBIA
OG0003713	LOC108076792|XP_017025299.1|DKIK	LOC108029701|XP_016957657.1|DBIA
OG0003714	LOC108076791|XP_017025298.1|DKIK	LOC108029700|XP_016957655.1|DBIA
OG0003715	LOC108078853|XP_017028437.1|DKIK	LOC108034753|XP_016965191.1|DBIA
OG0003716	LOC108075262|XP_017023117.1|DKIK	LOC108028623|XP_016956032.1|DBIA
OG0003717	LOC108079797|XP_017029765.1|DKIK	LOC108034542|XP_016964957.1|DBIA
OG0003718	LOC108072659|XP_017019381.1|DKIK	LOC108034524|XP_016964937.1|DBIA
OG0003719	LOC108083075|XP_017034203.1|DKIK	LOC108035401|XP_016966509.1|DBIA
OG0003720	LOC108074175|XP_017021600.1|DKIK	LOC108027545|XP_016954486.1|DBIA
OG0003721	LOC108078323|XP_017027611.1|DKIK	LOC108026901|XP_016953599.1|DBIA
OG0003722	LOC108078302|XP_017027578.1|DKIK	LOC108028373|XP_016955654.1|DBIA
OG0003723	LOC108078762|XP_017028289.1|DKIK	LOC108035288|XP_016966344.1|DBIA
OG0003724	LOC108086008|XP_017038309.1|DKIK	LOC108028700|XP_016956136.1|DBIA
OG0003725	LOC108070436|XP_017016394.1|DKIK	LOC108030570|XP_016958961.1|DBIA
OG0003726	LOC108086010|XP_017038311.1|DKIK	LOC108035382|XP_016966477.1|DBIA
OG0003727	LOC108078820|XP_017028393.1|DKIK	LOC108028582|XP_016955979.1|DBIA
OG0003728	LOC108084309|XP_017035962.1|DKIK	LOC108024811|XP_016950423.1|DBIA
OG0003729	LOC108079741|XP_017029643.1|DKIK	LOC108034797|XP_016965282.1|DBIA
OG0003730	LOC108075060|XP_017022830.1|DKIK	LOC108034792|XP_016965265.1|DBIA
OG0003731	LOC108079877|XP_017029882.1|DKIK	LOC108035557|XP_016966714.1|DBIA
OG0003732	LOC108073514|XP_017020676.1|DKIK	LOC108028747|XP_016956205.1|DBIA
OG0003733	LOC108080529|XP_017030821.1|DKIK	LOC108030115|XP_016958304.1|DBIA
OG0003734	LOC108078535|XP_017027939.1|DKIK	LOC108028802|XP_016956278.1|DBIA
OG0003735	LOC108072094|XP_017018597.1|DKIK	LOC108026872|XP_016953549.1|DBIA
OG0003736	LOC108081183|XP_017031731.1|DKIK	LOC108030300|XP_016958624.1|DBIA
OG0003737	LOC108078178|XP_017027331.1|DKIK	LOC108026635|XP_016953145.1|DBIA
OG0003738	LOC108076166|XP_017024381.1|DKIK	LOC108026938|XP_016953640.1|DBIA
OG0003739	LOC108076753|XP_017025239.1|DKIK	LOC108030133|XP_016958336.1|DBIA
OG0003740	LOC108073034|XP_017019984.1|DKIK	LOC108030105|XP_016958283.1|DBIA
OG0003741	LOC108080765|XP_017031118.1|DKIK	LOC108028362|XP_016955638.1|DBIA
OG0003742	LOC108085512|XP_017037624.1|DKIK	LOC108035944|XP_016967229.1|DBIA
OG0003743	LOC108076639|XP_017025059.1|DKIK	LOC108029576|XP_016957426.1|DBIA
OG0003744	LOC108072987|XP_017019924.1|DKIK	LOC108030107|XP_016958286.1|DBIA
OG0003745	LOC108072893|XP_017019705.1|DKIK	LOC108022275|XP_016946622.1|DBIA
OG0003746	LOC108078151|XP_017027283.1|DKIK	LOC108022592|XP_016947108.1|DBIA
OG0003747	LOC108083005|XP_017034118.1|DKIK	LOC108034554|XP_016964971.1|DBIA
OG0003748	LOC108083024|XP_017034145.1|DKIK	LOC108035686|XP_016966890.1|DBIA
OG0003749	LOC108073986|XP_017021327.1|DKIK	LOC108035081|XP_016965985.1|DBIA
OG0003750	LOC108083137|XP_017034305.1|DKIK	LOC108035082|XP_016965986.1|DBIA
OG0003751	LOC108073950|XP_017021255.1|DKIK	LOC108034992|XP_016965815.1|DBIA
OG0003752	LOC108078821|XP_017028394.1|DKIK	LOC108035188|XP_016966160.1|DBIA
OG0003753	LOC108079126|XP_017028859.1|DKIK	LOC108028327|XP_016955553.1|DBIA
OG0003754	LOC108079075|XP_017028786.1|DKIK	LOC108028326|XP_016955547.1|DBIA
OG0003755	LOC108078845|XP_017028429.1|DKIK	LOC108034889|XP_016965588.1|DBIA
OG0003756	LOC108075762|XP_017023810.1|DKIK	LOC108032850|XP_016962343.1|DBIA
OG0003757	LOC108072346|XP_017018926.1|DKIK	LOC108022604|XP_016947128.1|DBIA
OG0003758	LOC108082471|XP_017033351.1|DKIK	LOC108029485|XP_016957239.1|DBIA
OG0003759	LOC108077509|XP_017026350.1|DKIK	LOC108034825|XP_016965415.1|DBIA
OG0003760	LOC108072995|XP_017019931.1|DKIK	LOC108022715|XP_016947284.1|DBIA
OG0003761	LOC108077514|XP_017026367.1|DKIK	LOC108035145|XP_016966077.1|DBIA
OG0003762	LOC108077516|XP_017026368.1|DKIK	LOC108035146|XP_016966078.1|DBIA
OG0003763	LOC108071656|XP_017017941.1|DKIK	LOC108028681|XP_016956106.1|DBIA
OG0003764	LOC108071658|XP_017017946.1|DKIK	LOC108028502|XP_016955867.1|DBIA
OG0003765	LOC108085305|XP_017037351.1|DKIK	LOC108032428|XP_016961739.1|DBIA
OG0003766	LOC108076053|XP_017024227.1|DKIK	LOC108023382|XP_016948278.1|DBIA
OG0003767	LOC108082457|XP_017033322.1|DKIK	LOC108030246|XP_016958541.1|DBIA
OG0003768	LOC108078434|XP_017027804.1|DKIK	LOC108023099|XP_016947852.1|DBIA
OG0003769	LOC108078231|XP_017027422.1|DKIK	LOC108022590|XP_016947106.1|DBIA
OG0003770	LOC108077515|XP_017026371.1|DKIK	LOC108036002|XP_016967384.1|DBIA
OG0003771	LOC108072803|XP_017019583.1|DKIK	LOC108034741|XP_016965176.1|DBIA
OG0003772	LOC108078713|XP_017028186.1|DKIK	LOC108028811|XP_016956290.1|DBIA
OG0003773	LOC108078435|XP_017027805.1|DKIK	LOC108036634|XP_016968397.1|DBIA
OG0003774	LOC108078303|XP_017027575.1|DKIK	LOC108036502|XP_016968192.1|DBIA
