Orthogroup	DKIK.longest_only	HILL.longest_only
OG0005223	LOC108079983|XP_017030038.1|DKIK	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC108074788|XP_017022454.1|DKIK	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC108075917|XP_017024039.1|DKIK	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC108077103|XP_017025781.1|DKIK	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC108072630|XP_017019349.1|DKIK	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC108072556|XP_017019224.1|DKIK	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC108079045|XP_017028726.1|DKIK	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC108082058|XP_017032824.1|DKIK	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC108074351|XP_017021865.1|DKIK	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC108075891|XP_017023990.1|DKIK	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC108085250|XP_017037286.1|DKIK	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC108082866|XP_017033933.1|DKIK	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC108082871|XP_017033938.1|DKIK	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC108077433|XP_017026229.1|DKIK	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC108077431|XP_017026225.1|DKIK	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC108077354|XP_017026135.1|DKIK	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC108074577|XP_017022170.1|DKIK	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC108077177|XP_017025903.1|DKIK	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC108074420|XP_017021942.1|DKIK	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC108077261|XP_017026016.1|DKIK	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC108079031|XP_017028712.1|DKIK	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC108085726|XP_017037941.1|DKIK	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC108081156|XP_017031684.1|DKIK	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC108086129|XP_017038470.1|DKIK	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC108076302|XP_017024562.1|DKIK	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC108084255|XP_017035887.1|DKIK	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC108084832|XP_017036687.1|DKIK	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC108070521|XP_017016520.1|DKIK	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC108076891|XP_017025412.1|DKIK	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC108082745|XP_017033744.1|DKIK	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC108081410|XP_017032076.1|DKIK	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC108072511|XP_017019172.1|DKIK	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC108072606|XP_017019318.1|DKIK	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC108080692|XP_017031017.1|DKIK	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC108074855|XP_017022554.1|DKIK	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC108082208|XP_017033029.1|DKIK	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC108077413|XP_017026202.1|DKIK	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC108077416|XP_017026206.1|DKIK	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC108077208|XP_017025947.1|DKIK	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC108081419|XP_017032091.1|DKIK	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC108072600|XP_017019309.1|DKIK	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC108075661|XP_017023699.1|DKIK	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC108082802|XP_017033849.1|DKIK	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC108075916|XP_017024038.1|DKIK	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC108077342|XP_017026119.1|DKIK	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC108077447|XP_017026254.1|DKIK	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC108077451|XP_017026259.1|DKIK	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC108081972|XP_017032695.1|DKIK	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC108074806|XP_017022489.1|DKIK	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC108074807|XP_017022490.1|DKIK	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC108074833|XP_017022523.1|DKIK	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC108082057|XP_017032823.1|DKIK	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC108077052|XP_017025694.1|DKIK	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC108086157|XP_017038508.1|DKIK	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC108086176|XP_017038529.1|DKIK	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC108076767|XP_017025257.1|DKIK	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC108082232|XP_017033059.1|DKIK	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC108074429|XP_017021954.1|DKIK	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC108077435|XP_017026237.1|DKIK	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC108085468|XP_017037574.1|DKIK	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC108084597|XP_017036361.1|DKIK	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC108081403|XP_017032052.1|DKIK	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC108081415|XP_017032086.1|DKIK	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC108074428|XP_017021951.1|DKIK	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC108074437|XP_017021965.1|DKIK	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC108082596|XP_017033557.1|DKIK	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC108081409|XP_017032075.1|DKIK	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC108075526|XP_017023512.1|DKIK	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC108072571|XP_017019265.1|DKIK	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC108072569|XP_017019251.1|DKIK	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC108085235|XP_017037264.1|DKIK	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC108082167|XP_017032962.1|DKIK	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC108072570|XP_017019260.1|DKIK	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC108085415|XP_017037471.1|DKIK	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC108074845|XP_017022541.1|DKIK	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC108077082|XP_017025739.1|DKIK	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC108073487|XP_017020634.1|DKIK	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC108083434|XP_017034678.1|DKIK	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC108082036|XP_017032794.1|DKIK	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC108073129|XP_017020116.1|DKIK	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC108082865|XP_017033932.1|DKIK	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC108079976|XP_017030028.1|DKIK	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC108076766|XP_017025256.1|DKIK	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC108076991|XP_017025540.1|DKIK	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC108081988|XP_017032715.1|DKIK	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC108077075|XP_017025731.1|DKIK	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC108082192|XP_017033002.1|DKIK	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC108079623|XP_017029490.1|DKIK	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC108077152|XP_017025871.1|DKIK	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC108077144|XP_017025851.1|DKIK	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC108077276|XP_017026038.1|DKIK	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC108082182|XP_017032988.1|DKIK	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC108070536|XP_017016549.1|DKIK	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC108076736|XP_017025203.1|DKIK	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC108077407|XP_017026196.1|DKIK	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC108083750|XP_017035159.1|DKIK	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC108085245|XP_017037279.1|DKIK	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC108072591|XP_017019292.1|DKIK	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC108077167|XP_017025891.1|DKIK	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC108074581|XP_017022178.1|DKIK	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC108082198|XP_017033010.1|DKIK	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC108077292|XP_017026060.1|DKIK	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC108075868|XP_017023959.1|DKIK	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC108077318|XP_017026096.1|DKIK	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC108082888|XP_017033959.1|DKIK	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC108075565|XP_017023569.1|DKIK	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC108078947|XP_017028585.1|DKIK	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC108078945|XP_017028583.1|DKIK	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC108077457|XP_017026270.1|DKIK	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC108074602|XP_017022206.1|DKIK	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC108075786|XP_017023843.1|DKIK	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC108077204|XP_017025940.1|DKIK	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC108081810|XP_017032535.1|DKIK	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC108078553|XP_017027959.1|DKIK	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC108078276|XP_017027517.1|DKIK	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC108074573|XP_017022164.1|DKIK	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC108076880|XP_017025399.1|DKIK	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC108082072|XP_017032851.1|DKIK	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC108070879|XP_017017011.1|DKIK	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC108082073|XP_017032853.1|DKIK	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC108073043|XP_017019995.1|DKIK	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC108082383|XP_017033213.1|DKIK	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC108082779|XP_017033803.1|DKIK	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC108075876|XP_017023969.1|DKIK	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC108086124|XP_017038461.1|DKIK	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC108077256|XP_017026008.1|DKIK	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC108077059|XP_017025714.1|DKIK	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC108081984|XP_017032711.1|DKIK	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC108070567|XP_017016607.1|DKIK	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC108077126|XP_017025819.1|DKIK	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC108082461|XP_017033326.1|DKIK	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC108075838|XP_017023903.1|DKIK	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC108074288|XP_017021763.1|DKIK	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC108074302|XP_017021780.1|DKIK	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC108079618|XP_017029482.1|DKIK	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC108075865|XP_017023949.1|DKIK	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC108086135|XP_017038477.1|DKIK	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC108085511|XP_017037623.1|DKIK	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC108077247|XP_017025996.1|DKIK	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC108074504|XP_017022071.1|DKIK	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC108073637|XP_017020845.1|DKIK	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC108078389|XP_017027733.1|DKIK	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC108082191|XP_017033000.1|DKIK	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC108082231|XP_017033058.1|DKIK	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC108082168|XP_017032963.1|DKIK	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC108073321|XP_017020371.1|DKIK	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC108072624|XP_017019342.1|DKIK	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC108082039|XP_017032801.1|DKIK	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC108081973|XP_017032696.1|DKIK	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC108084199|XP_017035797.1|DKIK	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC108074550|XP_017022176.1|DKIK	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC108077071|XP_017025728.1|DKIK	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC108077070|XP_017025727.1|DKIK	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC108077400|XP_017026185.1|DKIK	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC108079799|XP_017029767.1|DKIK	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC108074415|XP_017021932.1|DKIK	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC108074567|XP_017022158.1|DKIK	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC108074436|XP_017021964.1|DKIK	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC108074803|XP_017022487.1|DKIK	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC108071917|XP_017018365.1|DKIK	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC108070697|XP_017016770.1|DKIK	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC108076710|XP_017025160.1|DKIK	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC108076195|XP_017024417.1|DKIK	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC108075521|XP_017023503.1|DKIK	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC108081456|XP_017032135.1|DKIK	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC108076109|XP_017024326.1|DKIK	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC108086224|XP_017038578.1|DKIK	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC108086226|XP_017038582.1|DKIK	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC108077029|XP_017025643.1|DKIK	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC108080793|XP_017031168.1|DKIK	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC108077124|XP_017025816.1|DKIK	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC108074333|XP_017021835.1|DKIK	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC108079605|XP_017029454.1|DKIK	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC108079624|XP_017029491.1|DKIK	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC108075581|XP_017023588.1|DKIK	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC108070778|XP_017016866.1|DKIK	LOC119646246|XP_037902568.1|HILL
OG0005400	LOC108077944|XP_017026971.1|DKIK	LOC119646919|XP_037903521.1|HILL
OG0005401	LOC108079647|XP_017029527.1|DKIK	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC108079646|XP_017029526.1|DKIK	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC108079669|XP_017029555.1|DKIK	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC108079670|XP_017029557.1|DKIK	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC108078322|XP_017027610.1|DKIK	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC108076813|XP_017025332.1|DKIK	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC108076353|XP_017024638.1|DKIK	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC108086233|XP_017038591.1|DKIK	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC108079684|XP_017029578.1|DKIK	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC108086270|XP_017038646.1|DKIK	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC108082315|XP_017033134.1|DKIK	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC108082579|XP_017033525.1|DKIK	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC108081791|XP_017032499.1|DKIK	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC108080301|XP_017030464.1|DKIK	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC108076070|XP_017024264.1|DKIK, LOC108078332|XP_017027622.1|DKIK	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC108076798|XP_017025310.1|DKIK	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC108085361|XP_017037420.1|DKIK	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC108082215|XP_017033037.1|DKIK	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC108074407|XP_017021924.1|DKIK, LOC108077165|XP_017025889.1|DKIK	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC108075943|XP_017024074.1|DKIK	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC108082120|XP_017032910.1|DKIK	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC108079278|XP_017029063.1|DKIK	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC108077092|XP_017025752.1|DKIK	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC108076686|XP_017025125.1|DKIK	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC108071805|XP_017018186.1|DKIK	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC108078160|XP_017027299.1|DKIK	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC108082710|XP_017033706.1|DKIK	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC108082770|XP_017033789.1|DKIK	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC108079987|XP_017030043.1|DKIK	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC108079975|XP_017030027.1|DKIK	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC108081865|XP_017032594.1|DKIK	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC108079352|XP_017029152.1|DKIK	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC108078013|XP_017027059.1|DKIK	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC108084767|XP_017036574.1|DKIK	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC108079327|XP_017029121.1|DKIK	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC108074184|XP_017021610.1|DKIK	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC108071459|XP_017017711.1|DKIK	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC108078968|XP_017028628.1|DKIK	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC108074052|XP_017021411.1|DKIK	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC108074322|XP_017021811.1|DKIK	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC108077255|XP_017026007.1|DKIK	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC108079546|XP_017029373.1|DKIK	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC108077221|XP_017025966.1|DKIK	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC108086166|XP_017038517.1|DKIK	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC108076873|XP_017025392.1|DKIK	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC108086241|XP_017038602.1|DKIK	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC108078159|XP_017027298.1|DKIK	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC108084502|XP_017036232.1|DKIK	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC108085681|XP_017037863.1|DKIK	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC108076352|XP_017024633.1|DKIK	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC108072133|XP_017018658.1|DKIK	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC108077068|XP_017025724.1|DKIK	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC108076156|XP_017024371.1|DKIK	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC108082841|XP_017033896.1|DKIK	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC108082675|XP_017033663.1|DKIK	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC108081440|XP_017032115.1|DKIK	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC108086264|XP_017038638.1|DKIK	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC108081432|XP_017032104.1|DKIK	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC108082170|XP_017032965.1|DKIK	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC108082171|XP_017032966.1|DKIK	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC108072747|XP_017019505.1|DKIK	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC108082725|XP_017033722.1|DKIK	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC108082738|XP_017033732.1|DKIK	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC108082864|XP_017033931.1|DKIK	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC108083756|XP_017035166.1|DKIK	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC108079644|XP_017029523.1|DKIK	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC108074860|XP_017022562.1|DKIK	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC108081538|XP_017032246.1|DKIK, LOC108074798|XP_017022471.1|DKIK	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC108077130|XP_017025829.1|DKIK	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC108077115|XP_017025797.1|DKIK	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC108081391|XP_017032038.1|DKIK	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC108074490|XP_017022052.1|DKIK	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC108074591|XP_017022189.1|DKIK	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC108076756|XP_017025245.1|DKIK	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC108082969|XP_017034081.1|DKIK	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC108077418|XP_017026209.1|DKIK	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC108077417|XP_017026208.1|DKIK	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC108077419|XP_017026210.1|DKIK	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC108086101|XP_017038416.1|DKIK	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC108086133|XP_017038475.1|DKIK	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC108081268|XP_017031854.1|DKIK	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC108086189|XP_017038541.1|DKIK	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC108070754|XP_017016840.1|DKIK	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC108082518|XP_017033434.1|DKIK	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC108075757|XP_017023808.1|DKIK	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC108076271|XP_017024510.1|DKIK	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC108074431|XP_017021956.1|DKIK	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC108074442|XP_017021970.1|DKIK	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC108074531|XP_017022104.1|DKIK	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC108074582|XP_017022179.1|DKIK	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC108082724|XP_017033721.1|DKIK	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC108078339|XP_017027630.1|DKIK	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC108072364|XP_017018947.1|DKIK	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC108071339|XP_017017552.1|DKIK	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC108072631|XP_017019350.1|DKIK	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC108072632|XP_017019352.1|DKIK	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC108072559|XP_017019227.1|DKIK	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC108072560|XP_017019228.1|DKIK	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC108074851|XP_017022551.1|DKIK	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC108074852|XP_017022552.1|DKIK	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC108082003|XP_017032740.1|DKIK	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC108081446|XP_017032124.1|DKIK	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC108082164|XP_017032957.1|DKIK	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC108074299|XP_017021776.1|DKIK	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC108077191|XP_017025925.1|DKIK	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC108079525|XP_017029351.1|DKIK, LOC108079633|XP_017029506.1|DKIK	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC108085268|XP_017037307.1|DKIK	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC108083823|XP_017035267.1|DKIK	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC108084036|XP_017035541.1|DKIK	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC108079170|XP_017028909.1|DKIK	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC108075617|XP_017023638.1|DKIK	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC108078391|XP_017027735.1|DKIK	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC108077176|XP_017025902.1|DKIK	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC108075907|XP_017024016.1|DKIK	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC108079688|XP_017029583.1|DKIK	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC108072416|XP_017019009.1|DKIK	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC108077232|XP_017025979.1|DKIK	LOC119651631|XP_037911223.1|HILL
