Orthogroup	DKIK.longest_only	DNOV.longest_only
OG0004298	LOC108080854|XP_017031246.1|DKIK	LOC115771706|XP_030573389.1|DNOV
OG0004299	LOC108079549|XP_017029379.1|DKIK	LOC115758114|XP_030554504.1|DNOV
OG0004300	LOC108076584|XP_017024985.1|DKIK	LOC115757843|XP_030554137.1|DNOV
OG0004301	LOC108084410|XP_017036098.1|DKIK	LOC115770987|XP_030572338.1|DNOV
OG0004302	LOC108082413|XP_017033250.1|DKIK	LOC115767497|XP_030567666.1|DNOV
OG0004303	LOC108078301|XP_017027574.1|DKIK	LOC115758167|XP_030554568.1|DNOV
OG0004304	LOC108078046|XP_017027097.1|DKIK	LOC115767433|XP_030567585.1|DNOV
OG0004305	LOC108070817|XP_017016906.1|DKIK	LOC115764547|XP_030563522.1|DNOV
OG0004306	LOC108082583|XP_017033530.1|DKIK	LOC115757821|XP_030554105.1|DNOV
OG0004307	LOC108085165|XP_017037185.1|DKIK	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV
OG0004308	LOC108072116|XP_017018628.1|DKIK	LOC115764809|XP_030563920.1|DNOV
OG0004309	LOC108078642|XP_017028060.1|DKIK	LOC115770981|XP_030572311.1|DNOV
OG0004310	LOC108082532|XP_017033457.1|DKIK	LOC115764498|XP_030563446.1|DNOV
OG0004311	LOC108075000|XP_017022732.1|DKIK	LOC115770070|XP_030571030.1|DNOV
OG0004312	LOC108070826|XP_017016934.1|DKIK	LOC115757905|XP_030554215.1|DNOV
OG0004313	LOC108085112|XP_017037078.1|DKIK	LOC115767437|XP_030567591.1|DNOV
OG0004314	LOC108072305|XP_017018862.1|DKIK	LOC115766515|XP_030566338.1|DNOV
OG0004315	LOC108070888|XP_017017022.1|DKIK	LOC115758020|XP_030554384.1|DNOV
OG0004316	LOC108078533|XP_017027934.1|DKIK	LOC115763988|XP_030562665.1|DNOV
OG0004317	LOC108078462|XP_017027845.1|DKIK	LOC115757988|XP_030554338.1|DNOV
OG0004318	LOC108070824|XP_017016926.1|DKIK	LOC115757796|XP_030554070.1|DNOV
OG0004319	LOC108078380|XP_017027704.1|DKIK	LOC115764529|XP_030563487.1|DNOV
OG0004320	LOC108084219|XP_017035830.1|DKIK	LOC115761190|XP_030558721.1|DNOV
OG0004321	LOC108074857|XP_017022557.1|DKIK	LOC115763516|XP_030561977.1|DNOV
OG0004322	LOC108084304|XP_017035956.1|DKIK	LOC115761277|XP_030558854.1|DNOV
OG0004323	LOC108079102|XP_017028819.1|DKIK	LOC115765834|XP_030565418.1|DNOV
OG0004324	LOC108081402|XP_017032051.1|DKIK	LOC115765945|XP_030565551.1|DNOV
OG0004325	LOC108086162|XP_017038512.1|DKIK	LOC115758118|XP_030554534.1|DNOV
OG0004326	LOC108086161|XP_017038511.1|DKIK	LOC115758117|XP_030554533.1|DNOV
OG0004327	LOC108084669|XP_017036484.1|DKIK	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV
OG0004328	LOC108081535|XP_017032241.1|DKIK, LOC108076304|XP_017024564.1|DKIK	LOC115760558|XP_030557824.1|DNOV
OG0004329	LOC108072092|XP_017018593.1|DKIK	LOC115761055|XP_030558535.1|DNOV
OG0004330	LOC108078316|XP_017027603.1|DKIK	LOC115765563|XP_030565069.1|DNOV
OG0004331	LOC108078555|XP_017027963.1|DKIK	LOC115763238|XP_030561578.1|DNOV
OG0004332	LOC108077309|XP_017026086.1|DKIK	LOC115759863|XP_030556830.1|DNOV
OG0004333	LOC108077113|XP_017025795.1|DKIK	LOC115760325|XP_030557470.1|DNOV
OG0004334	LOC108073611|XP_017020791.1|DKIK	LOC115759080|XP_030555772.1|DNOV
OG0004335	LOC108076444|XP_017024801.1|DKIK	LOC115760352|XP_030557505.1|DNOV
OG0004336	LOC108076712|XP_017025163.1|DKIK	LOC115761832|XP_030559640.1|DNOV
OG0004337	LOC108079638|XP_017029513.1|DKIK	LOC115758327|XP_030554756.1|DNOV
OG0004338	LOC108078884|XP_017028504.1|DKIK	LOC115769606|XP_030570359.1|DNOV
OG0004339	LOC108076403|XP_017024732.1|DKIK	LOC115757979|XP_030554324.1|DNOV
OG0004340	LOC108076402|XP_017024731.1|DKIK	LOC115757968|XP_030554312.1|DNOV
OG0004341	LOC108072309|XP_017018870.1|DKIK	LOC115766576|XP_030566421.1|DNOV
OG0004342	LOC108072389|XP_017018986.1|DKIK	LOC115764523|XP_030563481.1|DNOV
OG0004343	LOC108072369|XP_017018954.1|DKIK	LOC115764497|XP_030563444.1|DNOV
OG0004344	LOC108072371|XP_017018958.1|DKIK	LOC115764570|XP_030563559.1|DNOV
OG0004345	LOC108079517|XP_017029345.1|DKIK	LOC115758960|XP_030555622.1|DNOV
OG0004346	LOC108070770|XP_017016858.1|DKIK	LOC115758019|XP_030554382.1|DNOV
OG0004347	LOC108070890|XP_017017024.1|DKIK	LOC115758016|XP_030554375.1|DNOV
OG0004348	LOC108071997|XP_017018461.1|DKIK	LOC115758032|XP_030554405.1|DNOV
OG0004349	LOC108072066|XP_017018553.1|DKIK	LOC115771306|XP_030572809.1|DNOV
OG0004350	LOC108081785|XP_017032492.1|DKIK	LOC115764519|XP_030563478.1|DNOV
OG0004351	LOC108085119|XP_017037108.1|DKIK	LOC115757807|XP_030554084.1|DNOV
OG0004352	LOC108084362|XP_017036024.1|DKIK	LOC115764005|XP_030562685.1|DNOV
OG0004353	LOC108083720|XP_017035115.1|DKIK	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV
OG0004354	LOC108081193|XP_017031748.1|DKIK	LOC115765048|XP_030564282.1|DNOV
OG0004355	LOC108081201|XP_017031756.1|DKIK	LOC115764690|XP_030563741.1|DNOV
OG0004356	LOC108078399|XP_017027744.1|DKIK	LOC115758220|XP_030554630.1|DNOV
OG0004357	LOC108081817|XP_017032544.1|DKIK	LOC115759190|XP_030555930.1|DNOV
OG0004358	LOC108082560|XP_017033499.1|DKIK	LOC115758034|XP_030554404.1|DNOV
OG0004359	LOC108082490|XP_017033393.1|DKIK	LOC115764470|XP_030563372.1|DNOV
OG0004360	LOC108085489|XP_017037598.1|DKIK	LOC115771516|XP_030573111.1|DNOV
OG0004361	LOC108084868|XP_017036748.1|DKIK	LOC115765774|XP_030565305.1|DNOV
OG0004362	LOC108072795|XP_017019568.1|DKIK	LOC115769530|XP_030570232.1|DNOV
OG0004363	LOC108080292|XP_017030449.1|DKIK	LOC115767570|XP_030567716.1|DNOV
OG0004364	LOC108081809|XP_017032534.1|DKIK	LOC115758202|XP_030554609.1|DNOV
OG0004365	LOC108078188|XP_017027345.1|DKIK	LOC115762966|XP_030561242.1|DNOV
OG0004366	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK	LOC115765896|XP_030565499.1|DNOV
OG0004367	LOC108075076|XP_017022847.1|DKIK	LOC115771425|XP_030572987.1|DNOV
OG0004368	LOC108083326|XP_017034562.1|DKIK	LOC115771456|XP_030573031.1|DNOV
OG0004369	LOC108074712|XP_017022341.1|DKIK	LOC115757982|XP_030554331.1|DNOV
OG0004370	LOC108076279|XP_017024516.1|DKIK	LOC115759784|XP_030556719.1|DNOV
OG0004371	LOC108079238|XP_017029011.1|DKIK	LOC115771313|XP_030572827.1|DNOV
OG0004372	LOC108070903|XP_017017048.1|DKIK	LOC115758076|XP_030554450.1|DNOV
OG0004373	LOC108071386|XP_017017619.1|DKIK	LOC115767475|XP_030567640.1|DNOV
OG0004374	LOC108072951|XP_017019818.1|DKIK	LOC115760793|XP_030558152.1|DNOV
OG0004375	LOC108071550|XP_017017816.1|DKIK	LOC115762786|XP_030560998.1|DNOV
OG0004376	LOC108083026|XP_017034147.1|DKIK	LOC115770080|XP_030571046.1|DNOV
OG0004377	LOC108078908|XP_017028530.1|DKIK	LOC115769388|XP_030570043.1|DNOV
OG0004378	LOC108072426|XP_017019029.1|DKIK	LOC115762853|XP_030561092.1|DNOV
OG0004379	LOC108078137|XP_017027252.1|DKIK	LOC115770762|XP_030572072.1|DNOV
OG0004380	LOC108078525|XP_017027924.1|DKIK	LOC115764484|XP_030563430.1|DNOV
OG0004381	LOC108071448|XP_017017691.1|DKIK	LOC115764924|XP_030564090.1|DNOV
OG0004382	LOC108074696|XP_017022326.1|DKIK	LOC115757817|XP_030554100.1|DNOV
OG0004383	LOC108072988|XP_017019925.1|DKIK	LOC115764580|XP_030563588.1|DNOV
OG0004384	LOC108072961|XP_017019880.1|DKIK	LOC115764582|XP_030563590.1|DNOV
OG0004385	LOC108073122|XP_017020109.1|DKIK	LOC115758211|XP_030554621.1|DNOV
OG0004386	LOC108082332|XP_017033151.1|DKIK	LOC115757854|XP_030554150.1|DNOV
OG0004387	LOC108070431|XP_017016388.1|DKIK	LOC115771391|XP_030572937.1|DNOV
OG0004388	LOC108074669|XP_017022277.1|DKIK	LOC115757887|XP_030554190.1|DNOV
OG0004389	LOC108072764|XP_017019526.1|DKIK	LOC115769987|XP_030570914.1|DNOV
OG0004390	LOC108083765|XP_017035178.1|DKIK	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV
OG0004391	LOC108082135|XP_017032927.1|DKIK	LOC115767482|XP_030567646.1|DNOV
OG0004392	LOC108083655|XP_017035014.1|DKIK	LOC115771494|XP_030573078.1|DNOV
OG0004393	LOC108082593|XP_017033549.1|DKIK	LOC115758541|XP_030555136.1|DNOV
OG0004394	LOC108076446|XP_017024803.1|DKIK	LOC115760821|XP_030558200.1|DNOV
OG0004395	LOC108078772|XP_017028308.1|DKIK	LOC115757930|XP_030554256.1|DNOV
OG0004396	LOC108071384|XP_017017611.1|DKIK	LOC115758030|XP_030554399.1|DNOV
OG0004397	LOC108081823|XP_017032553.1|DKIK	LOC115758103|XP_030554490.1|DNOV
OG0004398	LOC108081826|XP_017032555.1|DKIK	LOC115758014|XP_030554373.1|DNOV
OG0004399	LOC108082547|XP_017033477.1|DKIK	LOC115761091|XP_030558573.1|DNOV
OG0004400	LOC108085428|XP_017037506.1|DKIK	LOC115759464|XP_030556258.1|DNOV
OG0004401	LOC108072201|XP_017018749.1|DKIK	LOC115758232|XP_030554644.1|DNOV
OG0004402	LOC108078367|XP_017027682.1|DKIK	LOC115758499|XP_030555046.1|DNOV
OG0004403	LOC108076331|XP_017024604.1|DKIK	LOC115769593|XP_030570379.1|DNOV
OG0004404	LOC108085106|XP_017037068.1|DKIK	LOC115767457|XP_030567618.1|DNOV
OG0004405	LOC108075003|XP_017022737.1|DKIK	LOC115770402|XP_030571520.1|DNOV
OG0004406	LOC108084799|XP_017036639.1|DKIK	LOC115770016|XP_030570928.1|DNOV
OG0004407	LOC108082439|XP_017033297.1|DKIK	LOC115764584|XP_030563593.1|DNOV
OG0004408	LOC108075129|XP_017022901.1|DKIK	LOC115771529|XP_030573126.1|DNOV
OG0004409	LOC108076451|XP_017024820.1|DKIK, LOC108086013|XP_017038313.1|DKIK	LOC115766740|XP_030566565.1|DNOV
OG0004410	LOC108078162|XP_017027303.1|DKIK	LOC115767417|XP_030567553.1|DNOV
OG0004411	LOC108070468|XP_017016439.1|DKIK	LOC115771584|XP_030573204.1|DNOV
OG0004412	LOC108070467|XP_017016438.1|DKIK	LOC115771583|XP_030573203.1|DNOV
OG0004413	LOC108072187|XP_017018732.1|DKIK	LOC115760559|XP_030557828.1|DNOV
OG0004414	LOC108071995|XP_017018459.1|DKIK	LOC115758040|XP_030554417.1|DNOV
OG0004415	LOC108072447|XP_017019064.1|DKIK	LOC115767959|XP_030568253.1|DNOV
OG0004416	LOC108081830|XP_017032560.1|DKIK	LOC115760967|XP_030558425.1|DNOV
OG0004417	LOC108073566|XP_017020742.1|DKIK	LOC115761888|XP_030559751.1|DNOV
OG0004418	LOC108081246|XP_017031817.1|DKIK	LOC115758031|XP_030554401.1|DNOV
OG0004419	LOC108078497|XP_017027883.1|DKIK	LOC115764444|XP_030563314.1|DNOV
OG0004420	LOC108078383|XP_017027711.1|DKIK	LOC115764488|XP_030563436.1|DNOV
OG0004421	LOC108080587|XP_017030881.1|DKIK	LOC115769847|XP_030570685.1|DNOV
OG0004422	LOC108071881|XP_017018298.1|DKIK	LOC115769921|XP_030570806.1|DNOV
OG0004423	LOC108076356|XP_017024642.1|DKIK	LOC115758214|XP_030554626.1|DNOV
OG0004424	LOC108070861|XP_017016983.1|DKIK	LOC115757900|XP_030554206.1|DNOV
OG0004425	LOC108075124|XP_017022896.1|DKIK	LOC115770060|XP_030571015.1|DNOV
OG0004426	LOC108075238|XP_017023083.1|DKIK	LOC115770222|XP_030571283.1|DNOV
OG0004427	LOC108078279|XP_017027525.1|DKIK	LOC115770304|XP_030571399.1|DNOV
OG0004428	LOC108074044|XP_017021400.1|DKIK	LOC115761594|XP_030559249.1|DNOV
OG0004429	LOC108081388|XP_017032034.1|DKIK	LOC115765938|XP_030565544.1|DNOV
OG0004430	LOC108072762|XP_017019523.1|DKIK	LOC115771569|XP_030573182.1|DNOV
OG0004431	LOC108073471|XP_017020604.1|DKIK	LOC115761525|XP_030559156.1|DNOV
OG0004432	LOC108073470|XP_017020602.1|DKIK	LOC115761524|XP_030559155.1|DNOV
OG0004433	LOC108070480|XP_017016455.1|DKIK	LOC115769072|XP_030569645.1|DNOV
OG0004434	LOC108081824|XP_017032554.1|DKIK	LOC115758012|XP_030554369.1|DNOV
OG0004435	LOC108076808|XP_017025324.1|DKIK	LOC115767455|XP_030567616.1|DNOV
OG0004436	LOC108072907|XP_017019720.1|DKIK	LOC115764508|XP_030563462.1|DNOV
OG0004437	LOC108072391|XP_017018988.1|DKIK	LOC115764446|XP_030563316.1|DNOV
OG0004438	LOC108072991|XP_017019928.1|DKIK	LOC115757811|XP_030554094.1|DNOV
OG0004439	LOC108076454|XP_017024819.1|DKIK	LOC115758006|XP_030554363.1|DNOV
OG0004440	LOC108078164|XP_017027306.1|DKIK	LOC115767467|XP_030567632.1|DNOV
OG0004441	LOC108074505|XP_017022072.1|DKIK	LOC115760313|XP_030557460.1|DNOV
OG0004442	LOC108078372|XP_017027689.1|DKIK	LOC115757889|XP_030554194.1|DNOV
OG0004443	LOC108073987|XP_017021328.1|DKIK	LOC115771256|XP_030572727.1|DNOV
OG0004444	LOC108076283|XP_017024521.1|DKIK	LOC115764593|XP_030563605.1|DNOV
OG0004445	LOC108071999|XP_017018463.1|DKIK	LOC115760485|XP_030557693.1|DNOV
OG0004446	LOC108085320|XP_017037365.1|DKIK	LOC115765028|XP_030564251.1|DNOV
OG0004447	LOC108084530|XP_017036256.1|DKIK	LOC115764926|XP_030564096.1|DNOV
OG0004448	LOC108078028|XP_017027078.1|DKIK	LOC115768659|XP_030569228.1|DNOV
OG0004449	LOC108083134|XP_017034300.1|DKIK	LOC115767940|XP_030568177.1|DNOV
OG0004450	LOC108082512|XP_017033429.1|DKIK	LOC115757962|XP_030554302.1|DNOV
OG0004451	LOC108082431|XP_017033290.1|DKIK	LOC115757933|XP_030554261.1|DNOV
OG0004452	LOC108076577|XP_017024975.1|DKIK	LOC115767418|XP_030567554.1|DNOV
OG0004453	LOC108082484|XP_017033387.1|DKIK	LOC115757878|XP_030554178.1|DNOV
OG0004454	LOC108085593|XP_017037748.1|DKIK	LOC115761882|XP_030559744.1|DNOV
OG0004455	LOC108082994|XP_017034106.1|DKIK	LOC115766619|XP_030566473.1|DNOV
OG0004456	LOC108082922|XP_017034000.1|DKIK	LOC115768175|XP_030568537.1|DNOV
OG0004457	LOC108073913|XP_017021198.1|DKIK	LOC115768502|XP_030568951.1|DNOV
OG0004458	LOC108073999|XP_017021341.1|DKIK	LOC115768301|XP_030568709.1|DNOV
OG0004459	LOC108070459|XP_017016428.1|DKIK	LOC115770553|XP_030571725.1|DNOV
OG0004460	LOC108077552|XP_017026432.1|DKIK	LOC115771099|XP_030572518.1|DNOV
OG0004461	LOC108083105|XP_017034252.1|DKIK	LOC115770457|XP_030571595.1|DNOV
OG0004462	LOC108085543|XP_017037668.1|DKIK	LOC115771586|XP_030573209.1|DNOV
OG0004463	LOC108072778|XP_017019551.1|DKIK	LOC115771403|XP_030572959.1|DNOV
OG0004464	LOC108084797|XP_017036634.1|DKIK	LOC115770320|XP_030571417.1|DNOV
OG0004465	LOC108083307|XP_017034532.1|DKIK	LOC115760158|XP_030557230.1|DNOV
OG0004466	LOC108085498|XP_017037608.1|DKIK	LOC115771395|XP_030572941.1|DNOV
OG0004467	LOC108083149|XP_017034319.1|DKIK	LOC115770083|XP_030571053.1|DNOV
OG0004468	LOC108083027|XP_017034148.1|DKIK	LOC115770079|XP_030571045.1|DNOV
OG0004469	LOC108083155|XP_017034328.1|DKIK	LOC115769848|XP_030570689.1|DNOV
OG0004470	LOC108082743|XP_017033742.1|DKIK	LOC115758493|XP_030555034.1|DNOV
OG0004471	LOC108075637|XP_017023670.1|DKIK	LOC115761271|XP_030558844.1|DNOV
OG0004472	LOC108078268|XP_017027506.1|DKIK	LOC115758248|XP_030554663.1|DNOV
OG0004473	LOC108082509|XP_017033426.1|DKIK	LOC115758039|XP_030554413.1|DNOV
OG0004474	LOC108082505|XP_017033423.1|DKIK	LOC115758037|XP_030554411.1|DNOV
OG0004475	LOC108071385|XP_017017618.1|DKIK	LOC115767474|XP_030567639.1|DNOV
OG0004476	LOC108073625|XP_017020813.1|DKIK	LOC115759062|XP_030555749.1|DNOV
OG0004477	LOC108078409|XP_017027754.1|DKIK	LOC115757983|XP_030554332.1|DNOV
OG0004478	LOC108074764|XP_017022431.1|DKIK	LOC115757955|XP_030554290.1|DNOV
OG0004479	LOC108072212|XP_017018762.1|DKIK	LOC115762523|XP_030560647.1|DNOV
OG0004480	LOC108074178|XP_017021603.1|DKIK	LOC115765414|XP_030564819.1|DNOV
OG0004481	LOC108076763|XP_017025252.1|DKIK	LOC115766052|XP_030565735.1|DNOV
OG0004482	LOC108073716|XP_017020951.1|DKIK	LOC115771671|XP_030573346.1|DNOV
OG0004483	LOC108072098|XP_017018600.1|DKIK	LOC115771975|XP_030573758.1|DNOV
OG0004484	LOC108084003|XP_017035505.1|DKIK	LOC115764777|XP_030563876.1|DNOV
OG0004485	LOC108076041|XP_017024188.1|DKIK	LOC115767000|XP_030566982.1|DNOV
OG0004486	LOC108078203|XP_017027376.1|DKIK	LOC115767495|XP_030567663.1|DNOV
OG0004487	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK	LOC115769361|XP_030570004.1|DNOV
OG0004489	LOC108079756|XP_017029666.1|DKIK	LOC115771189|XP_030572643.1|DNOV
OG0004490	LOC108078035|XP_017027085.1|DKIK	LOC115762462|XP_030560530.1|DNOV
OG0004491	LOC108082671|XP_017033658.1|DKIK	LOC115759339|XP_030556118.1|DNOV
OG0004492	LOC108083270|XP_017034477.1|DKIK	LOC115767231|XP_030567290.1|DNOV, LOC115770011|XP_030570921.1|DNOV
OG0004493	LOC108086282|XP_017016312.1|DKIK	LOC115768869|XP_030569437.1|DNOV
OG0004494	LOC108085475|XP_017037581.1|DKIK	LOC115763639|XP_030562129.1|DNOV, LOC115763832|XP_030562451.1|DNOV
OG0004495	LOC108073552|XP_017020725.1|DKIK	LOC115771640|XP_030573300.1|DNOV, LOC115771641|XP_030573301.1|DNOV, LOC115771951|XP_030573714.1|DNOV
OG0004496	LOC108072011|XP_017018478.1|DKIK, LOC108072209|XP_017018759.1|DKIK	LOC115771166|XP_030572608.1|DNOV
OG0004497	LOC108076543|XP_017024944.1|DKIK	LOC115760014|XP_030557039.1|DNOV
OG0004498	LOC108074060|XP_017021421.1|DKIK	LOC115767442|XP_030567599.1|DNOV, LOC115767443|XP_030567600.1|DNOV
OG0004499	LOC108085158|XP_017037182.1|DKIK	LOC115763654|XP_030562186.1|DNOV
OG0004500	LOC108082358|XP_017033187.1|DKIK	LOC115760749|XP_030558086.1|DNOV
OG0004501	LOC108082575|XP_017033521.1|DKIK	LOC115762307|XP_030560333.1|DNOV
OG0004503	LOC108085833|XP_017038080.1|DKIK, LOC108085834|XP_017038081.1|DKIK	LOC115760779|XP_030558129.1|DNOV
OG0004504	LOC108077168|XP_017025896.1|DKIK	LOC115760376|XP_030557530.1|DNOV
OG0004505	LOC108073925|XP_017021253.1|DKIK	LOC115764749|XP_030563828.1|DNOV
OG0004506	LOC108077757|XP_017026726.1|DKIK	LOC115759421|XP_030556178.1|DNOV
OG0004507	LOC108085659|XP_017037839.1|DKIK	LOC115763986|XP_030562659.1|DNOV
OG0004508	LOC108085557|XP_017037684.1|DKIK	LOC115764145|XP_030562881.1|DNOV
OG0004509	LOC108073836|XP_017021106.1|DKIK	LOC115767363|XP_030567484.1|DNOV
OG0004510	LOC108084480|XP_017036191.1|DKIK	LOC115768212|XP_030568584.1|DNOV
OG0004511	LOC108073402|XP_017020483.1|DKIK	LOC115771709|XP_030573388.1|DNOV
OG0004512	LOC108074893|XP_017022603.1|DKIK	LOC115766794|XP_030566675.1|DNOV
OG0004513	LOC108071861|XP_017018276.1|DKIK	LOC115766787|XP_030566663.1|DNOV
OG0004514	LOC108082648|XP_017033620.1|DKIK	LOC115766772|XP_030566643.1|DNOV
OG0004515	LOC108079249|XP_017029026.1|DKIK	LOC115765186|XP_030564474.1|DNOV
OG0004516	LOC108076075|XP_017024273.1|DKIK	LOC115767325|XP_030567427.1|DNOV
OG0004517	LOC108076778|XP_017025275.1|DKIK	LOC115766483|XP_030566305.1|DNOV
OG0004518	LOC108084203|XP_017035807.1|DKIK	LOC115768104|XP_030568456.1|DNOV
OG0004519	LOC108075747|XP_017023791.1|DKIK	LOC115764223|XP_030562997.1|DNOV
OG0004520	LOC108071857|XP_017018263.1|DKIK	LOC115766263|XP_030565983.1|DNOV
OG0004521	LOC108071381|XP_017017608.1|DKIK	LOC115762438|XP_030560494.1|DNOV
OG0004522	LOC108083780|XP_017035195.1|DKIK	LOC115767284|XP_030567375.1|DNOV
OG0004523	LOC108082824|XP_017033876.1|DKIK	LOC115765032|XP_030564254.1|DNOV
OG0004524	LOC108071840|XP_017018241.1|DKIK	LOC115767592|XP_030567745.1|DNOV
OG0004525	LOC108084444|XP_017036145.1|DKIK	LOC115765196|XP_030564490.1|DNOV
OG0004526	LOC108076049|XP_017024212.1|DKIK	LOC115768229|XP_030568616.1|DNOV
OG0004527	LOC108078220|XP_017027401.1|DKIK	LOC115767799|XP_030567990.1|DNOV
OG0004528	LOC108080133|XP_017030256.1|DKIK	LOC115764276|XP_030563062.1|DNOV
OG0004529	LOC108070926|XP_017017070.1|DKIK	LOC115768794|XP_030569350.1|DNOV
OG0004530	LOC108079967|XP_017030018.1|DKIK	LOC115765203|XP_030564501.1|DNOV
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC115765064|XP_030564298.1|DNOV
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC115766350|XP_030566108.1|DNOV
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC115767397|XP_030567520.1|DNOV
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC115765276|XP_030564626.1|DNOV
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC115762927|XP_030561167.1|DNOV
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC115764286|XP_030563077.1|DNOV
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC115767402|XP_030567527.1|DNOV
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC115762043|XP_030559973.1|DNOV
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC115771924|XP_030573682.1|DNOV
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC115767732|XP_030567903.1|DNOV
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC115757978|XP_030554319.1|DNOV
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC115764378|XP_030563200.1|DNOV
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC115768260|XP_030568649.1|DNOV
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC115768153|XP_030568508.1|DNOV
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC115761362|XP_030558970.1|DNOV
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC115760848|XP_030558260.1|DNOV
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC115766908|XP_030566846.1|DNOV
OG0004548	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK	LOC115765145|XP_030564410.1|DNOV
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC115768777|XP_030569329.1|DNOV
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC115769020|XP_030569590.1|DNOV
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC115772051|XP_030573856.1|DNOV
OG0004552	LOC108083517|XP_017034827.1|DKIK	LOC115768569|XP_030569053.1|DNOV
OG0004553	LOC108077529|XP_017026385.1|DKIK	LOC115770982|XP_030572313.1|DNOV
OG0004554	LOC108080142|XP_017030265.1|DKIK	LOC115767870|XP_030568090.1|DNOV
OG0004555	LOC108080018|XP_017030074.1|DKIK	LOC115767869|XP_030568089.1|DNOV
OG0004556	LOC108079004|XP_017028670.1|DKIK	LOC115764263|XP_030563045.1|DNOV
OG0004557	LOC108079314|XP_017029096.1|DKIK	LOC115768435|XP_030568853.1|DNOV
OG0004558	LOC108079734|XP_017029634.1|DKIK	LOC115765394|XP_030564784.1|DNOV
OG0004559	LOC108081035|XP_017031486.1|DKIK	LOC115764615|XP_030563633.1|DNOV
OG0004560	LOC108083735|XP_017035135.1|DKIK	LOC115760372|XP_030557529.1|DNOV
OG0004561	LOC108077630|XP_017026531.1|DKIK	LOC115771904|XP_030573653.1|DNOV
OG0004562	LOC108083755|XP_017035161.1|DKIK	LOC115771879|XP_030573624.1|DNOV
OG0004563	LOC108081124|XP_017031630.1|DKIK	LOC115772114|XP_030573946.1|DNOV
OG0004564	LOC108075820|XP_017023922.1|DKIK	LOC115763894|XP_030562532.1|DNOV
OG0004565	LOC108075533|XP_017023519.1|DKIK	LOC115771793|XP_030573523.1|DNOV
OG0004566	LOC108083868|XP_017035346.1|DKIK	LOC115765310|XP_030564668.1|DNOV
OG0004567	LOC108074253|XP_017021711.1|DKIK	LOC115768159|XP_030568513.1|DNOV
OG0004568	LOC108079345|XP_017029139.1|DKIK	LOC115768453|XP_030568874.1|DNOV
OG0004569	LOC108077733|XP_017026684.1|DKIK	LOC115761719|XP_030559457.1|DNOV
OG0004570	LOC108076371|XP_017024665.1|DKIK	LOC115765370|XP_030564757.1|DNOV
OG0004571	LOC108083547|XP_017034881.1|DKIK	LOC115767013|XP_030566996.1|DNOV
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC115760111|XP_030557164.1|DNOV
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC115761666|XP_030559372.1|DNOV
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC115768915|XP_030569505.1|DNOV
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC115768922|XP_030569518.1|DNOV
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC115759505|XP_030556306.1|DNOV
OG0004577	LOC108074081|XP_017021449.1|DKIK	LOC115761595|XP_030559252.1|DNOV
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC115771315|XP_030572834.1|DNOV
OG0004579	LOC108082175|XP_017032971.1|DKIK	LOC115759105|XP_030555804.1|DNOV
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC115761752|XP_030559513.1|DNOV
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC115764168|XP_030562912.1|DNOV
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC115757658|XP_030553831.1|DNOV
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC115765326|XP_030564687.1|DNOV
