Orthogroup	DKIK.longest_only	DPER.longest_only
OG0004572	LOC108077420|XP_017026211.1|DKIK	LOC6595540|XP_002020628.1|DPER
OG0004573	LOC108083933|XP_017035423.1|DKIK	LOC6588438|XP_002013854.1|DPER
OG0004574	LOC108080242|XP_017030389.1|DKIK	LOC6599251|XP_002024277.1|DPER
OG0004575	LOC108080227|XP_017030371.1|DKIK	LOC6599250|XP_026848298.1|DPER
OG0004576	LOC108084908|XP_017036793.1|DKIK	LOC6587808|XP_002013394.1|DPER
OG0004577	LOC108074081|XP_017021449.1|DKIK	LOC6588081|XP_002013153.1|DPER
OG0004578	LOC108074127|XP_017021515.1|DKIK	LOC6598209|XP_026846136.1|DPER
OG0004579	LOC108082175|XP_017032971.1|DKIK	LOC6588854|XP_026843899.1|DPER
OG0004580	LOC108074115|XP_017021503.1|DKIK	LOC6587748|XP_002014046.1|DPER
OG0004581	LOC108081036|XP_017031487.1|DKIK	LOC6587983|XP_002013728.1|DPER
OG0004582	LOC108073728|XP_017020975.1|DKIK	LOC6595059|XP_026851228.1|DPER
OG0004583	LOC108071839|XP_017018240.1|DKIK	LOC6600656|XP_002025740.1|DPER
OG0004584	LOC108074650|XP_017022254.1|DKIK	LOC6593128|XP_002018102.1|DPER
OG0004585	LOC108077671|XP_017026581.1|DKIK	LOC6595003|XP_002020460.1|DPER
OG0004586	LOC108076051|XP_017024219.1|DKIK	LOC6599098|XP_002024423.1|DPER
OG0004587	LOC108083188|XP_017034380.1|DKIK	LOC6595097|XP_002020375.1|DPER
OG0004588	LOC108083214|XP_017034416.1|DKIK	LOC6595095|XP_002020373.1|DPER
OG0004589	LOC108079786|XP_017029730.1|DKIK	LOC6600193|XP_026846676.1|DPER
OG0004590	LOC108073384|XP_017020454.1|DKIK	LOC6587899|XP_026840204.1|DPER
OG0004591	LOC108073489|XP_017020637.1|DKIK	LOC6587818|XP_002012829.2|DPER
OG0004592	LOC108076994|XP_017025552.1|DKIK	LOC6599304|XP_002024233.1|DPER
OG0004593	LOC108071710|XP_017018020.1|DKIK	LOC6598304|XP_002023506.1|DPER
OG0004594	LOC108078983|XP_017028643.1|DKIK	LOC6602664|XP_002027704.2|DPER
OG0004595	LOC108071747|XP_017018060.1|DKIK	LOC6597618|XP_002022756.1|DPER
OG0004596	LOC108082951|XP_017034056.1|DKIK	LOC6598141|XP_002023478.2|DPER
OG0004597	LOC108083469|XP_017034745.1|DKIK	LOC6597569|XP_002022786.1|DPER
OG0004598	LOC108079885|XP_017029894.1|DKIK	LOC6601924|XP_026848762.1|DPER
OG0004599	LOC108086174|XP_017038524.1|DKIK	LOC6588900|XP_002014985.1|DPER
OG0004600	LOC108079328|XP_017029118.1|DKIK	LOC6600350|XP_002025509.2|DPER
OG0004601	LOC108079342|XP_017029137.1|DKIK	LOC6600339|XP_026848424.1|DPER
OG0004602	LOC108080182|XP_017030319.1|DKIK	LOC6597216|XP_026846422.1|DPER
OG0004603	LOC108074331|XP_017021830.1|DKIK	LOC6589589|XP_002014562.1|DPER
OG0004604	LOC108071825|XP_017018221.1|DKIK	LOC6598247|XP_002023417.2|DPER
OG0004605	LOC108085762|XP_017037992.1|DKIK	LOC6597687|XP_026846433.1|DPER
OG0004606	LOC108076982|XP_017025565.1|DKIK	LOC6594623|XP_002019469.2|DPER
OG0004607	LOC108074914|XP_017022631.1|DKIK	LOC6599986|XP_026849152.1|DPER
OG0004608	LOC108084473|XP_017036176.1|DKIK	LOC6599115|XP_026849249.1|DPER
OG0004609	LOC108083852|XP_017035324.1|DKIK	LOC6599351|XP_002024474.1|DPER
OG0004610	LOC108073724|XP_017020959.1|DKIK	LOC6595328|XP_026844017.1|DPER
OG0004611	LOC108073726|XP_017020970.1|DKIK	LOC6594783|XP_002020537.1|DPER
OG0004612	LOC108073750|XP_017021007.1|DKIK	LOC6594782|XP_026843346.1|DPER
OG0004613	LOC108081039|XP_017031492.1|DKIK	LOC6587987|XP_002013726.1|DPER
OG0004614	LOC108083902|XP_017035387.1|DKIK	LOC6602687|XP_002027697.1|DPER
OG0004615	LOC108079229|XP_017029001.1|DKIK	LOC113566686|XP_026849215.1|DPER
OG0004616	LOC108071770|XP_017018103.1|DKIK	LOC6599954|XP_002025031.1|DPER
OG0004617	LOC108074848|XP_017022546.1|DKIK	LOC6589115|XP_002015234.1|DPER
OG0004618	LOC108084195|XP_017035787.1|DKIK	LOC6594880|XP_002019999.1|DPER
OG0004619	LOC108073550|XP_017020723.1|DKIK	LOC6588651|XP_002013219.2|DPER
OG0004620	LOC108073096|XP_017020076.1|DKIK	LOC6588097|XP_002012857.1|DPER
OG0004621	LOC108075624|XP_017023647.1|DKIK	LOC6594312|XP_002019355.1|DPER
OG0004622	LOC108084294|XP_017035946.1|DKIK	LOC6588261|XP_026839973.1|DPER
OG0004623	LOC108077582|XP_017026468.1|DKIK	LOC6595134|XP_002020300.1|DPER
OG0004624	LOC108075527|XP_017023513.1|DKIK	LOC6592050|XP_002017163.1|DPER
OG0004625	LOC108071046|XP_017017235.1|DKIK	LOC6600398|XP_026848396.1|DPER
OG0004626	LOC108076000|XP_017024143.1|DKIK	LOC6602761|XP_026847720.1|DPER
OG0004627	LOC108072708|XP_017019447.1|DKIK	LOC6601879|XP_026849383.1|DPER
OG0004628	LOC108079354|XP_017029150.1|DKIK	LOC6596760|XP_002021913.1|DPER
OG0004629	LOC108075490|XP_017023437.1|DKIK	LOC6588312|XP_002012909.1|DPER
OG0004630	LOC108073407|XP_017020492.1|DKIK	LOC6595297|XP_002020512.2|DPER
OG0004632	LOC108083935|XP_017035429.1|DKIK	LOC6588512|XP_026840172.1|DPER
OG0004633	LOC108077602|XP_017026491.1|DKIK	LOC6595131|XP_002020297.2|DPER
OG0004634	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK	LOC6595160|XP_002020287.1|DPER
OG0004635	LOC108074154|XP_017021546.1|DKIK	LOC6597911|XP_026846990.1|DPER
OG0004636	LOC108079209|XP_017028965.1|DKIK	LOC6598261|XP_002023319.2|DPER
OG0004637	LOC108080327|XP_017030513.1|DKIK	LOC6603583|XP_026846689.1|DPER
OG0004638	LOC108082920|XP_017033999.1|DKIK	LOC6597458|XP_026849292.1|DPER
OG0004639	LOC108084927|XP_017036813.1|DKIK	LOC6587334|XP_002013012.1|DPER
OG0004640	LOC108084912|XP_017036796.1|DKIK	LOC6587326|XP_026850733.1|DPER
OG0004641	LOC108085036|XP_017036976.1|DKIK	LOC6600201|XP_002025301.2|DPER
OG0004642	LOC108080379|XP_017030590.1|DKIK	LOC6603582|XP_002028560.1|DPER
OG0004643	LOC108080975|XP_017031391.1|DKIK	LOC6591792|XP_002017392.1|DPER
OG0004644	LOC108079400|XP_017029215.1|DKIK	LOC6597666|XP_002022843.1|DPER
OG0004645	LOC108074346|XP_017021859.1|DKIK	LOC6588977|XP_002014569.1|DPER
OG0004646	LOC108085323|XP_017037368.1|DKIK	LOC6594742|XP_002020394.1|DPER
OG0004647	LOC108085063|XP_017037014.1|DKIK	LOC6597585|XP_002022772.2|DPER
OG0004648	LOC108082956|XP_017034061.1|DKIK	LOC6601734|XP_002026792.2|DPER
OG0004649	LOC108084463|XP_017036163.1|DKIK	LOC6600056|XP_002025071.2|DPER
OG0004650	LOC108082053|XP_017032818.1|DKIK	LOC6588804|XP_002015125.1|DPER
OG0004651	LOC108075422|XP_017023335.1|DKIK	LOC6594851|XP_002020059.2|DPER
OG0004652	LOC108084220|XP_017035831.1|DKIK	LOC6588290|XP_002012970.1|DPER
OG0004653	LOC108075255|XP_017023105.1|DKIK	LOC6595838|XP_002021427.1|DPER
OG0004654	LOC108074565|XP_017022156.1|DKIK	LOC6589161|XP_002014892.1|DPER
OG0004655	LOC108084581|XP_017036344.1|DKIK	LOC6587252|XP_002013551.2|DPER
OG0004656	LOC108083555|XP_017034894.1|DKIK	LOC6601749|XP_026846947.1|DPER
OG0004657	LOC108084855|XP_017036724.1|DKIK	LOC6594296|XP_002019944.1|DPER
OG0004658	LOC108084958|XP_017036859.1|DKIK	LOC6588203|XP_002012882.1|DPER
OG0004659	LOC108081253|XP_017031836.1|DKIK	LOC6594860|XP_002020068.1|DPER
OG0004660	LOC108075592|XP_017023603.1|DKIK	LOC6587403|XP_002013492.1|DPER
OG0004661	LOC108075621|XP_017023644.1|DKIK	LOC6587520|XP_002013073.1|DPER
OG0004662	LOC108070639|XP_017016695.1|DKIK	LOC6591840|XP_002017208.2|DPER
OG0004663	LOC108079347|XP_017029143.1|DKIK	LOC6597510|XP_002022658.1|DPER
OG0004664	LOC108079416|XP_017029232.1|DKIK	LOC6597529|XP_026849285.1|DPER
OG0004665	LOC108079453|XP_017029277.1|DKIK	LOC6597559|XP_002022808.2|DPER
OG0004666	LOC108084202|XP_017035803.1|DKIK	LOC6588207|XP_002013743.1|DPER
OG0004667	LOC108084292|XP_017035944.1|DKIK	LOC6588123|XP_002013748.1|DPER
OG0004668	LOC108085058|XP_017037007.1|DKIK	LOC6597577|XP_026848921.1|DPER
OG0004669	LOC108075841|XP_017023905.1|DKIK	LOC6593429|XP_002019114.1|DPER
OG0004670	LOC108077807|XP_017026814.1|DKIK	LOC6591719|XP_002017412.1|DPER
OG0004671	LOC108077688|XP_017026609.1|DKIK	LOC6598707|XP_002023886.2|DPER
OG0004672	LOC108077592|XP_017026475.1|DKIK	LOC6588416|XP_002013939.2|DPER
OG0004673	LOC108077740|XP_017026697.1|DKIK	LOC6587519|XP_002013531.1|DPER
OG0004674	LOC108083714|XP_017035105.1|DKIK	LOC6595192|XP_026841641.1|DPER
OG0004675	LOC108083713|XP_017035104.1|DKIK	LOC6595120|XP_026851037.1|DPER
OG0004676	LOC108070692|XP_017016763.1|DKIK	LOC6587776|XP_002013278.1|DPER
OG0004677	LOC108084552|XP_017036291.1|DKIK	LOC6588452|XP_026846348.1|DPER
OG0004678	LOC108084610|XP_017036382.1|DKIK	LOC6588451|XP_002013462.1|DPER
OG0004679	LOC108084629|XP_017036407.1|DKIK	LOC6604379|XP_002029282.2|DPER
OG0004680	LOC108075572|XP_017023577.1|DKIK	LOC6587605|XP_026840607.1|DPER
OG0004681	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK	LOC6587562|XP_002013535.1|DPER
OG0004682	LOC108075794|XP_017023855.1|DKIK	LOC6595509|XP_002020614.2|DPER
OG0004683	LOC108081208|XP_017031771.1|DKIK	LOC6587576|XP_002013900.1|DPER
OG0004684	LOC108084046|XP_017035553.1|DKIK	LOC6588082|XP_002013754.2|DPER
OG0004685	LOC108075702|XP_017023715.1|DKIK	LOC6594984|XP_026840058.1|DPER
OG0004686	LOC108072081|XP_017018581.1|DKIK	LOC6594009|XP_002019631.1|DPER
OG0004687	LOC108075756|XP_017023803.1|DKIK	LOC6594987|XP_026844885.1|DPER
OG0004688	LOC108077723|XP_017026666.1|DKIK	LOC6594045|XP_026850301.1|DPER
OG0004689	LOC108081085|XP_017031563.1|DKIK	LOC6594995|XP_002020161.1|DPER
OG0004690	LOC108080471|XP_017030697.1|DKIK	LOC6591745|XP_026840468.1|DPER
OG0004691	LOC108083984|XP_017035485.1|DKIK	LOC6587772|XP_026851049.1|DPER
OG0004692	LOC108075539|XP_017023525.1|DKIK	LOC6587769|XP_026848896.1|DPER
OG0004693	LOC108075603|XP_017023623.1|DKIK	LOC6587747|XP_026840273.1|DPER
OG0004694	LOC108073539|XP_017020712.1|DKIK	LOC6591408|XP_026849814.1|DPER
OG0004695	LOC108083730|XP_017035126.1|DKIK	LOC6595122|XP_026850738.1|DPER
OG0004696	LOC108071284|XP_017017463.1|DKIK	LOC6587938|XP_002013705.1|DPER
OG0004697	LOC108084820|XP_017036674.1|DKIK	LOC6604248|XP_026846745.1|DPER, LOC6604475|XP_026846746.1|DPER
OG0004698	LOC108085951|XP_017038226.1|DKIK	LOC6600026|XP_026849211.1|DPER
OG0004699	LOC108077831|XP_017026846.1|DKIK	LOC113566459|XP_026847904.1|DPER
OG0004700	LOC108084611|XP_017036385.1|DKIK	LOC6594381|XP_026850774.1|DPER
OG0004701	LOC108084867|XP_017036747.1|DKIK	LOC6591418|XP_002016944.1|DPER
OG0004702	LOC108084562|XP_017036306.1|DKIK	LOC6587338|XP_002013479.1|DPER
OG0004703	LOC108080925|XP_017031318.1|DKIK	LOC6595017|XP_002020170.1|DPER
OG0004704	LOC108073437|XP_017020547.1|DKIK	LOC6594803|XP_002020218.1|DPER
OG0004705	LOC108075519|XP_017023501.1|DKIK	LOC6598787|XP_002023898.1|DPER
OG0004706	LOC108071955|XP_017018410.1|DKIK	LOC6599485|XP_002024605.1|DPER
OG0004707	LOC108075884|XP_017023979.1|DKIK	LOC113565487|XP_026843446.1|DPER
OG0004708	LOC108074101|XP_017021485.1|DKIK	LOC6594161|XP_002019570.1|DPER
OG0004709	LOC108073560|XP_017020735.1|DKIK	LOC6587830|XP_026850860.1|DPER
OG0004710	LOC108077808|XP_017026815.1|DKIK	LOC6587485|XP_026840308.1|DPER
OG0004711	LOC108077580|XP_017026464.1|DKIK	LOC6598656|XP_026840067.1|DPER
OG0004712	LOC108074072|XP_017021435.1|DKIK	LOC6587673|XP_002013160.1|DPER
OG0004713	LOC108084601|XP_017036368.1|DKIK	LOC6587597|XP_002013432.1|DPER
OG0004714	LOC108084550|XP_017036288.1|DKIK	LOC113564958|XP_026840524.1|DPER
OG0004715	LOC108077436|XP_017026240.1|DKIK	LOC6598115|XP_002023271.1|DPER
OG0004716	LOC108084563|XP_017036307.1|DKIK	LOC6588513|XP_026851088.1|DPER
OG0004717	LOC108080117|XP_017030237.1|DKIK	LOC6602852|XP_026845936.1|DPER
OG0004718	LOC108082225|XP_017033051.1|DKIK	LOC6589035|XP_002015082.1|DPER
OG0004719	LOC108073715|XP_017020948.1|DKIK	LOC6595171|XP_026840217.1|DPER
OG0004720	LOC108084571|XP_017036327.1|DKIK	LOC6588492|XP_002013474.1|DPER
OG0004721	LOC108084165|XP_017035733.1|DKIK	LOC6588154|XP_026846274.1|DPER
OG0004722	LOC108075750|XP_017023793.1|DKIK	LOC6595236|XP_026849720.1|DPER
OG0004723	LOC108084106|XP_017035622.1|DKIK, LOC108074171|XP_017021592.1|DKIK	LOC6597337|XP_002022525.1|DPER
OG0004724	LOC108085736|XP_017037953.1|DKIK	LOC6588638|XP_002013969.2|DPER
OG0004725	LOC108077766|XP_017026742.1|DKIK	LOC6598655|XP_026846580.1|DPER
OG0004726	LOC108083752|XP_017035157.1|DKIK	LOC6595125|XP_026847032.1|DPER
OG0004727	LOC108081218|XP_017031780.1|DKIK	LOC6595104|XP_026840119.1|DPER
OG0004728	LOC108077705|XP_017026633.1|DKIK	LOC6598712|XP_002023891.1|DPER
OG0004729	LOC108071808|XP_017018196.1|DKIK	LOC6598440|XP_002023567.1|DPER
OG0004730	LOC108075906|XP_017024015.1|DKIK	LOC6593525|XP_002018750.1|DPER
OG0004731	LOC108085680|XP_017037862.1|DKIK	LOC6588129|XP_002013370.1|DPER
OG0004732	LOC108075411|XP_017023324.1|DKIK	LOC6587271|XP_002012904.1|DPER
OG0004733	LOC108075623|XP_017023646.1|DKIK	LOC6588218|XP_002012903.1|DPER
OG0004734	LOC108073535|XP_017020705.1|DKIK	LOC6587869|XP_002012811.1|DPER
OG0004735	LOC108077761|XP_017026732.1|DKIK	LOC6587377|XP_026850874.1|DPER
OG0004736	LOC108081078|XP_017031554.1|DKIK	LOC6587572|XP_026840144.1|DPER
OG0004737	LOC108077654|XP_017026559.1|DKIK	LOC6594582|XP_002019287.1|DPER
OG0004738	LOC108077886|XP_017026911.1|DKIK	LOC6594586|XP_002019286.2|DPER
OG0004739	LOC108081032|XP_017031483.1|DKIK	LOC6587778|XP_002013696.1|DPER
OG0004740	LOC108081098|XP_017031582.1|DKIK	LOC6594862|XP_002020070.1|DPER
OG0004741	LOC108085693|XP_017037890.1|DKIK	LOC6588426|XP_026840530.1|DPER
OG0004742	LOC108083322|XP_017034557.1|DKIK	LOC6602028|XP_026846776.1|DPER
OG0004743	LOC108084618|XP_017036393.1|DKIK	LOC6594942|XP_002020311.1|DPER
OG0004744	LOC108073648|XP_017020863.1|DKIK	LOC6596612|XP_002021608.2|DPER
OG0004745	LOC108080813|XP_017031204.1|DKIK	LOC6591366|XP_026843723.1|DPER
OG0004746	LOC108075569|XP_017023572.1|DKIK	LOC6594407|XP_026842633.1|DPER
OG0004747	LOC108075570|XP_017023573.1|DKIK	LOC6594408|XP_026842644.1|DPER
OG0004748	LOC108075551|XP_017023544.1|DKIK	LOC6594405|XP_026840213.1|DPER
OG0004749	LOC108071336|XP_017017547.1|DKIK	LOC6598690|XP_026840220.1|DPER, LOC113565962|XP_026845195.1|DPER
OG0004750	LOC108073305|XP_017020351.1|DKIK	LOC6588608|XP_002013217.1|DPER
OG0004751	LOC108081066|XP_017031533.1|DKIK	LOC6594816|XP_002020011.2|DPER
OG0004752	LOC108084933|XP_017036819.1|DKIK	LOC6588443|XP_002012995.1|DPER
OG0004753	LOC108075584|XP_017023591.1|DKIK	LOC6587343|XP_002014024.1|DPER
OG0004754	LOC108077783|XP_017026771.1|DKIK	LOC6588485|XP_002012968.1|DPER
OG0004755	LOC108073047|XP_017020003.1|DKIK	LOC6594964|XP_002020332.1|DPER
OG0004756	LOC108073011|XP_017019961.1|DKIK	LOC6595068|XP_002020333.1|DPER
OG0004757	LOC108080789|XP_017031150.1|DKIK	LOC6587509|XP_026845255.1|DPER
OG0004758	LOC108084878|XP_017036759.1|DKIK	LOC6594085|XP_026850334.1|DPER
OG0004759	LOC108071436|XP_017017680.1|DKIK	LOC6587333|XP_026841670.1|DPER
OG0004760	LOC108075738|XP_017023775.1|DKIK	LOC6587756|XP_002013675.1|DPER
OG0004761	LOC108071419|XP_017017654.1|DKIK	LOC6592092|XP_026843350.1|DPER
OG0004762	LOC108082818|XP_017033866.1|DKIK	LOC6593971|XP_002018956.1|DPER
OG0004763	LOC108084062|XP_017035570.1|DKIK	LOC6588442|XP_002013812.1|DPER
OG0004764	LOC108074054|XP_017021453.1|DKIK	LOC6588643|XP_002013618.1|DPER
OG0004765	LOC108073485|XP_017020632.1|DKIK	LOC6595275|XP_002020214.2|DPER
OG0004766	LOC108073378|XP_017020444.1|DKIK	LOC6595196|XP_002020231.1|DPER
OG0004767	LOC108077771|XP_017026752.1|DKIK	LOC6592090|XP_002017534.1|DPER
OG0004768	LOC108077770|XP_017026751.1|DKIK	LOC6592088|XP_026850725.1|DPER
OG0004769	LOC108074864|XP_017022565.1|DKIK	LOC6588685|XP_002015213.1|DPER
OG0004770	LOC108084836|XP_017036698.1|DKIK	LOC6594302|XP_002019800.1|DPER
OG0004771	LOC108077616|XP_017026512.1|DKIK	LOC6594796|XP_002020477.2|DPER
OG0004772	LOC108085000|XP_017036917.1|DKIK	LOC6587550|XP_002013532.1|DPER
OG0004773	LOC108071300|XP_017017489.1|DKIK	LOC6598846|XP_002023964.1|DPER
OG0004774	LOC108071301|XP_017017490.1|DKIK	LOC6598849|XP_026848064.1|DPER
OG0004775	LOC108085696|XP_017037897.1|DKIK	LOC6588161|XP_002013374.1|DPER, LOC113565370|XP_026842923.1|DPER
OG0004776	LOC108080733|XP_017031082.1|DKIK	LOC6590883|XP_002015551.1|DPER
OG0004777	LOC108085020|XP_017036954.1|DKIK	LOC6591323|XP_002016796.1|DPER
OG0004778	LOC108085297|XP_017037344.1|DKIK	LOC6598024|XP_002023216.1|DPER
OG0004779	LOC108081111|XP_017031600.1|DKIK	LOC6587837|XP_026847038.1|DPER
OG0004780	LOC108085339|XP_017037385.1|DKIK	LOC6596308|XP_002021478.1|DPER
OG0004781	LOC108085722|XP_017037934.1|DKIK	LOC6594945|XP_026851281.1|DPER
OG0004782	LOC108084569|XP_017036319.1|DKIK	LOC6588401|XP_002013472.1|DPER
OG0004783	LOC108076739|XP_017025220.1|DKIK	LOC6597309|XP_026846588.1|DPER
OG0004784	LOC108085598|XP_017037754.1|DKIK	LOC6587835|XP_002013312.1|DPER
OG0004785	LOC108085604|XP_017037764.1|DKIK	LOC6587240|XP_002013298.1|DPER
OG0004786	LOC108085655|XP_017037837.1|DKIK	LOC6587840|XP_002013296.1|DPER
OG0004787	LOC108085618|XP_017037777.1|DKIK	LOC6587857|XP_002013294.1|DPER
OG0004788	LOC108085619|XP_017037778.1|DKIK	LOC6587738|XP_026839897.1|DPER
OG0004789	LOC108085586|XP_017037742.1|DKIK	LOC6587762|XP_002013292.1|DPER
OG0004790	LOC108077793|XP_017026783.1|DKIK	LOC6587407|XP_026846518.1|DPER
OG0004791	LOC108086028|XP_017038328.1|DKIK	LOC6598666|XP_002023754.1|DPER
OG0004792	LOC108072946|XP_017019796.1|DKIK	LOC6588038|XP_002012841.1|DPER
OG0004793	LOC108073386|XP_017020460.1|DKIK	LOC6588667|XP_026851118.1|DPER
OG0004794	LOC108074079|XP_017021447.1|DKIK	LOC6587995|XP_002013151.1|DPER
OG0004795	LOC108074109|XP_017021495.1|DKIK	LOC6587521|XP_002013916.1|DPER
OG0004796	LOC108085708|XP_017037912.1|DKIK	LOC6588194|XP_026840321.1|DPER
OG0004797	LOC108073585|XP_017020761.1|DKIK	LOC6587660|XP_002012785.2|DPER
OG0004798	LOC108075725|XP_017023754.1|DKIK	LOC6587446|XP_002013042.1|DPER
OG0004799	LOC108071430|XP_017017671.1|DKIK	LOC6587280|XP_002013659.1|DPER
OG0004800	LOC108077625|XP_017026522.1|DKIK	LOC6588185|XP_026843609.1|DPER
OG0004801	LOC108073592|XP_017020775.1|DKIK	LOC6594671|XP_026850228.1|DPER
OG0004802	LOC108071257|XP_017017432.1|DKIK	LOC6598840|XP_026847919.1|DPER
OG0004803	LOC108081061|XP_017031529.1|DKIK	LOC6595258|XP_026840375.1|DPER
OG0004804	LOC108077767|XP_017026748.1|DKIK	LOC6592087|XP_002017531.1|DPER
OG0004805	LOC108073483|XP_017020627.1|DKIK	LOC6595205|XP_026850482.1|DPER
OG0004806	LOC108084235|XP_017035856.1|DKIK	LOC6600774|XP_026845168.1|DPER
OG0004807	LOC108073497|XP_017020646.1|DKIK	LOC6591420|XP_002016777.2|DPER
OG0004808	LOC108084273|XP_017035918.1|DKIK	LOC6598643|XP_002023824.1|DPER
OG0004809	LOC108071319|XP_017017518.1|DKIK	LOC6588028|XP_002013699.1|DPER
OG0004810	LOC108071338|XP_017017551.1|DKIK	LOC6598852|XP_002023970.2|DPER
OG0004811	LOC108075234|XP_017023076.1|DKIK	LOC6601922|XP_026848540.1|DPER
OG0004812	LOC108073372|XP_017020425.1|DKIK	LOC6595143|XP_026847762.1|DPER
OG0004813	LOC108084577|XP_017036339.1|DKIK	LOC6587613|XP_002013550.1|DPER
OG0004814	LOC108084222|XP_017035836.1|DKIK	LOC6588124|XP_002013761.1|DPER
OG0004815	LOC108070955|XP_017017114.1|DKIK	LOC6603082|XP_026847113.1|DPER
OG0004816	LOC108071729|XP_017018043.1|DKIK	LOC6597261|XP_002022455.1|DPER
OG0004817	LOC108071821|XP_017018216.1|DKIK	LOC6597262|XP_002022456.1|DPER
OG0004818	LOC108085018|XP_017036951.1|DKIK	LOC6588094|XP_002013393.1|DPER
OG0004819	LOC108071325|XP_017017526.1|DKIK	LOC6595086|XP_002020148.1|DPER
OG0004820	LOC108084243|XP_017035865.1|DKIK	LOC6598640|XP_002023821.1|DPER
OG0004821	LOC108077872|XP_017026898.1|DKIK	LOC6594794|XP_026848368.1|DPER
OG0004822	LOC108077606|XP_017026498.1|DKIK	LOC6587467|XP_026843220.1|DPER
OG0004823	LOC108084150|XP_017035689.1|DKIK	LOC6587175|XP_026840455.1|DPER
OG0004824	LOC108084152|XP_017035696.1|DKIK	LOC6587410|XP_002014013.1|DPER
OG0004825	LOC108072477|XP_017019132.1|DKIK	LOC6602025|XP_026846763.1|DPER
OG0004826	LOC108070701|XP_017016774.1|DKIK	LOC6587592|XP_002013263.2|DPER
OG0004827	LOC108084605|XP_017036377.1|DKIK	LOC6594584|XP_026850831.1|DPER
OG0004828	LOC108081112|XP_017031602.1|DKIK	LOC6587864|XP_002013688.1|DPER
OG0004829	LOC108084628|XP_017036406.1|DKIK	LOC6588173|XP_002013438.1|DPER
OG0004830	LOC108077722|XP_017026664.1|DKIK	LOC6598719|XP_026840122.1|DPER
OG0004831	LOC108071657|XP_017017945.1|DKIK	LOC6601471|XP_002026438.2|DPER
OG0004832	LOC108085738|XP_017037957.1|DKIK	LOC6594952|XP_002020320.1|DPER
OG0004833	LOC108075494|XP_017023443.1|DKIK	LOC6592060|XP_002017447.1|DPER
OG0004834	LOC108081198|XP_017031753.1|DKIK	LOC6595087|XP_002020149.1|DPER
OG0004835	LOC108080900|XP_017031291.1|DKIK	LOC6595090|XP_002020152.1|DPER
OG0004836	LOC108071286|XP_017017468.1|DKIK	LOC6587831|XP_002014096.1|DPER
OG0004837	LOC108075207|XP_017023032.1|DKIK	LOC6601829|XP_026849336.1|DPER
OG0004838	LOC108073275|XP_017020321.1|DKIK	LOC6591613|XP_026851141.1|DPER
OG0004839	LOC108073505|XP_017020663.1|DKIK	LOC6591447|XP_026840100.1|DPER
OG0004840	LOC108073201|XP_017020205.1|DKIK	LOC6591654|XP_002016849.1|DPER
OG0004841	LOC108085247|XP_017037283.1|DKIK	LOC6593698|XP_002018845.1|DPER
OG0004842	LOC108075718|XP_017023745.1|DKIK	LOC6594981|XP_002020272.1|DPER
OG0004843	LOC108081234|XP_017031802.1|DKIK	LOC6588381|XP_002013819.1|DPER
OG0004844	LOC108076952|XP_017025490.1|DKIK	LOC6602255|XP_002027285.1|DPER
OG0004845	LOC108084342|XP_017035992.1|DKIK	LOC6591812|XP_002017233.1|DPER
OG0004846	LOC108076868|XP_017025386.1|DKIK, LOC108077181|XP_017025913.1|DKIK	LOC6589061|XP_026844046.1|DPER
OG0004847	LOC108077180|XP_017025912.1|DKIK, LOC108076866|XP_017025385.1|DKIK	LOC6589060|XP_002014548.2|DPER
OG0004848	LOC108071449|XP_017017693.1|DKIK	LOC6587301|XP_002014188.1|DPER
OG0004849	LOC108075849|XP_017023924.1|DKIK	LOC6589855|XP_026844846.1|DPER
OG0004850	LOC108081083|XP_017031559.1|DKIK	LOC6591505|XP_002016955.1|DPER
OG0004851	LOC108080920|XP_017031314.1|DKIK	LOC6591508|XP_002016958.1|DPER
OG0004852	LOC108080490|XP_017030741.1|DKIK	LOC6591445|XP_002016968.1|DPER
OG0004853	LOC108082590|XP_017033543.1|DKIK	LOC6590558|XP_002015945.1|DPER
OG0004854	LOC108073976|XP_017021308.1|DKIK	LOC6596127|XP_002021091.1|DPER
OG0004855	LOC108074012|XP_017021367.1|DKIK	LOC6598910|XP_026847829.1|DPER
OG0004856	LOC108070560|XP_017016577.1|DKIK	LOC6599863|XP_026847298.1|DPER
OG0004857	LOC108075087|XP_017022860.1|DKIK	LOC6595872|XP_026845618.1|DPER
OG0004858	LOC108070587|XP_017016634.1|DKIK	LOC6599842|XP_026847326.1|DPER
OG0004859	LOC108070605|XP_017016667.1|DKIK	LOC6599844|XP_002024993.1|DPER
OG0004860	LOC108075313|XP_017023206.1|DKIK	LOC6599625|XP_026849540.1|DPER
OG0004861	LOC108078739|XP_017028244.1|DKIK	LOC6602773|XP_026847946.1|DPER
OG0004862	LOC108078792|XP_017028338.1|DKIK	LOC6602815|XP_026847804.1|DPER
OG0004863	LOC108083085|XP_017034220.1|DKIK	LOC6602833|XP_002027804.2|DPER
OG0004864	LOC108079815|XP_017029787.1|DKIK	LOC113566444|XP_026847794.1|DPER
OG0004865	LOC108083721|XP_017035116.1|DKIK	LOC6594825|XP_002020020.1|DPER
