Orthogroup	DKIK.longest_only	DGUA.longest_only
OG0005052	LOC108085809|XP_017038049.1|DKIK	LOC117586852|XP_034133038.1|DGUA
OG0005053	LOC108077270|XP_017026026.1|DKIK	LOC117587706|XP_034134501.1|DGUA
OG0005054	LOC108075002|XP_017022734.1|DKIK	LOC117588885|XP_034136315.1|DGUA
OG0005055	LOC108083414|XP_017034658.1|DKIK	LOC117591410|XP_034140554.1|DGUA
OG0005056	LOC108078461|XP_017027842.1|DKIK	LOC117588035|XP_034134976.1|DGUA
OG0005057	LOC108078223|XP_017027480.1|DKIK	LOC117579226|XP_034120891.1|DGUA
OG0005058	LOC108079307|XP_017029077.1|DKIK	LOC117579092|XP_034120705.1|DGUA
OG0005059	LOC108076202|XP_017024425.1|DKIK	LOC117578646|XP_034120153.1|DGUA
OG0005060	LOC108076308|XP_017024567.1|DKIK	LOC117578643|XP_034120149.1|DGUA
OG0005061	LOC108082777|XP_017033799.1|DKIK	LOC117584263|XP_034128963.1|DGUA
OG0005062	LOC108072105|XP_017018608.1|DKIK	LOC117592562|XP_034142328.1|DGUA
OG0005063	LOC108083314|XP_017034545.1|DKIK	LOC117591933|XP_034141233.1|DGUA
OG0005064	LOC108078881|XP_017028497.1|DKIK	LOC117587411|XP_034133961.1|DGUA
OG0005065	LOC108072176|XP_017018720.1|DKIK	LOC117588986|XP_034136477.1|DGUA
OG0005066	LOC108076182|XP_017024401.1|DKIK	LOC117578533|XP_034119991.1|DGUA
OG0005067	LOC108076790|XP_017025296.1|DKIK	LOC117590426|XP_034138973.1|DGUA
OG0005068	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK	LOC117580371|XP_034122794.1|DGUA
OG0005069	LOC108076641|XP_017025060.1|DKIK	LOC117582881|XP_034126849.1|DGUA
OG0005070	LOC108072155|XP_017018688.1|DKIK	LOC117578717|XP_034120261.1|DGUA
OG0005071	LOC108073835|XP_017021105.1|DKIK	LOC117580081|XP_034122221.1|DGUA
OG0005072	LOC108080338|XP_017030527.1|DKIK	LOC117588673|XP_034136007.1|DGUA
OG0005073	LOC108076801|XP_017025315.1|DKIK	LOC117592178|XP_034141669.1|DGUA
OG0005074	LOC108070566|XP_017016595.1|DKIK	LOC117589169|XP_034136771.1|DGUA
OG0005075	LOC108074756|XP_017022421.1|DKIK	LOC117579080|XP_034120683.1|DGUA
OG0005076	LOC108072206|XP_017018756.1|DKIK	LOC117583166|XP_034127255.1|DGUA
OG0005078	LOC108079830|XP_017029817.1|DKIK	LOC117589399|XP_034137209.1|DGUA
OG0005079	LOC108072388|XP_017018984.1|DKIK	LOC117592200|XP_034141699.1|DGUA
OG0005080	LOC108079818|XP_017029790.1|DKIK	LOC117579051|XP_034120638.1|DGUA
OG0005081	LOC108080719|XP_017031059.1|DKIK	LOC117578443|XP_034119857.1|DGUA
OG0005082	LOC108083144|XP_017034315.1|DKIK	LOC117587317|XP_034133839.1|DGUA
OG0005083	LOC108071752|XP_017018066.1|DKIK	LOC117582333|XP_034125876.1|DGUA
OG0005084	LOC108075109|XP_017022880.1|DKIK	LOC117580095|XP_034122244.1|DGUA
OG0005085	LOC108073905|XP_017021189.1|DKIK	LOC117579497|XP_034121291.1|DGUA
OG0005086	LOC108073041|XP_017019993.1|DKIK	LOC117578602|XP_034120083.1|DGUA
OG0005087	LOC108078841|XP_017028425.1|DKIK	LOC117589346|XP_034137094.1|DGUA
OG0005088	LOC108072148|XP_017018680.1|DKIK	LOC117583143|XP_034127227.1|DGUA
OG0005089	LOC108072147|XP_017018679.1|DKIK	LOC117583099|XP_034127173.1|DGUA
OG0005090	LOC108076618|XP_017025034.1|DKIK	LOC117591694|XP_034140911.1|DGUA
OG0005091	LOC108078173|XP_017027318.1|DKIK	LOC117578742|XP_034120298.1|DGUA
OG0005092	LOC108078018|XP_017027071.1|DKIK	LOC117579858|XP_034121861.1|DGUA
OG0005093	LOC108073916|XP_017021202.1|DKIK	LOC117580457|XP_034122919.1|DGUA
OG0005094	LOC108079777|XP_017029709.1|DKIK	LOC117588846|XP_034136232.1|DGUA
OG0005095	LOC108072340|XP_017018917.1|DKIK	LOC117582474|XP_034126113.1|DGUA
OG0005096	LOC108075939|XP_017024071.1|DKIK	LOC117584587|XP_034129455.1|DGUA
OG0005097	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK	LOC117592550|XP_034142315.1|DGUA
OG0005098	LOC108076472|XP_017024848.1|DKIK	LOC117578690|XP_034120216.1|DGUA
OG0005099	LOC108074641|XP_017022245.1|DKIK	LOC117586657|XP_034132794.1|DGUA
OG0005100	LOC108074653|XP_017022258.1|DKIK	LOC117586624|XP_034132728.1|DGUA
OG0005101	LOC108073362|XP_017020418.1|DKIK	LOC117586288|XP_034132132.1|DGUA
OG0005102	LOC108078387|XP_017027714.1|DKIK	LOC117578577|XP_034120090.1|DGUA
OG0005103	LOC108072143|XP_017018674.1|DKIK	LOC117578716|XP_034120259.1|DGUA
OG0005104	LOC108074797|XP_017022470.1|DKIK	LOC117587965|XP_034134864.1|DGUA
OG0005105	LOC108077480|XP_017026291.1|DKIK	LOC117589446|XP_034137281.1|DGUA
OG0005106	LOC108075216|XP_017023046.1|DKIK	LOC117580359|XP_034122782.1|DGUA
OG0005107	LOC108079907|XP_017029930.1|DKIK	LOC117579605|XP_034121431.1|DGUA
OG0005108	LOC108072950|XP_017019817.1|DKIK	LOC117592549|XP_034142314.1|DGUA
OG0005109	LOC108075201|XP_017023027.1|DKIK	LOC117588482|XP_034135673.1|DGUA
OG0005110	LOC108079857|XP_017029858.1|DKIK	LOC117589072|XP_034136595.1|DGUA
OG0005111	LOC108083142|XP_017034313.1|DKIK	LOC117587369|XP_034133907.1|DGUA
OG0005112	LOC108073947|XP_017021252.1|DKIK	LOC117586945|XP_034133205.1|DGUA
OG0005113	LOC108083143|XP_017034314.1|DKIK	LOC117587372|XP_034133911.1|DGUA
OG0005114	LOC108075040|XP_017022796.1|DKIK	LOC117589160|XP_034136754.1|DGUA
OG0005115	LOC108086240|XP_017038601.1|DKIK	LOC117584766|XP_034129758.1|DGUA
OG0005116	LOC108079913|XP_017029938.1|DKIK	LOC117588860|XP_034136253.1|DGUA
OG0005117	LOC108076102|XP_017024314.1|DKIK	LOC117580734|XP_034123296.1|DGUA
OG0005118	LOC108082024|XP_017032781.1|DKIK	LOC117588110|XP_034135073.1|DGUA
OG0005119	LOC108078242|XP_017027439.1|DKIK	LOC117592165|XP_034141628.1|DGUA
OG0005120	LOC108079724|XP_017029623.1|DKIK	LOC117587296|XP_034133776.1|DGUA
OG0005121	LOC108083233|XP_017034429.1|DKIK	LOC117579880|XP_034121906.1|DGUA
OG0005122	LOC108075311|XP_017023204.1|DKIK	LOC117579713|XP_034121598.1|DGUA
OG0005123	LOC108080689|XP_017031015.1|DKIK	LOC117579034|XP_034120611.1|DGUA
OG0005124	LOC108079795|XP_017029760.1|DKIK	LOC117588863|XP_034136257.1|DGUA
OG0005125	LOC108079791|XP_017029747.1|DKIK	LOC117588856|XP_034136247.1|DGUA
OG0005126	LOC108078769|XP_017028300.1|DKIK	LOC117586919|XP_034133161.1|DGUA
OG0005127	LOC108075283|XP_017023160.1|DKIK	LOC117586931|XP_034133185.1|DGUA
OG0005128	LOC108081180|XP_017031728.1|DKIK	LOC117578490|XP_034119918.1|DGUA
OG0005129	LOC108075275|XP_017023145.1|DKIK	LOC117580191|XP_034122442.1|DGUA
OG0005130	LOC108075230|XP_017023065.1|DKIK	LOC117579109|XP_034120725.1|DGUA
OG0005131	LOC108078283|XP_017027539.1|DKIK	LOC117579411|XP_034121181.1|DGUA
OG0005132	LOC108073431|XP_017020540.1|DKIK	LOC117587097|XP_034133466.1|DGUA
OG0005133	LOC108073861|XP_017021133.1|DKIK	LOC117579904|XP_034121931.1|DGUA
OG0005134	LOC108070445|XP_017016412.1|DKIK	LOC117589347|XP_034137101.1|DGUA
OG0005135	LOC108075300|XP_017023183.1|DKIK	LOC117587124|XP_034133515.1|DGUA
OG0005136	LOC108075263|XP_017023119.1|DKIK	LOC117587116|XP_034133501.1|DGUA
OG0005137	LOC108083975|XP_017035474.1|DKIK	LOC117583613|XP_034127942.1|DGUA
OG0005138	LOC108085987|XP_017038277.1|DKIK	LOC117579166|XP_034120818.1|DGUA
OG0005139	LOC108071614|XP_017017886.1|DKIK	LOC117587416|XP_034133965.1|DGUA
OG0005140	LOC108086230|XP_017038587.1|DKIK	LOC117584770|XP_034129763.1|DGUA
OG0005141	LOC108078165|XP_017027307.1|DKIK	LOC117592410|XP_034142036.1|DGUA
OG0005142	LOC108077548|XP_017026429.1|DKIK	LOC117579990|XP_034122076.1|DGUA
OG0005143	LOC108077530|XP_017026387.1|DKIK	LOC117579986|XP_034122057.1|DGUA
OG0005144	LOC108077491|XP_017026304.1|DKIK	LOC117579993|XP_034122079.1|DGUA
OG0005145	LOC108077561|XP_017026442.1|DKIK	LOC117579989|XP_034122075.1|DGUA
OG0005146	LOC108078836|XP_017028416.1|DKIK	LOC117586807|XP_034132970.1|DGUA
OG0005147	LOC108078838|XP_017028419.1|DKIK	LOC117586811|XP_034132976.1|DGUA
OG0005148	LOC108078804|XP_017028361.1|DKIK	LOC117579261|XP_034120945.1|DGUA
OG0005149	LOC108072963|XP_017019884.1|DKIK	LOC117592578|XP_034142356.1|DGUA
OG0005150	LOC108071552|XP_017017819.1|DKIK	LOC117589103|XP_034136646.1|DGUA
OG0005151	LOC108079859|XP_017029860.1|DKIK	LOC117579405|XP_034121175.1|DGUA
OG0005152	LOC108079888|XP_017029900.1|DKIK	LOC117579442|XP_034121221.1|DGUA
OG0005153	LOC108079876|XP_017029881.1|DKIK	LOC117580257|XP_034122581.1|DGUA
OG0005154	LOC108072730|XP_017019480.1|DKIK	LOC117580254|XP_034122574.1|DGUA
OG0005155	LOC108078638|XP_017028059.1|DKIK	LOC117587274|XP_034133746.1|DGUA
OG0005156	LOC108084871|XP_017036752.1|DKIK	LOC117585117|XP_034130331.1|DGUA
OG0005157	LOC108078177|XP_017027330.1|DKIK	LOC117592388|XP_034141993.1|DGUA
OG0005158	LOC108071622|XP_017017892.1|DKIK	LOC117587327|XP_034133850.1|DGUA
OG0005159	LOC108079862|XP_017029862.1|DKIK	LOC117589081|XP_034136608.1|DGUA
OG0005160	LOC108071942|XP_017018397.1|DKIK	LOC117587005|XP_034133306.1|DGUA
OG0005161	LOC108072191|XP_017018737.1|DKIK	LOC117591297|XP_034140393.1|DGUA
OG0005162	LOC108071827|XP_017018223.1|DKIK	LOC117590300|XP_034138677.1|DGUA
OG0005163	LOC108084802|XP_017036648.1|DKIK	LOC117580250|XP_034122562.1|DGUA
OG0005164	LOC108083150|XP_017034320.1|DKIK	LOC117579650|XP_034121522.1|DGUA
OG0005165	LOC108076361|XP_017024649.1|DKIK	LOC117583461|XP_034127696.1|DGUA
OG0005166	LOC108075665|XP_017023703.1|DKIK	LOC117585728|XP_034131261.1|DGUA
OG0005167	LOC108075600|XP_017023611.1|DKIK	LOC117585733|XP_034131269.1|DGUA
OG0005168	LOC108078844|XP_017028428.1|DKIK	LOC117587035|XP_034133356.1|DGUA
OG0005169	LOC108073475|XP_017020615.1|DKIK	LOC117587096|XP_034133465.1|DGUA
OG0005170	LOC108073473|XP_017020611.1|DKIK	LOC117587092|XP_034133455.1|DGUA
OG0005171	LOC108073317|XP_017020366.1|DKIK	LOC117587403|XP_034133951.1|DGUA
OG0005172	LOC108074738|XP_017022396.1|DKIK	LOC117579037|XP_034120622.1|DGUA
OG0005173	LOC108080715|XP_017031055.1|DKIK	LOC117578457|XP_034119872.1|DGUA
OG0005174	LOC108076541|XP_017024943.1|DKIK	LOC117591948|XP_034141252.1|DGUA
OG0005175	LOC108074212|XP_017021643.1|DKIK	LOC117579617|XP_034121448.1|DGUA
OG0005176	LOC108082594|XP_017033550.1|DKIK	LOC117590726|XP_034139529.1|DGUA
OG0005177	LOC108074201|XP_017021629.1|DKIK	LOC117579655|XP_034121532.1|DGUA
OG0005178	LOC108077566|XP_017026450.1|DKIK	LOC117589330|XP_034137069.1|DGUA
OG0005179	LOC108077510|XP_017026357.1|DKIK	LOC117580209|XP_034122493.1|DGUA
OG0005180	LOC108079751|XP_017029655.1|DKIK	LOC117579523|XP_034121323.1|DGUA
OG0005181	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK	LOC117590363|XP_034138798.1|DGUA
OG0005182	LOC108078241|XP_017027437.1|DKIK	LOC117578821|XP_034120466.1|DGUA
OG0005183	LOC108074464|XP_017022016.1|DKIK	LOC117591837|XP_034141092.1|DGUA
OG0005184	LOC108072932|XP_017019770.1|DKIK	LOC117592461|XP_034142178.1|DGUA
OG0005185	LOC108076300|XP_017024560.1|DKIK	LOC117588480|XP_034135674.1|DGUA
OG0005186	LOC108078423|XP_017027777.1|DKIK	LOC117578496|XP_034119921.1|DGUA
OG0005187	LOC108080712|XP_017031038.1|DKIK	LOC117578433|XP_034119787.1|DGUA
OG0005188	LOC108081191|XP_017031745.1|DKIK	LOC117584867|XP_034129911.1|DGUA
OG0005189	LOC108079363|XP_017029162.1|DKIK	LOC117590448|XP_034138959.1|DGUA
OG0005190	LOC108070610|XP_017016672.1|DKIK	LOC117589269|XP_034136949.1|DGUA
OG0005191	LOC108070696|XP_017016769.1|DKIK	LOC117586256|XP_034132088.1|DGUA
OG0005192	LOC108072886|XP_017019696.1|DKIK	LOC117586136|XP_034131923.1|DGUA
OG0005193	LOC108076299|XP_017024559.1|DKIK	LOC117591076|XP_034140081.1|DGUA
OG0005194	LOC108076721|XP_017025176.1|DKIK	LOC117592172|XP_034141666.1|DGUA
OG0005195	LOC108078119|XP_017027225.1|DKIK	LOC117584795|XP_034129807.1|DGUA
OG0005196	LOC108075001|XP_017022733.1|DKIK	LOC117586944|XP_034133204.1|DGUA
OG0005197	LOC108070755|XP_017016841.1|DKIK	LOC117592146|XP_034141599.1|DGUA
OG0005198	LOC108070456|XP_017016427.1|DKIK	LOC117587021|XP_034133326.1|DGUA
OG0005199	LOC108076498|XP_017024880.1|DKIK	LOC117588118|XP_034135087.1|DGUA
OG0005200	LOC108074717|XP_017022349.1|DKIK	LOC117591904|XP_034141183.1|DGUA
OG0005201	LOC108072367|XP_017018950.1|DKIK	LOC117583399|XP_034127578.1|DGUA
OG0005202	LOC108070891|XP_017017025.1|DKIK	LOC117590575|XP_034139211.1|DGUA
OG0005203	LOC108074724|XP_017022357.1|DKIK	LOC117592113|XP_034141529.1|DGUA
OG0005204	LOC108075905|XP_017024014.1|DKIK	LOC117587790|XP_034134626.1|DGUA
OG0005205	LOC108082218|XP_017033040.1|DKIK	LOC117582070|XP_034125518.1|DGUA
OG0005206	LOC108076516|XP_017024913.1|DKIK	LOC117591987|XP_034141321.1|DGUA
OG0005207	LOC108078145|XP_017027273.1|DKIK	LOC117578887|XP_034120577.1|DGUA
OG0005208	LOC108078006|XP_017027050.1|DKIK	LOC117583388|XP_034127566.1|DGUA
OG0005209	LOC108085255|XP_017037291.1|DKIK	LOC117591530|XP_034140712.1|DGUA
OG0005210	LOC108085260|XP_017037299.1|DKIK	LOC117591536|XP_034140719.1|DGUA
OG0005211	LOC108070446|XP_017016414.1|DKIK	LOC117579243|XP_034120916.1|DGUA
OG0005212	LOC108070777|XP_017016865.1|DKIK	LOC117592370|XP_034141962.1|DGUA
OG0005213	LOC108079382|XP_017029192.1|DKIK	LOC117581612|XP_034124866.1|DGUA
OG0005214	LOC108077091|XP_017025751.1|DKIK	LOC117581849|XP_034125196.1|DGUA
OG0005215	LOC108074337|XP_017021845.1|DKIK	LOC117582607|XP_034126367.1|DGUA
OG0005216	LOC108082769|XP_017033787.1|DKIK	LOC117587649|XP_034134429.1|DGUA
OG0005217	LOC108081530|XP_017032237.1|DKIK	LOC117587635|XP_034134394.1|DGUA
OG0005218	LOC108082844|XP_017033901.1|DKIK	LOC117588046|XP_034134987.1|DGUA
OG0005219	LOC108078204|XP_017027377.1|DKIK	LOC117583706|XP_034128086.1|DGUA
OG0005220	LOC108079055|XP_017028751.1|DKIK	LOC117587014|XP_034133315.1|DGUA
OG0005221	LOC108082109|XP_017032898.1|DKIK	LOC117587867|XP_034134725.1|DGUA
OG0005222	LOC108076999|XP_017025558.1|DKIK	LOC117584561|XP_034129414.1|DGUA
OG0005223	LOC108079983|XP_017030038.1|DKIK	LOC117588199|XP_034135222.1|DGUA
OG0005224	LOC108074788|XP_017022454.1|DKIK	LOC117584447|XP_034129255.1|DGUA
OG0005225	LOC108075917|XP_017024039.1|DKIK	LOC117584258|XP_034128954.1|DGUA
OG0005226	LOC108077103|XP_017025781.1|DKIK	LOC117581856|XP_034125205.1|DGUA
OG0005227	LOC108072630|XP_017019349.1|DKIK	LOC117584672|XP_034129592.1|DGUA
OG0005228	LOC108072556|XP_017019224.1|DKIK	LOC117584669|XP_034129588.1|DGUA
OG0005229	LOC108079045|XP_017028726.1|DKIK	LOC117582447|XP_034126056.1|DGUA
OG0005230	LOC108082058|XP_017032824.1|DKIK	LOC117582503|XP_034126179.1|DGUA
OG0005231	LOC108074351|XP_017021865.1|DKIK	LOC117582348|XP_034125890.1|DGUA
OG0005232	LOC108075891|XP_017023990.1|DKIK	LOC117584073|XP_034128708.1|DGUA
OG0005233	LOC108085250|XP_017037286.1|DKIK	LOC117591534|XP_034140717.1|DGUA
OG0005234	LOC108082866|XP_017033933.1|DKIK	LOC117587836|XP_034134689.1|DGUA
OG0005235	LOC108082871|XP_017033938.1|DKIK	LOC117582051|XP_034125486.1|DGUA
OG0005236	LOC108077433|XP_017026229.1|DKIK	LOC117581738|XP_034125011.1|DGUA
OG0005237	LOC108077431|XP_017026225.1|DKIK	LOC117581737|XP_034125009.1|DGUA
OG0005238	LOC108077354|XP_017026135.1|DKIK	LOC117582531|XP_034126227.1|DGUA
OG0005239	LOC108074577|XP_017022170.1|DKIK	LOC117582353|XP_034125899.1|DGUA
OG0005240	LOC108077177|XP_017025903.1|DKIK	LOC117584797|XP_034129806.1|DGUA
OG0005241	LOC108074420|XP_017021942.1|DKIK	LOC117582077|XP_034125524.1|DGUA
OG0005242	LOC108077261|XP_017026016.1|DKIK	LOC117584786|XP_034129790.1|DGUA
OG0005243	LOC108079031|XP_017028712.1|DKIK	LOC117582446|XP_034126053.1|DGUA
OG0005244	LOC108085726|XP_017037941.1|DKIK	LOC117583576|XP_034127846.1|DGUA
OG0005245	LOC108081156|XP_017031684.1|DKIK	LOC117586405|XP_034132331.1|DGUA
OG0005246	LOC108086129|XP_017038470.1|DKIK	LOC117582639|XP_034126411.1|DGUA
OG0005247	LOC108076302|XP_017024562.1|DKIK	LOC117591978|XP_034141304.1|DGUA
OG0005248	LOC108084255|XP_017035887.1|DKIK	LOC117586666|XP_034132804.1|DGUA
OG0005249	LOC108084832|XP_017036687.1|DKIK	LOC117585218|XP_034130501.1|DGUA
OG0005250	LOC108070521|XP_017016520.1|DKIK	LOC117587953|XP_034134847.1|DGUA
OG0005251	LOC108076891|XP_017025412.1|DKIK	LOC117584648|XP_034129563.1|DGUA
OG0005252	LOC108082745|XP_017033744.1|DKIK	LOC117587998|XP_034134903.1|DGUA
OG0005253	LOC108081410|XP_017032076.1|DKIK	LOC117584599|XP_034129493.1|DGUA
OG0005254	LOC108072511|XP_017019172.1|DKIK	LOC117584632|XP_034129546.1|DGUA
OG0005255	LOC108072606|XP_017019318.1|DKIK	LOC117584630|XP_034129545.1|DGUA
OG0005256	LOC108080692|XP_017031017.1|DKIK	LOC117588170|XP_034135172.1|DGUA
OG0005257	LOC108074855|XP_017022554.1|DKIK	LOC117587963|XP_034134862.1|DGUA
OG0005258	LOC108082208|XP_017033029.1|DKIK	LOC117588185|XP_034135195.1|DGUA
OG0005259	LOC108077413|XP_017026202.1|DKIK	LOC117584057|XP_034128689.1|DGUA
OG0005260	LOC108077416|XP_017026206.1|DKIK	LOC117584060|XP_034128692.1|DGUA
OG0005261	LOC108077208|XP_017025947.1|DKIK	LOC117584276|XP_034128984.1|DGUA
OG0005262	LOC108081419|XP_017032091.1|DKIK	LOC117582411|XP_034125992.1|DGUA
OG0005263	LOC108072600|XP_017019309.1|DKIK	LOC117584627|XP_034129540.1|DGUA
OG0005264	LOC108075661|XP_017023699.1|DKIK	LOC117583302|XP_034127434.1|DGUA
OG0005265	LOC108082802|XP_017033849.1|DKIK	LOC117588231|XP_034135271.1|DGUA
OG0005266	LOC108075916|XP_017024038.1|DKIK	LOC117584555|XP_034129399.1|DGUA
OG0005267	LOC108077342|XP_017026119.1|DKIK	LOC117583984|XP_034128582.1|DGUA
OG0005268	LOC108077447|XP_017026254.1|DKIK	LOC117583982|XP_034128580.1|DGUA
OG0005269	LOC108077451|XP_017026259.1|DKIK	LOC117583873|XP_034128413.1|DGUA
OG0005270	LOC108081972|XP_017032695.1|DKIK	LOC117582099|XP_034125555.1|DGUA
OG0005271	LOC108074806|XP_017022489.1|DKIK	LOC117587738|XP_034134549.1|DGUA
OG0005272	LOC108074807|XP_017022490.1|DKIK	LOC117587740|XP_034134554.1|DGUA
OG0005273	LOC108074833|XP_017022523.1|DKIK	LOC117587620|XP_034134369.1|DGUA
OG0005274	LOC108082057|XP_017032823.1|DKIK	LOC117581909|XP_034125268.1|DGUA
OG0005275	LOC108077052|XP_017025694.1|DKIK	LOC117584331|XP_034129051.1|DGUA
OG0005276	LOC108086157|XP_017038508.1|DKIK	LOC117582608|XP_034126372.1|DGUA
OG0005277	LOC108086176|XP_017038529.1|DKIK	LOC117582606|XP_034126366.1|DGUA
OG0005278	LOC108076767|XP_017025257.1|DKIK	LOC117592206|XP_034141712.1|DGUA
OG0005279	LOC108082232|XP_017033059.1|DKIK	LOC117588099|XP_034135060.1|DGUA
OG0005280	LOC108074429|XP_017021954.1|DKIK	LOC117582517|XP_034126205.1|DGUA
OG0005281	LOC108077435|XP_017026237.1|DKIK	LOC117584408|XP_034129161.1|DGUA
OG0005282	LOC108085468|XP_017037574.1|DKIK	LOC117585744|XP_034131284.1|DGUA
OG0005283	LOC108084597|XP_017036361.1|DKIK	LOC117585590|XP_034131018.1|DGUA
OG0005284	LOC108081403|XP_017032052.1|DKIK	LOC117584852|XP_034129883.1|DGUA
OG0005285	LOC108081415|XP_017032086.1|DKIK	LOC117584851|XP_034129881.1|DGUA
OG0005286	LOC108074428|XP_017021951.1|DKIK	LOC117582521|XP_034126210.1|DGUA
OG0005287	LOC108074437|XP_017021965.1|DKIK	LOC117582519|XP_034126207.1|DGUA
OG0005288	LOC108082596|XP_017033557.1|DKIK	LOC117584840|XP_034129868.1|DGUA
OG0005289	LOC108081409|XP_017032075.1|DKIK	LOC117587764|XP_034134592.1|DGUA
OG0005290	LOC108075526|XP_017023512.1|DKIK	LOC117586659|XP_034132796.1|DGUA
OG0005291	LOC108072571|XP_017019265.1|DKIK	LOC117587990|XP_034134894.1|DGUA
OG0005292	LOC108072569|XP_017019251.1|DKIK	LOC117587559|XP_034134263.1|DGUA
OG0005293	LOC108085235|XP_017037264.1|DKIK	LOC117591451|XP_034140610.1|DGUA
OG0005294	LOC108082167|XP_017032962.1|DKIK	LOC117584721|XP_034129665.1|DGUA
OG0005295	LOC108072570|XP_017019260.1|DKIK	LOC117587988|XP_034134892.1|DGUA
OG0005296	LOC108085415|XP_017037471.1|DKIK	LOC117585573|XP_034130998.1|DGUA
OG0005297	LOC108074845|XP_017022541.1|DKIK	LOC117587564|XP_034134276.1|DGUA
OG0005298	LOC108077082|XP_017025739.1|DKIK	LOC117587551|XP_034134248.1|DGUA
OG0005299	LOC108073487|XP_017020634.1|DKIK	LOC117585835|XP_034131467.1|DGUA
OG0005300	LOC108083434|XP_017034678.1|DKIK	LOC117591179|XP_034140196.1|DGUA
OG0005301	LOC108082036|XP_017032794.1|DKIK	LOC117587723|XP_034134523.1|DGUA
OG0005302	LOC108073129|XP_017020116.1|DKIK	LOC117578513|XP_034119946.1|DGUA
OG0005303	LOC108082865|XP_017033932.1|DKIK	LOC117582403|XP_034125981.1|DGUA
OG0005304	LOC108079976|XP_017030028.1|DKIK	LOC117591062|XP_034140055.1|DGUA
OG0005305	LOC108076766|XP_017025256.1|DKIK	LOC117592166|XP_034141637.1|DGUA
OG0005306	LOC108076991|XP_017025540.1|DKIK	LOC117584391|XP_034129139.1|DGUA
OG0005307	LOC108081988|XP_017032715.1|DKIK	LOC117582506|XP_034126186.1|DGUA
OG0005308	LOC108077075|XP_017025731.1|DKIK	LOC117582390|XP_034125958.1|DGUA
OG0005309	LOC108082192|XP_017033002.1|DKIK	LOC117581753|XP_034125043.1|DGUA
OG0005310	LOC108079623|XP_017029490.1|DKIK	LOC117581930|XP_034125301.1|DGUA
OG0005311	LOC108077152|XP_017025871.1|DKIK	LOC117583994|XP_034128612.1|DGUA
OG0005312	LOC108077144|XP_017025851.1|DKIK	LOC117584352|XP_034129076.1|DGUA
OG0005313	LOC108077276|XP_017026038.1|DKIK	LOC117584374|XP_034129105.1|DGUA
OG0005314	LOC108082182|XP_017032988.1|DKIK	LOC117583858|XP_034128360.1|DGUA
OG0005315	LOC108070536|XP_017016549.1|DKIK	LOC117581843|XP_034125189.1|DGUA
OG0005316	LOC108076736|XP_017025203.1|DKIK	LOC117592213|XP_034141726.1|DGUA
OG0005317	LOC108077407|XP_017026196.1|DKIK	LOC117584039|XP_034128667.1|DGUA
OG0005318	LOC108083750|XP_017035159.1|DKIK	LOC117587570|XP_034134286.1|DGUA
OG0005319	LOC108085245|XP_017037279.1|DKIK	LOC117591449|XP_034140607.1|DGUA
OG0005320	LOC108072591|XP_017019292.1|DKIK	LOC117588156|XP_034135148.1|DGUA
OG0005321	LOC108077167|XP_017025891.1|DKIK	LOC117584208|XP_034128868.1|DGUA
OG0005322	LOC108074581|XP_017022178.1|DKIK	LOC117582621|XP_034126385.1|DGUA
OG0005323	LOC108082198|XP_017033010.1|DKIK	LOC117587756|XP_034134572.1|DGUA
OG0005324	LOC108077292|XP_017026060.1|DKIK	LOC117587789|XP_034134624.1|DGUA
OG0005325	LOC108075868|XP_017023959.1|DKIK	LOC117584574|XP_034129435.1|DGUA
OG0005326	LOC108077318|XP_017026096.1|DKIK	LOC117588133|XP_034135115.1|DGUA
OG0005327	LOC108082888|XP_017033959.1|DKIK	LOC117588217|XP_034135251.1|DGUA
OG0005328	LOC108075565|XP_017023569.1|DKIK	LOC117583510|XP_034127743.1|DGUA
OG0005329	LOC108078947|XP_017028585.1|DKIK	LOC117587175|XP_034133583.1|DGUA
OG0005330	LOC108078945|XP_017028583.1|DKIK	LOC117587173|XP_034133581.1|DGUA
OG0005331	LOC108077457|XP_017026270.1|DKIK	LOC117583985|XP_034128583.1|DGUA
OG0005332	LOC108074602|XP_017022206.1|DKIK	LOC117582575|XP_034126312.1|DGUA
OG0005333	LOC108075786|XP_017023843.1|DKIK	LOC117581817|XP_034125152.1|DGUA
OG0005334	LOC108077204|XP_017025940.1|DKIK	LOC117584753|XP_034129738.1|DGUA
OG0005335	LOC108081810|XP_017032535.1|DKIK	LOC117592337|XP_034141922.1|DGUA
OG0005336	LOC108078553|XP_017027959.1|DKIK	LOC117578768|XP_034120365.1|DGUA
OG0005337	LOC108078276|XP_017027517.1|DKIK	LOC117589851|XP_034138007.1|DGUA
OG0005338	LOC108074573|XP_017022164.1|DKIK	LOC117587782|XP_034134617.1|DGUA
OG0005339	LOC108076880|XP_017025399.1|DKIK	LOC117584282|XP_034128992.1|DGUA
OG0005340	LOC108082072|XP_017032851.1|DKIK	LOC117588195|XP_034135215.1|DGUA
OG0005341	LOC108070879|XP_017017011.1|DKIK	LOC117591999|XP_034141338.1|DGUA
