Orthogroup	DKIK.longest_only	DALB.longest_only
OG0003893	LOC108078484|XP_017027856.1|DKIK, LOC108082764|XP_017033780.1|DKIK	LOC117563697|XP_034098032.1|DALB
OG0003895	LOC108077962|XP_017026991.1|DKIK	LOC117577742|XP_034118544.1|DALB
OG0003896	LOC108078388|XP_017027731.1|DKIK	LOC117569907|XP_034107138.1|DALB
OG0003897	LOC108074720|XP_017022352.1|DKIK	LOC117566890|XP_034102395.1|DALB
OG0003898	LOC108082748|XP_017033754.1|DKIK	LOC117565730|XP_034100869.1|DALB
OG0003899	LOC108086173|XP_017038523.1|DKIK	LOC117565653|XP_034100762.1|DALB
OG0003900	LOC108077403|XP_017026191.1|DKIK	LOC117563845|XP_034098266.1|DALB
OG0003901	LOC108072548|XP_017019211.1|DKIK	LOC117564883|XP_034099722.1|DALB
OG0003902	LOC108072598|XP_017019299.1|DKIK	LOC117564023|XP_034098513.1|DALB
OG0003903	LOC108077245|XP_017025994.1|DKIK	LOC117563327|XP_034097482.1|DALB
OG0003904	LOC108077244|XP_017025993.1|DKIK	LOC117563326|XP_034097481.1|DALB
OG0003905	LOC108073555|XP_017020730.1|DKIK	LOC117575572|XP_034115726.1|DALB
OG0003906	LOC108072435|XP_017019047.1|DKIK, LOC108085057|XP_017037009.1|DKIK	LOC117567704|XP_034103725.1|DALB
OG0003907	LOC108079118|XP_017028852.1|DKIK	LOC117566206|XP_034101624.1|DALB
OG0003908	LOC108079127|XP_017028865.1|DKIK	LOC117566207|XP_034101625.1|DALB
OG0003909	LOC108072141|XP_017018670.1|DKIK	LOC117568236|XP_034104602.1|DALB
OG0003910	LOC108084038|XP_017035543.1|DKIK	LOC117568238|XP_034104607.1|DALB
OG0003911	LOC108077171|XP_017025895.1|DKIK	LOC117564793|XP_034099605.1|DALB
OG0003912	LOC108086276|XP_017038653.1|DKIK	LOC117564859|XP_034099693.1|DALB
OG0003913	LOC108085290|XP_017037336.1|DKIK	LOC117563913|XP_034098367.1|DALB
OG0003914	LOC108082050|XP_017032816.1|DKIK	LOC117564132|XP_034098683.1|DALB
OG0003915	LOC108080188|XP_017030330.1|DKIK	LOC117577560|XP_034118285.1|DALB
OG0003916	LOC108072627|XP_017019347.1|DKIK	LOC117565878|XP_034101110.1|DALB
OG0003917	LOC108081455|XP_017032134.1|DKIK	LOC117565632|XP_034100733.1|DALB
OG0003918	LOC108076128|XP_017024348.1|DKIK	LOC117565938|XP_034101215.1|DALB
OG0003919	LOC108085370|XP_017037433.1|DKIK	LOC117564675|XP_034099433.1|DALB
OG0003920	LOC108078182|XP_017027337.1|DKIK	LOC117567114|XP_034102808.1|DALB
OG0003921	LOC108082117|XP_017032906.1|DKIK	LOC117565032|XP_034099870.1|DALB
OG0003922	LOC108082040|XP_017032803.1|DKIK	LOC117565764|XP_034100922.1|DALB
OG0003923	LOC108078481|XP_017027849.1|DKIK	LOC117573229|XP_034112168.1|DALB
OG0003924	LOC108070905|XP_017017050.1|DKIK	LOC117567897|XP_034104060.1|DALB
OG0003925	LOC108086245|XP_017038605.1|DKIK	LOC117563494|XP_034097748.1|DALB
OG0003926	LOC108086220|XP_017038575.1|DKIK	LOC117563268|XP_034097386.1|DALB
OG0003927	LOC108074564|XP_017022155.1|DKIK	LOC117566075|XP_034101445.1|DALB
OG0003928	LOC108074840|XP_017022537.1|DKIK	LOC117566156|XP_034101536.1|DALB
OG0003929	LOC108082062|XP_017032829.1|DKIK	LOC117566001|XP_034101309.1|DALB
OG0003930	LOC108077429|XP_017026223.1|DKIK	LOC117563306|XP_034097444.1|DALB
OG0003931	LOC108077434|XP_017026230.1|DKIK	LOC117578395|XP_034119734.1|DALB
OG0003932	LOC108078306|XP_017027580.1|DKIK	LOC117566645|XP_034102078.1|DALB
OG0003933	LOC108077288|XP_017026054.1|DKIK	LOC117565072|XP_034099909.1|DALB
OG0003934	LOC108074813|XP_017022498.1|DKIK	LOC117565915|XP_034101174.1|DALB
OG0003935	LOC108072996|XP_017019935.1|DKIK	LOC117567965|XP_034104165.1|DALB
OG0003936	LOC108072997|XP_017019936.1|DKIK	LOC117567966|XP_034104166.1|DALB
OG0003937	LOC108076742|XP_017025221.1|DKIK	LOC117571580|XP_034109687.1|DALB
OG0003938	LOC108086248|XP_017038613.1|DKIK	LOC117563338|XP_034097500.1|DALB
OG0003939	LOC108081450|XP_017032128.1|DKIK	LOC117564578|XP_034099311.1|DALB
OG0003940	LOC108086231|XP_017038588.1|DKIK	LOC117565962|XP_034101248.1|DALB
OG0003941	LOC108086235|XP_017038593.1|DKIK	LOC117566137|XP_034101510.1|DALB
OG0003942	LOC108079560|XP_017029389.1|DKIK	LOC117565439|XP_034100420.1|DALB
OG0003943	LOC108086269|XP_017038645.1|DKIK	LOC117563930|XP_034098393.1|DALB
OG0003944	LOC108075821|XP_017023885.1|DKIK	LOC117565343|XP_034100288.1|DALB
OG0003945	LOC108076307|XP_017024566.1|DKIK	LOC117566922|XP_034102433.1|DALB
OG0003946	LOC108082861|XP_017033927.1|DKIK	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB
OG0003947	LOC108082795|XP_017033833.1|DKIK	LOC117565057|XP_034099895.1|DALB
OG0003948	LOC108085334|XP_017037378.1|DKIK	LOC117565318|XP_034100249.1|DALB
OG0003949	LOC108085358|XP_017037417.1|DKIK	LOC117565315|XP_034100244.1|DALB
OG0003950	LOC108075949|XP_017024084.1|DKIK	LOC117564831|XP_034099647.1|DALB
OG0003951	LOC108075971|XP_017024109.1|DKIK	LOC117565299|XP_034100226.1|DALB
OG0003952	LOC108082076|XP_017032857.1|DKIK	LOC117563732|XP_034098103.1|DALB
OG0003953	LOC108075886|XP_017023982.1|DKIK	LOC117563528|XP_034097798.1|DALB
OG0003954	LOC108079904|XP_017029926.1|DKIK	LOC117570859|XP_034108630.1|DALB
OG0003956	LOC108074308|XP_017021792.1|DKIK	LOC117564029|XP_034098523.1|DALB
OG0003957	LOC108071973|XP_017018437.1|DKIK	LOC117572068|XP_034110539.1|DALB
OG0003958	LOC108083506|XP_017034803.1|DKIK	LOC117573260|XP_034112236.1|DALB
OG0003959	LOC108076689|XP_017025128.1|DKIK	LOC117568383|XP_034104882.1|DALB
OG0003960	LOC108079377|XP_017029186.1|DKIK	LOC117578111|XP_034119186.1|DALB
OG0003961	LOC108079602|XP_017029449.1|DKIK	LOC117565848|XP_034101056.1|DALB
OG0003962	LOC108086238|XP_017038599.1|DKIK	LOC117563269|XP_034097388.1|DALB
OG0003964	LOC108077297|XP_017026065.1|DKIK	LOC117564208|XP_034098782.1|DALB
OG0003965	LOC108077017|XP_017025584.1|DKIK	LOC117565988|XP_034101292.1|DALB
OG0003966	LOC108081472|XP_017032157.1|DKIK	LOC117565685|XP_034100810.1|DALB
OG0003967	LOC108074691|XP_017022309.1|DKIK	LOC117567417|XP_034103284.1|DALB
OG0003968	LOC108074695|XP_017022324.1|DKIK	LOC117566871|XP_034102369.1|DALB
OG0003969	LOC108074735|XP_017022390.1|DKIK	LOC117567414|XP_034103281.1|DALB
OG0003970	LOC108086077|XP_017038384.1|DKIK	LOC117565762|XP_034100920.1|DALB
OG0003971	LOC108077308|XP_017026080.1|DKIK	LOC117564828|XP_034099642.1|DALB
OG0003972	LOC108072716|XP_017019463.1|DKIK	LOC117570468|XP_034108033.1|DALB
OG0003973	LOC108072348|XP_017018928.1|DKIK	LOC117568176|XP_034104502.1|DALB
OG0003974	LOC108082504|XP_017033422.1|DKIK	LOC117569773|XP_034106963.1|DALB
OG0003975	LOC108076197|XP_017024423.1|DKIK	LOC117563653|XP_034097954.1|DALB
OG0003976	LOC108081579|XP_017032286.1|DKIK, LOC108072581|XP_017019278.1|DKIK	LOC117564588|XP_034099324.1|DALB
OG0003977	LOC108079979|XP_017030032.1|DKIK	LOC117565155|XP_034100028.1|DALB
OG0003978	LOC108083159|XP_017034335.1|DKIK	LOC117572484|XP_034111225.1|DALB
OG0003979	LOC108077079|XP_017025736.1|DKIK	LOC117563611|XP_034097903.1|DALB
OG0003980	LOC108084296|XP_017035948.1|DKIK	LOC117573553|XP_034112725.1|DALB
OG0003981	LOC108077173|XP_017025898.1|DKIK	LOC117563602|XP_034097885.1|DALB
OG0003982	LOC108082680|XP_017033669.1|DKIK	LOC117565169|XP_034100046.1|DALB
OG0003983	LOC108075814|XP_017023877.1|DKIK	LOC117565430|XP_034100407.1|DALB
OG0003984	LOC108074854|XP_017022553.1|DKIK	LOC117566153|XP_034101530.1|DALB
OG0003985	LOC108082822|XP_017033871.1|DKIK	LOC117565464|XP_034100460.1|DALB
OG0003986	LOC108072840|XP_017019624.1|DKIK	LOC117564532|XP_034099244.1|DALB
OG0003987	LOC108072858|XP_017019663.1|DKIK	LOC117563826|XP_034098245.1|DALB
OG0003988	LOC108081436|XP_017032107.1|DKIK	LOC117564477|XP_034099168.1|DALB
OG0003989	LOC108074594|XP_017022196.1|DKIK	LOC117564207|XP_034098779.1|DALB
OG0003990	LOC108085257|XP_017037294.1|DKIK	LOC117563290|XP_034097423.1|DALB
OG0003991	LOC108077095|XP_017025760.1|DKIK	LOC117565810|XP_034100991.1|DALB
OG0003992	LOC108074598|XP_017022203.1|DKIK	LOC117565360|XP_034100313.1|DALB
OG0003993	LOC108077334|XP_017026112.1|DKIK	LOC117563295|XP_034097429.1|DALB
OG0003994	LOC108070640|XP_017016696.1|DKIK	LOC117573815|XP_034113123.1|DALB
OG0003995	LOC108070904|XP_017017049.1|DKIK	LOC117567894|XP_034104058.1|DALB
OG0003996	LOC108082384|XP_017033214.1|DKIK	LOC117568857|XP_034105628.1|DALB
OG0003997	LOC108072830|XP_017019611.1|DKIK	LOC117565655|XP_034100764.1|DALB
OG0003998	LOC108075061|XP_017022868.1|DKIK	LOC117563950|XP_034098413.1|DALB
OG0003999	LOC108077259|XP_017026018.1|DKIK, LOC108072467|XP_017019103.1|DKIK	LOC117565692|XP_034100818.1|DALB
OG0004000	LOC108075072|XP_017022842.1|DKIK	LOC117577757|XP_034118558.1|DALB
OG0004001	LOC108072083|XP_017018583.1|DKIK	LOC117567294|XP_034103062.1|DALB
OG0004002	LOC108072509|XP_017019170.1|DKIK	LOC117564456|XP_034099131.1|DALB
OG0004003	LOC108082071|XP_017032849.1|DKIK	LOC117566071|XP_034101422.1|DALB
OG0004004	LOC108079640|XP_017029516.1|DKIK	LOC117566118|XP_034101483.1|DALB
OG0004005	LOC108081438|XP_017032110.1|DKIK	LOC117565170|XP_034100048.1|DALB
OG0004006	LOC108082165|XP_017032960.1|DKIK	LOC117564035|XP_034098530.1|DALB
OG0004007	LOC108082228|XP_017033054.1|DKIK	LOC117564189|XP_034098754.1|DALB
OG0004008	LOC108074284|XP_017021746.1|DKIK	LOC117563336|XP_034097498.1|DALB
OG0004009	LOC108075969|XP_017024106.1|DKIK	LOC117564773|XP_034099563.1|DALB
OG0004010	LOC108085278|XP_017037318.1|DKIK	LOC117565742|XP_034100879.1|DALB
OG0004011	LOC108081515|XP_017032222.1|DKIK	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB
OG0004012	LOC108084075|XP_017035585.1|DKIK	LOC117575532|XP_034115672.1|DALB
OG0004013	LOC108075400|XP_017023315.1|DKIK	LOC117564419|XP_034099042.1|DALB
OG0004014	LOC108072715|XP_017019461.1|DKIK	LOC117569345|XP_034106369.1|DALB
OG0004015	LOC108077161|XP_017025883.1|DKIK	LOC117563323|XP_034097477.1|DALB
OG0004016	LOC108077283|XP_017026050.1|DKIK	LOC117564762|XP_034099550.1|DALB
OG0004017	LOC108077393|XP_017026176.1|DKIK	LOC117565584|XP_034100671.1|DALB
OG0004018	LOC108081334|XP_017031964.1|DKIK	LOC117569340|XP_034106361.1|DALB
OG0004019	LOC108082157|XP_017032945.1|DKIK	LOC117563721|XP_034098072.1|DALB
OG0004020	LOC108085354|XP_017037410.1|DKIK	LOC117563349|XP_034097526.1|DALB
OG0004021	LOC108076177|XP_017024400.1|DKIK	LOC117566139|XP_034101513.1|DALB
OG0004022	LOC108072585|XP_017019282.1|DKIK	LOC117565875|XP_034101106.1|DALB
OG0004023	LOC108082136|XP_017032928.1|DKIK	LOC117569911|XP_034107141.1|DALB
OG0004024	LOC108072524|XP_017019185.1|DKIK	LOC117565215|XP_034100115.1|DALB
OG0004025	LOC108077248|XP_017025998.1|DKIK	LOC117565825|XP_034101024.1|DALB
OG0004026	LOC108074533|XP_017022106.1|DKIK	LOC117563925|XP_034098386.1|DALB
OG0004027	LOC108072271|XP_017018827.1|DKIK	LOC117570701|XP_034108395.1|DALB
OG0004028	LOC108074495|XP_017022061.1|DKIK	LOC117565271|XP_034100189.1|DALB
OG0004029	LOC108074868|XP_017022570.1|DKIK	LOC117565256|XP_034100164.1|DALB
OG0004030	LOC108072117|XP_017018630.1|DKIK	LOC117569884|XP_034107114.1|DALB
OG0004031	LOC108074595|XP_017022198.1|DKIK	LOC117565425|XP_034100400.1|DALB
OG0004032	LOC108083361|XP_017034596.1|DKIK	LOC117566067|XP_034101415.1|DALB
OG0004033	LOC108082045|XP_017032811.1|DKIK	LOC117565978|XP_034101272.1|DALB
OG0004034	LOC108079609|XP_017029462.1|DKIK	LOC117563368|XP_034097558.1|DALB
OG0004035	LOC108086247|XP_017038607.1|DKIK	LOC117565790|XP_034100958.1|DALB
OG0004036	LOC108086250|XP_017038618.1|DKIK	LOC117564860|XP_034099694.1|DALB
OG0004037	LOC108077080|XP_017025737.1|DKIK	LOC117565990|XP_034101298.1|DALB
OG0004038	LOC108079003|XP_017028673.1|DKIK	LOC117565818|XP_034101009.1|DALB
OG0004039	LOC108074536|XP_017022111.1|DKIK	LOC117566160|XP_034101551.1|DALB
OG0004040	LOC108076420|XP_017024750.1|DKIK	LOC117566342|XP_034101713.1|DALB
OG0004041	LOC108083955|XP_017035450.1|DKIK	LOC117578245|XP_034119555.1|DALB
OG0004042	LOC108079077|XP_017028789.1|DKIK	LOC117570848|XP_034108620.1|DALB
OG0004044	LOC108083501|XP_017034799.1|DKIK	LOC117569848|XP_034107068.1|DALB
OG0004045	LOC108077253|XP_017026004.1|DKIK	LOC117564084|XP_034098604.1|DALB
OG0004046	LOC108074338|XP_017021846.1|DKIK	LOC117566217|XP_034101652.1|DALB
OG0004047	LOC108082229|XP_017033055.1|DKIK	LOC117564659|XP_034099408.1|DALB
OG0004048	LOC108086267|XP_017038643.1|DKIK	LOC117563879|XP_034098329.1|DALB
OG0004049	LOC108083254|XP_017034450.1|DKIK, LOC108086165|XP_017038516.1|DKIK	LOC117564389|XP_034099001.1|DALB
OG0004050	LOC108079620|XP_017029485.1|DKIK	LOC117563937|XP_034098401.1|DALB
OG0004051	LOC108082037|XP_017032799.1|DKIK	LOC117563488|XP_034097741.1|DALB
OG0004052	LOC108083509|XP_017034806.1|DKIK	LOC117564147|XP_034098704.1|DALB
OG0004053	LOC108078346|XP_017027639.1|DKIK	LOC117566928|XP_034102441.1|DALB
OG0004054	LOC108070513|XP_017016501.1|DKIK	LOC117564770|XP_034099561.1|DALB
OG0004055	LOC108085884|XP_017038136.1|DKIK	LOC117576851|XP_034117833.1|DALB
OG0004056	LOC108073463|XP_017020588.1|DKIK	LOC117574994|XP_034114956.1|DALB
OG0004057	LOC108083066|XP_017034191.1|DKIK	LOC117571797|XP_034110052.1|DALB
OG0004058	LOC108079842|XP_017029834.1|DKIK	LOC117568427|XP_034104975.1|DALB
OG0004059	LOC108084119|XP_017035636.1|DKIK	LOC117575247|XP_034115269.1|DALB
OG0004060	LOC108084869|XP_017036749.1|DKIK	LOC117574545|XP_034114306.1|DALB
OG0004061	LOC108079323|XP_017029106.1|DKIK	LOC117564031|XP_034098528.1|DALB
OG0004062	LOC108079822|XP_017029798.1|DKIK	LOC117569691|XP_034106836.1|DALB
OG0004063	LOC108085759|XP_017037988.1|DKIK	LOC117577867|XP_034118714.1|DALB
OG0004064	LOC108083634|XP_017034993.1|DKIK	LOC117570507|XP_034108094.1|DALB
OG0004065	LOC108085201|XP_017037199.1|DKIK	LOC117571532|XP_034109606.1|DALB
OG0004066	LOC108076514|XP_017024910.1|DKIK	LOC117572457|XP_034111182.1|DALB
OG0004067	LOC108083554|XP_017034893.1|DKIK	LOC117568693|XP_034105397.1|DALB
OG0004070	LOC108080334|XP_017030526.1|DKIK	LOC117566382|XP_034101774.1|DALB
OG0004071	LOC108078899|XP_017028520.1|DKIK	LOC117572548|XP_034111310.1|DALB
OG0004072	LOC108078900|XP_017028521.1|DKIK	LOC117572550|XP_034111313.1|DALB
OG0004073	LOC108083481|XP_017034764.1|DKIK	LOC117577596|XP_034118336.1|DALB
OG0004074	LOC108078254|XP_017027477.1|DKIK	LOC117572670|XP_034111578.1|DALB
OG0004075	LOC108070820|XP_017016921.1|DKIK	LOC117571329|XP_034109309.1|DALB
OG0004076	LOC108070819|XP_017016918.1|DKIK	LOC117571328|XP_034109305.1|DALB
OG0004077	LOC108077016|XP_017025583.1|DKIK	LOC117565881|XP_034101111.1|DALB
OG0004078	LOC108085892|XP_017038146.1|DKIK	LOC117575768|XP_034116025.1|DALB
OG0004079	LOC108074916|XP_017022635.1|DKIK	LOC117577585|XP_034118320.1|DALB
OG0004080	LOC108076448|XP_017024812.1|DKIK	LOC117569798|XP_034107002.1|DALB
OG0004081	LOC108074731|XP_017022382.1|DKIK	LOC117567002|XP_034102571.1|DALB
OG0004082	LOC108070672|XP_017016736.1|DKIK	LOC117573216|XP_034112123.1|DALB
OG0004083	LOC108084568|XP_017036318.1|DKIK	LOC117575343|XP_034115395.1|DALB
OG0004084	LOC108083276|XP_017034490.1|DKIK	LOC117572333|XP_034110962.1|DALB
OG0004085	LOC108077858|XP_017026880.1|DKIK	LOC117575346|XP_034115402.1|DALB
OG0004086	LOC108083971|XP_017035470.1|DKIK	LOC117576263|XP_034116795.1|DALB
OG0004087	LOC108085958|XP_017038240.1|DKIK	LOC117573103|XP_034111914.1|DALB
OG0004089	LOC108074935|XP_017022654.1|DKIK	LOC117563265|XP_034097387.1|DALB
OG0004090	LOC108073199|XP_017020202.1|DKIK	LOC117576757|XP_034117693.1|DALB
OG0004091	LOC108084131|XP_017035659.1|DKIK	LOC117574444|XP_034114173.1|DALB
OG0004092	LOC108080290|XP_017030448.1|DKIK	LOC117563311|XP_034097460.1|DALB
OG0004094	LOC108070789|XP_017016881.1|DKIK	LOC117577857|XP_034118696.1|DALB
OG0004095	LOC108082995|XP_017034111.1|DKIK	LOC117574022|XP_034113504.1|DALB
OG0004096	LOC108083972|XP_017035471.1|DKIK	LOC117576267|XP_034116801.1|DALB
OG0004097	LOC108070417|XP_017016360.1|DKIK	LOC117568031|XP_034104262.1|DALB
OG0004098	LOC108074411|XP_017021928.1|DKIK	LOC117570668|XP_034108345.1|DALB
OG0004099	LOC108080795|XP_017031170.1|DKIK	LOC117575552|XP_034115704.1|DALB
OG0004100	LOC108080812|XP_017031203.1|DKIK	LOC117576036|XP_034116450.1|DALB
OG0004101	LOC108080826|XP_017031219.1|DKIK	LOC117574940|XP_034114880.1|DALB
OG0004102	LOC108080808|XP_017031192.1|DKIK	LOC117576439|XP_034117087.1|DALB
OG0004103	LOC108085912|XP_017038174.1|DKIK	LOC117575766|XP_034116022.1|DALB
OG0004104	LOC108080224|XP_017030372.1|DKIK	LOC117573899|XP_034113298.1|DALB
OG0004105	LOC108083711|XP_017035097.1|DKIK	LOC117570502|XP_034108090.1|DALB
OG0004106	LOC108083285|XP_017034504.1|DKIK	LOC117569734|XP_034106903.1|DALB
OG0004107	LOC108075301|XP_017023184.1|DKIK	LOC117570075|XP_034107405.1|DALB
OG0004108	LOC108084175|XP_017035752.1|DKIK	LOC117573554|XP_034112726.1|DALB
OG0004109	LOC108073200|XP_017020204.1|DKIK	LOC117576758|XP_034117694.1|DALB
OG0004110	LOC108080681|XP_017031002.1|DKIK	LOC117568851|XP_034105619.1|DALB
OG0004111	LOC108083126|XP_017034294.1|DKIK	LOC117576358|XP_034116937.1|DALB
OG0004112	LOC108078793|XP_017028348.1|DKIK	LOC117575929|XP_034116279.1|DALB
OG0004113	LOC108079943|XP_017029976.1|DKIK	LOC117568867|XP_034105651.1|DALB
OG0004114	LOC108083856|XP_017035329.1|DKIK	LOC117577939|XP_034118840.1|DALB
OG0004115	LOC108083601|XP_017034955.1|DKIK	LOC117567393|XP_034103238.1|DALB
OG0004116	LOC108082870|XP_017033941.1|DKIK	LOC117574912|XP_034114848.1|DALB
OG0004117	LOC108070715|XP_017016798.1|DKIK	LOC117573501|XP_034112619.1|DALB
OG0004118	LOC108078196|XP_017027361.1|DKIK	LOC117572146|XP_034110677.1|DALB
OG0004119	LOC108084835|XP_017036697.1|DKIK	LOC117576840|XP_034117813.1|DALB
OG0004120	LOC108084156|XP_017035703.1|DKIK, LOC108084149|XP_017035688.1|DKIK	LOC117573536|XP_034112702.1|DALB
OG0004121	LOC108071894|XP_017018310.1|DKIK	LOC117571452|XP_034109490.1|DALB
OG0004122	LOC108084040|XP_017035545.1|DKIK	LOC117576144|XP_034116602.1|DALB
OG0004123	LOC108084120|XP_017035638.1|DKIK	LOC117575090|XP_034115080.1|DALB
OG0004124	LOC108079422|XP_017029238.1|DKIK	LOC117570928|XP_034108749.1|DALB
OG0004125	LOC108084982|XP_017036895.1|DKIK	LOC117573312|XP_034112308.1|DALB
OG0004126	LOC108085011|XP_017036939.1|DKIK	LOC117573912|XP_034113312.1|DALB
OG0004127	LOC108082056|XP_017032822.1|DKIK	LOC117564167|XP_034098725.1|DALB
OG0004128	LOC108075609|XP_017023631.1|DKIK	LOC117573940|XP_034113358.1|DALB
OG0004129	LOC108082492|XP_017033400.1|DKIK	LOC117572419|XP_034111097.1|DALB
OG0004130	LOC108080003|XP_017030058.1|DKIK	LOC117572602|XP_034111432.1|DALB
OG0004131	LOC108081131|XP_017031640.1|DKIK	LOC117574844|XP_034114731.1|DALB
OG0004132	LOC108075190|XP_017023014.1|DKIK	LOC117566970|XP_034102519.1|DALB
OG0004133	LOC108082236|XP_017033063.1|DKIK	LOC117578394|XP_034119733.1|DALB
OG0004134	LOC108073410|XP_017020501.1|DKIK	LOC117573132|XP_034111954.1|DALB
OG0004135	LOC108081491|XP_017032179.1|DKIK	LOC117576084|XP_034116523.1|DALB
OG0004136	LOC108077699|XP_017026626.1|DKIK	LOC117574583|XP_034114357.1|DALB
OG0004137	LOC108078334|XP_017027626.1|DKIK	LOC117570693|XP_034108387.1|DALB
OG0004138	LOC108079893|XP_017029909.1|DKIK	LOC117567971|XP_034104170.1|DALB
OG0004139	LOC108071758|XP_017018081.1|DKIK	LOC117573563|XP_034112743.1|DALB
OG0004140	LOC108084279|XP_017035928.1|DKIK	LOC117570399|XP_034107912.1|DALB
OG0004141	LOC108076582|XP_017024983.1|DKIK	LOC117567771|XP_034103861.1|DALB
OG0004142	LOC108079899|XP_017029918.1|DKIK	LOC117575534|XP_034115678.1|DALB
OG0004143	LOC108077879|XP_017026903.1|DKIK	LOC117575078|XP_034115063.1|DALB
OG0004144	LOC108082033|XP_017032793.1|DKIK	LOC117565896|XP_034101133.1|DALB
OG0004145	LOC108071965|XP_017018430.1|DKIK	LOC117572072|XP_034110549.1|DALB
OG0004146	LOC108081204|XP_017031761.1|DKIK	LOC117573430|XP_034112534.1|DALB
OG0004147	LOC108082015|XP_017032769.1|DKIK	LOC117566246|XP_034101689.1|DALB
OG0004148	LOC108085740|XP_017037959.1|DKIK	LOC117576200|XP_034116683.1|DALB
OG0004149	LOC108077636|XP_017026538.1|DKIK	LOC117575232|XP_034115253.1|DALB
OG0004150	LOC108077404|XP_017026195.1|DKIK	LOC117575651|XP_034115829.1|DALB
OG0004152	LOC108075556|XP_017023554.1|DKIK	LOC117574897|XP_034114825.1|DALB
OG0004153	LOC108078273|XP_017027514.1|DKIK	LOC117567259|XP_034103000.1|DALB
OG0004154	LOC108071545|XP_017017810.1|DKIK	LOC117567892|XP_034104055.1|DALB
OG0004155	LOC108081094|XP_017031572.1|DKIK	LOC117574999|XP_034114965.1|DALB
OG0004156	LOC108084115|XP_017035634.1|DKIK	LOC117575714|XP_034115940.1|DALB
OG0004157	LOC108084656|XP_017036463.1|DKIK	LOC117568030|XP_034104265.1|DALB
OG0004158	LOC108071520|XP_017017778.1|DKIK	LOC117571599|XP_034109706.1|DALB
OG0004159	LOC108071311|XP_017017507.1|DKIK	LOC117576689|XP_034117575.1|DALB
OG0004160	LOC108079810|XP_017029781.1|DKIK	LOC117567885|XP_034104048.1|DALB
OG0004161	LOC108081499|XP_017032203.1|DKIK	LOC117573555|XP_034112728.1|DALB
OG0004162	LOC108073241|XP_017020284.1|DKIK	LOC117574231|XP_034113832.1|DALB
OG0004163	LOC108083220|XP_017034419.1|DKIK	LOC117574821|XP_034114681.1|DALB
OG0004164	LOC108080814|XP_017031205.1|DKIK	LOC117574267|XP_034113895.1|DALB
OG0004165	LOC108072357|XP_017018937.1|DKIK	LOC117567066|XP_034102697.1|DALB
OG0004166	LOC108072115|XP_017018627.1|DKIK	LOC117567699|XP_034103721.1|DALB
OG0004167	LOC108083199|XP_017034391.1|DKIK	LOC117574977|XP_034114934.1|DALB
OG0004168	LOC108073445|XP_017020557.1|DKIK	LOC117574293|XP_034113980.1|DALB
OG0004169	LOC108079407|XP_017029222.1|DKIK	LOC117577718|XP_034118513.1|DALB
OG0004170	LOC108075184|XP_017023006.1|DKIK	LOC117567840|XP_034103985.1|DALB
OG0004171	LOC108079432|XP_017029254.1|DKIK	LOC117577653|XP_034118431.1|DALB
OG0004172	LOC108083849|XP_017035318.1|DKIK	LOC117563417|XP_034097646.1|DALB
OG0004173	LOC108082448|XP_017033308.1|DKIK	LOC117569862|XP_034107086.1|DALB
OG0004174	LOC108070831|XP_017016939.1|DKIK	LOC117571950|XP_034110338.1|DALB
OG0004175	LOC108076453|XP_017024818.1|DKIK	LOC117567846|XP_034103989.1|DALB
OG0004176	LOC108078851|XP_017028434.1|DKIK	LOC117569509|XP_034106586.1|DALB
OG0004177	LOC108084236|XP_017035852.1|DKIK	LOC117573761|XP_034113043.1|DALB
OG0004178	LOC108085420|XP_017037484.1|DKIK	LOC117575910|XP_034116247.1|DALB
OG0004179	LOC108072512|XP_017019209.1|DKIK, LOC108083423|XP_017034668.1|DKIK	LOC117568305|XP_034104744.1|DALB
OG0004180	LOC108077182|XP_017025953.1|DKIK	LOC117576165|XP_034116630.1|DALB
OG0004181	LOC108080932|XP_017031325.1|DKIK	LOC117574160|XP_034113737.1|DALB
OG0004182	LOC108083098|XP_017034240.1|DKIK	LOC117568819|XP_034105575.1|DALB
OG0004183	LOC108083156|XP_017034331.1|DKIK	LOC117569906|XP_034107137.1|DALB
OG0004184	LOC108072713|XP_017019450.1|DKIK	LOC117571843|XP_034110122.1|DALB
OG0004185	LOC108077162|XP_017025886.1|DKIK	LOC117563358|XP_034097538.1|DALB
OG0004186	LOC108083526|XP_017034847.1|DKIK	LOC117571862|XP_034110152.1|DALB
OG0004187	LOC108080445|XP_017030670.1|DKIK	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB
OG0004188	LOC108084171|XP_017035746.1|DKIK	LOC117573532|XP_034112671.1|DALB
OG0004189	LOC108084295|XP_017035947.1|DKIK	LOC117573542|XP_034112712.1|DALB
OG0004190	LOC108085471|XP_017037576.1|DKIK	LOC117575614|XP_034115779.1|DALB
OG0004191	LOC108085459|XP_017037562.1|DKIK	LOC117575621|XP_034115786.1|DALB
OG0004192	LOC108073181|XP_017020180.1|DKIK	LOC117575500|XP_034115634.1|DALB
OG0004193	LOC108083816|XP_017035256.1|DKIK	LOC117564156|XP_034098716.1|DALB
