Orthogroup	DKIK.longest_only	DBUS.longest_only
OG0005580	LOC108078715|XP_017028187.1|DKIK	LOC108599978|XP_017842737.1|DBUS
OG0005581	LOC108080225|XP_017030369.1|DKIK	LOC108606420|XP_017852005.1|DBUS
OG0005582	LOC108075246|XP_017023093.1|DKIK	LOC108600956|XP_017844292.1|DBUS
OG0005583	LOC108077555|XP_017026437.1|DKIK	LOC108599891|XP_017842568.1|DBUS
OG0005584	LOC108082867|XP_017033934.1|DKIK	LOC108597019|XP_017838792.2|DBUS
OG0005585	LOC108081103|XP_017031588.1|DKIK	LOC108604676|XP_017849719.1|DBUS
OG0005586	LOC108075528|XP_017023514.1|DKIK	LOC108602249|XP_017845789.1|DBUS
OG0005587	LOC108077251|XP_017026002.1|DKIK	LOC108595498|XP_017836239.1|DBUS
OG0005588	LOC108078719|XP_017028204.1|DKIK	LOC108600694|XP_017843900.1|DBUS
OG0005589	LOC108072079|XP_017018579.1|DKIK	LOC108601964|XP_017845439.1|DBUS
OG0005590	LOC108070542|XP_017016556.1|DKIK	LOC108595250|XP_017835943.1|DBUS
OG0005591	LOC108084217|XP_017035833.1|DKIK	LOC108607194|XP_017853344.1|DBUS
OG0005592	LOC108077815|XP_017026827.1|DKIK	LOC108604668|XP_017849709.1|DBUS
OG0005593	LOC108075268|XP_017023125.1|DKIK	LOC108600932|XP_017844258.1|DBUS
OG0005594	LOC108073957|XP_017021273.1|DKIK	LOC108599561|XP_017841946.1|DBUS
OG0005595	LOC108073956|XP_017021271.1|DKIK	LOC108599557|XP_017841940.1|DBUS
OG0005596	LOC108079744|XP_017029647.1|DKIK	LOC108600346|XP_017843358.2|DBUS
OG0005597	LOC108085015|XP_017036948.1|DKIK	LOC108601950|XP_017845423.1|DBUS
OG0005598	LOC108073479|XP_017020622.1|DKIK	LOC108601739|XP_017845148.1|DBUS
OG0005599	LOC108072975|XP_017019899.1|DKIK	LOC108596857|XP_017838490.1|DBUS
OG0005600	LOC108081256|XP_017031837.1|DKIK	LOC108602232|XP_017845769.1|DBUS
OG0005601	LOC108083546|XP_017034880.1|DKIK	LOC108607068|XP_017853174.1|DBUS
OG0005602	LOC108085893|XP_017038147.1|DKIK	LOC108602738|XP_017846379.1|DBUS
OG0005603	LOC108073111|XP_017020094.1|DKIK	LOC108596617|XP_017838051.1|DBUS
OG0005604	LOC108073119|XP_017020101.1|DKIK	LOC108596968|XP_017838705.1|DBUS
OG0005605	LOC108082503|XP_017033420.1|DKIK	LOC108596403|XP_033149026.1|DBUS
OG0005606	LOC108082207|XP_017033028.1|DKIK	LOC108608506|XP_017855396.2|DBUS
OG0005607	LOC108085666|XP_017037845.1|DKIK	LOC108603818|XP_017848434.1|DBUS
OG0005608	LOC108077729|XP_017026673.1|DKIK	LOC108604747|XP_017849822.1|DBUS
OG0005609	LOC108079767|XP_017029679.1|DKIK	LOC108600271|XP_017843219.1|DBUS
OG0005610	LOC108071956|XP_017018414.1|DKIK	LOC108600110|XP_017842970.2|DBUS
OG0005611	LOC108073927|XP_017021213.1|DKIK	LOC108599734|XP_017842226.1|DBUS
OG0005612	LOC108085630|XP_017037801.1|DKIK	LOC108604485|XP_017849463.1|DBUS
OG0005613	LOC108070645|XP_017016702.1|DKIK	LOC108604694|XP_017849740.1|DBUS
OG0005614	LOC108075555|XP_017023552.1|DKIK	LOC108604270|XP_017849155.1|DBUS
OG0005615	LOC108084985|XP_017036898.1|DKIK	LOC108602402|XP_033149807.1|DBUS
OG0005616	LOC108084232|XP_017035845.1|DKIK	LOC108603785|XP_017848369.1|DBUS
OG0005617	LOC108081187|XP_017031734.1|DKIK	LOC108604116|XP_017848889.1|DBUS
OG0005618	LOC108072880|XP_017019688.1|DKIK	LOC108596509|XP_017837839.1|DBUS
OG0005619	LOC108083941|XP_017035436.1|DKIK	LOC108603992|XP_017848711.1|DBUS
OG0005620	LOC108079236|XP_017029008.1|DKIK	LOC108606448|XP_017852051.1|DBUS
OG0005621	LOC108080546|XP_017030837.1|DKIK	LOC108605289|XP_017850425.1|DBUS
OG0005622	LOC108079386|XP_017029198.1|DKIK	LOC108607138|XP_017853264.1|DBUS
OG0005623	LOC108085764|XP_017037997.1|DKIK	LOC108606703|XP_017852567.1|DBUS
OG0005624	LOC108081153|XP_017031681.1|DKIK	LOC108604037|XP_017848783.1|DBUS
OG0005625	LOC108081070|XP_017031540.1|DKIK	LOC108602917|XP_017846741.1|DBUS
OG0005626	LOC108079444|XP_017029267.1|DKIK	LOC108605949|XP_017851259.1|DBUS
OG0005627	LOC108084143|XP_017035677.1|DKIK	LOC108603253|XP_017847381.1|DBUS
OG0005628	LOC108081064|XP_017031532.1|DKIK	LOC108601986|XP_017845470.1|DBUS
OG0005629	LOC108078275|XP_017027516.1|DKIK	LOC108597641|XP_017839778.1|DBUS
OG0005630	LOC108073005|XP_017019950.1|DKIK	LOC108597087|XP_017838931.1|DBUS
OG0005631	LOC108084493|XP_017036219.1|DKIK	LOC108605569|XP_017850825.1|DBUS
OG0005632	LOC108079808|XP_017029777.1|DKIK, LOC108080541|XP_017030833.1|DKIK	LOC108605132|XP_017850187.1|DBUS
OG0005633	LOC108084357|XP_017036011.1|DKIK	LOC108602866|XP_017846643.1|DBUS
OG0005634	LOC108075560|XP_017023560.1|DKIK	LOC108603734|XP_017848272.1|DBUS
OG0005635	LOC108077278|XP_017026040.1|DKIK	LOC108607866|XP_017854448.1|DBUS
OG0005636	LOC108081212|XP_017031775.1|DKIK	LOC108602966|XP_017846835.1|DBUS
OG0005637	LOC108083216|XP_017034414.1|DKIK	LOC108601727|XP_017845135.1|DBUS
OG0005638	LOC108076718|XP_017025173.1|DKIK	LOC108597625|XP_017839757.1|DBUS
OG0005639	LOC108078214|XP_017027390.1|DKIK	LOC108597196|XP_017839115.1|DBUS
OG0005640	LOC108072038|XP_017018510.1|DKIK	LOC108604767|XP_017849850.1|DBUS
OG0005641	LOC108085965|XP_017038252.1|DKIK	LOC108605503|XP_017850741.1|DBUS
OG0005642	LOC108075616|XP_017023637.1|DKIK	LOC108603223|XP_017847310.1|DBUS
OG0005643	LOC108079720|XP_017029618.1|DKIK	LOC108599392|XP_017841688.1|DBUS
OG0005644	LOC108078858|XP_017028451.1|DKIK	LOC108599388|XP_017841684.1|DBUS
OG0005645	LOC108082940|XP_017034036.1|DKIK	LOC108604950|XP_017850009.1|DBUS
OG0005646	LOC108074939|XP_017022660.1|DKIK	LOC108604964|XP_017850023.1|DBUS
OG0005647	LOC108082868|XP_017033935.1|DKIK	LOC108595742|XP_017836517.1|DBUS
OG0005648	LOC108083089|XP_017034225.1|DKIK	LOC108598460|XP_017840594.1|DBUS
OG0005649	LOC108080830|XP_017031223.1|DKIK	LOC108601897|XP_017845362.1|DBUS
OG0005650	LOC108080821|XP_017031212.1|DKIK	LOC108604615|XP_017849643.1|DBUS
OG0005651	LOC108075605|XP_017023629.1|DKIK	LOC108605527|XP_017850767.2|DBUS
OG0005652	LOC108083970|XP_017035466.1|DKIK	LOC108603160|XP_017847204.1|DBUS
OG0005653	LOC108076890|XP_017025410.1|DKIK	LOC108602958|XP_017846816.2|DBUS
OG0005654	LOC108080771|XP_017031123.1|DKIK	LOC108604698|XP_017849746.1|DBUS
OG0005655	LOC108084177|XP_017035754.1|DKIK	LOC108604052|XP_017848804.1|DBUS
OG0005656	LOC108084153|XP_017035698.1|DKIK	LOC108601853|XP_017845292.1|DBUS
OG0005657	LOC108073215|XP_017020232.1|DKIK	LOC108603438|XP_017847749.1|DBUS
OG0005658	LOC108081777|XP_017032482.1|DKIK	LOC108604649|XP_017849688.1|DBUS
OG0005659	LOC108081211|XP_017031774.1|DKIK	LOC108603956|XP_017848640.1|DBUS
OG0005660	LOC108071524|XP_017017782.1|DKIK	LOC108598106|XP_033149312.1|DBUS
OG0005661	LOC108073202|XP_017020207.1|DKIK	LOC108602980|XP_017846855.1|DBUS
OG0005662	LOC108072028|XP_017018498.1|DKIK	LOC108601315|XP_017844703.1|DBUS
OG0005663	LOC108080235|XP_017030380.1|DKIK	LOC108605929|XP_017851238.1|DBUS
OG0005664	LOC108083749|XP_017035154.1|DKIK	LOC108604271|XP_017849157.1|DBUS
OG0005665	LOC108072164|XP_017018700.1|DKIK	LOC108603779|XP_017848362.1|DBUS
OG0005666	LOC108074156|XP_017021550.1|DKIK	LOC108607039|XP_017853123.1|DBUS
OG0005667	LOC108079886|XP_017029895.1|DKIK	LOC108606726|XP_017852603.1|DBUS
OG0005668	LOC108083125|XP_017034288.1|DKIK	LOC108599595|XP_017842030.1|DBUS
OG0005669	LOC108079608|XP_017029459.1|DKIK	LOC108607444|XP_017853767.1|DBUS
OG0005670	LOC108072181|XP_017018725.1|DKIK	LOC108604674|XP_017849714.1|DBUS
OG0005671	LOC108084314|XP_017035967.1|DKIK	LOC108601421|XP_017844808.1|DBUS
OG0005672	LOC108077311|XP_017026088.1|DKIK	LOC108608047|XP_017854716.1|DBUS
OG0005673	LOC108075183|XP_017023005.1|DKIK	LOC108600963|XP_033149563.1|DBUS
OG0005674	LOC108075266|XP_017023122.1|DKIK, LOC108080905|XP_017031299.1|DKIK	LOC108598355|XP_033149460.1|DBUS
OG0005675	LOC108081228|XP_017031793.1|DKIK	LOC108601829|XP_017845259.1|DBUS
OG0005676	LOC108078891|XP_017028511.1|DKIK	LOC108601167|XP_017844588.1|DBUS
OG0005677	LOC108076501|XP_017024883.1|DKIK	LOC108597420|XP_017839459.1|DBUS
OG0005678	LOC108072106|XP_017018615.1|DKIK	LOC108603352|XP_017847576.1|DBUS
OG0005679	LOC108077506|XP_017026333.1|DKIK	LOC108601478|XP_017844866.1|DBUS
OG0005680	LOC108079628|XP_017029499.1|DKIK	LOC108608313|XP_017855129.2|DBUS
OG0005681	LOC108084272|XP_017035917.1|DKIK	LOC108604120|XP_017848895.1|DBUS
OG0005682	LOC108084271|XP_017035915.1|DKIK	LOC108603842|XP_017848480.1|DBUS
OG0005683	LOC108079371|XP_017029172.1|DKIK	LOC108606541|XP_017852222.1|DBUS
OG0005684	LOC108071974|XP_017018439.1|DKIK	LOC108600109|XP_017842969.2|DBUS
OG0005685	LOC108080027|XP_017030093.1|DKIK	LOC108605534|XP_017850776.1|DBUS
OG0005686	LOC108075664|XP_017023702.1|DKIK	LOC108602265|XP_017845809.1|DBUS
OG0005687	LOC108085505|XP_017037616.1|DKIK	LOC108601126|XP_017844536.1|DBUS
OG0005688	LOC108078490|XP_017027861.1|DKIK	LOC108595989|XP_017836766.2|DBUS
OG0005689	LOC108079330|XP_017029120.1|DKIK	LOC108607044|XP_017853139.1|DBUS
OG0005690	LOC108084547|XP_017036284.1|DKIK	LOC108601508|XP_033149856.1|DBUS
OG0005691	LOC108073250|XP_017020295.1|DKIK	LOC108603794|XP_017848379.2|DBUS
OG0005692	LOC108074315|XP_017021800.1|DKIK	LOC108594327|XP_017834966.2|DBUS
OG0005693	LOC108086009|XP_017038310.1|DKIK	LOC108598819|XP_017841057.1|DBUS
OG0005694	LOC108083943|XP_017035437.1|DKIK	LOC108603728|XP_017848260.1|DBUS
OG0005695	LOC108084364|XP_017036026.1|DKIK	LOC108602872|XP_017846649.1|DBUS
OG0005696	LOC108084365|XP_017036028.1|DKIK	LOC108602874|XP_017846652.1|DBUS
OG0005697	LOC108084356|XP_017036010.1|DKIK	LOC108602863|XP_017846640.1|DBUS
OG0005698	LOC108078081|XP_017027158.1|DKIK	LOC108597588|XP_017839696.1|DBUS
OG0005699	LOC108072157|XP_017018690.1|DKIK	LOC108604427|XP_017849384.1|DBUS
OG0005700	LOC108084668|XP_017036480.1|DKIK	LOC108606937|XP_033150333.1|DBUS
OG0005701	LOC108074447|XP_017021977.1|DKIK	LOC108595587|XP_017836338.1|DBUS
OG0005702	LOC108083782|XP_017035197.1|DKIK	LOC108605852|XP_017851151.1|DBUS
OG0005703	LOC108078286|XP_017027544.1|DKIK	LOC108595266|XP_017835968.1|DBUS
OG0005704	LOC108083447|XP_017034700.1|DKIK	LOC108605220|XP_017850317.1|DBUS
OG0005705	LOC108078631|XP_017028044.1|DKIK	LOC108598958|XP_017841217.1|DBUS
OG0005706	LOC108081063|XP_017031531.1|DKIK	LOC108603724|XP_017848254.1|DBUS
OG0005707	LOC108083899|XP_017035383.1|DKIK	LOC108606657|XP_017852467.1|DBUS
OG0005708	LOC108080337|XP_017030525.1|DKIK	LOC108606738|XP_017852622.1|DBUS
OG0005709	LOC108070649|XP_017016707.1|DKIK	LOC108601726|XP_017845134.1|DBUS
OG0005710	LOC108084815|XP_017036664.1|DKIK	LOC108602804|XP_017846515.1|DBUS
OG0005711	LOC108073922|XP_017021208.1|DKIK	LOC108600990|XP_017844342.1|DBUS
OG0005712	LOC108077211|XP_017025950.1|DKIK	LOC108608080|XP_017854764.1|DBUS
OG0005713	LOC108085841|XP_017038087.1|DKIK	LOC108601754|XP_017845166.1|DBUS
OG0005714	LOC108073450|XP_017020564.1|DKIK	LOC108604441|XP_017849408.1|DBUS
OG0005715	LOC108075558|XP_017023556.1|DKIK	LOC108603736|XP_017848274.1|DBUS
OG0005716	LOC108083181|XP_017034365.1|DKIK	LOC108604156|XP_033149891.1|DBUS
OG0005717	LOC108084344|XP_017035995.1|DKIK	LOC108604097|XP_017848868.1|DBUS
OG0005718	LOC108075607|XP_017023630.1|DKIK	LOC108604639|XP_017849678.1|DBUS
OG0005719	LOC108078832|XP_017028415.1|DKIK	LOC108604185|XP_017849021.1|DBUS
OG0005720	LOC108084817|XP_017036666.1|DKIK	LOC108602200|XP_017845738.1|DBUS
OG0005721	LOC108078871|XP_017028478.1|DKIK	LOC108604219|XP_017849073.1|DBUS
OG0005722	LOC108085458|XP_017037560.1|DKIK	LOC108604785|XP_017849872.1|DBUS
OG0005723	LOC108075401|XP_017023311.1|DKIK	LOC108602164|XP_017845686.1|DBUS
OG0005724	LOC108084151|XP_017035697.1|DKIK	LOC108596577|XP_017837990.1|DBUS
OG0005725	LOC108075650|XP_017023685.1|DKIK	LOC108602020|XP_017845512.1|DBUS
OG0005726	LOC108077877|XP_017026905.1|DKIK	LOC108605608|XP_017850874.1|DBUS
OG0005727	LOC108081138|XP_017031649.1|DKIK	LOC108603984|XP_017848700.1|DBUS
OG0005728	LOC108073244|XP_017020286.1|DKIK	LOC108601676|XP_017845074.1|DBUS
OG0005729	LOC108073236|XP_017020274.1|DKIK	LOC108601250|XP_033149890.1|DBUS
OG0005730	LOC108081254|XP_017031833.1|DKIK	LOC108601738|XP_017845147.1|DBUS
OG0005731	LOC108081252|XP_017031832.1|DKIK	LOC108601737|XP_017845146.1|DBUS
OG0005732	LOC108085635|XP_017037810.1|DKIK	LOC108603510|XP_017847876.1|DBUS
OG0005733	LOC108085634|XP_017037807.1|DKIK	LOC108603509|XP_017847872.1|DBUS
OG0005734	LOC108083792|XP_017035208.1|DKIK, LOC108071316|XP_017017513.1|DKIK	LOC108603746|XP_017848308.1|DBUS
OG0005735	LOC108080816|XP_017031207.1|DKIK	LOC108603423|XP_017847713.1|DBUS
OG0005736	LOC108085418|XP_017037478.1|DKIK	LOC108603424|XP_017847719.1|DBUS
OG0005737	LOC108083202|XP_017034395.1|DKIK	LOC108604442|XP_017849409.1|DBUS
OG0005738	LOC108075639|XP_017023672.1|DKIK	LOC108604202|XP_017849045.1|DBUS
OG0005739	LOC108072109|XP_017018620.1|DKIK	LOC108604089|XP_017848857.1|DBUS
OG0005740	LOC108070689|XP_017016760.1|DKIK	LOC108604754|XP_017849831.1|DBUS
OG0005741	LOC108073227|XP_017020253.1|DKIK	LOC108601786|XP_017845201.1|DBUS
OG0005742	LOC108083219|XP_017034418.1|DKIK	LOC108601948|XP_017845421.1|DBUS
OG0005743	LOC108075499|XP_017023450.1|DKIK	LOC108602044|XP_017845541.1|DBUS
OG0005744	LOC108072080|XP_017018580.1|DKIK	LOC108601731|XP_017845141.1|DBUS
OG0005745	LOC108075512|XP_017023478.1|DKIK	LOC108602914|XP_017846714.1|DBUS
OG0005746	LOC108075424|XP_017023338.1|DKIK	LOC108604623|XP_017849660.1|DBUS
OG0005747	LOC108075638|XP_017023671.1|DKIK	LOC108602205|XP_017845741.1|DBUS
OG0005748	LOC108084885|XP_017036770.1|DKIK	LOC108601941|XP_017845410.1|DBUS
OG0005749	LOC108083473|XP_017034750.1|DKIK	LOC108605148|XP_017850211.1|DBUS
OG0005750	LOC108085444|XP_017037542.1|DKIK	LOC108603707|XP_017848236.1|DBUS
OG0005751	LOC108079892|XP_017029908.1|DKIK	LOC108599982|XP_017842743.2|DBUS
OG0005752	LOC108078167|XP_017027312.1|DKIK	LOC108596915|XP_017838612.1|DBUS
OG0005753	LOC108077097|XP_017025768.1|DKIK	LOC108608174|XP_033148916.1|DBUS
OG0005754	LOC108076545|XP_017024945.1|DKIK	LOC108596052|XP_017836934.1|DBUS
OG0005755	LOC108072196|XP_017018744.1|DKIK	LOC108595153|XP_017835807.1|DBUS
OG0005756	LOC108073206|XP_017020215.1|DKIK	LOC108602976|XP_017846850.1|DBUS
OG0005757	LOC108075500|XP_017023451.1|DKIK	LOC108602043|XP_017845540.1|DBUS
OG0005758	LOC108084343|XP_017035994.1|DKIK	LOC108604096|XP_017848866.1|DBUS
OG0005759	LOC108075540|XP_017023530.1|DKIK	LOC108602740|XP_017846380.1|DBUS
OG0005760	LOC108084146|XP_017035680.1|DKIK	LOC108601714|XP_017845120.1|DBUS
OG0005761	LOC108077106|XP_017025832.1|DKIK	LOC108603973|XP_017848673.1|DBUS
OG0005762	LOC108084862|XP_017036736.1|DKIK	LOC108602853|XP_017846616.1|DBUS
OG0005763	LOC108076478|XP_017024856.1|DKIK	LOC108597746|XP_017839942.1|DBUS
OG0005764	LOC108073231|XP_017020268.1|DKIK	LOC108603514|XP_017847892.1|DBUS
OG0005765	LOC108073229|XP_017020257.1|DKIK	LOC108603511|XP_017847878.1|DBUS
OG0005766	LOC108084857|XP_017036726.1|DKIK	LOC108603583|XP_017848012.1|DBUS
OG0005767	LOC108072968|XP_017019894.1|DKIK	LOC108603491|XP_017847835.1|DBUS
OG0005768	LOC108083594|XP_017034946.1|DKIK	LOC108606932|XP_017852972.1|DBUS
OG0005770	LOC108081026|XP_017031477.1|DKIK	LOC108601646|XP_017845034.1|DBUS
OG0005771	LOC108073389|XP_017020462.1|DKIK	LOC108603128|XP_017847137.1|DBUS
OG0005772	LOC108085052|XP_017037001.1|DKIK	LOC108603847|XP_017848489.1|DBUS
OG0005773	LOC108081101|XP_017031586.1|DKIK	LOC108602488|XP_017846102.1|DBUS
OG0005774	LOC108085689|XP_017037885.1|DKIK	LOC108602325|XP_017845901.1|DBUS
OG0005775	LOC108073938|XP_017021235.1|DKIK	LOC108600972|XP_017844322.2|DBUS
OG0005776	LOC108072786|XP_017019557.1|DKIK	LOC108600906|XP_017844221.1|DBUS
OG0005777	LOC108074841|XP_017022538.1|DKIK	LOC108597587|XP_017839699.1|DBUS
OG0005778	LOC108085422|XP_017037486.1|DKIK	LOC108602887|XP_017846677.1|DBUS
OG0005779	LOC108081119|XP_017031614.1|DKIK	LOC108603893|XP_017848556.1|DBUS
OG0005780	LOC108073970|XP_017021302.1|DKIK	LOC108600783|XP_017844041.1|DBUS
OG0005781	LOC108083034|XP_017034152.1|DKIK	LOC108600613|XP_017843780.1|DBUS
OG0005782	LOC108083107|XP_017034254.1|DKIK	LOC108600740|XP_017843974.1|DBUS
OG0005783	LOC108078550|XP_017027955.1|DKIK	LOC108596158|XP_017837152.1|DBUS
OG0005784	LOC108077842|XP_017026858.1|DKIK	LOC108601790|XP_017845214.1|DBUS
OG0005785	LOC108077806|XP_017026810.1|DKIK	LOC108603959|XP_017848645.1|DBUS
OG0005786	LOC108085632|XP_017037802.1|DKIK	LOC108602105|XP_017845618.1|DBUS
OG0005787	LOC108080772|XP_017031124.1|DKIK	LOC108604699|XP_017849747.1|DBUS
OG0005788	LOC108074741|XP_017022402.1|DKIK	LOC108597534|XP_017839623.1|DBUS
OG0005789	LOC108072911|XP_017019730.1|DKIK	LOC108602449|XP_017846059.1|DBUS
OG0005790	LOC108073387|XP_017020461.1|DKIK	LOC108603123|XP_017847131.1|DBUS
OG0005791	LOC108084253|XP_017035883.1|DKIK	LOC108603841|XP_017848478.1|DBUS
OG0005792	LOC108084254|XP_017035885.1|DKIK	LOC108603843|XP_017848481.1|DBUS
OG0005793	LOC108081244|XP_017031812.1|DKIK	LOC108601992|XP_017845478.1|DBUS
OG0005794	LOC108078274|XP_017027515.1|DKIK	LOC108597258|XP_017839204.1|DBUS
OG0005795	LOC108070681|XP_017016743.1|DKIK	LOC108601670|XP_017845061.1|DBUS
OG0005796	LOC108073984|XP_017021324.1|DKIK	LOC108600100|XP_017842958.1|DBUS
OG0005797	LOC108078744|XP_017028257.1|DKIK	LOC108601033|XP_017844401.1|DBUS
OG0005798	LOC108073219|XP_017020238.1|DKIK	LOC108603441|XP_017847754.1|DBUS
OG0005799	LOC108077696|XP_017026622.1|DKIK	LOC108602805|XP_017846516.1|DBUS
OG0005800	LOC108077833|XP_017026848.1|DKIK	LOC108603602|XP_017848038.1|DBUS
OG0005801	LOC108077832|XP_017026847.1|DKIK	LOC108603601|XP_017848036.1|DBUS
OG0005802	LOC108081047|XP_017031506.1|DKIK	LOC108601594|XP_017844983.1|DBUS
OG0005803	LOC108073209|XP_017020219.1|DKIK	LOC108603379|XP_017847636.1|DBUS
OG0005804	LOC108084813|XP_017036661.1|DKIK	LOC108602253|XP_017845795.1|DBUS
OG0005805	LOC108070881|XP_017017014.1|DKIK	LOC108597269|XP_017839220.1|DBUS
OG0005806	LOC108073166|XP_017020162.1|DKIK	LOC108604739|XP_017849810.1|DBUS
OG0005807	LOC108073185|XP_017020183.1|DKIK	LOC108601526|XP_017844914.1|DBUS
OG0005808	LOC108079185|XP_017028925.1|DKIK	LOC108604915|XP_017849974.1|DBUS
OG0005809	LOC108079757|XP_017029668.1|DKIK	LOC108599528|XP_017841892.1|DBUS
OG0005810	LOC108077701|XP_017026628.1|DKIK	LOC108602813|XP_017846533.1|DBUS
OG0005811	LOC108077702|XP_017026630.1|DKIK	LOC108602814|XP_017846534.1|DBUS
OG0005812	LOC108073258|XP_017020305.1|DKIK	LOC108604710|XP_017849768.1|DBUS
OG0005813	LOC108084030|XP_017035532.1|DKIK	LOC108603417|XP_017847701.1|DBUS
OG0005814	LOC108085473|XP_017037579.1|DKIK	LOC108603608|XP_017848044.1|DBUS
OG0005815	LOC108076443|XP_017024800.1|DKIK	LOC108595168|XP_017835829.1|DBUS
OG0005816	LOC108084973|XP_017036882.1|DKIK	LOC108603548|XP_017847953.1|DBUS
OG0005817	LOC108084941|XP_017036828.1|DKIK	LOC108603846|XP_017848486.1|DBUS
OG0005818	LOC108077629|XP_017026530.1|DKIK	LOC108604686|XP_017849731.1|DBUS
OG0005819	LOC108081196|XP_017031751.1|DKIK	LOC108601688|XP_017845087.1|DBUS
OG0005820	LOC108081197|XP_017031752.1|DKIK	LOC108601689|XP_017845088.1|DBUS
OG0005821	LOC108081232|XP_017031800.1|DKIK	LOC108601667|XP_017845057.1|DBUS
OG0005822	LOC108077386|XP_017026168.1|DKIK	LOC108600288|XP_017843252.1|DBUS
OG0005823	LOC108079959|XP_017030009.1|DKIK	LOC108605204|XP_017850295.1|DBUS
OG0005824	LOC108075537|XP_017023523.1|DKIK	LOC108603110|XP_017847104.1|DBUS
OG0005825	LOC108074020|XP_017021376.1|DKIK	LOC108599807|XP_017842372.1|DBUS
OG0005826	LOC108074062|XP_017021426.1|DKIK	LOC108602398|XP_017845998.1|DBUS
OG0005827	LOC108082666|XP_017033656.1|DKIK	LOC108602228|XP_017845763.1|DBUS
OG0005828	LOC108071645|XP_017017925.1|DKIK	LOC108599683|XP_017842165.1|DBUS
OG0005829	LOC108085454|XP_017037556.1|DKIK	LOC108603632|XP_017848080.1|DBUS
OG0005830	LOC108072712|XP_017019449.1|DKIK	LOC108600036|XP_017842866.1|DBUS
OG0005831	LOC108072654|XP_017019376.1|DKIK	LOC108598115|XP_017840221.1|DBUS
OG0005832	LOC108072784|XP_017019554.1|DKIK	LOC108598114|XP_017840220.1|DBUS
OG0005833	LOC108072722|XP_017019470.1|DKIK	LOC108599781|XP_017842328.1|DBUS
OG0005834	LOC108072634|XP_017019354.1|DKIK	LOC108599784|XP_017842332.2|DBUS
OG0005835	LOC108072819|XP_017019602.1|DKIK	LOC108600251|XP_017841069.1|DBUS
OG0005836	LOC108077535|XP_017026410.1|DKIK	LOC108598289|XP_033149370.1|DBUS
OG0005837	LOC108073238|XP_017020279.1|DKIK	LOC108603376|XP_017847633.1|DBUS
OG0005838	LOC108070717|XP_017016799.1|DKIK	LOC108601795|XP_017845220.1|DBUS
OG0005839	LOC108086251|XP_017038623.1|DKIK	LOC108594448|XP_017835111.2|DBUS
OG0005840	LOC108083211|XP_017034409.1|DKIK	LOC108604802|XP_017849893.1|DBUS
OG0005841	LOC108084049|XP_017035555.1|DKIK	LOC108604364|XP_017849294.1|DBUS
OG0005842	LOC108076011|XP_017024156.1|DKIK	LOC108606154|XP_017851496.1|DBUS
OG0005843	LOC108072742|XP_017019499.1|DKIK	LOC108601152|XP_033149623.1|DBUS
OG0005844	LOC108085520|XP_017037639.1|DKIK	LOC108599880|XP_017842547.1|DBUS
OG0005845	LOC108084346|XP_017035997.1|DKIK	LOC108602871|XP_017846648.1|DBUS
OG0005846	LOC108080971|XP_017031374.1|DKIK	LOC108603224|XP_017847311.2|DBUS
OG0005847	LOC108072135|XP_017018662.1|DKIK	LOC108604001|XP_017848730.1|DBUS
OG0005848	LOC108080525|XP_017030807.1|DKIK	LOC108606631|XP_017852407.1|DBUS
OG0005849	LOC108084441|XP_017036138.1|DKIK	LOC108606576|XP_017852288.1|DBUS
OG0005850	LOC108079144|XP_017028881.1|DKIK	LOC108605702|XP_017850983.1|DBUS
OG0005851	LOC108075921|XP_017024045.1|DKIK	LOC108608118|XP_017854836.1|DBUS
OG0005852	LOC108077725|XP_017026669.1|DKIK	LOC108601690|XP_017845089.1|DBUS
OG0005853	LOC108083472|XP_017034749.1|DKIK	LOC108605124|XP_017850176.1|DBUS
OG0005854	LOC108077700|XP_017026627.1|DKIK	LOC108602812|XP_017846532.1|DBUS
OG0005855	LOC108076115|XP_017024332.1|DKIK	LOC108607094|XP_033150264.1|DBUS
OG0005856	LOC108084465|XP_017036169.1|DKIK	LOC108606414|XP_017851993.1|DBUS
OG0005857	LOC108078246|XP_017027504.1|DKIK	LOC108603452|XP_017847772.1|DBUS
OG0005858	LOC108085652|XP_017037831.1|DKIK	LOC108601832|XP_017845261.1|DBUS
OG0005859	LOC108077458|XP_017026271.1|DKIK	LOC108597644|XP_017839787.2|DBUS
OG0005860	LOC108085438|XP_017037523.1|DKIK	LOC108603312|XP_017847498.1|DBUS
OG0005861	LOC108077655|XP_017026563.1|DKIK	LOC108603361|XP_017847599.1|DBUS
OG0005862	LOC108070780|XP_017016868.1|DKIK	LOC108596655|XP_017838130.1|DBUS
OG0005863	LOC108076301|XP_017024561.1|DKIK	LOC108597406|XP_017839442.1|DBUS
OG0005864	LOC108080973|XP_017031384.1|DKIK	LOC108601905|XP_017845370.1|DBUS
OG0005865	LOC108073221|XP_017020244.1|DKIK	LOC108603499|XP_017847854.1|DBUS
OG0005866	LOC108073149|XP_017020146.1|DKIK	LOC108595411|XP_017836128.1|DBUS
OG0005867	LOC108072586|XP_017019283.1|DKIK	LOC108594664|XP_017835297.2|DBUS
OG0005868	LOC108076316|XP_017024585.1|DKIK	LOC108597517|XP_017839599.1|DBUS
OG0005869	LOC108071236|XP_017017408.1|DKIK	LOC108605693|XP_017850974.1|DBUS
