Orthogroup	DKIK.longest_only	SLEB.longest_only
OG0004947	LOC108079875|XP_017029880.1|DKIK	LOC115628241|XP_030380114.1|SLEB
OG0004948	LOC108079750|XP_017029654.1|DKIK	LOC115628411|XP_030380359.1|SLEB
OG0004949	LOC108079773|XP_017029705.1|DKIK	LOC115628362|XP_030380299.1|SLEB
OG0004950	LOC108079053|XP_017028749.1|DKIK	LOC115632909|XP_030386059.1|SLEB
OG0004951	LOC108084221|XP_017035834.1|DKIK	LOC115621224|XP_030370670.1|SLEB
OG0004952	LOC108073855|XP_017021126.1|DKIK	LOC115632666|XP_030385760.1|SLEB
OG0004953	LOC108078868|XP_017028470.1|DKIK	LOC115632183|XP_030385077.1|SLEB
OG0004954	LOC108078969|XP_017028623.1|DKIK	LOC115632483|XP_030385518.1|SLEB
OG0004955	LOC108079097|XP_017028813.1|DKIK	LOC115622606|XP_030372464.1|SLEB
OG0004956	LOC108073106|XP_017020085.1|DKIK	LOC115634411|XP_030387967.1|SLEB
OG0004957	LOC108079844|XP_017029838.1|DKIK	LOC115632455|XP_030385471.1|SLEB
OG0004958	LOC108074004|XP_017021354.1|DKIK	LOC115632451|XP_030385462.1|SLEB
OG0004959	LOC108073864|XP_017021139.1|DKIK	LOC115632889|XP_030386030.1|SLEB
OG0004960	LOC108073968|XP_017021299.1|DKIK	LOC115632319|XP_030385282.1|SLEB
OG0004961	LOC108074466|XP_017022023.1|DKIK	LOC115627004|XP_030378384.1|SLEB
OG0004962	LOC108085825|XP_017038067.1|DKIK	LOC115632199|XP_030385105.1|SLEB
OG0004963	LOC108085519|XP_017037635.1|DKIK	LOC115621909|XP_030371604.1|SLEB
OG0004964	LOC108078842|XP_017028426.1|DKIK	LOC115623234|XP_030373343.1|SLEB
OG0004965	LOC108084416|XP_017036109.1|DKIK	LOC115622930|XP_030372918.1|SLEB
OG0004966	LOC108084415|XP_017036107.1|DKIK	LOC115623278|XP_030373420.1|SLEB
OG0004967	LOC108076339|XP_017024615.1|DKIK	LOC115633851|XP_030387202.1|SLEB
OG0004968	LOC108078954|XP_017028598.1|DKIK	LOC115624652|XP_030375292.1|SLEB
OG0004969	LOC108072922|XP_017019755.1|DKIK	LOC115634209|XP_030387661.1|SLEB
OG0004970	LOC108078959|XP_017028602.1|DKIK	LOC115632640|XP_030385730.1|SLEB
OG0004971	LOC108078977|XP_017028638.1|DKIK	LOC115632164|XP_030385051.1|SLEB
OG0004972	LOC108084429|XP_017036125.1|DKIK	LOC115622906|XP_030372889.1|SLEB
OG0004973	LOC108079085|XP_017028799.1|DKIK	LOC115633118|XP_030386367.1|SLEB
OG0004974	LOC108073991|XP_017021333.1|DKIK	LOC115632605|XP_030385692.1|SLEB
OG0004975	LOC108079847|XP_017029844.1|DKIK	LOC115624990|XP_030375718.1|SLEB
OG0004976	LOC108072656|XP_017019379.1|DKIK	LOC115628343|XP_030380267.1|SLEB
OG0004977	LOC108076368|XP_017024659.1|DKIK	LOC115620170|XP_030369161.1|SLEB
OG0004978	LOC108081107|XP_017031591.1|DKIK	LOC115623560|XP_030373820.1|SLEB
OG0004979	LOC108078579|XP_017027988.1|DKIK	LOC115622514|XP_030372328.1|SLEB
OG0004980	LOC108083120|XP_017034279.1|DKIK	LOC115622844|XP_030372785.1|SLEB
OG0004981	LOC108085533|XP_017037655.1|DKIK	LOC115633670|XP_030386975.1|SLEB
OG0004982	LOC108085546|XP_017037670.1|DKIK	LOC115633824|XP_030387171.1|SLEB
OG0004983	LOC108078910|XP_017028531.1|DKIK	LOC115632288|XP_030385241.1|SLEB
OG0004984	LOC108079122|XP_017028854.1|DKIK	LOC115622800|XP_030372725.1|SLEB
OG0004985	LOC108079753|XP_017029660.1|DKIK	LOC115628369|XP_030380305.1|SLEB
OG0004986	LOC108080670|XP_017030991.1|DKIK	LOC115622315|XP_030372081.1|SLEB
OG0004987	LOC108078779|XP_017028313.1|DKIK	LOC115632953|XP_030386110.1|SLEB
OG0004988	LOC108079754|XP_017029662.1|DKIK	LOC115628250|XP_030380126.1|SLEB
OG0004989	LOC108078965|XP_017028620.1|DKIK	LOC115632449|XP_030385459.1|SLEB
OG0004990	LOC108078059|XP_017027111.1|DKIK	LOC115634248|XP_030387702.1|SLEB
OG0004991	LOC108072433|XP_017019043.1|DKIK	LOC115634751|XP_030388501.1|SLEB
OG0004992	LOC108072434|XP_017019044.1|DKIK	LOC115634752|XP_030388503.1|SLEB
OG0004993	LOC108073871|XP_017021147.1|DKIK	LOC115632746|XP_030385854.1|SLEB
OG0004994	LOC108073838|XP_017021107.1|DKIK	LOC115628405|XP_030380354.1|SLEB
OG0004995	LOC108080492|XP_017030746.1|DKIK	LOC115632732|XP_030385838.1|SLEB
OG0004996	LOC108078870|XP_017028472.1|DKIK	LOC115632332|XP_030385297.1|SLEB
OG0004997	LOC108078261|XP_017027488.1|DKIK	LOC115624930|XP_030375644.1|SLEB
OG0004998	LOC108078170|XP_017027314.1|DKIK	LOC115634227|XP_030387678.1|SLEB
OG0004999	LOC108070575|XP_017016618.1|DKIK	LOC115622896|XP_030372872.1|SLEB
OG0005000	LOC108074459|XP_017022009.1|DKIK	LOC115622262|XP_030372027.1|SLEB
OG0005001	LOC108070600|XP_017016659.1|DKIK	LOC115623045|XP_030373081.1|SLEB
OG0005002	LOC108080436|XP_017030660.1|DKIK	LOC115623966|XP_030374394.1|SLEB
OG0005003	LOC108072758|XP_017019519.1|DKIK	LOC115633139|XP_030386406.1|SLEB
OG0005004	LOC108079804|XP_017029772.1|DKIK	LOC115622566|XP_030372398.1|SLEB
OG0005005	LOC108082972|XP_017034084.1|DKIK	LOC115634528|XP_030388194.1|SLEB
OG0005006	LOC108075280|XP_017023157.1|DKIK	LOC115632177|XP_030385069.1|SLEB
OG0005007	LOC108071958|XP_017018417.1|DKIK	LOC115632705|XP_030385803.1|SLEB
OG0005008	LOC108073581|XP_017020756.1|DKIK	LOC115622417|XP_030372210.1|SLEB
OG0005009	LOC108078620|XP_017028032.1|DKIK	LOC115628541|XP_030380562.1|SLEB
OG0005010	LOC108073808|XP_017021072.1|DKIK	LOC115624360|XP_030374927.1|SLEB
OG0005011	LOC108072184|XP_017018729.1|DKIK	LOC115634583|XP_030388276.1|SLEB
OG0005012	LOC108080206|XP_017030351.1|DKIK	LOC115622677|XP_030372554.1|SLEB
OG0005013	LOC108072060|XP_017018545.1|DKIK	LOC115625382|XP_030376278.1|SLEB
OG0005014	LOC108078849|XP_017028432.1|DKIK	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC108073917|XP_017021204.1|DKIK	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC108078892|XP_017028513.1|DKIK	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC108078703|XP_017028148.1|DKIK	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC108078619|XP_017028035.1|DKIK	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC108078707|XP_017028155.1|DKIK	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC108077963|XP_017026992.1|DKIK	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC108077195|XP_017025928.1|DKIK	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC108079800|XP_017029769.1|DKIK	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC108078317|XP_017027604.1|DKIK	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC108079894|XP_017029910.1|DKIK	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC108078810|XP_017028377.1|DKIK	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC108070570|XP_017016611.1|DKIK	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC108072791|XP_017019561.1|DKIK	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC108077707|XP_017026635.1|DKIK	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC108071946|XP_017018400.1|DKIK	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC108079099|XP_017028816.1|DKIK	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC108071920|XP_017018368.1|DKIK	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC108085814|XP_017038053.1|DKIK	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC108086002|XP_017038301.1|DKIK	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC108086001|XP_017038299.1|DKIK	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC108085807|XP_017038047.1|DKIK	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC108075158|XP_017022935.1|DKIK	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC108078778|XP_017028311.1|DKIK	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC108079884|XP_017029891.1|DKIK	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC108077432|XP_017026228.1|DKIK	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC108077519|XP_017026372.1|DKIK	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC108085826|XP_017038068.1|DKIK	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC108075086|XP_017022859.1|DKIK	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC108078020|XP_017027069.1|DKIK	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC108078394|XP_017027739.1|DKIK	LOC115634667|XP_030388386.1|SLEB
OG0005045	LOC108077956|XP_017026984.1|DKIK	LOC115633441|XP_030386759.1|SLEB
OG0005046	LOC108081151|XP_017031679.1|DKIK	LOC115628892|XP_030381014.1|SLEB
OG0005047	LOC108070444|XP_017016411.1|DKIK	LOC115624738|XP_030375424.1|SLEB
OG0005048	LOC108070489|XP_017016471.1|DKIK	LOC115624616|XP_030375227.1|SLEB
OG0005049	LOC108085806|XP_017038045.1|DKIK	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC108072444|XP_017019061.1|DKIK	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC108085819|XP_017038059.1|DKIK	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC108085809|XP_017038049.1|DKIK	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC108077270|XP_017026026.1|DKIK	LOC115625822|XP_030376873.1|SLEB
OG0005054	LOC108075002|XP_017022734.1|DKIK	LOC115624670|XP_030375323.1|SLEB
OG0005055	LOC108083414|XP_017034658.1|DKIK	LOC115629558|XP_030381909.1|SLEB
OG0005056	LOC108078461|XP_017027842.1|DKIK	LOC115629596|XP_030381985.1|SLEB
OG0005057	LOC108078223|XP_017027480.1|DKIK	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC108079307|XP_017029077.1|DKIK	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC108076202|XP_017024425.1|DKIK	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC108076308|XP_017024567.1|DKIK	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC108082777|XP_017033799.1|DKIK	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC108072105|XP_017018608.1|DKIK	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC108083314|XP_017034545.1|DKIK	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC108078881|XP_017028497.1|DKIK	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC108072176|XP_017018720.1|DKIK	LOC115631957|XP_030384679.1|SLEB
OG0005066	LOC108076182|XP_017024401.1|DKIK	LOC115633703|XP_030387023.1|SLEB
OG0005067	LOC108076790|XP_017025296.1|DKIK	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC108076641|XP_017025060.1|DKIK	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC108072155|XP_017018688.1|DKIK	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC108073835|XP_017021105.1|DKIK	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC108080338|XP_017030527.1|DKIK	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC108076801|XP_017025315.1|DKIK	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC108070566|XP_017016595.1|DKIK	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC108074756|XP_017022421.1|DKIK	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC108072206|XP_017018756.1|DKIK	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC108079830|XP_017029817.1|DKIK	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC108072388|XP_017018984.1|DKIK	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC108079818|XP_017029790.1|DKIK	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC108080719|XP_017031059.1|DKIK	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC108083144|XP_017034315.1|DKIK	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC108071752|XP_017018066.1|DKIK	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC108075109|XP_017022880.1|DKIK	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC108073905|XP_017021189.1|DKIK	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC108073041|XP_017019993.1|DKIK	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC108078841|XP_017028425.1|DKIK	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC108072148|XP_017018680.1|DKIK	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC108072147|XP_017018679.1|DKIK	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC108076618|XP_017025034.1|DKIK	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC108078173|XP_017027318.1|DKIK	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC108078018|XP_017027071.1|DKIK	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC108073916|XP_017021202.1|DKIK	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC108079777|XP_017029709.1|DKIK	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC108072340|XP_017018917.1|DKIK	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC108075939|XP_017024071.1|DKIK	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC108076472|XP_017024848.1|DKIK	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC108074641|XP_017022245.1|DKIK	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC108074653|XP_017022258.1|DKIK	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC108073362|XP_017020418.1|DKIK	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC108078387|XP_017027714.1|DKIK	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC108072143|XP_017018674.1|DKIK	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC108074797|XP_017022470.1|DKIK	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC108077480|XP_017026291.1|DKIK	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC108075216|XP_017023046.1|DKIK	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC108079907|XP_017029930.1|DKIK	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC108072950|XP_017019817.1|DKIK	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC108075201|XP_017023027.1|DKIK	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC108079857|XP_017029858.1|DKIK	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC108083142|XP_017034313.1|DKIK	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC108073947|XP_017021252.1|DKIK	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC108083143|XP_017034314.1|DKIK	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC108075040|XP_017022796.1|DKIK	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC108086240|XP_017038601.1|DKIK	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC108079913|XP_017029938.1|DKIK	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC108076102|XP_017024314.1|DKIK	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC108082024|XP_017032781.1|DKIK	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC108078242|XP_017027439.1|DKIK	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC108079724|XP_017029623.1|DKIK	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC108083233|XP_017034429.1|DKIK	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC108075311|XP_017023204.1|DKIK	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC108080689|XP_017031015.1|DKIK	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC108079795|XP_017029760.1|DKIK	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC108079791|XP_017029747.1|DKIK	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC108078769|XP_017028300.1|DKIK	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC108075283|XP_017023160.1|DKIK	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC108081180|XP_017031728.1|DKIK	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC108075275|XP_017023145.1|DKIK	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC108075230|XP_017023065.1|DKIK	LOC115634506|XP_030388132.1|SLEB
OG0005131	LOC108078283|XP_017027539.1|DKIK	LOC115628258|XP_030380136.1|SLEB
OG0005132	LOC108073431|XP_017020540.1|DKIK	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC108073861|XP_017021133.1|DKIK	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC108070445|XP_017016412.1|DKIK	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC108075300|XP_017023183.1|DKIK	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC108075263|XP_017023119.1|DKIK	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC108083975|XP_017035474.1|DKIK	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC108085987|XP_017038277.1|DKIK	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC108071614|XP_017017886.1|DKIK	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC108086230|XP_017038587.1|DKIK	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC108078165|XP_017027307.1|DKIK	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC108077548|XP_017026429.1|DKIK	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC108077530|XP_017026387.1|DKIK	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC108077491|XP_017026304.1|DKIK	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC108077561|XP_017026442.1|DKIK	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC108078836|XP_017028416.1|DKIK	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC108078838|XP_017028419.1|DKIK	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC108078804|XP_017028361.1|DKIK	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC108072963|XP_017019884.1|DKIK	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC108071552|XP_017017819.1|DKIK	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC108079859|XP_017029860.1|DKIK	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC108079888|XP_017029900.1|DKIK	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC108079876|XP_017029881.1|DKIK	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC108072730|XP_017019480.1|DKIK	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC108078638|XP_017028059.1|DKIK	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC108084871|XP_017036752.1|DKIK	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC108078177|XP_017027330.1|DKIK	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC108071622|XP_017017892.1|DKIK	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC108079862|XP_017029862.1|DKIK	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC108071942|XP_017018397.1|DKIK	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC108072191|XP_017018737.1|DKIK	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC108071827|XP_017018223.1|DKIK	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC108084802|XP_017036648.1|DKIK	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC108083150|XP_017034320.1|DKIK	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC108076361|XP_017024649.1|DKIK	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC108075665|XP_017023703.1|DKIK	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC108075600|XP_017023611.1|DKIK	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC108078844|XP_017028428.1|DKIK	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC108073475|XP_017020615.1|DKIK	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC108073473|XP_017020611.1|DKIK	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC108073317|XP_017020366.1|DKIK	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC108074738|XP_017022396.1|DKIK	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC108080715|XP_017031055.1|DKIK	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC108076541|XP_017024943.1|DKIK	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC108074212|XP_017021643.1|DKIK	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC108082594|XP_017033550.1|DKIK	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC108074201|XP_017021629.1|DKIK	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC108077566|XP_017026450.1|DKIK	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC108077510|XP_017026357.1|DKIK	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC108079751|XP_017029655.1|DKIK	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC108078241|XP_017027437.1|DKIK	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC108074464|XP_017022016.1|DKIK	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC108072932|XP_017019770.1|DKIK	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC108076300|XP_017024560.1|DKIK	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC108078423|XP_017027777.1|DKIK	LOC115634834|XP_030388615.1|SLEB
OG0005187	LOC108080712|XP_017031038.1|DKIK	LOC115634370|XP_030387894.1|SLEB
OG0005188	LOC108081191|XP_017031745.1|DKIK	LOC115633552|XP_030386869.1|SLEB
OG0005189	LOC108079363|XP_017029162.1|DKIK	LOC115627519|XP_030379079.1|SLEB
OG0005190	LOC108070610|XP_017016672.1|DKIK	LOC115632360|XP_030385337.1|SLEB
OG0005191	LOC108070696|XP_017016769.1|DKIK	LOC115623611|XP_030373888.1|SLEB
OG0005192	LOC108072886|XP_017019696.1|DKIK	LOC115632258|XP_030385195.1|SLEB
OG0005193	LOC108076299|XP_017024559.1|DKIK	LOC115633740|XP_030387073.1|SLEB
OG0005194	LOC108076721|XP_017025176.1|DKIK	LOC115628088|XP_030379928.1|SLEB
OG0005195	LOC108078119|XP_017027225.1|DKIK	LOC115620893|XP_030370240.1|SLEB
OG0005196	LOC108075001|XP_017022733.1|DKIK	LOC115632795|XP_030385907.1|SLEB
OG0005197	LOC108070755|XP_017016841.1|DKIK	LOC115633672|XP_030386978.1|SLEB
OG0005198	LOC108070456|XP_017016427.1|DKIK	LOC115624636|XP_030375257.1|SLEB
OG0005199	LOC108076498|XP_017024880.1|DKIK	LOC115627790|XP_030379474.1|SLEB
OG0005200	LOC108074717|XP_017022349.1|DKIK	LOC115630337|XP_030382734.1|SLEB
OG0005201	LOC108072367|XP_017018950.1|DKIK	LOC115634786|XP_030388553.1|SLEB
OG0005202	LOC108070891|XP_017017025.1|DKIK	LOC115632876|XP_030386014.1|SLEB
OG0005203	LOC108074724|XP_017022357.1|DKIK	LOC115634622|XP_030388333.1|SLEB
OG0005204	LOC108075905|XP_017024014.1|DKIK	LOC115628989|XP_030381130.1|SLEB
OG0005205	LOC108082218|XP_017033040.1|DKIK	LOC115631034|XP_030383517.1|SLEB
OG0005206	LOC108076516|XP_017024913.1|DKIK	LOC115634727|XP_030388471.1|SLEB
OG0005207	LOC108078145|XP_017027273.1|DKIK	LOC115633790|XP_030387127.1|SLEB
OG0005208	LOC108078006|XP_017027050.1|DKIK	LOC115633827|XP_030387175.1|SLEB
OG0005209	LOC108085255|XP_017037291.1|DKIK	LOC115626637|XP_030377907.1|SLEB
OG0005210	LOC108085260|XP_017037299.1|DKIK	LOC115626356|XP_030377567.1|SLEB
OG0005211	LOC108070446|XP_017016414.1|DKIK	LOC115624687|XP_030375349.1|SLEB
OG0005212	LOC108070777|XP_017016865.1|DKIK	LOC115633797|XP_030387136.1|SLEB
OG0005213	LOC108079382|XP_017029192.1|DKIK	LOC115633361|XP_030386662.1|SLEB
OG0005214	LOC108077091|XP_017025751.1|DKIK	LOC115631978|XP_030384738.1|SLEB
OG0005215	LOC108074337|XP_017021845.1|DKIK	LOC115631005|XP_030383464.1|SLEB
OG0005216	LOC108082769|XP_017033787.1|DKIK	LOC115625762|XP_030376783.1|SLEB
OG0005217	LOC108081530|XP_017032237.1|DKIK	LOC115629078|XP_030381253.1|SLEB
OG0005218	LOC108082844|XP_017033901.1|DKIK	LOC115626257|XP_030377422.1|SLEB
OG0005219	LOC108078204|XP_017027377.1|DKIK	LOC115622318|XP_030372088.1|SLEB
OG0005220	LOC108079055|XP_017028751.1|DKIK	LOC115632376|XP_030385357.1|SLEB
OG0005221	LOC108082109|XP_017032898.1|DKIK	LOC115626397|XP_030377620.1|SLEB
OG0005222	LOC108076999|XP_017025558.1|DKIK	LOC115630505|XP_030382956.1|SLEB
OG0005223	LOC108079983|XP_017030038.1|DKIK	LOC115625803|XP_030376841.1|SLEB
OG0005224	LOC108074788|XP_017022454.1|DKIK	LOC115628457|XP_030380435.1|SLEB
OG0005225	LOC108075917|XP_017024039.1|DKIK	LOC115626158|XP_030377292.1|SLEB
OG0005226	LOC108077103|XP_017025781.1|DKIK	LOC115631202|XP_030383756.1|SLEB
OG0005227	LOC108072630|XP_017019349.1|DKIK	LOC115631599|XP_030384261.1|SLEB
OG0005228	LOC108072556|XP_017019224.1|DKIK	LOC115631654|XP_030384326.1|SLEB
OG0005229	LOC108079045|XP_017028726.1|DKIK	LOC115631557|XP_030384204.1|SLEB
OG0005230	LOC108082058|XP_017032824.1|DKIK	LOC115631109|XP_030383628.1|SLEB
OG0005231	LOC108074351|XP_017021865.1|DKIK	LOC115628552|XP_030380574.1|SLEB
OG0005232	LOC108075891|XP_017023990.1|DKIK	LOC115626339|XP_030377545.1|SLEB
OG0005233	LOC108085250|XP_017037286.1|DKIK	LOC115626384|XP_030377603.1|SLEB
OG0005234	LOC108082866|XP_017033933.1|DKIK	LOC115625746|XP_030376761.1|SLEB
OG0005235	LOC108082871|XP_017033938.1|DKIK	LOC115631204|XP_030383768.1|SLEB
OG0005236	LOC108077433|XP_017026229.1|DKIK	LOC115630664|XP_030383166.1|SLEB
