Orthogroup	DKIK.longest_only	DHYD.longest_only
OG0006436	LOC108085949|XP_017038224.1|DKIK	LOC111604416|XP_023178239.2|DHYD
OG0006437	LOC108071788|XP_017018144.1|DKIK	LOC111597295|XP_023167684.1|DHYD
OG0006438	LOC108086087|XP_017038393.1|DKIK	LOC111599090|XP_023170398.1|DHYD
OG0006439	LOC108077614|XP_017026510.1|DKIK	LOC111598838|XP_023170045.1|DHYD
OG0006440	LOC108077575|XP_017026459.1|DKIK	LOC111598848|XP_023170054.1|DHYD
OG0006441	LOC108070670|XP_017016733.1|DKIK	LOC111594579|XP_023163704.2|DHYD
OG0006442	LOC108073565|XP_017020741.1|DKIK	LOC111601784|XP_023174312.2|DHYD
OG0006443	LOC108080472|XP_017030706.1|DKIK	LOC111600819|XP_023172887.1|DHYD
OG0006444	LOC108085875|XP_017038126.1|DKIK	LOC111594462|XP_023163528.2|DHYD
OG0006445	LOC108076005|XP_017024149.1|DKIK	LOC111591979|XP_023159697.2|DHYD
OG0006446	LOC108073528|XP_017020698.1|DKIK	LOC111601351|XP_023173651.2|DHYD
OG0006447	LOC108073309|XP_017020356.1|DKIK	LOC111600805|XP_023172863.1|DHYD
OG0006448	LOC108084609|XP_017036381.1|DKIK	LOC111597173|XP_023167502.1|DHYD
OG0006449	LOC108084537|XP_017036263.1|DKIK	LOC111597174|XP_030080855.1|DHYD
OG0006450	LOC108085333|XP_017037377.1|DKIK	LOC111594949|XP_023164214.2|DHYD
OG0006451	LOC108071769|XP_017018099.1|DKIK	LOC111601854|XP_023174458.1|DHYD
OG0006452	LOC108073500|XP_017020656.1|DKIK	LOC111596065|XP_023165882.2|DHYD
OG0006453	LOC108071972|XP_017018436.1|DKIK	LOC111601055|XP_023173239.1|DHYD
OG0006454	LOC108080340|XP_017030529.1|DKIK	LOC111601947|XP_023174571.2|DHYD
OG0006455	LOC108080787|XP_017031143.1|DKIK	LOC111602659|XP_030081681.1|DHYD
OG0006456	LOC108080828|XP_017031221.1|DKIK	LOC111602777|XP_023175812.2|DHYD
OG0006457	LOC108074104|XP_017021491.1|DKIK	LOC111605479|XP_023179781.2|DHYD
OG0006459	LOC108084249|XP_017035875.1|DKIK	LOC111602780|XP_023175814.1|DHYD
OG0006460	LOC108084559|XP_017036303.1|DKIK	LOC111596492|XP_023166521.1|DHYD
OG0006461	LOC108075520|XP_017023502.1|DKIK	LOC111602672|XP_023175633.1|DHYD
OG0006462	LOC108080968|XP_017031370.1|DKIK	LOC111601508|XP_023173871.2|DHYD
OG0006463	LOC108081255|XP_017031834.1|DKIK	LOC111595216|XP_023164597.2|DHYD
OG0006464	LOC108075276|XP_017023146.1|DKIK	LOC111596659|XP_023166732.1|DHYD
OG0006465	LOC108080253|XP_017030402.1|DKIK	LOC111604032|XP_023177657.1|DHYD
OG0006466	LOC108071721|XP_017018035.1|DKIK	LOC111594245|XP_023163224.1|DHYD
OG0006467	LOC108085743|XP_017037964.1|DKIK	LOC111598086|XP_030081667.1|DHYD
OG0006468	LOC108084529|XP_017036254.1|DKIK	LOC111598905|XP_023170141.1|DHYD
OG0006469	LOC108083412|XP_017034656.1|DKIK	LOC111605036|XP_023179141.1|DHYD
OG0006470	LOC108078880|XP_017028496.1|DKIK	LOC111595096|XP_023164431.2|DHYD
OG0006471	LOC108084565|XP_017036311.1|DKIK	LOC111596491|XP_023166520.2|DHYD
OG0006472	LOC108084622|XP_017036399.1|DKIK	LOC111596487|XP_023166516.1|DHYD
OG0006473	LOC108078948|XP_017028586.1|DKIK	LOC111598744|XP_023169910.2|DHYD
OG0006474	LOC108076235|XP_017024469.1|DKIK	LOC111593861|XP_023162683.1|DHYD
OG0006475	LOC108085649|XP_017037827.1|DKIK	LOC111601383|XP_023173689.1|DHYD
OG0006476	LOC108080399|XP_017030615.1|DKIK	LOC111598875|XP_023170103.2|DHYD
OG0006477	LOC108082914|XP_017033987.1|DKIK	LOC111604740|XP_023178681.1|DHYD
OG0006478	LOC108084621|XP_017036396.1|DKIK	LOC111602705|XP_023175710.1|DHYD
OG0006479	LOC108084573|XP_017036329.1|DKIK	LOC111602797|XP_023175852.2|DHYD
OG0006480	LOC108076697|XP_017025140.1|DKIK	LOC111593832|XP_023162638.2|DHYD
OG0006481	LOC108076365|XP_017024658.1|DKIK	LOC111603764|XP_023177265.1|DHYD
OG0006482	LOC108071426|XP_017017665.1|DKIK	LOC111598331|XP_023169300.2|DHYD
OG0006483	LOC108075414|XP_017023328.1|DKIK	LOC111594509|XP_023163594.2|DHYD
OG0006484	LOC108075402|XP_017023312.1|DKIK	LOC111594536|XP_023163644.2|DHYD
OG0006485	LOC108085034|XP_017036970.1|DKIK	LOC111596258|XP_023166161.1|DHYD
OG0006486	LOC108073334|XP_017020385.1|DKIK	LOC111601312|XP_023173604.2|DHYD
OG0006487	LOC108075651|XP_017023686.1|DKIK	LOC111603543|XP_023176945.2|DHYD
OG0006488	LOC108072794|XP_017019567.1|DKIK	LOC111598687|XP_023169819.1|DHYD
OG0006489	LOC108081079|XP_017031556.1|DKIK	LOC111605462|XP_023179749.1|DHYD
OG0006490	LOC108084854|XP_017036723.1|DKIK	LOC111603441|XP_023176796.2|DHYD
OG0006491	LOC108082784|XP_017033811.1|DKIK	LOC111595788|XP_023165441.2|DHYD
OG0006492	LOC108070675|XP_017016737.1|DKIK	LOC111598793|XP_023169980.1|DHYD
OG0006493	LOC108084754|XP_017036558.1|DKIK	LOC111595948|XP_023165684.1|DHYD
OG0006494	LOC108085062|XP_017037011.1|DKIK	LOC111594261|XP_023163255.2|DHYD
OG0006495	LOC108084709|XP_017036537.1|DKIK	LOC111598472|XP_023169497.1|DHYD
OG0006496	LOC108084564|XP_017036310.1|DKIK	LOC111596495|XP_023166524.2|DHYD
OG0006497	LOC108084626|XP_017036403.1|DKIK	LOC111594515|XP_023163608.1|DHYD
OG0006498	LOC108084587|XP_017036349.1|DKIK	LOC111594482|XP_023163558.2|DHYD
OG0006499	LOC108086031|XP_017038333.1|DKIK	LOC111596405|XP_030080761.1|DHYD
OG0006500	LOC108077235|XP_017025982.1|DKIK	LOC111592631|XP_023160736.2|DHYD
OG0006501	LOC108085868|XP_017038115.1|DKIK	LOC111594478|XP_023163549.2|DHYD
OG0006502	LOC108085899|XP_017038153.1|DKIK	LOC111594528|XP_023163630.2|DHYD
OG0006503	LOC108085905|XP_017038163.1|DKIK	LOC111594490|XP_023163567.1|DHYD
OG0006504	LOC108085843|XP_017038090.1|DKIK	LOC111594541|XP_023163659.2|DHYD
OG0006505	LOC108073524|XP_017020694.1|DKIK	LOC111597838|XP_023168508.2|DHYD
OG0006506	LOC108077523|XP_017026377.1|DKIK	LOC111598372|XP_023169348.1|DHYD
OG0006507	LOC108085390|XP_017037447.1|DKIK	LOC111598500|XP_023169534.2|DHYD
OG0006508	LOC108085388|XP_017037445.1|DKIK	LOC111598616|XP_023169718.1|DHYD
OG0006509	LOC108078982|XP_017028641.1|DKIK	LOC111593434|XP_023161949.1|DHYD
OG0006510	LOC108077745|XP_017026700.1|DKIK	LOC111601794|XP_023174338.1|DHYD
OG0006511	LOC108080810|XP_017031201.1|DKIK	LOC111594531|XP_023163636.2|DHYD
OG0006512	LOC108071357|XP_017017585.1|DKIK	LOC111600700|XP_023172722.2|DHYD
OG0006513	LOC108080791|XP_017031155.1|DKIK	LOC111594540|XP_023163649.1|DHYD
OG0006514	LOC108073534|XP_017020704.1|DKIK	LOC111598814|XP_023170006.1|DHYD
OG0006515	LOC108084546|XP_017036283.1|DKIK	LOC111598812|XP_023170004.1|DHYD
OG0006516	LOC108073313|XP_017020363.1|DKIK	LOC111593680|XP_023162340.2|DHYD
OG0006517	LOC108073447|XP_017020560.1|DKIK	LOC111593697|XP_023162410.2|DHYD
OG0006518	LOC108073415|XP_017020510.1|DKIK	LOC111593694|XP_023162378.1|DHYD
OG0006519	LOC108073448|XP_017020561.1|DKIK	LOC111593698|XP_023162411.1|DHYD
OG0006520	LOC108084950|XP_017036839.1|DKIK	LOC111596418|XP_023166397.2|DHYD
OG0006521	LOC108075758|XP_017023805.1|DKIK	LOC111593250|XP_023161676.2|DHYD
OG0006522	LOC108084948|XP_017036836.1|DKIK	LOC111596420|XP_023166399.2|DHYD
OG0006523	LOC108081195|XP_017031750.1|DKIK	LOC111594976|XP_023164243.1|DHYD
OG0006524	LOC108077440|XP_017026248.1|DKIK	LOC111598785|XP_023169966.1|DHYD
OG0006525	LOC108082904|XP_017033977.1|DKIK	LOC111592354|XP_030079673.1|DHYD
OG0006526	LOC108085612|XP_017037774.1|DKIK	LOC111594436|XP_023163492.2|DHYD
OG0006527	LOC108085602|XP_017037760.1|DKIK	LOC111594437|XP_030080736.1|DHYD
OG0006528	LOC108085610|XP_017037772.1|DKIK	LOC111594595|XP_023163726.2|DHYD
OG0006529	LOC108085614|XP_017037775.1|DKIK	LOC111594438|XP_023163494.1|DHYD
OG0006530	LOC108085605|XP_017037765.1|DKIK	LOC111594439|XP_023163495.2|DHYD
OG0006531	LOC108085620|XP_017037781.1|DKIK	LOC111594601|XP_023163733.2|DHYD
OG0006532	LOC108085596|XP_017037752.1|DKIK	LOC111594596|XP_030080663.1|DHYD
OG0006533	LOC108072247|XP_017018798.1|DKIK	LOC111601227|XP_023173492.1|DHYD
OG0006534	LOC108081068|XP_017031538.1|DKIK	LOC111594960|XP_023164227.1|DHYD
OG0006535	LOC108084554|XP_017036296.1|DKIK	LOC111604196|XP_023177920.2|DHYD
OG0006536	LOC108070685|XP_017016751.1|DKIK	LOC111598213|XP_023169135.2|DHYD
OG0006537	LOC108073509|XP_017020711.1|DKIK	LOC111600625|XP_023172597.1|DHYD
OG0006538	LOC108083982|XP_017035482.1|DKIK	LOC111599575|XP_023171017.2|DHYD
OG0006539	LOC108085685|XP_017037872.1|DKIK	LOC111596007|XP_023165793.2|DHYD
OG0006540	LOC108073586|XP_017020763.1|DKIK	LOC111598225|XP_023169152.2|DHYD
OG0006541	LOC108075732|XP_017023766.1|DKIK	LOC111595231|XP_023164635.2|DHYD
OG0006542	LOC108075734|XP_017023767.1|DKIK	LOC111595232|XP_023164636.1|DHYD
OG0006543	LOC108084971|XP_017036879.1|DKIK	LOC111597762|XP_023168385.2|DHYD
OG0006544	LOC108084887|XP_017036772.1|DKIK	LOC111596430|XP_023166412.2|DHYD
OG0006545	LOC108076021|XP_017024168.1|DKIK	LOC111598346|XP_023169320.1|DHYD
OG0006546	LOC108071323|XP_017017522.1|DKIK	LOC111603489|XP_023176856.1|DHYD
OG0006547	LOC108073377|XP_017020442.1|DKIK	LOC111593689|XP_023162354.2|DHYD
OG0006548	LOC108074055|XP_017021416.1|DKIK	LOC111605546|XP_023179876.1|DHYD
OG0006549	LOC108070638|XP_017016693.1|DKIK	LOC111604840|XP_023178840.2|DHYD
OG0006550	LOC108084969|XP_017036873.1|DKIK	LOC111594617|XP_023163773.2|DHYD
OG0006551	LOC108082901|XP_017033973.1|DKIK	LOC111596170|XP_023166031.2|DHYD
OG0006552	LOC108082949|XP_017034054.1|DKIK	LOC111596164|XP_023166024.2|DHYD
OG0006553	LOC108084907|XP_017036792.1|DKIK	LOC111597761|XP_023168384.2|DHYD
OG0006554	LOC108075431|XP_017023344.1|DKIK	LOC111602603|XP_030081687.1|DHYD
OG0006555	LOC108083201|XP_017034394.1|DKIK	LOC111595556|XP_023165121.2|DHYD
OG0006556	LOC108084266|XP_017035911.1|DKIK	LOC111594469|XP_023163537.2|DHYD
OG0006557	LOC108085694|XP_017037893.1|DKIK	LOC111599418|XP_030078700.1|DHYD
OG0006558	LOC108071343|XP_017017560.1|DKIK	LOC111598256|XP_023169193.1|DHYD
OG0006559	LOC108084270|XP_017035914.1|DKIK	LOC111602783|XP_023175822.1|DHYD
OG0006560	LOC108073481|XP_017020624.1|DKIK	LOC111594820|XP_023164050.1|DHYD
OG0006561	LOC108073390|XP_017020463.1|DKIK	LOC111594819|XP_023164049.1|DHYD
OG0006562	LOC108085006|XP_017036926.1|DKIK	LOC111598259|XP_023169201.1|DHYD
OG0006563	LOC108077720|XP_017026660.1|DKIK	LOC111598561|XP_023169632.1|DHYD
OG0006564	LOC108077576|XP_017026460.1|DKIK	LOC111598877|XP_023170110.2|DHYD
OG0006565	LOC108077788|XP_017026778.1|DKIK	LOC111598894|XP_030080671.1|DHYD
OG0006566	LOC108077769|XP_017026749.1|DKIK	LOC111595682|XP_023165288.2|DHYD
OG0006567	LOC108071327|XP_017017529.1|DKIK	LOC111598555|XP_023169617.1|DHYD
OG0006568	LOC108071326|XP_017017528.1|DKIK	LOC111598658|XP_023169776.2|DHYD
OG0006569	LOC108084420|XP_017036115.1|DKIK	LOC111594843|XP_023164077.1|DHYD
OG0006570	LOC108075588|XP_017023597.1|DKIK	LOC111604796|XP_023178781.1|DHYD
OG0006571	LOC108084229|XP_017035841.1|DKIK	LOC111595896|XP_023165605.1|DHYD
OG0006572	LOC108073312|XP_017020362.1|DKIK	LOC111601295|XP_023173574.1|DHYD
OG0006573	LOC108080489|XP_017030740.1|DKIK	LOC111592384|XP_023160326.2|DHYD
OG0006574	LOC108077796|XP_017026786.1|DKIK	LOC111601793|XP_023174333.2|DHYD
OG0006575	LOC108075719|XP_017023746.1|DKIK	LOC111604262|XP_023178026.1|DHYD
OG0006576	LOC108081128|XP_017031639.1|DKIK	LOC115482736|XP_030081594.1|DHYD
OG0006577	LOC108085033|XP_017036969.1|DKIK	LOC111596257|XP_023166160.1|DHYD
OG0006578	LOC108081106|XP_017031596.1|DKIK	LOC111598545|XP_023169605.2|DHYD
OG0006579	LOC108074819|XP_017022505.1|DKIK	LOC111603918|XP_023177511.1|DHYD
OG0006580	LOC108075425|XP_017023339.1|DKIK	LOC111601396|XP_023173708.1|DHYD
OG0006581	LOC108084382|XP_017036063.1|DKIK	LOC111604795|XP_023178780.2|DHYD
OG0006582	LOC108075620|XP_017023643.1|DKIK	LOC111599605|XP_023171059.1|DHYD
OG0006583	LOC108075564|XP_017023568.1|DKIK	LOC111601438|XP_023173782.1|DHYD
OG0006584	LOC108077212|XP_017025951.1|DKIK	LOC111595015|XP_023164290.2|DHYD
OG0006585	LOC108075850|XP_017023925.1|DKIK	LOC111595560|XP_023165122.2|DHYD
OG0006586	LOC108077888|XP_017026914.1|DKIK	LOC111596425|XP_023166405.1|DHYD
OG0006587	LOC108077887|XP_017026913.1|DKIK	LOC111596421|XP_023166401.1|DHYD
OG0006588	LOC108071440|XP_017017686.1|DKIK	LOC111602529|XP_023175426.2|DHYD
OG0006589	LOC108081162|XP_017031700.1|DKIK	LOC111595226|XP_023164624.2|DHYD
OG0006590	LOC108080494|XP_017030744.1|DKIK	LOC111595265|XP_023164683.2|DHYD
OG0006591	LOC108085805|XP_017038044.1|DKIK	LOC111594385|XP_023163420.2|DHYD
OG0006592	LOC108084276|XP_017035921.1|DKIK	LOC111594625|XP_023163784.1|DHYD
OG0006593	LOC108084274|XP_017035919.1|DKIK	LOC111594623|XP_023163781.1|DHYD
OG0006594	LOC108078956|XP_017028600.1|DKIK	LOC111595668|XP_023165260.2|DHYD
OG0006595	LOC108078350|XP_017027648.1|DKIK	LOC111594021|XP_023162897.2|DHYD
OG0006596	LOC108082524|XP_017033442.1|DKIK	LOC111592417|XP_023160361.2|DHYD
OG0006598	LOC108077058|XP_017025713.1|DKIK	LOC111604002|XP_023177626.1|DHYD
OG0006599	LOC108073430|XP_017020538.1|DKIK	LOC111597603|XP_023168172.2|DHYD
OG0006600	LOC108078169|XP_017027327.1|DKIK	LOC111593201|XP_023161597.2|DHYD
OG0006601	LOC108073851|XP_017021122.1|DKIK	LOC111605197|XP_023179372.2|DHYD
OG0006602	LOC108073852|XP_017021123.1|DKIK	LOC111605198|XP_023179373.1|DHYD
OG0006603	LOC108073990|XP_017021332.1|DKIK	LOC111605193|XP_023179364.2|DHYD
OG0006604	LOC108078650|XP_017028066.1|DKIK	LOC111598719|XP_023169879.1|DHYD
OG0006605	LOC108080256|XP_017030404.1|DKIK	LOC111596478|XP_023166502.1|DHYD
OG0006606	LOC108079018|XP_017028686.1|DKIK	LOC111600301|XP_030081394.1|DHYD
OG0006607	LOC108073379|XP_017020446.1|DKIK	LOC111603718|XP_023177194.2|DHYD
OG0006608	LOC108075653|XP_017023688.1|DKIK	LOC111604875|XP_023178880.1|DHYD
OG0006609	LOC108084961|XP_017036866.1|DKIK	LOC111602719|XP_023175733.1|DHYD
OG0006610	LOC108078717|XP_017028203.1|DKIK	LOC111601665|XP_023174118.2|DHYD
OG0006611	LOC108075329|XP_017023225.1|DKIK	LOC111601671|XP_023174129.2|DHYD
OG0006612	LOC108075112|XP_017022883.1|DKIK	LOC111601669|XP_023174127.1|DHYD
OG0006613	LOC108075322|XP_017023217.1|DKIK	LOC111601667|XP_023174126.1|DHYD
OG0006614	LOC108075084|XP_017022857.1|DKIK	LOC111601666|XP_023174123.1|DHYD
OG0006615	LOC108075096|XP_017022869.1|DKIK	LOC111601686|XP_023174160.1|DHYD
OG0006616	LOC108077503|XP_017026321.1|DKIK	LOC111592743|XP_023160908.2|DHYD
OG0006617	LOC108071940|XP_017018394.1|DKIK	LOC111601065|XP_023173256.1|DHYD
OG0006618	LOC108078794|XP_017028346.1|DKIK	LOC111598722|XP_023169882.1|DHYD
OG0006619	LOC108075213|XP_017023041.1|DKIK	LOC111599763|XP_023171288.1|DHYD
OG0006620	LOC108075296|XP_017023180.1|DKIK	LOC111599281|XP_023170647.2|DHYD
OG0006621	LOC108071559|XP_017017827.1|DKIK	LOC111592834|XP_023161026.2|DHYD
OG0006622	LOC108072763|XP_017019524.1|DKIK	LOC111598684|XP_023169815.1|DHYD
OG0006623	LOC108072768|XP_017019534.1|DKIK	LOC111598693|XP_023169826.1|DHYD
OG0006624	LOC108076337|XP_017024613.1|DKIK	LOC111597635|XP_023168208.2|DHYD
OG0006625	LOC108076340|XP_017024616.1|DKIK	LOC111597643|XP_023168216.2|DHYD
OG0006626	LOC108070930|XP_017017071.1|DKIK	LOC111597721|XP_023168329.2|DHYD
OG0006627	LOC108078265|XP_017027502.1|DKIK	LOC111600720|XP_023172759.1|DHYD
OG0006628	LOC108078104|XP_017027194.1|DKIK	LOC111600655|XP_023172645.2|DHYD
OG0006629	LOC108078237|XP_017027432.1|DKIK	LOC111592850|XP_023161059.1|DHYD
OG0006630	LOC108078027|XP_017027077.1|DKIK	LOC111605412|XP_030082031.1|DHYD
OG0006631	LOC108070552|XP_017016567.1|DKIK	LOC111603042|XP_023176248.1|DHYD
OG0006632	LOC108077994|XP_017027036.1|DKIK	LOC111605358|XP_023179605.2|DHYD
OG0006633	LOC108079851|XP_017029848.1|DKIK	LOC111595279|XP_023164693.1|DHYD
OG0006634	LOC108079084|XP_017028802.1|DKIK	LOC111599097|XP_023170406.2|DHYD
OG0006635	LOC108081428|XP_017032100.1|DKIK	LOC111599351|XP_023170749.1|DHYD
OG0006636	LOC108084495|XP_017036222.1|DKIK	LOC111591897|XP_023159573.1|DHYD
OG0006637	LOC108079130|XP_017028868.1|DKIK	LOC111592305|XP_023160180.2|DHYD
OG0006638	LOC108076297|XP_017024558.1|DKIK	LOC111604191|XP_023177914.1|DHYD
OG0006639	LOC108078139|XP_017027254.1|DKIK	LOC111604183|XP_030081399.1|DHYD
OG0006640	LOC108076795|XP_017025305.1|DKIK	LOC111595623|XP_023165198.2|DHYD
OG0006641	LOC108078197|XP_017027362.1|DKIK	LOC111597646|XP_030080886.1|DHYD
OG0006642	LOC108086132|XP_017038473.1|DKIK	LOC111595608|XP_023165181.2|DHYD
OG0006643	LOC108072102|XP_017018605.1|DKIK	LOC111600080|XP_023171788.1|DHYD
OG0006644	LOC108073955|XP_017021270.1|DKIK	LOC111593128|XP_023161498.1|DHYD
OG0006645	LOC108082792|XP_017033826.1|DKIK	LOC111594642|XP_023163805.1|DHYD
OG0006646	LOC108082515|XP_017033431.1|DKIK	LOC111603265|XP_023176548.2|DHYD
OG0006647	LOC108082486|XP_017033389.1|DKIK	LOC111604108|XP_023177785.2|DHYD
OG0006648	LOC108079730|XP_017029630.1|DKIK	LOC111596949|XP_023167173.1|DHYD
OG0006649	LOC108076787|XP_017025283.1|DKIK	LOC111603842|XP_023177380.1|DHYD
OG0006650	LOC108070523|XP_017016521.1|DKIK	LOC111601122|XP_023173386.2|DHYD
OG0006651	LOC108080198|XP_017030339.1|DKIK	LOC111596021|XP_023165815.2|DHYD
OG0006652	LOC108073591|XP_017020774.1|DKIK	LOC111597594|XP_023168162.2|DHYD
OG0006653	LOC108075163|XP_017022941.1|DKIK	LOC111597779|XP_030081162.1|DHYD
OG0006654	LOC108080651|XP_017030967.1|DKIK	LOC111598682|XP_023169812.2|DHYD
OG0006655	LOC108079760|XP_017029671.1|DKIK	LOC111598465|XP_023169488.1|DHYD
OG0006656	LOC108078746|XP_017028259.1|DKIK	LOC111599411|XP_023170831.1|DHYD
OG0006657	LOC108076769|XP_017025261.1|DKIK	LOC111602105|XP_023174814.1|DHYD
OG0006658	LOC108073465|XP_017020594.1|DKIK	LOC111597565|XP_023168132.1|DHYD
OG0006659	LOC108073583|XP_017020759.1|DKIK	LOC111597567|XP_030081812.1|DHYD
OG0006660	LOC108071572|XP_017017842.1|DKIK	LOC111600495|XP_023172391.1|DHYD
OG0006661	LOC108071632|XP_017017903.1|DKIK	LOC111600454|XP_023172324.2|DHYD
OG0006662	LOC108074422|XP_017021945.1|DKIK	LOC111599096|XP_023170405.1|DHYD
OG0006663	LOC108079124|XP_017028856.1|DKIK	LOC111600489|XP_023172384.1|DHYD
OG0006664	LOC108084207|XP_017035811.1|DKIK	LOC111600018|XP_023171697.1|DHYD
OG0006665	LOC108078658|XP_017028080.1|DKIK	LOC111601103|XP_023173310.2|DHYD
OG0006666	LOC108076771|XP_017025264.1|DKIK	LOC111602145|XP_023174862.1|DHYD
OG0006667	LOC108083759|XP_017035171.1|DKIK	LOC111592957|XP_023161213.1|DHYD
OG0006668	LOC108076625|XP_017025040.1|DKIK	LOC111604158|XP_023177854.1|DHYD
OG0006669	LOC108073758|XP_017021013.1|DKIK	LOC111603697|XP_023177165.2|DHYD
OG0006670	LOC108073849|XP_017021119.1|DKIK	LOC111603689|XP_023177142.1|DHYD
OG0006671	LOC108073940|XP_017021240.1|DKIK	LOC111594851|XP_023164091.2|DHYD
OG0006672	LOC108077505|XP_017026323.1|DKIK	LOC111605191|XP_023179358.2|DHYD
OG0006673	LOC108070597|XP_017016656.1|DKIK	LOC111601658|XP_023174110.1|DHYD
OG0006674	LOC108071521|XP_017017779.1|DKIK	LOC111597547|XP_023168111.1|DHYD
OG0006675	LOC108072710|XP_017019448.1|DKIK	LOC111596037|XP_023165841.1|DHYD
OG0006676	LOC108086004|XP_017038306.1|DKIK	LOC111593091|XP_023161455.1|DHYD
OG0006677	LOC108078748|XP_017028261.1|DKIK	LOC111601578|XP_023174000.2|DHYD
OG0006678	LOC108075209|XP_017023034.1|DKIK	LOC111598093|XP_023168911.1|DHYD
OG0006679	LOC108075321|XP_017023216.1|DKIK	LOC111602929|XP_023176046.2|DHYD
OG0006680	LOC108077650|XP_017026553.1|DKIK	LOC111597820|XP_023168477.2|DHYD
OG0006681	LOC108073939|XP_017021236.1|DKIK	LOC111594846|XP_023164081.2|DHYD
OG0006682	LOC108084424|XP_017036120.1|DKIK	LOC111594848|XP_023164088.1|DHYD
OG0006683	LOC108084395|XP_017036079.1|DKIK	LOC111594845|XP_023164079.2|DHYD
OG0006684	LOC108078747|XP_017028260.1|DKIK	LOC111601603|XP_023174036.2|DHYD
OG0006685	LOC108078539|XP_017027940.1|DKIK	LOC111597110|XP_023167422.2|DHYD
OG0006686	LOC108079074|XP_017028779.1|DKIK	LOC111601049|XP_030081450.1|DHYD
OG0006688	LOC108071592|XP_017017862.1|DKIK	LOC111600483|XP_023172377.1|DHYD
OG0006689	LOC108079737|XP_017029638.1|DKIK	LOC111595285|XP_023164705.2|DHYD
OG0006690	LOC108071412|XP_017017644.1|DKIK	LOC111602479|XP_023175312.2|DHYD
OG0006691	LOC108073969|XP_017021301.1|DKIK	LOC111605201|XP_023179377.1|DHYD
OG0006692	LOC108079848|XP_017029845.1|DKIK	LOC111595277|XP_023164691.2|DHYD
OG0006693	LOC108075192|XP_017023016.1|DKIK	LOC111598204|XP_023169104.1|DHYD
OG0006694	LOC108083535|XP_017034862.1|DKIK	LOC111596811|XP_023166943.1|DHYD
OG0006695	LOC108078771|XP_017028303.1|DKIK	LOC111602914|XP_023176026.1|DHYD
OG0006696	LOC108082892|XP_017033967.1|DKIK	LOC111602218|XP_023174964.2|DHYD
OG0006697	LOC108078912|XP_017028534.1|DKIK	LOC111605646|XP_023180076.1|DHYD
OG0006698	LOC108079869|XP_017029870.1|DKIK	LOC111597778|XP_030079505.1|DHYD
OG0006699	LOC108079881|XP_017029887.1|DKIK	LOC111591926|XP_023159624.2|DHYD
OG0006700	LOC108078564|XP_017027972.1|DKIK	LOC111604756|XP_023178714.2|DHYD
OG0006701	LOC108074477|XP_017022038.1|DKIK	LOC111599192|XP_023170552.2|DHYD
OG0006702	LOC108079093|XP_017028809.1|DKIK	LOC111596517|XP_023166549.1|DHYD
OG0006703	LOC108078971|XP_017028629.1|DKIK	LOC111594883|XP_023164137.1|DHYD
OG0006704	LOC108078972|XP_017028630.1|DKIK	LOC111594885|XP_023164139.1|DHYD
OG0006706	LOC108074654|XP_017022259.1|DKIK	LOC111593795|XP_023162585.1|DHYD
OG0006707	LOC108076370|XP_017024664.1|DKIK	LOC111599911|XP_023171504.2|DHYD
OG0006708	LOC108083579|XP_017034929.1|DKIK	LOC111591998|XP_023159731.2|DHYD
OG0006709	LOC108076104|XP_017024317.1|DKIK	LOC111605692|XP_023180175.2|DHYD
OG0006710	LOC108079103|XP_017028822.1|DKIK	LOC111600528|XP_030081800.1|DHYD
OG0006711	LOC108079016|XP_017028683.1|DKIK	LOC111598395|XP_023169385.2|DHYD
OG0006712	LOC108075178|XP_017022990.1|DKIK	LOC111602881|XP_023175975.2|DHYD
OG0006713	LOC108073548|XP_017020722.1|DKIK	LOC111603686|XP_023177137.1|DHYD
OG0006714	LOC108073547|XP_017020721.1|DKIK	LOC111603681|XP_023177131.2|DHYD
OG0006715	LOC108079107|XP_017028834.1|DKIK	LOC111604785|XP_023178765.1|DHYD
OG0006716	LOC108076188|XP_017024411.1|DKIK	LOC111595806|XP_023165465.1|DHYD
OG0006717	LOC108070493|XP_017016476.1|DKIK	LOC111595046|XP_023164340.2|DHYD
OG0006718	LOC108070479|XP_017016454.1|DKIK	LOC111595050|XP_023164345.1|DHYD
OG0006719	LOC108078755|XP_017028277.1|DKIK	LOC115483352|XP_030080782.1|DHYD
OG0006720	LOC108080640|XP_017030954.1|DKIK	LOC111599267|XP_023170634.2|DHYD
OG0006721	LOC108070464|XP_017016434.1|DKIK	LOC111598740|XP_023169903.1|DHYD
OG0006722	LOC108084439|XP_017036137.1|DKIK	LOC111604655|XP_030079631.1|DHYD
OG0006723	LOC108077384|XP_017026167.1|DKIK	LOC111605009|XP_023179092.1|DHYD
OG0006724	LOC108073530|XP_017020700.1|DKIK	LOC111594831|XP_023164064.1|DHYD
OG0006725	LOC108073556|XP_017020731.1|DKIK	LOC111601761|XP_023174269.1|DHYD
OG0006726	LOC108077866|XP_017026890.1|DKIK	LOC111601501|XP_023173863.1|DHYD
OG0006727	LOC108073503|XP_017020660.1|DKIK	LOC111601759|XP_023174265.2|DHYD
OG0006728	LOC108072014|XP_017018483.1|DKIK	LOC111604857|XP_023178859.1|DHYD
OG0006729	LOC108078523|XP_017027921.1|DKIK	LOC111593303|XP_023161755.1|DHYD
OG0006730	LOC108078521|XP_017027919.1|DKIK	LOC111593301|XP_023161751.1|DHYD
